context: Heroes are powerful. response:	Heroes are lonely...
context: Hiroko Seto. She's Japan's leading pianist.\Hello, Koharu-chan. Do you remember me?\Since she was classmates with Arima-kun's mother, Saki Arima, in college,\it makes sense that they would know each other.\Here, there are all these Kouseis that I know nothing about.\Huh? Huh? Hiroko-san, everyone's staring!\Hey, Hiroko. Hold him, will you?\Huh? How do I do that? response:	Support his head.
context: Hello, Koharu-chan. Do you remember me?\Since she was classmates with Arima-kun's mother, Saki Arima, in college,\it makes sense that they would know each other.\Here, there are all these Kouseis that I know nothing about.\Huh? Huh? Hiroko-san, everyone's staring!\Hey, Hiroko. Hold him, will you?\Huh? How do I do that?\Support his head. response:	Gently, now.
context: Since she was classmates with Arima-kun's mother, Saki Arima, in college,\it makes sense that they would know each other.\Here, there are all these Kouseis that I know nothing about.\Huh? Huh? Hiroko-san, everyone's staring!\Hey, Hiroko. Hold him, will you?\Huh? How do I do that?\Support his head.\Gently, now. response:	Isn't he adorable? His name is Kousei.
context: it makes sense that they would know each other.\Here, there are all these Kouseis that I know nothing about.\Huh? Huh? Hiroko-san, everyone's staring!\Hey, Hiroko. Hold him, will you?\Huh? How do I do that?\Support his head.\Gently, now.\Isn't he adorable? His name is Kousei. response:	Are you going to turn him into a pianist?
context: Here, there are all these Kouseis that I know nothing about.\Huh? Huh? Hiroko-san, everyone's staring!\Hey, Hiroko. Hold him, will you?\Huh? How do I do that?\Support his head.\Gently, now.\Isn't he adorable? His name is Kousei.\Are you going to turn him into a pianist? response:	Not if I can help it. That's such a demanding job. He's my treasure!
context: Huh? Huh? Hiroko-san, everyone's staring!\Hey, Hiroko. Hold him, will you?\Huh? How do I do that?\Support his head.\Gently, now.\Isn't he adorable? His name is Kousei.\Are you going to turn him into a pianist?\Not if I can help it. That's such a demanding job. He's my treasure! response:	You've got to turn him into a pianist.
context: Hey, Hiroko. Hold him, will you?\Huh? How do I do that?\Support his head.\Gently, now.\Isn't he adorable? His name is Kousei.\Are you going to turn him into a pianist?\Not if I can help it. That's such a demanding job. He's my treasure!\You've got to turn him into a pianist. response:	But...
context: Huh? How do I do that?\Support his head.\Gently, now.\Isn't he adorable? His name is Kousei.\Are you going to turn him into a pianist?\Not if I can help it. That's such a demanding job. He's my treasure!\You've got to turn him into a pianist.\But... response:	Kousei's a genius.
context: Support his head.\Gently, now.\Isn't he adorable? His name is Kousei.\Are you going to turn him into a pianist?\Not if I can help it. That's such a demanding job. He's my treasure!\You've got to turn him into a pianist.\But...\Kousei's a genius. response:	Kousei. I'm sorry.
context: Gently, now.\Isn't he adorable? His name is Kousei.\Are you going to turn him into a pianist?\Not if I can help it. That's such a demanding job. He's my treasure!\You've got to turn him into a pianist.\But...\Kousei's a genius.\Kousei. I'm sorry. response:	Mom...
context: Isn't he adorable? His name is Kousei.\Are you going to turn him into a pianist?\Not if I can help it. That's such a demanding job. He's my treasure!\You've got to turn him into a pianist.\But...\Kousei's a genius.\Kousei. I'm sorry.\Mom... response:	I'm sorry. I'm sorry...
context: Are you going to turn him into a pianist?\Not if I can help it. That's such a demanding job. He's my treasure!\You've got to turn him into a pianist.\But...\Kousei's a genius.\Kousei. I'm sorry.\Mom...\I'm sorry. I'm sorry... response:	You got so big, Kousei.
context: Not if I can help it. That's such a demanding job. He's my treasure!\You've got to turn him into a pianist.\But...\Kousei's a genius.\Kousei. I'm sorry.\Mom...\I'm sorry. I'm sorry...\You got so big, Kousei. response:	You smell like cigarettes.
context: You've got to turn him into a pianist.\But...\Kousei's a genius.\Kousei. I'm sorry.\Mom...\I'm sorry. I'm sorry...\You got so big, Kousei.\You smell like cigarettes. response:	All right, our nostalgic reunion is over now.
context: But...\Kousei's a genius.\Kousei. I'm sorry.\Mom...\I'm sorry. I'm sorry...\You got so big, Kousei.\You smell like cigarettes.\All right, our nostalgic reunion is over now. response:	Your friends are glaring at us with the scariest faces.
context: Kousei's a genius.\Kousei. I'm sorry.\Mom...\I'm sorry. I'm sorry...\You got so big, Kousei.\You smell like cigarettes.\All right, our nostalgic reunion is over now.\Your friends are glaring at us with the scariest faces. response:	Whoops! Busted!
context: Kousei. I'm sorry.\Mom...\I'm sorry. I'm sorry...\You got so big, Kousei.\You smell like cigarettes.\All right, our nostalgic reunion is over now.\Your friends are glaring at us with the scariest faces.\Whoops! Busted! response:	You're going to stay for the results, right?
context: Mom...\I'm sorry. I'm sorry...\You got so big, Kousei.\You smell like cigarettes.\All right, our nostalgic reunion is over now.\Your friends are glaring at us with the scariest faces.\Whoops! Busted!\You're going to stay for the results, right? response:	No. I'm out of the running anyway, and I'm not here for results.
context: I'm sorry. I'm sorry...\You got so big, Kousei.\You smell like cigarettes.\All right, our nostalgic reunion is over now.\Your friends are glaring at us with the scariest faces.\Whoops! Busted!\You're going to stay for the results, right?\No. I'm out of the running anyway, and I'm not here for results. response:	Yeah, the way you bombed was all kinds of extraordinary!
context: You got so big, Kousei.\You smell like cigarettes.\All right, our nostalgic reunion is over now.\Your friends are glaring at us with the scariest faces.\Whoops! Busted!\You're going to stay for the results, right?\No. I'm out of the running anyway, and I'm not here for results.\Yeah, the way you bombed was all kinds of extraordinary! response:	That's really harsh...
context: You smell like cigarettes.\All right, our nostalgic reunion is over now.\Your friends are glaring at us with the scariest faces.\Whoops! Busted!\You're going to stay for the results, right?\No. I'm out of the running anyway, and I'm not here for results.\Yeah, the way you bombed was all kinds of extraordinary!\That's really harsh... response:	Even so, you should be there when the results go up.
context: All right, our nostalgic reunion is over now.\Your friends are glaring at us with the scariest faces.\Whoops! Busted!\You're going to stay for the results, right?\No. I'm out of the running anyway, and I'm not here for results.\Yeah, the way you bombed was all kinds of extraordinary!\That's really harsh...\Even so, you should be there when the results go up. response:	It's important.
context: Your friends are glaring at us with the scariest faces.\Whoops! Busted!\You're going to stay for the results, right?\No. I'm out of the running anyway, and I'm not here for results.\Yeah, the way you bombed was all kinds of extraordinary!\That's really harsh...\Even so, you should be there when the results go up.\It's important. response:	By the way, which one is it?
context: Whoops! Busted!\You're going to stay for the results, right?\No. I'm out of the running anyway, and I'm not here for results.\Yeah, the way you bombed was all kinds of extraordinary!\That's really harsh...\Even so, you should be there when the results go up.\It's important.\By the way, which one is it? response:	The girl with the long hair? Or with the short hair? Hmm?
context: You're going to stay for the results, right?\No. I'm out of the running anyway, and I'm not here for results.\Yeah, the way you bombed was all kinds of extraordinary!\That's really harsh...\Even so, you should be there when the results go up.\It's important.\By the way, which one is it?\The girl with the long hair? Or with the short hair? Hmm? response:	Which is the girl you're in love with?
context: No. I'm out of the running anyway, and I'm not here for results.\Yeah, the way you bombed was all kinds of extraordinary!\That's really harsh...\Even so, you should be there when the results go up.\It's important.\By the way, which one is it?\The girl with the long hair? Or with the short hair? Hmm?\Which is the girl you're in love with? response:	It's not like that.
context: Yeah, the way you bombed was all kinds of extraordinary!\That's really harsh...\Even so, you should be there when the results go up.\It's important.\By the way, which one is it?\The girl with the long hair? Or with the short hair? Hmm?\Which is the girl you're in love with?\It's not like that. response:	It's no use,
context: That's really harsh...\Even so, you should be there when the results go up.\It's important.\By the way, which one is it?\The girl with the long hair? Or with the short hair? Hmm?\Which is the girl you're in love with?\It's not like that.\It's no use, response:	lying to me.
context: Even so, you should be there when the results go up.\It's important.\By the way, which one is it?\The girl with the long hair? Or with the short hair? Hmm?\Which is the girl you're in love with?\It's not like that.\It's no use,\lying to me. response:	Your piano was singing it out.
context: It's important.\By the way, which one is it?\The girl with the long hair? Or with the short hair? Hmm?\Which is the girl you're in love with?\It's not like that.\It's no use,\lying to me.\Your piano was singing it out. response:	Saying, I love you...
context: By the way, which one is it?\The girl with the long hair? Or with the short hair? Hmm?\Which is the girl you're in love with?\It's not like that.\It's no use,\lying to me.\Your piano was singing it out.\Saying, I love you... response:	Are you unaware? Or are you pretending not to notice?
context: The girl with the long hair? Or with the short hair? Hmm?\Which is the girl you're in love with?\It's not like that.\It's no use,\lying to me.\Your piano was singing it out.\Saying, I love you...\Are you unaware? Or are you pretending not to notice? response:	Your hidden emotions. The you that you never knew.
context: Which is the girl you're in love with?\It's not like that.\It's no use,\lying to me.\Your piano was singing it out.\Saying, I love you...\Are you unaware? Or are you pretending not to notice?\Your hidden emotions. The you that you never knew. response:	The piano will drag out everything in your youth.
context: It's not like that.\It's no use,\lying to me.\Your piano was singing it out.\Saying, I love you...\Are you unaware? Or are you pretending not to notice?\Your hidden emotions. The you that you never knew.\The piano will drag out everything in your youth. response:	Brace yourself.
context: It's no use,\lying to me.\Your piano was singing it out.\Saying, I love you...\Are you unaware? Or are you pretending not to notice?\Your hidden emotions. The you that you never knew.\The piano will drag out everything in your youth.\Brace yourself. response:	All right, see you soon.
context: lying to me.\Your piano was singing it out.\Saying, I love you...\Are you unaware? Or are you pretending not to notice?\Your hidden emotions. The you that you never knew.\The piano will drag out everything in your youth.\Brace yourself.\All right, see you soon. response:	It's not like that.
context: Your piano was singing it out.\Saying, I love you...\Are you unaware? Or are you pretending not to notice?\Your hidden emotions. The you that you never knew.\The piano will drag out everything in your youth.\Brace yourself.\All right, see you soon.\It's not like that. response:	This is just gratitude...
context: Saying, I love you...\Are you unaware? Or are you pretending not to notice?\Your hidden emotions. The you that you never knew.\The piano will drag out everything in your youth.\Brace yourself.\All right, see you soon.\It's not like that.\This is just gratitude... response:	After all, she's...
context: Are you unaware? Or are you pretending not to notice?\Your hidden emotions. The you that you never knew.\The piano will drag out everything in your youth.\Brace yourself.\All right, see you soon.\It's not like that.\This is just gratitude...\After all, she's... response:	She's the girl who likes my best friend. And I'm Friend A, after all.
context: Your hidden emotions. The you that you never knew.\The piano will drag out everything in your youth.\Brace yourself.\All right, see you soon.\It's not like that.\This is just gratitude...\After all, she's...\She's the girl who likes my best friend. And I'm Friend A, after all. response:	We will now post the names of those who cleared the first round of the preliminaries.
context: The piano will drag out everything in your youth.\Brace yourself.\All right, see you soon.\It's not like that.\This is just gratitude...\After all, she's...\She's the girl who likes my best friend. And I'm Friend A, after all.\We will now post the names of those who cleared the first round of the preliminaries. response:	Maiho Music Competition Qualifiers Pianists Takeshi Aiza
context: Brace yourself.\All right, see you soon.\It's not like that.\This is just gratitude...\After all, she's...\She's the girl who likes my best friend. And I'm Friend A, after all.\We will now post the names of those who cleared the first round of the preliminaries.\Maiho Music Competition Qualifiers Pianists Takeshi Aiza response:	Found my name!
context: All right, see you soon.\It's not like that.\This is just gratitude...\After all, she's...\She's the girl who likes my best friend. And I'm Friend A, after all.\We will now post the names of those who cleared the first round of the preliminaries.\Maiho Music Competition Qualifiers Pianists Takeshi Aiza\Found my name! response:	Where?
context: It's not like that.\This is just gratitude...\After all, she's...\She's the girl who likes my best friend. And I'm Friend A, after all.\We will now post the names of those who cleared the first round of the preliminaries.\Maiho Music Competition Qualifiers Pianists Takeshi Aiza\Found my name!\Where? response:	What happened to Arima-kun?
context: This is just gratitude...\After all, she's...\She's the girl who likes my best friend. And I'm Friend A, after all.\We will now post the names of those who cleared the first round of the preliminaries.\Maiho Music Competition Qualifiers Pianists Takeshi Aiza\Found my name!\Where?\What happened to Arima-kun? response:	So Arima's name isn't listed, after all...
context: After all, she's...\She's the girl who likes my best friend. And I'm Friend A, after all.\We will now post the names of those who cleared the first round of the preliminaries.\Maiho Music Competition Qualifiers Pianists Takeshi Aiza\Found my name!\Where?\What happened to Arima-kun?\So Arima's name isn't listed, after all... response:	Emi Igawa
context: She's the girl who likes my best friend. And I'm Friend A, after all.\We will now post the names of those who cleared the first round of the preliminaries.\Maiho Music Competition Qualifiers Pianists Takeshi Aiza\Found my name!\Where?\What happened to Arima-kun?\So Arima's name isn't listed, after all...\Emi Igawa response:	Heroes don't succumb. Heroes don't crumble.
context: We will now post the names of those who cleared the first round of the preliminaries.\Maiho Music Competition Qualifiers Pianists Takeshi Aiza\Found my name!\Where?\What happened to Arima-kun?\So Arima's name isn't listed, after all...\Emi Igawa\Heroes don't succumb. Heroes don't crumble. response:	Just as expected. I stopped playing midway, after all.
context: Maiho Music Competition Qualifiers Pianists Takeshi Aiza\Found my name!\Where?\What happened to Arima-kun?\So Arima's name isn't listed, after all...\Emi Igawa\Heroes don't succumb. Heroes don't crumble.\Just as expected. I stopped playing midway, after all. response:	No way!
context: Found my name!\Where?\What happened to Arima-kun?\So Arima's name isn't listed, after all...\Emi Igawa\Heroes don't succumb. Heroes don't crumble.\Just as expected. I stopped playing midway, after all.\No way! response:	I did it! There's my name!
context: Where?\What happened to Arima-kun?\So Arima's name isn't listed, after all...\Emi Igawa\Heroes don't succumb. Heroes don't crumble.\Just as expected. I stopped playing midway, after all.\No way!\I did it! There's my name! response:	What, I didn't make it again this year?
context: What happened to Arima-kun?\So Arima's name isn't listed, after all...\Emi Igawa\Heroes don't succumb. Heroes don't crumble.\Just as expected. I stopped playing midway, after all.\No way!\I did it! There's my name!\What, I didn't make it again this year? response:	I'm gonna work hard towards next year's competition.
context: So Arima's name isn't listed, after all...\Emi Igawa\Heroes don't succumb. Heroes don't crumble.\Just as expected. I stopped playing midway, after all.\No way!\I did it! There's my name!\What, I didn't make it again this year?\I'm gonna work hard towards next year's competition. response:	And this was my last chance...
context: Emi Igawa\Heroes don't succumb. Heroes don't crumble.\Just as expected. I stopped playing midway, after all.\No way!\I did it! There's my name!\What, I didn't make it again this year?\I'm gonna work hard towards next year's competition.\And this was my last chance... response:	I'm so bitter...
context: Heroes don't succumb. Heroes don't crumble.\Just as expected. I stopped playing midway, after all.\No way!\I did it! There's my name!\What, I didn't make it again this year?\I'm gonna work hard towards next year's competition.\And this was my last chance...\I'm so bitter... response:	I'm so bitter... So bitter...
context: Just as expected. I stopped playing midway, after all.\No way!\I did it! There's my name!\What, I didn't make it again this year?\I'm gonna work hard towards next year's competition.\And this was my last chance...\I'm so bitter...\I'm so bitter... So bitter... response:	Takeshi...
context: No way!\I did it! There's my name!\What, I didn't make it again this year?\I'm gonna work hard towards next year's competition.\And this was my last chance...\I'm so bitter...\I'm so bitter... So bitter...\Takeshi... response:	What was up with that performance?
context: I did it! There's my name!\What, I didn't make it again this year?\I'm gonna work hard towards next year's competition.\And this was my last chance...\I'm so bitter...\I'm so bitter... So bitter...\Takeshi...\What was up with that performance? response:	What have you been doing all this time?
context: What, I didn't make it again this year?\I'm gonna work hard towards next year's competition.\And this was my last chance...\I'm so bitter...\I'm so bitter... So bitter...\Takeshi...\What was up with that performance?\What have you been doing all this time? response:	My goal is Kousei Arima.
context: I'm gonna work hard towards next year's competition.\And this was my last chance...\I'm so bitter...\I'm so bitter... So bitter...\Takeshi...\What was up with that performance?\What have you been doing all this time?\My goal is Kousei Arima. response:	Flip-flopping between playing styles like that...
context: And this was my last chance...\I'm so bitter...\I'm so bitter... So bitter...\Takeshi...\What was up with that performance?\What have you been doing all this time?\My goal is Kousei Arima.\Flip-flopping between playing styles like that... response:	Turning in such a train wreck of a performance!
context: I'm so bitter...\I'm so bitter... So bitter...\Takeshi...\What was up with that performance?\What have you been doing all this time?\My goal is Kousei Arima.\Flip-flopping between playing styles like that...\Turning in such a train wreck of a performance! response:	Where did the almighty Arima go?
context: I'm so bitter... So bitter...\Takeshi...\What was up with that performance?\What have you been doing all this time?\My goal is Kousei Arima.\Flip-flopping between playing styles like that...\Turning in such a train wreck of a performance!\Where did the almighty Arima go? response:	The lonely pianist, my hero - where did he go?
context: Takeshi...\What was up with that performance?\What have you been doing all this time?\My goal is Kousei Arima.\Flip-flopping between playing styles like that...\Turning in such a train wreck of a performance!\Where did the almighty Arima go?\The lonely pianist, my hero - where did he go? response:	My hero is made of super alloy... my hero never loses!
context: What was up with that performance?\What have you been doing all this time?\My goal is Kousei Arima.\Flip-flopping between playing styles like that...\Turning in such a train wreck of a performance!\Where did the almighty Arima go?\The lonely pianist, my hero - where did he go?\My hero is made of super alloy... my hero never loses! response:	You knew that if you stopped playing, you wouldn't make it past the prelims.
context: What have you been doing all this time?\My goal is Kousei Arima.\Flip-flopping between playing styles like that...\Turning in such a train wreck of a performance!\Where did the almighty Arima go?\The lonely pianist, my hero - where did he go?\My hero is made of super alloy... my hero never loses!\You knew that if you stopped playing, you wouldn't make it past the prelims. response:	So why...
context: My goal is Kousei Arima.\Flip-flopping between playing styles like that...\Turning in such a train wreck of a performance!\Where did the almighty Arima go?\The lonely pianist, my hero - where did he go?\My hero is made of super alloy... my hero never loses!\You knew that if you stopped playing, you wouldn't make it past the prelims.\So why... response:	Why do you have that look on your face?
context: Flip-flopping between playing styles like that...\Turning in such a train wreck of a performance!\Where did the almighty Arima go?\The lonely pianist, my hero - where did he go?\My hero is made of super alloy... my hero never loses!\You knew that if you stopped playing, you wouldn't make it past the prelims.\So why...\Why do you have that look on your face? response:	Heroes always win, no matter what. This is like... it's like you're actually human.
context: Turning in such a train wreck of a performance!\Where did the almighty Arima go?\The lonely pianist, my hero - where did he go?\My hero is made of super alloy... my hero never loses!\You knew that if you stopped playing, you wouldn't make it past the prelims.\So why...\Why do you have that look on your face?\Heroes always win, no matter what. This is like... it's like you're actually human. response:	I see. So it was a train wreck.
context: Where did the almighty Arima go?\The lonely pianist, my hero - where did he go?\My hero is made of super alloy... my hero never loses!\You knew that if you stopped playing, you wouldn't make it past the prelims.\So why...\Why do you have that look on your face?\Heroes always win, no matter what. This is like... it's like you're actually human.\I see. So it was a train wreck. response:	Then that means I turned in another sloppy performance.
context: The lonely pianist, my hero - where did he go?\My hero is made of super alloy... my hero never loses!\You knew that if you stopped playing, you wouldn't make it past the prelims.\So why...\Why do you have that look on your face?\Heroes always win, no matter what. This is like... it's like you're actually human.\I see. So it was a train wreck.\Then that means I turned in another sloppy performance. response:	Rumor has it that Arima can't hear the notes.
context: My hero is made of super alloy... my hero never loses!\You knew that if you stopped playing, you wouldn't make it past the prelims.\So why...\Why do you have that look on your face?\Heroes always win, no matter what. This is like... it's like you're actually human.\I see. So it was a train wreck.\Then that means I turned in another sloppy performance.\Rumor has it that Arima can't hear the notes. response:	He really can't hear the notes...
context: You knew that if you stopped playing, you wouldn't make it past the prelims.\So why...\Why do you have that look on your face?\Heroes always win, no matter what. This is like... it's like you're actually human.\I see. So it was a train wreck.\Then that means I turned in another sloppy performance.\Rumor has it that Arima can't hear the notes.\He really can't hear the notes... response:	But I wasn't slacking at all. I practiced till I passed out. I gave my all.
context: So why...\Why do you have that look on your face?\Heroes always win, no matter what. This is like... it's like you're actually human.\I see. So it was a train wreck.\Then that means I turned in another sloppy performance.\Rumor has it that Arima can't hear the notes.\He really can't hear the notes...\But I wasn't slacking at all. I practiced till I passed out. I gave my all. response:	You're just you, no matter what.
context: Why do you have that look on your face?\Heroes always win, no matter what. This is like... it's like you're actually human.\I see. So it was a train wreck.\Then that means I turned in another sloppy performance.\Rumor has it that Arima can't hear the notes.\He really can't hear the notes...\But I wasn't slacking at all. I practiced till I passed out. I gave my all.\You're just you, no matter what. response:	And if I still turned in a sloppy performance after all that, then...
context: Heroes always win, no matter what. This is like... it's like you're actually human.\I see. So it was a train wreck.\Then that means I turned in another sloppy performance.\Rumor has it that Arima can't hear the notes.\He really can't hear the notes...\But I wasn't slacking at all. I practiced till I passed out. I gave my all.\You're just you, no matter what.\And if I still turned in a sloppy performance after all that, then... response:	That's who I am now. It's the current me, playing with everything I've got.
context: I see. So it was a train wreck.\Then that means I turned in another sloppy performance.\Rumor has it that Arima can't hear the notes.\He really can't hear the notes...\But I wasn't slacking at all. I practiced till I passed out. I gave my all.\You're just you, no matter what.\And if I still turned in a sloppy performance after all that, then...\That's who I am now. It's the current me, playing with everything I've got. response:	Mozart said, Go on a journey.
