context: Five, four... response:	Three, two...
context: Inside the body? And you want me to grab the liaison and remove the cipher?\He's already dead.\He should be taken to the morgue in the next few days.\You want me to raid a corpse.\It's better than killing, I'd say.\Numbers one and two on my list of least favorite spy jobs.\What's the target's name?\We don't know. response:	Don't tell me you want me to clean out every corpse in the morgue?
context: He's already dead.\He should be taken to the morgue in the next few days.\You want me to raid a corpse.\It's better than killing, I'd say.\Numbers one and two on my list of least favorite spy jobs.\What's the target's name?\We don't know.\Don't tell me you want me to clean out every corpse in the morgue? response:	The Duke of Normandy has an accomplice there.
context: He should be taken to the morgue in the next few days.\You want me to raid a corpse.\It's better than killing, I'd say.\Numbers one and two on my list of least favorite spy jobs.\What's the target's name?\We don't know.\Don't tell me you want me to clean out every corpse in the morgue?\The Duke of Normandy has an accomplice there. response:	He knows who to look for.
context: You want me to raid a corpse.\It's better than killing, I'd say.\Numbers one and two on my list of least favorite spy jobs.\What's the target's name?\We don't know.\Don't tell me you want me to clean out every corpse in the morgue?\The Duke of Normandy has an accomplice there.\He knows who to look for. response:	I'm supposed to be working Operation: Changeling.
context: It's better than killing, I'd say.\Numbers one and two on my list of least favorite spy jobs.\What's the target's name?\We don't know.\Don't tell me you want me to clean out every corpse in the morgue?\The Duke of Normandy has an accomplice there.\He knows who to look for.\I'm supposed to be working Operation: Changeling. response:	Why did you choose me?
context: Numbers one and two on my list of least favorite spy jobs.\What's the target's name?\We don't know.\Don't tell me you want me to clean out every corpse in the morgue?\The Duke of Normandy has an accomplice there.\He knows who to look for.\I'm supposed to be working Operation: Changeling.\Why did you choose me? response:	Because that accomplice is someone with whom you are well acquainted.
context: What's the target's name?\We don't know.\Don't tell me you want me to clean out every corpse in the morgue?\The Duke of Normandy has an accomplice there.\He knows who to look for.\I'm supposed to be working Operation: Changeling.\Why did you choose me?\Because that accomplice is someone with whom you are well acquainted. response:	Danny MacBean.
context: We don't know.\Don't tell me you want me to clean out every corpse in the morgue?\The Duke of Normandy has an accomplice there.\He knows who to look for.\I'm supposed to be working Operation: Changeling.\Why did you choose me?\Because that accomplice is someone with whom you are well acquainted.\Danny MacBean. response:	Your father.
context: Don't tell me you want me to clean out every corpse in the morgue?\The Duke of Normandy has an accomplice there.\He knows who to look for.\I'm supposed to be working Operation: Changeling.\Why did you choose me?\Because that accomplice is someone with whom you are well acquainted.\Danny MacBean.\Your father. response:	Oh, it was just a cat.
context: The Duke of Normandy has an accomplice there.\He knows who to look for.\I'm supposed to be working Operation: Changeling.\Why did you choose me?\Because that accomplice is someone with whom you are well acquainted.\Danny MacBean.\Your father.\Oh, it was just a cat. response:	Sorry to drag you along for this.
context: He knows who to look for.\I'm supposed to be working Operation: Changeling.\Why did you choose me?\Because that accomplice is someone with whom you are well acquainted.\Danny MacBean.\Your father.\Oh, it was just a cat.\Sorry to drag you along for this. response:	Not at all.
context: I'm supposed to be working Operation: Changeling.\Why did you choose me?\Because that accomplice is someone with whom you are well acquainted.\Danny MacBean.\Your father.\Oh, it was just a cat.\Sorry to drag you along for this.\Not at all. response:	If anything happens, I'll need someone to act as liaison.
context: Why did you choose me?\Because that accomplice is someone with whom you are well acquainted.\Danny MacBean.\Your father.\Oh, it was just a cat.\Sorry to drag you along for this.\Not at all.\If anything happens, I'll need someone to act as liaison. response:	Of course.
context: Because that accomplice is someone with whom you are well acquainted.\Danny MacBean.\Your father.\Oh, it was just a cat.\Sorry to drag you along for this.\Not at all.\If anything happens, I'll need someone to act as liaison.\Of course. response:	But what IS this place?
context: Danny MacBean.\Your father.\Oh, it was just a cat.\Sorry to drag you along for this.\Not at all.\If anything happens, I'll need someone to act as liaison.\Of course.\But what IS this place? response:	We call it Ghost Street.
context: Your father.\Oh, it was just a cat.\Sorry to drag you along for this.\Not at all.\If anything happens, I'll need someone to act as liaison.\Of course.\But what IS this place?\We call it Ghost Street. response:	They say half the people who go down this road never come back.
context: Oh, it was just a cat.\Sorry to drag you along for this.\Not at all.\If anything happens, I'll need someone to act as liaison.\Of course.\But what IS this place?\We call it Ghost Street.\They say half the people who go down this road never come back. response:	Half?
context: Sorry to drag you along for this.\Not at all.\If anything happens, I'll need someone to act as liaison.\Of course.\But what IS this place?\We call it Ghost Street.\They say half the people who go down this road never come back.\Half? response:	Why is that?
context: Not at all.\If anything happens, I'll need someone to act as liaison.\Of course.\But what IS this place?\We call it Ghost Street.\They say half the people who go down this road never come back.\Half?\Why is that? response:	Because it leads to the morgue.
context: If anything happens, I'll need someone to act as liaison.\Of course.\But what IS this place?\We call it Ghost Street.\They say half the people who go down this road never come back.\Half?\Why is that?\Because it leads to the morgue. response:	We're always shorthanded here.
context: Of course.\But what IS this place?\We call it Ghost Street.\They say half the people who go down this road never come back.\Half?\Why is that?\Because it leads to the morgue.\We're always shorthanded here. response:	I'll have you get right to work.
context: But what IS this place?\We call it Ghost Street.\They say half the people who go down this road never come back.\Half?\Why is that?\Because it leads to the morgue.\We're always shorthanded here.\I'll have you get right to work. response:	Yes, Ma'am.
context: We call it Ghost Street.\They say half the people who go down this road never come back.\Half?\Why is that?\Because it leads to the morgue.\We're always shorthanded here.\I'll have you get right to work.\Yes, Ma'am. response:	The work is nothing too complicated.
context: They say half the people who go down this road never come back.\Half?\Why is that?\Because it leads to the morgue.\We're always shorthanded here.\I'll have you get right to work.\Yes, Ma'am.\The work is nothing too complicated. response:	When the bodies come in, you remove their clothing and wipe them clean.
context: Half?\Why is that?\Because it leads to the morgue.\We're always shorthanded here.\I'll have you get right to work.\Yes, Ma'am.\The work is nothing too complicated.\When the bodies come in, you remove their clothing and wipe them clean. response:	Then you look for anything that might identify them.
context: Why is that?\Because it leads to the morgue.\We're always shorthanded here.\I'll have you get right to work.\Yes, Ma'am.\The work is nothing too complicated.\When the bodies come in, you remove their clothing and wipe them clean.\Then you look for anything that might identify them. response:	If no one comes to claim them,
context: Because it leads to the morgue.\We're always shorthanded here.\I'll have you get right to work.\Yes, Ma'am.\The work is nothing too complicated.\When the bodies come in, you remove their clothing and wipe them clean.\Then you look for anything that might identify them.\If no one comes to claim them, response:	we put them on the carriage to the graveyard.
context: We're always shorthanded here.\I'll have you get right to work.\Yes, Ma'am.\The work is nothing too complicated.\When the bodies come in, you remove their clothing and wipe them clean.\Then you look for anything that might identify them.\If no one comes to claim them,\we put them on the carriage to the graveyard. response:	Every day it's more of the same.
context: I'll have you get right to work.\Yes, Ma'am.\The work is nothing too complicated.\When the bodies come in, you remove their clothing and wipe them clean.\Then you look for anything that might identify them.\If no one comes to claim them,\we put them on the carriage to the graveyard.\Every day it's more of the same. response:	Damn you, you were laughing at me!
context: Yes, Ma'am.\The work is nothing too complicated.\When the bodies come in, you remove their clothing and wipe them clean.\Then you look for anything that might identify them.\If no one comes to claim them,\we put them on the carriage to the graveyard.\Every day it's more of the same.\Damn you, you were laughing at me! response:	No, I was...
context: The work is nothing too complicated.\When the bodies come in, you remove their clothing and wipe them clean.\Then you look for anything that might identify them.\If no one comes to claim them,\we put them on the carriage to the graveyard.\Every day it's more of the same.\Damn you, you were laughing at me!\No, I was... response:	That's right! It wasn't about you!
context: When the bodies come in, you remove their clothing and wipe them clean.\Then you look for anything that might identify them.\If no one comes to claim them,\we put them on the carriage to the graveyard.\Every day it's more of the same.\Damn you, you were laughing at me!\No, I was...\That's right! It wasn't about you! response:	Defending her, are you?
context: Then you look for anything that might identify them.\If no one comes to claim them,\we put them on the carriage to the graveyard.\Every day it's more of the same.\Damn you, you were laughing at me!\No, I was...\That's right! It wasn't about you!\Defending her, are you? response:	I bet you two are friends in bed, too!
context: If no one comes to claim them,\we put them on the carriage to the graveyard.\Every day it's more of the same.\Damn you, you were laughing at me!\No, I was...\That's right! It wasn't about you!\Defending her, are you?\I bet you two are friends in bed, too! response:	You're joining giblets, ain't ya?
context: we put them on the carriage to the graveyard.\Every day it's more of the same.\Damn you, you were laughing at me!\No, I was...\That's right! It wasn't about you!\Defending her, are you?\I bet you two are friends in bed, too!\You're joining giblets, ain't ya? response:	We are not!
context: Every day it's more of the same.\Damn you, you were laughing at me!\No, I was...\That's right! It wasn't about you!\Defending her, are you?\I bet you two are friends in bed, too!\You're joining giblets, ain't ya?\We are not! response:	That's quite enough, Danny!
context: Damn you, you were laughing at me!\No, I was...\That's right! It wasn't about you!\Defending her, are you?\I bet you two are friends in bed, too!\You're joining giblets, ain't ya?\We are not!\That's quite enough, Danny! response:	No, I can tell! The bitch and the studhorse!
context: No, I was...\That's right! It wasn't about you!\Defending her, are you?\I bet you two are friends in bed, too!\You're joining giblets, ain't ya?\We are not!\That's quite enough, Danny!\No, I can tell! The bitch and the studhorse! response:	For goodness' sake, not him again.
context: That's right! It wasn't about you!\Defending her, are you?\I bet you two are friends in bed, too!\You're joining giblets, ain't ya?\We are not!\That's quite enough, Danny!\No, I can tell! The bitch and the studhorse!\For goodness' sake, not him again. response:	He's as low as they come, isn't he?
context: Defending her, are you?\I bet you two are friends in bed, too!\You're joining giblets, ain't ya?\We are not!\That's quite enough, Danny!\No, I can tell! The bitch and the studhorse!\For goodness' sake, not him again.\He's as low as they come, isn't he? response:	Er, um...
context: I bet you two are friends in bed, too!\You're joining giblets, ain't ya?\We are not!\That's quite enough, Danny!\No, I can tell! The bitch and the studhorse!\For goodness' sake, not him again.\He's as low as they come, isn't he?\Er, um... response:	Daisy!
context: You're joining giblets, ain't ya?\We are not!\That's quite enough, Danny!\No, I can tell! The bitch and the studhorse!\For goodness' sake, not him again.\He's as low as they come, isn't he?\Er, um...\Daisy! response:	Daisy, is that you?!
context: We are not!\That's quite enough, Danny!\No, I can tell! The bitch and the studhorse!\For goodness' sake, not him again.\He's as low as they come, isn't he?\Er, um...\Daisy!\Daisy, is that you?! response:	Too stubborn to pop off, eh?
context: That's quite enough, Danny!\No, I can tell! The bitch and the studhorse!\For goodness' sake, not him again.\He's as low as they come, isn't he?\Er, um...\Daisy!\Daisy, is that you?!\Too stubborn to pop off, eh? response:	That's my girl!
context: No, I can tell! The bitch and the studhorse!\For goodness' sake, not him again.\He's as low as they come, isn't he?\Er, um...\Daisy!\Daisy, is that you?!\Too stubborn to pop off, eh?\That's my girl! response:	Yeah. It's been a while, hasn't it, Dad?
context: For goodness' sake, not him again.\He's as low as they come, isn't he?\Er, um...\Daisy!\Daisy, is that you?!\Too stubborn to pop off, eh?\That's my girl!\Yeah. It's been a while, hasn't it, Dad? response:	Oh, my. The morgue?
context: He's as low as they come, isn't he?\Er, um...\Daisy!\Daisy, is that you?!\Too stubborn to pop off, eh?\That's my girl!\Yeah. It's been a while, hasn't it, Dad?\Oh, my. The morgue? response:	Yes, dead bodies from all over London end up there.
context: Er, um...\Daisy!\Daisy, is that you?!\Too stubborn to pop off, eh?\That's my girl!\Yeah. It's been a while, hasn't it, Dad?\Oh, my. The morgue?\Yes, dead bodies from all over London end up there. response:	I didn't know so many people died every day.
context: Daisy!\Daisy, is that you?!\Too stubborn to pop off, eh?\That's my girl!\Yeah. It's been a while, hasn't it, Dad?\Oh, my. The morgue?\Yes, dead bodies from all over London end up there.\I didn't know so many people died every day. response:	Oh.
context: Daisy, is that you?!\Too stubborn to pop off, eh?\That's my girl!\Yeah. It's been a while, hasn't it, Dad?\Oh, my. The morgue?\Yes, dead bodies from all over London end up there.\I didn't know so many people died every day.\Oh. response:	And Control is so awful.
context: Too stubborn to pop off, eh?\That's my girl!\Yeah. It's been a while, hasn't it, Dad?\Oh, my. The morgue?\Yes, dead bodies from all over London end up there.\I didn't know so many people died every day.\Oh.\And Control is so awful. response:	They know about Miss Dorothy's situation,
context: That's my girl!\Yeah. It's been a while, hasn't it, Dad?\Oh, my. The morgue?\Yes, dead bodies from all over London end up there.\I didn't know so many people died every day.\Oh.\And Control is so awful.\They know about Miss Dorothy's situation, response:	yet they're making her spend time with that horrible father.
context: Yeah. It's been a while, hasn't it, Dad?\Oh, my. The morgue?\Yes, dead bodies from all over London end up there.\I didn't know so many people died every day.\Oh.\And Control is so awful.\They know about Miss Dorothy's situation,\yet they're making her spend time with that horrible father. response:	Father?
context: Oh, my. The morgue?\Yes, dead bodies from all over London end up there.\I didn't know so many people died every day.\Oh.\And Control is so awful.\They know about Miss Dorothy's situation,\yet they're making her spend time with that horrible father.\Father? response:	N-never mind.
context: Yes, dead bodies from all over London end up there.\I didn't know so many people died every day.\Oh.\And Control is so awful.\They know about Miss Dorothy's situation,\yet they're making her spend time with that horrible father.\Father?\N-never mind. response:	Wh-what tea would you like to have tonight?
context: I didn't know so many people died every day.\Oh.\And Control is so awful.\They know about Miss Dorothy's situation,\yet they're making her spend time with that horrible father.\Father?\N-never mind.\Wh-what tea would you like to have tonight? response:	How about Uva? Or would you prefer Keemun?
context: Oh.\And Control is so awful.\They know about Miss Dorothy's situation,\yet they're making her spend time with that horrible father.\Father?\N-never mind.\Wh-what tea would you like to have tonight?\How about Uva? Or would you prefer Keemun? response:	And what brings you here, Young Lady?
context: And Control is so awful.\They know about Miss Dorothy's situation,\yet they're making her spend time with that horrible father.\Father?\N-never mind.\Wh-what tea would you like to have tonight?\How about Uva? Or would you prefer Keemun?\And what brings you here, Young Lady? response:	Eh?
context: They know about Miss Dorothy's situation,\yet they're making her spend time with that horrible father.\Father?\N-never mind.\Wh-what tea would you like to have tonight?\How about Uva? Or would you prefer Keemun?\And what brings you here, Young Lady?\Eh? response:	Is it debt? Or are you an immigrant?
context: yet they're making her spend time with that horrible father.\Father?\N-never mind.\Wh-what tea would you like to have tonight?\How about Uva? Or would you prefer Keemun?\And what brings you here, Young Lady?\Eh?\Is it debt? Or are you an immigrant? response:	Um, well...
context: Father?\N-never mind.\Wh-what tea would you like to have tonight?\How about Uva? Or would you prefer Keemun?\And what brings you here, Young Lady?\Eh?\Is it debt? Or are you an immigrant?\Um, well... response:	Oh, you don't have to tell me if you don't want to.
context: N-never mind.\Wh-what tea would you like to have tonight?\How about Uva? Or would you prefer Keemun?\And what brings you here, Young Lady?\Eh?\Is it debt? Or are you an immigrant?\Um, well...\Oh, you don't have to tell me if you don't want to. response:	Everyone here has their reasons.
context: Wh-what tea would you like to have tonight?\How about Uva? Or would you prefer Keemun?\And what brings you here, Young Lady?\Eh?\Is it debt? Or are you an immigrant?\Um, well...\Oh, you don't have to tell me if you don't want to.\Everyone here has their reasons. response:	This place is largely ignored by the rest of the world.
context: How about Uva? Or would you prefer Keemun?\And what brings you here, Young Lady?\Eh?\Is it debt? Or are you an immigrant?\Um, well...\Oh, you don't have to tell me if you don't want to.\Everyone here has their reasons.\This place is largely ignored by the rest of the world. response:	And that's exactly what some of us want.
context: And what brings you here, Young Lady?\Eh?\Is it debt? Or are you an immigrant?\Um, well...\Oh, you don't have to tell me if you don't want to.\Everyone here has their reasons.\This place is largely ignored by the rest of the world.\And that's exactly what some of us want. response:	Even you, Sir?
context: Eh?\Is it debt? Or are you an immigrant?\Um, well...\Oh, you don't have to tell me if you don't want to.\Everyone here has their reasons.\This place is largely ignored by the rest of the world.\And that's exactly what some of us want.\Even you, Sir? response:	My leg was ruined in the War.
context: Is it debt? Or are you an immigrant?\Um, well...\Oh, you don't have to tell me if you don't want to.\Everyone here has their reasons.\This place is largely ignored by the rest of the world.\And that's exactly what some of us want.\Even you, Sir?\My leg was ruined in the War. response:	I killed too many people.
context: Um, well...\Oh, you don't have to tell me if you don't want to.\Everyone here has their reasons.\This place is largely ignored by the rest of the world.\And that's exactly what some of us want.\Even you, Sir?\My leg was ruined in the War.\I killed too many people. response:	And all my friends are gone.
context: Oh, you don't have to tell me if you don't want to.\Everyone here has their reasons.\This place is largely ignored by the rest of the world.\And that's exactly what some of us want.\Even you, Sir?\My leg was ruined in the War.\I killed too many people.\And all my friends are gone. response:	Maybe that's why.
context: Everyone here has their reasons.\This place is largely ignored by the rest of the world.\And that's exactly what some of us want.\Even you, Sir?\My leg was ruined in the War.\I killed too many people.\And all my friends are gone.\Maybe that's why. response:	I feel right at home working with the dead.
context: This place is largely ignored by the rest of the world.\And that's exactly what some of us want.\Even you, Sir?\My leg was ruined in the War.\I killed too many people.\And all my friends are gone.\Maybe that's why.\I feel right at home working with the dead. response:	If we steal the cipher, then Dad will...
context: And that's exactly what some of us want.\Even you, Sir?\My leg was ruined in the War.\I killed too many people.\And all my friends are gone.\Maybe that's why.\I feel right at home working with the dead.\If we steal the cipher, then Dad will... response:	Why? Of all the possible...
context: Even you, Sir?\My leg was ruined in the War.\I killed too many people.\And all my friends are gone.\Maybe that's why.\I feel right at home working with the dead.\If we steal the cipher, then Dad will...\Why? Of all the possible... response:	My luck is changing, I swear.
context: My leg was ruined in the War.\I killed too many people.\And all my friends are gone.\Maybe that's why.\I feel right at home working with the dead.\If we steal the cipher, then Dad will...\Why? Of all the possible...\My luck is changing, I swear. response:	You want me to pay back what I owe, don't ya?
context: I killed too many people.\And all my friends are gone.\Maybe that's why.\I feel right at home working with the dead.\If we steal the cipher, then Dad will...\Why? Of all the possible...\My luck is changing, I swear.\You want me to pay back what I owe, don't ya? response:	I'm a lot of things, but I ain't a liar.
context: And all my friends are gone.\Maybe that's why.\I feel right at home working with the dead.\If we steal the cipher, then Dad will...\Why? Of all the possible...\My luck is changing, I swear.\You want me to pay back what I owe, don't ya?\I'm a lot of things, but I ain't a liar. response:	Just taking a bit longer than planned, is all.
context: Maybe that's why.\I feel right at home working with the dead.\If we steal the cipher, then Dad will...\Why? Of all the possible...\My luck is changing, I swear.\You want me to pay back what I owe, don't ya?\I'm a lot of things, but I ain't a liar.\Just taking a bit longer than planned, is all. response:	So...
context: I feel right at home working with the dead.\If we steal the cipher, then Dad will...\Why? Of all the possible...\My luck is changing, I swear.\You want me to pay back what I owe, don't ya?\I'm a lot of things, but I ain't a liar.\Just taking a bit longer than planned, is all.\So... response:	You still have work to do.
context: If we steal the cipher, then Dad will...\Why? Of all the possible...\My luck is changing, I swear.\You want me to pay back what I owe, don't ya?\I'm a lot of things, but I ain't a liar.\Just taking a bit longer than planned, is all.\So...\You still have work to do. response:	I'm taking a break, Love.
context: Why? Of all the possible...\My luck is changing, I swear.\You want me to pay back what I owe, don't ya?\I'm a lot of things, but I ain't a liar.\Just taking a bit longer than planned, is all.\So...\You still have work to do.\I'm taking a break, Love. response:	Danny.
context: My luck is changing, I swear.\You want me to pay back what I owe, don't ya?\I'm a lot of things, but I ain't a liar.\Just taking a bit longer than planned, is all.\So...\You still have work to do.\I'm taking a break, Love.\Danny. response:	Who is this woman?
context: You want me to pay back what I owe, don't ya?\I'm a lot of things, but I ain't a liar.\Just taking a bit longer than planned, is all.\So...\You still have work to do.\I'm taking a break, Love.\Danny.\Who is this woman? response:	My daughter, Daisy.
context: I'm a lot of things, but I ain't a liar.\Just taking a bit longer than planned, is all.\So...\You still have work to do.\I'm taking a break, Love.\Danny.\Who is this woman?\My daughter, Daisy. response:	By pure coincidence, she came to work with me just the other day.
context: Just taking a bit longer than planned, is all.\So...\You still have work to do.\I'm taking a break, Love.\Danny.\Who is this woman?\My daughter, Daisy.\By pure coincidence, she came to work with me just the other day. response:	Ooh, a touching reunion.
context: So...\You still have work to do.\I'm taking a break, Love.\Danny.\Who is this woman?\My daughter, Daisy.\By pure coincidence, she came to work with me just the other day.\Ooh, a touching reunion. response:	A looker like you must have any number of men dying for your hand.
context: You still have work to do.\I'm taking a break, Love.\Danny.\Who is this woman?\My daughter, Daisy.\By pure coincidence, she came to work with me just the other day.\Ooh, a touching reunion.\A looker like you must have any number of men dying for your hand. response:	I want to earn my own money.
context: I'm taking a break, Love.\Danny.\Who is this woman?\My daughter, Daisy.\By pure coincidence, she came to work with me just the other day.\Ooh, a touching reunion.\A looker like you must have any number of men dying for your hand.\I want to earn my own money. response:	I'd be up the creek if my future husband ended up like my dad.
context: Danny.\Who is this woman?\My daughter, Daisy.\By pure coincidence, she came to work with me just the other day.\Ooh, a touching reunion.\A looker like you must have any number of men dying for your hand.\I want to earn my own money.\I'd be up the creek if my future husband ended up like my dad. response:	Daisy! What do you know about anything?!
context: Who is this woman?\My daughter, Daisy.\By pure coincidence, she came to work with me just the other day.\Ooh, a touching reunion.\A looker like you must have any number of men dying for your hand.\I want to earn my own money.\I'd be up the creek if my future husband ended up like my dad.\Daisy! What do you know about anything?! response:	It's true, isn't it?!
context: My daughter, Daisy.\By pure coincidence, she came to work with me just the other day.\Ooh, a touching reunion.\A looker like you must have any number of men dying for your hand.\I want to earn my own money.\I'd be up the creek if my future husband ended up like my dad.\Daisy! What do you know about anything?!\It's true, isn't it?! response:	There are plenty of people out who've gotten hurt and are still doing what they can!
context: By pure coincidence, she came to work with me just the other day.\Ooh, a touching reunion.\A looker like you must have any number of men dying for your hand.\I want to earn my own money.\I'd be up the creek if my future husband ended up like my dad.\Daisy! What do you know about anything?!\It's true, isn't it?!\There are plenty of people out who've gotten hurt and are still doing what they can! response:	You're just using your injury as an excuse to run away!
context: Ooh, a touching reunion.\A looker like you must have any number of men dying for your hand.\I want to earn my own money.\I'd be up the creek if my future husband ended up like my dad.\Daisy! What do you know about anything?!\It's true, isn't it?!\There are plenty of people out who've gotten hurt and are still doing what they can!\You're just using your injury as an excuse to run away! response:	Daisy!
context: A looker like you must have any number of men dying for your hand.\I want to earn my own money.\I'd be up the creek if my future husband ended up like my dad.\Daisy! What do you know about anything?!\It's true, isn't it?!\There are plenty of people out who've gotten hurt and are still doing what they can!\You're just using your injury as an excuse to run away!\Daisy! response:	Wait, Daisy!
