context: This is bad... this is definitely bad... response:	There aren't supposed to be any other Saiyans.
context: Kewie should now be heading after Vegeta to deal with him.\Those two have always hated each other, and their abilities are roughly the same.\In any event, Vegeta is not likely to come away unscathed.\Vegeta, you're not getting away from me.\I've found you, Vegeta. I'm under orders from Freeza- sama!\Are you reading me, Vegeta!? Now I can kill you out in the open!\Don't make me laugh, Kewie. You think you can kill me?\I'm waiting here for you, so get here fast. response:	What are you, blind? Take a good look at your Scouter.
context: Those two have always hated each other, and their abilities are roughly the same.\In any event, Vegeta is not likely to come away unscathed.\Vegeta, you're not getting away from me.\I've found you, Vegeta. I'm under orders from Freeza- sama!\Are you reading me, Vegeta!? Now I can kill you out in the open!\Don't make me laugh, Kewie. You think you can kill me?\I'm waiting here for you, so get here fast.\What are you, blind? Take a good look at your Scouter. response:	My battle power is clearly higher than yours!
context: In any event, Vegeta is not likely to come away unscathed.\Vegeta, you're not getting away from me.\I've found you, Vegeta. I'm under orders from Freeza- sama!\Are you reading me, Vegeta!? Now I can kill you out in the open!\Don't make me laugh, Kewie. You think you can kill me?\I'm waiting here for you, so get here fast.\What are you, blind? Take a good look at your Scouter.\My battle power is clearly higher than yours! response:	We can't stay here, in any case, can we?
context: Vegeta, you're not getting away from me.\I've found you, Vegeta. I'm under orders from Freeza- sama!\Are you reading me, Vegeta!? Now I can kill you out in the open!\Don't make me laugh, Kewie. You think you can kill me?\I'm waiting here for you, so get here fast.\What are you, blind? Take a good look at your Scouter.\My battle power is clearly higher than yours!\We can't stay here, in any case, can we? response:	I'll leave the Dragon Balls up to you.
context: I've found you, Vegeta. I'm under orders from Freeza- sama!\Are you reading me, Vegeta!? Now I can kill you out in the open!\Don't make me laugh, Kewie. You think you can kill me?\I'm waiting here for you, so get here fast.\What are you, blind? Take a good look at your Scouter.\My battle power is clearly higher than yours!\We can't stay here, in any case, can we?\I'll leave the Dragon Balls up to you. response:	Okay, well, I'm going back to Earth, so good luck.
context: Are you reading me, Vegeta!? Now I can kill you out in the open!\Don't make me laugh, Kewie. You think you can kill me?\I'm waiting here for you, so get here fast.\What are you, blind? Take a good look at your Scouter.\My battle power is clearly higher than yours!\We can't stay here, in any case, can we?\I'll leave the Dragon Balls up to you.\Okay, well, I'm going back to Earth, so good luck. response:	Bulma- san, just a minute.
context: Don't make me laugh, Kewie. You think you can kill me?\I'm waiting here for you, so get here fast.\What are you, blind? Take a good look at your Scouter.\My battle power is clearly higher than yours!\We can't stay here, in any case, can we?\I'll leave the Dragon Balls up to you.\Okay, well, I'm going back to Earth, so good luck.\Bulma- san, just a minute. response:	What should we do, Gohan?
context: I'm waiting here for you, so get here fast.\What are you, blind? Take a good look at your Scouter.\My battle power is clearly higher than yours!\We can't stay here, in any case, can we?\I'll leave the Dragon Balls up to you.\Okay, well, I'm going back to Earth, so good luck.\Bulma- san, just a minute.\What should we do, Gohan? response:	S- should we go back to Earth now, too?
context: What are you, blind? Take a good look at your Scouter.\My battle power is clearly higher than yours!\We can't stay here, in any case, can we?\I'll leave the Dragon Balls up to you.\Okay, well, I'm going back to Earth, so good luck.\Bulma- san, just a minute.\What should we do, Gohan?\S- should we go back to Earth now, too? response:	After all, it looks like we've got one more foe now,
context: My battle power is clearly higher than yours!\We can't stay here, in any case, can we?\I'll leave the Dragon Balls up to you.\Okay, well, I'm going back to Earth, so good luck.\Bulma- san, just a minute.\What should we do, Gohan?\S- should we go back to Earth now, too?\After all, it looks like we've got one more foe now, response:	and even if we do have the Dragon Radar...
context: We can't stay here, in any case, can we?\I'll leave the Dragon Balls up to you.\Okay, well, I'm going back to Earth, so good luck.\Bulma- san, just a minute.\What should we do, Gohan?\S- should we go back to Earth now, too?\After all, it looks like we've got one more foe now,\and even if we do have the Dragon Radar... response:	Oh, I mean, I'm fine and all,
context: I'll leave the Dragon Balls up to you.\Okay, well, I'm going back to Earth, so good luck.\Bulma- san, just a minute.\What should we do, Gohan?\S- should we go back to Earth now, too?\After all, it looks like we've got one more foe now,\and even if we do have the Dragon Radar...\Oh, I mean, I'm fine and all, response:	but it wouldn't be right if anything were to happen to Gohan.
context: Okay, well, I'm going back to Earth, so good luck.\Bulma- san, just a minute.\What should we do, Gohan?\S- should we go back to Earth now, too?\After all, it looks like we've got one more foe now,\and even if we do have the Dragon Radar...\Oh, I mean, I'm fine and all,\but it wouldn't be right if anything were to happen to Gohan. response:	B- but Kuririn- san, if we do that, then he'll get the Dragon Balls.
context: Bulma- san, just a minute.\What should we do, Gohan?\S- should we go back to Earth now, too?\After all, it looks like we've got one more foe now,\and even if we do have the Dragon Radar...\Oh, I mean, I'm fine and all,\but it wouldn't be right if anything were to happen to Gohan.\B- but Kuririn- san, if we do that, then he'll get the Dragon Balls. response:	Well, if we yield the Dragon Balls to him this time,
context: What should we do, Gohan?\S- should we go back to Earth now, too?\After all, it looks like we've got one more foe now,\and even if we do have the Dragon Radar...\Oh, I mean, I'm fine and all,\but it wouldn't be right if anything were to happen to Gohan.\B- but Kuririn- san, if we do that, then he'll get the Dragon Balls.\Well, if we yield the Dragon Balls to him this time, response:	we could always use them next time.
context: S- should we go back to Earth now, too?\After all, it looks like we've got one more foe now,\and even if we do have the Dragon Radar...\Oh, I mean, I'm fine and all,\but it wouldn't be right if anything were to happen to Gohan.\B- but Kuririn- san, if we do that, then he'll get the Dragon Balls.\Well, if we yield the Dragon Balls to him this time,\we could always use them next time. response:	That would be okay, as long as he doesn't kill Shen Long, like Piccolo did before.
context: After all, it looks like we've got one more foe now,\and even if we do have the Dragon Radar...\Oh, I mean, I'm fine and all,\but it wouldn't be right if anything were to happen to Gohan.\B- but Kuririn- san, if we do that, then he'll get the Dragon Balls.\Well, if we yield the Dragon Balls to him this time,\we could always use them next time.\That would be okay, as long as he doesn't kill Shen Long, like Piccolo did before. response:	Kuririn- san, someone is coming!
context: and even if we do have the Dragon Radar...\Oh, I mean, I'm fine and all,\but it wouldn't be right if anything were to happen to Gohan.\B- but Kuririn- san, if we do that, then he'll get the Dragon Balls.\Well, if we yield the Dragon Balls to him this time,\we could always use them next time.\That would be okay, as long as he doesn't kill Shen Long, like Piccolo did before.\Kuririn- san, someone is coming! response:	I- is it a Saiyan?
context: Oh, I mean, I'm fine and all,\but it wouldn't be right if anything were to happen to Gohan.\B- but Kuririn- san, if we do that, then he'll get the Dragon Balls.\Well, if we yield the Dragon Balls to him this time,\we could always use them next time.\That would be okay, as long as he doesn't kill Shen Long, like Piccolo did before.\Kuririn- san, someone is coming!\I- is it a Saiyan? response:	N- no, it's not Vegeta. This Ki is weaker.
context: but it wouldn't be right if anything were to happen to Gohan.\B- but Kuririn- san, if we do that, then he'll get the Dragon Balls.\Well, if we yield the Dragon Balls to him this time,\we could always use them next time.\That would be okay, as long as he doesn't kill Shen Long, like Piccolo did before.\Kuririn- san, someone is coming!\I- is it a Saiyan?\N- no, it's not Vegeta. This Ki is weaker. response:	This should be the area where the readings disappeared.
context: B- but Kuririn- san, if we do that, then he'll get the Dragon Balls.\Well, if we yield the Dragon Balls to him this time,\we could always use them next time.\That would be okay, as long as he doesn't kill Shen Long, like Piccolo did before.\Kuririn- san, someone is coming!\I- is it a Saiyan?\N- no, it's not Vegeta. This Ki is weaker.\This should be the area where the readings disappeared. response:	Must be Namekians.
context: Well, if we yield the Dragon Balls to him this time,\we could always use them next time.\That would be okay, as long as he doesn't kill Shen Long, like Piccolo did before.\Kuririn- san, someone is coming!\I- is it a Saiyan?\N- no, it's not Vegeta. This Ki is weaker.\This should be the area where the readings disappeared.\Must be Namekians. response:	Who is it?
context: we could always use them next time.\That would be okay, as long as he doesn't kill Shen Long, like Piccolo did before.\Kuririn- san, someone is coming!\I- is it a Saiyan?\N- no, it's not Vegeta. This Ki is weaker.\This should be the area where the readings disappeared.\Must be Namekians.\Who is it? response:	Probably Namekians.
context: That would be okay, as long as he doesn't kill Shen Long, like Piccolo did before.\Kuririn- san, someone is coming!\I- is it a Saiyan?\N- no, it's not Vegeta. This Ki is weaker.\This should be the area where the readings disappeared.\Must be Namekians.\Who is it?\Probably Namekians. response:	T- they're not Namekians!
context: Kuririn- san, someone is coming!\I- is it a Saiyan?\N- no, it's not Vegeta. This Ki is weaker.\This should be the area where the readings disappeared.\Must be Namekians.\Who is it?\Probably Namekians.\T- they're not Namekians! response:	Hmm? W- what is that?
context: I- is it a Saiyan?\N- no, it's not Vegeta. This Ki is weaker.\This should be the area where the readings disappeared.\Must be Namekians.\Who is it?\Probably Namekians.\T- they're not Namekians!\Hmm? W- what is that? response:	Those aren't Namekians! Who are they!?
context: N- no, it's not Vegeta. This Ki is weaker.\This should be the area where the readings disappeared.\Must be Namekians.\Who is it?\Probably Namekians.\T- they're not Namekians!\Hmm? W- what is that?\Those aren't Namekians! Who are they!? response:	That doesn't matter. We were ordered to just kill anyone who was on this planet.
context: This should be the area where the readings disappeared.\Must be Namekians.\Who is it?\Probably Namekians.\T- they're not Namekians!\Hmm? W- what is that?\Those aren't Namekians! Who are they!?\That doesn't matter. We were ordered to just kill anyone who was on this planet. response:	Look at what they're wearing!
context: Must be Namekians.\Who is it?\Probably Namekians.\T- they're not Namekians!\Hmm? W- what is that?\Those aren't Namekians! Who are they!?\That doesn't matter. We were ordered to just kill anyone who was on this planet.\Look at what they're wearing! response:	Those are just like what the Saiyans were wearing. Yet... they're not Saiyans.
context: Who is it?\Probably Namekians.\T- they're not Namekians!\Hmm? W- what is that?\Those aren't Namekians! Who are they!?\That doesn't matter. We were ordered to just kill anyone who was on this planet.\Look at what they're wearing!\Those are just like what the Saiyans were wearing. Yet... they're not Saiyans. response:	I haven't a clue what it means, but I've got a bad feeling about this.
context: Probably Namekians.\T- they're not Namekians!\Hmm? W- what is that?\Those aren't Namekians! Who are they!?\That doesn't matter. We were ordered to just kill anyone who was on this planet.\Look at what they're wearing!\Those are just like what the Saiyans were wearing. Yet... they're not Saiyans.\I haven't a clue what it means, but I've got a bad feeling about this. response:	R- right... Any way you look at them, those are not friendly faces...
context: T- they're not Namekians!\Hmm? W- what is that?\Those aren't Namekians! Who are they!?\That doesn't matter. We were ordered to just kill anyone who was on this planet.\Look at what they're wearing!\Those are just like what the Saiyans were wearing. Yet... they're not Saiyans.\I haven't a clue what it means, but I've got a bad feeling about this.\R- right... Any way you look at them, those are not friendly faces... response:	Gohan, build up your Ki while keeping your presence masked.
context: Hmm? W- what is that?\Those aren't Namekians! Who are they!?\That doesn't matter. We were ordered to just kill anyone who was on this planet.\Look at what they're wearing!\Those are just like what the Saiyans were wearing. Yet... they're not Saiyans.\I haven't a clue what it means, but I've got a bad feeling about this.\R- right... Any way you look at them, those are not friendly faces...\Gohan, build up your Ki while keeping your presence masked. response:	Right.
context: Those aren't Namekians! Who are they!?\That doesn't matter. We were ordered to just kill anyone who was on this planet.\Look at what they're wearing!\Those are just like what the Saiyans were wearing. Yet... they're not Saiyans.\I haven't a clue what it means, but I've got a bad feeling about this.\R- right... Any way you look at them, those are not friendly faces...\Gohan, build up your Ki while keeping your presence masked.\Right. response:	Do you see that? These guys are common trash, with barely any battle power!
context: That doesn't matter. We were ordered to just kill anyone who was on this planet.\Look at what they're wearing!\Those are just like what the Saiyans were wearing. Yet... they're not Saiyans.\I haven't a clue what it means, but I've got a bad feeling about this.\R- right... Any way you look at them, those are not friendly faces...\Gohan, build up your Ki while keeping your presence masked.\Right.\Do you see that? These guys are common trash, with barely any battle power! response:	They're just tourists.
context: Look at what they're wearing!\Those are just like what the Saiyans were wearing. Yet... they're not Saiyans.\I haven't a clue what it means, but I've got a bad feeling about this.\R- right... Any way you look at them, those are not friendly faces...\Gohan, build up your Ki while keeping your presence masked.\Right.\Do you see that? These guys are common trash, with barely any battle power!\They're just tourists. response:	We won't get to have any fun if they run away.
context: Those are just like what the Saiyans were wearing. Yet... they're not Saiyans.\I haven't a clue what it means, but I've got a bad feeling about this.\R- right... Any way you look at them, those are not friendly faces...\Gohan, build up your Ki while keeping your presence masked.\Right.\Do you see that? These guys are common trash, with barely any battle power!\They're just tourists.\We won't get to have any fun if they run away. response:	Take care of their spaceship first.
context: I haven't a clue what it means, but I've got a bad feeling about this.\R- right... Any way you look at them, those are not friendly faces...\Gohan, build up your Ki while keeping your presence masked.\Right.\Do you see that? These guys are common trash, with barely any battle power!\They're just tourists.\We won't get to have any fun if they run away.\Take care of their spaceship first. response:	All right.
context: R- right... Any way you look at them, those are not friendly faces...\Gohan, build up your Ki while keeping your presence masked.\Right.\Do you see that? These guys are common trash, with barely any battle power!\They're just tourists.\We won't get to have any fun if they run away.\Take care of their spaceship first.\All right. response:	Oh, crap! Our spaceship!
context: Gohan, build up your Ki while keeping your presence masked.\Right.\Do you see that? These guys are common trash, with barely any battle power!\They're just tourists.\We won't get to have any fun if they run away.\Take care of their spaceship first.\All right.\Oh, crap! Our spaceship! response:	These guys are so unlucky to have come here at a time like this.
context: Right.\Do you see that? These guys are common trash, with barely any battle power!\They're just tourists.\We won't get to have any fun if they run away.\Take care of their spaceship first.\All right.\Oh, crap! Our spaceship!\These guys are so unlucky to have come here at a time like this. response:	Gohan, release your Ki. These guys aren't all that tough!
context: Do you see that? These guys are common trash, with barely any battle power!\They're just tourists.\We won't get to have any fun if they run away.\Take care of their spaceship first.\All right.\Oh, crap! Our spaceship!\These guys are so unlucky to have come here at a time like this.\Gohan, release your Ki. These guys aren't all that tough! response:	Hey, did you hear that?
context: They're just tourists.\We won't get to have any fun if they run away.\Take care of their spaceship first.\All right.\Oh, crap! Our spaceship!\These guys are so unlucky to have come here at a time like this.\Gohan, release your Ki. These guys aren't all that tough!\Hey, did you hear that? response:	Not all that tough? Does he mean us?
context: We won't get to have any fun if they run away.\Take care of their spaceship first.\All right.\Oh, crap! Our spaceship!\These guys are so unlucky to have come here at a time like this.\Gohan, release your Ki. These guys aren't all that tough!\Hey, did you hear that?\Not all that tough? Does he mean us? response:	W- what kind of battle power ratings are these!?
context: Take care of their spaceship first.\All right.\Oh, crap! Our spaceship!\These guys are so unlucky to have come here at a time like this.\Gohan, release your Ki. These guys aren't all that tough!\Hey, did you hear that?\Not all that tough? Does he mean us?\W- what kind of battle power ratings are these!? response:	Let's do it!
context: All right.\Oh, crap! Our spaceship!\These guys are so unlucky to have come here at a time like this.\Gohan, release your Ki. These guys aren't all that tough!\Hey, did you hear that?\Not all that tough? Does he mean us?\W- what kind of battle power ratings are these!?\Let's do it! response:	Right!
context: Oh, crap! Our spaceship!\These guys are so unlucky to have come here at a time like this.\Gohan, release your Ki. These guys aren't all that tough!\Hey, did you hear that?\Not all that tough? Does he mean us?\W- what kind of battle power ratings are these!?\Let's do it!\Right! response:	Hey, nice, nice!
context: These guys are so unlucky to have come here at a time like this.\Gohan, release your Ki. These guys aren't all that tough!\Hey, did you hear that?\Not all that tough? Does he mean us?\W- what kind of battle power ratings are these!?\Let's do it!\Right!\Hey, nice, nice! response:	That was not nice!
context: Gohan, release your Ki. These guys aren't all that tough!\Hey, did you hear that?\Not all that tough? Does he mean us?\W- what kind of battle power ratings are these!?\Let's do it!\Right!\Hey, nice, nice!\That was not nice! response:	What are we going to do about that?
context: Hey, did you hear that?\Not all that tough? Does he mean us?\W- what kind of battle power ratings are these!?\Let's do it!\Right!\Hey, nice, nice!\That was not nice!\What are we going to do about that? response:	Is something the matter, Zarbon- san?
context: Not all that tough? Does he mean us?\W- what kind of battle power ratings are these!?\Let's do it!\Right!\Hey, nice, nice!\That was not nice!\What are we going to do about that?\Is something the matter, Zarbon- san? response:	Yes, Freeza- sama. It is about the search that was ordered earlier.
context: W- what kind of battle power ratings are these!?\Let's do it!\Right!\Hey, nice, nice!\That was not nice!\What are we going to do about that?\Is something the matter, Zarbon- san?\Yes, Freeza- sama. It is about the search that was ordered earlier. response:	It would seem that they are no ordinary people.
context: Let's do it!\Right!\Hey, nice, nice!\That was not nice!\What are we going to do about that?\Is something the matter, Zarbon- san?\Yes, Freeza- sama. It is about the search that was ordered earlier.\It would seem that they are no ordinary people. response:	Their battle powers rose momentarily,
context: Right!\Hey, nice, nice!\That was not nice!\What are we going to do about that?\Is something the matter, Zarbon- san?\Yes, Freeza- sama. It is about the search that was ordered earlier.\It would seem that they are no ordinary people.\Their battle powers rose momentarily, response:	then once they had defeated our pair of scouts, their readings disappeared again.
context: Hey, nice, nice!\That was not nice!\What are we going to do about that?\Is something the matter, Zarbon- san?\Yes, Freeza- sama. It is about the search that was ordered earlier.\It would seem that they are no ordinary people.\Their battle powers rose momentarily,\then once they had defeated our pair of scouts, their readings disappeared again. response:	Ho, that is curious. It does not appear to be Vegeta, either.
context: That was not nice!\What are we going to do about that?\Is something the matter, Zarbon- san?\Yes, Freeza- sama. It is about the search that was ordered earlier.\It would seem that they are no ordinary people.\Their battle powers rose momentarily,\then once they had defeated our pair of scouts, their readings disappeared again.\Ho, that is curious. It does not appear to be Vegeta, either. response:	Correct, the readings are different from Vegeta.
context: What are we going to do about that?\Is something the matter, Zarbon- san?\Yes, Freeza- sama. It is about the search that was ordered earlier.\It would seem that they are no ordinary people.\Their battle powers rose momentarily,\then once they had defeated our pair of scouts, their readings disappeared again.\Ho, that is curious. It does not appear to be Vegeta, either.\Correct, the readings are different from Vegeta. response:	Their battle powers were both around 1500.
context: Is something the matter, Zarbon- san?\Yes, Freeza- sama. It is about the search that was ordered earlier.\It would seem that they are no ordinary people.\Their battle powers rose momentarily,\then once they had defeated our pair of scouts, their readings disappeared again.\Ho, that is curious. It does not appear to be Vegeta, either.\Correct, the readings are different from Vegeta.\Their battle powers were both around 1500. response:	1500, you say? We could leave them alone, and nothing would come of it,
context: Yes, Freeza- sama. It is about the search that was ordered earlier.\It would seem that they are no ordinary people.\Their battle powers rose momentarily,\then once they had defeated our pair of scouts, their readings disappeared again.\Ho, that is curious. It does not appear to be Vegeta, either.\Correct, the readings are different from Vegeta.\Their battle powers were both around 1500.\1500, you say? We could leave them alone, and nothing would come of it, response:	but their attitude does not seem to be very good, does it?
context: It would seem that they are no ordinary people.\Their battle powers rose momentarily,\then once they had defeated our pair of scouts, their readings disappeared again.\Ho, that is curious. It does not appear to be Vegeta, either.\Correct, the readings are different from Vegeta.\Their battle powers were both around 1500.\1500, you say? We could leave them alone, and nothing would come of it,\but their attitude does not seem to be very good, does it? response:	The next time they are found, eliminate them.
context: Their battle powers rose momentarily,\then once they had defeated our pair of scouts, their readings disappeared again.\Ho, that is curious. It does not appear to be Vegeta, either.\Correct, the readings are different from Vegeta.\Their battle powers were both around 1500.\1500, you say? We could leave them alone, and nothing would come of it,\but their attitude does not seem to be very good, does it?\The next time they are found, eliminate them. response:	All right, just a little more...
context: then once they had defeated our pair of scouts, their readings disappeared again.\Ho, that is curious. It does not appear to be Vegeta, either.\Correct, the readings are different from Vegeta.\Their battle powers were both around 1500.\1500, you say? We could leave them alone, and nothing would come of it,\but their attitude does not seem to be very good, does it?\The next time they are found, eliminate them.\All right, just a little more... response:	Goku- sa...
context: Ho, that is curious. It does not appear to be Vegeta, either.\Correct, the readings are different from Vegeta.\Their battle powers were both around 1500.\1500, you say? We could leave them alone, and nothing would come of it,\but their attitude does not seem to be very good, does it?\The next time they are found, eliminate them.\All right, just a little more...\Goku- sa... response:	Chichi...
context: Correct, the readings are different from Vegeta.\Their battle powers were both around 1500.\1500, you say? We could leave them alone, and nothing would come of it,\but their attitude does not seem to be very good, does it?\The next time they are found, eliminate them.\All right, just a little more...\Goku- sa...\Chichi... response:	What are you doin'?
context: Their battle powers were both around 1500.\1500, you say? We could leave them alone, and nothing would come of it,\but their attitude does not seem to be very good, does it?\The next time they are found, eliminate them.\All right, just a little more...\Goku- sa...\Chichi...\What are you doin'? response:	Oh, you know, I was bored, so...
context: 1500, you say? We could leave them alone, and nothing would come of it,\but their attitude does not seem to be very good, does it?\The next time they are found, eliminate them.\All right, just a little more...\Goku- sa...\Chichi...\What are you doin'?\Oh, you know, I was bored, so... response:	Really... How about you realize somewhat that you were seriously injured?
context: but their attitude does not seem to be very good, does it?\The next time they are found, eliminate them.\All right, just a little more...\Goku- sa...\Chichi...\What are you doin'?\Oh, you know, I was bored, so...\Really... How about you realize somewhat that you were seriously injured? response:	If you don't lie there quietly, you're goin' to open your wounds up again.
context: The next time they are found, eliminate them.\All right, just a little more...\Goku- sa...\Chichi...\What are you doin'?\Oh, you know, I was bored, so...\Really... How about you realize somewhat that you were seriously injured?\If you don't lie there quietly, you're goin' to open your wounds up again. response:	Ow! Yow-ow-ow-ow! Don't be so rough!
context: All right, just a little more...\Goku- sa...\Chichi...\What are you doin'?\Oh, you know, I was bored, so...\Really... How about you realize somewhat that you were seriously injured?\If you don't lie there quietly, you're goin' to open your wounds up again.\Ow! Yow-ow-ow-ow! Don't be so rough! response:	Yow-ow-ow-ow! That hurts! That hurts!
context: Goku- sa...\Chichi...\What are you doin'?\Oh, you know, I was bored, so...\Really... How about you realize somewhat that you were seriously injured?\If you don't lie there quietly, you're goin' to open your wounds up again.\Ow! Yow-ow-ow-ow! Don't be so rough!\Yow-ow-ow-ow! That hurts! That hurts! response:	Never mind that, I wonder if Gohan- chan is okay.
context: Chichi...\What are you doin'?\Oh, you know, I was bored, so...\Really... How about you realize somewhat that you were seriously injured?\If you don't lie there quietly, you're goin' to open your wounds up again.\Ow! Yow-ow-ow-ow! Don't be so rough!\Yow-ow-ow-ow! That hurts! That hurts!\Never mind that, I wonder if Gohan- chan is okay. response:	I hope he's washin' his hair, and usin' that rinse.
context: What are you doin'?\Oh, you know, I was bored, so...\Really... How about you realize somewhat that you were seriously injured?\If you don't lie there quietly, you're goin' to open your wounds up again.\Ow! Yow-ow-ow-ow! Don't be so rough!\Yow-ow-ow-ow! That hurts! That hurts!\Never mind that, I wonder if Gohan- chan is okay.\I hope he's washin' his hair, and usin' that rinse. response:	His hair is so shiny and all, so he has to look after his cuticles.
context: Oh, you know, I was bored, so...\Really... How about you realize somewhat that you were seriously injured?\If you don't lie there quietly, you're goin' to open your wounds up again.\Ow! Yow-ow-ow-ow! Don't be so rough!\Yow-ow-ow-ow! That hurts! That hurts!\Never mind that, I wonder if Gohan- chan is okay.\I hope he's washin' his hair, and usin' that rinse.\His hair is so shiny and all, so he has to look after his cuticles. response:	Is he usin' his hair dryer?
