context: OP response:	ED
context: The sky began to grow dark.\A strange fog enveloped them!\My goodness, what could that be?”\A ghost ship appeared before them.\A ghost ship so called because of the ghost controlling it - the spirit of a sailor lost at sea on a stromy night.\Give me your ladle,”\referring to the long-handled dipper the men carried.\Not knowing what would happen if they refused its request, response:	they handed the hapless ladle over to the ghost.
context: A strange fog enveloped them!\My goodness, what could that be?”\A ghost ship appeared before them.\A ghost ship so called because of the ghost controlling it - the spirit of a sailor lost at sea on a stromy night.\Give me your ladle,”\referring to the long-handled dipper the men carried.\Not knowing what would happen if they refused its request,\they handed the hapless ladle over to the ghost. response:	Having appeased the ghost, the
context: My goodness, what could that be?”\A ghost ship appeared before them.\A ghost ship so called because of the ghost controlling it - the spirit of a sailor lost at sea on a stromy night.\Give me your ladle,”\referring to the long-handled dipper the men carried.\Not knowing what would happen if they refused its request,\they handed the hapless ladle over to the ghost.\Having appeased the ghost, the response:	Oh! Oh! Me! I know what happens!
context: A ghost ship appeared before them.\A ghost ship so called because of the ghost controlling it - the spirit of a sailor lost at sea on a stromy night.\Give me your ladle,”\referring to the long-handled dipper the men carried.\Not knowing what would happen if they refused its request,\they handed the hapless ladle over to the ghost.\Having appeased the ghost, the\Oh! Oh! Me! I know what happens! response:	It fills the ladle with sea water, and the fishing boat sinks, right?
context: A ghost ship so called because of the ghost controlling it - the spirit of a sailor lost at sea on a stromy night.\Give me your ladle,”\referring to the long-handled dipper the men carried.\Not knowing what would happen if they refused its request,\they handed the hapless ladle over to the ghost.\Having appeased the ghost, the\Oh! Oh! Me! I know what happens!\It fills the ladle with sea water, and the fishing boat sinks, right? response:	Well, so it did.
context: Give me your ladle,”\referring to the long-handled dipper the men carried.\Not knowing what would happen if they refused its request,\they handed the hapless ladle over to the ghost.\Having appeased the ghost, the\Oh! Oh! Me! I know what happens!\It fills the ladle with sea water, and the fishing boat sinks, right?\Well, so it did. response:	At any rate, that is why a ship should always carry an extra ladle with it.
context: referring to the long-handled dipper the men carried.\Not knowing what would happen if they refused its request,\they handed the hapless ladle over to the ghost.\Having appeased the ghost, the\Oh! Oh! Me! I know what happens!\It fills the ladle with sea water, and the fishing boat sinks, right?\Well, so it did.\At any rate, that is why a ship should always carry an extra ladle with it. response:	Well done, Genyousai-sama! A wonderful tale!
context: Not knowing what would happen if they refused its request,\they handed the hapless ladle over to the ghost.\Having appeased the ghost, the\Oh! Oh! Me! I know what happens!\It fills the ladle with sea water, and the fishing boat sinks, right?\Well, so it did.\At any rate, that is why a ship should always carry an extra ladle with it.\Well done, Genyousai-sama! A wonderful tale! response:	No, not at all!
context: they handed the hapless ladle over to the ghost.\Having appeased the ghost, the\Oh! Oh! Me! I know what happens!\It fills the ladle with sea water, and the fishing boat sinks, right?\Well, so it did.\At any rate, that is why a ship should always carry an extra ladle with it.\Well done, Genyousai-sama! A wonderful tale!\No, not at all! response:	Well then,
context: Having appeased the ghost, the\Oh! Oh! Me! I know what happens!\It fills the ladle with sea water, and the fishing boat sinks, right?\Well, so it did.\At any rate, that is why a ship should always carry an extra ladle with it.\Well done, Genyousai-sama! A wonderful tale!\No, not at all!\Well then, response:	though we are all strangers, our fortunes have compelled us to travel on this same boat today.
context: Oh! Oh! Me! I know what happens!\It fills the ladle with sea water, and the fishing boat sinks, right?\Well, so it did.\At any rate, that is why a ship should always carry an extra ladle with it.\Well done, Genyousai-sama! A wonderful tale!\No, not at all!\Well then,\though we are all strangers, our fortunes have compelled us to travel on this same boat today. response:	If I may be so rude as to request it, perhaps we should all introduce ourselves?
context: It fills the ladle with sea water, and the fishing boat sinks, right?\Well, so it did.\At any rate, that is why a ship should always carry an extra ladle with it.\Well done, Genyousai-sama! A wonderful tale!\No, not at all!\Well then,\though we are all strangers, our fortunes have compelled us to travel on this same boat today.\If I may be so rude as to request it, perhaps we should all introduce ourselves? response:	Ill go first, then.
context: Well, so it did.\At any rate, that is why a ship should always carry an extra ladle with it.\Well done, Genyousai-sama! A wonderful tale!\No, not at all!\Well then,\though we are all strangers, our fortunes have compelled us to travel on this same boat today.\If I may be so rude as to request it, perhaps we should all introduce ourselves?\Ill go first, then. response:	My name is Mikuniya Tamon.
context: At any rate, that is why a ship should always carry an extra ladle with it.\Well done, Genyousai-sama! A wonderful tale!\No, not at all!\Well then,\though we are all strangers, our fortunes have compelled us to travel on this same boat today.\If I may be so rude as to request it, perhaps we should all introduce ourselves?\Ill go first, then.\My name is Mikuniya Tamon. response:	I use this ship, the Sorarisu-maru, a former Shogunate merchant vessel, to bring curiosities from the West into Edo.
context: Well done, Genyousai-sama! A wonderful tale!\No, not at all!\Well then,\though we are all strangers, our fortunes have compelled us to travel on this same boat today.\If I may be so rude as to request it, perhaps we should all introduce ourselves?\Ill go first, then.\My name is Mikuniya Tamon.\I use this ship, the Sorarisu-maru, a former Shogunate merchant vessel, to bring curiosities from the West into Edo. response:	Im just a simple merchant.
context: No, not at all!\Well then,\though we are all strangers, our fortunes have compelled us to travel on this same boat today.\If I may be so rude as to request it, perhaps we should all introduce ourselves?\Ill go first, then.\My name is Mikuniya Tamon.\I use this ship, the Sorarisu-maru, a former Shogunate merchant vessel, to bring curiosities from the West into Edo.\Im just a simple merchant. response:	I am Yanagi Genyousai. As you can see, I am a minstrel.
context: Well then,\though we are all strangers, our fortunes have compelled us to travel on this same boat today.\If I may be so rude as to request it, perhaps we should all introduce ourselves?\Ill go first, then.\My name is Mikuniya Tamon.\I use this ship, the Sorarisu-maru, a former Shogunate merchant vessel, to bring curiosities from the West into Edo.\Im just a simple merchant.\I am Yanagi Genyousai. As you can see, I am a minstrel. response:	I travel the world, telling of
context: though we are all strangers, our fortunes have compelled us to travel on this same boat today.\If I may be so rude as to request it, perhaps we should all introduce ourselves?\Ill go first, then.\My name is Mikuniya Tamon.\I use this ship, the Sorarisu-maru, a former Shogunate merchant vessel, to bring curiosities from the West into Edo.\Im just a simple merchant.\I am Yanagi Genyousai. As you can see, I am a minstrel.\I travel the world, telling of response:	Why do I have to introduce myself to these old men?
context: If I may be so rude as to request it, perhaps we should all introduce ourselves?\Ill go first, then.\My name is Mikuniya Tamon.\I use this ship, the Sorarisu-maru, a former Shogunate merchant vessel, to bring curiosities from the West into Edo.\Im just a simple merchant.\I am Yanagi Genyousai. As you can see, I am a minstrel.\I travel the world, telling of\Why do I have to introduce myself to these old men? response:	Why do I have to introduce myself to these old men?
context: Ill go first, then.\My name is Mikuniya Tamon.\I use this ship, the Sorarisu-maru, a former Shogunate merchant vessel, to bring curiosities from the West into Edo.\Im just a simple merchant.\I am Yanagi Genyousai. As you can see, I am a minstrel.\I travel the world, telling of\Why do I have to introduce myself to these old men?\Why do I have to introduce myself to these old men? response:	What about you, young miss?
context: My name is Mikuniya Tamon.\I use this ship, the Sorarisu-maru, a former Shogunate merchant vessel, to bring curiosities from the West into Edo.\Im just a simple merchant.\I am Yanagi Genyousai. As you can see, I am a minstrel.\I travel the world, telling of\Why do I have to introduce myself to these old men?\Why do I have to introduce myself to these old men?\What about you, young miss? response:	Oh, Im Kayo.
context: I use this ship, the Sorarisu-maru, a former Shogunate merchant vessel, to bring curiosities from the West into Edo.\Im just a simple merchant.\I am Yanagi Genyousai. As you can see, I am a minstrel.\I travel the world, telling of\Why do I have to introduce myself to these old men?\Why do I have to introduce myself to these old men?\What about you, young miss?\Oh, Im Kayo. response:	I used to be a seamstress in the Sakai house, but
context: Im just a simple merchant.\I am Yanagi Genyousai. As you can see, I am a minstrel.\I travel the world, telling of\Why do I have to introduce myself to these old men?\Why do I have to introduce myself to these old men?\What about you, young miss?\Oh, Im Kayo.\I used to be a seamstress in the Sakai house, but response:	Oh, do you mean the Sakai house of Ghost Cat fame?
context: I am Yanagi Genyousai. As you can see, I am a minstrel.\I travel the world, telling of\Why do I have to introduce myself to these old men?\Why do I have to introduce myself to these old men?\What about you, young miss?\Oh, Im Kayo.\I used to be a seamstress in the Sakai house, but\Oh, do you mean the Sakai house of Ghost Cat fame? response:	Wow, so thats a famous story now.
context: I travel the world, telling of\Why do I have to introduce myself to these old men?\Why do I have to introduce myself to these old men?\What about you, young miss?\Oh, Im Kayo.\I used to be a seamstress in the Sakai house, but\Oh, do you mean the Sakai house of Ghost Cat fame?\Wow, so thats a famous story now. response:	Why, yes, thats right.
context: Why do I have to introduce myself to these old men?\Why do I have to introduce myself to these old men?\What about you, young miss?\Oh, Im Kayo.\I used to be a seamstress in the Sakai house, but\Oh, do you mean the Sakai house of Ghost Cat fame?\Wow, so thats a famous story now.\Why, yes, thats right. response:	Ive decided to go to Edo to find a new job, you see.
context: Why do I have to introduce myself to these old men?\What about you, young miss?\Oh, Im Kayo.\I used to be a seamstress in the Sakai house, but\Oh, do you mean the Sakai house of Ghost Cat fame?\Wow, so thats a famous story now.\Why, yes, thats right.\Ive decided to go to Edo to find a new job, you see. response:	And, um, Mr. Samurai, if you would honor us with your name
context: What about you, young miss?\Oh, Im Kayo.\I used to be a seamstress in the Sakai house, but\Oh, do you mean the Sakai house of Ghost Cat fame?\Wow, so thats a famous story now.\Why, yes, thats right.\Ive decided to go to Edo to find a new job, you see.\And, um, Mr. Samurai, if you would honor us with your name response:	Sasaki Hyouei.
context: Oh, Im Kayo.\I used to be a seamstress in the Sakai house, but\Oh, do you mean the Sakai house of Ghost Cat fame?\Wow, so thats a famous story now.\Why, yes, thats right.\Ive decided to go to Edo to find a new job, you see.\And, um, Mr. Samurai, if you would honor us with your name\Sasaki Hyouei. response:	A servant of the Lord of Shioya.
context: I used to be a seamstress in the Sakai house, but\Oh, do you mean the Sakai house of Ghost Cat fame?\Wow, so thats a famous story now.\Why, yes, thats right.\Ive decided to go to Edo to find a new job, you see.\And, um, Mr. Samurai, if you would honor us with your name\Sasaki Hyouei.\A servant of the Lord of Shioya. response:	Thank you for your answer.
context: Oh, do you mean the Sakai house of Ghost Cat fame?\Wow, so thats a famous story now.\Why, yes, thats right.\Ive decided to go to Edo to find a new job, you see.\And, um, Mr. Samurai, if you would honor us with your name\Sasaki Hyouei.\A servant of the Lord of Shioya.\Thank you for your answer. response:	And you two, down below?
context: Wow, so thats a famous story now.\Why, yes, thats right.\Ive decided to go to Edo to find a new job, you see.\And, um, Mr. Samurai, if you would honor us with your name\Sasaki Hyouei.\A servant of the Lord of Shioya.\Thank you for your answer.\And you two, down below? response:	This is Genkei-sama, a great monk.
context: Why, yes, thats right.\Ive decided to go to Edo to find a new job, you see.\And, um, Mr. Samurai, if you would honor us with your name\Sasaki Hyouei.\A servant of the Lord of Shioya.\Thank you for your answer.\And you two, down below?\This is Genkei-sama, a great monk. response:	I am Sougen, his servant and personal retainer.
context: Ive decided to go to Edo to find a new job, you see.\And, um, Mr. Samurai, if you would honor us with your name\Sasaki Hyouei.\A servant of the Lord of Shioya.\Thank you for your answer.\And you two, down below?\This is Genkei-sama, a great monk.\I am Sougen, his servant and personal retainer. response:	My, my, a monk on my humble ship!
context: And, um, Mr. Samurai, if you would honor us with your name\Sasaki Hyouei.\A servant of the Lord of Shioya.\Thank you for your answer.\And you two, down below?\This is Genkei-sama, a great monk.\I am Sougen, his servant and personal retainer.\My, my, a monk on my humble ship! response:	A monk at sea.
context: Sasaki Hyouei.\A servant of the Lord of Shioya.\Thank you for your answer.\And you two, down below?\This is Genkei-sama, a great monk.\I am Sougen, his servant and personal retainer.\My, my, a monk on my humble ship!\A monk at sea. response:	Could it be?
context: A servant of the Lord of Shioya.\Thank you for your answer.\And you two, down below?\This is Genkei-sama, a great monk.\I am Sougen, his servant and personal retainer.\My, my, a monk on my humble ship!\A monk at sea.\Could it be? response:	The blue moon illuminated
context: Thank you for your answer.\And you two, down below?\This is Genkei-sama, a great monk.\I am Sougen, his servant and personal retainer.\My, my, a monk on my humble ship!\A monk at sea.\Could it be?\The blue moon illuminated response:	your wandering shadow.
context: And you two, down below?\This is Genkei-sama, a great monk.\I am Sougen, his servant and personal retainer.\My, my, a monk on my humble ship!\A monk at sea.\Could it be?\The blue moon illuminated\your wandering shadow. response:	I could never tell you all I wanted to say.
context: This is Genkei-sama, a great monk.\I am Sougen, his servant and personal retainer.\My, my, a monk on my humble ship!\A monk at sea.\Could it be?\The blue moon illuminated\your wandering shadow.\I could never tell you all I wanted to say. response:	It was so very frustrating.
context: I am Sougen, his servant and personal retainer.\My, my, a monk on my humble ship!\A monk at sea.\Could it be?\The blue moon illuminated\your wandering shadow.\I could never tell you all I wanted to say.\It was so very frustrating. response:	I think about your faked smile,
context: My, my, a monk on my humble ship!\A monk at sea.\Could it be?\The blue moon illuminated\your wandering shadow.\I could never tell you all I wanted to say.\It was so very frustrating.\I think about your faked smile, response:	and forget all the hot tears we shed.
context: A monk at sea.\Could it be?\The blue moon illuminated\your wandering shadow.\I could never tell you all I wanted to say.\It was so very frustrating.\I think about your faked smile,\and forget all the hot tears we shed. response:	What do these empty husks,
context: Could it be?\The blue moon illuminated\your wandering shadow.\I could never tell you all I wanted to say.\It was so very frustrating.\I think about your faked smile,\and forget all the hot tears we shed.\What do these empty husks, response:	those empty eyes of yours, reflect, my dear?
context: The blue moon illuminated\your wandering shadow.\I could never tell you all I wanted to say.\It was so very frustrating.\I think about your faked smile,\and forget all the hot tears we shed.\What do these empty husks,\those empty eyes of yours, reflect, my dear? response:	The transient quarter moon
context: your wandering shadow.\I could never tell you all I wanted to say.\It was so very frustrating.\I think about your faked smile,\and forget all the hot tears we shed.\What do these empty husks,\those empty eyes of yours, reflect, my dear?\The transient quarter moon response:	hides in a rift in the clouds,
context: I could never tell you all I wanted to say.\It was so very frustrating.\I think about your faked smile,\and forget all the hot tears we shed.\What do these empty husks,\those empty eyes of yours, reflect, my dear?\The transient quarter moon\hides in a rift in the clouds, response:	as darkness seeps up from the ground.
context: It was so very frustrating.\I think about your faked smile,\and forget all the hot tears we shed.\What do these empty husks,\those empty eyes of yours, reflect, my dear?\The transient quarter moon\hides in a rift in the clouds,\as darkness seeps up from the ground. response:	Tell me the truth, please.
context: I think about your faked smile,\and forget all the hot tears we shed.\What do these empty husks,\those empty eyes of yours, reflect, my dear?\The transient quarter moon\hides in a rift in the clouds,\as darkness seeps up from the ground.\Tell me the truth, please. response:	Are you so despondent
context: and forget all the hot tears we shed.\What do these empty husks,\those empty eyes of yours, reflect, my dear?\The transient quarter moon\hides in a rift in the clouds,\as darkness seeps up from the ground.\Tell me the truth, please.\Are you so despondent response:	that you still sit alone, sighing?
context: What do these empty husks,\those empty eyes of yours, reflect, my dear?\The transient quarter moon\hides in a rift in the clouds,\as darkness seeps up from the ground.\Tell me the truth, please.\Are you so despondent\that you still sit alone, sighing? response:	The First Night
context: those empty eyes of yours, reflect, my dear?\The transient quarter moon\hides in a rift in the clouds,\as darkness seeps up from the ground.\Tell me the truth, please.\Are you so despondent\that you still sit alone, sighing?\The First Night response:	At any rate, this is an unusual ship.
context: The transient quarter moon\hides in a rift in the clouds,\as darkness seeps up from the ground.\Tell me the truth, please.\Are you so despondent\that you still sit alone, sighing?\The First Night\At any rate, this is an unusual ship. response:	Ive never seen a ship with a pond on the deck.
context: hides in a rift in the clouds,\as darkness seeps up from the ground.\Tell me the truth, please.\Are you so despondent\that you still sit alone, sighing?\The First Night\At any rate, this is an unusual ship.\Ive never seen a ship with a pond on the deck. response:	Im glad you find it interesting.
context: as darkness seeps up from the ground.\Tell me the truth, please.\Are you so despondent\that you still sit alone, sighing?\The First Night\At any rate, this is an unusual ship.\Ive never seen a ship with a pond on the deck.\Im glad you find it interesting. response:	Its my personal collection.
context: Tell me the truth, please.\Are you so despondent\that you still sit alone, sighing?\The First Night\At any rate, this is an unusual ship.\Ive never seen a ship with a pond on the deck.\Im glad you find it interesting.\Its my personal collection. response:	Ill show you the rest.
context: Are you so despondent\that you still sit alone, sighing?\The First Night\At any rate, this is an unusual ship.\Ive never seen a ship with a pond on the deck.\Im glad you find it interesting.\Its my personal collection.\Ill show you the rest. response:	What huge goldfish!
context: that you still sit alone, sighing?\The First Night\At any rate, this is an unusual ship.\Ive never seen a ship with a pond on the deck.\Im glad you find it interesting.\Its my personal collection.\Ill show you the rest.\What huge goldfish! response:	What do you think? This is the best aquarium in all the world!
context: The First Night\At any rate, this is an unusual ship.\Ive never seen a ship with a pond on the deck.\Im glad you find it interesting.\Its my personal collection.\Ill show you the rest.\What huge goldfish!\What do you think? This is the best aquarium in all the world! response:	How many are there in there?
context: At any rate, this is an unusual ship.\Ive never seen a ship with a pond on the deck.\Im glad you find it interesting.\Its my personal collection.\Ill show you the rest.\What huge goldfish!\What do you think? This is the best aquarium in all the world!\How many are there in there? response:	I think that
context: Ive never seen a ship with a pond on the deck.\Im glad you find it interesting.\Its my personal collection.\Ill show you the rest.\What huge goldfish!\What do you think? This is the best aquarium in all the world!\How many are there in there?\I think that response:	It seems we missed a passenger.
context: Im glad you find it interesting.\Its my personal collection.\Ill show you the rest.\What huge goldfish!\What do you think? This is the best aquarium in all the world!\How many are there in there?\I think that\It seems we missed a passenger. response:	It seems we missed a passenger.
context: Its my personal collection.\Ill show you the rest.\What huge goldfish!\What do you think? This is the best aquarium in all the world!\How many are there in there?\I think that\It seems we missed a passenger.\It seems we missed a passenger. response:	Its you, Mr. Medicine Seller!
context: Ill show you the rest.\What huge goldfish!\What do you think? This is the best aquarium in all the world!\How many are there in there?\I think that\It seems we missed a passenger.\It seems we missed a passenger.\Its you, Mr. Medicine Seller! response:	Hes the one who exorcised the Ghost Cat from my home!
context: What huge goldfish!\What do you think? This is the best aquarium in all the world!\How many are there in there?\I think that\It seems we missed a passenger.\It seems we missed a passenger.\Its you, Mr. Medicine Seller!\Hes the one who exorcised the Ghost Cat from my home! response:	A wind
context: What do you think? This is the best aquarium in all the world!\How many are there in there?\I think that\It seems we missed a passenger.\It seems we missed a passenger.\Its you, Mr. Medicine Seller!\Hes the one who exorcised the Ghost Cat from my home!\A wind response:	Are you a sorcerer as well, sir?
context: How many are there in there?\I think that\It seems we missed a passenger.\It seems we missed a passenger.\Its you, Mr. Medicine Seller!\Hes the one who exorcised the Ghost Cat from my home!\A wind\Are you a sorcerer as well, sir? response:	Just a medicine seller, you see.
context: I think that\It seems we missed a passenger.\It seems we missed a passenger.\Its you, Mr. Medicine Seller!\Hes the one who exorcised the Ghost Cat from my home!\A wind\Are you a sorcerer as well, sir?\Just a medicine seller, you see. response:	Just a medicine seller, you see.
context: It seems we missed a passenger.\It seems we missed a passenger.\Its you, Mr. Medicine Seller!\Hes the one who exorcised the Ghost Cat from my home!\A wind\Are you a sorcerer as well, sir?\Just a medicine seller, you see.\Just a medicine seller, you see. response:	Just a medicine seller, you see.
context: It seems we missed a passenger.\Its you, Mr. Medicine Seller!\Hes the one who exorcised the Ghost Cat from my home!\A wind\Are you a sorcerer as well, sir?\Just a medicine seller, you see.\Just a medicine seller, you see.\Just a medicine seller, you see. response:	If the wind stays with us, we should be in Edo in four or five days.
context: Its you, Mr. Medicine Seller!\Hes the one who exorcised the Ghost Cat from my home!\A wind\Are you a sorcerer as well, sir?\Just a medicine seller, you see.\Just a medicine seller, you see.\Just a medicine seller, you see.\If the wind stays with us, we should be in Edo in four or five days. response:	Right, Goromaru?
context: Hes the one who exorcised the Ghost Cat from my home!\A wind\Are you a sorcerer as well, sir?\Just a medicine seller, you see.\Just a medicine seller, you see.\Just a medicine seller, you see.\If the wind stays with us, we should be in Edo in four or five days.\Right, Goromaru? response:	Yup.
context: A wind\Are you a sorcerer as well, sir?\Just a medicine seller, you see.\Just a medicine seller, you see.\Just a medicine seller, you see.\If the wind stays with us, we should be in Edo in four or five days.\Right, Goromaru?\Yup. response:	No stars tonight, though.
context: Are you a sorcerer as well, sir?\Just a medicine seller, you see.\Just a medicine seller, you see.\Just a medicine seller, you see.\If the wind stays with us, we should be in Edo in four or five days.\Right, Goromaru?\Yup.\No stars tonight, though. response:	Oh well, we dont really need the stars to get our bearings.
context: Just a medicine seller, you see.\Just a medicine seller, you see.\Just a medicine seller, you see.\If the wind stays with us, we should be in Edo in four or five days.\Right, Goromaru?\Yup.\No stars tonight, though.\Oh well, we dont really need the stars to get our bearings. response:	The compass points due north, so if we just head to the Northeast, well reach Edo just fine.
context: Just a medicine seller, you see.\Just a medicine seller, you see.\If the wind stays with us, we should be in Edo in four or five days.\Right, Goromaru?\Yup.\No stars tonight, though.\Oh well, we dont really need the stars to get our bearings.\The compass points due north, so if we just head to the Northeast, well reach Edo just fine. response:	Northeast, eh?
context: Just a medicine seller, you see.\If the wind stays with us, we should be in Edo in four or five days.\Right, Goromaru?\Yup.\No stars tonight, though.\Oh well, we dont really need the stars to get our bearings.\The compass points due north, so if we just head to the Northeast, well reach Edo just fine.\Northeast, eh? response:	If an Ayakashi or something shows up again, will you kill it with your Sword of Exorcism, Mr. Medicine Seller?
context: If the wind stays with us, we should be in Edo in four or five days.\Right, Goromaru?\Yup.\No stars tonight, though.\Oh well, we dont really need the stars to get our bearings.\The compass points due north, so if we just head to the Northeast, well reach Edo just fine.\Northeast, eh?\If an Ayakashi or something shows up again, will you kill it with your Sword of Exorcism, Mr. Medicine Seller? response:	Why?
context: Right, Goromaru?\Yup.\No stars tonight, though.\Oh well, we dont really need the stars to get our bearings.\The compass points due north, so if we just head to the Northeast, well reach Edo just fine.\Northeast, eh?\If an Ayakashi or something shows up again, will you kill it with your Sword of Exorcism, Mr. Medicine Seller?\Why? response:	WhWhy?
context: Yup.\No stars tonight, though.\Oh well, we dont really need the stars to get our bearings.\The compass points due north, so if we just head to the Northeast, well reach Edo just fine.\Northeast, eh?\If an Ayakashi or something shows up again, will you kill it with your Sword of Exorcism, Mr. Medicine Seller?\Why?\WhWhy? response:	You know!
context: No stars tonight, though.\Oh well, we dont really need the stars to get our bearings.\The compass points due north, so if we just head to the Northeast, well reach Edo just fine.\Northeast, eh?\If an Ayakashi or something shows up again, will you kill it with your Sword of Exorcism, Mr. Medicine Seller?\Why?\WhWhy?\You know! response:	An Ayakashi is something that simply should not exist.
context: Oh well, we dont really need the stars to get our bearings.\The compass points due north, so if we just head to the Northeast, well reach Edo just fine.\Northeast, eh?\If an Ayakashi or something shows up again, will you kill it with your Sword of Exorcism, Mr. Medicine Seller?\Why?\WhWhy?\You know!\An Ayakashi is something that simply should not exist. response:	And yet, there are millions of Ayakashi, all over.
context: The compass points due north, so if we just head to the Northeast, well reach Edo just fine.\Northeast, eh?\If an Ayakashi or something shows up again, will you kill it with your Sword of Exorcism, Mr. Medicine Seller?\Why?\WhWhy?\You know!\An Ayakashi is something that simply should not exist.\And yet, there are millions of Ayakashi, all over. response:	I could try to kill them all if I wanted, but I would never get them all.
context: Northeast, eh?\If an Ayakashi or something shows up again, will you kill it with your Sword of Exorcism, Mr. Medicine Seller?\Why?\WhWhy?\You know!\An Ayakashi is something that simply should not exist.\And yet, there are millions of Ayakashi, all over.\I could try to kill them all if I wanted, but I would never get them all. response:	Isnt that what they say about Gods?
context: If an Ayakashi or something shows up again, will you kill it with your Sword of Exorcism, Mr. Medicine Seller?\Why?\WhWhy?\You know!\An Ayakashi is something that simply should not exist.\And yet, there are millions of Ayakashi, all over.\I could try to kill them all if I wanted, but I would never get them all.\Isnt that what they say about Gods? response:	Its similar.
context: Why?\WhWhy?\You know!\An Ayakashi is something that simply should not exist.\And yet, there are millions of Ayakashi, all over.\I could try to kill them all if I wanted, but I would never get them all.\Isnt that what they say about Gods?\Its similar. response:	Thats not true of Mononoke, though.
context: WhWhy?\You know!\An Ayakashi is something that simply should not exist.\And yet, there are millions of Ayakashi, all over.\I could try to kill them all if I wanted, but I would never get them all.\Isnt that what they say about Gods?\Its similar.\Thats not true of Mononoke, though. response:	That Sword of Exorcism, would you be able to draw it, and show it to me?
context: You know!\An Ayakashi is something that simply should not exist.\And yet, there are millions of Ayakashi, all over.\I could try to kill them all if I wanted, but I would never get them all.\Isnt that what they say about Gods?\Its similar.\Thats not true of Mononoke, though.\That Sword of Exorcism, would you be able to draw it, and show it to me? response:	I cannot.
context: An Ayakashi is something that simply should not exist.\And yet, there are millions of Ayakashi, all over.\I could try to kill them all if I wanted, but I would never get them all.\Isnt that what they say about Gods?\Its similar.\Thats not true of Mononoke, though.\That Sword of Exorcism, would you be able to draw it, and show it to me?\I cannot. response:	In order to draw it, the Mononokes Form, Truth and Regret must be evident.
context: And yet, there are millions of Ayakashi, all over.\I could try to kill them all if I wanted, but I would never get them all.\Isnt that what they say about Gods?\Its similar.\Thats not true of Mononoke, though.\That Sword of Exorcism, would you be able to draw it, and show it to me?\I cannot.\In order to draw it, the Mononokes Form, Truth and Regret must be evident. response:	His power doesnt seem terribly impressive, for someone who acts so mysteriously.
context: I could try to kill them all if I wanted, but I would never get them all.\Isnt that what they say about Gods?\Its similar.\Thats not true of Mononoke, though.\That Sword of Exorcism, would you be able to draw it, and show it to me?\I cannot.\In order to draw it, the Mononokes Form, Truth and Regret must be evident.\His power doesnt seem terribly impressive, for someone who acts so mysteriously. response:	Myself, on the other ha
context: Isnt that what they say about Gods?\Its similar.\Thats not true of Mononoke, though.\That Sword of Exorcism, would you be able to draw it, and show it to me?\I cannot.\In order to draw it, the Mononokes Form, Truth and Regret must be evident.\His power doesnt seem terribly impressive, for someone who acts so mysteriously.\Myself, on the other ha response:	That Night
