context: This is Morioh City Radio. response:	Your host, once again, is me, your neighbor, Kai Harada.
context: Last week's topic was, The King of Terror is supposed to come from the sky this July.\This mountain bike was a gift to celebrate me getting into high school.\What are the citizens of Morioh City going to do?\Getting new stuff is always exciting.\All right, let's get to the replies.\This one's from RIP Big Bro.\I'm not gonna be able to take the bus to school for a while!\I wonder what happened to his big bro? response:	O-Ow...
context: This mountain bike was a gift to celebrate me getting into high school.\What are the citizens of Morioh City going to do?\Getting new stuff is always exciting.\All right, let's get to the replies.\This one's from RIP Big Bro.\I'm not gonna be able to take the bus to school for a while!\I wonder what happened to his big bro?\O-Ow... response:	Wh-What the heck?
context: What are the citizens of Morioh City going to do?\Getting new stuff is always exciting.\All right, let's get to the replies.\This one's from RIP Big Bro.\I'm not gonna be able to take the bus to school for a while!\I wonder what happened to his big bro?\O-Ow...\Wh-What the heck? response:	There's a bag in the middle of the road.
context: Getting new stuff is always exciting.\All right, let's get to the replies.\This one's from RIP Big Bro.\I'm not gonna be able to take the bus to school for a while!\I wonder what happened to his big bro?\O-Ow...\Wh-What the heck?\There's a bag in the middle of the road. response:	I-It can't be! The thing in that bag was...
context: All right, let's get to the replies.\This one's from RIP Big Bro.\I'm not gonna be able to take the bus to school for a while!\I wonder what happened to his big bro?\O-Ow...\Wh-What the heck?\There's a bag in the middle of the road.\I-It can't be! The thing in that bag was... response:	Wh-What am I gonna do?! I ran it over!
context: This one's from RIP Big Bro.\I'm not gonna be able to take the bus to school for a while!\I wonder what happened to his big bro?\O-Ow...\Wh-What the heck?\There's a bag in the middle of the road.\I-It can't be! The thing in that bag was...\Wh-What am I gonna do?! I ran it over! response:	I-I couldn't help it!
context: I'm not gonna be able to take the bus to school for a while!\I wonder what happened to his big bro?\O-Ow...\Wh-What the heck?\There's a bag in the middle of the road.\I-It can't be! The thing in that bag was...\Wh-What am I gonna do?! I ran it over!\I-I couldn't help it! response:	It was in the middle of the road!
context: I wonder what happened to his big bro?\O-Ow...\Wh-What the heck?\There's a bag in the middle of the road.\I-It can't be! The thing in that bag was...\Wh-What am I gonna do?! I ran it over!\I-I couldn't help it!\It was in the middle of the road! response:	There was nothing I could've done!
context: O-Ow...\Wh-What the heck?\There's a bag in the middle of the road.\I-It can't be! The thing in that bag was...\Wh-What am I gonna do?! I ran it over!\I-I couldn't help it!\It was in the middle of the road!\There was nothing I could've done! response:	Precisely.
context: Wh-What the heck?\There's a bag in the middle of the road.\I-It can't be! The thing in that bag was...\Wh-What am I gonna do?! I ran it over!\I-I couldn't help it!\It was in the middle of the road!\There was nothing I could've done!\Precisely. response:	You're not the one at fault here.
context: There's a bag in the middle of the road.\I-It can't be! The thing in that bag was...\Wh-What am I gonna do?! I ran it over!\I-I couldn't help it!\It was in the middle of the road!\There was nothing I could've done!\Precisely.\You're not the one at fault here. response:	That was just an unfortunate accident.
context: I-It can't be! The thing in that bag was...\Wh-What am I gonna do?! I ran it over!\I-I couldn't help it!\It was in the middle of the road!\There was nothing I could've done!\Precisely.\You're not the one at fault here.\That was just an unfortunate accident. response:	The guy who put the kitten in a bag and left it in the road is at fault.
context: Wh-What am I gonna do?! I ran it over!\I-I couldn't help it!\It was in the middle of the road!\There was nothing I could've done!\Precisely.\You're not the one at fault here.\That was just an unfortunate accident.\The guy who put the kitten in a bag and left it in the road is at fault. response:	Talk about a terrible thing to do.
context: I-I couldn't help it!\It was in the middle of the road!\There was nothing I could've done!\Precisely.\You're not the one at fault here.\That was just an unfortunate accident.\The guy who put the kitten in a bag and left it in the road is at fault.\Talk about a terrible thing to do. response:	W-We have to treat its injuries!
context: It was in the middle of the road!\There was nothing I could've done!\Precisely.\You're not the one at fault here.\That was just an unfortunate accident.\The guy who put the kitten in a bag and left it in the road is at fault.\Talk about a terrible thing to do.\W-We have to treat its injuries! response:	It's no use.
context: There was nothing I could've done!\Precisely.\You're not the one at fault here.\That was just an unfortunate accident.\The guy who put the kitten in a bag and left it in the road is at fault.\Talk about a terrible thing to do.\W-We have to treat its injuries!\It's no use. response:	You don't hear it crying, do you?
context: Precisely.\You're not the one at fault here.\That was just an unfortunate accident.\The guy who put the kitten in a bag and left it in the road is at fault.\Talk about a terrible thing to do.\W-We have to treat its injuries!\It's no use.\You don't hear it crying, do you? response:	It's dead.
context: You're not the one at fault here.\That was just an unfortunate accident.\The guy who put the kitten in a bag and left it in the road is at fault.\Talk about a terrible thing to do.\W-We have to treat its injuries!\It's no use.\You don't hear it crying, do you?\It's dead. response:	What's your name?
context: That was just an unfortunate accident.\The guy who put the kitten in a bag and left it in the road is at fault.\Talk about a terrible thing to do.\W-We have to treat its injuries!\It's no use.\You don't hear it crying, do you?\It's dead.\What's your name? response:	My name's Tamami Kobayashi, and I graduated from
context: The guy who put the kitten in a bag and left it in the road is at fault.\Talk about a terrible thing to do.\W-We have to treat its injuries!\It's no use.\You don't hear it crying, do you?\It's dead.\What's your name?\My name's Tamami Kobayashi, and I graduated from response:	your school two years ago.
context: Talk about a terrible thing to do.\W-We have to treat its injuries!\It's no use.\You don't hear it crying, do you?\It's dead.\What's your name?\My name's Tamami Kobayashi, and I graduated from\your school two years ago. response:	That's a nice bike.
context: W-We have to treat its injuries!\It's no use.\You don't hear it crying, do you?\It's dead.\What's your name?\My name's Tamami Kobayashi, and I graduated from\your school two years ago.\That's a nice bike. response:	You a first-year?
context: It's no use.\You don't hear it crying, do you?\It's dead.\What's your name?\My name's Tamami Kobayashi, and I graduated from\your school two years ago.\That's a nice bike.\You a first-year? response:	Y-Yes. My name's Koichi Hirose.
context: You don't hear it crying, do you?\It's dead.\What's your name?\My name's Tamami Kobayashi, and I graduated from\your school two years ago.\That's a nice bike.\You a first-year?\Y-Yes. My name's Koichi Hirose. response:	Ah, high school, eh? Takes me back.
context: It's dead.\What's your name?\My name's Tamami Kobayashi, and I graduated from\your school two years ago.\That's a nice bike.\You a first-year?\Y-Yes. My name's Koichi Hirose.\Ah, high school, eh? Takes me back. response:	Things were good back then.
context: What's your name?\My name's Tamami Kobayashi, and I graduated from\your school two years ago.\That's a nice bike.\You a first-year?\Y-Yes. My name's Koichi Hirose.\Ah, high school, eh? Takes me back.\Things were good back then. response:	Well, have a seat, Hirose.
context: My name's Tamami Kobayashi, and I graduated from\your school two years ago.\That's a nice bike.\You a first-year?\Y-Yes. My name's Koichi Hirose.\Ah, high school, eh? Takes me back.\Things were good back then.\Well, have a seat, Hirose. response:	Huh? B-But...
context: your school two years ago.\That's a nice bike.\You a first-year?\Y-Yes. My name's Koichi Hirose.\Ah, high school, eh? Takes me back.\Things were good back then.\Well, have a seat, Hirose.\Huh? B-But... response:	Just shut up and sit down.
context: That's a nice bike.\You a first-year?\Y-Yes. My name's Koichi Hirose.\Ah, high school, eh? Takes me back.\Things were good back then.\Well, have a seat, Hirose.\Huh? B-But...\Just shut up and sit down. response:	So... I've got an idea.
context: You a first-year?\Y-Yes. My name's Koichi Hirose.\Ah, high school, eh? Takes me back.\Things were good back then.\Well, have a seat, Hirose.\Huh? B-But...\Just shut up and sit down.\So... I've got an idea. response:	I'll bury that cat for you,
context: Y-Yes. My name's Koichi Hirose.\Ah, high school, eh? Takes me back.\Things were good back then.\Well, have a seat, Hirose.\Huh? B-But...\Just shut up and sit down.\So... I've got an idea.\I'll bury that cat for you, response:	so give me a little money. Okay?
context: Ah, high school, eh? Takes me back.\Things were good back then.\Well, have a seat, Hirose.\Huh? B-But...\Just shut up and sit down.\So... I've got an idea.\I'll bury that cat for you,\so give me a little money. Okay? response:	Hey! Are you listening?!
context: Things were good back then.\Well, have a seat, Hirose.\Huh? B-But...\Just shut up and sit down.\So... I've got an idea.\I'll bury that cat for you,\so give me a little money. Okay?\Hey! Are you listening?! response:	Wh-What are you talking about?
context: Well, have a seat, Hirose.\Huh? B-But...\Just shut up and sit down.\So... I've got an idea.\I'll bury that cat for you,\so give me a little money. Okay?\Hey! Are you listening?!\Wh-What are you talking about? response:	Hey, now. Quit messing around.
context: Huh? B-But...\Just shut up and sit down.\So... I've got an idea.\I'll bury that cat for you,\so give me a little money. Okay?\Hey! Are you listening?!\Wh-What are you talking about?\Hey, now. Quit messing around. response:	It's true that this wasn't your fault,
context: Just shut up and sit down.\So... I've got an idea.\I'll bury that cat for you,\so give me a little money. Okay?\Hey! Are you listening?!\Wh-What are you talking about?\Hey, now. Quit messing around.\It's true that this wasn't your fault, response:	but are you planning to do nothing about killing my cat?
context: So... I've got an idea.\I'll bury that cat for you,\so give me a little money. Okay?\Hey! Are you listening?!\Wh-What are you talking about?\Hey, now. Quit messing around.\It's true that this wasn't your fault,\but are you planning to do nothing about killing my cat? response:	Did you say it was your cat?
context: I'll bury that cat for you,\so give me a little money. Okay?\Hey! Are you listening?!\Wh-What are you talking about?\Hey, now. Quit messing around.\It's true that this wasn't your fault,\but are you planning to do nothing about killing my cat?\Did you say it was your cat? response:	That's right.
context: so give me a little money. Okay?\Hey! Are you listening?!\Wh-What are you talking about?\Hey, now. Quit messing around.\It's true that this wasn't your fault,\but are you planning to do nothing about killing my cat?\Did you say it was your cat?\That's right. response:	Y-You put the kitten o-over there?
context: Hey! Are you listening?!\Wh-What are you talking about?\Hey, now. Quit messing around.\It's true that this wasn't your fault,\but are you planning to do nothing about killing my cat?\Did you say it was your cat?\That's right.\Y-You put the kitten o-over there? response:	That's not the problem anymore.
context: Wh-What are you talking about?\Hey, now. Quit messing around.\It's true that this wasn't your fault,\but are you planning to do nothing about killing my cat?\Did you say it was your cat?\That's right.\Y-You put the kitten o-over there?\That's not the problem anymore. response:	I'm asking you if you're really gonna do nothing about it and go.
context: Hey, now. Quit messing around.\It's true that this wasn't your fault,\but are you planning to do nothing about killing my cat?\Did you say it was your cat?\That's right.\Y-You put the kitten o-over there?\That's not the problem anymore.\I'm asking you if you're really gonna do nothing about it and go. response:	You're the one that killed it, bro.
context: It's true that this wasn't your fault,\but are you planning to do nothing about killing my cat?\Did you say it was your cat?\That's right.\Y-You put the kitten o-over there?\That's not the problem anymore.\I'm asking you if you're really gonna do nothing about it and go.\You're the one that killed it, bro. response:	Jojo's Bizarre Adventure
context: but are you planning to do nothing about killing my cat?\Did you say it was your cat?\That's right.\Y-You put the kitten o-over there?\That's not the problem anymore.\I'm asking you if you're really gonna do nothing about it and go.\You're the one that killed it, bro.\Jojo's Bizarre Adventure response:	Diamond is Unbreakable
context: Did you say it was your cat?\That's right.\Y-You put the kitten o-over there?\That's not the problem anymore.\I'm asking you if you're really gonna do nothing about it and go.\You're the one that killed it, bro.\Jojo's Bizarre Adventure\Diamond is Unbreakable response:	Episode 6 Koichi Hirose (Reverb)
context: That's right.\Y-You put the kitten o-over there?\That's not the problem anymore.\I'm asking you if you're really gonna do nothing about it and go.\You're the one that killed it, bro.\Jojo's Bizarre Adventure\Diamond is Unbreakable\Episode 6 Koichi Hirose (Reverb) response:	Hey, you're feeling guilty, right?
context: Y-You put the kitten o-over there?\That's not the problem anymore.\I'm asking you if you're really gonna do nothing about it and go.\You're the one that killed it, bro.\Jojo's Bizarre Adventure\Diamond is Unbreakable\Episode 6 Koichi Hirose (Reverb)\Hey, you're feeling guilty, right? response:	If your heart could be freed
context: That's not the problem anymore.\I'm asking you if you're really gonna do nothing about it and go.\You're the one that killed it, bro.\Jojo's Bizarre Adventure\Diamond is Unbreakable\Episode 6 Koichi Hirose (Reverb)\Hey, you're feeling guilty, right?\If your heart could be freed response:	from the shackles of guilt by paying some cash...
context: I'm asking you if you're really gonna do nothing about it and go.\You're the one that killed it, bro.\Jojo's Bizarre Adventure\Diamond is Unbreakable\Episode 6 Koichi Hirose (Reverb)\Hey, you're feeling guilty, right?\If your heart could be freed\from the shackles of guilt by paying some cash... response:	Wouldn't it be better to just pay up?
context: You're the one that killed it, bro.\Jojo's Bizarre Adventure\Diamond is Unbreakable\Episode 6 Koichi Hirose (Reverb)\Hey, you're feeling guilty, right?\If your heart could be freed\from the shackles of guilt by paying some cash...\Wouldn't it be better to just pay up? response:	Right?
context: Jojo's Bizarre Adventure\Diamond is Unbreakable\Episode 6 Koichi Hirose (Reverb)\Hey, you're feeling guilty, right?\If your heart could be freed\from the shackles of guilt by paying some cash...\Wouldn't it be better to just pay up?\Right? response:	Money
context: Diamond is Unbreakable\Episode 6 Koichi Hirose (Reverb)\Hey, you're feeling guilty, right?\If your heart could be freed\from the shackles of guilt by paying some cash...\Wouldn't it be better to just pay up?\Right?\Money response:	Wh-What's this lock-looking thing?!
context: Episode 6 Koichi Hirose (Reverb)\Hey, you're feeling guilty, right?\If your heart could be freed\from the shackles of guilt by paying some cash...\Wouldn't it be better to just pay up?\Right?\Money\Wh-What's this lock-looking thing?! response:	It's heavy!
context: Hey, you're feeling guilty, right?\If your heart could be freed\from the shackles of guilt by paying some cash...\Wouldn't it be better to just pay up?\Right?\Money\Wh-What's this lock-looking thing?!\It's heavy! response:	Huh? You can see that?
context: If your heart could be freed\from the shackles of guilt by paying some cash...\Wouldn't it be better to just pay up?\Right?\Money\Wh-What's this lock-looking thing?!\It's heavy!\Huh? You can see that? response:	Then this should go even faster, Hirose.
context: from the shackles of guilt by paying some cash...\Wouldn't it be better to just pay up?\Right?\Money\Wh-What's this lock-looking thing?!\It's heavy!\Huh? You can see that?\Then this should go even faster, Hirose. response:	Th-This is a Stand!
context: Wouldn't it be better to just pay up?\Right?\Money\Wh-What's this lock-looking thing?!\It's heavy!\Huh? You can see that?\Then this should go even faster, Hirose.\Th-This is a Stand! response:	A Stand's inside my body!
context: Right?\Money\Wh-What's this lock-looking thing?!\It's heavy!\Huh? You can see that?\Then this should go even faster, Hirose.\Th-This is a Stand!\A Stand's inside my body! response:	Hey, Josuke.
context: Money\Wh-What's this lock-looking thing?!\It's heavy!\Huh? You can see that?\Then this should go even faster, Hirose.\Th-This is a Stand!\A Stand's inside my body!\Hey, Josuke. response:	Isn't that Koichi standing over there?
context: Wh-What's this lock-looking thing?!\It's heavy!\Huh? You can see that?\Then this should go even faster, Hirose.\Th-This is a Stand!\A Stand's inside my body!\Hey, Josuke.\Isn't that Koichi standing over there? response:	Yeah, that's definitely Koichi.
context: It's heavy!\Huh? You can see that?\Then this should go even faster, Hirose.\Th-This is a Stand!\A Stand's inside my body!\Hey, Josuke.\Isn't that Koichi standing over there?\Yeah, that's definitely Koichi. response:	That kid hangs out with shady-looking characters all the time.
context: Huh? You can see that?\Then this should go even faster, Hirose.\Th-This is a Stand!\A Stand's inside my body!\Hey, Josuke.\Isn't that Koichi standing over there?\Yeah, that's definitely Koichi.\That kid hangs out with shady-looking characters all the time. response:	But he looks like he's having fun.
context: Then this should go even faster, Hirose.\Th-This is a Stand!\A Stand's inside my body!\Hey, Josuke.\Isn't that Koichi standing over there?\Yeah, that's definitely Koichi.\That kid hangs out with shady-looking characters all the time.\But he looks like he's having fun. response:	I met a guy named Keicho Nijimura about four months ago,
context: Th-This is a Stand!\A Stand's inside my body!\Hey, Josuke.\Isn't that Koichi standing over there?\Yeah, that's definitely Koichi.\That kid hangs out with shady-looking characters all the time.\But he looks like he's having fun.\I met a guy named Keicho Nijimura about four months ago, response:	and obtained this ability.
context: A Stand's inside my body!\Hey, Josuke.\Isn't that Koichi standing over there?\Yeah, that's definitely Koichi.\That kid hangs out with shady-looking characters all the time.\But he looks like he's having fun.\I met a guy named Keicho Nijimura about four months ago,\and obtained this ability. response:	I had no idea what was going on, but man, I was happy.
context: Hey, Josuke.\Isn't that Koichi standing over there?\Yeah, that's definitely Koichi.\That kid hangs out with shady-looking characters all the time.\But he looks like he's having fun.\I met a guy named Keicho Nijimura about four months ago,\and obtained this ability.\I had no idea what was going on, but man, I was happy. response:	I figured that if I could use this ability properly,
context: Isn't that Koichi standing over there?\Yeah, that's definitely Koichi.\That kid hangs out with shady-looking characters all the time.\But he looks like he's having fun.\I met a guy named Keicho Nijimura about four months ago,\and obtained this ability.\I had no idea what was going on, but man, I was happy.\I figured that if I could use this ability properly, response:	it could support me for the rest of my life.
context: Yeah, that's definitely Koichi.\That kid hangs out with shady-looking characters all the time.\But he looks like he's having fun.\I met a guy named Keicho Nijimura about four months ago,\and obtained this ability.\I had no idea what was going on, but man, I was happy.\I figured that if I could use this ability properly,\it could support me for the rest of my life. response:	Now...
context: That kid hangs out with shady-looking characters all the time.\But he looks like he's having fun.\I met a guy named Keicho Nijimura about four months ago,\and obtained this ability.\I had no idea what was going on, but man, I was happy.\I figured that if I could use this ability properly,\it could support me for the rest of my life.\Now... response:	Come on, cough it up.
context: But he looks like he's having fun.\I met a guy named Keicho Nijimura about four months ago,\and obtained this ability.\I had no idea what was going on, but man, I was happy.\I figured that if I could use this ability properly,\it could support me for the rest of my life.\Now...\Come on, cough it up. response:	These shackles won't come off if you don't pay up.
context: I met a guy named Keicho Nijimura about four months ago,\and obtained this ability.\I had no idea what was going on, but man, I was happy.\I figured that if I could use this ability properly,\it could support me for the rest of my life.\Now...\Come on, cough it up.\These shackles won't come off if you don't pay up. response:	I-I don't...
context: and obtained this ability.\I had no idea what was going on, but man, I was happy.\I figured that if I could use this ability properly,\it could support me for the rest of my life.\Now...\Come on, cough it up.\These shackles won't come off if you don't pay up.\I-I don't... response:	have any money.
context: I had no idea what was going on, but man, I was happy.\I figured that if I could use this ability properly,\it could support me for the rest of my life.\Now...\Come on, cough it up.\These shackles won't come off if you don't pay up.\I-I don't...\have any money. response:	Huh... You looked away just now, didn't you?
context: I figured that if I could use this ability properly,\it could support me for the rest of my life.\Now...\Come on, cough it up.\These shackles won't come off if you don't pay up.\I-I don't...\have any money.\Huh... You looked away just now, didn't you? response:	W-Well...
context: it could support me for the rest of my life.\Now...\Come on, cough it up.\These shackles won't come off if you don't pay up.\I-I don't...\have any money.\Huh... You looked away just now, didn't you?\W-Well... response:	I-It's heavy!
context: Now...\Come on, cough it up.\These shackles won't come off if you don't pay up.\I-I don't...\have any money.\Huh... You looked away just now, didn't you?\W-Well...\I-It's heavy! response:	I can't even stand anymore!
context: Come on, cough it up.\These shackles won't come off if you don't pay up.\I-I don't...\have any money.\Huh... You looked away just now, didn't you?\W-Well...\I-It's heavy!\I can't even stand anymore! response:	Tsk, tsk, tsk.
context: These shackles won't come off if you don't pay up.\I-I don't...\have any money.\Huh... You looked away just now, didn't you?\W-Well...\I-It's heavy!\I can't even stand anymore!\Tsk, tsk, tsk. response:	It's not nice to lie, you know.
context: I-I don't...\have any money.\Huh... You looked away just now, didn't you?\W-Well...\I-It's heavy!\I can't even stand anymore!\Tsk, tsk, tsk.\It's not nice to lie, you know. response:	You felt bad about lying, didn't you?
context: have any money.\Huh... You looked away just now, didn't you?\W-Well...\I-It's heavy!\I can't even stand anymore!\Tsk, tsk, tsk.\It's not nice to lie, you know.\You felt bad about lying, didn't you? response:	The more guilt you feel, the bigger the lock becomes.
context: Huh... You looked away just now, didn't you?\W-Well...\I-It's heavy!\I can't even stand anymore!\Tsk, tsk, tsk.\It's not nice to lie, you know.\You felt bad about lying, didn't you?\The more guilt you feel, the bigger the lock becomes. response:	These shackles are the weight of your sins.
context: W-Well...\I-It's heavy!\I can't even stand anymore!\Tsk, tsk, tsk.\It's not nice to lie, you know.\You felt bad about lying, didn't you?\The more guilt you feel, the bigger the lock becomes.\These shackles are the weight of your sins. response:	It's automatic.
context: I-It's heavy!\I can't even stand anymore!\Tsk, tsk, tsk.\It's not nice to lie, you know.\You felt bad about lying, didn't you?\The more guilt you feel, the bigger the lock becomes.\These shackles are the weight of your sins.\It's automatic. response:	Even if I'm sleeping, or if you try to run far away, it's never coming off.
context: I can't even stand anymore!\Tsk, tsk, tsk.\It's not nice to lie, you know.\You felt bad about lying, didn't you?\The more guilt you feel, the bigger the lock becomes.\These shackles are the weight of your sins.\It's automatic.\Even if I'm sleeping, or if you try to run far away, it's never coming off. response:	All right? If you get it, then show me your wallet.
context: Tsk, tsk, tsk.\It's not nice to lie, you know.\You felt bad about lying, didn't you?\The more guilt you feel, the bigger the lock becomes.\These shackles are the weight of your sins.\It's automatic.\Even if I'm sleeping, or if you try to run far away, it's never coming off.\All right? If you get it, then show me your wallet. response:	Come on.
context: It's not nice to lie, you know.\You felt bad about lying, didn't you?\The more guilt you feel, the bigger the lock becomes.\These shackles are the weight of your sins.\It's automatic.\Even if I'm sleeping, or if you try to run far away, it's never coming off.\All right? If you get it, then show me your wallet.\Come on. response:	What the heck? You should have just given me this in the first place.
context: You felt bad about lying, didn't you?\The more guilt you feel, the bigger the lock becomes.\These shackles are the weight of your sins.\It's automatic.\Even if I'm sleeping, or if you try to run far away, it's never coming off.\All right? If you get it, then show me your wallet.\Come on.\What the heck? You should have just given me this in the first place. response:	You have 7,000 yen!
context: The more guilt you feel, the bigger the lock becomes.\These shackles are the weight of your sins.\It's automatic.\Even if I'm sleeping, or if you try to run far away, it's never coming off.\All right? If you get it, then show me your wallet.\Come on.\What the heck? You should have just given me this in the first place.\You have 7,000 yen! response:	Th-That's for buying sneakers for gym class today.
context: These shackles are the weight of your sins.\It's automatic.\Even if I'm sleeping, or if you try to run far away, it's never coming off.\All right? If you get it, then show me your wallet.\Come on.\What the heck? You should have just given me this in the first place.\You have 7,000 yen!\Th-That's for buying sneakers for gym class today. response:	Sneakers?
context: It's automatic.\Even if I'm sleeping, or if you try to run far away, it's never coming off.\All right? If you get it, then show me your wallet.\Come on.\What the heck? You should have just given me this in the first place.\You have 7,000 yen!\Th-That's for buying sneakers for gym class today.\Sneakers? response:	Go barefoot!
context: Even if I'm sleeping, or if you try to run far away, it's never coming off.\All right? If you get it, then show me your wallet.\Come on.\What the heck? You should have just given me this in the first place.\You have 7,000 yen!\Th-That's for buying sneakers for gym class today.\Sneakers?\Go barefoot! response:	What are you doing over there?
context: All right? If you get it, then show me your wallet.\Come on.\What the heck? You should have just given me this in the first place.\You have 7,000 yen!\Th-That's for buying sneakers for gym class today.\Sneakers?\Go barefoot!\What are you doing over there? response:	J-Josuke and Okuyasu!
context: Come on.\What the heck? You should have just given me this in the first place.\You have 7,000 yen!\Th-That's for buying sneakers for gym class today.\Sneakers?\Go barefoot!\What are you doing over there?\J-Josuke and Okuyasu! response:	A grown man trying to threaten a high school kid for money?
context: What the heck? You should have just given me this in the first place.\You have 7,000 yen!\Th-That's for buying sneakers for gym class today.\Sneakers?\Go barefoot!\What are you doing over there?\J-Josuke and Okuyasu!\A grown man trying to threaten a high school kid for money? response:	Try getting a job to earn your money.
context: You have 7,000 yen!\Th-That's for buying sneakers for gym class today.\Sneakers?\Go barefoot!\What are you doing over there?\J-Josuke and Okuyasu!\A grown man trying to threaten a high school kid for money?\Try getting a job to earn your money. response:	Now, look! You little boys stay out of this!
context: Th-That's for buying sneakers for gym class today.\Sneakers?\Go barefoot!\What are you doing over there?\J-Josuke and Okuyasu!\A grown man trying to threaten a high school kid for money?\Try getting a job to earn your money.\Now, look! You little boys stay out of this! response:	Oh, we can't do that.
context: Sneakers?\Go barefoot!\What are you doing over there?\J-Josuke and Okuyasu!\A grown man trying to threaten a high school kid for money?\Try getting a job to earn your money.\Now, look! You little boys stay out of this!\Oh, we can't do that. response:	Not when there's some smelly trash around, using some petty Stand.
context: Go barefoot!\What are you doing over there?\J-Josuke and Okuyasu!\A grown man trying to threaten a high school kid for money?\Try getting a job to earn your money.\Now, look! You little boys stay out of this!\Oh, we can't do that.\Not when there's some smelly trash around, using some petty Stand. response:	We've got to take out that trash properly.
context: What are you doing over there?\J-Josuke and Okuyasu!\A grown man trying to threaten a high school kid for money?\Try getting a job to earn your money.\Now, look! You little boys stay out of this!\Oh, we can't do that.\Not when there's some smelly trash around, using some petty Stand.\We've got to take out that trash properly. response:	Hey...
context: J-Josuke and Okuyasu!\A grown man trying to threaten a high school kid for money?\Try getting a job to earn your money.\Now, look! You little boys stay out of this!\Oh, we can't do that.\Not when there's some smelly trash around, using some petty Stand.\We've got to take out that trash properly.\Hey... response:	This seriously isn't coming off.
context: A grown man trying to threaten a high school kid for money?\Try getting a job to earn your money.\Now, look! You little boys stay out of this!\Oh, we can't do that.\Not when there's some smelly trash around, using some petty Stand.\We've got to take out that trash properly.\Hey...\This seriously isn't coming off. response:	Whoa, wait... You guys can see it, too?
context: Try getting a job to earn your money.\Now, look! You little boys stay out of this!\Oh, we can't do that.\Not when there's some smelly trash around, using some petty Stand.\We've got to take out that trash properly.\Hey...\This seriously isn't coming off.\Whoa, wait... You guys can see it, too? response:	Just how many of you can see that?
context: Now, look! You little boys stay out of this!\Oh, we can't do that.\Not when there's some smelly trash around, using some petty Stand.\We've got to take out that trash properly.\Hey...\This seriously isn't coming off.\Whoa, wait... You guys can see it, too?\Just how many of you can see that? response:	That's what I want to know.
context: Oh, we can't do that.\Not when there's some smelly trash around, using some petty Stand.\We've got to take out that trash properly.\Hey...\This seriously isn't coming off.\Whoa, wait... You guys can see it, too?\Just how many of you can see that?\That's what I want to know. response:	But right now, that doesn't matter.
context: Not when there's some smelly trash around, using some petty Stand.\We've got to take out that trash properly.\Hey...\This seriously isn't coming off.\Whoa, wait... You guys can see it, too?\Just how many of you can see that?\That's what I want to know.\But right now, that doesn't matter. response:	Would you kindly take that lock off of him?
