context: Pre! Preparation! response:	I'm not strong
context: P-re-prepare, p-re-prepare, p-re-prepare, cracking apart\P-re-prepare, p-re-prepare, p-re-prepare\If you're not paying attention, be prepared for a poking attack from my fingers\I'm little, but I'll squish you; you're as tiny as a flea to me\What I want is a plastic heart (plus, plus, but it's a minus)\But that's boring; when I'd notice it, I'd have won against you\Love is something that's bittersweet\Simple and clear yet complex and strange stuff response:	I'm only worrying about things that don't matter
context: P-re-prepare, p-re-prepare, p-re-prepare\If you're not paying attention, be prepared for a poking attack from my fingers\I'm little, but I'll squish you; you're as tiny as a flea to me\What I want is a plastic heart (plus, plus, but it's a minus)\But that's boring; when I'd notice it, I'd have won against you\Love is something that's bittersweet\Simple and clear yet complex and strange stuff\I'm only worrying about things that don't matter response:	How does it feel? It feels like that
context: If you're not paying attention, be prepared for a poking attack from my fingers\I'm little, but I'll squish you; you're as tiny as a flea to me\What I want is a plastic heart (plus, plus, but it's a minus)\But that's boring; when I'd notice it, I'd have won against you\Love is something that's bittersweet\Simple and clear yet complex and strange stuff\I'm only worrying about things that don't matter\How does it feel? It feels like that response:	You're gentle and sincere yet eccentric
context: I'm little, but I'll squish you; you're as tiny as a flea to me\What I want is a plastic heart (plus, plus, but it's a minus)\But that's boring; when I'd notice it, I'd have won against you\Love is something that's bittersweet\Simple and clear yet complex and strange stuff\I'm only worrying about things that don't matter\How does it feel? It feels like that\You're gentle and sincere yet eccentric response:	I pretend to be strong all over and compete against you
context: What I want is a plastic heart (plus, plus, but it's a minus)\But that's boring; when I'd notice it, I'd have won against you\Love is something that's bittersweet\Simple and clear yet complex and strange stuff\I'm only worrying about things that don't matter\How does it feel? It feels like that\You're gentle and sincere yet eccentric\I pretend to be strong all over and compete against you response:	Just by being honest, it's so stimulating and I feel dizzy
context: But that's boring; when I'd notice it, I'd have won against you\Love is something that's bittersweet\Simple and clear yet complex and strange stuff\I'm only worrying about things that don't matter\How does it feel? It feels like that\You're gentle and sincere yet eccentric\I pretend to be strong all over and compete against you\Just by being honest, it's so stimulating and I feel dizzy response:	I get hurt, I hurt you, in a preparation of pure feelings
context: Love is something that's bittersweet\Simple and clear yet complex and strange stuff\I'm only worrying about things that don't matter\How does it feel? It feels like that\You're gentle and sincere yet eccentric\I pretend to be strong all over and compete against you\Just by being honest, it's so stimulating and I feel dizzy\I get hurt, I hurt you, in a preparation of pure feelings response:	In my head, there's always a pre-parade of pure feelings all by myself
context: Simple and clear yet complex and strange stuff\I'm only worrying about things that don't matter\How does it feel? It feels like that\You're gentle and sincere yet eccentric\I pretend to be strong all over and compete against you\Just by being honest, it's so stimulating and I feel dizzy\I get hurt, I hurt you, in a preparation of pure feelings\In my head, there's always a pre-parade of pure feelings all by myself response:	ba ni ra
context: I'm only worrying about things that don't matter\How does it feel? It feels like that\You're gentle and sincere yet eccentric\I pretend to be strong all over and compete against you\Just by being honest, it's so stimulating and I feel dizzy\I get hurt, I hurt you, in a preparation of pure feelings\In my head, there's always a pre-parade of pure feelings all by myself\ba ni ra response:	With vanilla salt
context: How does it feel? It feels like that\You're gentle and sincere yet eccentric\I pretend to be strong all over and compete against you\Just by being honest, it's so stimulating and I feel dizzy\I get hurt, I hurt you, in a preparation of pure feelings\In my head, there's always a pre-parade of pure feelings all by myself\ba ni ra\With vanilla salt response:	vanilla
context: You're gentle and sincere yet eccentric\I pretend to be strong all over and compete against you\Just by being honest, it's so stimulating and I feel dizzy\I get hurt, I hurt you, in a preparation of pure feelings\In my head, there's always a pre-parade of pure feelings all by myself\ba ni ra\With vanilla salt\vanilla response:	If it's just sweet
context: I pretend to be strong all over and compete against you\Just by being honest, it's so stimulating and I feel dizzy\I get hurt, I hurt you, in a preparation of pure feelings\In my head, there's always a pre-parade of pure feelings all by myself\ba ni ra\With vanilla salt\vanilla\If it's just sweet response:	Then let's put salt on
context: Just by being honest, it's so stimulating and I feel dizzy\I get hurt, I hurt you, in a preparation of pure feelings\In my head, there's always a pre-parade of pure feelings all by myself\ba ni ra\With vanilla salt\vanilla\If it's just sweet\Then let's put salt on response:	Because I want you to know more about me
context: I get hurt, I hurt you, in a preparation of pure feelings\In my head, there's always a pre-parade of pure feelings all by myself\ba ni ra\With vanilla salt\vanilla\If it's just sweet\Then let's put salt on\Because I want you to know more about me response:	More than anyone else, I want to bare my self
context: In my head, there's always a pre-parade of pure feelings all by myself\ba ni ra\With vanilla salt\vanilla\If it's just sweet\Then let's put salt on\Because I want you to know more about me\More than anyone else, I want to bare my self response:	But I can't do it, I've got nothing for experience
context: ba ni ra\With vanilla salt\vanilla\If it's just sweet\Then let's put salt on\Because I want you to know more about me\More than anyone else, I want to bare my self\But I can't do it, I've got nothing for experience response:	It's too frustrating
context: With vanilla salt\vanilla\If it's just sweet\Then let's put salt on\Because I want you to know more about me\More than anyone else, I want to bare my self\But I can't do it, I've got nothing for experience\It's too frustrating response:	But a love that's just sweet
context: vanilla\If it's just sweet\Then let's put salt on\Because I want you to know more about me\More than anyone else, I want to bare my self\But I can't do it, I've got nothing for experience\It's too frustrating\But a love that's just sweet response:	Is slightly different from what I'm seeking
context: If it's just sweet\Then let's put salt on\Because I want you to know more about me\More than anyone else, I want to bare my self\But I can't do it, I've got nothing for experience\It's too frustrating\But a love that's just sweet\Is slightly different from what I'm seeking response:	If I'm told it's white
context: Then let's put salt on\Because I want you to know more about me\More than anyone else, I want to bare my self\But I can't do it, I've got nothing for experience\It's too frustrating\But a love that's just sweet\Is slightly different from what I'm seeking\If I'm told it's white response:	I'd say it's black
context: Because I want you to know more about me\More than anyone else, I want to bare my self\But I can't do it, I've got nothing for experience\It's too frustrating\But a love that's just sweet\Is slightly different from what I'm seeking\If I'm told it's white\I'd say it's black response:	I can't be honest
context: More than anyone else, I want to bare my self\But I can't do it, I've got nothing for experience\It's too frustrating\But a love that's just sweet\Is slightly different from what I'm seeking\If I'm told it's white\I'd say it's black\I can't be honest response:	I say one thing but do another
context: But I can't do it, I've got nothing for experience\It's too frustrating\But a love that's just sweet\Is slightly different from what I'm seeking\If I'm told it's white\I'd say it's black\I can't be honest\I say one thing but do another response:	If I'm told, I love you
context: It's too frustrating\But a love that's just sweet\Is slightly different from what I'm seeking\If I'm told it's white\I'd say it's black\I can't be honest\I say one thing but do another\If I'm told, I love you response:	I'd say, I hate you
context: But a love that's just sweet\Is slightly different from what I'm seeking\If I'm told it's white\I'd say it's black\I can't be honest\I say one thing but do another\If I'm told, I love you\I'd say, I hate you response:	I'm happy, but what am I saying?
context: Is slightly different from what I'm seeking\If I'm told it's white\I'd say it's black\I can't be honest\I say one thing but do another\If I'm told, I love you\I'd say, I hate you\I'm happy, but what am I saying? response:	Like putting salt
context: If I'm told it's white\I'd say it's black\I can't be honest\I say one thing but do another\If I'm told, I love you\I'd say, I hate you\I'm happy, but what am I saying?\Like putting salt response:	Into sweet vanilla...
context: I'd say it's black\I can't be honest\I say one thing but do another\If I'm told, I love you\I'd say, I hate you\I'm happy, but what am I saying?\Like putting salt\Into sweet vanilla... response:	Pool Opening Day
context: I can't be honest\I say one thing but do another\If I'm told, I love you\I'd say, I hate you\I'm happy, but what am I saying?\Like putting salt\Into sweet vanilla...\Pool Opening Day response:	Information about the pool opening day
context: I say one thing but do another\If I'm told, I love you\I'd say, I hate you\I'm happy, but what am I saying?\Like putting salt\Into sweet vanilla...\Pool Opening Day\Information about the pool opening day response:	Information about the pool opening day Swimsuits can only be black or navy blue Bikinis are not...
context: If I'm told, I love you\I'd say, I hate you\I'm happy, but what am I saying?\Like putting salt\Into sweet vanilla...\Pool Opening Day\Information about the pool opening day\Information about the pool opening day Swimsuits can only be black or navy blue Bikinis are not... response:	Pitiful Breasts
context: I'd say, I hate you\I'm happy, but what am I saying?\Like putting salt\Into sweet vanilla...\Pool Opening Day\Information about the pool opening day\Information about the pool opening day Swimsuits can only be black or navy blue Bikinis are not...\Pitiful Breasts response:	Pitiful Breasts
context: I'm happy, but what am I saying?\Like putting salt\Into sweet vanilla...\Pool Opening Day\Information about the pool opening day\Information about the pool opening day Swimsuits can only be black or navy blue Bikinis are not...\Pitiful Breasts\Pitiful Breasts response:	Pitiful Breasts
context: Like putting salt\Into sweet vanilla...\Pool Opening Day\Information about the pool opening day\Information about the pool opening day Swimsuits can only be black or navy blue Bikinis are not...\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts response:	Pitiful Breasts
context: Into sweet vanilla...\Pool Opening Day\Information about the pool opening day\Information about the pool opening day Swimsuits can only be black or navy blue Bikinis are not...\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts response:	Pitiful Breasts
context: Pool Opening Day\Information about the pool opening day\Information about the pool opening day Swimsuits can only be black or navy blue Bikinis are not...\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts response:	Pitiful Breasts
context: Information about the pool opening day\Information about the pool opening day Swimsuits can only be black or navy blue Bikinis are not...\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts response:	Pitiful Breasts
context: Information about the pool opening day Swimsuits can only be black or navy blue Bikinis are not...\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts response:	Pitiful Breasts
context: Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts response:	Pitiful Breasts
context: Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts response:	Pitiful Breasts
context: Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts response:	Pitiful Breasts
context: Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts response:	Pitiful Breasts
context: Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts response:	Pitiful Breasts
context: Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts response:	Pitiful Breasts
context: Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts response:	Pitiful Breasts
context: Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts response:	Pitiful Breasts
context: Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts response:	Pitiful Breasts
context: Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts response:	Pitiful Breasts
context: Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts response:	Pitiful Breasts
context: Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts response:	Pitiful Breasts
context: Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts response:	Pitiful Breasts
context: Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts response:	Pitiful Breasts
context: Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts response:	Pitiful Breasts
context: Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts response:	Pitiful Breasts
context: Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts response:	Pitiful Breasts
context: Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts response:	Pitiful Breasts
context: Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts response:	Girl's dressing room
context: Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Girl's dressing room response:	Next Episode Preview
context: Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Girl's dressing room\Next Episode Preview response:	For whose sake?
context: Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Girl's dressing room\Next Episode Preview\For whose sake? response:	Takasu-kun, what would you do if I showed you the real me?
context: Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Girl's dressing room\Next Episode Preview\For whose sake?\Takasu-kun, what would you do if I showed you the real me? response:	Huh?
context: Pitiful Breasts\Pitiful Breasts\Pitiful Breasts\Girl's dressing room\Next Episode Preview\For whose sake?\Takasu-kun, what would you do if I showed you the real me?\Huh? response:	Would you fall in love with me?
context: Pitiful Breasts\Pitiful Breasts\Girl's dressing room\Next Episode Preview\For whose sake?\Takasu-kun, what would you do if I showed you the real me?\Huh?\Would you fall in love with me? response:	Would you?
context: Pitiful Breasts\Girl's dressing room\Next Episode Preview\For whose sake?\Takasu-kun, what would you do if I showed you the real me?\Huh?\Would you fall in love with me?\Would you? response:	W-Wait just a moment...
context: Girl's dressing room\Next Episode Preview\For whose sake?\Takasu-kun, what would you do if I showed you the real me?\Huh?\Would you fall in love with me?\Would you?\W-Wait just a moment... response:	Taiga? Were they there?
context: Next Episode Preview\For whose sake?\Takasu-kun, what would you do if I showed you the real me?\Huh?\Would you fall in love with me?\Would you?\W-Wait just a moment...\Taiga? Were they there? response:	Taiga?
context: For whose sake?\Takasu-kun, what would you do if I showed you the real me?\Huh?\Would you fall in love with me?\Would you?\W-Wait just a moment...\Taiga? Were they there?\Taiga? response:	Huh? Are we in a bad situation?
context: Takasu-kun, what would you do if I showed you the real me?\Huh?\Would you fall in love with me?\Would you?\W-Wait just a moment...\Taiga? Were they there?\Taiga?\Huh? Are we in a bad situation? response:	Maybe Ami-chan's timing was really bad?
context: Huh?\Would you fall in love with me?\Would you?\W-Wait just a moment...\Taiga? Were they there?\Taiga?\Huh? Are we in a bad situation?\Maybe Ami-chan's timing was really bad? response:	T-This is not what you think!
context: Would you fall in love with me?\Would you?\W-Wait just a moment...\Taiga? Were they there?\Taiga?\Huh? Are we in a bad situation?\Maybe Ami-chan's timing was really bad?\T-This is not what you think! response:	Ta
context: Would you?\W-Wait just a moment...\Taiga? Were they there?\Taiga?\Huh? Are we in a bad situation?\Maybe Ami-chan's timing was really bad?\T-This is not what you think!\Ta response:	Minorin!
context: W-Wait just a moment...\Taiga? Were they there?\Taiga?\Huh? Are we in a bad situation?\Maybe Ami-chan's timing was really bad?\T-This is not what you think!\Ta\Minorin! response:	Looks like nobody's here!
context: Taiga? Were they there?\Taiga?\Huh? Are we in a bad situation?\Maybe Ami-chan's timing was really bad?\T-This is not what you think!\Ta\Minorin!\Looks like nobody's here! response:	Just where did they go?
context: Taiga?\Huh? Are we in a bad situation?\Maybe Ami-chan's timing was really bad?\T-This is not what you think!\Ta\Minorin!\Looks like nobody's here!\Just where did they go? response:	My, why are you lying to her?
context: Huh? Are we in a bad situation?\Maybe Ami-chan's timing was really bad?\T-This is not what you think!\Ta\Minorin!\Looks like nobody's here!\Just where did they go?\My, why are you lying to her? response:	Could it be that you don't want to accept it?
context: Maybe Ami-chan's timing was really bad?\T-This is not what you think!\Ta\Minorin!\Looks like nobody's here!\Just where did they go?\My, why are you lying to her?\Could it be that you don't want to accept it? response:	That he let a girl other than you into his house.
context: T-This is not what you think!\Ta\Minorin!\Looks like nobody's here!\Just where did they go?\My, why are you lying to her?\Could it be that you don't want to accept it?\That he let a girl other than you into his house. response:	Idi - Don't say it like that!
context: Ta\Minorin!\Looks like nobody's here!\Just where did they go?\My, why are you lying to her?\Could it be that you don't want to accept it?\That he let a girl other than you into his house.\Idi - Don't say it like that! response:	Aw, but...
context: Minorin!\Looks like nobody's here!\Just where did they go?\My, why are you lying to her?\Could it be that you don't want to accept it?\That he let a girl other than you into his house.\Idi - Don't say it like that!\Aw, but... response:	No buts!
context: Looks like nobody's here!\Just where did they go?\My, why are you lying to her?\Could it be that you don't want to accept it?\That he let a girl other than you into his house.\Idi - Don't say it like that!\Aw, but...\No buts! response:	Come on, just tell her the truth!
context: Just where did they go?\My, why are you lying to her?\Could it be that you don't want to accept it?\That he let a girl other than you into his house.\Idi - Don't say it like that!\Aw, but...\No buts!\Come on, just tell her the truth! response:	Huh? The truth? No way! Takasu-kun, you're so...
context: My, why are you lying to her?\Could it be that you don't want to accept it?\That he let a girl other than you into his house.\Idi - Don't say it like that!\Aw, but...\No buts!\Come on, just tell her the truth!\Huh? The truth? No way! Takasu-kun, you're so... response:	H-Hey! Taiga!
context: Could it be that you don't want to accept it?\That he let a girl other than you into his house.\Idi - Don't say it like that!\Aw, but...\No buts!\Come on, just tell her the truth!\Huh? The truth? No way! Takasu-kun, you're so...\H-Hey! Taiga! response:	Taiga!
context: That he let a girl other than you into his house.\Idi - Don't say it like that!\Aw, but...\No buts!\Come on, just tell her the truth!\Huh? The truth? No way! Takasu-kun, you're so...\H-Hey! Taiga!\Taiga! response:	Good morning!
context: Idi - Don't say it like that!\Aw, but...\No buts!\Come on, just tell her the truth!\Huh? The truth? No way! Takasu-kun, you're so...\H-Hey! Taiga!\Taiga!\Good morning! response:	Huh? Taiga-chan, did anything happen?
context: Aw, but...\No buts!\Come on, just tell her the truth!\Huh? The truth? No way! Takasu-kun, you're so...\H-Hey! Taiga!\Taiga!\Good morning!\Huh? Taiga-chan, did anything happen? response:	No, I don't have anything any more.
context: No buts!\Come on, just tell her the truth!\Huh? The truth? No way! Takasu-kun, you're so...\H-Hey! Taiga!\Taiga!\Good morning!\Huh? Taiga-chan, did anything happen?\No, I don't have anything any more. response:	I wonder what tonight's dinner is going to be?
context: Come on, just tell her the truth!\Huh? The truth? No way! Takasu-kun, you're so...\H-Hey! Taiga!\Taiga!\Good morning!\Huh? Taiga-chan, did anything happen?\No, I don't have anything any more.\I wonder what tonight's dinner is going to be? response:	We're having a rice bowl dish. You like those, right?
context: Huh? The truth? No way! Takasu-kun, you're so...\H-Hey! Taiga!\Taiga!\Good morning!\Huh? Taiga-chan, did anything happen?\No, I don't have anything any more.\I wonder what tonight's dinner is going to be?\We're having a rice bowl dish. You like those, right? response:	Is that so?
context: H-Hey! Taiga!\Taiga!\Good morning!\Huh? Taiga-chan, did anything happen?\No, I don't have anything any more.\I wonder what tonight's dinner is going to be?\We're having a rice bowl dish. You like those, right?\Is that so? response:	Shouldn't you have made red rice instead?
context: Taiga!\Good morning!\Huh? Taiga-chan, did anything happen?\No, I don't have anything any more.\I wonder what tonight's dinner is going to be?\We're having a rice bowl dish. You like those, right?\Is that so?\Shouldn't you have made red rice instead? response:	What?
context: Good morning!\Huh? Taiga-chan, did anything happen?\No, I don't have anything any more.\I wonder what tonight's dinner is going to be?\We're having a rice bowl dish. You like those, right?\Is that so?\Shouldn't you have made red rice instead?\What? response:	Right, ugly bird?
context: Huh? Taiga-chan, did anything happen?\No, I don't have anything any more.\I wonder what tonight's dinner is going to be?\We're having a rice bowl dish. You like those, right?\Is that so?\Shouldn't you have made red rice instead?\What?\Right, ugly bird? response:	Ugly?
context: No, I don't have anything any more.\I wonder what tonight's dinner is going to be?\We're having a rice bowl dish. You like those, right?\Is that so?\Shouldn't you have made red rice instead?\What?\Right, ugly bird?\Ugly? response:	Hey, Taiga. About what happened this evening...
context: I wonder what tonight's dinner is going to be?\We're having a rice bowl dish. You like those, right?\Is that so?\Shouldn't you have made red rice instead?\What?\Right, ugly bird?\Ugly?\Hey, Taiga. About what happened this evening... response:	Ugly... ugly... ugly...
context: We're having a rice bowl dish. You like those, right?\Is that so?\Shouldn't you have made red rice instead?\What?\Right, ugly bird?\Ugly?\Hey, Taiga. About what happened this evening...\Ugly... ugly... ugly... response:	Kawashima was just teasing me, and um...
context: Is that so?\Shouldn't you have made red rice instead?\What?\Right, ugly bird?\Ugly?\Hey, Taiga. About what happened this evening...\Ugly... ugly... ugly...\Kawashima was just teasing me, and um... response:	It looks like it left a bad impression.
context: Shouldn't you have made red rice instead?\What?\Right, ugly bird?\Ugly?\Hey, Taiga. About what happened this evening...\Ugly... ugly... ugly...\Kawashima was just teasing me, and um...\It looks like it left a bad impression. response:	I'm sorry.
context: What?\Right, ugly bird?\Ugly?\Hey, Taiga. About what happened this evening...\Ugly... ugly... ugly...\Kawashima was just teasing me, and um...\It looks like it left a bad impression.\I'm sorry. response:	Exactly what might you be apologising for?
context: Right, ugly bird?\Ugly?\Hey, Taiga. About what happened this evening...\Ugly... ugly... ugly...\Kawashima was just teasing me, and um...\It looks like it left a bad impression.\I'm sorry.\Exactly what might you be apologising for? response:	Ryuuji's a pretty weird guy, isn't he?
context: Ugly?\Hey, Taiga. About what happened this evening...\Ugly... ugly... ugly...\Kawashima was just teasing me, and um...\It looks like it left a bad impression.\I'm sorry.\Exactly what might you be apologising for?\Ryuuji's a pretty weird guy, isn't he? response:	I-Inko-chan!
context: Hey, Taiga. About what happened this evening...\Ugly... ugly... ugly...\Kawashima was just teasing me, and um...\It looks like it left a bad impression.\I'm sorry.\Exactly what might you be apologising for?\Ryuuji's a pretty weird guy, isn't he?\I-Inko-chan! response:	Hang in there, Inko-chan!
context: Ugly... ugly... ugly...\Kawashima was just teasing me, and um...\It looks like it left a bad impression.\I'm sorry.\Exactly what might you be apologising for?\Ryuuji's a pretty weird guy, isn't he?\I-Inko-chan!\Hang in there, Inko-chan! response:	Get a hold of yourself!
context: Kawashima was just teasing me, and um...\It looks like it left a bad impression.\I'm sorry.\Exactly what might you be apologising for?\Ryuuji's a pretty weird guy, isn't he?\I-Inko-chan!\Hang in there, Inko-chan!\Get a hold of yourself! response:	Taiga! Wake up!
context: It looks like it left a bad impression.\I'm sorry.\Exactly what might you be apologising for?\Ryuuji's a pretty weird guy, isn't he?\I-Inko-chan!\Hang in there, Inko-chan!\Get a hold of yourself!\Taiga! Wake up! response:	Oh man, it's so late...
context: I'm sorry.\Exactly what might you be apologising for?\Ryuuji's a pretty weird guy, isn't he?\I-Inko-chan!\Hang in there, Inko-chan!\Get a hold of yourself!\Taiga! Wake up!\Oh man, it's so late... response:	That hurt.
context: Exactly what might you be apologising for?\Ryuuji's a pretty weird guy, isn't he?\I-Inko-chan!\Hang in there, Inko-chan!\Get a hold of yourself!\Taiga! Wake up!\Oh man, it's so late...\That hurt. response:	Huh?
context: Ryuuji's a pretty weird guy, isn't he?\I-Inko-chan!\Hang in there, Inko-chan!\Get a hold of yourself!\Taiga! Wake up!\Oh man, it's so late...\That hurt.\Huh? response:	S-Sorry.
context: I-Inko-chan!\Hang in there, Inko-chan!\Get a hold of yourself!\Taiga! Wake up!\Oh man, it's so late...\That hurt.\Huh?\S-Sorry. response:	What?
context: Hang in there, Inko-chan!\Get a hold of yourself!\Taiga! Wake up!\Oh man, it's so late...\That hurt.\Huh?\S-Sorry.\What? response:	I mean, we've overslept!
context: Get a hold of yourself!\Taiga! Wake up!\Oh man, it's so late...\That hurt.\Huh?\S-Sorry.\What?\I mean, we've overslept! response:	Hurry up and get ready as quickly as you can!
context: Taiga! Wake up!\Oh man, it's so late...\That hurt.\Huh?\S-Sorry.\What?\I mean, we've overslept!\Hurry up and get ready as quickly as you can! response:	What's for breakfast?
context: Oh man, it's so late...\That hurt.\Huh?\S-Sorry.\What?\I mean, we've overslept!\Hurry up and get ready as quickly as you can!\What's for breakfast? response:	Why did you wake me up like this today?
context: That hurt.\Huh?\S-Sorry.\What?\I mean, we've overslept!\Hurry up and get ready as quickly as you can!\What's for breakfast?\Why did you wake me up like this today? response:	There's no breakfast or lunch box!
context: Huh?\S-Sorry.\What?\I mean, we've overslept!\Hurry up and get ready as quickly as you can!\What's for breakfast?\Why did you wake me up like this today?\There's no breakfast or lunch box! response:	If we don't leave in five minutes, we'll be late!
context: S-Sorry.\What?\I mean, we've overslept!\Hurry up and get ready as quickly as you can!\What's for breakfast?\Why did you wake me up like this today?\There's no breakfast or lunch box!\If we don't leave in five minutes, we'll be late! response:	Ah geez, if we don't go by a convenience store, we won't have any lunch!
