context: 2:00 Work response:	2:00 Work
context: 4:23, 6:26 Manager\4:23, 6:26 Manager\Out of Business\Out of Business\14:23 Salary\14:23 Salary\Eyecatch\Eyecatch response:	14:36 Change
context: 4:23, 6:26 Manager\Out of Business\Out of Business\14:23 Salary\14:23 Salary\Eyecatch\Eyecatch\14:36 Change response:	14:36 Change
context: Out of Business\Out of Business\14:23 Salary\14:23 Salary\Eyecatch\Eyecatch\14:36 Change\14:36 Change response:	Happy New Yer!
context: Out of Business\14:23 Salary\14:23 Salary\Eyecatch\Eyecatch\14:36 Change\14:36 Change\Happy New Yer! response:	Happy New Yer!
context: 14:23 Salary\14:23 Salary\Eyecatch\Eyecatch\14:36 Change\14:36 Change\Happy New Yer!\Happy New Yer! response:	14:55 Ichijou
context: 14:23 Salary\Eyecatch\Eyecatch\14:36 Change\14:36 Change\Happy New Yer!\Happy New Yer!\14:55 Ichijou response:	14:55 Ichijou
context: Eyecatch\Eyecatch\14:36 Change\14:36 Change\Happy New Yer!\Happy New Yer!\14:55 Ichijou\14:55 Ichijou response:	14: 58 Maru... Ichioka Oosera Imamura Hanoi Bon Kibou Mukae Kira Shimozuru
context: Eyecatch\14:36 Change\14:36 Change\Happy New Yer!\Happy New Yer!\14:55 Ichijou\14:55 Ichijou\14: 58 Maru... Ichioka Oosera Imamura Hanoi Bon Kibou Mukae Kira Shimozuru response:	Maru
context: 14:36 Change\14:36 Change\Happy New Yer!\Happy New Yer!\14:55 Ichijou\14:55 Ichijou\14: 58 Maru... Ichioka Oosera Imamura Hanoi Bon Kibou Mukae Kira Shimozuru\Maru response:	14: 58 Maru... Ichioka Oosera Imamura Hanoi Bon Kibou Mukae Kira Shimozuru
context: 14:36 Change\Happy New Yer!\Happy New Yer!\14:55 Ichijou\14:55 Ichijou\14: 58 Maru... Ichioka Oosera Imamura Hanoi Bon Kibou Mukae Kira Shimozuru\Maru\14: 58 Maru... Ichioka Oosera Imamura Hanoi Bon Kibou Mukae Kira Shimozuru response:	16:42 Treasure Sushi
context: Happy New Yer!\Happy New Yer!\14:55 Ichijou\14:55 Ichijou\14: 58 Maru... Ichioka Oosera Imamura Hanoi Bon Kibou Mukae Kira Shimozuru\Maru\14: 58 Maru... Ichioka Oosera Imamura Hanoi Bon Kibou Mukae Kira Shimozuru\16:42 Treasure Sushi response:	16:42 Treasure Sushi
context: Happy New Yer!\14:55 Ichijou\14:55 Ichijou\14: 58 Maru... Ichioka Oosera Imamura Hanoi Bon Kibou Mukae Kira Shimozuru\Maru\14: 58 Maru... Ichioka Oosera Imamura Hanoi Bon Kibou Mukae Kira Shimozuru\16:42 Treasure Sushi\16:42 Treasure Sushi response:	21:53 Female Employment Rate
context: 14:55 Ichijou\14:55 Ichijou\14: 58 Maru... Ichioka Oosera Imamura Hanoi Bon Kibou Mukae Kira Shimozuru\Maru\14: 58 Maru... Ichioka Oosera Imamura Hanoi Bon Kibou Mukae Kira Shimozuru\16:42 Treasure Sushi\16:42 Treasure Sushi\21:53 Female Employment Rate response:	21:53 Female Employment Rate
context: 14:55 Ichijou\14: 58 Maru... Ichioka Oosera Imamura Hanoi Bon Kibou Mukae Kira Shimozuru\Maru\14: 58 Maru... Ichioka Oosera Imamura Hanoi Bon Kibou Mukae Kira Shimozuru\16:42 Treasure Sushi\16:42 Treasure Sushi\21:53 Female Employment Rate\21:53 Female Employment Rate response:	2207 Aging Declining Birth (dark blue)
context: 14: 58 Maru... Ichioka Oosera Imamura Hanoi Bon Kibou Mukae Kira Shimozuru\Maru\14: 58 Maru... Ichioka Oosera Imamura Hanoi Bon Kibou Mukae Kira Shimozuru\16:42 Treasure Sushi\16:42 Treasure Sushi\21:53 Female Employment Rate\21:53 Female Employment Rate\2207 Aging Declining Birth (dark blue) response:	Aging Declining Birth (dark blue)
context: Maru\14: 58 Maru... Ichioka Oosera Imamura Hanoi Bon Kibou Mukae Kira Shimozuru\16:42 Treasure Sushi\16:42 Treasure Sushi\21:53 Female Employment Rate\21:53 Female Employment Rate\2207 Aging Declining Birth (dark blue)\Aging Declining Birth (dark blue) response:	23:21 Operation Off/Onn Dry Auto Fan Auto Louver
context: 14: 58 Maru... Ichioka Oosera Imamura Hanoi Bon Kibou Mukae Kira Shimozuru\16:42 Treasure Sushi\16:42 Treasure Sushi\21:53 Female Employment Rate\21:53 Female Employment Rate\2207 Aging Declining Birth (dark blue)\Aging Declining Birth (dark blue)\23:21 Operation Off/Onn Dry Auto Fan Auto Louver response:	23:21 Operation Off/Onn
context: 16:42 Treasure Sushi\16:42 Treasure Sushi\21:53 Female Employment Rate\21:53 Female Employment Rate\2207 Aging Declining Birth (dark blue)\Aging Declining Birth (dark blue)\23:21 Operation Off/Onn Dry Auto Fan Auto Louver\23:21 Operation Off/Onn response:	kirameki dashita yume wo
context: 16:42 Treasure Sushi\21:53 Female Employment Rate\21:53 Female Employment Rate\2207 Aging Declining Birth (dark blue)\Aging Declining Birth (dark blue)\23:21 Operation Off/Onn Dry Auto Fan Auto Louver\23:21 Operation Off/Onn\kirameki dashita yume wo response:	nozokikomu kagami hajimete no hyoujou
context: 21:53 Female Employment Rate\21:53 Female Employment Rate\2207 Aging Declining Birth (dark blue)\Aging Declining Birth (dark blue)\23:21 Operation Off/Onn Dry Auto Fan Auto Louver\23:21 Operation Off/Onn\kirameki dashita yume wo\nozokikomu kagami hajimete no hyoujou response:	sugu saki no tobira akete mitai na
context: 21:53 Female Employment Rate\2207 Aging Declining Birth (dark blue)\Aging Declining Birth (dark blue)\23:21 Operation Off/Onn Dry Auto Fan Auto Louver\23:21 Operation Off/Onn\kirameki dashita yume wo\nozokikomu kagami hajimete no hyoujou\sugu saki no tobira akete mitai na response:	naname ni rouka wo yokogittara
context: 2207 Aging Declining Birth (dark blue)\Aging Declining Birth (dark blue)\23:21 Operation Off/Onn Dry Auto Fan Auto Louver\23:21 Operation Off/Onn\kirameki dashita yume wo\nozokikomu kagami hajimete no hyoujou\sugu saki no tobira akete mitai na\naname ni rouka wo yokogittara response:	guuzen no ito ga (kimi to)
context: Aging Declining Birth (dark blue)\23:21 Operation Off/Onn Dry Auto Fan Auto Louver\23:21 Operation Off/Onn\kirameki dashita yume wo\nozokikomu kagami hajimete no hyoujou\sugu saki no tobira akete mitai na\naname ni rouka wo yokogittara\guuzen no ito ga (kimi to) response:	butsukari karamaru
context: 23:21 Operation Off/Onn Dry Auto Fan Auto Louver\23:21 Operation Off/Onn\kirameki dashita yume wo\nozokikomu kagami hajimete no hyoujou\sugu saki no tobira akete mitai na\naname ni rouka wo yokogittara\guuzen no ito ga (kimi to)\butsukari karamaru response:	mado aketa te ha
context: 23:21 Operation Off/Onn\kirameki dashita yume wo\nozokikomu kagami hajimete no hyoujou\sugu saki no tobira akete mitai na\naname ni rouka wo yokogittara\guuzen no ito ga (kimi to)\butsukari karamaru\mado aketa te ha response:	koi wo watashi yori
context: kirameki dashita yume wo\nozokikomu kagami hajimete no hyoujou\sugu saki no tobira akete mitai na\naname ni rouka wo yokogittara\guuzen no ito ga (kimi to)\butsukari karamaru\mado aketa te ha\koi wo watashi yori response:	rikai shiteita you de
context: nozokikomu kagami hajimete no hyoujou\sugu saki no tobira akete mitai na\naname ni rouka wo yokogittara\guuzen no ito ga (kimi to)\butsukari karamaru\mado aketa te ha\koi wo watashi yori\rikai shiteita you de response:	kimi he to tebutta
context: sugu saki no tobira akete mitai na\naname ni rouka wo yokogittara\guuzen no ito ga (kimi to)\butsukari karamaru\mado aketa te ha\koi wo watashi yori\rikai shiteita you de\kimi he to tebutta response:	mousou daiarii tokimeki dashite saigo ni nokoru omoi
context: naname ni rouka wo yokogittara\guuzen no ito ga (kimi to)\butsukari karamaru\mado aketa te ha\koi wo watashi yori\rikai shiteita you de\kimi he to tebutta\mousou daiarii tokimeki dashite saigo ni nokoru omoi response:	donna? donna iro? hoshii kotae kaiteinai
context: guuzen no ito ga (kimi to)\butsukari karamaru\mado aketa te ha\koi wo watashi yori\rikai shiteita you de\kimi he to tebutta\mousou daiarii tokimeki dashite saigo ni nokoru omoi\donna? donna iro? hoshii kotae kaiteinai response:	seorii nani mo wakattenai noni
context: butsukari karamaru\mado aketa te ha\koi wo watashi yori\rikai shiteita you de\kimi he to tebutta\mousou daiarii tokimeki dashite saigo ni nokoru omoi\donna? donna iro? hoshii kotae kaiteinai\seorii nani mo wakattenai noni response:	sagasu mirai kitto matteru hazu
context: mado aketa te ha\koi wo watashi yori\rikai shiteita you de\kimi he to tebutta\mousou daiarii tokimeki dashite saigo ni nokoru omoi\donna? donna iro? hoshii kotae kaiteinai\seorii nani mo wakattenai noni\sagasu mirai kitto matteru hazu response:	kioku tadotte ima no atarashii yume tsukurou
context: koi wo watashi yori\rikai shiteita you de\kimi he to tebutta\mousou daiarii tokimeki dashite saigo ni nokoru omoi\donna? donna iro? hoshii kotae kaiteinai\seorii nani mo wakattenai noni\sagasu mirai kitto matteru hazu\kioku tadotte ima no atarashii yume tsukurou response:	Those twinkling dreams...
context: rikai shiteita you de\kimi he to tebutta\mousou daiarii tokimeki dashite saigo ni nokoru omoi\donna? donna iro? hoshii kotae kaiteinai\seorii nani mo wakattenai noni\sagasu mirai kitto matteru hazu\kioku tadotte ima no atarashii yume tsukurou\Those twinkling dreams... response:	I peek into the mirror, and see my expression for the first time
context: kimi he to tebutta\mousou daiarii tokimeki dashite saigo ni nokoru omoi\donna? donna iro? hoshii kotae kaiteinai\seorii nani mo wakattenai noni\sagasu mirai kitto matteru hazu\kioku tadotte ima no atarashii yume tsukurou\Those twinkling dreams...\I peek into the mirror, and see my expression for the first time response:	I have an urge to open that door that lies right ahead
context: mousou daiarii tokimeki dashite saigo ni nokoru omoi\donna? donna iro? hoshii kotae kaiteinai\seorii nani mo wakattenai noni\sagasu mirai kitto matteru hazu\kioku tadotte ima no atarashii yume tsukurou\Those twinkling dreams...\I peek into the mirror, and see my expression for the first time\I have an urge to open that door that lies right ahead response:	I cross the hallway diagonally
context: donna? donna iro? hoshii kotae kaiteinai\seorii nani mo wakattenai noni\sagasu mirai kitto matteru hazu\kioku tadotte ima no atarashii yume tsukurou\Those twinkling dreams...\I peek into the mirror, and see my expression for the first time\I have an urge to open that door that lies right ahead\I cross the hallway diagonally response:	And the thread of coincidence (with you)
context: seorii nani mo wakattenai noni\sagasu mirai kitto matteru hazu\kioku tadotte ima no atarashii yume tsukurou\Those twinkling dreams...\I peek into the mirror, and see my expression for the first time\I have an urge to open that door that lies right ahead\I cross the hallway diagonally\And the thread of coincidence (with you) response:	Ties me up with you, and we bump into each other
context: sagasu mirai kitto matteru hazu\kioku tadotte ima no atarashii yume tsukurou\Those twinkling dreams...\I peek into the mirror, and see my expression for the first time\I have an urge to open that door that lies right ahead\I cross the hallway diagonally\And the thread of coincidence (with you)\Ties me up with you, and we bump into each other response:	The hand that opened the window
context: kioku tadotte ima no atarashii yume tsukurou\Those twinkling dreams...\I peek into the mirror, and see my expression for the first time\I have an urge to open that door that lies right ahead\I cross the hallway diagonally\And the thread of coincidence (with you)\Ties me up with you, and we bump into each other\The hand that opened the window response:	Bearing my love
context: Those twinkling dreams...\I peek into the mirror, and see my expression for the first time\I have an urge to open that door that lies right ahead\I cross the hallway diagonally\And the thread of coincidence (with you)\Ties me up with you, and we bump into each other\The hand that opened the window\Bearing my love response:	As if it understood
context: I peek into the mirror, and see my expression for the first time\I have an urge to open that door that lies right ahead\I cross the hallway diagonally\And the thread of coincidence (with you)\Ties me up with you, and we bump into each other\The hand that opened the window\Bearing my love\As if it understood response:	It gestured towards you
context: I have an urge to open that door that lies right ahead\I cross the hallway diagonally\And the thread of coincidence (with you)\Ties me up with you, and we bump into each other\The hand that opened the window\Bearing my love\As if it understood\It gestured towards you response:	After the diary of delusion makes my heart flutter, the feelings that it leaves behind...
context: I cross the hallway diagonally\And the thread of coincidence (with you)\Ties me up with you, and we bump into each other\The hand that opened the window\Bearing my love\As if it understood\It gestured towards you\After the diary of delusion makes my heart flutter, the feelings that it leaves behind... response:	What kind are they? What color are they? The answer I seek isnt written inside
context: And the thread of coincidence (with you)\Ties me up with you, and we bump into each other\The hand that opened the window\Bearing my love\As if it understood\It gestured towards you\After the diary of delusion makes my heart flutter, the feelings that it leaves behind...\What kind are they? What color are they? The answer I seek isnt written inside response:	Theories cannot comprehend anything
context: Ties me up with you, and we bump into each other\The hand that opened the window\Bearing my love\As if it understood\It gestured towards you\After the diary of delusion makes my heart flutter, the feelings that it leaves behind...\What kind are they? What color are they? The answer I seek isnt written inside\Theories cannot comprehend anything response:	Im sure the future Im searching for is waiting out there somewhere
context: The hand that opened the window\Bearing my love\As if it understood\It gestured towards you\After the diary of delusion makes my heart flutter, the feelings that it leaves behind...\What kind are they? What color are they? The answer I seek isnt written inside\Theories cannot comprehend anything\Im sure the future Im searching for is waiting out there somewhere response:	Lets pursue our memories, and create a new dream starting now
context: Bearing my love\As if it understood\It gestured towards you\After the diary of delusion makes my heart flutter, the feelings that it leaves behind...\What kind are they? What color are they? The answer I seek isnt written inside\Theories cannot comprehend anything\Im sure the future Im searching for is waiting out there somewhere\Lets pursue our memories, and create a new dream starting now response:	kimi ni utai kikasetai koto
context: As if it understood\It gestured towards you\After the diary of delusion makes my heart flutter, the feelings that it leaves behind...\What kind are they? What color are they? The answer I seek isnt written inside\Theories cannot comprehend anything\Im sure the future Im searching for is waiting out there somewhere\Lets pursue our memories, and create a new dream starting now\kimi ni utai kikasetai koto response:	There's something I want to tell you
context: It gestured towards you\After the diary of delusion makes my heart flutter, the feelings that it leaves behind...\What kind are they? What color are they? The answer I seek isnt written inside\Theories cannot comprehend anything\Im sure the future Im searching for is waiting out there somewhere\Lets pursue our memories, and create a new dream starting now\kimi ni utai kikasetai koto\There's something I want to tell you response:	kowarenai you ni daiji ni shisugichatte sa
context: After the diary of delusion makes my heart flutter, the feelings that it leaves behind...\What kind are they? What color are they? The answer I seek isnt written inside\Theories cannot comprehend anything\Im sure the future Im searching for is waiting out there somewhere\Lets pursue our memories, and create a new dream starting now\kimi ni utai kikasetai koto\There's something I want to tell you\kowarenai you ni daiji ni shisugichatte sa response:	But I've been holding it too dear, afraid it might break
context: What kind are they? What color are they? The answer I seek isnt written inside\Theories cannot comprehend anything\Im sure the future Im searching for is waiting out there somewhere\Lets pursue our memories, and create a new dream starting now\kimi ni utai kikasetai koto\There's something I want to tell you\kowarenai you ni daiji ni shisugichatte sa\But I've been holding it too dear, afraid it might break response:	kyou mo meeru wo tsuzutte wa mata
context: Theories cannot comprehend anything\Im sure the future Im searching for is waiting out there somewhere\Lets pursue our memories, and create a new dream starting now\kimi ni utai kikasetai koto\There's something I want to tell you\kowarenai you ni daiji ni shisugichatte sa\But I've been holding it too dear, afraid it might break\kyou mo meeru wo tsuzutte wa mata response:	Today I write you a message again
context: Im sure the future Im searching for is waiting out there somewhere\Lets pursue our memories, and create a new dream starting now\kimi ni utai kikasetai koto\There's something I want to tell you\kowarenai you ni daiji ni shisugichatte sa\But I've been holding it too dear, afraid it might break\kyou mo meeru wo tsuzutte wa mata\Today I write you a message again response:	kyou mo meeru wo tsuzutte wa mata
context: Lets pursue our memories, and create a new dream starting now\kimi ni utai kikasetai koto\There's something I want to tell you\kowarenai you ni daiji ni shisugichatte sa\But I've been holding it too dear, afraid it might break\kyou mo meeru wo tsuzutte wa mata\Today I write you a message again\kyou mo meeru wo tsuzutte wa mata response:	Today I write you a message again
context: kimi ni utai kikasetai koto\There's something I want to tell you\kowarenai you ni daiji ni shisugichatte sa\But I've been holding it too dear, afraid it might break\kyou mo meeru wo tsuzutte wa mata\Today I write you a message again\kyou mo meeru wo tsuzutte wa mata\Today I write you a message again response:	kuuhaku de nurikaete chigitte shimau no
context: There's something I want to tell you\kowarenai you ni daiji ni shisugichatte sa\But I've been holding it too dear, afraid it might break\kyou mo meeru wo tsuzutte wa mata\Today I write you a message again\kyou mo meeru wo tsuzutte wa mata\Today I write you a message again\kuuhaku de nurikaete chigitte shimau no response:	Only to wipe it clean and discard it
context: kowarenai you ni daiji ni shisugichatte sa\But I've been holding it too dear, afraid it might break\kyou mo meeru wo tsuzutte wa mata\Today I write you a message again\kyou mo meeru wo tsuzutte wa mata\Today I write you a message again\kuuhaku de nurikaete chigitte shimau no\Only to wipe it clean and discard it response:	konna itsumo wo fukitobasu kikkake wo
context: But I've been holding it too dear, afraid it might break\kyou mo meeru wo tsuzutte wa mata\Today I write you a message again\kyou mo meeru wo tsuzutte wa mata\Today I write you a message again\kuuhaku de nurikaete chigitte shimau no\Only to wipe it clean and discard it\konna itsumo wo fukitobasu kikkake wo response:	A chance to break this cycle
context: kyou mo meeru wo tsuzutte wa mata\Today I write you a message again\kyou mo meeru wo tsuzutte wa mata\Today I write you a message again\kuuhaku de nurikaete chigitte shimau no\Only to wipe it clean and discard it\konna itsumo wo fukitobasu kikkake wo\A chance to break this cycle response:	maneku bakari no yubisaki wo
context: Today I write you a message again\kyou mo meeru wo tsuzutte wa mata\Today I write you a message again\kuuhaku de nurikaete chigitte shimau no\Only to wipe it clean and discard it\konna itsumo wo fukitobasu kikkake wo\A chance to break this cycle\maneku bakari no yubisaki wo response:	Lies in my fingertips
context: kyou mo meeru wo tsuzutte wa mata\Today I write you a message again\kuuhaku de nurikaete chigitte shimau no\Only to wipe it clean and discard it\konna itsumo wo fukitobasu kikkake wo\A chance to break this cycle\maneku bakari no yubisaki wo\Lies in my fingertips response:	maneku bakari no yubisaki wo
context: Today I write you a message again\kuuhaku de nurikaete chigitte shimau no\Only to wipe it clean and discard it\konna itsumo wo fukitobasu kikkake wo\A chance to break this cycle\maneku bakari no yubisaki wo\Lies in my fingertips\maneku bakari no yubisaki wo response:	Lies in my fingertips
context: kuuhaku de nurikaete chigitte shimau no\Only to wipe it clean and discard it\konna itsumo wo fukitobasu kikkake wo\A chance to break this cycle\maneku bakari no yubisaki wo\Lies in my fingertips\maneku bakari no yubisaki wo\Lies in my fingertips response:	tenohira de kasanete
context: Only to wipe it clean and discard it\konna itsumo wo fukitobasu kikkake wo\A chance to break this cycle\maneku bakari no yubisaki wo\Lies in my fingertips\maneku bakari no yubisaki wo\Lies in my fingertips\tenohira de kasanete response:	That I'm holding up with my hand
context: konna itsumo wo fukitobasu kikkake wo\A chance to break this cycle\maneku bakari no yubisaki wo\Lies in my fingertips\maneku bakari no yubisaki wo\Lies in my fingertips\tenohira de kasanete\That I'm holding up with my hand response:	ima wo kaeru koto wa tsurai koto mo aru kedo
context: A chance to break this cycle\maneku bakari no yubisaki wo\Lies in my fingertips\maneku bakari no yubisaki wo\Lies in my fingertips\tenohira de kasanete\That I'm holding up with my hand\ima wo kaeru koto wa tsurai koto mo aru kedo response:	Changing the status quo can be painful
context: maneku bakari no yubisaki wo\Lies in my fingertips\maneku bakari no yubisaki wo\Lies in my fingertips\tenohira de kasanete\That I'm holding up with my hand\ima wo kaeru koto wa tsurai koto mo aru kedo\Changing the status quo can be painful response:	tatoe piisu ga sorottemo
context: Lies in my fingertips\maneku bakari no yubisaki wo\Lies in my fingertips\tenohira de kasanete\That I'm holding up with my hand\ima wo kaeru koto wa tsurai koto mo aru kedo\Changing the status quo can be painful\tatoe piisu ga sorottemo response:	But even when all the pieces are gathered
context: maneku bakari no yubisaki wo\Lies in my fingertips\tenohira de kasanete\That I'm holding up with my hand\ima wo kaeru koto wa tsurai koto mo aru kedo\Changing the status quo can be painful\tatoe piisu ga sorottemo\But even when all the pieces are gathered response:	kono te de michibikanakya
context: Lies in my fingertips\tenohira de kasanete\That I'm holding up with my hand\ima wo kaeru koto wa tsurai koto mo aru kedo\Changing the status quo can be painful\tatoe piisu ga sorottemo\But even when all the pieces are gathered\kono te de michibikanakya response:	I still need to put them together myself
context: tenohira de kasanete\That I'm holding up with my hand\ima wo kaeru koto wa tsurai koto mo aru kedo\Changing the status quo can be painful\tatoe piisu ga sorottemo\But even when all the pieces are gathered\kono te de michibikanakya\I still need to put them together myself response:	daiji na ima wo tebanasu no wa kowai yo ne
context: That I'm holding up with my hand\ima wo kaeru koto wa tsurai koto mo aru kedo\Changing the status quo can be painful\tatoe piisu ga sorottemo\But even when all the pieces are gathered\kono te de michibikanakya\I still need to put them together myself\daiji na ima wo tebanasu no wa kowai yo ne response:	As much as I'm scared to let go of the present I cherish
context: ima wo kaeru koto wa tsurai koto mo aru kedo\Changing the status quo can be painful\tatoe piisu ga sorottemo\But even when all the pieces are gathered\kono te de michibikanakya\I still need to put them together myself\daiji na ima wo tebanasu no wa kowai yo ne\As much as I'm scared to let go of the present I cherish response:	demo machinozonda subete wa soko ni aru no
context: Changing the status quo can be painful\tatoe piisu ga sorottemo\But even when all the pieces are gathered\kono te de michibikanakya\I still need to put them together myself\daiji na ima wo tebanasu no wa kowai yo ne\As much as I'm scared to let go of the present I cherish\demo machinozonda subete wa soko ni aru no response:	Everything I've been waiting for is there
context: tatoe piisu ga sorottemo\But even when all the pieces are gathered\kono te de michibikanakya\I still need to put them together myself\daiji na ima wo tebanasu no wa kowai yo ne\As much as I'm scared to let go of the present I cherish\demo machinozonda subete wa soko ni aru no\Everything I've been waiting for is there response:	soko ni aru no
context: But even when all the pieces are gathered\kono te de michibikanakya\I still need to put them together myself\daiji na ima wo tebanasu no wa kowai yo ne\As much as I'm scared to let go of the present I cherish\demo machinozonda subete wa soko ni aru no\Everything I've been waiting for is there\soko ni aru no response:	It's all there
context: kono te de michibikanakya\I still need to put them together myself\daiji na ima wo tebanasu no wa kowai yo ne\As much as I'm scared to let go of the present I cherish\demo machinozonda subete wa soko ni aru no\Everything I've been waiting for is there\soko ni aru no\It's all there response:	All right then, Raku-sama.
context: I still need to put them together myself\daiji na ima wo tebanasu no wa kowai yo ne\As much as I'm scared to let go of the present I cherish\demo machinozonda subete wa soko ni aru no\Everything I've been waiting for is there\soko ni aru no\It's all there\All right then, Raku-sama. response:	See you tomorrow!
context: daiji na ima wo tebanasu no wa kowai yo ne\As much as I'm scared to let go of the present I cherish\demo machinozonda subete wa soko ni aru no\Everything I've been waiting for is there\soko ni aru no\It's all there\All right then, Raku-sama.\See you tomorrow! response:	Have a nice day.
context: As much as I'm scared to let go of the present I cherish\demo machinozonda subete wa soko ni aru no\Everything I've been waiting for is there\soko ni aru no\It's all there\All right then, Raku-sama.\See you tomorrow!\Have a nice day. response:	Okay then, see ya.
context: demo machinozonda subete wa soko ni aru no\Everything I've been waiting for is there\soko ni aru no\It's all there\All right then, Raku-sama.\See you tomorrow!\Have a nice day.\Okay then, see ya. response:	Man, Im tired.
context: Everything I've been waiting for is there\soko ni aru no\It's all there\All right then, Raku-sama.\See you tomorrow!\Have a nice day.\Okay then, see ya.\Man, Im tired. response:	So... it seems Tachibana has had some reason to leave early recently.
context: soko ni aru no\It's all there\All right then, Raku-sama.\See you tomorrow!\Have a nice day.\Okay then, see ya.\Man, Im tired.\So... it seems Tachibana has had some reason to leave early recently. response:	Huh, really?
context: It's all there\All right then, Raku-sama.\See you tomorrow!\Have a nice day.\Okay then, see ya.\Man, Im tired.\So... it seems Tachibana has had some reason to leave early recently.\Huh, really? response:	Maybe she's got something to do after school.
context: All right then, Raku-sama.\See you tomorrow!\Have a nice day.\Okay then, see ya.\Man, Im tired.\So... it seems Tachibana has had some reason to leave early recently.\Huh, really?\Maybe she's got something to do after school. response:	That so? I never really noticed.
context: See you tomorrow!\Have a nice day.\Okay then, see ya.\Man, Im tired.\So... it seems Tachibana has had some reason to leave early recently.\Huh, really?\Maybe she's got something to do after school.\That so? I never really noticed. response:	I see.
context: Have a nice day.\Okay then, see ya.\Man, Im tired.\So... it seems Tachibana has had some reason to leave early recently.\Huh, really?\Maybe she's got something to do after school.\That so? I never really noticed.\I see. response:	Oh hey, wanna head over to a restaurant?
context: Okay then, see ya.\Man, Im tired.\So... it seems Tachibana has had some reason to leave early recently.\Huh, really?\Maybe she's got something to do after school.\That so? I never really noticed.\I see.\Oh hey, wanna head over to a restaurant? response:	I'm really in the mood for some fries.
context: Man, Im tired.\So... it seems Tachibana has had some reason to leave early recently.\Huh, really?\Maybe she's got something to do after school.\That so? I never really noticed.\I see.\Oh hey, wanna head over to a restaurant?\I'm really in the mood for some fries. response:	That's pretty random.
context: So... it seems Tachibana has had some reason to leave early recently.\Huh, really?\Maybe she's got something to do after school.\That so? I never really noticed.\I see.\Oh hey, wanna head over to a restaurant?\I'm really in the mood for some fries.\That's pretty random. response:	It's okay with me.
context: Huh, really?\Maybe she's got something to do after school.\That so? I never really noticed.\I see.\Oh hey, wanna head over to a restaurant?\I'm really in the mood for some fries.\That's pretty random.\It's okay with me. response:	Dear customer, how many in your party?
context: Maybe she's got something to do after school.\That so? I never really noticed.\I see.\Oh hey, wanna head over to a restaurant?\I'm really in the mood for some fries.\That's pretty random.\It's okay with me.\Dear customer, how many in your party? response:	Oh,
context: That so? I never really noticed.\I see.\Oh hey, wanna head over to a restaurant?\I'm really in the mood for some fries.\That's pretty random.\It's okay with me.\Dear customer, how many in your party?\Oh, response:	My, if it isnt Raku-sama!
context: I see.\Oh hey, wanna head over to a restaurant?\I'm really in the mood for some fries.\That's pretty random.\It's okay with me.\Dear customer, how many in your party?\Oh,\My, if it isnt Raku-sama! response:	Could it be you came to see little ol' me?
context: Oh hey, wanna head over to a restaurant?\I'm really in the mood for some fries.\That's pretty random.\It's okay with me.\Dear customer, how many in your party?\Oh,\My, if it isnt Raku-sama!\Could it be you came to see little ol' me? response:	Im so glad!
context: I'm really in the mood for some fries.\That's pretty random.\It's okay with me.\Dear customer, how many in your party?\Oh,\My, if it isnt Raku-sama!\Could it be you came to see little ol' me?\Im so glad! response:	What are you doing?
