context: Presented by SoulEaterFan response:	Presented by SoulEaterFan
context: Embrace them.\It starts all over everyday.\I'm drowning in the raging waves.\Still haven't awaken from my dream.\We're all here.\I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude. response:	In the winds of waiting.
context: It starts all over everyday.\I'm drowning in the raging waves.\Still haven't awaken from my dream.\We're all here.\I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting. response:	I have no other way but to move forward.
context: I'm drowning in the raging waves.\Still haven't awaken from my dream.\We're all here.\I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward. response:	I believe in the way of life.
context: Still haven't awaken from my dream.\We're all here.\I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life. response:	Yeah.
context: We're all here.\I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life.\Yeah. response:	Holy Legendary Sword 3
context: I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life.\Yeah.\Holy Legendary Sword 3 response:	Shibusen's Gang Leader Tale?
context: The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life.\Yeah.\Holy Legendary Sword 3\Shibusen's Gang Leader Tale? response:	Resonance Chain
context: I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life.\Yeah.\Holy Legendary Sword 3\Shibusen's Gang Leader Tale?\Resonance Chain response:	Playing the Melody of Souls?
context: In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life.\Yeah.\Holy Legendary Sword 3\Shibusen's Gang Leader Tale?\Resonance Chain\Playing the Melody of Souls? response:	S-So this...
context: I have no other way but to move forward.\I believe in the way of life.\Yeah.\Holy Legendary Sword 3\Shibusen's Gang Leader Tale?\Resonance Chain\Playing the Melody of Souls?\S-So this... response:	is Excalibur?
context: I believe in the way of life.\Yeah.\Holy Legendary Sword 3\Shibusen's Gang Leader Tale?\Resonance Chain\Playing the Melody of Souls?\S-So this...\is Excalibur? response:	Victory and glory?
context: Yeah.\Holy Legendary Sword 3\Shibusen's Gang Leader Tale?\Resonance Chain\Playing the Melody of Souls?\S-So this...\is Excalibur?\Victory and glory? response:	Me, becoming a hero?
context: Holy Legendary Sword 3\Shibusen's Gang Leader Tale?\Resonance Chain\Playing the Melody of Souls?\S-So this...\is Excalibur?\Victory and glory?\Me, becoming a hero? response:	If I had the Holy Blade as my partner,
context: Shibusen's Gang Leader Tale?\Resonance Chain\Playing the Melody of Souls?\S-So this...\is Excalibur?\Victory and glory?\Me, becoming a hero?\If I had the Holy Blade as my partner, response:	even someone like me would be reborn enveloped in magnificence.
context: Resonance Chain\Playing the Melody of Souls?\S-So this...\is Excalibur?\Victory and glory?\Me, becoming a hero?\If I had the Holy Blade as my partner,\even someone like me would be reborn enveloped in magnificence. response:	Alright, I guess I'll give it a try!
context: Playing the Melody of Souls?\S-So this...\is Excalibur?\Victory and glory?\Me, becoming a hero?\If I had the Holy Blade as my partner,\even someone like me would be reborn enveloped in magnificence.\Alright, I guess I'll give it a try! response:	T-Terribly sorry...
context: S-So this...\is Excalibur?\Victory and glory?\Me, becoming a hero?\If I had the Holy Blade as my partner,\even someone like me would be reborn enveloped in magnificence.\Alright, I guess I'll give it a try!\T-Terribly sorry... response:	Oi, Hero.
context: is Excalibur?\Victory and glory?\Me, becoming a hero?\If I had the Holy Blade as my partner,\even someone like me would be reborn enveloped in magnificence.\Alright, I guess I'll give it a try!\T-Terribly sorry...\Oi, Hero. response:	What is it?
context: Victory and glory?\Me, becoming a hero?\If I had the Holy Blade as my partner,\even someone like me would be reborn enveloped in magnificence.\Alright, I guess I'll give it a try!\T-Terribly sorry...\Oi, Hero.\What is it? response:	Yeah, sorry, but would you go buy us some bread?
context: Me, becoming a hero?\If I had the Holy Blade as my partner,\even someone like me would be reborn enveloped in magnificence.\Alright, I guess I'll give it a try!\T-Terribly sorry...\Oi, Hero.\What is it?\Yeah, sorry, but would you go buy us some bread? response:	Eh? Why me?
context: If I had the Holy Blade as my partner,\even someone like me would be reborn enveloped in magnificence.\Alright, I guess I'll give it a try!\T-Terribly sorry...\Oi, Hero.\What is it?\Yeah, sorry, but would you go buy us some bread?\Eh? Why me? response:	Please, mate, this is something only you can do.
context: even someone like me would be reborn enveloped in magnificence.\Alright, I guess I'll give it a try!\T-Terribly sorry...\Oi, Hero.\What is it?\Yeah, sorry, but would you go buy us some bread?\Eh? Why me?\Please, mate, this is something only you can do. response:	Something only I can do?
context: Alright, I guess I'll give it a try!\T-Terribly sorry...\Oi, Hero.\What is it?\Yeah, sorry, but would you go buy us some bread?\Eh? Why me?\Please, mate, this is something only you can do.\Something only I can do? response:	Leave it to me!
context: T-Terribly sorry...\Oi, Hero.\What is it?\Yeah, sorry, but would you go buy us some bread?\Eh? Why me?\Please, mate, this is something only you can do.\Something only I can do?\Leave it to me! response:	For me, too!
context: Oi, Hero.\What is it?\Yeah, sorry, but would you go buy us some bread?\Eh? Why me?\Please, mate, this is something only you can do.\Something only I can do?\Leave it to me!\For me, too! response:	And two cans of juice from the farthest stand.
context: What is it?\Yeah, sorry, but would you go buy us some bread?\Eh? Why me?\Please, mate, this is something only you can do.\Something only I can do?\Leave it to me!\For me, too!\And two cans of juice from the farthest stand. response:	As it's something only you can do, we'll be counting on you.
context: Yeah, sorry, but would you go buy us some bread?\Eh? Why me?\Please, mate, this is something only you can do.\Something only I can do?\Leave it to me!\For me, too!\And two cans of juice from the farthest stand.\As it's something only you can do, we'll be counting on you. response:	Oi, Hero!
context: Eh? Why me?\Please, mate, this is something only you can do.\Something only I can do?\Leave it to me!\For me, too!\And two cans of juice from the farthest stand.\As it's something only you can do, we'll be counting on you.\Oi, Hero! response:	Come here for a second.
context: Please, mate, this is something only you can do.\Something only I can do?\Leave it to me!\For me, too!\And two cans of juice from the farthest stand.\As it's something only you can do, we'll be counting on you.\Oi, Hero!\Come here for a second. response:	What is it, Black Star?
context: Something only I can do?\Leave it to me!\For me, too!\And two cans of juice from the farthest stand.\As it's something only you can do, we'll be counting on you.\Oi, Hero!\Come here for a second.\What is it, Black Star? response:	Let me practice with you as usual.
context: Leave it to me!\For me, too!\And two cans of juice from the farthest stand.\As it's something only you can do, we'll be counting on you.\Oi, Hero!\Come here for a second.\What is it, Black Star?\Let me practice with you as usual. response:	Is this really hurting?
context: For me, too!\And two cans of juice from the farthest stand.\As it's something only you can do, we'll be counting on you.\Oi, Hero!\Come here for a second.\What is it, Black Star?\Let me practice with you as usual.\Is this really hurting? response:	Is it hard to get out of?
context: And two cans of juice from the farthest stand.\As it's something only you can do, we'll be counting on you.\Oi, Hero!\Come here for a second.\What is it, Black Star?\Let me practice with you as usual.\Is this really hurting?\Is it hard to get out of? response:	I-I'll die!
context: As it's something only you can do, we'll be counting on you.\Oi, Hero!\Come here for a second.\What is it, Black Star?\Let me practice with you as usual.\Is this really hurting?\Is it hard to get out of?\I-I'll die! response:	It looks like his moves still need to be improved.
context: Oi, Hero!\Come here for a second.\What is it, Black Star?\Let me practice with you as usual.\Is this really hurting?\Is it hard to get out of?\I-I'll die!\It looks like his moves still need to be improved. response:	Forget about the whole hero thing. He's just an ordinary student, isn't he?
context: Come here for a second.\What is it, Black Star?\Let me practice with you as usual.\Is this really hurting?\Is it hard to get out of?\I-I'll die!\It looks like his moves still need to be improved.\Forget about the whole hero thing. He's just an ordinary student, isn't he? response:	He's so... dull, you know.
context: What is it, Black Star?\Let me practice with you as usual.\Is this really hurting?\Is it hard to get out of?\I-I'll die!\It looks like his moves still need to be improved.\Forget about the whole hero thing. He's just an ordinary student, isn't he?\He's so... dull, you know. response:	He's so... dull, you know.
context: Let me practice with you as usual.\Is this really hurting?\Is it hard to get out of?\I-I'll die!\It looks like his moves still need to be improved.\Forget about the whole hero thing. He's just an ordinary student, isn't he?\He's so... dull, you know.\He's so... dull, you know. response:	Your appeal comes from what you do, man.
context: Is this really hurting?\Is it hard to get out of?\I-I'll die!\It looks like his moves still need to be improved.\Forget about the whole hero thing. He's just an ordinary student, isn't he?\He's so... dull, you know.\He's so... dull, you know.\Your appeal comes from what you do, man. response:	Damn it...
context: Is it hard to get out of?\I-I'll die!\It looks like his moves still need to be improved.\Forget about the whole hero thing. He's just an ordinary student, isn't he?\He's so... dull, you know.\He's so... dull, you know.\Your appeal comes from what you do, man.\Damn it... response:	I'll surely get my hands on the Holy Blade!
context: I-I'll die!\It looks like his moves still need to be improved.\Forget about the whole hero thing. He's just an ordinary student, isn't he?\He's so... dull, you know.\He's so... dull, you know.\Your appeal comes from what you do, man.\Damn it...\I'll surely get my hands on the Holy Blade! response:	And to this life in which I can never say no...
context: It looks like his moves still need to be improved.\Forget about the whole hero thing. He's just an ordinary student, isn't he?\He's so... dull, you know.\He's so... dull, you know.\Your appeal comes from what you do, man.\Damn it...\I'll surely get my hands on the Holy Blade!\And to this life in which I can never say no... response:	I'll bid farewell to it!
context: Forget about the whole hero thing. He's just an ordinary student, isn't he?\He's so... dull, you know.\He's so... dull, you know.\Your appeal comes from what you do, man.\Damn it...\I'll surely get my hands on the Holy Blade!\And to this life in which I can never say no...\I'll bid farewell to it! response:	Holy Legendary Sword 3
context: He's so... dull, you know.\He's so... dull, you know.\Your appeal comes from what you do, man.\Damn it...\I'll surely get my hands on the Holy Blade!\And to this life in which I can never say no...\I'll bid farewell to it!\Holy Legendary Sword 3 response:	Shibusen's Gang Leader Tale?
context: He's so... dull, you know.\Your appeal comes from what you do, man.\Damn it...\I'll surely get my hands on the Holy Blade!\And to this life in which I can never say no...\I'll bid farewell to it!\Holy Legendary Sword 3\Shibusen's Gang Leader Tale? response:	I'm the great Black Star!
context: Your appeal comes from what you do, man.\Damn it...\I'll surely get my hands on the Holy Blade!\And to this life in which I can never say no...\I'll bid farewell to it!\Holy Legendary Sword 3\Shibusen's Gang Leader Tale?\I'm the great Black Star! response:	This world's invincible man!
context: Damn it...\I'll surely get my hands on the Holy Blade!\And to this life in which I can never say no...\I'll bid farewell to it!\Holy Legendary Sword 3\Shibusen's Gang Leader Tale?\I'm the great Black Star!\This world's invincible man! response:	I'm walking to school!
context: I'll surely get my hands on the Holy Blade!\And to this life in which I can never say no...\I'll bid farewell to it!\Holy Legendary Sword 3\Shibusen's Gang Leader Tale?\I'm the great Black Star!\This world's invincible man!\I'm walking to school! response:	Right, Tsubaki?
context: And to this life in which I can never say no...\I'll bid farewell to it!\Holy Legendary Sword 3\Shibusen's Gang Leader Tale?\I'm the great Black Star!\This world's invincible man!\I'm walking to school!\Right, Tsubaki? response:	Yay!
context: I'll bid farewell to it!\Holy Legendary Sword 3\Shibusen's Gang Leader Tale?\I'm the great Black Star!\This world's invincible man!\I'm walking to school!\Right, Tsubaki?\Yay! response:	What?
context: Holy Legendary Sword 3\Shibusen's Gang Leader Tale?\I'm the great Black Star!\This world's invincible man!\I'm walking to school!\Right, Tsubaki?\Yay!\What? response:	A fight right from the early morning?
context: Shibusen's Gang Leader Tale?\I'm the great Black Star!\This world's invincible man!\I'm walking to school!\Right, Tsubaki?\Yay!\What?\A fight right from the early morning? response:	Honestly, what a silly bunch.
context: I'm the great Black Star!\This world's invincible man!\I'm walking to school!\Right, Tsubaki?\Yay!\What?\A fight right from the early morning?\Honestly, what a silly bunch. response:	Honestly, what a silly bunch.
context: This world's invincible man!\I'm walking to school!\Right, Tsubaki?\Yay!\What?\A fight right from the early morning?\Honestly, what a silly bunch.\Honestly, what a silly bunch. response:	I was reborn as a hero,
context: I'm walking to school!\Right, Tsubaki?\Yay!\What?\A fight right from the early morning?\Honestly, what a silly bunch.\Honestly, what a silly bunch.\I was reborn as a hero, response:	so you have no chance of winning against me.
context: Right, Tsubaki?\Yay!\What?\A fight right from the early morning?\Honestly, what a silly bunch.\Honestly, what a silly bunch.\I was reborn as a hero,\so you have no chance of winning against me. response:	That Hero did this?
context: Yay!\What?\A fight right from the early morning?\Honestly, what a silly bunch.\Honestly, what a silly bunch.\I was reborn as a hero,\so you have no chance of winning against me.\That Hero did this? response:	Shibusen's nothing special anymore.
context: What?\A fight right from the early morning?\Honestly, what a silly bunch.\Honestly, what a silly bunch.\I was reborn as a hero,\so you have no chance of winning against me.\That Hero did this?\Shibusen's nothing special anymore. response:	That guy's...
context: A fight right from the early morning?\Honestly, what a silly bunch.\Honestly, what a silly bunch.\I was reborn as a hero,\so you have no chance of winning against me.\That Hero did this?\Shibusen's nothing special anymore.\That guy's... response:	My legend is far more epic than this.
context: Honestly, what a silly bunch.\Honestly, what a silly bunch.\I was reborn as a hero,\so you have no chance of winning against me.\That Hero did this?\Shibusen's nothing special anymore.\That guy's...\My legend is far more epic than this. response:	I'll let all students and Meisters hear it out!
context: Honestly, what a silly bunch.\I was reborn as a hero,\so you have no chance of winning against me.\That Hero did this?\Shibusen's nothing special anymore.\That guy's...\My legend is far more epic than this.\I'll let all students and Meisters hear it out! response:	Fool.
context: I was reborn as a hero,\so you have no chance of winning against me.\That Hero did this?\Shibusen's nothing special anymore.\That guy's...\My legend is far more epic than this.\I'll let all students and Meisters hear it out!\Fool. response:	Well then, my legend began in the 12th century.
context: so you have no chance of winning against me.\That Hero did this?\Shibusen's nothing special anymore.\That guy's...\My legend is far more epic than this.\I'll let all students and Meisters hear it out!\Fool.\Well then, my legend began in the 12th century. response:	Was it on a midsummer day with a scorching sun?
context: That Hero did this?\Shibusen's nothing special anymore.\That guy's...\My legend is far more epic than this.\I'll let all students and Meisters hear it out!\Fool.\Well then, my legend began in the 12th century.\Was it on a midsummer day with a scorching sun? response:	No, it all happened on a chilly fall day.
context: Shibusen's nothing special anymore.\That guy's...\My legend is far more epic than this.\I'll let all students and Meisters hear it out!\Fool.\Well then, my legend began in the 12th century.\Was it on a midsummer day with a scorching sun?\No, it all happened on a chilly fall day. response:	I was a delinquent back then, and...
context: That guy's...\My legend is far more epic than this.\I'll let all students and Meisters hear it out!\Fool.\Well then, my legend began in the 12th century.\Was it on a midsummer day with a scorching sun?\No, it all happened on a chilly fall day.\I was a delinquent back then, and... response:	Wait, it may already had been winter.
context: My legend is far more epic than this.\I'll let all students and Meisters hear it out!\Fool.\Well then, my legend began in the 12th century.\Was it on a midsummer day with a scorching sun?\No, it all happened on a chilly fall day.\I was a delinquent back then, and...\Wait, it may already had been winter. response:	All the bad guys were like friends.
context: I'll let all students and Meisters hear it out!\Fool.\Well then, my legend began in the 12th century.\Was it on a midsummer day with a scorching sun?\No, it all happened on a chilly fall day.\I was a delinquent back then, and...\Wait, it may already had been winter.\All the bad guys were like friends. response:	And the hot babes were all fighting over me.
context: Fool.\Well then, my legend began in the 12th century.\Was it on a midsummer day with a scorching sun?\No, it all happened on a chilly fall day.\I was a delinquent back then, and...\Wait, it may already had been winter.\All the bad guys were like friends.\And the hot babes were all fighting over me. response:	No, it was summer, after all.
context: Well then, my legend began in the 12th century.\Was it on a midsummer day with a scorching sun?\No, it all happened on a chilly fall day.\I was a delinquent back then, and...\Wait, it may already had been winter.\All the bad guys were like friends.\And the hot babes were all fighting over me.\No, it was summer, after all. response:	A scorching midsummer day.
context: Was it on a midsummer day with a scorching sun?\No, it all happened on a chilly fall day.\I was a delinquent back then, and...\Wait, it may already had been winter.\All the bad guys were like friends.\And the hot babes were all fighting over me.\No, it was summer, after all.\A scorching midsummer day. response:	I was, unlike now, a man as dangerous as a sharp blade.
context: No, it all happened on a chilly fall day.\I was a delinquent back then, and...\Wait, it may already had been winter.\All the bad guys were like friends.\And the hot babes were all fighting over me.\No, it was summer, after all.\A scorching midsummer day.\I was, unlike now, a man as dangerous as a sharp blade. response:	But I was, for some reason, very elegant.
context: I was a delinquent back then, and...\Wait, it may already had been winter.\All the bad guys were like friends.\And the hot babes were all fighting over me.\No, it was summer, after all.\A scorching midsummer day.\I was, unlike now, a man as dangerous as a sharp blade.\But I was, for some reason, very elegant. response:	Everyone said so, they still say so.
context: Wait, it may already had been winter.\All the bad guys were like friends.\And the hot babes were all fighting over me.\No, it was summer, after all.\A scorching midsummer day.\I was, unlike now, a man as dangerous as a sharp blade.\But I was, for some reason, very elegant.\Everyone said so, they still say so. response:	Though I say that, maybe they didn't say it as much back then.
context: All the bad guys were like friends.\And the hot babes were all fighting over me.\No, it was summer, after all.\A scorching midsummer day.\I was, unlike now, a man as dangerous as a sharp blade.\But I was, for some reason, very elegant.\Everyone said so, they still say so.\Though I say that, maybe they didn't say it as much back then. response:	They suddenly started saying...
context: And the hot babes were all fighting over me.\No, it was summer, after all.\A scorching midsummer day.\I was, unlike now, a man as dangerous as a sharp blade.\But I was, for some reason, very elegant.\Everyone said so, they still say so.\Though I say that, maybe they didn't say it as much back then.\They suddenly started saying... response:	that I was surprisingly gentle.
context: No, it was summer, after all.\A scorching midsummer day.\I was, unlike now, a man as dangerous as a sharp blade.\But I was, for some reason, very elegant.\Everyone said so, they still say so.\Though I say that, maybe they didn't say it as much back then.\They suddenly started saying...\that I was surprisingly gentle. response:	And to put it this way,
context: A scorching midsummer day.\I was, unlike now, a man as dangerous as a sharp blade.\But I was, for some reason, very elegant.\Everyone said so, they still say so.\Though I say that, maybe they didn't say it as much back then.\They suddenly started saying...\that I was surprisingly gentle.\And to put it this way, response:	maybe I indeed was elegant.
context: I was, unlike now, a man as dangerous as a sharp blade.\But I was, for some reason, very elegant.\Everyone said so, they still say so.\Though I say that, maybe they didn't say it as much back then.\They suddenly started saying...\that I was surprisingly gentle.\And to put it this way,\maybe I indeed was elegant. response:	And so, they were saying it: I was amazing!
context: But I was, for some reason, very elegant.\Everyone said so, they still say so.\Though I say that, maybe they didn't say it as much back then.\They suddenly started saying...\that I was surprisingly gentle.\And to put it this way,\maybe I indeed was elegant.\And so, they were saying it: I was amazing! response:	I'm still amazing, but I was also a bad boy back then.
context: Everyone said so, they still say so.\Though I say that, maybe they didn't say it as much back then.\They suddenly started saying...\that I was surprisingly gentle.\And to put it this way,\maybe I indeed was elegant.\And so, they were saying it: I was amazing!\I'm still amazing, but I was also a bad boy back then. response:	All of this, on that elegant winter day.
context: Though I say that, maybe they didn't say it as much back then.\They suddenly started saying...\that I was surprisingly gentle.\And to put it this way,\maybe I indeed was elegant.\And so, they were saying it: I was amazing!\I'm still amazing, but I was also a bad boy back then.\All of this, on that elegant winter day. response:	So, should I carry on with my legend?
context: They suddenly started saying...\that I was surprisingly gentle.\And to put it this way,\maybe I indeed was elegant.\And so, they were saying it: I was amazing!\I'm still amazing, but I was also a bad boy back then.\All of this, on that elegant winter day.\So, should I carry on with my legend? response:	Annoying...
context: that I was surprisingly gentle.\And to put it this way,\maybe I indeed was elegant.\And so, they were saying it: I was amazing!\I'm still amazing, but I was also a bad boy back then.\All of this, on that elegant winter day.\So, should I carry on with my legend?\Annoying... response:	But before doing so, there will be a five minute break.
