context: Open your mind. Open your mind. response:	Far beyond the deep blue Earth, you and I shall meet...
context: Open your mind. Just as I've always dreamed.\Let the wind carry off your hopes, faraway.\I have wings nobody can see. Look, you have them, too.\They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\Oh, I didn't get a wink of sleep last night.\You can't sleep?\No... response:	When I think that you and I are going to share...
context: Let the wind carry off your hopes, faraway.\I have wings nobody can see. Look, you have them, too.\They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\Oh, I didn't get a wink of sleep last night.\You can't sleep?\No...\When I think that you and I are going to share... response:	Hey, by the way, whenever we can't sleep, we count sheep...
context: I have wings nobody can see. Look, you have them, too.\They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\Oh, I didn't get a wink of sleep last night.\You can't sleep?\No...\When I think that you and I are going to share...\Hey, by the way, whenever we can't sleep, we count sheep... response:	Did you know that?
context: They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\Oh, I didn't get a wink of sleep last night.\You can't sleep?\No...\When I think that you and I are going to share...\Hey, by the way, whenever we can't sleep, we count sheep...\Did you know that? response:	So you do have mysterious spells here on Earth as well!
context: The sky is so blue...\Oh, I didn't get a wink of sleep last night.\You can't sleep?\No...\When I think that you and I are going to share...\Hey, by the way, whenever we can't sleep, we count sheep...\Did you know that?\So you do have mysterious spells here on Earth as well! response:	I don't know if you'd call it a spell, but maybe it is.
context: Oh, I didn't get a wink of sleep last night.\You can't sleep?\No...\When I think that you and I are going to share...\Hey, by the way, whenever we can't sleep, we count sheep...\Did you know that?\So you do have mysterious spells here on Earth as well!\I don't know if you'd call it a spell, but maybe it is. response:	All right, why don't we count sheep together!
context: You can't sleep?\No...\When I think that you and I are going to share...\Hey, by the way, whenever we can't sleep, we count sheep...\Did you know that?\So you do have mysterious spells here on Earth as well!\I don't know if you'd call it a spell, but maybe it is.\All right, why don't we count sheep together! response:	Sure, then I'll start.
context: No...\When I think that you and I are going to share...\Hey, by the way, whenever we can't sleep, we count sheep...\Did you know that?\So you do have mysterious spells here on Earth as well!\I don't know if you'd call it a spell, but maybe it is.\All right, why don't we count sheep together!\Sure, then I'll start. response:	1 sheep.
context: When I think that you and I are going to share...\Hey, by the way, whenever we can't sleep, we count sheep...\Did you know that?\So you do have mysterious spells here on Earth as well!\I don't know if you'd call it a spell, but maybe it is.\All right, why don't we count sheep together!\Sure, then I'll start.\1 sheep. response:	2 sheep.
context: Hey, by the way, whenever we can't sleep, we count sheep...\Did you know that?\So you do have mysterious spells here on Earth as well!\I don't know if you'd call it a spell, but maybe it is.\All right, why don't we count sheep together!\Sure, then I'll start.\1 sheep.\2 sheep. response:	3 sheep.
context: Did you know that?\So you do have mysterious spells here on Earth as well!\I don't know if you'd call it a spell, but maybe it is.\All right, why don't we count sheep together!\Sure, then I'll start.\1 sheep.\2 sheep.\3 sheep. response:	4 sheep.
context: So you do have mysterious spells here on Earth as well!\I don't know if you'd call it a spell, but maybe it is.\All right, why don't we count sheep together!\Sure, then I'll start.\1 sheep.\2 sheep.\3 sheep.\4 sheep. response:	15 sheep.
context: I don't know if you'd call it a spell, but maybe it is.\All right, why don't we count sheep together!\Sure, then I'll start.\1 sheep.\2 sheep.\3 sheep.\4 sheep.\15 sheep. response:	16 sheep.
context: All right, why don't we count sheep together!\Sure, then I'll start.\1 sheep.\2 sheep.\3 sheep.\4 sheep.\15 sheep.\16 sheep. response:	17 sheep.
context: Sure, then I'll start.\1 sheep.\2 sheep.\3 sheep.\4 sheep.\15 sheep.\16 sheep.\17 sheep. response:	Aren't you getting sleepy yet?
context: 1 sheep.\2 sheep.\3 sheep.\4 sheep.\15 sheep.\16 sheep.\17 sheep.\Aren't you getting sleepy yet? response:	593 sheep!
context: 2 sheep.\3 sheep.\4 sheep.\15 sheep.\16 sheep.\17 sheep.\Aren't you getting sleepy yet?\593 sheep! response:	594 sheep.
context: 3 sheep.\4 sheep.\15 sheep.\16 sheep.\17 sheep.\Aren't you getting sleepy yet?\593 sheep!\594 sheep. response:	We'll have counted as many sheep as there are stars in the sky by morning!
context: 4 sheep.\15 sheep.\16 sheep.\17 sheep.\Aren't you getting sleepy yet?\593 sheep!\594 sheep.\We'll have counted as many sheep as there are stars in the sky by morning! response:	Probably...
context: 15 sheep.\16 sheep.\17 sheep.\Aren't you getting sleepy yet?\593 sheep!\594 sheep.\We'll have counted as many sheep as there are stars in the sky by morning!\Probably... response:	Now then, let's keep going.
context: 16 sheep.\17 sheep.\Aren't you getting sleepy yet?\593 sheep!\594 sheep.\We'll have counted as many sheep as there are stars in the sky by morning!\Probably...\Now then, let's keep going. response:	595 sheep.
context: 17 sheep.\Aren't you getting sleepy yet?\593 sheep!\594 sheep.\We'll have counted as many sheep as there are stars in the sky by morning!\Probably...\Now then, let's keep going.\595 sheep. response:	596 sheep.
context: Aren't you getting sleepy yet?\593 sheep!\594 sheep.\We'll have counted as many sheep as there are stars in the sky by morning!\Probably...\Now then, let's keep going.\595 sheep.\596 sheep. response:	597 sheep.
context: 593 sheep!\594 sheep.\We'll have counted as many sheep as there are stars in the sky by morning!\Probably...\Now then, let's keep going.\595 sheep.\596 sheep.\597 sheep. response:	598 sheep...
context: 594 sheep.\We'll have counted as many sheep as there are stars in the sky by morning!\Probably...\Now then, let's keep going.\595 sheep.\596 sheep.\597 sheep.\598 sheep... response:	Man, to think that we're going to start living together under one roof...
context: We'll have counted as many sheep as there are stars in the sky by morning!\Probably...\Now then, let's keep going.\595 sheep.\596 sheep.\597 sheep.\598 sheep...\Man, to think that we're going to start living together under one roof... response:	I wonder if I can keep up with her.
context: Probably...\Now then, let's keep going.\595 sheep.\596 sheep.\597 sheep.\598 sheep...\Man, to think that we're going to start living together under one roof...\I wonder if I can keep up with her. response:	Is something wrong? Sighing so early in the morning!
context: Now then, let's keep going.\595 sheep.\596 sheep.\597 sheep.\598 sheep...\Man, to think that we're going to start living together under one roof...\I wonder if I can keep up with her.\Is something wrong? Sighing so early in the morning! response:	Good morning!
context: 595 sheep.\596 sheep.\597 sheep.\598 sheep...\Man, to think that we're going to start living together under one roof...\I wonder if I can keep up with her.\Is something wrong? Sighing so early in the morning!\Good morning! response:	Keiichi!
context: 596 sheep.\597 sheep.\598 sheep...\Man, to think that we're going to start living together under one roof...\I wonder if I can keep up with her.\Is something wrong? Sighing so early in the morning!\Good morning!\Keiichi! response:	Good morning.
context: 597 sheep.\598 sheep...\Man, to think that we're going to start living together under one roof...\I wonder if I can keep up with her.\Is something wrong? Sighing so early in the morning!\Good morning!\Keiichi!\Good morning. response:	Ah! Apprenticeship, Home, and the Goddess
context: 598 sheep...\Man, to think that we're going to start living together under one roof...\I wonder if I can keep up with her.\Is something wrong? Sighing so early in the morning!\Good morning!\Keiichi!\Good morning.\Ah! Apprenticeship, Home, and the Goddess response:	Since there's two of us, I want to get a place with at least two rooms.
context: Man, to think that we're going to start living together under one roof...\I wonder if I can keep up with her.\Is something wrong? Sighing so early in the morning!\Good morning!\Keiichi!\Good morning.\Ah! Apprenticeship, Home, and the Goddess\Since there's two of us, I want to get a place with at least two rooms. response:	But I'll have to find something that costs the same as my dorm room.
context: I wonder if I can keep up with her.\Is something wrong? Sighing so early in the morning!\Good morning!\Keiichi!\Good morning.\Ah! Apprenticeship, Home, and the Goddess\Since there's two of us, I want to get a place with at least two rooms.\But I'll have to find something that costs the same as my dorm room. response:	I don't want to go through the hassle of explaining things to my folks.
context: Is something wrong? Sighing so early in the morning!\Good morning!\Keiichi!\Good morning.\Ah! Apprenticeship, Home, and the Goddess\Since there's two of us, I want to get a place with at least two rooms.\But I'll have to find something that costs the same as my dorm room.\I don't want to go through the hassle of explaining things to my folks. response:	I'll have to come up with the deficit by doing extra work...
context: Good morning!\Keiichi!\Good morning.\Ah! Apprenticeship, Home, and the Goddess\Since there's two of us, I want to get a place with at least two rooms.\But I'll have to find something that costs the same as my dorm room.\I don't want to go through the hassle of explaining things to my folks.\I'll have to come up with the deficit by doing extra work... response:	It's hard to get along in this world without money.
context: Keiichi!\Good morning.\Ah! Apprenticeship, Home, and the Goddess\Since there's two of us, I want to get a place with at least two rooms.\But I'll have to find something that costs the same as my dorm room.\I don't want to go through the hassle of explaining things to my folks.\I'll have to come up with the deficit by doing extra work...\It's hard to get along in this world without money. response:	I guess so. You can't pay rent or eat...
context: Good morning.\Ah! Apprenticeship, Home, and the Goddess\Since there's two of us, I want to get a place with at least two rooms.\But I'll have to find something that costs the same as my dorm room.\I don't want to go through the hassle of explaining things to my folks.\I'll have to come up with the deficit by doing extra work...\It's hard to get along in this world without money.\I guess so. You can't pay rent or eat... response:	The fact is, without money, you'll never get anywhere.
context: Ah! Apprenticeship, Home, and the Goddess\Since there's two of us, I want to get a place with at least two rooms.\But I'll have to find something that costs the same as my dorm room.\I don't want to go through the hassle of explaining things to my folks.\I'll have to come up with the deficit by doing extra work...\It's hard to get along in this world without money.\I guess so. You can't pay rent or eat...\The fact is, without money, you'll never get anywhere. response:	I see.
context: Since there's two of us, I want to get a place with at least two rooms.\But I'll have to find something that costs the same as my dorm room.\I don't want to go through the hassle of explaining things to my folks.\I'll have to come up with the deficit by doing extra work...\It's hard to get along in this world without money.\I guess so. You can't pay rent or eat...\The fact is, without money, you'll never get anywhere.\I see. response:	Then how about a little spell?
context: But I'll have to find something that costs the same as my dorm room.\I don't want to go through the hassle of explaining things to my folks.\I'll have to come up with the deficit by doing extra work...\It's hard to get along in this world without money.\I guess so. You can't pay rent or eat...\The fact is, without money, you'll never get anywhere.\I see.\Then how about a little spell? response:	Spell?
context: I don't want to go through the hassle of explaining things to my folks.\I'll have to come up with the deficit by doing extra work...\It's hard to get along in this world without money.\I guess so. You can't pay rent or eat...\The fact is, without money, you'll never get anywhere.\I see.\Then how about a little spell?\Spell? response:	Here is a wandering soul.
context: I'll have to come up with the deficit by doing extra work...\It's hard to get along in this world without money.\I guess so. You can't pay rent or eat...\The fact is, without money, you'll never get anywhere.\I see.\Then how about a little spell?\Spell?\Here is a wandering soul. response:	If you can hear my voice, provide this soul with the Light of Life...
context: It's hard to get along in this world without money.\I guess so. You can't pay rent or eat...\The fact is, without money, you'll never get anywhere.\I see.\Then how about a little spell?\Spell?\Here is a wandering soul.\If you can hear my voice, provide this soul with the Light of Life... response:	Big Brother!
context: I guess so. You can't pay rent or eat...\The fact is, without money, you'll never get anywhere.\I see.\Then how about a little spell?\Spell?\Here is a wandering soul.\If you can hear my voice, provide this soul with the Light of Life...\Big Brother! response:	Huh?
context: The fact is, without money, you'll never get anywhere.\I see.\Then how about a little spell?\Spell?\Here is a wandering soul.\If you can hear my voice, provide this soul with the Light of Life...\Big Brother!\Huh? response:	It's that little girl...
context: I see.\Then how about a little spell?\Spell?\Here is a wandering soul.\If you can hear my voice, provide this soul with the Light of Life...\Big Brother!\Huh?\It's that little girl... response:	I can't thank you enough for helping Hijiri yesterday.
context: Then how about a little spell?\Spell?\Here is a wandering soul.\If you can hear my voice, provide this soul with the Light of Life...\Big Brother!\Huh?\It's that little girl...\I can't thank you enough for helping Hijiri yesterday. response:	Oh, don't mention it. Thank you for treating us to lunch.
context: Spell?\Here is a wandering soul.\If you can hear my voice, provide this soul with the Light of Life...\Big Brother!\Huh?\It's that little girl...\I can't thank you enough for helping Hijiri yesterday.\Oh, don't mention it. Thank you for treating us to lunch. response:	Hijiri, thank him properly, now.
context: Here is a wandering soul.\If you can hear my voice, provide this soul with the Light of Life...\Big Brother!\Huh?\It's that little girl...\I can't thank you enough for helping Hijiri yesterday.\Oh, don't mention it. Thank you for treating us to lunch.\Hijiri, thank him properly, now. response:	Hey, Big Sister, are you Big Brother's wife?
context: If you can hear my voice, provide this soul with the Light of Life...\Big Brother!\Huh?\It's that little girl...\I can't thank you enough for helping Hijiri yesterday.\Oh, don't mention it. Thank you for treating us to lunch.\Hijiri, thank him properly, now.\Hey, Big Sister, are you Big Brother's wife? response:	I'm so sorry!
context: Big Brother!\Huh?\It's that little girl...\I can't thank you enough for helping Hijiri yesterday.\Oh, don't mention it. Thank you for treating us to lunch.\Hijiri, thank him properly, now.\Hey, Big Sister, are you Big Brother's wife?\I'm so sorry! response:	Look, he's turning red! He's turning red!
context: Huh?\It's that little girl...\I can't thank you enough for helping Hijiri yesterday.\Oh, don't mention it. Thank you for treating us to lunch.\Hijiri, thank him properly, now.\Hey, Big Sister, are you Big Brother's wife?\I'm so sorry!\Look, he's turning red! He's turning red! response:	I am not his wife, but a godd...
context: It's that little girl...\I can't thank you enough for helping Hijiri yesterday.\Oh, don't mention it. Thank you for treating us to lunch.\Hijiri, thank him properly, now.\Hey, Big Sister, are you Big Brother's wife?\I'm so sorry!\Look, he's turning red! He's turning red!\I am not his wife, but a godd... response:	God?
context: I can't thank you enough for helping Hijiri yesterday.\Oh, don't mention it. Thank you for treating us to lunch.\Hijiri, thank him properly, now.\Hey, Big Sister, are you Big Brother's wife?\I'm so sorry!\Look, he's turning red! He's turning red!\I am not his wife, but a godd...\God? response:	God, those glasses are so becoming!
context: Oh, don't mention it. Thank you for treating us to lunch.\Hijiri, thank him properly, now.\Hey, Big Sister, are you Big Brother's wife?\I'm so sorry!\Look, he's turning red! He's turning red!\I am not his wife, but a godd...\God?\God, those glasses are so becoming! response:	Well...
context: Hijiri, thank him properly, now.\Hey, Big Sister, are you Big Brother's wife?\I'm so sorry!\Look, he's turning red! He's turning red!\I am not his wife, but a godd...\God?\God, those glasses are so becoming!\Well... response:	You can't say things like that in public!
context: Hey, Big Sister, are you Big Brother's wife?\I'm so sorry!\Look, he's turning red! He's turning red!\I am not his wife, but a godd...\God?\God, those glasses are so becoming!\Well...\You can't say things like that in public! response:	I cannot say such things?
context: I'm so sorry!\Look, he's turning red! He's turning red!\I am not his wife, but a godd...\God?\God, those glasses are so becoming!\Well...\You can't say things like that in public!\I cannot say such things? response:	My, how sweet that you two are so close.
context: Look, he's turning red! He's turning red!\I am not his wife, but a godd...\God?\God, those glasses are so becoming!\Well...\You can't say things like that in public!\I cannot say such things?\My, how sweet that you two are so close. response:	You know what? I've never seen anyone wearing such frilly, flowing clothes...
context: I am not his wife, but a godd...\God?\God, those glasses are so becoming!\Well...\You can't say things like that in public!\I cannot say such things?\My, how sweet that you two are so close.\You know what? I've never seen anyone wearing such frilly, flowing clothes... response:	Are they strange?
context: God?\God, those glasses are so becoming!\Well...\You can't say things like that in public!\I cannot say such things?\My, how sweet that you two are so close.\You know what? I've never seen anyone wearing such frilly, flowing clothes...\Are they strange? response:	Not many people dress like that in this country. Maybe you stand out a little...
context: God, those glasses are so becoming!\Well...\You can't say things like that in public!\I cannot say such things?\My, how sweet that you two are so close.\You know what? I've never seen anyone wearing such frilly, flowing clothes...\Are they strange?\Not many people dress like that in this country. Maybe you stand out a little... response:	Really?
context: Well...\You can't say things like that in public!\I cannot say such things?\My, how sweet that you two are so close.\You know what? I've never seen anyone wearing such frilly, flowing clothes...\Are they strange?\Not many people dress like that in this country. Maybe you stand out a little...\Really? response:	All right, then...
context: You can't say things like that in public!\I cannot say such things?\My, how sweet that you two are so close.\You know what? I've never seen anyone wearing such frilly, flowing clothes...\Are they strange?\Not many people dress like that in this country. Maybe you stand out a little...\Really?\All right, then... response:	B-Big Sister!
context: I cannot say such things?\My, how sweet that you two are so close.\You know what? I've never seen anyone wearing such frilly, flowing clothes...\Are they strange?\Not many people dress like that in this country. Maybe you stand out a little...\Really?\All right, then...\B-Big Sister! response:	Is this better, then?
context: My, how sweet that you two are so close.\You know what? I've never seen anyone wearing such frilly, flowing clothes...\Are they strange?\Not many people dress like that in this country. Maybe you stand out a little...\Really?\All right, then...\B-Big Sister!\Is this better, then? response:	Big Brother!
context: You know what? I've never seen anyone wearing such frilly, flowing clothes...\Are they strange?\Not many people dress like that in this country. Maybe you stand out a little...\Really?\All right, then...\B-Big Sister!\Is this better, then?\Big Brother! response:	You can't use magic in public like that...
context: Are they strange?\Not many people dress like that in this country. Maybe you stand out a little...\Really?\All right, then...\B-Big Sister!\Is this better, then?\Big Brother!\You can't use magic in public like that... response:	Don't worry.
context: Not many people dress like that in this country. Maybe you stand out a little...\Really?\All right, then...\B-Big Sister!\Is this better, then?\Big Brother!\You can't use magic in public like that...\Don't worry. response:	I can only use that kind of power several times a day.
context: Really?\All right, then...\B-Big Sister!\Is this better, then?\Big Brother!\You can't use magic in public like that...\Don't worry.\I can only use that kind of power several times a day. response:	If people find out that you have special powers...
context: All right, then...\B-Big Sister!\Is this better, then?\Big Brother!\You can't use magic in public like that...\Don't worry.\I can only use that kind of power several times a day.\If people find out that you have special powers... response:	And if that happens, we might not be able to stay together anymore.
context: B-Big Sister!\Is this better, then?\Big Brother!\You can't use magic in public like that...\Don't worry.\I can only use that kind of power several times a day.\If people find out that you have special powers...\And if that happens, we might not be able to stay together anymore. response:	If that should come to pass...
context: Is this better, then?\Big Brother!\You can't use magic in public like that...\Don't worry.\I can only use that kind of power several times a day.\If people find out that you have special powers...\And if that happens, we might not be able to stay together anymore.\If that should come to pass... response:	Right, so I guess you're going to have to learn all about living in this world.
context: Big Brother!\You can't use magic in public like that...\Don't worry.\I can only use that kind of power several times a day.\If people find out that you have special powers...\And if that happens, we might not be able to stay together anymore.\If that should come to pass...\Right, so I guess you're going to have to learn all about living in this world. response:	Yes, apparently so.
context: You can't use magic in public like that...\Don't worry.\I can only use that kind of power several times a day.\If people find out that you have special powers...\And if that happens, we might not be able to stay together anymore.\If that should come to pass...\Right, so I guess you're going to have to learn all about living in this world.\Yes, apparently so. response:	Let's try and make this work somehow!
context: Don't worry.\I can only use that kind of power several times a day.\If people find out that you have special powers...\And if that happens, we might not be able to stay together anymore.\If that should come to pass...\Right, so I guess you're going to have to learn all about living in this world.\Yes, apparently so.\Let's try and make this work somehow! response:	All right!
context: I can only use that kind of power several times a day.\If people find out that you have special powers...\And if that happens, we might not be able to stay together anymore.\If that should come to pass...\Right, so I guess you're going to have to learn all about living in this world.\Yes, apparently so.\Let's try and make this work somehow!\All right! response:	First of all, we've got to find a new place to live. Let's go!
context: If people find out that you have special powers...\And if that happens, we might not be able to stay together anymore.\If that should come to pass...\Right, so I guess you're going to have to learn all about living in this world.\Yes, apparently so.\Let's try and make this work somehow!\All right!\First of all, we've got to find a new place to live. Let's go! response:	Okay!
context: And if that happens, we might not be able to stay together anymore.\If that should come to pass...\Right, so I guess you're going to have to learn all about living in this world.\Yes, apparently so.\Let's try and make this work somehow!\All right!\First of all, we've got to find a new place to live. Let's go!\Okay! response:	Uh, we're looking for a place for the two of us.
context: If that should come to pass...\Right, so I guess you're going to have to learn all about living in this world.\Yes, apparently so.\Let's try and make this work somehow!\All right!\First of all, we've got to find a new place to live. Let's go!\Okay!\Uh, we're looking for a place for the two of us. response:	What kind of place do you have in mind?
context: Right, so I guess you're going to have to learn all about living in this world.\Yes, apparently so.\Let's try and make this work somehow!\All right!\First of all, we've got to find a new place to live. Let's go!\Okay!\Uh, we're looking for a place for the two of us.\What kind of place do you have in mind? response:	A place with a kitchen and two rooms with its own bath and toilet if possible...
context: Yes, apparently so.\Let's try and make this work somehow!\All right!\First of all, we've got to find a new place to live. Let's go!\Okay!\Uh, we're looking for a place for the two of us.\What kind of place do you have in mind?\A place with a kitchen and two rooms with its own bath and toilet if possible... response:	I know I'm asking for the impossible, but I thought I'd ask you to try anyway.
context: Let's try and make this work somehow!\All right!\First of all, we've got to find a new place to live. Let's go!\Okay!\Uh, we're looking for a place for the two of us.\What kind of place do you have in mind?\A place with a kitchen and two rooms with its own bath and toilet if possible...\I know I'm asking for the impossible, but I thought I'd ask you to try anyway. response:	We do not have it!
context: All right!\First of all, we've got to find a new place to live. Let's go!\Okay!\Uh, we're looking for a place for the two of us.\What kind of place do you have in mind?\A place with a kitchen and two rooms with its own bath and toilet if possible...\I know I'm asking for the impossible, but I thought I'd ask you to try anyway.\We do not have it! response:	Oh, man... Reality is as tough as I thought.
context: First of all, we've got to find a new place to live. Let's go!\Okay!\Uh, we're looking for a place for the two of us.\What kind of place do you have in mind?\A place with a kitchen and two rooms with its own bath and toilet if possible...\I know I'm asking for the impossible, but I thought I'd ask you to try anyway.\We do not have it!\Oh, man... Reality is as tough as I thought. response:	A lot of hardship goes into leading one's life here on Earth, I see...
context: Okay!\Uh, we're looking for a place for the two of us.\What kind of place do you have in mind?\A place with a kitchen and two rooms with its own bath and toilet if possible...\I know I'm asking for the impossible, but I thought I'd ask you to try anyway.\We do not have it!\Oh, man... Reality is as tough as I thought.\A lot of hardship goes into leading one's life here on Earth, I see... response:	Yeah, but everyone goes through hardship.
context: Uh, we're looking for a place for the two of us.\What kind of place do you have in mind?\A place with a kitchen and two rooms with its own bath and toilet if possible...\I know I'm asking for the impossible, but I thought I'd ask you to try anyway.\We do not have it!\Oh, man... Reality is as tough as I thought.\A lot of hardship goes into leading one's life here on Earth, I see...\Yeah, but everyone goes through hardship. response:	That's why people work hard everyday.
context: What kind of place do you have in mind?\A place with a kitchen and two rooms with its own bath and toilet if possible...\I know I'm asking for the impossible, but I thought I'd ask you to try anyway.\We do not have it!\Oh, man... Reality is as tough as I thought.\A lot of hardship goes into leading one's life here on Earth, I see...\Yeah, but everyone goes through hardship.\That's why people work hard everyday. response:	Work hard, did you say?
context: A place with a kitchen and two rooms with its own bath and toilet if possible...\I know I'm asking for the impossible, but I thought I'd ask you to try anyway.\We do not have it!\Oh, man... Reality is as tough as I thought.\A lot of hardship goes into leading one's life here on Earth, I see...\Yeah, but everyone goes through hardship.\That's why people work hard everyday.\Work hard, did you say? response:	If you're doing what you love, working hard won't seem like such an effort.
context: I know I'm asking for the impossible, but I thought I'd ask you to try anyway.\We do not have it!\Oh, man... Reality is as tough as I thought.\A lot of hardship goes into leading one's life here on Earth, I see...\Yeah, but everyone goes through hardship.\That's why people work hard everyday.\Work hard, did you say?\If you're doing what you love, working hard won't seem like such an effort. response:	Take me, for instance. If it's to fulfill my dream of building my own bike...
context: We do not have it!\Oh, man... Reality is as tough as I thought.\A lot of hardship goes into leading one's life here on Earth, I see...\Yeah, but everyone goes through hardship.\That's why people work hard everyday.\Work hard, did you say?\If you're doing what you love, working hard won't seem like such an effort.\Take me, for instance. If it's to fulfill my dream of building my own bike... response:	I find that very appealing, Keiichi!
context: Oh, man... Reality is as tough as I thought.\A lot of hardship goes into leading one's life here on Earth, I see...\Yeah, but everyone goes through hardship.\That's why people work hard everyday.\Work hard, did you say?\If you're doing what you love, working hard won't seem like such an effort.\Take me, for instance. If it's to fulfill my dream of building my own bike...\I find that very appealing, Keiichi! response:	But the reality is that everything takes money!
context: A lot of hardship goes into leading one's life here on Earth, I see...\Yeah, but everyone goes through hardship.\That's why people work hard everyday.\Work hard, did you say?\If you're doing what you love, working hard won't seem like such an effort.\Take me, for instance. If it's to fulfill my dream of building my own bike...\I find that very appealing, Keiichi!\But the reality is that everything takes money! response:	Right now this is my entire fortune.
context: Yeah, but everyone goes through hardship.\That's why people work hard everyday.\Work hard, did you say?\If you're doing what you love, working hard won't seem like such an effort.\Take me, for instance. If it's to fulfill my dream of building my own bike...\I find that very appealing, Keiichi!\But the reality is that everything takes money!\Right now this is my entire fortune. response:	So we have to find a place to live with the help of that'money', is that right?
context: That's why people work hard everyday.\Work hard, did you say?\If you're doing what you love, working hard won't seem like such an effort.\Take me, for instance. If it's to fulfill my dream of building my own bike...\I find that very appealing, Keiichi!\But the reality is that everything takes money!\Right now this is my entire fortune.\So we have to find a place to live with the help of that'money', is that right? response:	Yeah.
context: Work hard, did you say?\If you're doing what you love, working hard won't seem like such an effort.\Take me, for instance. If it's to fulfill my dream of building my own bike...\I find that very appealing, Keiichi!\But the reality is that everything takes money!\Right now this is my entire fortune.\So we have to find a place to live with the help of that'money', is that right?\Yeah. response:	Then let me ask the Holy Spirit if there is a place for the two of us to live.
context: If you're doing what you love, working hard won't seem like such an effort.\Take me, for instance. If it's to fulfill my dream of building my own bike...\I find that very appealing, Keiichi!\But the reality is that everything takes money!\Right now this is my entire fortune.\So we have to find a place to live with the help of that'money', is that right?\Yeah.\Then let me ask the Holy Spirit if there is a place for the two of us to live. response:	Can you do something like that?
