context: Presented by SoulEaterFan response:	Presented by SoulEaterFan
context: Embrace them.\It starts all over everyday.\I'm drowning in the raging waves.\Still haven't awaken from my dream.\We're all here.\I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude. response:	In the winds of waiting.
context: It starts all over everyday.\I'm drowning in the raging waves.\Still haven't awaken from my dream.\We're all here.\I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting. response:	I have no other way but to move forward.
context: I'm drowning in the raging waves.\Still haven't awaken from my dream.\We're all here.\I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward. response:	I believe in the way of life.
context: Still haven't awaken from my dream.\We're all here.\I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life. response:	Yeah.
context: We're all here.\I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life.\Yeah. response:	Mosquito' s Storm!
context: I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life.\Yeah.\Mosquito' s Storm! response:	Old
context: The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life.\Yeah.\Mosquito' s Storm!\Old response:	Days World' s Time Limit is 10 Minutes?
context: I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life.\Yeah.\Mosquito' s Storm!\Old\Days World' s Time Limit is 10 Minutes? response:	Release,
context: In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life.\Yeah.\Mosquito' s Storm!\Old\Days World' s Time Limit is 10 Minutes?\Release, response:	Seven People' s
context: I have no other way but to move forward.\I believe in the way of life.\Yeah.\Mosquito' s Storm!\Old\Days World' s Time Limit is 10 Minutes?\Release,\Seven People' s response:	Resonance Chain!
context: I believe in the way of life.\Yeah.\Mosquito' s Storm!\Old\Days World' s Time Limit is 10 Minutes?\Release,\Seven People' s\Resonance Chain! response:	Concert of Creation and Destruction?
context: Yeah.\Mosquito' s Storm!\Old\Days World' s Time Limit is 10 Minutes?\Release,\Seven People' s\Resonance Chain!\Concert of Creation and Destruction? response:	The Lost Island
context: Mosquito' s Storm!\Old\Days World' s Time Limit is 10 Minutes?\Release,\Seven People' s\Resonance Chain!\Concert of Creation and Destruction?\The Lost Island response:	Here because of an accident long ago, a special field was formed.
context: Old\Days World' s Time Limit is 10 Minutes?\Release,\Seven People' s\Resonance Chain!\Concert of Creation and Destruction?\The Lost Island\Here because of an accident long ago, a special field was formed. response:	And the struggle for the Demon Tool between Shibusen and Arachnophobia began.
context: Days World' s Time Limit is 10 Minutes?\Release,\Seven People' s\Resonance Chain!\Concert of Creation and Destruction?\The Lost Island\Here because of an accident long ago, a special field was formed.\And the struggle for the Demon Tool between Shibusen and Arachnophobia began. response:	The battle of epic proportion began across the island.
context: Release,\Seven People' s\Resonance Chain!\Concert of Creation and Destruction?\The Lost Island\Here because of an accident long ago, a special field was formed.\And the struggle for the Demon Tool between Shibusen and Arachnophobia began.\The battle of epic proportion began across the island. response:	We infiltrated the field in search of Professor Stein and Marie.
context: Seven People' s\Resonance Chain!\Concert of Creation and Destruction?\The Lost Island\Here because of an accident long ago, a special field was formed.\And the struggle for the Demon Tool between Shibusen and Arachnophobia began.\The battle of epic proportion began across the island.\We infiltrated the field in search of Professor Stein and Marie. response:	And the scene we witnessed within was a visual memory from a distant past.
context: Resonance Chain!\Concert of Creation and Destruction?\The Lost Island\Here because of an accident long ago, a special field was formed.\And the struggle for the Demon Tool between Shibusen and Arachnophobia began.\The battle of epic proportion began across the island.\We infiltrated the field in search of Professor Stein and Marie.\And the scene we witnessed within was a visual memory from a distant past. response:	Damn.. they just keep coming.
context: Concert of Creation and Destruction?\The Lost Island\Here because of an accident long ago, a special field was formed.\And the struggle for the Demon Tool between Shibusen and Arachnophobia began.\The battle of epic proportion began across the island.\We infiltrated the field in search of Professor Stein and Marie.\And the scene we witnessed within was a visual memory from a distant past.\Damn.. they just keep coming. response:	Now what?
context: The Lost Island\Here because of an accident long ago, a special field was formed.\And the struggle for the Demon Tool between Shibusen and Arachnophobia began.\The battle of epic proportion began across the island.\We infiltrated the field in search of Professor Stein and Marie.\And the scene we witnessed within was a visual memory from a distant past.\Damn.. they just keep coming.\Now what? response:	Twenty minutes will be up soon. Kim, give the signal for retreat.
context: Here because of an accident long ago, a special field was formed.\And the struggle for the Demon Tool between Shibusen and Arachnophobia began.\The battle of epic proportion began across the island.\We infiltrated the field in search of Professor Stein and Marie.\And the scene we witnessed within was a visual memory from a distant past.\Damn.. they just keep coming.\Now what?\Twenty minutes will be up soon. Kim, give the signal for retreat. response:	I've got your back!
context: And the struggle for the Demon Tool between Shibusen and Arachnophobia began.\The battle of epic proportion began across the island.\We infiltrated the field in search of Professor Stein and Marie.\And the scene we witnessed within was a visual memory from a distant past.\Damn.. they just keep coming.\Now what?\Twenty minutes will be up soon. Kim, give the signal for retreat.\I've got your back! response:	Make sure I'm covered.
context: The battle of epic proportion began across the island.\We infiltrated the field in search of Professor Stein and Marie.\And the scene we witnessed within was a visual memory from a distant past.\Damn.. they just keep coming.\Now what?\Twenty minutes will be up soon. Kim, give the signal for retreat.\I've got your back!\Make sure I'm covered. response:	Let's do it Jacky!
context: We infiltrated the field in search of Professor Stein and Marie.\And the scene we witnessed within was a visual memory from a distant past.\Damn.. they just keep coming.\Now what?\Twenty minutes will be up soon. Kim, give the signal for retreat.\I've got your back!\Make sure I'm covered.\Let's do it Jacky! response:	Okay!
context: And the scene we witnessed within was a visual memory from a distant past.\Damn.. they just keep coming.\Now what?\Twenty minutes will be up soon. Kim, give the signal for retreat.\I've got your back!\Make sure I'm covered.\Let's do it Jacky!\Okay! response:	They're planning something!Aim for the girl!
context: Damn.. they just keep coming.\Now what?\Twenty minutes will be up soon. Kim, give the signal for retreat.\I've got your back!\Make sure I'm covered.\Let's do it Jacky!\Okay!\They're planning something!Aim for the girl! response:	Ox!
context: Now what?\Twenty minutes will be up soon. Kim, give the signal for retreat.\I've got your back!\Make sure I'm covered.\Let's do it Jacky!\Okay!\They're planning something!Aim for the girl!\Ox! response:	Yeah!
context: Twenty minutes will be up soon. Kim, give the signal for retreat.\I've got your back!\Make sure I'm covered.\Let's do it Jacky!\Okay!\They're planning something!Aim for the girl!\Ox!\Yeah! response:	Chain Resonance!
context: I've got your back!\Make sure I'm covered.\Let's do it Jacky!\Okay!\They're planning something!Aim for the girl!\Ox!\Yeah!\Chain Resonance! response:	Change Pixie!
context: Make sure I'm covered.\Let's do it Jacky!\Okay!\They're planning something!Aim for the girl!\Ox!\Yeah!\Chain Resonance!\Change Pixie! response:	Like hell!
context: Let's do it Jacky!\Okay!\They're planning something!Aim for the girl!\Ox!\Yeah!\Chain Resonance!\Change Pixie!\Like hell! response:	Royal Thunder Drill!
context: Okay!\They're planning something!Aim for the girl!\Ox!\Yeah!\Chain Resonance!\Change Pixie!\Like hell!\Royal Thunder Drill! response:	Flash of lightning!
context: They're planning something!Aim for the girl!\Ox!\Yeah!\Chain Resonance!\Change Pixie!\Like hell!\Royal Thunder Drill!\Flash of lightning! response:	Thunder Combination!
context: Ox!\Yeah!\Chain Resonance!\Change Pixie!\Like hell!\Royal Thunder Drill!\Flash of lightning!\Thunder Combination! response:	Thank you!
context: Yeah!\Chain Resonance!\Change Pixie!\Like hell!\Royal Thunder Drill!\Flash of lightning!\Thunder Combination!\Thank you! response:	Let's do it Jacky!
context: Chain Resonance!\Change Pixie!\Like hell!\Royal Thunder Drill!\Flash of lightning!\Thunder Combination!\Thank you!\Let's do it Jacky! response:	Mosquito's Storm!
context: Change Pixie!\Like hell!\Royal Thunder Drill!\Flash of lightning!\Thunder Combination!\Thank you!\Let's do it Jacky!\Mosquito's Storm! response:	Old Days World's Time Limit is 10 Minutes?
context: Like hell!\Royal Thunder Drill!\Flash of lightning!\Thunder Combination!\Thank you!\Let's do it Jacky!\Mosquito's Storm!\Old Days World's Time Limit is 10 Minutes? response:	Where are they hidden?
context: Royal Thunder Drill!\Flash of lightning!\Thunder Combination!\Thank you!\Let's do it Jacky!\Mosquito's Storm!\Old Days World's Time Limit is 10 Minutes?\Where are they hidden? response:	Target sighted.
context: Flash of lightning!\Thunder Combination!\Thank you!\Let's do it Jacky!\Mosquito's Storm!\Old Days World's Time Limit is 10 Minutes?\Where are they hidden?\Target sighted. response:	One more step left.
context: Thunder Combination!\Thank you!\Let's do it Jacky!\Mosquito's Storm!\Old Days World's Time Limit is 10 Minutes?\Where are they hidden?\Target sighted.\One more step left. response:	The stench of gunpowder!
context: Thank you!\Let's do it Jacky!\Mosquito's Storm!\Old Days World's Time Limit is 10 Minutes?\Where are they hidden?\Target sighted.\One more step left.\The stench of gunpowder! response:	Hit!
context: Let's do it Jacky!\Mosquito's Storm!\Old Days World's Time Limit is 10 Minutes?\Where are they hidden?\Target sighted.\One more step left.\The stench of gunpowder!\Hit! response:	I've got him! Now, Nygus!
context: Mosquito's Storm!\Old Days World's Time Limit is 10 Minutes?\Where are they hidden?\Target sighted.\One more step left.\The stench of gunpowder!\Hit!\I've got him! Now, Nygus! response:	Nygus!
context: Old Days World's Time Limit is 10 Minutes?\Where are they hidden?\Target sighted.\One more step left.\The stench of gunpowder!\Hit!\I've got him! Now, Nygus!\Nygus! response:	Die!
context: Where are they hidden?\Target sighted.\One more step left.\The stench of gunpowder!\Hit!\I've got him! Now, Nygus!\Nygus!\Die! response:	I see.
context: Target sighted.\One more step left.\The stench of gunpowder!\Hit!\I've got him! Now, Nygus!\Nygus!\Die!\I see. response:	Seeing how you fight, I can understand how Black Star was raised.
context: One more step left.\The stench of gunpowder!\Hit!\I've got him! Now, Nygus!\Nygus!\Die!\I see.\Seeing how you fight, I can understand how Black Star was raised. response:	You're really good. I've got nothing against you.
context: The stench of gunpowder!\Hit!\I've got him! Now, Nygus!\Nygus!\Die!\I see.\Seeing how you fight, I can understand how Black Star was raised.\You're really good. I've got nothing against you. response:	With skills like yours, wouldn't you do better not working for that evil organization?
context: Hit!\I've got him! Now, Nygus!\Nygus!\Die!\I see.\Seeing how you fight, I can understand how Black Star was raised.\You're really good. I've got nothing against you.\With skills like yours, wouldn't you do better not working for that evil organization? response:	Such a pity.
context: I've got him! Now, Nygus!\Nygus!\Die!\I see.\Seeing how you fight, I can understand how Black Star was raised.\You're really good. I've got nothing against you.\With skills like yours, wouldn't you do better not working for that evil organization?\Such a pity. response:	Is that an order to retreat?
context: Nygus!\Die!\I see.\Seeing how you fight, I can understand how Black Star was raised.\You're really good. I've got nothing against you.\With skills like yours, wouldn't you do better not working for that evil organization?\Such a pity.\Is that an order to retreat? response:	Now I have no reason to fight you.
context: Die!\I see.\Seeing how you fight, I can understand how Black Star was raised.\You're really good. I've got nothing against you.\With skills like yours, wouldn't you do better not working for that evil organization?\Such a pity.\Is that an order to retreat?\Now I have no reason to fight you. response:	Now it's up to you whether you lay down your sword or not!
context: I see.\Seeing how you fight, I can understand how Black Star was raised.\You're really good. I've got nothing against you.\With skills like yours, wouldn't you do better not working for that evil organization?\Such a pity.\Is that an order to retreat?\Now I have no reason to fight you.\Now it's up to you whether you lay down your sword or not! response:	However if you let me go, you may be attacked from the shadows again by me.
context: Seeing how you fight, I can understand how Black Star was raised.\You're really good. I've got nothing against you.\With skills like yours, wouldn't you do better not working for that evil organization?\Such a pity.\Is that an order to retreat?\Now I have no reason to fight you.\Now it's up to you whether you lay down your sword or not!\However if you let me go, you may be attacked from the shadows again by me. response:	Sounds like fun.
context: You're really good. I've got nothing against you.\With skills like yours, wouldn't you do better not working for that evil organization?\Such a pity.\Is that an order to retreat?\Now I have no reason to fight you.\Now it's up to you whether you lay down your sword or not!\However if you let me go, you may be attacked from the shadows again by me.\Sounds like fun. response:	Go.
context: With skills like yours, wouldn't you do better not working for that evil organization?\Such a pity.\Is that an order to retreat?\Now I have no reason to fight you.\Now it's up to you whether you lay down your sword or not!\However if you let me go, you may be attacked from the shadows again by me.\Sounds like fun.\Go. response:	All troops withdraw!
context: Such a pity.\Is that an order to retreat?\Now I have no reason to fight you.\Now it's up to you whether you lay down your sword or not!\However if you let me go, you may be attacked from the shadows again by me.\Sounds like fun.\Go.\All troops withdraw! response:	Withdraw!
context: Is that an order to retreat?\Now I have no reason to fight you.\Now it's up to you whether you lay down your sword or not!\However if you let me go, you may be attacked from the shadows again by me.\Sounds like fun.\Go.\All troops withdraw!\Withdraw! response:	Stein!
context: Now I have no reason to fight you.\Now it's up to you whether you lay down your sword or not!\However if you let me go, you may be attacked from the shadows again by me.\Sounds like fun.\Go.\All troops withdraw!\Withdraw!\Stein! response:	What is wrong with you?
context: Now it's up to you whether you lay down your sword or not!\However if you let me go, you may be attacked from the shadows again by me.\Sounds like fun.\Go.\All troops withdraw!\Withdraw!\Stein!\What is wrong with you? response:	I'm being consumed
context: However if you let me go, you may be attacked from the shadows again by me.\Sounds like fun.\Go.\All troops withdraw!\Withdraw!\Stein!\What is wrong with you?\I'm being consumed response:	by insanity.
context: Sounds like fun.\Go.\All troops withdraw!\Withdraw!\Stein!\What is wrong with you?\I'm being consumed\by insanity. response:	Franken, get a hold of yourself!
context: Go.\All troops withdraw!\Withdraw!\Stein!\What is wrong with you?\I'm being consumed\by insanity.\Franken, get a hold of yourself! response:	The insanity!
context: All troops withdraw!\Withdraw!\Stein!\What is wrong with you?\I'm being consumed\by insanity.\Franken, get a hold of yourself!\The insanity! response:	Why now of all times?!
context: Withdraw!\Stein!\What is wrong with you?\I'm being consumed\by insanity.\Franken, get a hold of yourself!\The insanity!\Why now of all times?! response:	What is going on inside of you?
context: Stein!\What is wrong with you?\I'm being consumed\by insanity.\Franken, get a hold of yourself!\The insanity!\Why now of all times?!\What is going on inside of you? response:	If you don't watch me, I might do something regrettable.
context: What is wrong with you?\I'm being consumed\by insanity.\Franken, get a hold of yourself!\The insanity!\Why now of all times?!\What is going on inside of you?\If you don't watch me, I might do something regrettable. response:	There they are!
context: I'm being consumed\by insanity.\Franken, get a hold of yourself!\The insanity!\Why now of all times?!\What is going on inside of you?\If you don't watch me, I might do something regrettable.\There they are! response:	Professor, Marie-sensei, are you alright?
context: by insanity.\Franken, get a hold of yourself!\The insanity!\Why now of all times?!\What is going on inside of you?\If you don't watch me, I might do something regrettable.\There they are!\Professor, Marie-sensei, are you alright? response:	Why are you guys here?
context: Franken, get a hold of yourself!\The insanity!\Why now of all times?!\What is going on inside of you?\If you don't watch me, I might do something regrettable.\There they are!\Professor, Marie-sensei, are you alright?\Why are you guys here? response:	What are you doing.
context: The insanity!\Why now of all times?!\What is going on inside of you?\If you don't watch me, I might do something regrettable.\There they are!\Professor, Marie-sensei, are you alright?\Why are you guys here?\What are you doing. response:	You disobeyed my orders.
context: Why now of all times?!\What is going on inside of you?\If you don't watch me, I might do something regrettable.\There they are!\Professor, Marie-sensei, are you alright?\Why are you guys here?\What are you doing.\You disobeyed my orders. response:	It's been twenty minutes since you entered. You must get out of here, quickly.
context: What is going on inside of you?\If you don't watch me, I might do something regrettable.\There they are!\Professor, Marie-sensei, are you alright?\Why are you guys here?\What are you doing.\You disobeyed my orders.\It's been twenty minutes since you entered. You must get out of here, quickly. response:	Our bodies are turning into an image.
context: If you don't watch me, I might do something regrettable.\There they are!\Professor, Marie-sensei, are you alright?\Why are you guys here?\What are you doing.\You disobeyed my orders.\It's been twenty minutes since you entered. You must get out of here, quickly.\Our bodies are turning into an image. response:	What about the tool?
context: There they are!\Professor, Marie-sensei, are you alright?\Why are you guys here?\What are you doing.\You disobeyed my orders.\It's been twenty minutes since you entered. You must get out of here, quickly.\Our bodies are turning into an image.\What about the tool? response:	We still have more than 10 minutes so we will search for the tool.
context: Professor, Marie-sensei, are you alright?\Why are you guys here?\What are you doing.\You disobeyed my orders.\It's been twenty minutes since you entered. You must get out of here, quickly.\Our bodies are turning into an image.\What about the tool?\We still have more than 10 minutes so we will search for the tool. response:	Lets go!
context: Why are you guys here?\What are you doing.\You disobeyed my orders.\It's been twenty minutes since you entered. You must get out of here, quickly.\Our bodies are turning into an image.\What about the tool?\We still have more than 10 minutes so we will search for the tool.\Lets go! response:	Hurry and go!
context: What are you doing.\You disobeyed my orders.\It's been twenty minutes since you entered. You must get out of here, quickly.\Our bodies are turning into an image.\What about the tool?\We still have more than 10 minutes so we will search for the tool.\Lets go!\Hurry and go! response:	Wait just a second!
context: You disobeyed my orders.\It's been twenty minutes since you entered. You must get out of here, quickly.\Our bodies are turning into an image.\What about the tool?\We still have more than 10 minutes so we will search for the tool.\Lets go!\Hurry and go!\Wait just a second! response:	If I try to chase them in my state, I'll only die.
context: It's been twenty minutes since you entered. You must get out of here, quickly.\Our bodies are turning into an image.\What about the tool?\We still have more than 10 minutes so we will search for the tool.\Lets go!\Hurry and go!\Wait just a second!\If I try to chase them in my state, I'll only die. response:	I'll give them what they deserve later.
context: Our bodies are turning into an image.\What about the tool?\We still have more than 10 minutes so we will search for the tool.\Lets go!\Hurry and go!\Wait just a second!\If I try to chase them in my state, I'll only die.\I'll give them what they deserve later. response:	Since we already ignored orders we may as well finish the job. Where's the Demon Tool at?
context: What about the tool?\We still have more than 10 minutes so we will search for the tool.\Lets go!\Hurry and go!\Wait just a second!\If I try to chase them in my state, I'll only die.\I'll give them what they deserve later.\Since we already ignored orders we may as well finish the job. Where's the Demon Tool at? response:	The longer I'm near you the more disobedient I seem to become.
context: We still have more than 10 minutes so we will search for the tool.\Lets go!\Hurry and go!\Wait just a second!\If I try to chase them in my state, I'll only die.\I'll give them what they deserve later.\Since we already ignored orders we may as well finish the job. Where's the Demon Tool at?\The longer I'm near you the more disobedient I seem to become. response:	Lets go in through the gate.
context: Lets go!\Hurry and go!\Wait just a second!\If I try to chase them in my state, I'll only die.\I'll give them what they deserve later.\Since we already ignored orders we may as well finish the job. Where's the Demon Tool at?\The longer I'm near you the more disobedient I seem to become.\Lets go in through the gate. response:	Someone's there!
context: Hurry and go!\Wait just a second!\If I try to chase them in my state, I'll only die.\I'll give them what they deserve later.\Since we already ignored orders we may as well finish the job. Where's the Demon Tool at?\The longer I'm near you the more disobedient I seem to become.\Lets go in through the gate.\Someone's there! response:	Is he part of the image?
context: Wait just a second!\If I try to chase them in my state, I'll only die.\I'll give them what they deserve later.\Since we already ignored orders we may as well finish the job. Where's the Demon Tool at?\The longer I'm near you the more disobedient I seem to become.\Lets go in through the gate.\Someone's there!\Is he part of the image? response:	He can see us. Come to think of it I've seen him before.
context: If I try to chase them in my state, I'll only die.\I'll give them what they deserve later.\Since we already ignored orders we may as well finish the job. Where's the Demon Tool at?\The longer I'm near you the more disobedient I seem to become.\Lets go in through the gate.\Someone's there!\Is he part of the image?\He can see us. Come to think of it I've seen him before. response:	So is that thing he's holding?
