context: And we broke response:	Everything that was right
context: Get out.\I was talking to Sumi.\That nonsense again?\Stop being ridiculous.\It's time to let Sumi go, already.\She quit working for us a long time ago.\But despite the distance between us now,\Sumi still senses when I'm unwell and tells me, Everything's going to be okay. response:	Only then does my pain seem to go away.
context: I was talking to Sumi.\That nonsense again?\Stop being ridiculous.\It's time to let Sumi go, already.\She quit working for us a long time ago.\But despite the distance between us now,\Sumi still senses when I'm unwell and tells me, Everything's going to be okay.\Only then does my pain seem to go away. response:	I see.
context: That nonsense again?\Stop being ridiculous.\It's time to let Sumi go, already.\She quit working for us a long time ago.\But despite the distance between us now,\Sumi still senses when I'm unwell and tells me, Everything's going to be okay.\Only then does my pain seem to go away.\I see. response:	It seems that there is a deep conduit connecting the two of you.
context: Stop being ridiculous.\It's time to let Sumi go, already.\She quit working for us a long time ago.\But despite the distance between us now,\Sumi still senses when I'm unwell and tells me, Everything's going to be okay.\Only then does my pain seem to go away.\I see.\It seems that there is a deep conduit connecting the two of you. response:	A conduit?
context: It's time to let Sumi go, already.\She quit working for us a long time ago.\But despite the distance between us now,\Sumi still senses when I'm unwell and tells me, Everything's going to be okay.\Only then does my pain seem to go away.\I see.\It seems that there is a deep conduit connecting the two of you.\A conduit? response:	It is said that there are invisible conduits that connect individual consciousnesses.
context: She quit working for us a long time ago.\But despite the distance between us now,\Sumi still senses when I'm unwell and tells me, Everything's going to be okay.\Only then does my pain seem to go away.\I see.\It seems that there is a deep conduit connecting the two of you.\A conduit?\It is said that there are invisible conduits that connect individual consciousnesses. response:	Much like the maze of canals that flow through this town,
context: But despite the distance between us now,\Sumi still senses when I'm unwell and tells me, Everything's going to be okay.\Only then does my pain seem to go away.\I see.\It seems that there is a deep conduit connecting the two of you.\A conduit?\It is said that there are invisible conduits that connect individual consciousnesses.\Much like the maze of canals that flow through this town, response:	our subconscious minds are interconnected via these conduits.
context: Sumi still senses when I'm unwell and tells me, Everything's going to be okay.\Only then does my pain seem to go away.\I see.\It seems that there is a deep conduit connecting the two of you.\A conduit?\It is said that there are invisible conduits that connect individual consciousnesses.\Much like the maze of canals that flow through this town,\our subconscious minds are interconnected via these conduits. response:	They contain something that heightens our senses.
context: Only then does my pain seem to go away.\I see.\It seems that there is a deep conduit connecting the two of you.\A conduit?\It is said that there are invisible conduits that connect individual consciousnesses.\Much like the maze of canals that flow through this town,\our subconscious minds are interconnected via these conduits.\They contain something that heightens our senses. response:	It is a substance that we might refer to as the ether itself.
context: I see.\It seems that there is a deep conduit connecting the two of you.\A conduit?\It is said that there are invisible conduits that connect individual consciousnesses.\Much like the maze of canals that flow through this town,\our subconscious minds are interconnected via these conduits.\They contain something that heightens our senses.\It is a substance that we might refer to as the ether itself. response:	However, there are many places where its flow is scarce,
context: It seems that there is a deep conduit connecting the two of you.\A conduit?\It is said that there are invisible conduits that connect individual consciousnesses.\Much like the maze of canals that flow through this town,\our subconscious minds are interconnected via these conduits.\They contain something that heightens our senses.\It is a substance that we might refer to as the ether itself.\However, there are many places where its flow is scarce, response:	and despite the many twists and turns, there is no map.
context: A conduit?\It is said that there are invisible conduits that connect individual consciousnesses.\Much like the maze of canals that flow through this town,\our subconscious minds are interconnected via these conduits.\They contain something that heightens our senses.\It is a substance that we might refer to as the ether itself.\However, there are many places where its flow is scarce,\and despite the many twists and turns, there is no map. response:	Regardless, these conduits are connected,
context: It is said that there are invisible conduits that connect individual consciousnesses.\Much like the maze of canals that flow through this town,\our subconscious minds are interconnected via these conduits.\They contain something that heightens our senses.\It is a substance that we might refer to as the ether itself.\However, there are many places where its flow is scarce,\and despite the many twists and turns, there is no map.\Regardless, these conduits are connected, response:	so it is sometimes possible to find the person you seek.
context: Much like the maze of canals that flow through this town,\our subconscious minds are interconnected via these conduits.\They contain something that heightens our senses.\It is a substance that we might refer to as the ether itself.\However, there are many places where its flow is scarce,\and despite the many twists and turns, there is no map.\Regardless, these conduits are connected,\so it is sometimes possible to find the person you seek. response:	That is what occurs when two individuals happen to think of each other at the same moment.
context: our subconscious minds are interconnected via these conduits.\They contain something that heightens our senses.\It is a substance that we might refer to as the ether itself.\However, there are many places where its flow is scarce,\and despite the many twists and turns, there is no map.\Regardless, these conduits are connected,\so it is sometimes possible to find the person you seek.\That is what occurs when two individuals happen to think of each other at the same moment. response:	It is a phenomenon that some call prescience.
context: They contain something that heightens our senses.\It is a substance that we might refer to as the ether itself.\However, there are many places where its flow is scarce,\and despite the many twists and turns, there is no map.\Regardless, these conduits are connected,\so it is sometimes possible to find the person you seek.\That is what occurs when two individuals happen to think of each other at the same moment.\It is a phenomenon that some call prescience. response:	But there is a mushi that can trigger such phenomena at will.
context: It is a substance that we might refer to as the ether itself.\However, there are many places where its flow is scarce,\and despite the many twists and turns, there is no map.\Regardless, these conduits are connected,\so it is sometimes possible to find the person you seek.\That is what occurs when two individuals happen to think of each other at the same moment.\It is a phenomenon that some call prescience.\But there is a mushi that can trigger such phenomena at will. response:	Kairogi
context: However, there are many places where its flow is scarce,\and despite the many twists and turns, there is no map.\Regardless, these conduits are connected,\so it is sometimes possible to find the person you seek.\That is what occurs when two individuals happen to think of each other at the same moment.\It is a phenomenon that some call prescience.\But there is a mushi that can trigger such phenomena at will.\Kairogi response:	It is called a Kairogi, or Flow mushi.
context: and despite the many twists and turns, there is no map.\Regardless, these conduits are connected,\so it is sometimes possible to find the person you seek.\That is what occurs when two individuals happen to think of each other at the same moment.\It is a phenomenon that some call prescience.\But there is a mushi that can trigger such phenomena at will.\Kairogi\It is called a Kairogi, or Flow mushi. response:	It lives in the consciousness of one who has plentiful ether.
context: Regardless, these conduits are connected,\so it is sometimes possible to find the person you seek.\That is what occurs when two individuals happen to think of each other at the same moment.\It is a phenomenon that some call prescience.\But there is a mushi that can trigger such phenomena at will.\Kairogi\It is called a Kairogi, or Flow mushi.\It lives in the consciousness of one who has plentiful ether. response:	It uses and harmonizes with its host in order to travel freely through the conduits.
context: so it is sometimes possible to find the person you seek.\That is what occurs when two individuals happen to think of each other at the same moment.\It is a phenomenon that some call prescience.\But there is a mushi that can trigger such phenomena at will.\Kairogi\It is called a Kairogi, or Flow mushi.\It lives in the consciousness of one who has plentiful ether.\It uses and harmonizes with its host in order to travel freely through the conduits. response:	This, in turn, enables its host to send thoughts to whomever they wish.
context: That is what occurs when two individuals happen to think of each other at the same moment.\It is a phenomenon that some call prescience.\But there is a mushi that can trigger such phenomena at will.\Kairogi\It is called a Kairogi, or Flow mushi.\It lives in the consciousness of one who has plentiful ether.\It uses and harmonizes with its host in order to travel freely through the conduits.\This, in turn, enables its host to send thoughts to whomever they wish. response:	Much like you're able to.
context: It is a phenomenon that some call prescience.\But there is a mushi that can trigger such phenomena at will.\Kairogi\It is called a Kairogi, or Flow mushi.\It lives in the consciousness of one who has plentiful ether.\It uses and harmonizes with its host in order to travel freely through the conduits.\This, in turn, enables its host to send thoughts to whomever they wish.\Much like you're able to. response:	The only reason I know what Sumi's doing despite the distance between us
context: But there is a mushi that can trigger such phenomena at will.\Kairogi\It is called a Kairogi, or Flow mushi.\It lives in the consciousness of one who has plentiful ether.\It uses and harmonizes with its host in order to travel freely through the conduits.\This, in turn, enables its host to send thoughts to whomever they wish.\Much like you're able to.\The only reason I know what Sumi's doing despite the distance between us response:	is that she's always thinking of me, too.
context: Kairogi\It is called a Kairogi, or Flow mushi.\It lives in the consciousness of one who has plentiful ether.\It uses and harmonizes with its host in order to travel freely through the conduits.\This, in turn, enables its host to send thoughts to whomever they wish.\Much like you're able to.\The only reason I know what Sumi's doing despite the distance between us\is that she's always thinking of me, too. response:	It has nothing to do with mushi.
context: It is called a Kairogi, or Flow mushi.\It lives in the consciousness of one who has plentiful ether.\It uses and harmonizes with its host in order to travel freely through the conduits.\This, in turn, enables its host to send thoughts to whomever they wish.\Much like you're able to.\The only reason I know what Sumi's doing despite the distance between us\is that she's always thinking of me, too.\It has nothing to do with mushi. response:	It's likely that, right now, your thoughts would reach anyone you chose.
context: It lives in the consciousness of one who has plentiful ether.\It uses and harmonizes with its host in order to travel freely through the conduits.\This, in turn, enables its host to send thoughts to whomever they wish.\Much like you're able to.\The only reason I know what Sumi's doing despite the distance between us\is that she's always thinking of me, too.\It has nothing to do with mushi.\It's likely that, right now, your thoughts would reach anyone you chose. response:	However, if one uses a Kairogi too long or too often,
context: It uses and harmonizes with its host in order to travel freely through the conduits.\This, in turn, enables its host to send thoughts to whomever they wish.\Much like you're able to.\The only reason I know what Sumi's doing despite the distance between us\is that she's always thinking of me, too.\It has nothing to do with mushi.\It's likely that, right now, your thoughts would reach anyone you chose.\However, if one uses a Kairogi too long or too often, response:	it eventually begins to move of its own volition,
context: This, in turn, enables its host to send thoughts to whomever they wish.\Much like you're able to.\The only reason I know what Sumi's doing despite the distance between us\is that she's always thinking of me, too.\It has nothing to do with mushi.\It's likely that, right now, your thoughts would reach anyone you chose.\However, if one uses a Kairogi too long or too often,\it eventually begins to move of its own volition, response:	carrying with it the consciousness of its host.
context: Much like you're able to.\The only reason I know what Sumi's doing despite the distance between us\is that she's always thinking of me, too.\It has nothing to do with mushi.\It's likely that, right now, your thoughts would reach anyone you chose.\However, if one uses a Kairogi too long or too often,\it eventually begins to move of its own volition,\carrying with it the consciousness of its host. response:	When that happens, the host loses their consciousness for a period of time.
context: The only reason I know what Sumi's doing despite the distance between us\is that she's always thinking of me, too.\It has nothing to do with mushi.\It's likely that, right now, your thoughts would reach anyone you chose.\However, if one uses a Kairogi too long or too often,\it eventually begins to move of its own volition,\carrying with it the consciousness of its host.\When that happens, the host loses their consciousness for a period of time. response:	And eventually, their consciousness becomes lost forever, unable to return.
context: is that she's always thinking of me, too.\It has nothing to do with mushi.\It's likely that, right now, your thoughts would reach anyone you chose.\However, if one uses a Kairogi too long or too often,\it eventually begins to move of its own volition,\carrying with it the consciousness of its host.\When that happens, the host loses their consciousness for a period of time.\And eventually, their consciousness becomes lost forever, unable to return. response:	You can't be serious.
context: It has nothing to do with mushi.\It's likely that, right now, your thoughts would reach anyone you chose.\However, if one uses a Kairogi too long or too often,\it eventually begins to move of its own volition,\carrying with it the consciousness of its host.\When that happens, the host loses their consciousness for a period of time.\And eventually, their consciousness becomes lost forever, unable to return.\You can't be serious. response:	Well, as long as you make sure you stop using the ability,
context: It's likely that, right now, your thoughts would reach anyone you chose.\However, if one uses a Kairogi too long or too often,\it eventually begins to move of its own volition,\carrying with it the consciousness of its host.\When that happens, the host loses their consciousness for a period of time.\And eventually, their consciousness becomes lost forever, unable to return.\You can't be serious.\Well, as long as you make sure you stop using the ability, response:	you should be fine.
context: However, if one uses a Kairogi too long or too often,\it eventually begins to move of its own volition,\carrying with it the consciousness of its host.\When that happens, the host loses their consciousness for a period of time.\And eventually, their consciousness becomes lost forever, unable to return.\You can't be serious.\Well, as long as you make sure you stop using the ability,\you should be fine. response:	That's impossible.
context: it eventually begins to move of its own volition,\carrying with it the consciousness of its host.\When that happens, the host loses their consciousness for a period of time.\And eventually, their consciousness becomes lost forever, unable to return.\You can't be serious.\Well, as long as you make sure you stop using the ability,\you should be fine.\That's impossible. response:	Whenever I have a relapse, I can't help but think of Sumi.
context: carrying with it the consciousness of its host.\When that happens, the host loses their consciousness for a period of time.\And eventually, their consciousness becomes lost forever, unable to return.\You can't be serious.\Well, as long as you make sure you stop using the ability,\you should be fine.\That's impossible.\Whenever I have a relapse, I can't help but think of Sumi. response:	From the sounds of it, your condition is quite advanced.
context: When that happens, the host loses their consciousness for a period of time.\And eventually, their consciousness becomes lost forever, unable to return.\You can't be serious.\Well, as long as you make sure you stop using the ability,\you should be fine.\That's impossible.\Whenever I have a relapse, I can't help but think of Sumi.\From the sounds of it, your condition is quite advanced. response:	There is a medicine that can temporarily deplete your ether.
context: And eventually, their consciousness becomes lost forever, unable to return.\You can't be serious.\Well, as long as you make sure you stop using the ability,\you should be fine.\That's impossible.\Whenever I have a relapse, I can't help but think of Sumi.\From the sounds of it, your condition is quite advanced.\There is a medicine that can temporarily deplete your ether. response:	If you take it, the Kairogi will become immobilized.
context: You can't be serious.\Well, as long as you make sure you stop using the ability,\you should be fine.\That's impossible.\Whenever I have a relapse, I can't help but think of Sumi.\From the sounds of it, your condition is quite advanced.\There is a medicine that can temporarily deplete your ether.\If you take it, the Kairogi will become immobilized. response:	But... I'm so scared I won't be able to hear Sumi's voice the next time I need her.
context: Well, as long as you make sure you stop using the ability,\you should be fine.\That's impossible.\Whenever I have a relapse, I can't help but think of Sumi.\From the sounds of it, your condition is quite advanced.\There is a medicine that can temporarily deplete your ether.\If you take it, the Kairogi will become immobilized.\But... I'm so scared I won't be able to hear Sumi's voice the next time I need her. response:	That fear is all in your head.
context: you should be fine.\That's impossible.\Whenever I have a relapse, I can't help but think of Sumi.\From the sounds of it, your condition is quite advanced.\There is a medicine that can temporarily deplete your ether.\If you take it, the Kairogi will become immobilized.\But... I'm so scared I won't be able to hear Sumi's voice the next time I need her.\That fear is all in your head. response:	Your heart condition won't act up as long as you stay calm and keep still.
context: That's impossible.\Whenever I have a relapse, I can't help but think of Sumi.\From the sounds of it, your condition is quite advanced.\There is a medicine that can temporarily deplete your ether.\If you take it, the Kairogi will become immobilized.\But... I'm so scared I won't be able to hear Sumi's voice the next time I need her.\That fear is all in your head.\Your heart condition won't act up as long as you stay calm and keep still. response:	It must be difficult having to take this all in, but you're not necessarily the only one affected.
context: Whenever I have a relapse, I can't help but think of Sumi.\From the sounds of it, your condition is quite advanced.\There is a medicine that can temporarily deplete your ether.\If you take it, the Kairogi will become immobilized.\But... I'm so scared I won't be able to hear Sumi's voice the next time I need her.\That fear is all in your head.\Your heart condition won't act up as long as you stay calm and keep still.\It must be difficult having to take this all in, but you're not necessarily the only one affected. response:	What?
context: From the sounds of it, your condition is quite advanced.\There is a medicine that can temporarily deplete your ether.\If you take it, the Kairogi will become immobilized.\But... I'm so scared I won't be able to hear Sumi's voice the next time I need her.\That fear is all in your head.\Your heart condition won't act up as long as you stay calm and keep still.\It must be difficult having to take this all in, but you're not necessarily the only one affected.\What? response:	Have Sumi's thoughts ever come to you instead?
context: There is a medicine that can temporarily deplete your ether.\If you take it, the Kairogi will become immobilized.\But... I'm so scared I won't be able to hear Sumi's voice the next time I need her.\That fear is all in your head.\Your heart condition won't act up as long as you stay calm and keep still.\It must be difficult having to take this all in, but you're not necessarily the only one affected.\What?\Have Sumi's thoughts ever come to you instead? response:	Yes.
context: If you take it, the Kairogi will become immobilized.\But... I'm so scared I won't be able to hear Sumi's voice the next time I need her.\That fear is all in your head.\Your heart condition won't act up as long as you stay calm and keep still.\It must be difficult having to take this all in, but you're not necessarily the only one affected.\What?\Have Sumi's thoughts ever come to you instead?\Yes. response:	Then it's already infected her as well.
context: But... I'm so scared I won't be able to hear Sumi's voice the next time I need her.\That fear is all in your head.\Your heart condition won't act up as long as you stay calm and keep still.\It must be difficult having to take this all in, but you're not necessarily the only one affected.\What?\Have Sumi's thoughts ever come to you instead?\Yes.\Then it's already infected her as well. response:	If you keep traveling to the same person,
context: That fear is all in your head.\Your heart condition won't act up as long as you stay calm and keep still.\It must be difficult having to take this all in, but you're not necessarily the only one affected.\What?\Have Sumi's thoughts ever come to you instead?\Yes.\Then it's already infected her as well.\If you keep traveling to the same person, response:	they, too, become infected by the Kairogi.
context: Your heart condition won't act up as long as you stay calm and keep still.\It must be difficult having to take this all in, but you're not necessarily the only one affected.\What?\Have Sumi's thoughts ever come to you instead?\Yes.\Then it's already infected her as well.\If you keep traveling to the same person,\they, too, become infected by the Kairogi. response:	I'll go and see her right away.
context: It must be difficult having to take this all in, but you're not necessarily the only one affected.\What?\Have Sumi's thoughts ever come to you instead?\Yes.\Then it's already infected her as well.\If you keep traveling to the same person,\they, too, become infected by the Kairogi.\I'll go and see her right away. response:	In the meantime, you should probably take that medicine.
context: What?\Have Sumi's thoughts ever come to you instead?\Yes.\Then it's already infected her as well.\If you keep traveling to the same person,\they, too, become infected by the Kairogi.\I'll go and see her right away.\In the meantime, you should probably take that medicine. response:	So you're saying it's best for the little miss that I stop talking with her like this?
context: Have Sumi's thoughts ever come to you instead?\Yes.\Then it's already infected her as well.\If you keep traveling to the same person,\they, too, become infected by the Kairogi.\I'll go and see her right away.\In the meantime, you should probably take that medicine.\So you're saying it's best for the little miss that I stop talking with her like this? response:	Yes.
context: Yes.\Then it's already infected her as well.\If you keep traveling to the same person,\they, too, become infected by the Kairogi.\I'll go and see her right away.\In the meantime, you should probably take that medicine.\So you're saying it's best for the little miss that I stop talking with her like this?\Yes. response:	Is she going to take the medicine?
context: Then it's already infected her as well.\If you keep traveling to the same person,\they, too, become infected by the Kairogi.\I'll go and see her right away.\In the meantime, you should probably take that medicine.\So you're saying it's best for the little miss that I stop talking with her like this?\Yes.\Is she going to take the medicine? response:	That part, I'm not so sure about.
