context: PANTPANTPANT response:	ED
context: This the first time we've gone into town together, isn't it, Noel?\Though...\This is basically my first time going to town...\Wow!\Oh! What's that?\It was completely different during the festival.\Now it's a calm, quiet town.\Ouch... response:	The first thing was a Nue. It's a roof ornament regional to Trois.
context: Though...\This is basically my first time going to town...\Wow!\Oh! What's that?\It was completely different during the festival.\Now it's a calm, quiet town.\Ouch...\The first thing was a Nue. It's a roof ornament regional to Trois. response:	It's supposed to ward off evil spirits.
context: This is basically my first time going to town...\Wow!\Oh! What's that?\It was completely different during the festival.\Now it's a calm, quiet town.\Ouch...\The first thing was a Nue. It's a roof ornament regional to Trois.\It's supposed to ward off evil spirits. response:	Second was a water fountain. It was modeled after the twelfth Helvetian Archduke, Akira Arcadia II.
context: Wow!\Oh! What's that?\It was completely different during the festival.\Now it's a calm, quiet town.\Ouch...\The first thing was a Nue. It's a roof ornament regional to Trois.\It's supposed to ward off evil spirits.\Second was a water fountain. It was modeled after the twelfth Helvetian Archduke, Akira Arcadia II. response:	We've arrived.
context: Oh! What's that?\It was completely different during the festival.\Now it's a calm, quiet town.\Ouch...\The first thing was a Nue. It's a roof ornament regional to Trois.\It's supposed to ward off evil spirits.\Second was a water fountain. It was modeled after the twelfth Helvetian Archduke, Akira Arcadia II.\We've arrived. response:	Oh! Those things?
context: It was completely different during the festival.\Now it's a calm, quiet town.\Ouch...\The first thing was a Nue. It's a roof ornament regional to Trois.\It's supposed to ward off evil spirits.\Second was a water fountain. It was modeled after the twelfth Helvetian Archduke, Akira Arcadia II.\We've arrived.\Oh! Those things? response:	Orders were to drive safely.
context: Now it's a calm, quiet town.\Ouch...\The first thing was a Nue. It's a roof ornament regional to Trois.\It's supposed to ward off evil spirits.\Second was a water fountain. It was modeled after the twelfth Helvetian Archduke, Akira Arcadia II.\We've arrived.\Oh! Those things?\Orders were to drive safely. response:	Thank you! I understand!
context: Ouch...\The first thing was a Nue. It's a roof ornament regional to Trois.\It's supposed to ward off evil spirits.\Second was a water fountain. It was modeled after the twelfth Helvetian Archduke, Akira Arcadia II.\We've arrived.\Oh! Those things?\Orders were to drive safely.\Thank you! I understand! response:	You really do know everything, Noel!
context: The first thing was a Nue. It's a roof ornament regional to Trois.\It's supposed to ward off evil spirits.\Second was a water fountain. It was modeled after the twelfth Helvetian Archduke, Akira Arcadia II.\We've arrived.\Oh! Those things?\Orders were to drive safely.\Thank you! I understand!\You really do know everything, Noel! response:	Hey, girls.
context: It's supposed to ward off evil spirits.\Second was a water fountain. It was modeled after the twelfth Helvetian Archduke, Akira Arcadia II.\We've arrived.\Oh! Those things?\Orders were to drive safely.\Thank you! I understand!\You really do know everything, Noel!\Hey, girls. response:	Are you coming in or not? Would you make up your mind?
context: Second was a water fountain. It was modeled after the twelfth Helvetian Archduke, Akira Arcadia II.\We've arrived.\Oh! Those things?\Orders were to drive safely.\Thank you! I understand!\You really do know everything, Noel!\Hey, girls.\Are you coming in or not? Would you make up your mind? response:	You're blocking the store.
context: We've arrived.\Oh! Those things?\Orders were to drive safely.\Thank you! I understand!\You really do know everything, Noel!\Hey, girls.\Are you coming in or not? Would you make up your mind?\You're blocking the store. response:	Oh, you're the lady I met during the festival!
context: Oh! Those things?\Orders were to drive safely.\Thank you! I understand!\You really do know everything, Noel!\Hey, girls.\Are you coming in or not? Would you make up your mind?\You're blocking the store.\Oh, you're the lady I met during the festival! response:	Young lady.
context: Orders were to drive safely.\Thank you! I understand!\You really do know everything, Noel!\Hey, girls.\Are you coming in or not? Would you make up your mind?\You're blocking the store.\Oh, you're the lady I met during the festival!\Young lady. response:	Coercion. No.
context: Thank you! I understand!\You really do know everything, Noel!\Hey, girls.\Are you coming in or not? Would you make up your mind?\You're blocking the store.\Oh, you're the lady I met during the festival!\Young lady.\Coercion. No. response:	You're as stiff-necked as ever, aren't you?
context: You really do know everything, Noel!\Hey, girls.\Are you coming in or not? Would you make up your mind?\You're blocking the store.\Oh, you're the lady I met during the festival!\Young lady.\Coercion. No.\You're as stiff-necked as ever, aren't you? response:	Then at least call me Naomi, okay?
context: Hey, girls.\Are you coming in or not? Would you make up your mind?\You're blocking the store.\Oh, you're the lady I met during the festival!\Young lady.\Coercion. No.\You're as stiff-necked as ever, aren't you?\Then at least call me Naomi, okay? response:	Miss Naomi?
context: Are you coming in or not? Would you make up your mind?\You're blocking the store.\Oh, you're the lady I met during the festival!\Young lady.\Coercion. No.\You're as stiff-necked as ever, aren't you?\Then at least call me Naomi, okay?\Miss Naomi? response:	So the next shipment is next month?
context: You're blocking the store.\Oh, you're the lady I met during the festival!\Young lady.\Coercion. No.\You're as stiff-necked as ever, aren't you?\Then at least call me Naomi, okay?\Miss Naomi?\So the next shipment is next month? response:	And does that girl know?
context: Oh, you're the lady I met during the festival!\Young lady.\Coercion. No.\You're as stiff-necked as ever, aren't you?\Then at least call me Naomi, okay?\Miss Naomi?\So the next shipment is next month?\And does that girl know? response:	Strange as ever, you girls.
context: Young lady.\Coercion. No.\You're as stiff-necked as ever, aren't you?\Then at least call me Naomi, okay?\Miss Naomi?\So the next shipment is next month?\And does that girl know?\Strange as ever, you girls. response:	I mean you're soldiers.
context: Coercion. No.\You're as stiff-necked as ever, aren't you?\Then at least call me Naomi, okay?\Miss Naomi?\So the next shipment is next month?\And does that girl know?\Strange as ever, you girls.\I mean you're soldiers. response:	Excuse me!
context: You're as stiff-necked as ever, aren't you?\Then at least call me Naomi, okay?\Miss Naomi?\So the next shipment is next month?\And does that girl know?\Strange as ever, you girls.\I mean you're soldiers.\Excuse me! response:	What do you want?
context: Then at least call me Naomi, okay?\Miss Naomi?\So the next shipment is next month?\And does that girl know?\Strange as ever, you girls.\I mean you're soldiers.\Excuse me!\What do you want? response:	That...
context: Miss Naomi?\So the next shipment is next month?\And does that girl know?\Strange as ever, you girls.\I mean you're soldiers.\Excuse me!\What do you want?\That... response:	You've were obsessed with it when you first got here, too.
context: So the next shipment is next month?\And does that girl know?\Strange as ever, you girls.\I mean you're soldiers.\Excuse me!\What do you want?\That...\You've were obsessed with it when you first got here, too. response:	You like it?
context: And does that girl know?\Strange as ever, you girls.\I mean you're soldiers.\Excuse me!\What do you want?\That...\You've were obsessed with it when you first got here, too.\You like it? response:	Excuse me, but... Can I touch it?
context: Strange as ever, you girls.\I mean you're soldiers.\Excuse me!\What do you want?\That...\You've were obsessed with it when you first got here, too.\You like it?\Excuse me, but... Can I touch it? response:	A-flat.
context: I mean you're soldiers.\Excuse me!\What do you want?\That...\You've were obsessed with it when you first got here, too.\You like it?\Excuse me, but... Can I touch it?\A-flat. response:	This is a fish, isn't it? What kind is it?
context: Excuse me!\What do you want?\That...\You've were obsessed with it when you first got here, too.\You like it?\Excuse me, but... Can I touch it?\A-flat.\This is a fish, isn't it? What kind is it? response:	Oh, what was it-
context: What do you want?\That...\You've were obsessed with it when you first got here, too.\You like it?\Excuse me, but... Can I touch it?\A-flat.\This is a fish, isn't it? What kind is it?\Oh, what was it- response:	It's not a fish.
context: That...\You've were obsessed with it when you first got here, too.\You like it?\Excuse me, but... Can I touch it?\A-flat.\This is a fish, isn't it? What kind is it?\Oh, what was it-\It's not a fish. response:	But...
context: You've were obsessed with it when you first got here, too.\You like it?\Excuse me, but... Can I touch it?\A-flat.\This is a fish, isn't it? What kind is it?\Oh, what was it-\It's not a fish.\But... response:	That's a dolphin. An animal more like humans than fish.
context: You like it?\Excuse me, but... Can I touch it?\A-flat.\This is a fish, isn't it? What kind is it?\Oh, what was it-\It's not a fish.\But...\That's a dolphin. An animal more like humans than fish. response:	A type of sea mammal from when the ocean still had animals.
context: Excuse me, but... Can I touch it?\A-flat.\This is a fish, isn't it? What kind is it?\Oh, what was it-\It's not a fish.\But...\That's a dolphin. An animal more like humans than fish.\A type of sea mammal from when the ocean still had animals. response:	The ocean? They lived in the ocean?
context: A-flat.\This is a fish, isn't it? What kind is it?\Oh, what was it-\It's not a fish.\But...\That's a dolphin. An animal more like humans than fish.\A type of sea mammal from when the ocean still had animals.\The ocean? They lived in the ocean? response:	How wonderful.
context: This is a fish, isn't it? What kind is it?\Oh, what was it-\It's not a fish.\But...\That's a dolphin. An animal more like humans than fish.\A type of sea mammal from when the ocean still had animals.\The ocean? They lived in the ocean?\How wonderful. response:	That old gaffer's good at making stuff like that.
context: Oh, what was it-\It's not a fish.\But...\That's a dolphin. An animal more like humans than fish.\A type of sea mammal from when the ocean still had animals.\The ocean? They lived in the ocean?\How wonderful.\That old gaffer's good at making stuff like that. response:	He's as much of a romantic as his face isn't.
context: It's not a fish.\But...\That's a dolphin. An animal more like humans than fish.\A type of sea mammal from when the ocean still had animals.\The ocean? They lived in the ocean?\How wonderful.\That old gaffer's good at making stuff like that.\He's as much of a romantic as his face isn't. response:	You know the person who made this?
context: But...\That's a dolphin. An animal more like humans than fish.\A type of sea mammal from when the ocean still had animals.\The ocean? They lived in the ocean?\How wonderful.\That old gaffer's good at making stuff like that.\He's as much of a romantic as his face isn't.\You know the person who made this? response:	There's a factory a bit from town. That's where I get all this glassware.
context: That's a dolphin. An animal more like humans than fish.\A type of sea mammal from when the ocean still had animals.\The ocean? They lived in the ocean?\How wonderful.\That old gaffer's good at making stuff like that.\He's as much of a romantic as his face isn't.\You know the person who made this?\There's a factory a bit from town. That's where I get all this glassware. response:	I want to see them make it.
context: A type of sea mammal from when the ocean still had animals.\The ocean? They lived in the ocean?\How wonderful.\That old gaffer's good at making stuff like that.\He's as much of a romantic as his face isn't.\You know the person who made this?\There's a factory a bit from town. That's where I get all this glassware.\I want to see them make it. response:	Don't worry.
context: The ocean? They lived in the ocean?\How wonderful.\That old gaffer's good at making stuff like that.\He's as much of a romantic as his face isn't.\You know the person who made this?\There's a factory a bit from town. That's where I get all this glassware.\I want to see them make it.\Don't worry. response:	About what?
context: How wonderful.\That old gaffer's good at making stuff like that.\He's as much of a romantic as his face isn't.\You know the person who made this?\There's a factory a bit from town. That's where I get all this glassware.\I want to see them make it.\Don't worry.\About what? response:	We're heading there right now.
context: That old gaffer's good at making stuff like that.\He's as much of a romantic as his face isn't.\You know the person who made this?\There's a factory a bit from town. That's where I get all this glassware.\I want to see them make it.\Don't worry.\About what?\We're heading there right now. response:	Oh, that's why. You had the factory make parts for the Takemikadzuchi.
context: He's as much of a romantic as his face isn't.\You know the person who made this?\There's a factory a bit from town. That's where I get all this glassware.\I want to see them make it.\Don't worry.\About what?\We're heading there right now.\Oh, that's why. You had the factory make parts for the Takemikadzuchi. response:	Right. We also had Naomi collect old parts for us.
context: You know the person who made this?\There's a factory a bit from town. That's where I get all this glassware.\I want to see them make it.\Don't worry.\About what?\We're heading there right now.\Oh, that's why. You had the factory make parts for the Takemikadzuchi.\Right. We also had Naomi collect old parts for us. response:	But you're just amazing, Noel.
context: There's a factory a bit from town. That's where I get all this glassware.\I want to see them make it.\Don't worry.\About what?\We're heading there right now.\Oh, that's why. You had the factory make parts for the Takemikadzuchi.\Right. We also had Naomi collect old parts for us.\But you're just amazing, Noel. response:	You're fixing that complicated machine just like that.
context: I want to see them make it.\Don't worry.\About what?\We're heading there right now.\Oh, that's why. You had the factory make parts for the Takemikadzuchi.\Right. We also had Naomi collect old parts for us.\But you're just amazing, Noel.\You're fixing that complicated machine just like that. response:	Just like that?
context: Don't worry.\About what?\We're heading there right now.\Oh, that's why. You had the factory make parts for the Takemikadzuchi.\Right. We also had Naomi collect old parts for us.\But you're just amazing, Noel.\You're fixing that complicated machine just like that.\Just like that? response:	I'm having a hard time just trying to remember the bugle signals.
context: About what?\We're heading there right now.\Oh, that's why. You had the factory make parts for the Takemikadzuchi.\Right. We also had Naomi collect old parts for us.\But you're just amazing, Noel.\You're fixing that complicated machine just like that.\Just like that?\I'm having a hard time just trying to remember the bugle signals. response:	It's not really that difficult.
context: We're heading there right now.\Oh, that's why. You had the factory make parts for the Takemikadzuchi.\Right. We also had Naomi collect old parts for us.\But you're just amazing, Noel.\You're fixing that complicated machine just like that.\Just like that?\I'm having a hard time just trying to remember the bugle signals.\It's not really that difficult. response:	Because machines won't cross you.
context: Oh, that's why. You had the factory make parts for the Takemikadzuchi.\Right. We also had Naomi collect old parts for us.\But you're just amazing, Noel.\You're fixing that complicated machine just like that.\Just like that?\I'm having a hard time just trying to remember the bugle signals.\It's not really that difficult.\Because machines won't cross you. response:	Noel-
context: Right. We also had Naomi collect old parts for us.\But you're just amazing, Noel.\You're fixing that complicated machine just like that.\Just like that?\I'm having a hard time just trying to remember the bugle signals.\It's not really that difficult.\Because machines won't cross you.\Noel- response:	Here you are! Your change is Y2,750,000
context: But you're just amazing, Noel.\You're fixing that complicated machine just like that.\Just like that?\I'm having a hard time just trying to remember the bugle signals.\It's not really that difficult.\Because machines won't cross you.\Noel-\Here you are! Your change is Y2,750,000 response:	What? Do we get that much?
context: You're fixing that complicated machine just like that.\Just like that?\I'm having a hard time just trying to remember the bugle signals.\It's not really that difficult.\Because machines won't cross you.\Noel-\Here you are! Your change is Y2,750,000\What? Do we get that much? response:	No. Our change is Y2.75.
context: Just like that?\I'm having a hard time just trying to remember the bugle signals.\It's not really that difficult.\Because machines won't cross you.\Noel-\Here you are! Your change is Y2,750,000\What? Do we get that much?\No. Our change is Y2.75. response:	Sharp as always, Noel.
context: I'm having a hard time just trying to remember the bugle signals.\It's not really that difficult.\Because machines won't cross you.\Noel-\Here you are! Your change is Y2,750,000\What? Do we get that much?\No. Our change is Y2.75.\Sharp as always, Noel. response:	Here's your change.
context: It's not really that difficult.\Because machines won't cross you.\Noel-\Here you are! Your change is Y2,750,000\What? Do we get that much?\No. Our change is Y2.75.\Sharp as always, Noel.\Here's your change. response:	It really is.
context: Because machines won't cross you.\Noel-\Here you are! Your change is Y2,750,000\What? Do we get that much?\No. Our change is Y2.75.\Sharp as always, Noel.\Here's your change.\It really is. response:	You've been playing the morning bugle lately, right?
context: Noel-\Here you are! Your change is Y2,750,000\What? Do we get that much?\No. Our change is Y2.75.\Sharp as always, Noel.\Here's your change.\It really is.\You've been playing the morning bugle lately, right? response:	Yes. Sorry I'm still bad at it...
context: Here you are! Your change is Y2,750,000\What? Do we get that much?\No. Our change is Y2.75.\Sharp as always, Noel.\Here's your change.\It really is.\You've been playing the morning bugle lately, right?\Yes. Sorry I'm still bad at it... response:	Not at all!
context: What? Do we get that much?\No. Our change is Y2.75.\Sharp as always, Noel.\Here's your change.\It really is.\You've been playing the morning bugle lately, right?\Yes. Sorry I'm still bad at it...\Not at all! response:	I like it!
context: No. Our change is Y2.75.\Sharp as always, Noel.\Here's your change.\It really is.\You've been playing the morning bugle lately, right?\Yes. Sorry I'm still bad at it...\Not at all!\I like it! response:	How should I put it... I wake up completely.
context: Sharp as always, Noel.\Here's your change.\It really is.\You've been playing the morning bugle lately, right?\Yes. Sorry I'm still bad at it...\Not at all!\I like it!\How should I put it... I wake up completely. response:	No, I was just thinking that I need to learn so I don't cause problems for the townspeople.
context: Here's your change.\It really is.\You've been playing the morning bugle lately, right?\Yes. Sorry I'm still bad at it...\Not at all!\I like it!\How should I put it... I wake up completely.\No, I was just thinking that I need to learn so I don't cause problems for the townspeople. response:	No fair, Seiya!
context: It really is.\You've been playing the morning bugle lately, right?\Yes. Sorry I'm still bad at it...\Not at all!\I like it!\How should I put it... I wake up completely.\No, I was just thinking that I need to learn so I don't cause problems for the townspeople.\No fair, Seiya! response:	Come and get me then!
context: You've been playing the morning bugle lately, right?\Yes. Sorry I'm still bad at it...\Not at all!\I like it!\How should I put it... I wake up completely.\No, I was just thinking that I need to learn so I don't cause problems for the townspeople.\No fair, Seiya!\Come and get me then! response:	I don't think-
context: Yes. Sorry I'm still bad at it...\Not at all!\I like it!\How should I put it... I wake up completely.\No, I was just thinking that I need to learn so I don't cause problems for the townspeople.\No fair, Seiya!\Come and get me then!\I don't think- response:	Ow... Oh, sor-
context: Not at all!\I like it!\How should I put it... I wake up completely.\No, I was just thinking that I need to learn so I don't cause problems for the townspeople.\No fair, Seiya!\Come and get me then!\I don't think-\Ow... Oh, sor- response:	I'm so very sorry!
context: I like it!\How should I put it... I wake up completely.\No, I was just thinking that I need to learn so I don't cause problems for the townspeople.\No fair, Seiya!\Come and get me then!\I don't think-\Ow... Oh, sor-\I'm so very sorry! response:	Oh, you!
context: How should I put it... I wake up completely.\No, I was just thinking that I need to learn so I don't cause problems for the townspeople.\No fair, Seiya!\Come and get me then!\I don't think-\Ow... Oh, sor-\I'm so very sorry!\Oh, you! response:	The girl at the festival! That clumsy girl!
context: No, I was just thinking that I need to learn so I don't cause problems for the townspeople.\No fair, Seiya!\Come and get me then!\I don't think-\Ow... Oh, sor-\I'm so very sorry!\Oh, you!\The girl at the festival! That clumsy girl! response:	Thank goodness.
