context: There you go, making that face again, response:	biting onto your lips.
context: You live around here, don't you?\You're always alone, right?\I see you around often.\Hey.\Could it be...\You can see them too?\Those strange things.\Hey, you. response:	Is Natsume in this class?
context: You're always alone, right?\I see you around often.\Hey.\Could it be...\You can see them too?\Those strange things.\Hey, you.\Is Natsume in this class? response:	Yeah, that's right.
context: I see you around often.\Hey.\Could it be...\You can see them too?\Those strange things.\Hey, you.\Is Natsume in this class?\Yeah, that's right. response:	Which one?
context: Hey.\Could it be...\You can see them too?\Those strange things.\Hey, you.\Is Natsume in this class?\Yeah, that's right.\Which one? response:	I'm not sure if he's around.
context: Could it be...\You can see them too?\Those strange things.\Hey, you.\Is Natsume in this class?\Yeah, that's right.\Which one?\I'm not sure if he's around. response:	He doesn't have much of a presence, you know.
context: You can see them too?\Those strange things.\Hey, you.\Is Natsume in this class?\Yeah, that's right.\Which one?\I'm not sure if he's around.\He doesn't have much of a presence, you know. response:	Ah, there he is.
context: Those strange things.\Hey, you.\Is Natsume in this class?\Yeah, that's right.\Which one?\I'm not sure if he's around.\He doesn't have much of a presence, you know.\Ah, there he is. response:	Over there, the one by the window.
context: Hey, you.\Is Natsume in this class?\Yeah, that's right.\Which one?\I'm not sure if he's around.\He doesn't have much of a presence, you know.\Ah, there he is.\Over there, the one by the window. response:	Hey, Natsume!
context: Is Natsume in this class?\Yeah, that's right.\Which one?\I'm not sure if he's around.\He doesn't have much of a presence, you know.\Ah, there he is.\Over there, the one by the window.\Hey, Natsume! response:	Natsume!
context: Yeah, that's right.\Which one?\I'm not sure if he's around.\He doesn't have much of a presence, you know.\Ah, there he is.\Over there, the one by the window.\Hey, Natsume!\Natsume! response:	Wake up.
context: Which one?\I'm not sure if he's around.\He doesn't have much of a presence, you know.\Ah, there he is.\Over there, the one by the window.\Hey, Natsume!\Natsume!\Wake up. response:	What?
context: I'm not sure if he's around.\He doesn't have much of a presence, you know.\Ah, there he is.\Over there, the one by the window.\Hey, Natsume!\Natsume!\Wake up.\What? response:	You've got... a guest!
context: He doesn't have much of a presence, you know.\Ah, there he is.\Over there, the one by the window.\Hey, Natsume!\Natsume!\Wake up.\What?\You've got... a guest! response:	Huh?
context: Ah, there he is.\Over there, the one by the window.\Hey, Natsume!\Natsume!\Wake up.\What?\You've got... a guest!\Huh? response:	He's gone.
context: Over there, the one by the window.\Hey, Natsume!\Natsume!\Wake up.\What?\You've got... a guest!\Huh?\He's gone. response:	He was asking for you just now.
context: Hey, Natsume!\Natsume!\Wake up.\What?\You've got... a guest!\Huh?\He's gone.\He was asking for you just now. response:	Who?
context: Natsume!\Wake up.\What?\You've got... a guest!\Huh?\He's gone.\He was asking for you just now.\Who? response:	I don't see him around much.
context: Wake up.\What?\You've got... a guest!\Huh?\He's gone.\He was asking for you just now.\Who?\I don't see him around much. response:	Sorry for waking you up.
context: What?\You've got... a guest!\Huh?\He's gone.\He was asking for you just now.\Who?\I don't see him around much.\Sorry for waking you up. response:	It's okay.
context: You've got... a guest!\Huh?\He's gone.\He was asking for you just now.\Who?\I don't see him around much.\Sorry for waking you up.\It's okay. response:	But still, you sure sleep a lot.
context: Huh?\He's gone.\He was asking for you just now.\Who?\I don't see him around much.\Sorry for waking you up.\It's okay.\But still, you sure sleep a lot. response:	Can't sleep at night?
context: He's gone.\He was asking for you just now.\Who?\I don't see him around much.\Sorry for waking you up.\It's okay.\But still, you sure sleep a lot.\Can't sleep at night? response:	Kind of.
context: He was asking for you just now.\Who?\I don't see him around much.\Sorry for waking you up.\It's okay.\But still, you sure sleep a lot.\Can't sleep at night?\Kind of. response:	If you've got some problems, I'll listen to them.
context: Who?\I don't see him around much.\Sorry for waking you up.\It's okay.\But still, you sure sleep a lot.\Can't sleep at night?\Kind of.\If you've got some problems, I'll listen to them. response:	It's nothing.
context: I don't see him around much.\Sorry for waking you up.\It's okay.\But still, you sure sleep a lot.\Can't sleep at night?\Kind of.\If you've got some problems, I'll listen to them.\It's nothing. response:	Come on, you guys.
context: Sorry for waking you up.\It's okay.\But still, you sure sleep a lot.\Can't sleep at night?\Kind of.\If you've got some problems, I'll listen to them.\It's nothing.\Come on, you guys. response:	The chime has already rung.
context: It's okay.\But still, you sure sleep a lot.\Can't sleep at night?\Kind of.\If you've got some problems, I'll listen to them.\It's nothing.\Come on, you guys.\The chime has already rung. response:	How scary!
context: But still, you sure sleep a lot.\Can't sleep at night?\Kind of.\If you've got some problems, I'll listen to them.\It's nothing.\Come on, you guys.\The chime has already rung.\How scary! response:	Ever since I inherited my grandmother's Book of Friends,
context: Can't sleep at night?\Kind of.\If you've got some problems, I'll listen to them.\It's nothing.\Come on, you guys.\The chime has already rung.\How scary!\Ever since I inherited my grandmother's Book of Friends, response:	Youkai have been coming to reclaim their names.
context: Kind of.\If you've got some problems, I'll listen to them.\It's nothing.\Come on, you guys.\The chime has already rung.\How scary!\Ever since I inherited my grandmother's Book of Friends,\Youkai have been coming to reclaim their names. response:	Unlike my grandmother, I gladly return their life-valued names.
context: If you've got some problems, I'll listen to them.\It's nothing.\Come on, you guys.\The chime has already rung.\How scary!\Ever since I inherited my grandmother's Book of Friends,\Youkai have been coming to reclaim their names.\Unlike my grandmother, I gladly return their life-valued names. response:	I feel like I'm going to break down...
context: It's nothing.\Come on, you guys.\The chime has already rung.\How scary!\Ever since I inherited my grandmother's Book of Friends,\Youkai have been coming to reclaim their names.\Unlike my grandmother, I gladly return their life-valued names.\I feel like I'm going to break down... response:	I'm back!
context: Come on, you guys.\The chime has already rung.\How scary!\Ever since I inherited my grandmother's Book of Friends,\Youkai have been coming to reclaim their names.\Unlike my grandmother, I gladly return their life-valued names.\I feel like I'm going to break down...\I'm back! response:	I'm back!
context: The chime has already rung.\How scary!\Ever since I inherited my grandmother's Book of Friends,\Youkai have been coming to reclaim their names.\Unlike my grandmother, I gladly return their life-valued names.\I feel like I'm going to break down...\I'm back!\I'm back! response:	Where'd you go, Nyanko-sensei?
context: How scary!\Ever since I inherited my grandmother's Book of Friends,\Youkai have been coming to reclaim their names.\Unlike my grandmother, I gladly return their life-valued names.\I feel like I'm going to break down...\I'm back!\I'm back!\Where'd you go, Nyanko-sensei? response:	Around.
context: Ever since I inherited my grandmother's Book of Friends,\Youkai have been coming to reclaim their names.\Unlike my grandmother, I gladly return their life-valued names.\I feel like I'm going to break down...\I'm back!\I'm back!\Where'd you go, Nyanko-sensei?\Around. response:	You reek of alcohol!
context: Youkai have been coming to reclaim their names.\Unlike my grandmother, I gladly return their life-valued names.\I feel like I'm going to break down...\I'm back!\I'm back!\Where'd you go, Nyanko-sensei?\Around.\You reek of alcohol! response:	Don't come any closer! Go away!
context: Unlike my grandmother, I gladly return their life-valued names.\I feel like I'm going to break down...\I'm back!\I'm back!\Where'd you go, Nyanko-sensei?\Around.\You reek of alcohol!\Don't come any closer! Go away! response:	Come on, don't say that.
context: I feel like I'm going to break down...\I'm back!\I'm back!\Where'd you go, Nyanko-sensei?\Around.\You reek of alcohol!\Don't come any closer! Go away!\Come on, don't say that. response:	I brought you back a gift.
context: I'm back!\I'm back!\Where'd you go, Nyanko-sensei?\Around.\You reek of alcohol!\Don't come any closer! Go away!\Come on, don't say that.\I brought you back a gift. response:	A gift?
context: I'm back!\Where'd you go, Nyanko-sensei?\Around.\You reek of alcohol!\Don't come any closer! Go away!\Come on, don't say that.\I brought you back a gift.\A gift? response:	Hey!
context: Where'd you go, Nyanko-sensei?\Around.\You reek of alcohol!\Don't come any closer! Go away!\Come on, don't say that.\I brought you back a gift.\A gift?\Hey! response:	Wait!
context: Around.\You reek of alcohol!\Don't come any closer! Go away!\Come on, don't say that.\I brought you back a gift.\A gift?\Hey!\Wait! response:	Go on home, now.
context: You reek of alcohol!\Don't come any closer! Go away!\Come on, don't say that.\I brought you back a gift.\A gift?\Hey!\Wait!\Go on home, now. response:	Don't get captured by that stupid cat again.
context: Don't come any closer! Go away!\Come on, don't say that.\I brought you back a gift.\A gift?\Hey!\Wait!\Go on home, now.\Don't get captured by that stupid cat again. response:	Damned cursed brat.
context: Come on, don't say that.\I brought you back a gift.\A gift?\Hey!\Wait!\Go on home, now.\Don't get captured by that stupid cat again.\Damned cursed brat. response:	Takashi-kun! I'm going shopping now, okay?
context: I brought you back a gift.\A gift?\Hey!\Wait!\Go on home, now.\Don't get captured by that stupid cat again.\Damned cursed brat.\Takashi-kun! I'm going shopping now, okay? response:	Okay.
context: A gift?\Hey!\Wait!\Go on home, now.\Don't get captured by that stupid cat again.\Damned cursed brat.\Takashi-kun! I'm going shopping now, okay?\Okay. response:	Take care.
context: Hey!\Wait!\Go on home, now.\Don't get captured by that stupid cat again.\Damned cursed brat.\Takashi-kun! I'm going shopping now, okay?\Okay.\Take care. response:	It's your day off, so you don't need to stay home. You can go out.
context: Wait!\Go on home, now.\Don't get captured by that stupid cat again.\Damned cursed brat.\Takashi-kun! I'm going shopping now, okay?\Okay.\Take care.\It's your day off, so you don't need to stay home. You can go out. response:	Have you made new friends here yet?
context: Go on home, now.\Don't get captured by that stupid cat again.\Damned cursed brat.\Takashi-kun! I'm going shopping now, okay?\Okay.\Take care.\It's your day off, so you don't need to stay home. You can go out.\Have you made new friends here yet? response:	Yeah, they're all very friendly.
context: Don't get captured by that stupid cat again.\Damned cursed brat.\Takashi-kun! I'm going shopping now, okay?\Okay.\Take care.\It's your day off, so you don't need to stay home. You can go out.\Have you made new friends here yet?\Yeah, they're all very friendly. response:	I see.
context: Damned cursed brat.\Takashi-kun! I'm going shopping now, okay?\Okay.\Take care.\It's your day off, so you don't need to stay home. You can go out.\Have you made new friends here yet?\Yeah, they're all very friendly.\I see. response:	Okay, I'm going now.
context: Takashi-kun! I'm going shopping now, okay?\Okay.\Take care.\It's your day off, so you don't need to stay home. You can go out.\Have you made new friends here yet?\Yeah, they're all very friendly.\I see.\Okay, I'm going now. response:	Was that a bug?
context: Okay.\Take care.\It's your day off, so you don't need to stay home. You can go out.\Have you made new friends here yet?\Yeah, they're all very friendly.\I see.\Okay, I'm going now.\Was that a bug? response:	A bug, a bug.
context: Take care.\It's your day off, so you don't need to stay home. You can go out.\Have you made new friends here yet?\Yeah, they're all very friendly.\I see.\Okay, I'm going now.\Was that a bug?\A bug, a bug. response:	It's pleasure to meet you.
context: It's your day off, so you don't need to stay home. You can go out.\Have you made new friends here yet?\Yeah, they're all very friendly.\I see.\Okay, I'm going now.\Was that a bug?\A bug, a bug.\It's pleasure to meet you. response:	You're Natsume-sama, aren't you?
context: Have you made new friends here yet?\Yeah, they're all very friendly.\I see.\Okay, I'm going now.\Was that a bug?\A bug, a bug.\It's pleasure to meet you.\You're Natsume-sama, aren't you? response:	Please forgive us for intruding!
context: Yeah, they're all very friendly.\I see.\Okay, I'm going now.\Was that a bug?\A bug, a bug.\It's pleasure to meet you.\You're Natsume-sama, aren't you?\Please forgive us for intruding! response:	Don't just-
context: I see.\Okay, I'm going now.\Was that a bug?\A bug, a bug.\It's pleasure to meet you.\You're Natsume-sama, aren't you?\Please forgive us for intruding!\Don't just- response:	Please forgive us for intruding!
context: Okay, I'm going now.\Was that a bug?\A bug, a bug.\It's pleasure to meet you.\You're Natsume-sama, aren't you?\Please forgive us for intruding!\Don't just-\Please forgive us for intruding! response:	Don't just come in!
context: Was that a bug?\A bug, a bug.\It's pleasure to meet you.\You're Natsume-sama, aren't you?\Please forgive us for intruding!\Don't just-\Please forgive us for intruding!\Don't just come in! response:	You're returning their names again?
context: A bug, a bug.\It's pleasure to meet you.\You're Natsume-sama, aren't you?\Please forgive us for intruding!\Don't just-\Please forgive us for intruding!\Don't just come in!\You're returning their names again? response:	Damn it, the Book of Friends is getting thinner!
context: It's pleasure to meet you.\You're Natsume-sama, aren't you?\Please forgive us for intruding!\Don't just-\Please forgive us for intruding!\Don't just come in!\You're returning their names again?\Damn it, the Book of Friends is getting thinner! response:	And I'm waiting for the day when a huge one which he will not be able to handle to arrive,
context: You're Natsume-sama, aren't you?\Please forgive us for intruding!\Don't just-\Please forgive us for intruding!\Don't just come in!\You're returning their names again?\Damn it, the Book of Friends is getting thinner!\And I'm waiting for the day when a huge one which he will not be able to handle to arrive, response:	and eat this cheeky brat!
context: Please forgive us for intruding!\Don't just-\Please forgive us for intruding!\Don't just come in!\You're returning their names again?\Damn it, the Book of Friends is getting thinner!\And I'm waiting for the day when a huge one which he will not be able to handle to arrive,\and eat this cheeky brat! response:	Hey, Nyanko.
context: Don't just-\Please forgive us for intruding!\Don't just come in!\You're returning their names again?\Damn it, the Book of Friends is getting thinner!\And I'm waiting for the day when a huge one which he will not be able to handle to arrive,\and eat this cheeky brat!\Hey, Nyanko. response:	Why do all these small Youkai keep coming?!
context: Please forgive us for intruding!\Don't just come in!\You're returning their names again?\Damn it, the Book of Friends is getting thinner!\And I'm waiting for the day when a huge one which he will not be able to handle to arrive,\and eat this cheeky brat!\Hey, Nyanko.\Why do all these small Youkai keep coming?! response:	Do you like them small?
context: Don't just come in!\You're returning their names again?\Damn it, the Book of Friends is getting thinner!\And I'm waiting for the day when a huge one which he will not be able to handle to arrive,\and eat this cheeky brat!\Hey, Nyanko.\Why do all these small Youkai keep coming?!\Do you like them small? response:	That's not it.
context: You're returning their names again?\Damn it, the Book of Friends is getting thinner!\And I'm waiting for the day when a huge one which he will not be able to handle to arrive,\and eat this cheeky brat!\Hey, Nyanko.\Why do all these small Youkai keep coming?!\Do you like them small?\That's not it. response:	We came to Natsume-sama because he has immense power.
context: Damn it, the Book of Friends is getting thinner!\And I'm waiting for the day when a huge one which he will not be able to handle to arrive,\and eat this cheeky brat!\Hey, Nyanko.\Why do all these small Youkai keep coming?!\Do you like them small?\That's not it.\We came to Natsume-sama because he has immense power. response:	Please help us, Natsume-sama!
context: And I'm waiting for the day when a huge one which he will not be able to handle to arrive,\and eat this cheeky brat!\Hey, Nyanko.\Why do all these small Youkai keep coming?!\Do you like them small?\That's not it.\We came to Natsume-sama because he has immense power.\Please help us, Natsume-sama! response:	There is a human that we would like you to exterminate.
context: and eat this cheeky brat!\Hey, Nyanko.\Why do all these small Youkai keep coming?!\Do you like them small?\That's not it.\We came to Natsume-sama because he has immense power.\Please help us, Natsume-sama!\There is a human that we would like you to exterminate. response:	Human extermination?
context: Hey, Nyanko.\Why do all these small Youkai keep coming?!\Do you like them small?\That's not it.\We came to Natsume-sama because he has immense power.\Please help us, Natsume-sama!\There is a human that we would like you to exterminate.\Human extermination? response:	A pretentious, human Youkai exterminator has recently come to our dwelling place, the Eight Fields.
context: Why do all these small Youkai keep coming?!\Do you like them small?\That's not it.\We came to Natsume-sama because he has immense power.\Please help us, Natsume-sama!\There is a human that we would like you to exterminate.\Human extermination?\A pretentious, human Youkai exterminator has recently come to our dwelling place, the Eight Fields. response:	But rather than extermination, the human just seems to be testing his power and enjoying it.
context: Do you like them small?\That's not it.\We came to Natsume-sama because he has immense power.\Please help us, Natsume-sama!\There is a human that we would like you to exterminate.\Human extermination?\A pretentious, human Youkai exterminator has recently come to our dwelling place, the Eight Fields.\But rather than extermination, the human just seems to be testing his power and enjoying it. response:	We're just trying to live happily!
context: That's not it.\We came to Natsume-sama because he has immense power.\Please help us, Natsume-sama!\There is a human that we would like you to exterminate.\Human extermination?\A pretentious, human Youkai exterminator has recently come to our dwelling place, the Eight Fields.\But rather than extermination, the human just seems to be testing his power and enjoying it.\We're just trying to live happily! response:	Are there really humans who can exterminate Youkai, though?
context: We came to Natsume-sama because he has immense power.\Please help us, Natsume-sama!\There is a human that we would like you to exterminate.\Human extermination?\A pretentious, human Youkai exterminator has recently come to our dwelling place, the Eight Fields.\But rather than extermination, the human just seems to be testing his power and enjoying it.\We're just trying to live happily!\Are there really humans who can exterminate Youkai, though? response:	There are!
context: Please help us, Natsume-sama!\There is a human that we would like you to exterminate.\Human extermination?\A pretentious, human Youkai exterminator has recently come to our dwelling place, the Eight Fields.\But rather than extermination, the human just seems to be testing his power and enjoying it.\We're just trying to live happily!\Are there really humans who can exterminate Youkai, though?\There are! response:	Please help us, Natsume-sama!
context: There is a human that we would like you to exterminate.\Human extermination?\A pretentious, human Youkai exterminator has recently come to our dwelling place, the Eight Fields.\But rather than extermination, the human just seems to be testing his power and enjoying it.\We're just trying to live happily!\Are there really humans who can exterminate Youkai, though?\There are!\Please help us, Natsume-sama! response:	I'm sure you don't know, but there are problems when a human exterminates another human.
context: Human extermination?\A pretentious, human Youkai exterminator has recently come to our dwelling place, the Eight Fields.\But rather than extermination, the human just seems to be testing his power and enjoying it.\We're just trying to live happily!\Are there really humans who can exterminate Youkai, though?\There are!\Please help us, Natsume-sama!\I'm sure you don't know, but there are problems when a human exterminates another human. response:	So I can't. Sorry.
context: A pretentious, human Youkai exterminator has recently come to our dwelling place, the Eight Fields.\But rather than extermination, the human just seems to be testing his power and enjoying it.\We're just trying to live happily!\Are there really humans who can exterminate Youkai, though?\There are!\Please help us, Natsume-sama!\I'm sure you don't know, but there are problems when a human exterminates another human.\So I can't. Sorry. response:	Natsume-sama!
context: But rather than extermination, the human just seems to be testing his power and enjoying it.\We're just trying to live happily!\Are there really humans who can exterminate Youkai, though?\There are!\Please help us, Natsume-sama!\I'm sure you don't know, but there are problems when a human exterminates another human.\So I can't. Sorry.\Natsume-sama! response:	Why not?
context: We're just trying to live happily!\Are there really humans who can exterminate Youkai, though?\There are!\Please help us, Natsume-sama!\I'm sure you don't know, but there are problems when a human exterminates another human.\So I can't. Sorry.\Natsume-sama!\Why not? response:	Doesn't it sound interesting?
context: Are there really humans who can exterminate Youkai, though?\There are!\Please help us, Natsume-sama!\I'm sure you don't know, but there are problems when a human exterminates another human.\So I can't. Sorry.\Natsume-sama!\Why not?\Doesn't it sound interesting? response:	Killing humans is my specialty, you know.
context: There are!\Please help us, Natsume-sama!\I'm sure you don't know, but there are problems when a human exterminates another human.\So I can't. Sorry.\Natsume-sama!\Why not?\Doesn't it sound interesting?\Killing humans is my specialty, you know. response:	Things will get complicated, so please be quiet, sensei.
context: Please help us, Natsume-sama!\I'm sure you don't know, but there are problems when a human exterminates another human.\So I can't. Sorry.\Natsume-sama!\Why not?\Doesn't it sound interesting?\Killing humans is my specialty, you know.\Things will get complicated, so please be quiet, sensei. response:	A Youkai exterminator, huh?
context: I'm sure you don't know, but there are problems when a human exterminates another human.\So I can't. Sorry.\Natsume-sama!\Why not?\Doesn't it sound interesting?\Killing humans is my specialty, you know.\Things will get complicated, so please be quiet, sensei.\A Youkai exterminator, huh? response:	Then that means they believe in those things, right?
context: So I can't. Sorry.\Natsume-sama!\Why not?\Doesn't it sound interesting?\Killing humans is my specialty, you know.\Things will get complicated, so please be quiet, sensei.\A Youkai exterminator, huh?\Then that means they believe in those things, right? response:	Maybe they can see them?
context: Natsume-sama!\Why not?\Doesn't it sound interesting?\Killing humans is my specialty, you know.\Things will get complicated, so please be quiet, sensei.\A Youkai exterminator, huh?\Then that means they believe in those things, right?\Maybe they can see them? response:	Can you see them too?
context: Why not?\Doesn't it sound interesting?\Killing humans is my specialty, you know.\Things will get complicated, so please be quiet, sensei.\A Youkai exterminator, huh?\Then that means they believe in those things, right?\Maybe they can see them?\Can you see them too? response:	Just like me...
context: Doesn't it sound interesting?\Killing humans is my specialty, you know.\Things will get complicated, so please be quiet, sensei.\A Youkai exterminator, huh?\Then that means they believe in those things, right?\Maybe they can see them?\Can you see them too?\Just like me... response:	I'm going no-
context: Killing humans is my specialty, you know.\Things will get complicated, so please be quiet, sensei.\A Youkai exterminator, huh?\Then that means they believe in those things, right?\Maybe they can see them?\Can you see them too?\Just like me...\I'm going no- response:	Good morning!
context: Things will get complicated, so please be quiet, sensei.\A Youkai exterminator, huh?\Then that means they believe in those things, right?\Maybe they can see them?\Can you see them too?\Just like me...\I'm going no-\Good morning! response:	They're still there, sensei!
context: A Youkai exterminator, huh?\Then that means they believe in those things, right?\Maybe they can see them?\Can you see them too?\Just like me...\I'm going no-\Good morning!\They're still there, sensei! response:	They sure are, Natsume.
context: Then that means they believe in those things, right?\Maybe they can see them?\Can you see them too?\Just like me...\I'm going no-\Good morning!\They're still there, sensei!\They sure are, Natsume. response:	Natsume-sama!
context: Maybe they can see them?\Can you see them too?\Just like me...\I'm going no-\Good morning!\They're still there, sensei!\They sure are, Natsume.\Natsume-sama! response:	Step aside! Step Aside!
context: Can you see them too?\Just like me...\I'm going no-\Good morning!\They're still there, sensei!\They sure are, Natsume.\Natsume-sama!\Step aside! Step Aside! response:	Step aside! Step Aside!
context: Just like me...\I'm going no-\Good morning!\They're still there, sensei!\They sure are, Natsume.\Natsume-sama!\Step aside! Step Aside!\Step aside! Step Aside! response:	Natsume-sama is passing through!
context: I'm going no-\Good morning!\They're still there, sensei!\They sure are, Natsume.\Natsume-sama!\Step aside! Step Aside!\Step aside! Step Aside!\Natsume-sama is passing through! response:	Move down! Move down!
context: Good morning!\They're still there, sensei!\They sure are, Natsume.\Natsume-sama!\Step aside! Step Aside!\Step aside! Step Aside!\Natsume-sama is passing through!\Move down! Move down! response:	Move down! Move down!
context: They're still there, sensei!\They sure are, Natsume.\Natsume-sama!\Step aside! Step Aside!\Step aside! Step Aside!\Natsume-sama is passing through!\Move down! Move down!\Move down! Move down! response:	Hey, you guys...
context: They sure are, Natsume.\Natsume-sama!\Step aside! Step Aside!\Step aside! Step Aside!\Natsume-sama is passing through!\Move down! Move down!\Move down! Move down!\Hey, you guys... response:	Step aside! Step Aside!
context: Natsume-sama!\Step aside! Step Aside!\Step aside! Step Aside!\Natsume-sama is passing through!\Move down! Move down!\Move down! Move down!\Hey, you guys...\Step aside! Step Aside! response:	Hey, listen!
context: Step aside! Step Aside!\Step aside! Step Aside!\Natsume-sama is passing through!\Move down! Move down!\Move down! Move down!\Hey, you guys...\Step aside! Step Aside!\Hey, listen! response:	No, no, it's been shown to be because of my back's proportion!
context: Step aside! Step Aside!\Natsume-sama is passing through!\Move down! Move down!\Move down! Move down!\Hey, you guys...\Step aside! Step Aside!\Hey, listen!\No, no, it's been shown to be because of my back's proportion! response:	He won't let us see him off and pick him up!
context: Natsume-sama is passing through!\Move down! Move down!\Move down! Move down!\Hey, you guys...\Step aside! Step Aside!\Hey, listen!\No, no, it's been shown to be because of my back's proportion!\He won't let us see him off and pick him up! response:	Stop, it's a real bother!
context: Move down! Move down!\Move down! Move down!\Hey, you guys...\Step aside! Step Aside!\Hey, listen!\No, no, it's been shown to be because of my back's proportion!\He won't let us see him off and pick him up!\Stop, it's a real bother! response:	Oh, so this is school?
