context: I say yes response:	Stay with me
context: Lets change any future into hope\Don't touch! S\Touch me S\Y-You stupid dog!\Be right here! close to me\Always, always look at me at all times\You looked away, didnt you? At other girls\Ill punish those who are wavering and insolent response:	Dont touch! Because I wont listen to excuses
context: Don't touch! S\Touch me S\Y-You stupid dog!\Be right here! close to me\Always, always look at me at all times\You looked away, didnt you? At other girls\Ill punish those who are wavering and insolent\Dont touch! Because I wont listen to excuses response:	Touch me because I'm tired Hey, lend me your shoulder
context: Touch me S\Y-You stupid dog!\Be right here! close to me\Always, always look at me at all times\You looked away, didnt you? At other girls\Ill punish those who are wavering and insolent\Dont touch! Because I wont listen to excuses\Touch me because I'm tired Hey, lend me your shoulder response:	I love you, its a lie
context: Y-You stupid dog!\Be right here! close to me\Always, always look at me at all times\You looked away, didnt you? At other girls\Ill punish those who are wavering and insolent\Dont touch! Because I wont listen to excuses\Touch me because I'm tired Hey, lend me your shoulder\I love you, its a lie response:	I hate you, thats a lie, too
context: Be right here! close to me\Always, always look at me at all times\You looked away, didnt you? At other girls\Ill punish those who are wavering and insolent\Dont touch! Because I wont listen to excuses\Touch me because I'm tired Hey, lend me your shoulder\I love you, its a lie\I hate you, thats a lie, too response:	Nay nay nay, its useless, its a misunderstanding
context: Always, always look at me at all times\You looked away, didnt you? At other girls\Ill punish those who are wavering and insolent\Dont touch! Because I wont listen to excuses\Touch me because I'm tired Hey, lend me your shoulder\I love you, its a lie\I hate you, thats a lie, too\Nay nay nay, its useless, its a misunderstanding response:	So I wont say, I love you”
context: You looked away, didnt you? At other girls\Ill punish those who are wavering and insolent\Dont touch! Because I wont listen to excuses\Touch me because I'm tired Hey, lend me your shoulder\I love you, its a lie\I hate you, thats a lie, too\Nay nay nay, its useless, its a misunderstanding\So I wont say, I love you” response:	Non non non, because I absolutely wont forgive you
context: Ill punish those who are wavering and insolent\Dont touch! Because I wont listen to excuses\Touch me because I'm tired Hey, lend me your shoulder\I love you, its a lie\I hate you, thats a lie, too\Nay nay nay, its useless, its a misunderstanding\So I wont say, I love you”\Non non non, because I absolutely wont forgive you response:	If you go to somewhere else
context: Dont touch! Because I wont listen to excuses\Touch me because I'm tired Hey, lend me your shoulder\I love you, its a lie\I hate you, thats a lie, too\Nay nay nay, its useless, its a misunderstanding\So I wont say, I love you”\Non non non, because I absolutely wont forgive you\If you go to somewhere else response:	But
context: Touch me because I'm tired Hey, lend me your shoulder\I love you, its a lie\I hate you, thats a lie, too\Nay nay nay, its useless, its a misunderstanding\So I wont say, I love you”\Non non non, because I absolutely wont forgive you\If you go to somewhere else\But response:	The truth is, I want to be by your side more than anyone else
context: I love you, its a lie\I hate you, thats a lie, too\Nay nay nay, its useless, its a misunderstanding\So I wont say, I love you”\Non non non, because I absolutely wont forgive you\If you go to somewhere else\But\The truth is, I want to be by your side more than anyone else response:	Lets go take a walk in chains of love!
context: I hate you, thats a lie, too\Nay nay nay, its useless, its a misunderstanding\So I wont say, I love you”\Non non non, because I absolutely wont forgive you\If you go to somewhere else\But\The truth is, I want to be by your side more than anyone else\Lets go take a walk in chains of love! response:	Her Highness's Zero
context: Nay nay nay, its useless, its a misunderstanding\So I wont say, I love you”\Non non non, because I absolutely wont forgive you\If you go to somewhere else\But\The truth is, I want to be by your side more than anyone else\Lets go take a walk in chains of love!\Her Highness's Zero response:	Her Highness's Zero
context: So I wont say, I love you”\Non non non, because I absolutely wont forgive you\If you go to somewhere else\But\The truth is, I want to be by your side more than anyone else\Lets go take a walk in chains of love!\Her Highness's Zero\Her Highness's Zero response:	Next Time
context: Non non non, because I absolutely wont forgive you\If you go to somewhere else\But\The truth is, I want to be by your side more than anyone else\Lets go take a walk in chains of love!\Her Highness's Zero\Her Highness's Zero\Next Time response:	The Vow of Wind and Water
context: If you go to somewhere else\But\The truth is, I want to be by your side more than anyone else\Lets go take a walk in chains of love!\Her Highness's Zero\Her Highness's Zero\Next Time\The Vow of Wind and Water response:	I'll go home.
context: But\The truth is, I want to be by your side more than anyone else\Lets go take a walk in chains of love!\Her Highness's Zero\Her Highness's Zero\Next Time\The Vow of Wind and Water\I'll go home. response:	I'll...
context: The truth is, I want to be by your side more than anyone else\Lets go take a walk in chains of love!\Her Highness's Zero\Her Highness's Zero\Next Time\The Vow of Wind and Water\I'll go home.\I'll... response:	This is...
context: Lets go take a walk in chains of love!\Her Highness's Zero\Her Highness's Zero\Next Time\The Vow of Wind and Water\I'll go home.\I'll...\This is... response:	Tokyo's...
context: Her Highness's Zero\Her Highness's Zero\Next Time\The Vow of Wind and Water\I'll go home.\I'll...\This is...\Tokyo's... response:	Akihabara!
context: Her Highness's Zero\Next Time\The Vow of Wind and Water\I'll go home.\I'll...\This is...\Tokyo's...\Akihabara! response:	It's a sailor uniform!
context: Next Time\The Vow of Wind and Water\I'll go home.\I'll...\This is...\Tokyo's...\Akihabara!\It's a sailor uniform! response:	A real sailor uniform!
context: The Vow of Wind and Water\I'll go home.\I'll...\This is...\Tokyo's...\Akihabara!\It's a sailor uniform!\A real sailor uniform! response:	Check it out, Louise. This is Japan's Akiba -
context: I'll go home.\I'll...\This is...\Tokyo's...\Akihabara!\It's a sailor uniform!\A real sailor uniform!\Check it out, Louise. This is Japan's Akiba - response:	Louise?
context: I'll...\This is...\Tokyo's...\Akihabara!\It's a sailor uniform!\A real sailor uniform!\Check it out, Louise. This is Japan's Akiba -\Louise? response:	Where are you, Louise?
context: This is...\Tokyo's...\Akihabara!\It's a sailor uniform!\A real sailor uniform!\Check it out, Louise. This is Japan's Akiba -\Louise?\Where are you, Louise? response:	Louise?
context: Tokyo's...\Akihabara!\It's a sailor uniform!\A real sailor uniform!\Check it out, Louise. This is Japan's Akiba -\Louise?\Where are you, Louise?\Louise? response:	Come out.
context: Akihabara!\It's a sailor uniform!\A real sailor uniform!\Check it out, Louise. This is Japan's Akiba -\Louise?\Where are you, Louise?\Louise?\Come out. response:	That's right... I came back to Japan by myself.
context: It's a sailor uniform!\A real sailor uniform!\Check it out, Louise. This is Japan's Akiba -\Louise?\Where are you, Louise?\Louise?\Come out.\That's right... I came back to Japan by myself. response:	I was summoned as a familiar to a strange world by an incompetent mage, Louise,
context: A real sailor uniform!\Check it out, Louise. This is Japan's Akiba -\Louise?\Where are you, Louise?\Louise?\Come out.\That's right... I came back to Japan by myself.\I was summoned as a familiar to a strange world by an incompetent mage, Louise, response:	and was dragged into a war.
context: Check it out, Louise. This is Japan's Akiba -\Louise?\Where are you, Louise?\Louise?\Come out.\That's right... I came back to Japan by myself.\I was summoned as a familiar to a strange world by an incompetent mage, Louise,\and was dragged into a war. response:	I found this Zero and finally managed to come back, but...
context: Louise?\Where are you, Louise?\Louise?\Come out.\That's right... I came back to Japan by myself.\I was summoned as a familiar to a strange world by an incompetent mage, Louise,\and was dragged into a war.\I found this Zero and finally managed to come back, but... response:	There's...
context: Where are you, Louise?\Louise?\Come out.\That's right... I came back to Japan by myself.\I was summoned as a familiar to a strange world by an incompetent mage, Louise,\and was dragged into a war.\I found this Zero and finally managed to come back, but...\There's... response:	There's no point in coming back to Japan without Louise!
context: Louise?\Come out.\That's right... I came back to Japan by myself.\I was summoned as a familiar to a strange world by an incompetent mage, Louise,\and was dragged into a war.\I found this Zero and finally managed to come back, but...\There's...\There's no point in coming back to Japan without Louise! response:	Louise...
context: Come out.\That's right... I came back to Japan by myself.\I was summoned as a familiar to a strange world by an incompetent mage, Louise,\and was dragged into a war.\I found this Zero and finally managed to come back, but...\There's...\There's no point in coming back to Japan without Louise!\Louise... response:	Louise!
context: That's right... I came back to Japan by myself.\I was summoned as a familiar to a strange world by an incompetent mage, Louise,\and was dragged into a war.\I found this Zero and finally managed to come back, but...\There's...\There's no point in coming back to Japan without Louise!\Louise...\Louise! response:	Huh?
context: I was summoned as a familiar to a strange world by an incompetent mage, Louise,\and was dragged into a war.\I found this Zero and finally managed to come back, but...\There's...\There's no point in coming back to Japan without Louise!\Louise...\Louise!\Huh? response:	Where am I?
context: and was dragged into a war.\I found this Zero and finally managed to come back, but...\There's...\There's no point in coming back to Japan without Louise!\Louise...\Louise!\Huh?\Where am I? response:	What's wrong, Saito?
context: I found this Zero and finally managed to come back, but...\There's...\There's no point in coming back to Japan without Louise!\Louise...\Louise!\Huh?\Where am I?\What's wrong, Saito? response:	Louise?
context: There's...\There's no point in coming back to Japan without Louise!\Louise...\Louise!\Huh?\Where am I?\What's wrong, Saito?\Louise? response:	Louise!
context: There's no point in coming back to Japan without Louise!\Louise...\Louise!\Huh?\Where am I?\What's wrong, Saito?\Louise?\Louise! response:	Thank goodness.
context: Louise...\Louise!\Huh?\Where am I?\What's wrong, Saito?\Louise?\Louise!\Thank goodness. response:	Thank goodness, I thought you went away somewhere...
context: Louise!\Huh?\Where am I?\What's wrong, Saito?\Louise?\Louise!\Thank goodness.\Thank goodness, I thought you went away somewhere... response:	Saito...
context: Huh?\Where am I?\What's wrong, Saito?\Louise?\Louise!\Thank goodness.\Thank goodness, I thought you went away somewhere...\Saito... response:	Hey!
context: Where am I?\What's wrong, Saito?\Louise?\Louise!\Thank goodness.\Thank goodness, I thought you went away somewhere...\Saito...\Hey! response:	Ow...
context: What's wrong, Saito?\Louise?\Louise!\Thank goodness.\Thank goodness, I thought you went away somewhere...\Saito...\Hey!\Ow... response:	Stop making a ruckus out of your dream, would you?
context: Louise?\Louise!\Thank goodness.\Thank goodness, I thought you went away somewhere...\Saito...\Hey!\Ow...\Stop making a ruckus out of your dream, would you? response:	Haven't you been a little full of yourself lately?
context: Louise!\Thank goodness.\Thank goodness, I thought you went away somewhere...\Saito...\Hey!\Ow...\Stop making a ruckus out of your dream, would you?\Haven't you been a little full of yourself lately? response:	No, I'm...
context: Thank goodness.\Thank goodness, I thought you went away somewhere...\Saito...\Hey!\Ow...\Stop making a ruckus out of your dream, would you?\Haven't you been a little full of yourself lately?\No, I'm... response:	Yes, you did give up on returning to your world and chose to stay as my familiar.
context: Thank goodness, I thought you went away somewhere...\Saito...\Hey!\Ow...\Stop making a ruckus out of your dream, would you?\Haven't you been a little full of yourself lately?\No, I'm...\Yes, you did give up on returning to your world and chose to stay as my familiar. response:	I'm really grateful for that.
context: Saito...\Hey!\Ow...\Stop making a ruckus out of your dream, would you?\Haven't you been a little full of yourself lately?\No, I'm...\Yes, you did give up on returning to your world and chose to stay as my familiar.\I'm really grateful for that. response:	I'm not lying.
context: Hey!\Ow...\Stop making a ruckus out of your dream, would you?\Haven't you been a little full of yourself lately?\No, I'm...\Yes, you did give up on returning to your world and chose to stay as my familiar.\I'm really grateful for that.\I'm not lying. response:	That's why I won't call you a dog anymore,
context: Ow...\Stop making a ruckus out of your dream, would you?\Haven't you been a little full of yourself lately?\No, I'm...\Yes, you did give up on returning to your world and chose to stay as my familiar.\I'm really grateful for that.\I'm not lying.\That's why I won't call you a dog anymore, response:	make you sleep on the floor or whip you.
context: Stop making a ruckus out of your dream, would you?\Haven't you been a little full of yourself lately?\No, I'm...\Yes, you did give up on returning to your world and chose to stay as my familiar.\I'm really grateful for that.\I'm not lying.\That's why I won't call you a dog anymore,\make you sleep on the floor or whip you. response:	So...
context: Haven't you been a little full of yourself lately?\No, I'm...\Yes, you did give up on returning to your world and chose to stay as my familiar.\I'm really grateful for that.\I'm not lying.\That's why I won't call you a dog anymore,\make you sleep on the floor or whip you.\So... response:	You better take your eyes off the maid and the other girls and look only at me!
context: No, I'm...\Yes, you did give up on returning to your world and chose to stay as my familiar.\I'm really grateful for that.\I'm not lying.\That's why I won't call you a dog anymore,\make you sleep on the floor or whip you.\So...\You better take your eyes off the maid and the other girls and look only at me! response:	Do you hear me?!
context: Yes, you did give up on returning to your world and chose to stay as my familiar.\I'm really grateful for that.\I'm not lying.\That's why I won't call you a dog anymore,\make you sleep on the floor or whip you.\So...\You better take your eyes off the maid and the other girls and look only at me!\Do you hear me?! response:	Huh?
context: I'm really grateful for that.\I'm not lying.\That's why I won't call you a dog anymore,\make you sleep on the floor or whip you.\So...\You better take your eyes off the maid and the other girls and look only at me!\Do you hear me?!\Huh? response:	You're a familiar, so it's only natural for you to look only at your master.
context: I'm not lying.\That's why I won't call you a dog anymore,\make you sleep on the floor or whip you.\So...\You better take your eyes off the maid and the other girls and look only at me!\Do you hear me?!\Huh?\You're a familiar, so it's only natural for you to look only at your master. response:	Right, okay.
context: That's why I won't call you a dog anymore,\make you sleep on the floor or whip you.\So...\You better take your eyes off the maid and the other girls and look only at me!\Do you hear me?!\Huh?\You're a familiar, so it's only natural for you to look only at your master.\Right, okay. response:	If you get it, then go back to sleep already.
context: make you sleep on the floor or whip you.\So...\You better take your eyes off the maid and the other girls and look only at me!\Do you hear me?!\Huh?\You're a familiar, so it's only natural for you to look only at your master.\Right, okay.\If you get it, then go back to sleep already. response:	Yo, partner.
context: So...\You better take your eyes off the maid and the other girls and look only at me!\Do you hear me?!\Huh?\You're a familiar, so it's only natural for you to look only at your master.\Right, okay.\If you get it, then go back to sleep already.\Yo, partner. response:	No matter what you guys say to each other, you're getting along well.
context: You better take your eyes off the maid and the other girls and look only at me!\Do you hear me?!\Huh?\You're a familiar, so it's only natural for you to look only at your master.\Right, okay.\If you get it, then go back to sleep already.\Yo, partner.\No matter what you guys say to each other, you're getting along well. response:	But I wonder how long that'll last.
context: Do you hear me?!\Huh?\You're a familiar, so it's only natural for you to look only at your master.\Right, okay.\If you get it, then go back to sleep already.\Yo, partner.\No matter what you guys say to each other, you're getting along well.\But I wonder how long that'll last. response:	I shall now explain the procedure for leaving the ceremony.
context: Huh?\You're a familiar, so it's only natural for you to look only at your master.\Right, okay.\If you get it, then go back to sleep already.\Yo, partner.\No matter what you guys say to each other, you're getting along well.\But I wonder how long that'll last.\I shall now explain the procedure for leaving the ceremony. response:	Cardinal Masarini...
context: You're a familiar, so it's only natural for you to look only at your master.\Right, okay.\If you get it, then go back to sleep already.\Yo, partner.\No matter what you guys say to each other, you're getting along well.\But I wonder how long that'll last.\I shall now explain the procedure for leaving the ceremony.\Cardinal Masarini... response:	I do not need a crown.
context: Right, okay.\If you get it, then go back to sleep already.\Yo, partner.\No matter what you guys say to each other, you're getting along well.\But I wonder how long that'll last.\I shall now explain the procedure for leaving the ceremony.\Cardinal Masarini...\I do not need a crown. response:	And here you are being selfish again.
context: If you get it, then go back to sleep already.\Yo, partner.\No matter what you guys say to each other, you're getting along well.\But I wonder how long that'll last.\I shall now explain the procedure for leaving the ceremony.\Cardinal Masarini...\I do not need a crown.\And here you are being selfish again. response:	We are in the middle of a war.
context: Yo, partner.\No matter what you guys say to each other, you're getting along well.\But I wonder how long that'll last.\I shall now explain the procedure for leaving the ceremony.\Cardinal Masarini...\I do not need a crown.\And here you are being selfish again.\We are in the middle of a war. response:	Although we have halted Albion's march, we cannot let our guard down.
context: No matter what you guys say to each other, you're getting along well.\But I wonder how long that'll last.\I shall now explain the procedure for leaving the ceremony.\Cardinal Masarini...\I do not need a crown.\And here you are being selfish again.\We are in the middle of a war.\Although we have halted Albion's march, we cannot let our guard down. response:	The citizens are wishing for you to become the true Queen...
context: But I wonder how long that'll last.\I shall now explain the procedure for leaving the ceremony.\Cardinal Masarini...\I do not need a crown.\And here you are being selfish again.\We are in the middle of a war.\Although we have halted Albion's march, we cannot let our guard down.\The citizens are wishing for you to become the true Queen... response:	Praise Princess Henrietta!
context: I shall now explain the procedure for leaving the ceremony.\Cardinal Masarini...\I do not need a crown.\And here you are being selfish again.\We are in the middle of a war.\Although we have halted Albion's march, we cannot let our guard down.\The citizens are wishing for you to become the true Queen...\Praise Princess Henrietta! response:	Praise Tristain!
context: Cardinal Masarini...\I do not need a crown.\And here you are being selfish again.\We are in the middle of a war.\Although we have halted Albion's march, we cannot let our guard down.\The citizens are wishing for you to become the true Queen...\Praise Princess Henrietta!\Praise Tristain! response:	Time for food?
context: I do not need a crown.\And here you are being selfish again.\We are in the middle of a war.\Although we have halted Albion's march, we cannot let our guard down.\The citizens are wishing for you to become the true Queen...\Praise Princess Henrietta!\Praise Tristain!\Time for food? response:	Today's the coronation ceremony, so I bet even a captive like myself would be served a special meal.
context: And here you are being selfish again.\We are in the middle of a war.\Although we have halted Albion's march, we cannot let our guard down.\The citizens are wishing for you to become the true Queen...\Praise Princess Henrietta!\Praise Tristain!\Time for food?\Today's the coronation ceremony, so I bet even a captive like myself would be served a special meal. response:	Unfortunately, there's no Last Supper for you.
context: We are in the middle of a war.\Although we have halted Albion's march, we cannot let our guard down.\The citizens are wishing for you to become the true Queen...\Praise Princess Henrietta!\Praise Tristain!\Time for food?\Today's the coronation ceremony, so I bet even a captive like myself would be served a special meal.\Unfortunately, there's no Last Supper for you. response:	You are...!
context: Although we have halted Albion's march, we cannot let our guard down.\The citizens are wishing for you to become the true Queen...\Praise Princess Henrietta!\Praise Tristain!\Time for food?\Today's the coronation ceremony, so I bet even a captive like myself would be served a special meal.\Unfortunately, there's no Last Supper for you.\You are...! response:	Cromwell,
context: The citizens are wishing for you to become the true Queen...\Praise Princess Henrietta!\Praise Tristain!\Time for food?\Today's the coronation ceremony, so I bet even a captive like myself would be served a special meal.\Unfortunately, there's no Last Supper for you.\You are...!\Cromwell, response:	how foolish of you to become a captive after going through...
context: Praise Princess Henrietta!\Praise Tristain!\Time for food?\Today's the coronation ceremony, so I bet even a captive like myself would be served a special meal.\Unfortunately, there's no Last Supper for you.\You are...!\Cromwell,\how foolish of you to become a captive after going through... response:	Luckily, in the midst of the coronation ceremony, I was able to retrieve the Ring of Andvari.
context: Praise Tristain!\Time for food?\Today's the coronation ceremony, so I bet even a captive like myself would be served a special meal.\Unfortunately, there's no Last Supper for you.\You are...!\Cromwell,\how foolish of you to become a captive after going through...\Luckily, in the midst of the coronation ceremony, I was able to retrieve the Ring of Andvari. response:	Please, give me another chance!
context: Time for food?\Today's the coronation ceremony, so I bet even a captive like myself would be served a special meal.\Unfortunately, there's no Last Supper for you.\You are...!\Cromwell,\how foolish of you to become a captive after going through...\Luckily, in the midst of the coronation ceremony, I was able to retrieve the Ring of Andvari.\Please, give me another chance! response:	They used a magic I've never seen before!
context: Today's the coronation ceremony, so I bet even a captive like myself would be served a special meal.\Unfortunately, there's no Last Supper for you.\You are...!\Cromwell,\how foolish of you to become a captive after going through...\Luckily, in the midst of the coronation ceremony, I was able to retrieve the Ring of Andvari.\Please, give me another chance!\They used a magic I've never seen before! response:	A huge light appeared all of a sudden and annihilated my troops!
context: Unfortunately, there's no Last Supper for you.\You are...!\Cromwell,\how foolish of you to become a captive after going through...\Luckily, in the midst of the coronation ceremony, I was able to retrieve the Ring of Andvari.\Please, give me another chance!\They used a magic I've never seen before!\A huge light appeared all of a sudden and annihilated my troops! response:	That might have been...
context: You are...!\Cromwell,\how foolish of you to become a captive after going through...\Luckily, in the midst of the coronation ceremony, I was able to retrieve the Ring of Andvari.\Please, give me another chance!\They used a magic I've never seen before!\A huge light appeared all of a sudden and annihilated my troops!\That might have been... response:	Void?
context: Cromwell,\how foolish of you to become a captive after going through...\Luckily, in the midst of the coronation ceremony, I was able to retrieve the Ring of Andvari.\Please, give me another chance!\They used a magic I've never seen before!\A huge light appeared all of a sudden and annihilated my troops!\That might have been...\Void? response:	Y-Yes, that was completely unexpected.
context: how foolish of you to become a captive after going through...\Luckily, in the midst of the coronation ceremony, I was able to retrieve the Ring of Andvari.\Please, give me another chance!\They used a magic I've never seen before!\A huge light appeared all of a sudden and annihilated my troops!\That might have been...\Void?\Y-Yes, that was completely unexpected. response:	It was not my responsibility!
context: Luckily, in the midst of the coronation ceremony, I was able to retrieve the Ring of Andvari.\Please, give me another chance!\They used a magic I've never seen before!\A huge light appeared all of a sudden and annihilated my troops!\That might have been...\Void?\Y-Yes, that was completely unexpected.\It was not my responsibility! response:	Don't worry. You'll never have to take responsibility again.
context: Please, give me another chance!\They used a magic I've never seen before!\A huge light appeared all of a sudden and annihilated my troops!\That might have been...\Void?\Y-Yes, that was completely unexpected.\It was not my responsibility!\Don't worry. You'll never have to take responsibility again. response:	Wait! Wait!
context: They used a magic I've never seen before!\A huge light appeared all of a sudden and annihilated my troops!\That might have been...\Void?\Y-Yes, that was completely unexpected.\It was not my responsibility!\Don't worry. You'll never have to take responsibility again.\Wait! Wait! response:	S-Stop it...
context: A huge light appeared all of a sudden and annihilated my troops!\That might have been...\Void?\Y-Yes, that was completely unexpected.\It was not my responsibility!\Don't worry. You'll never have to take responsibility again.\Wait! Wait!\S-Stop it... response:	Stop it!
context: That might have been...\Void?\Y-Yes, that was completely unexpected.\It was not my responsibility!\Don't worry. You'll never have to take responsibility again.\Wait! Wait!\S-Stop it...\Stop it! response:	Hey, let's get going.
context: Void?\Y-Yes, that was completely unexpected.\It was not my responsibility!\Don't worry. You'll never have to take responsibility again.\Wait! Wait!\S-Stop it...\Stop it!\Hey, let's get going. response:	The Princess' parade is going to end.
context: Y-Yes, that was completely unexpected.\It was not my responsibility!\Don't worry. You'll never have to take responsibility again.\Wait! Wait!\S-Stop it...\Stop it!\Hey, let's get going.\The Princess' parade is going to end. response:	Saito, I have a present for you.
context: It was not my responsibility!\Don't worry. You'll never have to take responsibility again.\Wait! Wait!\S-Stop it...\Stop it!\Hey, let's get going.\The Princess' parade is going to end.\Saito, I have a present for you. response:	Here, take it.
context: Don't worry. You'll never have to take responsibility again.\Wait! Wait!\S-Stop it...\Stop it!\Hey, let's get going.\The Princess' parade is going to end.\Saito, I have a present for you.\Here, take it. response:	Is this a pair of glasses?
context: Wait! Wait!\S-Stop it...\Stop it!\Hey, let's get going.\The Princess' parade is going to end.\Saito, I have a present for you.\Here, take it.\Is this a pair of glasses? response:	I have fine eyesight if you ask me.
context: S-Stop it...\Stop it!\Hey, let's get going.\The Princess' parade is going to end.\Saito, I have a present for you.\Here, take it.\Is this a pair of glasses?\I have fine eyesight if you ask me. response:	It isn't an ordinary pair of glasses.
context: Stop it!\Hey, let's get going.\The Princess' parade is going to end.\Saito, I have a present for you.\Here, take it.\Is this a pair of glasses?\I have fine eyesight if you ask me.\It isn't an ordinary pair of glasses. response:	I asked my elder sister to send one of our family treasures.
context: Hey, let's get going.\The Princess' parade is going to end.\Saito, I have a present for you.\Here, take it.\Is this a pair of glasses?\I have fine eyesight if you ask me.\It isn't an ordinary pair of glasses.\I asked my elder sister to send one of our family treasures. response:	Louise, you have an elder sister?
context: The Princess' parade is going to end.\Saito, I have a present for you.\Here, take it.\Is this a pair of glasses?\I have fine eyesight if you ask me.\It isn't an ordinary pair of glasses.\I asked my elder sister to send one of our family treasures.\Louise, you have an elder sister? response:	Just put them on already.
context: Saito, I have a present for you.\Here, take it.\Is this a pair of glasses?\I have fine eyesight if you ask me.\It isn't an ordinary pair of glasses.\I asked my elder sister to send one of our family treasures.\Louise, you have an elder sister?\Just put them on already. response:	Okay...
context: Here, take it.\Is this a pair of glasses?\I have fine eyesight if you ask me.\It isn't an ordinary pair of glasses.\I asked my elder sister to send one of our family treasures.\Louise, you have an elder sister?\Just put them on already.\Okay... response:	Oh yeah, I remember you saying that you're the youngest...
context: Is this a pair of glasses?\I have fine eyesight if you ask me.\It isn't an ordinary pair of glasses.\I asked my elder sister to send one of our family treasures.\Louise, you have an elder sister?\Just put them on already.\Okay...\Oh yeah, I remember you saying that you're the youngest... response:	I can't take it off!
context: I have fine eyesight if you ask me.\It isn't an ordinary pair of glasses.\I asked my elder sister to send one of our family treasures.\Louise, you have an elder sister?\Just put them on already.\Okay...\Oh yeah, I remember you saying that you're the youngest...\I can't take it off! response:	Let's get going.
context: It isn't an ordinary pair of glasses.\I asked my elder sister to send one of our family treasures.\Louise, you have an elder sister?\Just put them on already.\Okay...\Oh yeah, I remember you saying that you're the youngest...\I can't take it off!\Let's get going. response:	Siesta!
context: I asked my elder sister to send one of our family treasures.\Louise, you have an elder sister?\Just put them on already.\Okay...\Oh yeah, I remember you saying that you're the youngest...\I can't take it off!\Let's get going.\Siesta! response:	S-Saito!
