context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: Wanna find out if I'm actually a loser or not?\Temple Battle Royale\Now, then, why don't we watch from here?\I've got plenty of food and drink!\Hey, you old geezer, don't leave me out of the game!\I got all pumped up, but now I'm sad.\You're a bit too strong.\All the people outside, as well as myself, are very excited for this game. response:	It'd be no fun if it were to end quickly.
context: Temple Battle Royale\Now, then, why don't we watch from here?\I've got plenty of food and drink!\Hey, you old geezer, don't leave me out of the game!\I got all pumped up, but now I'm sad.\You're a bit too strong.\All the people outside, as well as myself, are very excited for this game.\It'd be no fun if it were to end quickly. response:	Looks like you really do get it, gramps.
context: Now, then, why don't we watch from here?\I've got plenty of food and drink!\Hey, you old geezer, don't leave me out of the game!\I got all pumped up, but now I'm sad.\You're a bit too strong.\All the people outside, as well as myself, are very excited for this game.\It'd be no fun if it were to end quickly.\Looks like you really do get it, gramps. response:	You've got good taste.
context: I've got plenty of food and drink!\Hey, you old geezer, don't leave me out of the game!\I got all pumped up, but now I'm sad.\You're a bit too strong.\All the people outside, as well as myself, are very excited for this game.\It'd be no fun if it were to end quickly.\Looks like you really do get it, gramps.\You've got good taste. response:	I do, don't I?
context: Hey, you old geezer, don't leave me out of the game!\I got all pumped up, but now I'm sad.\You're a bit too strong.\All the people outside, as well as myself, are very excited for this game.\It'd be no fun if it were to end quickly.\Looks like you really do get it, gramps.\You've got good taste.\I do, don't I? response:	Ooh, it looks like a few match-ups have already begun.
context: I got all pumped up, but now I'm sad.\You're a bit too strong.\All the people outside, as well as myself, are very excited for this game.\It'd be no fun if it were to end quickly.\Looks like you really do get it, gramps.\You've got good taste.\I do, don't I?\Ooh, it looks like a few match-ups have already begun. response:	All right. If any of mine lose, I'll kill'em.
context: You're a bit too strong.\All the people outside, as well as myself, are very excited for this game.\It'd be no fun if it were to end quickly.\Looks like you really do get it, gramps.\You've got good taste.\I do, don't I?\Ooh, it looks like a few match-ups have already begun.\All right. If any of mine lose, I'll kill'em. response:	So cold... Damn that geezer.
context: All the people outside, as well as myself, are very excited for this game.\It'd be no fun if it were to end quickly.\Looks like you really do get it, gramps.\You've got good taste.\I do, don't I?\Ooh, it looks like a few match-ups have already begun.\All right. If any of mine lose, I'll kill'em.\So cold... Damn that geezer. response:	He's gonna pay for this!
context: It'd be no fun if it were to end quickly.\Looks like you really do get it, gramps.\You've got good taste.\I do, don't I?\Ooh, it looks like a few match-ups have already begun.\All right. If any of mine lose, I'll kill'em.\So cold... Damn that geezer.\He's gonna pay for this! response:	Hilarious!
context: Looks like you really do get it, gramps.\You've got good taste.\I do, don't I?\Ooh, it looks like a few match-ups have already begun.\All right. If any of mine lose, I'll kill'em.\So cold... Damn that geezer.\He's gonna pay for this!\Hilarious! response:	You're at a total disadvantage with fire magic in a place like this.
context: You've got good taste.\I do, don't I?\Ooh, it looks like a few match-ups have already begun.\All right. If any of mine lose, I'll kill'em.\So cold... Damn that geezer.\He's gonna pay for this!\Hilarious!\You're at a total disadvantage with fire magic in a place like this. response:	Looks like I win.
context: I do, don't I?\Ooh, it looks like a few match-ups have already begun.\All right. If any of mine lose, I'll kill'em.\So cold... Damn that geezer.\He's gonna pay for this!\Hilarious!\You're at a total disadvantage with fire magic in a place like this.\Looks like I win. response:	I'd rather not pick on frail-looking guys like you.
context: Ooh, it looks like a few match-ups have already begun.\All right. If any of mine lose, I'll kill'em.\So cold... Damn that geezer.\He's gonna pay for this!\Hilarious!\You're at a total disadvantage with fire magic in a place like this.\Looks like I win.\I'd rather not pick on frail-looking guys like you. response:	Are you gonna fight me?
context: All right. If any of mine lose, I'll kill'em.\So cold... Damn that geezer.\He's gonna pay for this!\Hilarious!\You're at a total disadvantage with fire magic in a place like this.\Looks like I win.\I'd rather not pick on frail-looking guys like you.\Are you gonna fight me? response:	I know you guys.
context: So cold... Damn that geezer.\He's gonna pay for this!\Hilarious!\You're at a total disadvantage with fire magic in a place like this.\Looks like I win.\I'd rather not pick on frail-looking guys like you.\Are you gonna fight me?\I know you guys. response:	You're the Black Bulls, aren't you?
context: He's gonna pay for this!\Hilarious!\You're at a total disadvantage with fire magic in a place like this.\Looks like I win.\I'd rather not pick on frail-looking guys like you.\Are you gonna fight me?\I know you guys.\You're the Black Bulls, aren't you? response:	You're the weakest of the Magic Knights.
context: Hilarious!\You're at a total disadvantage with fire magic in a place like this.\Looks like I win.\I'd rather not pick on frail-looking guys like you.\Are you gonna fight me?\I know you guys.\You're the Black Bulls, aren't you?\You're the weakest of the Magic Knights. response:	Marie's waiting for me. Hurry up and come at me, damn it.
context: You're at a total disadvantage with fire magic in a place like this.\Looks like I win.\I'd rather not pick on frail-looking guys like you.\Are you gonna fight me?\I know you guys.\You're the Black Bulls, aren't you?\You're the weakest of the Magic Knights.\Marie's waiting for me. Hurry up and come at me, damn it. response:	Just so you know, it's pretty pointless for you to wave around that rusty sword.
context: Looks like I win.\I'd rather not pick on frail-looking guys like you.\Are you gonna fight me?\I know you guys.\You're the Black Bulls, aren't you?\You're the weakest of the Magic Knights.\Marie's waiting for me. Hurry up and come at me, damn it.\Just so you know, it's pretty pointless for you to wave around that rusty sword. response:	My mollusk magic can parry any kind of attack.
context: I'd rather not pick on frail-looking guys like you.\Are you gonna fight me?\I know you guys.\You're the Black Bulls, aren't you?\You're the weakest of the Magic Knights.\Marie's waiting for me. Hurry up and come at me, damn it.\Just so you know, it's pretty pointless for you to wave around that rusty sword.\My mollusk magic can parry any kind of attack. response:	I see...
context: Are you gonna fight me?\I know you guys.\You're the Black Bulls, aren't you?\You're the weakest of the Magic Knights.\Marie's waiting for me. Hurry up and come at me, damn it.\Just so you know, it's pretty pointless for you to wave around that rusty sword.\My mollusk magic can parry any kind of attack.\I see... response:	Isn't this exciting?
context: I know you guys.\You're the Black Bulls, aren't you?\You're the weakest of the Magic Knights.\Marie's waiting for me. Hurry up and come at me, damn it.\Just so you know, it's pretty pointless for you to wave around that rusty sword.\My mollusk magic can parry any kind of attack.\I see...\Isn't this exciting? response:	Oh, by the way, what are your knights' ranks?
context: You're the Black Bulls, aren't you?\You're the weakest of the Magic Knights.\Marie's waiting for me. Hurry up and come at me, damn it.\Just so you know, it's pretty pointless for you to wave around that rusty sword.\My mollusk magic can parry any kind of attack.\I see...\Isn't this exciting?\Oh, by the way, what are your knights' ranks? response:	They're all junior magic knights.
context: You're the weakest of the Magic Knights.\Marie's waiting for me. Hurry up and come at me, damn it.\Just so you know, it's pretty pointless for you to wave around that rusty sword.\My mollusk magic can parry any kind of attack.\I see...\Isn't this exciting?\Oh, by the way, what are your knights' ranks?\They're all junior magic knights. response:	I'm surprised you even know about that, living down here.
context: Marie's waiting for me. Hurry up and come at me, damn it.\Just so you know, it's pretty pointless for you to wave around that rusty sword.\My mollusk magic can parry any kind of attack.\I see...\Isn't this exciting?\Oh, by the way, what are your knights' ranks?\They're all junior magic knights.\I'm surprised you even know about that, living down here. response:	According to your ranking system,
context: Just so you know, it's pretty pointless for you to wave around that rusty sword.\My mollusk magic can parry any kind of attack.\I see...\Isn't this exciting?\Oh, by the way, what are your knights' ranks?\They're all junior magic knights.\I'm surprised you even know about that, living down here.\According to your ranking system, response:	my temple mages would be more powerful than intermediate knights!
context: My mollusk magic can parry any kind of attack.\I see...\Isn't this exciting?\Oh, by the way, what are your knights' ranks?\They're all junior magic knights.\I'm surprised you even know about that, living down here.\According to your ranking system,\my temple mages would be more powerful than intermediate knights! response:	Those juniors don't stand a chance!
context: I see...\Isn't this exciting?\Oh, by the way, what are your knights' ranks?\They're all junior magic knights.\I'm surprised you even know about that, living down here.\According to your ranking system,\my temple mages would be more powerful than intermediate knights!\Those juniors don't stand a chance! response:	What? Really?
context: Isn't this exciting?\Oh, by the way, what are your knights' ranks?\They're all junior magic knights.\I'm surprised you even know about that, living down here.\According to your ranking system,\my temple mages would be more powerful than intermediate knights!\Those juniors don't stand a chance!\What? Really? response:	Well, that's not good...
context: Oh, by the way, what are your knights' ranks?\They're all junior magic knights.\I'm surprised you even know about that, living down here.\According to your ranking system,\my temple mages would be more powerful than intermediate knights!\Those juniors don't stand a chance!\What? Really?\Well, that's not good... response:	Unless those idiots are actually stronger than usual for their titles.
context: They're all junior magic knights.\I'm surprised you even know about that, living down here.\According to your ranking system,\my temple mages would be more powerful than intermediate knights!\Those juniors don't stand a chance!\What? Really?\Well, that's not good...\Unless those idiots are actually stronger than usual for their titles. response:	Wh-Wh-Wh-What?!
context: I'm surprised you even know about that, living down here.\According to your ranking system,\my temple mages would be more powerful than intermediate knights!\Those juniors don't stand a chance!\What? Really?\Well, that's not good...\Unless those idiots are actually stronger than usual for their titles.\Wh-Wh-Wh-What?! response:	Don't think I'm gonna get discouraged just because I'm surrounded by water.
context: According to your ranking system,\my temple mages would be more powerful than intermediate knights!\Those juniors don't stand a chance!\What? Really?\Well, that's not good...\Unless those idiots are actually stronger than usual for their titles.\Wh-Wh-Wh-What?!\Don't think I'm gonna get discouraged just because I'm surrounded by water. response:	I'm gonna serve all of you up like grilled fish!
context: my temple mages would be more powerful than intermediate knights!\Those juniors don't stand a chance!\What? Really?\Well, that's not good...\Unless those idiots are actually stronger than usual for their titles.\Wh-Wh-Wh-What?!\Don't think I'm gonna get discouraged just because I'm surrounded by water.\I'm gonna serve all of you up like grilled fish! response:	He must've been one of the weaker ones.
context: Those juniors don't stand a chance!\What? Really?\Well, that's not good...\Unless those idiots are actually stronger than usual for their titles.\Wh-Wh-Wh-What?!\Don't think I'm gonna get discouraged just because I'm surrounded by water.\I'm gonna serve all of you up like grilled fish!\He must've been one of the weaker ones. response:	So... I wonder where all the strong ones are?
context: What? Really?\Well, that's not good...\Unless those idiots are actually stronger than usual for their titles.\Wh-Wh-Wh-What?!\Don't think I'm gonna get discouraged just because I'm surrounded by water.\I'm gonna serve all of you up like grilled fish!\He must've been one of the weaker ones.\So... I wonder where all the strong ones are? response:	Good grief.
context: Well, that's not good...\Unless those idiots are actually stronger than usual for their titles.\Wh-Wh-Wh-What?!\Don't think I'm gonna get discouraged just because I'm surrounded by water.\I'm gonna serve all of you up like grilled fish!\He must've been one of the weaker ones.\So... I wonder where all the strong ones are?\Good grief. response:	I need to finish this nonsense quick so I can go back to doting on Marie.
context: Unless those idiots are actually stronger than usual for their titles.\Wh-Wh-Wh-What?!\Don't think I'm gonna get discouraged just because I'm surrounded by water.\I'm gonna serve all of you up like grilled fish!\He must've been one of the weaker ones.\So... I wonder where all the strong ones are?\Good grief.\I need to finish this nonsense quick so I can go back to doting on Marie. response:	This... isn't right...
context: Wh-Wh-Wh-What?!\Don't think I'm gonna get discouraged just because I'm surrounded by water.\I'm gonna serve all of you up like grilled fish!\He must've been one of the weaker ones.\So... I wonder where all the strong ones are?\Good grief.\I need to finish this nonsense quick so I can go back to doting on Marie.\This... isn't right... response:	My mollusk magic should be able to deflect any kind of physical attack.
context: Don't think I'm gonna get discouraged just because I'm surrounded by water.\I'm gonna serve all of you up like grilled fish!\He must've been one of the weaker ones.\So... I wonder where all the strong ones are?\Good grief.\I need to finish this nonsense quick so I can go back to doting on Marie.\This... isn't right...\My mollusk magic should be able to deflect any kind of physical attack. response:	My sword is anti-magic! That junk won't work!
context: I'm gonna serve all of you up like grilled fish!\He must've been one of the weaker ones.\So... I wonder where all the strong ones are?\Good grief.\I need to finish this nonsense quick so I can go back to doting on Marie.\This... isn't right...\My mollusk magic should be able to deflect any kind of physical attack.\My sword is anti-magic! That junk won't work! response:	What?
context: He must've been one of the weaker ones.\So... I wonder where all the strong ones are?\Good grief.\I need to finish this nonsense quick so I can go back to doting on Marie.\This... isn't right...\My mollusk magic should be able to deflect any kind of physical attack.\My sword is anti-magic! That junk won't work!\What? response:	Next, next!
context: So... I wonder where all the strong ones are?\Good grief.\I need to finish this nonsense quick so I can go back to doting on Marie.\This... isn't right...\My mollusk magic should be able to deflect any kind of physical attack.\My sword is anti-magic! That junk won't work!\What?\Next, next! response:	Good job, you idiots! Beat the crap out of them!
context: Good grief.\I need to finish this nonsense quick so I can go back to doting on Marie.\This... isn't right...\My mollusk magic should be able to deflect any kind of physical attack.\My sword is anti-magic! That junk won't work!\What?\Next, next!\Good job, you idiots! Beat the crap out of them! response:	Those fools let down their guard!
context: I need to finish this nonsense quick so I can go back to doting on Marie.\This... isn't right...\My mollusk magic should be able to deflect any kind of physical attack.\My sword is anti-magic! That junk won't work!\What?\Next, next!\Good job, you idiots! Beat the crap out of them!\Those fools let down their guard! response:	Hey, gramps, I forgot! We should bet on which team is gonna win!
context: This... isn't right...\My mollusk magic should be able to deflect any kind of physical attack.\My sword is anti-magic! That junk won't work!\What?\Next, next!\Good job, you idiots! Beat the crap out of them!\Those fools let down their guard!\Hey, gramps, I forgot! We should bet on which team is gonna win! response:	I bet 10,000 yuls on the Bulls!
context: My mollusk magic should be able to deflect any kind of physical attack.\My sword is anti-magic! That junk won't work!\What?\Next, next!\Good job, you idiots! Beat the crap out of them!\Those fools let down their guard!\Hey, gramps, I forgot! We should bet on which team is gonna win!\I bet 10,000 yuls on the Bulls! response:	Grr... The battle's just begun!
context: My sword is anti-magic! That junk won't work!\What?\Next, next!\Good job, you idiots! Beat the crap out of them!\Those fools let down their guard!\Hey, gramps, I forgot! We should bet on which team is gonna win!\I bet 10,000 yuls on the Bulls!\Grr... The battle's just begun! response:	They won't be able to defeat the remaining priests so easily!
context: What?\Next, next!\Good job, you idiots! Beat the crap out of them!\Those fools let down their guard!\Hey, gramps, I forgot! We should bet on which team is gonna win!\I bet 10,000 yuls on the Bulls!\Grr... The battle's just begun!\They won't be able to defeat the remaining priests so easily! response:	Especially the Three Great Priests, who are on par with senior knights.
context: Next, next!\Good job, you idiots! Beat the crap out of them!\Those fools let down their guard!\Hey, gramps, I forgot! We should bet on which team is gonna win!\I bet 10,000 yuls on the Bulls!\Grr... The battle's just begun!\They won't be able to defeat the remaining priests so easily!\Especially the Three Great Priests, who are on par with senior knights. response:	Badump, badump...
context: Good job, you idiots! Beat the crap out of them!\Those fools let down their guard!\Hey, gramps, I forgot! We should bet on which team is gonna win!\I bet 10,000 yuls on the Bulls!\Grr... The battle's just begun!\They won't be able to defeat the remaining priests so easily!\Especially the Three Great Priests, who are on par with senior knights.\Badump, badump... response:	Sneak, sneak, sneak, sneak...
context: Those fools let down their guard!\Hey, gramps, I forgot! We should bet on which team is gonna win!\I bet 10,000 yuls on the Bulls!\Grr... The battle's just begun!\They won't be able to defeat the remaining priests so easily!\Especially the Three Great Priests, who are on par with senior knights.\Badump, badump...\Sneak, sneak, sneak, sneak... response:	Whew... Man, that was close.
context: Hey, gramps, I forgot! We should bet on which team is gonna win!\I bet 10,000 yuls on the Bulls!\Grr... The battle's just begun!\They won't be able to defeat the remaining priests so easily!\Especially the Three Great Priests, who are on par with senior knights.\Badump, badump...\Sneak, sneak, sneak, sneak...\Whew... Man, that was close. response:	There's no way I could fight a guy who looks that strong.
context: I bet 10,000 yuls on the Bulls!\Grr... The battle's just begun!\They won't be able to defeat the remaining priests so easily!\Especially the Three Great Priests, who are on par with senior knights.\Badump, badump...\Sneak, sneak, sneak, sneak...\Whew... Man, that was close.\There's no way I could fight a guy who looks that strong. response:	I've been trying to get to the places I marked outside, but I can't for some reason.
context: Grr... The battle's just begun!\They won't be able to defeat the remaining priests so easily!\Especially the Three Great Priests, who are on par with senior knights.\Badump, badump...\Sneak, sneak, sneak, sneak...\Whew... Man, that was close.\There's no way I could fight a guy who looks that strong.\I've been trying to get to the places I marked outside, but I can't for some reason. response:	That means I can only use my spatial magic to get to places I can see.
context: They won't be able to defeat the remaining priests so easily!\Especially the Three Great Priests, who are on par with senior knights.\Badump, badump...\Sneak, sneak, sneak, sneak...\Whew... Man, that was close.\There's no way I could fight a guy who looks that strong.\I've been trying to get to the places I marked outside, but I can't for some reason.\That means I can only use my spatial magic to get to places I can see. response:	Oh, I forgot to mention this,
context: Especially the Three Great Priests, who are on par with senior knights.\Badump, badump...\Sneak, sneak, sneak, sneak...\Whew... Man, that was close.\There's no way I could fight a guy who looks that strong.\I've been trying to get to the places I marked outside, but I can't for some reason.\That means I can only use my spatial magic to get to places I can see.\Oh, I forgot to mention this, response:	but you won't be able to leave my playground until the game's over.
context: Badump, badump...\Sneak, sneak, sneak, sneak...\Whew... Man, that was close.\There's no way I could fight a guy who looks that strong.\I've been trying to get to the places I marked outside, but I can't for some reason.\That means I can only use my spatial magic to get to places I can see.\Oh, I forgot to mention this,\but you won't be able to leave my playground until the game's over. response:	Whoa! Are you watching me, gramps?!
context: Sneak, sneak, sneak, sneak...\Whew... Man, that was close.\There's no way I could fight a guy who looks that strong.\I've been trying to get to the places I marked outside, but I can't for some reason.\That means I can only use my spatial magic to get to places I can see.\Oh, I forgot to mention this,\but you won't be able to leave my playground until the game's over.\Whoa! Are you watching me, gramps?! response:	Hey, Finral, why the hell are you hiding? Hurry up and fight, or I'll kill you!
context: Whew... Man, that was close.\There's no way I could fight a guy who looks that strong.\I've been trying to get to the places I marked outside, but I can't for some reason.\That means I can only use my spatial magic to get to places I can see.\Oh, I forgot to mention this,\but you won't be able to leave my playground until the game's over.\Whoa! Are you watching me, gramps?!\Hey, Finral, why the hell are you hiding? Hurry up and fight, or I'll kill you! response:	Huh? Yami?!
context: There's no way I could fight a guy who looks that strong.\I've been trying to get to the places I marked outside, but I can't for some reason.\That means I can only use my spatial magic to get to places I can see.\Oh, I forgot to mention this,\but you won't be able to leave my playground until the game's over.\Whoa! Are you watching me, gramps?!\Hey, Finral, why the hell are you hiding? Hurry up and fight, or I'll kill you!\Huh? Yami?! response:	Wait, are you with the old guy?
context: I've been trying to get to the places I marked outside, but I can't for some reason.\That means I can only use my spatial magic to get to places I can see.\Oh, I forgot to mention this,\but you won't be able to leave my playground until the game's over.\Whoa! Are you watching me, gramps?!\Hey, Finral, why the hell are you hiding? Hurry up and fight, or I'll kill you!\Huh? Yami?!\Wait, are you with the old guy? response:	We're enjoying some food and drinks while we watch you guys fight.
context: That means I can only use my spatial magic to get to places I can see.\Oh, I forgot to mention this,\but you won't be able to leave my playground until the game's over.\Whoa! Are you watching me, gramps?!\Hey, Finral, why the hell are you hiding? Hurry up and fight, or I'll kill you!\Huh? Yami?!\Wait, are you with the old guy?\We're enjoying some food and drinks while we watch you guys fight. response:	What?! Come on, make him stop this violent game!
context: Oh, I forgot to mention this,\but you won't be able to leave my playground until the game's over.\Whoa! Are you watching me, gramps?!\Hey, Finral, why the hell are you hiding? Hurry up and fight, or I'll kill you!\Huh? Yami?!\Wait, are you with the old guy?\We're enjoying some food and drinks while we watch you guys fight.\What?! Come on, make him stop this violent game! response:	What? It's fun to watch because it's so violent.
context: but you won't be able to leave my playground until the game's over.\Whoa! Are you watching me, gramps?!\Hey, Finral, why the hell are you hiding? Hurry up and fight, or I'll kill you!\Huh? Yami?!\Wait, are you with the old guy?\We're enjoying some food and drinks while we watch you guys fight.\What?! Come on, make him stop this violent game!\What? It's fun to watch because it's so violent. response:	That's right!
context: Whoa! Are you watching me, gramps?!\Hey, Finral, why the hell are you hiding? Hurry up and fight, or I'll kill you!\Huh? Yami?!\Wait, are you with the old guy?\We're enjoying some food and drinks while we watch you guys fight.\What?! Come on, make him stop this violent game!\What? It's fun to watch because it's so violent.\That's right! response:	When did you two hit it off so well?!
context: Hey, Finral, why the hell are you hiding? Hurry up and fight, or I'll kill you!\Huh? Yami?!\Wait, are you with the old guy?\We're enjoying some food and drinks while we watch you guys fight.\What?! Come on, make him stop this violent game!\What? It's fun to watch because it's so violent.\That's right!\When did you two hit it off so well?! response:	It's definitely no fun if you're not gonna fight.
context: Huh? Yami?!\Wait, are you with the old guy?\We're enjoying some food and drinks while we watch you guys fight.\What?! Come on, make him stop this violent game!\What? It's fun to watch because it's so violent.\That's right!\When did you two hit it off so well?!\It's definitely no fun if you're not gonna fight. response:	Don't let that coward get away.
context: Wait, are you with the old guy?\We're enjoying some food and drinks while we watch you guys fight.\What?! Come on, make him stop this violent game!\What? It's fun to watch because it's so violent.\That's right!\When did you two hit it off so well?!\It's definitely no fun if you're not gonna fight.\Don't let that coward get away. response:	There we go! Nuisance spell activated.
context: We're enjoying some food and drinks while we watch you guys fight.\What?! Come on, make him stop this violent game!\What? It's fun to watch because it's so violent.\That's right!\When did you two hit it off so well?!\It's definitely no fun if you're not gonna fight.\Don't let that coward get away.\There we go! Nuisance spell activated. response:	Game Magic: Monster Toy.
context: What?! Come on, make him stop this violent game!\What? It's fun to watch because it's so violent.\That's right!\When did you two hit it off so well?!\It's definitely no fun if you're not gonna fight.\Don't let that coward get away.\There we go! Nuisance spell activated.\Game Magic: Monster Toy. response:	Scary!
