context: Look! Look! That's so cute! response:	Oh! That one is cute too!
context: =I love you so much=\=that the brakes won't work anymore.=\=Someone please,=\=read between my words.=\=Because I am no match for you.=\=Even just for now,=\=even just for one moment,=\=I wanna keep your heart= response:	=all to myself.=
context: =that the brakes won't work anymore.=\=Someone please,=\=read between my words.=\=Because I am no match for you.=\=Even just for now,=\=even just for one moment,=\=I wanna keep your heart=\=all to myself.= response:	=I've always, always, always watched you=
context: =Someone please,=\=read between my words.=\=Because I am no match for you.=\=Even just for now,=\=even just for one moment,=\=I wanna keep your heart=\=all to myself.=\=I've always, always, always watched you= response:	=and even pushed myself= =wanting to catch up with you.=
context: =read between my words.=\=Because I am no match for you.=\=Even just for now,=\=even just for one moment,=\=I wanna keep your heart=\=all to myself.=\=I've always, always, always watched you=\=and even pushed myself= =wanting to catch up with you.= response:	=I love when you play jokes on me,=
context: =Because I am no match for you.=\=Even just for now,=\=even just for one moment,=\=I wanna keep your heart=\=all to myself.=\=I've always, always, always watched you=\=and even pushed myself= =wanting to catch up with you.=\=I love when you play jokes on me,= response:	=but I'm not a child anymore.=
context: =Even just for now,=\=even just for one moment,=\=I wanna keep your heart=\=all to myself.=\=I've always, always, always watched you=\=and even pushed myself= =wanting to catch up with you.=\=I love when you play jokes on me,=\=but I'm not a child anymore.= response:	=Even though I'm most easily scared,=
context: =even just for one moment,=\=I wanna keep your heart=\=all to myself.=\=I've always, always, always watched you=\=and even pushed myself= =wanting to catch up with you.=\=I love when you play jokes on me,=\=but I'm not a child anymore.=\=Even though I'm most easily scared,= response:	=I have the strongest feeling for you.=
context: =I wanna keep your heart=\=all to myself.=\=I've always, always, always watched you=\=and even pushed myself= =wanting to catch up with you.=\=I love when you play jokes on me,=\=but I'm not a child anymore.=\=Even though I'm most easily scared,=\=I have the strongest feeling for you.= response:	=If you noticed,=
context: =all to myself.=\=I've always, always, always watched you=\=and even pushed myself= =wanting to catch up with you.=\=I love when you play jokes on me,=\=but I'm not a child anymore.=\=Even though I'm most easily scared,=\=I have the strongest feeling for you.=\=If you noticed,= response:	=there'd always be a familiar= =scenery outside the window.=
context: =I've always, always, always watched you=\=and even pushed myself= =wanting to catch up with you.=\=I love when you play jokes on me,=\=but I'm not a child anymore.=\=Even though I'm most easily scared,=\=I have the strongest feeling for you.=\=If you noticed,=\=there'd always be a familiar= =scenery outside the window.= response:	=Your favorite slope=
context: =and even pushed myself= =wanting to catch up with you.=\=I love when you play jokes on me,=\=but I'm not a child anymore.=\=Even though I'm most easily scared,=\=I have the strongest feeling for you.=\=If you noticed,=\=there'd always be a familiar= =scenery outside the window.=\=Your favorite slope= response:	=would pushed against your back.=
context: =I love when you play jokes on me,=\=but I'm not a child anymore.=\=Even though I'm most easily scared,=\=I have the strongest feeling for you.=\=If you noticed,=\=there'd always be a familiar= =scenery outside the window.=\=Your favorite slope=\=would pushed against your back.= response:	=The other side of me=
context: =but I'm not a child anymore.=\=Even though I'm most easily scared,=\=I have the strongest feeling for you.=\=If you noticed,=\=there'd always be a familiar= =scenery outside the window.=\=Your favorite slope=\=would pushed against your back.=\=The other side of me= response:	=can no longer turn away from you.=
context: =Even though I'm most easily scared,=\=I have the strongest feeling for you.=\=If you noticed,=\=there'd always be a familiar= =scenery outside the window.=\=Your favorite slope=\=would pushed against your back.=\=The other side of me=\=can no longer turn away from you.= response:	Where should we go next?
context: =I have the strongest feeling for you.=\=If you noticed,=\=there'd always be a familiar= =scenery outside the window.=\=Your favorite slope=\=would pushed against your back.=\=The other side of me=\=can no longer turn away from you.=\Where should we go next? response:	Movie! Movie!
context: =If you noticed,=\=there'd always be a familiar= =scenery outside the window.=\=Your favorite slope=\=would pushed against your back.=\=The other side of me=\=can no longer turn away from you.=\Where should we go next?\Movie! Movie! response:	There's a movie I want to see!
context: =there'd always be a familiar= =scenery outside the window.=\=Your favorite slope=\=would pushed against your back.=\=The other side of me=\=can no longer turn away from you.=\Where should we go next?\Movie! Movie!\There's a movie I want to see! response:	Kero-chan!
context: =Your favorite slope=\=would pushed against your back.=\=The other side of me=\=can no longer turn away from you.=\Where should we go next?\Movie! Movie!\There's a movie I want to see!\Kero-chan! response:	That game!
context: =would pushed against your back.=\=The other side of me=\=can no longer turn away from you.=\Where should we go next?\Movie! Movie!\There's a movie I want to see!\Kero-chan!\That game! response:	I've wanted to play that game at least once!
context: =The other side of me=\=can no longer turn away from you.=\Where should we go next?\Movie! Movie!\There's a movie I want to see!\Kero-chan!\That game!\I've wanted to play that game at least once! response:	But'
context: =can no longer turn away from you.=\Where should we go next?\Movie! Movie!\There's a movie I want to see!\Kero-chan!\That game!\I've wanted to play that game at least once!\But' response:	I wanna play! Wanna play! Wanna play!
context: Where should we go next?\Movie! Movie!\There's a movie I want to see!\Kero-chan!\That game!\I've wanted to play that game at least once!\But'\I wanna play! Wanna play! Wanna play! response:	You can't! What if someone sees you!
context: Movie! Movie!\There's a movie I want to see!\Kero-chan!\That game!\I've wanted to play that game at least once!\But'\I wanna play! Wanna play! Wanna play!\You can't! What if someone sees you! response:	In that case, why don't you play and lemme watch?
context: There's a movie I want to see!\Kero-chan!\That game!\I've wanted to play that game at least once!\But'\I wanna play! Wanna play! Wanna play!\You can't! What if someone sees you!\In that case, why don't you play and lemme watch? response:	What? Me?
context: Kero-chan!\That game!\I've wanted to play that game at least once!\But'\I wanna play! Wanna play! Wanna play!\You can't! What if someone sees you!\In that case, why don't you play and lemme watch?\What? Me? response:	Good luck, Sakura!
context: That game!\I've wanted to play that game at least once!\But'\I wanna play! Wanna play! Wanna play!\You can't! What if someone sees you!\In that case, why don't you play and lemme watch?\What? Me?\Good luck, Sakura! response:	Show me what you have!
context: I've wanted to play that game at least once!\But'\I wanna play! Wanna play! Wanna play!\You can't! What if someone sees you!\In that case, why don't you play and lemme watch?\What? Me?\Good luck, Sakura!\Show me what you have! response:	You've been filming all this time.
context: But'\I wanna play! Wanna play! Wanna play!\You can't! What if someone sees you!\In that case, why don't you play and lemme watch?\What? Me?\Good luck, Sakura!\Show me what you have!\You've been filming all this time. response:	Yes, I must not let any of Sakura's actions
context: I wanna play! Wanna play! Wanna play!\You can't! What if someone sees you!\In that case, why don't you play and lemme watch?\What? Me?\Good luck, Sakura!\Show me what you have!\You've been filming all this time.\Yes, I must not let any of Sakura's actions response:	slip through my camera!
context: You can't! What if someone sees you!\In that case, why don't you play and lemme watch?\What? Me?\Good luck, Sakura!\Show me what you have!\You've been filming all this time.\Yes, I must not let any of Sakura's actions\slip through my camera! response:	Come on!
context: In that case, why don't you play and lemme watch?\What? Me?\Good luck, Sakura!\Show me what you have!\You've been filming all this time.\Yes, I must not let any of Sakura's actions\slip through my camera!\Come on! response:	But!
context: What? Me?\Good luck, Sakura!\Show me what you have!\You've been filming all this time.\Yes, I must not let any of Sakura's actions\slip through my camera!\Come on!\But! response:	What are you gonna do?!
context: Good luck, Sakura!\Show me what you have!\You've been filming all this time.\Yes, I must not let any of Sakura's actions\slip through my camera!\Come on!\But!\What are you gonna do?! response:	Mei Lin-chan!
context: Show me what you have!\You've been filming all this time.\Yes, I must not let any of Sakura's actions\slip through my camera!\Come on!\But!\What are you gonna do?!\Mei Lin-chan! response:	Don't take your eyes off them!
context: You've been filming all this time.\Yes, I must not let any of Sakura's actions\slip through my camera!\Come on!\But!\What are you gonna do?!\Mei Lin-chan!\Don't take your eyes off them! response:	I'll take care of this side!
context: Yes, I must not let any of Sakura's actions\slip through my camera!\Come on!\But!\What are you gonna do?!\Mei Lin-chan!\Don't take your eyes off them!\I'll take care of this side! response:	You do the other side!
context: slip through my camera!\Come on!\But!\What are you gonna do?!\Mei Lin-chan!\Don't take your eyes off them!\I'll take care of this side!\You do the other side! response:	Go! Sakura!
context: Come on!\But!\What are you gonna do?!\Mei Lin-chan!\Don't take your eyes off them!\I'll take care of this side!\You do the other side!\Go! Sakura! response:	Sakura-chan and Mei Lin-chan are working together so well.
context: But!\What are you gonna do?!\Mei Lin-chan!\Don't take your eyes off them!\I'll take care of this side!\You do the other side!\Go! Sakura!\Sakura-chan and Mei Lin-chan are working together so well. response:	Tomoyo-chan!
context: What are you gonna do?!\Mei Lin-chan!\Don't take your eyes off them!\I'll take care of this side!\You do the other side!\Go! Sakura!\Sakura-chan and Mei Lin-chan are working together so well.\Tomoyo-chan! response:	Tomoyo-chan!
context: Mei Lin-chan!\Don't take your eyes off them!\I'll take care of this side!\You do the other side!\Go! Sakura!\Sakura-chan and Mei Lin-chan are working together so well.\Tomoyo-chan!\Tomoyo-chan! response:	Tomoyo-chan!
context: Don't take your eyes off them!\I'll take care of this side!\You do the other side!\Go! Sakura!\Sakura-chan and Mei Lin-chan are working together so well.\Tomoyo-chan!\Tomoyo-chan!\Tomoyo-chan! response:	Tomoyo-chan!
context: I'll take care of this side!\You do the other side!\Go! Sakura!\Sakura-chan and Mei Lin-chan are working together so well.\Tomoyo-chan!\Tomoyo-chan!\Tomoyo-chan!\Tomoyo-chan! response:	This is so sweet!
context: You do the other side!\Go! Sakura!\Sakura-chan and Mei Lin-chan are working together so well.\Tomoyo-chan!\Tomoyo-chan!\Tomoyo-chan!\Tomoyo-chan!\This is so sweet! response:	We won! We won!
context: Go! Sakura!\Sakura-chan and Mei Lin-chan are working together so well.\Tomoyo-chan!\Tomoyo-chan!\Tomoyo-chan!\Tomoyo-chan!\This is so sweet!\We won! We won! response:	What are you doing?!
context: Sakura-chan and Mei Lin-chan are working together so well.\Tomoyo-chan!\Tomoyo-chan!\Tomoyo-chan!\Tomoyo-chan!\This is so sweet!\We won! We won!\What are you doing?! response:	You've waited for me.
context: Tomoyo-chan!\Tomoyo-chan!\Tomoyo-chan!\Tomoyo-chan!\This is so sweet!\We won! We won!\What are you doing?!\You've waited for me. response:	I've returned from the navigation.
context: Tomoyo-chan!\Tomoyo-chan!\Tomoyo-chan!\This is so sweet!\We won! We won!\What are you doing?!\You've waited for me.\I've returned from the navigation. response:	This is the last ring.
context: Tomoyo-chan!\Tomoyo-chan!\This is so sweet!\We won! We won!\What are you doing?!\You've waited for me.\I've returned from the navigation.\This is the last ring. response:	From now on, it is for our future.
context: Tomoyo-chan!\This is so sweet!\We won! We won!\What are you doing?!\You've waited for me.\I've returned from the navigation.\This is the last ring.\From now on, it is for our future. response:	It must be wonderful
context: This is so sweet!\We won! We won!\What are you doing?!\You've waited for me.\I've returned from the navigation.\This is the last ring.\From now on, it is for our future.\It must be wonderful response:	to be able to stay with the one you love forever.
context: We won! We won!\What are you doing?!\You've waited for me.\I've returned from the navigation.\This is the last ring.\From now on, it is for our future.\It must be wonderful\to be able to stay with the one you love forever. response:	Is that so? It's just gloomy to me.
context: What are you doing?!\You've waited for me.\I've returned from the navigation.\This is the last ring.\From now on, it is for our future.\It must be wonderful\to be able to stay with the one you love forever.\Is that so? It's just gloomy to me. response:	Geez, Kero-chan, you're not romantic at all.
context: You've waited for me.\I've returned from the navigation.\This is the last ring.\From now on, it is for our future.\It must be wonderful\to be able to stay with the one you love forever.\Is that so? It's just gloomy to me.\Geez, Kero-chan, you're not romantic at all. response:	Mei Lin-chan, don't you think so too?
context: I've returned from the navigation.\This is the last ring.\From now on, it is for our future.\It must be wonderful\to be able to stay with the one you love forever.\Is that so? It's just gloomy to me.\Geez, Kero-chan, you're not romantic at all.\Mei Lin-chan, don't you think so too? response:	O' Of course!
context: This is the last ring.\From now on, it is for our future.\It must be wonderful\to be able to stay with the one you love forever.\Is that so? It's just gloomy to me.\Geez, Kero-chan, you're not romantic at all.\Mei Lin-chan, don't you think so too?\O' Of course! response:	Shao Lan, you think so too, don't you?
context: From now on, it is for our future.\It must be wonderful\to be able to stay with the one you love forever.\Is that so? It's just gloomy to me.\Geez, Kero-chan, you're not romantic at all.\Mei Lin-chan, don't you think so too?\O' Of course!\Shao Lan, you think so too, don't you? response:	I'm going to buy something to drink!
context: It must be wonderful\to be able to stay with the one you love forever.\Is that so? It's just gloomy to me.\Geez, Kero-chan, you're not romantic at all.\Mei Lin-chan, don't you think so too?\O' Of course!\Shao Lan, you think so too, don't you?\I'm going to buy something to drink! response:	Hey, Shao Lan!
context: to be able to stay with the one you love forever.\Is that so? It's just gloomy to me.\Geez, Kero-chan, you're not romantic at all.\Mei Lin-chan, don't you think so too?\O' Of course!\Shao Lan, you think so too, don't you?\I'm going to buy something to drink!\Hey, Shao Lan! response:	Huh?
context: Is that so? It's just gloomy to me.\Geez, Kero-chan, you're not romantic at all.\Mei Lin-chan, don't you think so too?\O' Of course!\Shao Lan, you think so too, don't you?\I'm going to buy something to drink!\Hey, Shao Lan!\Huh? response:	These'
context: Geez, Kero-chan, you're not romantic at all.\Mei Lin-chan, don't you think so too?\O' Of course!\Shao Lan, you think so too, don't you?\I'm going to buy something to drink!\Hey, Shao Lan!\Huh?\These' response:	are the Clow Cards I have.
context: Mei Lin-chan, don't you think so too?\O' Of course!\Shao Lan, you think so too, don't you?\I'm going to buy something to drink!\Hey, Shao Lan!\Huh?\These'\are the Clow Cards I have. response:	Wh' What am I doing?!
context: O' Of course!\Shao Lan, you think so too, don't you?\I'm going to buy something to drink!\Hey, Shao Lan!\Huh?\These'\are the Clow Cards I have.\Wh' What am I doing?! response:	Li-kun!
context: Shao Lan, you think so too, don't you?\I'm going to buy something to drink!\Hey, Shao Lan!\Huh?\These'\are the Clow Cards I have.\Wh' What am I doing?!\Li-kun! response:	I am so touched!
context: I'm going to buy something to drink!\Hey, Shao Lan!\Huh?\These'\are the Clow Cards I have.\Wh' What am I doing?!\Li-kun!\I am so touched! response:	Hey, Li-kun, Mei Lin-chan, where should we go next?
context: Hey, Shao Lan!\Huh?\These'\are the Clow Cards I have.\Wh' What am I doing?!\Li-kun!\I am so touched!\Hey, Li-kun, Mei Lin-chan, where should we go next? response:	There's one place I've wanted to go
context: Huh?\These'\are the Clow Cards I have.\Wh' What am I doing?!\Li-kun!\I am so touched!\Hey, Li-kun, Mei Lin-chan, where should we go next?\There's one place I've wanted to go response:	since I first came to Japan.
context: These'\are the Clow Cards I have.\Wh' What am I doing?!\Li-kun!\I am so touched!\Hey, Li-kun, Mei Lin-chan, where should we go next?\There's one place I've wanted to go\since I first came to Japan. response:	Wow! This is awesome!
context: are the Clow Cards I have.\Wh' What am I doing?!\Li-kun!\I am so touched!\Hey, Li-kun, Mei Lin-chan, where should we go next?\There's one place I've wanted to go\since I first came to Japan.\Wow! This is awesome! response:	It's the first time I've done this!
context: Wh' What am I doing?!\Li-kun!\I am so touched!\Hey, Li-kun, Mei Lin-chan, where should we go next?\There's one place I've wanted to go\since I first came to Japan.\Wow! This is awesome!\It's the first time I've done this! response:	You've never taken the train before?
context: Li-kun!\I am so touched!\Hey, Li-kun, Mei Lin-chan, where should we go next?\There's one place I've wanted to go\since I first came to Japan.\Wow! This is awesome!\It's the first time I've done this!\You've never taken the train before? response:	I've never taken this train before.
context: I am so touched!\Hey, Li-kun, Mei Lin-chan, where should we go next?\There's one place I've wanted to go\since I first came to Japan.\Wow! This is awesome!\It's the first time I've done this!\You've never taken the train before?\I've never taken this train before. response:	Oh, I see.
context: Hey, Li-kun, Mei Lin-chan, where should we go next?\There's one place I've wanted to go\since I first came to Japan.\Wow! This is awesome!\It's the first time I've done this!\You've never taken the train before?\I've never taken this train before.\Oh, I see. response:	Is something bothering you?
context: There's one place I've wanted to go\since I first came to Japan.\Wow! This is awesome!\It's the first time I've done this!\You've never taken the train before?\I've never taken this train before.\Oh, I see.\Is something bothering you? response:	You've been staring'
context: since I first came to Japan.\Wow! This is awesome!\It's the first time I've done this!\You've never taken the train before?\I've never taken this train before.\Oh, I see.\Is something bothering you?\You've been staring' response:	Nothing's really bothering me'
context: Wow! This is awesome!\It's the first time I've done this!\You've never taken the train before?\I've never taken this train before.\Oh, I see.\Is something bothering you?\You've been staring'\Nothing's really bothering me' response:	But I've been having a dream'
context: It's the first time I've done this!\You've never taken the train before?\I've never taken this train before.\Oh, I see.\Is something bothering you?\You've been staring'\Nothing's really bothering me'\But I've been having a dream' response:	A dream?
context: You've never taken the train before?\I've never taken this train before.\Oh, I see.\Is something bothering you?\You've been staring'\Nothing's really bothering me'\But I've been having a dream'\A dream? response:	Kero and I were standing on top of this one building,
context: I've never taken this train before.\Oh, I see.\Is something bothering you?\You've been staring'\Nothing's really bothering me'\But I've been having a dream'\A dream?\Kero and I were standing on top of this one building, response:	and we could see the Tokyo Tower from there.
context: Oh, I see.\Is something bothering you?\You've been staring'\Nothing's really bothering me'\But I've been having a dream'\A dream?\Kero and I were standing on top of this one building,\and we could see the Tokyo Tower from there. response:	Do you dream about that every day?
context: Is something bothering you?\You've been staring'\Nothing's really bothering me'\But I've been having a dream'\A dream?\Kero and I were standing on top of this one building,\and we could see the Tokyo Tower from there.\Do you dream about that every day? response:	No, only sometimes.
context: You've been staring'\Nothing's really bothering me'\But I've been having a dream'\A dream?\Kero and I were standing on top of this one building,\and we could see the Tokyo Tower from there.\Do you dream about that every day?\No, only sometimes. response:	But maybe more often these days'
context: Nothing's really bothering me'\But I've been having a dream'\A dream?\Kero and I were standing on top of this one building,\and we could see the Tokyo Tower from there.\Do you dream about that every day?\No, only sometimes.\But maybe more often these days' response:	Oh, I dreamed about it
context: But I've been having a dream'\A dream?\Kero and I were standing on top of this one building,\and we could see the Tokyo Tower from there.\Do you dream about that every day?\No, only sometimes.\But maybe more often these days'\Oh, I dreamed about it response:	the day you came here.
context: A dream?\Kero and I were standing on top of this one building,\and we could see the Tokyo Tower from there.\Do you dream about that every day?\No, only sometimes.\But maybe more often these days'\Oh, I dreamed about it\the day you came here. response:	A dream in which you appeared.
context: Kero and I were standing on top of this one building,\and we could see the Tokyo Tower from there.\Do you dream about that every day?\No, only sometimes.\But maybe more often these days'\Oh, I dreamed about it\the day you came here.\A dream in which you appeared. response:	And then also' the day I met Miss Mizuki.
context: and we could see the Tokyo Tower from there.\Do you dream about that every day?\No, only sometimes.\But maybe more often these days'\Oh, I dreamed about it\the day you came here.\A dream in which you appeared.\And then also' the day I met Miss Mizuki. response:	A dream
context: Do you dream about that every day?\No, only sometimes.\But maybe more often these days'\Oh, I dreamed about it\the day you came here.\A dream in which you appeared.\And then also' the day I met Miss Mizuki.\A dream response:	which has that teacher in it?
context: No, only sometimes.\But maybe more often these days'\Oh, I dreamed about it\the day you came here.\A dream in which you appeared.\And then also' the day I met Miss Mizuki.\A dream\which has that teacher in it? response:	We arrived! We arrived! What's wrong?
context: But maybe more often these days'\Oh, I dreamed about it\the day you came here.\A dream in which you appeared.\And then also' the day I met Miss Mizuki.\A dream\which has that teacher in it?\We arrived! We arrived! What's wrong? response:	No, it's nothing.
context: Oh, I dreamed about it\the day you came here.\A dream in which you appeared.\And then also' the day I met Miss Mizuki.\A dream\which has that teacher in it?\We arrived! We arrived! What's wrong?\No, it's nothing. response:	I'm sorry. Let's go.
context: the day you came here.\A dream in which you appeared.\And then also' the day I met Miss Mizuki.\A dream\which has that teacher in it?\We arrived! We arrived! What's wrong?\No, it's nothing.\I'm sorry. Let's go. response:	It's huge!
context: A dream in which you appeared.\And then also' the day I met Miss Mizuki.\A dream\which has that teacher in it?\We arrived! We arrived! What's wrong?\No, it's nothing.\I'm sorry. Let's go.\It's huge! response:	Because it's 333 meters after all!
context: And then also' the day I met Miss Mizuki.\A dream\which has that teacher in it?\We arrived! We arrived! What's wrong?\No, it's nothing.\I'm sorry. Let's go.\It's huge!\Because it's 333 meters after all! response:	It is really huge!
context: A dream\which has that teacher in it?\We arrived! We arrived! What's wrong?\No, it's nothing.\I'm sorry. Let's go.\It's huge!\Because it's 333 meters after all!\It is really huge! response:	Have you been here before?
