context: Zankoku na tenshi no youni Like an angel without a sense of mercy... response:	Shonen yo shinwa ni nare...rise young boy to the heavens as a legend.
context: Mune no door wo tataitemo Tear open the door to your heart...\Watashidake wo tada mitsumete But unknowing you seem, just staring at me...\Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of... response:	Sono senaka niwa...everything that you've got behind you.
context: Watashidake wo tada mitsumete But unknowing you seem, just staring at me...\Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you. response:	Haruka mirai mezasu tameno Your wings are for seeking out...
context: Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out... response:	Hanega arukoto...a new future that only you can search for.
context: Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for. response:	Zankoku na tenshi no thesis The cruel angel's thesis bleeds...
context: Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds... response:	Madobe kara yagate tobitatsu...through a portal like your pulsing blood.
context: Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood. response:	Hotobashiru atsui pathos de If you should betray the chapel of your memories...
context: Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories... response:	Omoide wo uragiru nara...the cruel angel will enter the window of your soul.
context: Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul. response:	Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...
context: Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend... response:	Shonen yo shinwa ni nare. Embrace the universe like a blazing star!
context: Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star! response:	Are you refusing to allow us to question the pilot of Unit 01,
context: Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Are you refusing to allow us to question the pilot of Unit 01, response:	the only one directly involved in the incident, Major Katsuragi?
context: Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Are you refusing to allow us to question the pilot of Unit 01,\the only one directly involved in the incident, Major Katsuragi? response:	Yes, Sir. Because he is emotionally very unstable,
context: Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Are you refusing to allow us to question the pilot of Unit 01,\the only one directly involved in the incident, Major Katsuragi?\Yes, Sir. Because he is emotionally very unstable, response:	I believe that it would be unwise to have him here.
context: Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Are you refusing to allow us to question the pilot of Unit 01,\the only one directly involved in the incident, Major Katsuragi?\Yes, Sir. Because he is emotionally very unstable,\I believe that it would be unwise to have him here. response:	Then, as his proxy, let us ask you, Major Katsuragi.
context: Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Are you refusing to allow us to question the pilot of Unit 01,\the only one directly involved in the incident, Major Katsuragi?\Yes, Sir. Because he is emotionally very unstable,\I believe that it would be unwise to have him here.\Then, as his proxy, let us ask you, Major Katsuragi. response:	In this incident,
context: Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Are you refusing to allow us to question the pilot of Unit 01,\the only one directly involved in the incident, Major Katsuragi?\Yes, Sir. Because he is emotionally very unstable,\I believe that it would be unwise to have him here.\Then, as his proxy, let us ask you, Major Katsuragi.\In this incident, response:	didn't the Angel attempt to communicate with a human being?
context: Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Are you refusing to allow us to question the pilot of Unit 01,\the only one directly involved in the incident, Major Katsuragi?\Yes, Sir. Because he is emotionally very unstable,\I believe that it would be unwise to have him here.\Then, as his proxy, let us ask you, Major Katsuragi.\In this incident,\didn't the Angel attempt to communicate with a human being? response:	I find no suggestion of that in the subject's report.
context: Are you refusing to allow us to question the pilot of Unit 01,\the only one directly involved in the incident, Major Katsuragi?\Yes, Sir. Because he is emotionally very unstable,\I believe that it would be unwise to have him here.\Then, as his proxy, let us ask you, Major Katsuragi.\In this incident,\didn't the Angel attempt to communicate with a human being?\I find no suggestion of that in the subject's report. response:	I believe this was an irregularity, a coincidence.
context: the only one directly involved in the incident, Major Katsuragi?\Yes, Sir. Because he is emotionally very unstable,\I believe that it would be unwise to have him here.\Then, as his proxy, let us ask you, Major Katsuragi.\In this incident,\didn't the Angel attempt to communicate with a human being?\I find no suggestion of that in the subject's report.\I believe this was an irregularity, a coincidence. response:	If, and only if, his memory is correct.
context: Yes, Sir. Because he is emotionally very unstable,\I believe that it would be unwise to have him here.\Then, as his proxy, let us ask you, Major Katsuragi.\In this incident,\didn't the Angel attempt to communicate with a human being?\I find no suggestion of that in the subject's report.\I believe this was an irregularity, a coincidence.\If, and only if, his memory is correct. response:	There is no evidence that his memory has been tampered with.
context: I believe that it would be unwise to have him here.\Then, as his proxy, let us ask you, Major Katsuragi.\In this incident,\didn't the Angel attempt to communicate with a human being?\I find no suggestion of that in the subject's report.\I believe this was an irregularity, a coincidence.\If, and only if, his memory is correct.\There is no evidence that his memory has been tampered with. response:	However, the Eva's AC recorder was not functioning.
context: Then, as his proxy, let us ask you, Major Katsuragi.\In this incident,\didn't the Angel attempt to communicate with a human being?\I find no suggestion of that in the subject's report.\I believe this was an irregularity, a coincidence.\If, and only if, his memory is correct.\There is no evidence that his memory has been tampered with.\However, the Eva's AC recorder was not functioning. response:	There's no way to confirm it.
context: In this incident,\didn't the Angel attempt to communicate with a human being?\I find no suggestion of that in the subject's report.\I believe this was an irregularity, a coincidence.\If, and only if, his memory is correct.\There is no evidence that his memory has been tampered with.\However, the Eva's AC recorder was not functioning.\There's no way to confirm it. response:	Was the Angel interested in the human spirit? In the human mind?
context: didn't the Angel attempt to communicate with a human being?\I find no suggestion of that in the subject's report.\I believe this was an irregularity, a coincidence.\If, and only if, his memory is correct.\There is no evidence that his memory has been tampered with.\However, the Eva's AC recorder was not functioning.\There's no way to confirm it.\Was the Angel interested in the human spirit? In the human mind? response:	I am unable to answer that question.
context: I find no suggestion of that in the subject's report.\I believe this was an irregularity, a coincidence.\If, and only if, his memory is correct.\There is no evidence that his memory has been tampered with.\However, the Eva's AC recorder was not functioning.\There's no way to confirm it.\Was the Angel interested in the human spirit? In the human mind?\I am unable to answer that question. response:	Whether the Angels even have a concept of what Mind is,
context: I believe this was an irregularity, a coincidence.\If, and only if, his memory is correct.\There is no evidence that his memory has been tampered with.\However, the Eva's AC recorder was not functioning.\There's no way to confirm it.\Was the Angel interested in the human spirit? In the human mind?\I am unable to answer that question.\Whether the Angels even have a concept of what Mind is, response:	or whether they can understand human thoughts or not
context: If, and only if, his memory is correct.\There is no evidence that his memory has been tampered with.\However, the Eva's AC recorder was not functioning.\There's no way to confirm it.\Was the Angel interested in the human spirit? In the human mind?\I am unable to answer that question.\Whether the Angels even have a concept of what Mind is,\or whether they can understand human thoughts or not response:	is completely unknown.
context: There is no evidence that his memory has been tampered with.\However, the Eva's AC recorder was not functioning.\There's no way to confirm it.\Was the Angel interested in the human spirit? In the human mind?\I am unable to answer that question.\Whether the Angels even have a concept of what Mind is,\or whether they can understand human thoughts or not\is completely unknown. response:	A new factor has been added with this incident,
context: However, the Eva's AC recorder was not functioning.\There's no way to confirm it.\Was the Angel interested in the human spirit? In the human mind?\I am unable to answer that question.\Whether the Angels even have a concept of what Mind is,\or whether they can understand human thoughts or not\is completely unknown.\A new factor has been added with this incident, response:	in that the Angel tried to take Eva into itself.
context: There's no way to confirm it.\Was the Angel interested in the human spirit? In the human mind?\I am unable to answer that question.\Whether the Angels even have a concept of what Mind is,\or whether they can understand human thoughts or not\is completely unknown.\A new factor has been added with this incident,\in that the Angel tried to take Eva into itself. response:	Is there any possibility that this aspect may be linked
context: Was the Angel interested in the human spirit? In the human mind?\I am unable to answer that question.\Whether the Angels even have a concept of what Mind is,\or whether they can understand human thoughts or not\is completely unknown.\A new factor has been added with this incident,\in that the Angel tried to take Eva into itself.\Is there any possibility that this aspect may be linked response:	to the predicted Thirteenth Angel and all Angels thereafter?
context: I am unable to answer that question.\Whether the Angels even have a concept of what Mind is,\or whether they can understand human thoughts or not\is completely unknown.\A new factor has been added with this incident,\in that the Angel tried to take Eva into itself.\Is there any possibility that this aspect may be linked\to the predicted Thirteenth Angel and all Angels thereafter? response:	Based on the previous patterns,
context: Whether the Angels even have a concept of what Mind is,\or whether they can understand human thoughts or not\is completely unknown.\A new factor has been added with this incident,\in that the Angel tried to take Eva into itself.\Is there any possibility that this aspect may be linked\to the predicted Thirteenth Angel and all Angels thereafter?\Based on the previous patterns, response:	there appears to be no systematic organization among the Angels.
context: or whether they can understand human thoughts or not\is completely unknown.\A new factor has been added with this incident,\in that the Angel tried to take Eva into itself.\Is there any possibility that this aspect may be linked\to the predicted Thirteenth Angel and all Angels thereafter?\Based on the previous patterns,\there appears to be no systematic organization among the Angels. response:	Correct! It is obvious that they have worked independently, so far.
context: is completely unknown.\A new factor has been added with this incident,\in that the Angel tried to take Eva into itself.\Is there any possibility that this aspect may be linked\to the predicted Thirteenth Angel and all Angels thereafter?\Based on the previous patterns,\there appears to be no systematic organization among the Angels.\Correct! It is obvious that they have worked independently, so far. response:	What do you mean, Sir?
context: A new factor has been added with this incident,\in that the Angel tried to take Eva into itself.\Is there any possibility that this aspect may be linked\to the predicted Thirteenth Angel and all Angels thereafter?\Based on the previous patterns,\there appears to be no systematic organization among the Angels.\Correct! It is obvious that they have worked independently, so far.\What do you mean, Sir? response:	You are not allowed to ask questions.
context: in that the Angel tried to take Eva into itself.\Is there any possibility that this aspect may be linked\to the predicted Thirteenth Angel and all Angels thereafter?\Based on the previous patterns,\there appears to be no systematic organization among the Angels.\Correct! It is obvious that they have worked independently, so far.\What do you mean, Sir?\You are not allowed to ask questions. response:	Understood.
context: Is there any possibility that this aspect may be linked\to the predicted Thirteenth Angel and all Angels thereafter?\Based on the previous patterns,\there appears to be no systematic organization among the Angels.\Correct! It is obvious that they have worked independently, so far.\What do you mean, Sir?\You are not allowed to ask questions.\Understood. response:	That will be all. Dismissed. Understood.
context: to the predicted Thirteenth Angel and all Angels thereafter?\Based on the previous patterns,\there appears to be no systematic organization among the Angels.\Correct! It is obvious that they have worked independently, so far.\What do you mean, Sir?\You are not allowed to ask questions.\Understood.\That will be all. Dismissed. Understood. response:	That will be all. Dismissed.
context: Based on the previous patterns,\there appears to be no systematic organization among the Angels.\Correct! It is obvious that they have worked independently, so far.\What do you mean, Sir?\You are not allowed to ask questions.\Understood.\That will be all. Dismissed. Understood.\That will be all. Dismissed. response:	Yes, Sir.
context: there appears to be no systematic organization among the Angels.\Correct! It is obvious that they have worked independently, so far.\What do you mean, Sir?\You are not allowed to ask questions.\Understood.\That will be all. Dismissed. Understood.\That will be all. Dismissed.\Yes, Sir. response:	What do you think, Ikari?
context: Correct! It is obvious that they have worked independently, so far.\What do you mean, Sir?\You are not allowed to ask questions.\Understood.\That will be all. Dismissed. Understood.\That will be all. Dismissed.\Yes, Sir.\What do you think, Ikari? response:	The Angels appear to be getting more and more intelligent.
context: What do you mean, Sir?\You are not allowed to ask questions.\Understood.\That will be all. Dismissed. Understood.\That will be all. Dismissed.\Yes, Sir.\What do you think, Ikari?\The Angels appear to be getting more and more intelligent. response:	There's not much time left.
context: You are not allowed to ask questions.\Understood.\That will be all. Dismissed. Understood.\That will be all. Dismissed.\Yes, Sir.\What do you think, Ikari?\The Angels appear to be getting more and more intelligent.\There's not much time left. response:	Who's the patient in Room 12?
context: Understood.\That will be all. Dismissed. Understood.\That will be all. Dismissed.\Yes, Sir.\What do you think, Ikari?\The Angels appear to be getting more and more intelligent.\There's not much time left.\Who's the patient in Room 12? response:	That's the emergency room patient from the first Eva incident.
context: That will be all. Dismissed. Understood.\That will be all. Dismissed.\Yes, Sir.\What do you think, Ikari?\The Angels appear to be getting more and more intelligent.\There's not much time left.\Who's the patient in Room 12?\That's the emergency room patient from the first Eva incident. response:	She's been here for a long time.
context: That will be all. Dismissed.\Yes, Sir.\What do you think, Ikari?\The Angels appear to be getting more and more intelligent.\There's not much time left.\Who's the patient in Room 12?\That's the emergency room patient from the first Eva incident.\She's been here for a long time. response:	Her injuries are really difficult, poor girl.
context: Yes, Sir.\What do you think, Ikari?\The Angels appear to be getting more and more intelligent.\There's not much time left.\Who's the patient in Room 12?\That's the emergency room patient from the first Eva incident.\She's been here for a long time.\Her injuries are really difficult, poor girl. response:	She's still in elementary school.
context: What do you think, Ikari?\The Angels appear to be getting more and more intelligent.\There's not much time left.\Who's the patient in Room 12?\That's the emergency room patient from the first Eva incident.\She's been here for a long time.\Her injuries are really difficult, poor girl.\She's still in elementary school. response:	He's here again today?
context: The Angels appear to be getting more and more intelligent.\There's not much time left.\Who's the patient in Room 12?\That's the emergency room patient from the first Eva incident.\She's been here for a long time.\Her injuries are really difficult, poor girl.\She's still in elementary school.\He's here again today? response:	Yeah, he comes to see her at least twice a week.
context: There's not much time left.\Who's the patient in Room 12?\That's the emergency room patient from the first Eva incident.\She's been here for a long time.\Her injuries are really difficult, poor girl.\She's still in elementary school.\He's here again today?\Yeah, he comes to see her at least twice a week. response:	He's a good brother, thinking about his sister like that.
context: Who's the patient in Room 12?\That's the emergency room patient from the first Eva incident.\She's been here for a long time.\Her injuries are really difficult, poor girl.\She's still in elementary school.\He's here again today?\Yeah, he comes to see her at least twice a week.\He's a good brother, thinking about his sister like that. response:	Yeah, boys like that are pretty rare.
context: That's the emergency room patient from the first Eva incident.\She's been here for a long time.\Her injuries are really difficult, poor girl.\She's still in elementary school.\He's here again today?\Yeah, he comes to see her at least twice a week.\He's a good brother, thinking about his sister like that.\Yeah, boys like that are pretty rare. response:	He has a good heart.
context: She's been here for a long time.\Her injuries are really difficult, poor girl.\She's still in elementary school.\He's here again today?\Yeah, he comes to see her at least twice a week.\He's a good brother, thinking about his sister like that.\Yeah, boys like that are pretty rare.\He has a good heart. response:	Rei, are you all right today?
context: Her injuries are really difficult, poor girl.\She's still in elementary school.\He's here again today?\Yeah, he comes to see her at least twice a week.\He's a good brother, thinking about his sister like that.\Yeah, boys like that are pretty rare.\He has a good heart.\Rei, are you all right today? response:	Yes, Sir. I will be with Dr. Akagi tomorrow,
context: She's still in elementary school.\He's here again today?\Yeah, he comes to see her at least twice a week.\He's a good brother, thinking about his sister like that.\Yeah, boys like that are pretty rare.\He has a good heart.\Rei, are you all right today?\Yes, Sir. I will be with Dr. Akagi tomorrow, response:	and the day after I'll be at school.
context: He's here again today?\Yeah, he comes to see her at least twice a week.\He's a good brother, thinking about his sister like that.\Yeah, boys like that are pretty rare.\He has a good heart.\Rei, are you all right today?\Yes, Sir. I will be with Dr. Akagi tomorrow,\and the day after I'll be at school. response:	How is the school?
context: Yeah, he comes to see her at least twice a week.\He's a good brother, thinking about his sister like that.\Yeah, boys like that are pretty rare.\He has a good heart.\Rei, are you all right today?\Yes, Sir. I will be with Dr. Akagi tomorrow,\and the day after I'll be at school.\How is the school? response:	No problems, Sir.
context: He's a good brother, thinking about his sister like that.\Yeah, boys like that are pretty rare.\He has a good heart.\Rei, are you all right today?\Yes, Sir. I will be with Dr. Akagi tomorrow,\and the day after I'll be at school.\How is the school?\No problems, Sir. response:	I see. That's good.
context: Yeah, boys like that are pretty rare.\He has a good heart.\Rei, are you all right today?\Yes, Sir. I will be with Dr. Akagi tomorrow,\and the day after I'll be at school.\How is the school?\No problems, Sir.\I see. That's good. response:	Stand up! Bow! Sit down!
context: He has a good heart.\Rei, are you all right today?\Yes, Sir. I will be with Dr. Akagi tomorrow,\and the day after I'll be at school.\How is the school?\No problems, Sir.\I see. That's good.\Stand up! Bow! Sit down! response:	Let me see, Ayanami is absent as usual, and Aida too?
context: Rei, are you all right today?\Yes, Sir. I will be with Dr. Akagi tomorrow,\and the day after I'll be at school.\How is the school?\No problems, Sir.\I see. That's good.\Stand up! Bow! Sit down!\Let me see, Ayanami is absent as usual, and Aida too? response:	What's up with Kensuke?
context: Yes, Sir. I will be with Dr. Akagi tomorrow,\and the day after I'll be at school.\How is the school?\No problems, Sir.\I see. That's good.\Stand up! Bow! Sit down!\Let me see, Ayanami is absent as usual, and Aida too?\What's up with Kensuke? response:	What's up with Kensuke? Professor Koike is absent today,
context: and the day after I'll be at school.\How is the school?\No problems, Sir.\I see. That's good.\Stand up! Bow! Sit down!\Let me see, Ayanami is absent as usual, and Aida too?\What's up with Kensuke?\What's up with Kensuke? Professor Koike is absent today, response:	He went to New Yokosuka to see a battleship. Professor Koike is absent today,
context: How is the school?\No problems, Sir.\I see. That's good.\Stand up! Bow! Sit down!\Let me see, Ayanami is absent as usual, and Aida too?\What's up with Kensuke?\What's up with Kensuke? Professor Koike is absent today,\He went to New Yokosuka to see a battleship. Professor Koike is absent today, response:	He went to New Yokosuka to see a battleship. So the class in modern Japanese will be self-study.
context: No problems, Sir.\I see. That's good.\Stand up! Bow! Sit down!\Let me see, Ayanami is absent as usual, and Aida too?\What's up with Kensuke?\What's up with Kensuke? Professor Koike is absent today,\He went to New Yokosuka to see a battleship. Professor Koike is absent today,\He went to New Yokosuka to see a battleship. So the class in modern Japanese will be self-study. response:	A ship called Myoko or something is in port. So the class in modern Japanese will be self-study.
context: I see. That's good.\Stand up! Bow! Sit down!\Let me see, Ayanami is absent as usual, and Aida too?\What's up with Kensuke?\What's up with Kensuke? Professor Koike is absent today,\He went to New Yokosuka to see a battleship. Professor Koike is absent today,\He went to New Yokosuka to see a battleship. So the class in modern Japanese will be self-study.\A ship called Myoko or something is in port. So the class in modern Japanese will be self-study. response:	A ship called Myoko or something is in port. And finally, the student on duty today will be...
context: Stand up! Bow! Sit down!\Let me see, Ayanami is absent as usual, and Aida too?\What's up with Kensuke?\What's up with Kensuke? Professor Koike is absent today,\He went to New Yokosuka to see a battleship. Professor Koike is absent today,\He went to New Yokosuka to see a battleship. So the class in modern Japanese will be self-study.\A ship called Myoko or something is in port. So the class in modern Japanese will be self-study.\A ship called Myoko or something is in port. And finally, the student on duty today will be... response:	Mister Suzuhara.
context: Let me see, Ayanami is absent as usual, and Aida too?\What's up with Kensuke?\What's up with Kensuke? Professor Koike is absent today,\He went to New Yokosuka to see a battleship. Professor Koike is absent today,\He went to New Yokosuka to see a battleship. So the class in modern Japanese will be self-study.\A ship called Myoko or something is in port. So the class in modern Japanese will be self-study.\A ship called Myoko or something is in port. And finally, the student on duty today will be...\Mister Suzuhara. response:	Yes, Sir! Mister Suzuhara.
context: What's up with Kensuke?\What's up with Kensuke? Professor Koike is absent today,\He went to New Yokosuka to see a battleship. Professor Koike is absent today,\He went to New Yokosuka to see a battleship. So the class in modern Japanese will be self-study.\A ship called Myoko or something is in port. So the class in modern Japanese will be self-study.\A ship called Myoko or something is in port. And finally, the student on duty today will be...\Mister Suzuhara.\Yes, Sir! Mister Suzuhara. response:	Yes, Sir!
context: What's up with Kensuke? Professor Koike is absent today,\He went to New Yokosuka to see a battleship. Professor Koike is absent today,\He went to New Yokosuka to see a battleship. So the class in modern Japanese will be self-study.\A ship called Myoko or something is in port. So the class in modern Japanese will be self-study.\A ship called Myoko or something is in port. And finally, the student on duty today will be...\Mister Suzuhara.\Yes, Sir! Mister Suzuhara.\Yes, Sir! response:	Will you deliver this document to Miss Ayanami after school?
context: He went to New Yokosuka to see a battleship. Professor Koike is absent today,\He went to New Yokosuka to see a battleship. So the class in modern Japanese will be self-study.\A ship called Myoko or something is in port. So the class in modern Japanese will be self-study.\A ship called Myoko or something is in port. And finally, the student on duty today will be...\Mister Suzuhara.\Yes, Sir! Mister Suzuhara.\Yes, Sir!\Will you deliver this document to Miss Ayanami after school? response:	Yes, Sir!
context: He went to New Yokosuka to see a battleship. So the class in modern Japanese will be self-study.\A ship called Myoko or something is in port. So the class in modern Japanese will be self-study.\A ship called Myoko or something is in port. And finally, the student on duty today will be...\Mister Suzuhara.\Yes, Sir! Mister Suzuhara.\Yes, Sir!\Will you deliver this document to Miss Ayanami after school?\Yes, Sir! response:	Don't worry about it. First Branch is okay.
