context: I had lost my way during my journey. response:	Only my soul was wandering, while I stood still.
context: It's the truth.\What's the real truth?\It's the real truth!\What's the real, real, real truth?\It's the real, real, real truth!\The truth is, I'm already tired of them.\I'd think so.\Even if they're your favorite food, you had twenty yesterday and almost as many today. response:	But...
context: What's the real truth?\It's the real truth!\What's the real, real, real truth?\It's the real, real, real truth!\The truth is, I'm already tired of them.\I'd think so.\Even if they're your favorite food, you had twenty yesterday and almost as many today.\But... response:	But I'll show you I can eat them all!
context: It's the real truth!\What's the real, real, real truth?\It's the real, real, real truth!\The truth is, I'm already tired of them.\I'd think so.\Even if they're your favorite food, you had twenty yesterday and almost as many today.\But...\But I'll show you I can eat them all! response:	Well, don't get so worked up.
context: What's the real, real, real truth?\It's the real, real, real truth!\The truth is, I'm already tired of them.\I'd think so.\Even if they're your favorite food, you had twenty yesterday and almost as many today.\But...\But I'll show you I can eat them all!\Well, don't get so worked up. response:	You may be tired of fresh apples, but there are several ways to eat them.
context: It's the real, real, real truth!\The truth is, I'm already tired of them.\I'd think so.\Even if they're your favorite food, you had twenty yesterday and almost as many today.\But...\But I'll show you I can eat them all!\Well, don't get so worked up.\You may be tired of fresh apples, but there are several ways to eat them. response:	And what exactly are these severals ways to eat them?
context: The truth is, I'm already tired of them.\I'd think so.\Even if they're your favorite food, you had twenty yesterday and almost as many today.\But...\But I'll show you I can eat them all!\Well, don't get so worked up.\You may be tired of fresh apples, but there are several ways to eat them.\And what exactly are these severals ways to eat them? response:	D-Don't ridicule me!
context: I'd think so.\Even if they're your favorite food, you had twenty yesterday and almost as many today.\But...\But I'll show you I can eat them all!\Well, don't get so worked up.\You may be tired of fresh apples, but there are several ways to eat them.\And what exactly are these severals ways to eat them?\D-Don't ridicule me! response:	I've never heard of apples being baked before!
context: Even if they're your favorite food, you had twenty yesterday and almost as many today.\But...\But I'll show you I can eat them all!\Well, don't get so worked up.\You may be tired of fresh apples, but there are several ways to eat them.\And what exactly are these severals ways to eat them?\D-Don't ridicule me!\I've never heard of apples being baked before! response:	You've seriously never eaten apple pie?
context: But...\But I'll show you I can eat them all!\Well, don't get so worked up.\You may be tired of fresh apples, but there are several ways to eat them.\And what exactly are these severals ways to eat them?\D-Don't ridicule me!\I've never heard of apples being baked before!\You've seriously never eaten apple pie? response:	Such a thing really exists?
context: But I'll show you I can eat them all!\Well, don't get so worked up.\You may be tired of fresh apples, but there are several ways to eat them.\And what exactly are these severals ways to eat them?\D-Don't ridicule me!\I've never heard of apples being baked before!\You've seriously never eaten apple pie?\Such a thing really exists? response:	Yeah, you bake it in a pan with dough.
context: Well, don't get so worked up.\You may be tired of fresh apples, but there are several ways to eat them.\And what exactly are these severals ways to eat them?\D-Don't ridicule me!\I've never heard of apples being baked before!\You've seriously never eaten apple pie?\Such a thing really exists?\Yeah, you bake it in a pan with dough. response:	And if you do that, it becomes chewy...
context: You may be tired of fresh apples, but there are several ways to eat them.\And what exactly are these severals ways to eat them?\D-Don't ridicule me!\I've never heard of apples being baked before!\You've seriously never eaten apple pie?\Such a thing really exists?\Yeah, you bake it in a pan with dough.\And if you do that, it becomes chewy... response:	This isn't a good way of explaining it, but it's like it's slowly rotting.
context: And what exactly are these severals ways to eat them?\D-Don't ridicule me!\I've never heard of apples being baked before!\You've seriously never eaten apple pie?\Such a thing really exists?\Yeah, you bake it in a pan with dough.\And if you do that, it becomes chewy...\This isn't a good way of explaining it, but it's like it's slowly rotting. response:	But just like how something about to rot is good, baked apples are very good.
context: D-Don't ridicule me!\I've never heard of apples being baked before!\You've seriously never eaten apple pie?\Such a thing really exists?\Yeah, you bake it in a pan with dough.\And if you do that, it becomes chewy...\This isn't a good way of explaining it, but it's like it's slowly rotting.\But just like how something about to rot is good, baked apples are very good. response:	When you eat fresh apples, they moisten your dry throat.
context: I've never heard of apples being baked before!\You've seriously never eaten apple pie?\Such a thing really exists?\Yeah, you bake it in a pan with dough.\And if you do that, it becomes chewy...\This isn't a good way of explaining it, but it's like it's slowly rotting.\But just like how something about to rot is good, baked apples are very good.\When you eat fresh apples, they moisten your dry throat. response:	But baked apples are so sweet that they make your throat dry.
context: You've seriously never eaten apple pie?\Such a thing really exists?\Yeah, you bake it in a pan with dough.\And if you do that, it becomes chewy...\This isn't a good way of explaining it, but it's like it's slowly rotting.\But just like how something about to rot is good, baked apples are very good.\When you eat fresh apples, they moisten your dry throat.\But baked apples are so sweet that they make your throat dry. response:	But I'm sure you're tired of sweet food.
context: Such a thing really exists?\Yeah, you bake it in a pan with dough.\And if you do that, it becomes chewy...\This isn't a good way of explaining it, but it's like it's slowly rotting.\But just like how something about to rot is good, baked apples are very good.\When you eat fresh apples, they moisten your dry throat.\But baked apples are so sweet that they make your throat dry.\But I'm sure you're tired of sweet food. response:	So, we'll have a change of pace for dinner and have salted meat or fish.
context: Yeah, you bake it in a pan with dough.\And if you do that, it becomes chewy...\This isn't a good way of explaining it, but it's like it's slowly rotting.\But just like how something about to rot is good, baked apples are very good.\When you eat fresh apples, they moisten your dry throat.\But baked apples are so sweet that they make your throat dry.\But I'm sure you're tired of sweet food.\So, we'll have a change of pace for dinner and have salted meat or fish. response:	Which would you like?
context: And if you do that, it becomes chewy...\This isn't a good way of explaining it, but it's like it's slowly rotting.\But just like how something about to rot is good, baked apples are very good.\When you eat fresh apples, they moisten your dry throat.\But baked apples are so sweet that they make your throat dry.\But I'm sure you're tired of sweet food.\So, we'll have a change of pace for dinner and have salted meat or fish.\Which would you like? response:	Meat!
context: This isn't a good way of explaining it, but it's like it's slowly rotting.\But just like how something about to rot is good, baked apples are very good.\When you eat fresh apples, they moisten your dry throat.\But baked apples are so sweet that they make your throat dry.\But I'm sure you're tired of sweet food.\So, we'll have a change of pace for dinner and have salted meat or fish.\Which would you like?\Meat! response:	And who was it just now who looked like they couldn't eat any more?
context: But just like how something about to rot is good, baked apples are very good.\When you eat fresh apples, they moisten your dry throat.\But baked apples are so sweet that they make your throat dry.\But I'm sure you're tired of sweet food.\So, we'll have a change of pace for dinner and have salted meat or fish.\Which would you like?\Meat!\And who was it just now who looked like they couldn't eat any more? response:	It's a different story if it's meat.
context: When you eat fresh apples, they moisten your dry throat.\But baked apples are so sweet that they make your throat dry.\But I'm sure you're tired of sweet food.\So, we'll have a change of pace for dinner and have salted meat or fish.\Which would you like?\Meat!\And who was it just now who looked like they couldn't eat any more?\It's a different story if it's meat. response:	Come on!
context: But baked apples are so sweet that they make your throat dry.\But I'm sure you're tired of sweet food.\So, we'll have a change of pace for dinner and have salted meat or fish.\Which would you like?\Meat!\And who was it just now who looked like they couldn't eat any more?\It's a different story if it's meat.\Come on! response:	I'm really counting on you with the apples.
context: But I'm sure you're tired of sweet food.\So, we'll have a change of pace for dinner and have salted meat or fish.\Which would you like?\Meat!\And who was it just now who looked like they couldn't eat any more?\It's a different story if it's meat.\Come on!\I'm really counting on you with the apples. response:	Don't worry.
context: So, we'll have a change of pace for dinner and have salted meat or fish.\Which would you like?\Meat!\And who was it just now who looked like they couldn't eat any more?\It's a different story if it's meat.\Come on!\I'm really counting on you with the apples.\Don't worry. response:	I have confidence I can eat them all after hearing your story!
context: Which would you like?\Meat!\And who was it just now who looked like they couldn't eat any more?\It's a different story if it's meat.\Come on!\I'm really counting on you with the apples.\Don't worry.\I have confidence I can eat them all after hearing your story! response:	Well, I have some business too, so let's go.
context: Meat!\And who was it just now who looked like they couldn't eat any more?\It's a different story if it's meat.\Come on!\I'm really counting on you with the apples.\Don't worry.\I have confidence I can eat them all after hearing your story!\Well, I have some business too, so let's go. response:	Yeah!
context: And who was it just now who looked like they couldn't eat any more?\It's a different story if it's meat.\Come on!\I'm really counting on you with the apples.\Don't worry.\I have confidence I can eat them all after hearing your story!\Well, I have some business too, so let's go.\Yeah! response:	I changed the mood so that you wouldn't get tired of me, either.
context: It's a different story if it's meat.\Come on!\I'm really counting on you with the apples.\Don't worry.\I have confidence I can eat them all after hearing your story!\Well, I have some business too, so let's go.\Yeah!\I changed the mood so that you wouldn't get tired of me, either. response:	You're inedible.
context: Come on!\I'm really counting on you with the apples.\Don't worry.\I have confidence I can eat them all after hearing your story!\Well, I have some business too, so let's go.\Yeah!\I changed the mood so that you wouldn't get tired of me, either.\You're inedible. response:	Did you want me to say that I'm delicious?
context: I'm really counting on you with the apples.\Don't worry.\I have confidence I can eat them all after hearing your story!\Well, I have some business too, so let's go.\Yeah!\I changed the mood so that you wouldn't get tired of me, either.\You're inedible.\Did you want me to say that I'm delicious? response:	Yeah.
context: Don't worry.\I have confidence I can eat them all after hearing your story!\Well, I have some business too, so let's go.\Yeah!\I changed the mood so that you wouldn't get tired of me, either.\You're inedible.\Did you want me to say that I'm delicious?\Yeah. response:	Wolf and Blessed Tail
context: I have confidence I can eat them all after hearing your story!\Well, I have some business too, so let's go.\Yeah!\I changed the mood so that you wouldn't get tired of me, either.\You're inedible.\Did you want me to say that I'm delicious?\Yeah.\Wolf and Blessed Tail response:	Ah, well...
context: Well, I have some business too, so let's go.\Yeah!\I changed the mood so that you wouldn't get tired of me, either.\You're inedible.\Did you want me to say that I'm delicious?\Yeah.\Wolf and Blessed Tail\Ah, well... response:	Ah, it's that.
context: Yeah!\I changed the mood so that you wouldn't get tired of me, either.\You're inedible.\Did you want me to say that I'm delicious?\Yeah.\Wolf and Blessed Tail\Ah, well...\Ah, it's that. response:	How should I say it? You...
context: I changed the mood so that you wouldn't get tired of me, either.\You're inedible.\Did you want me to say that I'm delicious?\Yeah.\Wolf and Blessed Tail\Ah, well...\Ah, it's that.\How should I say it? You... response:	You really do look like a nun, though.
context: You're inedible.\Did you want me to say that I'm delicious?\Yeah.\Wolf and Blessed Tail\Ah, well...\Ah, it's that.\How should I say it? You...\You really do look like a nun, though. response:	Right, it's convenient for traveling, isn't it?
context: Did you want me to say that I'm delicious?\Yeah.\Wolf and Blessed Tail\Ah, well...\Ah, it's that.\How should I say it? You...\You really do look like a nun, though.\Right, it's convenient for traveling, isn't it? response:	I guess.
context: Yeah.\Wolf and Blessed Tail\Ah, well...\Ah, it's that.\How should I say it? You...\You really do look like a nun, though.\Right, it's convenient for traveling, isn't it?\I guess. response:	People are as strange as ever, being so particular
context: Wolf and Blessed Tail\Ah, well...\Ah, it's that.\How should I say it? You...\You really do look like a nun, though.\Right, it's convenient for traveling, isn't it?\I guess.\People are as strange as ever, being so particular response:	about whether to wear all these different clothes or not.
context: Ah, well...\Ah, it's that.\How should I say it? You...\You really do look like a nun, though.\Right, it's convenient for traveling, isn't it?\I guess.\People are as strange as ever, being so particular\about whether to wear all these different clothes or not. response:	There are times when it's convenient for wolves to wear sheep's clothing too, right?
context: Ah, it's that.\How should I say it? You...\You really do look like a nun, though.\Right, it's convenient for traveling, isn't it?\I guess.\People are as strange as ever, being so particular\about whether to wear all these different clothes or not.\There are times when it's convenient for wolves to wear sheep's clothing too, right? response:	You're right.
context: How should I say it? You...\You really do look like a nun, though.\Right, it's convenient for traveling, isn't it?\I guess.\People are as strange as ever, being so particular\about whether to wear all these different clothes or not.\There are times when it's convenient for wolves to wear sheep's clothing too, right?\You're right. response:	If I wore rabbit's fur, I'm sure you'd fall into my trap instantly.
context: You really do look like a nun, though.\Right, it's convenient for traveling, isn't it?\I guess.\People are as strange as ever, being so particular\about whether to wear all these different clothes or not.\There are times when it's convenient for wolves to wear sheep's clothing too, right?\You're right.\If I wore rabbit's fur, I'm sure you'd fall into my trap instantly. response:	In that case, I'll carry around some apples so that I'll get caught in a trap.
context: Right, it's convenient for traveling, isn't it?\I guess.\People are as strange as ever, being so particular\about whether to wear all these different clothes or not.\There are times when it's convenient for wolves to wear sheep's clothing too, right?\You're right.\If I wore rabbit's fur, I'm sure you'd fall into my trap instantly.\In that case, I'll carry around some apples so that I'll get caught in a trap. response:	I even forgot about apples as well.
context: I guess.\People are as strange as ever, being so particular\about whether to wear all these different clothes or not.\There are times when it's convenient for wolves to wear sheep's clothing too, right?\You're right.\If I wore rabbit's fur, I'm sure you'd fall into my trap instantly.\In that case, I'll carry around some apples so that I'll get caught in a trap.\I even forgot about apples as well. response:	And so!
context: People are as strange as ever, being so particular\about whether to wear all these different clothes or not.\There are times when it's convenient for wolves to wear sheep's clothing too, right?\You're right.\If I wore rabbit's fur, I'm sure you'd fall into my trap instantly.\In that case, I'll carry around some apples so that I'll get caught in a trap.\I even forgot about apples as well.\And so! response:	In your case, you look too much like a nun, so there are times when it'd be inconvenient.
context: about whether to wear all these different clothes or not.\There are times when it's convenient for wolves to wear sheep's clothing too, right?\You're right.\If I wore rabbit's fur, I'm sure you'd fall into my trap instantly.\In that case, I'll carry around some apples so that I'll get caught in a trap.\I even forgot about apples as well.\And so!\In your case, you look too much like a nun, so there are times when it'd be inconvenient. response:	Like when?
context: There are times when it's convenient for wolves to wear sheep's clothing too, right?\You're right.\If I wore rabbit's fur, I'm sure you'd fall into my trap instantly.\In that case, I'll carry around some apples so that I'll get caught in a trap.\I even forgot about apples as well.\And so!\In your case, you look too much like a nun, so there are times when it'd be inconvenient.\Like when? response:	No matter how much a nun may have fallen, they wouldn't drink beer in the middle of the day.
context: You're right.\If I wore rabbit's fur, I'm sure you'd fall into my trap instantly.\In that case, I'll carry around some apples so that I'll get caught in a trap.\I even forgot about apples as well.\And so!\In your case, you look too much like a nun, so there are times when it'd be inconvenient.\Like when?\No matter how much a nun may have fallen, they wouldn't drink beer in the middle of the day. response:	I'm quite the nun, then.
context: If I wore rabbit's fur, I'm sure you'd fall into my trap instantly.\In that case, I'll carry around some apples so that I'll get caught in a trap.\I even forgot about apples as well.\And so!\In your case, you look too much like a nun, so there are times when it'd be inconvenient.\Like when?\No matter how much a nun may have fallen, they wouldn't drink beer in the middle of the day.\I'm quite the nun, then. response:	A nun wouldn't say that either.
context: In that case, I'll carry around some apples so that I'll get caught in a trap.\I even forgot about apples as well.\And so!\In your case, you look too much like a nun, so there are times when it'd be inconvenient.\Like when?\No matter how much a nun may have fallen, they wouldn't drink beer in the middle of the day.\I'm quite the nun, then.\A nun wouldn't say that either. response:	Well, excuse me, sir.
context: I even forgot about apples as well.\And so!\In your case, you look too much like a nun, so there are times when it'd be inconvenient.\Like when?\No matter how much a nun may have fallen, they wouldn't drink beer in the middle of the day.\I'm quite the nun, then.\A nun wouldn't say that either.\Well, excuse me, sir. response:	Seriously though, there will be places where dressing as a nun would be a bad idea once we head north.
context: And so!\In your case, you look too much like a nun, so there are times when it'd be inconvenient.\Like when?\No matter how much a nun may have fallen, they wouldn't drink beer in the middle of the day.\I'm quite the nun, then.\A nun wouldn't say that either.\Well, excuse me, sir.\Seriously though, there will be places where dressing as a nun would be a bad idea once we head north. response:	So what should we do?
context: In your case, you look too much like a nun, so there are times when it'd be inconvenient.\Like when?\No matter how much a nun may have fallen, they wouldn't drink beer in the middle of the day.\I'm quite the nun, then.\A nun wouldn't say that either.\Well, excuse me, sir.\Seriously though, there will be places where dressing as a nun would be a bad idea once we head north.\So what should we do? response:	So, ah...
context: Like when?\No matter how much a nun may have fallen, they wouldn't drink beer in the middle of the day.\I'm quite the nun, then.\A nun wouldn't say that either.\Well, excuse me, sir.\Seriously though, there will be places where dressing as a nun would be a bad idea once we head north.\So what should we do?\So, ah... response:	Well, it'd be a safe idea for you to have a set of clothes like a city girl's.
context: No matter how much a nun may have fallen, they wouldn't drink beer in the middle of the day.\I'm quite the nun, then.\A nun wouldn't say that either.\Well, excuse me, sir.\Seriously though, there will be places where dressing as a nun would be a bad idea once we head north.\So what should we do?\So, ah...\Well, it'd be a safe idea for you to have a set of clothes like a city girl's. response:	Let's go and buy some before we eat, then.
context: I'm quite the nun, then.\A nun wouldn't say that either.\Well, excuse me, sir.\Seriously though, there will be places where dressing as a nun would be a bad idea once we head north.\So what should we do?\So, ah...\Well, it'd be a safe idea for you to have a set of clothes like a city girl's.\Let's go and buy some before we eat, then. response:	If we're held back by business, our meal won't be as good.
context: A nun wouldn't say that either.\Well, excuse me, sir.\Seriously though, there will be places where dressing as a nun would be a bad idea once we head north.\So what should we do?\So, ah...\Well, it'd be a safe idea for you to have a set of clothes like a city girl's.\Let's go and buy some before we eat, then.\If we're held back by business, our meal won't be as good. response:	Th-Thank you, I didn't have to waste time explaining.
context: Well, excuse me, sir.\Seriously though, there will be places where dressing as a nun would be a bad idea once we head north.\So what should we do?\So, ah...\Well, it'd be a safe idea for you to have a set of clothes like a city girl's.\Let's go and buy some before we eat, then.\If we're held back by business, our meal won't be as good.\Th-Thank you, I didn't have to waste time explaining. response:	Were you thinking I'd say we should eat and drink first?
context: Seriously though, there will be places where dressing as a nun would be a bad idea once we head north.\So what should we do?\So, ah...\Well, it'd be a safe idea for you to have a set of clothes like a city girl's.\Let's go and buy some before we eat, then.\If we're held back by business, our meal won't be as good.\Th-Thank you, I didn't have to waste time explaining.\Were you thinking I'd say we should eat and drink first? response:	I won't get distracted by food that easily!
context: So what should we do?\So, ah...\Well, it'd be a safe idea for you to have a set of clothes like a city girl's.\Let's go and buy some before we eat, then.\If we're held back by business, our meal won't be as good.\Th-Thank you, I didn't have to waste time explaining.\Were you thinking I'd say we should eat and drink first?\I won't get distracted by food that easily! response:	I wonder about that.
context: So, ah...\Well, it'd be a safe idea for you to have a set of clothes like a city girl's.\Let's go and buy some before we eat, then.\If we're held back by business, our meal won't be as good.\Th-Thank you, I didn't have to waste time explaining.\Were you thinking I'd say we should eat and drink first?\I won't get distracted by food that easily!\I wonder about that. response:	I was being considerate for you, and you bought it so easily.
context: Well, it'd be a safe idea for you to have a set of clothes like a city girl's.\Let's go and buy some before we eat, then.\If we're held back by business, our meal won't be as good.\Th-Thank you, I didn't have to waste time explaining.\Were you thinking I'd say we should eat and drink first?\I won't get distracted by food that easily!\I wonder about that.\I was being considerate for you, and you bought it so easily. response:	You came up with such an exaggerated reason just to buy a set of clothes.
context: Let's go and buy some before we eat, then.\If we're held back by business, our meal won't be as good.\Th-Thank you, I didn't have to waste time explaining.\Were you thinking I'd say we should eat and drink first?\I won't get distracted by food that easily!\I wonder about that.\I was being considerate for you, and you bought it so easily.\You came up with such an exaggerated reason just to buy a set of clothes. response:	Did you think I wouldn't notice?
context: If we're held back by business, our meal won't be as good.\Th-Thank you, I didn't have to waste time explaining.\Were you thinking I'd say we should eat and drink first?\I won't get distracted by food that easily!\I wonder about that.\I was being considerate for you, and you bought it so easily.\You came up with such an exaggerated reason just to buy a set of clothes.\Did you think I wouldn't notice? response:	Well, I'll hold back and let you buy me some clothes.
context: Th-Thank you, I didn't have to waste time explaining.\Were you thinking I'd say we should eat and drink first?\I won't get distracted by food that easily!\I wonder about that.\I was being considerate for you, and you bought it so easily.\You came up with such an exaggerated reason just to buy a set of clothes.\Did you think I wouldn't notice?\Well, I'll hold back and let you buy me some clothes. response:	It's going to be a cold, cold winter, after all.
context: Were you thinking I'd say we should eat and drink first?\I won't get distracted by food that easily!\I wonder about that.\I was being considerate for you, and you bought it so easily.\You came up with such an exaggerated reason just to buy a set of clothes.\Did you think I wouldn't notice?\Well, I'll hold back and let you buy me some clothes.\It's going to be a cold, cold winter, after all. response:	You can hold back a little more, you know.
context: I won't get distracted by food that easily!\I wonder about that.\I was being considerate for you, and you bought it so easily.\You came up with such an exaggerated reason just to buy a set of clothes.\Did you think I wouldn't notice?\Well, I'll hold back and let you buy me some clothes.\It's going to be a cold, cold winter, after all.\You can hold back a little more, you know. response:	Wh-What's wrong?
context: I wonder about that.\I was being considerate for you, and you bought it so easily.\You came up with such an exaggerated reason just to buy a set of clothes.\Did you think I wouldn't notice?\Well, I'll hold back and let you buy me some clothes.\It's going to be a cold, cold winter, after all.\You can hold back a little more, you know.\Wh-What's wrong? response:	I have no money.
context: I was being considerate for you, and you bought it so easily.\You came up with such an exaggerated reason just to buy a set of clothes.\Did you think I wouldn't notice?\Well, I'll hold back and let you buy me some clothes.\It's going to be a cold, cold winter, after all.\You can hold back a little more, you know.\Wh-What's wrong?\I have no money. response:	You...
context: You came up with such an exaggerated reason just to buy a set of clothes.\Did you think I wouldn't notice?\Well, I'll hold back and let you buy me some clothes.\It's going to be a cold, cold winter, after all.\You can hold back a little more, you know.\Wh-What's wrong?\I have no money.\You... response:	No, that's not what I meant.
context: Did you think I wouldn't notice?\Well, I'll hold back and let you buy me some clothes.\It's going to be a cold, cold winter, after all.\You can hold back a little more, you know.\Wh-What's wrong?\I have no money.\You...\No, that's not what I meant. response:	I'm saying I don't have small change.
