context: Hey, all you viewers out there! response:	When you're watchin' Fairy Tail, make sure to keep the room nice and bright,
context: It's Zeref who is the true evil here.\We can only pray that Etherion will be our saving grace and destroy Zaref!\It won't be long, Lord Sieg...\Yes.\The dream you've had for 8 years will become a reality.\Are you not afraid, Ultear?\No, not even a little.\Because I always have complete faith in you, Lord Sieg. response:	I suppose so. There is no danger to your life.
context: We can only pray that Etherion will be our saving grace and destroy Zaref!\It won't be long, Lord Sieg...\Yes.\The dream you've had for 8 years will become a reality.\Are you not afraid, Ultear?\No, not even a little.\Because I always have complete faith in you, Lord Sieg.\I suppose so. There is no danger to your life. response:	True...
context: It won't be long, Lord Sieg...\Yes.\The dream you've had for 8 years will become a reality.\Are you not afraid, Ultear?\No, not even a little.\Because I always have complete faith in you, Lord Sieg.\I suppose so. There is no danger to your life.\True... response:	I am shaking a little...
context: Yes.\The dream you've had for 8 years will become a reality.\Are you not afraid, Ultear?\No, not even a little.\Because I always have complete faith in you, Lord Sieg.\I suppose so. There is no danger to your life.\True...\I am shaking a little... response:	If I fail, then I will be annihilated.
context: The dream you've had for 8 years will become a reality.\Are you not afraid, Ultear?\No, not even a little.\Because I always have complete faith in you, Lord Sieg.\I suppose so. There is no danger to your life.\True...\I am shaking a little...\If I fail, then I will be annihilated. response:	What?
context: Are you not afraid, Ultear?\No, not even a little.\Because I always have complete faith in you, Lord Sieg.\I suppose so. There is no danger to your life.\True...\I am shaking a little...\If I fail, then I will be annihilated.\What? response:	But this is very much worth risking one's life for.
context: No, not even a little.\Because I always have complete faith in you, Lord Sieg.\I suppose so. There is no danger to your life.\True...\I am shaking a little...\If I fail, then I will be annihilated.\What?\But this is very much worth risking one's life for. response:	Because this is my dream.
context: Because I always have complete faith in you, Lord Sieg.\I suppose so. There is no danger to your life.\True...\I am shaking a little...\If I fail, then I will be annihilated.\What?\But this is very much worth risking one's life for.\Because this is my dream. response:	Yes.
context: I suppose so. There is no danger to your life.\True...\I am shaking a little...\If I fail, then I will be annihilated.\What?\But this is very much worth risking one's life for.\Because this is my dream.\Yes. response:	Another 25 minutes, then?
context: True...\I am shaking a little...\If I fail, then I will be annihilated.\What?\But this is very much worth risking one's life for.\Because this is my dream.\Yes.\Another 25 minutes, then? response:	I'll never see you again.
context: I am shaking a little...\If I fail, then I will be annihilated.\What?\But this is very much worth risking one's life for.\Because this is my dream.\Yes.\Another 25 minutes, then?\I'll never see you again. response:	Jellal!
context: If I fail, then I will be annihilated.\What?\But this is very much worth risking one's life for.\Because this is my dream.\Yes.\Another 25 minutes, then?\I'll never see you again.\Jellal! response:	Damn you! Damn you! Damn you!
context: What?\But this is very much worth risking one's life for.\Because this is my dream.\Yes.\Another 25 minutes, then?\I'll never see you again.\Jellal!\Damn you! Damn you! Damn you! response:	How dare you trick us!
context: But this is very much worth risking one's life for.\Because this is my dream.\Yes.\Another 25 minutes, then?\I'll never see you again.\Jellal!\Damn you! Damn you! Damn you!\How dare you trick us! response:	Sho!
context: Because this is my dream.\Yes.\Another 25 minutes, then?\I'll never see you again.\Jellal!\Damn you! Damn you! Damn you!\How dare you trick us!\Sho! response:	You hurt Sister!
context: Yes.\Another 25 minutes, then?\I'll never see you again.\Jellal!\Damn you! Damn you! Damn you!\How dare you trick us!\Sho!\You hurt Sister! response:	Enough! Calm down!
context: Another 25 minutes, then?\I'll never see you again.\Jellal!\Damn you! Damn you! Damn you!\How dare you trick us!\Sho!\You hurt Sister!\Enough! Calm down! response:	Let me out of here!
context: I'll never see you again.\Jellal!\Damn you! Damn you! Damn you!\How dare you trick us!\Sho!\You hurt Sister!\Enough! Calm down!\Let me out of here! response:	It's okay!
context: Jellal!\Damn you! Damn you! Damn you!\How dare you trick us!\Sho!\You hurt Sister!\Enough! Calm down!\Let me out of here!\It's okay! response:	I will protect you!
context: Damn you! Damn you! Damn you!\How dare you trick us!\Sho!\You hurt Sister!\Enough! Calm down!\Let me out of here!\It's okay!\I will protect you! response:	For sure!
context: How dare you trick us!\Sho!\You hurt Sister!\Enough! Calm down!\Let me out of here!\It's okay!\I will protect you!\For sure! response:	Sho!
context: Sho!\You hurt Sister!\Enough! Calm down!\Let me out of here!\It's okay!\I will protect you!\For sure!\Sho! response:	I am named Ikaruga.
context: You hurt Sister!\Enough! Calm down!\Let me out of here!\It's okay!\I will protect you!\For sure!\Sho!\I am named Ikaruga. response:	Who are you?
context: Enough! Calm down!\Let me out of here!\It's okay!\I will protect you!\For sure!\Sho!\I am named Ikaruga.\Who are you? response:	Outta my way! Who is this crazy broad?
context: Let me out of here!\It's okay!\I will protect you!\For sure!\Sho!\I am named Ikaruga.\Who are you?\Outta my way! Who is this crazy broad? response:	Oh, my! Aren't you unrefined?
context: It's okay!\I will protect you!\For sure!\Sho!\I am named Ikaruga.\Who are you?\Outta my way! Who is this crazy broad?\Oh, my! Aren't you unrefined? response:	I don't have any business with you!
context: I will protect you!\For sure!\Sho!\I am named Ikaruga.\Who are you?\Outta my way! Who is this crazy broad?\Oh, my! Aren't you unrefined?\I don't have any business with you! response:	Imposs... ible!
context: For sure!\Sho!\I am named Ikaruga.\Who are you?\Outta my way! Who is this crazy broad?\Oh, my! Aren't you unrefined?\I don't have any business with you!\Imposs... ible! response:	There is nothing which I cannot cut.
context: Sho!\I am named Ikaruga.\Who are you?\Outta my way! Who is this crazy broad?\Oh, my! Aren't you unrefined?\I don't have any business with you!\Imposs... ible!\There is nothing which I cannot cut. response:	What are you, some street performer?
context: I am named Ikaruga.\Who are you?\Outta my way! Who is this crazy broad?\Oh, my! Aren't you unrefined?\I don't have any business with you!\Imposs... ible!\There is nothing which I cannot cut.\What are you, some street performer? response:	What is this? My body...
context: Who are you?\Outta my way! Who is this crazy broad?\Oh, my! Aren't you unrefined?\I don't have any business with you!\Imposs... ible!\There is nothing which I cannot cut.\What are you, some street performer?\What is this? My body... response:	I severed your nerves without cutting your clothes or flesh.
context: Outta my way! Who is this crazy broad?\Oh, my! Aren't you unrefined?\I don't have any business with you!\Imposs... ible!\There is nothing which I cannot cut.\What are you, some street performer?\What is this? My body...\I severed your nerves without cutting your clothes or flesh. response:	That is the essence of the New Moon School.
context: Oh, my! Aren't you unrefined?\I don't have any business with you!\Imposs... ible!\There is nothing which I cannot cut.\What are you, some street performer?\What is this? My body...\I severed your nerves without cutting your clothes or flesh.\That is the essence of the New Moon School. response:	Sho!
context: I don't have any business with you!\Imposs... ible!\There is nothing which I cannot cut.\What are you, some street performer?\What is this? My body...\I severed your nerves without cutting your clothes or flesh.\That is the essence of the New Moon School.\Sho! response:	Sister...
context: Imposs... ible!\There is nothing which I cannot cut.\What are you, some street performer?\What is this? My body...\I severed your nerves without cutting your clothes or flesh.\That is the essence of the New Moon School.\Sho!\Sister... response:	Oh, so that is where you were, Miss Erza...
context: There is nothing which I cannot cut.\What are you, some street performer?\What is this? My body...\I severed your nerves without cutting your clothes or flesh.\That is the essence of the New Moon School.\Sho!\Sister...\Oh, so that is where you were, Miss Erza... response:	Let me out of here this instant!
context: What are you, some street performer?\What is this? My body...\I severed your nerves without cutting your clothes or flesh.\That is the essence of the New Moon School.\Sho!\Sister...\Oh, so that is where you were, Miss Erza...\Let me out of here this instant! response:	She is not an opponent you can defeat!
context: What is this? My body...\I severed your nerves without cutting your clothes or flesh.\That is the essence of the New Moon School.\Sho!\Sister...\Oh, so that is where you were, Miss Erza...\Let me out of here this instant!\She is not an opponent you can defeat! response:	Don't worry... That card is protected.
context: I severed your nerves without cutting your clothes or flesh.\That is the essence of the New Moon School.\Sho!\Sister...\Oh, so that is where you were, Miss Erza...\Let me out of here this instant!\She is not an opponent you can defeat!\Don't worry... That card is protected. response:	There is no way anything from the outside could harm you.
context: That is the essence of the New Moon School.\Sho!\Sister...\Oh, so that is where you were, Miss Erza...\Let me out of here this instant!\She is not an opponent you can defeat!\Don't worry... That card is protected.\There is no way anything from the outside could harm you. response:	Oh?
context: Sho!\Sister...\Oh, so that is where you were, Miss Erza...\Let me out of here this instant!\She is not an opponent you can defeat!\Don't worry... That card is protected.\There is no way anything from the outside could harm you.\Oh? response:	That sounds like a challenge.
context: Sister...\Oh, so that is where you were, Miss Erza...\Let me out of here this instant!\She is not an opponent you can defeat!\Don't worry... That card is protected.\There is no way anything from the outside could harm you.\Oh?\That sounds like a challenge. response:	Sho, get me out of here!
context: Oh, so that is where you were, Miss Erza...\Let me out of here this instant!\She is not an opponent you can defeat!\Don't worry... That card is protected.\There is no way anything from the outside could harm you.\Oh?\That sounds like a challenge.\Sho, get me out of here! response:	That is not a normal sword she has!
context: Let me out of here this instant!\She is not an opponent you can defeat!\Don't worry... That card is protected.\There is no way anything from the outside could harm you.\Oh?\That sounds like a challenge.\Sho, get me out of here!\That is not a normal sword she has! response:	Don't worry... Believe in me...
context: She is not an opponent you can defeat!\Don't worry... That card is protected.\There is no way anything from the outside could harm you.\Oh?\That sounds like a challenge.\Sho, get me out of here!\That is not a normal sword she has!\Don't worry... Believe in me... response:	See?
context: Don't worry... That card is protected.\There is no way anything from the outside could harm you.\Oh?\That sounds like a challenge.\Sho, get me out of here!\That is not a normal sword she has!\Don't worry... Believe in me...\See? response:	She sliced through the spatial divide?
context: There is no way anything from the outside could harm you.\Oh?\That sounds like a challenge.\Sho, get me out of here!\That is not a normal sword she has!\Don't worry... Believe in me...\See?\She sliced through the spatial divide? response:	Sister...
context: Oh?\That sounds like a challenge.\Sho, get me out of here!\That is not a normal sword she has!\Don't worry... Believe in me...\See?\She sliced through the spatial divide?\Sister... response:	Thanks to you, your sword made distortions in this space.
context: That sounds like a challenge.\Sho, get me out of here!\That is not a normal sword she has!\Don't worry... Believe in me...\See?\She sliced through the spatial divide?\Sister...\Thanks to you, your sword made distortions in this space. response:	That's how I managed to cut my way out.
context: Sho, get me out of here!\That is not a normal sword she has!\Don't worry... Believe in me...\See?\She sliced through the spatial divide?\Sister...\Thanks to you, your sword made distortions in this space.\That's how I managed to cut my way out. response:	A sword that can cut through the spatial divide is amazing enough,
context: That is not a normal sword she has!\Don't worry... Believe in me...\See?\She sliced through the spatial divide?\Sister...\Thanks to you, your sword made distortions in this space.\That's how I managed to cut my way out.\A sword that can cut through the spatial divide is amazing enough, response:	but to use the enemy's slices in that split second...
context: Don't worry... Believe in me...\See?\She sliced through the spatial divide?\Sister...\Thanks to you, your sword made distortions in this space.\That's how I managed to cut my way out.\A sword that can cut through the spatial divide is amazing enough,\but to use the enemy's slices in that split second... response:	This is Titania's power...
context: See?\She sliced through the spatial divide?\Sister...\Thanks to you, your sword made distortions in this space.\That's how I managed to cut my way out.\A sword that can cut through the spatial divide is amazing enough,\but to use the enemy's slices in that split second...\This is Titania's power... response:	You called yourself Ikaruga, yes?
context: She sliced through the spatial divide?\Sister...\Thanks to you, your sword made distortions in this space.\That's how I managed to cut my way out.\A sword that can cut through the spatial divide is amazing enough,\but to use the enemy's slices in that split second...\This is Titania's power...\You called yourself Ikaruga, yes? response:	I have no use for you.
context: Sister...\Thanks to you, your sword made distortions in this space.\That's how I managed to cut my way out.\A sword that can cut through the spatial divide is amazing enough,\but to use the enemy's slices in that split second...\This is Titania's power...\You called yourself Ikaruga, yes?\I have no use for you. response:	Begone.
context: Thanks to you, your sword made distortions in this space.\That's how I managed to cut my way out.\A sword that can cut through the spatial divide is amazing enough,\but to use the enemy's slices in that split second...\This is Titania's power...\You called yourself Ikaruga, yes?\I have no use for you.\Begone. response:	In lieu of an introduction...
context: That's how I managed to cut my way out.\A sword that can cut through the spatial divide is amazing enough,\but to use the enemy's slices in that split second...\This is Titania's power...\You called yourself Ikaruga, yes?\I have no use for you.\Begone.\In lieu of an introduction... response:	No way!
context: A sword that can cut through the spatial divide is amazing enough,\but to use the enemy's slices in that split second...\This is Titania's power...\You called yourself Ikaruga, yes?\I have no use for you.\Begone.\In lieu of an introduction...\No way! response:	Oh? Did you perhaps not see it?
context: but to use the enemy's slices in that split second...\This is Titania's power...\You called yourself Ikaruga, yes?\I have no use for you.\Begone.\In lieu of an introduction...\No way!\Oh? Did you perhaps not see it? response:	That at which you gaze...
context: This is Titania's power...\You called yourself Ikaruga, yes?\I have no use for you.\Begone.\In lieu of an introduction...\No way!\Oh? Did you perhaps not see it?\That at which you gaze... response:	Trying so hard to find Jellal,
context: You called yourself Ikaruga, yes?\I have no use for you.\Begone.\In lieu of an introduction...\No way!\Oh? Did you perhaps not see it?\That at which you gaze...\Trying so hard to find Jellal, response:	you no longer see the flash of swords all around you.
context: I have no use for you.\Begone.\In lieu of an introduction...\No way!\Oh? Did you perhaps not see it?\That at which you gaze...\Trying so hard to find Jellal,\you no longer see the flash of swords all around you. response:	Yes, yes... Those are the eyes...
context: Begone.\In lieu of an introduction...\No way!\Oh? Did you perhaps not see it?\That at which you gaze...\Trying so hard to find Jellal,\you no longer see the flash of swords all around you.\Yes, yes... Those are the eyes... response:	She's getting serious now!
context: In lieu of an introduction...\No way!\Oh? Did you perhaps not see it?\That at which you gaze...\Trying so hard to find Jellal,\you no longer see the flash of swords all around you.\Yes, yes... Those are the eyes...\She's getting serious now! response:	I am no mere passerby.
context: No way!\Oh? Did you perhaps not see it?\That at which you gaze...\Trying so hard to find Jellal,\you no longer see the flash of swords all around you.\Yes, yes... Those are the eyes...\She's getting serious now!\I am no mere passerby. response:	That is how it seems.
context: Oh? Did you perhaps not see it?\That at which you gaze...\Trying so hard to find Jellal,\you no longer see the flash of swords all around you.\Yes, yes... Those are the eyes...\She's getting serious now!\I am no mere passerby.\That is how it seems. response:	You are an enemy.
context: That at which you gaze...\Trying so hard to find Jellal,\you no longer see the flash of swords all around you.\Yes, yes... Those are the eyes...\She's getting serious now!\I am no mere passerby.\That is how it seems.\You are an enemy. response:	Come at me.
context: Trying so hard to find Jellal,\you no longer see the flash of swords all around you.\Yes, yes... Those are the eyes...\She's getting serious now!\I am no mere passerby.\That is how it seems.\You are an enemy.\Come at me. response:	Heaven's Wheel, Circle Sword!
context: you no longer see the flash of swords all around you.\Yes, yes... Those are the eyes...\She's getting serious now!\I am no mere passerby.\That is how it seems.\You are an enemy.\Come at me.\Heaven's Wheel, Circle Sword! response:	New Moon School.
context: Yes, yes... Those are the eyes...\She's getting serious now!\I am no mere passerby.\That is how it seems.\You are an enemy.\Come at me.\Heaven's Wheel, Circle Sword!\New Moon School. response:	Demon Flash.
context: She's getting serious now!\I am no mere passerby.\That is how it seems.\You are an enemy.\Come at me.\Heaven's Wheel, Circle Sword!\New Moon School.\Demon Flash. response:	All the swords were...
context: I am no mere passerby.\That is how it seems.\You are an enemy.\Come at me.\Heaven's Wheel, Circle Sword!\New Moon School.\Demon Flash.\All the swords were... response:	New Moon School.
