context: The Second Plate response:	Episode 11
context: So I can go out to work in a different kitchen...\Out into the world outside of this place!\So you pass if you do your job without causing problems?\The criterion for passing it\is to make a visible mark during your time in residency.\A visible... mark?\A Few Days Later\Hmm, so the first training site is tackled in pairs... response:	Training Program Guide Yukihira Soma-sama
context: Out into the world outside of this place!\So you pass if you do your job without causing problems?\The criterion for passing it\is to make a visible mark during your time in residency.\A visible... mark?\A Few Days Later\Hmm, so the first training site is tackled in pairs...\Training Program Guide Yukihira Soma-sama response:	Yukihira... Soma...
context: So you pass if you do your job without causing problems?\The criterion for passing it\is to make a visible mark during your time in residency.\A visible... mark?\A Few Days Later\Hmm, so the first training site is tackled in pairs...\Training Program Guide Yukihira Soma-sama\Yukihira... Soma... response:	Well, let's give it our best, Miss Secretary!
context: The criterion for passing it\is to make a visible mark during your time in residency.\A visible... mark?\A Few Days Later\Hmm, so the first training site is tackled in pairs...\Training Program Guide Yukihira Soma-sama\Yukihira... Soma...\Well, let's give it our best, Miss Secretary! response:	The Stagiaire
context: is to make a visible mark during your time in residency.\A visible... mark?\A Few Days Later\Hmm, so the first training site is tackled in pairs...\Training Program Guide Yukihira Soma-sama\Yukihira... Soma...\Well, let's give it our best, Miss Secretary!\The Stagiaire response:	Don't call me that!
context: A visible... mark?\A Few Days Later\Hmm, so the first training site is tackled in pairs...\Training Program Guide Yukihira Soma-sama\Yukihira... Soma...\Well, let's give it our best, Miss Secretary!\The Stagiaire\Don't call me that! response:	I have no intention of working with you!
context: A Few Days Later\Hmm, so the first training site is tackled in pairs...\Training Program Guide Yukihira Soma-sama\Yukihira... Soma...\Well, let's give it our best, Miss Secretary!\The Stagiaire\Don't call me that!\I have no intention of working with you! response:	I'll get through the Stagiaire through my efforts alone!
context: Hmm, so the first training site is tackled in pairs...\Training Program Guide Yukihira Soma-sama\Yukihira... Soma...\Well, let's give it our best, Miss Secretary!\The Stagiaire\Don't call me that!\I have no intention of working with you!\I'll get through the Stagiaire through my efforts alone! response:	Oh, yeah?
context: Training Program Guide Yukihira Soma-sama\Yukihira... Soma...\Well, let's give it our best, Miss Secretary!\The Stagiaire\Don't call me that!\I have no intention of working with you!\I'll get through the Stagiaire through my efforts alone!\Oh, yeah? response:	Hmm, I wonder what kind of restaurant we'll be sent to!
context: Yukihira... Soma...\Well, let's give it our best, Miss Secretary!\The Stagiaire\Don't call me that!\I have no intention of working with you!\I'll get through the Stagiaire through my efforts alone!\Oh, yeah?\Hmm, I wonder what kind of restaurant we'll be sent to! response:	Don't talk to me!
context: Well, let's give it our best, Miss Secretary!\The Stagiaire\Don't call me that!\I have no intention of working with you!\I'll get through the Stagiaire through my efforts alone!\Oh, yeah?\Hmm, I wonder what kind of restaurant we'll be sent to!\Don't talk to me! response:	Since the almighty Totsuki Academy is telling us to go there,
context: The Stagiaire\Don't call me that!\I have no intention of working with you!\I'll get through the Stagiaire through my efforts alone!\Oh, yeah?\Hmm, I wonder what kind of restaurant we'll be sent to!\Don't talk to me!\Since the almighty Totsuki Academy is telling us to go there, response:	I bet it's some ritzy place.
context: Don't call me that!\I have no intention of working with you!\I'll get through the Stagiaire through my efforts alone!\Oh, yeah?\Hmm, I wonder what kind of restaurant we'll be sent to!\Don't talk to me!\Since the almighty Totsuki Academy is telling us to go there,\I bet it's some ritzy place. response:	Are you even listening to me?!
context: I have no intention of working with you!\I'll get through the Stagiaire through my efforts alone!\Oh, yeah?\Hmm, I wonder what kind of restaurant we'll be sent to!\Don't talk to me!\Since the almighty Totsuki Academy is telling us to go there,\I bet it's some ritzy place.\Are you even listening to me?! response:	Western Restaurant Mitamura
context: I'll get through the Stagiaire through my efforts alone!\Oh, yeah?\Hmm, I wonder what kind of restaurant we'll be sent to!\Don't talk to me!\Since the almighty Totsuki Academy is telling us to go there,\I bet it's some ritzy place.\Are you even listening to me?!\Western Restaurant Mitamura response:	This?
context: Oh, yeah?\Hmm, I wonder what kind of restaurant we'll be sent to!\Don't talk to me!\Since the almighty Totsuki Academy is telling us to go there,\I bet it's some ritzy place.\Are you even listening to me?!\Western Restaurant Mitamura\This? response:	It's not what I thought it'd look like.
context: Hmm, I wonder what kind of restaurant we'll be sent to!\Don't talk to me!\Since the almighty Totsuki Academy is telling us to go there,\I bet it's some ritzy place.\Are you even listening to me?!\Western Restaurant Mitamura\This?\It's not what I thought it'd look like. response:	How long are you gonna make us wait?!
context: Don't talk to me!\Since the almighty Totsuki Academy is telling us to go there,\I bet it's some ritzy place.\Are you even listening to me?!\Western Restaurant Mitamura\This?\It's not what I thought it'd look like.\How long are you gonna make us wait?! response:	I can't finish eating in five minutes!
context: Since the almighty Totsuki Academy is telling us to go there,\I bet it's some ritzy place.\Are you even listening to me?!\Western Restaurant Mitamura\This?\It's not what I thought it'd look like.\How long are you gonna make us wait?!\I can't finish eating in five minutes! response:	Cancel my order!
context: I bet it's some ritzy place.\Are you even listening to me?!\Western Restaurant Mitamura\This?\It's not what I thought it'd look like.\How long are you gonna make us wait?!\I can't finish eating in five minutes!\Cancel my order! response:	I've had enough.
context: Are you even listening to me?!\Western Restaurant Mitamura\This?\It's not what I thought it'd look like.\How long are you gonna make us wait?!\I can't finish eating in five minutes!\Cancel my order!\I've had enough. response:	Jeez.
context: Western Restaurant Mitamura\This?\It's not what I thought it'd look like.\How long are you gonna make us wait?!\I can't finish eating in five minutes!\Cancel my order!\I've had enough.\Jeez. response:	You've got to be kidding!
context: This?\It's not what I thought it'd look like.\How long are you gonna make us wait?!\I can't finish eating in five minutes!\Cancel my order!\I've had enough.\Jeez.\You've got to be kidding! response:	I'm sorry, sorry, so sorry!
context: It's not what I thought it'd look like.\How long are you gonna make us wait?!\I can't finish eating in five minutes!\Cancel my order!\I've had enough.\Jeez.\You've got to be kidding!\I'm sorry, sorry, so sorry! response:	Are you two Totsuki students, by any chance?!
context: How long are you gonna make us wait?!\I can't finish eating in five minutes!\Cancel my order!\I've had enough.\Jeez.\You've got to be kidding!\I'm sorry, sorry, so sorry!\Are you two Totsuki students, by any chance?! response:	Western Restaurant Mitamura Third Chef Owner Mitamura Mamoru
context: I can't finish eating in five minutes!\Cancel my order!\I've had enough.\Jeez.\You've got to be kidding!\I'm sorry, sorry, so sorry!\Are you two Totsuki students, by any chance?!\Western Restaurant Mitamura Third Chef Owner Mitamura Mamoru response:	Oh, I wish you hadn't seen that embarrassing scene just now.
context: Cancel my order!\I've had enough.\Jeez.\You've got to be kidding!\I'm sorry, sorry, so sorry!\Are you two Totsuki students, by any chance?!\Western Restaurant Mitamura Third Chef Owner Mitamura Mamoru\Oh, I wish you hadn't seen that embarrassing scene just now. response:	I'm Mitamura, the third owner of this restaurant.
context: I've had enough.\Jeez.\You've got to be kidding!\I'm sorry, sorry, so sorry!\Are you two Totsuki students, by any chance?!\Western Restaurant Mitamura Third Chef Owner Mitamura Mamoru\Oh, I wish you hadn't seen that embarrassing scene just now.\I'm Mitamura, the third owner of this restaurant. response:	Nice to meet you!
context: Jeez.\You've got to be kidding!\I'm sorry, sorry, so sorry!\Are you two Totsuki students, by any chance?!\Western Restaurant Mitamura Third Chef Owner Mitamura Mamoru\Oh, I wish you hadn't seen that embarrassing scene just now.\I'm Mitamura, the third owner of this restaurant.\Nice to meet you! response:	I am Arato Hisako. I will be here for a week for the Stagiaire.
context: You've got to be kidding!\I'm sorry, sorry, so sorry!\Are you two Totsuki students, by any chance?!\Western Restaurant Mitamura Third Chef Owner Mitamura Mamoru\Oh, I wish you hadn't seen that embarrassing scene just now.\I'm Mitamura, the third owner of this restaurant.\Nice to meet you!\I am Arato Hisako. I will be here for a week for the Stagiaire. response:	I am sure I have much to learn,
context: I'm sorry, sorry, so sorry!\Are you two Totsuki students, by any chance?!\Western Restaurant Mitamura Third Chef Owner Mitamura Mamoru\Oh, I wish you hadn't seen that embarrassing scene just now.\I'm Mitamura, the third owner of this restaurant.\Nice to meet you!\I am Arato Hisako. I will be here for a week for the Stagiaire.\I am sure I have much to learn, response:	so I appreciate your having me here.
context: Are you two Totsuki students, by any chance?!\Western Restaurant Mitamura Third Chef Owner Mitamura Mamoru\Oh, I wish you hadn't seen that embarrassing scene just now.\I'm Mitamura, the third owner of this restaurant.\Nice to meet you!\I am Arato Hisako. I will be here for a week for the Stagiaire.\I am sure I have much to learn,\so I appreciate your having me here. response:	I'm Yukihira Soma.
context: Western Restaurant Mitamura Third Chef Owner Mitamura Mamoru\Oh, I wish you hadn't seen that embarrassing scene just now.\I'm Mitamura, the third owner of this restaurant.\Nice to meet you!\I am Arato Hisako. I will be here for a week for the Stagiaire.\I am sure I have much to learn,\so I appreciate your having me here.\I'm Yukihira Soma. response:	Thanks for having me.
context: Oh, I wish you hadn't seen that embarrassing scene just now.\I'm Mitamura, the third owner of this restaurant.\Nice to meet you!\I am Arato Hisako. I will be here for a week for the Stagiaire.\I am sure I have much to learn,\so I appreciate your having me here.\I'm Yukihira Soma.\Thanks for having me. response:	I see.
context: I'm Mitamura, the third owner of this restaurant.\Nice to meet you!\I am Arato Hisako. I will be here for a week for the Stagiaire.\I am sure I have much to learn,\so I appreciate your having me here.\I'm Yukihira Soma.\Thanks for having me.\I see. response:	Arato-san and Yukihira-kun, huh?
context: Nice to meet you!\I am Arato Hisako. I will be here for a week for the Stagiaire.\I am sure I have much to learn,\so I appreciate your having me here.\I'm Yukihira Soma.\Thanks for having me.\I see.\Arato-san and Yukihira-kun, huh? response:	Well, sorry to cut to the point, but...
context: I am Arato Hisako. I will be here for a week for the Stagiaire.\I am sure I have much to learn,\so I appreciate your having me here.\I'm Yukihira Soma.\Thanks for having me.\I see.\Arato-san and Yukihira-kun, huh?\Well, sorry to cut to the point, but... response:	Huh?
context: I am sure I have much to learn,\so I appreciate your having me here.\I'm Yukihira Soma.\Thanks for having me.\I see.\Arato-san and Yukihira-kun, huh?\Well, sorry to cut to the point, but...\Huh? response:	I mean, you're students of the Totsuki Academy, aren't you?!
context: so I appreciate your having me here.\I'm Yukihira Soma.\Thanks for having me.\I see.\Arato-san and Yukihira-kun, huh?\Well, sorry to cut to the point, but...\Huh?\I mean, you're students of the Totsuki Academy, aren't you?! response:	You might become world-renowned all-star chefs in the future!
context: I'm Yukihira Soma.\Thanks for having me.\I see.\Arato-san and Yukihira-kun, huh?\Well, sorry to cut to the point, but...\Huh?\I mean, you're students of the Totsuki Academy, aren't you?!\You might become world-renowned all-star chefs in the future! response:	He reminds me of someone.
context: Thanks for having me.\I see.\Arato-san and Yukihira-kun, huh?\Well, sorry to cut to the point, but...\Huh?\I mean, you're students of the Totsuki Academy, aren't you?!\You might become world-renowned all-star chefs in the future!\He reminds me of someone. response:	Soma-chan!
context: I see.\Arato-san and Yukihira-kun, huh?\Well, sorry to cut to the point, but...\Huh?\I mean, you're students of the Totsuki Academy, aren't you?!\You might become world-renowned all-star chefs in the future!\He reminds me of someone.\Soma-chan! response:	I'm not any chef to be proud of.
context: Arato-san and Yukihira-kun, huh?\Well, sorry to cut to the point, but...\Huh?\I mean, you're students of the Totsuki Academy, aren't you?!\You might become world-renowned all-star chefs in the future!\He reminds me of someone.\Soma-chan!\I'm not any chef to be proud of. response:	Arato Hisako Loyalty
context: Well, sorry to cut to the point, but...\Huh?\I mean, you're students of the Totsuki Academy, aren't you?!\You might become world-renowned all-star chefs in the future!\He reminds me of someone.\Soma-chan!\I'm not any chef to be proud of.\Arato Hisako Loyalty response:	Yukihira Soma Diner Yukihira's on Break!
context: Huh?\I mean, you're students of the Totsuki Academy, aren't you?!\You might become world-renowned all-star chefs in the future!\He reminds me of someone.\Soma-chan!\I'm not any chef to be proud of.\Arato Hisako Loyalty\Yukihira Soma Diner Yukihira's on Break! response:	Arato, how much longer are you gonna take?
context: I mean, you're students of the Totsuki Academy, aren't you?!\You might become world-renowned all-star chefs in the future!\He reminds me of someone.\Soma-chan!\I'm not any chef to be proud of.\Arato Hisako Loyalty\Yukihira Soma Diner Yukihira's on Break!\Arato, how much longer are you gonna take? response:	Don't talk to me when I'm still changing clothes!
context: You might become world-renowned all-star chefs in the future!\He reminds me of someone.\Soma-chan!\I'm not any chef to be proud of.\Arato Hisako Loyalty\Yukihira Soma Diner Yukihira's on Break!\Arato, how much longer are you gonna take?\Don't talk to me when I'm still changing clothes! response:	Where are your manners?!
context: He reminds me of someone.\Soma-chan!\I'm not any chef to be proud of.\Arato Hisako Loyalty\Yukihira Soma Diner Yukihira's on Break!\Arato, how much longer are you gonna take?\Don't talk to me when I'm still changing clothes!\Where are your manners?! response:	Still, it feels new to stand in the kitchen without wearing my Yukihira T-shirt.
context: Soma-chan!\I'm not any chef to be proud of.\Arato Hisako Loyalty\Yukihira Soma Diner Yukihira's on Break!\Arato, how much longer are you gonna take?\Don't talk to me when I'm still changing clothes!\Where are your manners?!\Still, it feels new to stand in the kitchen without wearing my Yukihira T-shirt. response:	Sorry to make you wait.
context: I'm not any chef to be proud of.\Arato Hisako Loyalty\Yukihira Soma Diner Yukihira's on Break!\Arato, how much longer are you gonna take?\Don't talk to me when I'm still changing clothes!\Where are your manners?!\Still, it feels new to stand in the kitchen without wearing my Yukihira T-shirt.\Sorry to make you wait. response:	You look pretty good in an apron, Arato.
context: Arato Hisako Loyalty\Yukihira Soma Diner Yukihira's on Break!\Arato, how much longer are you gonna take?\Don't talk to me when I'm still changing clothes!\Where are your manners?!\Still, it feels new to stand in the kitchen without wearing my Yukihira T-shirt.\Sorry to make you wait.\You look pretty good in an apron, Arato. response:	What?!
context: Yukihira Soma Diner Yukihira's on Break!\Arato, how much longer are you gonna take?\Don't talk to me when I'm still changing clothes!\Where are your manners?!\Still, it feels new to stand in the kitchen without wearing my Yukihira T-shirt.\Sorry to make you wait.\You look pretty good in an apron, Arato.\What?! response:	Come to think of it, it's my first time talking to you alone.
context: Arato, how much longer are you gonna take?\Don't talk to me when I'm still changing clothes!\Where are your manners?!\Still, it feels new to stand in the kitchen without wearing my Yukihira T-shirt.\Sorry to make you wait.\You look pretty good in an apron, Arato.\What?!\Come to think of it, it's my first time talking to you alone. response:	You were always with Nakiri.
context: Don't talk to me when I'm still changing clothes!\Where are your manners?!\Still, it feels new to stand in the kitchen without wearing my Yukihira T-shirt.\Sorry to make you wait.\You look pretty good in an apron, Arato.\What?!\Come to think of it, it's my first time talking to you alone.\You were always with Nakiri. response:	Oh, right!
context: Where are your manners?!\Still, it feels new to stand in the kitchen without wearing my Yukihira T-shirt.\Sorry to make you wait.\You look pretty good in an apron, Arato.\What?!\Come to think of it, it's my first time talking to you alone.\You were always with Nakiri.\Oh, right! response:	The next time you see Nakiri
context: Still, it feels new to stand in the kitchen without wearing my Yukihira T-shirt.\Sorry to make you wait.\You look pretty good in an apron, Arato.\What?!\Come to think of it, it's my first time talking to you alone.\You were always with Nakiri.\Oh, right!\The next time you see Nakiri response:	I cannot go back to Erina-sama anymore.
context: Sorry to make you wait.\You look pretty good in an apron, Arato.\What?!\Come to think of it, it's my first time talking to you alone.\You were always with Nakiri.\Oh, right!\The next time you see Nakiri\I cannot go back to Erina-sama anymore. response:	I have no right, after being defeated in the Autumn Elections.
context: You look pretty good in an apron, Arato.\What?!\Come to think of it, it's my first time talking to you alone.\You were always with Nakiri.\Oh, right!\The next time you see Nakiri\I cannot go back to Erina-sama anymore.\I have no right, after being defeated in the Autumn Elections. response:	Oh, right.
context: What?!\Come to think of it, it's my first time talking to you alone.\You were always with Nakiri.\Oh, right!\The next time you see Nakiri\I cannot go back to Erina-sama anymore.\I have no right, after being defeated in the Autumn Elections.\Oh, right. response:	You lost to Hayama, yeah.
context: Come to think of it, it's my first time talking to you alone.\You were always with Nakiri.\Oh, right!\The next time you see Nakiri\I cannot go back to Erina-sama anymore.\I have no right, after being defeated in the Autumn Elections.\Oh, right.\You lost to Hayama, yeah. response:	Shut up!
context: You were always with Nakiri.\Oh, right!\The next time you see Nakiri\I cannot go back to Erina-sama anymore.\I have no right, after being defeated in the Autumn Elections.\Oh, right.\You lost to Hayama, yeah.\Shut up! response:	Don't laugh!
context: Oh, right!\The next time you see Nakiri\I cannot go back to Erina-sama anymore.\I have no right, after being defeated in the Autumn Elections.\Oh, right.\You lost to Hayama, yeah.\Shut up!\Don't laugh! response:	Erina-sama is invincible and undefeated.
context: The next time you see Nakiri\I cannot go back to Erina-sama anymore.\I have no right, after being defeated in the Autumn Elections.\Oh, right.\You lost to Hayama, yeah.\Shut up!\Don't laugh!\Erina-sama is invincible and undefeated. response:	If a loser like me stays at her side,
context: I cannot go back to Erina-sama anymore.\I have no right, after being defeated in the Autumn Elections.\Oh, right.\You lost to Hayama, yeah.\Shut up!\Don't laugh!\Erina-sama is invincible and undefeated.\If a loser like me stays at her side, response:	I'll demean her.
context: I have no right, after being defeated in the Autumn Elections.\Oh, right.\You lost to Hayama, yeah.\Shut up!\Don't laugh!\Erina-sama is invincible and undefeated.\If a loser like me stays at her side,\I'll demean her. response:	Hurry up.
context: Oh, right.\You lost to Hayama, yeah.\Shut up!\Don't laugh!\Erina-sama is invincible and undefeated.\If a loser like me stays at her side,\I'll demean her.\Hurry up. response:	It's quiet.
context: You lost to Hayama, yeah.\Shut up!\Don't laugh!\Erina-sama is invincible and undefeated.\If a loser like me stays at her side,\I'll demean her.\Hurry up.\It's quiet. response:	I can't believe there was a commotion here earlier.
context: Shut up!\Don't laugh!\Erina-sama is invincible and undefeated.\If a loser like me stays at her side,\I'll demean her.\Hurry up.\It's quiet.\I can't believe there was a commotion here earlier. response:	All right!
context: Don't laugh!\Erina-sama is invincible and undefeated.\If a loser like me stays at her side,\I'll demean her.\Hurry up.\It's quiet.\I can't believe there was a commotion here earlier.\All right! response:	Let's give it all we've got!
context: Erina-sama is invincible and undefeated.\If a loser like me stays at her side,\I'll demean her.\Hurry up.\It's quiet.\I can't believe there was a commotion here earlier.\All right!\Let's give it all we've got! response:	Oh, so first off, Arato, you can
context: If a loser like me stays at her side,\I'll demean her.\Hurry up.\It's quiet.\I can't believe there was a commotion here earlier.\All right!\Let's give it all we've got!\Oh, so first off, Arato, you can response:	Don't give me orders!
context: I'll demean her.\Hurry up.\It's quiet.\I can't believe there was a commotion here earlier.\All right!\Let's give it all we've got!\Oh, so first off, Arato, you can\Don't give me orders! response:	Listen!
context: Hurry up.\It's quiet.\I can't believe there was a commotion here earlier.\All right!\Let's give it all we've got!\Oh, so first off, Arato, you can\Don't give me orders!\Listen! response:	Don't get on a high horse just because you have practical experience!
context: It's quiet.\I can't believe there was a commotion here earlier.\All right!\Let's give it all we've got!\Oh, so first off, Arato, you can\Don't give me orders!\Listen!\Don't get on a high horse just because you have practical experience! response:	I've taken classes where I had to cook in teams, too!
context: I can't believe there was a commotion here earlier.\All right!\Let's give it all we've got!\Oh, so first off, Arato, you can\Don't give me orders!\Listen!\Don't get on a high horse just because you have practical experience!\I've taken classes where I had to cook in teams, too! response:	I had no problems during camp finishing tasks that required speed!
context: All right!\Let's give it all we've got!\Oh, so first off, Arato, you can\Don't give me orders!\Listen!\Don't get on a high horse just because you have practical experience!\I've taken classes where I had to cook in teams, too!\I had no problems during camp finishing tasks that required speed! response:	I'm not going to have any problems in the Stagiaire!
context: Let's give it all we've got!\Oh, so first off, Arato, you can\Don't give me orders!\Listen!\Don't get on a high horse just because you have practical experience!\I've taken classes where I had to cook in teams, too!\I had no problems during camp finishing tasks that required speed!\I'm not going to have any problems in the Stagiaire! response:	But what you said...
context: Oh, so first off, Arato, you can\Don't give me orders!\Listen!\Don't get on a high horse just because you have practical experience!\I've taken classes where I had to cook in teams, too!\I had no problems during camp finishing tasks that required speed!\I'm not going to have any problems in the Stagiaire!\But what you said... response:	They were all situations that didn't involve
context: Don't give me orders!\Listen!\Don't get on a high horse just because you have practical experience!\I've taken classes where I had to cook in teams, too!\I had no problems during camp finishing tasks that required speed!\I'm not going to have any problems in the Stagiaire!\But what you said...\They were all situations that didn't involve response:	dealing with an endless stream of orders, weren't they?
context: Listen!\Don't get on a high horse just because you have practical experience!\I've taken classes where I had to cook in teams, too!\I had no problems during camp finishing tasks that required speed!\I'm not going to have any problems in the Stagiaire!\But what you said...\They were all situations that didn't involve\dealing with an endless stream of orders, weren't they? response:	What?!
context: Don't get on a high horse just because you have practical experience!\I've taken classes where I had to cook in teams, too!\I had no problems during camp finishing tasks that required speed!\I'm not going to have any problems in the Stagiaire!\But what you said...\They were all situations that didn't involve\dealing with an endless stream of orders, weren't they?\What?! response:	Here they come!
context: I've taken classes where I had to cook in teams, too!\I had no problems during camp finishing tasks that required speed!\I'm not going to have any problems in the Stagiaire!\But what you said...\They were all situations that didn't involve\dealing with an endless stream of orders, weren't they?\What?!\Here they come! response:	Wh...
context: I had no problems during camp finishing tasks that required speed!\I'm not going to have any problems in the Stagiaire!\But what you said...\They were all situations that didn't involve\dealing with an endless stream of orders, weren't they?\What?!\Here they come!\Wh... response:	What?!
