context: Santa Claus is my Sweetheart response:	Weird.
context: There's actually another Gachi fan here...\I'm so happy...I wanna talk about them.\I dunno what's gotten into Youngest-san but I like it!\So hey, lemme take a look-\What's your favorite part?\Huh?\What's your favorite part? You know, specifically?\Part? Dude... response:	The boobs, THE BOOBS!
context: I'm so happy...I wanna talk about them.\I dunno what's gotten into Youngest-san but I like it!\So hey, lemme take a look-\What's your favorite part?\Huh?\What's your favorite part? You know, specifically?\Part? Dude...\The boobs, THE BOOBS! response:	I knew it, he only watches to ogle Gachi Pink and the female boss!
context: I dunno what's gotten into Youngest-san but I like it!\So hey, lemme take a look-\What's your favorite part?\Huh?\What's your favorite part? You know, specifically?\Part? Dude...\The boobs, THE BOOBS!\I knew it, he only watches to ogle Gachi Pink and the female boss! response:	All boys are like that!
context: So hey, lemme take a look-\What's your favorite part?\Huh?\What's your favorite part? You know, specifically?\Part? Dude...\The boobs, THE BOOBS!\I knew it, he only watches to ogle Gachi Pink and the female boss!\All boys are like that! response:	Never mind.
context: What's your favorite part?\Huh?\What's your favorite part? You know, specifically?\Part? Dude...\The boobs, THE BOOBS!\I knew it, he only watches to ogle Gachi Pink and the female boss!\All boys are like that!\Never mind. response:	Wh-Wha-
context: Huh?\What's your favorite part? You know, specifically?\Part? Dude...\The boobs, THE BOOBS!\I knew it, he only watches to ogle Gachi Pink and the female boss!\All boys are like that!\Never mind.\Wh-Wha- response:	What else is there but boobs and butts?!
context: What's your favorite part? You know, specifically?\Part? Dude...\The boobs, THE BOOBS!\I knew it, he only watches to ogle Gachi Pink and the female boss!\All boys are like that!\Never mind.\Wh-Wha-\What else is there but boobs and butts?! response:	Don't insult me!
context: Part? Dude...\The boobs, THE BOOBS!\I knew it, he only watches to ogle Gachi Pink and the female boss!\All boys are like that!\Never mind.\Wh-Wha-\What else is there but boobs and butts?!\Don't insult me! response:	The scenes, the adventure, the different ways they merge together,
context: The boobs, THE BOOBS!\I knew it, he only watches to ogle Gachi Pink and the female boss!\All boys are like that!\Never mind.\Wh-Wha-\What else is there but boobs and butts?!\Don't insult me!\The scenes, the adventure, the different ways they merge together, response:	the way you can FEEL the energy!
context: I knew it, he only watches to ogle Gachi Pink and the female boss!\All boys are like that!\Never mind.\Wh-Wha-\What else is there but boobs and butts?!\Don't insult me!\The scenes, the adventure, the different ways they merge together,\the way you can FEEL the energy! response:	Every moment is a priceless work of art!
context: All boys are like that!\Never mind.\Wh-Wha-\What else is there but boobs and butts?!\Don't insult me!\The scenes, the adventure, the different ways they merge together,\the way you can FEEL the energy!\Every moment is a priceless work of art! response:	Porn...is art?
context: Never mind.\Wh-Wha-\What else is there but boobs and butts?!\Don't insult me!\The scenes, the adventure, the different ways they merge together,\the way you can FEEL the energy!\Every moment is a priceless work of art!\Porn...is art? response:	I've been such a fool...
context: Wh-Wha-\What else is there but boobs and butts?!\Don't insult me!\The scenes, the adventure, the different ways they merge together,\the way you can FEEL the energy!\Every moment is a priceless work of art!\Porn...is art?\I've been such a fool... response:	Well I'm glad you understand now.
context: What else is there but boobs and butts?!\Don't insult me!\The scenes, the adventure, the different ways they merge together,\the way you can FEEL the energy!\Every moment is a priceless work of art!\Porn...is art?\I've been such a fool...\Well I'm glad you understand now. response:	What's your favorite kind of move?
context: Don't insult me!\The scenes, the adventure, the different ways they merge together,\the way you can FEEL the energy!\Every moment is a priceless work of art!\Porn...is art?\I've been such a fool...\Well I'm glad you understand now.\What's your favorite kind of move? response:	Move?
context: The scenes, the adventure, the different ways they merge together,\the way you can FEEL the energy!\Every moment is a priceless work of art!\Porn...is art?\I've been such a fool...\Well I'm glad you understand now.\What's your favorite kind of move?\Move? response:	Mine's definitely the type where they end it in one shot, POW!
context: the way you can FEEL the energy!\Every moment is a priceless work of art!\Porn...is art?\I've been such a fool...\Well I'm glad you understand now.\What's your favorite kind of move?\Move?\Mine's definitely the type where they end it in one shot, POW! response:	Like the Gachi Lariat or the Gachi Sobat!
context: Every moment is a priceless work of art!\Porn...is art?\I've been such a fool...\Well I'm glad you understand now.\What's your favorite kind of move?\Move?\Mine's definitely the type where they end it in one shot, POW!\Like the Gachi Lariat or the Gachi Sobat! response:	In...one...shot?
context: Porn...is art?\I've been such a fool...\Well I'm glad you understand now.\What's your favorite kind of move?\Move?\Mine's definitely the type where they end it in one shot, POW!\Like the Gachi Lariat or the Gachi Sobat!\In...one...shot? response:	Like a sex move?
context: I've been such a fool...\Well I'm glad you understand now.\What's your favorite kind of move?\Move?\Mine's definitely the type where they end it in one shot, POW!\Like the Gachi Lariat or the Gachi Sobat!\In...one...shot?\Like a sex move? response:	Don't you have one?
context: Well I'm glad you understand now.\What's your favorite kind of move?\Move?\Mine's definitely the type where they end it in one shot, POW!\Like the Gachi Lariat or the Gachi Sobat!\In...one...shot?\Like a sex move?\Don't you have one? response:	I do! I practice all the time!
context: What's your favorite kind of move?\Move?\Mine's definitely the type where they end it in one shot, POW!\Like the Gachi Lariat or the Gachi Sobat!\In...one...shot?\Like a sex move?\Don't you have one?\I do! I practice all the time! response:	Oh...I see...
context: Move?\Mine's definitely the type where they end it in one shot, POW!\Like the Gachi Lariat or the Gachi Sobat!\In...one...shot?\Like a sex move?\Don't you have one?\I do! I practice all the time!\Oh...I see... response:	Well, you can try it on me.
context: Mine's definitely the type where they end it in one shot, POW!\Like the Gachi Lariat or the Gachi Sobat!\In...one...shot?\Like a sex move?\Don't you have one?\I do! I practice all the time!\Oh...I see...\Well, you can try it on me. response:	I-I can?!
context: Like the Gachi Lariat or the Gachi Sobat!\In...one...shot?\Like a sex move?\Don't you have one?\I do! I practice all the time!\Oh...I see...\Well, you can try it on me.\I-I can?! response:	Just don't hurt me.
context: In...one...shot?\Like a sex move?\Don't you have one?\I do! I practice all the time!\Oh...I see...\Well, you can try it on me.\I-I can?!\Just don't hurt me. response:	My first time...playing Gachi Rangers!
context: Like a sex move?\Don't you have one?\I do! I practice all the time!\Oh...I see...\Well, you can try it on me.\I-I can?!\Just don't hurt me.\My first time...playing Gachi Rangers! response:	Finally, I get to test the secret moves I've practiced and practiced!
context: Don't you have one?\I do! I practice all the time!\Oh...I see...\Well, you can try it on me.\I-I can?!\Just don't hurt me.\My first time...playing Gachi Rangers!\Finally, I get to test the secret moves I've practiced and practiced! response:	All right, here I come!
context: I do! I practice all the time!\Oh...I see...\Well, you can try it on me.\I-I can?!\Just don't hurt me.\My first time...playing Gachi Rangers!\Finally, I get to test the secret moves I've practiced and practiced!\All right, here I come! response:	I'm putting my full power behind this one!
context: Oh...I see...\Well, you can try it on me.\I-I can?!\Just don't hurt me.\My first time...playing Gachi Rangers!\Finally, I get to test the secret moves I've practiced and practiced!\All right, here I come!\I'm putting my full power behind this one! response:	What're you doing? It's time for class.
context: Well, you can try it on me.\I-I can?!\Just don't hurt me.\My first time...playing Gachi Rangers!\Finally, I get to test the secret moves I've practiced and practiced!\All right, here I come!\I'm putting my full power behind this one!\What're you doing? It's time for class. response:	Oh yes, sensei's a fan too.
context: I-I can?!\Just don't hurt me.\My first time...playing Gachi Rangers!\Finally, I get to test the secret moves I've practiced and practiced!\All right, here I come!\I'm putting my full power behind this one!\What're you doing? It's time for class.\Oh yes, sensei's a fan too. response:	Ah...of course he is.
context: Just don't hurt me.\My first time...playing Gachi Rangers!\Finally, I get to test the secret moves I've practiced and practiced!\All right, here I come!\I'm putting my full power behind this one!\What're you doing? It's time for class.\Oh yes, sensei's a fan too.\Ah...of course he is. response:	Why don't you try it on him?
context: My first time...playing Gachi Rangers!\Finally, I get to test the secret moves I've practiced and practiced!\All right, here I come!\I'm putting my full power behind this one!\What're you doing? It's time for class.\Oh yes, sensei's a fan too.\Ah...of course he is.\Why don't you try it on him? response:	Then you won't have to hold back.
context: Finally, I get to test the secret moves I've practiced and practiced!\All right, here I come!\I'm putting my full power behind this one!\What're you doing? It's time for class.\Oh yes, sensei's a fan too.\Ah...of course he is.\Why don't you try it on him?\Then you won't have to hold back. response:	But-
context: All right, here I come!\I'm putting my full power behind this one!\What're you doing? It's time for class.\Oh yes, sensei's a fan too.\Ah...of course he is.\Why don't you try it on him?\Then you won't have to hold back.\But- response:	What's wrong?
context: I'm putting my full power behind this one!\What're you doing? It's time for class.\Oh yes, sensei's a fan too.\Ah...of course he is.\Why don't you try it on him?\Then you won't have to hold back.\But-\What's wrong? response:	You can't do it?
context: What're you doing? It's time for class.\Oh yes, sensei's a fan too.\Ah...of course he is.\Why don't you try it on him?\Then you won't have to hold back.\But-\What's wrong?\You can't do it? response:	Super move!
context: Oh yes, sensei's a fan too.\Ah...of course he is.\Why don't you try it on him?\Then you won't have to hold back.\But-\What's wrong?\You can't do it?\Super move! response:	Lightspeed One-Handed Panty Snatch!
context: Ah...of course he is.\Why don't you try it on him?\Then you won't have to hold back.\But-\What's wrong?\You can't do it?\Super move!\Lightspeed One-Handed Panty Snatch! response:	The first time I get to do this and it's on a DUDE...
context: Why don't you try it on him?\Then you won't have to hold back.\But-\What's wrong?\You can't do it?\Super move!\Lightspeed One-Handed Panty Snatch!\The first time I get to do this and it's on a DUDE... response:	Damn it all!
context: Then you won't have to hold back.\But-\What's wrong?\You can't do it?\Super move!\Lightspeed One-Handed Panty Snatch!\The first time I get to do this and it's on a DUDE...\Damn it all! response:	Mitsudomoe!
context: But-\What's wrong?\You can't do it?\Super move!\Lightspeed One-Handed Panty Snatch!\The first time I get to do this and it's on a DUDE...\Damn it all!\Mitsudomoe! response:	Yabecchi's Room
context: What's wrong?\You can't do it?\Super move!\Lightspeed One-Handed Panty Snatch!\The first time I get to do this and it's on a DUDE...\Damn it all!\Mitsudomoe!\Yabecchi's Room response:	Now for the first edition of Yabecchi's Room!
context: You can't do it?\Super move!\Lightspeed One-Handed Panty Snatch!\The first time I get to do this and it's on a DUDE...\Damn it all!\Mitsudomoe!\Yabecchi's Room\Now for the first edition of Yabecchi's Room! response:	Our first guest is the eldest of the Marui triplets, Marui Mitsuba-san!
context: Super move!\Lightspeed One-Handed Panty Snatch!\The first time I get to do this and it's on a DUDE...\Damn it all!\Mitsudomoe!\Yabecchi's Room\Now for the first edition of Yabecchi's Room!\Our first guest is the eldest of the Marui triplets, Marui Mitsuba-san! response:	Today's guest - Marui Mitsuba-san
context: Lightspeed One-Handed Panty Snatch!\The first time I get to do this and it's on a DUDE...\Damn it all!\Mitsudomoe!\Yabecchi's Room\Now for the first edition of Yabecchi's Room!\Our first guest is the eldest of the Marui triplets, Marui Mitsuba-san!\Today's guest - Marui Mitsuba-san response:	What interesting topics will we talk about today?
context: The first time I get to do this and it's on a DUDE...\Damn it all!\Mitsudomoe!\Yabecchi's Room\Now for the first edition of Yabecchi's Room!\Our first guest is the eldest of the Marui triplets, Marui Mitsuba-san!\Today's guest - Marui Mitsuba-san\What interesting topics will we talk about today? response:	Hey, what's with this overlay?
context: Damn it all!\Mitsudomoe!\Yabecchi's Room\Now for the first edition of Yabecchi's Room!\Our first guest is the eldest of the Marui triplets, Marui Mitsuba-san!\Today's guest - Marui Mitsuba-san\What interesting topics will we talk about today?\Hey, what's with this overlay? response:	-san? Forget that! I demand you put -sama!!
context: Mitsudomoe!\Yabecchi's Room\Now for the first edition of Yabecchi's Room!\Our first guest is the eldest of the Marui triplets, Marui Mitsuba-san!\Today's guest - Marui Mitsuba-san\What interesting topics will we talk about today?\Hey, what's with this overlay?\-san? Forget that! I demand you put -sama!! response:	And another thing, what's the idea of calling me over and only having Oolong tea?
context: Yabecchi's Room\Now for the first edition of Yabecchi's Room!\Our first guest is the eldest of the Marui triplets, Marui Mitsuba-san!\Today's guest - Marui Mitsuba-san\What interesting topics will we talk about today?\Hey, what's with this overlay?\-san? Forget that! I demand you put -sama!!\And another thing, what's the idea of calling me over and only having Oolong tea? response:	You dumb virgin!
context: Now for the first edition of Yabecchi's Room!\Our first guest is the eldest of the Marui triplets, Marui Mitsuba-san!\Today's guest - Marui Mitsuba-san\What interesting topics will we talk about today?\Hey, what's with this overlay?\-san? Forget that! I demand you put -sama!!\And another thing, what's the idea of calling me over and only having Oolong tea?\You dumb virgin! response:	Get me something to go with this, like cake! Or cream puffs!
context: Our first guest is the eldest of the Marui triplets, Marui Mitsuba-san!\Today's guest - Marui Mitsuba-san\What interesting topics will we talk about today?\Hey, what's with this overlay?\-san? Forget that! I demand you put -sama!!\And another thing, what's the idea of calling me over and only having Oolong tea?\You dumb virgin!\Get me something to go with this, like cake! Or cream puffs! response:	Look at all that, why didn't you have this out in the first place, you dunce!
context: Today's guest - Marui Mitsuba-san\What interesting topics will we talk about today?\Hey, what's with this overlay?\-san? Forget that! I demand you put -sama!!\And another thing, what's the idea of calling me over and only having Oolong tea?\You dumb virgin!\Get me something to go with this, like cake! Or cream puffs!\Look at all that, why didn't you have this out in the first place, you dunce! response:	Om nom nom
context: What interesting topics will we talk about today?\Hey, what's with this overlay?\-san? Forget that! I demand you put -sama!!\And another thing, what's the idea of calling me over and only having Oolong tea?\You dumb virgin!\Get me something to go with this, like cake! Or cream puffs!\Look at all that, why didn't you have this out in the first place, you dunce!\Om nom nom response:	Umm...
context: Hey, what's with this overlay?\-san? Forget that! I demand you put -sama!!\And another thing, what's the idea of calling me over and only having Oolong tea?\You dumb virgin!\Get me something to go with this, like cake! Or cream puffs!\Look at all that, why didn't you have this out in the first place, you dunce!\Om nom nom\Umm... response:	Om nom nom
context: -san? Forget that! I demand you put -sama!!\And another thing, what's the idea of calling me over and only having Oolong tea?\You dumb virgin!\Get me something to go with this, like cake! Or cream puffs!\Look at all that, why didn't you have this out in the first place, you dunce!\Om nom nom\Umm...\Om nom nom response:	Umm, Mitsuba-chan...
context: And another thing, what's the idea of calling me over and only having Oolong tea?\You dumb virgin!\Get me something to go with this, like cake! Or cream puffs!\Look at all that, why didn't you have this out in the first place, you dunce!\Om nom nom\Umm...\Om nom nom\Umm, Mitsuba-chan... response:	Om nom nom!
context: You dumb virgin!\Get me something to go with this, like cake! Or cream puffs!\Look at all that, why didn't you have this out in the first place, you dunce!\Om nom nom\Umm...\Om nom nom\Umm, Mitsuba-chan...\Om nom nom! response:	Om nom nom
context: Get me something to go with this, like cake! Or cream puffs!\Look at all that, why didn't you have this out in the first place, you dunce!\Om nom nom\Umm...\Om nom nom\Umm, Mitsuba-chan...\Om nom nom!\Om nom nom response:	Mitsuba-chan, we're supposed-
context: Look at all that, why didn't you have this out in the first place, you dunce!\Om nom nom\Umm...\Om nom nom\Umm, Mitsuba-chan...\Om nom nom!\Om nom nom\Mitsuba-chan, we're supposed- response:	Om nom nom
context: Om nom nom\Umm...\Om nom nom\Umm, Mitsuba-chan...\Om nom nom!\Om nom nom\Mitsuba-chan, we're supposed-\Om nom nom response:	Om nom nom
context: Umm...\Om nom nom\Umm, Mitsuba-chan...\Om nom nom!\Om nom nom\Mitsuba-chan, we're supposed-\Om nom nom\Om nom nom response:	Why did we do this?! I quit!
context: Om nom nom\Umm, Mitsuba-chan...\Om nom nom!\Om nom nom\Mitsuba-chan, we're supposed-\Om nom nom\Om nom nom\Why did we do this?! I quit! response:	Good idea.
context: Umm, Mitsuba-chan...\Om nom nom!\Om nom nom\Mitsuba-chan, we're supposed-\Om nom nom\Om nom nom\Why did we do this?! I quit!\Good idea. response:	What was the point of all this?!
context: Om nom nom!\Om nom nom\Mitsuba-chan, we're supposed-\Om nom nom\Om nom nom\Why did we do this?! I quit!\Good idea.\What was the point of all this?! response:	Yabecchi's Room - Fin
context: Om nom nom\Mitsuba-chan, we're supposed-\Om nom nom\Om nom nom\Why did we do this?! I quit!\Good idea.\What was the point of all this?!\Yabecchi's Room - Fin response:	Mitsudomoe.
context: Mitsuba-chan, we're supposed-\Om nom nom\Om nom nom\Why did we do this?! I quit!\Good idea.\What was the point of all this?!\Yabecchi's Room - Fin\Mitsudomoe. response:	December 24th
context: Om nom nom\Om nom nom\Why did we do this?! I quit!\Good idea.\What was the point of all this?!\Yabecchi's Room - Fin\Mitsudomoe.\December 24th response:	Goodnight!
context: Om nom nom\Why did we do this?! I quit!\Good idea.\What was the point of all this?!\Yabecchi's Room - Fin\Mitsudomoe.\December 24th\Goodnight! response:	It's FIVE.
context: Why did we do this?! I quit!\Good idea.\What was the point of all this?!\Yabecchi's Room - Fin\Mitsudomoe.\December 24th\Goodnight!\It's FIVE. response:	Santa comes tonight!
context: Good idea.\What was the point of all this?!\Yabecchi's Room - Fin\Mitsudomoe.\December 24th\Goodnight!\It's FIVE.\Santa comes tonight! response:	Sixth grade and she still believes in Santa...I mean really.
context: What was the point of all this?!\Yabecchi's Room - Fin\Mitsudomoe.\December 24th\Goodnight!\It's FIVE.\Santa comes tonight!\Sixth grade and she still believes in Santa...I mean really. response:	There's your Santa.
context: Yabecchi's Room - Fin\Mitsudomoe.\December 24th\Goodnight!\It's FIVE.\Santa comes tonight!\Sixth grade and she still believes in Santa...I mean really.\There's your Santa. response:	Your fever's not going down...
context: Mitsudomoe.\December 24th\Goodnight!\It's FIVE.\Santa comes tonight!\Sixth grade and she still believes in Santa...I mean really.\There's your Santa.\Your fever's not going down... response:	What a time to be sick...
context: December 24th\Goodnight!\It's FIVE.\Santa comes tonight!\Sixth grade and she still believes in Santa...I mean really.\There's your Santa.\Your fever's not going down...\What a time to be sick... response:	You can't look!
context: Goodnight!\It's FIVE.\Santa comes tonight!\Sixth grade and she still believes in Santa...I mean really.\There's your Santa.\Your fever's not going down...\What a time to be sick...\You can't look! response:	To Santa
context: It's FIVE.\Santa comes tonight!\Sixth grade and she still believes in Santa...I mean really.\There's your Santa.\Your fever's not going down...\What a time to be sick...\You can't look!\To Santa response:	Here's my letter!
context: Santa comes tonight!\Sixth grade and she still believes in Santa...I mean really.\There's your Santa.\Your fever's not going down...\What a time to be sick...\You can't look!\To Santa\Here's my letter! response:	Futaba wants Santa to come...
context: Sixth grade and she still believes in Santa...I mean really.\There's your Santa.\Your fever's not going down...\What a time to be sick...\You can't look!\To Santa\Here's my letter!\Futaba wants Santa to come... response:	That's right...
context: There's your Santa.\Your fever's not going down...\What a time to be sick...\You can't look!\To Santa\Here's my letter!\Futaba wants Santa to come...\That's right... response:	I got something nice for you, Hitoha...
context: Your fever's not going down...\What a time to be sick...\You can't look!\To Santa\Here's my letter!\Futaba wants Santa to come...\That's right...\I got something nice for you, Hitoha... response:	That...that bag...
context: What a time to be sick...\You can't look!\To Santa\Here's my letter!\Futaba wants Santa to come...\That's right...\I got something nice for you, Hitoha...\That...that bag... response:	What is it? A Christmas present?
context: You can't look!\To Santa\Here's my letter!\Futaba wants Santa to come...\That's right...\I got something nice for you, Hitoha...\That...that bag...\What is it? A Christmas present? response:	It's all...up to you...
context: To Santa\Here's my letter!\Futaba wants Santa to come...\That's right...\I got something nice for you, Hitoha...\That...that bag...\What is it? A Christmas present?\It's all...up to you... response:	Gulp.
context: Here's my letter!\Futaba wants Santa to come...\That's right...\I got something nice for you, Hitoha...\That...that bag...\What is it? A Christmas present?\It's all...up to you...\Gulp. response:	She's huge.
context: Futaba wants Santa to come...\That's right...\I got something nice for you, Hitoha...\That...that bag...\What is it? A Christmas present?\It's all...up to you...\Gulp.\She's huge. response:	Now that I think about it, I only have to put the present on the bed...
context: That's right...\I got something nice for you, Hitoha...\That...that bag...\What is it? A Christmas present?\It's all...up to you...\Gulp.\She's huge.\Now that I think about it, I only have to put the present on the bed... response:	Why did I change?
context: I got something nice for you, Hitoha...\That...that bag...\What is it? A Christmas present?\It's all...up to you...\Gulp.\She's huge.\Now that I think about it, I only have to put the present on the bed...\Why did I change? response:	Boobie Pillow
context: That...that bag...\What is it? A Christmas present?\It's all...up to you...\Gulp.\She's huge.\Now that I think about it, I only have to put the present on the bed...\Why did I change?\Boobie Pillow response:	Boobies...boobies...
context: What is it? A Christmas present?\It's all...up to you...\Gulp.\She's huge.\Now that I think about it, I only have to put the present on the bed...\Why did I change?\Boobie Pillow\Boobies...boobies... response:	Who's there?!
context: It's all...up to you...\Gulp.\She's huge.\Now that I think about it, I only have to put the present on the bed...\Why did I change?\Boobie Pillow\Boobies...boobies...\Who's there?! response:	Oh no, I set off her boobie-sense!
context: Gulp.\She's huge.\Now that I think about it, I only have to put the present on the bed...\Why did I change?\Boobie Pillow\Boobies...boobies...\Who's there?!\Oh no, I set off her boobie-sense! response:	Santa? Is that you, Santa?
context: She's huge.\Now that I think about it, I only have to put the present on the bed...\Why did I change?\Boobie Pillow\Boobies...boobies...\Who's there?!\Oh no, I set off her boobie-sense!\Santa? Is that you, Santa? response:	Are you the real Santa?
context: Now that I think about it, I only have to put the present on the bed...\Why did I change?\Boobie Pillow\Boobies...boobies...\Who's there?!\Oh no, I set off her boobie-sense!\Santa? Is that you, Santa?\Are you the real Santa? response:	I thought you'd feel different...
context: Why did I change?\Boobie Pillow\Boobies...boobies...\Who's there?!\Oh no, I set off her boobie-sense!\Santa? Is that you, Santa?\Are you the real Santa?\I thought you'd feel different... response:	You're...a boy.
context: Boobie Pillow\Boobies...boobies...\Who's there?!\Oh no, I set off her boobie-sense!\Santa? Is that you, Santa?\Are you the real Santa?\I thought you'd feel different...\You're...a boy. response:	Are you really Santa?
context: Boobies...boobies...\Who's there?!\Oh no, I set off her boobie-sense!\Santa? Is that you, Santa?\Are you the real Santa?\I thought you'd feel different...\You're...a boy.\Are you really Santa? response:	I can't see.
context: Who's there?!\Oh no, I set off her boobie-sense!\Santa? Is that you, Santa?\Are you the real Santa?\I thought you'd feel different...\You're...a boy.\Are you really Santa?\I can't see. response:	Well are you?
context: Oh no, I set off her boobie-sense!\Santa? Is that you, Santa?\Are you the real Santa?\I thought you'd feel different...\You're...a boy.\Are you really Santa?\I can't see.\Well are you? response:	Lemme see your face!
context: Santa? Is that you, Santa?\Are you the real Santa?\I thought you'd feel different...\You're...a boy.\Are you really Santa?\I can't see.\Well are you?\Lemme see your face! response:	Are you handsome? Really handsome?
context: Are you the real Santa?\I thought you'd feel different...\You're...a boy.\Are you really Santa?\I can't see.\Well are you?\Lemme see your face!\Are you handsome? Really handsome? response:	Lemme see, lemme see!
context: I thought you'd feel different...\You're...a boy.\Are you really Santa?\I can't see.\Well are you?\Lemme see your face!\Are you handsome? Really handsome?\Lemme see, lemme see! response:	What is she doing?
context: You're...a boy.\Are you really Santa?\I can't see.\Well are you?\Lemme see your face!\Are you handsome? Really handsome?\Lemme see, lemme see!\What is she doing? response:	Ah well...
