context: Madoka Magica 8 response:	OP
context: Episode 8 I'm such an idiot\Episode 8 I'm such an idiot\Sayaka-chan...\You shouldn't fight like that...\You're just lying when you say you're okay.\It's so painful to watch.\Just because you say you're okay doesn't mean you should go all out.\But if I hadn't done that, I wouldn't have won. response:	I don't have enough talent.
context: Episode 8 I'm such an idiot\Sayaka-chan...\You shouldn't fight like that...\You're just lying when you say you're okay.\It's so painful to watch.\Just because you say you're okay doesn't mean you should go all out.\But if I hadn't done that, I wouldn't have won.\I don't have enough talent. response:	But even if you win, fighting like that isn't good for you.
context: Sayaka-chan...\You shouldn't fight like that...\You're just lying when you say you're okay.\It's so painful to watch.\Just because you say you're okay doesn't mean you should go all out.\But if I hadn't done that, I wouldn't have won.\I don't have enough talent.\But even if you win, fighting like that isn't good for you. response:	What do you mean by that?
context: You shouldn't fight like that...\You're just lying when you say you're okay.\It's so painful to watch.\Just because you say you're okay doesn't mean you should go all out.\But if I hadn't done that, I wouldn't have won.\I don't have enough talent.\But even if you win, fighting like that isn't good for you.\What do you mean by that? response:	I've already gotten this far.
context: You're just lying when you say you're okay.\It's so painful to watch.\Just because you say you're okay doesn't mean you should go all out.\But if I hadn't done that, I wouldn't have won.\I don't have enough talent.\But even if you win, fighting like that isn't good for you.\What do you mean by that?\I've already gotten this far. response:	What could I possibly do for myself?
context: It's so painful to watch.\Just because you say you're okay doesn't mean you should go all out.\But if I hadn't done that, I wouldn't have won.\I don't have enough talent.\But even if you win, fighting like that isn't good for you.\What do you mean by that?\I've already gotten this far.\What could I possibly do for myself? response:	Sayaka-chan...
context: Just because you say you're okay doesn't mean you should go all out.\But if I hadn't done that, I wouldn't have won.\I don't have enough talent.\But even if you win, fighting like that isn't good for you.\What do you mean by that?\I've already gotten this far.\What could I possibly do for myself?\Sayaka-chan... response:	All I can do now is kill Witches.
context: But if I hadn't done that, I wouldn't have won.\I don't have enough talent.\But even if you win, fighting like that isn't good for you.\What do you mean by that?\I've already gotten this far.\What could I possibly do for myself?\Sayaka-chan...\All I can do now is kill Witches. response:	I'm merely a rock with no other purpose in life
context: I don't have enough talent.\But even if you win, fighting like that isn't good for you.\What do you mean by that?\I've already gotten this far.\What could I possibly do for myself?\Sayaka-chan...\All I can do now is kill Witches.\I'm merely a rock with no other purpose in life response:	a corpse that walks around, pretending to be alive.
context: But even if you win, fighting like that isn't good for you.\What do you mean by that?\I've already gotten this far.\What could I possibly do for myself?\Sayaka-chan...\All I can do now is kill Witches.\I'm merely a rock with no other purpose in life\a corpse that walks around, pretending to be alive. response:	What could someone do to help me?
context: What do you mean by that?\I've already gotten this far.\What could I possibly do for myself?\Sayaka-chan...\All I can do now is kill Witches.\I'm merely a rock with no other purpose in life\a corpse that walks around, pretending to be alive.\What could someone do to help me? response:	If you think about it, there's no purpose.
context: I've already gotten this far.\What could I possibly do for myself?\Sayaka-chan...\All I can do now is kill Witches.\I'm merely a rock with no other purpose in life\a corpse that walks around, pretending to be alive.\What could someone do to help me?\If you think about it, there's no purpose. response:	What could I do to make you happy, though?
context: What could I possibly do for myself?\Sayaka-chan...\All I can do now is kill Witches.\I'm merely a rock with no other purpose in life\a corpse that walks around, pretending to be alive.\What could someone do to help me?\If you think about it, there's no purpose.\What could I do to make you happy, though? response:	You would need to fight.
context: Sayaka-chan...\All I can do now is kill Witches.\I'm merely a rock with no other purpose in life\a corpse that walks around, pretending to be alive.\What could someone do to help me?\If you think about it, there's no purpose.\What could I do to make you happy, though?\You would need to fight. response:	Kyubei already told me.
context: All I can do now is kill Witches.\I'm merely a rock with no other purpose in life\a corpse that walks around, pretending to be alive.\What could someone do to help me?\If you think about it, there's no purpose.\What could I do to make you happy, though?\You would need to fight.\Kyubei already told me. response:	You're the most talented out of all of us.
context: I'm merely a rock with no other purpose in life\a corpse that walks around, pretending to be alive.\What could someone do to help me?\If you think about it, there's no purpose.\What could I do to make you happy, though?\You would need to fight.\Kyubei already told me.\You're the most talented out of all of us. response:	You don't have to work as hard as I do in order to defeat Witches.
context: a corpse that walks around, pretending to be alive.\What could someone do to help me?\If you think about it, there's no purpose.\What could I do to make you happy, though?\You would need to fight.\Kyubei already told me.\You're the most talented out of all of us.\You don't have to work as hard as I do in order to defeat Witches. response:	can't...
context: What could someone do to help me?\If you think about it, there's no purpose.\What could I do to make you happy, though?\You would need to fight.\Kyubei already told me.\You're the most talented out of all of us.\You don't have to work as hard as I do in order to defeat Witches.\can't... response:	Didn't you just say you wanted to do something for me?
context: If you think about it, there's no purpose.\What could I do to make you happy, though?\You would need to fight.\Kyubei already told me.\You're the most talented out of all of us.\You don't have to work as hard as I do in order to defeat Witches.\can't...\Didn't you just say you wanted to do something for me? response:	Try being in my position, then.
context: What could I do to make you happy, though?\You would need to fight.\Kyubei already told me.\You're the most talented out of all of us.\You don't have to work as hard as I do in order to defeat Witches.\can't...\Didn't you just say you wanted to do something for me?\Try being in my position, then. response:	You obviously can't.
context: You would need to fight.\Kyubei already told me.\You're the most talented out of all of us.\You don't have to work as hard as I do in order to defeat Witches.\can't...\Didn't you just say you wanted to do something for me?\Try being in my position, then.\You obviously can't. response:	You won't give up your humanity out of pity.
context: Kyubei already told me.\You're the most talented out of all of us.\You don't have to work as hard as I do in order to defeat Witches.\can't...\Didn't you just say you wanted to do something for me?\Try being in my position, then.\You obviously can't.\You won't give up your humanity out of pity. response:	It's not pity...
context: You're the most talented out of all of us.\You don't have to work as hard as I do in order to defeat Witches.\can't...\Didn't you just say you wanted to do something for me?\Try being in my position, then.\You obviously can't.\You won't give up your humanity out of pity.\It's not pity... response:	You can do anything, yet you refuse to do so.
context: You don't have to work as hard as I do in order to defeat Witches.\can't...\Didn't you just say you wanted to do something for me?\Try being in my position, then.\You obviously can't.\You won't give up your humanity out of pity.\It's not pity...\You can do anything, yet you refuse to do so. response:	That's why I have to.
context: can't...\Didn't you just say you wanted to do something for me?\Try being in my position, then.\You obviously can't.\You won't give up your humanity out of pity.\It's not pity...\You can do anything, yet you refuse to do so.\That's why I have to. response:	Don't just sit back spouting those empty words.
context: Didn't you just say you wanted to do something for me?\Try being in my position, then.\You obviously can't.\You won't give up your humanity out of pity.\It's not pity...\You can do anything, yet you refuse to do so.\That's why I have to.\Don't just sit back spouting those empty words. response:	Sayaka-chan...
context: Try being in my position, then.\You obviously can't.\You won't give up your humanity out of pity.\It's not pity...\You can do anything, yet you refuse to do so.\That's why I have to.\Don't just sit back spouting those empty words.\Sayaka-chan... response:	Don't follow me.
context: You obviously can't.\You won't give up your humanity out of pity.\It's not pity...\You can do anything, yet you refuse to do so.\That's why I have to.\Don't just sit back spouting those empty words.\Sayaka-chan...\Don't follow me. response:	I'm so stupid! Why the hell did I say that?!
context: You won't give up your humanity out of pity.\It's not pity...\You can do anything, yet you refuse to do so.\That's why I have to.\Don't just sit back spouting those empty words.\Sayaka-chan...\Don't follow me.\I'm so stupid! Why the hell did I say that?! response:	You can't do anything for me!
context: It's not pity...\You can do anything, yet you refuse to do so.\That's why I have to.\Don't just sit back spouting those empty words.\Sayaka-chan...\Don't follow me.\I'm so stupid! Why the hell did I say that?!\You can't do anything for me! response:	Homura
context: You can do anything, yet you refuse to do so.\That's why I have to.\Don't just sit back spouting those empty words.\Sayaka-chan...\Don't follow me.\I'm so stupid! Why the hell did I say that?!\You can't do anything for me!\Homura response:	Walpurgis Night is predicted to appear around this perimeter.
context: That's why I have to.\Don't just sit back spouting those empty words.\Sayaka-chan...\Don't follow me.\I'm so stupid! Why the hell did I say that?!\You can't do anything for me!\Homura\Walpurgis Night is predicted to appear around this perimeter. response:	What makes you say that?
context: Don't just sit back spouting those empty words.\Sayaka-chan...\Don't follow me.\I'm so stupid! Why the hell did I say that?!\You can't do anything for me!\Homura\Walpurgis Night is predicted to appear around this perimeter.\What makes you say that? response:	Statistics.
context: Sayaka-chan...\Don't follow me.\I'm so stupid! Why the hell did I say that?!\You can't do anything for me!\Homura\Walpurgis Night is predicted to appear around this perimeter.\What makes you say that?\Statistics. response:	Statistics?
context: Don't follow me.\I'm so stupid! Why the hell did I say that?!\You can't do anything for me!\Homura\Walpurgis Night is predicted to appear around this perimeter.\What makes you say that?\Statistics.\Statistics? response:	I haven't heard anything about Walpurgis coming here.
context: I'm so stupid! Why the hell did I say that?!\You can't do anything for me!\Homura\Walpurgis Night is predicted to appear around this perimeter.\What makes you say that?\Statistics.\Statistics?\I haven't heard anything about Walpurgis coming here. response:	How do you calculate these statistics, anyway?
context: You can't do anything for me!\Homura\Walpurgis Night is predicted to appear around this perimeter.\What makes you say that?\Statistics.\Statistics?\I haven't heard anything about Walpurgis coming here.\How do you calculate these statistics, anyway? response:	Neither of us trusts the other,
context: Homura\Walpurgis Night is predicted to appear around this perimeter.\What makes you say that?\Statistics.\Statistics?\I haven't heard anything about Walpurgis coming here.\How do you calculate these statistics, anyway?\Neither of us trusts the other, response:	but could you at least tell me a little bit more?
context: Walpurgis Night is predicted to appear around this perimeter.\What makes you say that?\Statistics.\Statistics?\I haven't heard anything about Walpurgis coming here.\How do you calculate these statistics, anyway?\Neither of us trusts the other,\but could you at least tell me a little bit more? response:	I'd like to know as well, Akemi Homura.
context: What makes you say that?\Statistics.\Statistics?\I haven't heard anything about Walpurgis coming here.\How do you calculate these statistics, anyway?\Neither of us trusts the other,\but could you at least tell me a little bit more?\I'd like to know as well, Akemi Homura. response:	What the fuck are you doing here?
context: Statistics.\Statistics?\I haven't heard anything about Walpurgis coming here.\How do you calculate these statistics, anyway?\Neither of us trusts the other,\but could you at least tell me a little bit more?\I'd like to know as well, Akemi Homura.\What the fuck are you doing here? response:	Sorry I came uninvited.
context: Statistics?\I haven't heard anything about Walpurgis coming here.\How do you calculate these statistics, anyway?\Neither of us trusts the other,\but could you at least tell me a little bit more?\I'd like to know as well, Akemi Homura.\What the fuck are you doing here?\Sorry I came uninvited. response:	I've come here tonight to report some information to you two.
context: I haven't heard anything about Walpurgis coming here.\How do you calculate these statistics, anyway?\Neither of us trusts the other,\but could you at least tell me a little bit more?\I'd like to know as well, Akemi Homura.\What the fuck are you doing here?\Sorry I came uninvited.\I've come here tonight to report some information to you two. response:	Miki Sayaka's exhaustion is rapidly piling up.
context: How do you calculate these statistics, anyway?\Neither of us trusts the other,\but could you at least tell me a little bit more?\I'd like to know as well, Akemi Homura.\What the fuck are you doing here?\Sorry I came uninvited.\I've come here tonight to report some information to you two.\Miki Sayaka's exhaustion is rapidly piling up. response:	Her ability to use magic hasn't changed, but it seems she's carrying a curse now.
context: Neither of us trusts the other,\but could you at least tell me a little bit more?\I'd like to know as well, Akemi Homura.\What the fuck are you doing here?\Sorry I came uninvited.\I've come here tonight to report some information to you two.\Miki Sayaka's exhaustion is rapidly piling up.\Her ability to use magic hasn't changed, but it seems she's carrying a curse now. response:	And whose fault do you think that is?
context: but could you at least tell me a little bit more?\I'd like to know as well, Akemi Homura.\What the fuck are you doing here?\Sorry I came uninvited.\I've come here tonight to report some information to you two.\Miki Sayaka's exhaustion is rapidly piling up.\Her ability to use magic hasn't changed, but it seems she's carrying a curse now.\And whose fault do you think that is? response:	At this rate, we'll be dealing with something before Walpurgis Night even comes.
context: I'd like to know as well, Akemi Homura.\What the fuck are you doing here?\Sorry I came uninvited.\I've come here tonight to report some information to you two.\Miki Sayaka's exhaustion is rapidly piling up.\Her ability to use magic hasn't changed, but it seems she's carrying a curse now.\And whose fault do you think that is?\At this rate, we'll be dealing with something before Walpurgis Night even comes. response:	You two should be careful.
context: What the fuck are you doing here?\Sorry I came uninvited.\I've come here tonight to report some information to you two.\Miki Sayaka's exhaustion is rapidly piling up.\Her ability to use magic hasn't changed, but it seems she's carrying a curse now.\And whose fault do you think that is?\At this rate, we'll be dealing with something before Walpurgis Night even comes.\You two should be careful. response:	Huh? What do you mean by that?
context: Sorry I came uninvited.\I've come here tonight to report some information to you two.\Miki Sayaka's exhaustion is rapidly piling up.\Her ability to use magic hasn't changed, but it seems she's carrying a curse now.\And whose fault do you think that is?\At this rate, we'll be dealing with something before Walpurgis Night even comes.\You two should be careful.\Huh? What do you mean by that? response:	Shouldn't you be asking her that instead?
context: I've come here tonight to report some information to you two.\Miki Sayaka's exhaustion is rapidly piling up.\Her ability to use magic hasn't changed, but it seems she's carrying a curse now.\And whose fault do you think that is?\At this rate, we'll be dealing with something before Walpurgis Night even comes.\You two should be careful.\Huh? What do you mean by that?\Shouldn't you be asking her that instead? response:	I'm fairly certain that you're aware of this already, Akemi Homura.
context: Miki Sayaka's exhaustion is rapidly piling up.\Her ability to use magic hasn't changed, but it seems she's carrying a curse now.\And whose fault do you think that is?\At this rate, we'll be dealing with something before Walpurgis Night even comes.\You two should be careful.\Huh? What do you mean by that?\Shouldn't you be asking her that instead?\I'm fairly certain that you're aware of this already, Akemi Homura. response:	As I thought.
context: Her ability to use magic hasn't changed, but it seems she's carrying a curse now.\And whose fault do you think that is?\At this rate, we'll be dealing with something before Walpurgis Night even comes.\You two should be careful.\Huh? What do you mean by that?\Shouldn't you be asking her that instead?\I'm fairly certain that you're aware of this already, Akemi Homura.\As I thought. response:	I'd really like to know where you get all this information from.
context: And whose fault do you think that is?\At this rate, we'll be dealing with something before Walpurgis Night even comes.\You two should be careful.\Huh? What do you mean by that?\Shouldn't you be asking her that instead?\I'm fairly certain that you're aware of this already, Akemi Homura.\As I thought.\I'd really like to know where you get all this information from. response:	Are you...?
context: At this rate, we'll be dealing with something before Walpurgis Night even comes.\You two should be careful.\Huh? What do you mean by that?\Shouldn't you be asking her that instead?\I'm fairly certain that you're aware of this already, Akemi Homura.\As I thought.\I'd really like to know where you get all this information from.\Are you...? response:	You've already told us what you wanted to say.
context: You two should be careful.\Huh? What do you mean by that?\Shouldn't you be asking her that instead?\I'm fairly certain that you're aware of this already, Akemi Homura.\As I thought.\I'd really like to know where you get all this information from.\Are you...?\You've already told us what you wanted to say. response:	Leave.
context: Huh? What do you mean by that?\Shouldn't you be asking her that instead?\I'm fairly certain that you're aware of this already, Akemi Homura.\As I thought.\I'd really like to know where you get all this information from.\Are you...?\You've already told us what you wanted to say.\Leave. response:	You're just gonna let him go?
context: Shouldn't you be asking her that instead?\I'm fairly certain that you're aware of this already, Akemi Homura.\As I thought.\I'd really like to know where you get all this information from.\Are you...?\You've already told us what you wanted to say.\Leave.\You're just gonna let him go? response:	Nothing will happen if I kill him.
context: I'm fairly certain that you're aware of this already, Akemi Homura.\As I thought.\I'd really like to know where you get all this information from.\Are you...?\You've already told us what you wanted to say.\Leave.\You're just gonna let him go?\Nothing will happen if I kill him. response:	Anyway, he said something bad was going to happen involving Miki Sayaka.
context: As I thought.\I'd really like to know where you get all this information from.\Are you...?\You've already told us what you wanted to say.\Leave.\You're just gonna let him go?\Nothing will happen if I kill him.\Anyway, he said something bad was going to happen involving Miki Sayaka. response:	What's he talking about?
context: I'd really like to know where you get all this information from.\Are you...?\You've already told us what you wanted to say.\Leave.\You're just gonna let him go?\Nothing will happen if I kill him.\Anyway, he said something bad was going to happen involving Miki Sayaka.\What's he talking about? response:	Her Soul Gem has gathered too much filth.
context: Are you...?\You've already told us what you wanted to say.\Leave.\You're just gonna let him go?\Nothing will happen if I kill him.\Anyway, he said something bad was going to happen involving Miki Sayaka.\What's he talking about?\Her Soul Gem has gathered too much filth. response:	If we don't purify it in time, the damage will be too much to reverse.
context: You've already told us what you wanted to say.\Leave.\You're just gonna let him go?\Nothing will happen if I kill him.\Anyway, he said something bad was going to happen involving Miki Sayaka.\What's he talking about?\Her Soul Gem has gathered too much filth.\If we don't purify it in time, the damage will be too much to reverse. response:	Homura
context: Leave.\You're just gonna let him go?\Nothing will happen if I kill him.\Anyway, he said something bad was going to happen involving Miki Sayaka.\What's he talking about?\Her Soul Gem has gathered too much filth.\If we don't purify it in time, the damage will be too much to reverse.\Homura response:	The auxiliary verb, must, means something that you are required to do.
context: You're just gonna let him go?\Nothing will happen if I kill him.\Anyway, he said something bad was going to happen involving Miki Sayaka.\What's he talking about?\Her Soul Gem has gathered too much filth.\If we don't purify it in time, the damage will be too much to reverse.\Homura\The auxiliary verb, must, means something that you are required to do. response:	While on the other hand, have to has a different...
context: Nothing will happen if I kill him.\Anyway, he said something bad was going to happen involving Miki Sayaka.\What's he talking about?\Her Soul Gem has gathered too much filth.\If we don't purify it in time, the damage will be too much to reverse.\Homura\The auxiliary verb, must, means something that you are required to do.\While on the other hand, have to has a different... response:	I should have followed her...
context: Anyway, he said something bad was going to happen involving Miki Sayaka.\What's he talking about?\Her Soul Gem has gathered too much filth.\If we don't purify it in time, the damage will be too much to reverse.\Homura\The auxiliary verb, must, means something that you are required to do.\While on the other hand, have to has a different...\I should have followed her... response:	Is this the way to your house, Shizuki-san?
context: What's he talking about?\Her Soul Gem has gathered too much filth.\If we don't purify it in time, the damage will be too much to reverse.\Homura\The auxiliary verb, must, means something that you are required to do.\While on the other hand, have to has a different...\I should have followed her...\Is this the way to your house, Shizuki-san? response:	I don't think I've ever seen you go this way before.
context: Her Soul Gem has gathered too much filth.\If we don't purify it in time, the damage will be too much to reverse.\Homura\The auxiliary verb, must, means something that you are required to do.\While on the other hand, have to has a different...\I should have followed her...\Is this the way to your house, Shizuki-san?\I don't think I've ever seen you go this way before. response:	Yes. I'm actually going in the complete opposite direction.
context: If we don't purify it in time, the damage will be too much to reverse.\Homura\The auxiliary verb, must, means something that you are required to do.\While on the other hand, have to has a different...\I should have followed her...\Is this the way to your house, Shizuki-san?\I don't think I've ever seen you go this way before.\Yes. I'm actually going in the complete opposite direction. response:	So, why are you going this way today?
context: Homura\The auxiliary verb, must, means something that you are required to do.\While on the other hand, have to has a different...\I should have followed her...\Is this the way to your house, Shizuki-san?\I don't think I've ever seen you go this way before.\Yes. I'm actually going in the complete opposite direction.\So, why are you going this way today? response:	Kamijo-kun...
context: The auxiliary verb, must, means something that you are required to do.\While on the other hand, have to has a different...\I should have followed her...\Is this the way to your house, Shizuki-san?\I don't think I've ever seen you go this way before.\Yes. I'm actually going in the complete opposite direction.\So, why are you going this way today?\Kamijo-kun... response:	I need to talk to you about something.
context: While on the other hand, have to has a different...\I should have followed her...\Is this the way to your house, Shizuki-san?\I don't think I've ever seen you go this way before.\Yes. I'm actually going in the complete opposite direction.\So, why are you going this way today?\Kamijo-kun...\I need to talk to you about something. response:	Huh? She hasn't come home yet?
context: I should have followed her...\Is this the way to your house, Shizuki-san?\I don't think I've ever seen you go this way before.\Yes. I'm actually going in the complete opposite direction.\So, why are you going this way today?\Kamijo-kun...\I need to talk to you about something.\Huh? She hasn't come home yet? response:	Since yesterday...?
context: Is this the way to your house, Shizuki-san?\I don't think I've ever seen you go this way before.\Yes. I'm actually going in the complete opposite direction.\So, why are you going this way today?\Kamijo-kun...\I need to talk to you about something.\Huh? She hasn't come home yet?\Since yesterday...? response:	Yes. I understand.
context: I don't think I've ever seen you go this way before.\Yes. I'm actually going in the complete opposite direction.\So, why are you going this way today?\Kamijo-kun...\I need to talk to you about something.\Huh? She hasn't come home yet?\Since yesterday...?\Yes. I understand. response:	Yes. Sorry for bothering you.
context: Yes. I'm actually going in the complete opposite direction.\So, why are you going this way today?\Kamijo-kun...\I need to talk to you about something.\Huh? She hasn't come home yet?\Since yesterday...?\Yes. I understand.\Yes. Sorry for bothering you. response:	Sayaka-chan...
context: So, why are you going this way today?\Kamijo-kun...\I need to talk to you about something.\Huh? She hasn't come home yet?\Since yesterday...?\Yes. I understand.\Yes. Sorry for bothering you.\Sayaka-chan... response:	I need to find her!
context: Kamijo-kun...\I need to talk to you about something.\Huh? She hasn't come home yet?\Since yesterday...?\Yes. I understand.\Yes. Sorry for bothering you.\Sayaka-chan...\I need to find her! response:	Why don't you understand?
context: I need to talk to you about something.\Huh? She hasn't come home yet?\Since yesterday...?\Yes. I understand.\Yes. Sorry for bothering you.\Sayaka-chan...\I need to find her!\Why don't you understand? response:	You don't have much strength left. You need to fight the Witches.
context: Huh? She hasn't come home yet?\Since yesterday...?\Yes. I understand.\Yes. Sorry for bothering you.\Sayaka-chan...\I need to find her!\Why don't you understand?\You don't have much strength left. You need to fight the Witches. response:	Shut up. This has nothing to do with you.
context: Since yesterday...?\Yes. I understand.\Yes. Sorry for bothering you.\Sayaka-chan...\I need to find her!\Why don't you understand?\You don't have much strength left. You need to fight the Witches.\Shut up. This has nothing to do with you. response:	Your Soul Gem is already at its limit. If it's not purified soon, then...
context: Yes. I understand.\Yes. Sorry for bothering you.\Sayaka-chan...\I need to find her!\Why don't you understand?\You don't have much strength left. You need to fight the Witches.\Shut up. This has nothing to do with you.\Your Soul Gem is already at its limit. If it's not purified soon, then... response:	Use this.
context: Yes. Sorry for bothering you.\Sayaka-chan...\I need to find her!\Why don't you understand?\You don't have much strength left. You need to fight the Witches.\Shut up. This has nothing to do with you.\Your Soul Gem is already at its limit. If it's not purified soon, then...\Use this. response:	What are you planning now?
context: Sayaka-chan...\I need to find her!\Why don't you understand?\You don't have much strength left. You need to fight the Witches.\Shut up. This has nothing to do with you.\Your Soul Gem is already at its limit. If it's not purified soon, then...\Use this.\What are you planning now? response:	That's enough.
context: I need to find her!\Why don't you understand?\You don't have much strength left. You need to fight the Witches.\Shut up. This has nothing to do with you.\Your Soul Gem is already at its limit. If it's not purified soon, then...\Use this.\What are you planning now?\That's enough. response:	You have no time to interrogate me.
context: Why don't you understand?\You don't have much strength left. You need to fight the Witches.\Shut up. This has nothing to do with you.\Your Soul Gem is already at its limit. If it's not purified soon, then...\Use this.\What are you planning now?\That's enough.\You have no time to interrogate me. response:	Are you so unwilling to receive aid?
context: You don't have much strength left. You need to fight the Witches.\Shut up. This has nothing to do with you.\Your Soul Gem is already at its limit. If it's not purified soon, then...\Use this.\What are you planning now?\That's enough.\You have no time to interrogate me.\Are you so unwilling to receive aid? response:	I'm going to be a different Magical Girl than the rest of you.
context: Shut up. This has nothing to do with you.\Your Soul Gem is already at its limit. If it's not purified soon, then...\Use this.\What are you planning now?\That's enough.\You have no time to interrogate me.\Are you so unwilling to receive aid?\I'm going to be a different Magical Girl than the rest of you. response:	I've decided that.
context: Your Soul Gem is already at its limit. If it's not purified soon, then...\Use this.\What are you planning now?\That's enough.\You have no time to interrogate me.\Are you so unwilling to receive aid?\I'm going to be a different Magical Girl than the rest of you.\I've decided that. response:	I will not fraternize with someone who uses and discards others.
context: Use this.\What are you planning now?\That's enough.\You have no time to interrogate me.\Are you so unwilling to receive aid?\I'm going to be a different Magical Girl than the rest of you.\I've decided that.\I will not fraternize with someone who uses and discards others. response:	I don't need anything in return.
context: What are you planning now?\That's enough.\You have no time to interrogate me.\Are you so unwilling to receive aid?\I'm going to be a different Magical Girl than the rest of you.\I've decided that.\I will not fraternize with someone who uses and discards others.\I don't need anything in return. response:	I won't use my magic to benefit only myself.
context: That's enough.\You have no time to interrogate me.\Are you so unwilling to receive aid?\I'm going to be a different Magical Girl than the rest of you.\I've decided that.\I will not fraternize with someone who uses and discards others.\I don't need anything in return.\I won't use my magic to benefit only myself. response:	You're going to die.
context: You have no time to interrogate me.\Are you so unwilling to receive aid?\I'm going to be a different Magical Girl than the rest of you.\I've decided that.\I will not fraternize with someone who uses and discards others.\I don't need anything in return.\I won't use my magic to benefit only myself.\You're going to die. response:	I would only die when I become unable to kill Witches.
context: Are you so unwilling to receive aid?\I'm going to be a different Magical Girl than the rest of you.\I've decided that.\I will not fraternize with someone who uses and discards others.\I don't need anything in return.\I won't use my magic to benefit only myself.\You're going to die.\I would only die when I become unable to kill Witches. response:	In other words, I'll be completely useless, won't I?
context: I'm going to be a different Magical Girl than the rest of you.\I've decided that.\I will not fraternize with someone who uses and discards others.\I don't need anything in return.\I won't use my magic to benefit only myself.\You're going to die.\I would only die when I become unable to kill Witches.\In other words, I'll be completely useless, won't I? response:	But that's fine.
