context: watashi ga umareta asa no machi yuki no naka ni umoreta response:	sore wa sore wa chiisai te de aozora wo aoida
context: fugainai ya iya\tsurai naa iya iya\My hometown lay buried in snow the morning I was born.\I looked up at the blue sky with my tiny hands.\The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone. response:	It's so difficult. No, I hate it.
context: tsurai naa iya iya\My hometown lay buried in snow the morning I was born.\I looked up at the blue sky with my tiny hands.\The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it. response:	Tears and sorrow caused me to miss my chance.
context: My hometown lay buried in snow the morning I was born.\I looked up at the blue sky with my tiny hands.\The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance. response:	Autumn passed, winter came again, and I became a year older.
context: I looked up at the blue sky with my tiny hands.\The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older. response:	You think you've run far away, but your story never ends.
context: The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends. response:	And yet, you're smirking.
context: It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking. response:	It's so cowardly. I hate it.
context: Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it. response:	Even if I have to cling to you, chase after you, and get kicked down...
context: I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down... response:	It's so cowardly. No...
context: It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No... response:	It's so difficult. I hate it. I hate it.
context: Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it. response:	Turquoise for H.
context: Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\Turquoise for H. response:	Bronze for A-2.
context: You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\Turquoise for H.\Bronze for A-2. response:	Brownish green for three.
context: And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\Turquoise for H.\Bronze for A-2.\Brownish green for three. response:	All right, this should be okay.
context: It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\Turquoise for H.\Bronze for A-2.\Brownish green for three.\All right, this should be okay. response:	Please go with these.
context: Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\Turquoise for H.\Bronze for A-2.\Brownish green for three.\All right, this should be okay.\Please go with these. response:	Yes, thank you.
context: It's so cowardly. No...\It's so difficult. I hate it. I hate it.\Turquoise for H.\Bronze for A-2.\Brownish green for three.\All right, this should be okay.\Please go with these.\Yes, thank you. response:	You seem busy.
context: It's so difficult. I hate it. I hate it.\Turquoise for H.\Bronze for A-2.\Brownish green for three.\All right, this should be okay.\Please go with these.\Yes, thank you.\You seem busy. response:	What else are you working on right now?
context: Turquoise for H.\Bronze for A-2.\Brownish green for three.\All right, this should be okay.\Please go with these.\Yes, thank you.\You seem busy.\What else are you working on right now? response:	Well, they're adding another room at the Kosouan, so I'll be making pottery for that.
context: Bronze for A-2.\Brownish green for three.\All right, this should be okay.\Please go with these.\Yes, thank you.\You seem busy.\What else are you working on right now?\Well, they're adding another room at the Kosouan, so I'll be making pottery for that. response:	Huh... the Kosouan?
context: Brownish green for three.\All right, this should be okay.\Please go with these.\Yes, thank you.\You seem busy.\What else are you working on right now?\Well, they're adding another room at the Kosouan, so I'll be making pottery for that.\Huh... the Kosouan? response:	Do you mean the one in Kamakura?
context: All right, this should be okay.\Please go with these.\Yes, thank you.\You seem busy.\What else are you working on right now?\Well, they're adding another room at the Kosouan, so I'll be making pottery for that.\Huh... the Kosouan?\Do you mean the one in Kamakura? response:	Yeah, it's a wonderful venue that was converted from an old private home.
context: Please go with these.\Yes, thank you.\You seem busy.\What else are you working on right now?\Well, they're adding another room at the Kosouan, so I'll be making pottery for that.\Huh... the Kosouan?\Do you mean the one in Kamakura?\Yeah, it's a wonderful venue that was converted from an old private home. response:	You work for some amazing places.
context: Yes, thank you.\You seem busy.\What else are you working on right now?\Well, they're adding another room at the Kosouan, so I'll be making pottery for that.\Huh... the Kosouan?\Do you mean the one in Kamakura?\Yeah, it's a wonderful venue that was converted from an old private home.\You work for some amazing places. response:	It's all thanks to Rika-san.
context: You seem busy.\What else are you working on right now?\Well, they're adding another room at the Kosouan, so I'll be making pottery for that.\Huh... the Kosouan?\Do you mean the one in Kamakura?\Yeah, it's a wonderful venue that was converted from an old private home.\You work for some amazing places.\It's all thanks to Rika-san. response:	She really got me a lot of connections.
context: What else are you working on right now?\Well, they're adding another room at the Kosouan, so I'll be making pottery for that.\Huh... the Kosouan?\Do you mean the one in Kamakura?\Yeah, it's a wonderful venue that was converted from an old private home.\You work for some amazing places.\It's all thanks to Rika-san.\She really got me a lot of connections. response:	Rika-san really must like your work.
context: Well, they're adding another room at the Kosouan, so I'll be making pottery for that.\Huh... the Kosouan?\Do you mean the one in Kamakura?\Yeah, it's a wonderful venue that was converted from an old private home.\You work for some amazing places.\It's all thanks to Rika-san.\She really got me a lot of connections.\Rika-san really must like your work. response:	Things seem like they're going well. Now is when you need to work hard, Yamada-san.
context: Huh... the Kosouan?\Do you mean the one in Kamakura?\Yeah, it's a wonderful venue that was converted from an old private home.\You work for some amazing places.\It's all thanks to Rika-san.\She really got me a lot of connections.\Rika-san really must like your work.\Things seem like they're going well. Now is when you need to work hard, Yamada-san. response:	Yeah.
context: Do you mean the one in Kamakura?\Yeah, it's a wonderful venue that was converted from an old private home.\You work for some amazing places.\It's all thanks to Rika-san.\She really got me a lot of connections.\Rika-san really must like your work.\Things seem like they're going well. Now is when you need to work hard, Yamada-san.\Yeah. response:	Rika-san is working in Spain right now...
context: Yeah, it's a wonderful venue that was converted from an old private home.\You work for some amazing places.\It's all thanks to Rika-san.\She really got me a lot of connections.\Rika-san really must like your work.\Things seem like they're going well. Now is when you need to work hard, Yamada-san.\Yeah.\Rika-san is working in Spain right now... response:	Isn't it amazing that she gets to work at the Valencia Museum of Art?
context: You work for some amazing places.\It's all thanks to Rika-san.\She really got me a lot of connections.\Rika-san really must like your work.\Things seem like they're going well. Now is when you need to work hard, Yamada-san.\Yeah.\Rika-san is working in Spain right now...\Isn't it amazing that she gets to work at the Valencia Museum of Art? response:	You're right... That is amazing...
context: It's all thanks to Rika-san.\She really got me a lot of connections.\Rika-san really must like your work.\Things seem like they're going well. Now is when you need to work hard, Yamada-san.\Yeah.\Rika-san is working in Spain right now...\Isn't it amazing that she gets to work at the Valencia Museum of Art?\You're right... That is amazing... response:	Rika-san left for Spain last week...
context: She really got me a lot of connections.\Rika-san really must like your work.\Things seem like they're going well. Now is when you need to work hard, Yamada-san.\Yeah.\Rika-san is working in Spain right now...\Isn't it amazing that she gets to work at the Valencia Museum of Art?\You're right... That is amazing...\Rika-san left for Spain last week... response:	I don't know what happened between the two of them before she left.
context: Rika-san really must like your work.\Things seem like they're going well. Now is when you need to work hard, Yamada-san.\Yeah.\Rika-san is working in Spain right now...\Isn't it amazing that she gets to work at the Valencia Museum of Art?\You're right... That is amazing...\Rika-san left for Spain last week...\I don't know what happened between the two of them before she left. response:	But I can tell something has changed.
context: Things seem like they're going well. Now is when you need to work hard, Yamada-san.\Yeah.\Rika-san is working in Spain right now...\Isn't it amazing that she gets to work at the Valencia Museum of Art?\You're right... That is amazing...\Rika-san left for Spain last week...\I don't know what happened between the two of them before she left.\But I can tell something has changed. response:	Sometimes, when she calls, a new voice, calmer and deeper than before, will flow through.
context: Yeah.\Rika-san is working in Spain right now...\Isn't it amazing that she gets to work at the Valencia Museum of Art?\You're right... That is amazing...\Rika-san left for Spain last week...\I don't know what happened between the two of them before she left.\But I can tell something has changed.\Sometimes, when she calls, a new voice, calmer and deeper than before, will flow through. response:	That's right.
context: Rika-san is working in Spain right now...\Isn't it amazing that she gets to work at the Valencia Museum of Art?\You're right... That is amazing...\Rika-san left for Spain last week...\I don't know what happened between the two of them before she left.\But I can tell something has changed.\Sometimes, when she calls, a new voice, calmer and deeper than before, will flow through.\That's right. response:	She has opened her heart to him.
context: Isn't it amazing that she gets to work at the Valencia Museum of Art?\You're right... That is amazing...\Rika-san left for Spain last week...\I don't know what happened between the two of them before she left.\But I can tell something has changed.\Sometimes, when she calls, a new voice, calmer and deeper than before, will flow through.\That's right.\She has opened her heart to him. response:	All right.
context: You're right... That is amazing...\Rika-san left for Spain last week...\I don't know what happened between the two of them before she left.\But I can tell something has changed.\Sometimes, when she calls, a new voice, calmer and deeper than before, will flow through.\That's right.\She has opened her heart to him.\All right. response:	Well then, Yamada-san, shall we go somewhere nice?
context: Rika-san left for Spain last week...\I don't know what happened between the two of them before she left.\But I can tell something has changed.\Sometimes, when she calls, a new voice, calmer and deeper than before, will flow through.\That's right.\She has opened her heart to him.\All right.\Well then, Yamada-san, shall we go somewhere nice? response:	I'm sorry, you're staying home, Leader.
context: I don't know what happened between the two of them before she left.\But I can tell something has changed.\Sometimes, when she calls, a new voice, calmer and deeper than before, will flow through.\That's right.\She has opened her heart to him.\All right.\Well then, Yamada-san, shall we go somewhere nice?\I'm sorry, you're staying home, Leader. response:	Somewhere nice?
context: But I can tell something has changed.\Sometimes, when she calls, a new voice, calmer and deeper than before, will flow through.\That's right.\She has opened her heart to him.\All right.\Well then, Yamada-san, shall we go somewhere nice?\I'm sorry, you're staying home, Leader.\Somewhere nice? response:	Yep.
context: Sometimes, when she calls, a new voice, calmer and deeper than before, will flow through.\That's right.\She has opened her heart to him.\All right.\Well then, Yamada-san, shall we go somewhere nice?\I'm sorry, you're staying home, Leader.\Somewhere nice?\Yep. response:	Health Land
context: That's right.\She has opened her heart to him.\All right.\Well then, Yamada-san, shall we go somewhere nice?\I'm sorry, you're staying home, Leader.\Somewhere nice?\Yep.\Health Land response:	Um...
context: She has opened her heart to him.\All right.\Well then, Yamada-san, shall we go somewhere nice?\I'm sorry, you're staying home, Leader.\Somewhere nice?\Yep.\Health Land\Um... response:	M-Miwako-san... t-this place is...?
context: All right.\Well then, Yamada-san, shall we go somewhere nice?\I'm sorry, you're staying home, Leader.\Somewhere nice?\Yep.\Health Land\Um...\M-Miwako-san... t-this place is...? response:	All right, we're gonna enjoy this to the fullest!
context: Well then, Yamada-san, shall we go somewhere nice?\I'm sorry, you're staying home, Leader.\Somewhere nice?\Yep.\Health Land\Um...\M-Miwako-san... t-this place is...?\All right, we're gonna enjoy this to the fullest! response:	Huh? Um...
context: I'm sorry, you're staying home, Leader.\Somewhere nice?\Yep.\Health Land\Um...\M-Miwako-san... t-this place is...?\All right, we're gonna enjoy this to the fullest!\Huh? Um... response:	C'mon!
context: Somewhere nice?\Yep.\Health Land\Um...\M-Miwako-san... t-this place is...?\All right, we're gonna enjoy this to the fullest!\Huh? Um...\C'mon! response:	But... I... Miwako-san... Um...
context: Yep.\Health Land\Um...\M-Miwako-san... t-this place is...?\All right, we're gonna enjoy this to the fullest!\Huh? Um...\C'mon!\But... I... Miwako-san... Um... response:	The rose and fruit bath really is wonderful.
context: Health Land\Um...\M-Miwako-san... t-this place is...?\All right, we're gonna enjoy this to the fullest!\Huh? Um...\C'mon!\But... I... Miwako-san... Um...\The rose and fruit bath really is wonderful. response:	A p-pineapple...
context: Um...\M-Miwako-san... t-this place is...?\All right, we're gonna enjoy this to the fullest!\Huh? Um...\C'mon!\But... I... Miwako-san... Um...\The rose and fruit bath really is wonderful.\A p-pineapple... response:	Okay... After we warm up, we're getting a body scrub!
context: M-Miwako-san... t-this place is...?\All right, we're gonna enjoy this to the fullest!\Huh? Um...\C'mon!\But... I... Miwako-san... Um...\The rose and fruit bath really is wonderful.\A p-pineapple...\Okay... After we warm up, we're getting a body scrub! response:	Hi!
context: All right, we're gonna enjoy this to the fullest!\Huh? Um...\C'mon!\But... I... Miwako-san... Um...\The rose and fruit bath really is wonderful.\A p-pineapple...\Okay... After we warm up, we're getting a body scrub!\Hi! response:	Note: They are smiling...
context: Huh? Um...\C'mon!\But... I... Miwako-san... Um...\The rose and fruit bath really is wonderful.\A p-pineapple...\Okay... After we warm up, we're getting a body scrub!\Hi!\Note: They are smiling... response:	Is this your first time here?
context: C'mon!\But... I... Miwako-san... Um...\The rose and fruit bath really is wonderful.\A p-pineapple...\Okay... After we warm up, we're getting a body scrub!\Hi!\Note: They are smiling...\Is this your first time here? response:	We're gonna make your skin so smooth...
context: But... I... Miwako-san... Um...\The rose and fruit bath really is wonderful.\A p-pineapple...\Okay... After we warm up, we're getting a body scrub!\Hi!\Note: They are smiling...\Is this your first time here?\We're gonna make your skin so smooth... response:	Aren't you glad, Yamada-san?
context: The rose and fruit bath really is wonderful.\A p-pineapple...\Okay... After we warm up, we're getting a body scrub!\Hi!\Note: They are smiling...\Is this your first time here?\We're gonna make your skin so smooth...\Aren't you glad, Yamada-san? response:	Scrubbing in progress
context: A p-pineapple...\Okay... After we warm up, we're getting a body scrub!\Hi!\Note: They are smiling...\Is this your first time here?\We're gonna make your skin so smooth...\Aren't you glad, Yamada-san?\Scrubbing in progress response:	Scrubbing in progress
context: Okay... After we warm up, we're getting a body scrub!\Hi!\Note: They are smiling...\Is this your first time here?\We're gonna make your skin so smooth...\Aren't you glad, Yamada-san?\Scrubbing in progress\Scrubbing in progress response:	Scrubbing in progress
context: Hi!\Note: They are smiling...\Is this your first time here?\We're gonna make your skin so smooth...\Aren't you glad, Yamada-san?\Scrubbing in progress\Scrubbing in progress\Scrubbing in progress response:	Scrubbing in progress
context: Note: They are smiling...\Is this your first time here?\We're gonna make your skin so smooth...\Aren't you glad, Yamada-san?\Scrubbing in progress\Scrubbing in progress\Scrubbing in progress\Scrubbing in progress response:	Scrubbing in progress
context: Is this your first time here?\We're gonna make your skin so smooth...\Aren't you glad, Yamada-san?\Scrubbing in progress\Scrubbing in progress\Scrubbing in progress\Scrubbing in progress\Scrubbing in progress response:	Scrubbing in progress
context: We're gonna make your skin so smooth...\Aren't you glad, Yamada-san?\Scrubbing in progress\Scrubbing in progress\Scrubbing in progress\Scrubbing in progress\Scrubbing in progress\Scrubbing in progress response:	Scrubbing complete
context: Aren't you glad, Yamada-san?\Scrubbing in progress\Scrubbing in progress\Scrubbing in progress\Scrubbing in progress\Scrubbing in progress\Scrubbing in progress\Scrubbing complete response:	Scrubbing complete
context: Scrubbing in progress\Scrubbing in progress\Scrubbing in progress\Scrubbing in progress\Scrubbing in progress\Scrubbing in progress\Scrubbing complete\Scrubbing complete response:	Scrubbing complete
context: Scrubbing in progress\Scrubbing in progress\Scrubbing in progress\Scrubbing in progress\Scrubbing in progress\Scrubbing complete\Scrubbing complete\Scrubbing complete response:	Scrubbing complete
context: Scrubbing in progress\Scrubbing in progress\Scrubbing in progress\Scrubbing in progress\Scrubbing complete\Scrubbing complete\Scrubbing complete\Scrubbing complete response:	Scrubbing complete
context: Scrubbing in progress\Scrubbing in progress\Scrubbing in progress\Scrubbing complete\Scrubbing complete\Scrubbing complete\Scrubbing complete\Scrubbing complete response:	Scrubbing complete
context: Scrubbing in progress\Scrubbing in progress\Scrubbing complete\Scrubbing complete\Scrubbing complete\Scrubbing complete\Scrubbing complete\Scrubbing complete response:	Scrubbing complete
context: Scrubbing in progress\Scrubbing complete\Scrubbing complete\Scrubbing complete\Scrubbing complete\Scrubbing complete\Scrubbing complete\Scrubbing complete response:	Scrubbing complete
context: Scrubbing complete\Scrubbing complete\Scrubbing complete\Scrubbing complete\Scrubbing complete\Scrubbing complete\Scrubbing complete\Scrubbing complete response:	Scrubbing complete
context: Scrubbing complete\Scrubbing complete\Scrubbing complete\Scrubbing complete\Scrubbing complete\Scrubbing complete\Scrubbing complete\Scrubbing complete response:	Scrubbing complete
context: Scrubbing complete\Scrubbing complete\Scrubbing complete\Scrubbing complete\Scrubbing complete\Scrubbing complete\Scrubbing complete\Scrubbing complete response:	Ah, so smooth!
context: Scrubbing complete\Scrubbing complete\Scrubbing complete\Scrubbing complete\Scrubbing complete\Scrubbing complete\Scrubbing complete\Ah, so smooth! response:	It feels like I have new skin.
context: Scrubbing complete\Scrubbing complete\Scrubbing complete\Scrubbing complete\Scrubbing complete\Scrubbing complete\Ah, so smooth!\It feels like I have new skin. response:	Now then, we're off to our next stop!
context: Scrubbing complete\Scrubbing complete\Scrubbing complete\Scrubbing complete\Scrubbing complete\Ah, so smooth!\It feels like I have new skin.\Now then, we're off to our next stop! response:	Yamada-san! Isn't this one piece nice?
context: Scrubbing complete\Scrubbing complete\Scrubbing complete\Scrubbing complete\Ah, so smooth!\It feels like I have new skin.\Now then, we're off to our next stop!\Yamada-san! Isn't this one piece nice? response:	Or maybe I should call this a muumuu?
context: Scrubbing complete\Scrubbing complete\Scrubbing complete\Ah, so smooth!\It feels like I have new skin.\Now then, we're off to our next stop!\Yamada-san! Isn't this one piece nice?\Or maybe I should call this a muumuu? response:	Y-Yeah...
context: Scrubbing complete\Scrubbing complete\Ah, so smooth!\It feels like I have new skin.\Now then, we're off to our next stop!\Yamada-san! Isn't this one piece nice?\Or maybe I should call this a muumuu?\Y-Yeah... response:	Everyone here is barefoot, has no makeup on, and is wearing the same muumuu.
context: Scrubbing complete\Ah, so smooth!\It feels like I have new skin.\Now then, we're off to our next stop!\Yamada-san! Isn't this one piece nice?\Or maybe I should call this a muumuu?\Y-Yeah...\Everyone here is barefoot, has no makeup on, and is wearing the same muumuu. response:	Isn't it nice?
context: Ah, so smooth!\It feels like I have new skin.\Now then, we're off to our next stop!\Yamada-san! Isn't this one piece nice?\Or maybe I should call this a muumuu?\Y-Yeah...\Everyone here is barefoot, has no makeup on, and is wearing the same muumuu.\Isn't it nice? response:	Viva Health Land!
context: It feels like I have new skin.\Now then, we're off to our next stop!\Yamada-san! Isn't this one piece nice?\Or maybe I should call this a muumuu?\Y-Yeah...\Everyone here is barefoot, has no makeup on, and is wearing the same muumuu.\Isn't it nice?\Viva Health Land! response:	Don't you agree?
context: Now then, we're off to our next stop!\Yamada-san! Isn't this one piece nice?\Or maybe I should call this a muumuu?\Y-Yeah...\Everyone here is barefoot, has no makeup on, and is wearing the same muumuu.\Isn't it nice?\Viva Health Land!\Don't you agree? response:	It's strange. Wearing these clothes makes me laugh.
context: Yamada-san! Isn't this one piece nice?\Or maybe I should call this a muumuu?\Y-Yeah...\Everyone here is barefoot, has no makeup on, and is wearing the same muumuu.\Isn't it nice?\Viva Health Land!\Don't you agree?\It's strange. Wearing these clothes makes me laugh. response:	That's right. It's basically impossible to think of sad things when you're wearing a flowery muumuu.
context: Or maybe I should call this a muumuu?\Y-Yeah...\Everyone here is barefoot, has no makeup on, and is wearing the same muumuu.\Isn't it nice?\Viva Health Land!\Don't you agree?\It's strange. Wearing these clothes makes me laugh.\That's right. It's basically impossible to think of sad things when you're wearing a flowery muumuu. response:	Miwako-san...
context: Y-Yeah...\Everyone here is barefoot, has no makeup on, and is wearing the same muumuu.\Isn't it nice?\Viva Health Land!\Don't you agree?\It's strange. Wearing these clothes makes me laugh.\That's right. It's basically impossible to think of sad things when you're wearing a flowery muumuu.\Miwako-san... response:	Well then, we're gonna experience everything this place has to offer!
context: Everyone here is barefoot, has no makeup on, and is wearing the same muumuu.\Isn't it nice?\Viva Health Land!\Don't you agree?\It's strange. Wearing these clothes makes me laugh.\That's right. It's basically impossible to think of sad things when you're wearing a flowery muumuu.\Miwako-san...\Well then, we're gonna experience everything this place has to offer! response:	How about we start off with some draft beer and edamame?
