context: H! response:	O?!
context: Twenty-four hours a day thinking of you, you and nothing more than you!\It's something I wasn't consciously aware of\Somehow ( somehow) I'm feeling different from the usual\With you ( the two of us) and our dull chatter\Don't tell me ( mutual love?) Nope, it's a one-sided crush\This is bad! Our gazes met!\What, what? Why is my heart pounding like this?\Did a short circuit just make a mess out of my mind? response:	This is my first time... feeling like this...
context: It's something I wasn't consciously aware of\Somehow ( somehow) I'm feeling different from the usual\With you ( the two of us) and our dull chatter\Don't tell me ( mutual love?) Nope, it's a one-sided crush\This is bad! Our gazes met!\What, what? Why is my heart pounding like this?\Did a short circuit just make a mess out of my mind?\This is my first time... feeling like this... response:	I wonder if I have a fever
context: Somehow ( somehow) I'm feeling different from the usual\With you ( the two of us) and our dull chatter\Don't tell me ( mutual love?) Nope, it's a one-sided crush\This is bad! Our gazes met!\What, what? Why is my heart pounding like this?\Did a short circuit just make a mess out of my mind?\This is my first time... feeling like this...\I wonder if I have a fever response:	Suddenly and precipitately, love has arrived.
context: With you ( the two of us) and our dull chatter\Don't tell me ( mutual love?) Nope, it's a one-sided crush\This is bad! Our gazes met!\What, what? Why is my heart pounding like this?\Did a short circuit just make a mess out of my mind?\This is my first time... feeling like this...\I wonder if I have a fever\Suddenly and precipitately, love has arrived. response:	Instantly igniting my face into a bright red
context: Don't tell me ( mutual love?) Nope, it's a one-sided crush\This is bad! Our gazes met!\What, what? Why is my heart pounding like this?\Did a short circuit just make a mess out of my mind?\This is my first time... feeling like this...\I wonder if I have a fever\Suddenly and precipitately, love has arrived.\Instantly igniting my face into a bright red response:	T-That's stupid?! My hands are shaking
context: This is bad! Our gazes met!\What, what? Why is my heart pounding like this?\Did a short circuit just make a mess out of my mind?\This is my first time... feeling like this...\I wonder if I have a fever\Suddenly and precipitately, love has arrived.\Instantly igniting my face into a bright red\T-That's stupid?! My hands are shaking response:	Is this really what they call love?
context: What, what? Why is my heart pounding like this?\Did a short circuit just make a mess out of my mind?\This is my first time... feeling like this...\I wonder if I have a fever\Suddenly and precipitately, love has arrived.\Instantly igniting my face into a bright red\T-That's stupid?! My hands are shaking\Is this really what they call love? response:	I-I did it! A conversation filled with stutters
context: Did a short circuit just make a mess out of my mind?\This is my first time... feeling like this...\I wonder if I have a fever\Suddenly and precipitately, love has arrived.\Instantly igniting my face into a bright red\T-That's stupid?! My hands are shaking\Is this really what they call love?\I-I did it! A conversation filled with stutters response:	This awkward silence... *mumble mumble*
context: This is my first time... feeling like this...\I wonder if I have a fever\Suddenly and precipitately, love has arrived.\Instantly igniting my face into a bright red\T-That's stupid?! My hands are shaking\Is this really what they call love?\I-I did it! A conversation filled with stutters\This awkward silence... *mumble mumble* response:	Your... ( Your...) I want to know your feelings.
context: I wonder if I have a fever\Suddenly and precipitately, love has arrived.\Instantly igniting my face into a bright red\T-That's stupid?! My hands are shaking\Is this really what they call love?\I-I did it! A conversation filled with stutters\This awkward silence... *mumble mumble*\Your... ( Your...) I want to know your feelings. response:	O-One-sided love
context: Suddenly and precipitately, love has arrived.\Instantly igniting my face into a bright red\T-That's stupid?! My hands are shaking\Is this really what they call love?\I-I did it! A conversation filled with stutters\This awkward silence... *mumble mumble*\Your... ( Your...) I want to know your feelings.\O-One-sided love response:	First love! The usual way to school
context: Instantly igniting my face into a bright red\T-That's stupid?! My hands are shaking\Is this really what they call love?\I-I did it! A conversation filled with stutters\This awkward silence... *mumble mumble*\Your... ( Your...) I want to know your feelings.\O-One-sided love\First love! The usual way to school response:	The shining light. I do fall in love!
context: T-That's stupid?! My hands are shaking\Is this really what they call love?\I-I did it! A conversation filled with stutters\This awkward silence... *mumble mumble*\Your... ( Your...) I want to know your feelings.\O-One-sided love\First love! The usual way to school\The shining light. I do fall in love! response:	I feel I could fly towards the sky
context: Is this really what they call love?\I-I did it! A conversation filled with stutters\This awkward silence... *mumble mumble*\Your... ( Your...) I want to know your feelings.\O-One-sided love\First love! The usual way to school\The shining light. I do fall in love!\I feel I could fly towards the sky response:	O-One-sided love
context: I-I did it! A conversation filled with stutters\This awkward silence... *mumble mumble*\Your... ( Your...) I want to know your feelings.\O-One-sided love\First love! The usual way to school\The shining light. I do fall in love!\I feel I could fly towards the sky\O-One-sided love response:	10
context: This awkward silence... *mumble mumble*\Your... ( Your...) I want to know your feelings.\O-One-sided love\First love! The usual way to school\The shining light. I do fall in love!\I feel I could fly towards the sky\O-One-sided love\10 response:	H H!
context: Your... ( Your...) I want to know your feelings.\O-One-sided love\First love! The usual way to school\The shining light. I do fall in love!\I feel I could fly towards the sky\O-One-sided love\10\H H! response:	Woke up in the morning, brushed my teeth
context: O-One-sided love\First love! The usual way to school\The shining light. I do fall in love!\I feel I could fly towards the sky\O-One-sided love\10\H H!\Woke up in the morning, brushed my teeth response:	In the blink of an eye, it's 10pm
context: First love! The usual way to school\The shining light. I do fall in love!\I feel I could fly towards the sky\O-One-sided love\10\H H!\Woke up in the morning, brushed my teeth\In the blink of an eye, it's 10pm response:	Today, we laughed a whole lot
context: The shining light. I do fall in love!\I feel I could fly towards the sky\O-One-sided love\10\H H!\Woke up in the morning, brushed my teeth\In the blink of an eye, it's 10pm\Today, we laughed a whole lot response:	We had a great time
context: I feel I could fly towards the sky\O-One-sided love\10\H H!\Woke up in the morning, brushed my teeth\In the blink of an eye, it's 10pm\Today, we laughed a whole lot\We had a great time response:	At times, with my friends, acting like fools, being noisy
context: O-One-sided love\10\H H!\Woke up in the morning, brushed my teeth\In the blink of an eye, it's 10pm\Today, we laughed a whole lot\We had a great time\At times, with my friends, acting like fools, being noisy response:	Fluttering, our eyes met.
context: 10\H H!\Woke up in the morning, brushed my teeth\In the blink of an eye, it's 10pm\Today, we laughed a whole lot\We had a great time\At times, with my friends, acting like fools, being noisy\Fluttering, our eyes met. response:	It's a coincidence, right?
context: H H!\Woke up in the morning, brushed my teeth\In the blink of an eye, it's 10pm\Today, we laughed a whole lot\We had a great time\At times, with my friends, acting like fools, being noisy\Fluttering, our eyes met.\It's a coincidence, right? response:	I wouldn't call this my first love
context: Woke up in the morning, brushed my teeth\In the blink of an eye, it's 10pm\Today, we laughed a whole lot\We had a great time\At times, with my friends, acting like fools, being noisy\Fluttering, our eyes met.\It's a coincidence, right?\I wouldn't call this my first love response:	It's not my character.
context: In the blink of an eye, it's 10pm\Today, we laughed a whole lot\We had a great time\At times, with my friends, acting like fools, being noisy\Fluttering, our eyes met.\It's a coincidence, right?\I wouldn't call this my first love\It's not my character. response:	Say, will we be able to meet again tomorrow?
context: Today, we laughed a whole lot\We had a great time\At times, with my friends, acting like fools, being noisy\Fluttering, our eyes met.\It's a coincidence, right?\I wouldn't call this my first love\It's not my character.\Say, will we be able to meet again tomorrow? response:	As my eyelids close
context: We had a great time\At times, with my friends, acting like fools, being noisy\Fluttering, our eyes met.\It's a coincidence, right?\I wouldn't call this my first love\It's not my character.\Say, will we be able to meet again tomorrow?\As my eyelids close response:	I see you sparkling all over the place
context: At times, with my friends, acting like fools, being noisy\Fluttering, our eyes met.\It's a coincidence, right?\I wouldn't call this my first love\It's not my character.\Say, will we be able to meet again tomorrow?\As my eyelids close\I see you sparkling all over the place response:	Today was fun, too, wasn't it?
context: Fluttering, our eyes met.\It's a coincidence, right?\I wouldn't call this my first love\It's not my character.\Say, will we be able to meet again tomorrow?\As my eyelids close\I see you sparkling all over the place\Today was fun, too, wasn't it? response:	I'm in love
context: It's a coincidence, right?\I wouldn't call this my first love\It's not my character.\Say, will we be able to meet again tomorrow?\As my eyelids close\I see you sparkling all over the place\Today was fun, too, wasn't it?\I'm in love response:	So happy, so happy
context: I wouldn't call this my first love\It's not my character.\Say, will we be able to meet again tomorrow?\As my eyelids close\I see you sparkling all over the place\Today was fun, too, wasn't it?\I'm in love\So happy, so happy response:	It is my pleasure to meet you, my new-found love.
context: It's not my character.\Say, will we be able to meet again tomorrow?\As my eyelids close\I see you sparkling all over the place\Today was fun, too, wasn't it?\I'm in love\So happy, so happy\It is my pleasure to meet you, my new-found love. response:	Surely, we'll meet again tomorrow
context: Say, will we be able to meet again tomorrow?\As my eyelids close\I see you sparkling all over the place\Today was fun, too, wasn't it?\I'm in love\So happy, so happy\It is my pleasure to meet you, my new-found love.\Surely, we'll meet again tomorrow response:	Have a good night
context: As my eyelids close\I see you sparkling all over the place\Today was fun, too, wasn't it?\I'm in love\So happy, so happy\It is my pleasure to meet you, my new-found love.\Surely, we'll meet again tomorrow\Have a good night response:	We'll meet immediately in our dreams
context: I see you sparkling all over the place\Today was fun, too, wasn't it?\I'm in love\So happy, so happy\It is my pleasure to meet you, my new-found love.\Surely, we'll meet again tomorrow\Have a good night\We'll meet immediately in our dreams response:	So have a good night
context: Today was fun, too, wasn't it?\I'm in love\So happy, so happy\It is my pleasure to meet you, my new-found love.\Surely, we'll meet again tomorrow\Have a good night\We'll meet immediately in our dreams\So have a good night response:	Shinonome Institute
context: I'm in love\So happy, so happy\It is my pleasure to meet you, my new-found love.\Surely, we'll meet again tomorrow\Have a good night\We'll meet immediately in our dreams\So have a good night\Shinonome Institute response:	It's Nyan
context: So happy, so happy\It is my pleasure to meet you, my new-found love.\Surely, we'll meet again tomorrow\Have a good night\We'll meet immediately in our dreams\So have a good night\Shinonome Institute\It's Nyan response:	Grave
context: It is my pleasure to meet you, my new-found love.\Surely, we'll meet again tomorrow\Have a good night\We'll meet immediately in our dreams\So have a good night\Shinonome Institute\It's Nyan\Grave response:	Grave
context: Surely, we'll meet again tomorrow\Have a good night\We'll meet immediately in our dreams\So have a good night\Shinonome Institute\It's Nyan\Grave\Grave response:	Grave
context: Have a good night\We'll meet immediately in our dreams\So have a good night\Shinonome Institute\It's Nyan\Grave\Grave\Grave response:	Grave
context: We'll meet immediately in our dreams\So have a good night\Shinonome Institute\It's Nyan\Grave\Grave\Grave\Grave response:	Grave
context: So have a good night\Shinonome Institute\It's Nyan\Grave\Grave\Grave\Grave\Grave response:	Grave
context: Shinonome Institute\It's Nyan\Grave\Grave\Grave\Grave\Grave\Grave response:	Grave
context: It's Nyan\Grave\Grave\Grave\Grave\Grave\Grave\Grave response:	Grave
context: Grave\Grave\Grave\Grave\Grave\Grave\Grave\Grave response:	Grave
context: Grave\Grave\Grave\Grave\Grave\Grave\Grave\Grave response:	Mt. Osore
context: Grave\Grave\Grave\Grave\Grave\Grave\Grave\Mt. Osore response:	Nichijou 19
context: Grave\Grave\Grave\Grave\Grave\Grave\Mt. Osore\Nichijou 19 response:	Nichijou 19
context: Grave\Grave\Grave\Grave\Grave\Mt. Osore\Nichijou 19\Nichijou 19 response:	Spiritualist
context: Grave\Grave\Grave\Grave\Mt. Osore\Nichijou 19\Nichijou 19\Spiritualist response:	Spiritualist
context: Grave\Grave\Grave\Mt. Osore\Nichijou 19\Nichijou 19\Spiritualist\Spiritualist response:	Daruma Otoshi
context: Grave\Grave\Mt. Osore\Nichijou 19\Nichijou 19\Spiritualist\Spiritualist\Daruma Otoshi response:	100 Points
context: Grave\Mt. Osore\Nichijou 19\Nichijou 19\Spiritualist\Spiritualist\Daruma Otoshi\100 Points response:	Sneezing
context: Mt. Osore\Nichijou 19\Nichijou 19\Spiritualist\Spiritualist\Daruma Otoshi\100 Points\Sneezing response:	Nichijou 20
context: Nichijou 19\Nichijou 19\Spiritualist\Spiritualist\Daruma Otoshi\100 Points\Sneezing\Nichijou 20 response:	2nd Period
context: Nichijou 19\Spiritualist\Spiritualist\Daruma Otoshi\100 Points\Sneezing\Nichijou 20\2nd Period response:	Self Study
context: Spiritualist\Spiritualist\Daruma Otoshi\100 Points\Sneezing\Nichijou 20\2nd Period\Self Study response:	Shinonome Institute
context: Spiritualist\Daruma Otoshi\100 Points\Sneezing\Nichijou 20\2nd Period\Self Study\Shinonome Institute response:	Shinonome Institute
context: Daruma Otoshi\100 Points\Sneezing\Nichijou 20\2nd Period\Self Study\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: 100 Points\Sneezing\Nichijou 20\2nd Period\Self Study\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Sneezing\Nichijou 20\2nd Period\Self Study\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Nichijou 20\2nd Period\Self Study\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: 2nd Period\Self Study\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Self Study\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Shinonome Institute
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute response:	Nichijou 21
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Nichijou 21 response:	You can't have too much ice cream and juice!
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Nichijou 21\You can't have too much ice cream and juice! response:	Kokkuri-san
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Nichijou 21\You can't have too much ice cream and juice!\Kokkuri-san response:	Nichijou 22
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Shinonome Institute\Nichijou 21\You can't have too much ice cream and juice!\Kokkuri-san\Nichijou 22 response:	Mini-test
context: Shinonome Institute\Shinonome Institute\Shinonome Institute\Nichijou 21\You can't have too much ice cream and juice!\Kokkuri-san\Nichijou 22\Mini-test response:	English
context: Shinonome Institute\Shinonome Institute\Nichijou 21\You can't have too much ice cream and juice!\Kokkuri-san\Nichijou 22\Mini-test\English response:	Piss off
context: Shinonome Institute\Nichijou 21\You can't have too much ice cream and juice!\Kokkuri-san\Nichijou 22\Mini-test\English\Piss off response:	In front of the 1-Q lectern
context: Nichijou 21\You can't have too much ice cream and juice!\Kokkuri-san\Nichijou 22\Mini-test\English\Piss off\In front of the 1-Q lectern response:	Sunk
context: You can't have too much ice cream and juice!\Kokkuri-san\Nichijou 22\Mini-test\English\Piss off\In front of the 1-Q lectern\Sunk response:	Word Of The Day
context: Kokkuri-san\Nichijou 22\Mini-test\English\Piss off\In front of the 1-Q lectern\Sunk\Word Of The Day response:	The Next Day
context: Nichijou 22\Mini-test\English\Piss off\In front of the 1-Q lectern\Sunk\Word Of The Day\The Next Day response:	English
context: Mini-test\English\Piss off\In front of the 1-Q lectern\Sunk\Word Of The Day\The Next Day\English response:	Narration: Koyama Rikiya
context: English\Piss off\In front of the 1-Q lectern\Sunk\Word Of The Day\The Next Day\English\Narration: Koyama Rikiya response:	Nano!
context: Piss off\In front of the 1-Q lectern\Sunk\Word Of The Day\The Next Day\English\Narration: Koyama Rikiya\Nano! response:	Nano?
context: In front of the 1-Q lectern\Sunk\Word Of The Day\The Next Day\English\Narration: Koyama Rikiya\Nano!\Nano? response:	Nano
context: Sunk\Word Of The Day\The Next Day\English\Narration: Koyama Rikiya\Nano!\Nano?\Nano response:	Nano!
context: Word Of The Day\The Next Day\English\Narration: Koyama Rikiya\Nano!\Nano?\Nano\Nano! response:	Yes?
context: The Next Day\English\Narration: Koyama Rikiya\Nano!\Nano?\Nano\Nano!\Yes? response:	Nano, Nano!
context: English\Narration: Koyama Rikiya\Nano!\Nano?\Nano\Nano!\Yes?\Nano, Nano! response:	Yes?
context: Narration: Koyama Rikiya\Nano!\Nano?\Nano\Nano!\Yes?\Nano, Nano!\Yes? response:	Nano!
context: Nano!\Nano?\Nano\Nano!\Yes?\Nano, Nano!\Yes?\Nano! response:	Yes, yes.
context: Nano?\Nano\Nano!\Yes?\Nano, Nano!\Yes?\Nano!\Yes, yes. response:	Nano!
context: Nano\Nano!\Yes?\Nano, Nano!\Yes?\Nano!\Yes, yes.\Nano! response:	Look, look!
context: Nano!\Yes?\Nano, Nano!\Yes?\Nano!\Yes, yes.\Nano!\Look, look! response:	It's Professor, nyan!
context: Yes?\Nano, Nano!\Yes?\Nano!\Yes, yes.\Nano!\Look, look!\It's Professor, nyan! response:	Nyan.
context: Nano, Nano!\Yes?\Nano!\Yes, yes.\Nano!\Look, look!\It's Professor, nyan!\Nyan. response:	You too, Sakamoto... Look, look!
context: Yes?\Nano!\Yes, yes.\Nano!\Look, look!\It's Professor, nyan!\Nyan.\You too, Sakamoto... Look, look! response:	It's Professor, nyan!
context: Nano!\Yes, yes.\Nano!\Look, look!\It's Professor, nyan!\Nyan.\You too, Sakamoto... Look, look!\It's Professor, nyan! response:	It's Professor, nyan!
context: Yes, yes.\Nano!\Look, look!\It's Professor, nyan!\Nyan.\You too, Sakamoto... Look, look!\It's Professor, nyan!\It's Professor, nyan! response:	Professor.
context: Nano!\Look, look!\It's Professor, nyan!\Nyan.\You too, Sakamoto... Look, look!\It's Professor, nyan!\It's Professor, nyan!\Professor. response:	That's probably... moe!
context: Look, look!\It's Professor, nyan!\Nyan.\You too, Sakamoto... Look, look!\It's Professor, nyan!\It's Professor, nyan!\Professor.\That's probably... moe! response:	Nyan?
context: It's Professor, nyan!\Nyan.\You too, Sakamoto... Look, look!\It's Professor, nyan!\It's Professor, nyan!\Professor.\That's probably... moe!\Nyan? response:	Nyan!
context: Nyan.\You too, Sakamoto... Look, look!\It's Professor, nyan!\It's Professor, nyan!\Professor.\That's probably... moe!\Nyan?\Nyan! response:	It's Professor, nyan!
context: You too, Sakamoto... Look, look!\It's Professor, nyan!\It's Professor, nyan!\Professor.\That's probably... moe!\Nyan?\Nyan!\It's Professor, nyan! response:	It's moe!
context: It's Professor, nyan!\It's Professor, nyan!\Professor.\That's probably... moe!\Nyan?\Nyan!\It's Professor, nyan!\It's moe! response:	It's Professor, nyan!
context: It's Professor, nyan!\Professor.\That's probably... moe!\Nyan?\Nyan!\It's Professor, nyan!\It's moe!\It's Professor, nyan! response:	It's moe!
context: Professor.\That's probably... moe!\Nyan?\Nyan!\It's Professor, nyan!\It's moe!\It's Professor, nyan!\It's moe! response:	It's Professor, nyan!
context: That's probably... moe!\Nyan?\Nyan!\It's Professor, nyan!\It's moe!\It's Professor, nyan!\It's moe!\It's Professor, nyan! response:	It's moe!
context: Nyan?\Nyan!\It's Professor, nyan!\It's moe!\It's Professor, nyan!\It's moe!\It's Professor, nyan!\It's moe! response:	It's Professor, nyan nyan!
context: Nyan!\It's Professor, nyan!\It's moe!\It's Professor, nyan!\It's moe!\It's Professor, nyan!\It's moe!\It's Professor, nyan nyan! response:	It's moe!
context: It's Professor, nyan!\It's moe!\It's Professor, nyan!\It's moe!\It's Professor, nyan!\It's moe!\It's Professor, nyan nyan!\It's moe! response:	It's Professor, nyan!
context: It's moe!\It's Professor, nyan!\It's moe!\It's Professor, nyan!\It's moe!\It's Professor, nyan nyan!\It's moe!\It's Professor, nyan! response:	It's moe!
context: It's Professor, nyan!\It's moe!\It's Professor, nyan!\It's moe!\It's Professor, nyan nyan!\It's moe!\It's Professor, nyan!\It's moe! response:	It's Professor, nyan nyan!
context: It's moe!\It's Professor, nyan!\It's moe!\It's Professor, nyan nyan!\It's moe!\It's Professor, nyan!\It's moe!\It's Professor, nyan nyan! response:	The Shinonome household was at peace again today.
