context: Who is that?! response:	Hey, are you all right?!
context: You talk too much, you stubborn ignorant old woman!\Didn't I tell you not to interfere?!\Priestess Kaede!\T-that is my sister's!\I will not let you have it!\Not a demon like you!\I am the demoness, Urasue!\Kikyo's ashes... response:	are now in MY possession!
context: Didn't I tell you not to interfere?!\Priestess Kaede!\T-that is my sister's!\I will not let you have it!\Not a demon like you!\I am the demoness, Urasue!\Kikyo's ashes...\are now in MY possession! response:	Inuyasha!
context: Priestess Kaede!\T-that is my sister's!\I will not let you have it!\Not a demon like you!\I am the demoness, Urasue!\Kikyo's ashes...\are now in MY possession!\Inuyasha! response:	Damn!
context: T-that is my sister's!\I will not let you have it!\Not a demon like you!\I am the demoness, Urasue!\Kikyo's ashes...\are now in MY possession!\Inuyasha!\Damn! response:	Who is that?!
context: I will not let you have it!\Not a demon like you!\I am the demoness, Urasue!\Kikyo's ashes...\are now in MY possession!\Inuyasha!\Damn!\Who is that?! response:	That's...Kagome?
context: Not a demon like you!\I am the demoness, Urasue!\Kikyo's ashes...\are now in MY possession!\Inuyasha!\Damn!\Who is that?!\That's...Kagome? response:	No, it's not...
context: I am the demoness, Urasue!\Kikyo's ashes...\are now in MY possession!\Inuyasha!\Damn!\Who is that?!\That's...Kagome?\No, it's not... response:	That's Kikyo...
context: Kikyo's ashes...\are now in MY possession!\Inuyasha!\Damn!\Who is that?!\That's...Kagome?\No, it's not...\That's Kikyo... response:	The one who bound me to the tree!
context: are now in MY possession!\Inuyasha!\Damn!\Who is that?!\That's...Kagome?\No, it's not...\That's Kikyo...\The one who bound me to the tree! response:	A dream...
context: Inuyasha!\Damn!\Who is that?!\That's...Kagome?\No, it's not...\That's Kikyo...\The one who bound me to the tree!\A dream... response:	Brought back ugly memories.
context: Damn!\Who is that?!\That's...Kagome?\No, it's not...\That's Kikyo...\The one who bound me to the tree!\A dream...\Brought back ugly memories. response:	They look alike...
context: Who is that?!\That's...Kagome?\No, it's not...\That's Kikyo...\The one who bound me to the tree!\A dream...\Brought back ugly memories.\They look alike... response:	Kagome looks exactly like Kikyo.
context: That's...Kagome?\No, it's not...\That's Kikyo...\The one who bound me to the tree!\A dream...\Brought back ugly memories.\They look alike...\Kagome looks exactly like Kikyo. response:	Inuyasha?
context: No, it's not...\That's Kikyo...\The one who bound me to the tree!\A dream...\Brought back ugly memories.\They look alike...\Kagome looks exactly like Kikyo.\Inuyasha? response:	Stop scaring me like that!
context: That's Kikyo...\The one who bound me to the tree!\A dream...\Brought back ugly memories.\They look alike...\Kagome looks exactly like Kikyo.\Inuyasha?\Stop scaring me like that! response:	I thought you were a scary demon.
context: The one who bound me to the tree!\A dream...\Brought back ugly memories.\They look alike...\Kagome looks exactly like Kikyo.\Inuyasha?\Stop scaring me like that!\I thought you were a scary demon. response:	Huh? Did I punch you just now? Sorry!
context: A dream...\Brought back ugly memories.\They look alike...\Kagome looks exactly like Kikyo.\Inuyasha?\Stop scaring me like that!\I thought you were a scary demon.\Huh? Did I punch you just now? Sorry! response:	Nope, not like her at all!!
context: Brought back ugly memories.\They look alike...\Kagome looks exactly like Kikyo.\Inuyasha?\Stop scaring me like that!\I thought you were a scary demon.\Huh? Did I punch you just now? Sorry!\Nope, not like her at all!! response:	What is?
context: They look alike...\Kagome looks exactly like Kikyo.\Inuyasha?\Stop scaring me like that!\I thought you were a scary demon.\Huh? Did I punch you just now? Sorry!\Nope, not like her at all!!\What is? response:	Not one little bit!
context: Kagome looks exactly like Kikyo.\Inuyasha?\Stop scaring me like that!\I thought you were a scary demon.\Huh? Did I punch you just now? Sorry!\Nope, not like her at all!!\What is?\Not one little bit! response:	What're you talking about?!
context: Inuyasha?\Stop scaring me like that!\I thought you were a scary demon.\Huh? Did I punch you just now? Sorry!\Nope, not like her at all!!\What is?\Not one little bit!\What're you talking about?! response:	What is it, Inuyasha?
context: Stop scaring me like that!\I thought you were a scary demon.\Huh? Did I punch you just now? Sorry!\Nope, not like her at all!!\What is?\Not one little bit!\What're you talking about?!\What is it, Inuyasha? response:	Nothing!
context: I thought you were a scary demon.\Huh? Did I punch you just now? Sorry!\Nope, not like her at all!!\What is?\Not one little bit!\What're you talking about?!\What is it, Inuyasha?\Nothing! response:	What's that?
context: Huh? Did I punch you just now? Sorry!\Nope, not like her at all!!\What is?\Not one little bit!\What're you talking about?!\What is it, Inuyasha?\Nothing!\What's that? response:	What? A demon?
context: Nope, not like her at all!!\What is?\Not one little bit!\What're you talking about?!\What is it, Inuyasha?\Nothing!\What's that?\What? A demon? response:	What is it? I'm getting the scent of new blood...
context: What is?\Not one little bit!\What're you talking about?!\What is it, Inuyasha?\Nothing!\What's that?\What? A demon?\What is it? I'm getting the scent of new blood... response:	Hold it... The smell of that blood...
context: Not one little bit!\What're you talking about?!\What is it, Inuyasha?\Nothing!\What's that?\What? A demon?\What is it? I'm getting the scent of new blood...\Hold it... The smell of that blood... response:	What's the matter, Inuyasha?
context: What're you talking about?!\What is it, Inuyasha?\Nothing!\What's that?\What? A demon?\What is it? I'm getting the scent of new blood...\Hold it... The smell of that blood...\What's the matter, Inuyasha? response:	Why the sudden urge to go back to the village?
context: What is it, Inuyasha?\Nothing!\What's that?\What? A demon?\What is it? I'm getting the scent of new blood...\Hold it... The smell of that blood...\What's the matter, Inuyasha?\Why the sudden urge to go back to the village? response:	I'm still sleepy!
context: Nothing!\What's that?\What? A demon?\What is it? I'm getting the scent of new blood...\Hold it... The smell of that blood...\What's the matter, Inuyasha?\Why the sudden urge to go back to the village?\I'm still sleepy! response:	Priestess Kaede, you mustn't move yet!
context: What's that?\What? A demon?\What is it? I'm getting the scent of new blood...\Hold it... The smell of that blood...\What's the matter, Inuyasha?\Why the sudden urge to go back to the village?\I'm still sleepy!\Priestess Kaede, you mustn't move yet! response:	Never mind! It's not a serious wound.
context: What? A demon?\What is it? I'm getting the scent of new blood...\Hold it... The smell of that blood...\What's the matter, Inuyasha?\Why the sudden urge to go back to the village?\I'm still sleepy!\Priestess Kaede, you mustn't move yet!\Never mind! It's not a serious wound. response:	Granny Kaede!
context: What is it? I'm getting the scent of new blood...\Hold it... The smell of that blood...\What's the matter, Inuyasha?\Why the sudden urge to go back to the village?\I'm still sleepy!\Priestess Kaede, you mustn't move yet!\Never mind! It's not a serious wound.\Granny Kaede! response:	You?
context: Hold it... The smell of that blood...\What's the matter, Inuyasha?\Why the sudden urge to go back to the village?\I'm still sleepy!\Priestess Kaede, you mustn't move yet!\Never mind! It's not a serious wound.\Granny Kaede!\You? response:	What happened to you?
context: What's the matter, Inuyasha?\Why the sudden urge to go back to the village?\I'm still sleepy!\Priestess Kaede, you mustn't move yet!\Never mind! It's not a serious wound.\Granny Kaede!\You?\What happened to you? response:	So you're still alive.
context: Why the sudden urge to go back to the village?\I'm still sleepy!\Priestess Kaede, you mustn't move yet!\Never mind! It's not a serious wound.\Granny Kaede!\You?\What happened to you?\So you're still alive. response:	I guess not even a flesh wound will keep you down.
context: I'm still sleepy!\Priestess Kaede, you mustn't move yet!\Never mind! It's not a serious wound.\Granny Kaede!\You?\What happened to you?\So you're still alive.\I guess not even a flesh wound will keep you down. response:	So, you caught the scent of my blood on that demon.
context: Priestess Kaede, you mustn't move yet!\Never mind! It's not a serious wound.\Granny Kaede!\You?\What happened to you?\So you're still alive.\I guess not even a flesh wound will keep you down.\So, you caught the scent of my blood on that demon. response:	Look, think of your age and take it easy!
context: Never mind! It's not a serious wound.\Granny Kaede!\You?\What happened to you?\So you're still alive.\I guess not even a flesh wound will keep you down.\So, you caught the scent of my blood on that demon.\Look, think of your age and take it easy! response:	So... He wanted to return because he was worried about old Kaede.
context: Granny Kaede!\You?\What happened to you?\So you're still alive.\I guess not even a flesh wound will keep you down.\So, you caught the scent of my blood on that demon.\Look, think of your age and take it easy!\So... He wanted to return because he was worried about old Kaede. response:	What's this?
context: You?\What happened to you?\So you're still alive.\I guess not even a flesh wound will keep you down.\So, you caught the scent of my blood on that demon.\Look, think of your age and take it easy!\So... He wanted to return because he was worried about old Kaede.\What's this? response:	This used to be my sister, Kikyo's gravesite.
context: What happened to you?\So you're still alive.\I guess not even a flesh wound will keep you down.\So, you caught the scent of my blood on that demon.\Look, think of your age and take it easy!\So... He wanted to return because he was worried about old Kaede.\What's this?\This used to be my sister, Kikyo's gravesite. response:	A grave, here?
context: So you're still alive.\I guess not even a flesh wound will keep you down.\So, you caught the scent of my blood on that demon.\Look, think of your age and take it easy!\So... He wanted to return because he was worried about old Kaede.\What's this?\This used to be my sister, Kikyo's gravesite.\A grave, here? response:	I was not strong enough to stop her.
context: I guess not even a flesh wound will keep you down.\So, you caught the scent of my blood on that demon.\Look, think of your age and take it easy!\So... He wanted to return because he was worried about old Kaede.\What's this?\This used to be my sister, Kikyo's gravesite.\A grave, here?\I was not strong enough to stop her. response:	I take possession!
context: So, you caught the scent of my blood on that demon.\Look, think of your age and take it easy!\So... He wanted to return because he was worried about old Kaede.\What's this?\This used to be my sister, Kikyo's gravesite.\A grave, here?\I was not strong enough to stop her.\I take possession! response:	My sister had unusually strong powers, even for a priestess.
context: Look, think of your age and take it easy!\So... He wanted to return because he was worried about old Kaede.\What's this?\This used to be my sister, Kikyo's gravesite.\A grave, here?\I was not strong enough to stop her.\I take possession!\My sister had unusually strong powers, even for a priestess. response:	If her ashes get into the hands of some demon...
context: So... He wanted to return because he was worried about old Kaede.\What's this?\This used to be my sister, Kikyo's gravesite.\A grave, here?\I was not strong enough to stop her.\I take possession!\My sister had unusually strong powers, even for a priestess.\If her ashes get into the hands of some demon... response:	who knows for what evil purpose they will be used?
context: What's this?\This used to be my sister, Kikyo's gravesite.\A grave, here?\I was not strong enough to stop her.\I take possession!\My sister had unusually strong powers, even for a priestess.\If her ashes get into the hands of some demon...\who knows for what evil purpose they will be used? response:	Inuyasha!
context: This used to be my sister, Kikyo's gravesite.\A grave, here?\I was not strong enough to stop her.\I take possession!\My sister had unusually strong powers, even for a priestess.\If her ashes get into the hands of some demon...\who knows for what evil purpose they will be used?\Inuyasha! response:	Forget it!
context: A grave, here?\I was not strong enough to stop her.\I take possession!\My sister had unusually strong powers, even for a priestess.\If her ashes get into the hands of some demon...\who knows for what evil purpose they will be used?\Inuyasha!\Forget it! response:	Kikyo and I were enemies.
context: I was not strong enough to stop her.\I take possession!\My sister had unusually strong powers, even for a priestess.\If her ashes get into the hands of some demon...\who knows for what evil purpose they will be used?\Inuyasha!\Forget it!\Kikyo and I were enemies. response:	Have you forgotten who shot an arrow into my chest?
context: I take possession!\My sister had unusually strong powers, even for a priestess.\If her ashes get into the hands of some demon...\who knows for what evil purpose they will be used?\Inuyasha!\Forget it!\Kikyo and I were enemies.\Have you forgotten who shot an arrow into my chest? response:	You're right...
context: My sister had unusually strong powers, even for a priestess.\If her ashes get into the hands of some demon...\who knows for what evil purpose they will be used?\Inuyasha!\Forget it!\Kikyo and I were enemies.\Have you forgotten who shot an arrow into my chest?\You're right... response:	I heard that happened fifty years ago...
context: If her ashes get into the hands of some demon...\who knows for what evil purpose they will be used?\Inuyasha!\Forget it!\Kikyo and I were enemies.\Have you forgotten who shot an arrow into my chest?\You're right...\I heard that happened fifty years ago... response:	It's Inuyasha!
context: who knows for what evil purpose they will be used?\Inuyasha!\Forget it!\Kikyo and I were enemies.\Have you forgotten who shot an arrow into my chest?\You're right...\I heard that happened fifty years ago...\It's Inuyasha! response:	Inuyasha the half-demon wanted to take the Sacred Jewel...
context: Inuyasha!\Forget it!\Kikyo and I were enemies.\Have you forgotten who shot an arrow into my chest?\You're right...\I heard that happened fifty years ago...\It's Inuyasha!\Inuyasha the half-demon wanted to take the Sacred Jewel... response:	and become a full-fledged demon.
context: Forget it!\Kikyo and I were enemies.\Have you forgotten who shot an arrow into my chest?\You're right...\I heard that happened fifty years ago...\It's Inuyasha!\Inuyasha the half-demon wanted to take the Sacred Jewel...\and become a full-fledged demon. response:	When he came to the village to take the Jewel...
context: Kikyo and I were enemies.\Have you forgotten who shot an arrow into my chest?\You're right...\I heard that happened fifty years ago...\It's Inuyasha!\Inuyasha the half-demon wanted to take the Sacred Jewel...\and become a full-fledged demon.\When he came to the village to take the Jewel... response:	the priestess, Kikyo, shot a sacred arrow which...
context: Have you forgotten who shot an arrow into my chest?\You're right...\I heard that happened fifty years ago...\It's Inuyasha!\Inuyasha the half-demon wanted to take the Sacred Jewel...\and become a full-fledged demon.\When he came to the village to take the Jewel...\the priestess, Kikyo, shot a sacred arrow which... response:	held him fast to a tree.
context: You're right...\I heard that happened fifty years ago...\It's Inuyasha!\Inuyasha the half-demon wanted to take the Sacred Jewel...\and become a full-fledged demon.\When he came to the village to take the Jewel...\the priestess, Kikyo, shot a sacred arrow which...\held him fast to a tree. response:	Inuyasha!
context: I heard that happened fifty years ago...\It's Inuyasha!\Inuyasha the half-demon wanted to take the Sacred Jewel...\and become a full-fledged demon.\When he came to the village to take the Jewel...\the priestess, Kikyo, shot a sacred arrow which...\held him fast to a tree.\Inuyasha! response:	K-Kikyo...
context: It's Inuyasha!\Inuyasha the half-demon wanted to take the Sacred Jewel...\and become a full-fledged demon.\When he came to the village to take the Jewel...\the priestess, Kikyo, shot a sacred arrow which...\held him fast to a tree.\Inuyasha!\K-Kikyo... response:	Why you!
context: Inuyasha the half-demon wanted to take the Sacred Jewel...\and become a full-fledged demon.\When he came to the village to take the Jewel...\the priestess, Kikyo, shot a sacred arrow which...\held him fast to a tree.\Inuyasha!\K-Kikyo...\Why you! response:	But in that battle, Kikyo would lose her life.
context: and become a full-fledged demon.\When he came to the village to take the Jewel...\the priestess, Kikyo, shot a sacred arrow which...\held him fast to a tree.\Inuyasha!\K-Kikyo...\Why you!\But in that battle, Kikyo would lose her life. response:	Sister!
context: When he came to the village to take the Jewel...\the priestess, Kikyo, shot a sacred arrow which...\held him fast to a tree.\Inuyasha!\K-Kikyo...\Why you!\But in that battle, Kikyo would lose her life.\Sister! response:	Demoness Urasue...
context: the priestess, Kikyo, shot a sacred arrow which...\held him fast to a tree.\Inuyasha!\K-Kikyo...\Why you!\But in that battle, Kikyo would lose her life.\Sister!\Demoness Urasue... response:	She didn't just steal Kikyo's ashes.
context: held him fast to a tree.\Inuyasha!\K-Kikyo...\Why you!\But in that battle, Kikyo would lose her life.\Sister!\Demoness Urasue...\She didn't just steal Kikyo's ashes. response:	I could smell the dirt from the grave...
context: Inuyasha!\K-Kikyo...\Why you!\But in that battle, Kikyo would lose her life.\Sister!\Demoness Urasue...\She didn't just steal Kikyo's ashes.\I could smell the dirt from the grave... response:	Just what is she up to?
context: K-Kikyo...\Why you!\But in that battle, Kikyo would lose her life.\Sister!\Demoness Urasue...\She didn't just steal Kikyo's ashes.\I could smell the dirt from the grave...\Just what is she up to? response:	Let's go, Inuyasha.
context: Why you!\But in that battle, Kikyo would lose her life.\Sister!\Demoness Urasue...\She didn't just steal Kikyo's ashes.\I could smell the dirt from the grave...\Just what is she up to?\Let's go, Inuyasha. response:	Where?
context: But in that battle, Kikyo would lose her life.\Sister!\Demoness Urasue...\She didn't just steal Kikyo's ashes.\I could smell the dirt from the grave...\Just what is she up to?\Let's go, Inuyasha.\Where? response:	Don't you feel sorry for Kikyo, that her grave has been violated?
context: Sister!\Demoness Urasue...\She didn't just steal Kikyo's ashes.\I could smell the dirt from the grave...\Just what is she up to?\Let's go, Inuyasha.\Where?\Don't you feel sorry for Kikyo, that her grave has been violated? response:	Forget that you were once bitter enemies.
context: Demoness Urasue...\She didn't just steal Kikyo's ashes.\I could smell the dirt from the grave...\Just what is she up to?\Let's go, Inuyasha.\Where?\Don't you feel sorry for Kikyo, that her grave has been violated?\Forget that you were once bitter enemies. response:	Kikyo died long ago, right?
context: She didn't just steal Kikyo's ashes.\I could smell the dirt from the grave...\Just what is she up to?\Let's go, Inuyasha.\Where?\Don't you feel sorry for Kikyo, that her grave has been violated?\Forget that you were once bitter enemies.\Kikyo died long ago, right? response:	- Hey! - What?
context: I could smell the dirt from the grave...\Just what is she up to?\Let's go, Inuyasha.\Where?\Don't you feel sorry for Kikyo, that her grave has been violated?\Forget that you were once bitter enemies.\Kikyo died long ago, right?\- Hey! - What? response:	Since yesterday, you've been avoiding looking at me!
context: Just what is she up to?\Let's go, Inuyasha.\Where?\Don't you feel sorry for Kikyo, that her grave has been violated?\Forget that you were once bitter enemies.\Kikyo died long ago, right?\- Hey! - What?\Since yesterday, you've been avoiding looking at me! response:	It's nothing...
context: Let's go, Inuyasha.\Where?\Don't you feel sorry for Kikyo, that her grave has been violated?\Forget that you were once bitter enemies.\Kikyo died long ago, right?\- Hey! - What?\Since yesterday, you've been avoiding looking at me!\It's nothing... response:	I know! It's because I look like Kikyo!
context: Where?\Don't you feel sorry for Kikyo, that her grave has been violated?\Forget that you were once bitter enemies.\Kikyo died long ago, right?\- Hey! - What?\Since yesterday, you've been avoiding looking at me!\It's nothing...\I know! It's because I look like Kikyo! response:	That's why you don't like me, right?!
context: Don't you feel sorry for Kikyo, that her grave has been violated?\Forget that you were once bitter enemies.\Kikyo died long ago, right?\- Hey! - What?\Since yesterday, you've been avoiding looking at me!\It's nothing...\I know! It's because I look like Kikyo!\That's why you don't like me, right?! response:	It's not!
context: Forget that you were once bitter enemies.\Kikyo died long ago, right?\- Hey! - What?\Since yesterday, you've been avoiding looking at me!\It's nothing...\I know! It's because I look like Kikyo!\That's why you don't like me, right?!\It's not! response:	Huh?
context: Kikyo died long ago, right?\- Hey! - What?\Since yesterday, you've been avoiding looking at me!\It's nothing...\I know! It's because I look like Kikyo!\That's why you don't like me, right?!\It's not!\Huh? response:	It's not like that.
context: - Hey! - What?\Since yesterday, you've been avoiding looking at me!\It's nothing...\I know! It's because I look like Kikyo!\That's why you don't like me, right?!\It's not!\Huh?\It's not like that. response:	W- what?
context: Since yesterday, you've been avoiding looking at me!\It's nothing...\I know! It's because I look like Kikyo!\That's why you don't like me, right?!\It's not!\Huh?\It's not like that.\W- what? response:	W-what is it?!
context: It's nothing...\I know! It's because I look like Kikyo!\That's why you don't like me, right?!\It's not!\Huh?\It's not like that.\W- what?\W-what is it?! response:	W- what was that just now? What?
context: I know! It's because I look like Kikyo!\That's why you don't like me, right?!\It's not!\Huh?\It's not like that.\W- what?\W-what is it?!\W- what was that just now? What? response:	What was that?
context: That's why you don't like me, right?!\It's not!\Huh?\It's not like that.\W- what?\W-what is it?!\W- what was that just now? What?\What was that? response:	Darn! What're you doing?!
context: It's not!\Huh?\It's not like that.\W- what?\W-what is it?!\W- what was that just now? What?\What was that?\Darn! What're you doing?! response:	Y-you're the one!
context: Huh?\It's not like that.\W- what?\W-what is it?!\W- what was that just now? What?\What was that?\Darn! What're you doing?!\Y-you're the one! response:	What did I do?!
context: It's not like that.\W- what?\W-what is it?!\W- what was that just now? What?\What was that?\Darn! What're you doing?!\Y-you're the one!\What did I do?! response:	Huh?
context: W- what?\W-what is it?!\W- what was that just now? What?\What was that?\Darn! What're you doing?!\Y-you're the one!\What did I do?!\Huh? response:	Granny...
context: W-what is it?!\W- what was that just now? What?\What was that?\Darn! What're you doing?!\Y-you're the one!\What did I do?!\Huh?\Granny... response:	I am also a priestess.
context: W- what was that just now? What?\What was that?\Darn! What're you doing?!\Y-you're the one!\What did I do?!\Huh?\Granny...\I am also a priestess. response:	I will take back my sister's ashes with my own hands.
context: What was that?\Darn! What're you doing?!\Y-you're the one!\What did I do?!\Huh?\Granny...\I am also a priestess.\I will take back my sister's ashes with my own hands. response:	Inuyasha, at least tell me in which direction...
context: Darn! What're you doing?!\Y-you're the one!\What did I do?!\Huh?\Granny...\I am also a priestess.\I will take back my sister's ashes with my own hands.\Inuyasha, at least tell me in which direction... response:	Urasue is headed?
context: Y-you're the one!\What did I do?!\Huh?\Granny...\I am also a priestess.\I will take back my sister's ashes with my own hands.\Inuyasha, at least tell me in which direction...\Urasue is headed? response:	Do you wanna die, old woman?
context: What did I do?!\Huh?\Granny...\I am also a priestess.\I will take back my sister's ashes with my own hands.\Inuyasha, at least tell me in which direction...\Urasue is headed?\Do you wanna die, old woman? response:	Inuyasha!
context: Huh?\Granny...\I am also a priestess.\I will take back my sister's ashes with my own hands.\Inuyasha, at least tell me in which direction...\Urasue is headed?\Do you wanna die, old woman?\Inuyasha! response:	Well, I'll have to go to find out.
context: Granny...\I am also a priestess.\I will take back my sister's ashes with my own hands.\Inuyasha, at least tell me in which direction...\Urasue is headed?\Do you wanna die, old woman?\Inuyasha!\Well, I'll have to go to find out. response:	Granny Kaede, you mustn't! You're in no condition!
context: I am also a priestess.\I will take back my sister's ashes with my own hands.\Inuyasha, at least tell me in which direction...\Urasue is headed?\Do you wanna die, old woman?\Inuyasha!\Well, I'll have to go to find out.\Granny Kaede, you mustn't! You're in no condition! response:	It's useless to stop her!
context: I will take back my sister's ashes with my own hands.\Inuyasha, at least tell me in which direction...\Urasue is headed?\Do you wanna die, old woman?\Inuyasha!\Well, I'll have to go to find out.\Granny Kaede, you mustn't! You're in no condition!\It's useless to stop her! response:	That's why I hate dealing with old people!
context: Inuyasha, at least tell me in which direction...\Urasue is headed?\Do you wanna die, old woman?\Inuyasha!\Well, I'll have to go to find out.\Granny Kaede, you mustn't! You're in no condition!\It's useless to stop her!\That's why I hate dealing with old people! response:	I'll get Kikyo's ashes back.
context: Urasue is headed?\Do you wanna die, old woman?\Inuyasha!\Well, I'll have to go to find out.\Granny Kaede, you mustn't! You're in no condition!\It's useless to stop her!\That's why I hate dealing with old people!\I'll get Kikyo's ashes back. response:	And I'll be sure to bring home your bones, too.
context: Do you wanna die, old woman?\Inuyasha!\Well, I'll have to go to find out.\Granny Kaede, you mustn't! You're in no condition!\It's useless to stop her!\That's why I hate dealing with old people!\I'll get Kikyo's ashes back.\And I'll be sure to bring home your bones, too. response:	Inuyasha, thank you.
context: Inuyasha!\Well, I'll have to go to find out.\Granny Kaede, you mustn't! You're in no condition!\It's useless to stop her!\That's why I hate dealing with old people!\I'll get Kikyo's ashes back.\And I'll be sure to bring home your bones, too.\Inuyasha, thank you. response:	Granny Kaede, may I come along?
context: Well, I'll have to go to find out.\Granny Kaede, you mustn't! You're in no condition!\It's useless to stop her!\That's why I hate dealing with old people!\I'll get Kikyo's ashes back.\And I'll be sure to bring home your bones, too.\Inuyasha, thank you.\Granny Kaede, may I come along? response:	Kagome?
context: Granny Kaede, you mustn't! You're in no condition!\It's useless to stop her!\That's why I hate dealing with old people!\I'll get Kikyo's ashes back.\And I'll be sure to bring home your bones, too.\Inuyasha, thank you.\Granny Kaede, may I come along?\Kagome? response:	Inuyasha's eyes just now...
context: It's useless to stop her!\That's why I hate dealing with old people!\I'll get Kikyo's ashes back.\And I'll be sure to bring home your bones, too.\Inuyasha, thank you.\Granny Kaede, may I come along?\Kagome?\Inuyasha's eyes just now... response:	He wasn't seeing me...
context: That's why I hate dealing with old people!\I'll get Kikyo's ashes back.\And I'll be sure to bring home your bones, too.\Inuyasha, thank you.\Granny Kaede, may I come along?\Kagome?\Inuyasha's eyes just now...\He wasn't seeing me... response:	He was seeing Kikyo inside me.
context: I'll get Kikyo's ashes back.\And I'll be sure to bring home your bones, too.\Inuyasha, thank you.\Granny Kaede, may I come along?\Kagome?\Inuyasha's eyes just now...\He wasn't seeing me...\He was seeing Kikyo inside me. response:	Granny's asleep.
context: And I'll be sure to bring home your bones, too.\Inuyasha, thank you.\Granny Kaede, may I come along?\Kagome?\Inuyasha's eyes just now...\He wasn't seeing me...\He was seeing Kikyo inside me.\Granny's asleep. response:	You'd better get some sleep.
context: Inuyasha, thank you.\Granny Kaede, may I come along?\Kagome?\Inuyasha's eyes just now...\He wasn't seeing me...\He was seeing Kikyo inside me.\Granny's asleep.\You'd better get some sleep. response:	We'll attack tomorrow.
context: Granny Kaede, may I come along?\Kagome?\Inuyasha's eyes just now...\He wasn't seeing me...\He was seeing Kikyo inside me.\Granny's asleep.\You'd better get some sleep.\We'll attack tomorrow. response:	So soon?
