context: Episode 5 response:	*Decisions
context: Yeah.\I'm done eating.\Already?\Yeah.\What am I supposed to do tomorrow,\when I meet Yano-san, Yoshida-san and Kazehaya-kun?\Oh yeah,\we've got exams now. response:	Everyone's sitting in attendance order.
context: I'm done eating.\Already?\Yeah.\What am I supposed to do tomorrow,\when I meet Yano-san, Yoshida-san and Kazehaya-kun?\Oh yeah,\we've got exams now.\Everyone's sitting in attendance order. response:	Who's in my usual seat?
context: Already?\Yeah.\What am I supposed to do tomorrow,\when I meet Yano-san, Yoshida-san and Kazehaya-kun?\Oh yeah,\we've got exams now.\Everyone's sitting in attendance order.\Who's in my usual seat? response:	Yano-san.
context: Yeah.\What am I supposed to do tomorrow,\when I meet Yano-san, Yoshida-san and Kazehaya-kun?\Oh yeah,\we've got exams now.\Everyone's sitting in attendance order.\Who's in my usual seat?\Yano-san. response:	She isn't avoiding my seat.
context: What am I supposed to do tomorrow,\when I meet Yano-san, Yoshida-san and Kazehaya-kun?\Oh yeah,\we've got exams now.\Everyone's sitting in attendance order.\Who's in my usual seat?\Yano-san.\She isn't avoiding my seat. response:	After all the rumors that went around because of me.
context: when I meet Yano-san, Yoshida-san and Kazehaya-kun?\Oh yeah,\we've got exams now.\Everyone's sitting in attendance order.\Who's in my usual seat?\Yano-san.\She isn't avoiding my seat.\After all the rumors that went around because of me. response:	Those three never avoided me. They were never afraid of me.
context: Oh yeah,\we've got exams now.\Everyone's sitting in attendance order.\Who's in my usual seat?\Yano-san.\She isn't avoiding my seat.\After all the rumors that went around because of me.\Those three never avoided me. They were never afraid of me. response:	They've always been nice to me.
context: we've got exams now.\Everyone's sitting in attendance order.\Who's in my usual seat?\Yano-san.\She isn't avoiding my seat.\After all the rumors that went around because of me.\Those three never avoided me. They were never afraid of me.\They've always been nice to me. response:	'Morning.
context: Everyone's sitting in attendance order.\Who's in my usual seat?\Yano-san.\She isn't avoiding my seat.\After all the rumors that went around because of me.\Those three never avoided me. They were never afraid of me.\They've always been nice to me.\'Morning. response:	Oh yeah, you're in Sadako's seat.
context: Who's in my usual seat?\Yano-san.\She isn't avoiding my seat.\After all the rumors that went around because of me.\Those three never avoided me. They were never afraid of me.\They've always been nice to me.\'Morning.\Oh yeah, you're in Sadako's seat. response:	Sadako.
context: Yano-san.\She isn't avoiding my seat.\After all the rumors that went around because of me.\Those three never avoided me. They were never afraid of me.\They've always been nice to me.\'Morning.\Oh yeah, you're in Sadako's seat.\Sadako. response:	Normally she greets everyone even if it creeps them out.
context: She isn't avoiding my seat.\After all the rumors that went around because of me.\Those three never avoided me. They were never afraid of me.\They've always been nice to me.\'Morning.\Oh yeah, you're in Sadako's seat.\Sadako.\Normally she greets everyone even if it creeps them out. response:	She just went straight to her seat. She didn't even look at us.
context: After all the rumors that went around because of me.\Those three never avoided me. They were never afraid of me.\They've always been nice to me.\'Morning.\Oh yeah, you're in Sadako's seat.\Sadako.\Normally she greets everyone even if it creeps them out.\She just went straight to her seat. She didn't even look at us. response:	Why?
context: Those three never avoided me. They were never afraid of me.\They've always been nice to me.\'Morning.\Oh yeah, you're in Sadako's seat.\Sadako.\Normally she greets everyone even if it creeps them out.\She just went straight to her seat. She didn't even look at us.\Why? response:	I don't know.
context: They've always been nice to me.\'Morning.\Oh yeah, you're in Sadako's seat.\Sadako.\Normally she greets everyone even if it creeps them out.\She just went straight to her seat. She didn't even look at us.\Why?\I don't know. response:	But she's not being herself.
context: 'Morning.\Oh yeah, you're in Sadako's seat.\Sadako.\Normally she greets everyone even if it creeps them out.\She just went straight to her seat. She didn't even look at us.\Why?\I don't know.\But she's not being herself. response:	Being here in this different seat,
context: Oh yeah, you're in Sadako's seat.\Sadako.\Normally she greets everyone even if it creeps them out.\She just went straight to her seat. She didn't even look at us.\Why?\I don't know.\But she's not being herself.\Being here in this different seat, response:	I feel like that other arrangement was never there to begin with.
context: Sadako.\Normally she greets everyone even if it creeps them out.\She just went straight to her seat. She didn't even look at us.\Why?\I don't know.\But she's not being herself.\Being here in this different seat,\I feel like that other arrangement was never there to begin with. response:	Like it has never been that way.
context: Normally she greets everyone even if it creeps them out.\She just went straight to her seat. She didn't even look at us.\Why?\I don't know.\But she's not being herself.\Being here in this different seat,\I feel like that other arrangement was never there to begin with.\Like it has never been that way. response:	It feels distant, like it was all a dream.
context: She just went straight to her seat. She didn't even look at us.\Why?\I don't know.\But she's not being herself.\Being here in this different seat,\I feel like that other arrangement was never there to begin with.\Like it has never been that way.\It feels distant, like it was all a dream. response:	Begin.
context: Why?\I don't know.\But she's not being herself.\Being here in this different seat,\I feel like that other arrangement was never there to begin with.\Like it has never been that way.\It feels distant, like it was all a dream.\Begin. response:	I really wanted to be useful, not a nuisance.
context: I don't know.\But she's not being herself.\Being here in this different seat,\I feel like that other arrangement was never there to begin with.\Like it has never been that way.\It feels distant, like it was all a dream.\Begin.\I really wanted to be useful, not a nuisance. response:	But I still haven't fixed the misunderstandings about Yano-san and Yoshida-san.
context: But she's not being herself.\Being here in this different seat,\I feel like that other arrangement was never there to begin with.\Like it has never been that way.\It feels distant, like it was all a dream.\Begin.\I really wanted to be useful, not a nuisance.\But I still haven't fixed the misunderstandings about Yano-san and Yoshida-san. response:	Even if I find the people spreading the rumors and make them stop,
context: Being here in this different seat,\I feel like that other arrangement was never there to begin with.\Like it has never been that way.\It feels distant, like it was all a dream.\Begin.\I really wanted to be useful, not a nuisance.\But I still haven't fixed the misunderstandings about Yano-san and Yoshida-san.\Even if I find the people spreading the rumors and make them stop, response:	if I stay here, I'm going to end up hurting them again.
context: I feel like that other arrangement was never there to begin with.\Like it has never been that way.\It feels distant, like it was all a dream.\Begin.\I really wanted to be useful, not a nuisance.\But I still haven't fixed the misunderstandings about Yano-san and Yoshida-san.\Even if I find the people spreading the rumors and make them stop,\if I stay here, I'm going to end up hurting them again. response:	Such kind people.
context: Like it has never been that way.\It feels distant, like it was all a dream.\Begin.\I really wanted to be useful, not a nuisance.\But I still haven't fixed the misunderstandings about Yano-san and Yoshida-san.\Even if I find the people spreading the rumors and make them stop,\if I stay here, I'm going to end up hurting them again.\Such kind people. response:	I may be able to stop the rumors,
context: It feels distant, like it was all a dream.\Begin.\I really wanted to be useful, not a nuisance.\But I still haven't fixed the misunderstandings about Yano-san and Yoshida-san.\Even if I find the people spreading the rumors and make them stop,\if I stay here, I'm going to end up hurting them again.\Such kind people.\I may be able to stop the rumors, response:	but I don't know how to make them feel better.
context: Begin.\I really wanted to be useful, not a nuisance.\But I still haven't fixed the misunderstandings about Yano-san and Yoshida-san.\Even if I find the people spreading the rumors and make them stop,\if I stay here, I'm going to end up hurting them again.\Such kind people.\I may be able to stop the rumors,\but I don't know how to make them feel better. response:	So I'm going to go back to what it was like,
context: I really wanted to be useful, not a nuisance.\But I still haven't fixed the misunderstandings about Yano-san and Yoshida-san.\Even if I find the people spreading the rumors and make them stop,\if I stay here, I'm going to end up hurting them again.\Such kind people.\I may be able to stop the rumors,\but I don't know how to make them feel better.\So I'm going to go back to what it was like, response:	before I got used to being around them.
context: But I still haven't fixed the misunderstandings about Yano-san and Yoshida-san.\Even if I find the people spreading the rumors and make them stop,\if I stay here, I'm going to end up hurting them again.\Such kind people.\I may be able to stop the rumors,\but I don't know how to make them feel better.\So I'm going to go back to what it was like,\before I got used to being around them. response:	That has to be the best thing to do.
context: Even if I find the people spreading the rumors and make them stop,\if I stay here, I'm going to end up hurting them again.\Such kind people.\I may be able to stop the rumors,\but I don't know how to make them feel better.\So I'm going to go back to what it was like,\before I got used to being around them.\That has to be the best thing to do. response:	I wonder if Yoshida-san used those notes.
context: if I stay here, I'm going to end up hurting them again.\Such kind people.\I may be able to stop the rumors,\but I don't know how to make them feel better.\So I'm going to go back to what it was like,\before I got used to being around them.\That has to be the best thing to do.\I wonder if Yoshida-san used those notes. response:	I hope they were at least a bit helpful.
context: Such kind people.\I may be able to stop the rumors,\but I don't know how to make them feel better.\So I'm going to go back to what it was like,\before I got used to being around them.\That has to be the best thing to do.\I wonder if Yoshida-san used those notes.\I hope they were at least a bit helpful. response:	Yano-san, I can tell a scary story now.
context: I may be able to stop the rumors,\but I don't know how to make them feel better.\So I'm going to go back to what it was like,\before I got used to being around them.\That has to be the best thing to do.\I wonder if Yoshida-san used those notes.\I hope they were at least a bit helpful.\Yano-san, I can tell a scary story now. response:	I wanted you to be the first to hear it,
context: but I don't know how to make them feel better.\So I'm going to go back to what it was like,\before I got used to being around them.\That has to be the best thing to do.\I wonder if Yoshida-san used those notes.\I hope they were at least a bit helpful.\Yano-san, I can tell a scary story now.\I wanted you to be the first to hear it, response:	but I guess that won't happen anymore.
context: So I'm going to go back to what it was like,\before I got used to being around them.\That has to be the best thing to do.\I wonder if Yoshida-san used those notes.\I hope they were at least a bit helpful.\Yano-san, I can tell a scary story now.\I wanted you to be the first to hear it,\but I guess that won't happen anymore. response:	Kazehaya-kun, I...
context: before I got used to being around them.\That has to be the best thing to do.\I wonder if Yoshida-san used those notes.\I hope they were at least a bit helpful.\Yano-san, I can tell a scary story now.\I wanted you to be the first to hear it,\but I guess that won't happen anymore.\Kazehaya-kun, I... response:	I was so happy whenever you were around.
context: That has to be the best thing to do.\I wonder if Yoshida-san used those notes.\I hope they were at least a bit helpful.\Yano-san, I can tell a scary story now.\I wanted you to be the first to hear it,\but I guess that won't happen anymore.\Kazehaya-kun, I...\I was so happy whenever you were around. response:	I've always longed for you.
context: I wonder if Yoshida-san used those notes.\I hope they were at least a bit helpful.\Yano-san, I can tell a scary story now.\I wanted you to be the first to hear it,\but I guess that won't happen anymore.\Kazehaya-kun, I...\I was so happy whenever you were around.\I've always longed for you. response:	I've always looked up to you.
context: I hope they were at least a bit helpful.\Yano-san, I can tell a scary story now.\I wanted you to be the first to hear it,\but I guess that won't happen anymore.\Kazehaya-kun, I...\I was so happy whenever you were around.\I've always longed for you.\I've always looked up to you. response:	I don't know how I used to live with being alone.
context: Yano-san, I can tell a scary story now.\I wanted you to be the first to hear it,\but I guess that won't happen anymore.\Kazehaya-kun, I...\I was so happy whenever you were around.\I've always longed for you.\I've always looked up to you.\I don't know how I used to live with being alone. response:	I've already discovered what it feels like to be kind, to receive kindness.
context: I wanted you to be the first to hear it,\but I guess that won't happen anymore.\Kazehaya-kun, I...\I was so happy whenever you were around.\I've always longed for you.\I've always looked up to you.\I don't know how I used to live with being alone.\I've already discovered what it feels like to be kind, to receive kindness. response:	I don't know how to go back. I don't know.
context: but I guess that won't happen anymore.\Kazehaya-kun, I...\I was so happy whenever you were around.\I've always longed for you.\I've always looked up to you.\I don't know how I used to live with being alone.\I've already discovered what it feels like to be kind, to receive kindness.\I don't know how to go back. I don't know. response:	How did I bear being alone?
context: Kazehaya-kun, I...\I was so happy whenever you were around.\I've always longed for you.\I've always looked up to you.\I don't know how I used to live with being alone.\I've already discovered what it feels like to be kind, to receive kindness.\I don't know how to go back. I don't know.\How did I bear being alone? response:	How did I never lose my mind?
context: I was so happy whenever you were around.\I've always longed for you.\I've always looked up to you.\I don't know how I used to live with being alone.\I've already discovered what it feels like to be kind, to receive kindness.\I don't know how to go back. I don't know.\How did I bear being alone?\How did I never lose my mind? response:	I've forgotten it all.
context: I've always longed for you.\I've always looked up to you.\I don't know how I used to live with being alone.\I've already discovered what it feels like to be kind, to receive kindness.\I don't know how to go back. I don't know.\How did I bear being alone?\How did I never lose my mind?\I've forgotten it all. response:	All of it.
context: I've always looked up to you.\I don't know how I used to live with being alone.\I've already discovered what it feels like to be kind, to receive kindness.\I don't know how to go back. I don't know.\How did I bear being alone?\How did I never lose my mind?\I've forgotten it all.\All of it. response:	The first day of summer,
context: I don't know how I used to live with being alone.\I've already discovered what it feels like to be kind, to receive kindness.\I don't know how to go back. I don't know.\How did I bear being alone?\How did I never lose my mind?\I've forgotten it all.\All of it.\The first day of summer, response:	Kazehaya-kun was here waiting just the same.
context: I've already discovered what it feels like to be kind, to receive kindness.\I don't know how to go back. I don't know.\How did I bear being alone?\How did I never lose my mind?\I've forgotten it all.\All of it.\The first day of summer,\Kazehaya-kun was here waiting just the same. response:	I still don't get it.
context: I don't know how to go back. I don't know.\How did I bear being alone?\How did I never lose my mind?\I've forgotten it all.\All of it.\The first day of summer,\Kazehaya-kun was here waiting just the same.\I still don't get it. response:	If you don't hate me, why are you avoiding me?
context: How did I bear being alone?\How did I never lose my mind?\I've forgotten it all.\All of it.\The first day of summer,\Kazehaya-kun was here waiting just the same.\I still don't get it.\If you don't hate me, why are you avoiding me? response:	Don't talk to me.
context: How did I never lose my mind?\I've forgotten it all.\All of it.\The first day of summer,\Kazehaya-kun was here waiting just the same.\I still don't get it.\If you don't hate me, why are you avoiding me?\Don't talk to me. response:	I can't say it.
context: I've forgotten it all.\All of it.\The first day of summer,\Kazehaya-kun was here waiting just the same.\I still don't get it.\If you don't hate me, why are you avoiding me?\Don't talk to me.\I can't say it. response:	I can't say what I don't even understand myself.
context: All of it.\The first day of summer,\Kazehaya-kun was here waiting just the same.\I still don't get it.\If you don't hate me, why are you avoiding me?\Don't talk to me.\I can't say it.\I can't say what I don't even understand myself. response:	What?
context: The first day of summer,\Kazehaya-kun was here waiting just the same.\I still don't get it.\If you don't hate me, why are you avoiding me?\Don't talk to me.\I can't say it.\I can't say what I don't even understand myself.\What? response:	I'm sorry if I ruined your reputation.
context: Kazehaya-kun was here waiting just the same.\I still don't get it.\If you don't hate me, why are you avoiding me?\Don't talk to me.\I can't say it.\I can't say what I don't even understand myself.\What?\I'm sorry if I ruined your reputation. response:	Wait.
context: I still don't get it.\If you don't hate me, why are you avoiding me?\Don't talk to me.\I can't say it.\I can't say what I don't even understand myself.\What?\I'm sorry if I ruined your reputation.\Wait. response:	Kuronuma!
context: If you don't hate me, why are you avoiding me?\Don't talk to me.\I can't say it.\I can't say what I don't even understand myself.\What?\I'm sorry if I ruined your reputation.\Wait.\Kuronuma! response:	Speak properly so that I can understand you.
context: Don't talk to me.\I can't say it.\I can't say what I don't even understand myself.\What?\I'm sorry if I ruined your reputation.\Wait.\Kuronuma!\Speak properly so that I can understand you. response:	I'm going to ruin your reputation if I stay around you.
context: I can't say it.\I can't say what I don't even understand myself.\What?\I'm sorry if I ruined your reputation.\Wait.\Kuronuma!\Speak properly so that I can understand you.\I'm going to ruin your reputation if I stay around you. response:	Reputation?
context: I can't say what I don't even understand myself.\What?\I'm sorry if I ruined your reputation.\Wait.\Kuronuma!\Speak properly so that I can understand you.\I'm going to ruin your reputation if I stay around you.\Reputation? response:	Who said that?
context: What?\I'm sorry if I ruined your reputation.\Wait.\Kuronuma!\Speak properly so that I can understand you.\I'm going to ruin your reputation if I stay around you.\Reputation?\Who said that? response:	There are rumors.
context: I'm sorry if I ruined your reputation.\Wait.\Kuronuma!\Speak properly so that I can understand you.\I'm going to ruin your reputation if I stay around you.\Reputation?\Who said that?\There are rumors. response:	Rumors?
context: Wait.\Kuronuma!\Speak properly so that I can understand you.\I'm going to ruin your reputation if I stay around you.\Reputation?\Who said that?\There are rumors.\Rumors? response:	Reputations, rumors...
context: Kuronuma!\Speak properly so that I can understand you.\I'm going to ruin your reputation if I stay around you.\Reputation?\Who said that?\There are rumors.\Rumors?\Reputations, rumors... response:	What about how I feel?
context: Speak properly so that I can understand you.\I'm going to ruin your reputation if I stay around you.\Reputation?\Who said that?\There are rumors.\Rumors?\Reputations, rumors...\What about how I feel? response:	That's not something for you to decide.
context: I'm going to ruin your reputation if I stay around you.\Reputation?\Who said that?\There are rumors.\Rumors?\Reputations, rumors...\What about how I feel?\That's not something for you to decide. response:	That's for me to decide.
context: Reputation?\Who said that?\There are rumors.\Rumors?\Reputations, rumors...\What about how I feel?\That's not something for you to decide.\That's for me to decide. response:	I'll do what I want.
context: Who said that?\There are rumors.\Rumors?\Reputations, rumors...\What about how I feel?\That's not something for you to decide.\That's for me to decide.\I'll do what I want. response:	If I want to talk to you, I will.
context: There are rumors.\Rumors?\Reputations, rumors...\What about how I feel?\That's not something for you to decide.\That's for me to decide.\I'll do what I want.\If I want to talk to you, I will. response:	If I didn't want to, I wouldn't be talking to you now.
context: Rumors?\Reputations, rumors...\What about how I feel?\That's not something for you to decide.\That's for me to decide.\I'll do what I want.\If I want to talk to you, I will.\If I didn't want to, I wouldn't be talking to you now. response:	I don't care about rumors.
context: Reputations, rumors...\What about how I feel?\That's not something for you to decide.\That's for me to decide.\I'll do what I want.\If I want to talk to you, I will.\If I didn't want to, I wouldn't be talking to you now.\I don't care about rumors. response:	The only Kuronuma I know is the one that I see.
context: What about how I feel?\That's not something for you to decide.\That's for me to decide.\I'll do what I want.\If I want to talk to you, I will.\If I didn't want to, I wouldn't be talking to you now.\I don't care about rumors.\The only Kuronuma I know is the one that I see. response:	I've always wanted this.
context: That's not something for you to decide.\That's for me to decide.\I'll do what I want.\If I want to talk to you, I will.\If I didn't want to, I wouldn't be talking to you now.\I don't care about rumors.\The only Kuronuma I know is the one that I see.\I've always wanted this. response:	People like Yano-san, Yoshida-san and Kazehaya-kun.
context: That's for me to decide.\I'll do what I want.\If I want to talk to you, I will.\If I didn't want to, I wouldn't be talking to you now.\I don't care about rumors.\The only Kuronuma I know is the one that I see.\I've always wanted this.\People like Yano-san, Yoshida-san and Kazehaya-kun. response:	I've always wanted
context: I'll do what I want.\If I want to talk to you, I will.\If I didn't want to, I wouldn't be talking to you now.\I don't care about rumors.\The only Kuronuma I know is the one that I see.\I've always wanted this.\People like Yano-san, Yoshida-san and Kazehaya-kun.\I've always wanted response:	to care for people and to be cared for.
context: If I want to talk to you, I will.\If I didn't want to, I wouldn't be talking to you now.\I don't care about rumors.\The only Kuronuma I know is the one that I see.\I've always wanted this.\People like Yano-san, Yoshida-san and Kazehaya-kun.\I've always wanted\to care for people and to be cared for. response:	Feeling better?
context: If I didn't want to, I wouldn't be talking to you now.\I don't care about rumors.\The only Kuronuma I know is the one that I see.\I've always wanted this.\People like Yano-san, Yoshida-san and Kazehaya-kun.\I've always wanted\to care for people and to be cared for.\Feeling better? response:	Thanks.
context: I don't care about rumors.\The only Kuronuma I know is the one that I see.\I've always wanted this.\People like Yano-san, Yoshida-san and Kazehaya-kun.\I've always wanted\to care for people and to be cared for.\Feeling better?\Thanks. response:	I was thirsty.
context: The only Kuronuma I know is the one that I see.\I've always wanted this.\People like Yano-san, Yoshida-san and Kazehaya-kun.\I've always wanted\to care for people and to be cared for.\Feeling better?\Thanks.\I was thirsty. response:	Thanks.
context: I've always wanted this.\People like Yano-san, Yoshida-san and Kazehaya-kun.\I've always wanted\to care for people and to be cared for.\Feeling better?\Thanks.\I was thirsty.\Thanks. response:	I'll keep this, then.
context: People like Yano-san, Yoshida-san and Kazehaya-kun.\I've always wanted\to care for people and to be cared for.\Feeling better?\Thanks.\I was thirsty.\Thanks.\I'll keep this, then. response:	I was feeling so hopeless until just now.
context: I've always wanted\to care for people and to be cared for.\Feeling better?\Thanks.\I was thirsty.\Thanks.\I'll keep this, then.\I was feeling so hopeless until just now. response:	It's weird.
context: to care for people and to be cared for.\Feeling better?\Thanks.\I was thirsty.\Thanks.\I'll keep this, then.\I was feeling so hopeless until just now.\It's weird. response:	Whenever Kazehaya-kun laughs, I feel at ease.
context: Feeling better?\Thanks.\I was thirsty.\Thanks.\I'll keep this, then.\I was feeling so hopeless until just now.\It's weird.\Whenever Kazehaya-kun laughs, I feel at ease. response:	As if my heart becomes untangled.
context: Thanks.\I was thirsty.\Thanks.\I'll keep this, then.\I was feeling so hopeless until just now.\It's weird.\Whenever Kazehaya-kun laughs, I feel at ease.\As if my heart becomes untangled. response:	The only Kuronuma I know is the one that I see.
context: I was thirsty.\Thanks.\I'll keep this, then.\I was feeling so hopeless until just now.\It's weird.\Whenever Kazehaya-kun laughs, I feel at ease.\As if my heart becomes untangled.\The only Kuronuma I know is the one that I see. response:	I was so happy.
context: Thanks.\I'll keep this, then.\I was feeling so hopeless until just now.\It's weird.\Whenever Kazehaya-kun laughs, I feel at ease.\As if my heart becomes untangled.\The only Kuronuma I know is the one that I see.\I was so happy. response:	I felt like I was being told that I could be here.
context: I'll keep this, then.\I was feeling so hopeless until just now.\It's weird.\Whenever Kazehaya-kun laughs, I feel at ease.\As if my heart becomes untangled.\The only Kuronuma I know is the one that I see.\I was so happy.\I felt like I was being told that I could be here. response:	I was so happy.
context: I was feeling so hopeless until just now.\It's weird.\Whenever Kazehaya-kun laughs, I feel at ease.\As if my heart becomes untangled.\The only Kuronuma I know is the one that I see.\I was so happy.\I felt like I was being told that I could be here.\I was so happy. response:	I see.
context: It's weird.\Whenever Kazehaya-kun laughs, I feel at ease.\As if my heart becomes untangled.\The only Kuronuma I know is the one that I see.\I was so happy.\I felt like I was being told that I could be here.\I was so happy.\I see. response:	So you were being awkward because of the rumors about Yano and Yoshida.
context: Whenever Kazehaya-kun laughs, I feel at ease.\As if my heart becomes untangled.\The only Kuronuma I know is the one that I see.\I was so happy.\I felt like I was being told that I could be here.\I was so happy.\I see.\So you were being awkward because of the rumors about Yano and Yoshida. response:	What if it were the other way around?
context: As if my heart becomes untangled.\The only Kuronuma I know is the one that I see.\I was so happy.\I felt like I was being told that I could be here.\I was so happy.\I see.\So you were being awkward because of the rumors about Yano and Yoshida.\What if it were the other way around? response:	If Yano or I avoided you thinking we'd ruin your reputation.
context: The only Kuronuma I know is the one that I see.\I was so happy.\I felt like I was being told that I could be here.\I was so happy.\I see.\So you were being awkward because of the rumors about Yano and Yoshida.\What if it were the other way around?\If Yano or I avoided you thinking we'd ruin your reputation. response:	No way.
context: I was so happy.\I felt like I was being told that I could be here.\I was so happy.\I see.\So you were being awkward because of the rumors about Yano and Yoshida.\What if it were the other way around?\If Yano or I avoided you thinking we'd ruin your reputation.\No way. response:	I'd want to stay together.
context: I felt like I was being told that I could be here.\I was so happy.\I see.\So you were being awkward because of the rumors about Yano and Yoshida.\What if it were the other way around?\If Yano or I avoided you thinking we'd ruin your reputation.\No way.\I'd want to stay together. response:	That might be how they're feeling.
context: I was so happy.\I see.\So you were being awkward because of the rumors about Yano and Yoshida.\What if it were the other way around?\If Yano or I avoided you thinking we'd ruin your reputation.\No way.\I'd want to stay together.\That might be how they're feeling. response:	So it's all about how the other person feels.
context: I see.\So you were being awkward because of the rumors about Yano and Yoshida.\What if it were the other way around?\If Yano or I avoided you thinking we'd ruin your reputation.\No way.\I'd want to stay together.\That might be how they're feeling.\So it's all about how the other person feels. response:	I don't know how they feel,
context: So you were being awkward because of the rumors about Yano and Yoshida.\What if it were the other way around?\If Yano or I avoided you thinking we'd ruin your reputation.\No way.\I'd want to stay together.\That might be how they're feeling.\So it's all about how the other person feels.\I don't know how they feel, response:	but they might get worried.
context: What if it were the other way around?\If Yano or I avoided you thinking we'd ruin your reputation.\No way.\I'd want to stay together.\That might be how they're feeling.\So it's all about how the other person feels.\I don't know how they feel,\but they might get worried. response:	I know I was worried.
context: If Yano or I avoided you thinking we'd ruin your reputation.\No way.\I'd want to stay together.\That might be how they're feeling.\So it's all about how the other person feels.\I don't know how they feel,\but they might get worried.\I know I was worried. response:	I-I-I'm sorry.
context: No way.\I'd want to stay together.\That might be how they're feeling.\So it's all about how the other person feels.\I don't know how they feel,\but they might get worried.\I know I was worried.\I-I-I'm sorry. response:	No.
context: I'd want to stay together.\That might be how they're feeling.\So it's all about how the other person feels.\I don't know how they feel,\but they might get worried.\I know I was worried.\I-I-I'm sorry.\No. response:	No way.
context: That might be how they're feeling.\So it's all about how the other person feels.\I don't know how they feel,\but they might get worried.\I know I was worried.\I-I-I'm sorry.\No.\No way. response:	Never again.
context: So it's all about how the other person feels.\I don't know how they feel,\but they might get worried.\I know I was worried.\I-I-I'm sorry.\No.\No way.\Never again. response:	People have refused to let me come near,
context: I don't know how they feel,\but they might get worried.\I know I was worried.\I-I-I'm sorry.\No.\No way.\Never again.\People have refused to let me come near, response:	but I don't think anyone's ever refused to let me avoid them.
context: but they might get worried.\I know I was worried.\I-I-I'm sorry.\No.\No way.\Never again.\People have refused to let me come near,\but I don't think anyone's ever refused to let me avoid them. response:	I guess I've been thinking about it all in my head.
context: I know I was worried.\I-I-I'm sorry.\No.\No way.\Never again.\People have refused to let me come near,\but I don't think anyone's ever refused to let me avoid them.\I guess I've been thinking about it all in my head. response:	But I wouldn't know unless I asked.
