context: J To catch them is my real test To train them is my cause J response:	J I will travel across the land Searching far and wide J
context: sailing from the resort of Porta Vista to continue their Pokemon journey.\Suddenly, Misty spots a landmark.\-Hey. Look over there. -Pika!\Great. That must be Maiden's Peak, that's where we get off.\We'll be landing soon.\Ah, it wouldn't matter to me if I never saw land again.\I just wasted another summer.\But we had a whole summer of adventures. response:	For kids, summer means playing on the beach,
context: Suddenly, Misty spots a landmark.\-Hey. Look over there. -Pika!\Great. That must be Maiden's Peak, that's where we get off.\We'll be landing soon.\Ah, it wouldn't matter to me if I never saw land again.\I just wasted another summer.\But we had a whole summer of adventures.\For kids, summer means playing on the beach, response:	splashing around and having fun, but for me...
context: -Hey. Look over there. -Pika!\Great. That must be Maiden's Peak, that's where we get off.\We'll be landing soon.\Ah, it wouldn't matter to me if I never saw land again.\I just wasted another summer.\But we had a whole summer of adventures.\For kids, summer means playing on the beach,\splashing around and having fun, but for me... response:	summer means bathing suits and girls to wear them.
context: Great. That must be Maiden's Peak, that's where we get off.\We'll be landing soon.\Ah, it wouldn't matter to me if I never saw land again.\I just wasted another summer.\But we had a whole summer of adventures.\For kids, summer means playing on the beach,\splashing around and having fun, but for me...\summer means bathing suits and girls to wear them. response:	Ah! Now bikini season's over and I'll have to wait another year to meet a girl.
context: We'll be landing soon.\Ah, it wouldn't matter to me if I never saw land again.\I just wasted another summer.\But we had a whole summer of adventures.\For kids, summer means playing on the beach,\splashing around and having fun, but for me...\summer means bathing suits and girls to wear them.\Ah! Now bikini season's over and I'll have to wait another year to meet a girl. response:	-We're really at the end of our rope. -No room. No room service.
context: Ah, it wouldn't matter to me if I never saw land again.\I just wasted another summer.\But we had a whole summer of adventures.\For kids, summer means playing on the beach,\splashing around and having fun, but for me...\summer means bathing suits and girls to wear them.\Ah! Now bikini season's over and I'll have to wait another year to meet a girl.\-We're really at the end of our rope. -No room. No room service. response:	Stop whining. We don't have a cent and at least this beats swimming.
context: I just wasted another summer.\But we had a whole summer of adventures.\For kids, summer means playing on the beach,\splashing around and having fun, but for me...\summer means bathing suits and girls to wear them.\Ah! Now bikini season's over and I'll have to wait another year to meet a girl.\-We're really at the end of our rope. -No room. No room service.\Stop whining. We don't have a cent and at least this beats swimming. response:	arriving from Porta Vista!
context: But we had a whole summer of adventures.\For kids, summer means playing on the beach,\splashing around and having fun, but for me...\summer means bathing suits and girls to wear them.\Ah! Now bikini season's over and I'll have to wait another year to meet a girl.\-We're really at the end of our rope. -No room. No room service.\Stop whining. We don't have a cent and at least this beats swimming.\arriving from Porta Vista! response:	We invite you all to attend our annual summer's end festival,
context: For kids, summer means playing on the beach,\splashing around and having fun, but for me...\summer means bathing suits and girls to wear them.\Ah! Now bikini season's over and I'll have to wait another year to meet a girl.\-We're really at the end of our rope. -No room. No room service.\Stop whining. We don't have a cent and at least this beats swimming.\arriving from Porta Vista!\We invite you all to attend our annual summer's end festival, response:	-now in progress. -Cool! A festival!
context: splashing around and having fun, but for me...\summer means bathing suits and girls to wear them.\Ah! Now bikini season's over and I'll have to wait another year to meet a girl.\-We're really at the end of our rope. -No room. No room service.\Stop whining. We don't have a cent and at least this beats swimming.\arriving from Porta Vista!\We invite you all to attend our annual summer's end festival,\-now in progress. -Cool! A festival! response:	It looks like fun. Let's check it out.
context: summer means bathing suits and girls to wear them.\Ah! Now bikini season's over and I'll have to wait another year to meet a girl.\-We're really at the end of our rope. -No room. No room service.\Stop whining. We don't have a cent and at least this beats swimming.\arriving from Porta Vista!\We invite you all to attend our annual summer's end festival,\-now in progress. -Cool! A festival!\It looks like fun. Let's check it out. response:	I'll ride the Ferris wheel all alone.
context: Ah! Now bikini season's over and I'll have to wait another year to meet a girl.\-We're really at the end of our rope. -No room. No room service.\Stop whining. We don't have a cent and at least this beats swimming.\arriving from Porta Vista!\We invite you all to attend our annual summer's end festival,\-now in progress. -Cool! A festival!\It looks like fun. Let's check it out.\I'll ride the Ferris wheel all alone. response:	Huh?
context: -We're really at the end of our rope. -No room. No room service.\Stop whining. We don't have a cent and at least this beats swimming.\arriving from Porta Vista!\We invite you all to attend our annual summer's end festival,\-now in progress. -Cool! A festival!\It looks like fun. Let's check it out.\I'll ride the Ferris wheel all alone.\Huh? response:	Who's that?
context: Stop whining. We don't have a cent and at least this beats swimming.\arriving from Porta Vista!\We invite you all to attend our annual summer's end festival,\-now in progress. -Cool! A festival!\It looks like fun. Let's check it out.\I'll ride the Ferris wheel all alone.\Huh?\Who's that? response:	Whoa. What a knockout.
context: arriving from Porta Vista!\We invite you all to attend our annual summer's end festival,\-now in progress. -Cool! A festival!\It looks like fun. Let's check it out.\I'll ride the Ferris wheel all alone.\Huh?\Who's that?\Whoa. What a knockout. response:	Ah!
context: We invite you all to attend our annual summer's end festival,\-now in progress. -Cool! A festival!\It looks like fun. Let's check it out.\I'll ride the Ferris wheel all alone.\Huh?\Who's that?\Whoa. What a knockout.\Ah! response:	Pikachu.
context: -now in progress. -Cool! A festival!\It looks like fun. Let's check it out.\I'll ride the Ferris wheel all alone.\Huh?\Who's that?\Whoa. What a knockout.\Ah!\Pikachu. response:	-Hey, she's gone. -Pikachu.
context: It looks like fun. Let's check it out.\I'll ride the Ferris wheel all alone.\Huh?\Who's that?\Whoa. What a knockout.\Ah!\Pikachu.\-Hey, she's gone. -Pikachu. response:	-Cheer up, Brock. We're at a festival. -Yeah. Let's have some fun.
context: I'll ride the Ferris wheel all alone.\Huh?\Who's that?\Whoa. What a knockout.\Ah!\Pikachu.\-Hey, she's gone. -Pikachu.\-Cheer up, Brock. We're at a festival. -Yeah. Let's have some fun. response:	It's a festival.
context: Huh?\Who's that?\Whoa. What a knockout.\Ah!\Pikachu.\-Hey, she's gone. -Pikachu.\-Cheer up, Brock. We're at a festival. -Yeah. Let's have some fun.\It's a festival. response:	Heh, people spend a lot of money at these festivals,
context: Who's that?\Whoa. What a knockout.\Ah!\Pikachu.\-Hey, she's gone. -Pikachu.\-Cheer up, Brock. We're at a festival. -Yeah. Let's have some fun.\It's a festival.\Heh, people spend a lot of money at these festivals, response:	but they never pay attention, so they drop their change all over the place.
context: Whoa. What a knockout.\Ah!\Pikachu.\-Hey, she's gone. -Pikachu.\-Cheer up, Brock. We're at a festival. -Yeah. Let's have some fun.\It's a festival.\Heh, people spend a lot of money at these festivals,\but they never pay attention, so they drop their change all over the place. response:	-Meowth want a cotton candy. -Money is sweeter.
context: Ah!\Pikachu.\-Hey, she's gone. -Pikachu.\-Cheer up, Brock. We're at a festival. -Yeah. Let's have some fun.\It's a festival.\Heh, people spend a lot of money at these festivals,\but they never pay attention, so they drop their change all over the place.\-Meowth want a cotton candy. -Money is sweeter. response:	Ooh! Sweet!
context: Pikachu.\-Hey, she's gone. -Pikachu.\-Cheer up, Brock. We're at a festival. -Yeah. Let's have some fun.\It's a festival.\Heh, people spend a lot of money at these festivals,\but they never pay attention, so they drop their change all over the place.\-Meowth want a cotton candy. -Money is sweeter.\Ooh! Sweet! response:	-Snap out of it! Stop day-dreaming! -
context: -Hey, she's gone. -Pikachu.\-Cheer up, Brock. We're at a festival. -Yeah. Let's have some fun.\It's a festival.\Heh, people spend a lot of money at these festivals,\but they never pay attention, so they drop their change all over the place.\-Meowth want a cotton candy. -Money is sweeter.\Ooh! Sweet!\-Snap out of it! Stop day-dreaming! - response:	That festival is waiting, and I can smell money.
context: -Cheer up, Brock. We're at a festival. -Yeah. Let's have some fun.\It's a festival.\Heh, people spend a lot of money at these festivals,\but they never pay attention, so they drop their change all over the place.\-Meowth want a cotton candy. -Money is sweeter.\Ooh! Sweet!\-Snap out of it! Stop day-dreaming! -\That festival is waiting, and I can smell money. response:	-I can smell corn dogs. -Ooh.
context: It's a festival.\Heh, people spend a lot of money at these festivals,\but they never pay attention, so they drop their change all over the place.\-Meowth want a cotton candy. -Money is sweeter.\Ooh! Sweet!\-Snap out of it! Stop day-dreaming! -\That festival is waiting, and I can smell money.\-I can smell corn dogs. -Ooh. response:	- Let's go on the Ferris wheel. - Yeah! Woo!
context: Heh, people spend a lot of money at these festivals,\but they never pay attention, so they drop their change all over the place.\-Meowth want a cotton candy. -Money is sweeter.\Ooh! Sweet!\-Snap out of it! Stop day-dreaming! -\That festival is waiting, and I can smell money.\-I can smell corn dogs. -Ooh.\- Let's go on the Ferris wheel. - Yeah! Woo! response:	- Let's go on the Ferris wheel. -
context: but they never pay attention, so they drop their change all over the place.\-Meowth want a cotton candy. -Money is sweeter.\Ooh! Sweet!\-Snap out of it! Stop day-dreaming! -\That festival is waiting, and I can smell money.\-I can smell corn dogs. -Ooh.\- Let's go on the Ferris wheel. - Yeah! Woo!\- Let's go on the Ferris wheel. - response:	She was the most beautiful girl I've ever seen.
context: -Meowth want a cotton candy. -Money is sweeter.\Ooh! Sweet!\-Snap out of it! Stop day-dreaming! -\That festival is waiting, and I can smell money.\-I can smell corn dogs. -Ooh.\- Let's go on the Ferris wheel. - Yeah! Woo!\- Let's go on the Ferris wheel. -\She was the most beautiful girl I've ever seen. response:	Hey, you, there.
context: Ooh! Sweet!\-Snap out of it! Stop day-dreaming! -\That festival is waiting, and I can smell money.\-I can smell corn dogs. -Ooh.\- Let's go on the Ferris wheel. - Yeah! Woo!\- Let's go on the Ferris wheel. -\She was the most beautiful girl I've ever seen.\Hey, you, there. response:	Are you the-?
context: -Snap out of it! Stop day-dreaming! -\That festival is waiting, and I can smell money.\-I can smell corn dogs. -Ooh.\- Let's go on the Ferris wheel. - Yeah! Woo!\- Let's go on the Ferris wheel. -\She was the most beautiful girl I've ever seen.\Hey, you, there.\Are you the-? response:	Ah, you're not that beautiful.
context: That festival is waiting, and I can smell money.\-I can smell corn dogs. -Ooh.\- Let's go on the Ferris wheel. - Yeah! Woo!\- Let's go on the Ferris wheel. -\She was the most beautiful girl I've ever seen.\Hey, you, there.\Are you the-?\Ah, you're not that beautiful. response:	Who's not beautiful?
context: -I can smell corn dogs. -Ooh.\- Let's go on the Ferris wheel. - Yeah! Woo!\- Let's go on the Ferris wheel. -\She was the most beautiful girl I've ever seen.\Hey, you, there.\Are you the-?\Ah, you're not that beautiful.\Who's not beautiful? response:	Beware. Not of an old beauty like me
context: - Let's go on the Ferris wheel. - Yeah! Woo!\- Let's go on the Ferris wheel. -\She was the most beautiful girl I've ever seen.\Hey, you, there.\Are you the-?\Ah, you're not that beautiful.\Who's not beautiful?\Beware. Not of an old beauty like me response:	but of a beautiful young woman or you'll meet a cruel fate.
context: - Let's go on the Ferris wheel. -\She was the most beautiful girl I've ever seen.\Hey, you, there.\Are you the-?\Ah, you're not that beautiful.\Who's not beautiful?\Beware. Not of an old beauty like me\but of a beautiful young woman or you'll meet a cruel fate. response:	Ah! That girl on the rock. I have to meet her.
context: She was the most beautiful girl I've ever seen.\Hey, you, there.\Are you the-?\Ah, you're not that beautiful.\Who's not beautiful?\Beware. Not of an old beauty like me\but of a beautiful young woman or you'll meet a cruel fate.\Ah! That girl on the rock. I have to meet her. response:	Ah, I must be the beautiful girl she's talking about
context: Hey, you, there.\Are you the-?\Ah, you're not that beautiful.\Who's not beautiful?\Beware. Not of an old beauty like me\but of a beautiful young woman or you'll meet a cruel fate.\Ah! That girl on the rock. I have to meet her.\Ah, I must be the beautiful girl she's talking about response:	but I'd never hurt Brock.
context: Are you the-?\Ah, you're not that beautiful.\Who's not beautiful?\Beware. Not of an old beauty like me\but of a beautiful young woman or you'll meet a cruel fate.\Ah! That girl on the rock. I have to meet her.\Ah, I must be the beautiful girl she's talking about\but I'd never hurt Brock. response:	I was talking about an elegant young woman,
context: Ah, you're not that beautiful.\Who's not beautiful?\Beware. Not of an old beauty like me\but of a beautiful young woman or you'll meet a cruel fate.\Ah! That girl on the rock. I have to meet her.\Ah, I must be the beautiful girl she's talking about\but I'd never hurt Brock.\I was talking about an elegant young woman, response:	not some scrawny little blabbermouth like you.
context: Who's not beautiful?\Beware. Not of an old beauty like me\but of a beautiful young woman or you'll meet a cruel fate.\Ah! That girl on the rock. I have to meet her.\Ah, I must be the beautiful girl she's talking about\but I'd never hurt Brock.\I was talking about an elegant young woman,\not some scrawny little blabbermouth like you. response:	Scrawny?
context: Beware. Not of an old beauty like me\but of a beautiful young woman or you'll meet a cruel fate.\Ah! That girl on the rock. I have to meet her.\Ah, I must be the beautiful girl she's talking about\but I'd never hurt Brock.\I was talking about an elegant young woman,\not some scrawny little blabbermouth like you.\Scrawny? response:	Real scrawny. Ow!
context: but of a beautiful young woman or you'll meet a cruel fate.\Ah! That girl on the rock. I have to meet her.\Ah, I must be the beautiful girl she's talking about\but I'd never hurt Brock.\I was talking about an elegant young woman,\not some scrawny little blabbermouth like you.\Scrawny?\Real scrawny. Ow! response:	That's it. I don't have to stand around here and be insulted.
context: Ah! That girl on the rock. I have to meet her.\Ah, I must be the beautiful girl she's talking about\but I'd never hurt Brock.\I was talking about an elegant young woman,\not some scrawny little blabbermouth like you.\Scrawny?\Real scrawny. Ow!\That's it. I don't have to stand around here and be insulted. response:	-Let's get out of here! -
context: Ah, I must be the beautiful girl she's talking about\but I'd never hurt Brock.\I was talking about an elegant young woman,\not some scrawny little blabbermouth like you.\Scrawny?\Real scrawny. Ow!\That's it. I don't have to stand around here and be insulted.\-Let's get out of here! - response:	The beautiful woman. A cruel fate.
context: but I'd never hurt Brock.\I was talking about an elegant young woman,\not some scrawny little blabbermouth like you.\Scrawny?\Real scrawny. Ow!\That's it. I don't have to stand around here and be insulted.\-Let's get out of here! -\The beautiful woman. A cruel fate. response:	The cruelest fate would be never to see her again.
context: I was talking about an elegant young woman,\not some scrawny little blabbermouth like you.\Scrawny?\Real scrawny. Ow!\That's it. I don't have to stand around here and be insulted.\-Let's get out of here! -\The beautiful woman. A cruel fate.\The cruelest fate would be never to see her again. response:	Hm. Huh.
context: not some scrawny little blabbermouth like you.\Scrawny?\Real scrawny. Ow!\That's it. I don't have to stand around here and be insulted.\-Let's get out of here! -\The beautiful woman. A cruel fate.\The cruelest fate would be never to see her again.\Hm. Huh. response:	Nothing! There's no money anywhere at this festival!
context: Scrawny?\Real scrawny. Ow!\That's it. I don't have to stand around here and be insulted.\-Let's get out of here! -\The beautiful woman. A cruel fate.\The cruelest fate would be never to see her again.\Hm. Huh.\Nothing! There's no money anywhere at this festival! response:	Not a quarter, nickel or dime. Not even a penny.
context: Real scrawny. Ow!\That's it. I don't have to stand around here and be insulted.\-Let's get out of here! -\The beautiful woman. A cruel fate.\The cruelest fate would be never to see her again.\Hm. Huh.\Nothing! There's no money anywhere at this festival!\Not a quarter, nickel or dime. Not even a penny. response:	What kind of cheap festival is this?
context: That's it. I don't have to stand around here and be insulted.\-Let's get out of here! -\The beautiful woman. A cruel fate.\The cruelest fate would be never to see her again.\Hm. Huh.\Nothing! There's no money anywhere at this festival!\Not a quarter, nickel or dime. Not even a penny.\What kind of cheap festival is this? response:	We got to keep looking till we find something.
context: -Let's get out of here! -\The beautiful woman. A cruel fate.\The cruelest fate would be never to see her again.\Hm. Huh.\Nothing! There's no money anywhere at this festival!\Not a quarter, nickel or dime. Not even a penny.\What kind of cheap festival is this?\We got to keep looking till we find something. response:	-Ah! A penny! - Hold it right there.
context: The beautiful woman. A cruel fate.\The cruelest fate would be never to see her again.\Hm. Huh.\Nothing! There's no money anywhere at this festival!\Not a quarter, nickel or dime. Not even a penny.\What kind of cheap festival is this?\We got to keep looking till we find something.\-Ah! A penny! - Hold it right there. response:	Hmm? I dropped this.
context: The cruelest fate would be never to see her again.\Hm. Huh.\Nothing! There's no money anywhere at this festival!\Not a quarter, nickel or dime. Not even a penny.\What kind of cheap festival is this?\We got to keep looking till we find something.\-Ah! A penny! - Hold it right there.\Hmm? I dropped this. response:	I've been watching you. You're up to no good.
context: Hm. Huh.\Nothing! There's no money anywhere at this festival!\Not a quarter, nickel or dime. Not even a penny.\What kind of cheap festival is this?\We got to keep looking till we find something.\-Ah! A penny! - Hold it right there.\Hmm? I dropped this.\I've been watching you. You're up to no good. response:	And there's no good in your future.
context: Nothing! There's no money anywhere at this festival!\Not a quarter, nickel or dime. Not even a penny.\What kind of cheap festival is this?\We got to keep looking till we find something.\-Ah! A penny! - Hold it right there.\Hmm? I dropped this.\I've been watching you. You're up to no good.\And there's no good in your future. response:	Who? The police? The sheriff' the FBI?
context: Not a quarter, nickel or dime. Not even a penny.\What kind of cheap festival is this?\We got to keep looking till we find something.\-Ah! A penny! - Hold it right there.\Hmm? I dropped this.\I've been watching you. You're up to no good.\And there's no good in your future.\Who? The police? The sheriff' the FBI? response:	I see a young and beautiful woman who will lead you to a cruel fate.
context: What kind of cheap festival is this?\We got to keep looking till we find something.\-Ah! A penny! - Hold it right there.\Hmm? I dropped this.\I've been watching you. You're up to no good.\And there's no good in your future.\Who? The police? The sheriff' the FBI?\I see a young and beautiful woman who will lead you to a cruel fate. response:	I don't need a fortune teller to know that.
context: We got to keep looking till we find something.\-Ah! A penny! - Hold it right there.\Hmm? I dropped this.\I've been watching you. You're up to no good.\And there's no good in your future.\Who? The police? The sheriff' the FBI?\I see a young and beautiful woman who will lead you to a cruel fate.\I don't need a fortune teller to know that. response:	Some woman is always causing me trouble. It's a curse. Ah.
context: -Ah! A penny! - Hold it right there.\Hmm? I dropped this.\I've been watching you. You're up to no good.\And there's no good in your future.\Who? The police? The sheriff' the FBI?\I see a young and beautiful woman who will lead you to a cruel fate.\I don't need a fortune teller to know that.\Some woman is always causing me trouble. It's a curse. Ah. response:	Who do you mean?
context: Hmm? I dropped this.\I've been watching you. You're up to no good.\And there's no good in your future.\Who? The police? The sheriff' the FBI?\I see a young and beautiful woman who will lead you to a cruel fate.\I don't need a fortune teller to know that.\Some woman is always causing me trouble. It's a curse. Ah.\Who do you mean? response:	- Good afternoon. -Huh?
context: I've been watching you. You're up to no good.\And there's no good in your future.\Who? The police? The sheriff' the FBI?\I see a young and beautiful woman who will lead you to a cruel fate.\I don't need a fortune teller to know that.\Some woman is always causing me trouble. It's a curse. Ah.\Who do you mean?\- Good afternoon. -Huh? response:	I'm with the local police department and I know exactly what you're all doing.
context: And there's no good in your future.\Who? The police? The sheriff' the FBI?\I see a young and beautiful woman who will lead you to a cruel fate.\I don't need a fortune teller to know that.\Some woman is always causing me trouble. It's a curse. Ah.\Who do you mean?\- Good afternoon. -Huh?\I'm with the local police department and I know exactly what you're all doing. response:	I see you found some change that someone dropped.
context: Who? The police? The sheriff' the FBI?\I see a young and beautiful woman who will lead you to a cruel fate.\I don't need a fortune teller to know that.\Some woman is always causing me trouble. It's a curse. Ah.\Who do you mean?\- Good afternoon. -Huh?\I'm with the local police department and I know exactly what you're all doing.\I see you found some change that someone dropped. response:	Whenever money's lost, even a penny, it must be reported to the authorities.
context: I see a young and beautiful woman who will lead you to a cruel fate.\I don't need a fortune teller to know that.\Some woman is always causing me trouble. It's a curse. Ah.\Who do you mean?\- Good afternoon. -Huh?\I'm with the local police department and I know exactly what you're all doing.\I see you found some change that someone dropped.\Whenever money's lost, even a penny, it must be reported to the authorities. response:	Thanks for being such and observant citizen.
context: I don't need a fortune teller to know that.\Some woman is always causing me trouble. It's a curse. Ah.\Who do you mean?\- Good afternoon. -Huh?\I'm with the local police department and I know exactly what you're all doing.\I see you found some change that someone dropped.\Whenever money's lost, even a penny, it must be reported to the authorities.\Thanks for being such and observant citizen. response:	Now, if you'll just follow me, we'll file a report at the station.
context: Some woman is always causing me trouble. It's a curse. Ah.\Who do you mean?\- Good afternoon. -Huh?\I'm with the local police department and I know exactly what you're all doing.\I see you found some change that someone dropped.\Whenever money's lost, even a penny, it must be reported to the authorities.\Thanks for being such and observant citizen.\Now, if you'll just follow me, we'll file a report at the station. response:	-The station? -We don't want to get in your way,
context: Who do you mean?\- Good afternoon. -Huh?\I'm with the local police department and I know exactly what you're all doing.\I see you found some change that someone dropped.\Whenever money's lost, even a penny, it must be reported to the authorities.\Thanks for being such and observant citizen.\Now, if you'll just follow me, we'll file a report at the station.\-The station? -We don't want to get in your way, response:	so why don't you go ahead and file it without us and keep the change?
context: - Good afternoon. -Huh?\I'm with the local police department and I know exactly what you're all doing.\I see you found some change that someone dropped.\Whenever money's lost, even a penny, it must be reported to the authorities.\Thanks for being such and observant citizen.\Now, if you'll just follow me, we'll file a report at the station.\-The station? -We don't want to get in your way,\so why don't you go ahead and file it without us and keep the change? response:	Bye-bye!
context: I'm with the local police department and I know exactly what you're all doing.\I see you found some change that someone dropped.\Whenever money's lost, even a penny, it must be reported to the authorities.\Thanks for being such and observant citizen.\Now, if you'll just follow me, we'll file a report at the station.\-The station? -We don't want to get in your way,\so why don't you go ahead and file it without us and keep the change?\Bye-bye! response:	we will now display the shrine of the Maiden's greatest treasure.
context: I see you found some change that someone dropped.\Whenever money's lost, even a penny, it must be reported to the authorities.\Thanks for being such and observant citizen.\Now, if you'll just follow me, we'll file a report at the station.\-The station? -We don't want to get in your way,\so why don't you go ahead and file it without us and keep the change?\Bye-bye!\we will now display the shrine of the Maiden's greatest treasure. response:	For 2,000 years, this painting has hung within the shrine of the Maiden.
context: Whenever money's lost, even a penny, it must be reported to the authorities.\Thanks for being such and observant citizen.\Now, if you'll just follow me, we'll file a report at the station.\-The station? -We don't want to get in your way,\so why don't you go ahead and file it without us and keep the change?\Bye-bye!\we will now display the shrine of the Maiden's greatest treasure.\For 2,000 years, this painting has hung within the shrine of the Maiden. response:	Once each year, it is removed from the shrine
