context: Summer response:	Summer
context: I'm going in first!\Hey, you!\Yippee!\All right!\Episode 18 - At the Beach\Episode 18 - At the Beach\Episode 18 - At the Beach\Oh, my! response:	Seishirou-chan, what a girlish swimsuit you have on today!
context: Hey, you!\Yippee!\All right!\Episode 18 - At the Beach\Episode 18 - At the Beach\Episode 18 - At the Beach\Oh, my!\Seishirou-chan, what a girlish swimsuit you have on today! response:	What brought this on?
context: Yippee!\All right!\Episode 18 - At the Beach\Episode 18 - At the Beach\Episode 18 - At the Beach\Oh, my!\Seishirou-chan, what a girlish swimsuit you have on today!\What brought this on? response:	I said I'd be just fine in my suit...
context: All right!\Episode 18 - At the Beach\Episode 18 - At the Beach\Episode 18 - At the Beach\Oh, my!\Seishirou-chan, what a girlish swimsuit you have on today!\What brought this on?\I said I'd be just fine in my suit... response:	but the Mistress picked out a swimsuit that's beyond embarrassing!
context: Episode 18 - At the Beach\Episode 18 - At the Beach\Episode 18 - At the Beach\Oh, my!\Seishirou-chan, what a girlish swimsuit you have on today!\What brought this on?\I said I'd be just fine in my suit...\but the Mistress picked out a swimsuit that's beyond embarrassing! response:	We're at the beach! What are you complaining about? Deal with it.
context: Episode 18 - At the Beach\Episode 18 - At the Beach\Oh, my!\Seishirou-chan, what a girlish swimsuit you have on today!\What brought this on?\I said I'd be just fine in my suit...\but the Mistress picked out a swimsuit that's beyond embarrassing!\We're at the beach! What are you complaining about? Deal with it. response:	This is why breasts are so unnecessary!
context: Episode 18 - At the Beach\Oh, my!\Seishirou-chan, what a girlish swimsuit you have on today!\What brought this on?\I said I'd be just fine in my suit...\but the Mistress picked out a swimsuit that's beyond embarrassing!\We're at the beach! What are you complaining about? Deal with it.\This is why breasts are so unnecessary! response:	Now, now. You're blessed with a great body, so have a little confidence!
context: Oh, my!\Seishirou-chan, what a girlish swimsuit you have on today!\What brought this on?\I said I'd be just fine in my suit...\but the Mistress picked out a swimsuit that's beyond embarrassing!\We're at the beach! What are you complaining about? Deal with it.\This is why breasts are so unnecessary!\Now, now. You're blessed with a great body, so have a little confidence! response:	What the hell are you doing?
context: Seishirou-chan, what a girlish swimsuit you have on today!\What brought this on?\I said I'd be just fine in my suit...\but the Mistress picked out a swimsuit that's beyond embarrassing!\We're at the beach! What are you complaining about? Deal with it.\This is why breasts are so unnecessary!\Now, now. You're blessed with a great body, so have a little confidence!\What the hell are you doing? response:	I knew it! They're bigger than mine. How outrageous!
context: What brought this on?\I said I'd be just fine in my suit...\but the Mistress picked out a swimsuit that's beyond embarrassing!\We're at the beach! What are you complaining about? Deal with it.\This is why breasts are so unnecessary!\Now, now. You're blessed with a great body, so have a little confidence!\What the hell are you doing?\I knew it! They're bigger than mine. How outrageous! response:	Hey, you're right. Look at that resilience! You really are incredible, Tsugumi!
context: I said I'd be just fine in my suit...\but the Mistress picked out a swimsuit that's beyond embarrassing!\We're at the beach! What are you complaining about? Deal with it.\This is why breasts are so unnecessary!\Now, now. You're blessed with a great body, so have a little confidence!\What the hell are you doing?\I knew it! They're bigger than mine. How outrageous!\Hey, you're right. Look at that resilience! You really are incredible, Tsugumi! response:	Mistress, how could you?!
context: but the Mistress picked out a swimsuit that's beyond embarrassing!\We're at the beach! What are you complaining about? Deal with it.\This is why breasts are so unnecessary!\Now, now. You're blessed with a great body, so have a little confidence!\What the hell are you doing?\I knew it! They're bigger than mine. How outrageous!\Hey, you're right. Look at that resilience! You really are incredible, Tsugumi!\Mistress, how could you?! response:	Lucky!
context: We're at the beach! What are you complaining about? Deal with it.\This is why breasts are so unnecessary!\Now, now. You're blessed with a great body, so have a little confidence!\What the hell are you doing?\I knew it! They're bigger than mine. How outrageous!\Hey, you're right. Look at that resilience! You really are incredible, Tsugumi!\Mistress, how could you?!\Lucky! response:	They probably forgot that they're with a couple of guys.
context: This is why breasts are so unnecessary!\Now, now. You're blessed with a great body, so have a little confidence!\What the hell are you doing?\I knew it! They're bigger than mine. How outrageous!\Hey, you're right. Look at that resilience! You really are incredible, Tsugumi!\Mistress, how could you?!\Lucky!\They probably forgot that they're with a couple of guys. response:	So?
context: Now, now. You're blessed with a great body, so have a little confidence!\What the hell are you doing?\I knew it! They're bigger than mine. How outrageous!\Hey, you're right. Look at that resilience! You really are incredible, Tsugumi!\Mistress, how could you?!\Lucky!\They probably forgot that they're with a couple of guys.\So? response:	What have you been up to, anyway?
context: What the hell are you doing?\I knew it! They're bigger than mine. How outrageous!\Hey, you're right. Look at that resilience! You really are incredible, Tsugumi!\Mistress, how could you?!\Lucky!\They probably forgot that they're with a couple of guys.\So?\What have you been up to, anyway? response:	Did I just spot an F?
context: I knew it! They're bigger than mine. How outrageous!\Hey, you're right. Look at that resilience! You really are incredible, Tsugumi!\Mistress, how could you?!\Lucky!\They probably forgot that they're with a couple of guys.\So?\What have you been up to, anyway?\Did I just spot an F? response:	Just as I thought, the beach is beyond awesome!
context: Hey, you're right. Look at that resilience! You really are incredible, Tsugumi!\Mistress, how could you?!\Lucky!\They probably forgot that they're with a couple of guys.\So?\What have you been up to, anyway?\Did I just spot an F?\Just as I thought, the beach is beyond awesome! response:	Excuse me, Raku-sama!
context: Mistress, how could you?!\Lucky!\They probably forgot that they're with a couple of guys.\So?\What have you been up to, anyway?\Did I just spot an F?\Just as I thought, the beach is beyond awesome!\Excuse me, Raku-sama! response:	Would you mind coming here for a moment?
context: Lucky!\They probably forgot that they're with a couple of guys.\So?\What have you been up to, anyway?\Did I just spot an F?\Just as I thought, the beach is beyond awesome!\Excuse me, Raku-sama!\Would you mind coming here for a moment? response:	Whenever I get a sunburn, it wreaks havoc on my skin.
context: They probably forgot that they're with a couple of guys.\So?\What have you been up to, anyway?\Did I just spot an F?\Just as I thought, the beach is beyond awesome!\Excuse me, Raku-sama!\Would you mind coming here for a moment?\Whenever I get a sunburn, it wreaks havoc on my skin. response:	So I was wondering if you could...
context: So?\What have you been up to, anyway?\Did I just spot an F?\Just as I thought, the beach is beyond awesome!\Excuse me, Raku-sama!\Would you mind coming here for a moment?\Whenever I get a sunburn, it wreaks havoc on my skin.\So I was wondering if you could... response:	rub some sunscreen on me, please?
context: What have you been up to, anyway?\Did I just spot an F?\Just as I thought, the beach is beyond awesome!\Excuse me, Raku-sama!\Would you mind coming here for a moment?\Whenever I get a sunburn, it wreaks havoc on my skin.\So I was wondering if you could...\rub some sunscreen on me, please? response:	Wait, why me?
context: Did I just spot an F?\Just as I thought, the beach is beyond awesome!\Excuse me, Raku-sama!\Would you mind coming here for a moment?\Whenever I get a sunburn, it wreaks havoc on my skin.\So I was wondering if you could...\rub some sunscreen on me, please?\Wait, why me? response:	What about... that guy who's always waiting on you? Have him do it!
context: Just as I thought, the beach is beyond awesome!\Excuse me, Raku-sama!\Would you mind coming here for a moment?\Whenever I get a sunburn, it wreaks havoc on my skin.\So I was wondering if you could...\rub some sunscreen on me, please?\Wait, why me?\What about... that guy who's always waiting on you? Have him do it! response:	As of today, Honda has a strong aversion to sunscreen.
context: Excuse me, Raku-sama!\Would you mind coming here for a moment?\Whenever I get a sunburn, it wreaks havoc on my skin.\So I was wondering if you could...\rub some sunscreen on me, please?\Wait, why me?\What about... that guy who's always waiting on you? Have him do it!\As of today, Honda has a strong aversion to sunscreen. response:	There you go again with another of your whoppers!
context: Would you mind coming here for a moment?\Whenever I get a sunburn, it wreaks havoc on my skin.\So I was wondering if you could...\rub some sunscreen on me, please?\Wait, why me?\What about... that guy who's always waiting on you? Have him do it!\As of today, Honda has a strong aversion to sunscreen.\There you go again with another of your whoppers! response:	Hey, you! What's the big idea, hitting on my darling?
context: Whenever I get a sunburn, it wreaks havoc on my skin.\So I was wondering if you could...\rub some sunscreen on me, please?\Wait, why me?\What about... that guy who's always waiting on you? Have him do it!\As of today, Honda has a strong aversion to sunscreen.\There you go again with another of your whoppers!\Hey, you! What's the big idea, hitting on my darling? response:	If you need sunscreen, why don't I rub it on for you?
context: So I was wondering if you could...\rub some sunscreen on me, please?\Wait, why me?\What about... that guy who's always waiting on you? Have him do it!\As of today, Honda has a strong aversion to sunscreen.\There you go again with another of your whoppers!\Hey, you! What's the big idea, hitting on my darling?\If you need sunscreen, why don't I rub it on for you? response:	Me, too! Me, too!
context: rub some sunscreen on me, please?\Wait, why me?\What about... that guy who's always waiting on you? Have him do it!\As of today, Honda has a strong aversion to sunscreen.\There you go again with another of your whoppers!\Hey, you! What's the big idea, hitting on my darling?\If you need sunscreen, why don't I rub it on for you?\Me, too! Me, too! response:	I appreciate your kindness,
context: Wait, why me?\What about... that guy who's always waiting on you? Have him do it!\As of today, Honda has a strong aversion to sunscreen.\There you go again with another of your whoppers!\Hey, you! What's the big idea, hitting on my darling?\If you need sunscreen, why don't I rub it on for you?\Me, too! Me, too!\I appreciate your kindness, response:	but I have the feeling that unless Raku-sama does it, it won't be effective.
context: What about... that guy who's always waiting on you? Have him do it!\As of today, Honda has a strong aversion to sunscreen.\There you go again with another of your whoppers!\Hey, you! What's the big idea, hitting on my darling?\If you need sunscreen, why don't I rub it on for you?\Me, too! Me, too!\I appreciate your kindness,\but I have the feeling that unless Raku-sama does it, it won't be effective. response:	Now then, Raku-sama...
context: As of today, Honda has a strong aversion to sunscreen.\There you go again with another of your whoppers!\Hey, you! What's the big idea, hitting on my darling?\If you need sunscreen, why don't I rub it on for you?\Me, too! Me, too!\I appreciate your kindness,\but I have the feeling that unless Raku-sama does it, it won't be effective.\Now then, Raku-sama... response:	I am counting on you, all right?
context: There you go again with another of your whoppers!\Hey, you! What's the big idea, hitting on my darling?\If you need sunscreen, why don't I rub it on for you?\Me, too! Me, too!\I appreciate your kindness,\but I have the feeling that unless Raku-sama does it, it won't be effective.\Now then, Raku-sama...\I am counting on you, all right? response:	But I never said I'd do it!
context: Hey, you! What's the big idea, hitting on my darling?\If you need sunscreen, why don't I rub it on for you?\Me, too! Me, too!\I appreciate your kindness,\but I have the feeling that unless Raku-sama does it, it won't be effective.\Now then, Raku-sama...\I am counting on you, all right?\But I never said I'd do it! response:	How dare you get love-struck over her!
context: If you need sunscreen, why don't I rub it on for you?\Me, too! Me, too!\I appreciate your kindness,\but I have the feeling that unless Raku-sama does it, it won't be effective.\Now then, Raku-sama...\I am counting on you, all right?\But I never said I'd do it!\How dare you get love-struck over her! response:	What? But I'm not!
context: Me, too! Me, too!\I appreciate your kindness,\but I have the feeling that unless Raku-sama does it, it won't be effective.\Now then, Raku-sama...\I am counting on you, all right?\But I never said I'd do it!\How dare you get love-struck over her!\What? But I'm not! response:	Jeez! What's wrong with him? Always fawning over every girl!
context: I appreciate your kindness,\but I have the feeling that unless Raku-sama does it, it won't be effective.\Now then, Raku-sama...\I am counting on you, all right?\But I never said I'd do it!\How dare you get love-struck over her!\What? But I'm not!\Jeez! What's wrong with him? Always fawning over every girl! response:	I wish I knew why I have to feel so irritated.
context: but I have the feeling that unless Raku-sama does it, it won't be effective.\Now then, Raku-sama...\I am counting on you, all right?\But I never said I'd do it!\How dare you get love-struck over her!\What? But I'm not!\Jeez! What's wrong with him? Always fawning over every girl!\I wish I knew why I have to feel so irritated. response:	This is...
context: Now then, Raku-sama...\I am counting on you, all right?\But I never said I'd do it!\How dare you get love-struck over her!\What? But I'm not!\Jeez! What's wrong with him? Always fawning over every girl!\I wish I knew why I have to feel so irritated.\This is... response:	Relationship Charm
context: I am counting on you, all right?\But I never said I'd do it!\How dare you get love-struck over her!\What? But I'm not!\Jeez! What's wrong with him? Always fawning over every girl!\I wish I knew why I have to feel so irritated.\This is...\Relationship Charm response:	Effects
context: But I never said I'd do it!\How dare you get love-struck over her!\What? But I'm not!\Jeez! What's wrong with him? Always fawning over every girl!\I wish I knew why I have to feel so irritated.\This is...\Relationship Charm\Effects response:	1. You shall be blessed with a good relationship.
context: How dare you get love-struck over her!\What? But I'm not!\Jeez! What's wrong with him? Always fawning over every girl!\I wish I knew why I have to feel so irritated.\This is...\Relationship Charm\Effects\1. You shall be blessed with a good relationship. response:	2. Your unrequited feelings shall bear fruit.
context: What? But I'm not!\Jeez! What's wrong with him? Always fawning over every girl!\I wish I knew why I have to feel so irritated.\This is...\Relationship Charm\Effects\1. You shall be blessed with a good relationship.\2. Your unrequited feelings shall bear fruit. response:	3. A man may propose marriage by offering his
context: Jeez! What's wrong with him? Always fawning over every girl!\I wish I knew why I have to feel so irritated.\This is...\Relationship Charm\Effects\1. You shall be blessed with a good relationship.\2. Your unrequited feelings shall bear fruit.\3. A man may propose marriage by offering his response:	relationship charm to a woman.
context: I wish I knew why I have to feel so irritated.\This is...\Relationship Charm\Effects\1. You shall be blessed with a good relationship.\2. Your unrequited feelings shall bear fruit.\3. A man may propose marriage by offering his\relationship charm to a woman. response:	You can have this.
context: This is...\Relationship Charm\Effects\1. You shall be blessed with a good relationship.\2. Your unrequited feelings shall bear fruit.\3. A man may propose marriage by offering his\relationship charm to a woman.\You can have this. response:	Jeez, what a total moron.
context: Relationship Charm\Effects\1. You shall be blessed with a good relationship.\2. Your unrequited feelings shall bear fruit.\3. A man may propose marriage by offering his\relationship charm to a woman.\You can have this.\Jeez, what a total moron. response:	He's the one who wanted it so badly that he bought it, so he should know its effects!
context: Effects\1. You shall be blessed with a good relationship.\2. Your unrequited feelings shall bear fruit.\3. A man may propose marriage by offering his\relationship charm to a woman.\You can have this.\Jeez, what a total moron.\He's the one who wanted it so badly that he bought it, so he should know its effects! response:	I'm the one who made a complete fool of myself!
context: 1. You shall be blessed with a good relationship.\2. Your unrequited feelings shall bear fruit.\3. A man may propose marriage by offering his\relationship charm to a woman.\You can have this.\Jeez, what a total moron.\He's the one who wanted it so badly that he bought it, so he should know its effects!\I'm the one who made a complete fool of myself! response:	But...
context: 2. Your unrequited feelings shall bear fruit.\3. A man may propose marriage by offering his\relationship charm to a woman.\You can have this.\Jeez, what a total moron.\He's the one who wanted it so badly that he bought it, so he should know its effects!\I'm the one who made a complete fool of myself!\But... response:	If he really had proposed...
context: 3. A man may propose marriage by offering his\relationship charm to a woman.\You can have this.\Jeez, what a total moron.\He's the one who wanted it so badly that he bought it, so he should know its effects!\I'm the one who made a complete fool of myself!\But...\If he really had proposed... response:	What... What would I have done?
context: relationship charm to a woman.\You can have this.\Jeez, what a total moron.\He's the one who wanted it so badly that he bought it, so he should know its effects!\I'm the one who made a complete fool of myself!\But...\If he really had proposed...\What... What would I have done? response:	Yeah, right! Not a chance!
context: You can have this.\Jeez, what a total moron.\He's the one who wanted it so badly that he bought it, so he should know its effects!\I'm the one who made a complete fool of myself!\But...\If he really had proposed...\What... What would I have done?\Yeah, right! Not a chance! response:	Especially not with him!
context: Jeez, what a total moron.\He's the one who wanted it so badly that he bought it, so he should know its effects!\I'm the one who made a complete fool of myself!\But...\If he really had proposed...\What... What would I have done?\Yeah, right! Not a chance!\Especially not with him! response:	Something that ridiculous would never happen in a million years!
context: He's the one who wanted it so badly that he bought it, so he should know its effects!\I'm the one who made a complete fool of myself!\But...\If he really had proposed...\What... What would I have done?\Yeah, right! Not a chance!\Especially not with him!\Something that ridiculous would never happen in a million years! response:	We're just faking our relationship!
context: I'm the one who made a complete fool of myself!\But...\If he really had proposed...\What... What would I have done?\Yeah, right! Not a chance!\Especially not with him!\Something that ridiculous would never happen in a million years!\We're just faking our relationship! response:	So...
context: But...\If he really had proposed...\What... What would I have done?\Yeah, right! Not a chance!\Especially not with him!\Something that ridiculous would never happen in a million years!\We're just faking our relationship!\So... response:	Why didn't I turn it down right away?
context: If he really had proposed...\What... What would I have done?\Yeah, right! Not a chance!\Especially not with him!\Something that ridiculous would never happen in a million years!\We're just faking our relationship!\So...\Why didn't I turn it down right away? response:	All righty, why don't we figure out how we're handling dinner?
context: What... What would I have done?\Yeah, right! Not a chance!\Especially not with him!\Something that ridiculous would never happen in a million years!\We're just faking our relationship!\So...\Why didn't I turn it down right away?\All righty, why don't we figure out how we're handling dinner? response:	'Cause we're renting a grill tonight.
context: Yeah, right! Not a chance!\Especially not with him!\Something that ridiculous would never happen in a million years!\We're just faking our relationship!\So...\Why didn't I turn it down right away?\All righty, why don't we figure out how we're handling dinner?\'Cause we're renting a grill tonight. response:	Okay!
context: Especially not with him!\Something that ridiculous would never happen in a million years!\We're just faking our relationship!\So...\Why didn't I turn it down right away?\All righty, why don't we figure out how we're handling dinner?\'Cause we're renting a grill tonight.\Okay! response:	So the two lovebirds are working together, huh?
context: Something that ridiculous would never happen in a million years!\We're just faking our relationship!\So...\Why didn't I turn it down right away?\All righty, why don't we figure out how we're handling dinner?\'Cause we're renting a grill tonight.\Okay!\So the two lovebirds are working together, huh? response:	I'm counting on you, Raku!
context: We're just faking our relationship!\So...\Why didn't I turn it down right away?\All righty, why don't we figure out how we're handling dinner?\'Cause we're renting a grill tonight.\Okay!\So the two lovebirds are working together, huh?\I'm counting on you, Raku! response:	Ugh! Why am I teamed up with you?
context: So...\Why didn't I turn it down right away?\All righty, why don't we figure out how we're handling dinner?\'Cause we're renting a grill tonight.\Okay!\So the two lovebirds are working together, huh?\I'm counting on you, Raku!\Ugh! Why am I teamed up with you? response:	So I'm basically on my own, huh?
context: Why didn't I turn it down right away?\All righty, why don't we figure out how we're handling dinner?\'Cause we're renting a grill tonight.\Okay!\So the two lovebirds are working together, huh?\I'm counting on you, Raku!\Ugh! Why am I teamed up with you?\So I'm basically on my own, huh? response:	Come to think of it,
context: All righty, why don't we figure out how we're handling dinner?\'Cause we're renting a grill tonight.\Okay!\So the two lovebirds are working together, huh?\I'm counting on you, Raku!\Ugh! Why am I teamed up with you?\So I'm basically on my own, huh?\Come to think of it, response:	after all's said and done, ever since I've been in Japan,
context: 'Cause we're renting a grill tonight.\Okay!\So the two lovebirds are working together, huh?\I'm counting on you, Raku!\Ugh! Why am I teamed up with you?\So I'm basically on my own, huh?\Come to think of it,\after all's said and done, ever since I've been in Japan, response:	I've been spending all my time with this guy, haven't I?
context: Okay!\So the two lovebirds are working together, huh?\I'm counting on you, Raku!\Ugh! Why am I teamed up with you?\So I'm basically on my own, huh?\Come to think of it,\after all's said and done, ever since I've been in Japan,\I've been spending all my time with this guy, haven't I? response:	Well, since we're pretending to date,
context: So the two lovebirds are working together, huh?\I'm counting on you, Raku!\Ugh! Why am I teamed up with you?\So I'm basically on my own, huh?\Come to think of it,\after all's said and done, ever since I've been in Japan,\I've been spending all my time with this guy, haven't I?\Well, since we're pretending to date, response:	I guess that's only natural.
context: I'm counting on you, Raku!\Ugh! Why am I teamed up with you?\So I'm basically on my own, huh?\Come to think of it,\after all's said and done, ever since I've been in Japan,\I've been spending all my time with this guy, haven't I?\Well, since we're pretending to date,\I guess that's only natural. response:	Right, it looks like we're having a barbecue tonight,
context: Ugh! Why am I teamed up with you?\So I'm basically on my own, huh?\Come to think of it,\after all's said and done, ever since I've been in Japan,\I've been spending all my time with this guy, haven't I?\Well, since we're pretending to date,\I guess that's only natural.\Right, it looks like we're having a barbecue tonight, response:	so you should be able to help out too, right?
context: So I'm basically on my own, huh?\Come to think of it,\after all's said and done, ever since I've been in Japan,\I've been spending all my time with this guy, haven't I?\Well, since we're pretending to date,\I guess that's only natural.\Right, it looks like we're having a barbecue tonight,\so you should be able to help out too, right? response:	Don't insult me! I can handle any kind of cooking!
context: Come to think of it,\after all's said and done, ever since I've been in Japan,\I've been spending all my time with this guy, haven't I?\Well, since we're pretending to date,\I guess that's only natural.\Right, it looks like we're having a barbecue tonight,\so you should be able to help out too, right?\Don't insult me! I can handle any kind of cooking! response:	Where do you get all that confidence?
context: after all's said and done, ever since I've been in Japan,\I've been spending all my time with this guy, haven't I?\Well, since we're pretending to date,\I guess that's only natural.\Right, it looks like we're having a barbecue tonight,\so you should be able to help out too, right?\Don't insult me! I can handle any kind of cooking!\Where do you get all that confidence? response:	All right, I'm gonna peel these,
context: I've been spending all my time with this guy, haven't I?\Well, since we're pretending to date,\I guess that's only natural.\Right, it looks like we're having a barbecue tonight,\so you should be able to help out too, right?\Don't insult me! I can handle any kind of cooking!\Where do you get all that confidence?\All right, I'm gonna peel these, response:	so you just chop them into bite-size pieces as they come. Can you do that?
context: Well, since we're pretending to date,\I guess that's only natural.\Right, it looks like we're having a barbecue tonight,\so you should be able to help out too, right?\Don't insult me! I can handle any kind of cooking!\Where do you get all that confidence?\All right, I'm gonna peel these,\so you just chop them into bite-size pieces as they come. Can you do that? response:	Sure I can...
context: I guess that's only natural.\Right, it looks like we're having a barbecue tonight,\so you should be able to help out too, right?\Don't insult me! I can handle any kind of cooking!\Where do you get all that confidence?\All right, I'm gonna peel these,\so you just chop them into bite-size pieces as they come. Can you do that?\Sure I can... response:	Hey, you! What the heck?
context: Right, it looks like we're having a barbecue tonight,\so you should be able to help out too, right?\Don't insult me! I can handle any kind of cooking!\Where do you get all that confidence?\All right, I'm gonna peel these,\so you just chop them into bite-size pieces as they come. Can you do that?\Sure I can...\Hey, you! What the heck? response:	Would you mind not touching me all of a sudden?
context: so you should be able to help out too, right?\Don't insult me! I can handle any kind of cooking!\Where do you get all that confidence?\All right, I'm gonna peel these,\so you just chop them into bite-size pieces as they come. Can you do that?\Sure I can...\Hey, you! What the heck?\Would you mind not touching me all of a sudden? response:	But you were the one who...
context: Don't insult me! I can handle any kind of cooking!\Where do you get all that confidence?\All right, I'm gonna peel these,\so you just chop them into bite-size pieces as they come. Can you do that?\Sure I can...\Hey, you! What the heck?\Would you mind not touching me all of a sudden?\But you were the one who... response:	I was only trying to pick up that vegetable! It's your fault for putting your hand there!
context: Where do you get all that confidence?\All right, I'm gonna peel these,\so you just chop them into bite-size pieces as they come. Can you do that?\Sure I can...\Hey, you! What the heck?\Would you mind not touching me all of a sudden?\But you were the one who...\I was only trying to pick up that vegetable! It's your fault for putting your hand there! response:	Well, that's true, but...
context: All right, I'm gonna peel these,\so you just chop them into bite-size pieces as they come. Can you do that?\Sure I can...\Hey, you! What the heck?\Would you mind not touching me all of a sudden?\But you were the one who...\I was only trying to pick up that vegetable! It's your fault for putting your hand there!\Well, that's true, but... response:	Did I really do something that bad?
context: so you just chop them into bite-size pieces as they come. Can you do that?\Sure I can...\Hey, you! What the heck?\Would you mind not touching me all of a sudden?\But you were the one who...\I was only trying to pick up that vegetable! It's your fault for putting your hand there!\Well, that's true, but...\Did I really do something that bad? response:	Just be careful next time!
context: Sure I can...\Hey, you! What the heck?\Would you mind not touching me all of a sudden?\But you were the one who...\I was only trying to pick up that vegetable! It's your fault for putting your hand there!\Well, that's true, but...\Did I really do something that bad?\Just be careful next time! response:	Sure, I will, but...
context: Hey, you! What the heck?\Would you mind not touching me all of a sudden?\But you were the one who...\I was only trying to pick up that vegetable! It's your fault for putting your hand there!\Well, that's true, but...\Did I really do something that bad?\Just be careful next time!\Sure, I will, but... response:	What? What is this?
context: Would you mind not touching me all of a sudden?\But you were the one who...\I was only trying to pick up that vegetable! It's your fault for putting your hand there!\Well, that's true, but...\Did I really do something that bad?\Just be careful next time!\Sure, I will, but...\What? What is this? response:	Why am I getting so flustered just because our hands touched?
context: But you were the one who...\I was only trying to pick up that vegetable! It's your fault for putting your hand there!\Well, that's true, but...\Did I really do something that bad?\Just be careful next time!\Sure, I will, but...\What? What is this?\Why am I getting so flustered just because our hands touched? response:	We're always holding hands and stuff anyway,
context: I was only trying to pick up that vegetable! It's your fault for putting your hand there!\Well, that's true, but...\Did I really do something that bad?\Just be careful next time!\Sure, I will, but...\What? What is this?\Why am I getting so flustered just because our hands touched?\We're always holding hands and stuff anyway, response:	when we're acting like a couple.
