context: Hey, all you viewers out there! response:	When you're watchin' Fairy Tail, make sure to keep the room nice and bright,
context: Erza defeated Eve of the Raijin Tribe,\and those of us who were stoned finally turned back to normal!\But just when we thought the game was over, Laxus activated the Thunder Palace,\and everyone in the entire city is being held hostage!\The real battle starts now!\Yo Ho! Steer that rudder! Hard to port!\Yo Ho! Our high-flyin' lives are every which way!\When the sun goes down, there's a bon voyage bash. response:	It ain't sad at all.
context: and those of us who were stoned finally turned back to normal!\But just when we thought the game was over, Laxus activated the Thunder Palace,\and everyone in the entire city is being held hostage!\The real battle starts now!\Yo Ho! Steer that rudder! Hard to port!\Yo Ho! Our high-flyin' lives are every which way!\When the sun goes down, there's a bon voyage bash.\It ain't sad at all. response:	As long as we're alive, we'll meet again somewhere!
context: But just when we thought the game was over, Laxus activated the Thunder Palace,\and everyone in the entire city is being held hostage!\The real battle starts now!\Yo Ho! Steer that rudder! Hard to port!\Yo Ho! Our high-flyin' lives are every which way!\When the sun goes down, there's a bon voyage bash.\It ain't sad at all.\As long as we're alive, we'll meet again somewhere! response:	Blast straight through a headwind, set off!
context: and everyone in the entire city is being held hostage!\The real battle starts now!\Yo Ho! Steer that rudder! Hard to port!\Yo Ho! Our high-flyin' lives are every which way!\When the sun goes down, there's a bon voyage bash.\It ain't sad at all.\As long as we're alive, we'll meet again somewhere!\Blast straight through a headwind, set off! response:	Stay strong until the tears dry up! A man gotta be tough.
context: The real battle starts now!\Yo Ho! Steer that rudder! Hard to port!\Yo Ho! Our high-flyin' lives are every which way!\When the sun goes down, there's a bon voyage bash.\It ain't sad at all.\As long as we're alive, we'll meet again somewhere!\Blast straight through a headwind, set off!\Stay strong until the tears dry up! A man gotta be tough. response:	Friends, friends, laugh one day!
context: Yo Ho! Steer that rudder! Hard to port!\Yo Ho! Our high-flyin' lives are every which way!\When the sun goes down, there's a bon voyage bash.\It ain't sad at all.\As long as we're alive, we'll meet again somewhere!\Blast straight through a headwind, set off!\Stay strong until the tears dry up! A man gotta be tough.\Friends, friends, laugh one day! response:	As proof of our strong, strong bonds!
context: Yo Ho! Our high-flyin' lives are every which way!\When the sun goes down, there's a bon voyage bash.\It ain't sad at all.\As long as we're alive, we'll meet again somewhere!\Blast straight through a headwind, set off!\Stay strong until the tears dry up! A man gotta be tough.\Friends, friends, laugh one day!\As proof of our strong, strong bonds! response:	Now, grab that map to the shining future!
context: When the sun goes down, there's a bon voyage bash.\It ain't sad at all.\As long as we're alive, we'll meet again somewhere!\Blast straight through a headwind, set off!\Stay strong until the tears dry up! A man gotta be tough.\Friends, friends, laugh one day!\As proof of our strong, strong bonds!\Now, grab that map to the shining future! response:	Wow!
context: It ain't sad at all.\As long as we're alive, we'll meet again somewhere!\Blast straight through a headwind, set off!\Stay strong until the tears dry up! A man gotta be tough.\Friends, friends, laugh one day!\As proof of our strong, strong bonds!\Now, grab that map to the shining future!\Wow! response:	It's the Lion clad in Light!
context: As long as we're alive, we'll meet again somewhere!\Blast straight through a headwind, set off!\Stay strong until the tears dry up! A man gotta be tough.\Friends, friends, laugh one day!\As proof of our strong, strong bonds!\Now, grab that map to the shining future!\Wow!\It's the Lion clad in Light! response:	I told you, it's no use! Your attacks won't affect souls!
context: Blast straight through a headwind, set off!\Stay strong until the tears dry up! A man gotta be tough.\Friends, friends, laugh one day!\As proof of our strong, strong bonds!\Now, grab that map to the shining future!\Wow!\It's the Lion clad in Light!\I told you, it's no use! Your attacks won't affect souls! response:	Because no matter how many you destroy, I can just manipulate other bodies!
context: Stay strong until the tears dry up! A man gotta be tough.\Friends, friends, laugh one day!\As proof of our strong, strong bonds!\Now, grab that map to the shining future!\Wow!\It's the Lion clad in Light!\I told you, it's no use! Your attacks won't affect souls!\Because no matter how many you destroy, I can just manipulate other bodies! response:	Get to it, my new babies!
context: Friends, friends, laugh one day!\As proof of our strong, strong bonds!\Now, grab that map to the shining future!\Wow!\It's the Lion clad in Light!\I told you, it's no use! Your attacks won't affect souls!\Because no matter how many you destroy, I can just manipulate other bodies!\Get to it, my new babies! response:	No matter how many come at us, I won't let them get near Lucy!
context: As proof of our strong, strong bonds!\Now, grab that map to the shining future!\Wow!\It's the Lion clad in Light!\I told you, it's no use! Your attacks won't affect souls!\Because no matter how many you destroy, I can just manipulate other bodies!\Get to it, my new babies!\No matter how many come at us, I won't let them get near Lucy! response:	Now's our chance!
context: Now, grab that map to the shining future!\Wow!\It's the Lion clad in Light!\I told you, it's no use! Your attacks won't affect souls!\Because no matter how many you destroy, I can just manipulate other bodies!\Get to it, my new babies!\No matter how many come at us, I won't let them get near Lucy!\Now's our chance! response:	Aye, sir!
context: Wow!\It's the Lion clad in Light!\I told you, it's no use! Your attacks won't affect souls!\Because no matter how many you destroy, I can just manipulate other bodies!\Get to it, my new babies!\No matter how many come at us, I won't let them get near Lucy!\Now's our chance!\Aye, sir! response:	Whoa there...
context: It's the Lion clad in Light!\I told you, it's no use! Your attacks won't affect souls!\Because no matter how many you destroy, I can just manipulate other bodies!\Get to it, my new babies!\No matter how many come at us, I won't let them get near Lucy!\Now's our chance!\Aye, sir!\Whoa there... response:	Don't freak me out like that, cosplay princess!
context: I told you, it's no use! Your attacks won't affect souls!\Because no matter how many you destroy, I can just manipulate other bodies!\Get to it, my new babies!\No matter how many come at us, I won't let them get near Lucy!\Now's our chance!\Aye, sir!\Whoa there...\Don't freak me out like that, cosplay princess! response:	That's not it, jeez!
context: Because no matter how many you destroy, I can just manipulate other bodies!\Get to it, my new babies!\No matter how many come at us, I won't let them get near Lucy!\Now's our chance!\Aye, sir!\Whoa there...\Don't freak me out like that, cosplay princess!\That's not it, jeez! response:	Lucy, force him back!
context: Get to it, my new babies!\No matter how many come at us, I won't let them get near Lucy!\Now's our chance!\Aye, sir!\Whoa there...\Don't freak me out like that, cosplay princess!\That's not it, jeez!\Lucy, force him back! response:	Bickslow himself isn't that strong!
context: No matter how many come at us, I won't let them get near Lucy!\Now's our chance!\Aye, sir!\Whoa there...\Don't freak me out like that, cosplay princess!\That's not it, jeez!\Lucy, force him back!\Bickslow himself isn't that strong! response:	What the hell are you saying, you bastard!
context: Now's our chance!\Aye, sir!\Whoa there...\Don't freak me out like that, cosplay princess!\That's not it, jeez!\Lucy, force him back!\Bickslow himself isn't that strong!\What the hell are you saying, you bastard! response:	Damn it...
context: Aye, sir!\Whoa there...\Don't freak me out like that, cosplay princess!\That's not it, jeez!\Lucy, force him back!\Bickslow himself isn't that strong!\What the hell are you saying, you bastard!\Damn it... response:	Guess I have no choice.
context: Whoa there...\Don't freak me out like that, cosplay princess!\That's not it, jeez!\Lucy, force him back!\Bickslow himself isn't that strong!\What the hell are you saying, you bastard!\Damn it...\Guess I have no choice. response:	Huh?
context: Don't freak me out like that, cosplay princess!\That's not it, jeez!\Lucy, force him back!\Bickslow himself isn't that strong!\What the hell are you saying, you bastard!\Damn it...\Guess I have no choice.\Huh? response:	Could he be...
context: That's not it, jeez!\Lucy, force him back!\Bickslow himself isn't that strong!\What the hell are you saying, you bastard!\Damn it...\Guess I have no choice.\Huh?\Could he be... response:	Satan's Descent!
context: Lucy, force him back!\Bickslow himself isn't that strong!\What the hell are you saying, you bastard!\Damn it...\Guess I have no choice.\Huh?\Could he be...\Satan's Descent! response:	Figure Eyes!
context: Bickslow himself isn't that strong!\What the hell are you saying, you bastard!\Damn it...\Guess I have no choice.\Huh?\Could he be...\Satan's Descent!\Figure Eyes! response:	Don't look into his eyes!
context: What the hell are you saying, you bastard!\Damn it...\Guess I have no choice.\Huh?\Could he be...\Satan's Descent!\Figure Eyes!\Don't look into his eyes! response:	All the Raijin Tribe have secondary magic in their eyes!
context: Damn it...\Guess I have no choice.\Huh?\Could he be...\Satan's Descent!\Figure Eyes!\Don't look into his eyes!\All the Raijin Tribe have secondary magic in their eyes! response:	Eve uses it as her main magic,
context: Guess I have no choice.\Huh?\Could he be...\Satan's Descent!\Figure Eyes!\Don't look into his eyes!\All the Raijin Tribe have secondary magic in their eyes!\Eve uses it as her main magic, response:	but if you look into Bickslow's eyes, you turn into a doll, and your soul will be manipulated!
context: Huh?\Could he be...\Satan's Descent!\Figure Eyes!\Don't look into his eyes!\All the Raijin Tribe have secondary magic in their eyes!\Eve uses it as her main magic,\but if you look into Bickslow's eyes, you turn into a doll, and your soul will be manipulated! response:	Seriously?
context: Could he be...\Satan's Descent!\Figure Eyes!\Don't look into his eyes!\All the Raijin Tribe have secondary magic in their eyes!\Eve uses it as her main magic,\but if you look into Bickslow's eyes, you turn into a doll, and your soul will be manipulated!\Seriously? response:	Close call!
context: Satan's Descent!\Figure Eyes!\Don't look into his eyes!\All the Raijin Tribe have secondary magic in their eyes!\Eve uses it as her main magic,\but if you look into Bickslow's eyes, you turn into a doll, and your soul will be manipulated!\Seriously?\Close call! response:	So, your eyes closed?
context: Figure Eyes!\Don't look into his eyes!\All the Raijin Tribe have secondary magic in their eyes!\Eve uses it as her main magic,\but if you look into Bickslow's eyes, you turn into a doll, and your soul will be manipulated!\Seriously?\Close call!\So, your eyes closed? response:	Yup!
context: Don't look into his eyes!\All the Raijin Tribe have secondary magic in their eyes!\Eve uses it as her main magic,\but if you look into Bickslow's eyes, you turn into a doll, and your soul will be manipulated!\Seriously?\Close call!\So, your eyes closed?\Yup! response:	Don't open your eyes, you two!
context: All the Raijin Tribe have secondary magic in their eyes!\Eve uses it as her main magic,\but if you look into Bickslow's eyes, you turn into a doll, and your soul will be manipulated!\Seriously?\Close call!\So, your eyes closed?\Yup!\Don't open your eyes, you two! response:	My Doll Possession and Figure Eyes are an unbeatable combination!
context: Eve uses it as her main magic,\but if you look into Bickslow's eyes, you turn into a doll, and your soul will be manipulated!\Seriously?\Close call!\So, your eyes closed?\Yup!\Don't open your eyes, you two!\My Doll Possession and Figure Eyes are an unbeatable combination! response:	Lucy, close my gate temporarily and take shelter in Horologium!
context: but if you look into Bickslow's eyes, you turn into a doll, and your soul will be manipulated!\Seriously?\Close call!\So, your eyes closed?\Yup!\Don't open your eyes, you two!\My Doll Possession and Figure Eyes are an unbeatable combination!\Lucy, close my gate temporarily and take shelter in Horologium! response:	You're the one who just showed up!
context: Seriously?\Close call!\So, your eyes closed?\Yup!\Don't open your eyes, you two!\My Doll Possession and Figure Eyes are an unbeatable combination!\Lucy, close my gate temporarily and take shelter in Horologium!\You're the one who just showed up! response:	And I had my keys taken away from me!
context: Close call!\So, your eyes closed?\Yup!\Don't open your eyes, you two!\My Doll Possession and Figure Eyes are an unbeatable combination!\Lucy, close my gate temporarily and take shelter in Horologium!\You're the one who just showed up!\And I had my keys taken away from me! response:	Plus...
context: So, your eyes closed?\Yup!\Don't open your eyes, you two!\My Doll Possession and Figure Eyes are an unbeatable combination!\Lucy, close my gate temporarily and take shelter in Horologium!\You're the one who just showed up!\And I had my keys taken away from me!\Plus... response:	I trust you, so do something!
context: Yup!\Don't open your eyes, you two!\My Doll Possession and Figure Eyes are an unbeatable combination!\Lucy, close my gate temporarily and take shelter in Horologium!\You're the one who just showed up!\And I had my keys taken away from me!\Plus...\I trust you, so do something! response:	Right!
context: Don't open your eyes, you two!\My Doll Possession and Figure Eyes are an unbeatable combination!\Lucy, close my gate temporarily and take shelter in Horologium!\You're the one who just showed up!\And I had my keys taken away from me!\Plus...\I trust you, so do something!\Right! response:	Let's go for it, Lucy!
context: My Doll Possession and Figure Eyes are an unbeatable combination!\Lucy, close my gate temporarily and take shelter in Horologium!\You're the one who just showed up!\And I had my keys taken away from me!\Plus...\I trust you, so do something!\Right!\Let's go for it, Lucy! response:	When I give the signal, open your eyes and charge in!
context: Lucy, close my gate temporarily and take shelter in Horologium!\You're the one who just showed up!\And I had my keys taken away from me!\Plus...\I trust you, so do something!\Right!\Let's go for it, Lucy!\When I give the signal, open your eyes and charge in! response:	But if I open my eyes...
context: You're the one who just showed up!\And I had my keys taken away from me!\Plus...\I trust you, so do something!\Right!\Let's go for it, Lucy!\When I give the signal, open your eyes and charge in!\But if I open my eyes... response:	You trust me, right?
context: And I had my keys taken away from me!\Plus...\I trust you, so do something!\Right!\Let's go for it, Lucy!\When I give the signal, open your eyes and charge in!\But if I open my eyes...\You trust me, right? response:	Got it...
context: Plus...\I trust you, so do something!\Right!\Let's go for it, Lucy!\When I give the signal, open your eyes and charge in!\But if I open my eyes...\You trust me, right?\Got it... response:	Regulus is fully risen.
context: I trust you, so do something!\Right!\Let's go for it, Lucy!\When I give the signal, open your eyes and charge in!\But if I open my eyes...\You trust me, right?\Got it...\Regulus is fully risen. response:	Lion Flare!
context: Right!\Let's go for it, Lucy!\When I give the signal, open your eyes and charge in!\But if I open my eyes...\You trust me, right?\Got it...\Regulus is fully risen.\Lion Flare! response:	My... My eyes!
context: Let's go for it, Lucy!\When I give the signal, open your eyes and charge in!\But if I open my eyes...\You trust me, right?\Got it...\Regulus is fully risen.\Lion Flare!\My... My eyes! response:	Lucy!
context: When I give the signal, open your eyes and charge in!\But if I open my eyes...\You trust me, right?\Got it...\Regulus is fully risen.\Lion Flare!\My... My eyes!\Lucy! response:	Okay!
context: But if I open my eyes...\You trust me, right?\Got it...\Regulus is fully risen.\Lion Flare!\My... My eyes!\Lucy!\Okay! response:	Loke... There's no way you can beat me!
context: You trust me, right?\Got it...\Regulus is fully risen.\Lion Flare!\My... My eyes!\Lucy!\Okay!\Loke... There's no way you can beat me! response:	I'm nothing like I was back then.
context: Got it...\Regulus is fully risen.\Lion Flare!\My... My eyes!\Lucy!\Okay!\Loke... There's no way you can beat me!\I'm nothing like I was back then. response:	I met Lucy, and I regained my true powers as a Spirit.
context: Regulus is fully risen.\Lion Flare!\My... My eyes!\Lucy!\Okay!\Loke... There's no way you can beat me!\I'm nothing like I was back then.\I met Lucy, and I regained my true powers as a Spirit. response:	No... I met Lucy and got even stronger!
context: Lion Flare!\My... My eyes!\Lucy!\Okay!\Loke... There's no way you can beat me!\I'm nothing like I was back then.\I met Lucy, and I regained my true powers as a Spirit.\No... I met Lucy and got even stronger! response:	I'm not like those dolls you manipulate!
context: My... My eyes!\Lucy!\Okay!\Loke... There's no way you can beat me!\I'm nothing like I was back then.\I met Lucy, and I regained my true powers as a Spirit.\No... I met Lucy and got even stronger!\I'm not like those dolls you manipulate! response:	Love makes Spirits stronger!
context: Lucy!\Okay!\Loke... There's no way you can beat me!\I'm nothing like I was back then.\I met Lucy, and I regained my true powers as a Spirit.\No... I met Lucy and got even stronger!\I'm not like those dolls you manipulate!\Love makes Spirits stronger! response:	Regulus Impact!
context: Okay!\Loke... There's no way you can beat me!\I'm nothing like I was back then.\I met Lucy, and I regained my true powers as a Spirit.\No... I met Lucy and got even stronger!\I'm not like those dolls you manipulate!\Love makes Spirits stronger!\Regulus Impact! response:	Thank you, Loke.
context: Loke... There's no way you can beat me!\I'm nothing like I was back then.\I met Lucy, and I regained my true powers as a Spirit.\No... I met Lucy and got even stronger!\I'm not like those dolls you manipulate!\Love makes Spirits stronger!\Regulus Impact!\Thank you, Loke. response:	Look, Lucy...
context: I'm nothing like I was back then.\I met Lucy, and I regained my true powers as a Spirit.\No... I met Lucy and got even stronger!\I'm not like those dolls you manipulate!\Love makes Spirits stronger!\Regulus Impact!\Thank you, Loke.\Look, Lucy... response:	The light of love!
context: I met Lucy, and I regained my true powers as a Spirit.\No... I met Lucy and got even stronger!\I'm not like those dolls you manipulate!\Love makes Spirits stronger!\Regulus Impact!\Thank you, Loke.\Look, Lucy...\The light of love! response:	Uh...
context: No... I met Lucy and got even stronger!\I'm not like those dolls you manipulate!\Love makes Spirits stronger!\Regulus Impact!\Thank you, Loke.\Look, Lucy...\The light of love!\Uh... response:	He lllikes you...
context: I'm not like those dolls you manipulate!\Love makes Spirits stronger!\Regulus Impact!\Thank you, Loke.\Look, Lucy...\The light of love!\Uh...\He lllikes you... response:	Please don't roll your tongue like that.
context: Love makes Spirits stronger!\Regulus Impact!\Thank you, Loke.\Look, Lucy...\The light of love!\Uh...\He lllikes you...\Please don't roll your tongue like that. response:	Huh? I feel so weak...
context: Regulus Impact!\Thank you, Loke.\Look, Lucy...\The light of love!\Uh...\He lllikes you...\Please don't roll your tongue like that.\Huh? I feel so weak... response:	That's because you opened two of the Zodiac gates...
context: Thank you, Loke.\Look, Lucy...\The light of love!\Uh...\He lllikes you...\Please don't roll your tongue like that.\Huh? I feel so weak...\That's because you opened two of the Zodiac gates... response:	I'll come to save you any time.
context: Look, Lucy...\The light of love!\Uh...\He lllikes you...\Please don't roll your tongue like that.\Huh? I feel so weak...\That's because you opened two of the Zodiac gates...\I'll come to save you any time. response:	Yeah... Thanks.
context: The light of love!\Uh...\He lllikes you...\Please don't roll your tongue like that.\Huh? I feel so weak...\That's because you opened two of the Zodiac gates...\I'll come to save you any time.\Yeah... Thanks. response:	Lucy won!
context: Uh...\He lllikes you...\Please don't roll your tongue like that.\Huh? I feel so weak...\That's because you opened two of the Zodiac gates...\I'll come to save you any time.\Yeah... Thanks.\Lucy won! response:	No way!
context: He lllikes you...\Please don't roll your tongue like that.\Huh? I feel so weak...\That's because you opened two of the Zodiac gates...\I'll come to save you any time.\Yeah... Thanks.\Lucy won!\No way! response:	That cheerleader can fight?
context: Please don't roll your tongue like that.\Huh? I feel so weak...\That's because you opened two of the Zodiac gates...\I'll come to save you any time.\Yeah... Thanks.\Lucy won!\No way!\That cheerleader can fight? response:	Lucy's strong, man.
context: Huh? I feel so weak...\That's because you opened two of the Zodiac gates...\I'll come to save you any time.\Yeah... Thanks.\Lucy won!\No way!\That cheerleader can fight?\Lucy's strong, man. response:	You're joking! I mean, she's a cheerleader!
context: That's because you opened two of the Zodiac gates...\I'll come to save you any time.\Yeah... Thanks.\Lucy won!\No way!\That cheerleader can fight?\Lucy's strong, man.\You're joking! I mean, she's a cheerleader! response:	I knew Lu-chan could do it!
context: I'll come to save you any time.\Yeah... Thanks.\Lucy won!\No way!\That cheerleader can fight?\Lucy's strong, man.\You're joking! I mean, she's a cheerleader!\I knew Lu-chan could do it! response:	Cheerleaders are strong!
context: Yeah... Thanks.\Lucy won!\No way!\That cheerleader can fight?\Lucy's strong, man.\You're joking! I mean, she's a cheerleader!\I knew Lu-chan could do it!\Cheerleaders are strong! response:	I've gotta solve this, too!
context: Lucy won!\No way!\That cheerleader can fight?\Lucy's strong, man.\You're joking! I mean, she's a cheerleader!\I knew Lu-chan could do it!\Cheerleaders are strong!\I've gotta solve this, too! response:	I ain't never heard that before!
context: No way!\That cheerleader can fight?\Lucy's strong, man.\You're joking! I mean, she's a cheerleader!\I knew Lu-chan could do it!\Cheerleaders are strong!\I've gotta solve this, too!\I ain't never heard that before! response:	Why, you...
context: That cheerleader can fight?\Lucy's strong, man.\You're joking! I mean, she's a cheerleader!\I knew Lu-chan could do it!\Cheerleaders are strong!\I've gotta solve this, too!\I ain't never heard that before!\Why, you... response:	Haven't you ever heard of the Tortoise and the Cheerleader?
context: Lucy's strong, man.\You're joking! I mean, she's a cheerleader!\I knew Lu-chan could do it!\Cheerleaders are strong!\I've gotta solve this, too!\I ain't never heard that before!\Why, you...\Haven't you ever heard of the Tortoise and the Cheerleader? response:	That's a hare, not a cheer!
context: You're joking! I mean, she's a cheerleader!\I knew Lu-chan could do it!\Cheerleaders are strong!\I've gotta solve this, too!\I ain't never heard that before!\Why, you...\Haven't you ever heard of the Tortoise and the Cheerleader?\That's a hare, not a cheer! response:	And the hare lost!
context: I knew Lu-chan could do it!\Cheerleaders are strong!\I've gotta solve this, too!\I ain't never heard that before!\Why, you...\Haven't you ever heard of the Tortoise and the Cheerleader?\That's a hare, not a cheer!\And the hare lost! response:	Sure, the first time.
context: Cheerleaders are strong!\I've gotta solve this, too!\I ain't never heard that before!\Why, you...\Haven't you ever heard of the Tortoise and the Cheerleader?\That's a hare, not a cheer!\And the hare lost!\Sure, the first time. response:	If I can just figure this part out...
context: I've gotta solve this, too!\I ain't never heard that before!\Why, you...\Haven't you ever heard of the Tortoise and the Cheerleader?\That's a hare, not a cheer!\And the hare lost!\Sure, the first time.\If I can just figure this part out... response:	But then the hare won like a hundred times in a row afterwards.
context: I ain't never heard that before!\Why, you...\Haven't you ever heard of the Tortoise and the Cheerleader?\That's a hare, not a cheer!\And the hare lost!\Sure, the first time.\If I can just figure this part out...\But then the hare won like a hundred times in a row afterwards. response:	If I rewrite the runes...
context: Why, you...\Haven't you ever heard of the Tortoise and the Cheerleader?\That's a hare, not a cheer!\And the hare lost!\Sure, the first time.\If I can just figure this part out...\But then the hare won like a hundred times in a row afterwards.\If I rewrite the runes... response:	But this is the hardest part to...
context: Haven't you ever heard of the Tortoise and the Cheerleader?\That's a hare, not a cheer!\And the hare lost!\Sure, the first time.\If I can just figure this part out...\But then the hare won like a hundred times in a row afterwards.\If I rewrite the runes...\But this is the hardest part to... response:	That makes sense. Learning from failure.
context: That's a hare, not a cheer!\And the hare lost!\Sure, the first time.\If I can just figure this part out...\But then the hare won like a hundred times in a row afterwards.\If I rewrite the runes...\But this is the hardest part to...\That makes sense. Learning from failure. response:	That's it!
context: And the hare lost!\Sure, the first time.\If I can just figure this part out...\But then the hare won like a hundred times in a row afterwards.\If I rewrite the runes...\But this is the hardest part to...\That makes sense. Learning from failure.\That's it! response:	What's it?
context: Sure, the first time.\If I can just figure this part out...\But then the hare won like a hundred times in a row afterwards.\If I rewrite the runes...\But this is the hardest part to...\That makes sense. Learning from failure.\That's it!\What's it? response:	I got it! You read the two grammars at different rates to decipher it!
context: If I can just figure this part out...\But then the hare won like a hundred times in a row afterwards.\If I rewrite the runes...\But this is the hardest part to...\That makes sense. Learning from failure.\That's it!\What's it?\I got it! You read the two grammars at different rates to decipher it! response:	Then I match the corresponding time differentiated letters and convert to Gheel grammar...
context: But then the hare won like a hundred times in a row afterwards.\If I rewrite the runes...\But this is the hardest part to...\That makes sense. Learning from failure.\That's it!\What's it?\I got it! You read the two grammars at different rates to decipher it!\Then I match the corresponding time differentiated letters and convert to Gheel grammar... response:	Then translate into Rogue...
context: If I rewrite the runes...\But this is the hardest part to...\That makes sense. Learning from failure.\That's it!\What's it?\I got it! You read the two grammars at different rates to decipher it!\Then I match the corresponding time differentiated letters and convert to Gheel grammar...\Then translate into Rogue... response:	I solved it!
context: But this is the hardest part to...\That makes sense. Learning from failure.\That's it!\What's it?\I got it! You read the two grammars at different rates to decipher it!\Then I match the corresponding time differentiated letters and convert to Gheel grammar...\Then translate into Rogue...\I solved it! response:	Wait a sec! I'll rewrite the runes!
context: That makes sense. Learning from failure.\That's it!\What's it?\I got it! You read the two grammars at different rates to decipher it!\Then I match the corresponding time differentiated letters and convert to Gheel grammar...\Then translate into Rogue...\I solved it!\Wait a sec! I'll rewrite the runes! response:	Yeah!
context: That's it!\What's it?\I got it! You read the two grammars at different rates to decipher it!\Then I match the corresponding time differentiated letters and convert to Gheel grammar...\Then translate into Rogue...\I solved it!\Wait a sec! I'll rewrite the runes!\Yeah! response:	Natsu... Gajeel...
context: What's it?\I got it! You read the two grammars at different rates to decipher it!\Then I match the corresponding time differentiated letters and convert to Gheel grammar...\Then translate into Rogue...\I solved it!\Wait a sec! I'll rewrite the runes!\Yeah!\Natsu... Gajeel... response:	Are you ready? You're about to join the Battle of Fairy Tail!
context: I got it! You read the two grammars at different rates to decipher it!\Then I match the corresponding time differentiated letters and convert to Gheel grammar...\Then translate into Rogue...\I solved it!\Wait a sec! I'll rewrite the runes!\Yeah!\Natsu... Gajeel...\Are you ready? You're about to join the Battle of Fairy Tail! response:	I'm all fired up!
context: Then I match the corresponding time differentiated letters and convert to Gheel grammar...\Then translate into Rogue...\I solved it!\Wait a sec! I'll rewrite the runes!\Yeah!\Natsu... Gajeel...\Are you ready? You're about to join the Battle of Fairy Tail!\I'm all fired up! response:	It's time for rampage!
context: Then translate into Rogue...\I solved it!\Wait a sec! I'll rewrite the runes!\Yeah!\Natsu... Gajeel...\Are you ready? You're about to join the Battle of Fairy Tail!\I'm all fired up!\It's time for rampage! response:	Elfman...
context: I solved it!\Wait a sec! I'll rewrite the runes!\Yeah!\Natsu... Gajeel...\Are you ready? You're about to join the Battle of Fairy Tail!\I'm all fired up!\It's time for rampage!\Elfman... response:	Nee-chan...
context: Wait a sec! I'll rewrite the runes!\Yeah!\Natsu... Gajeel...\Are you ready? You're about to join the Battle of Fairy Tail!\I'm all fired up!\It's time for rampage!\Elfman...\Nee-chan... response:	You're injured really bad...
context: Yeah!\Natsu... Gajeel...\Are you ready? You're about to join the Battle of Fairy Tail!\I'm all fired up!\It's time for rampage!\Elfman...\Nee-chan...\You're injured really bad... response:	Thank goodness... You're back to normal.
context: Natsu... Gajeel...\Are you ready? You're about to join the Battle of Fairy Tail!\I'm all fired up!\It's time for rampage!\Elfman...\Nee-chan...\You're injured really bad...\Thank goodness... You're back to normal. response:	I'm sorry, Elfman.
