context: Presented by SoulEaterFan response:	Presented by SoulEaterFan
context: That bitch...\Medusa!\Oh, a girl's voice.\Is there something I can do for you?\It's all your fault.\What are you talking about?\I don't understand what you mean.\It's your fault that Crona's suffering! response:	Oh, you're Crona's friend?
context: Medusa!\Oh, a girl's voice.\Is there something I can do for you?\It's all your fault.\What are you talking about?\I don't understand what you mean.\It's your fault that Crona's suffering!\Oh, you're Crona's friend? response:	How is she doing?
context: Oh, a girl's voice.\Is there something I can do for you?\It's all your fault.\What are you talking about?\I don't understand what you mean.\It's your fault that Crona's suffering!\Oh, you're Crona's friend?\How is she doing? response:	I know you've been using Crona all this time.
context: Is there something I can do for you?\It's all your fault.\What are you talking about?\I don't understand what you mean.\It's your fault that Crona's suffering!\Oh, you're Crona's friend?\How is she doing?\I know you've been using Crona all this time. response:	I'm so worried about her.
context: It's all your fault.\What are you talking about?\I don't understand what you mean.\It's your fault that Crona's suffering!\Oh, you're Crona's friend?\How is she doing?\I know you've been using Crona all this time.\I'm so worried about her. response:	She's always been such a weak child.
context: What are you talking about?\I don't understand what you mean.\It's your fault that Crona's suffering!\Oh, you're Crona's friend?\How is she doing?\I know you've been using Crona all this time.\I'm so worried about her.\She's always been such a weak child. response:	Why did you make her do such things?
context: I don't understand what you mean.\It's your fault that Crona's suffering!\Oh, you're Crona's friend?\How is she doing?\I know you've been using Crona all this time.\I'm so worried about her.\She's always been such a weak child.\Why did you make her do such things? response:	You dare call yourself a parent?
context: It's your fault that Crona's suffering!\Oh, you're Crona's friend?\How is she doing?\I know you've been using Crona all this time.\I'm so worried about her.\She's always been such a weak child.\Why did you make her do such things?\You dare call yourself a parent? response:	If it's possible, I'd like to see her.
context: Oh, you're Crona's friend?\How is she doing?\I know you've been using Crona all this time.\I'm so worried about her.\She's always been such a weak child.\Why did you make her do such things?\You dare call yourself a parent?\If it's possible, I'd like to see her. response:	It's been so long since I last saw her.
context: How is she doing?\I know you've been using Crona all this time.\I'm so worried about her.\She's always been such a weak child.\Why did you make her do such things?\You dare call yourself a parent?\If it's possible, I'd like to see her.\It's been so long since I last saw her. response:	Stop playing dumb.
context: I know you've been using Crona all this time.\I'm so worried about her.\She's always been such a weak child.\Why did you make her do such things?\You dare call yourself a parent?\If it's possible, I'd like to see her.\It's been so long since I last saw her.\Stop playing dumb. response:	But, I wonder what she will say...
context: I'm so worried about her.\She's always been such a weak child.\Why did you make her do such things?\You dare call yourself a parent?\If it's possible, I'd like to see her.\It's been so long since I last saw her.\Stop playing dumb.\But, I wonder what she will say... response:	if she sees me like this.
context: She's always been such a weak child.\Why did you make her do such things?\You dare call yourself a parent?\If it's possible, I'd like to see her.\It's been so long since I last saw her.\Stop playing dumb.\But, I wonder what she will say...\if she sees me like this. response:	I told you to stop playing dumb!
context: Why did you make her do such things?\You dare call yourself a parent?\If it's possible, I'd like to see her.\It's been so long since I last saw her.\Stop playing dumb.\But, I wonder what she will say...\if she sees me like this.\I told you to stop playing dumb! response:	Calm down, Maka.
context: You dare call yourself a parent?\If it's possible, I'd like to see her.\It's been so long since I last saw her.\Stop playing dumb.\But, I wonder what she will say...\if she sees me like this.\I told you to stop playing dumb!\Calm down, Maka. response:	Let's just go.
context: If it's possible, I'd like to see her.\It's been so long since I last saw her.\Stop playing dumb.\But, I wonder what she will say...\if she sees me like this.\I told you to stop playing dumb!\Calm down, Maka.\Let's just go. response:	It's useless, talking to someone like her.
context: It's been so long since I last saw her.\Stop playing dumb.\But, I wonder what she will say...\if she sees me like this.\I told you to stop playing dumb!\Calm down, Maka.\Let's just go.\It's useless, talking to someone like her. response:	Hey Medusa,
context: Stop playing dumb.\But, I wonder what she will say...\if she sees me like this.\I told you to stop playing dumb!\Calm down, Maka.\Let's just go.\It's useless, talking to someone like her.\Hey Medusa, response:	enjoy the rest of your life in this dark cell.
context: But, I wonder what she will say...\if she sees me like this.\I told you to stop playing dumb!\Calm down, Maka.\Let's just go.\It's useless, talking to someone like her.\Hey Medusa,\enjoy the rest of your life in this dark cell. response:	It's an end befitting for the likes you.
context: if she sees me like this.\I told you to stop playing dumb!\Calm down, Maka.\Let's just go.\It's useless, talking to someone like her.\Hey Medusa,\enjoy the rest of your life in this dark cell.\It's an end befitting for the likes you. response:	Let's go.
context: I told you to stop playing dumb!\Calm down, Maka.\Let's just go.\It's useless, talking to someone like her.\Hey Medusa,\enjoy the rest of your life in this dark cell.\It's an end befitting for the likes you.\Let's go. response:	Unfortunately, I don't think it will end like this.
context: Calm down, Maka.\Let's just go.\It's useless, talking to someone like her.\Hey Medusa,\enjoy the rest of your life in this dark cell.\It's an end befitting for the likes you.\Let's go.\Unfortunately, I don't think it will end like this. response:	Don't you agree, Professor Stein?
context: Let's just go.\It's useless, talking to someone like her.\Hey Medusa,\enjoy the rest of your life in this dark cell.\It's an end befitting for the likes you.\Let's go.\Unfortunately, I don't think it will end like this.\Don't you agree, Professor Stein? response:	Cut the Cards: Medusa Surrenders to Shibusen?
context: It's useless, talking to someone like her.\Hey Medusa,\enjoy the rest of your life in this dark cell.\It's an end befitting for the likes you.\Let's go.\Unfortunately, I don't think it will end like this.\Don't you agree, Professor Stein?\Cut the Cards: Medusa Surrenders to Shibusen? response:	But even so, that was really unexpected.
context: Hey Medusa,\enjoy the rest of your life in this dark cell.\It's an end befitting for the likes you.\Let's go.\Unfortunately, I don't think it will end like this.\Don't you agree, Professor Stein?\Cut the Cards: Medusa Surrenders to Shibusen?\But even so, that was really unexpected. response:	Who would've thought that she was still alive,
context: enjoy the rest of your life in this dark cell.\It's an end befitting for the likes you.\Let's go.\Unfortunately, I don't think it will end like this.\Don't you agree, Professor Stein?\Cut the Cards: Medusa Surrenders to Shibusen?\But even so, that was really unexpected.\Who would've thought that she was still alive, response:	moreover, surrender to Shibusen?
context: It's an end befitting for the likes you.\Let's go.\Unfortunately, I don't think it will end like this.\Don't you agree, Professor Stein?\Cut the Cards: Medusa Surrenders to Shibusen?\But even so, that was really unexpected.\Who would've thought that she was still alive,\moreover, surrender to Shibusen? response:	I'm sorry.
context: Let's go.\Unfortunately, I don't think it will end like this.\Don't you agree, Professor Stein?\Cut the Cards: Medusa Surrenders to Shibusen?\But even so, that was really unexpected.\Who would've thought that she was still alive,\moreover, surrender to Shibusen?\I'm sorry. response:	But that time, we definitely finished her off.
context: Unfortunately, I don't think it will end like this.\Don't you agree, Professor Stein?\Cut the Cards: Medusa Surrenders to Shibusen?\But even so, that was really unexpected.\Who would've thought that she was still alive,\moreover, surrender to Shibusen?\I'm sorry.\But that time, we definitely finished her off. response:	Well, we're talking about witches here,
context: Don't you agree, Professor Stein?\Cut the Cards: Medusa Surrenders to Shibusen?\But even so, that was really unexpected.\Who would've thought that she was still alive,\moreover, surrender to Shibusen?\I'm sorry.\But that time, we definitely finished her off.\Well, we're talking about witches here, response:	so anything is possible.
context: Cut the Cards: Medusa Surrenders to Shibusen?\But even so, that was really unexpected.\Who would've thought that she was still alive,\moreover, surrender to Shibusen?\I'm sorry.\But that time, we definitely finished her off.\Well, we're talking about witches here,\so anything is possible. response:	The problems start here.
context: But even so, that was really unexpected.\Who would've thought that she was still alive,\moreover, surrender to Shibusen?\I'm sorry.\But that time, we definitely finished her off.\Well, we're talking about witches here,\so anything is possible.\The problems start here. response:	Huh?
context: Who would've thought that she was still alive,\moreover, surrender to Shibusen?\I'm sorry.\But that time, we definitely finished her off.\Well, we're talking about witches here,\so anything is possible.\The problems start here.\Huh? response:	It's Medusa that we're talking about here,
context: moreover, surrender to Shibusen?\I'm sorry.\But that time, we definitely finished her off.\Well, we're talking about witches here,\so anything is possible.\The problems start here.\Huh?\It's Medusa that we're talking about here, response:	we cannot deal with her using ordinary methods.
context: I'm sorry.\But that time, we definitely finished her off.\Well, we're talking about witches here,\so anything is possible.\The problems start here.\Huh?\It's Medusa that we're talking about here,\we cannot deal with her using ordinary methods. response:	Why have you come?
context: But that time, we definitely finished her off.\Well, we're talking about witches here,\so anything is possible.\The problems start here.\Huh?\It's Medusa that we're talking about here,\we cannot deal with her using ordinary methods.\Why have you come? response:	I've come to see you.
context: Well, we're talking about witches here,\so anything is possible.\The problems start here.\Huh?\It's Medusa that we're talking about here,\we cannot deal with her using ordinary methods.\Why have you come?\I've come to see you. response:	Do you think you can walk out of here just like that?
context: so anything is possible.\The problems start here.\Huh?\It's Medusa that we're talking about here,\we cannot deal with her using ordinary methods.\Why have you come?\I've come to see you.\Do you think you can walk out of here just like that? response:	The world itself has begun to move.
context: The problems start here.\Huh?\It's Medusa that we're talking about here,\we cannot deal with her using ordinary methods.\Why have you come?\I've come to see you.\Do you think you can walk out of here just like that?\The world itself has begun to move. response:	Besides,
context: Huh?\It's Medusa that we're talking about here,\we cannot deal with her using ordinary methods.\Why have you come?\I've come to see you.\Do you think you can walk out of here just like that?\The world itself has begun to move.\Besides, response:	you should know, right?
context: It's Medusa that we're talking about here,\we cannot deal with her using ordinary methods.\Why have you come?\I've come to see you.\Do you think you can walk out of here just like that?\The world itself has begun to move.\Besides,\you should know, right? response:	I do not place a bet on something does not guarantee my winning.
context: we cannot deal with her using ordinary methods.\Why have you come?\I've come to see you.\Do you think you can walk out of here just like that?\The world itself has begun to move.\Besides,\you should know, right?\I do not place a bet on something does not guarantee my winning. response:	We'll see.
context: Why have you come?\I've come to see you.\Do you think you can walk out of here just like that?\The world itself has begun to move.\Besides,\you should know, right?\I do not place a bet on something does not guarantee my winning.\We'll see. response:	Are you alright, Professor Stein?
context: I've come to see you.\Do you think you can walk out of here just like that?\The world itself has begun to move.\Besides,\you should know, right?\I do not place a bet on something does not guarantee my winning.\We'll see.\Are you alright, Professor Stein? response:	Your voice is trembling.
context: Do you think you can walk out of here just like that?\The world itself has begun to move.\Besides,\you should know, right?\I do not place a bet on something does not guarantee my winning.\We'll see.\Are you alright, Professor Stein?\Your voice is trembling. response:	It's pitiful, seeing the madness slowly consuming you.
context: The world itself has begun to move.\Besides,\you should know, right?\I do not place a bet on something does not guarantee my winning.\We'll see.\Are you alright, Professor Stein?\Your voice is trembling.\It's pitiful, seeing the madness slowly consuming you. response:	Is this really the time for you to be worrying about others?
context: Besides,\you should know, right?\I do not place a bet on something does not guarantee my winning.\We'll see.\Are you alright, Professor Stein?\Your voice is trembling.\It's pitiful, seeing the madness slowly consuming you.\Is this really the time for you to be worrying about others? response:	I need you.
context: you should know, right?\I do not place a bet on something does not guarantee my winning.\We'll see.\Are you alright, Professor Stein?\Your voice is trembling.\It's pitiful, seeing the madness slowly consuming you.\Is this really the time for you to be worrying about others?\I need you. response:	So join me.
context: I do not place a bet on something does not guarantee my winning.\We'll see.\Are you alright, Professor Stein?\Your voice is trembling.\It's pitiful, seeing the madness slowly consuming you.\Is this really the time for you to be worrying about others?\I need you.\So join me. response:	I suppose you didn't surrender so that you could tell me all this.
context: We'll see.\Are you alright, Professor Stein?\Your voice is trembling.\It's pitiful, seeing the madness slowly consuming you.\Is this really the time for you to be worrying about others?\I need you.\So join me.\I suppose you didn't surrender so that you could tell me all this. response:	So long as you are bound by the laws,
context: Are you alright, Professor Stein?\Your voice is trembling.\It's pitiful, seeing the madness slowly consuming you.\Is this really the time for you to be worrying about others?\I need you.\So join me.\I suppose you didn't surrender so that you could tell me all this.\So long as you are bound by the laws, response:	you'll never be saved.
context: Your voice is trembling.\It's pitiful, seeing the madness slowly consuming you.\Is this really the time for you to be worrying about others?\I need you.\So join me.\I suppose you didn't surrender so that you could tell me all this.\So long as you are bound by the laws,\you'll never be saved. response:	Come with me.
context: It's pitiful, seeing the madness slowly consuming you.\Is this really the time for you to be worrying about others?\I need you.\So join me.\I suppose you didn't surrender so that you could tell me all this.\So long as you are bound by the laws,\you'll never be saved.\Come with me. response:	Together, we shall witness the dawn of a new world.
context: Is this really the time for you to be worrying about others?\I need you.\So join me.\I suppose you didn't surrender so that you could tell me all this.\So long as you are bound by the laws,\you'll never be saved.\Come with me.\Together, we shall witness the dawn of a new world. response:	The time is upon us.
context: I need you.\So join me.\I suppose you didn't surrender so that you could tell me all this.\So long as you are bound by the laws,\you'll never be saved.\Come with me.\Together, we shall witness the dawn of a new world.\The time is upon us. response:	That's why, you...
context: So join me.\I suppose you didn't surrender so that you could tell me all this.\So long as you are bound by the laws,\you'll never be saved.\Come with me.\Together, we shall witness the dawn of a new world.\The time is upon us.\That's why, you... response:	I-I...
context: I suppose you didn't surrender so that you could tell me all this.\So long as you are bound by the laws,\you'll never be saved.\Come with me.\Together, we shall witness the dawn of a new world.\The time is upon us.\That's why, you...\I-I... response:	Sorry to interrupt your conversation.
context: So long as you are bound by the laws,\you'll never be saved.\Come with me.\Together, we shall witness the dawn of a new world.\The time is upon us.\That's why, you...\I-I...\Sorry to interrupt your conversation. response:	Go home, Stein.
context: you'll never be saved.\Come with me.\Together, we shall witness the dawn of a new world.\The time is upon us.\That's why, you...\I-I...\Sorry to interrupt your conversation.\Go home, Stein. response:	You should still be under house arrest.
context: Come with me.\Together, we shall witness the dawn of a new world.\The time is upon us.\That's why, you...\I-I...\Sorry to interrupt your conversation.\Go home, Stein.\You should still be under house arrest. response:	Come with me, Medusa.
context: Together, we shall witness the dawn of a new world.\The time is upon us.\That's why, you...\I-I...\Sorry to interrupt your conversation.\Go home, Stein.\You should still be under house arrest.\Come with me, Medusa. response:	Where are you taking me?
context: The time is upon us.\That's why, you...\I-I...\Sorry to interrupt your conversation.\Go home, Stein.\You should still be under house arrest.\Come with me, Medusa.\Where are you taking me? response:	Are you going to be the one interrogating me, Death Scythe?
context: That's why, you...\I-I...\Sorry to interrupt your conversation.\Go home, Stein.\You should still be under house arrest.\Come with me, Medusa.\Where are you taking me?\Are you going to be the one interrogating me, Death Scythe? response:	Hey, Mister, why am I dressed up like this?
context: I-I...\Sorry to interrupt your conversation.\Go home, Stein.\You should still be under house arrest.\Come with me, Medusa.\Where are you taking me?\Are you going to be the one interrogating me, Death Scythe?\Hey, Mister, why am I dressed up like this? response:	My hands hurt.
context: Sorry to interrupt your conversation.\Go home, Stein.\You should still be under house arrest.\Come with me, Medusa.\Where are you taking me?\Are you going to be the one interrogating me, Death Scythe?\Hey, Mister, why am I dressed up like this?\My hands hurt. response:	Give it up,
context: Go home, Stein.\You should still be under house arrest.\Come with me, Medusa.\Where are you taking me?\Are you going to be the one interrogating me, Death Scythe?\Hey, Mister, why am I dressed up like this?\My hands hurt.\Give it up, response:	I'm not falling for that.
context: You should still be under house arrest.\Come with me, Medusa.\Where are you taking me?\Are you going to be the one interrogating me, Death Scythe?\Hey, Mister, why am I dressed up like this?\My hands hurt.\Give it up,\I'm not falling for that. response:	Oh?
context: Come with me, Medusa.\Where are you taking me?\Are you going to be the one interrogating me, Death Scythe?\Hey, Mister, why am I dressed up like this?\My hands hurt.\Give it up,\I'm not falling for that.\Oh? response:	But you talked to me.
context: Where are you taking me?\Are you going to be the one interrogating me, Death Scythe?\Hey, Mister, why am I dressed up like this?\My hands hurt.\Give it up,\I'm not falling for that.\Oh?\But you talked to me. response:	At least now I'm one step ahead.
context: Are you going to be the one interrogating me, Death Scythe?\Hey, Mister, why am I dressed up like this?\My hands hurt.\Give it up,\I'm not falling for that.\Oh?\But you talked to me.\At least now I'm one step ahead. response:	I'll let you talk as much as you like soon enough.
context: Hey, Mister, why am I dressed up like this?\My hands hurt.\Give it up,\I'm not falling for that.\Oh?\But you talked to me.\At least now I'm one step ahead.\I'll let you talk as much as you like soon enough. response:	Well then,
context: My hands hurt.\Give it up,\I'm not falling for that.\Oh?\But you talked to me.\At least now I'm one step ahead.\I'll let you talk as much as you like soon enough.\Well then, response:	shall we begin?
context: Give it up,\I'm not falling for that.\Oh?\But you talked to me.\At least now I'm one step ahead.\I'll let you talk as much as you like soon enough.\Well then,\shall we begin? response:	It's useless to get information out of me through torture.
context: I'm not falling for that.\Oh?\But you talked to me.\At least now I'm one step ahead.\I'll let you talk as much as you like soon enough.\Well then,\shall we begin?\It's useless to get information out of me through torture. response:	Huh?
context: Oh?\But you talked to me.\At least now I'm one step ahead.\I'll let you talk as much as you like soon enough.\Well then,\shall we begin?\It's useless to get information out of me through torture.\Huh? response:	You cannot do anything to my body.
context: But you talked to me.\At least now I'm one step ahead.\I'll let you talk as much as you like soon enough.\Well then,\shall we begin?\It's useless to get information out of me through torture.\Huh?\You cannot do anything to my body. response:	For you see, this body is borrowed.
context: At least now I'm one step ahead.\I'll let you talk as much as you like soon enough.\Well then,\shall we begin?\It's useless to get information out of me through torture.\Huh?\You cannot do anything to my body.\For you see, this body is borrowed. response:	We're talking about infiltration and takeover, huh?
context: I'll let you talk as much as you like soon enough.\Well then,\shall we begin?\It's useless to get information out of me through torture.\Huh?\You cannot do anything to my body.\For you see, this body is borrowed.\We're talking about infiltration and takeover, huh? response:	As a parent, you should know too.
context: Well then,\shall we begin?\It's useless to get information out of me through torture.\Huh?\You cannot do anything to my body.\For you see, this body is borrowed.\We're talking about infiltration and takeover, huh?\As a parent, you should know too. response:	Give that body back already.
context: shall we begin?\It's useless to get information out of me through torture.\Huh?\You cannot do anything to my body.\For you see, this body is borrowed.\We're talking about infiltration and takeover, huh?\As a parent, you should know too.\Give that body back already. response:	I'm only borrowing this body until my magic power fully recovers.
context: It's useless to get information out of me through torture.\Huh?\You cannot do anything to my body.\For you see, this body is borrowed.\We're talking about infiltration and takeover, huh?\As a parent, you should know too.\Give that body back already.\I'm only borrowing this body until my magic power fully recovers. response:	I'll return it, eventually.
context: Huh?\You cannot do anything to my body.\For you see, this body is borrowed.\We're talking about infiltration and takeover, huh?\As a parent, you should know too.\Give that body back already.\I'm only borrowing this body until my magic power fully recovers.\I'll return it, eventually. response:	You'll never cease being a low-life, huh?
context: You cannot do anything to my body.\For you see, this body is borrowed.\We're talking about infiltration and takeover, huh?\As a parent, you should know too.\Give that body back already.\I'm only borrowing this body until my magic power fully recovers.\I'll return it, eventually.\You'll never cease being a low-life, huh? response:	Oh, is it really okay for you to say that?
context: For you see, this body is borrowed.\We're talking about infiltration and takeover, huh?\As a parent, you should know too.\Give that body back already.\I'm only borrowing this body until my magic power fully recovers.\I'll return it, eventually.\You'll never cease being a low-life, huh?\Oh, is it really okay for you to say that? response:	I might just turn out to be your savior, you know?
context: We're talking about infiltration and takeover, huh?\As a parent, you should know too.\Give that body back already.\I'm only borrowing this body until my magic power fully recovers.\I'll return it, eventually.\You'll never cease being a low-life, huh?\Oh, is it really okay for you to say that?\I might just turn out to be your savior, you know? response:	Huh?
context: As a parent, you should know too.\Give that body back already.\I'm only borrowing this body until my magic power fully recovers.\I'll return it, eventually.\You'll never cease being a low-life, huh?\Oh, is it really okay for you to say that?\I might just turn out to be your savior, you know?\Huh? response:	I'm holding some information that is very useful for Shibusen.
context: Give that body back already.\I'm only borrowing this body until my magic power fully recovers.\I'll return it, eventually.\You'll never cease being a low-life, huh?\Oh, is it really okay for you to say that?\I might just turn out to be your savior, you know?\Huh?\I'm holding some information that is very useful for Shibusen. response:	Information?
