context: Atsushi-kun! response:	I thought you weren't like that!
context: If he's right...\It is worthless.\The words of your past are fundamentally unrelated to who you are now.\If I may shed away my burden now, I will...\Die, weretiger!\I'm spent.\If he stands back up...\I won, Zelda. response:	Wait for me.
context: It is worthless.\The words of your past are fundamentally unrelated to who you are now.\If I may shed away my burden now, I will...\Die, weretiger!\I'm spent.\If he stands back up...\I won, Zelda.\Wait for me. response:	I'll bring you happiness once more.
context: The words of your past are fundamentally unrelated to who you are now.\If I may shed away my burden now, I will...\Die, weretiger!\I'm spent.\If he stands back up...\I won, Zelda.\Wait for me.\I'll bring you happiness once more. response:	Right, the control terminal.
context: If I may shed away my burden now, I will...\Die, weretiger!\I'm spent.\If he stands back up...\I won, Zelda.\Wait for me.\I'll bring you happiness once more.\Right, the control terminal. response:	You fool.
context: Die, weretiger!\I'm spent.\If he stands back up...\I won, Zelda.\Wait for me.\I'll bring you happiness once more.\Right, the control terminal.\You fool. response:	I took it from him during the last attack.
context: I'm spent.\If he stands back up...\I won, Zelda.\Wait for me.\I'll bring you happiness once more.\Right, the control terminal.\You fool.\I took it from him during the last attack. response:	Dammit!
context: If he stands back up...\I won, Zelda.\Wait for me.\I'll bring you happiness once more.\Right, the control terminal.\You fool.\I took it from him during the last attack.\Dammit! response:	We need to stop it!
context: I won, Zelda.\Wait for me.\I'll bring you happiness once more.\Right, the control terminal.\You fool.\I took it from him during the last attack.\Dammit!\We need to stop it! response:	I'd love to rip you to shreds right now but, unfortunately, I've used up all my strength.
context: Wait for me.\I'll bring you happiness once more.\Right, the control terminal.\You fool.\I took it from him during the last attack.\Dammit!\We need to stop it!\I'd love to rip you to shreds right now but, unfortunately, I've used up all my strength. response:	You'll have to make do with this.
context: I'll bring you happiness once more.\Right, the control terminal.\You fool.\I took it from him during the last attack.\Dammit!\We need to stop it!\I'd love to rip you to shreds right now but, unfortunately, I've used up all my strength.\You'll have to make do with this. response:	You're going to pay for this when we next meet.
context: Right, the control terminal.\You fool.\I took it from him during the last attack.\Dammit!\We need to stop it!\I'd love to rip you to shreds right now but, unfortunately, I've used up all my strength.\You'll have to make do with this.\You're going to pay for this when we next meet. response:	Descending?
context: You fool.\I took it from him during the last attack.\Dammit!\We need to stop it!\I'd love to rip you to shreds right now but, unfortunately, I've used up all my strength.\You'll have to make do with this.\You're going to pay for this when we next meet.\Descending? response:	It can't be.
context: I took it from him during the last attack.\Dammit!\We need to stop it!\I'd love to rip you to shreds right now but, unfortunately, I've used up all my strength.\You'll have to make do with this.\You're going to pay for this when we next meet.\Descending?\It can't be. response:	I haven't done anything.
context: Dammit!\We need to stop it!\I'd love to rip you to shreds right now but, unfortunately, I've used up all my strength.\You'll have to make do with this.\You're going to pay for this when we next meet.\Descending?\It can't be.\I haven't done anything. response:	Hand it over.
context: We need to stop it!\I'd love to rip you to shreds right now but, unfortunately, I've used up all my strength.\You'll have to make do with this.\You're going to pay for this when we next meet.\Descending?\It can't be.\I haven't done anything.\Hand it over. response:	It isn't responding.
context: I'd love to rip you to shreds right now but, unfortunately, I've used up all my strength.\You'll have to make do with this.\You're going to pay for this when we next meet.\Descending?\It can't be.\I haven't done anything.\Hand it over.\It isn't responding. response:	Something's going on.
context: You'll have to make do with this.\You're going to pay for this when we next meet.\Descending?\It can't be.\I haven't done anything.\Hand it over.\It isn't responding.\Something's going on. response:	No good.
context: You're going to pay for this when we next meet.\Descending?\It can't be.\I haven't done anything.\Hand it over.\It isn't responding.\Something's going on.\No good. response:	It isn't responding here, either.
context: Descending?\It can't be.\I haven't done anything.\Hand it over.\It isn't responding.\Something's going on.\No good.\It isn't responding here, either. response:	It's going to fall!
context: It can't be.\I haven't done anything.\Hand it over.\It isn't responding.\Something's going on.\No good.\It isn't responding here, either.\It's going to fall! response:	That voice...
context: I haven't done anything.\Hand it over.\It isn't responding.\Something's going on.\No good.\It isn't responding here, either.\It's going to fall!\That voice... response:	We're out of time.
context: Hand it over.\It isn't responding.\Something's going on.\No good.\It isn't responding here, either.\It's going to fall!\That voice...\We're out of time. response:	We need to do something, or everyone's dead.
context: It isn't responding.\Something's going on.\No good.\It isn't responding here, either.\It's going to fall!\That voice...\We're out of time.\We need to do something, or everyone's dead. response:	It's no use.
context: Something's going on.\No good.\It isn't responding here, either.\It's going to fall!\That voice...\We're out of time.\We need to do something, or everyone's dead.\It's no use. response:	Someone has infiltrated from the outside.
context: No good.\It isn't responding here, either.\It's going to fall!\That voice...\We're out of time.\We need to do something, or everyone's dead.\It's no use.\Someone has infiltrated from the outside. response:	They've taken control.
context: It isn't responding here, either.\It's going to fall!\That voice...\We're out of time.\We need to do something, or everyone's dead.\It's no use.\Someone has infiltrated from the outside.\They've taken control. response:	No.
context: It's going to fall!\That voice...\We're out of time.\We need to do something, or everyone's dead.\It's no use.\Someone has infiltrated from the outside.\They've taken control.\No. response:	There's still a way.
context: That voice...\We're out of time.\We need to do something, or everyone's dead.\It's no use.\Someone has infiltrated from the outside.\They've taken control.\No.\There's still a way. response:	That voice...
context: We're out of time.\We need to do something, or everyone's dead.\It's no use.\Someone has infiltrated from the outside.\They've taken control.\No.\There's still a way.\That voice... response:	Kyouka-chan?!
context: We need to do something, or everyone's dead.\It's no use.\Someone has infiltrated from the outside.\They've taken control.\No.\There's still a way.\That voice...\Kyouka-chan?! response:	I heard about the situation.
context: It's no use.\Someone has infiltrated from the outside.\They've taken control.\No.\There's still a way.\That voice...\Kyouka-chan?!\I heard about the situation. response:	Even if the Moby Dick can't be stopped from falling,
context: Someone has infiltrated from the outside.\They've taken control.\No.\There's still a way.\That voice...\Kyouka-chan?!\I heard about the situation.\Even if the Moby Dick can't be stopped from falling, response:	with enough force from above, it can be destroyed before it reaches the city.
context: They've taken control.\No.\There's still a way.\That voice...\Kyouka-chan?!\I heard about the situation.\Even if the Moby Dick can't be stopped from falling,\with enough force from above, it can be destroyed before it reaches the city. response:	I'll use this drone.
context: No.\There's still a way.\That voice...\Kyouka-chan?!\I heard about the situation.\Even if the Moby Dick can't be stopped from falling,\with enough force from above, it can be destroyed before it reaches the city.\I'll use this drone. response:	I see.
context: There's still a way.\That voice...\Kyouka-chan?!\I heard about the situation.\Even if the Moby Dick can't be stopped from falling,\with enough force from above, it can be destroyed before it reaches the city.\I'll use this drone.\I see. response:	That's amazing, Kyouka-chan.
context: That voice...\Kyouka-chan?!\I heard about the situation.\Even if the Moby Dick can't be stopped from falling,\with enough force from above, it can be destroyed before it reaches the city.\I'll use this drone.\I see.\That's amazing, Kyouka-chan. response:	We can save everyone.
context: Kyouka-chan?!\I heard about the situation.\Even if the Moby Dick can't be stopped from falling,\with enough force from above, it can be destroyed before it reaches the city.\I'll use this drone.\I see.\That's amazing, Kyouka-chan.\We can save everyone. response:	Prepare the parachutes, please.
context: I heard about the situation.\Even if the Moby Dick can't be stopped from falling,\with enough force from above, it can be destroyed before it reaches the city.\I'll use this drone.\I see.\That's amazing, Kyouka-chan.\We can save everyone.\Prepare the parachutes, please. response:	You need to escape now, too.
context: Even if the Moby Dick can't be stopped from falling,\with enough force from above, it can be destroyed before it reaches the city.\I'll use this drone.\I see.\That's amazing, Kyouka-chan.\We can save everyone.\Prepare the parachutes, please.\You need to escape now, too. response:	I can't.
context: with enough force from above, it can be destroyed before it reaches the city.\I'll use this drone.\I see.\That's amazing, Kyouka-chan.\We can save everyone.\Prepare the parachutes, please.\You need to escape now, too.\I can't. response:	I'm captive here.
context: I'll use this drone.\I see.\That's amazing, Kyouka-chan.\We can save everyone.\Prepare the parachutes, please.\You need to escape now, too.\I can't.\I'm captive here. response:	My ankles are chained down.
context: I see.\That's amazing, Kyouka-chan.\We can save everyone.\Prepare the parachutes, please.\You need to escape now, too.\I can't.\I'm captive here.\My ankles are chained down. response:	I can't make it to the evacuation system.
context: That's amazing, Kyouka-chan.\We can save everyone.\Prepare the parachutes, please.\You need to escape now, too.\I can't.\I'm captive here.\My ankles are chained down.\I can't make it to the evacuation system. response:	No...
context: We can save everyone.\Prepare the parachutes, please.\You need to escape now, too.\I can't.\I'm captive here.\My ankles are chained down.\I can't make it to the evacuation system.\No... response:	Then...
context: Prepare the parachutes, please.\You need to escape now, too.\I can't.\I'm captive here.\My ankles are chained down.\I can't make it to the evacuation system.\No...\Then... response:	Forget about me.
context: You need to escape now, too.\I can't.\I'm captive here.\My ankles are chained down.\I can't make it to the evacuation system.\No...\Then...\Forget about me. response:	No!
context: I can't.\I'm captive here.\My ankles are chained down.\I can't make it to the evacuation system.\No...\Then...\Forget about me.\No! response:	I won't allow it!
context: I'm captive here.\My ankles are chained down.\I can't make it to the evacuation system.\No...\Then...\Forget about me.\No!\I won't allow it! response:	Change course!
context: My ankles are chained down.\I can't make it to the evacuation system.\No...\Then...\Forget about me.\No!\I won't allow it!\Change course! response:	I didn't have a single ray of light until now.
context: I can't make it to the evacuation system.\No...\Then...\Forget about me.\No!\I won't allow it!\Change course!\I didn't have a single ray of light until now. response:	But today, I understood. I have choices.
context: No...\Then...\Forget about me.\No!\I won't allow it!\Change course!\I didn't have a single ray of light until now.\But today, I understood. I have choices. response:	If I sacrifice myself to save everyone else, I'll pass the entrance exam.
context: Then...\Forget about me.\No!\I won't allow it!\Change course!\I didn't have a single ray of light until now.\But today, I understood. I have choices.\If I sacrifice myself to save everyone else, I'll pass the entrance exam. response:	I can really become a member of the Agency.
context: Forget about me.\No!\I won't allow it!\Change course!\I didn't have a single ray of light until now.\But today, I understood. I have choices.\If I sacrifice myself to save everyone else, I'll pass the entrance exam.\I can really become a member of the Agency. response:	I would regret nothing.
context: No!\I won't allow it!\Change course!\I didn't have a single ray of light until now.\But today, I understood. I have choices.\If I sacrifice myself to save everyone else, I'll pass the entrance exam.\I can really become a member of the Agency.\I would regret nothing. response:	Stop it!
context: I won't allow it!\Change course!\I didn't have a single ray of light until now.\But today, I understood. I have choices.\If I sacrifice myself to save everyone else, I'll pass the entrance exam.\I can really become a member of the Agency.\I would regret nothing.\Stop it! response:	Let go!
context: Change course!\I didn't have a single ray of light until now.\But today, I understood. I have choices.\If I sacrifice myself to save everyone else, I'll pass the entrance exam.\I can really become a member of the Agency.\I would regret nothing.\Stop it!\Let go! response:	Akutagawa!
context: I didn't have a single ray of light until now.\But today, I understood. I have choices.\If I sacrifice myself to save everyone else, I'll pass the entrance exam.\I can really become a member of the Agency.\I would regret nothing.\Stop it!\Let go!\Akutagawa! response:	Kyouka-chan, listen to me!
context: But today, I understood. I have choices.\If I sacrifice myself to save everyone else, I'll pass the entrance exam.\I can really become a member of the Agency.\I would regret nothing.\Stop it!\Let go!\Akutagawa!\Kyouka-chan, listen to me! response:	Thank you.
context: If I sacrifice myself to save everyone else, I'll pass the entrance exam.\I can really become a member of the Agency.\I would regret nothing.\Stop it!\Let go!\Akutagawa!\Kyouka-chan, listen to me!\Thank you. response:	I'm sorry.
context: I can really become a member of the Agency.\I would regret nothing.\Stop it!\Let go!\Akutagawa!\Kyouka-chan, listen to me!\Thank you.\I'm sorry. response:	Kyouka-chan!
context: I would regret nothing.\Stop it!\Let go!\Akutagawa!\Kyouka-chan, listen to me!\Thank you.\I'm sorry.\Kyouka-chan! response:	Why?
context: Stop it!\Let go!\Akutagawa!\Kyouka-chan, listen to me!\Thank you.\I'm sorry.\Kyouka-chan!\Why? response:	Why her?
context: Let go!\Akutagawa!\Kyouka-chan, listen to me!\Thank you.\I'm sorry.\Kyouka-chan!\Why?\Why her? response:	Kyouka...
context: Akutagawa!\Kyouka-chan, listen to me!\Thank you.\I'm sorry.\Kyouka-chan!\Why?\Why her?\Kyouka... response:	What a fool.
context: Kyouka-chan, listen to me!\Thank you.\I'm sorry.\Kyouka-chan!\Why?\Why her?\Kyouka...\What a fool. response:	If she hadn't embraced the hope of living in light, she wouldn't have had to die in vain.
context: Thank you.\I'm sorry.\Kyouka-chan!\Why?\Why her?\Kyouka...\What a fool.\If she hadn't embraced the hope of living in light, she wouldn't have had to die in vain. response:	This is how it ought to have been, Atsushi-kun.
context: I'm sorry.\Kyouka-chan!\Why?\Why her?\Kyouka...\What a fool.\If she hadn't embraced the hope of living in light, she wouldn't have had to die in vain.\This is how it ought to have been, Atsushi-kun. response:	Dazai-san.
context: Kyouka-chan!\Why?\Why her?\Kyouka...\What a fool.\If she hadn't embraced the hope of living in light, she wouldn't have had to die in vain.\This is how it ought to have been, Atsushi-kun.\Dazai-san. response:	Boss?
context: Why?\Why her?\Kyouka...\What a fool.\If she hadn't embraced the hope of living in light, she wouldn't have had to die in vain.\This is how it ought to have been, Atsushi-kun.\Dazai-san.\Boss? response:	Kyouka-chan overcame herself and saved the city.
context: Why her?\Kyouka...\What a fool.\If she hadn't embraced the hope of living in light, she wouldn't have had to die in vain.\This is how it ought to have been, Atsushi-kun.\Dazai-san.\Boss?\Kyouka-chan overcame herself and saved the city. response:	With the high-mindedness expected of the Agency.
context: Kyouka...\What a fool.\If she hadn't embraced the hope of living in light, she wouldn't have had to die in vain.\This is how it ought to have been, Atsushi-kun.\Dazai-san.\Boss?\Kyouka-chan overcame herself and saved the city.\With the high-mindedness expected of the Agency. response:	But there was no reason she had to die.
context: What a fool.\If she hadn't embraced the hope of living in light, she wouldn't have had to die in vain.\This is how it ought to have been, Atsushi-kun.\Dazai-san.\Boss?\Kyouka-chan overcame herself and saved the city.\With the high-mindedness expected of the Agency.\But there was no reason she had to die. response:	True, this is a merciless conclusion.
context: If she hadn't embraced the hope of living in light, she wouldn't have had to die in vain.\This is how it ought to have been, Atsushi-kun.\Dazai-san.\Boss?\Kyouka-chan overcame herself and saved the city.\With the high-mindedness expected of the Agency.\But there was no reason she had to die.\True, this is a merciless conclusion. response:	But there was a reason that it had to be this way.
context: This is how it ought to have been, Atsushi-kun.\Dazai-san.\Boss?\Kyouka-chan overcame herself and saved the city.\With the high-mindedness expected of the Agency.\But there was no reason she had to die.\True, this is a merciless conclusion.\But there was a reason that it had to be this way. response:	My ability, All Men Are Created Equal,
context: Dazai-san.\Boss?\Kyouka-chan overcame herself and saved the city.\With the high-mindedness expected of the Agency.\But there was no reason she had to die.\True, this is a merciless conclusion.\But there was a reason that it had to be this way.\My ability, All Men Are Created Equal, response:	has an effect only on my subordinates... That is, on members of the Agency.
context: Boss?\Kyouka-chan overcame herself and saved the city.\With the high-mindedness expected of the Agency.\But there was no reason she had to die.\True, this is a merciless conclusion.\But there was a reason that it had to be this way.\My ability, All Men Are Created Equal,\has an effect only on my subordinates... That is, on members of the Agency. response:	The ability allows for control over the output of the abilities of another.
context: Kyouka-chan overcame herself and saved the city.\With the high-mindedness expected of the Agency.\But there was no reason she had to die.\True, this is a merciless conclusion.\But there was a reason that it had to be this way.\My ability, All Men Are Created Equal,\has an effect only on my subordinates... That is, on members of the Agency.\The ability allows for control over the output of the abilities of another. response:	The reason you're able to control your tiger abilities now is because you joined the Agency.
context: With the high-mindedness expected of the Agency.\But there was no reason she had to die.\True, this is a merciless conclusion.\But there was a reason that it had to be this way.\My ability, All Men Are Created Equal,\has an effect only on my subordinates... That is, on members of the Agency.\The ability allows for control over the output of the abilities of another.\The reason you're able to control your tiger abilities now is because you joined the Agency. response:	And Kyouka-chan passed the entrance exam.
context: But there was no reason she had to die.\True, this is a merciless conclusion.\But there was a reason that it had to be this way.\My ability, All Men Are Created Equal,\has an effect only on my subordinates... That is, on members of the Agency.\The ability allows for control over the output of the abilities of another.\The reason you're able to control your tiger abilities now is because you joined the Agency.\And Kyouka-chan passed the entrance exam. response:	Right in the instant before the impact.
context: True, this is a merciless conclusion.\But there was a reason that it had to be this way.\My ability, All Men Are Created Equal,\has an effect only on my subordinates... That is, on members of the Agency.\The ability allows for control over the output of the abilities of another.\The reason you're able to control your tiger abilities now is because you joined the Agency.\And Kyouka-chan passed the entrance exam.\Right in the instant before the impact. response:	Do you understand what that means?
context: But there was a reason that it had to be this way.\My ability, All Men Are Created Equal,\has an effect only on my subordinates... That is, on members of the Agency.\The ability allows for control over the output of the abilities of another.\The reason you're able to control your tiger abilities now is because you joined the Agency.\And Kyouka-chan passed the entrance exam.\Right in the instant before the impact.\Do you understand what that means? response:	I used Demon Snow's katana to cut the chain and escape.
context: My ability, All Men Are Created Equal,\has an effect only on my subordinates... That is, on members of the Agency.\The ability allows for control over the output of the abilities of another.\The reason you're able to control your tiger abilities now is because you joined the Agency.\And Kyouka-chan passed the entrance exam.\Right in the instant before the impact.\Do you understand what that means?\I used Demon Snow's katana to cut the chain and escape. response:	I'm back.
context: has an effect only on my subordinates... That is, on members of the Agency.\The ability allows for control over the output of the abilities of another.\The reason you're able to control your tiger abilities now is because you joined the Agency.\And Kyouka-chan passed the entrance exam.\Right in the instant before the impact.\Do you understand what that means?\I used Demon Snow's katana to cut the chain and escape.\I'm back. response:	You're hurting me.
context: The ability allows for control over the output of the abilities of another.\The reason you're able to control your tiger abilities now is because you joined the Agency.\And Kyouka-chan passed the entrance exam.\Right in the instant before the impact.\Do you understand what that means?\I used Demon Snow's katana to cut the chain and escape.\I'm back.\You're hurting me. response:	Sorry.
context: The reason you're able to control your tiger abilities now is because you joined the Agency.\And Kyouka-chan passed the entrance exam.\Right in the instant before the impact.\Do you understand what that means?\I used Demon Snow's katana to cut the chain and escape.\I'm back.\You're hurting me.\Sorry. response:	Sorry I kept it from you both.
context: And Kyouka-chan passed the entrance exam.\Right in the instant before the impact.\Do you understand what that means?\I used Demon Snow's katana to cut the chain and escape.\I'm back.\You're hurting me.\Sorry.\Sorry I kept it from you both. response:	If I hadn't, it wouldn't have made for a proper entrance exam.
context: Right in the instant before the impact.\Do you understand what that means?\I used Demon Snow's katana to cut the chain and escape.\I'm back.\You're hurting me.\Sorry.\Sorry I kept it from you both.\If I hadn't, it wouldn't have made for a proper entrance exam. response:	Do we end in the mountains?
context: Do you understand what that means?\I used Demon Snow's katana to cut the chain and escape.\I'm back.\You're hurting me.\Sorry.\Sorry I kept it from you both.\If I hadn't, it wouldn't have made for a proper entrance exam.\Do we end in the mountains? response:	At sea.
context: I used Demon Snow's katana to cut the chain and escape.\I'm back.\You're hurting me.\Sorry.\Sorry I kept it from you both.\If I hadn't, it wouldn't have made for a proper entrance exam.\Do we end in the mountains?\At sea. response:	Roger.
context: I'm back.\You're hurting me.\Sorry.\Sorry I kept it from you both.\If I hadn't, it wouldn't have made for a proper entrance exam.\Do we end in the mountains?\At sea.\Roger. response:	Was this all planned from the beginning?
context: You're hurting me.\Sorry.\Sorry I kept it from you both.\If I hadn't, it wouldn't have made for a proper entrance exam.\Do we end in the mountains?\At sea.\Roger.\Was this all planned from the beginning? response:	The enemy's been defeated, and Kyouka-chan passed.
context: Sorry.\Sorry I kept it from you both.\If I hadn't, it wouldn't have made for a proper entrance exam.\Do we end in the mountains?\At sea.\Roger.\Was this all planned from the beginning?\The enemy's been defeated, and Kyouka-chan passed. response:	I'm glad it all worked out.
context: Sorry I kept it from you both.\If I hadn't, it wouldn't have made for a proper entrance exam.\Do we end in the mountains?\At sea.\Roger.\Was this all planned from the beginning?\The enemy's been defeated, and Kyouka-chan passed.\I'm glad it all worked out. response:	Dazai-san!
context: If I hadn't, it wouldn't have made for a proper entrance exam.\Do we end in the mountains?\At sea.\Roger.\Was this all planned from the beginning?\The enemy's been defeated, and Kyouka-chan passed.\I'm glad it all worked out.\Dazai-san! response:	There's no one left to get in my way.
