context: Open your mind. Open your mind. response:	Far beyond the deep blue Earth, you and I shall meet...
context: Open your mind. Just as I've always dreamed.\Let the wind carry off your hopes, faraway.\I have wings nobody can see. Look, you have them, too.\They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\Hmm...so people here on Earth are into this kind of thing, huh?\What the heck are you looking at, Urd?\Never mind, it's not for kids. There you go. response:	Never mind, it's not for kids.
context: Let the wind carry off your hopes, faraway.\I have wings nobody can see. Look, you have them, too.\They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\Hmm...so people here on Earth are into this kind of thing, huh?\What the heck are you looking at, Urd?\Never mind, it's not for kids. There you go.\Never mind, it's not for kids. response:	Thanks.
context: I have wings nobody can see. Look, you have them, too.\They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\Hmm...so people here on Earth are into this kind of thing, huh?\What the heck are you looking at, Urd?\Never mind, it's not for kids. There you go.\Never mind, it's not for kids.\Thanks. response:	Hey, what do you mean by that? Thanks.
context: They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\Hmm...so people here on Earth are into this kind of thing, huh?\What the heck are you looking at, Urd?\Never mind, it's not for kids. There you go.\Never mind, it's not for kids.\Thanks.\Hey, what do you mean by that? Thanks. response:	Hey, what do you mean by that?
context: The sky is so blue...\Hmm...so people here on Earth are into this kind of thing, huh?\What the heck are you looking at, Urd?\Never mind, it's not for kids. There you go.\Never mind, it's not for kids.\Thanks.\Hey, what do you mean by that? Thanks.\Hey, what do you mean by that? response:	Now, now, when you're a little older, okay?
context: Hmm...so people here on Earth are into this kind of thing, huh?\What the heck are you looking at, Urd?\Never mind, it's not for kids. There you go.\Never mind, it's not for kids.\Thanks.\Hey, what do you mean by that? Thanks.\Hey, what do you mean by that?\Now, now, when you're a little older, okay? response:	It was getting so romantic... If only nothing had come between us...
context: What the heck are you looking at, Urd?\Never mind, it's not for kids. There you go.\Never mind, it's not for kids.\Thanks.\Hey, what do you mean by that? Thanks.\Hey, what do you mean by that?\Now, now, when you're a little older, okay?\It was getting so romantic... If only nothing had come between us... response:	Hey, I need some soy sauce.
context: Never mind, it's not for kids. There you go.\Never mind, it's not for kids.\Thanks.\Hey, what do you mean by that? Thanks.\Hey, what do you mean by that?\Now, now, when you're a little older, okay?\It was getting so romantic... If only nothing had come between us...\Hey, I need some soy sauce. response:	Hey! What do you think you're doing?
context: Never mind, it's not for kids.\Thanks.\Hey, what do you mean by that? Thanks.\Hey, what do you mean by that?\Now, now, when you're a little older, okay?\It was getting so romantic... If only nothing had come between us...\Hey, I need some soy sauce.\Hey! What do you think you're doing? response:	Um, nothing!
context: Thanks.\Hey, what do you mean by that? Thanks.\Hey, what do you mean by that?\Now, now, when you're a little older, okay?\It was getting so romantic... If only nothing had come between us...\Hey, I need some soy sauce.\Hey! What do you think you're doing?\Um, nothing! response:	If you get any closer to her I'm going to use a Skuld bomb on you!
context: Hey, what do you mean by that? Thanks.\Hey, what do you mean by that?\Now, now, when you're a little older, okay?\It was getting so romantic... If only nothing had come between us...\Hey, I need some soy sauce.\Hey! What do you think you're doing?\Um, nothing!\If you get any closer to her I'm going to use a Skuld bomb on you! response:	Cut it out!
context: Hey, what do you mean by that?\Now, now, when you're a little older, okay?\It was getting so romantic... If only nothing had come between us...\Hey, I need some soy sauce.\Hey! What do you think you're doing?\Um, nothing!\If you get any closer to her I'm going to use a Skuld bomb on you!\Cut it out! response:	You'd think after that day they'd have made some progress...
context: Now, now, when you're a little older, okay?\It was getting so romantic... If only nothing had come between us...\Hey, I need some soy sauce.\Hey! What do you think you're doing?\Um, nothing!\If you get any closer to her I'm going to use a Skuld bomb on you!\Cut it out!\You'd think after that day they'd have made some progress... response:	All right, then, I'm going to do it!
context: It was getting so romantic... If only nothing had come between us...\Hey, I need some soy sauce.\Hey! What do you think you're doing?\Um, nothing!\If you get any closer to her I'm going to use a Skuld bomb on you!\Cut it out!\You'd think after that day they'd have made some progress...\All right, then, I'm going to do it! response:	A mandrake root, a pumpkin ghost stem...
context: Hey, I need some soy sauce.\Hey! What do you think you're doing?\Um, nothing!\If you get any closer to her I'm going to use a Skuld bomb on you!\Cut it out!\You'd think after that day they'd have made some progress...\All right, then, I'm going to do it!\A mandrake root, a pumpkin ghost stem... response:	The tears of a banshee, and a cockatrice feather...
context: Hey! What do you think you're doing?\Um, nothing!\If you get any closer to her I'm going to use a Skuld bomb on you!\Cut it out!\You'd think after that day they'd have made some progress...\All right, then, I'm going to do it!\A mandrake root, a pumpkin ghost stem...\The tears of a banshee, and a cockatrice feather... response:	Mmm...it smells divine.
context: Um, nothing!\If you get any closer to her I'm going to use a Skuld bomb on you!\Cut it out!\You'd think after that day they'd have made some progress...\All right, then, I'm going to do it!\A mandrake root, a pumpkin ghost stem...\The tears of a banshee, and a cockatrice feather...\Mmm...it smells divine. response:	Now all I have to do is let it simmer for 2 hours and get the extract.
context: If you get any closer to her I'm going to use a Skuld bomb on you!\Cut it out!\You'd think after that day they'd have made some progress...\All right, then, I'm going to do it!\A mandrake root, a pumpkin ghost stem...\The tears of a banshee, and a cockatrice feather...\Mmm...it smells divine.\Now all I have to do is let it simmer for 2 hours and get the extract. response:	Hey, what am I doing? Today's the last episode of Winter Storm!
context: Cut it out!\You'd think after that day they'd have made some progress...\All right, then, I'm going to do it!\A mandrake root, a pumpkin ghost stem...\The tears of a banshee, and a cockatrice feather...\Mmm...it smells divine.\Now all I have to do is let it simmer for 2 hours and get the extract.\Hey, what am I doing? Today's the last episode of Winter Storm! response:	Humph! That Urd is up to no good again!
context: You'd think after that day they'd have made some progress...\All right, then, I'm going to do it!\A mandrake root, a pumpkin ghost stem...\The tears of a banshee, and a cockatrice feather...\Mmm...it smells divine.\Now all I have to do is let it simmer for 2 hours and get the extract.\Hey, what am I doing? Today's the last episode of Winter Storm!\Humph! That Urd is up to no good again! response:	Cooking up a concoction like this... I just know she'll cause another uproar.
context: All right, then, I'm going to do it!\A mandrake root, a pumpkin ghost stem...\The tears of a banshee, and a cockatrice feather...\Mmm...it smells divine.\Now all I have to do is let it simmer for 2 hours and get the extract.\Hey, what am I doing? Today's the last episode of Winter Storm!\Humph! That Urd is up to no good again!\Cooking up a concoction like this... I just know she'll cause another uproar. response:	I'd better nip this evil plan in the bud!
context: A mandrake root, a pumpkin ghost stem...\The tears of a banshee, and a cockatrice feather...\Mmm...it smells divine.\Now all I have to do is let it simmer for 2 hours and get the extract.\Hey, what am I doing? Today's the last episode of Winter Storm!\Humph! That Urd is up to no good again!\Cooking up a concoction like this... I just know she'll cause another uproar.\I'd better nip this evil plan in the bud! response:	Darn, that show really ripped.
context: The tears of a banshee, and a cockatrice feather...\Mmm...it smells divine.\Now all I have to do is let it simmer for 2 hours and get the extract.\Hey, what am I doing? Today's the last episode of Winter Storm!\Humph! That Urd is up to no good again!\Cooking up a concoction like this... I just know she'll cause another uproar.\I'd better nip this evil plan in the bud!\Darn, that show really ripped. response:	Aha...all done, I see...
context: Mmm...it smells divine.\Now all I have to do is let it simmer for 2 hours and get the extract.\Hey, what am I doing? Today's the last episode of Winter Storm!\Humph! That Urd is up to no good again!\Cooking up a concoction like this... I just know she'll cause another uproar.\I'd better nip this evil plan in the bud!\Darn, that show really ripped.\Aha...all done, I see... response:	Neanderthal, Cro-Magnon, Australopithecus, Java...Peking!
context: Now all I have to do is let it simmer for 2 hours and get the extract.\Hey, what am I doing? Today's the last episode of Winter Storm!\Humph! That Urd is up to no good again!\Cooking up a concoction like this... I just know she'll cause another uproar.\I'd better nip this evil plan in the bud!\Darn, that show really ripped.\Aha...all done, I see...\Neanderthal, Cro-Magnon, Australopithecus, Java...Peking! response:	The seeds of magic, the seeds of romance...
context: Hey, what am I doing? Today's the last episode of Winter Storm!\Humph! That Urd is up to no good again!\Cooking up a concoction like this... I just know she'll cause another uproar.\I'd better nip this evil plan in the bud!\Darn, that show really ripped.\Aha...all done, I see...\Neanderthal, Cro-Magnon, Australopithecus, Java...Peking!\The seeds of magic, the seeds of romance... response:	Transform yourself into love crystals to forge a bond between those two!
context: Humph! That Urd is up to no good again!\Cooking up a concoction like this... I just know she'll cause another uproar.\I'd better nip this evil plan in the bud!\Darn, that show really ripped.\Aha...all done, I see...\Neanderthal, Cro-Magnon, Australopithecus, Java...Peking!\The seeds of magic, the seeds of romance...\Transform yourself into love crystals to forge a bond between those two! response:	Was the smoke always this overwhelming?
context: Cooking up a concoction like this... I just know she'll cause another uproar.\I'd better nip this evil plan in the bud!\Darn, that show really ripped.\Aha...all done, I see...\Neanderthal, Cro-Magnon, Australopithecus, Java...Peking!\The seeds of magic, the seeds of romance...\Transform yourself into love crystals to forge a bond between those two!\Was the smoke always this overwhelming? response:	But hey...
context: I'd better nip this evil plan in the bud!\Darn, that show really ripped.\Aha...all done, I see...\Neanderthal, Cro-Magnon, Australopithecus, Java...Peking!\The seeds of magic, the seeds of romance...\Transform yourself into love crystals to forge a bond between those two!\Was the smoke always this overwhelming?\But hey... response:	Ah! Please Don't Look at Me Like That!?
context: Darn, that show really ripped.\Aha...all done, I see...\Neanderthal, Cro-Magnon, Australopithecus, Java...Peking!\The seeds of magic, the seeds of romance...\Transform yourself into love crystals to forge a bond between those two!\Was the smoke always this overwhelming?\But hey...\Ah! Please Don't Look at Me Like That!? response:	FURIN KAZAN
context: Aha...all done, I see...\Neanderthal, Cro-Magnon, Australopithecus, Java...Peking!\The seeds of magic, the seeds of romance...\Transform yourself into love crystals to forge a bond between those two!\Was the smoke always this overwhelming?\But hey...\Ah! Please Don't Look at Me Like That!?\FURIN KAZAN response:	It's no good, at this rate, the shaft's only going to get thicker than the gear...
context: Neanderthal, Cro-Magnon, Australopithecus, Java...Peking!\The seeds of magic, the seeds of romance...\Transform yourself into love crystals to forge a bond between those two!\Was the smoke always this overwhelming?\But hey...\Ah! Please Don't Look at Me Like That!?\FURIN KAZAN\It's no good, at this rate, the shaft's only going to get thicker than the gear... response:	Damn, why'd he have to give an assignment like this?
context: The seeds of magic, the seeds of romance...\Transform yourself into love crystals to forge a bond between those two!\Was the smoke always this overwhelming?\But hey...\Ah! Please Don't Look at Me Like That!?\FURIN KAZAN\It's no good, at this rate, the shaft's only going to get thicker than the gear...\Damn, why'd he have to give an assignment like this? response:	Keiichi, you should have something sweet when you're feeling tired.
context: Transform yourself into love crystals to forge a bond between those two!\Was the smoke always this overwhelming?\But hey...\Ah! Please Don't Look at Me Like That!?\FURIN KAZAN\It's no good, at this rate, the shaft's only going to get thicker than the gear...\Damn, why'd he have to give an assignment like this?\Keiichi, you should have something sweet when you're feeling tired. response:	Oh, thanks...huh? Urd?!
context: Was the smoke always this overwhelming?\But hey...\Ah! Please Don't Look at Me Like That!?\FURIN KAZAN\It's no good, at this rate, the shaft's only going to get thicker than the gear...\Damn, why'd he have to give an assignment like this?\Keiichi, you should have something sweet when you're feeling tired.\Oh, thanks...huh? Urd?! response:	When you're tired, you should have something sweet...there's nothing better!
context: But hey...\Ah! Please Don't Look at Me Like That!?\FURIN KAZAN\It's no good, at this rate, the shaft's only going to get thicker than the gear...\Damn, why'd he have to give an assignment like this?\Keiichi, you should have something sweet when you're feeling tired.\Oh, thanks...huh? Urd?!\When you're tired, you should have something sweet...there's nothing better! response:	Something's fishy...I just know this isn't normal candy!
context: Ah! Please Don't Look at Me Like That!?\FURIN KAZAN\It's no good, at this rate, the shaft's only going to get thicker than the gear...\Damn, why'd he have to give an assignment like this?\Keiichi, you should have something sweet when you're feeling tired.\Oh, thanks...huh? Urd?!\When you're tired, you should have something sweet...there's nothing better!\Something's fishy...I just know this isn't normal candy! response:	Oh, hey, come on! Of course not!
context: FURIN KAZAN\It's no good, at this rate, the shaft's only going to get thicker than the gear...\Damn, why'd he have to give an assignment like this?\Keiichi, you should have something sweet when you're feeling tired.\Oh, thanks...huh? Urd?!\When you're tired, you should have something sweet...there's nothing better!\Something's fishy...I just know this isn't normal candy!\Oh, hey, come on! Of course not! response:	Keiichi? I've brought you some tea.
context: It's no good, at this rate, the shaft's only going to get thicker than the gear...\Damn, why'd he have to give an assignment like this?\Keiichi, you should have something sweet when you're feeling tired.\Oh, thanks...huh? Urd?!\When you're tired, you should have something sweet...there's nothing better!\Something's fishy...I just know this isn't normal candy!\Oh, hey, come on! Of course not!\Keiichi? I've brought you some tea. response:	Oh, hey, thanks.
context: Damn, why'd he have to give an assignment like this?\Keiichi, you should have something sweet when you're feeling tired.\Oh, thanks...huh? Urd?!\When you're tired, you should have something sweet...there's nothing better!\Something's fishy...I just know this isn't normal candy!\Oh, hey, come on! Of course not!\Keiichi? I've brought you some tea.\Oh, hey, thanks. response:	Oh, my, what can those be?
context: Keiichi, you should have something sweet when you're feeling tired.\Oh, thanks...huh? Urd?!\When you're tired, you should have something sweet...there's nothing better!\Something's fishy...I just know this isn't normal candy!\Oh, hey, come on! Of course not!\Keiichi? I've brought you some tea.\Oh, hey, thanks.\Oh, my, what can those be? response:	It's candy...for people here on Earth. Do you want some, Belldandy?
context: Oh, thanks...huh? Urd?!\When you're tired, you should have something sweet...there's nothing better!\Something's fishy...I just know this isn't normal candy!\Oh, hey, come on! Of course not!\Keiichi? I've brought you some tea.\Oh, hey, thanks.\Oh, my, what can those be?\It's candy...for people here on Earth. Do you want some, Belldandy? response:	Huh? Yes, I'd love a piece!
context: When you're tired, you should have something sweet...there's nothing better!\Something's fishy...I just know this isn't normal candy!\Oh, hey, come on! Of course not!\Keiichi? I've brought you some tea.\Oh, hey, thanks.\Oh, my, what can those be?\It's candy...for people here on Earth. Do you want some, Belldandy?\Huh? Yes, I'd love a piece! response:	Urd...so it really is just candy, right?
context: Something's fishy...I just know this isn't normal candy!\Oh, hey, come on! Of course not!\Keiichi? I've brought you some tea.\Oh, hey, thanks.\Oh, my, what can those be?\It's candy...for people here on Earth. Do you want some, Belldandy?\Huh? Yes, I'd love a piece!\Urd...so it really is just candy, right? response:	Belldandy?
context: Oh, hey, come on! Of course not!\Keiichi? I've brought you some tea.\Oh, hey, thanks.\Oh, my, what can those be?\It's candy...for people here on Earth. Do you want some, Belldandy?\Huh? Yes, I'd love a piece!\Urd...so it really is just candy, right?\Belldandy? response:	It's yummy!
context: Keiichi? I've brought you some tea.\Oh, hey, thanks.\Oh, my, what can those be?\It's candy...for people here on Earth. Do you want some, Belldandy?\Huh? Yes, I'd love a piece!\Urd...so it really is just candy, right?\Belldandy?\It's yummy! response:	Urd? What's going on? Oh, um...nothing!
context: Oh, hey, thanks.\Oh, my, what can those be?\It's candy...for people here on Earth. Do you want some, Belldandy?\Huh? Yes, I'd love a piece!\Urd...so it really is just candy, right?\Belldandy?\It's yummy!\Urd? What's going on? Oh, um...nothing! response:	Something's wrong...did I botch it?
context: Oh, my, what can those be?\It's candy...for people here on Earth. Do you want some, Belldandy?\Huh? Yes, I'd love a piece!\Urd...so it really is just candy, right?\Belldandy?\It's yummy!\Urd? What's going on? Oh, um...nothing!\Something's wrong...did I botch it? response:	Me of all people?
context: It's candy...for people here on Earth. Do you want some, Belldandy?\Huh? Yes, I'd love a piece!\Urd...so it really is just candy, right?\Belldandy?\It's yummy!\Urd? What's going on? Oh, um...nothing!\Something's wrong...did I botch it?\Me of all people? response:	But how can that be...
context: Huh? Yes, I'd love a piece!\Urd...so it really is just candy, right?\Belldandy?\It's yummy!\Urd? What's going on? Oh, um...nothing!\Something's wrong...did I botch it?\Me of all people?\But how can that be... response:	I know it didn't have to be Keiichi who took those crystals, but still...
context: Urd...so it really is just candy, right?\Belldandy?\It's yummy!\Urd? What's going on? Oh, um...nothing!\Something's wrong...did I botch it?\Me of all people?\But how can that be...\I know it didn't have to be Keiichi who took those crystals, but still... response:	Keiichi!
context: Belldandy?\It's yummy!\Urd? What's going on? Oh, um...nothing!\Something's wrong...did I botch it?\Me of all people?\But how can that be...\I know it didn't have to be Keiichi who took those crystals, but still...\Keiichi! response:	Seniors...I can't go on anymore...
context: It's yummy!\Urd? What's going on? Oh, um...nothing!\Something's wrong...did I botch it?\Me of all people?\But how can that be...\I know it didn't have to be Keiichi who took those crystals, but still...\Keiichi!\Seniors...I can't go on anymore... response:	Huh? Is it morning?
context: Urd? What's going on? Oh, um...nothing!\Something's wrong...did I botch it?\Me of all people?\But how can that be...\I know it didn't have to be Keiichi who took those crystals, but still...\Keiichi!\Seniors...I can't go on anymore...\Huh? Is it morning? response:	I keep having these weird dreams lately...
context: Something's wrong...did I botch it?\Me of all people?\But how can that be...\I know it didn't have to be Keiichi who took those crystals, but still...\Keiichi!\Seniors...I can't go on anymore...\Huh? Is it morning?\I keep having these weird dreams lately... response:	I guess I must be really burned out. I'm still dreaming...
context: Me of all people?\But how can that be...\I know it didn't have to be Keiichi who took those crystals, but still...\Keiichi!\Seniors...I can't go on anymore...\Huh? Is it morning?\I keep having these weird dreams lately...\I guess I must be really burned out. I'm still dreaming... response:	Maybe I'll sleep some more...
context: But how can that be...\I know it didn't have to be Keiichi who took those crystals, but still...\Keiichi!\Seniors...I can't go on anymore...\Huh? Is it morning?\I keep having these weird dreams lately...\I guess I must be really burned out. I'm still dreaming...\Maybe I'll sleep some more... response:	Good morning, Keiichi.
context: I know it didn't have to be Keiichi who took those crystals, but still...\Keiichi!\Seniors...I can't go on anymore...\Huh? Is it morning?\I keep having these weird dreams lately...\I guess I must be really burned out. I'm still dreaming...\Maybe I'll sleep some more...\Good morning, Keiichi. response:	B...B...Belldandy! Good morning, Keiichi.
context: Keiichi!\Seniors...I can't go on anymore...\Huh? Is it morning?\I keep having these weird dreams lately...\I guess I must be really burned out. I'm still dreaming...\Maybe I'll sleep some more...\Good morning, Keiichi.\B...B...Belldandy! Good morning, Keiichi. response:	B...B...Belldandy!
context: Seniors...I can't go on anymore...\Huh? Is it morning?\I keep having these weird dreams lately...\I guess I must be really burned out. I'm still dreaming...\Maybe I'll sleep some more...\Good morning, Keiichi.\B...B...Belldandy! Good morning, Keiichi.\B...B...Belldandy! response:	Please forgive me. I woke you up, didn't I?
context: Huh? Is it morning?\I keep having these weird dreams lately...\I guess I must be really burned out. I'm still dreaming...\Maybe I'll sleep some more...\Good morning, Keiichi.\B...B...Belldandy! Good morning, Keiichi.\B...B...Belldandy!\Please forgive me. I woke you up, didn't I? response:	What the heck is Belldandy doing here? In my bed, for crying out loud?
context: I keep having these weird dreams lately...\I guess I must be really burned out. I'm still dreaming...\Maybe I'll sleep some more...\Good morning, Keiichi.\B...B...Belldandy! Good morning, Keiichi.\B...B...Belldandy!\Please forgive me. I woke you up, didn't I?\What the heck is Belldandy doing here? In my bed, for crying out loud? response:	Is this really my room, even?
context: I guess I must be really burned out. I'm still dreaming...\Maybe I'll sleep some more...\Good morning, Keiichi.\B...B...Belldandy! Good morning, Keiichi.\B...B...Belldandy!\Please forgive me. I woke you up, didn't I?\What the heck is Belldandy doing here? In my bed, for crying out loud?\Is this really my room, even? response:	Keiichi? Is this really my room, even?
context: Maybe I'll sleep some more...\Good morning, Keiichi.\B...B...Belldandy! Good morning, Keiichi.\B...B...Belldandy!\Please forgive me. I woke you up, didn't I?\What the heck is Belldandy doing here? In my bed, for crying out loud?\Is this really my room, even?\Keiichi? Is this really my room, even? response:	I don't know why, but you're sweating.
context: Good morning, Keiichi.\B...B...Belldandy! Good morning, Keiichi.\B...B...Belldandy!\Please forgive me. I woke you up, didn't I?\What the heck is Belldandy doing here? In my bed, for crying out loud?\Is this really my room, even?\Keiichi? Is this really my room, even?\I don't know why, but you're sweating. response:	Were you too hot, perhaps?
context: B...B...Belldandy! Good morning, Keiichi.\B...B...Belldandy!\Please forgive me. I woke you up, didn't I?\What the heck is Belldandy doing here? In my bed, for crying out loud?\Is this really my room, even?\Keiichi? Is this really my room, even?\I don't know why, but you're sweating.\Were you too hot, perhaps? response:	I'm so sorry! But I wanted to be right next to you...
context: B...B...Belldandy!\Please forgive me. I woke you up, didn't I?\What the heck is Belldandy doing here? In my bed, for crying out loud?\Is this really my room, even?\Keiichi? Is this really my room, even?\I don't know why, but you're sweating.\Were you too hot, perhaps?\I'm so sorry! But I wanted to be right next to you... response:	I'm dreaming. This has got to be a dream!
context: Please forgive me. I woke you up, didn't I?\What the heck is Belldandy doing here? In my bed, for crying out loud?\Is this really my room, even?\Keiichi? Is this really my room, even?\I don't know why, but you're sweating.\Were you too hot, perhaps?\I'm so sorry! But I wanted to be right next to you...\I'm dreaming. This has got to be a dream! response:	Keiichi? What's the matter, Keiichi?
context: What the heck is Belldandy doing here? In my bed, for crying out loud?\Is this really my room, even?\Keiichi? Is this really my room, even?\I don't know why, but you're sweating.\Were you too hot, perhaps?\I'm so sorry! But I wanted to be right next to you...\I'm dreaming. This has got to be a dream!\Keiichi? What's the matter, Keiichi? response:	Keiichi!
context: Is this really my room, even?\Keiichi? Is this really my room, even?\I don't know why, but you're sweating.\Were you too hot, perhaps?\I'm so sorry! But I wanted to be right next to you...\I'm dreaming. This has got to be a dream!\Keiichi? What's the matter, Keiichi?\Keiichi! response:	This is terrible! Keiichi's...
context: Keiichi? Is this really my room, even?\I don't know why, but you're sweating.\Were you too hot, perhaps?\I'm so sorry! But I wanted to be right next to you...\I'm dreaming. This has got to be a dream!\Keiichi? What's the matter, Keiichi?\Keiichi!\This is terrible! Keiichi's... response:	Big Sister?
context: I don't know why, but you're sweating.\Were you too hot, perhaps?\I'm so sorry! But I wanted to be right next to you...\I'm dreaming. This has got to be a dream!\Keiichi? What's the matter, Keiichi?\Keiichi!\This is terrible! Keiichi's...\Big Sister? response:	Keiichi!
context: Were you too hot, perhaps?\I'm so sorry! But I wanted to be right next to you...\I'm dreaming. This has got to be a dream!\Keiichi? What's the matter, Keiichi?\Keiichi!\This is terrible! Keiichi's...\Big Sister?\Keiichi! response:	Big Sister!
context: I'm so sorry! But I wanted to be right next to you...\I'm dreaming. This has got to be a dream!\Keiichi? What's the matter, Keiichi?\Keiichi!\This is terrible! Keiichi's...\Big Sister?\Keiichi!\Big Sister! response:	Those Seeds of Love pack a punch. Big Sister!
context: I'm dreaming. This has got to be a dream!\Keiichi? What's the matter, Keiichi?\Keiichi!\This is terrible! Keiichi's...\Big Sister?\Keiichi!\Big Sister!\Those Seeds of Love pack a punch. Big Sister! response:	Those Seeds of Love pack a punch.
context: Keiichi? What's the matter, Keiichi?\Keiichi!\This is terrible! Keiichi's...\Big Sister?\Keiichi!\Big Sister!\Those Seeds of Love pack a punch. Big Sister!\Those Seeds of Love pack a punch. response:	Urd, you didn't use those things on Big Sister, did you?
context: Keiichi!\This is terrible! Keiichi's...\Big Sister?\Keiichi!\Big Sister!\Those Seeds of Love pack a punch. Big Sister!\Those Seeds of Love pack a punch.\Urd, you didn't use those things on Big Sister, did you? response:	Well, you seem to know a lot about it!
context: This is terrible! Keiichi's...\Big Sister?\Keiichi!\Big Sister!\Those Seeds of Love pack a punch. Big Sister!\Those Seeds of Love pack a punch.\Urd, you didn't use those things on Big Sister, did you?\Well, you seem to know a lot about it! response:	Huh? What are you talking about? I have no idea at all...
context: Big Sister?\Keiichi!\Big Sister!\Those Seeds of Love pack a punch. Big Sister!\Those Seeds of Love pack a punch.\Urd, you didn't use those things on Big Sister, did you?\Well, you seem to know a lot about it!\Huh? What are you talking about? I have no idea at all... response:	You come with me!
context: Keiichi!\Big Sister!\Those Seeds of Love pack a punch. Big Sister!\Those Seeds of Love pack a punch.\Urd, you didn't use those things on Big Sister, did you?\Well, you seem to know a lot about it!\Huh? What are you talking about? I have no idea at all...\You come with me! response:	It's all right now.
context: Big Sister!\Those Seeds of Love pack a punch. Big Sister!\Those Seeds of Love pack a punch.\Urd, you didn't use those things on Big Sister, did you?\Well, you seem to know a lot about it!\Huh? What are you talking about? I have no idea at all...\You come with me!\It's all right now. response:	Your temperature's normal. But what on earth's making you sweat so?
context: Those Seeds of Love pack a punch. Big Sister!\Those Seeds of Love pack a punch.\Urd, you didn't use those things on Big Sister, did you?\Well, you seem to know a lot about it!\Huh? What are you talking about? I have no idea at all...\You come with me!\It's all right now.\Your temperature's normal. But what on earth's making you sweat so? response:	I'm fine, I'm fine! See? All this exercise is making me sweat!
