context: watashi ga umareta asa no machi yuki no naka ni umoreta response:	sore wa sore wa chiisai te de aozora wo aoida
context: fugainai ya iya\tsurai naa iya iya\My hometown lay buried in snow the morning I was born.\I looked up at the blue sky with my tiny hands.\The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone. response:	It's so difficult. No, I hate it.
context: tsurai naa iya iya\My hometown lay buried in snow the morning I was born.\I looked up at the blue sky with my tiny hands.\The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it. response:	Tears and sorrow caused me to miss my chance.
context: My hometown lay buried in snow the morning I was born.\I looked up at the blue sky with my tiny hands.\The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance. response:	Autumn passed, winter came again, and I became a year older.
context: I looked up at the blue sky with my tiny hands.\The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older. response:	You think you've run far away, but your story never ends.
context: The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends. response:	And yet, you're smirking.
context: It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking. response:	It's so cowardly. I hate it.
context: Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it. response:	Even if I have to cling to you, chase after you, and get kicked down...
context: I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down... response:	It's so cowardly. No...
context: It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No... response:	It's so difficult. I hate it. I hate it.
context: Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it. response:	I want to open all these boxes...
context: Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\I want to open all these boxes... response:	A single lifetime limits how many boxes you can open.
context: You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\I want to open all these boxes...\A single lifetime limits how many boxes you can open. response:	But...
context: And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\I want to open all these boxes...\A single lifetime limits how many boxes you can open.\But... response:	What's wrong?
context: It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\I want to open all these boxes...\A single lifetime limits how many boxes you can open.\But...\What's wrong? response:	My hand...
context: Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\I want to open all these boxes...\A single lifetime limits how many boxes you can open.\But...\What's wrong?\My hand... response:	It's swollen.
context: It's so cowardly. No...\It's so difficult. I hate it. I hate it.\I want to open all these boxes...\A single lifetime limits how many boxes you can open.\But...\What's wrong?\My hand...\It's swollen. response:	It won't move.
context: It's so difficult. I hate it. I hate it.\I want to open all these boxes...\A single lifetime limits how many boxes you can open.\But...\What's wrong?\My hand...\It's swollen.\It won't move. response:	At this rate, my hand will be paralyzed.
context: I want to open all these boxes...\A single lifetime limits how many boxes you can open.\But...\What's wrong?\My hand...\It's swollen.\It won't move.\At this rate, my hand will be paralyzed. response:	I need to go back... the hospital...
context: A single lifetime limits how many boxes you can open.\But...\What's wrong?\My hand...\It's swollen.\It won't move.\At this rate, my hand will be paralyzed.\I need to go back... the hospital... response:	Shuu-chan!
context: But...\What's wrong?\My hand...\It's swollen.\It won't move.\At this rate, my hand will be paralyzed.\I need to go back... the hospital...\Shuu-chan! response:	I'm going back.
context: What's wrong?\My hand...\It's swollen.\It won't move.\At this rate, my hand will be paralyzed.\I need to go back... the hospital...\Shuu-chan!\I'm going back. response:	I need to go back.
context: My hand...\It's swollen.\It won't move.\At this rate, my hand will be paralyzed.\I need to go back... the hospital...\Shuu-chan!\I'm going back.\I need to go back. response:	O-Or else, my hand is going to die.
context: It's swollen.\It won't move.\At this rate, my hand will be paralyzed.\I need to go back... the hospital...\Shuu-chan!\I'm going back.\I need to go back.\O-Or else, my hand is going to die. response:	Anything but that...
context: It won't move.\At this rate, my hand will be paralyzed.\I need to go back... the hospital...\Shuu-chan!\I'm going back.\I need to go back.\O-Or else, my hand is going to die.\Anything but that... response:	I can't let that happen!
context: At this rate, my hand will be paralyzed.\I need to go back... the hospital...\Shuu-chan!\I'm going back.\I need to go back.\O-Or else, my hand is going to die.\Anything but that...\I can't let that happen! response:	I'll die if I can't draw anymore!
context: I need to go back... the hospital...\Shuu-chan!\I'm going back.\I need to go back.\O-Or else, my hand is going to die.\Anything but that...\I can't let that happen!\I'll die if I can't draw anymore! response:	I understand.
context: Shuu-chan!\I'm going back.\I need to go back.\O-Or else, my hand is going to die.\Anything but that...\I can't let that happen!\I'll die if I can't draw anymore!\I understand. response:	gaitou ga utsushidashita futari no kage wa yukkuri to Our shadows created by the street lights...
context: I'm going back.\I need to go back.\O-Or else, my hand is going to die.\Anything but that...\I can't let that happen!\I'll die if I can't draw anymore!\I understand.\gaitou ga utsushidashita futari no kage wa yukkuri to Our shadows created by the street lights... response:	kimi no ie no hou e nobite hodo naku kieta...slowly moved toward your house and faded away.
context: I need to go back.\O-Or else, my hand is going to die.\Anything but that...\I can't let that happen!\I'll die if I can't draw anymore!\I understand.\gaitou ga utsushidashita futari no kage wa yukkuri to Our shadows created by the street lights...\kimi no ie no hou e nobite hodo naku kieta...slowly moved toward your house and faded away. response:	ashita ni wa ii koto ga futari ni aru kanaa I wonder if tomorrow holds anything nice for us?
context: O-Or else, my hand is going to die.\Anything but that...\I can't let that happen!\I'll die if I can't draw anymore!\I understand.\gaitou ga utsushidashita futari no kage wa yukkuri to Our shadows created by the street lights...\kimi no ie no hou e nobite hodo naku kieta...slowly moved toward your house and faded away.\ashita ni wa ii koto ga futari ni aru kanaa I wonder if tomorrow holds anything nice for us? response:	tokidoki subete wa kowarekakete kimi wa kotoba wo nakushite shimau Sometimes, everything seems to break down and you don't know what to say.
context: Anything but that...\I can't let that happen!\I'll die if I can't draw anymore!\I understand.\gaitou ga utsushidashita futari no kage wa yukkuri to Our shadows created by the street lights...\kimi no ie no hou e nobite hodo naku kieta...slowly moved toward your house and faded away.\ashita ni wa ii koto ga futari ni aru kanaa I wonder if tomorrow holds anything nice for us?\tokidoki subete wa kowarekakete kimi wa kotoba wo nakushite shimau Sometimes, everything seems to break down and you don't know what to say. response:	boku de wa namida wo umaku nuguenai I can't wipe away your tears well enough.
context: I can't let that happen!\I'll die if I can't draw anymore!\I understand.\gaitou ga utsushidashita futari no kage wa yukkuri to Our shadows created by the street lights...\kimi no ie no hou e nobite hodo naku kieta...slowly moved toward your house and faded away.\ashita ni wa ii koto ga futari ni aru kanaa I wonder if tomorrow holds anything nice for us?\tokidoki subete wa kowarekakete kimi wa kotoba wo nakushite shimau Sometimes, everything seems to break down and you don't know what to say.\boku de wa namida wo umaku nuguenai I can't wipe away your tears well enough. response:	kaeri no michi kage wa hitotsu dake Only one shadow leaves your house.
context: I'll die if I can't draw anymore!\I understand.\gaitou ga utsushidashita futari no kage wa yukkuri to Our shadows created by the street lights...\kimi no ie no hou e nobite hodo naku kieta...slowly moved toward your house and faded away.\ashita ni wa ii koto ga futari ni aru kanaa I wonder if tomorrow holds anything nice for us?\tokidoki subete wa kowarekakete kimi wa kotoba wo nakushite shimau Sometimes, everything seems to break down and you don't know what to say.\boku de wa namida wo umaku nuguenai I can't wipe away your tears well enough.\kaeri no michi kage wa hitotsu dake Only one shadow leaves your house. response:	saishuu no chikatetsu wa dareka no jiko de konde ite The last subway train of the night was delayed because of an accident.
context: I understand.\gaitou ga utsushidashita futari no kage wa yukkuri to Our shadows created by the street lights...\kimi no ie no hou e nobite hodo naku kieta...slowly moved toward your house and faded away.\ashita ni wa ii koto ga futari ni aru kanaa I wonder if tomorrow holds anything nice for us?\tokidoki subete wa kowarekakete kimi wa kotoba wo nakushite shimau Sometimes, everything seems to break down and you don't know what to say.\boku de wa namida wo umaku nuguenai I can't wipe away your tears well enough.\kaeri no michi kage wa hitotsu dake Only one shadow leaves your house.\saishuu no chikatetsu wa dareka no jiko de konde ite The last subway train of the night was delayed because of an accident. response:	hitonami ni osarete bonyari tokei wo mite ita Pushed around by the crowds, I was staring blankly at my watch.
context: gaitou ga utsushidashita futari no kage wa yukkuri to Our shadows created by the street lights...\kimi no ie no hou e nobite hodo naku kieta...slowly moved toward your house and faded away.\ashita ni wa ii koto ga futari ni aru kanaa I wonder if tomorrow holds anything nice for us?\tokidoki subete wa kowarekakete kimi wa kotoba wo nakushite shimau Sometimes, everything seems to break down and you don't know what to say.\boku de wa namida wo umaku nuguenai I can't wipe away your tears well enough.\kaeri no michi kage wa hitotsu dake Only one shadow leaves your house.\saishuu no chikatetsu wa dareka no jiko de konde ite The last subway train of the night was delayed because of an accident.\hitonami ni osarete bonyari tokei wo mite ita Pushed around by the crowds, I was staring blankly at my watch. response:	ashita made ato sukoshi nanika ga kawarukanaa I wonder if anything will change tomorrow?
context: kimi no ie no hou e nobite hodo naku kieta...slowly moved toward your house and faded away.\ashita ni wa ii koto ga futari ni aru kanaa I wonder if tomorrow holds anything nice for us?\tokidoki subete wa kowarekakete kimi wa kotoba wo nakushite shimau Sometimes, everything seems to break down and you don't know what to say.\boku de wa namida wo umaku nuguenai I can't wipe away your tears well enough.\kaeri no michi kage wa hitotsu dake Only one shadow leaves your house.\saishuu no chikatetsu wa dareka no jiko de konde ite The last subway train of the night was delayed because of an accident.\hitonami ni osarete bonyari tokei wo mite ita Pushed around by the crowds, I was staring blankly at my watch.\ashita made ato sukoshi nanika ga kawarukanaa I wonder if anything will change tomorrow? response:	bokura ga umarete kieru aida doredake hito wo sukueru darou How many people can we help in our lifetimes?
context: ashita ni wa ii koto ga futari ni aru kanaa I wonder if tomorrow holds anything nice for us?\tokidoki subete wa kowarekakete kimi wa kotoba wo nakushite shimau Sometimes, everything seems to break down and you don't know what to say.\boku de wa namida wo umaku nuguenai I can't wipe away your tears well enough.\kaeri no michi kage wa hitotsu dake Only one shadow leaves your house.\saishuu no chikatetsu wa dareka no jiko de konde ite The last subway train of the night was delayed because of an accident.\hitonami ni osarete bonyari tokei wo mite ita Pushed around by the crowds, I was staring blankly at my watch.\ashita made ato sukoshi nanika ga kawarukanaa I wonder if anything will change tomorrow?\bokura ga umarete kieru aida doredake hito wo sukueru darou How many people can we help in our lifetimes? response:	yogoreta mado ni wa nani mo utsuranai I can't see anything outside the dirty train window.
context: tokidoki subete wa kowarekakete kimi wa kotoba wo nakushite shimau Sometimes, everything seems to break down and you don't know what to say.\boku de wa namida wo umaku nuguenai I can't wipe away your tears well enough.\kaeri no michi kage wa hitotsu dake Only one shadow leaves your house.\saishuu no chikatetsu wa dareka no jiko de konde ite The last subway train of the night was delayed because of an accident.\hitonami ni osarete bonyari tokei wo mite ita Pushed around by the crowds, I was staring blankly at my watch.\ashita made ato sukoshi nanika ga kawarukanaa I wonder if anything will change tomorrow?\bokura ga umarete kieru aida doredake hito wo sukueru darou How many people can we help in our lifetimes?\yogoreta mado ni wa nani mo utsuranai I can't see anything outside the dirty train window. response:	kimi wa mou nemutte shimattan darou ka na I wonder if you've gone to sleep already?
context: boku de wa namida wo umaku nuguenai I can't wipe away your tears well enough.\kaeri no michi kage wa hitotsu dake Only one shadow leaves your house.\saishuu no chikatetsu wa dareka no jiko de konde ite The last subway train of the night was delayed because of an accident.\hitonami ni osarete bonyari tokei wo mite ita Pushed around by the crowds, I was staring blankly at my watch.\ashita made ato sukoshi nanika ga kawarukanaa I wonder if anything will change tomorrow?\bokura ga umarete kieru aida doredake hito wo sukueru darou How many people can we help in our lifetimes?\yogoreta mado ni wa nani mo utsuranai I can't see anything outside the dirty train window.\kimi wa mou nemutte shimattan darou ka na I wonder if you've gone to sleep already? response:	How's your hand?
context: kaeri no michi kage wa hitotsu dake Only one shadow leaves your house.\saishuu no chikatetsu wa dareka no jiko de konde ite The last subway train of the night was delayed because of an accident.\hitonami ni osarete bonyari tokei wo mite ita Pushed around by the crowds, I was staring blankly at my watch.\ashita made ato sukoshi nanika ga kawarukanaa I wonder if anything will change tomorrow?\bokura ga umarete kieru aida doredake hito wo sukueru darou How many people can we help in our lifetimes?\yogoreta mado ni wa nani mo utsuranai I can't see anything outside the dirty train window.\kimi wa mou nemutte shimattan darou ka na I wonder if you've gone to sleep already?\How's your hand? response:	It's all right now.
context: saishuu no chikatetsu wa dareka no jiko de konde ite The last subway train of the night was delayed because of an accident.\hitonami ni osarete bonyari tokei wo mite ita Pushed around by the crowds, I was staring blankly at my watch.\ashita made ato sukoshi nanika ga kawarukanaa I wonder if anything will change tomorrow?\bokura ga umarete kieru aida doredake hito wo sukueru darou How many people can we help in our lifetimes?\yogoreta mado ni wa nani mo utsuranai I can't see anything outside the dirty train window.\kimi wa mou nemutte shimattan darou ka na I wonder if you've gone to sleep already?\How's your hand?\It's all right now. response:	I'm sorry for scaring you like that.
context: hitonami ni osarete bonyari tokei wo mite ita Pushed around by the crowds, I was staring blankly at my watch.\ashita made ato sukoshi nanika ga kawarukanaa I wonder if anything will change tomorrow?\bokura ga umarete kieru aida doredake hito wo sukueru darou How many people can we help in our lifetimes?\yogoreta mado ni wa nani mo utsuranai I can't see anything outside the dirty train window.\kimi wa mou nemutte shimattan darou ka na I wonder if you've gone to sleep already?\How's your hand?\It's all right now.\I'm sorry for scaring you like that. response:	What happened to your cheek?
context: ashita made ato sukoshi nanika ga kawarukanaa I wonder if anything will change tomorrow?\bokura ga umarete kieru aida doredake hito wo sukueru darou How many people can we help in our lifetimes?\yogoreta mado ni wa nani mo utsuranai I can't see anything outside the dirty train window.\kimi wa mou nemutte shimattan darou ka na I wonder if you've gone to sleep already?\How's your hand?\It's all right now.\I'm sorry for scaring you like that.\What happened to your cheek? response:	Sensei punched me.
context: bokura ga umarete kieru aida doredake hito wo sukueru darou How many people can we help in our lifetimes?\yogoreta mado ni wa nani mo utsuranai I can't see anything outside the dirty train window.\kimi wa mou nemutte shimattan darou ka na I wonder if you've gone to sleep already?\How's your hand?\It's all right now.\I'm sorry for scaring you like that.\What happened to your cheek?\Sensei punched me. response:	But I returned it to him threefold!
context: yogoreta mado ni wa nani mo utsuranai I can't see anything outside the dirty train window.\kimi wa mou nemutte shimattan darou ka na I wonder if you've gone to sleep already?\How's your hand?\It's all right now.\I'm sorry for scaring you like that.\What happened to your cheek?\Sensei punched me.\But I returned it to him threefold! response:	It's all right. It just so happens we're at a hospital!
context: kimi wa mou nemutte shimattan darou ka na I wonder if you've gone to sleep already?\How's your hand?\It's all right now.\I'm sorry for scaring you like that.\What happened to your cheek?\Sensei punched me.\But I returned it to him threefold!\It's all right. It just so happens we're at a hospital! response:	I'm sorry.
context: How's your hand?\It's all right now.\I'm sorry for scaring you like that.\What happened to your cheek?\Sensei punched me.\But I returned it to him threefold!\It's all right. It just so happens we're at a hospital!\I'm sorry. response:	Why do you need to apologize?
context: It's all right now.\I'm sorry for scaring you like that.\What happened to your cheek?\Sensei punched me.\But I returned it to him threefold!\It's all right. It just so happens we're at a hospital!\I'm sorry.\Why do you need to apologize? response:	I see.
context: I'm sorry for scaring you like that.\What happened to your cheek?\Sensei punched me.\But I returned it to him threefold!\It's all right. It just so happens we're at a hospital!\I'm sorry.\Why do you need to apologize?\I see. response:	So you've decided.
context: What happened to your cheek?\Sensei punched me.\But I returned it to him threefold!\It's all right. It just so happens we're at a hospital!\I'm sorry.\Why do you need to apologize?\I see.\So you've decided. response:	Please watch me. I'll get better.
context: Sensei punched me.\But I returned it to him threefold!\It's all right. It just so happens we're at a hospital!\I'm sorry.\Why do you need to apologize?\I see.\So you've decided.\Please watch me. I'll get better. response:	I'll definitely get better.
context: But I returned it to him threefold!\It's all right. It just so happens we're at a hospital!\I'm sorry.\Why do you need to apologize?\I see.\So you've decided.\Please watch me. I'll get better.\I'll definitely get better. response:	Actually, it's okay if I don't get better and can't leave my mark.
context: It's all right. It just so happens we're at a hospital!\I'm sorry.\Why do you need to apologize?\I see.\So you've decided.\Please watch me. I'll get better.\I'll definitely get better.\Actually, it's okay if I don't get better and can't leave my mark. response:	I understand now that I really want to draw.
context: I'm sorry.\Why do you need to apologize?\I see.\So you've decided.\Please watch me. I'll get better.\I'll definitely get better.\Actually, it's okay if I don't get better and can't leave my mark.\I understand now that I really want to draw. response:	There's no other life for me.
context: Why do you need to apologize?\I see.\So you've decided.\Please watch me. I'll get better.\I'll definitely get better.\Actually, it's okay if I don't get better and can't leave my mark.\I understand now that I really want to draw.\There's no other life for me. response:	What you told me last night really made me happy.
context: I see.\So you've decided.\Please watch me. I'll get better.\I'll definitely get better.\Actually, it's okay if I don't get better and can't leave my mark.\I understand now that I really want to draw.\There's no other life for me.\What you told me last night really made me happy. response:	I won't forget it.
context: So you've decided.\Please watch me. I'll get better.\I'll definitely get better.\Actually, it's okay if I don't get better and can't leave my mark.\I understand now that I really want to draw.\There's no other life for me.\What you told me last night really made me happy.\I won't forget it. response:	I'll always be watching you.
context: Please watch me. I'll get better.\I'll definitely get better.\Actually, it's okay if I don't get better and can't leave my mark.\I understand now that I really want to draw.\There's no other life for me.\What you told me last night really made me happy.\I won't forget it.\I'll always be watching you. response:	If you find your brother, make sure you catch him and tell him...
context: I'll definitely get better.\Actually, it's okay if I don't get better and can't leave my mark.\I understand now that I really want to draw.\There's no other life for me.\What you told me last night really made me happy.\I won't forget it.\I'll always be watching you.\If you find your brother, make sure you catch him and tell him... response:	Sensei will kill you if he finds you.
context: Actually, it's okay if I don't get better and can't leave my mark.\I understand now that I really want to draw.\There's no other life for me.\What you told me last night really made me happy.\I won't forget it.\I'll always be watching you.\If you find your brother, make sure you catch him and tell him...\Sensei will kill you if he finds you. response:	He already slugged me.
context: I understand now that I really want to draw.\There's no other life for me.\What you told me last night really made me happy.\I won't forget it.\I'll always be watching you.\If you find your brother, make sure you catch him and tell him...\Sensei will kill you if he finds you.\He already slugged me. response:	Yeah... but I returned to him fourfold.
context: There's no other life for me.\What you told me last night really made me happy.\I won't forget it.\I'll always be watching you.\If you find your brother, make sure you catch him and tell him...\Sensei will kill you if he finds you.\He already slugged me.\Yeah... but I returned to him fourfold. response:	Sheesh... I should've punched him more than just four times as much...
context: What you told me last night really made me happy.\I won't forget it.\I'll always be watching you.\If you find your brother, make sure you catch him and tell him...\Sensei will kill you if he finds you.\He already slugged me.\Yeah... but I returned to him fourfold.\Sheesh... I should've punched him more than just four times as much... response:	Morita-san...
context: I won't forget it.\I'll always be watching you.\If you find your brother, make sure you catch him and tell him...\Sensei will kill you if he finds you.\He already slugged me.\Yeah... but I returned to him fourfold.\Sheesh... I should've punched him more than just four times as much...\Morita-san... response:	Please get on.
context: I'll always be watching you.\If you find your brother, make sure you catch him and tell him...\Sensei will kill you if he finds you.\He already slugged me.\Yeah... but I returned to him fourfold.\Sheesh... I should've punched him more than just four times as much...\Morita-san...\Please get on. response:	Does she know about this?
context: If you find your brother, make sure you catch him and tell him...\Sensei will kill you if he finds you.\He already slugged me.\Yeah... but I returned to him fourfold.\Sheesh... I should've punched him more than just four times as much...\Morita-san...\Please get on.\Does she know about this? response:	He told me not to tell her.
context: Sensei will kill you if he finds you.\He already slugged me.\Yeah... but I returned to him fourfold.\Sheesh... I should've punched him more than just four times as much...\Morita-san...\Please get on.\Does she know about this?\He told me not to tell her. response:	That he wants her to decide without knowing about this.
context: He already slugged me.\Yeah... but I returned to him fourfold.\Sheesh... I should've punched him more than just four times as much...\Morita-san...\Please get on.\Does she know about this?\He told me not to tell her.\That he wants her to decide without knowing about this. response:	I see...
