context: Uka's Room response:	Maid Cafe Flea Market
context: Role Draw\Role Draw\The Fairytale Prince by Hashimoto\Let me get the role of Tanbabashi's lover!\Princess: Prince:... Fushimi Tanbabashi Inari Kouji\What a shocking development!\Inari, Konkon, Koi Iroha\nanige naku tsuita tameiki wa response:	nanige naku tsuita tameiki wa
context: Role Draw\The Fairytale Prince by Hashimoto\Let me get the role of Tanbabashi's lover!\Princess: Prince:... Fushimi Tanbabashi Inari Kouji\What a shocking development!\Inari, Konkon, Koi Iroha\nanige naku tsuita tameiki wa\nanige naku tsuita tameiki wa response:	nanige naku tsuita tameiki wa
context: The Fairytale Prince by Hashimoto\Let me get the role of Tanbabashi's lover!\Princess: Prince:... Fushimi Tanbabashi Inari Kouji\What a shocking development!\Inari, Konkon, Koi Iroha\nanige naku tsuita tameiki wa\nanige naku tsuita tameiki wa\nanige naku tsuita tameiki wa response:	I sighed involuntarily
context: Let me get the role of Tanbabashi's lover!\Princess: Prince:... Fushimi Tanbabashi Inari Kouji\What a shocking development!\Inari, Konkon, Koi Iroha\nanige naku tsuita tameiki wa\nanige naku tsuita tameiki wa\nanige naku tsuita tameiki wa\I sighed involuntarily response:	I sighed involuntarily
context: Princess: Prince:... Fushimi Tanbabashi Inari Kouji\What a shocking development!\Inari, Konkon, Koi Iroha\nanige naku tsuita tameiki wa\nanige naku tsuita tameiki wa\nanige naku tsuita tameiki wa\I sighed involuntarily\I sighed involuntarily response:	I sighed involuntarily
context: What a shocking development!\Inari, Konkon, Koi Iroha\nanige naku tsuita tameiki wa\nanige naku tsuita tameiki wa\nanige naku tsuita tameiki wa\I sighed involuntarily\I sighed involuntarily\I sighed involuntarily response:	Inari, Konkon, Koi Iroha
context: Inari, Konkon, Koi Iroha\nanige naku tsuita tameiki wa\nanige naku tsuita tameiki wa\nanige naku tsuita tameiki wa\I sighed involuntarily\I sighed involuntarily\I sighed involuntarily\Inari, Konkon, Koi Iroha response:	takai takai sora no mukou ni
context: nanige naku tsuita tameiki wa\nanige naku tsuita tameiki wa\nanige naku tsuita tameiki wa\I sighed involuntarily\I sighed involuntarily\I sighed involuntarily\Inari, Konkon, Koi Iroha\takai takai sora no mukou ni response:	takai takai sora no mukou ni
context: nanige naku tsuita tameiki wa\nanige naku tsuita tameiki wa\I sighed involuntarily\I sighed involuntarily\I sighed involuntarily\Inari, Konkon, Koi Iroha\takai takai sora no mukou ni\takai takai sora no mukou ni response:	takai takai sora no mukou ni
context: nanige naku tsuita tameiki wa\I sighed involuntarily\I sighed involuntarily\I sighed involuntarily\Inari, Konkon, Koi Iroha\takai takai sora no mukou ni\takai takai sora no mukou ni\takai takai sora no mukou ni response:	and that little bit of sadness
context: I sighed involuntarily\I sighed involuntarily\I sighed involuntarily\Inari, Konkon, Koi Iroha\takai takai sora no mukou ni\takai takai sora no mukou ni\takai takai sora no mukou ni\and that little bit of sadness response:	and that little bit of sadness
context: I sighed involuntarily\I sighed involuntarily\Inari, Konkon, Koi Iroha\takai takai sora no mukou ni\takai takai sora no mukou ni\takai takai sora no mukou ni\and that little bit of sadness\and that little bit of sadness response:	and that little bit of sadness
context: I sighed involuntarily\Inari, Konkon, Koi Iroha\takai takai sora no mukou ni\takai takai sora no mukou ni\takai takai sora no mukou ni\and that little bit of sadness\and that little bit of sadness\and that little bit of sadness response:	habataite kietetta
context: Inari, Konkon, Koi Iroha\takai takai sora no mukou ni\takai takai sora no mukou ni\takai takai sora no mukou ni\and that little bit of sadness\and that little bit of sadness\and that little bit of sadness\habataite kietetta response:	habataite kietetta
context: takai takai sora no mukou ni\takai takai sora no mukou ni\takai takai sora no mukou ni\and that little bit of sadness\and that little bit of sadness\and that little bit of sadness\habataite kietetta\habataite kietetta response:	habataite kietetta
context: takai takai sora no mukou ni\takai takai sora no mukou ni\and that little bit of sadness\and that little bit of sadness\and that little bit of sadness\habataite kietetta\habataite kietetta\habataite kietetta response:	flew with the birds to vanish in the distance
context: takai takai sora no mukou ni\and that little bit of sadness\and that little bit of sadness\and that little bit of sadness\habataite kietetta\habataite kietetta\habataite kietetta\flew with the birds to vanish in the distance response:	flew with the birds to vanish in the distance
context: and that little bit of sadness\and that little bit of sadness\and that little bit of sadness\habataite kietetta\habataite kietetta\habataite kietetta\flew with the birds to vanish in the distance\flew with the birds to vanish in the distance response:	flew with the birds to vanish in the distance
context: and that little bit of sadness\and that little bit of sadness\habataite kietetta\habataite kietetta\habataite kietetta\flew with the birds to vanish in the distance\flew with the birds to vanish in the distance\flew with the birds to vanish in the distance response:	guuzen no misu mo waratte shake hands
context: and that little bit of sadness\habataite kietetta\habataite kietetta\habataite kietetta\flew with the birds to vanish in the distance\flew with the birds to vanish in the distance\flew with the birds to vanish in the distance\guuzen no misu mo waratte shake hands response:	guuzen no misu mo waratte shake hands
context: habataite kietetta\habataite kietetta\habataite kietetta\flew with the birds to vanish in the distance\flew with the birds to vanish in the distance\flew with the birds to vanish in the distance\guuzen no misu mo waratte shake hands\guuzen no misu mo waratte shake hands response:	guuzen no misu mo waratte shake hands
context: habataite kietetta\habataite kietetta\flew with the birds to vanish in the distance\flew with the birds to vanish in the distance\flew with the birds to vanish in the distance\guuzen no misu mo waratte shake hands\guuzen no misu mo waratte shake hands\guuzen no misu mo waratte shake hands response:	We committed our share of faux-pas, then shook hands
context: habataite kietetta\flew with the birds to vanish in the distance\flew with the birds to vanish in the distance\flew with the birds to vanish in the distance\guuzen no misu mo waratte shake hands\guuzen no misu mo waratte shake hands\guuzen no misu mo waratte shake hands\We committed our share of faux-pas, then shook hands response:	We committed our share of faux-pas, then shook hands
context: flew with the birds to vanish in the distance\flew with the birds to vanish in the distance\flew with the birds to vanish in the distance\guuzen no misu mo waratte shake hands\guuzen no misu mo waratte shake hands\guuzen no misu mo waratte shake hands\We committed our share of faux-pas, then shook hands\We committed our share of faux-pas, then shook hands response:	We committed our share of faux-pas, then shook hands
context: flew with the birds to vanish in the distance\flew with the birds to vanish in the distance\guuzen no misu mo waratte shake hands\guuzen no misu mo waratte shake hands\guuzen no misu mo waratte shake hands\We committed our share of faux-pas, then shook hands\We committed our share of faux-pas, then shook hands\We committed our share of faux-pas, then shook hands response:	sonna fuu ni otona ni wa narenakatta keredo
context: flew with the birds to vanish in the distance\guuzen no misu mo waratte shake hands\guuzen no misu mo waratte shake hands\guuzen no misu mo waratte shake hands\We committed our share of faux-pas, then shook hands\We committed our share of faux-pas, then shook hands\We committed our share of faux-pas, then shook hands\sonna fuu ni otona ni wa narenakatta keredo response:	sonna fuu ni otona ni wa narenakatta keredo
context: guuzen no misu mo waratte shake hands\guuzen no misu mo waratte shake hands\guuzen no misu mo waratte shake hands\We committed our share of faux-pas, then shook hands\We committed our share of faux-pas, then shook hands\We committed our share of faux-pas, then shook hands\sonna fuu ni otona ni wa narenakatta keredo\sonna fuu ni otona ni wa narenakatta keredo response:	sonna fuu ni otona ni wa narenakatta keredo
context: guuzen no misu mo waratte shake hands\guuzen no misu mo waratte shake hands\We committed our share of faux-pas, then shook hands\We committed our share of faux-pas, then shook hands\We committed our share of faux-pas, then shook hands\sonna fuu ni otona ni wa narenakatta keredo\sonna fuu ni otona ni wa narenakatta keredo\sonna fuu ni otona ni wa narenakatta keredo response:	That didn't really turn us into adults,
context: guuzen no misu mo waratte shake hands\We committed our share of faux-pas, then shook hands\We committed our share of faux-pas, then shook hands\We committed our share of faux-pas, then shook hands\sonna fuu ni otona ni wa narenakatta keredo\sonna fuu ni otona ni wa narenakatta keredo\sonna fuu ni otona ni wa narenakatta keredo\That didn't really turn us into adults, response:	That didn't really turn us into adults,
context: We committed our share of faux-pas, then shook hands\We committed our share of faux-pas, then shook hands\We committed our share of faux-pas, then shook hands\sonna fuu ni otona ni wa narenakatta keredo\sonna fuu ni otona ni wa narenakatta keredo\sonna fuu ni otona ni wa narenakatta keredo\That didn't really turn us into adults,\That didn't really turn us into adults, response:	That didn't really turn us into adults,
context: We committed our share of faux-pas, then shook hands\We committed our share of faux-pas, then shook hands\sonna fuu ni otona ni wa narenakatta keredo\sonna fuu ni otona ni wa narenakatta keredo\sonna fuu ni otona ni wa narenakatta keredo\That didn't really turn us into adults,\That didn't really turn us into adults,\That didn't really turn us into adults, response:	ima wa sukoshi wakaru yo
context: We committed our share of faux-pas, then shook hands\sonna fuu ni otona ni wa narenakatta keredo\sonna fuu ni otona ni wa narenakatta keredo\sonna fuu ni otona ni wa narenakatta keredo\That didn't really turn us into adults,\That didn't really turn us into adults,\That didn't really turn us into adults,\ima wa sukoshi wakaru yo response:	ima wa sukoshi wakaru yo
context: sonna fuu ni otona ni wa narenakatta keredo\sonna fuu ni otona ni wa narenakatta keredo\sonna fuu ni otona ni wa narenakatta keredo\That didn't really turn us into adults,\That didn't really turn us into adults,\That didn't really turn us into adults,\ima wa sukoshi wakaru yo\ima wa sukoshi wakaru yo response:	ima wa sukoshi wakaru yo
context: sonna fuu ni otona ni wa narenakatta keredo\sonna fuu ni otona ni wa narenakatta keredo\That didn't really turn us into adults,\That didn't really turn us into adults,\That didn't really turn us into adults,\ima wa sukoshi wakaru yo\ima wa sukoshi wakaru yo\ima wa sukoshi wakaru yo response:	but now I understand
context: sonna fuu ni otona ni wa narenakatta keredo\That didn't really turn us into adults,\That didn't really turn us into adults,\That didn't really turn us into adults,\ima wa sukoshi wakaru yo\ima wa sukoshi wakaru yo\ima wa sukoshi wakaru yo\but now I understand response:	but now I understand
context: That didn't really turn us into adults,\That didn't really turn us into adults,\That didn't really turn us into adults,\ima wa sukoshi wakaru yo\ima wa sukoshi wakaru yo\ima wa sukoshi wakaru yo\but now I understand\but now I understand response:	but now I understand
context: That didn't really turn us into adults,\That didn't really turn us into adults,\ima wa sukoshi wakaru yo\ima wa sukoshi wakaru yo\ima wa sukoshi wakaru yo\but now I understand\but now I understand\but now I understand response:	akogareta dareka no kage wo nazoru dake ja
context: That didn't really turn us into adults,\ima wa sukoshi wakaru yo\ima wa sukoshi wakaru yo\ima wa sukoshi wakaru yo\but now I understand\but now I understand\but now I understand\akogareta dareka no kage wo nazoru dake ja response:	akogareta dareka no kage wo nazoru dake ja
context: ima wa sukoshi wakaru yo\ima wa sukoshi wakaru yo\ima wa sukoshi wakaru yo\but now I understand\but now I understand\but now I understand\akogareta dareka no kage wo nazoru dake ja\akogareta dareka no kage wo nazoru dake ja response:	akogareta dareka no kage wo nazoru dake ja
context: ima wa sukoshi wakaru yo\ima wa sukoshi wakaru yo\but now I understand\but now I understand\but now I understand\akogareta dareka no kage wo nazoru dake ja\akogareta dareka no kage wo nazoru dake ja\akogareta dareka no kage wo nazoru dake ja response:	that just imitating those you admire
context: ima wa sukoshi wakaru yo\but now I understand\but now I understand\but now I understand\akogareta dareka no kage wo nazoru dake ja\akogareta dareka no kage wo nazoru dake ja\akogareta dareka no kage wo nazoru dake ja\that just imitating those you admire response:	that just imitating those you admire
context: but now I understand\but now I understand\but now I understand\akogareta dareka no kage wo nazoru dake ja\akogareta dareka no kage wo nazoru dake ja\akogareta dareka no kage wo nazoru dake ja\that just imitating those you admire\that just imitating those you admire response:	that just imitating those you admire
context: but now I understand\but now I understand\akogareta dareka no kage wo nazoru dake ja\akogareta dareka no kage wo nazoru dake ja\akogareta dareka no kage wo nazoru dake ja\that just imitating those you admire\that just imitating those you admire\that just imitating those you admire response:	kimi ni todokanai tte
context: but now I understand\akogareta dareka no kage wo nazoru dake ja\akogareta dareka no kage wo nazoru dake ja\akogareta dareka no kage wo nazoru dake ja\that just imitating those you admire\that just imitating those you admire\that just imitating those you admire\kimi ni todokanai tte response:	kimi ni todokanai tte
context: akogareta dareka no kage wo nazoru dake ja\akogareta dareka no kage wo nazoru dake ja\akogareta dareka no kage wo nazoru dake ja\that just imitating those you admire\that just imitating those you admire\that just imitating those you admire\kimi ni todokanai tte\kimi ni todokanai tte response:	kimi ni todokanai tte
context: akogareta dareka no kage wo nazoru dake ja\akogareta dareka no kage wo nazoru dake ja\that just imitating those you admire\that just imitating those you admire\that just imitating those you admire\kimi ni todokanai tte\kimi ni todokanai tte\kimi ni todokanai tte response:	is not enough to reach you
context: akogareta dareka no kage wo nazoru dake ja\that just imitating those you admire\that just imitating those you admire\that just imitating those you admire\kimi ni todokanai tte\kimi ni todokanai tte\kimi ni todokanai tte\is not enough to reach you response:	is not enough to reach you
context: that just imitating those you admire\that just imitating those you admire\that just imitating those you admire\kimi ni todokanai tte\kimi ni todokanai tte\kimi ni todokanai tte\is not enough to reach you\is not enough to reach you response:	is not enough to reach you
context: that just imitating those you admire\that just imitating those you admire\kimi ni todokanai tte\kimi ni todokanai tte\kimi ni todokanai tte\is not enough to reach you\is not enough to reach you\is not enough to reach you response:	nee itsuka tsutaeru yo
context: that just imitating those you admire\kimi ni todokanai tte\kimi ni todokanai tte\kimi ni todokanai tte\is not enough to reach you\is not enough to reach you\is not enough to reach you\nee itsuka tsutaeru yo response:	nee itsuka tsutaeru yo
context: kimi ni todokanai tte\kimi ni todokanai tte\kimi ni todokanai tte\is not enough to reach you\is not enough to reach you\is not enough to reach you\nee itsuka tsutaeru yo\nee itsuka tsutaeru yo response:	nee itsuka tsutaeru yo
context: kimi ni todokanai tte\kimi ni todokanai tte\is not enough to reach you\is not enough to reach you\is not enough to reach you\nee itsuka tsutaeru yo\nee itsuka tsutaeru yo\nee itsuka tsutaeru yo response:	One day I'll tell you of my feelings
context: kimi ni todokanai tte\is not enough to reach you\is not enough to reach you\is not enough to reach you\nee itsuka tsutaeru yo\nee itsuka tsutaeru yo\nee itsuka tsutaeru yo\One day I'll tell you of my feelings response:	One day I'll tell you of my feelings
context: is not enough to reach you\is not enough to reach you\is not enough to reach you\nee itsuka tsutaeru yo\nee itsuka tsutaeru yo\nee itsuka tsutaeru yo\One day I'll tell you of my feelings\One day I'll tell you of my feelings response:	One day I'll tell you of my feelings
context: is not enough to reach you\is not enough to reach you\nee itsuka tsutaeru yo\nee itsuka tsutaeru yo\nee itsuka tsutaeru yo\One day I'll tell you of my feelings\One day I'll tell you of my feelings\One day I'll tell you of my feelings response:	dakishimeta negaigoto kimi ni mitsukaranai you ni
context: is not enough to reach you\nee itsuka tsutaeru yo\nee itsuka tsutaeru yo\nee itsuka tsutaeru yo\One day I'll tell you of my feelings\One day I'll tell you of my feelings\One day I'll tell you of my feelings\dakishimeta negaigoto kimi ni mitsukaranai you ni response:	dakishimeta negaigoto kimi ni mitsukaranai you ni
context: nee itsuka tsutaeru yo\nee itsuka tsutaeru yo\nee itsuka tsutaeru yo\One day I'll tell you of my feelings\One day I'll tell you of my feelings\One day I'll tell you of my feelings\dakishimeta negaigoto kimi ni mitsukaranai you ni\dakishimeta negaigoto kimi ni mitsukaranai you ni response:	dakishimeta negaigoto kimi ni mitsukaranai you ni
context: nee itsuka tsutaeru yo\nee itsuka tsutaeru yo\One day I'll tell you of my feelings\One day I'll tell you of my feelings\One day I'll tell you of my feelings\dakishimeta negaigoto kimi ni mitsukaranai you ni\dakishimeta negaigoto kimi ni mitsukaranai you ni\dakishimeta negaigoto kimi ni mitsukaranai you ni response:	I didn't want you to know of my wishes,
context: nee itsuka tsutaeru yo\One day I'll tell you of my feelings\One day I'll tell you of my feelings\One day I'll tell you of my feelings\dakishimeta negaigoto kimi ni mitsukaranai you ni\dakishimeta negaigoto kimi ni mitsukaranai you ni\dakishimeta negaigoto kimi ni mitsukaranai you ni\I didn't want you to know of my wishes, response:	I didn't want you to know of my wishes,
context: One day I'll tell you of my feelings\One day I'll tell you of my feelings\One day I'll tell you of my feelings\dakishimeta negaigoto kimi ni mitsukaranai you ni\dakishimeta negaigoto kimi ni mitsukaranai you ni\dakishimeta negaigoto kimi ni mitsukaranai you ni\I didn't want you to know of my wishes,\I didn't want you to know of my wishes, response:	I didn't want you to know of my wishes,
context: One day I'll tell you of my feelings\One day I'll tell you of my feelings\dakishimeta negaigoto kimi ni mitsukaranai you ni\dakishimeta negaigoto kimi ni mitsukaranai you ni\dakishimeta negaigoto kimi ni mitsukaranai you ni\I didn't want you to know of my wishes,\I didn't want you to know of my wishes,\I didn't want you to know of my wishes, response:	watashi no koe ni tokasu yo
context: One day I'll tell you of my feelings\dakishimeta negaigoto kimi ni mitsukaranai you ni\dakishimeta negaigoto kimi ni mitsukaranai you ni\dakishimeta negaigoto kimi ni mitsukaranai you ni\I didn't want you to know of my wishes,\I didn't want you to know of my wishes,\I didn't want you to know of my wishes,\watashi no koe ni tokasu yo response:	watashi no koe ni tokasu yo
context: dakishimeta negaigoto kimi ni mitsukaranai you ni\dakishimeta negaigoto kimi ni mitsukaranai you ni\dakishimeta negaigoto kimi ni mitsukaranai you ni\I didn't want you to know of my wishes,\I didn't want you to know of my wishes,\I didn't want you to know of my wishes,\watashi no koe ni tokasu yo\watashi no koe ni tokasu yo response:	watashi no koe ni tokasu yo
context: dakishimeta negaigoto kimi ni mitsukaranai you ni\dakishimeta negaigoto kimi ni mitsukaranai you ni\I didn't want you to know of my wishes,\I didn't want you to know of my wishes,\I didn't want you to know of my wishes,\watashi no koe ni tokasu yo\watashi no koe ni tokasu yo\watashi no koe ni tokasu yo response:	so I lowered my voice
context: dakishimeta negaigoto kimi ni mitsukaranai you ni\I didn't want you to know of my wishes,\I didn't want you to know of my wishes,\I didn't want you to know of my wishes,\watashi no koe ni tokasu yo\watashi no koe ni tokasu yo\watashi no koe ni tokasu yo\so I lowered my voice response:	so I lowered my voice
context: I didn't want you to know of my wishes,\I didn't want you to know of my wishes,\I didn't want you to know of my wishes,\watashi no koe ni tokasu yo\watashi no koe ni tokasu yo\watashi no koe ni tokasu yo\so I lowered my voice\so I lowered my voice response:	so I lowered my voice
context: I didn't want you to know of my wishes,\I didn't want you to know of my wishes,\watashi no koe ni tokasu yo\watashi no koe ni tokasu yo\watashi no koe ni tokasu yo\so I lowered my voice\so I lowered my voice\so I lowered my voice response:	kamisama ni sasayaita
context: I didn't want you to know of my wishes,\watashi no koe ni tokasu yo\watashi no koe ni tokasu yo\watashi no koe ni tokasu yo\so I lowered my voice\so I lowered my voice\so I lowered my voice\kamisama ni sasayaita response:	kamisama ni sasayaita
context: watashi no koe ni tokasu yo\watashi no koe ni tokasu yo\watashi no koe ni tokasu yo\so I lowered my voice\so I lowered my voice\so I lowered my voice\kamisama ni sasayaita\kamisama ni sasayaita response:	kamisama ni sasayaita
context: watashi no koe ni tokasu yo\watashi no koe ni tokasu yo\so I lowered my voice\so I lowered my voice\so I lowered my voice\kamisama ni sasayaita\kamisama ni sasayaita\kamisama ni sasayaita response:	and whispered to the gods
context: watashi no koe ni tokasu yo\so I lowered my voice\so I lowered my voice\so I lowered my voice\kamisama ni sasayaita\kamisama ni sasayaita\kamisama ni sasayaita\and whispered to the gods response:	and whispered to the gods
context: so I lowered my voice\so I lowered my voice\so I lowered my voice\kamisama ni sasayaita\kamisama ni sasayaita\kamisama ni sasayaita\and whispered to the gods\and whispered to the gods response:	and whispered to the gods
context: so I lowered my voice\so I lowered my voice\kamisama ni sasayaita\kamisama ni sasayaita\kamisama ni sasayaita\and whispered to the gods\and whispered to the gods\and whispered to the gods response:	mainichi ni koi shiteru kono kirameki tayasanaide
context: so I lowered my voice\kamisama ni sasayaita\kamisama ni sasayaita\kamisama ni sasayaita\and whispered to the gods\and whispered to the gods\and whispered to the gods\mainichi ni koi shiteru kono kirameki tayasanaide response:	mainichi ni koi shiteru kono kirameki tayasanaide
context: kamisama ni sasayaita\kamisama ni sasayaita\kamisama ni sasayaita\and whispered to the gods\and whispered to the gods\and whispered to the gods\mainichi ni koi shiteru kono kirameki tayasanaide\mainichi ni koi shiteru kono kirameki tayasanaide response:	mainichi ni koi shiteru kono kirameki tayasanaide
context: kamisama ni sasayaita\kamisama ni sasayaita\and whispered to the gods\and whispered to the gods\and whispered to the gods\mainichi ni koi shiteru kono kirameki tayasanaide\mainichi ni koi shiteru kono kirameki tayasanaide\mainichi ni koi shiteru kono kirameki tayasanaide response:	Every day I feel the love inside my heart and hope I won't faint
context: kamisama ni sasayaita\and whispered to the gods\and whispered to the gods\and whispered to the gods\mainichi ni koi shiteru kono kirameki tayasanaide\mainichi ni koi shiteru kono kirameki tayasanaide\mainichi ni koi shiteru kono kirameki tayasanaide\Every day I feel the love inside my heart and hope I won't faint response:	Every day I feel the love inside my heart and hope I won't faint
