context: nakushita yakusoku wa hoshi ni response:	Send the lost promises to the stars
context: Is there some rule that says that we need to put everything about Yamada-san through you first?\Someone in love shouldn't worry so much about the woman he turned down.\Nomiya-san, what do you think of Yamada?\What?\Well, she's cute...\She's cute...?\Like a puppy or a kitten?\Or like a girl? response:	Eh? Oh... like a girl, I guess?
context: Someone in love shouldn't worry so much about the woman he turned down.\Nomiya-san, what do you think of Yamada?\What?\Well, she's cute...\She's cute...?\Like a puppy or a kitten?\Or like a girl?\Eh? Oh... like a girl, I guess? response:	Are you serious?
context: Nomiya-san, what do you think of Yamada?\What?\Well, she's cute...\She's cute...?\Like a puppy or a kitten?\Or like a girl?\Eh? Oh... like a girl, I guess?\Are you serious? response:	Or are you just slightly interested?
context: What?\Well, she's cute...\She's cute...?\Like a puppy or a kitten?\Or like a girl?\Eh? Oh... like a girl, I guess?\Are you serious?\Or are you just slightly interested? response:	Well... that is...
context: Well, she's cute...\She's cute...?\Like a puppy or a kitten?\Or like a girl?\Eh? Oh... like a girl, I guess?\Are you serious?\Or are you just slightly interested?\Well... that is... response:	Help me!
context: She's cute...?\Like a puppy or a kitten?\Or like a girl?\Eh? Oh... like a girl, I guess?\Are you serious?\Or are you just slightly interested?\Well... that is...\Help me! response:	Do your best!
context: Like a puppy or a kitten?\Or like a girl?\Eh? Oh... like a girl, I guess?\Are you serious?\Or are you just slightly interested?\Well... that is...\Help me!\Do your best! response:	Ignore me, will you?
context: Or like a girl?\Eh? Oh... like a girl, I guess?\Are you serious?\Or are you just slightly interested?\Well... that is...\Help me!\Do your best!\Ignore me, will you? response:	Which is it, Nomiya-san?
context: Eh? Oh... like a girl, I guess?\Are you serious?\Or are you just slightly interested?\Well... that is...\Help me!\Do your best!\Ignore me, will you?\Which is it, Nomiya-san? response:	S-Say, Mayama, do I really look all that evil?
context: Are you serious?\Or are you just slightly interested?\Well... that is...\Help me!\Do your best!\Ignore me, will you?\Which is it, Nomiya-san?\S-Say, Mayama, do I really look all that evil? response:	You look it.
context: Or are you just slightly interested?\Well... that is...\Help me!\Do your best!\Ignore me, will you?\Which is it, Nomiya-san?\S-Say, Mayama, do I really look all that evil?\You look it. response:	Or rather, I see you as the type who's just interested in Yamada to take her, have your way with her, and toss her aside.
context: Well... that is...\Help me!\Do your best!\Ignore me, will you?\Which is it, Nomiya-san?\S-Say, Mayama, do I really look all that evil?\You look it.\Or rather, I see you as the type who's just interested in Yamada to take her, have your way with her, and toss her aside. response:	Ouch. You're still bitter that I took her out to eat soba?
context: Help me!\Do your best!\Ignore me, will you?\Which is it, Nomiya-san?\S-Say, Mayama, do I really look all that evil?\You look it.\Or rather, I see you as the type who's just interested in Yamada to take her, have your way with her, and toss her aside.\Ouch. You're still bitter that I took her out to eat soba? response:	That's exactly it!
context: Do your best!\Ignore me, will you?\Which is it, Nomiya-san?\S-Say, Mayama, do I really look all that evil?\You look it.\Or rather, I see you as the type who's just interested in Yamada to take her, have your way with her, and toss her aside.\Ouch. You're still bitter that I took her out to eat soba?\That's exactly it! response:	Why did you have to take her so abruptly to Nagano of all places?
context: Ignore me, will you?\Which is it, Nomiya-san?\S-Say, Mayama, do I really look all that evil?\You look it.\Or rather, I see you as the type who's just interested in Yamada to take her, have your way with her, and toss her aside.\Ouch. You're still bitter that I took her out to eat soba?\That's exactly it!\Why did you have to take her so abruptly to Nagano of all places? response:	Because I kind of wanted to go somewhere far?
context: Which is it, Nomiya-san?\S-Say, Mayama, do I really look all that evil?\You look it.\Or rather, I see you as the type who's just interested in Yamada to take her, have your way with her, and toss her aside.\Ouch. You're still bitter that I took her out to eat soba?\That's exactly it!\Why did you have to take her so abruptly to Nagano of all places?\Because I kind of wanted to go somewhere far? response:	With a sleeping girl in your passenger seat?
context: S-Say, Mayama, do I really look all that evil?\You look it.\Or rather, I see you as the type who's just interested in Yamada to take her, have your way with her, and toss her aside.\Ouch. You're still bitter that I took her out to eat soba?\That's exactly it!\Why did you have to take her so abruptly to Nagano of all places?\Because I kind of wanted to go somewhere far?\With a sleeping girl in your passenger seat? response:	Yeah.
context: You look it.\Or rather, I see you as the type who's just interested in Yamada to take her, have your way with her, and toss her aside.\Ouch. You're still bitter that I took her out to eat soba?\That's exactly it!\Why did you have to take her so abruptly to Nagano of all places?\Because I kind of wanted to go somewhere far?\With a sleeping girl in your passenger seat?\Yeah. response:	And not to take her somewhere where you could be alone?
context: Or rather, I see you as the type who's just interested in Yamada to take her, have your way with her, and toss her aside.\Ouch. You're still bitter that I took her out to eat soba?\That's exactly it!\Why did you have to take her so abruptly to Nagano of all places?\Because I kind of wanted to go somewhere far?\With a sleeping girl in your passenger seat?\Yeah.\And not to take her somewhere where you could be alone? response:	Nope.
context: Ouch. You're still bitter that I took her out to eat soba?\That's exactly it!\Why did you have to take her so abruptly to Nagano of all places?\Because I kind of wanted to go somewhere far?\With a sleeping girl in your passenger seat?\Yeah.\And not to take her somewhere where you could be alone?\Nope. response:	You've never felt that way?
context: That's exactly it!\Why did you have to take her so abruptly to Nagano of all places?\Because I kind of wanted to go somewhere far?\With a sleeping girl in your passenger seat?\Yeah.\And not to take her somewhere where you could be alone?\Nope.\You've never felt that way? response:	Then, what if Yamada had answered udon?
context: Why did you have to take her so abruptly to Nagano of all places?\Because I kind of wanted to go somewhere far?\With a sleeping girl in your passenger seat?\Yeah.\And not to take her somewhere where you could be alone?\Nope.\You've never felt that way?\Then, what if Yamada had answered udon? response:	I would've headed to Haneda.
context: Because I kind of wanted to go somewhere far?\With a sleeping girl in your passenger seat?\Yeah.\And not to take her somewhere where you could be alone?\Nope.\You've never felt that way?\Then, what if Yamada had answered udon?\I would've headed to Haneda. response:	Shikoku
context: With a sleeping girl in your passenger seat?\Yeah.\And not to take her somewhere where you could be alone?\Nope.\You've never felt that way?\Then, what if Yamada had answered udon?\I would've headed to Haneda.\Shikoku response:	Haneda
context: Yeah.\And not to take her somewhere where you could be alone?\Nope.\You've never felt that way?\Then, what if Yamada had answered udon?\I would've headed to Haneda.\Shikoku\Haneda response:	I mean, when you say udon, you gotta go to Takamatsu in Shikoku.
context: And not to take her somewhere where you could be alone?\Nope.\You've never felt that way?\Then, what if Yamada had answered udon?\I would've headed to Haneda.\Shikoku\Haneda\I mean, when you say udon, you gotta go to Takamatsu in Shikoku. response:	Like I said, that's precisely why I can't trust you!
context: Nope.\You've never felt that way?\Then, what if Yamada had answered udon?\I would've headed to Haneda.\Shikoku\Haneda\I mean, when you say udon, you gotta go to Takamatsu in Shikoku.\Like I said, that's precisely why I can't trust you! response:	Even now, that image is burned into my mind as if in slow motion.
context: You've never felt that way?\Then, what if Yamada had answered udon?\I would've headed to Haneda.\Shikoku\Haneda\I mean, when you say udon, you gotta go to Takamatsu in Shikoku.\Like I said, that's precisely why I can't trust you!\Even now, that image is burned into my mind as if in slow motion. response:	I'm busy with work right now.
context: Then, what if Yamada had answered udon?\I would've headed to Haneda.\Shikoku\Haneda\I mean, when you say udon, you gotta go to Takamatsu in Shikoku.\Like I said, that's precisely why I can't trust you!\Even now, that image is burned into my mind as if in slow motion.\I'm busy with work right now. response:	I think I finally understand the carelessness that I sense in him.
context: I would've headed to Haneda.\Shikoku\Haneda\I mean, when you say udon, you gotta go to Takamatsu in Shikoku.\Like I said, that's precisely why I can't trust you!\Even now, that image is burned into my mind as if in slow motion.\I'm busy with work right now.\I think I finally understand the carelessness that I sense in him. response:	And the reason I'm attracted to him...
context: Shikoku\Haneda\I mean, when you say udon, you gotta go to Takamatsu in Shikoku.\Like I said, that's precisely why I can't trust you!\Even now, that image is burned into my mind as if in slow motion.\I'm busy with work right now.\I think I finally understand the carelessness that I sense in him.\And the reason I'm attracted to him... response:	And also, the reason why I'm afraid of him.
context: Haneda\I mean, when you say udon, you gotta go to Takamatsu in Shikoku.\Like I said, that's precisely why I can't trust you!\Even now, that image is burned into my mind as if in slow motion.\I'm busy with work right now.\I think I finally understand the carelessness that I sense in him.\And the reason I'm attracted to him...\And also, the reason why I'm afraid of him. response:	If you'd act a little more seriously, I wouldn't have to be acting like such an idiot, Nomiya-san.
context: I mean, when you say udon, you gotta go to Takamatsu in Shikoku.\Like I said, that's precisely why I can't trust you!\Even now, that image is burned into my mind as if in slow motion.\I'm busy with work right now.\I think I finally understand the carelessness that I sense in him.\And the reason I'm attracted to him...\And also, the reason why I'm afraid of him.\If you'd act a little more seriously, I wouldn't have to be acting like such an idiot, Nomiya-san. response:	The time that had stopped began to move.
context: Like I said, that's precisely why I can't trust you!\Even now, that image is burned into my mind as if in slow motion.\I'm busy with work right now.\I think I finally understand the carelessness that I sense in him.\And the reason I'm attracted to him...\And also, the reason why I'm afraid of him.\If you'd act a little more seriously, I wouldn't have to be acting like such an idiot, Nomiya-san.\The time that had stopped began to move. response:	No...
context: Even now, that image is burned into my mind as if in slow motion.\I'm busy with work right now.\I think I finally understand the carelessness that I sense in him.\And the reason I'm attracted to him...\And also, the reason why I'm afraid of him.\If you'd act a little more seriously, I wouldn't have to be acting like such an idiot, Nomiya-san.\The time that had stopped began to move.\No... response:	It never even slowed.
context: I'm busy with work right now.\I think I finally understand the carelessness that I sense in him.\And the reason I'm attracted to him...\And also, the reason why I'm afraid of him.\If you'd act a little more seriously, I wouldn't have to be acting like such an idiot, Nomiya-san.\The time that had stopped began to move.\No...\It never even slowed. response:	Time was streaming down, just like a waterfall.
context: I think I finally understand the carelessness that I sense in him.\And the reason I'm attracted to him...\And also, the reason why I'm afraid of him.\If you'd act a little more seriously, I wouldn't have to be acting like such an idiot, Nomiya-san.\The time that had stopped began to move.\No...\It never even slowed.\Time was streaming down, just like a waterfall. response:	This whole year, while I had been simply standing still...
context: And the reason I'm attracted to him...\And also, the reason why I'm afraid of him.\If you'd act a little more seriously, I wouldn't have to be acting like such an idiot, Nomiya-san.\The time that had stopped began to move.\No...\It never even slowed.\Time was streaming down, just like a waterfall.\This whole year, while I had been simply standing still... response:	What? The rice cooked itself?
context: And also, the reason why I'm afraid of him.\If you'd act a little more seriously, I wouldn't have to be acting like such an idiot, Nomiya-san.\The time that had stopped began to move.\No...\It never even slowed.\Time was streaming down, just like a waterfall.\This whole year, while I had been simply standing still...\What? The rice cooked itself? response:	I'm home.
context: If you'd act a little more seriously, I wouldn't have to be acting like such an idiot, Nomiya-san.\The time that had stopped began to move.\No...\It never even slowed.\Time was streaming down, just like a waterfall.\This whole year, while I had been simply standing still...\What? The rice cooked itself?\I'm home. response:	Oh, the rice is really cooked.
context: The time that had stopped began to move.\No...\It never even slowed.\Time was streaming down, just like a waterfall.\This whole year, while I had been simply standing still...\What? The rice cooked itself?\I'm home.\Oh, the rice is really cooked. response:	Do you want dinner? Or a shower?
context: No...\It never even slowed.\Time was streaming down, just like a waterfall.\This whole year, while I had been simply standing still...\What? The rice cooked itself?\I'm home.\Oh, the rice is really cooked.\Do you want dinner? Or a shower? response:	Or do you want me
context: It never even slowed.\Time was streaming down, just like a waterfall.\This whole year, while I had been simply standing still...\What? The rice cooked itself?\I'm home.\Oh, the rice is really cooked.\Do you want dinner? Or a shower?\Or do you want me response:	Takemoto, here's some of those sweet n' sour meatballs that you like.
context: Time was streaming down, just like a waterfall.\This whole year, while I had been simply standing still...\What? The rice cooked itself?\I'm home.\Oh, the rice is really cooked.\Do you want dinner? Or a shower?\Or do you want me\Takemoto, here's some of those sweet n' sour meatballs that you like. response:	Now, bon appetit!
context: This whole year, while I had been simply standing still...\What? The rice cooked itself?\I'm home.\Oh, the rice is really cooked.\Do you want dinner? Or a shower?\Or do you want me\Takemoto, here's some of those sweet n' sour meatballs that you like.\Now, bon appetit! response:	This table setting really feels like it's from the Showa period...
context: What? The rice cooked itself?\I'm home.\Oh, the rice is really cooked.\Do you want dinner? Or a shower?\Or do you want me\Takemoto, here's some of those sweet n' sour meatballs that you like.\Now, bon appetit!\This table setting really feels like it's from the Showa period... response:	Morita-san, where did you get these?
context: I'm home.\Oh, the rice is really cooked.\Do you want dinner? Or a shower?\Or do you want me\Takemoto, here's some of those sweet n' sour meatballs that you like.\Now, bon appetit!\This table setting really feels like it's from the Showa period...\Morita-san, where did you get these? response:	Well, I was so excited that we could eat dinner together again...
context: Oh, the rice is really cooked.\Do you want dinner? Or a shower?\Or do you want me\Takemoto, here's some of those sweet n' sour meatballs that you like.\Now, bon appetit!\This table setting really feels like it's from the Showa period...\Morita-san, where did you get these?\Well, I was so excited that we could eat dinner together again... response:	So I bought the whole set.
