context: I challenge you! response:	Let's see who can get someone faster!
context: But if I win, you'll buy me a new pair of basketball shoes.\Let's do it!\I'm not going to lose!\The Ex-Girlfriend Love Triangle!?\What the heck is that?\A brush? A sea urchin?\Brush\Urchin response:	Shut up. Today, I'm a new man.
context: Let's do it!\I'm not going to lose!\The Ex-Girlfriend Love Triangle!?\What the heck is that?\A brush? A sea urchin?\Brush\Urchin\Shut up. Today, I'm a new man. response:	Let me fix that for you.
context: I'm not going to lose!\The Ex-Girlfriend Love Triangle!?\What the heck is that?\A brush? A sea urchin?\Brush\Urchin\Shut up. Today, I'm a new man.\Let me fix that for you. response:	Don't touch me, idiot!
context: The Ex-Girlfriend Love Triangle!?\What the heck is that?\A brush? A sea urchin?\Brush\Urchin\Shut up. Today, I'm a new man.\Let me fix that for you.\Don't touch me, idiot! response:	Trying to look cooler, huh? How sickening.
context: What the heck is that?\A brush? A sea urchin?\Brush\Urchin\Shut up. Today, I'm a new man.\Let me fix that for you.\Don't touch me, idiot!\Trying to look cooler, huh? How sickening. response:	Starting today, my popularity is only going to increase.
context: A brush? A sea urchin?\Brush\Urchin\Shut up. Today, I'm a new man.\Let me fix that for you.\Don't touch me, idiot!\Trying to look cooler, huh? How sickening.\Starting today, my popularity is only going to increase. response:	And then you'll be buying those new shoes for me.
context: Brush\Urchin\Shut up. Today, I'm a new man.\Let me fix that for you.\Don't touch me, idiot!\Trying to look cooler, huh? How sickening.\Starting today, my popularity is only going to increase.\And then you'll be buying those new shoes for me. response:	Huh?
context: Urchin\Shut up. Today, I'm a new man.\Let me fix that for you.\Don't touch me, idiot!\Trying to look cooler, huh? How sickening.\Starting today, my popularity is only going to increase.\And then you'll be buying those new shoes for me.\Huh? response:	Suddenly changing your hairstyle won't make you popular, you know.
context: Shut up. Today, I'm a new man.\Let me fix that for you.\Don't touch me, idiot!\Trying to look cooler, huh? How sickening.\Starting today, my popularity is only going to increase.\And then you'll be buying those new shoes for me.\Huh?\Suddenly changing your hairstyle won't make you popular, you know. response:	Same goes for you. What good will it do to start wearing red lipstick all of a sudden?
context: Let me fix that for you.\Don't touch me, idiot!\Trying to look cooler, huh? How sickening.\Starting today, my popularity is only going to increase.\And then you'll be buying those new shoes for me.\Huh?\Suddenly changing your hairstyle won't make you popular, you know.\Same goes for you. What good will it do to start wearing red lipstick all of a sudden? response:	An opening!
context: Don't touch me, idiot!\Trying to look cooler, huh? How sickening.\Starting today, my popularity is only going to increase.\And then you'll be buying those new shoes for me.\Huh?\Suddenly changing your hairstyle won't make you popular, you know.\Same goes for you. What good will it do to start wearing red lipstick all of a sudden?\An opening! response:	Nobu-chan! Chiharu-chan! Let's go home.
context: Trying to look cooler, huh? How sickening.\Starting today, my popularity is only going to increase.\And then you'll be buying those new shoes for me.\Huh?\Suddenly changing your hairstyle won't make you popular, you know.\Same goes for you. What good will it do to start wearing red lipstick all of a sudden?\An opening!\Nobu-chan! Chiharu-chan! Let's go home. response:	What should we do now, darling?
context: Starting today, my popularity is only going to increase.\And then you'll be buying those new shoes for me.\Huh?\Suddenly changing your hairstyle won't make you popular, you know.\Same goes for you. What good will it do to start wearing red lipstick all of a sudden?\An opening!\Nobu-chan! Chiharu-chan! Let's go home.\What should we do now, darling? response:	Well, let's see...
context: And then you'll be buying those new shoes for me.\Huh?\Suddenly changing your hairstyle won't make you popular, you know.\Same goes for you. What good will it do to start wearing red lipstick all of a sudden?\An opening!\Nobu-chan! Chiharu-chan! Let's go home.\What should we do now, darling?\Well, let's see... response:	Th...This feels totally awkward.
context: Huh?\Suddenly changing your hairstyle won't make you popular, you know.\Same goes for you. What good will it do to start wearing red lipstick all of a sudden?\An opening!\Nobu-chan! Chiharu-chan! Let's go home.\What should we do now, darling?\Well, let's see...\Th...This feels totally awkward. response:	That goes for both of us.
context: Suddenly changing your hairstyle won't make you popular, you know.\Same goes for you. What good will it do to start wearing red lipstick all of a sudden?\An opening!\Nobu-chan! Chiharu-chan! Let's go home.\What should we do now, darling?\Well, let's see...\Th...This feels totally awkward.\That goes for both of us. response:	Why are you walking with us anyway?
context: Same goes for you. What good will it do to start wearing red lipstick all of a sudden?\An opening!\Nobu-chan! Chiharu-chan! Let's go home.\What should we do now, darling?\Well, let's see...\Th...This feels totally awkward.\That goes for both of us.\Why are you walking with us anyway? response:	There's some stuff I have to do at Nakao's place.
context: An opening!\Nobu-chan! Chiharu-chan! Let's go home.\What should we do now, darling?\Well, let's see...\Th...This feels totally awkward.\That goes for both of us.\Why are you walking with us anyway?\There's some stuff I have to do at Nakao's place. response:	Man, you ruined my perfectly styled hair after it took so long it almost made me late for school.
context: Nobu-chan! Chiharu-chan! Let's go home.\What should we do now, darling?\Well, let's see...\Th...This feels totally awkward.\That goes for both of us.\Why are you walking with us anyway?\There's some stuff I have to do at Nakao's place.\Man, you ruined my perfectly styled hair after it took so long it almost made me late for school. response:	You're still going on about that?
context: What should we do now, darling?\Well, let's see...\Th...This feels totally awkward.\That goes for both of us.\Why are you walking with us anyway?\There's some stuff I have to do at Nakao's place.\Man, you ruined my perfectly styled hair after it took so long it almost made me late for school.\You're still going on about that? response:	Not only are you small in body, you're small in character, too.
context: Well, let's see...\Th...This feels totally awkward.\That goes for both of us.\Why are you walking with us anyway?\There's some stuff I have to do at Nakao's place.\Man, you ruined my perfectly styled hair after it took so long it almost made me late for school.\You're still going on about that?\Not only are you small in body, you're small in character, too. response:	I'm gonna sue you for defamation!
context: Th...This feels totally awkward.\That goes for both of us.\Why are you walking with us anyway?\There's some stuff I have to do at Nakao's place.\Man, you ruined my perfectly styled hair after it took so long it almost made me late for school.\You're still going on about that?\Not only are you small in body, you're small in character, too.\I'm gonna sue you for defamation! response:	Go ahead, anytime.
context: That goes for both of us.\Why are you walking with us anyway?\There's some stuff I have to do at Nakao's place.\Man, you ruined my perfectly styled hair after it took so long it almost made me late for school.\You're still going on about that?\Not only are you small in body, you're small in character, too.\I'm gonna sue you for defamation!\Go ahead, anytime. response:	Game Center
context: Why are you walking with us anyway?\There's some stuff I have to do at Nakao's place.\Man, you ruined my perfectly styled hair after it took so long it almost made me late for school.\You're still going on about that?\Not only are you small in body, you're small in character, too.\I'm gonna sue you for defamation!\Go ahead, anytime.\Game Center response:	Hey Nakao-chi, let's go get our fortunes told!
context: There's some stuff I have to do at Nakao's place.\Man, you ruined my perfectly styled hair after it took so long it almost made me late for school.\You're still going on about that?\Not only are you small in body, you're small in character, too.\I'm gonna sue you for defamation!\Go ahead, anytime.\Game Center\Hey Nakao-chi, let's go get our fortunes told! response:	Fortunes?
context: Man, you ruined my perfectly styled hair after it took so long it almost made me late for school.\You're still going on about that?\Not only are you small in body, you're small in character, too.\I'm gonna sue you for defamation!\Go ahead, anytime.\Game Center\Hey Nakao-chi, let's go get our fortunes told!\Fortunes? response:	HIRORIRARIN!
context: You're still going on about that?\Not only are you small in body, you're small in character, too.\I'm gonna sue you for defamation!\Go ahead, anytime.\Game Center\Hey Nakao-chi, let's go get our fortunes told!\Fortunes?\HIRORIRARIN! response:	Couple Compatibility
context: Not only are you small in body, you're small in character, too.\I'm gonna sue you for defamation!\Go ahead, anytime.\Game Center\Hey Nakao-chi, let's go get our fortunes told!\Fortunes?\HIRORIRARIN!\Couple Compatibility response:	Wow! Our compatibility is 85!
context: I'm gonna sue you for defamation!\Go ahead, anytime.\Game Center\Hey Nakao-chi, let's go get our fortunes told!\Fortunes?\HIRORIRARIN!\Couple Compatibility\Wow! Our compatibility is 85! response:	Chiharu-chan, Suzuki. You guys should try it, too.
context: Go ahead, anytime.\Game Center\Hey Nakao-chi, let's go get our fortunes told!\Fortunes?\HIRORIRARIN!\Couple Compatibility\Wow! Our compatibility is 85!\Chiharu-chan, Suzuki. You guys should try it, too. response:	Come on, give it a try!
context: Game Center\Hey Nakao-chi, let's go get our fortunes told!\Fortunes?\HIRORIRARIN!\Couple Compatibility\Wow! Our compatibility is 85!\Chiharu-chan, Suzuki. You guys should try it, too.\Come on, give it a try! response:	What do you want to eat?
context: Hey Nakao-chi, let's go get our fortunes told!\Fortunes?\HIRORIRARIN!\Couple Compatibility\Wow! Our compatibility is 85!\Chiharu-chan, Suzuki. You guys should try it, too.\Come on, give it a try!\What do you want to eat? response:	You pick, Nobu-chan.
context: Fortunes?\HIRORIRARIN!\Couple Compatibility\Wow! Our compatibility is 85!\Chiharu-chan, Suzuki. You guys should try it, too.\Come on, give it a try!\What do you want to eat?\You pick, Nobu-chan. response:	Hey Otani, want to go see Umibouzu's concert?
context: HIRORIRARIN!\Couple Compatibility\Wow! Our compatibility is 85!\Chiharu-chan, Suzuki. You guys should try it, too.\Come on, give it a try!\What do you want to eat?\You pick, Nobu-chan.\Hey Otani, want to go see Umibouzu's concert? response:	A friend of mine got two extra tickets and asked me to find people to go.
context: Couple Compatibility\Wow! Our compatibility is 85!\Chiharu-chan, Suzuki. You guys should try it, too.\Come on, give it a try!\What do you want to eat?\You pick, Nobu-chan.\Hey Otani, want to go see Umibouzu's concert?\A friend of mine got two extra tickets and asked me to find people to go. response:	Umibouzu?! Seriously? I'll go!
context: Wow! Our compatibility is 85!\Chiharu-chan, Suzuki. You guys should try it, too.\Come on, give it a try!\What do you want to eat?\You pick, Nobu-chan.\Hey Otani, want to go see Umibouzu's concert?\A friend of mine got two extra tickets and asked me to find people to go.\Umibouzu?! Seriously? I'll go! response:	Huh? You like him too, Koizumi?
context: Chiharu-chan, Suzuki. You guys should try it, too.\Come on, give it a try!\What do you want to eat?\You pick, Nobu-chan.\Hey Otani, want to go see Umibouzu's concert?\A friend of mine got two extra tickets and asked me to find people to go.\Umibouzu?! Seriously? I'll go!\Huh? You like him too, Koizumi? response:	Of course! l love him! He's just awesome!
context: Come on, give it a try!\What do you want to eat?\You pick, Nobu-chan.\Hey Otani, want to go see Umibouzu's concert?\A friend of mine got two extra tickets and asked me to find people to go.\Umibouzu?! Seriously? I'll go!\Huh? You like him too, Koizumi?\Of course! l love him! He's just awesome! response:	Yeah, he's totally awesome, isn't he?!
context: What do you want to eat?\You pick, Nobu-chan.\Hey Otani, want to go see Umibouzu's concert?\A friend of mine got two extra tickets and asked me to find people to go.\Umibouzu?! Seriously? I'll go!\Huh? You like him too, Koizumi?\Of course! l love him! He's just awesome!\Yeah, he's totally awesome, isn't he?! response:	Have you heard his new song?
context: You pick, Nobu-chan.\Hey Otani, want to go see Umibouzu's concert?\A friend of mine got two extra tickets and asked me to find people to go.\Umibouzu?! Seriously? I'll go!\Huh? You like him too, Koizumi?\Of course! l love him! He's just awesome!\Yeah, he's totally awesome, isn't he?!\Have you heard his new song? response:	Of course I have! it's freaking awesome!
context: Hey Otani, want to go see Umibouzu's concert?\A friend of mine got two extra tickets and asked me to find people to go.\Umibouzu?! Seriously? I'll go!\Huh? You like him too, Koizumi?\Of course! l love him! He's just awesome!\Yeah, he's totally awesome, isn't he?!\Have you heard his new song?\Of course I have! it's freaking awesome! response:	It's great! His voice is just amazing, huh?
context: A friend of mine got two extra tickets and asked me to find people to go.\Umibouzu?! Seriously? I'll go!\Huh? You like him too, Koizumi?\Of course! l love him! He's just awesome!\Yeah, he's totally awesome, isn't he?!\Have you heard his new song?\Of course I have! it's freaking awesome!\It's great! His voice is just amazing, huh? response:	Totally, totally.
context: Umibouzu?! Seriously? I'll go!\Huh? You like him too, Koizumi?\Of course! l love him! He's just awesome!\Yeah, he's totally awesome, isn't he?!\Have you heard his new song?\Of course I have! it's freaking awesome!\It's great! His voice is just amazing, huh?\Totally, totally. response:	Why don't you two try going out?
context: Huh? You like him too, Koizumi?\Of course! l love him! He's just awesome!\Yeah, he's totally awesome, isn't he?!\Have you heard his new song?\Of course I have! it's freaking awesome!\It's great! His voice is just amazing, huh?\Totally, totally.\Why don't you two try going out? response:	Huh?
context: Of course! l love him! He's just awesome!\Yeah, he's totally awesome, isn't he?!\Have you heard his new song?\Of course I have! it's freaking awesome!\It's great! His voice is just amazing, huh?\Totally, totally.\Why don't you two try going out?\Huh? response:	What did you say?
context: Yeah, he's totally awesome, isn't he?!\Have you heard his new song?\Of course I have! it's freaking awesome!\It's great! His voice is just amazing, huh?\Totally, totally.\Why don't you two try going out?\Huh?\What did you say? response:	You seem to share the same interests.
context: Have you heard his new song?\Of course I have! it's freaking awesome!\It's great! His voice is just amazing, huh?\Totally, totally.\Why don't you two try going out?\Huh?\What did you say?\You seem to share the same interests. response:	Your compatibility must be pretty high.
context: Of course I have! it's freaking awesome!\It's great! His voice is just amazing, huh?\Totally, totally.\Why don't you two try going out?\Huh?\What did you say?\You seem to share the same interests.\Your compatibility must be pretty high. response:	How are we compatible?!
context: It's great! His voice is just amazing, huh?\Totally, totally.\Why don't you two try going out?\Huh?\What did you say?\You seem to share the same interests.\Your compatibility must be pretty high.\How are we compatible?! response:	You both like Umibouzu, don't you?
context: Totally, totally.\Why don't you two try going out?\Huh?\What did you say?\You seem to share the same interests.\Your compatibility must be pretty high.\How are we compatible?!\You both like Umibouzu, don't you? response:	That just happens to be the case.
context: Why don't you two try going out?\Huh?\What did you say?\You seem to share the same interests.\Your compatibility must be pretty high.\How are we compatible?!\You both like Umibouzu, don't you?\That just happens to be the case. response:	A girl shouldn't say a thing like balls-balls.
context: Huh?\What did you say?\You seem to share the same interests.\Your compatibility must be pretty high.\How are we compatible?!\You both like Umibouzu, don't you?\That just happens to be the case.\A girl shouldn't say a thing like balls-balls. response:	I did not say balls!
context: What did you say?\You seem to share the same interests.\Your compatibility must be pretty high.\How are we compatible?!\You both like Umibouzu, don't you?\That just happens to be the case.\A girl shouldn't say a thing like balls-balls.\I did not say balls! response:	See? I hate girls like this.
context: You seem to share the same interests.\Your compatibility must be pretty high.\How are we compatible?!\You both like Umibouzu, don't you?\That just happens to be the case.\A girl shouldn't say a thing like balls-balls.\I did not say balls!\See? I hate girls like this. response:	I really don't need to hear that from you!
context: Your compatibility must be pretty high.\How are we compatible?!\You both like Umibouzu, don't you?\That just happens to be the case.\A girl shouldn't say a thing like balls-balls.\I did not say balls!\See? I hate girls like this.\I really don't need to hear that from you! response:	Um... excuse me, are you ready to order?
context: How are we compatible?!\You both like Umibouzu, don't you?\That just happens to be the case.\A girl shouldn't say a thing like balls-balls.\I did not say balls!\See? I hate girls like this.\I really don't need to hear that from you!\Um... excuse me, are you ready to order? response:	Uh, sure. Just a second.
context: You both like Umibouzu, don't you?\That just happens to be the case.\A girl shouldn't say a thing like balls-balls.\I did not say balls!\See? I hate girls like this.\I really don't need to hear that from you!\Um... excuse me, are you ready to order?\Uh, sure. Just a second. response:	New Item
context: That just happens to be the case.\A girl shouldn't say a thing like balls-balls.\I did not say balls!\See? I hate girls like this.\I really don't need to hear that from you!\Um... excuse me, are you ready to order?\Uh, sure. Just a second.\New Item response:	A tropical sensation
context: A girl shouldn't say a thing like balls-balls.\I did not say balls!\See? I hate girls like this.\I really don't need to hear that from you!\Um... excuse me, are you ready to order?\Uh, sure. Just a second.\New Item\A tropical sensation response:	Hawaiian Dancer
context: I did not say balls!\See? I hate girls like this.\I really don't need to hear that from you!\Um... excuse me, are you ready to order?\Uh, sure. Just a second.\New Item\A tropical sensation\Hawaiian Dancer response:	Oh! A new item on the menu..
context: See? I hate girls like this.\I really don't need to hear that from you!\Um... excuse me, are you ready to order?\Uh, sure. Just a second.\New Item\A tropical sensation\Hawaiian Dancer\Oh! A new item on the menu.. response:	I have to try this.
context: I really don't need to hear that from you!\Um... excuse me, are you ready to order?\Uh, sure. Just a second.\New Item\A tropical sensation\Hawaiian Dancer\Oh! A new item on the menu..\I have to try this. response:	One Hawaiian Dancer!
context: Um... excuse me, are you ready to order?\Uh, sure. Just a second.\New Item\A tropical sensation\Hawaiian Dancer\Oh! A new item on the menu..\I have to try this.\One Hawaiian Dancer! response:	See?
context: Uh, sure. Just a second.\New Item\A tropical sensation\Hawaiian Dancer\Oh! A new item on the menu..\I have to try this.\One Hawaiian Dancer!\See? response:	You're wrong!
context: New Item\A tropical sensation\Hawaiian Dancer\Oh! A new item on the menu..\I have to try this.\One Hawaiian Dancer!\See?\You're wrong! response:	I want to be in love!
context: A tropical sensation\Hawaiian Dancer\Oh! A new item on the menu..\I have to try this.\One Hawaiian Dancer!\See?\You're wrong!\I want to be in love! response:	Like l said. You should just go for Otani-kun.
context: Hawaiian Dancer\Oh! A new item on the menu..\I have to try this.\One Hawaiian Dancer!\See?\You're wrong!\I want to be in love!\Like l said. You should just go for Otani-kun. response:	Right, Chiharu-chan?
context: Oh! A new item on the menu..\I have to try this.\One Hawaiian Dancer!\See?\You're wrong!\I want to be in love!\Like l said. You should just go for Otani-kun.\Right, Chiharu-chan? response:	Give it a rest.
context: I have to try this.\One Hawaiian Dancer!\See?\You're wrong!\I want to be in love!\Like l said. You should just go for Otani-kun.\Right, Chiharu-chan?\Give it a rest. response:	Why should I have to go for that midget?
context: One Hawaiian Dancer!\See?\You're wrong!\I want to be in love!\Like l said. You should just go for Otani-kun.\Right, Chiharu-chan?\Give it a rest.\Why should I have to go for that midget? response:	I need someone who is at least taller than me.
context: See?\You're wrong!\I want to be in love!\Like l said. You should just go for Otani-kun.\Right, Chiharu-chan?\Give it a rest.\Why should I have to go for that midget?\I need someone who is at least taller than me. response:	But Otani-Kun is pretty popular, you know.
context: You're wrong!\I want to be in love!\Like l said. You should just go for Otani-kun.\Right, Chiharu-chan?\Give it a rest.\Why should I have to go for that midget?\I need someone who is at least taller than me.\But Otani-Kun is pretty popular, you know. response:	You're pulling my leg again.
context: I want to be in love!\Like l said. You should just go for Otani-kun.\Right, Chiharu-chan?\Give it a rest.\Why should I have to go for that midget?\I need someone who is at least taller than me.\But Otani-Kun is pretty popular, you know.\You're pulling my leg again. response:	Then let's go watch the basketball team practice after school, okay?
context: Like l said. You should just go for Otani-kun.\Right, Chiharu-chan?\Give it a rest.\Why should I have to go for that midget?\I need someone who is at least taller than me.\But Otani-Kun is pretty popular, you know.\You're pulling my leg again.\Then let's go watch the basketball team practice after school, okay? response:	Look Those girls are probably from second or third year.
context: Right, Chiharu-chan?\Give it a rest.\Why should I have to go for that midget?\I need someone who is at least taller than me.\But Otani-Kun is pretty popular, you know.\You're pulling my leg again.\Then let's go watch the basketball team practice after school, okay?\Look Those girls are probably from second or third year. response:	He got the ball.
context: Give it a rest.\Why should I have to go for that midget?\I need someone who is at least taller than me.\But Otani-Kun is pretty popular, you know.\You're pulling my leg again.\Then let's go watch the basketball team practice after school, okay?\Look Those girls are probably from second or third year.\He got the ball. response:	Do your best!
context: Why should I have to go for that midget?\I need someone who is at least taller than me.\But Otani-Kun is pretty popular, you know.\You're pulling my leg again.\Then let's go watch the basketball team practice after school, okay?\Look Those girls are probably from second or third year.\He got the ball.\Do your best! response:	They always get worked up watching Otani-kun.
context: I need someone who is at least taller than me.\But Otani-Kun is pretty popular, you know.\You're pulling my leg again.\Then let's go watch the basketball team practice after school, okay?\Look Those girls are probably from second or third year.\He got the ball.\Do your best!\They always get worked up watching Otani-kun. response:	Are you serious?
context: But Otani-Kun is pretty popular, you know.\You're pulling my leg again.\Then let's go watch the basketball team practice after school, okay?\Look Those girls are probably from second or third year.\He got the ball.\Do your best!\They always get worked up watching Otani-kun.\Are you serious? response:	Hmm... the midget is actually pretty good.
context: You're pulling my leg again.\Then let's go watch the basketball team practice after school, okay?\Look Those girls are probably from second or third year.\He got the ball.\Do your best!\They always get worked up watching Otani-kun.\Are you serious?\Hmm... the midget is actually pretty good. response:	Oh. That's quite a jump.
context: Then let's go watch the basketball team practice after school, okay?\Look Those girls are probably from second or third year.\He got the ball.\Do your best!\They always get worked up watching Otani-kun.\Are you serious?\Hmm... the midget is actually pretty good.\Oh. That's quite a jump. response:	Hey, Otani!
context: Look Those girls are probably from second or third year.\He got the ball.\Do your best!\They always get worked up watching Otani-kun.\Are you serious?\Hmm... the midget is actually pretty good.\Oh. That's quite a jump.\Hey, Otani! response:	Don't go for a jump shot just to look cool when you're so short.
context: He got the ball.\Do your best!\They always get worked up watching Otani-kun.\Are you serious?\Hmm... the midget is actually pretty good.\Oh. That's quite a jump.\Hey, Otani!\Don't go for a jump shot just to look cool when you're so short. response:	Why is the coach so upset?
context: Do your best!\They always get worked up watching Otani-kun.\Are you serious?\Hmm... the midget is actually pretty good.\Oh. That's quite a jump.\Hey, Otani!\Don't go for a jump shot just to look cool when you're so short.\Why is the coach so upset? response:	He got it in didn't he?
context: They always get worked up watching Otani-kun.\Are you serious?\Hmm... the midget is actually pretty good.\Oh. That's quite a jump.\Hey, Otani!\Don't go for a jump shot just to look cool when you're so short.\Why is the coach so upset?\He got it in didn't he? response:	He did.
context: Are you serious?\Hmm... the midget is actually pretty good.\Oh. That's quite a jump.\Hey, Otani!\Don't go for a jump shot just to look cool when you're so short.\Why is the coach so upset?\He got it in didn't he?\He did. response:	Think about your height before you jump, shorty.
context: Hmm... the midget is actually pretty good.\Oh. That's quite a jump.\Hey, Otani!\Don't go for a jump shot just to look cool when you're so short.\Why is the coach so upset?\He got it in didn't he?\He did.\Think about your height before you jump, shorty. response:	What the heck?! What an irritating old geezer!
context: Oh. That's quite a jump.\Hey, Otani!\Don't go for a jump shot just to look cool when you're so short.\Why is the coach so upset?\He got it in didn't he?\He did.\Think about your height before you jump, shorty.\What the heck?! What an irritating old geezer! response:	Now, now..
context: Hey, Otani!\Don't go for a jump shot just to look cool when you're so short.\Why is the coach so upset?\He got it in didn't he?\He did.\Think about your height before you jump, shorty.\What the heck?! What an irritating old geezer!\Now, now.. response:	Yes.
context: Don't go for a jump shot just to look cool when you're so short.\Why is the coach so upset?\He got it in didn't he?\He did.\Think about your height before you jump, shorty.\What the heck?! What an irritating old geezer!\Now, now..\Yes. response:	Otani got chewed out by the coach...
context: Why is the coach so upset?\He got it in didn't he?\He did.\Think about your height before you jump, shorty.\What the heck?! What an irritating old geezer!\Now, now..\Yes.\Otani got chewed out by the coach... response:	Awww...
context: He got it in didn't he?\He did.\Think about your height before you jump, shorty.\What the heck?! What an irritating old geezer!\Now, now..\Yes.\Otani got chewed out by the coach...\Awww... response:	C-Cute?
context: He did.\Think about your height before you jump, shorty.\What the heck?! What an irritating old geezer!\Now, now..\Yes.\Otani got chewed out by the coach...\Awww...\C-Cute? response:	C-Cute?
context: Think about your height before you jump, shorty.\What the heck?! What an irritating old geezer!\Now, now..\Yes.\Otani got chewed out by the coach...\Awww...\C-Cute?\C-Cute? response:	He is so
context: What the heck?! What an irritating old geezer!\Now, now..\Yes.\Otani got chewed out by the coach...\Awww...\C-Cute?\C-Cute?\He is so response:	C-Cute?
context: Now, now..\Yes.\Otani got chewed out by the coach...\Awww...\C-Cute?\C-Cute?\He is so\C-Cute? response:	I see. So the midget had this up his sleeve, too.
context: Yes.\Otani got chewed out by the coach...\Awww...\C-Cute?\C-Cute?\He is so\C-Cute?\I see. So the midget had this up his sleeve, too. response:	How underhanded!
context: Otani got chewed out by the coach...\Awww...\C-Cute?\C-Cute?\He is so\C-Cute?\I see. So the midget had this up his sleeve, too.\How underhanded! response:	What's with that ugly face?
context: Awww...\C-Cute?\C-Cute?\He is so\C-Cute?\I see. So the midget had this up his sleeve, too.\How underhanded!\What's with that ugly face? response:	Oh...
context: C-Cute?\C-Cute?\He is so\C-Cute?\I see. So the midget had this up his sleeve, too.\How underhanded!\What's with that ugly face?\Oh... response:	So you're using itty-bitty flower hair clips to make yourself look cute?
context: C-Cute?\He is so\C-Cute?\I see. So the midget had this up his sleeve, too.\How underhanded!\What's with that ugly face?\Oh...\So you're using itty-bitty flower hair clips to make yourself look cute? response:	Huh? I borrowed these from my older sister.
context: He is so\C-Cute?\I see. So the midget had this up his sleeve, too.\How underhanded!\What's with that ugly face?\Oh...\So you're using itty-bitty flower hair clips to make yourself look cute?\Huh? I borrowed these from my older sister. response:	Oh? How cute.
context: C-Cute?\I see. So the midget had this up his sleeve, too.\How underhanded!\What's with that ugly face?\Oh...\So you're using itty-bitty flower hair clips to make yourself look cute?\Huh? I borrowed these from my older sister.\Oh? How cute. response:	You look like a little girl, don't you?
context: I see. So the midget had this up his sleeve, too.\How underhanded!\What's with that ugly face?\Oh...\So you're using itty-bitty flower hair clips to make yourself look cute?\Huh? I borrowed these from my older sister.\Oh? How cute.\You look like a little girl, don't you? response:	What the hell is your problem?!
context: How underhanded!\What's with that ugly face?\Oh...\So you're using itty-bitty flower hair clips to make yourself look cute?\Huh? I borrowed these from my older sister.\Oh? How cute.\You look like a little girl, don't you?\What the hell is your problem?! response:	I'm not gonna lose to you!
context: What's with that ugly face?\Oh...\So you're using itty-bitty flower hair clips to make yourself look cute?\Huh? I borrowed these from my older sister.\Oh? How cute.\You look like a little girl, don't you?\What the hell is your problem?!\I'm not gonna lose to you! response:	Like hell I'll buy you shoes!
context: Oh...\So you're using itty-bitty flower hair clips to make yourself look cute?\Huh? I borrowed these from my older sister.\Oh? How cute.\You look like a little girl, don't you?\What the hell is your problem?!\I'm not gonna lose to you!\Like hell I'll buy you shoes! response:	When the time comes, you'll be the one buying me tons of games!
context: So you're using itty-bitty flower hair clips to make yourself look cute?\Huh? I borrowed these from my older sister.\Oh? How cute.\You look like a little girl, don't you?\What the hell is your problem?!\I'm not gonna lose to you!\Like hell I'll buy you shoes!\When the time comes, you'll be the one buying me tons of games! response:	Huh?!
context: Huh? I borrowed these from my older sister.\Oh? How cute.\You look like a little girl, don't you?\What the hell is your problem?!\I'm not gonna lose to you!\Like hell I'll buy you shoes!\When the time comes, you'll be the one buying me tons of games!\Huh?! response:	What was she talking about?
context: Oh? How cute.\You look like a little girl, don't you?\What the hell is your problem?!\I'm not gonna lose to you!\Like hell I'll buy you shoes!\When the time comes, you'll be the one buying me tons of games!\Huh?!\What was she talking about? response:	I need to do something, otherwise...
context: You look like a little girl, don't you?\What the hell is your problem?!\I'm not gonna lose to you!\Like hell I'll buy you shoes!\When the time comes, you'll be the one buying me tons of games!\Huh?!\What was she talking about?\I need to do something, otherwise... response:	I need to do something.
