context: Water. response:	Earth.
context: Who made you the boss?\I'm not the boss... I'm the leader.\You're the leader? But your voice still cracks!\I'm the oldest and I'm a warrior. So... I'm the leader!\If anyone's the leader, it's Aang. I mean, he is the Avatar.\Are you kidding... he's just a goofy kid!\He's right.\Why do boys always think someone has to be the leader? response:	I bet you wouldn't be so bossy if you kissed a girl.
context: I'm not the boss... I'm the leader.\You're the leader? But your voice still cracks!\I'm the oldest and I'm a warrior. So... I'm the leader!\If anyone's the leader, it's Aang. I mean, he is the Avatar.\Are you kidding... he's just a goofy kid!\He's right.\Why do boys always think someone has to be the leader?\I bet you wouldn't be so bossy if you kissed a girl. response:	I-I've kissed a girl... you... just haven't met her.
context: You're the leader? But your voice still cracks!\I'm the oldest and I'm a warrior. So... I'm the leader!\If anyone's the leader, it's Aang. I mean, he is the Avatar.\Are you kidding... he's just a goofy kid!\He's right.\Why do boys always think someone has to be the leader?\I bet you wouldn't be so bossy if you kissed a girl.\I-I've kissed a girl... you... just haven't met her. response:	Who? Gran-gran? I've met Gran-gran.
context: I'm the oldest and I'm a warrior. So... I'm the leader!\If anyone's the leader, it's Aang. I mean, he is the Avatar.\Are you kidding... he's just a goofy kid!\He's right.\Why do boys always think someone has to be the leader?\I bet you wouldn't be so bossy if you kissed a girl.\I-I've kissed a girl... you... just haven't met her.\Who? Gran-gran? I've met Gran-gran. response:	No... besides Gran-gran.
context: If anyone's the leader, it's Aang. I mean, he is the Avatar.\Are you kidding... he's just a goofy kid!\He's right.\Why do boys always think someone has to be the leader?\I bet you wouldn't be so bossy if you kissed a girl.\I-I've kissed a girl... you... just haven't met her.\Who? Gran-gran? I've met Gran-gran.\No... besides Gran-gran. response:	Look, my instincts tell me we have a better chance of slipping through on foot...
context: Are you kidding... he's just a goofy kid!\He's right.\Why do boys always think someone has to be the leader?\I bet you wouldn't be so bossy if you kissed a girl.\I-I've kissed a girl... you... just haven't met her.\Who? Gran-gran? I've met Gran-gran.\No... besides Gran-gran.\Look, my instincts tell me we have a better chance of slipping through on foot... response:	Okay, we'll try it your way Oh Wise Leader.
context: He's right.\Why do boys always think someone has to be the leader?\I bet you wouldn't be so bossy if you kissed a girl.\I-I've kissed a girl... you... just haven't met her.\Who? Gran-gran? I've met Gran-gran.\No... besides Gran-gran.\Look, my instincts tell me we have a better chance of slipping through on foot...\Okay, we'll try it your way Oh Wise Leader. response:	Who knows... walking might be fun.
context: Why do boys always think someone has to be the leader?\I bet you wouldn't be so bossy if you kissed a girl.\I-I've kissed a girl... you... just haven't met her.\Who? Gran-gran? I've met Gran-gran.\No... besides Gran-gran.\Look, my instincts tell me we have a better chance of slipping through on foot...\Okay, we'll try it your way Oh Wise Leader.\Who knows... walking might be fun. response:	Walking stinks! How do people go anywhere without a flying bison?
context: I bet you wouldn't be so bossy if you kissed a girl.\I-I've kissed a girl... you... just haven't met her.\Who? Gran-gran? I've met Gran-gran.\No... besides Gran-gran.\Look, my instincts tell me we have a better chance of slipping through on foot...\Okay, we'll try it your way Oh Wise Leader.\Who knows... walking might be fun.\Walking stinks! How do people go anywhere without a flying bison? response:	I don't know Aang.
context: I-I've kissed a girl... you... just haven't met her.\Who? Gran-gran? I've met Gran-gran.\No... besides Gran-gran.\Look, my instincts tell me we have a better chance of slipping through on foot...\Okay, we'll try it your way Oh Wise Leader.\Who knows... walking might be fun.\Walking stinks! How do people go anywhere without a flying bison?\I don't know Aang. response:	Why don't you ask Sokka's instincts... they seem to know everything.
context: Who? Gran-gran? I've met Gran-gran.\No... besides Gran-gran.\Look, my instincts tell me we have a better chance of slipping through on foot...\Okay, we'll try it your way Oh Wise Leader.\Who knows... walking might be fun.\Walking stinks! How do people go anywhere without a flying bison?\I don't know Aang.\Why don't you ask Sokka's instincts... they seem to know everything. response:	I'm tired of carrying this pack.
context: No... besides Gran-gran.\Look, my instincts tell me we have a better chance of slipping through on foot...\Okay, we'll try it your way Oh Wise Leader.\Who knows... walking might be fun.\Walking stinks! How do people go anywhere without a flying bison?\I don't know Aang.\Why don't you ask Sokka's instincts... they seem to know everything.\I'm tired of carrying this pack. response:	You know who you should ask to carry it for a while? Sokka's Instincts!
context: Look, my instincts tell me we have a better chance of slipping through on foot...\Okay, we'll try it your way Oh Wise Leader.\Who knows... walking might be fun.\Walking stinks! How do people go anywhere without a flying bison?\I don't know Aang.\Why don't you ask Sokka's instincts... they seem to know everything.\I'm tired of carrying this pack.\You know who you should ask to carry it for a while? Sokka's Instincts! response:	That's a great idea! Hey, Sokka's Instincts, would you mind...
context: Okay, we'll try it your way Oh Wise Leader.\Who knows... walking might be fun.\Walking stinks! How do people go anywhere without a flying bison?\I don't know Aang.\Why don't you ask Sokka's instincts... they seem to know everything.\I'm tired of carrying this pack.\You know who you should ask to carry it for a while? Sokka's Instincts!\That's a great idea! Hey, Sokka's Instincts, would you mind... response:	Okay, okay... I get it.
context: Who knows... walking might be fun.\Walking stinks! How do people go anywhere without a flying bison?\I don't know Aang.\Why don't you ask Sokka's instincts... they seem to know everything.\I'm tired of carrying this pack.\You know who you should ask to carry it for a while? Sokka's Instincts!\That's a great idea! Hey, Sokka's Instincts, would you mind...\Okay, okay... I get it. response:	Look guys, I'm tired too.
context: Walking stinks! How do people go anywhere without a flying bison?\I don't know Aang.\Why don't you ask Sokka's instincts... they seem to know everything.\I'm tired of carrying this pack.\You know who you should ask to carry it for a while? Sokka's Instincts!\That's a great idea! Hey, Sokka's Instincts, would you mind...\Okay, okay... I get it.\Look guys, I'm tired too. response:	But the important thing is that we're safe from... the... Fire... Nation...
context: I don't know Aang.\Why don't you ask Sokka's instincts... they seem to know everything.\I'm tired of carrying this pack.\You know who you should ask to carry it for a while? Sokka's Instincts!\That's a great idea! Hey, Sokka's Instincts, would you mind...\Okay, okay... I get it.\Look guys, I'm tired too.\But the important thing is that we're safe from... the... Fire... Nation... response:	Run!
context: Why don't you ask Sokka's instincts... they seem to know everything.\I'm tired of carrying this pack.\You know who you should ask to carry it for a while? Sokka's Instincts!\That's a great idea! Hey, Sokka's Instincts, would you mind...\Okay, okay... I get it.\Look guys, I'm tired too.\But the important thing is that we're safe from... the... Fire... Nation...\Run! response:	We're cut off!
context: I'm tired of carrying this pack.\You know who you should ask to carry it for a while? Sokka's Instincts!\That's a great idea! Hey, Sokka's Instincts, would you mind...\Okay, okay... I get it.\Look guys, I'm tired too.\But the important thing is that we're safe from... the... Fire... Nation...\Run!\We're cut off! response:	Sokka, your shirt!
context: You know who you should ask to carry it for a while? Sokka's Instincts!\That's a great idea! Hey, Sokka's Instincts, would you mind...\Okay, okay... I get it.\Look guys, I'm tired too.\But the important thing is that we're safe from... the... Fire... Nation...\Run!\We're cut off!\Sokka, your shirt! response:	If you let us pass, we promise not to hurt you.
context: That's a great idea! Hey, Sokka's Instincts, would you mind...\Okay, okay... I get it.\Look guys, I'm tired too.\But the important thing is that we're safe from... the... Fire... Nation...\Run!\We're cut off!\Sokka, your shirt!\If you let us pass, we promise not to hurt you. response:	What are you doing?
context: Okay, okay... I get it.\Look guys, I'm tired too.\But the important thing is that we're safe from... the... Fire... Nation...\Run!\We're cut off!\Sokka, your shirt!\If you let us pass, we promise not to hurt you.\What are you doing? response:	Bluffing?
context: Look guys, I'm tired too.\But the important thing is that we're safe from... the... Fire... Nation...\Run!\We're cut off!\Sokka, your shirt!\If you let us pass, we promise not to hurt you.\What are you doing?\Bluffing? response:	You? Promise not to hurt us?
context: But the important thing is that we're safe from... the... Fire... Nation...\Run!\We're cut off!\Sokka, your shirt!\If you let us pass, we promise not to hurt you.\What are you doing?\Bluffing?\You? Promise not to hurt us? response:	Nice work, Sokka! How'd ya do that?
context: Run!\We're cut off!\Sokka, your shirt!\If you let us pass, we promise not to hurt you.\What are you doing?\Bluffing?\You? Promise not to hurt us?\Nice work, Sokka! How'd ya do that? response:	Uh... instinct?
context: We're cut off!\Sokka, your shirt!\If you let us pass, we promise not to hurt you.\What are you doing?\Bluffing?\You? Promise not to hurt us?\Nice work, Sokka! How'd ya do that?\Uh... instinct? response:	Look!
context: Sokka, your shirt!\If you let us pass, we promise not to hurt you.\What are you doing?\Bluffing?\You? Promise not to hurt us?\Nice work, Sokka! How'd ya do that?\Uh... instinct?\Look! response:	Down you go.
context: If you let us pass, we promise not to hurt you.\What are you doing?\Bluffing?\You? Promise not to hurt us?\Nice work, Sokka! How'd ya do that?\Uh... instinct?\Look!\Down you go. response:	They're in the trees!
context: What are you doing?\Bluffing?\You? Promise not to hurt us?\Nice work, Sokka! How'd ya do that?\Uh... instinct?\Look!\Down you go.\They're in the trees! response:	Hey, he was mine!
context: Bluffing?\You? Promise not to hurt us?\Nice work, Sokka! How'd ya do that?\Uh... instinct?\Look!\Down you go.\They're in the trees!\Hey, he was mine! response:	Gotta be quicker next time.
context: You? Promise not to hurt us?\Nice work, Sokka! How'd ya do that?\Uh... instinct?\Look!\Down you go.\They're in the trees!\Hey, he was mine!\Gotta be quicker next time. response:	Man!
context: Nice work, Sokka! How'd ya do that?\Uh... instinct?\Look!\Down you go.\They're in the trees!\Hey, he was mine!\Gotta be quicker next time.\Man! response:	Hey.
context: Uh... instinct?\Look!\Down you go.\They're in the trees!\Hey, he was mine!\Gotta be quicker next time.\Man!\Hey. response:	Hi.
context: Look!\Down you go.\They're in the trees!\Hey, he was mine!\Gotta be quicker next time.\Man!\Hey.\Hi. response:	You just took out a whole army almost single-handed!
context: Down you go.\They're in the trees!\Hey, he was mine!\Gotta be quicker next time.\Man!\Hey.\Hi.\You just took out a whole army almost single-handed! response:	Army? Pfft. There were only, like, twenty guys!
context: They're in the trees!\Hey, he was mine!\Gotta be quicker next time.\Man!\Hey.\Hi.\You just took out a whole army almost single-handed!\Army? Pfft. There were only, like, twenty guys! response:	My name is Jet, and these are my Freedom Fighters.
context: Hey, he was mine!\Gotta be quicker next time.\Man!\Hey.\Hi.\You just took out a whole army almost single-handed!\Army? Pfft. There were only, like, twenty guys!\My name is Jet, and these are my Freedom Fighters. response:	Sneers... Longshot... Smellerbee... The Duke and Pipsqueak.
context: Gotta be quicker next time.\Man!\Hey.\Hi.\You just took out a whole army almost single-handed!\Army? Pfft. There were only, like, twenty guys!\My name is Jet, and these are my Freedom Fighters.\Sneers... Longshot... Smellerbee... The Duke and Pipsqueak. response:	Pipsqueak... that's a funny name.
context: Man!\Hey.\Hi.\You just took out a whole army almost single-handed!\Army? Pfft. There were only, like, twenty guys!\My name is Jet, and these are my Freedom Fighters.\Sneers... Longshot... Smellerbee... The Duke and Pipsqueak.\Pipsqueak... that's a funny name. response:	You think my name is funny?
context: Hey.\Hi.\You just took out a whole army almost single-handed!\Army? Pfft. There were only, like, twenty guys!\My name is Jet, and these are my Freedom Fighters.\Sneers... Longshot... Smellerbee... The Duke and Pipsqueak.\Pipsqueak... that's a funny name.\You think my name is funny? response:	It's hilarious.
context: Hi.\You just took out a whole army almost single-handed!\Army? Pfft. There were only, like, twenty guys!\My name is Jet, and these are my Freedom Fighters.\Sneers... Longshot... Smellerbee... The Duke and Pipsqueak.\Pipsqueak... that's a funny name.\You think my name is funny?\It's hilarious. response:	Um... thanks for saving us Jet. We were lucky you were there.
context: You just took out a whole army almost single-handed!\Army? Pfft. There were only, like, twenty guys!\My name is Jet, and these are my Freedom Fighters.\Sneers... Longshot... Smellerbee... The Duke and Pipsqueak.\Pipsqueak... that's a funny name.\You think my name is funny?\It's hilarious.\Um... thanks for saving us Jet. We were lucky you were there. response:	I should be thanking you. We were waiting to ambush those soldiers all morning...
context: Army? Pfft. There were only, like, twenty guys!\My name is Jet, and these are my Freedom Fighters.\Sneers... Longshot... Smellerbee... The Duke and Pipsqueak.\Pipsqueak... that's a funny name.\You think my name is funny?\It's hilarious.\Um... thanks for saving us Jet. We were lucky you were there.\I should be thanking you. We were waiting to ambush those soldiers all morning... response:	We were relying on instincts.
context: My name is Jet, and these are my Freedom Fighters.\Sneers... Longshot... Smellerbee... The Duke and Pipsqueak.\Pipsqueak... that's a funny name.\You think my name is funny?\It's hilarious.\Um... thanks for saving us Jet. We were lucky you were there.\I should be thanking you. We were waiting to ambush those soldiers all morning...\We were relying on instincts. response:	You'll get yourself killed doing that.
context: Sneers... Longshot... Smellerbee... The Duke and Pipsqueak.\Pipsqueak... that's a funny name.\You think my name is funny?\It's hilarious.\Um... thanks for saving us Jet. We were lucky you were there.\I should be thanking you. We were waiting to ambush those soldiers all morning...\We were relying on instincts.\You'll get yourself killed doing that. response:	Hey Jet... these barrels are filled with blasting jelly.
context: Pipsqueak... that's a funny name.\You think my name is funny?\It's hilarious.\Um... thanks for saving us Jet. We were lucky you were there.\I should be thanking you. We were waiting to ambush those soldiers all morning...\We were relying on instincts.\You'll get yourself killed doing that.\Hey Jet... these barrels are filled with blasting jelly. response:	That's a great score.
context: You think my name is funny?\It's hilarious.\Um... thanks for saving us Jet. We were lucky you were there.\I should be thanking you. We were waiting to ambush those soldiers all morning...\We were relying on instincts.\You'll get yourself killed doing that.\Hey Jet... these barrels are filled with blasting jelly.\That's a great score. response:	And these boxes are filled with jelly candy!
context: It's hilarious.\Um... thanks for saving us Jet. We were lucky you were there.\I should be thanking you. We were waiting to ambush those soldiers all morning...\We were relying on instincts.\You'll get yourself killed doing that.\Hey Jet... these barrels are filled with blasting jelly.\That's a great score.\And these boxes are filled with jelly candy! response:	Also good. Let's not get those mixed up.
context: Um... thanks for saving us Jet. We were lucky you were there.\I should be thanking you. We were waiting to ambush those soldiers all morning...\We were relying on instincts.\You'll get yourself killed doing that.\Hey Jet... these barrels are filled with blasting jelly.\That's a great score.\And these boxes are filled with jelly candy!\Also good. Let's not get those mixed up. response:	We'll take the stuff back to the hideout.
context: I should be thanking you. We were waiting to ambush those soldiers all morning...\We were relying on instincts.\You'll get yourself killed doing that.\Hey Jet... these barrels are filled with blasting jelly.\That's a great score.\And these boxes are filled with jelly candy!\Also good. Let's not get those mixed up.\We'll take the stuff back to the hideout. response:	You guys have a hideout?
context: We were relying on instincts.\You'll get yourself killed doing that.\Hey Jet... these barrels are filled with blasting jelly.\That's a great score.\And these boxes are filled with jelly candy!\Also good. Let's not get those mixed up.\We'll take the stuff back to the hideout.\You guys have a hideout? response:	You wanna see it?
context: You'll get yourself killed doing that.\Hey Jet... these barrels are filled with blasting jelly.\That's a great score.\And these boxes are filled with jelly candy!\Also good. Let's not get those mixed up.\We'll take the stuff back to the hideout.\You guys have a hideout?\You wanna see it? response:	Yes we wanna see it!
context: Hey Jet... these barrels are filled with blasting jelly.\That's a great score.\And these boxes are filled with jelly candy!\Also good. Let's not get those mixed up.\We'll take the stuff back to the hideout.\You guys have a hideout?\You wanna see it?\Yes we wanna see it! response:	We're here.
context: That's a great score.\And these boxes are filled with jelly candy!\Also good. Let's not get those mixed up.\We'll take the stuff back to the hideout.\You guys have a hideout?\You wanna see it?\Yes we wanna see it!\We're here. response:	Where... there's nothing here?!
context: And these boxes are filled with jelly candy!\Also good. Let's not get those mixed up.\We'll take the stuff back to the hideout.\You guys have a hideout?\You wanna see it?\Yes we wanna see it!\We're here.\Where... there's nothing here?! response:	Hold this.
context: Also good. Let's not get those mixed up.\We'll take the stuff back to the hideout.\You guys have a hideout?\You wanna see it?\Yes we wanna see it!\We're here.\Where... there's nothing here?!\Hold this. response:	Why... what's this do?
context: We'll take the stuff back to the hideout.\You guys have a hideout?\You wanna see it?\Yes we wanna see it!\We're here.\Where... there's nothing here?!\Hold this.\Why... what's this do? response:	Aang?
context: You guys have a hideout?\You wanna see it?\Yes we wanna see it!\We're here.\Where... there's nothing here?!\Hold this.\Why... what's this do?\Aang? response:	I'll get up on my own.
context: You wanna see it?\Yes we wanna see it!\We're here.\Where... there's nothing here?!\Hold this.\Why... what's this do?\Aang?\I'll get up on my own. response:	Grab hold of me Katara.
context: Yes we wanna see it!\We're here.\Where... there's nothing here?!\Hold this.\Why... what's this do?\Aang?\I'll get up on my own.\Grab hold of me Katara. response:	Nice place you got!
context: We're here.\Where... there's nothing here?!\Hold this.\Why... what's this do?\Aang?\I'll get up on my own.\Grab hold of me Katara.\Nice place you got! response:	It's beautiful up here!
context: Where... there's nothing here?!\Hold this.\Why... what's this do?\Aang?\I'll get up on my own.\Grab hold of me Katara.\Nice place you got!\It's beautiful up here! response:	It's beautiful... and more importantly the Fire Nation can't find us.
context: Hold this.\Why... what's this do?\Aang?\I'll get up on my own.\Grab hold of me Katara.\Nice place you got!\It's beautiful up here!\It's beautiful... and more importantly the Fire Nation can't find us. response:	They would love to find you. Wouldn't they, Jet?
context: Why... what's this do?\Aang?\I'll get up on my own.\Grab hold of me Katara.\Nice place you got!\It's beautiful up here!\It's beautiful... and more importantly the Fire Nation can't find us.\They would love to find you. Wouldn't they, Jet? response:	It's not gonna happen, Smellerbee.
context: Aang?\I'll get up on my own.\Grab hold of me Katara.\Nice place you got!\It's beautiful up here!\It's beautiful... and more importantly the Fire Nation can't find us.\They would love to find you. Wouldn't they, Jet?\It's not gonna happen, Smellerbee. response:	Why does the Fire Nation want to find you?
context: I'll get up on my own.\Grab hold of me Katara.\Nice place you got!\It's beautiful up here!\It's beautiful... and more importantly the Fire Nation can't find us.\They would love to find you. Wouldn't they, Jet?\It's not gonna happen, Smellerbee.\Why does the Fire Nation want to find you? response:	I guess you could say I've been causing them a little trouble.
context: Grab hold of me Katara.\Nice place you got!\It's beautiful up here!\It's beautiful... and more importantly the Fire Nation can't find us.\They would love to find you. Wouldn't they, Jet?\It's not gonna happen, Smellerbee.\Why does the Fire Nation want to find you?\I guess you could say I've been causing them a little trouble. response:	See, they took over a nearby Earth Kingdom town a few years back.
context: Nice place you got!\It's beautiful up here!\It's beautiful... and more importantly the Fire Nation can't find us.\They would love to find you. Wouldn't they, Jet?\It's not gonna happen, Smellerbee.\Why does the Fire Nation want to find you?\I guess you could say I've been causing them a little trouble.\See, they took over a nearby Earth Kingdom town a few years back. response:	We've been ambushin' their troops, cutting off their supply lines,...
context: It's beautiful up here!\It's beautiful... and more importantly the Fire Nation can't find us.\They would love to find you. Wouldn't they, Jet?\It's not gonna happen, Smellerbee.\Why does the Fire Nation want to find you?\I guess you could say I've been causing them a little trouble.\See, they took over a nearby Earth Kingdom town a few years back.\We've been ambushin' their troops, cutting off their supply lines,... response:	One day, we'll drive the Fire Nation out of here for good and free that town.
context: It's beautiful... and more importantly the Fire Nation can't find us.\They would love to find you. Wouldn't they, Jet?\It's not gonna happen, Smellerbee.\Why does the Fire Nation want to find you?\I guess you could say I've been causing them a little trouble.\See, they took over a nearby Earth Kingdom town a few years back.\We've been ambushin' their troops, cutting off their supply lines,...\One day, we'll drive the Fire Nation out of here for good and free that town. response:	That's so brave.
context: They would love to find you. Wouldn't they, Jet?\It's not gonna happen, Smellerbee.\Why does the Fire Nation want to find you?\I guess you could say I've been causing them a little trouble.\See, they took over a nearby Earth Kingdom town a few years back.\We've been ambushin' their troops, cutting off their supply lines,...\One day, we'll drive the Fire Nation out of here for good and free that town.\That's so brave. response:	Yeah, nothing's braver than a guy in a treehouse.
