context: Pre! Preparation! response:	I'm not strong
context: P-re-prepare, p-re-prepare, p-re-prepare, cracking apart\P-re-prepare, p-re-prepare, p-re-prepare\If you're not paying attention, be prepared for a poking attack from my fingers\I'm little, but I'll squish you; you're as tiny as a flea to me\What I want is a plastic heart (plus, plus, but it's a minus)\But that's boring; when I'd notice it, I'd have won against you\Love is something that's bittersweet\Simple and clear yet complex and strange stuff response:	I'm only worrying about things that don't matter
context: P-re-prepare, p-re-prepare, p-re-prepare\If you're not paying attention, be prepared for a poking attack from my fingers\I'm little, but I'll squish you; you're as tiny as a flea to me\What I want is a plastic heart (plus, plus, but it's a minus)\But that's boring; when I'd notice it, I'd have won against you\Love is something that's bittersweet\Simple and clear yet complex and strange stuff\I'm only worrying about things that don't matter response:	How does it feel? It feels like that
context: If you're not paying attention, be prepared for a poking attack from my fingers\I'm little, but I'll squish you; you're as tiny as a flea to me\What I want is a plastic heart (plus, plus, but it's a minus)\But that's boring; when I'd notice it, I'd have won against you\Love is something that's bittersweet\Simple and clear yet complex and strange stuff\I'm only worrying about things that don't matter\How does it feel? It feels like that response:	You're gentle and sincere yet eccentric
context: I'm little, but I'll squish you; you're as tiny as a flea to me\What I want is a plastic heart (plus, plus, but it's a minus)\But that's boring; when I'd notice it, I'd have won against you\Love is something that's bittersweet\Simple and clear yet complex and strange stuff\I'm only worrying about things that don't matter\How does it feel? It feels like that\You're gentle and sincere yet eccentric response:	I pretend to be strong all over and compete against you
context: What I want is a plastic heart (plus, plus, but it's a minus)\But that's boring; when I'd notice it, I'd have won against you\Love is something that's bittersweet\Simple and clear yet complex and strange stuff\I'm only worrying about things that don't matter\How does it feel? It feels like that\You're gentle and sincere yet eccentric\I pretend to be strong all over and compete against you response:	Just by being honest, it's so stimulating and I feel dizzy
context: But that's boring; when I'd notice it, I'd have won against you\Love is something that's bittersweet\Simple and clear yet complex and strange stuff\I'm only worrying about things that don't matter\How does it feel? It feels like that\You're gentle and sincere yet eccentric\I pretend to be strong all over and compete against you\Just by being honest, it's so stimulating and I feel dizzy response:	I get hurt, I hurt you, in a preparation of pure feelings
context: Love is something that's bittersweet\Simple and clear yet complex and strange stuff\I'm only worrying about things that don't matter\How does it feel? It feels like that\You're gentle and sincere yet eccentric\I pretend to be strong all over and compete against you\Just by being honest, it's so stimulating and I feel dizzy\I get hurt, I hurt you, in a preparation of pure feelings response:	In my head, there's always a pre-parade of pure feelings all by myself
context: Simple and clear yet complex and strange stuff\I'm only worrying about things that don't matter\How does it feel? It feels like that\You're gentle and sincere yet eccentric\I pretend to be strong all over and compete against you\Just by being honest, it's so stimulating and I feel dizzy\I get hurt, I hurt you, in a preparation of pure feelings\In my head, there's always a pre-parade of pure feelings all by myself response:	ba ni ra
context: I'm only worrying about things that don't matter\How does it feel? It feels like that\You're gentle and sincere yet eccentric\I pretend to be strong all over and compete against you\Just by being honest, it's so stimulating and I feel dizzy\I get hurt, I hurt you, in a preparation of pure feelings\In my head, there's always a pre-parade of pure feelings all by myself\ba ni ra response:	With vanilla salt
context: How does it feel? It feels like that\You're gentle and sincere yet eccentric\I pretend to be strong all over and compete against you\Just by being honest, it's so stimulating and I feel dizzy\I get hurt, I hurt you, in a preparation of pure feelings\In my head, there's always a pre-parade of pure feelings all by myself\ba ni ra\With vanilla salt response:	vanilla
context: You're gentle and sincere yet eccentric\I pretend to be strong all over and compete against you\Just by being honest, it's so stimulating and I feel dizzy\I get hurt, I hurt you, in a preparation of pure feelings\In my head, there's always a pre-parade of pure feelings all by myself\ba ni ra\With vanilla salt\vanilla response:	If it's just sweet
context: I pretend to be strong all over and compete against you\Just by being honest, it's so stimulating and I feel dizzy\I get hurt, I hurt you, in a preparation of pure feelings\In my head, there's always a pre-parade of pure feelings all by myself\ba ni ra\With vanilla salt\vanilla\If it's just sweet response:	Then let's put salt on
context: Just by being honest, it's so stimulating and I feel dizzy\I get hurt, I hurt you, in a preparation of pure feelings\In my head, there's always a pre-parade of pure feelings all by myself\ba ni ra\With vanilla salt\vanilla\If it's just sweet\Then let's put salt on response:	Because I want you to know more about me
context: I get hurt, I hurt you, in a preparation of pure feelings\In my head, there's always a pre-parade of pure feelings all by myself\ba ni ra\With vanilla salt\vanilla\If it's just sweet\Then let's put salt on\Because I want you to know more about me response:	More than anyone else, I want to bare my self
context: In my head, there's always a pre-parade of pure feelings all by myself\ba ni ra\With vanilla salt\vanilla\If it's just sweet\Then let's put salt on\Because I want you to know more about me\More than anyone else, I want to bare my self response:	But I can't do it, I've got nothing for experience
context: ba ni ra\With vanilla salt\vanilla\If it's just sweet\Then let's put salt on\Because I want you to know more about me\More than anyone else, I want to bare my self\But I can't do it, I've got nothing for experience response:	It's too frustrating
context: With vanilla salt\vanilla\If it's just sweet\Then let's put salt on\Because I want you to know more about me\More than anyone else, I want to bare my self\But I can't do it, I've got nothing for experience\It's too frustrating response:	But a love that's just sweet
context: vanilla\If it's just sweet\Then let's put salt on\Because I want you to know more about me\More than anyone else, I want to bare my self\But I can't do it, I've got nothing for experience\It's too frustrating\But a love that's just sweet response:	Is slightly different from what I'm seeking
context: If it's just sweet\Then let's put salt on\Because I want you to know more about me\More than anyone else, I want to bare my self\But I can't do it, I've got nothing for experience\It's too frustrating\But a love that's just sweet\Is slightly different from what I'm seeking response:	If I'm told it's white
context: Then let's put salt on\Because I want you to know more about me\More than anyone else, I want to bare my self\But I can't do it, I've got nothing for experience\It's too frustrating\But a love that's just sweet\Is slightly different from what I'm seeking\If I'm told it's white response:	I'd say it's black
context: Because I want you to know more about me\More than anyone else, I want to bare my self\But I can't do it, I've got nothing for experience\It's too frustrating\But a love that's just sweet\Is slightly different from what I'm seeking\If I'm told it's white\I'd say it's black response:	I can't be honest
context: More than anyone else, I want to bare my self\But I can't do it, I've got nothing for experience\It's too frustrating\But a love that's just sweet\Is slightly different from what I'm seeking\If I'm told it's white\I'd say it's black\I can't be honest response:	I say one thing but do another
context: But I can't do it, I've got nothing for experience\It's too frustrating\But a love that's just sweet\Is slightly different from what I'm seeking\If I'm told it's white\I'd say it's black\I can't be honest\I say one thing but do another response:	If I'm told, I love you
context: It's too frustrating\But a love that's just sweet\Is slightly different from what I'm seeking\If I'm told it's white\I'd say it's black\I can't be honest\I say one thing but do another\If I'm told, I love you response:	I'd say, I hate you
context: But a love that's just sweet\Is slightly different from what I'm seeking\If I'm told it's white\I'd say it's black\I can't be honest\I say one thing but do another\If I'm told, I love you\I'd say, I hate you response:	I'm happy, but what am I saying?
context: Is slightly different from what I'm seeking\If I'm told it's white\I'd say it's black\I can't be honest\I say one thing but do another\If I'm told, I love you\I'd say, I hate you\I'm happy, but what am I saying? response:	Like putting salt
context: If I'm told it's white\I'd say it's black\I can't be honest\I say one thing but do another\If I'm told, I love you\I'd say, I hate you\I'm happy, but what am I saying?\Like putting salt response:	Into sweet vanilla...
context: I'd say it's black\I can't be honest\I say one thing but do another\If I'm told, I love you\I'd say, I hate you\I'm happy, but what am I saying?\Like putting salt\Into sweet vanilla... response:	Oohashi High School Cultural Festival (Part One)
context: I can't be honest\I say one thing but do another\If I'm told, I love you\I'd say, I hate you\I'm happy, but what am I saying?\Like putting salt\Into sweet vanilla...\Oohashi High School Cultural Festival (Part One) response:	Victory is ours!!
context: I say one thing but do another\If I'm told, I love you\I'd say, I hate you\I'm happy, but what am I saying?\Like putting salt\Into sweet vanilla...\Oohashi High School Cultural Festival (Part One)\Victory is ours!! response:	Men's dressing room
context: If I'm told, I love you\I'd say, I hate you\I'm happy, but what am I saying?\Like putting salt\Into sweet vanilla...\Oohashi High School Cultural Festival (Part One)\Victory is ours!!\Men's dressing room response:	Men's dressing room
context: I'd say, I hate you\I'm happy, but what am I saying?\Like putting salt\Into sweet vanilla...\Oohashi High School Cultural Festival (Part One)\Victory is ours!!\Men's dressing room\Men's dressing room response:	Men's dressing room
context: I'm happy, but what am I saying?\Like putting salt\Into sweet vanilla...\Oohashi High School Cultural Festival (Part One)\Victory is ours!!\Men's dressing room\Men's dressing room\Men's dressing room response:	Men's dressing room
context: Like putting salt\Into sweet vanilla...\Oohashi High School Cultural Festival (Part One)\Victory is ours!!\Men's dressing room\Men's dressing room\Men's dressing room\Men's dressing room response:	Men's dressing room
context: Into sweet vanilla...\Oohashi High School Cultural Festival (Part One)\Victory is ours!!\Men's dressing room\Men's dressing room\Men's dressing room\Men's dressing room\Men's dressing room response:	Men's dressing room
context: Oohashi High School Cultural Festival (Part One)\Victory is ours!!\Men's dressing room\Men's dressing room\Men's dressing room\Men's dressing room\Men's dressing room\Men's dressing room response:	Topic
context: Victory is ours!!\Men's dressing room\Men's dressing room\Men's dressing room\Men's dressing room\Men's dressing room\Men's dressing room\Topic response:	Cultural Festival
context: Men's dressing room\Men's dressing room\Men's dressing room\Men's dressing room\Men's dressing room\Men's dressing room\Topic\Cultural Festival response:	Topic
context: Men's dressing room\Men's dressing room\Men's dressing room\Men's dressing room\Men's dressing room\Topic\Cultural Festival\Topic response:	Cultural Festival Committee Member
context: Men's dressing room\Men's dressing room\Men's dressing room\Men's dressing room\Topic\Cultural Festival\Topic\Cultural Festival Committee Member response:	Haruta Kouji
context: Men's dressing room\Men's dressing room\Men's dressing room\Topic\Cultural Festival\Topic\Cultural Festival Committee Member\Haruta Kouji response:	Same
context: Men's dressing room\Men's dressing room\Topic\Cultural Festival\Topic\Cultural Festival Committee Member\Haruta Kouji\Same response:	Kawashima Ami
context: Men's dressing room\Topic\Cultural Festival\Topic\Cultural Festival Committee Member\Haruta Kouji\Same\Kawashima Ami response:	Pro-wrestling Show
context: Topic\Cultural Festival\Topic\Cultural Festival Committee Member\Haruta Kouji\Same\Kawashima Ami\Pro-wrestling Show response:	(Serious)
context: Cultural Festival\Topic\Cultural Festival Committee Member\Haruta Kouji\Same\Kawashima Ami\Pro-wrestling Show\(Serious) response:	Balance
context: Topic\Cultural Festival Committee Member\Haruta Kouji\Same\Kawashima Ami\Pro-wrestling Show\(Serious)\Balance response:	0 Yen
context: Cultural Festival Committee Member\Haruta Kouji\Same\Kawashima Ami\Pro-wrestling Show\(Serious)\Balance\0 Yen response:	Incoming
context: Haruta Kouji\Same\Kawashima Ami\Pro-wrestling Show\(Serious)\Balance\0 Yen\Incoming response:	Call
context: Same\Kawashima Ami\Pro-wrestling Show\(Serious)\Balance\0 Yen\Incoming\Call response:	Shitty
context: Kawashima Ami\Pro-wrestling Show\(Serious)\Balance\0 Yen\Incoming\Call\Shitty response:	Old Man
context: Pro-wrestling Show\(Serious)\Balance\0 Yen\Incoming\Call\Shitty\Old Man response:	Vaisravana's Heaven
context: (Serious)\Balance\0 Yen\Incoming\Call\Shitty\Old Man\Vaisravana's Heaven response:	Vaisravana's Heaven
context: Balance\0 Yen\Incoming\Call\Shitty\Old Man\Vaisravana's Heaven\Vaisravana's Heaven response:	Vaisravana's Heaven
context: 0 Yen\Incoming\Call\Shitty\Old Man\Vaisravana's Heaven\Vaisravana's Heaven\Vaisravana's Heaven response:	Vaisravana's Heaven
context: Incoming\Call\Shitty\Old Man\Vaisravana's Heaven\Vaisravana's Heaven\Vaisravana's Heaven\Vaisravana's Heaven response:	Cultural Festival Class Exhibition
context: Call\Shitty\Old Man\Vaisravana's Heaven\Vaisravana's Heaven\Vaisravana's Heaven\Vaisravana's Heaven\Cultural Festival Class Exhibition response:	Cultural Festival Class Exhibition
context: Shitty\Old Man\Vaisravana's Heaven\Vaisravana's Heaven\Vaisravana's Heaven\Vaisravana's Heaven\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition response:	Cultural Festival Class Exhibition
context: Old Man\Vaisravana's Heaven\Vaisravana's Heaven\Vaisravana's Heaven\Vaisravana's Heaven\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition response:	Cultural Festival Class Exhibition
context: Vaisravana's Heaven\Vaisravana's Heaven\Vaisravana's Heaven\Vaisravana's Heaven\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition response:	Cultural Festival Class Exhibition
context: Vaisravana's Heaven\Vaisravana's Heaven\Vaisravana's Heaven\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition response:	Cultural Festival Class Exhibition
context: Vaisravana's Heaven\Vaisravana's Heaven\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition response:	Cultural Festival Class Exhibition
context: Vaisravana's Heaven\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition response:	Cultural Festival Class Exhibition
context: Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition response:	YearhhhClass
context: Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\YearhhhClass response:	YearhhhClass
context: Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\YearhhhClass\YearhhhClass response:	YearhhhClass
context: Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\YearhhhClass\YearhhhClass\YearhhhClass response:	YearhhhClass
context: Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\YearhhhClass\YearhhhClass\YearhhhClass\YearhhhClass response:	YearhhhClass
context: Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\YearhhhClass\YearhhhClass\YearhhhClass\YearhhhClass\YearhhhClass response:	YearhhhClass
context: Cultural Festival Class Exhibition\Cultural Festival Class Exhibition\YearhhhClass\YearhhhClass\YearhhhClass\YearhhhClass\YearhhhClass\YearhhhClass response:	YearhhhClass
context: Cultural Festival Class Exhibition\YearhhhClass\YearhhhClass\YearhhhClass\YearhhhClass\YearhhhClass\YearhhhClass\YearhhhClass response:	2hhhhhhC
context: YearhhhClass\YearhhhClass\YearhhhClass\YearhhhClass\YearhhhClass\YearhhhClass\YearhhhClass\2hhhhhhC response:	2hhhhhhC
context: YearhhhClass\YearhhhClass\YearhhhClass\YearhhhClass\YearhhhClass\YearhhhClass\2hhhhhhC\2hhhhhhC response:	2hhhhhhC
context: YearhhhClass\YearhhhClass\YearhhhClass\YearhhhClass\YearhhhClass\2hhhhhhC\2hhhhhhC\2hhhhhhC response:	2hhhhhhC
context: YearhhhClass\YearhhhClass\YearhhhClass\YearhhhClass\2hhhhhhC\2hhhhhhC\2hhhhhhC\2hhhhhhC response:	2hhhhhhC
context: YearhhhClass\YearhhhClass\YearhhhClass\2hhhhhhC\2hhhhhhC\2hhhhhhC\2hhhhhhC\2hhhhhhC response:	2hhhhhhC
context: YearhhhClass\YearhhhClass\2hhhhhhC\2hhhhhhC\2hhhhhhC\2hhhhhhC\2hhhhhhC\2hhhhhhC response:	2hhhhhhC
context: YearhhhClass\2hhhhhhC\2hhhhhhC\2hhhhhhC\2hhhhhhC\2hhhhhhC\2hhhhhhC\2hhhhhhC response:	Koigaku
context: 2hhhhhhC\2hhhhhhC\2hhhhhhC\2hhhhhhC\2hhhhhhC\2hhhhhhC\2hhhhhhC\Koigaku response:	Koigaku
context: 2hhhhhhC\2hhhhhhC\2hhhhhhC\2hhhhhhC\2hhhhhhC\2hhhhhhC\Koigaku\Koigaku response:	Koigaku
context: 2hhhhhhC\2hhhhhhC\2hhhhhhC\2hhhhhhC\2hhhhhhC\Koigaku\Koigaku\Koigaku response:	Koigaku
context: 2hhhhhhC\2hhhhhhC\2hhhhhhC\2hhhhhhC\Koigaku\Koigaku\Koigaku\Koigaku response:	Koigaku
context: 2hhhhhhC\2hhhhhhC\2hhhhhhC\Koigaku\Koigaku\Koigaku\Koigaku\Koigaku response:	Koigaku
context: 2hhhhhhC\2hhhhhhC\Koigaku\Koigaku\Koigaku\Koigaku\Koigaku\Koigaku response:	Koigaku
context: 2hhhhhhC\Koigaku\Koigaku\Koigaku\Koigaku\Koigaku\Koigaku\Koigaku response:	Koigaku
context: Koigaku\Koigaku\Koigaku\Koigaku\Koigaku\Koigaku\Koigaku\Koigaku response:	Koigaku
context: Koigaku\Koigaku\Koigaku\Koigaku\Koigaku\Koigaku\Koigaku\Koigaku response:	Pro-wrestling
context: Koigaku\Koigaku\Koigaku\Koigaku\Koigaku\Koigaku\Koigaku\Pro-wrestling response:	Pro-wrestling
context: Koigaku\Koigaku\Koigaku\Koigaku\Koigaku\Koigaku\Pro-wrestling\Pro-wrestling response:	Pro-wrestling
context: Koigaku\Koigaku\Koigaku\Koigaku\Koigaku\Pro-wrestling\Pro-wrestling\Pro-wrestling response:	Pro-wrestling
context: Koigaku\Koigaku\Koigaku\Koigaku\Pro-wrestling\Pro-wrestling\Pro-wrestling\Pro-wrestling response:	Pro-wrestling
context: Koigaku\Koigaku\Koigaku\Pro-wrestling\Pro-wrestling\Pro-wrestling\Pro-wrestling\Pro-wrestling response:	Pro-wrestling
context: Koigaku\Koigaku\Pro-wrestling\Pro-wrestling\Pro-wrestling\Pro-wrestling\Pro-wrestling\Pro-wrestling response:	Pro-wrestling
context: Koigaku\Pro-wrestling\Pro-wrestling\Pro-wrestling\Pro-wrestling\Pro-wrestling\Pro-wrestling\Pro-wrestling response:	Show
context: Pro-wrestling\Pro-wrestling\Pro-wrestling\Pro-wrestling\Pro-wrestling\Pro-wrestling\Pro-wrestling\Show response:	Show
context: Pro-wrestling\Pro-wrestling\Pro-wrestling\Pro-wrestling\Pro-wrestling\Pro-wrestling\Show\Show response:	Show
context: Pro-wrestling\Pro-wrestling\Pro-wrestling\Pro-wrestling\Pro-wrestling\Show\Show\Show response:	Show
context: Pro-wrestling\Pro-wrestling\Pro-wrestling\Pro-wrestling\Show\Show\Show\Show response:	Show
context: Pro-wrestling\Pro-wrestling\Pro-wrestling\Show\Show\Show\Show\Show response:	Show
context: Pro-wrestling\Pro-wrestling\Show\Show\Show\Show\Show\Show response:	Show
context: Pro-wrestling\Show\Show\Show\Show\Show\Show\Show response:	(Serious!)
context: Show\Show\Show\Show\Show\Show\Show\(Serious!) response:	(Serious!)
context: Show\Show\Show\Show\Show\Show\(Serious!)\(Serious!) response:	(Serious!)
context: Show\Show\Show\Show\Show\(Serious!)\(Serious!)\(Serious!) response:	(Serious!)
context: Show\Show\Show\Show\(Serious!)\(Serious!)\(Serious!)\(Serious!) response:	(Serious!)
context: Show\Show\Show\(Serious!)\(Serious!)\(Serious!)\(Serious!)\(Serious!) response:	(Serious!)
context: Show\Show\(Serious!)\(Serious!)\(Serious!)\(Serious!)\(Serious!)\(Serious!) response:	(Serious!)
context: Show\(Serious!)\(Serious!)\(Serious!)\(Serious!)\(Serious!)\(Serious!)\(Serious!) response:	(Serious!)
context: (Serious!)\(Serious!)\(Serious!)\(Serious!)\(Serious!)\(Serious!)\(Serious!)\(Serious!) response:	(Serious!)
context: (Serious!)\(Serious!)\(Serious!)\(Serious!)\(Serious!)\(Serious!)\(Serious!)\(Serious!) response:	(Serious!)
context: (Serious!)\(Serious!)\(Serious!)\(Serious!)\(Serious!)\(Serious!)\(Serious!)\(Serious!) response:	(Serious!)
context: (Serious!)\(Serious!)\(Serious!)\(Serious!)\(Serious!)\(Serious!)\(Serious!)\(Serious!) response:	APPROVED
context: (Serious!)\(Serious!)\(Serious!)\(Serious!)\(Serious!)\(Serious!)\(Serious!)\APPROVED response:	APPROVED
context: (Serious!)\(Serious!)\(Serious!)\(Serious!)\(Serious!)\(Serious!)\APPROVED\APPROVED response:	APPROVED
context: (Serious!)\(Serious!)\(Serious!)\(Serious!)\(Serious!)\APPROVED\APPROVED\APPROVED response:	APPROVED
context: (Serious!)\(Serious!)\(Serious!)\(Serious!)\APPROVED\APPROVED\APPROVED\APPROVED response:	Next Episode Preview
context: (Serious!)\(Serious!)\(Serious!)\APPROVED\APPROVED\APPROVED\APPROVED\Next Episode Preview response:	Oohashi High School Cultural Festival (Part Two)
context: (Serious!)\(Serious!)\APPROVED\APPROVED\APPROVED\APPROVED\Next Episode Preview\Oohashi High School Cultural Festival (Part Two) response:	It's so hot...
context: (Serious!)\APPROVED\APPROVED\APPROVED\APPROVED\Next Episode Preview\Oohashi High School Cultural Festival (Part Two)\It's so hot... response:	Today's the start of September, so why is it so hot this morning?
context: APPROVED\APPROVED\APPROVED\APPROVED\Next Episode Preview\Oohashi High School Cultural Festival (Part Two)\It's so hot...\Today's the start of September, so why is it so hot this morning? response:	We had to eat the leftover curry quickly...
context: APPROVED\APPROVED\APPROVED\Next Episode Preview\Oohashi High School Cultural Festival (Part Two)\It's so hot...\Today's the start of September, so why is it so hot this morning?\We had to eat the leftover curry quickly... response:	Good morning, Minorin!
context: APPROVED\APPROVED\Next Episode Preview\Oohashi High School Cultural Festival (Part Two)\It's so hot...\Today's the start of September, so why is it so hot this morning?\We had to eat the leftover curry quickly...\Good morning, Minorin! response:	Hey, hey, you two!
context: APPROVED\Next Episode Preview\Oohashi High School Cultural Festival (Part Two)\It's so hot...\Today's the start of September, so why is it so hot this morning?\We had to eat the leftover curry quickly...\Good morning, Minorin!\Hey, hey, you two! response:	How you been doing?
context: Next Episode Preview\Oohashi High School Cultural Festival (Part Two)\It's so hot...\Today's the start of September, so why is it so hot this morning?\We had to eat the leftover curry quickly...\Good morning, Minorin!\Hey, hey, you two!\How you been doing? response:	Y-Yeah! Kushieda, how have -
context: Oohashi High School Cultural Festival (Part Two)\It's so hot...\Today's the start of September, so why is it so hot this morning?\We had to eat the leftover curry quickly...\Good morning, Minorin!\Hey, hey, you two!\How you been doing?\Y-Yeah! Kushieda, how have - response:	Hey, everyone!
context: It's so hot...\Today's the start of September, so why is it so hot this morning?\We had to eat the leftover curry quickly...\Good morning, Minorin!\Hey, hey, you two!\How you been doing?\Y-Yeah! Kushieda, how have -\Hey, everyone! response:	Have you done your summer homework?!
context: Today's the start of September, so why is it so hot this morning?\We had to eat the leftover curry quickly...\Good morning, Minorin!\Hey, hey, you two!\How you been doing?\Y-Yeah! Kushieda, how have -\Hey, everyone!\Have you done your summer homework?! response:	Did you brush your teeth?!
context: We had to eat the leftover curry quickly...\Good morning, Minorin!\Hey, hey, you two!\How you been doing?\Y-Yeah! Kushieda, how have -\Hey, everyone!\Have you done your summer homework?!\Did you brush your teeth?! response:	Did you take a bath?!
context: Good morning, Minorin!\Hey, hey, you two!\How you been doing?\Y-Yeah! Kushieda, how have -\Hey, everyone!\Have you done your summer homework?!\Did you brush your teeth?!\Did you take a bath?! response:	What's up with you, Haruta? You're way too cheerful.
context: Hey, hey, you two!\How you been doing?\Y-Yeah! Kushieda, how have -\Hey, everyone!\Have you done your summer homework?!\Did you brush your teeth?!\Did you take a bath?!\What's up with you, Haruta? You're way too cheerful. response:	Oh, could it be that something happened over summer break?
context: How you been doing?\Y-Yeah! Kushieda, how have -\Hey, everyone!\Have you done your summer homework?!\Did you brush your teeth?!\Did you take a bath?!\What's up with you, Haruta? You're way too cheerful.\Oh, could it be that something happened over summer break? response:	The summer break is so old!
context: Y-Yeah! Kushieda, how have -\Hey, everyone!\Have you done your summer homework?!\Did you brush your teeth?!\Did you take a bath?!\What's up with you, Haruta? You're way too cheerful.\Oh, could it be that something happened over summer break?\The summer break is so old! response:	Second semester is the new cool!
context: Hey, everyone!\Have you done your summer homework?!\Did you brush your teeth?!\Did you take a bath?!\What's up with you, Haruta? You're way too cheerful.\Oh, could it be that something happened over summer break?\The summer break is so old!\Second semester is the new cool! response:	Onwards to the new stage: the cultural festival!
context: Have you done your summer homework?!\Did you brush your teeth?!\Did you take a bath?!\What's up with you, Haruta? You're way too cheerful.\Oh, could it be that something happened over summer break?\The summer break is so old!\Second semester is the new cool!\Onwards to the new stage: the cultural festival! response:	Or maybe something new!
context: Did you brush your teeth?!\Did you take a bath?!\What's up with you, Haruta? You're way too cheerful.\Oh, could it be that something happened over summer break?\The summer break is so old!\Second semester is the new cool!\Onwards to the new stage: the cultural festival!\Or maybe something new! response:	Must be nice...
context: Did you take a bath?!\What's up with you, Haruta? You're way too cheerful.\Oh, could it be that something happened over summer break?\The summer break is so old!\Second semester is the new cool!\Onwards to the new stage: the cultural festival!\Or maybe something new!\Must be nice... response:	Y-Yuri-chan-sensei!
context: What's up with you, Haruta? You're way too cheerful.\Oh, could it be that something happened over summer break?\The summer break is so old!\Second semester is the new cool!\Onwards to the new stage: the cultural festival!\Or maybe something new!\Must be nice...\Y-Yuri-chan-sensei! response:	But that's how it is... of course something happened...
