context: eye catch response:	Pre! Preparation!
context: So sleepy...\Geez.\You tossed your skirt in the laundry basket with a tissue still in its pocket, didn't you?\It was a disaster.\Also, make sure that you separate your clothes based on their colours.\The dark coloured ones go in the orange basket -\Shut up! Shut up!\Stop nitpicking over every little thing! response:	Guys are supposed to go out with a ba -
context: Geez.\You tossed your skirt in the laundry basket with a tissue still in its pocket, didn't you?\It was a disaster.\Also, make sure that you separate your clothes based on their colours.\The dark coloured ones go in the orange basket -\Shut up! Shut up!\Stop nitpicking over every little thing!\Guys are supposed to go out with a ba - response:	We want a home run!
context: You tossed your skirt in the laundry basket with a tissue still in its pocket, didn't you?\It was a disaster.\Also, make sure that you separate your clothes based on their colours.\The dark coloured ones go in the orange basket -\Shut up! Shut up!\Stop nitpicking over every little thing!\Guys are supposed to go out with a ba -\We want a home run! response:	Yay, yay, yay!
context: It was a disaster.\Also, make sure that you separate your clothes based on their colours.\The dark coloured ones go in the orange basket -\Shut up! Shut up!\Stop nitpicking over every little thing!\Guys are supposed to go out with a ba -\We want a home run!\Yay, yay, yay! response:	We want a home run!
context: Also, make sure that you separate your clothes based on their colours.\The dark coloured ones go in the orange basket -\Shut up! Shut up!\Stop nitpicking over every little thing!\Guys are supposed to go out with a ba -\We want a home run!\Yay, yay, yay!\We want a home run! response:	Yay, yay, yay!
context: The dark coloured ones go in the orange basket -\Shut up! Shut up!\Stop nitpicking over every little thing!\Guys are supposed to go out with a ba -\We want a home run!\Yay, yay, yay!\We want a home run!\Yay, yay, yay! response:	Hit one now! Yay!
context: Shut up! Shut up!\Stop nitpicking over every little thing!\Guys are supposed to go out with a ba -\We want a home run!\Yay, yay, yay!\We want a home run!\Yay, yay, yay!\Hit one now! Yay! response:	Hit one now! Yay!
context: Stop nitpicking over every little thing!\Guys are supposed to go out with a ba -\We want a home run!\Yay, yay, yay!\We want a home run!\Yay, yay, yay!\Hit one now! Yay!\Hit one now! Yay! response:	We want a home run!
context: Guys are supposed to go out with a ba -\We want a home run!\Yay, yay, yay!\We want a home run!\Yay, yay, yay!\Hit one now! Yay!\Hit one now! Yay!\We want a home run! response:	Yay, yay, yay!
context: We want a home run!\Yay, yay, yay!\We want a home run!\Yay, yay, yay!\Hit one now! Yay!\Hit one now! Yay!\We want a home run!\Yay, yay, yay! response:	Don't worry about it!
context: Yay, yay, yay!\We want a home run!\Yay, yay, yay!\Hit one now! Yay!\Hit one now! Yay!\We want a home run!\Yay, yay, yay!\Don't worry about it! response:	All right!
context: We want a home run!\Yay, yay, yay!\Hit one now! Yay!\Hit one now! Yay!\We want a home run!\Yay, yay, yay!\Don't worry about it!\All right! response:	And now... it's time for the great Minori.
context: Yay, yay, yay!\Hit one now! Yay!\Hit one now! Yay!\We want a home run!\Yay, yay, yay!\Don't worry about it!\All right!\And now... it's time for the great Minori. response:	Fight, captain!
context: Hit one now! Yay!\Hit one now! Yay!\We want a home run!\Yay, yay, yay!\Don't worry about it!\All right!\And now... it's time for the great Minori.\Fight, captain! response:	My, my, thanks for cheering me on!
context: Hit one now! Yay!\We want a home run!\Yay, yay, yay!\Don't worry about it!\All right!\And now... it's time for the great Minori.\Fight, captain!\My, my, thanks for cheering me on! response:	Kushieda...
context: We want a home run!\Yay, yay, yay!\Don't worry about it!\All right!\And now... it's time for the great Minori.\Fight, captain!\My, my, thanks for cheering me on!\Kushieda... response:	Give me your best shot!
context: Yay, yay, yay!\Don't worry about it!\All right!\And now... it's time for the great Minori.\Fight, captain!\My, my, thanks for cheering me on!\Kushieda...\Give me your best shot! response:	That refreshing smile...
context: Don't worry about it!\All right!\And now... it's time for the great Minori.\Fight, captain!\My, my, thanks for cheering me on!\Kushieda...\Give me your best shot!\That refreshing smile... response:	Kushieda... That sparkling sweat...
context: All right!\And now... it's time for the great Minori.\Fight, captain!\My, my, thanks for cheering me on!\Kushieda...\Give me your best shot!\That refreshing smile...\Kushieda... That sparkling sweat... response:	First base! Yay!
context: And now... it's time for the great Minori.\Fight, captain!\My, my, thanks for cheering me on!\Kushieda...\Give me your best shot!\That refreshing smile...\Kushieda... That sparkling sweat...\First base! Yay! response:	Second base! Yay!
context: Fight, captain!\My, my, thanks for cheering me on!\Kushieda...\Give me your best shot!\That refreshing smile...\Kushieda... That sparkling sweat...\First base! Yay!\Second base! Yay! response:	Turning at the third base, and we have a home run!
context: My, my, thanks for cheering me on!\Kushieda...\Give me your best shot!\That refreshing smile...\Kushieda... That sparkling sweat...\First base! Yay!\Second base! Yay!\Turning at the third base, and we have a home run! response:	That off-pitch singing...
context: Kushieda...\Give me your best shot!\That refreshing smile...\Kushieda... That sparkling sweat...\First base! Yay!\Second base! Yay!\Turning at the third base, and we have a home run!\That off-pitch singing... response:	Home in!
context: Give me your best shot!\That refreshing smile...\Kushieda... That sparkling sweat...\First base! Yay!\Second base! Yay!\Turning at the third base, and we have a home run!\That off-pitch singing...\Home in! response:	Oh, Kushieda... You're as wonderful as always...
context: That refreshing smile...\Kushieda... That sparkling sweat...\First base! Yay!\Second base! Yay!\Turning at the third base, and we have a home run!\That off-pitch singing...\Home in!\Oh, Kushieda... You're as wonderful as always... response:	Stop it with that lewd look, you disgusting dog.
context: Kushieda... That sparkling sweat...\First base! Yay!\Second base! Yay!\Turning at the third base, and we have a home run!\That off-pitch singing...\Home in!\Oh, Kushieda... You're as wonderful as always...\Stop it with that lewd look, you disgusting dog. response:	Kushieda, about the co-ed practice on the weekend...
context: First base! Yay!\Second base! Yay!\Turning at the third base, and we have a home run!\That off-pitch singing...\Home in!\Oh, Kushieda... You're as wonderful as always...\Stop it with that lewd look, you disgusting dog.\Kushieda, about the co-ed practice on the weekend... response:	Oh hey, Kitamura-kun. I was about to -
context: Second base! Yay!\Turning at the third base, and we have a home run!\That off-pitch singing...\Home in!\Oh, Kushieda... You're as wonderful as always...\Stop it with that lewd look, you disgusting dog.\Kushieda, about the co-ed practice on the weekend...\Oh hey, Kitamura-kun. I was about to - response:	Hey, are you listening to me, you stupid dog?!
context: Turning at the third base, and we have a home run!\That off-pitch singing...\Home in!\Oh, Kushieda... You're as wonderful as always...\Stop it with that lewd look, you disgusting dog.\Kushieda, about the co-ed practice on the weekend...\Oh hey, Kitamura-kun. I was about to -\Hey, are you listening to me, you stupid dog?! response:	Stop doing that -
context: That off-pitch singing...\Home in!\Oh, Kushieda... You're as wonderful as always...\Stop it with that lewd look, you disgusting dog.\Kushieda, about the co-ed practice on the weekend...\Oh hey, Kitamura-kun. I was about to -\Hey, are you listening to me, you stupid dog?!\Stop doing that - response:	Hey!
context: Home in!\Oh, Kushieda... You're as wonderful as always...\Stop it with that lewd look, you disgusting dog.\Kushieda, about the co-ed practice on the weekend...\Oh hey, Kitamura-kun. I was about to -\Hey, are you listening to me, you stupid dog?!\Stop doing that -\Hey! response:	Wait!
context: Oh, Kushieda... You're as wonderful as always...\Stop it with that lewd look, you disgusting dog.\Kushieda, about the co-ed practice on the weekend...\Oh hey, Kitamura-kun. I was about to -\Hey, are you listening to me, you stupid dog?!\Stop doing that -\Hey!\Wait! response:	Taiga, stop-!
context: Stop it with that lewd look, you disgusting dog.\Kushieda, about the co-ed practice on the weekend...\Oh hey, Kitamura-kun. I was about to -\Hey, are you listening to me, you stupid dog?!\Stop doing that -\Hey!\Wait!\Taiga, stop-! response:	Take that!
context: Kushieda, about the co-ed practice on the weekend...\Oh hey, Kitamura-kun. I was about to -\Hey, are you listening to me, you stupid dog?!\Stop doing that -\Hey!\Wait!\Taiga, stop-!\Take that! response:	Even the Go Home Club is getting their morning run,
context: Oh hey, Kitamura-kun. I was about to -\Hey, are you listening to me, you stupid dog?!\Stop doing that -\Hey!\Wait!\Taiga, stop-!\Take that!\Even the Go Home Club is getting their morning run, response:	good and proper.
context: Hey, are you listening to me, you stupid dog?!\Stop doing that -\Hey!\Wait!\Taiga, stop-!\Take that!\Even the Go Home Club is getting their morning run,\good and proper. response:	Your health comes first, after all.
context: Stop doing that -\Hey!\Wait!\Taiga, stop-!\Take that!\Even the Go Home Club is getting their morning run,\good and proper.\Your health comes first, after all. response:	A cellphone decoration?
context: Hey!\Wait!\Taiga, stop-!\Take that!\Even the Go Home Club is getting their morning run,\good and proper.\Your health comes first, after all.\A cellphone decoration? response:	You're really skilled with your fingers.
context: Wait!\Taiga, stop-!\Take that!\Even the Go Home Club is getting their morning run,\good and proper.\Your health comes first, after all.\A cellphone decoration?\You're really skilled with your fingers. response:	You could say that.
context: Taiga, stop-!\Take that!\Even the Go Home Club is getting their morning run,\good and proper.\Your health comes first, after all.\A cellphone decoration?\You're really skilled with your fingers.\You could say that. response:	I might not look it, but I'm rather good with my hands.
context: Take that!\Even the Go Home Club is getting their morning run,\good and proper.\Your health comes first, after all.\A cellphone decoration?\You're really skilled with your fingers.\You could say that.\I might not look it, but I'm rather good with my hands. response:	What's Kushieda doing?
context: Even the Go Home Club is getting their morning run,\good and proper.\Your health comes first, after all.\A cellphone decoration?\You're really skilled with your fingers.\You could say that.\I might not look it, but I'm rather good with my hands.\What's Kushieda doing? response:	All right, one down!
context: good and proper.\Your health comes first, after all.\A cellphone decoration?\You're really skilled with your fingers.\You could say that.\I might not look it, but I'm rather good with my hands.\What's Kushieda doing?\All right, one down! response:	Next up is...
context: Your health comes first, after all.\A cellphone decoration?\You're really skilled with your fingers.\You could say that.\I might not look it, but I'm rather good with my hands.\What's Kushieda doing?\All right, one down!\Next up is... response:	What's up with that smothered voice?
context: A cellphone decoration?\You're really skilled with your fingers.\You could say that.\I might not look it, but I'm rather good with my hands.\What's Kushieda doing?\All right, one down!\Next up is...\What's up with that smothered voice? response:	Um, y-you see...
context: You're really skilled with your fingers.\You could say that.\I might not look it, but I'm rather good with my hands.\What's Kushieda doing?\All right, one down!\Next up is...\What's up with that smothered voice?\Um, y-you see... response:	Hey, why don't I decorate yours too, Takasu-kun?
context: You could say that.\I might not look it, but I'm rather good with my hands.\What's Kushieda doing?\All right, one down!\Next up is...\What's up with that smothered voice?\Um, y-you see...\Hey, why don't I decorate yours too, Takasu-kun? response:	You see, I'm a part-time cellphone decorator.
context: I might not look it, but I'm rather good with my hands.\What's Kushieda doing?\All right, one down!\Next up is...\What's up with that smothered voice?\Um, y-you see...\Hey, why don't I decorate yours too, Takasu-kun?\You see, I'm a part-time cellphone decorator. response:	D-Decorator?
context: What's Kushieda doing?\All right, one down!\Next up is...\What's up with that smothered voice?\Um, y-you see...\Hey, why don't I decorate yours too, Takasu-kun?\You see, I'm a part-time cellphone decorator.\D-Decorator? response:	I'll spell out Ryuuji with purple Swarovski stones on yours.
context: All right, one down!\Next up is...\What's up with that smothered voice?\Um, y-you see...\Hey, why don't I decorate yours too, Takasu-kun?\You see, I'm a part-time cellphone decorator.\D-Decorator?\I'll spell out Ryuuji with purple Swarovski stones on yours. response:	She'd do that for me?
context: Next up is...\What's up with that smothered voice?\Um, y-you see...\Hey, why don't I decorate yours too, Takasu-kun?\You see, I'm a part-time cellphone decorator.\D-Decorator?\I'll spell out Ryuuji with purple Swarovski stones on yours.\She'd do that for me? response:	No, I-I'm all rig...
context: What's up with that smothered voice?\Um, y-you see...\Hey, why don't I decorate yours too, Takasu-kun?\You see, I'm a part-time cellphone decorator.\D-Decorator?\I'll spell out Ryuuji with purple Swarovski stones on yours.\She'd do that for me?\No, I-I'm all rig... response:	Kushieda.
context: Um, y-you see...\Hey, why don't I decorate yours too, Takasu-kun?\You see, I'm a part-time cellphone decorator.\D-Decorator?\I'll spell out Ryuuji with purple Swarovski stones on yours.\She'd do that for me?\No, I-I'm all rig...\Kushieda. response:	Please decorate ours, too.
context: Hey, why don't I decorate yours too, Takasu-kun?\You see, I'm a part-time cellphone decorator.\D-Decorator?\I'll spell out Ryuuji with purple Swarovski stones on yours.\She'd do that for me?\No, I-I'm all rig...\Kushieda.\Please decorate ours, too. response:	I see, more orders!
context: You see, I'm a part-time cellphone decorator.\D-Decorator?\I'll spell out Ryuuji with purple Swarovski stones on yours.\She'd do that for me?\No, I-I'm all rig...\Kushieda.\Please decorate ours, too.\I see, more orders! response:	On this paper,
context: D-Decorator?\I'll spell out Ryuuji with purple Swarovski stones on yours.\She'd do that for me?\No, I-I'm all rig...\Kushieda.\Please decorate ours, too.\I see, more orders!\On this paper, response:	write down your name, the colour you want, and a small drawing.
context: I'll spell out Ryuuji with purple Swarovski stones on yours.\She'd do that for me?\No, I-I'm all rig...\Kushieda.\Please decorate ours, too.\I see, more orders!\On this paper,\write down your name, the colour you want, and a small drawing. response:	To give it a lovely feel, I'll go with a large heart and the colour pink.
context: She'd do that for me?\No, I-I'm all rig...\Kushieda.\Please decorate ours, too.\I see, more orders!\On this paper,\write down your name, the colour you want, and a small drawing.\To give it a lovely feel, I'll go with a large heart and the colour pink. response:	That's lovely!
context: No, I-I'm all rig...\Kushieda.\Please decorate ours, too.\I see, more orders!\On this paper,\write down your name, the colour you want, and a small drawing.\To give it a lovely feel, I'll go with a large heart and the colour pink.\That's lovely! response:	So she's a part-time cellphone decorator...
