context: What was that all about? response:	What do you mean?
context: If you knew she was cheating,\why didn't you tell me what she was doing?\I could've won if you had!\Pledge eight: Being caught cheating during a game is grounds for an instant loss, right?\That's right.\And thanks to you, I lost!\I lost my chance to become king, and everything is over!\In other words... response:	She's mad that she lost, so she's taking it out on us?
context: why didn't you tell me what she was doing?\I could've won if you had!\Pledge eight: Being caught cheating during a game is grounds for an instant loss, right?\That's right.\And thanks to you, I lost!\I lost my chance to become king, and everything is over!\In other words...\She's mad that she lost, so she's taking it out on us? response:	She fell for it.
context: I could've won if you had!\Pledge eight: Being caught cheating during a game is grounds for an instant loss, right?\That's right.\And thanks to you, I lost!\I lost my chance to become king, and everything is over!\In other words...\She's mad that she lost, so she's taking it out on us?\She fell for it. response:	I see.
context: Pledge eight: Being caught cheating during a game is grounds for an instant loss, right?\That's right.\And thanks to you, I lost!\I lost my chance to become king, and everything is over!\In other words...\She's mad that she lost, so she's taking it out on us?\She fell for it.\I see. response:	You couldn't even figure out a simple trick like that,
context: That's right.\And thanks to you, I lost!\I lost my chance to become king, and everything is over!\In other words...\She's mad that she lost, so she's taking it out on us?\She fell for it.\I see.\You couldn't even figure out a simple trick like that, response:	so you lost everything you owned and now you're taking it out on us?
context: And thanks to you, I lost!\I lost my chance to become king, and everything is over!\In other words...\She's mad that she lost, so she's taking it out on us?\She fell for it.\I see.\You couldn't even figure out a simple trick like that,\so you lost everything you owned and now you're taking it out on us? response:	What a joke.
context: I lost my chance to become king, and everything is over!\In other words...\She's mad that she lost, so she's taking it out on us?\She fell for it.\I see.\You couldn't even figure out a simple trick like that,\so you lost everything you owned and now you're taking it out on us?\What a joke. response:	What?
context: In other words...\She's mad that she lost, so she's taking it out on us?\She fell for it.\I see.\You couldn't even figure out a simple trick like that,\so you lost everything you owned and now you're taking it out on us?\What a joke.\What? response:	And when a child calls you on it, you blow up in rage at every little thing.
context: She's mad that she lost, so she's taking it out on us?\She fell for it.\I see.\You couldn't even figure out a simple trick like that,\so you lost everything you owned and now you're taking it out on us?\What a joke.\What?\And when a child calls you on it, you blow up in rage at every little thing. response:	You're simple-minded. Easily riled.
context: She fell for it.\I see.\You couldn't even figure out a simple trick like that,\so you lost everything you owned and now you're taking it out on us?\What a joke.\What?\And when a child calls you on it, you blow up in rage at every little thing.\You're simple-minded. Easily riled. response:	You can't control your emotions,
context: I see.\You couldn't even figure out a simple trick like that,\so you lost everything you owned and now you're taking it out on us?\What a joke.\What?\And when a child calls you on it, you blow up in rage at every little thing.\You're simple-minded. Easily riled.\You can't control your emotions, response:	and you're too conservative to take risks.
context: You couldn't even figure out a simple trick like that,\so you lost everything you owned and now you're taking it out on us?\What a joke.\What?\And when a child calls you on it, you blow up in rage at every little thing.\You're simple-minded. Easily riled.\You can't control your emotions,\and you're too conservative to take risks. response:	To be blunt, you never had a chance.
context: so you lost everything you owned and now you're taking it out on us?\What a joke.\What?\And when a child calls you on it, you blow up in rage at every little thing.\You're simple-minded. Easily riled.\You can't control your emotions,\and you're too conservative to take risks.\To be blunt, you never had a chance. response:	If it's the foolish king's blood in you,
context: What a joke.\What?\And when a child calls you on it, you blow up in rage at every little thing.\You're simple-minded. Easily riled.\You can't control your emotions,\and you're too conservative to take risks.\To be blunt, you never had a chance.\If it's the foolish king's blood in you, response:	it's no wonder you lose all the time.
context: What?\And when a child calls you on it, you blow up in rage at every little thing.\You're simple-minded. Easily riled.\You can't control your emotions,\and you're too conservative to take risks.\To be blunt, you never had a chance.\If it's the foolish king's blood in you,\it's no wonder you lose all the time. response:	Take that back.
context: And when a child calls you on it, you blow up in rage at every little thing.\You're simple-minded. Easily riled.\You can't control your emotions,\and you're too conservative to take risks.\To be blunt, you never had a chance.\If it's the foolish king's blood in you,\it's no wonder you lose all the time.\Take that back. response:	Say what you want about me,
context: You're simple-minded. Easily riled.\You can't control your emotions,\and you're too conservative to take risks.\To be blunt, you never had a chance.\If it's the foolish king's blood in you,\it's no wonder you lose all the time.\Take that back.\Say what you want about me, response:	but I won't let you insult my grandfather!
context: You can't control your emotions,\and you're too conservative to take risks.\To be blunt, you never had a chance.\If it's the foolish king's blood in you,\it's no wonder you lose all the time.\Take that back.\Say what you want about me,\but I won't let you insult my grandfather! response:	You take that back this instant!
context: and you're too conservative to take risks.\To be blunt, you never had a chance.\If it's the foolish king's blood in you,\it's no wonder you lose all the time.\Take that back.\Say what you want about me,\but I won't let you insult my grandfather!\You take that back this instant! response:	If you're getting mad, that means I'm right again.
context: To be blunt, you never had a chance.\If it's the foolish king's blood in you,\it's no wonder you lose all the time.\Take that back.\Say what you want about me,\but I won't let you insult my grandfather!\You take that back this instant!\If you're getting mad, that means I'm right again. response:	Obviously the granddaughter of a foolish king.
context: If it's the foolish king's blood in you,\it's no wonder you lose all the time.\Take that back.\Say what you want about me,\but I won't let you insult my grandfather!\You take that back this instant!\If you're getting mad, that means I'm right again.\Obviously the granddaughter of a foolish king. response:	You think I'll put up with this?!
context: it's no wonder you lose all the time.\Take that back.\Say what you want about me,\but I won't let you insult my grandfather!\You take that back this instant!\If you're getting mad, that means I'm right again.\Obviously the granddaughter of a foolish king.\You think I'll put up with this?! response:	Then let's play a game.
context: Take that back.\Say what you want about me,\but I won't let you insult my grandfather!\You take that back this instant!\If you're getting mad, that means I'm right again.\Obviously the granddaughter of a foolish king.\You think I'll put up with this?!\Then let's play a game. response:	A game?
context: Say what you want about me,\but I won't let you insult my grandfather!\You take that back this instant!\If you're getting mad, that means I'm right again.\Obviously the granddaughter of a foolish king.\You think I'll put up with this?!\Then let's play a game.\A game? response:	Yup. All conflicts are resolved through games.
context: but I won't let you insult my grandfather!\You take that back this instant!\If you're getting mad, that means I'm right again.\Obviously the granddaughter of a foolish king.\You think I'll put up with this?!\Then let's play a game.\A game?\Yup. All conflicts are resolved through games. response:	Challenger
context: You take that back this instant!\If you're getting mad, that means I'm right again.\Obviously the granddaughter of a foolish king.\You think I'll put up with this?!\Then let's play a game.\A game?\Yup. All conflicts are resolved through games.\Challenger response:	That's the rule in this world, right?
context: If you're getting mad, that means I'm right again.\Obviously the granddaughter of a foolish king.\You think I'll put up with this?!\Then let's play a game.\A game?\Yup. All conflicts are resolved through games.\Challenger\That's the rule in this world, right? response:	So let's play rock-paper-scissors.
context: Obviously the granddaughter of a foolish king.\You think I'll put up with this?!\Then let's play a game.\A game?\Yup. All conflicts are resolved through games.\Challenger\That's the rule in this world, right?\So let's play rock-paper-scissors. response:	Rock-paper-scissors?
context: You think I'll put up with this?!\Then let's play a game.\A game?\Yup. All conflicts are resolved through games.\Challenger\That's the rule in this world, right?\So let's play rock-paper-scissors.\Rock-paper-scissors? response:	Yup. But...
context: Then let's play a game.\A game?\Yup. All conflicts are resolved through games.\Challenger\That's the rule in this world, right?\So let's play rock-paper-scissors.\Rock-paper-scissors?\Yup. But... response:	I'll only play paper.
context: A game?\Yup. All conflicts are resolved through games.\Challenger\That's the rule in this world, right?\So let's play rock-paper-scissors.\Rock-paper-scissors?\Yup. But...\I'll only play paper. response:	If I play anything besides paper, I lose.
context: Yup. All conflicts are resolved through games.\Challenger\That's the rule in this world, right?\So let's play rock-paper-scissors.\Rock-paper-scissors?\Yup. But...\I'll only play paper.\If I play anything besides paper, I lose. response:	If I beat you with rock or scissors, you'll lose too, so it's a tie.
context: Challenger\That's the rule in this world, right?\So let's play rock-paper-scissors.\Rock-paper-scissors?\Yup. But...\I'll only play paper.\If I play anything besides paper, I lose.\If I beat you with rock or scissors, you'll lose too, so it's a tie. response:	Tie
context: That's the rule in this world, right?\So let's play rock-paper-scissors.\Rock-paper-scissors?\Yup. But...\I'll only play paper.\If I play anything besides paper, I lose.\If I beat you with rock or scissors, you'll lose too, so it's a tie.\Tie response:	What happens if we tie?
context: So let's play rock-paper-scissors.\Rock-paper-scissors?\Yup. But...\I'll only play paper.\If I play anything besides paper, I lose.\If I beat you with rock or scissors, you'll lose too, so it's a tie.\Tie\What happens if we tie? response:	If I use paper, and so do you, it's a tie.
context: Rock-paper-scissors?\Yup. But...\I'll only play paper.\If I play anything besides paper, I lose.\If I beat you with rock or scissors, you'll lose too, so it's a tie.\Tie\What happens if we tie?\If I use paper, and so do you, it's a tie. response:	Of course, anything else, you win.
context: Yup. But...\I'll only play paper.\If I play anything besides paper, I lose.\If I beat you with rock or scissors, you'll lose too, so it's a tie.\Tie\What happens if we tie?\If I use paper, and so do you, it's a tie.\Of course, anything else, you win. response:	Simple, right?
context: I'll only play paper.\If I play anything besides paper, I lose.\If I beat you with rock or scissors, you'll lose too, so it's a tie.\Tie\What happens if we tie?\If I use paper, and so do you, it's a tie.\Of course, anything else, you win.\Simple, right? response:	I see.
context: If I play anything besides paper, I lose.\If I beat you with rock or scissors, you'll lose too, so it's a tie.\Tie\What happens if we tie?\If I use paper, and so do you, it's a tie.\Of course, anything else, you win.\Simple, right?\I see. response:	So that's it.
context: If I beat you with rock or scissors, you'll lose too, so it's a tie.\Tie\What happens if we tie?\If I use paper, and so do you, it's a tie.\Of course, anything else, you win.\Simple, right?\I see.\So that's it. response:	So what are we betting?
context: Tie\What happens if we tie?\If I use paper, and so do you, it's a tie.\Of course, anything else, you win.\Simple, right?\I see.\So that's it.\So what are we betting? response:	If you win, I'll comply with your every demand.
context: What happens if we tie?\If I use paper, and so do you, it's a tie.\Of course, anything else, you win.\Simple, right?\I see.\So that's it.\So what are we betting?\If you win, I'll comply with your every demand. response:	I'll tell you how she cheated,
context: If I use paper, and so do you, it's a tie.\Of course, anything else, you win.\Simple, right?\I see.\So that's it.\So what are we betting?\If you win, I'll comply with your every demand.\I'll tell you how she cheated, response:	and if you don't like the fact that I called your foolish grandfather a fool,
context: Of course, anything else, you win.\Simple, right?\I see.\So that's it.\So what are we betting?\If you win, I'll comply with your every demand.\I'll tell you how she cheated,\and if you don't like the fact that I called your foolish grandfather a fool, response:	then you can tell us both to die.
context: Simple, right?\I see.\So that's it.\So what are we betting?\If you win, I'll comply with your every demand.\I'll tell you how she cheated,\and if you don't like the fact that I called your foolish grandfather a fool,\then you can tell us both to die. response:	And if I win, you will comply with my every demand.
context: I see.\So that's it.\So what are we betting?\If you win, I'll comply with your every demand.\I'll tell you how she cheated,\and if you don't like the fact that I called your foolish grandfather a fool,\then you can tell us both to die.\And if I win, you will comply with my every demand. response:	Three: Each player will bet something that they agree is of equal value.
context: So that's it.\So what are we betting?\If you win, I'll comply with your every demand.\I'll tell you how she cheated,\and if you don't like the fact that I called your foolish grandfather a fool,\then you can tell us both to die.\And if I win, you will comply with my every demand.\Three: Each player will bet something that they agree is of equal value. response:	I'm risking my life for a game of rock-paper-scissors.
context: So what are we betting?\If you win, I'll comply with your every demand.\I'll tell you how she cheated,\and if you don't like the fact that I called your foolish grandfather a fool,\then you can tell us both to die.\And if I win, you will comply with my every demand.\Three: Each player will bet something that they agree is of equal value.\I'm risking my life for a game of rock-paper-scissors. response:	You understand, right?
context: If you win, I'll comply with your every demand.\I'll tell you how she cheated,\and if you don't like the fact that I called your foolish grandfather a fool,\then you can tell us both to die.\And if I win, you will comply with my every demand.\Three: Each player will bet something that they agree is of equal value.\I'm risking my life for a game of rock-paper-scissors.\You understand, right? response:	And if we tie?
context: I'll tell you how she cheated,\and if you don't like the fact that I called your foolish grandfather a fool,\then you can tell us both to die.\And if I win, you will comply with my every demand.\Three: Each player will bet something that they agree is of equal value.\I'm risking my life for a game of rock-paper-scissors.\You understand, right?\And if we tie? response:	Four: As long as it doesn't violate pledge three, anything may be bet, and any game may be played.
context: and if you don't like the fact that I called your foolish grandfather a fool,\then you can tell us both to die.\And if I win, you will comply with my every demand.\Three: Each player will bet something that they agree is of equal value.\I'm risking my life for a game of rock-paper-scissors.\You understand, right?\And if we tie?\Four: As long as it doesn't violate pledge three, anything may be bet, and any game may be played. response:	I'll give you a hint about how she cheated.
context: then you can tell us both to die.\And if I win, you will comply with my every demand.\Three: Each player will bet something that they agree is of equal value.\I'm risking my life for a game of rock-paper-scissors.\You understand, right?\And if we tie?\Four: As long as it doesn't violate pledge three, anything may be bet, and any game may be played.\I'll give you a hint about how she cheated. response:	In exchange,
context: And if I win, you will comply with my every demand.\Three: Each player will bet something that they agree is of equal value.\I'm risking my life for a game of rock-paper-scissors.\You understand, right?\And if we tie?\Four: As long as it doesn't violate pledge three, anything may be bet, and any game may be played.\I'll give you a hint about how she cheated.\In exchange, response:	you can do me a little favor.
context: Three: Each player will bet something that they agree is of equal value.\I'm risking my life for a game of rock-paper-scissors.\You understand, right?\And if we tie?\Four: As long as it doesn't violate pledge three, anything may be bet, and any game may be played.\I'll give you a hint about how she cheated.\In exchange,\you can do me a little favor. response:	To be honest, once we use all of this,
context: I'm risking my life for a game of rock-paper-scissors.\You understand, right?\And if we tie?\Four: As long as it doesn't violate pledge three, anything may be bet, and any game may be played.\I'll give you a hint about how she cheated.\In exchange,\you can do me a little favor.\To be honest, once we use all of this, response:	we've got no means to get food or a place to stay.
context: You understand, right?\And if we tie?\Four: As long as it doesn't violate pledge three, anything may be bet, and any game may be played.\I'll give you a hint about how she cheated.\In exchange,\you can do me a little favor.\To be honest, once we use all of this,\we've got no means to get food or a place to stay. response:	You want me to give you a place to stay?
context: And if we tie?\Four: As long as it doesn't violate pledge three, anything may be bet, and any game may be played.\I'll give you a hint about how she cheated.\In exchange,\you can do me a little favor.\To be honest, once we use all of this,\we've got no means to get food or a place to stay.\You want me to give you a place to stay? response:	Understood.
context: Four: As long as it doesn't violate pledge three, anything may be bet, and any game may be played.\I'll give you a hint about how she cheated.\In exchange,\you can do me a little favor.\To be honest, once we use all of this,\we've got no means to get food or a place to stay.\You want me to give you a place to stay?\Understood. response:	Then I swear by the pledges...
context: I'll give you a hint about how she cheated.\In exchange,\you can do me a little favor.\To be honest, once we use all of this,\we've got no means to get food or a place to stay.\You want me to give you a place to stay?\Understood.\Then I swear by the pledges... response:	Six: Any bets made in accordance with the pledges must be upheld.
context: In exchange,\you can do me a little favor.\To be honest, once we use all of this,\we've got no means to get food or a place to stay.\You want me to give you a place to stay?\Understood.\Then I swear by the pledges...\Six: Any bets made in accordance with the pledges must be upheld. response:	Aschente!
context: you can do me a little favor.\To be honest, once we use all of this,\we've got no means to get food or a place to stay.\You want me to give you a place to stay?\Understood.\Then I swear by the pledges...\Six: Any bets made in accordance with the pledges must be upheld.\Aschente! response:	Aschente (I swear by the pledges)
context: To be honest, once we use all of this,\we've got no means to get food or a place to stay.\You want me to give you a place to stay?\Understood.\Then I swear by the pledges...\Six: Any bets made in accordance with the pledges must be upheld.\Aschente!\Aschente (I swear by the pledges) response:	Aschente, it is!
context: we've got no means to get food or a place to stay.\You want me to give you a place to stay?\Understood.\Then I swear by the pledges...\Six: Any bets made in accordance with the pledges must be upheld.\Aschente!\Aschente (I swear by the pledges)\Aschente, it is! response:	Tie
context: You want me to give you a place to stay?\Understood.\Then I swear by the pledges...\Six: Any bets made in accordance with the pledges must be upheld.\Aschente!\Aschente (I swear by the pledges)\Aschente, it is!\Tie response:	He may think I fell for his trap,
context: Understood.\Then I swear by the pledges...\Six: Any bets made in accordance with the pledges must be upheld.\Aschente!\Aschente (I swear by the pledges)\Aschente, it is!\Tie\He may think I fell for his trap, response:	but while these rules appear to give me an advantage,
context: Then I swear by the pledges...\Six: Any bets made in accordance with the pledges must be upheld.\Aschente!\Aschente (I swear by the pledges)\Aschente, it is!\Tie\He may think I fell for his trap,\but while these rules appear to give me an advantage, response:	there's actually a one in three chance of a draw.
context: Six: Any bets made in accordance with the pledges must be upheld.\Aschente!\Aschente (I swear by the pledges)\Aschente, it is!\Tie\He may think I fell for his trap,\but while these rules appear to give me an advantage,\there's actually a one in three chance of a draw. response:	In other words, he wants a draw, so he can get a place to stay.
context: Aschente!\Aschente (I swear by the pledges)\Aschente, it is!\Tie\He may think I fell for his trap,\but while these rules appear to give me an advantage,\there's actually a one in three chance of a draw.\In other words, he wants a draw, so he can get a place to stay. response:	But I won't let him have his way!
context: Aschente (I swear by the pledges)\Aschente, it is!\Tie\He may think I fell for his trap,\but while these rules appear to give me an advantage,\there's actually a one in three chance of a draw.\In other words, he wants a draw, so he can get a place to stay.\But I won't let him have his way! response:	With these rules, if I play rock, I have a two in three chance of winning.
context: Aschente, it is!\Tie\He may think I fell for his trap,\but while these rules appear to give me an advantage,\there's actually a one in three chance of a draw.\In other words, he wants a draw, so he can get a place to stay.\But I won't let him have his way!\With these rules, if I play rock, I have a two in three chance of winning. response:	With scissors, I also have a two in three chance of winning.
context: Tie\He may think I fell for his trap,\but while these rules appear to give me an advantage,\there's actually a one in three chance of a draw.\In other words, he wants a draw, so he can get a place to stay.\But I won't let him have his way!\With these rules, if I play rock, I have a two in three chance of winning.\With scissors, I also have a two in three chance of winning. response:	But if I play paper, I have a one in three chance of winning.
context: He may think I fell for his trap,\but while these rules appear to give me an advantage,\there's actually a one in three chance of a draw.\In other words, he wants a draw, so he can get a place to stay.\But I won't let him have his way!\With these rules, if I play rock, I have a two in three chance of winning.\With scissors, I also have a two in three chance of winning.\But if I play paper, I have a one in three chance of winning. response:	My options are scissors or rock.
context: but while these rules appear to give me an advantage,\there's actually a one in three chance of a draw.\In other words, he wants a draw, so he can get a place to stay.\But I won't let him have his way!\With these rules, if I play rock, I have a two in three chance of winning.\With scissors, I also have a two in three chance of winning.\But if I play paper, I have a one in three chance of winning.\My options are scissors or rock. response:	But he's said that he'll only play paper,
context: there's actually a one in three chance of a draw.\In other words, he wants a draw, so he can get a place to stay.\But I won't let him have his way!\With these rules, if I play rock, I have a two in three chance of winning.\With scissors, I also have a two in three chance of winning.\But if I play paper, I have a one in three chance of winning.\My options are scissors or rock.\But he's said that he'll only play paper, response:	to try and make it harder for me to play rock.
context: In other words, he wants a draw, so he can get a place to stay.\But I won't let him have his way!\With these rules, if I play rock, I have a two in three chance of winning.\With scissors, I also have a two in three chance of winning.\But if I play paper, I have a one in three chance of winning.\My options are scissors or rock.\But he's said that he'll only play paper,\to try and make it harder for me to play rock. response:	In other words, he's trying to make me play scissors!
context: But I won't let him have his way!\With these rules, if I play rock, I have a two in three chance of winning.\With scissors, I also have a two in three chance of winning.\But if I play paper, I have a one in three chance of winning.\My options are scissors or rock.\But he's said that he'll only play paper,\to try and make it harder for me to play rock.\In other words, he's trying to make me play scissors! response:	You'll fall for anything! Way to go
context: With these rules, if I play rock, I have a two in three chance of winning.\With scissors, I also have a two in three chance of winning.\But if I play paper, I have a one in three chance of winning.\My options are scissors or rock.\But he's said that he'll only play paper,\to try and make it harder for me to play rock.\In other words, he's trying to make me play scissors!\You'll fall for anything! Way to go response:	I've got you all figured out.
context: With scissors, I also have a two in three chance of winning.\But if I play paper, I have a one in three chance of winning.\My options are scissors or rock.\But he's said that he'll only play paper,\to try and make it harder for me to play rock.\In other words, he's trying to make me play scissors!\You'll fall for anything! Way to go\I've got you all figured out. response:	Do you really think I'll fall for that misdirection?
context: But if I play paper, I have a one in three chance of winning.\My options are scissors or rock.\But he's said that he'll only play paper,\to try and make it harder for me to play rock.\In other words, he's trying to make me play scissors!\You'll fall for anything! Way to go\I've got you all figured out.\Do you really think I'll fall for that misdirection? response:	I'll foil your plans
context: My options are scissors or rock.\But he's said that he'll only play paper,\to try and make it harder for me to play rock.\In other words, he's trying to make me play scissors!\You'll fall for anything! Way to go\I've got you all figured out.\Do you really think I'll fall for that misdirection?\I'll foil your plans response:	and go with rock!
context: But he's said that he'll only play paper,\to try and make it harder for me to play rock.\In other words, he's trying to make me play scissors!\You'll fall for anything! Way to go\I've got you all figured out.\Do you really think I'll fall for that misdirection?\I'll foil your plans\and go with rock! response:	No!
context: to try and make it harder for me to play rock.\In other words, he's trying to make me play scissors!\You'll fall for anything! Way to go\I've got you all figured out.\Do you really think I'll fall for that misdirection?\I'll foil your plans\and go with rock!\No! response:	Calm down, Stephanie Dola!
context: In other words, he's trying to make me play scissors!\You'll fall for anything! Way to go\I've got you all figured out.\Do you really think I'll fall for that misdirection?\I'll foil your plans\and go with rock!\No!\Calm down, Stephanie Dola! response:	If I play rock, there's a one in three chance I'll lose!
context: You'll fall for anything! Way to go\I've got you all figured out.\Do you really think I'll fall for that misdirection?\I'll foil your plans\and go with rock!\No!\Calm down, Stephanie Dola!\If I play rock, there's a one in three chance I'll lose! response:	That's right.
context: I've got you all figured out.\Do you really think I'll fall for that misdirection?\I'll foil your plans\and go with rock!\No!\Calm down, Stephanie Dola!\If I play rock, there's a one in three chance I'll lose!\That's right. response:	Like he said, he can only play paper!
context: Do you really think I'll fall for that misdirection?\I'll foil your plans\and go with rock!\No!\Calm down, Stephanie Dola!\If I play rock, there's a one in three chance I'll lose!\That's right.\Like he said, he can only play paper! response:	If he does, he'll have a one in three chance of losing,
context: I'll foil your plans\and go with rock!\No!\Calm down, Stephanie Dola!\If I play rock, there's a one in three chance I'll lose!\That's right.\Like he said, he can only play paper!\If he does, he'll have a one in three chance of losing, response:	as well as a one in three chance of winning!
context: and go with rock!\No!\Calm down, Stephanie Dola!\If I play rock, there's a one in three chance I'll lose!\That's right.\Like he said, he can only play paper!\If he does, he'll have a one in three chance of losing,\as well as a one in three chance of winning! response:	With the other two, he'll have a two in three chance of losing,
context: No!\Calm down, Stephanie Dola!\If I play rock, there's a one in three chance I'll lose!\That's right.\Like he said, he can only play paper!\If he does, he'll have a one in three chance of losing,\as well as a one in three chance of winning!\With the other two, he'll have a two in three chance of losing, response:	and no chance of winning!
context: Calm down, Stephanie Dola!\If I play rock, there's a one in three chance I'll lose!\That's right.\Like he said, he can only play paper!\If he does, he'll have a one in three chance of losing,\as well as a one in three chance of winning!\With the other two, he'll have a two in three chance of losing,\and no chance of winning! response:	It's obvious. He's got no reason to pick anything else.
context: If I play rock, there's a one in three chance I'll lose!\That's right.\Like he said, he can only play paper!\If he does, he'll have a one in three chance of losing,\as well as a one in three chance of winning!\With the other two, he'll have a two in three chance of losing,\and no chance of winning!\It's obvious. He's got no reason to pick anything else. response:	In other words, he'll pick
context: That's right.\Like he said, he can only play paper!\If he does, he'll have a one in three chance of losing,\as well as a one in three chance of winning!\With the other two, he'll have a two in three chance of losing,\and no chance of winning!\It's obvious. He's got no reason to pick anything else.\In other words, he'll pick response:	paper!
context: Like he said, he can only play paper!\If he does, he'll have a one in three chance of losing,\as well as a one in three chance of winning!\With the other two, he'll have a two in three chance of losing,\and no chance of winning!\It's obvious. He's got no reason to pick anything else.\In other words, he'll pick\paper! response:	Let's go.
context: If he does, he'll have a one in three chance of losing,\as well as a one in three chance of winning!\With the other two, he'll have a two in three chance of losing,\and no chance of winning!\It's obvious. He's got no reason to pick anything else.\In other words, he'll pick\paper!\Let's go. response:	I hope you're ready to lose!
context: as well as a one in three chance of winning!\With the other two, he'll have a two in three chance of losing,\and no chance of winning!\It's obvious. He's got no reason to pick anything else.\In other words, he'll pick\paper!\Let's go.\I hope you're ready to lose! response:	Rock, paper, scissors...
context: With the other two, he'll have a two in three chance of losing,\and no chance of winning!\It's obvious. He's got no reason to pick anything else.\In other words, he'll pick\paper!\Let's go.\I hope you're ready to lose!\Rock, paper, scissors... response:	You clearly put some thought into that,
context: and no chance of winning!\It's obvious. He's got no reason to pick anything else.\In other words, he'll pick\paper!\Let's go.\I hope you're ready to lose!\Rock, paper, scissors...\You clearly put some thought into that, response:	but not enough.
context: It's obvious. He's got no reason to pick anything else.\In other words, he'll pick\paper!\Let's go.\I hope you're ready to lose!\Rock, paper, scissors...\You clearly put some thought into that,\but not enough. response:	You almost let me taunt you into playing rock,
context: In other words, he'll pick\paper!\Let's go.\I hope you're ready to lose!\Rock, paper, scissors...\You clearly put some thought into that,\but not enough.\You almost let me taunt you into playing rock, response:	but when you saw my expression, you came to your senses
context: paper!\Let's go.\I hope you're ready to lose!\Rock, paper, scissors...\You clearly put some thought into that,\but not enough.\You almost let me taunt you into playing rock,\but when you saw my expression, you came to your senses response:	and understood that if I played anything but paper, I couldn't win.
context: Let's go.\I hope you're ready to lose!\Rock, paper, scissors...\You clearly put some thought into that,\but not enough.\You almost let me taunt you into playing rock,\but when you saw my expression, you came to your senses\and understood that if I played anything but paper, I couldn't win. response:	You eliminated my chances at winning. That was good.
context: I hope you're ready to lose!\Rock, paper, scissors...\You clearly put some thought into that,\but not enough.\You almost let me taunt you into playing rock,\but when you saw my expression, you came to your senses\and understood that if I played anything but paper, I couldn't win.\You eliminated my chances at winning. That was good. response:	Still, you should've picked paper.
context: Rock, paper, scissors...\You clearly put some thought into that,\but not enough.\You almost let me taunt you into playing rock,\but when you saw my expression, you came to your senses\and understood that if I played anything but paper, I couldn't win.\You eliminated my chances at winning. That was good.\Still, you should've picked paper. response:	But... with scissors, I'd have twice as high a chance of winning as with paper!
context: You clearly put some thought into that,\but not enough.\You almost let me taunt you into playing rock,\but when you saw my expression, you came to your senses\and understood that if I played anything but paper, I couldn't win.\You eliminated my chances at winning. That was good.\Still, you should've picked paper.\But... with scissors, I'd have twice as high a chance of winning as with paper! response:	That's how I was able to predict you'd pick scissors!
context: but not enough.\You almost let me taunt you into playing rock,\but when you saw my expression, you came to your senses\and understood that if I played anything but paper, I couldn't win.\You eliminated my chances at winning. That was good.\Still, you should've picked paper.\But... with scissors, I'd have twice as high a chance of winning as with paper!\That's how I was able to predict you'd pick scissors! response:	If you'd been able to figure out that I had figured all that out,
context: You almost let me taunt you into playing rock,\but when you saw my expression, you came to your senses\and understood that if I played anything but paper, I couldn't win.\You eliminated my chances at winning. That was good.\Still, you should've picked paper.\But... with scissors, I'd have twice as high a chance of winning as with paper!\That's how I was able to predict you'd pick scissors!\If you'd been able to figure out that I had figured all that out, response:	you would've been able to play paper instead of scissors.
