context: = LOGO START = response:	= LOGO END =
context: The profits are..\Worth more than my temperament?\Yes.\It seems the Fifty-man meeting decided on allowing sale of furs to foreign merchants, with one condition.\What's your source?\The church.\Even though they turned on you?\We may have parted on unfriendly terms, but I still have contacts on the inside. response:	And what are the conditions?
context: Worth more than my temperament?\Yes.\It seems the Fifty-man meeting decided on allowing sale of furs to foreign merchants, with one condition.\What's your source?\The church.\Even though they turned on you?\We may have parted on unfriendly terms, but I still have contacts on the inside.\And what are the conditions? response:	They are not to accept anything but cash as payment for fur from foreign traders.
context: Yes.\It seems the Fifty-man meeting decided on allowing sale of furs to foreign merchants, with one condition.\What's your source?\The church.\Even though they turned on you?\We may have parted on unfriendly terms, but I still have contacts on the inside.\And what are the conditions?\They are not to accept anything but cash as payment for fur from foreign traders. response:	There's no one who would take large amounts of cash with them when traveling from afar.
context: It seems the Fifty-man meeting decided on allowing sale of furs to foreign merchants, with one condition.\What's your source?\The church.\Even though they turned on you?\We may have parted on unfriendly terms, but I still have contacts on the inside.\And what are the conditions?\They are not to accept anything but cash as payment for fur from foreign traders.\There's no one who would take large amounts of cash with them when traveling from afar. response:	Which means, if you can ready a large amount of cash, buy up the quality furs,
context: What's your source?\The church.\Even though they turned on you?\We may have parted on unfriendly terms, but I still have contacts on the inside.\And what are the conditions?\They are not to accept anything but cash as payment for fur from foreign traders.\There's no one who would take large amounts of cash with them when traveling from afar.\Which means, if you can ready a large amount of cash, buy up the quality furs, response:	then sail down the Roam river and sell it off earlier than anyone else...
context: The church.\Even though they turned on you?\We may have parted on unfriendly terms, but I still have contacts on the inside.\And what are the conditions?\They are not to accept anything but cash as payment for fur from foreign traders.\There's no one who would take large amounts of cash with them when traveling from afar.\Which means, if you can ready a large amount of cash, buy up the quality furs,\then sail down the Roam river and sell it off earlier than anyone else... response:	Let's see...
context: Even though they turned on you?\We may have parted on unfriendly terms, but I still have contacts on the inside.\And what are the conditions?\They are not to accept anything but cash as payment for fur from foreign traders.\There's no one who would take large amounts of cash with them when traveling from afar.\Which means, if you can ready a large amount of cash, buy up the quality furs,\then sail down the Roam river and sell it off earlier than anyone else...\Let's see... response:	Even accounting for the customs tax,
context: We may have parted on unfriendly terms, but I still have contacts on the inside.\And what are the conditions?\They are not to accept anything but cash as payment for fur from foreign traders.\There's no one who would take large amounts of cash with them when traveling from afar.\Which means, if you can ready a large amount of cash, buy up the quality furs,\then sail down the Roam river and sell it off earlier than anyone else...\Let's see...\Even accounting for the customs tax, response:	you'd get back three times your cost.
context: And what are the conditions?\They are not to accept anything but cash as payment for fur from foreign traders.\There's no one who would take large amounts of cash with them when traveling from afar.\Which means, if you can ready a large amount of cash, buy up the quality furs,\then sail down the Roam river and sell it off earlier than anyone else...\Let's see...\Even accounting for the customs tax,\you'd get back three times your cost. response:	You'd profit twice your investment?
context: They are not to accept anything but cash as payment for fur from foreign traders.\There's no one who would take large amounts of cash with them when traveling from afar.\Which means, if you can ready a large amount of cash, buy up the quality furs,\then sail down the Roam river and sell it off earlier than anyone else...\Let's see...\Even accounting for the customs tax,\you'd get back three times your cost.\You'd profit twice your investment? response:	But...
context: There's no one who would take large amounts of cash with them when traveling from afar.\Which means, if you can ready a large amount of cash, buy up the quality furs,\then sail down the Roam river and sell it off earlier than anyone else...\Let's see...\Even accounting for the customs tax,\you'd get back three times your cost.\You'd profit twice your investment?\But... response:	You didn't even know Rigolo existed.
context: Which means, if you can ready a large amount of cash, buy up the quality furs,\then sail down the Roam river and sell it off earlier than anyone else...\Let's see...\Even accounting for the customs tax,\you'd get back three times your cost.\You'd profit twice your investment?\But...\You didn't even know Rigolo existed. response:	I'm guessing you don't have any contacts here that could lend you money, right?
context: then sail down the Roam river and sell it off earlier than anyone else...\Let's see...\Even accounting for the customs tax,\you'd get back three times your cost.\You'd profit twice your investment?\But...\You didn't even know Rigolo existed.\I'm guessing you don't have any contacts here that could lend you money, right? response:	I could prepare a fair amount if I returned to another city.
context: Let's see...\Even accounting for the customs tax,\you'd get back three times your cost.\You'd profit twice your investment?\But...\You didn't even know Rigolo existed.\I'm guessing you don't have any contacts here that could lend you money, right?\I could prepare a fair amount if I returned to another city. response:	We don't have the time to procure funds so leisurely.
context: Even accounting for the customs tax,\you'd get back three times your cost.\You'd profit twice your investment?\But...\You didn't even know Rigolo existed.\I'm guessing you don't have any contacts here that could lend you money, right?\I could prepare a fair amount if I returned to another city.\We don't have the time to procure funds so leisurely. response:	The fur in this city will be bought up in no time.
context: you'd get back three times your cost.\You'd profit twice your investment?\But...\You didn't even know Rigolo existed.\I'm guessing you don't have any contacts here that could lend you money, right?\I could prepare a fair amount if I returned to another city.\We don't have the time to procure funds so leisurely.\The fur in this city will be bought up in no time. response:	But wasn't the purpose of the meeting to avoid furs being bought up?
context: You'd profit twice your investment?\But...\You didn't even know Rigolo existed.\I'm guessing you don't have any contacts here that could lend you money, right?\I could prepare a fair amount if I returned to another city.\We don't have the time to procure funds so leisurely.\The fur in this city will be bought up in no time.\But wasn't the purpose of the meeting to avoid furs being bought up? response:	On the face of it, yes.
context: But...\You didn't even know Rigolo existed.\I'm guessing you don't have any contacts here that could lend you money, right?\I could prepare a fair amount if I returned to another city.\We don't have the time to procure funds so leisurely.\The fur in this city will be bought up in no time.\But wasn't the purpose of the meeting to avoid furs being bought up?\On the face of it, yes. response:	But the fur trade in this city is about to go bust.
context: You didn't even know Rigolo existed.\I'm guessing you don't have any contacts here that could lend you money, right?\I could prepare a fair amount if I returned to another city.\We don't have the time to procure funds so leisurely.\The fur in this city will be bought up in no time.\But wasn't the purpose of the meeting to avoid furs being bought up?\On the face of it, yes.\But the fur trade in this city is about to go bust. response:	There are a lot of wealthy people around who want to buy up the stock.
context: I'm guessing you don't have any contacts here that could lend you money, right?\I could prepare a fair amount if I returned to another city.\We don't have the time to procure funds so leisurely.\The fur in this city will be bought up in no time.\But wasn't the purpose of the meeting to avoid furs being bought up?\On the face of it, yes.\But the fur trade in this city is about to go bust.\There are a lot of wealthy people around who want to buy up the stock. response:	That'll be their capital for getting out?
context: I could prepare a fair amount if I returned to another city.\We don't have the time to procure funds so leisurely.\The fur in this city will be bought up in no time.\But wasn't the purpose of the meeting to avoid furs being bought up?\On the face of it, yes.\But the fur trade in this city is about to go bust.\There are a lot of wealthy people around who want to buy up the stock.\That'll be their capital for getting out? response:	That's why I want to get as much money as I can to procure the maximum possible.
context: We don't have the time to procure funds so leisurely.\The fur in this city will be bought up in no time.\But wasn't the purpose of the meeting to avoid furs being bought up?\On the face of it, yes.\But the fur trade in this city is about to go bust.\There are a lot of wealthy people around who want to buy up the stock.\That'll be their capital for getting out?\That's why I want to get as much money as I can to procure the maximum possible. response:	This is a fight between merchants.
context: The fur in this city will be bought up in no time.\But wasn't the purpose of the meeting to avoid furs being bought up?\On the face of it, yes.\But the fur trade in this city is about to go bust.\There are a lot of wealthy people around who want to buy up the stock.\That'll be their capital for getting out?\That's why I want to get as much money as I can to procure the maximum possible.\This is a fight between merchants. response:	A trade war.
context: But wasn't the purpose of the meeting to avoid furs being bought up?\On the face of it, yes.\But the fur trade in this city is about to go bust.\There are a lot of wealthy people around who want to buy up the stock.\That'll be their capital for getting out?\That's why I want to get as much money as I can to procure the maximum possible.\This is a fight between merchants.\A trade war. response:	A trade war?
context: On the face of it, yes.\But the fur trade in this city is about to go bust.\There are a lot of wealthy people around who want to buy up the stock.\That'll be their capital for getting out?\That's why I want to get as much money as I can to procure the maximum possible.\This is a fight between merchants.\A trade war.\A trade war? response:	Those on the offensive made their preparations long ago.
context: But the fur trade in this city is about to go bust.\There are a lot of wealthy people around who want to buy up the stock.\That'll be their capital for getting out?\That's why I want to get as much money as I can to procure the maximum possible.\This is a fight between merchants.\A trade war.\A trade war?\Those on the offensive made their preparations long ago. response:	I'd expect that.
context: There are a lot of wealthy people around who want to buy up the stock.\That'll be their capital for getting out?\That's why I want to get as much money as I can to procure the maximum possible.\This is a fight between merchants.\A trade war.\A trade war?\Those on the offensive made their preparations long ago.\I'd expect that. response:	Which is why we must use your companion.
context: That'll be their capital for getting out?\That's why I want to get as much money as I can to procure the maximum possible.\This is a fight between merchants.\A trade war.\A trade war?\Those on the offensive made their preparations long ago.\I'd expect that.\Which is why we must use your companion. response:	If we claim your companion is the daughter of nobility, we can sell her.
context: That's why I want to get as much money as I can to procure the maximum possible.\This is a fight between merchants.\A trade war.\A trade war?\Those on the offensive made their preparations long ago.\I'd expect that.\Which is why we must use your companion.\If we claim your companion is the daughter of nobility, we can sell her. response:	You don't think it's possible?
context: This is a fight between merchants.\A trade war.\A trade war?\Those on the offensive made their preparations long ago.\I'd expect that.\Which is why we must use your companion.\If we claim your companion is the daughter of nobility, we can sell her.\You don't think it's possible? response:	My name is Fruhl von Jieterzentel Boland.
context: A trade war.\A trade war?\Those on the offensive made their preparations long ago.\I'd expect that.\Which is why we must use your companion.\If we claim your companion is the daughter of nobility, we can sell her.\You don't think it's possible?\My name is Fruhl von Jieterzentel Boland. response:	I am the 11th head of the Boland household, which swears loyalty to the King of Winfiel.
context: A trade war?\Those on the offensive made their preparations long ago.\I'd expect that.\Which is why we must use your companion.\If we claim your companion is the daughter of nobility, we can sell her.\You don't think it's possible?\My name is Fruhl von Jieterzentel Boland.\I am the 11th head of the Boland household, which swears loyalty to the King of Winfiel. response:	A family with the true title of nobility.
context: Those on the offensive made their preparations long ago.\I'd expect that.\Which is why we must use your companion.\If we claim your companion is the daughter of nobility, we can sell her.\You don't think it's possible?\My name is Fruhl von Jieterzentel Boland.\I am the 11th head of the Boland household, which swears loyalty to the King of Winfiel.\A family with the true title of nobility. response:	Of course, we're fallen nobility who have trouble finding the next meal.
context: I'd expect that.\Which is why we must use your companion.\If we claim your companion is the daughter of nobility, we can sell her.\You don't think it's possible?\My name is Fruhl von Jieterzentel Boland.\I am the 11th head of the Boland household, which swears loyalty to the King of Winfiel.\A family with the true title of nobility.\Of course, we're fallen nobility who have trouble finding the next meal. response:	But the name is grand at least, right?
context: Which is why we must use your companion.\If we claim your companion is the daughter of nobility, we can sell her.\You don't think it's possible?\My name is Fruhl von Jieterzentel Boland.\I am the 11th head of the Boland household, which swears loyalty to the King of Winfiel.\A family with the true title of nobility.\Of course, we're fallen nobility who have trouble finding the next meal.\But the name is grand at least, right? response:	After falling so deeply into debt that we could hardly buy a crumb of bread,
context: If we claim your companion is the daughter of nobility, we can sell her.\You don't think it's possible?\My name is Fruhl von Jieterzentel Boland.\I am the 11th head of the Boland household, which swears loyalty to the King of Winfiel.\A family with the true title of nobility.\Of course, we're fallen nobility who have trouble finding the next meal.\But the name is grand at least, right?\After falling so deeply into debt that we could hardly buy a crumb of bread, response:	I was bought by an upper-class merchant.
context: You don't think it's possible?\My name is Fruhl von Jieterzentel Boland.\I am the 11th head of the Boland household, which swears loyalty to the King of Winfiel.\A family with the true title of nobility.\Of course, we're fallen nobility who have trouble finding the next meal.\But the name is grand at least, right?\After falling so deeply into debt that we could hardly buy a crumb of bread,\I was bought by an upper-class merchant. response:	With my position, I have the means to sell a daughter with the family name.
context: My name is Fruhl von Jieterzentel Boland.\I am the 11th head of the Boland household, which swears loyalty to the King of Winfiel.\A family with the true title of nobility.\Of course, we're fallen nobility who have trouble finding the next meal.\But the name is grand at least, right?\After falling so deeply into debt that we could hardly buy a crumb of bread,\I was bought by an upper-class merchant.\With my position, I have the means to sell a daughter with the family name. response:	What do you think?
context: I am the 11th head of the Boland household, which swears loyalty to the King of Winfiel.\A family with the true title of nobility.\Of course, we're fallen nobility who have trouble finding the next meal.\But the name is grand at least, right?\After falling so deeply into debt that we could hardly buy a crumb of bread,\I was bought by an upper-class merchant.\With my position, I have the means to sell a daughter with the family name.\What do you think? response:	Your companion would easily pass for nobility if we said so.
context: A family with the true title of nobility.\Of course, we're fallen nobility who have trouble finding the next meal.\But the name is grand at least, right?\After falling so deeply into debt that we could hardly buy a crumb of bread,\I was bought by an upper-class merchant.\With my position, I have the means to sell a daughter with the family name.\What do you think?\Your companion would easily pass for nobility if we said so. response:	As nobility myself, I can assure you that.
context: Of course, we're fallen nobility who have trouble finding the next meal.\But the name is grand at least, right?\After falling so deeply into debt that we could hardly buy a crumb of bread,\I was bought by an upper-class merchant.\With my position, I have the means to sell a daughter with the family name.\What do you think?\Your companion would easily pass for nobility if we said so.\As nobility myself, I can assure you that. response:	Of course our goal isn't really to sell her.
context: But the name is grand at least, right?\After falling so deeply into debt that we could hardly buy a crumb of bread,\I was bought by an upper-class merchant.\With my position, I have the means to sell a daughter with the family name.\What do you think?\Your companion would easily pass for nobility if we said so.\As nobility myself, I can assure you that.\Of course our goal isn't really to sell her. response:	I know a trading company who will lend us funds for a cut of the profit.
context: After falling so deeply into debt that we could hardly buy a crumb of bread,\I was bought by an upper-class merchant.\With my position, I have the means to sell a daughter with the family name.\What do you think?\Your companion would easily pass for nobility if we said so.\As nobility myself, I can assure you that.\Of course our goal isn't really to sell her.\I know a trading company who will lend us funds for a cut of the profit. response:	Selling a noble's daughter is just the means.
context: I was bought by an upper-class merchant.\With my position, I have the means to sell a daughter with the family name.\What do you think?\Your companion would easily pass for nobility if we said so.\As nobility myself, I can assure you that.\Of course our goal isn't really to sell her.\I know a trading company who will lend us funds for a cut of the profit.\Selling a noble's daughter is just the means. response:	We need her as security on the loan in case worse comes to worst.
context: With my position, I have the means to sell a daughter with the family name.\What do you think?\Your companion would easily pass for nobility if we said so.\As nobility myself, I can assure you that.\Of course our goal isn't really to sell her.\I know a trading company who will lend us funds for a cut of the profit.\Selling a noble's daughter is just the means.\We need her as security on the loan in case worse comes to worst. response:	And that's where I give my assurance as family head.
context: What do you think?\Your companion would easily pass for nobility if we said so.\As nobility myself, I can assure you that.\Of course our goal isn't really to sell her.\I know a trading company who will lend us funds for a cut of the profit.\Selling a noble's daughter is just the means.\We need her as security on the loan in case worse comes to worst.\And that's where I give my assurance as family head. response:	We're not simply asking you to pawn your companion off.
context: Your companion would easily pass for nobility if we said so.\As nobility myself, I can assure you that.\Of course our goal isn't really to sell her.\I know a trading company who will lend us funds for a cut of the profit.\Selling a noble's daughter is just the means.\We need her as security on the loan in case worse comes to worst.\And that's where I give my assurance as family head.\We're not simply asking you to pawn your companion off. response:	I guess this is my last opportunity to leave on a pilgrimage.
context: As nobility myself, I can assure you that.\Of course our goal isn't really to sell her.\I know a trading company who will lend us funds for a cut of the profit.\Selling a noble's daughter is just the means.\We need her as security on the loan in case worse comes to worst.\And that's where I give my assurance as family head.\We're not simply asking you to pawn your companion off.\I guess this is my last opportunity to leave on a pilgrimage. response:	I've had several chances in the past,
context: Of course our goal isn't really to sell her.\I know a trading company who will lend us funds for a cut of the profit.\Selling a noble's daughter is just the means.\We need her as security on the loan in case worse comes to worst.\And that's where I give my assurance as family head.\We're not simply asking you to pawn your companion off.\I guess this is my last opportunity to leave on a pilgrimage.\I've had several chances in the past, response:	but I couldn't work up the determination.
context: I know a trading company who will lend us funds for a cut of the profit.\Selling a noble's daughter is just the means.\We need her as security on the loan in case worse comes to worst.\And that's where I give my assurance as family head.\We're not simply asking you to pawn your companion off.\I guess this is my last opportunity to leave on a pilgrimage.\I've had several chances in the past,\but I couldn't work up the determination. response:	Let me offer you this inn.
context: Selling a noble's daughter is just the means.\We need her as security on the loan in case worse comes to worst.\And that's where I give my assurance as family head.\We're not simply asking you to pawn your companion off.\I guess this is my last opportunity to leave on a pilgrimage.\I've had several chances in the past,\but I couldn't work up the determination.\Let me offer you this inn. response:	Isn't that... exactly what your dream is?
context: We need her as security on the loan in case worse comes to worst.\And that's where I give my assurance as family head.\We're not simply asking you to pawn your companion off.\I guess this is my last opportunity to leave on a pilgrimage.\I've had several chances in the past,\but I couldn't work up the determination.\Let me offer you this inn.\Isn't that... exactly what your dream is? response:	That's true.
context: And that's where I give my assurance as family head.\We're not simply asking you to pawn your companion off.\I guess this is my last opportunity to leave on a pilgrimage.\I've had several chances in the past,\but I couldn't work up the determination.\Let me offer you this inn.\Isn't that... exactly what your dream is?\That's true. response:	So why are you hesitating?
context: We're not simply asking you to pawn your companion off.\I guess this is my last opportunity to leave on a pilgrimage.\I've had several chances in the past,\but I couldn't work up the determination.\Let me offer you this inn.\Isn't that... exactly what your dream is?\That's true.\So why are you hesitating? response:	I remember your dream was to own a store.
context: I guess this is my last opportunity to leave on a pilgrimage.\I've had several chances in the past,\but I couldn't work up the determination.\Let me offer you this inn.\Isn't that... exactly what your dream is?\That's true.\So why are you hesitating?\I remember your dream was to own a store. response:	In which case, I have no right to object.
context: I've had several chances in the past,\but I couldn't work up the determination.\Let me offer you this inn.\Isn't that... exactly what your dream is?\That's true.\So why are you hesitating?\I remember your dream was to own a store.\In which case, I have no right to object. response:	But to make you do that...
context: but I couldn't work up the determination.\Let me offer you this inn.\Isn't that... exactly what your dream is?\That's true.\So why are you hesitating?\I remember your dream was to own a store.\In which case, I have no right to object.\But to make you do that... response:	Fool.
context: Let me offer you this inn.\Isn't that... exactly what your dream is?\That's true.\So why are you hesitating?\I remember your dream was to own a store.\In which case, I have no right to object.\But to make you do that...\Fool. response:	Then why?
context: Isn't that... exactly what your dream is?\That's true.\So why are you hesitating?\I remember your dream was to own a store.\In which case, I have no right to object.\But to make you do that...\Fool.\Then why? response:	You didn't even like the idea of me trading in this town.
context: That's true.\So why are you hesitating?\I remember your dream was to own a store.\In which case, I have no right to object.\But to make you do that...\Fool.\Then why?\You didn't even like the idea of me trading in this town. response:	I may not show it, but it's tough for me to say this.
