context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: for every achievement they accomplish.\The squads compete to obtain the most stars.\The Star Festival is where the number of stars each squad\has accumulated in that year is announced to the public.\While the usually peaceful Star Festival was going on,\Yami and the captain of the Green Praying Mantises, Jack the Ripper,\decide to battle it out over something insignificant.\Abra and cadabra. response:	Their issues were resolved by an unexpected turn of events,
context: The squads compete to obtain the most stars.\The Star Festival is where the number of stars each squad\has accumulated in that year is announced to the public.\While the usually peaceful Star Festival was going on,\Yami and the captain of the Green Praying Mantises, Jack the Ripper,\decide to battle it out over something insignificant.\Abra and cadabra.\Their issues were resolved by an unexpected turn of events, response:	and everyone returned to the Star Festival.
context: The Star Festival is where the number of stars each squad\has accumulated in that year is announced to the public.\While the usually peaceful Star Festival was going on,\Yami and the captain of the Green Praying Mantises, Jack the Ripper,\decide to battle it out over something insignificant.\Abra and cadabra.\Their issues were resolved by an unexpected turn of events,\and everyone returned to the Star Festival. response:	The Briar Maiden's Melancholy
context: has accumulated in that year is announced to the public.\While the usually peaceful Star Festival was going on,\Yami and the captain of the Green Praying Mantises, Jack the Ripper,\decide to battle it out over something insignificant.\Abra and cadabra.\Their issues were resolved by an unexpected turn of events,\and everyone returned to the Star Festival.\The Briar Maiden's Melancholy response:	Wow, she's so beautiful.
context: While the usually peaceful Star Festival was going on,\Yami and the captain of the Green Praying Mantises, Jack the Ripper,\decide to battle it out over something insignificant.\Abra and cadabra.\Their issues were resolved by an unexpected turn of events,\and everyone returned to the Star Festival.\The Briar Maiden's Melancholy\Wow, she's so beautiful. response:	She's so elegant.
context: Yami and the captain of the Green Praying Mantises, Jack the Ripper,\decide to battle it out over something insignificant.\Abra and cadabra.\Their issues were resolved by an unexpected turn of events,\and everyone returned to the Star Festival.\The Briar Maiden's Melancholy\Wow, she's so beautiful.\She's so elegant. response:	Is she from some wealthy family?
context: decide to battle it out over something insignificant.\Abra and cadabra.\Their issues were resolved by an unexpected turn of events,\and everyone returned to the Star Festival.\The Briar Maiden's Melancholy\Wow, she's so beautiful.\She's so elegant.\Is she from some wealthy family? response:	Hey, go talk to her, man.
context: Abra and cadabra.\Their issues were resolved by an unexpected turn of events,\and everyone returned to the Star Festival.\The Briar Maiden's Melancholy\Wow, she's so beautiful.\She's so elegant.\Is she from some wealthy family?\Hey, go talk to her, man. response:	No way! How could I?
context: Their issues were resolved by an unexpected turn of events,\and everyone returned to the Star Festival.\The Briar Maiden's Melancholy\Wow, she's so beautiful.\She's so elegant.\Is she from some wealthy family?\Hey, go talk to her, man.\No way! How could I? response:	She is super pretty. I bet Finral would love her.
context: and everyone returned to the Star Festival.\The Briar Maiden's Melancholy\Wow, she's so beautiful.\She's so elegant.\Is she from some wealthy family?\Hey, go talk to her, man.\No way! How could I?\She is super pretty. I bet Finral would love her. response:	Truly exquisite. I've decided.
context: The Briar Maiden's Melancholy\Wow, she's so beautiful.\She's so elegant.\Is she from some wealthy family?\Hey, go talk to her, man.\No way! How could I?\She is super pretty. I bet Finral would love her.\Truly exquisite. I've decided. response:	You will be my companion tonight.
context: Wow, she's so beautiful.\She's so elegant.\Is she from some wealthy family?\Hey, go talk to her, man.\No way! How could I?\She is super pretty. I bet Finral would love her.\Truly exquisite. I've decided.\You will be my companion tonight. response:	That's Baron Balmain from the House of Bamilton.
context: She's so elegant.\Is she from some wealthy family?\Hey, go talk to her, man.\No way! How could I?\She is super pretty. I bet Finral would love her.\Truly exquisite. I've decided.\You will be my companion tonight.\That's Baron Balmain from the House of Bamilton. response:	First, let us enjoy this festival together.
context: Is she from some wealthy family?\Hey, go talk to her, man.\No way! How could I?\She is super pretty. I bet Finral would love her.\Truly exquisite. I've decided.\You will be my companion tonight.\That's Baron Balmain from the House of Bamilton.\First, let us enjoy this festival together. response:	Come with me.
context: Hey, go talk to her, man.\No way! How could I?\She is super pretty. I bet Finral would love her.\Truly exquisite. I've decided.\You will be my companion tonight.\That's Baron Balmain from the House of Bamilton.\First, let us enjoy this festival together.\Come with me. response:	Ignoring me, are you? You've got some nerve!
context: No way! How could I?\She is super pretty. I bet Finral would love her.\Truly exquisite. I've decided.\You will be my companion tonight.\That's Baron Balmain from the House of Bamilton.\First, let us enjoy this festival together.\Come with me.\Ignoring me, are you? You've got some nerve! response:	Just who do you think I am? I'm
context: She is super pretty. I bet Finral would love her.\Truly exquisite. I've decided.\You will be my companion tonight.\That's Baron Balmain from the House of Bamilton.\First, let us enjoy this festival together.\Come with me.\Ignoring me, are you? You've got some nerve!\Just who do you think I am? I'm response:	Hey!
context: Truly exquisite. I've decided.\You will be my companion tonight.\That's Baron Balmain from the House of Bamilton.\First, let us enjoy this festival together.\Come with me.\Ignoring me, are you? You've got some nerve!\Just who do you think I am? I'm\Hey! response:	Huh?
context: You will be my companion tonight.\That's Baron Balmain from the House of Bamilton.\First, let us enjoy this festival together.\Come with me.\Ignoring me, are you? You've got some nerve!\Just who do you think I am? I'm\Hey!\Huh? response:	That would be my line.
context: That's Baron Balmain from the House of Bamilton.\First, let us enjoy this festival together.\Come with me.\Ignoring me, are you? You've got some nerve!\Just who do you think I am? I'm\Hey!\Huh?\That would be my line. response:	We don't get to enjoy festivals like this every day,
context: First, let us enjoy this festival together.\Come with me.\Ignoring me, are you? You've got some nerve!\Just who do you think I am? I'm\Hey!\Huh?\That would be my line.\We don't get to enjoy festivals like this every day, response:	Blue Rose Knights Squad, 3rd Class Intermediate Magic Knight Sol Marron
context: Come with me.\Ignoring me, are you? You've got some nerve!\Just who do you think I am? I'm\Hey!\Huh?\That would be my line.\We don't get to enjoy festivals like this every day,\Blue Rose Knights Squad, 3rd Class Intermediate Magic Knight Sol Marron response:	so let's doll ourselves up a bit, er...
context: Ignoring me, are you? You've got some nerve!\Just who do you think I am? I'm\Hey!\Huh?\That would be my line.\We don't get to enjoy festivals like this every day,\Blue Rose Knights Squad, 3rd Class Intermediate Magic Knight Sol Marron\so let's doll ourselves up a bit, er... response:	Who do you think I am?
context: Just who do you think I am? I'm\Hey!\Huh?\That would be my line.\We don't get to enjoy festivals like this every day,\Blue Rose Knights Squad, 3rd Class Intermediate Magic Knight Sol Marron\so let's doll ourselves up a bit, er...\Who do you think I am? response:	This magic...
context: Hey!\Huh?\That would be my line.\We don't get to enjoy festivals like this every day,\Blue Rose Knights Squad, 3rd Class Intermediate Magic Knight Sol Marron\so let's doll ourselves up a bit, er...\Who do you think I am?\This magic... response:	She's the captain of the Blue Rose Knights!
context: Huh?\That would be my line.\We don't get to enjoy festivals like this every day,\Blue Rose Knights Squad, 3rd Class Intermediate Magic Knight Sol Marron\so let's doll ourselves up a bit, er...\Who do you think I am?\This magic...\She's the captain of the Blue Rose Knights! response:	Blue Rose Knights Captain Charlotte Roselei
context: That would be my line.\We don't get to enjoy festivals like this every day,\Blue Rose Knights Squad, 3rd Class Intermediate Magic Knight Sol Marron\so let's doll ourselves up a bit, er...\Who do you think I am?\This magic...\She's the captain of the Blue Rose Knights!\Blue Rose Knights Captain Charlotte Roselei response:	Whatcha doin', Sis?
context: We don't get to enjoy festivals like this every day,\Blue Rose Knights Squad, 3rd Class Intermediate Magic Knight Sol Marron\so let's doll ourselves up a bit, er...\Who do you think I am?\This magic...\She's the captain of the Blue Rose Knights!\Blue Rose Knights Captain Charlotte Roselei\Whatcha doin', Sis? response:	Call me Captain.
context: Blue Rose Knights Squad, 3rd Class Intermediate Magic Knight Sol Marron\so let's doll ourselves up a bit, er...\Who do you think I am?\This magic...\She's the captain of the Blue Rose Knights!\Blue Rose Knights Captain Charlotte Roselei\Whatcha doin', Sis?\Call me Captain. response:	You got it, Sis!
context: so let's doll ourselves up a bit, er...\Who do you think I am?\This magic...\She's the captain of the Blue Rose Knights!\Blue Rose Knights Captain Charlotte Roselei\Whatcha doin', Sis?\Call me Captain.\You got it, Sis! response:	Come with you?
context: Who do you think I am?\This magic...\She's the captain of the Blue Rose Knights!\Blue Rose Knights Captain Charlotte Roselei\Whatcha doin', Sis?\Call me Captain.\You got it, Sis!\Come with you? response:	Were you planning to use me as some accessory?
context: This magic...\She's the captain of the Blue Rose Knights!\Blue Rose Knights Captain Charlotte Roselei\Whatcha doin', Sis?\Call me Captain.\You got it, Sis!\Come with you?\Were you planning to use me as some accessory? response:	And without my consent, no less. What were you thinking?
context: She's the captain of the Blue Rose Knights!\Blue Rose Knights Captain Charlotte Roselei\Whatcha doin', Sis?\Call me Captain.\You got it, Sis!\Come with you?\Were you planning to use me as some accessory?\And without my consent, no less. What were you thinking? response:	The House of Bamilton? I belong to the House of Roselei.
context: Blue Rose Knights Captain Charlotte Roselei\Whatcha doin', Sis?\Call me Captain.\You got it, Sis!\Come with you?\Were you planning to use me as some accessory?\And without my consent, no less. What were you thinking?\The House of Bamilton? I belong to the House of Roselei. response:	Did you think you could approach me so casually because I'm a woman?
context: Whatcha doin', Sis?\Call me Captain.\You got it, Sis!\Come with you?\Were you planning to use me as some accessory?\And without my consent, no less. What were you thinking?\The House of Bamilton? I belong to the House of Roselei.\Did you think you could approach me so casually because I'm a woman? response:	Is there a single way in which you are superior to me?
context: Call me Captain.\You got it, Sis!\Come with you?\Were you planning to use me as some accessory?\And without my consent, no less. What were you thinking?\The House of Bamilton? I belong to the House of Roselei.\Did you think you could approach me so casually because I'm a woman?\Is there a single way in which you are superior to me? response:	Honestly... where did Asta run off to now?
context: You got it, Sis!\Come with you?\Were you planning to use me as some accessory?\And without my consent, no less. What were you thinking?\The House of Bamilton? I belong to the House of Roselei.\Did you think you could approach me so casually because I'm a woman?\Is there a single way in which you are superior to me?\Honestly... where did Asta run off to now? response:	Well, he did take quite a flight.
context: Come with you?\Were you planning to use me as some accessory?\And without my consent, no less. What were you thinking?\The House of Bamilton? I belong to the House of Roselei.\Did you think you could approach me so casually because I'm a woman?\Is there a single way in which you are superior to me?\Honestly... where did Asta run off to now?\Well, he did take quite a flight. response:	I don't think I've ever seen so many people.
context: Were you planning to use me as some accessory?\And without my consent, no less. What were you thinking?\The House of Bamilton? I belong to the House of Roselei.\Did you think you could approach me so casually because I'm a woman?\Is there a single way in which you are superior to me?\Honestly... where did Asta run off to now?\Well, he did take quite a flight.\I don't think I've ever seen so many people. response:	Feel free to take my hand at any time so you don't get lost.
context: And without my consent, no less. What were you thinking?\The House of Bamilton? I belong to the House of Roselei.\Did you think you could approach me so casually because I'm a woman?\Is there a single way in which you are superior to me?\Honestly... where did Asta run off to now?\Well, he did take quite a flight.\I don't think I've ever seen so many people.\Feel free to take my hand at any time so you don't get lost. response:	What's going on?
context: The House of Bamilton? I belong to the House of Roselei.\Did you think you could approach me so casually because I'm a woman?\Is there a single way in which you are superior to me?\Honestly... where did Asta run off to now?\Well, he did take quite a flight.\I don't think I've ever seen so many people.\Feel free to take my hand at any time so you don't get lost.\What's going on? response:	What's the matter? Use your magic to do something about my briars.
context: Did you think you could approach me so casually because I'm a woman?\Is there a single way in which you are superior to me?\Honestly... where did Asta run off to now?\Well, he did take quite a flight.\I don't think I've ever seen so many people.\Feel free to take my hand at any time so you don't get lost.\What's going on?\What's the matter? Use your magic to do something about my briars. response:	Woohoo! You go, Sis! You're as cool as ever!
context: Is there a single way in which you are superior to me?\Honestly... where did Asta run off to now?\Well, he did take quite a flight.\I don't think I've ever seen so many people.\Feel free to take my hand at any time so you don't get lost.\What's going on?\What's the matter? Use your magic to do something about my briars.\Woohoo! You go, Sis! You're as cool as ever! response:	Call me Captain.
context: Honestly... where did Asta run off to now?\Well, he did take quite a flight.\I don't think I've ever seen so many people.\Feel free to take my hand at any time so you don't get lost.\What's going on?\What's the matter? Use your magic to do something about my briars.\Woohoo! You go, Sis! You're as cool as ever!\Call me Captain. response:	You got it, Sis!
context: Well, he did take quite a flight.\I don't think I've ever seen so many people.\Feel free to take my hand at any time so you don't get lost.\What's going on?\What's the matter? Use your magic to do something about my briars.\Woohoo! You go, Sis! You're as cool as ever!\Call me Captain.\You got it, Sis! response:	Wait, wait, wait! You're supposed to stop her!
context: I don't think I've ever seen so many people.\Feel free to take my hand at any time so you don't get lost.\What's going on?\What's the matter? Use your magic to do something about my briars.\Woohoo! You go, Sis! You're as cool as ever!\Call me Captain.\You got it, Sis!\Wait, wait, wait! You're supposed to stop her! response:	That guy's seriously gonna die!
context: Feel free to take my hand at any time so you don't get lost.\What's going on?\What's the matter? Use your magic to do something about my briars.\Woohoo! You go, Sis! You're as cool as ever!\Call me Captain.\You got it, Sis!\Wait, wait, wait! You're supposed to stop her!\That guy's seriously gonna die! response:	Is something wrong? Did you find Asta?
context: What's going on?\What's the matter? Use your magic to do something about my briars.\Woohoo! You go, Sis! You're as cool as ever!\Call me Captain.\You got it, Sis!\Wait, wait, wait! You're supposed to stop her!\That guy's seriously gonna die!\Is something wrong? Did you find Asta? response:	Looks like some drunk is dancing naked over there.
context: What's the matter? Use your magic to do something about my briars.\Woohoo! You go, Sis! You're as cool as ever!\Call me Captain.\You got it, Sis!\Wait, wait, wait! You're supposed to stop her!\That guy's seriously gonna die!\Is something wrong? Did you find Asta?\Looks like some drunk is dancing naked over there. response:	It's nothing for royalty to see.
context: Woohoo! You go, Sis! You're as cool as ever!\Call me Captain.\You got it, Sis!\Wait, wait, wait! You're supposed to stop her!\That guy's seriously gonna die!\Is something wrong? Did you find Asta?\Looks like some drunk is dancing naked over there.\It's nothing for royalty to see. response:	H-H-Hey!
context: Call me Captain.\You got it, Sis!\Wait, wait, wait! You're supposed to stop her!\That guy's seriously gonna die!\Is something wrong? Did you find Asta?\Looks like some drunk is dancing naked over there.\It's nothing for royalty to see.\H-H-Hey! response:	Hi there.
context: You got it, Sis!\Wait, wait, wait! You're supposed to stop her!\That guy's seriously gonna die!\Is something wrong? Did you find Asta?\Looks like some drunk is dancing naked over there.\It's nothing for royalty to see.\H-H-Hey!\Hi there. response:	You're...
context: Wait, wait, wait! You're supposed to stop her!\That guy's seriously gonna die!\Is something wrong? Did you find Asta?\Looks like some drunk is dancing naked over there.\It's nothing for royalty to see.\H-H-Hey!\Hi there.\You're... response:	The little runt from the distinguished service ceremony!
context: That guy's seriously gonna die!\Is something wrong? Did you find Asta?\Looks like some drunk is dancing naked over there.\It's nothing for royalty to see.\H-H-Hey!\Hi there.\You're...\The little runt from the distinguished service ceremony! response:	Who are you callin' a runt?!
context: Is something wrong? Did you find Asta?\Looks like some drunk is dancing naked over there.\It's nothing for royalty to see.\H-H-Hey!\Hi there.\You're...\The little runt from the distinguished service ceremony!\Who are you callin' a runt?! response:	I mean, you're definitely a little runt.
context: Looks like some drunk is dancing naked over there.\It's nothing for royalty to see.\H-H-Hey!\Hi there.\You're...\The little runt from the distinguished service ceremony!\Who are you callin' a runt?!\I mean, you're definitely a little runt. response:	Shut up, you giant woman!
context: It's nothing for royalty to see.\H-H-Hey!\Hi there.\You're...\The little runt from the distinguished service ceremony!\Who are you callin' a runt?!\I mean, you're definitely a little runt.\Shut up, you giant woman! response:	Huh? What was that, you little mouse?
context: H-H-Hey!\Hi there.\You're...\The little runt from the distinguished service ceremony!\Who are you callin' a runt?!\I mean, you're definitely a little runt.\Shut up, you giant woman!\Huh? What was that, you little mouse? response:	You want me to stomp you?
context: Hi there.\You're...\The little runt from the distinguished service ceremony!\Who are you callin' a runt?!\I mean, you're definitely a little runt.\Shut up, you giant woman!\Huh? What was that, you little mouse?\You want me to stomp you? response:	Please don't!
context: You're...\The little runt from the distinguished service ceremony!\Who are you callin' a runt?!\I mean, you're definitely a little runt.\Shut up, you giant woman!\Huh? What was that, you little mouse?\You want me to stomp you?\Please don't! response:	More importantly, Sis!
context: The little runt from the distinguished service ceremony!\Who are you callin' a runt?!\I mean, you're definitely a little runt.\Shut up, you giant woman!\Huh? What was that, you little mouse?\You want me to stomp you?\Please don't!\More importantly, Sis! response:	Call me Captain.
context: Who are you callin' a runt?!\I mean, you're definitely a little runt.\Shut up, you giant woman!\Huh? What was that, you little mouse?\You want me to stomp you?\Please don't!\More importantly, Sis!\Call me Captain. response:	You got it, Sis!
context: I mean, you're definitely a little runt.\Shut up, you giant woman!\Huh? What was that, you little mouse?\You want me to stomp you?\Please don't!\More importantly, Sis!\Call me Captain.\You got it, Sis! response:	I found this super awesome dress!
context: Shut up, you giant woman!\Huh? What was that, you little mouse?\You want me to stomp you?\Please don't!\More importantly, Sis!\Call me Captain.\You got it, Sis!\I found this super awesome dress! response:	What I have on right now is fine.
context: Huh? What was that, you little mouse?\You want me to stomp you?\Please don't!\More importantly, Sis!\Call me Captain.\You got it, Sis!\I found this super awesome dress!\What I have on right now is fine. response:	I know you'll look great in it, Sis!
context: You want me to stomp you?\Please don't!\More importantly, Sis!\Call me Captain.\You got it, Sis!\I found this super awesome dress!\What I have on right now is fine.\I know you'll look great in it, Sis! response:	Come on. Let's go!
context: Please don't!\More importantly, Sis!\Call me Captain.\You got it, Sis!\I found this super awesome dress!\What I have on right now is fine.\I know you'll look great in it, Sis!\Come on. Let's go! response:	H-Hey!
context: More importantly, Sis!\Call me Captain.\You got it, Sis!\I found this super awesome dress!\What I have on right now is fine.\I know you'll look great in it, Sis!\Come on. Let's go!\H-Hey! response:	Stop it, Sol.
context: Call me Captain.\You got it, Sis!\I found this super awesome dress!\What I have on right now is fine.\I know you'll look great in it, Sis!\Come on. Let's go!\H-Hey!\Stop it, Sol. response:	Come on, don't be like that!
context: You got it, Sis!\I found this super awesome dress!\What I have on right now is fine.\I know you'll look great in it, Sis!\Come on. Let's go!\H-Hey!\Stop it, Sol.\Come on, don't be like that! response:	Woohoo! Your skin is as lovely and pale as ever!
context: I found this super awesome dress!\What I have on right now is fine.\I know you'll look great in it, Sis!\Come on. Let's go!\H-Hey!\Stop it, Sol.\Come on, don't be like that!\Woohoo! Your skin is as lovely and pale as ever! response:	It's smoother than marble!
context: What I have on right now is fine.\I know you'll look great in it, Sis!\Come on. Let's go!\H-Hey!\Stop it, Sol.\Come on, don't be like that!\Woohoo! Your skin is as lovely and pale as ever!\It's smoother than marble! response:	Hey, stop that!
context: I know you'll look great in it, Sis!\Come on. Let's go!\H-Hey!\Stop it, Sol.\Come on, don't be like that!\Woohoo! Your skin is as lovely and pale as ever!\It's smoother than marble!\Hey, stop that! response:	Drinking at a festival is on a whole'nother level!
context: Come on. Let's go!\H-Hey!\Stop it, Sol.\Come on, don't be like that!\Woohoo! Your skin is as lovely and pale as ever!\It's smoother than marble!\Hey, stop that!\Drinking at a festival is on a whole'nother level! response:	Yeah! Eating at a festival makes the food taste even more delicious, la!
context: H-Hey!\Stop it, Sol.\Come on, don't be like that!\Woohoo! Your skin is as lovely and pale as ever!\It's smoother than marble!\Hey, stop that!\Drinking at a festival is on a whole'nother level!\Yeah! Eating at a festival makes the food taste even more delicious, la! response:	S-So many people!
context: Stop it, Sol.\Come on, don't be like that!\Woohoo! Your skin is as lovely and pale as ever!\It's smoother than marble!\Hey, stop that!\Drinking at a festival is on a whole'nother level!\Yeah! Eating at a festival makes the food taste even more delicious, la!\S-So many people! response:	I'm so embarrassed! Nom...
context: Come on, don't be like that!\Woohoo! Your skin is as lovely and pale as ever!\It's smoother than marble!\Hey, stop that!\Drinking at a festival is on a whole'nother level!\Yeah! Eating at a festival makes the food taste even more delicious, la!\S-So many people!\I'm so embarrassed! Nom... response:	Oh, wow. It really is delicious.
context: Woohoo! Your skin is as lovely and pale as ever!\It's smoother than marble!\Hey, stop that!\Drinking at a festival is on a whole'nother level!\Yeah! Eating at a festival makes the food taste even more delicious, la!\S-So many people!\I'm so embarrassed! Nom...\Oh, wow. It really is delicious. response:	I wanted to come with Marie.
context: It's smoother than marble!\Hey, stop that!\Drinking at a festival is on a whole'nother level!\Yeah! Eating at a festival makes the food taste even more delicious, la!\S-So many people!\I'm so embarrassed! Nom...\Oh, wow. It really is delicious.\I wanted to come with Marie. response:	It tastes special somehow.
context: Hey, stop that!\Drinking at a festival is on a whole'nother level!\Yeah! Eating at a festival makes the food taste even more delicious, la!\S-So many people!\I'm so embarrassed! Nom...\Oh, wow. It really is delicious.\I wanted to come with Marie.\It tastes special somehow. response:	Maybe it's because we're at a festival.
context: Drinking at a festival is on a whole'nother level!\Yeah! Eating at a festival makes the food taste even more delicious, la!\S-So many people!\I'm so embarrassed! Nom...\Oh, wow. It really is delicious.\I wanted to come with Marie.\It tastes special somehow.\Maybe it's because we're at a festival. response:	Oh, it must be because I'm with you, Big Brother!
context: Yeah! Eating at a festival makes the food taste even more delicious, la!\S-So many people!\I'm so embarrassed! Nom...\Oh, wow. It really is delicious.\I wanted to come with Marie.\It tastes special somehow.\Maybe it's because we're at a festival.\Oh, it must be because I'm with you, Big Brother! response:	Festivals get me so pumped up! The inner man in me is raring to get out!
context: S-So many people!\I'm so embarrassed! Nom...\Oh, wow. It really is delicious.\I wanted to come with Marie.\It tastes special somehow.\Maybe it's because we're at a festival.\Oh, it must be because I'm with you, Big Brother!\Festivals get me so pumped up! The inner man in me is raring to get out! response:	I know, right? Wanna fight?
context: I'm so embarrassed! Nom...\Oh, wow. It really is delicious.\I wanted to come with Marie.\It tastes special somehow.\Maybe it's because we're at a festival.\Oh, it must be because I'm with you, Big Brother!\Festivals get me so pumped up! The inner man in me is raring to get out!\I know, right? Wanna fight? response:	Hell no!
context: Oh, wow. It really is delicious.\I wanted to come with Marie.\It tastes special somehow.\Maybe it's because we're at a festival.\Oh, it must be because I'm with you, Big Brother!\Festivals get me so pumped up! The inner man in me is raring to get out!\I know, right? Wanna fight?\Hell no! response:	Festivals...
context: I wanted to come with Marie.\It tastes special somehow.\Maybe it's because we're at a festival.\Oh, it must be because I'm with you, Big Brother!\Festivals get me so pumped up! The inner man in me is raring to get out!\I know, right? Wanna fight?\Hell no!\Festivals... response:	By being able to enjoy a different environment than we ordinarily experience in our lives,
context: It tastes special somehow.\Maybe it's because we're at a festival.\Oh, it must be because I'm with you, Big Brother!\Festivals get me so pumped up! The inner man in me is raring to get out!\I know, right? Wanna fight?\Hell no!\Festivals...\By being able to enjoy a different environment than we ordinarily experience in our lives, response:	our bonds become even stronger...
context: Maybe it's because we're at a festival.\Oh, it must be because I'm with you, Big Brother!\Festivals get me so pumped up! The inner man in me is raring to get out!\I know, right? Wanna fight?\Hell no!\Festivals...\By being able to enjoy a different environment than we ordinarily experience in our lives,\our bonds become even stronger... response:	It's such a special day.
context: Oh, it must be because I'm with you, Big Brother!\Festivals get me so pumped up! The inner man in me is raring to get out!\I know, right? Wanna fight?\Hell no!\Festivals...\By being able to enjoy a different environment than we ordinarily experience in our lives,\our bonds become even stronger...\It's such a special day. response:	An unforgettable page in our book of memories...
context: Festivals get me so pumped up! The inner man in me is raring to get out!\I know, right? Wanna fight?\Hell no!\Festivals...\By being able to enjoy a different environment than we ordinarily experience in our lives,\our bonds become even stronger...\It's such a special day.\An unforgettable page in our book of memories... response:	I'm zero for five today. I'm doing worse than usual.
context: I know, right? Wanna fight?\Hell no!\Festivals...\By being able to enjoy a different environment than we ordinarily experience in our lives,\our bonds become even stronger...\It's such a special day.\An unforgettable page in our book of memories...\I'm zero for five today. I'm doing worse than usual. response:	Sniffity, sniffity, sniff-sniff...
context: Hell no!\Festivals...\By being able to enjoy a different environment than we ordinarily experience in our lives,\our bonds become even stronger...\It's such a special day.\An unforgettable page in our book of memories...\I'm zero for five today. I'm doing worse than usual.\Sniffity, sniffity, sniff-sniff... response:	I smell an extremely beautiful lady.
context: Festivals...\By being able to enjoy a different environment than we ordinarily experience in our lives,\our bonds become even stronger...\It's such a special day.\An unforgettable page in our book of memories...\I'm zero for five today. I'm doing worse than usual.\Sniffity, sniffity, sniff-sniff...\I smell an extremely beautiful lady. response:	Pardon me!
context: By being able to enjoy a different environment than we ordinarily experience in our lives,\our bonds become even stronger...\It's such a special day.\An unforgettable page in our book of memories...\I'm zero for five today. I'm doing worse than usual.\Sniffity, sniffity, sniff-sniff...\I smell an extremely beautiful lady.\Pardon me! response:	What's his problem? There are plenty of pretty girls right here.
context: our bonds become even stronger...\It's such a special day.\An unforgettable page in our book of memories...\I'm zero for five today. I'm doing worse than usual.\Sniffity, sniffity, sniff-sniff...\I smell an extremely beautiful lady.\Pardon me!\What's his problem? There are plenty of pretty girls right here. response:	Talk about rude!
context: It's such a special day.\An unforgettable page in our book of memories...\I'm zero for five today. I'm doing worse than usual.\Sniffity, sniffity, sniff-sniff...\I smell an extremely beautiful lady.\Pardon me!\What's his problem? There are plenty of pretty girls right here.\Talk about rude! response:	More importantly, what's taking the captain so long?
context: An unforgettable page in our book of memories...\I'm zero for five today. I'm doing worse than usual.\Sniffity, sniffity, sniff-sniff...\I smell an extremely beautiful lady.\Pardon me!\What's his problem? There are plenty of pretty girls right here.\Talk about rude!\More importantly, what's taking the captain so long? response:	You look awesome, Sis!
context: I'm zero for five today. I'm doing worse than usual.\Sniffity, sniffity, sniff-sniff...\I smell an extremely beautiful lady.\Pardon me!\What's his problem? There are plenty of pretty girls right here.\Talk about rude!\More importantly, what's taking the captain so long?\You look awesome, Sis! response:	That helmet you always wear looks great on you, but so does this!
context: Sniffity, sniffity, sniff-sniff...\I smell an extremely beautiful lady.\Pardon me!\What's his problem? There are plenty of pretty girls right here.\Talk about rude!\More importantly, what's taking the captain so long?\You look awesome, Sis!\That helmet you always wear looks great on you, but so does this! response:	A goddess... I'm truly in the presence of a goddess right now.
