context: watashi ga umareta asa no machi yuki no naka ni umoreta response:	sore wa sore wa chiisai te de aozora wo aoida
context: fugainai ya iya\tsurai naa iya iya\My hometown lay buried in snow the morning I was born.\I looked up at the blue sky with my tiny hands.\The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone. response:	It's so difficult. No, I hate it.
context: tsurai naa iya iya\My hometown lay buried in snow the morning I was born.\I looked up at the blue sky with my tiny hands.\The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it. response:	Tears and sorrow caused me to miss my chance.
context: My hometown lay buried in snow the morning I was born.\I looked up at the blue sky with my tiny hands.\The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance. response:	Autumn passed, winter came again, and I became a year older.
context: I looked up at the blue sky with my tiny hands.\The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older. response:	You think you've run far away, but your story never ends.
context: The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends. response:	And yet, you're smirking.
context: It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking. response:	It's so cowardly. I hate it.
context: Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it. response:	Even if I have to cling to you, chase after you, and get kicked down...
context: I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down... response:	It's so cowardly. No...
context: It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No... response:	It's so difficult. I hate it. I hate it.
context: Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it. response:	Yakisoba
context: Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\Yakisoba response:	Hamabi Festival
context: You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\Yakisoba\Hamabi Festival response:	Dad...
context: And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\Yakisoba\Hamabi Festival\Dad... response:	Dad...
context: It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\Yakisoba\Hamabi Festival\Dad...\Dad... response:	Morita Technology Research Office
context: Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\Yakisoba\Hamabi Festival\Dad...\Dad...\Morita Technology Research Office response:	What?
context: It's so cowardly. No...\It's so difficult. I hate it. I hate it.\Yakisoba\Hamabi Festival\Dad...\Dad...\Morita Technology Research Office\What? response:	Seriously?
context: It's so difficult. I hate it. I hate it.\Yakisoba\Hamabi Festival\Dad...\Dad...\Morita Technology Research Office\What?\Seriously? response:	Got it. I'll be right there.
context: Yakisoba\Hamabi Festival\Dad...\Dad...\Morita Technology Research Office\What?\Seriously?\Got it. I'll be right there. response:	Hey, where's the president?
context: Hamabi Festival\Dad...\Dad...\Morita Technology Research Office\What?\Seriously?\Got it. I'll be right there.\Hey, where's the president? response:	What? Isn't he in his office?
context: Dad...\Dad...\Morita Technology Research Office\What?\Seriously?\Got it. I'll be right there.\Hey, where's the president?\What? Isn't he in his office? response:	He was singing real loud a little while ago.
context: Dad...\Morita Technology Research Office\What?\Seriously?\Got it. I'll be right there.\Hey, where's the president?\What? Isn't he in his office?\He was singing real loud a little while ago. response:	No way!
context: Morita Technology Research Office\What?\Seriously?\Got it. I'll be right there.\Hey, where's the president?\What? Isn't he in his office?\He was singing real loud a little while ago.\No way! response:	But the president...
context: What?\Seriously?\Got it. I'll be right there.\Hey, where's the president?\What? Isn't he in his office?\He was singing real loud a little while ago.\No way!\But the president... response:	Have this done by eight. Otherwise, you're doing ten laps around the grounds.
context: Seriously?\Got it. I'll be right there.\Hey, where's the president?\What? Isn't he in his office?\He was singing real loud a little while ago.\No way!\But the president...\Have this done by eight. Otherwise, you're doing ten laps around the grounds. response:	The president already went home.
context: Got it. I'll be right there.\Hey, where's the president?\What? Isn't he in his office?\He was singing real loud a little while ago.\No way!\But the president...\Have this done by eight. Otherwise, you're doing ten laps around the grounds.\The president already went home. response:	What the...?!
context: Hey, where's the president?\What? Isn't he in his office?\He was singing real loud a little while ago.\No way!\But the president...\Have this done by eight. Otherwise, you're doing ten laps around the grounds.\The president already went home.\What the...?! response:	Tomorrow is the presentation for our new project!
context: What? Isn't he in his office?\He was singing real loud a little while ago.\No way!\But the president...\Have this done by eight. Otherwise, you're doing ten laps around the grounds.\The president already went home.\What the...?!\Tomorrow is the presentation for our new project! response:	But he ran out screaming, We're having curry tonight!
context: He was singing real loud a little while ago.\No way!\But the president...\Have this done by eight. Otherwise, you're doing ten laps around the grounds.\The president already went home.\What the...?!\Tomorrow is the presentation for our new project!\But he ran out screaming, We're having curry tonight! response:	Curry?
context: No way!\But the president...\Have this done by eight. Otherwise, you're doing ten laps around the grounds.\The president already went home.\What the...?!\Tomorrow is the presentation for our new project!\But he ran out screaming, We're having curry tonight!\Curry? response:	Curry, huh?
context: But the president...\Have this done by eight. Otherwise, you're doing ten laps around the grounds.\The president already went home.\What the...?!\Tomorrow is the presentation for our new project!\But he ran out screaming, We're having curry tonight!\Curry?\Curry, huh? response:	I guess it can't be helped if it's curry...
context: Have this done by eight. Otherwise, you're doing ten laps around the grounds.\The president already went home.\What the...?!\Tomorrow is the presentation for our new project!\But he ran out screaming, We're having curry tonight!\Curry?\Curry, huh?\I guess it can't be helped if it's curry... response:	Dad!
context: The president already went home.\What the...?!\Tomorrow is the presentation for our new project!\But he ran out screaming, We're having curry tonight!\Curry?\Curry, huh?\I guess it can't be helped if it's curry...\Dad! response:	Dad!
context: What the...?!\Tomorrow is the presentation for our new project!\But he ran out screaming, We're having curry tonight!\Curry?\Curry, huh?\I guess it can't be helped if it's curry...\Dad!\Dad! response:	Hey!
context: Tomorrow is the presentation for our new project!\But he ran out screaming, We're having curry tonight!\Curry?\Curry, huh?\I guess it can't be helped if it's curry...\Dad!\Dad!\Hey! response:	Now, take a look.
context: But he ran out screaming, We're having curry tonight!\Curry?\Curry, huh?\I guess it can't be helped if it's curry...\Dad!\Dad!\Hey!\Now, take a look. response:	When you shine a light on it, it heads toward the light.
context: Curry?\Curry, huh?\I guess it can't be helped if it's curry...\Dad!\Dad!\Hey!\Now, take a look.\When you shine a light on it, it heads toward the light. response:	It's the smallest robot in the world.
context: Curry, huh?\I guess it can't be helped if it's curry...\Dad!\Dad!\Hey!\Now, take a look.\When you shine a light on it, it heads toward the light.\It's the smallest robot in the world. response:	It's name is kabu-tan.
context: I guess it can't be helped if it's curry...\Dad!\Dad!\Hey!\Now, take a look.\When you shine a light on it, it heads toward the light.\It's the smallest robot in the world.\It's name is kabu-tan. response:	Kabu-tan...
context: Dad!\Dad!\Hey!\Now, take a look.\When you shine a light on it, it heads toward the light.\It's the smallest robot in the world.\It's name is kabu-tan.\Kabu-tan... response:	That's right.
context: Dad!\Hey!\Now, take a look.\When you shine a light on it, it heads toward the light.\It's the smallest robot in the world.\It's name is kabu-tan.\Kabu-tan...\That's right. response:	Kaoru's Ka and Shinobu's Bu.
context: Hey!\Now, take a look.\When you shine a light on it, it heads toward the light.\It's the smallest robot in the world.\It's name is kabu-tan.\Kabu-tan...\That's right.\Kaoru's Ka and Shinobu's Bu. response:	That's why it's called Kabu-tan.
context: Now, take a look.\When you shine a light on it, it heads toward the light.\It's the smallest robot in the world.\It's name is kabu-tan.\Kabu-tan...\That's right.\Kaoru's Ka and Shinobu's Bu.\That's why it's called Kabu-tan. response:	Isn't it cool?
context: When you shine a light on it, it heads toward the light.\It's the smallest robot in the world.\It's name is kabu-tan.\Kabu-tan...\That's right.\Kaoru's Ka and Shinobu's Bu.\That's why it's called Kabu-tan.\Isn't it cool? response:	It's lame!
context: It's the smallest robot in the world.\It's name is kabu-tan.\Kabu-tan...\That's right.\Kaoru's Ka and Shinobu's Bu.\That's why it's called Kabu-tan.\Isn't it cool?\It's lame! response:	No kidding!
context: It's name is kabu-tan.\Kabu-tan...\That's right.\Kaoru's Ka and Shinobu's Bu.\That's why it's called Kabu-tan.\Isn't it cool?\It's lame!\No kidding! response:	But isn't it cute?
context: Kabu-tan...\That's right.\Kaoru's Ka and Shinobu's Bu.\That's why it's called Kabu-tan.\Isn't it cool?\It's lame!\No kidding!\But isn't it cute? response:	For real!
context: That's right.\Kaoru's Ka and Shinobu's Bu.\That's why it's called Kabu-tan.\Isn't it cool?\It's lame!\No kidding!\But isn't it cute?\For real! response:	Okay, why don't we have some curry then?
context: Kaoru's Ka and Shinobu's Bu.\That's why it's called Kabu-tan.\Isn't it cool?\It's lame!\No kidding!\But isn't it cute?\For real!\Okay, why don't we have some curry then? response:	Agreed!
context: That's why it's called Kabu-tan.\Isn't it cool?\It's lame!\No kidding!\But isn't it cute?\For real!\Okay, why don't we have some curry then?\Agreed! response:	I want some curry...
context: Isn't it cool?\It's lame!\No kidding!\But isn't it cute?\For real!\Okay, why don't we have some curry then?\Agreed!\I want some curry... response:	I tried to make something huge...
context: It's lame!\No kidding!\But isn't it cute?\For real!\Okay, why don't we have some curry then?\Agreed!\I want some curry...\I tried to make something huge... response:	And that the work is simple, boring and endless.
context: No kidding!\But isn't it cute?\For real!\Okay, why don't we have some curry then?\Agreed!\I want some curry...\I tried to make something huge...\And that the work is simple, boring and endless. response:	But I'm all right now.
context: But isn't it cute?\For real!\Okay, why don't we have some curry then?\Agreed!\I want some curry...\I tried to make something huge...\And that the work is simple, boring and endless.\But I'm all right now. response:	Everyone is amazed when I tell them I rode a bike to Wakkanai...
context: For real!\Okay, why don't we have some curry then?\Agreed!\I want some curry...\I tried to make something huge...\And that the work is simple, boring and endless.\But I'm all right now.\Everyone is amazed when I tell them I rode a bike to Wakkanai... response:	Right, left, right, left...
context: Okay, why don't we have some curry then?\Agreed!\I want some curry...\I tried to make something huge...\And that the work is simple, boring and endless.\But I'm all right now.\Everyone is amazed when I tell them I rode a bike to Wakkanai...\Right, left, right, left... response:	Only, endlessly...
context: Agreed!\I want some curry...\I tried to make something huge...\And that the work is simple, boring and endless.\But I'm all right now.\Everyone is amazed when I tell them I rode a bike to Wakkanai...\Right, left, right, left...\Only, endlessly... response:	I know that, so I'm all right now.
context: I want some curry...\I tried to make something huge...\And that the work is simple, boring and endless.\But I'm all right now.\Everyone is amazed when I tell them I rode a bike to Wakkanai...\Right, left, right, left...\Only, endlessly...\I know that, so I'm all right now. response:	So smooth...
context: I tried to make something huge...\And that the work is simple, boring and endless.\But I'm all right now.\Everyone is amazed when I tell them I rode a bike to Wakkanai...\Right, left, right, left...\Only, endlessly...\I know that, so I'm all right now.\So smooth... response:	It's like the edges will melt away.
context: And that the work is simple, boring and endless.\But I'm all right now.\Everyone is amazed when I tell them I rode a bike to Wakkanai...\Right, left, right, left...\Only, endlessly...\I know that, so I'm all right now.\So smooth...\It's like the edges will melt away. response:	It's like they're made out of cream...
context: But I'm all right now.\Everyone is amazed when I tell them I rode a bike to Wakkanai...\Right, left, right, left...\Only, endlessly...\I know that, so I'm all right now.\So smooth...\It's like the edges will melt away.\It's like they're made out of cream... response:	The white marble...
context: Everyone is amazed when I tell them I rode a bike to Wakkanai...\Right, left, right, left...\Only, endlessly...\I know that, so I'm all right now.\So smooth...\It's like the edges will melt away.\It's like they're made out of cream...\The white marble... response:	I wonder how much it costs...
context: Right, left, right, left...\Only, endlessly...\I know that, so I'm all right now.\So smooth...\It's like the edges will melt away.\It's like they're made out of cream...\The white marble...\I wonder how much it costs... response:	I wonder how you carve them...
context: Only, endlessly...\I know that, so I'm all right now.\So smooth...\It's like the edges will melt away.\It's like they're made out of cream...\The white marble...\I wonder how much it costs...\I wonder how you carve them... response:	There's so much I want to do.
context: I know that, so I'm all right now.\So smooth...\It's like the edges will melt away.\It's like they're made out of cream...\The white marble...\I wonder how much it costs...\I wonder how you carve them...\There's so much I want to do. response:	I'm brimming with thoughts of things I want to create.
context: So smooth...\It's like the edges will melt away.\It's like they're made out of cream...\The white marble...\I wonder how much it costs...\I wonder how you carve them...\There's so much I want to do.\I'm brimming with thoughts of things I want to create. response:	I chase after every image that flies out...
context: It's like the edges will melt away.\It's like they're made out of cream...\The white marble...\I wonder how much it costs...\I wonder how you carve them...\There's so much I want to do.\I'm brimming with thoughts of things I want to create.\I chase after every image that flies out... response:	I catch them... I battle them...
context: It's like they're made out of cream...\The white marble...\I wonder how much it costs...\I wonder how you carve them...\There's so much I want to do.\I'm brimming with thoughts of things I want to create.\I chase after every image that flies out...\I catch them... I battle them... response:	I name and return them to where they ought to be.
context: The white marble...\I wonder how much it costs...\I wonder how you carve them...\There's so much I want to do.\I'm brimming with thoughts of things I want to create.\I chase after every image that flies out...\I catch them... I battle them...\I name and return them to where they ought to be. response:	Over and over...
context: I wonder how much it costs...\I wonder how you carve them...\There's so much I want to do.\I'm brimming with thoughts of things I want to create.\I chase after every image that flies out...\I catch them... I battle them...\I name and return them to where they ought to be.\Over and over... response:	It requires so much time.
context: I wonder how you carve them...\There's so much I want to do.\I'm brimming with thoughts of things I want to create.\I chase after every image that flies out...\I catch them... I battle them...\I name and return them to where they ought to be.\Over and over...\It requires so much time. response:	I want to open all these boxes...
context: There's so much I want to do.\I'm brimming with thoughts of things I want to create.\I chase after every image that flies out...\I catch them... I battle them...\I name and return them to where they ought to be.\Over and over...\It requires so much time.\I want to open all these boxes... response:	A single lifetime limits how many boxes you can open.
context: I'm brimming with thoughts of things I want to create.\I chase after every image that flies out...\I catch them... I battle them...\I name and return them to where they ought to be.\Over and over...\It requires so much time.\I want to open all these boxes...\A single lifetime limits how many boxes you can open. response:	But if I had someone to help me in my battles...
context: I chase after every image that flies out...\I catch them... I battle them...\I name and return them to where they ought to be.\Over and over...\It requires so much time.\I want to open all these boxes...\A single lifetime limits how many boxes you can open.\But if I had someone to help me in my battles... response:	If I have that person...
context: I catch them... I battle them...\I name and return them to where they ought to be.\Over and over...\It requires so much time.\I want to open all these boxes...\A single lifetime limits how many boxes you can open.\But if I had someone to help me in my battles...\If I have that person... response:	The Gates of Hell by Rodin, right?
context: I name and return them to where they ought to be.\Over and over...\It requires so much time.\I want to open all these boxes...\A single lifetime limits how many boxes you can open.\But if I had someone to help me in my battles...\If I have that person...\The Gates of Hell by Rodin, right? response:	It's displayed at the National Museum of Western Art.
context: Over and over...\It requires so much time.\I want to open all these boxes...\A single lifetime limits how many boxes you can open.\But if I had someone to help me in my battles...\If I have that person...\The Gates of Hell by Rodin, right?\It's displayed at the National Museum of Western Art. response:	It appears in Dante's Divine Comedy.
context: It requires so much time.\I want to open all these boxes...\A single lifetime limits how many boxes you can open.\But if I had someone to help me in my battles...\If I have that person...\The Gates of Hell by Rodin, right?\It's displayed at the National Museum of Western Art.\It appears in Dante's Divine Comedy. response:	It's the place where people abandon all hope before entering Hell.
context: I want to open all these boxes...\A single lifetime limits how many boxes you can open.\But if I had someone to help me in my battles...\If I have that person...\The Gates of Hell by Rodin, right?\It's displayed at the National Museum of Western Art.\It appears in Dante's Divine Comedy.\It's the place where people abandon all hope before entering Hell. response:	Abandon all hope?
context: A single lifetime limits how many boxes you can open.\But if I had someone to help me in my battles...\If I have that person...\The Gates of Hell by Rodin, right?\It's displayed at the National Museum of Western Art.\It appears in Dante's Divine Comedy.\It's the place where people abandon all hope before entering Hell.\Abandon all hope? response:	Dore that you like uses that theme, too.
context: But if I had someone to help me in my battles...\If I have that person...\The Gates of Hell by Rodin, right?\It's displayed at the National Museum of Western Art.\It appears in Dante's Divine Comedy.\It's the place where people abandon all hope before entering Hell.\Abandon all hope?\Dore that you like uses that theme, too. response:	Since they chose this motif, they must've been stressed about something as well.
context: If I have that person...\The Gates of Hell by Rodin, right?\It's displayed at the National Museum of Western Art.\It appears in Dante's Divine Comedy.\It's the place where people abandon all hope before entering Hell.\Abandon all hope?\Dore that you like uses that theme, too.\Since they chose this motif, they must've been stressed about something as well. response:	Hagu?
context: The Gates of Hell by Rodin, right?\It's displayed at the National Museum of Western Art.\It appears in Dante's Divine Comedy.\It's the place where people abandon all hope before entering Hell.\Abandon all hope?\Dore that you like uses that theme, too.\Since they chose this motif, they must've been stressed about something as well.\Hagu? response:	Marble, huh?
context: It's displayed at the National Museum of Western Art.\It appears in Dante's Divine Comedy.\It's the place where people abandon all hope before entering Hell.\Abandon all hope?\Dore that you like uses that theme, too.\Since they chose this motif, they must've been stressed about something as well.\Hagu?\Marble, huh? response:	Seems like there's a dull light coming from the inside, doesn't it?
context: It appears in Dante's Divine Comedy.\It's the place where people abandon all hope before entering Hell.\Abandon all hope?\Dore that you like uses that theme, too.\Since they chose this motif, they must've been stressed about something as well.\Hagu?\Marble, huh?\Seems like there's a dull light coming from the inside, doesn't it? response:	That's because the light is being refracted inside.
context: It's the place where people abandon all hope before entering Hell.\Abandon all hope?\Dore that you like uses that theme, too.\Since they chose this motif, they must've been stressed about something as well.\Hagu?\Marble, huh?\Seems like there's a dull light coming from the inside, doesn't it?\That's because the light is being refracted inside. response:	Marble is actually translucent.
context: Abandon all hope?\Dore that you like uses that theme, too.\Since they chose this motif, they must've been stressed about something as well.\Hagu?\Marble, huh?\Seems like there's a dull light coming from the inside, doesn't it?\That's because the light is being refracted inside.\Marble is actually translucent. response:	Shuu-chan...
context: Dore that you like uses that theme, too.\Since they chose this motif, they must've been stressed about something as well.\Hagu?\Marble, huh?\Seems like there's a dull light coming from the inside, doesn't it?\That's because the light is being refracted inside.\Marble is actually translucent.\Shuu-chan... response:	What is it, Hagu?
context: Since they chose this motif, they must've been stressed about something as well.\Hagu?\Marble, huh?\Seems like there's a dull light coming from the inside, doesn't it?\That's because the light is being refracted inside.\Marble is actually translucent.\Shuu-chan...\What is it, Hagu? response:	H-Hagu?
context: Hagu?\Marble, huh?\Seems like there's a dull light coming from the inside, doesn't it?\That's because the light is being refracted inside.\Marble is actually translucent.\Shuu-chan...\What is it, Hagu?\H-Hagu? response:	No...
context: Marble, huh?\Seems like there's a dull light coming from the inside, doesn't it?\That's because the light is being refracted inside.\Marble is actually translucent.\Shuu-chan...\What is it, Hagu?\H-Hagu?\No... response:	It's nothing.
context: Seems like there's a dull light coming from the inside, doesn't it?\That's because the light is being refracted inside.\Marble is actually translucent.\Shuu-chan...\What is it, Hagu?\H-Hagu?\No...\It's nothing. response:	No.
context: That's because the light is being refracted inside.\Marble is actually translucent.\Shuu-chan...\What is it, Hagu?\H-Hagu?\No...\It's nothing.\No. response:	He has his own life.
context: Marble is actually translucent.\Shuu-chan...\What is it, Hagu?\H-Hagu?\No...\It's nothing.\No.\He has his own life. response:	I don't have the right to take that away.
context: Shuu-chan...\What is it, Hagu?\H-Hagu?\No...\It's nothing.\No.\He has his own life.\I don't have the right to take that away. response:	No way, you f-finally got a call from her?
context: What is it, Hagu?\H-Hagu?\No...\It's nothing.\No.\He has his own life.\I don't have the right to take that away.\No way, you f-finally got a call from her? response:	Waha, it's been a while, Mayama-san
context: H-Hagu?\No...\It's nothing.\No.\He has his own life.\I don't have the right to take that away.\No way, you f-finally got a call from her?\Waha, it's been a while, Mayama-san response:	From Spain?
context: No...\It's nothing.\No.\He has his own life.\I don't have the right to take that away.\No way, you f-finally got a call from her?\Waha, it's been a while, Mayama-san\From Spain? response:	From Rika-san?
context: It's nothing.\No.\He has his own life.\I don't have the right to take that away.\No way, you f-finally got a call from her?\Waha, it's been a while, Mayama-san\From Spain?\From Rika-san? response:	Yes!
context: No.\He has his own life.\I don't have the right to take that away.\No way, you f-finally got a call from her?\Waha, it's been a while, Mayama-san\From Spain?\From Rika-san?\Yes! response:	The Spanish architect, Marc Carlos?
