context: Woah. response:	Oh.
context: It doesn't really matter.\You can't own a daemon.\Same here.\My Dear White God Elhit is a huge wolf, and has a big heart, so I don't think Dear Elhit would get mad because of that.\What the heck!\O-Oh... You don't say.\Now that really doesn't fit you.\Yeah, let's go. response:	Dammit!
context: You can't own a daemon.\Same here.\My Dear White God Elhit is a huge wolf, and has a big heart, so I don't think Dear Elhit would get mad because of that.\What the heck!\O-Oh... You don't say.\Now that really doesn't fit you.\Yeah, let's go.\Dammit! response:	You can't...?
context: Same here.\My Dear White God Elhit is a huge wolf, and has a big heart, so I don't think Dear Elhit would get mad because of that.\What the heck!\O-Oh... You don't say.\Now that really doesn't fit you.\Yeah, let's go.\Dammit!\You can't...? response:	You can't use your magic?
context: My Dear White God Elhit is a huge wolf, and has a big heart, so I don't think Dear Elhit would get mad because of that.\What the heck!\O-Oh... You don't say.\Now that really doesn't fit you.\Yeah, let's go.\Dammit!\You can't...?\You can't use your magic? response:	Manato, tell us!
context: What the heck!\O-Oh... You don't say.\Now that really doesn't fit you.\Yeah, let's go.\Dammit!\You can't...?\You can't use your magic?\Manato, tell us! response:	What? Why are you apologizing? What, Manato? What?!
context: O-Oh... You don't say.\Now that really doesn't fit you.\Yeah, let's go.\Dammit!\You can't...?\You can't use your magic?\Manato, tell us!\What? Why are you apologizing? What, Manato? What?! response:	Counting... on you...
context: Now that really doesn't fit you.\Yeah, let's go.\Dammit!\You can't...?\You can't use your magic?\Manato, tell us!\What? Why are you apologizing? What, Manato? What?!\Counting... on you... response:	Counting on me to what?
context: Yeah, let's go.\Dammit!\You can't...?\You can't use your magic?\Manato, tell us!\What? Why are you apologizing? What, Manato? What?!\Counting... on you...\Counting on me to what? response:	Manato! No way.
context: Dammit!\You can't...?\You can't use your magic?\Manato, tell us!\What? Why are you apologizing? What, Manato? What?!\Counting... on you...\Counting on me to what?\Manato! No way. response:	The arrow, we need to pull it out.
context: You can't...?\You can't use your magic?\Manato, tell us!\What? Why are you apologizing? What, Manato? What?!\Counting... on you...\Counting on me to what?\Manato! No way.\The arrow, we need to pull it out. response:	I beg of you!
context: You can't use your magic?\Manato, tell us!\What? Why are you apologizing? What, Manato? What?!\Counting... on you...\Counting on me to what?\Manato! No way.\The arrow, we need to pull it out.\I beg of you! response:	I'll do anything, so please!
context: Manato, tell us!\What? Why are you apologizing? What, Manato? What?!\Counting... on you...\Counting on me to what?\Manato! No way.\The arrow, we need to pull it out.\I beg of you!\I'll do anything, so please! response:	Please, save him! Please. I beg you!
context: What? Why are you apologizing? What, Manato? What?!\Counting... on you...\Counting on me to what?\Manato! No way.\The arrow, we need to pull it out.\I beg of you!\I'll do anything, so please!\Please, save him! Please. I beg you! response:	Why?
context: Counting... on you...\Counting on me to what?\Manato! No way.\The arrow, we need to pull it out.\I beg of you!\I'll do anything, so please!\Please, save him! Please. I beg you!\Why? response:	This must be a mistake.
context: Counting on me to what?\Manato! No way.\The arrow, we need to pull it out.\I beg of you!\I'll do anything, so please!\Please, save him! Please. I beg you!\Why?\This must be a mistake. response:	Manato said that it was scary and dangerous,
context: Manato! No way.\The arrow, we need to pull it out.\I beg of you!\I'll do anything, so please!\Please, save him! Please. I beg you!\Why?\This must be a mistake.\Manato said that it was scary and dangerous, response:	and together we thought about how we could do better.
context: The arrow, we need to pull it out.\I beg of you!\I'll do anything, so please!\Please, save him! Please. I beg you!\Why?\This must be a mistake.\Manato said that it was scary and dangerous,\and together we thought about how we could do better. response:	And that if we can overcome this, we can keep moving forward.
context: I beg of you!\I'll do anything, so please!\Please, save him! Please. I beg you!\Why?\This must be a mistake.\Manato said that it was scary and dangerous,\and together we thought about how we could do better.\And that if we can overcome this, we can keep moving forward. response:	Those who are not buried properly in these borderlands turn into No Life King's servants because of his curse.
context: I'll do anything, so please!\Please, save him! Please. I beg you!\Why?\This must be a mistake.\Manato said that it was scary and dangerous,\and together we thought about how we could do better.\And that if we can overcome this, we can keep moving forward.\Those who are not buried properly in these borderlands turn into No Life King's servants because of his curse. response:	Wh-What the heck?!
context: Please, save him! Please. I beg you!\Why?\This must be a mistake.\Manato said that it was scary and dangerous,\and together we thought about how we could do better.\And that if we can overcome this, we can keep moving forward.\Those who are not buried properly in these borderlands turn into No Life King's servants because of his curse.\Wh-What the heck?! response:	That means... we have to c-cremate Manato?
context: Why?\This must be a mistake.\Manato said that it was scary and dangerous,\and together we thought about how we could do better.\And that if we can overcome this, we can keep moving forward.\Those who are not buried properly in these borderlands turn into No Life King's servants because of his curse.\Wh-What the heck?!\That means... we have to c-cremate Manato? response:	That is correct.
context: This must be a mistake.\Manato said that it was scary and dangerous,\and together we thought about how we could do better.\And that if we can overcome this, we can keep moving forward.\Those who are not buried properly in these borderlands turn into No Life King's servants because of his curse.\Wh-What the heck?!\That means... we have to c-cremate Manato?\That is correct. response:	And I assume that costs money, too?
context: Manato said that it was scary and dangerous,\and together we thought about how we could do better.\And that if we can overcome this, we can keep moving forward.\Those who are not buried properly in these borderlands turn into No Life King's servants because of his curse.\Wh-What the heck?!\That means... we have to c-cremate Manato?\That is correct.\And I assume that costs money, too? response:	No, thank you.
context: and together we thought about how we could do better.\And that if we can overcome this, we can keep moving forward.\Those who are not buried properly in these borderlands turn into No Life King's servants because of his curse.\Wh-What the heck?!\That means... we have to c-cremate Manato?\That is correct.\And I assume that costs money, too?\No, thank you. response:	Sorry, could you wait a second?
context: And that if we can overcome this, we can keep moving forward.\Those who are not buried properly in these borderlands turn into No Life King's servants because of his curse.\Wh-What the heck?!\That means... we have to c-cremate Manato?\That is correct.\And I assume that costs money, too?\No, thank you.\Sorry, could you wait a second? response:	You want to try, Shihoru?
context: Those who are not buried properly in these borderlands turn into No Life King's servants because of his curse.\Wh-What the heck?!\That means... we have to c-cremate Manato?\That is correct.\And I assume that costs money, too?\No, thank you.\Sorry, could you wait a second?\You want to try, Shihoru? response:	Eh?
context: Wh-What the heck?!\That means... we have to c-cremate Manato?\That is correct.\And I assume that costs money, too?\No, thank you.\Sorry, could you wait a second?\You want to try, Shihoru?\Eh? response:	No, I-I can't...
context: That means... we have to c-cremate Manato?\That is correct.\And I assume that costs money, too?\No, thank you.\Sorry, could you wait a second?\You want to try, Shihoru?\Eh?\No, I-I can't... response:	It's okay, they won't hurt.
context: That is correct.\And I assume that costs money, too?\No, thank you.\Sorry, could you wait a second?\You want to try, Shihoru?\Eh?\No, I-I can't...\It's okay, they won't hurt. response:	You okay?
context: And I assume that costs money, too?\No, thank you.\Sorry, could you wait a second?\You want to try, Shihoru?\Eh?\No, I-I can't...\It's okay, they won't hurt.\You okay? response:	Y-Yes!
context: No, thank you.\Sorry, could you wait a second?\You want to try, Shihoru?\Eh?\No, I-I can't...\It's okay, they won't hurt.\You okay?\Y-Yes! response:	Um, thank you.
context: Sorry, could you wait a second?\You want to try, Shihoru?\Eh?\No, I-I can't...\It's okay, they won't hurt.\You okay?\Y-Yes!\Um, thank you. response:	I'm glad.
context: You want to try, Shihoru?\Eh?\No, I-I can't...\It's okay, they won't hurt.\You okay?\Y-Yes!\Um, thank you.\I'm glad. response:	Eh?
context: Eh?\No, I-I can't...\It's okay, they won't hurt.\You okay?\Y-Yes!\Um, thank you.\I'm glad.\Eh? response:	I finally got to talk to you.
context: No, I-I can't...\It's okay, they won't hurt.\You okay?\Y-Yes!\Um, thank you.\I'm glad.\Eh?\I finally got to talk to you. response:	You want some, too?
context: It's okay, they won't hurt.\You okay?\Y-Yes!\Um, thank you.\I'm glad.\Eh?\I finally got to talk to you.\You want some, too? response:	You like animals?
context: You okay?\Y-Yes!\Um, thank you.\I'm glad.\Eh?\I finally got to talk to you.\You want some, too?\You like animals? response:	Yeah.
context: Y-Yes!\Um, thank you.\I'm glad.\Eh?\I finally got to talk to you.\You want some, too?\You like animals?\Yeah. response:	Let's go back.
context: Um, thank you.\I'm glad.\Eh?\I finally got to talk to you.\You want some, too?\You like animals?\Yeah.\Let's go back. response:	Oh... okay!
context: I'm glad.\Eh?\I finally got to talk to you.\You want some, too?\You like animals?\Yeah.\Let's go back.\Oh... okay! response:	Repeating a yesterday filled with scrapes,
context: Eh?\I finally got to talk to you.\You want some, too?\You like animals?\Yeah.\Let's go back.\Oh... okay!\Repeating a yesterday filled with scrapes, response:	We clear the path to a hopeful tomorrow.
context: I finally got to talk to you.\You want some, too?\You like animals?\Yeah.\Let's go back.\Oh... okay!\Repeating a yesterday filled with scrapes,\We clear the path to a hopeful tomorrow. response:	I wonder what remains
context: You want some, too?\You like animals?\Yeah.\Let's go back.\Oh... okay!\Repeating a yesterday filled with scrapes,\We clear the path to a hopeful tomorrow.\I wonder what remains response:	in both these tiny hands?
context: You like animals?\Yeah.\Let's go back.\Oh... okay!\Repeating a yesterday filled with scrapes,\We clear the path to a hopeful tomorrow.\I wonder what remains\in both these tiny hands? response:	The voice I raised upwards scattered into the air.
context: Yeah.\Let's go back.\Oh... okay!\Repeating a yesterday filled with scrapes,\We clear the path to a hopeful tomorrow.\I wonder what remains\in both these tiny hands?\The voice I raised upwards scattered into the air. response:	The reality I've gamed is hazy,
context: Let's go back.\Oh... okay!\Repeating a yesterday filled with scrapes,\We clear the path to a hopeful tomorrow.\I wonder what remains\in both these tiny hands?\The voice I raised upwards scattered into the air.\The reality I've gamed is hazy, response:	and even if I can't see ahead of me,
context: Oh... okay!\Repeating a yesterday filled with scrapes,\We clear the path to a hopeful tomorrow.\I wonder what remains\in both these tiny hands?\The voice I raised upwards scattered into the air.\The reality I've gamed is hazy,\and even if I can't see ahead of me, response:	I can keep moving forward on this long road
context: Repeating a yesterday filled with scrapes,\We clear the path to a hopeful tomorrow.\I wonder what remains\in both these tiny hands?\The voice I raised upwards scattered into the air.\The reality I've gamed is hazy,\and even if I can't see ahead of me,\I can keep moving forward on this long road response:	if I'm with you.
context: We clear the path to a hopeful tomorrow.\I wonder what remains\in both these tiny hands?\The voice I raised upwards scattered into the air.\The reality I've gamed is hazy,\and even if I can't see ahead of me,\I can keep moving forward on this long road\if I'm with you. response:	Connecting a bond covered in dust,
context: I wonder what remains\in both these tiny hands?\The voice I raised upwards scattered into the air.\The reality I've gamed is hazy,\and even if I can't see ahead of me,\I can keep moving forward on this long road\if I'm with you.\Connecting a bond covered in dust, response:	We join back to back in the past and future.
context: in both these tiny hands?\The voice I raised upwards scattered into the air.\The reality I've gamed is hazy,\and even if I can't see ahead of me,\I can keep moving forward on this long road\if I'm with you.\Connecting a bond covered in dust,\We join back to back in the past and future. response:	Repeating an answer full of mistakes,
context: The voice I raised upwards scattered into the air.\The reality I've gamed is hazy,\and even if I can't see ahead of me,\I can keep moving forward on this long road\if I'm with you.\Connecting a bond covered in dust,\We join back to back in the past and future.\Repeating an answer full of mistakes, response:	I will reach out my hands to seek the light, again and again.
context: The reality I've gamed is hazy,\and even if I can't see ahead of me,\I can keep moving forward on this long road\if I'm with you.\Connecting a bond covered in dust,\We join back to back in the past and future.\Repeating an answer full of mistakes,\I will reach out my hands to seek the light, again and again. response:	Fight!
context: and even if I can't see ahead of me,\I can keep moving forward on this long road\if I'm with you.\Connecting a bond covered in dust,\We join back to back in the past and future.\Repeating an answer full of mistakes,\I will reach out my hands to seek the light, again and again.\Fight! response:	Go all out!
context: I can keep moving forward on this long road\if I'm with you.\Connecting a bond covered in dust,\We join back to back in the past and future.\Repeating an answer full of mistakes,\I will reach out my hands to seek the light, again and again.\Fight!\Go all out! response:	What does that even mean?
context: if I'm with you.\Connecting a bond covered in dust,\We join back to back in the past and future.\Repeating an answer full of mistakes,\I will reach out my hands to seek the light, again and again.\Fight!\Go all out!\What does that even mean? response:	Who knows...
context: Connecting a bond covered in dust,\We join back to back in the past and future.\Repeating an answer full of mistakes,\I will reach out my hands to seek the light, again and again.\Fight!\Go all out!\What does that even mean?\Who knows... response:	I feel like I've heard it before, though...
context: We join back to back in the past and future.\Repeating an answer full of mistakes,\I will reach out my hands to seek the light, again and again.\Fight!\Go all out!\What does that even mean?\Who knows...\I feel like I've heard it before, though... response:	I feel like that too.
context: Repeating an answer full of mistakes,\I will reach out my hands to seek the light, again and again.\Fight!\Go all out!\What does that even mean?\Who knows...\I feel like I've heard it before, though...\I feel like that too. response:	I wonder why.
context: I will reach out my hands to seek the light, again and again.\Fight!\Go all out!\What does that even mean?\Who knows...\I feel like I've heard it before, though...\I feel like that too.\I wonder why. response:	Ranta! One's heading your way!
context: Fight!\Go all out!\What does that even mean?\Who knows...\I feel like I've heard it before, though...\I feel like that too.\I wonder why.\Ranta! One's heading your way! response:	I know, you don't have to tell me!
context: Go all out!\What does that even mean?\Who knows...\I feel like I've heard it before, though...\I feel like that too.\I wonder why.\Ranta! One's heading your way!\I know, you don't have to tell me! response:	C'mon, Anger!
context: What does that even mean?\Who knows...\I feel like I've heard it before, though...\I feel like that too.\I wonder why.\Ranta! One's heading your way!\I know, you don't have to tell me!\C'mon, Anger! response:	That's Ranta's new skill.
context: Who knows...\I feel like I've heard it before, though...\I feel like that too.\I wonder why.\Ranta! One's heading your way!\I know, you don't have to tell me!\C'mon, Anger!\That's Ranta's new skill. response:	Wh You're no ordinary goblin, are you!
context: I feel like I've heard it before, though...\I feel like that too.\I wonder why.\Ranta! One's heading your way!\I know, you don't have to tell me!\C'mon, Anger!\That's Ranta's new skill.\Wh You're no ordinary goblin, are you! response:	It's obviously just an ordinary goblin.
context: I feel like that too.\I wonder why.\Ranta! One's heading your way!\I know, you don't have to tell me!\C'mon, Anger!\That's Ranta's new skill.\Wh You're no ordinary goblin, are you!\It's obviously just an ordinary goblin. response:	Ranta wasn't the only one who learned a new skill.
context: I wonder why.\Ranta! One's heading your way!\I know, you don't have to tell me!\C'mon, Anger!\That's Ranta's new skill.\Wh You're no ordinary goblin, are you!\It's obviously just an ordinary goblin.\Ranta wasn't the only one who learned a new skill. response:	We all learned a new skill from our respective guilds.
context: Ranta! One's heading your way!\I know, you don't have to tell me!\C'mon, Anger!\That's Ranta's new skill.\Wh You're no ordinary goblin, are you!\It's obviously just an ordinary goblin.\Ranta wasn't the only one who learned a new skill.\We all learned a new skill from our respective guilds. response:	But since they're new skills, we don't have the confidence to use them in a real fight.
context: I know, you don't have to tell me!\C'mon, Anger!\That's Ranta's new skill.\Wh You're no ordinary goblin, are you!\It's obviously just an ordinary goblin.\Ranta wasn't the only one who learned a new skill.\We all learned a new skill from our respective guilds.\But since they're new skills, we don't have the confidence to use them in a real fight. response:	But if we don't try them, we'll never be able to make use of them.
context: C'mon, Anger!\That's Ranta's new skill.\Wh You're no ordinary goblin, are you!\It's obviously just an ordinary goblin.\Ranta wasn't the only one who learned a new skill.\We all learned a new skill from our respective guilds.\But since they're new skills, we don't have the confidence to use them in a real fight.\But if we don't try them, we'll never be able to make use of them. response:	Really!
context: That's Ranta's new skill.\Wh You're no ordinary goblin, are you!\It's obviously just an ordinary goblin.\Ranta wasn't the only one who learned a new skill.\We all learned a new skill from our respective guilds.\But since they're new skills, we don't have the confidence to use them in a real fight.\But if we don't try them, we'll never be able to make use of them.\Really! response:	What are you doing?!
context: Wh You're no ordinary goblin, are you!\It's obviously just an ordinary goblin.\Ranta wasn't the only one who learned a new skill.\We all learned a new skill from our respective guilds.\But since they're new skills, we don't have the confidence to use them in a real fight.\But if we don't try them, we'll never be able to make use of them.\Really!\What are you doing?! response:	There!
context: It's obviously just an ordinary goblin.\Ranta wasn't the only one who learned a new skill.\We all learned a new skill from our respective guilds.\But since they're new skills, we don't have the confidence to use them in a real fight.\But if we don't try them, we'll never be able to make use of them.\Really!\What are you doing?!\There! response:	Yume's new skill, Diagonal Cross.
context: Ranta wasn't the only one who learned a new skill.\We all learned a new skill from our respective guilds.\But since they're new skills, we don't have the confidence to use them in a real fight.\But if we don't try them, we'll never be able to make use of them.\Really!\What are you doing?!\There!\Yume's new skill, Diagonal Cross. response:	Yume chose to learn a skill for a short-range weapon rather than for a bow.
context: We all learned a new skill from our respective guilds.\But since they're new skills, we don't have the confidence to use them in a real fight.\But if we don't try them, we'll never be able to make use of them.\Really!\What are you doing?!\There!\Yume's new skill, Diagonal Cross.\Yume chose to learn a skill for a short-range weapon rather than for a bow. response:	Take that!
context: But since they're new skills, we don't have the confidence to use them in a real fight.\But if we don't try them, we'll never be able to make use of them.\Really!\What are you doing?!\There!\Yume's new skill, Diagonal Cross.\Yume chose to learn a skill for a short-range weapon rather than for a bow.\Take that! response:	Now!
context: But if we don't try them, we'll never be able to make use of them.\Really!\What are you doing?!\There!\Yume's new skill, Diagonal Cross.\Yume chose to learn a skill for a short-range weapon rather than for a bow.\Take that!\Now! response:	Back Stab.
context: Really!\What are you doing?!\There!\Yume's new skill, Diagonal Cross.\Yume chose to learn a skill for a short-range weapon rather than for a bow.\Take that!\Now!\Back Stab. response:	Wait, did I hit a vital spot?
context: What are you doing?!\There!\Yume's new skill, Diagonal Cross.\Yume chose to learn a skill for a short-range weapon rather than for a bow.\Take that!\Now!\Back Stab.\Wait, did I hit a vital spot? response:	I'll deal the final blow!
context: There!\Yume's new skill, Diagonal Cross.\Yume chose to learn a skill for a short-range weapon rather than for a bow.\Take that!\Now!\Back Stab.\Wait, did I hit a vital spot?\I'll deal the final blow! response:	Maybe I didn't.
context: Yume's new skill, Diagonal Cross.\Yume chose to learn a skill for a short-range weapon rather than for a bow.\Take that!\Now!\Back Stab.\Wait, did I hit a vital spot?\I'll deal the final blow!\Maybe I didn't. response:	All right!
context: Yume chose to learn a skill for a short-range weapon rather than for a bow.\Take that!\Now!\Back Stab.\Wait, did I hit a vital spot?\I'll deal the final blow!\Maybe I didn't.\All right! response:	I got another Vice!
context: Take that!\Now!\Back Stab.\Wait, did I hit a vital spot?\I'll deal the final blow!\Maybe I didn't.\All right!\I got another Vice! response:	Dark Knights are such savages.
context: Now!\Back Stab.\Wait, did I hit a vital spot?\I'll deal the final blow!\Maybe I didn't.\All right!\I got another Vice!\Dark Knights are such savages. response:	I think that every battle.
context: Back Stab.\Wait, did I hit a vital spot?\I'll deal the final blow!\Maybe I didn't.\All right!\I got another Vice!\Dark Knights are such savages.\I think that every battle. response:	I'm not a savage!
context: Wait, did I hit a vital spot?\I'll deal the final blow!\Maybe I didn't.\All right!\I got another Vice!\Dark Knights are such savages.\I think that every battle.\I'm not a savage! response:	Say atrocious, it's more elegant.
context: I'll deal the final blow!\Maybe I didn't.\All right!\I got another Vice!\Dark Knights are such savages.\I think that every battle.\I'm not a savage!\Say atrocious, it's more elegant. response:	We atrocious Dark Knights serve the Dark God, Skullhell-sama!
context: Maybe I didn't.\All right!\I got another Vice!\Dark Knights are such savages.\I think that every battle.\I'm not a savage!\Say atrocious, it's more elegant.\We atrocious Dark Knights serve the Dark God, Skullhell-sama! response:	We're cold and ruthless knights having neither blood nor tears!
context: All right!\I got another Vice!\Dark Knights are such savages.\I think that every battle.\I'm not a savage!\Say atrocious, it's more elegant.\We atrocious Dark Knights serve the Dark God, Skullhell-sama!\We're cold and ruthless knights having neither blood nor tears! response:	Ohm, Rel, Ect, Well, Dash!
context: I got another Vice!\Dark Knights are such savages.\I think that every battle.\I'm not a savage!\Say atrocious, it's more elegant.\We atrocious Dark Knights serve the Dark God, Skullhell-sama!\We're cold and ruthless knights having neither blood nor tears!\Ohm, Rel, Ect, Well, Dash! response:	Shadow Beat Magic.
context: Dark Knights are such savages.\I think that every battle.\I'm not a savage!\Say atrocious, it's more elegant.\We atrocious Dark Knights serve the Dark God, Skullhell-sama!\We're cold and ruthless knights having neither blood nor tears!\Ohm, Rel, Ect, Well, Dash!\Shadow Beat Magic. response:	Mages can use the power from magical beings called elementals.
context: I think that every battle.\I'm not a savage!\Say atrocious, it's more elegant.\We atrocious Dark Knights serve the Dark God, Skullhell-sama!\We're cold and ruthless knights having neither blood nor tears!\Ohm, Rel, Ect, Well, Dash!\Shadow Beat Magic.\Mages can use the power from magical beings called elementals. response:	Shihoru decided to learn how to use shadow elementals.
context: I'm not a savage!\Say atrocious, it's more elegant.\We atrocious Dark Knights serve the Dark God, Skullhell-sama!\We're cold and ruthless knights having neither blood nor tears!\Ohm, Rel, Ect, Well, Dash!\Shadow Beat Magic.\Mages can use the power from magical beings called elementals.\Shihoru decided to learn how to use shadow elementals. response:	Smash.
context: Say atrocious, it's more elegant.\We atrocious Dark Knights serve the Dark God, Skullhell-sama!\We're cold and ruthless knights having neither blood nor tears!\Ohm, Rel, Ect, Well, Dash!\Shadow Beat Magic.\Mages can use the power from magical beings called elementals.\Shihoru decided to learn how to use shadow elementals.\Smash. response:	Those in the Priest Guild can't use weapons with a blade.
context: We atrocious Dark Knights serve the Dark God, Skullhell-sama!\We're cold and ruthless knights having neither blood nor tears!\Ohm, Rel, Ect, Well, Dash!\Shadow Beat Magic.\Mages can use the power from magical beings called elementals.\Shihoru decided to learn how to use shadow elementals.\Smash.\Those in the Priest Guild can't use weapons with a blade. response:	In our party, Manato is both healer and vanguard, so this is a critical skill for him to have.
context: We're cold and ruthless knights having neither blood nor tears!\Ohm, Rel, Ect, Well, Dash!\Shadow Beat Magic.\Mages can use the power from magical beings called elementals.\Shihoru decided to learn how to use shadow elementals.\Smash.\Those in the Priest Guild can't use weapons with a blade.\In our party, Manato is both healer and vanguard, so this is a critical skill for him to have. response:	Hatred!
context: Ohm, Rel, Ect, Well, Dash!\Shadow Beat Magic.\Mages can use the power from magical beings called elementals.\Shihoru decided to learn how to use shadow elementals.\Smash.\Those in the Priest Guild can't use weapons with a blade.\In our party, Manato is both healer and vanguard, so this is a critical skill for him to have.\Hatred! response:	Good, they've locked blades.
context: Shadow Beat Magic.\Mages can use the power from magical beings called elementals.\Shihoru decided to learn how to use shadow elementals.\Smash.\Those in the Priest Guild can't use weapons with a blade.\In our party, Manato is both healer and vanguard, so this is a critical skill for him to have.\Hatred!\Good, they've locked blades. response:	Moguzo has the advantage now.
context: Mages can use the power from magical beings called elementals.\Shihoru decided to learn how to use shadow elementals.\Smash.\Those in the Priest Guild can't use weapons with a blade.\In our party, Manato is both healer and vanguard, so this is a critical skill for him to have.\Hatred!\Good, they've locked blades.\Moguzo has the advantage now. response:	This is Moguzo's new skill, Wind.
context: Shihoru decided to learn how to use shadow elementals.\Smash.\Those in the Priest Guild can't use weapons with a blade.\In our party, Manato is both healer and vanguard, so this is a critical skill for him to have.\Hatred!\Good, they've locked blades.\Moguzo has the advantage now.\This is Moguzo's new skill, Wind. response:	Go, Moguzo!
context: Smash.\Those in the Priest Guild can't use weapons with a blade.\In our party, Manato is both healer and vanguard, so this is a critical skill for him to have.\Hatred!\Good, they've locked blades.\Moguzo has the advantage now.\This is Moguzo's new skill, Wind.\Go, Moguzo! response:	Thanks!
context: Those in the Priest Guild can't use weapons with a blade.\In our party, Manato is both healer and vanguard, so this is a critical skill for him to have.\Hatred!\Good, they've locked blades.\Moguzo has the advantage now.\This is Moguzo's new skill, Wind.\Go, Moguzo!\Thanks! response:	Rage Blow, or the Thanks Slash.
context: In our party, Manato is both healer and vanguard, so this is a critical skill for him to have.\Hatred!\Good, they've locked blades.\Moguzo has the advantage now.\This is Moguzo's new skill, Wind.\Go, Moguzo!\Thanks!\Rage Blow, or the Thanks Slash. response:	For some reason, he always says thanks! so we call it that.
context: Hatred!\Good, they've locked blades.\Moguzo has the advantage now.\This is Moguzo's new skill, Wind.\Go, Moguzo!\Thanks!\Rage Blow, or the Thanks Slash.\For some reason, he always says thanks! so we call it that. response:	Like the name suggests, its strength is nothing to underestimate.
context: Good, they've locked blades.\Moguzo has the advantage now.\This is Moguzo's new skill, Wind.\Go, Moguzo!\Thanks!\Rage Blow, or the Thanks Slash.\For some reason, he always says thanks! so we call it that.\Like the name suggests, its strength is nothing to underestimate. response:	Woohoo!
context: Moguzo has the advantage now.\This is Moguzo's new skill, Wind.\Go, Moguzo!\Thanks!\Rage Blow, or the Thanks Slash.\For some reason, he always says thanks! so we call it that.\Like the name suggests, its strength is nothing to underestimate.\Woohoo! response:	All right!
context: This is Moguzo's new skill, Wind.\Go, Moguzo!\Thanks!\Rage Blow, or the Thanks Slash.\For some reason, he always says thanks! so we call it that.\Like the name suggests, its strength is nothing to underestimate.\Woohoo!\All right! response:	With this I get my third Vice!
context: Go, Moguzo!\Thanks!\Rage Blow, or the Thanks Slash.\For some reason, he always says thanks! so we call it that.\Like the name suggests, its strength is nothing to underestimate.\Woohoo!\All right!\With this I get my third Vice! response:	This will power up my daemon!
context: Thanks!\Rage Blow, or the Thanks Slash.\For some reason, he always says thanks! so we call it that.\Like the name suggests, its strength is nothing to underestimate.\Woohoo!\All right!\With this I get my third Vice!\This will power up my daemon! response:	Now it'll whisper to enemies and lower their defenses!
context: Rage Blow, or the Thanks Slash.\For some reason, he always says thanks! so we call it that.\Like the name suggests, its strength is nothing to underestimate.\Woohoo!\All right!\With this I get my third Vice!\This will power up my daemon!\Now it'll whisper to enemies and lower their defenses! response:	Only if it feels like it, though!
context: For some reason, he always says thanks! so we call it that.\Like the name suggests, its strength is nothing to underestimate.\Woohoo!\All right!\With this I get my third Vice!\This will power up my daemon!\Now it'll whisper to enemies and lower their defenses!\Only if it feels like it, though! response:	Dark Knight daemons are so useless.
