context: Your Highness. response:	- Is Fifth Sister here? - Aunt?
context: I just returned from the Celestial Palace.\That's right.\I've been focused on where Fifth Sister might be\and I've forgotten you went to Celestial Palace to cancel the marriage.\Come.\Let me tell you about her marriage arrangement.\Has it been canceled?\The marriage to second prince Sang Ji is canceled response:	but the marriage arrangement with the Celestial Tribe is still in place.
context: That's right.\I've been focused on where Fifth Sister might be\and I've forgotten you went to Celestial Palace to cancel the marriage.\Come.\Let me tell you about her marriage arrangement.\Has it been canceled?\The marriage to second prince Sang Ji is canceled\but the marriage arrangement with the Celestial Tribe is still in place. response:	What do you mean?
context: I've been focused on where Fifth Sister might be\and I've forgotten you went to Celestial Palace to cancel the marriage.\Come.\Let me tell you about her marriage arrangement.\Has it been canceled?\The marriage to second prince Sang Ji is canceled\but the marriage arrangement with the Celestial Tribe is still in place.\What do you mean? response:	Let me tell you all about it.
context: and I've forgotten you went to Celestial Palace to cancel the marriage.\Come.\Let me tell you about her marriage arrangement.\Has it been canceled?\The marriage to second prince Sang Ji is canceled\but the marriage arrangement with the Celestial Tribe is still in place.\What do you mean?\Let me tell you all about it. response:	Dijun?
context: Come.\Let me tell you about her marriage arrangement.\Has it been canceled?\The marriage to second prince Sang Ji is canceled\but the marriage arrangement with the Celestial Tribe is still in place.\What do you mean?\Let me tell you all about it.\Dijun? response:	Did it ring?
context: Let me tell you about her marriage arrangement.\Has it been canceled?\The marriage to second prince Sang Ji is canceled\but the marriage arrangement with the Celestial Tribe is still in place.\What do you mean?\Let me tell you all about it.\Dijun?\Did it ring? response:	Why are you here?
context: Has it been canceled?\The marriage to second prince Sang Ji is canceled\but the marriage arrangement with the Celestial Tribe is still in place.\What do you mean?\Let me tell you all about it.\Dijun?\Did it ring?\Why are you here? response:	I followed my aunt here.
context: The marriage to second prince Sang Ji is canceled\but the marriage arrangement with the Celestial Tribe is still in place.\What do you mean?\Let me tell you all about it.\Dijun?\Did it ring?\Why are you here?\I followed my aunt here. response:	Aunt?
context: but the marriage arrangement with the Celestial Tribe is still in place.\What do you mean?\Let me tell you all about it.\Dijun?\Did it ring?\Why are you here?\I followed my aunt here.\Aunt? response:	Bai Qian of Qing Qiu, who never appears in public?
context: What do you mean?\Let me tell you all about it.\Dijun?\Did it ring?\Why are you here?\I followed my aunt here.\Aunt?\Bai Qian of Qing Qiu, who never appears in public? response:	Yes, my aunt is Bai Qian.
context: Let me tell you all about it.\Dijun?\Did it ring?\Why are you here?\I followed my aunt here.\Aunt?\Bai Qian of Qing Qiu, who never appears in public?\Yes, my aunt is Bai Qian. response:	I remember last night...
context: Dijun?\Did it ring?\Why are you here?\I followed my aunt here.\Aunt?\Bai Qian of Qing Qiu, who never appears in public?\Yes, my aunt is Bai Qian.\I remember last night... response:	I'm not sure if it was last night anymore.
context: Did it ring?\Why are you here?\I followed my aunt here.\Aunt?\Bai Qian of Qing Qiu, who never appears in public?\Yes, my aunt is Bai Qian.\I remember last night...\I'm not sure if it was last night anymore. response:	Before I fell asleep, I saw my aunt leaving Ten-mile Peach Tree Woods
context: Why are you here?\I followed my aunt here.\Aunt?\Bai Qian of Qing Qiu, who never appears in public?\Yes, my aunt is Bai Qian.\I remember last night...\I'm not sure if it was last night anymore.\Before I fell asleep, I saw my aunt leaving Ten-mile Peach Tree Woods response:	so I followed her all the way here.
context: I followed my aunt here.\Aunt?\Bai Qian of Qing Qiu, who never appears in public?\Yes, my aunt is Bai Qian.\I remember last night...\I'm not sure if it was last night anymore.\Before I fell asleep, I saw my aunt leaving Ten-mile Peach Tree Woods\so I followed her all the way here. response:	Could it be... your aunt is somehow tied to Kunlun Mountain?
context: Aunt?\Bai Qian of Qing Qiu, who never appears in public?\Yes, my aunt is Bai Qian.\I remember last night...\I'm not sure if it was last night anymore.\Before I fell asleep, I saw my aunt leaving Ten-mile Peach Tree Woods\so I followed her all the way here.\Could it be... your aunt is somehow tied to Kunlun Mountain? response:	No, I've never heard her mention it.
context: Bai Qian of Qing Qiu, who never appears in public?\Yes, my aunt is Bai Qian.\I remember last night...\I'm not sure if it was last night anymore.\Before I fell asleep, I saw my aunt leaving Ten-mile Peach Tree Woods\so I followed her all the way here.\Could it be... your aunt is somehow tied to Kunlun Mountain?\No, I've never heard her mention it. response:	Did your aunt leave you this?
context: Yes, my aunt is Bai Qian.\I remember last night...\I'm not sure if it was last night anymore.\Before I fell asleep, I saw my aunt leaving Ten-mile Peach Tree Woods\so I followed her all the way here.\Could it be... your aunt is somehow tied to Kunlun Mountain?\No, I've never heard her mention it.\Did your aunt leave you this? response:	Yes, my aunt left it.
context: I remember last night...\I'm not sure if it was last night anymore.\Before I fell asleep, I saw my aunt leaving Ten-mile Peach Tree Woods\so I followed her all the way here.\Could it be... your aunt is somehow tied to Kunlun Mountain?\No, I've never heard her mention it.\Did your aunt leave you this?\Yes, my aunt left it. response:	Do you know what is written in this?
context: I'm not sure if it was last night anymore.\Before I fell asleep, I saw my aunt leaving Ten-mile Peach Tree Woods\so I followed her all the way here.\Could it be... your aunt is somehow tied to Kunlun Mountain?\No, I've never heard her mention it.\Did your aunt leave you this?\Yes, my aunt left it.\Do you know what is written in this? response:	My aunt said a magic technique is recorded there.
context: Before I fell asleep, I saw my aunt leaving Ten-mile Peach Tree Woods\so I followed her all the way here.\Could it be... your aunt is somehow tied to Kunlun Mountain?\No, I've never heard her mention it.\Did your aunt leave you this?\Yes, my aunt left it.\Do you know what is written in this?\My aunt said a magic technique is recorded there. response:	That's correct.
context: so I followed her all the way here.\Could it be... your aunt is somehow tied to Kunlun Mountain?\No, I've never heard her mention it.\Did your aunt leave you this?\Yes, my aunt left it.\Do you know what is written in this?\My aunt said a magic technique is recorded there.\That's correct. response:	The technique to seal a spirit within the Bell of the East Emperor is written here.
context: Could it be... your aunt is somehow tied to Kunlun Mountain?\No, I've never heard her mention it.\Did your aunt leave you this?\Yes, my aunt left it.\Do you know what is written in this?\My aunt said a magic technique is recorded there.\That's correct.\The technique to seal a spirit within the Bell of the East Emperor is written here. response:	The Bell of the East Emperor?
context: No, I've never heard her mention it.\Did your aunt leave you this?\Yes, my aunt left it.\Do you know what is written in this?\My aunt said a magic technique is recorded there.\That's correct.\The technique to seal a spirit within the Bell of the East Emperor is written here.\The Bell of the East Emperor? response:	Isn't that the magical weapon that can destroy heaven and earth?
context: Did your aunt leave you this?\Yes, my aunt left it.\Do you know what is written in this?\My aunt said a magic technique is recorded there.\That's correct.\The technique to seal a spirit within the Bell of the East Emperor is written here.\The Bell of the East Emperor?\Isn't that the magical weapon that can destroy heaven and earth? response:	That is correct.
context: Yes, my aunt left it.\Do you know what is written in this?\My aunt said a magic technique is recorded there.\That's correct.\The technique to seal a spirit within the Bell of the East Emperor is written here.\The Bell of the East Emperor?\Isn't that the magical weapon that can destroy heaven and earth?\That is correct. response:	Isn't that the artifact that
context: Do you know what is written in this?\My aunt said a magic technique is recorded there.\That's correct.\The technique to seal a spirit within the Bell of the East Emperor is written here.\The Bell of the East Emperor?\Isn't that the magical weapon that can destroy heaven and earth?\That is correct.\Isn't that the artifact that response:	caused Mo Yuan's soul to be scattered 70,000 years ago at Ruoshui Riverbank?
context: My aunt said a magic technique is recorded there.\That's correct.\The technique to seal a spirit within the Bell of the East Emperor is written here.\The Bell of the East Emperor?\Isn't that the magical weapon that can destroy heaven and earth?\That is correct.\Isn't that the artifact that\caused Mo Yuan's soul to be scattered 70,000 years ago at Ruoshui Riverbank? response:	That is correct.
context: That's correct.\The technique to seal a spirit within the Bell of the East Emperor is written here.\The Bell of the East Emperor?\Isn't that the magical weapon that can destroy heaven and earth?\That is correct.\Isn't that the artifact that\caused Mo Yuan's soul to be scattered 70,000 years ago at Ruoshui Riverbank?\That is correct. response:	Mo Yuan used this very technique to seal away Qing Cang.
context: The technique to seal a spirit within the Bell of the East Emperor is written here.\The Bell of the East Emperor?\Isn't that the magical weapon that can destroy heaven and earth?\That is correct.\Isn't that the artifact that\caused Mo Yuan's soul to be scattered 70,000 years ago at Ruoshui Riverbank?\That is correct.\Mo Yuan used this very technique to seal away Qing Cang. response:	It seems your aunt does indeed have many ties to Kunlun Mountain.
context: The Bell of the East Emperor?\Isn't that the magical weapon that can destroy heaven and earth?\That is correct.\Isn't that the artifact that\caused Mo Yuan's soul to be scattered 70,000 years ago at Ruoshui Riverbank?\That is correct.\Mo Yuan used this very technique to seal away Qing Cang.\It seems your aunt does indeed have many ties to Kunlun Mountain. response:	How is that possible? My aunt has never left Qing Qiu since she was born.
context: Isn't that the magical weapon that can destroy heaven and earth?\That is correct.\Isn't that the artifact that\caused Mo Yuan's soul to be scattered 70,000 years ago at Ruoshui Riverbank?\That is correct.\Mo Yuan used this very technique to seal away Qing Cang.\It seems your aunt does indeed have many ties to Kunlun Mountain.\How is that possible? My aunt has never left Qing Qiu since she was born. response:	Is that true?
context: That is correct.\Isn't that the artifact that\caused Mo Yuan's soul to be scattered 70,000 years ago at Ruoshui Riverbank?\That is correct.\Mo Yuan used this very technique to seal away Qing Cang.\It seems your aunt does indeed have many ties to Kunlun Mountain.\How is that possible? My aunt has never left Qing Qiu since she was born.\Is that true? response:	It is true.
context: Isn't that the artifact that\caused Mo Yuan's soul to be scattered 70,000 years ago at Ruoshui Riverbank?\That is correct.\Mo Yuan used this very technique to seal away Qing Cang.\It seems your aunt does indeed have many ties to Kunlun Mountain.\How is that possible? My aunt has never left Qing Qiu since she was born.\Is that true?\It is true. response:	You are my savior. I wouldn't dare lie to you.
context: caused Mo Yuan's soul to be scattered 70,000 years ago at Ruoshui Riverbank?\That is correct.\Mo Yuan used this very technique to seal away Qing Cang.\It seems your aunt does indeed have many ties to Kunlun Mountain.\How is that possible? My aunt has never left Qing Qiu since she was born.\Is that true?\It is true.\You are my savior. I wouldn't dare lie to you. response:	Where are you going?
context: That is correct.\Mo Yuan used this very technique to seal away Qing Cang.\It seems your aunt does indeed have many ties to Kunlun Mountain.\How is that possible? My aunt has never left Qing Qiu since she was born.\Is that true?\It is true.\You are my savior. I wouldn't dare lie to you.\Where are you going? response:	The color of your outfit is strange, but it looks quite nice.
context: Mo Yuan used this very technique to seal away Qing Cang.\It seems your aunt does indeed have many ties to Kunlun Mountain.\How is that possible? My aunt has never left Qing Qiu since she was born.\Is that true?\It is true.\You are my savior. I wouldn't dare lie to you.\Where are you going?\The color of your outfit is strange, but it looks quite nice. response:	Where did you buy it?
context: It seems your aunt does indeed have many ties to Kunlun Mountain.\How is that possible? My aunt has never left Qing Qiu since she was born.\Is that true?\It is true.\You are my savior. I wouldn't dare lie to you.\Where are you going?\The color of your outfit is strange, but it looks quite nice.\Where did you buy it? response:	Qing... Qing Qiu.
context: How is that possible? My aunt has never left Qing Qiu since she was born.\Is that true?\It is true.\You are my savior. I wouldn't dare lie to you.\Where are you going?\The color of your outfit is strange, but it looks quite nice.\Where did you buy it?\Qing... Qing Qiu. response:	A-Yin.
context: Is that true?\It is true.\You are my savior. I wouldn't dare lie to you.\Where are you going?\The color of your outfit is strange, but it looks quite nice.\Where did you buy it?\Qing... Qing Qiu.\A-Yin. response:	I like you.
context: It is true.\You are my savior. I wouldn't dare lie to you.\Where are you going?\The color of your outfit is strange, but it looks quite nice.\Where did you buy it?\Qing... Qing Qiu.\A-Yin.\I like you. response:	Since you've tacitly consented, why must you act so shy?
context: You are my savior. I wouldn't dare lie to you.\Where are you going?\The color of your outfit is strange, but it looks quite nice.\Where did you buy it?\Qing... Qing Qiu.\A-Yin.\I like you.\Since you've tacitly consented, why must you act so shy? response:	When did I tacitly consent?
context: Where are you going?\The color of your outfit is strange, but it looks quite nice.\Where did you buy it?\Qing... Qing Qiu.\A-Yin.\I like you.\Since you've tacitly consented, why must you act so shy?\When did I tacitly consent? response:	Li Jing.
context: The color of your outfit is strange, but it looks quite nice.\Where did you buy it?\Qing... Qing Qiu.\A-Yin.\I like you.\Since you've tacitly consented, why must you act so shy?\When did I tacitly consent?\Li Jing. response:	If you wake up, I'll give you my promise.
context: Where did you buy it?\Qing... Qing Qiu.\A-Yin.\I like you.\Since you've tacitly consented, why must you act so shy?\When did I tacitly consent?\Li Jing.\If you wake up, I'll give you my promise. response:	Once you promise me, you can't go back on your word.
context: Qing... Qing Qiu.\A-Yin.\I like you.\Since you've tacitly consented, why must you act so shy?\When did I tacitly consent?\Li Jing.\If you wake up, I'll give you my promise.\Once you promise me, you can't go back on your word. response:	In this lifetime, I, Li Jing
context: A-Yin.\I like you.\Since you've tacitly consented, why must you act so shy?\When did I tacitly consent?\Li Jing.\If you wake up, I'll give you my promise.\Once you promise me, you can't go back on your word.\In this lifetime, I, Li Jing response:	will only be with A-Yin.
context: I like you.\Since you've tacitly consented, why must you act so shy?\When did I tacitly consent?\Li Jing.\If you wake up, I'll give you my promise.\Once you promise me, you can't go back on your word.\In this lifetime, I, Li Jing\will only be with A-Yin. response:	If I break this oath
context: Since you've tacitly consented, why must you act so shy?\When did I tacitly consent?\Li Jing.\If you wake up, I'll give you my promise.\Once you promise me, you can't go back on your word.\In this lifetime, I, Li Jing\will only be with A-Yin.\If I break this oath response:	I shall have no posterity and live a life of loneliness.
context: When did I tacitly consent?\Li Jing.\If you wake up, I'll give you my promise.\Once you promise me, you can't go back on your word.\In this lifetime, I, Li Jing\will only be with A-Yin.\If I break this oath\I shall have no posterity and live a life of loneliness. response:	Back then, you said
context: Li Jing.\If you wake up, I'll give you my promise.\Once you promise me, you can't go back on your word.\In this lifetime, I, Li Jing\will only be with A-Yin.\If I break this oath\I shall have no posterity and live a life of loneliness.\Back then, you said response:	you would be with me regardless of what happens.
context: If you wake up, I'll give you my promise.\Once you promise me, you can't go back on your word.\In this lifetime, I, Li Jing\will only be with A-Yin.\If I break this oath\I shall have no posterity and live a life of loneliness.\Back then, you said\you would be with me regardless of what happens. response:	Now you say you were foolish.
context: Once you promise me, you can't go back on your word.\In this lifetime, I, Li Jing\will only be with A-Yin.\If I break this oath\I shall have no posterity and live a life of loneliness.\Back then, you said\you would be with me regardless of what happens.\Now you say you were foolish. response:	Very well.
context: In this lifetime, I, Li Jing\will only be with A-Yin.\If I break this oath\I shall have no posterity and live a life of loneliness.\Back then, you said\you would be with me regardless of what happens.\Now you say you were foolish.\Very well. response:	I'll let you two be.
context: will only be with A-Yin.\If I break this oath\I shall have no posterity and live a life of loneliness.\Back then, you said\you would be with me regardless of what happens.\Now you say you were foolish.\Very well.\I'll let you two be. response:	How long are you going to keep following me?
context: If I break this oath\I shall have no posterity and live a life of loneliness.\Back then, you said\you would be with me regardless of what happens.\Now you say you were foolish.\Very well.\I'll let you two be.\How long are you going to keep following me? response:	Did I want you to?
context: I shall have no posterity and live a life of loneliness.\Back then, you said\you would be with me regardless of what happens.\Now you say you were foolish.\Very well.\I'll let you two be.\How long are you going to keep following me?\Did I want you to? response:	Zhe Yan says a debt must be repaid.
context: Back then, you said\you would be with me regardless of what happens.\Now you say you were foolish.\Very well.\I'll let you two be.\How long are you going to keep following me?\Did I want you to?\Zhe Yan says a debt must be repaid. response:	If I don't repay it here
context: you would be with me regardless of what happens.\Now you say you were foolish.\Very well.\I'll let you two be.\How long are you going to keep following me?\Did I want you to?\Zhe Yan says a debt must be repaid.\If I don't repay it here response:	then I'll have to repay it elsewhere.
context: Now you say you were foolish.\Very well.\I'll let you two be.\How long are you going to keep following me?\Did I want you to?\Zhe Yan says a debt must be repaid.\If I don't repay it here\then I'll have to repay it elsewhere. response:	So, I've thought about it carefully
context: Very well.\I'll let you two be.\How long are you going to keep following me?\Did I want you to?\Zhe Yan says a debt must be repaid.\If I don't repay it here\then I'll have to repay it elsewhere.\So, I've thought about it carefully response:	and I think I should be proactive about repaying this debt.
context: I'll let you two be.\How long are you going to keep following me?\Did I want you to?\Zhe Yan says a debt must be repaid.\If I don't repay it here\then I'll have to repay it elsewhere.\So, I've thought about it carefully\and I think I should be proactive about repaying this debt. response:	This way, I'd able to choose how I repay you.
context: How long are you going to keep following me?\Did I want you to?\Zhe Yan says a debt must be repaid.\If I don't repay it here\then I'll have to repay it elsewhere.\So, I've thought about it carefully\and I think I should be proactive about repaying this debt.\This way, I'd able to choose how I repay you. response:	Then...
context: Did I want you to?\Zhe Yan says a debt must be repaid.\If I don't repay it here\then I'll have to repay it elsewhere.\So, I've thought about it carefully\and I think I should be proactive about repaying this debt.\This way, I'd able to choose how I repay you.\Then... response:	how do you plan on repaying me?
context: Zhe Yan says a debt must be repaid.\If I don't repay it here\then I'll have to repay it elsewhere.\So, I've thought about it carefully\and I think I should be proactive about repaying this debt.\This way, I'd able to choose how I repay you.\Then...\how do you plan on repaying me? response:	Ever since Mo Yuan left, Kunlun Mountain hasn't been this lively.
context: If I don't repay it here\then I'll have to repay it elsewhere.\So, I've thought about it carefully\and I think I should be proactive about repaying this debt.\This way, I'd able to choose how I repay you.\Then...\how do you plan on repaying me?\Ever since Mo Yuan left, Kunlun Mountain hasn't been this lively. response:	Dong Hua Dijun.
context: then I'll have to repay it elsewhere.\So, I've thought about it carefully\and I think I should be proactive about repaying this debt.\This way, I'd able to choose how I repay you.\Then...\how do you plan on repaying me?\Ever since Mo Yuan left, Kunlun Mountain hasn't been this lively.\Dong Hua Dijun. response:	What are you doing at Kunlun Mountain?
context: So, I've thought about it carefully\and I think I should be proactive about repaying this debt.\This way, I'd able to choose how I repay you.\Then...\how do you plan on repaying me?\Ever since Mo Yuan left, Kunlun Mountain hasn't been this lively.\Dong Hua Dijun.\What are you doing at Kunlun Mountain? response:	I was just passing by and came in to take a look.
context: and I think I should be proactive about repaying this debt.\This way, I'd able to choose how I repay you.\Then...\how do you plan on repaying me?\Ever since Mo Yuan left, Kunlun Mountain hasn't been this lively.\Dong Hua Dijun.\What are you doing at Kunlun Mountain?\I was just passing by and came in to take a look. response:	The place is now deserted and no longer as magnificent as it was back then.
context: This way, I'd able to choose how I repay you.\Then...\how do you plan on repaying me?\Ever since Mo Yuan left, Kunlun Mountain hasn't been this lively.\Dong Hua Dijun.\What are you doing at Kunlun Mountain?\I was just passing by and came in to take a look.\The place is now deserted and no longer as magnificent as it was back then. response:	Apologies for intruding.
context: Then...\how do you plan on repaying me?\Ever since Mo Yuan left, Kunlun Mountain hasn't been this lively.\Dong Hua Dijun.\What are you doing at Kunlun Mountain?\I was just passing by and came in to take a look.\The place is now deserted and no longer as magnificent as it was back then.\Apologies for intruding. response:	A-Yin.
context: how do you plan on repaying me?\Ever since Mo Yuan left, Kunlun Mountain hasn't been this lively.\Dong Hua Dijun.\What are you doing at Kunlun Mountain?\I was just passing by and came in to take a look.\The place is now deserted and no longer as magnificent as it was back then.\Apologies for intruding.\A-Yin. response:	It has been 70,000 years. Where have you gone?
context: Ever since Mo Yuan left, Kunlun Mountain hasn't been this lively.\Dong Hua Dijun.\What are you doing at Kunlun Mountain?\I was just passing by and came in to take a look.\The place is now deserted and no longer as magnificent as it was back then.\Apologies for intruding.\A-Yin.\It has been 70,000 years. Where have you gone? response:	Dijun.
context: Dong Hua Dijun.\What are you doing at Kunlun Mountain?\I was just passing by and came in to take a look.\The place is now deserted and no longer as magnificent as it was back then.\Apologies for intruding.\A-Yin.\It has been 70,000 years. Where have you gone?\Dijun. response:	I came upon this just now and finally understand.
context: What are you doing at Kunlun Mountain?\I was just passing by and came in to take a look.\The place is now deserted and no longer as magnificent as it was back then.\Apologies for intruding.\A-Yin.\It has been 70,000 years. Where have you gone?\Dijun.\I came upon this just now and finally understand. response:	The Bell of the East Emperor's seal is not permanent.
context: I was just passing by and came in to take a look.\The place is now deserted and no longer as magnificent as it was back then.\Apologies for intruding.\A-Yin.\It has been 70,000 years. Where have you gone?\Dijun.\I came upon this just now and finally understand.\The Bell of the East Emperor's seal is not permanent. response:	This must be reported immediately to Heavenly Lord to make a plan.
context: The place is now deserted and no longer as magnificent as it was back then.\Apologies for intruding.\A-Yin.\It has been 70,000 years. Where have you gone?\Dijun.\I came upon this just now and finally understand.\The Bell of the East Emperor's seal is not permanent.\This must be reported immediately to Heavenly Lord to make a plan. response:	When will the seal be lifted?
context: Apologies for intruding.\A-Yin.\It has been 70,000 years. Where have you gone?\Dijun.\I came upon this just now and finally understand.\The Bell of the East Emperor's seal is not permanent.\This must be reported immediately to Heavenly Lord to make a plan.\When will the seal be lifted? response:	It happens today.
context: A-Yin.\It has been 70,000 years. Where have you gone?\Dijun.\I came upon this just now and finally understand.\The Bell of the East Emperor's seal is not permanent.\This must be reported immediately to Heavenly Lord to make a plan.\When will the seal be lifted?\It happens today. response:	Today?
context: It has been 70,000 years. Where have you gone?\Dijun.\I came upon this just now and finally understand.\The Bell of the East Emperor's seal is not permanent.\This must be reported immediately to Heavenly Lord to make a plan.\When will the seal be lifted?\It happens today.\Today? response:	The sealing spell lifts after 70,000 years.
context: Dijun.\I came upon this just now and finally understand.\The Bell of the East Emperor's seal is not permanent.\This must be reported immediately to Heavenly Lord to make a plan.\When will the seal be lifted?\It happens today.\Today?\The sealing spell lifts after 70,000 years. response:	70,000 years? Then...
context: I came upon this just now and finally understand.\The Bell of the East Emperor's seal is not permanent.\This must be reported immediately to Heavenly Lord to make a plan.\When will the seal be lifted?\It happens today.\Today?\The sealing spell lifts after 70,000 years.\70,000 years? Then... response:	A lady appeared at Ruoshui Riverbank today.
context: The Bell of the East Emperor's seal is not permanent.\This must be reported immediately to Heavenly Lord to make a plan.\When will the seal be lifted?\It happens today.\Today?\The sealing spell lifts after 70,000 years.\70,000 years? Then...\A lady appeared at Ruoshui Riverbank today. response:	She must have known the sealing spell was about to be lifted
context: This must be reported immediately to Heavenly Lord to make a plan.\When will the seal be lifted?\It happens today.\Today?\The sealing spell lifts after 70,000 years.\70,000 years? Then...\A lady appeared at Ruoshui Riverbank today.\She must have known the sealing spell was about to be lifted response:	and was there to seal Qing Cang.
context: When will the seal be lifted?\It happens today.\Today?\The sealing spell lifts after 70,000 years.\70,000 years? Then...\A lady appeared at Ruoshui Riverbank today.\She must have known the sealing spell was about to be lifted\and was there to seal Qing Cang. response:	70,000 years.
context: It happens today.\Today?\The sealing spell lifts after 70,000 years.\70,000 years? Then...\A lady appeared at Ruoshui Riverbank today.\She must have known the sealing spell was about to be lifted\and was there to seal Qing Cang.\70,000 years. response:	Not even you knew the sealing spell would be lifted.
context: Today?\The sealing spell lifts after 70,000 years.\70,000 years? Then...\A lady appeared at Ruoshui Riverbank today.\She must have known the sealing spell was about to be lifted\and was there to seal Qing Cang.\70,000 years.\Not even you knew the sealing spell would be lifted. response:	Who else in this world could predict this?
context: The sealing spell lifts after 70,000 years.\70,000 years? Then...\A lady appeared at Ruoshui Riverbank today.\She must have known the sealing spell was about to be lifted\and was there to seal Qing Cang.\70,000 years.\Not even you knew the sealing spell would be lifted.\Who else in this world could predict this? response:	It was not a prediction. Instead...
context: 70,000 years? Then...\A lady appeared at Ruoshui Riverbank today.\She must have known the sealing spell was about to be lifted\and was there to seal Qing Cang.\70,000 years.\Not even you knew the sealing spell would be lifted.\Who else in this world could predict this?\It was not a prediction. Instead... response:	This lady already knew of this fact, but did not tell anybody.
context: A lady appeared at Ruoshui Riverbank today.\She must have known the sealing spell was about to be lifted\and was there to seal Qing Cang.\70,000 years.\Not even you knew the sealing spell would be lifted.\Who else in this world could predict this?\It was not a prediction. Instead...\This lady already knew of this fact, but did not tell anybody. response:	I'm afraid she had already planned to fight Qing Cang alone
