context: Water. response:	Earth.
context: Yes it does. It's the Avatar's job to protect nature. But, I don't know how to do my job.\That's why we're going to the North Pole to find you a teacher.\Yeh, a waterbending teacher,...\Monk Gyatso said that Avatar Roku would help me.\The Avatar before you?\He died over a hundred years ago, how are you supposed to talk to him?\I don't know.\Uncle! It's time to leave! Where are you? Uncle Iroh! response:	Over here.
context: That's why we're going to the North Pole to find you a teacher.\Yeh, a waterbending teacher,...\Monk Gyatso said that Avatar Roku would help me.\The Avatar before you?\He died over a hundred years ago, how are you supposed to talk to him?\I don't know.\Uncle! It's time to leave! Where are you? Uncle Iroh!\Over here. response:	Uncle?
context: Yeh, a waterbending teacher,...\Monk Gyatso said that Avatar Roku would help me.\The Avatar before you?\He died over a hundred years ago, how are you supposed to talk to him?\I don't know.\Uncle! It's time to leave! Where are you? Uncle Iroh!\Over here.\Uncle? response:	We need to move on, we're closing in on the Avatar's trail and I don't want to lose him!
context: Monk Gyatso said that Avatar Roku would help me.\The Avatar before you?\He died over a hundred years ago, how are you supposed to talk to him?\I don't know.\Uncle! It's time to leave! Where are you? Uncle Iroh!\Over here.\Uncle?\We need to move on, we're closing in on the Avatar's trail and I don't want to lose him! response:	You look tired, Prince Zuko.
context: The Avatar before you?\He died over a hundred years ago, how are you supposed to talk to him?\I don't know.\Uncle! It's time to leave! Where are you? Uncle Iroh!\Over here.\Uncle?\We need to move on, we're closing in on the Avatar's trail and I don't want to lose him!\You look tired, Prince Zuko. response:	Why don't you join me in these hot springs and soak away your troubles.
context: He died over a hundred years ago, how are you supposed to talk to him?\I don't know.\Uncle! It's time to leave! Where are you? Uncle Iroh!\Over here.\Uncle?\We need to move on, we're closing in on the Avatar's trail and I don't want to lose him!\You look tired, Prince Zuko.\Why don't you join me in these hot springs and soak away your troubles. response:	My troubles cannot be soaked away. It's time to go!
context: I don't know.\Uncle! It's time to leave! Where are you? Uncle Iroh!\Over here.\Uncle?\We need to move on, we're closing in on the Avatar's trail and I don't want to lose him!\You look tired, Prince Zuko.\Why don't you join me in these hot springs and soak away your troubles.\My troubles cannot be soaked away. It's time to go! response:	You should take your teacher's advice and relax a little.
context: Uncle! It's time to leave! Where are you? Uncle Iroh!\Over here.\Uncle?\We need to move on, we're closing in on the Avatar's trail and I don't want to lose him!\You look tired, Prince Zuko.\Why don't you join me in these hot springs and soak away your troubles.\My troubles cannot be soaked away. It's time to go!\You should take your teacher's advice and relax a little. response:	The temperature's just right. I heated it myself.
context: Over here.\Uncle?\We need to move on, we're closing in on the Avatar's trail and I don't want to lose him!\You look tired, Prince Zuko.\Why don't you join me in these hot springs and soak away your troubles.\My troubles cannot be soaked away. It's time to go!\You should take your teacher's advice and relax a little.\The temperature's just right. I heated it myself. response:	Enough! We need to leave now! Get out of the water!
context: Uncle?\We need to move on, we're closing in on the Avatar's trail and I don't want to lose him!\You look tired, Prince Zuko.\Why don't you join me in these hot springs and soak away your troubles.\My troubles cannot be soaked away. It's time to go!\You should take your teacher's advice and relax a little.\The temperature's just right. I heated it myself.\Enough! We need to leave now! Get out of the water! response:	Very well.
context: We need to move on, we're closing in on the Avatar's trail and I don't want to lose him!\You look tired, Prince Zuko.\Why don't you join me in these hot springs and soak away your troubles.\My troubles cannot be soaked away. It's time to go!\You should take your teacher's advice and relax a little.\The temperature's just right. I heated it myself.\Enough! We need to leave now! Get out of the water!\Very well. response:	On second thought, why don't you take another few minutes,...
context: You look tired, Prince Zuko.\Why don't you join me in these hot springs and soak away your troubles.\My troubles cannot be soaked away. It's time to go!\You should take your teacher's advice and relax a little.\The temperature's just right. I heated it myself.\Enough! We need to leave now! Get out of the water!\Very well.\On second thought, why don't you take another few minutes,... response:	Hey Aang, are you ready to be cheered up?
context: Why don't you join me in these hot springs and soak away your troubles.\My troubles cannot be soaked away. It's time to go!\You should take your teacher's advice and relax a little.\The temperature's just right. I heated it myself.\Enough! We need to leave now! Get out of the water!\Very well.\On second thought, why don't you take another few minutes,...\Hey Aang, are you ready to be cheered up? response:	No.
context: My troubles cannot be soaked away. It's time to go!\You should take your teacher's advice and relax a little.\The temperature's just right. I heated it myself.\Enough! We need to leave now! Get out of the water!\Very well.\On second thought, why don't you take another few minutes,...\Hey Aang, are you ready to be cheered up?\No. response:	Hey, how was that cheering me up?
context: You should take your teacher's advice and relax a little.\The temperature's just right. I heated it myself.\Enough! We need to leave now! Get out of the water!\Very well.\On second thought, why don't you take another few minutes,...\Hey Aang, are you ready to be cheered up?\No.\Hey, how was that cheering me up? response:	Cheered me up.
context: The temperature's just right. I heated it myself.\Enough! We need to leave now! Get out of the water!\Very well.\On second thought, why don't you take another few minutes,...\Hey Aang, are you ready to be cheered up?\No.\Hey, how was that cheering me up?\Cheered me up. response:	Ow! Yeh, I probably deserved that.
context: Enough! We need to leave now! Get out of the water!\Very well.\On second thought, why don't you take another few minutes,...\Hey Aang, are you ready to be cheered up?\No.\Hey, how was that cheering me up?\Cheered me up.\Ow! Yeh, I probably deserved that. response:	These acorns are everywhere, Aang. That means the forest will grow back.
context: Very well.\On second thought, why don't you take another few minutes,...\Hey Aang, are you ready to be cheered up?\No.\Hey, how was that cheering me up?\Cheered me up.\Ow! Yeh, I probably deserved that.\These acorns are everywhere, Aang. That means the forest will grow back. response:	Every one of these will be a tall oak tree someday,...
context: On second thought, why don't you take another few minutes,...\Hey Aang, are you ready to be cheered up?\No.\Hey, how was that cheering me up?\Cheered me up.\Ow! Yeh, I probably deserved that.\These acorns are everywhere, Aang. That means the forest will grow back.\Every one of these will be a tall oak tree someday,... response:	Thanks, Katara.
context: Hey Aang, are you ready to be cheered up?\No.\Hey, how was that cheering me up?\Cheered me up.\Ow! Yeh, I probably deserved that.\These acorns are everywhere, Aang. That means the forest will grow back.\Every one of these will be a tall oak tree someday,...\Thanks, Katara. response:	Hey, who are you?
context: No.\Hey, how was that cheering me up?\Cheered me up.\Ow! Yeh, I probably deserved that.\These acorns are everywhere, Aang. That means the forest will grow back.\Every one of these will be a tall oak tree someday,...\Thanks, Katara.\Hey, who are you? response:	When I saw the flying bison, I thought it was impossible,...
context: Hey, how was that cheering me up?\Cheered me up.\Ow! Yeh, I probably deserved that.\These acorns are everywhere, Aang. That means the forest will grow back.\Every one of these will be a tall oak tree someday,...\Thanks, Katara.\Hey, who are you?\When I saw the flying bison, I thought it was impossible,... response:	My village desperately needs your help.
context: Cheered me up.\Ow! Yeh, I probably deserved that.\These acorns are everywhere, Aang. That means the forest will grow back.\Every one of these will be a tall oak tree someday,...\Thanks, Katara.\Hey, who are you?\When I saw the flying bison, I thought it was impossible,...\My village desperately needs your help. response:	This young person is the Avatar.
context: Ow! Yeh, I probably deserved that.\These acorns are everywhere, Aang. That means the forest will grow back.\Every one of these will be a tall oak tree someday,...\Thanks, Katara.\Hey, who are you?\When I saw the flying bison, I thought it was impossible,...\My village desperately needs your help.\This young person is the Avatar. response:	So the rumors of your return are true.
context: These acorns are everywhere, Aang. That means the forest will grow back.\Every one of these will be a tall oak tree someday,...\Thanks, Katara.\Hey, who are you?\When I saw the flying bison, I thought it was impossible,...\My village desperately needs your help.\This young person is the Avatar.\So the rumors of your return are true. response:	It is the greatest honor of a lifetime to be in your presence.
context: Every one of these will be a tall oak tree someday,...\Thanks, Katara.\Hey, who are you?\When I saw the flying bison, I thought it was impossible,...\My village desperately needs your help.\This young person is the Avatar.\So the rumors of your return are true.\It is the greatest honor of a lifetime to be in your presence. response:	Nice to meet you too.
context: Thanks, Katara.\Hey, who are you?\When I saw the flying bison, I thought it was impossible,...\My village desperately needs your help.\This young person is the Avatar.\So the rumors of your return are true.\It is the greatest honor of a lifetime to be in your presence.\Nice to meet you too. response:	So... is there something I can help you with?
context: Hey, who are you?\When I saw the flying bison, I thought it was impossible,...\My village desperately needs your help.\This young person is the Avatar.\So the rumors of your return are true.\It is the greatest honor of a lifetime to be in your presence.\Nice to meet you too.\So... is there something I can help you with? response:	I'm not sure...
context: When I saw the flying bison, I thought it was impossible,...\My village desperately needs your help.\This young person is the Avatar.\So the rumors of your return are true.\It is the greatest honor of a lifetime to be in your presence.\Nice to meet you too.\So... is there something I can help you with?\I'm not sure... response:	Our village is in crisis, he's our only hope.
context: My village desperately needs your help.\This young person is the Avatar.\So the rumors of your return are true.\It is the greatest honor of a lifetime to be in your presence.\Nice to meet you too.\So... is there something I can help you with?\I'm not sure...\Our village is in crisis, he's our only hope. response:	For the last few days at sunset a spirit monster comes and attacks our village.
context: This young person is the Avatar.\So the rumors of your return are true.\It is the greatest honor of a lifetime to be in your presence.\Nice to meet you too.\So... is there something I can help you with?\I'm not sure...\Our village is in crisis, he's our only hope.\For the last few days at sunset a spirit monster comes and attacks our village. response:	He is Hei-Bai, the black and white spirit.
context: So the rumors of your return are true.\It is the greatest honor of a lifetime to be in your presence.\Nice to meet you too.\So... is there something I can help you with?\I'm not sure...\Our village is in crisis, he's our only hope.\For the last few days at sunset a spirit monster comes and attacks our village.\He is Hei-Bai, the black and white spirit. response:	Why is it attacking you?
context: It is the greatest honor of a lifetime to be in your presence.\Nice to meet you too.\So... is there something I can help you with?\I'm not sure...\Our village is in crisis, he's our only hope.\For the last few days at sunset a spirit monster comes and attacks our village.\He is Hei-Bai, the black and white spirit.\Why is it attacking you? response:	We do not know, but each of the last three nights he has abducted one of our own.
context: Nice to meet you too.\So... is there something I can help you with?\I'm not sure...\Our village is in crisis, he's our only hope.\For the last few days at sunset a spirit monster comes and attacks our village.\He is Hei-Bai, the black and white spirit.\Why is it attacking you?\We do not know, but each of the last three nights he has abducted one of our own. response:	We are especially fearful because the winter solstice draws near.
context: So... is there something I can help you with?\I'm not sure...\Our village is in crisis, he's our only hope.\For the last few days at sunset a spirit monster comes and attacks our village.\He is Hei-Bai, the black and white spirit.\Why is it attacking you?\We do not know, but each of the last three nights he has abducted one of our own.\We are especially fearful because the winter solstice draws near. response:	What happens then?
context: I'm not sure...\Our village is in crisis, he's our only hope.\For the last few days at sunset a spirit monster comes and attacks our village.\He is Hei-Bai, the black and white spirit.\Why is it attacking you?\We do not know, but each of the last three nights he has abducted one of our own.\We are especially fearful because the winter solstice draws near.\What happens then? response:	As the solstice approaches, the natural world and the spirit world...
context: Our village is in crisis, he's our only hope.\For the last few days at sunset a spirit monster comes and attacks our village.\He is Hei-Bai, the black and white spirit.\Why is it attacking you?\We do not know, but each of the last three nights he has abducted one of our own.\We are especially fearful because the winter solstice draws near.\What happens then?\As the solstice approaches, the natural world and the spirit world... response:	Hei-Bai is already causing devastation and destruction.
context: For the last few days at sunset a spirit monster comes and attacks our village.\He is Hei-Bai, the black and white spirit.\Why is it attacking you?\We do not know, but each of the last three nights he has abducted one of our own.\We are especially fearful because the winter solstice draws near.\What happens then?\As the solstice approaches, the natural world and the spirit world...\Hei-Bai is already causing devastation and destruction. response:	Once the solstice is here there is no telling what will happen.
context: He is Hei-Bai, the black and white spirit.\Why is it attacking you?\We do not know, but each of the last three nights he has abducted one of our own.\We are especially fearful because the winter solstice draws near.\What happens then?\As the solstice approaches, the natural world and the spirit world...\Hei-Bai is already causing devastation and destruction.\Once the solstice is here there is no telling what will happen. response:	So, what do you want me to do exactly?
context: Why is it attacking you?\We do not know, but each of the last three nights he has abducted one of our own.\We are especially fearful because the winter solstice draws near.\What happens then?\As the solstice approaches, the natural world and the spirit world...\Hei-Bai is already causing devastation and destruction.\Once the solstice is here there is no telling what will happen.\So, what do you want me to do exactly? response:	Who better to resolve a crisis between our world and the spirit world...
context: We do not know, but each of the last three nights he has abducted one of our own.\We are especially fearful because the winter solstice draws near.\What happens then?\As the solstice approaches, the natural world and the spirit world...\Hei-Bai is already causing devastation and destruction.\Once the solstice is here there is no telling what will happen.\So, what do you want me to do exactly?\Who better to resolve a crisis between our world and the spirit world... response:	Right... that's me.
context: We are especially fearful because the winter solstice draws near.\What happens then?\As the solstice approaches, the natural world and the spirit world...\Hei-Bai is already causing devastation and destruction.\Once the solstice is here there is no telling what will happen.\So, what do you want me to do exactly?\Who better to resolve a crisis between our world and the spirit world...\Right... that's me. response:	Hey, great bridge guy', can I talk to you over here for a second?
context: What happens then?\As the solstice approaches, the natural world and the spirit world...\Hei-Bai is already causing devastation and destruction.\Once the solstice is here there is no telling what will happen.\So, what do you want me to do exactly?\Who better to resolve a crisis between our world and the spirit world...\Right... that's me.\Hey, great bridge guy', can I talk to you over here for a second? response:	Aang, you seem a little unsure about all this.
context: As the solstice approaches, the natural world and the spirit world...\Hei-Bai is already causing devastation and destruction.\Once the solstice is here there is no telling what will happen.\So, what do you want me to do exactly?\Who better to resolve a crisis between our world and the spirit world...\Right... that's me.\Hey, great bridge guy', can I talk to you over here for a second?\Aang, you seem a little unsure about all this. response:	Yeh, that might be because I don't know anything at all about the spirit world.
context: Hei-Bai is already causing devastation and destruction.\Once the solstice is here there is no telling what will happen.\So, what do you want me to do exactly?\Who better to resolve a crisis between our world and the spirit world...\Right... that's me.\Hey, great bridge guy', can I talk to you over here for a second?\Aang, you seem a little unsure about all this.\Yeh, that might be because I don't know anything at all about the spirit world. response:	It's not like there's someone to teach me this stuff!
context: Once the solstice is here there is no telling what will happen.\So, what do you want me to do exactly?\Who better to resolve a crisis between our world and the spirit world...\Right... that's me.\Hey, great bridge guy', can I talk to you over here for a second?\Aang, you seem a little unsure about all this.\Yeh, that might be because I don't know anything at all about the spirit world.\It's not like there's someone to teach me this stuff! response:	So, can you help these people?
context: So, what do you want me to do exactly?\Who better to resolve a crisis between our world and the spirit world...\Right... that's me.\Hey, great bridge guy', can I talk to you over here for a second?\Aang, you seem a little unsure about all this.\Yeh, that might be because I don't know anything at all about the spirit world.\It's not like there's someone to teach me this stuff!\So, can you help these people? response:	I have to try, don't I? Maybe whatever I have to do will just... come to me.
context: Who better to resolve a crisis between our world and the spirit world...\Right... that's me.\Hey, great bridge guy', can I talk to you over here for a second?\Aang, you seem a little unsure about all this.\Yeh, that might be because I don't know anything at all about the spirit world.\It's not like there's someone to teach me this stuff!\So, can you help these people?\I have to try, don't I? Maybe whatever I have to do will just... come to me. response:	I think you can do it, Aang.
context: Right... that's me.\Hey, great bridge guy', can I talk to you over here for a second?\Aang, you seem a little unsure about all this.\Yeh, that might be because I don't know anything at all about the spirit world.\It's not like there's someone to teach me this stuff!\So, can you help these people?\I have to try, don't I? Maybe whatever I have to do will just... come to me.\I think you can do it, Aang. response:	Yehhh, we're all gonna get eaten by a spirit monster.
context: Hey, great bridge guy', can I talk to you over here for a second?\Aang, you seem a little unsure about all this.\Yeh, that might be because I don't know anything at all about the spirit world.\It's not like there's someone to teach me this stuff!\So, can you help these people?\I have to try, don't I? Maybe whatever I have to do will just... come to me.\I think you can do it, Aang.\Yehhh, we're all gonna get eaten by a spirit monster. response:	Who's there?
context: Aang, you seem a little unsure about all this.\Yeh, that might be because I don't know anything at all about the spirit world.\It's not like there's someone to teach me this stuff!\So, can you help these people?\I have to try, don't I? Maybe whatever I have to do will just... come to me.\I think you can do it, Aang.\Yehhh, we're all gonna get eaten by a spirit monster.\Who's there? response:	A meadow vole! I should have known. You startled me, little one.
context: Yeh, that might be because I don't know anything at all about the spirit world.\It's not like there's someone to teach me this stuff!\So, can you help these people?\I have to try, don't I? Maybe whatever I have to do will just... come to me.\I think you can do it, Aang.\Yehhh, we're all gonna get eaten by a spirit monster.\Who's there?\A meadow vole! I should have known. You startled me, little one. response:	Ehh, seems I've dozed off and missed my nephew's deadline,...
context: It's not like there's someone to teach me this stuff!\So, can you help these people?\I have to try, don't I? Maybe whatever I have to do will just... come to me.\I think you can do it, Aang.\Yehhh, we're all gonna get eaten by a spirit monster.\Who's there?\A meadow vole! I should have known. You startled me, little one.\Ehh, seems I've dozed off and missed my nephew's deadline,... response:	He's a Fire Nation soldier.
context: So, can you help these people?\I have to try, don't I? Maybe whatever I have to do will just... come to me.\I think you can do it, Aang.\Yehhh, we're all gonna get eaten by a spirit monster.\Who's there?\A meadow vole! I should have known. You startled me, little one.\Ehh, seems I've dozed off and missed my nephew's deadline,...\He's a Fire Nation soldier. response:	He's no ordinary soldier. This is the Fire Lord's brother, the Dragon of the West,...
context: I have to try, don't I? Maybe whatever I have to do will just... come to me.\I think you can do it, Aang.\Yehhh, we're all gonna get eaten by a spirit monster.\Who's there?\A meadow vole! I should have known. You startled me, little one.\Ehh, seems I've dozed off and missed my nephew's deadline,...\He's a Fire Nation soldier.\He's no ordinary soldier. This is the Fire Lord's brother, the Dragon of the West,... response:	Hello? Spirit, can you hear me? This is the Avatar speaking.
context: I think you can do it, Aang.\Yehhh, we're all gonna get eaten by a spirit monster.\Who's there?\A meadow vole! I should have known. You startled me, little one.\Ehh, seems I've dozed off and missed my nephew's deadline,...\He's a Fire Nation soldier.\He's no ordinary soldier. This is the Fire Lord's brother, the Dragon of the West,...\Hello? Spirit, can you hear me? This is the Avatar speaking. response:	I'm... here to try to help stuff.
context: Yehhh, we're all gonna get eaten by a spirit monster.\Who's there?\A meadow vole! I should have known. You startled me, little one.\Ehh, seems I've dozed off and missed my nephew's deadline,...\He's a Fire Nation soldier.\He's no ordinary soldier. This is the Fire Lord's brother, the Dragon of the West,...\Hello? Spirit, can you hear me? This is the Avatar speaking.\I'm... here to try to help stuff. response:	This isn't right.
context: Who's there?\A meadow vole! I should have known. You startled me, little one.\Ehh, seems I've dozed off and missed my nephew's deadline,...\He's a Fire Nation soldier.\He's no ordinary soldier. This is the Fire Lord's brother, the Dragon of the West,...\Hello? Spirit, can you hear me? This is the Avatar speaking.\I'm... here to try to help stuff.\This isn't right. response:	We can't sit here and cower while Aang waits for some monster to show up.
context: A meadow vole! I should have known. You startled me, little one.\Ehh, seems I've dozed off and missed my nephew's deadline,...\He's a Fire Nation soldier.\He's no ordinary soldier. This is the Fire Lord's brother, the Dragon of the West,...\Hello? Spirit, can you hear me? This is the Avatar speaking.\I'm... here to try to help stuff.\This isn't right.\We can't sit here and cower while Aang waits for some monster to show up. response:	If anyone can save us, he can.
context: Ehh, seems I've dozed off and missed my nephew's deadline,...\He's a Fire Nation soldier.\He's no ordinary soldier. This is the Fire Lord's brother, the Dragon of the West,...\Hello? Spirit, can you hear me? This is the Avatar speaking.\I'm... here to try to help stuff.\This isn't right.\We can't sit here and cower while Aang waits for some monster to show up.\If anyone can save us, he can. response:	He still shouldn't have to face this alone.
context: He's a Fire Nation soldier.\He's no ordinary soldier. This is the Fire Lord's brother, the Dragon of the West,...\Hello? Spirit, can you hear me? This is the Avatar speaking.\I'm... here to try to help stuff.\This isn't right.\We can't sit here and cower while Aang waits for some monster to show up.\If anyone can save us, he can.\He still shouldn't have to face this alone. response:	The sun has set. Where are you, Hei-Bai?
context: He's no ordinary soldier. This is the Fire Lord's brother, the Dragon of the West,...\Hello? Spirit, can you hear me? This is the Avatar speaking.\I'm... here to try to help stuff.\This isn't right.\We can't sit here and cower while Aang waits for some monster to show up.\If anyone can save us, he can.\He still shouldn't have to face this alone.\The sun has set. Where are you, Hei-Bai? response:	Well, spirit, uh, I hereby ask you to please leave this village in peace!
