context: Midterms Day 1 Science response:	All right, time's up.
context: No good.\You're totally out of it.\Yeah.\Want to see my new move?\Do it, do it!\Please don't.\Ogasawara Dynamic!\Stop it! response:	Ow!
context: You're totally out of it.\Yeah.\Want to see my new move?\Do it, do it!\Please don't.\Ogasawara Dynamic!\Stop it!\Ow! response:	Cut it out, seriously.
context: Yeah.\Want to see my new move?\Do it, do it!\Please don't.\Ogasawara Dynamic!\Stop it!\Ow!\Cut it out, seriously. response:	Ow...
context: Want to see my new move?\Do it, do it!\Please don't.\Ogasawara Dynamic!\Stop it!\Ow!\Cut it out, seriously.\Ow... response:	How's that different from your usual move?
context: Do it, do it!\Please don't.\Ogasawara Dynamic!\Stop it!\Ow!\Cut it out, seriously.\Ow...\How's that different from your usual move? response:	Kumano Shrine
context: Please don't.\Ogasawara Dynamic!\Stop it!\Ow!\Cut it out, seriously.\Ow...\How's that different from your usual move?\Kumano Shrine response:	Kadoyama Publishing Newcomer Awards Winners
context: Ogasawara Dynamic!\Stop it!\Ow!\Cut it out, seriously.\Ow...\How's that different from your usual move?\Kumano Shrine\Kadoyama Publishing Newcomer Awards Winners response:	Literature
context: Stop it!\Ow!\Cut it out, seriously.\Ow...\How's that different from your usual move?\Kumano Shrine\Kadoyama Publishing Newcomer Awards Winners\Literature response:	Kadoyama Publishing
context: Ow!\Cut it out, seriously.\Ow...\How's that different from your usual move?\Kumano Shrine\Kadoyama Publishing Newcomer Awards Winners\Literature\Kadoyama Publishing response:	Kotarou-kun.
context: Cut it out, seriously.\Ow...\How's that different from your usual move?\Kumano Shrine\Kadoyama Publishing Newcomer Awards Winners\Literature\Kadoyama Publishing\Kotarou-kun. response:	You're here early. What about school?
context: Ow...\How's that different from your usual move?\Kumano Shrine\Kadoyama Publishing Newcomer Awards Winners\Literature\Kadoyama Publishing\Kotarou-kun.\You're here early. What about school? response:	It's exam week.
context: How's that different from your usual move?\Kumano Shrine\Kadoyama Publishing Newcomer Awards Winners\Literature\Kadoyama Publishing\Kotarou-kun.\You're here early. What about school?\It's exam week. response:	Oh, yeah?
context: Kumano Shrine\Kadoyama Publishing Newcomer Awards Winners\Literature\Kadoyama Publishing\Kotarou-kun.\You're here early. What about school?\It's exam week.\Oh, yeah? response:	What are you up to right now?
context: Kadoyama Publishing Newcomer Awards Winners\Literature\Kadoyama Publishing\Kotarou-kun.\You're here early. What about school?\It's exam week.\Oh, yeah?\What are you up to right now? response:	Cleaning up around the kagura hall.
context: Literature\Kadoyama Publishing\Kotarou-kun.\You're here early. What about school?\It's exam week.\Oh, yeah?\What are you up to right now?\Cleaning up around the kagura hall. response:	Huh?
context: Kadoyama Publishing\Kotarou-kun.\You're here early. What about school?\It's exam week.\Oh, yeah?\What are you up to right now?\Cleaning up around the kagura hall.\Huh? response:	Hey, Kotarou-kun.
context: Kotarou-kun.\You're here early. What about school?\It's exam week.\Oh, yeah?\What are you up to right now?\Cleaning up around the kagura hall.\Huh?\Hey, Kotarou-kun. response:	You're here early. What about school?
context: You're here early. What about school?\It's exam week.\Oh, yeah?\What are you up to right now?\Cleaning up around the kagura hall.\Huh?\Hey, Kotarou-kun.\You're here early. What about school? response:	It's exam week.
context: It's exam week.\Oh, yeah?\What are you up to right now?\Cleaning up around the kagura hall.\Huh?\Hey, Kotarou-kun.\You're here early. What about school?\It's exam week. response:	Is that that one book?
context: Oh, yeah?\What are you up to right now?\Cleaning up around the kagura hall.\Huh?\Hey, Kotarou-kun.\You're here early. What about school?\It's exam week.\Is that that one book? response:	The one you let me read before?
context: What are you up to right now?\Cleaning up around the kagura hall.\Huh?\Hey, Kotarou-kun.\You're here early. What about school?\It's exam week.\Is that that one book?\The one you let me read before? response:	That was my second story.
context: Cleaning up around the kagura hall.\Huh?\Hey, Kotarou-kun.\You're here early. What about school?\It's exam week.\Is that that one book?\The one you let me read before?\That was my second story. response:	This one's my first.
context: Huh?\Hey, Kotarou-kun.\You're here early. What about school?\It's exam week.\Is that that one book?\The one you let me read before?\That was my second story.\This one's my first. response:	Kotarou-kun, I'm counting on you for the Sunday practice.
context: Hey, Kotarou-kun.\You're here early. What about school?\It's exam week.\Is that that one book?\The one you let me read before?\That was my second story.\This one's my first.\Kotarou-kun, I'm counting on you for the Sunday practice. response:	Okay!
context: You're here early. What about school?\It's exam week.\Is that that one book?\The one you let me read before?\That was my second story.\This one's my first.\Kotarou-kun, I'm counting on you for the Sunday practice.\Okay! response:	You've submitted before?
context: It's exam week.\Is that that one book?\The one you let me read before?\That was my second story.\This one's my first.\Kotarou-kun, I'm counting on you for the Sunday practice.\Okay!\You've submitted before? response:	So you got the results?
context: Is that that one book?\The one you let me read before?\That was my second story.\This one's my first.\Kotarou-kun, I'm counting on you for the Sunday practice.\Okay!\You've submitted before?\So you got the results? response:	No time to be thinking about exams, huh?
context: The one you let me read before?\That was my second story.\This one's my first.\Kotarou-kun, I'm counting on you for the Sunday practice.\Okay!\You've submitted before?\So you got the results?\No time to be thinking about exams, huh? response:	Kotarou!
context: That was my second story.\This one's my first.\Kotarou-kun, I'm counting on you for the Sunday practice.\Okay!\You've submitted before?\So you got the results?\No time to be thinking about exams, huh?\Kotarou! response:	You'd better be studying.
context: This one's my first.\Kotarou-kun, I'm counting on you for the Sunday practice.\Okay!\You've submitted before?\So you got the results?\No time to be thinking about exams, huh?\Kotarou!\You'd better be studying. response:	I know.
context: Kotarou-kun, I'm counting on you for the Sunday practice.\Okay!\You've submitted before?\So you got the results?\No time to be thinking about exams, huh?\Kotarou!\You'd better be studying.\I know. response:	I know that.
context: Okay!\You've submitted before?\So you got the results?\No time to be thinking about exams, huh?\Kotarou!\You'd better be studying.\I know.\I know that. response:	Mizuno-san
context: You've submitted before?\So you got the results?\No time to be thinking about exams, huh?\Kotarou!\You'd better be studying.\I know.\I know that.\Mizuno-san response:	Thanks
context: So you got the results?\No time to be thinking about exams, huh?\Kotarou!\You'd better be studying.\I know.\I know that.\Mizuno-san\Thanks response:	Sorry about today
context: No time to be thinking about exams, huh?\Kotarou!\You'd better be studying.\I know.\I know that.\Mizuno-san\Thanks\Sorry about today response:	No problem
context: Kotarou!\You'd better be studying.\I know.\I know that.\Mizuno-san\Thanks\Sorry about today\No problem response:	See you at school
context: You'd better be studying.\I know.\I know that.\Mizuno-san\Thanks\Sorry about today\No problem\See you at school response:	Yup, see you
context: I know.\I know that.\Mizuno-san\Thanks\Sorry about today\No problem\See you at school\Yup, see you response:	I don't feel like studying
context: I know that.\Mizuno-san\Thanks\Sorry about today\No problem\See you at school\Yup, see you\I don't feel like studying response:	Would that be annoying?
context: Mizuno-san\Thanks\Sorry about today\No problem\See you at school\Yup, see you\I don't feel like studying\Would that be annoying? response:	Azumi-kun: Are you studying for the exam?
context: Thanks\Sorry about today\No problem\See you at school\Yup, see you\I don't feel like studying\Would that be annoying?\Azumi-kun: Are you studying for the exam? response:	Yup
context: Sorry about today\No problem\See you at school\Yup, see you\I don't feel like studying\Would that be annoying?\Azumi-kun: Are you studying for the exam?\Yup response:	I'm not bothering you, am I?
context: No problem\See you at school\Yup, see you\I don't feel like studying\Would that be annoying?\Azumi-kun: Are you studying for the exam?\Yup\I'm not bothering you, am I? response:	Akane, did you take your bath yet?
context: See you at school\Yup, see you\I don't feel like studying\Would that be annoying?\Azumi-kun: Are you studying for the exam?\Yup\I'm not bothering you, am I?\Akane, did you take your bath yet? response:	Oh, yeah, I did.
context: Yup, see you\I don't feel like studying\Would that be annoying?\Azumi-kun: Are you studying for the exam?\Yup\I'm not bothering you, am I?\Akane, did you take your bath yet?\Oh, yeah, I did. response:	Okay.
context: I don't feel like studying\Would that be annoying?\Azumi-kun: Are you studying for the exam?\Yup\I'm not bothering you, am I?\Akane, did you take your bath yet?\Oh, yeah, I did.\Okay. response:	I guess I will too, then.
context: Would that be annoying?\Azumi-kun: Are you studying for the exam?\Yup\I'm not bothering you, am I?\Akane, did you take your bath yet?\Oh, yeah, I did.\Okay.\I guess I will too, then. response:	Not at all
context: Azumi-kun: Are you studying for the exam?\Yup\I'm not bothering you, am I?\Akane, did you take your bath yet?\Oh, yeah, I did.\Okay.\I guess I will too, then.\Not at all response:	Something crappy happened before exams
context: Yup\I'm not bothering you, am I?\Akane, did you take your bath yet?\Oh, yeah, I did.\Okay.\I guess I will too, then.\Not at all\Something crappy happened before exams response:	Like what?
context: I'm not bothering you, am I?\Akane, did you take your bath yet?\Oh, yeah, I did.\Okay.\I guess I will too, then.\Not at all\Something crappy happened before exams\Like what? response:	Club stuff... I guess?
context: Akane, did you take your bath yet?\Oh, yeah, I did.\Okay.\I guess I will too, then.\Not at all\Something crappy happened before exams\Like what?\Club stuff... I guess? response:	Literature club?
context: Oh, yeah, I did.\Okay.\I guess I will too, then.\Not at all\Something crappy happened before exams\Like what?\Club stuff... I guess?\Literature club? response:	Yeah
context: Okay.\I guess I will too, then.\Not at all\Something crappy happened before exams\Like what?\Club stuff... I guess?\Literature club?\Yeah response:	Weird. I can't even manage to talk to her at school.
context: I guess I will too, then.\Not at all\Something crappy happened before exams\Like what?\Club stuff... I guess?\Literature club?\Yeah\Weird. I can't even manage to talk to her at school. response:	I get bummed with club stuff all the time too
context: Not at all\Something crappy happened before exams\Like what?\Club stuff... I guess?\Literature club?\Yeah\Weird. I can't even manage to talk to her at school.\I get bummed with club stuff all the time too response:	Really?
context: Something crappy happened before exams\Like what?\Club stuff... I guess?\Literature club?\Yeah\Weird. I can't even manage to talk to her at school.\I get bummed with club stuff all the time too\Really? response:	What do you do when you can't make things work?
context: Like what?\Club stuff... I guess?\Literature club?\Yeah\Weird. I can't even manage to talk to her at school.\I get bummed with club stuff all the time too\Really?\What do you do when you can't make things work? response:	I think you're fine the way you are
context: Club stuff... I guess?\Literature club?\Yeah\Weird. I can't even manage to talk to her at school.\I get bummed with club stuff all the time too\Really?\What do you do when you can't make things work?\I think you're fine the way you are response:	Like you said at the sports festival
context: Literature club?\Yeah\Weird. I can't even manage to talk to her at school.\I get bummed with club stuff all the time too\Really?\What do you do when you can't make things work?\I think you're fine the way you are\Like you said at the sports festival response:	I was happy you said that to me
context: Yeah\Weird. I can't even manage to talk to her at school.\I get bummed with club stuff all the time too\Really?\What do you do when you can't make things work?\I think you're fine the way you are\Like you said at the sports festival\I was happy you said that to me response:	I think you're fine as you are too
context: Weird. I can't even manage to talk to her at school.\I get bummed with club stuff all the time too\Really?\What do you do when you can't make things work?\I think you're fine the way you are\Like you said at the sports festival\I was happy you said that to me\I think you're fine as you are too response:	The secret to good shiatsu is a mother's touch!
context: I get bummed with club stuff all the time too\Really?\What do you do when you can't make things work?\I think you're fine the way you are\Like you said at the sports festival\I was happy you said that to me\I think you're fine as you are too\The secret to good shiatsu is a mother's touch! response:	Okay, time's up.
context: Really?\What do you do when you can't make things work?\I think you're fine the way you are\Like you said at the sports festival\I was happy you said that to me\I think you're fine as you are too\The secret to good shiatsu is a mother's touch!\Okay, time's up. response:	Please pass your answer sheets forward.
context: What do you do when you can't make things work?\I think you're fine the way you are\Like you said at the sports festival\I was happy you said that to me\I think you're fine as you are too\The secret to good shiatsu is a mother's touch!\Okay, time's up.\Please pass your answer sheets forward. response:	Kota!
context: I think you're fine the way you are\Like you said at the sports festival\I was happy you said that to me\I think you're fine as you are too\The secret to good shiatsu is a mother's touch!\Okay, time's up.\Please pass your answer sheets forward.\Kota! response:	What are you doing later? Wanna hang out?
context: Like you said at the sports festival\I was happy you said that to me\I think you're fine as you are too\The secret to good shiatsu is a mother's touch!\Okay, time's up.\Please pass your answer sheets forward.\Kota!\What are you doing later? Wanna hang out? response:	I have club.
context: I was happy you said that to me\I think you're fine as you are too\The secret to good shiatsu is a mother's touch!\Okay, time's up.\Please pass your answer sheets forward.\Kota!\What are you doing later? Wanna hang out?\I have club. response:	I have club, too.
context: I think you're fine as you are too\The secret to good shiatsu is a mother's touch!\Okay, time's up.\Please pass your answer sheets forward.\Kota!\What are you doing later? Wanna hang out?\I have club.\I have club, too. response:	Seriously?
context: The secret to good shiatsu is a mother's touch!\Okay, time's up.\Please pass your answer sheets forward.\Kota!\What are you doing later? Wanna hang out?\I have club.\I have club, too.\Seriously? response:	But exams are finally over.
context: Okay, time's up.\Please pass your answer sheets forward.\Kota!\What are you doing later? Wanna hang out?\I have club.\I have club, too.\Seriously?\But exams are finally over. response:	Come on, let's hang. Let's hang!
context: Please pass your answer sheets forward.\Kota!\What are you doing later? Wanna hang out?\I have club.\I have club, too.\Seriously?\But exams are finally over.\Come on, let's hang. Let's hang! response:	Go ask a girl out or something, Roman.
context: Kota!\What are you doing later? Wanna hang out?\I have club.\I have club, too.\Seriously?\But exams are finally over.\Come on, let's hang. Let's hang!\Go ask a girl out or something, Roman. response:	It's not like that.
context: What are you doing later? Wanna hang out?\I have club.\I have club, too.\Seriously?\But exams are finally over.\Come on, let's hang. Let's hang!\Go ask a girl out or something, Roman.\It's not like that. response:	Why? What's the matter?
context: I have club.\I have club, too.\Seriously?\But exams are finally over.\Come on, let's hang. Let's hang!\Go ask a girl out or something, Roman.\It's not like that.\Why? What's the matter? response:	Akanecchi!
context: I have club, too.\Seriously?\But exams are finally over.\Come on, let's hang. Let's hang!\Go ask a girl out or something, Roman.\It's not like that.\Why? What's the matter?\Akanecchi! response:	Bye-bye!
context: Seriously?\But exams are finally over.\Come on, let's hang. Let's hang!\Go ask a girl out or something, Roman.\It's not like that.\Why? What's the matter?\Akanecchi!\Bye-bye! response:	Come on. The school trip is coming up, after all.
context: But exams are finally over.\Come on, let's hang. Let's hang!\Go ask a girl out or something, Roman.\It's not like that.\Why? What's the matter?\Akanecchi!\Bye-bye!\Come on. The school trip is coming up, after all. response:	See you tomorrow.
context: Come on, let's hang. Let's hang!\Go ask a girl out or something, Roman.\It's not like that.\Why? What's the matter?\Akanecchi!\Bye-bye!\Come on. The school trip is coming up, after all.\See you tomorrow. response:	Let's go buy snacks.
context: Go ask a girl out or something, Roman.\It's not like that.\Why? What's the matter?\Akanecchi!\Bye-bye!\Come on. The school trip is coming up, after all.\See you tomorrow.\Let's go buy snacks. response:	Oh, yeah. Bye-bye!
context: It's not like that.\Why? What's the matter?\Akanecchi!\Bye-bye!\Come on. The school trip is coming up, after all.\See you tomorrow.\Let's go buy snacks.\Oh, yeah. Bye-bye! response:	Snacks?
context: Why? What's the matter?\Akanecchi!\Bye-bye!\Come on. The school trip is coming up, after all.\See you tomorrow.\Let's go buy snacks.\Oh, yeah. Bye-bye!\Snacks? response:	Yeah.
context: Akanecchi!\Bye-bye!\Come on. The school trip is coming up, after all.\See you tomorrow.\Let's go buy snacks.\Oh, yeah. Bye-bye!\Snacks?\Yeah. response:	I guess I can't say no to snacks.
context: Bye-bye!\Come on. The school trip is coming up, after all.\See you tomorrow.\Let's go buy snacks.\Oh, yeah. Bye-bye!\Snacks?\Yeah.\I guess I can't say no to snacks. response:	Come on, let's go.
context: Come on. The school trip is coming up, after all.\See you tomorrow.\Let's go buy snacks.\Oh, yeah. Bye-bye!\Snacks?\Yeah.\I guess I can't say no to snacks.\Come on, let's go. response:	Just skip your club.
context: See you tomorrow.\Let's go buy snacks.\Oh, yeah. Bye-bye!\Snacks?\Yeah.\I guess I can't say no to snacks.\Come on, let's go.\Just skip your club. response:	I can't skip out on my club!
context: Let's go buy snacks.\Oh, yeah. Bye-bye!\Snacks?\Yeah.\I guess I can't say no to snacks.\Come on, let's go.\Just skip your club.\I can't skip out on my club! response:	Come on, just this once!
context: Oh, yeah. Bye-bye!\Snacks?\Yeah.\I guess I can't say no to snacks.\Come on, let's go.\Just skip your club.\I can't skip out on my club!\Come on, just this once! response:	I can't miss a day right now.
context: Snacks?\Yeah.\I guess I can't say no to snacks.\Come on, let's go.\Just skip your club.\I can't skip out on my club!\Come on, just this once!\I can't miss a day right now. response:	I can finally run.
context: Yeah.\I guess I can't say no to snacks.\Come on, let's go.\Just skip your club.\I can't skip out on my club!\Come on, just this once!\I can't miss a day right now.\I can finally run. response:	Right?
context: I guess I can't say no to snacks.\Come on, let's go.\Just skip your club.\I can't skip out on my club!\Come on, just this once!\I can't miss a day right now.\I can finally run.\Right? response:	Oh, I'm gonna go toss this. Hold on a sec.
context: Come on, let's go.\Just skip your club.\I can't skip out on my club!\Come on, just this once!\I can't miss a day right now.\I can finally run.\Right?\Oh, I'm gonna go toss this. Hold on a sec. response:	Okay.
context: Just skip your club.\I can't skip out on my club!\Come on, just this once!\I can't miss a day right now.\I can finally run.\Right?\Oh, I'm gonna go toss this. Hold on a sec.\Okay. response:	Hey, Curly-kun!
context: I can't skip out on my club!\Come on, just this once!\I can't miss a day right now.\I can finally run.\Right?\Oh, I'm gonna go toss this. Hold on a sec.\Okay.\Hey, Curly-kun! response:	Hey!
context: Come on, just this once!\I can't miss a day right now.\I can finally run.\Right?\Oh, I'm gonna go toss this. Hold on a sec.\Okay.\Hey, Curly-kun!\Hey! response:	We're friends now.
context: I can't miss a day right now.\I can finally run.\Right?\Oh, I'm gonna go toss this. Hold on a sec.\Okay.\Hey, Curly-kun!\Hey!\We're friends now. response:	You told me Curly-kun's cool, so...
context: I can finally run.\Right?\Oh, I'm gonna go toss this. Hold on a sec.\Okay.\Hey, Curly-kun!\Hey!\We're friends now.\You told me Curly-kun's cool, so... response:	We have a week until the meet.
context: Right?\Oh, I'm gonna go toss this. Hold on a sec.\Okay.\Hey, Curly-kun!\Hey!\We're friends now.\You told me Curly-kun's cool, so...\We have a week until the meet. response:	Let's stay focused.
context: Oh, I'm gonna go toss this. Hold on a sec.\Okay.\Hey, Curly-kun!\Hey!\We're friends now.\You told me Curly-kun's cool, so...\We have a week until the meet.\Let's stay focused. response:	Okay!
context: Okay.\Hey, Curly-kun!\Hey!\We're friends now.\You told me Curly-kun's cool, so...\We have a week until the meet.\Let's stay focused.\Okay! response:	Have you noticed?
context: Hey, Curly-kun!\Hey!\We're friends now.\You told me Curly-kun's cool, so...\We have a week until the meet.\Let's stay focused.\Okay!\Have you noticed? response:	Everyone's hooking up.
context: Hey!\We're friends now.\You told me Curly-kun's cool, so...\We have a week until the meet.\Let's stay focused.\Okay!\Have you noticed?\Everyone's hooking up. response:	For the school trip, I bet.
context: We're friends now.\You told me Curly-kun's cool, so...\We have a week until the meet.\Let's stay focused.\Okay!\Have you noticed?\Everyone's hooking up.\For the school trip, I bet. response:	What? Is that it?
context: You told me Curly-kun's cool, so...\We have a week until the meet.\Let's stay focused.\Okay!\Have you noticed?\Everyone's hooking up.\For the school trip, I bet.\What? Is that it? response:	How dumb.
context: We have a week until the meet.\Let's stay focused.\Okay!\Have you noticed?\Everyone's hooking up.\For the school trip, I bet.\What? Is that it?\How dumb. response:	Why? What's wrong with that?
context: Let's stay focused.\Okay!\Have you noticed?\Everyone's hooking up.\For the school trip, I bet.\What? Is that it?\How dumb.\Why? What's wrong with that? response:	Off-leash dogs are causing problems
context: Okay!\Have you noticed?\Everyone's hooking up.\For the school trip, I bet.\What? Is that it?\How dumb.\Why? What's wrong with that?\Off-leash dogs are causing problems response:	Please keep your dog on a leash
context: Have you noticed?\Everyone's hooking up.\For the school trip, I bet.\What? Is that it?\How dumb.\Why? What's wrong with that?\Off-leash dogs are causing problems\Please keep your dog on a leash response:	I wish I had a boyfriend.
context: Everyone's hooking up.\For the school trip, I bet.\What? Is that it?\How dumb.\Why? What's wrong with that?\Off-leash dogs are causing problems\Please keep your dog on a leash\I wish I had a boyfriend. response:	Right?
context: For the school trip, I bet.\What? Is that it?\How dumb.\Why? What's wrong with that?\Off-leash dogs are causing problems\Please keep your dog on a leash\I wish I had a boyfriend.\Right? response:	Not especially.
context: What? Is that it?\How dumb.\Why? What's wrong with that?\Off-leash dogs are causing problems\Please keep your dog on a leash\I wish I had a boyfriend.\Right?\Not especially. response:	But what about Hira?
context: How dumb.\Why? What's wrong with that?\Off-leash dogs are causing problems\Please keep your dog on a leash\I wish I had a boyfriend.\Right?\Not especially.\But what about Hira? response:	Huh?
context: Why? What's wrong with that?\Off-leash dogs are causing problems\Please keep your dog on a leash\I wish I had a boyfriend.\Right?\Not especially.\But what about Hira?\Huh? response:	What?
context: Off-leash dogs are causing problems\Please keep your dog on a leash\I wish I had a boyfriend.\Right?\Not especially.\But what about Hira?\Huh?\What? response:	Nothing.
context: Please keep your dog on a leash\I wish I had a boyfriend.\Right?\Not especially.\But what about Hira?\Huh?\What?\Nothing. response:	Not gonna go out with him?
context: I wish I had a boyfriend.\Right?\Not especially.\But what about Hira?\Huh?\What?\Nothing.\Not gonna go out with him? response:	Why?
context: Right?\Not especially.\But what about Hira?\Huh?\What?\Nothing.\Not gonna go out with him?\Why? response:	I heard someone asked him out, but he said no.
context: Not especially.\But what about Hira?\Huh?\What?\Nothing.\Not gonna go out with him?\Why?\I heard someone asked him out, but he said no. response:	Seriously?
context: But what about Hira?\Huh?\What?\Nothing.\Not gonna go out with him?\Why?\I heard someone asked him out, but he said no.\Seriously? response:	He said there's someone he likes.
context: Huh?\What?\Nothing.\Not gonna go out with him?\Why?\I heard someone asked him out, but he said no.\Seriously?\He said there's someone he likes. response:	Definitely Akane.
context: What?\Nothing.\Not gonna go out with him?\Why?\I heard someone asked him out, but he said no.\Seriously?\He said there's someone he likes.\Definitely Akane. response:	That's what I think, too.
context: Nothing.\Not gonna go out with him?\Why?\I heard someone asked him out, but he said no.\Seriously?\He said there's someone he likes.\Definitely Akane.\That's what I think, too. response:	The literature club has a superstition.
context: Not gonna go out with him?\Why?\I heard someone asked him out, but he said no.\Seriously?\He said there's someone he likes.\Definitely Akane.\That's what I think, too.\The literature club has a superstition. response:	Pick out a book at random,
context: Why?\I heard someone asked him out, but he said no.\Seriously?\He said there's someone he likes.\Definitely Akane.\That's what I think, too.\The literature club has a superstition.\Pick out a book at random, response:	and that book will give you the perfect life advice for your situation.
context: I heard someone asked him out, but he said no.\Seriously?\He said there's someone he likes.\Definitely Akane.\That's what I think, too.\The literature club has a superstition.\Pick out a book at random,\and that book will give you the perfect life advice for your situation. response:	At the very least, I don't believe romance comes down to chance.
context: Seriously?\He said there's someone he likes.\Definitely Akane.\That's what I think, too.\The literature club has a superstition.\Pick out a book at random,\and that book will give you the perfect life advice for your situation.\At the very least, I don't believe romance comes down to chance. response:	I believe it comes down to volition.
context: He said there's someone he likes.\Definitely Akane.\That's what I think, too.\The literature club has a superstition.\Pick out a book at random,\and that book will give you the perfect life advice for your situation.\At the very least, I don't believe romance comes down to chance.\I believe it comes down to volition. response:	Really?
context: Definitely Akane.\That's what I think, too.\The literature club has a superstition.\Pick out a book at random,\and that book will give you the perfect life advice for your situation.\At the very least, I don't believe romance comes down to chance.\I believe it comes down to volition.\Really? response:	He should just ask her out.
context: That's what I think, too.\The literature club has a superstition.\Pick out a book at random,\and that book will give you the perfect life advice for your situation.\At the very least, I don't believe romance comes down to chance.\I believe it comes down to volition.\Really?\He should just ask her out. response:	Hira?
context: The literature club has a superstition.\Pick out a book at random,\and that book will give you the perfect life advice for your situation.\At the very least, I don't believe romance comes down to chance.\I believe it comes down to volition.\Really?\He should just ask her out.\Hira? response:	I doubt Akane would turn him down.
context: Pick out a book at random,\and that book will give you the perfect life advice for your situation.\At the very least, I don't believe romance comes down to chance.\I believe it comes down to volition.\Really?\He should just ask her out.\Hira?\I doubt Akane would turn him down. response:	Not before the meet.
context: and that book will give you the perfect life advice for your situation.\At the very least, I don't believe romance comes down to chance.\I believe it comes down to volition.\Really?\He should just ask her out.\Hira?\I doubt Akane would turn him down.\Not before the meet. response:	After the meet, then, when emotions are high.
context: At the very least, I don't believe romance comes down to chance.\I believe it comes down to volition.\Really?\He should just ask her out.\Hira?\I doubt Akane would turn him down.\Not before the meet.\After the meet, then, when emotions are high. response:	Yeah, I can see that.
context: I believe it comes down to volition.\Really?\He should just ask her out.\Hira?\I doubt Akane would turn him down.\Not before the meet.\After the meet, then, when emotions are high.\Yeah, I can see that. response:	Have you decided which high school you want to go to?
context: Really?\He should just ask her out.\Hira?\I doubt Akane would turn him down.\Not before the meet.\After the meet, then, when emotions are high.\Yeah, I can see that.\Have you decided which high school you want to go to? response:	More or less.
