context: Your lives...? Hey... response:	This is getting vicious.
context: Fine. Come and get me.\Kagura versus Yukino!\Seriously?!\They bet their lives, so whoever loses dies, right?!\Can they do that?!\Well, things have taken a serious turn.\Just what's going on here?!\This is not cool! response:	I set up a good match if I do say so myself.
context: Kagura versus Yukino!\Seriously?!\They bet their lives, so whoever loses dies, right?!\Can they do that?!\Well, things have taken a serious turn.\Just what's going on here?!\This is not cool!\I set up a good match if I do say so myself. response:	This should be a lively battle.
context: Seriously?!\They bet their lives, so whoever loses dies, right?!\Can they do that?!\Well, things have taken a serious turn.\Just what's going on here?!\This is not cool!\I set up a good match if I do say so myself.\This should be a lively battle. response:	It's your bad luck to be standing before a member of Sabertooth.
context: They bet their lives, so whoever loses dies, right?!\Can they do that?!\Well, things have taken a serious turn.\Just what's going on here?!\This is not cool!\I set up a good match if I do say so myself.\This should be a lively battle.\It's your bad luck to be standing before a member of Sabertooth. response:	Lucy-san, is that...
context: Can they do that?!\Well, things have taken a serious turn.\Just what's going on here?!\This is not cool!\I set up a good match if I do say so myself.\This should be a lively battle.\It's your bad luck to be standing before a member of Sabertooth.\Lucy-san, is that... response:	That girl is a Celestial Spirit Wizard?!
context: Well, things have taken a serious turn.\Just what's going on here?!\This is not cool!\I set up a good match if I do say so myself.\This should be a lively battle.\It's your bad luck to be standing before a member of Sabertooth.\Lucy-san, is that...\That girl is a Celestial Spirit Wizard?! response:	I don't believe it!
context: Just what's going on here?!\This is not cool!\I set up a good match if I do say so myself.\This should be a lively battle.\It's your bad luck to be standing before a member of Sabertooth.\Lucy-san, is that...\That girl is a Celestial Spirit Wizard?!\I don't believe it! response:	There's one more?
context: This is not cool!\I set up a good match if I do say so myself.\This should be a lively battle.\It's your bad luck to be standing before a member of Sabertooth.\Lucy-san, is that...\That girl is a Celestial Spirit Wizard?!\I don't believe it!\There's one more? response:	Another Celestial Spirit Wizard...
context: I set up a good match if I do say so myself.\This should be a lively battle.\It's your bad luck to be standing before a member of Sabertooth.\Lucy-san, is that...\That girl is a Celestial Spirit Wizard?!\I don't believe it!\There's one more?\Another Celestial Spirit Wizard... response:	Huh...
context: This should be a lively battle.\It's your bad luck to be standing before a member of Sabertooth.\Lucy-san, is that...\That girl is a Celestial Spirit Wizard?!\I don't believe it!\There's one more?\Another Celestial Spirit Wizard...\Huh... response:	A golden key. One of those 12 Zodiac Gate things?
context: It's your bad luck to be standing before a member of Sabertooth.\Lucy-san, is that...\That girl is a Celestial Spirit Wizard?!\I don't believe it!\There's one more?\Another Celestial Spirit Wizard...\Huh...\A golden key. One of those 12 Zodiac Gate things? response:	Gate of the Fish, I open thee.
context: Lucy-san, is that...\That girl is a Celestial Spirit Wizard?!\I don't believe it!\There's one more?\Another Celestial Spirit Wizard...\Huh...\A golden key. One of those 12 Zodiac Gate things?\Gate of the Fish, I open thee. response:	Gate of the Fish! I like the sound of that!
context: That girl is a Celestial Spirit Wizard?!\I don't believe it!\There's one more?\Another Celestial Spirit Wizard...\Huh...\A golden key. One of those 12 Zodiac Gate things?\Gate of the Fish, I open thee.\Gate of the Fish! I like the sound of that! response:	What kind of Celestial Spirit is it?
context: I don't believe it!\There's one more?\Another Celestial Spirit Wizard...\Huh...\A golden key. One of those 12 Zodiac Gate things?\Gate of the Fish, I open thee.\Gate of the Fish! I like the sound of that!\What kind of Celestial Spirit is it? response:	I don't know...
context: There's one more?\Another Celestial Spirit Wizard...\Huh...\A golden key. One of those 12 Zodiac Gate things?\Gate of the Fish, I open thee.\Gate of the Fish! I like the sound of that!\What kind of Celestial Spirit is it?\I don't know... response:	I don't think it was in the Celestial Spirit World when we visited.
context: Another Celestial Spirit Wizard...\Huh...\A golden key. One of those 12 Zodiac Gate things?\Gate of the Fish, I open thee.\Gate of the Fish! I like the sound of that!\What kind of Celestial Spirit is it?\I don't know...\I don't think it was in the Celestial Spirit World when we visited. response:	Going by the usual pattern, it's probably something like this.
context: Huh...\A golden key. One of those 12 Zodiac Gate things?\Gate of the Fish, I open thee.\Gate of the Fish! I like the sound of that!\What kind of Celestial Spirit is it?\I don't know...\I don't think it was in the Celestial Spirit World when we visited.\Going by the usual pattern, it's probably something like this. response:	That's kind of unsettling...
context: A golden key. One of those 12 Zodiac Gate things?\Gate of the Fish, I open thee.\Gate of the Fish! I like the sound of that!\What kind of Celestial Spirit is it?\I don't know...\I don't think it was in the Celestial Spirit World when we visited.\Going by the usual pattern, it's probably something like this.\That's kind of unsettling... response:	But there are ones like the Gemini twins too,
context: Gate of the Fish, I open thee.\Gate of the Fish! I like the sound of that!\What kind of Celestial Spirit is it?\I don't know...\I don't think it was in the Celestial Spirit World when we visited.\Going by the usual pattern, it's probably something like this.\That's kind of unsettling...\But there are ones like the Gemini twins too, response:	so my guess is it'll be like this.
context: Gate of the Fish! I like the sound of that!\What kind of Celestial Spirit is it?\I don't know...\I don't think it was in the Celestial Spirit World when we visited.\Going by the usual pattern, it's probably something like this.\That's kind of unsettling...\But there are ones like the Gemini twins too,\so my guess is it'll be like this. response:	I have a feeling you've hit the mark...
context: What kind of Celestial Spirit is it?\I don't know...\I don't think it was in the Celestial Spirit World when we visited.\Going by the usual pattern, it's probably something like this.\That's kind of unsettling...\But there are ones like the Gemini twins too,\so my guess is it'll be like this.\I have a feeling you've hit the mark... response:	Happy will be so pleased!
context: I don't know...\I don't think it was in the Celestial Spirit World when we visited.\Going by the usual pattern, it's probably something like this.\That's kind of unsettling...\But there are ones like the Gemini twins too,\so my guess is it'll be like this.\I have a feeling you've hit the mark...\Happy will be so pleased! response:	That's not even a fish...
context: I don't think it was in the Celestial Spirit World when we visited.\Going by the usual pattern, it's probably something like this.\That's kind of unsettling...\But there are ones like the Gemini twins too,\so my guess is it'll be like this.\I have a feeling you've hit the mark...\Happy will be so pleased!\That's not even a fish... response:	Wendy, don't waste your time contradicting that guy.
context: Going by the usual pattern, it's probably something like this.\That's kind of unsettling...\But there are ones like the Gemini twins too,\so my guess is it'll be like this.\I have a feeling you've hit the mark...\Happy will be so pleased!\That's not even a fish...\Wendy, don't waste your time contradicting that guy. response:	His stupidity will rub off.
context: That's kind of unsettling...\But there are ones like the Gemini twins too,\so my guess is it'll be like this.\I have a feeling you've hit the mark...\Happy will be so pleased!\That's not even a fish...\Wendy, don't waste your time contradicting that guy.\His stupidity will rub off. response:	Pisces!
context: But there are ones like the Gemini twins too,\so my guess is it'll be like this.\I have a feeling you've hit the mark...\Happy will be so pleased!\That's not even a fish...\Wendy, don't waste your time contradicting that guy.\His stupidity will rub off.\Pisces! response:	They are fish!
context: so my guess is it'll be like this.\I have a feeling you've hit the mark...\Happy will be so pleased!\That's not even a fish...\Wendy, don't waste your time contradicting that guy.\His stupidity will rub off.\Pisces!\They are fish! response:	Don't worry!
context: I have a feeling you've hit the mark...\Happy will be so pleased!\That's not even a fish...\Wendy, don't waste your time contradicting that guy.\His stupidity will rub off.\Pisces!\They are fish!\Don't worry! response:	Take a good look.
context: Happy will be so pleased!\That's not even a fish...\Wendy, don't waste your time contradicting that guy.\His stupidity will rub off.\Pisces!\They are fish!\Don't worry!\Take a good look. response:	See?
context: That's not even a fish...\Wendy, don't waste your time contradicting that guy.\His stupidity will rub off.\Pisces!\They are fish!\Don't worry!\Take a good look.\See? response:	Wow!
context: Wendy, don't waste your time contradicting that guy.\His stupidity will rub off.\Pisces!\They are fish!\Don't worry!\Take a good look.\See?\Wow! response:	She's dodging their attacks with just the slightest movements.
context: His stupidity will rub off.\Pisces!\They are fish!\Don't worry!\Take a good look.\See?\Wow!\She's dodging their attacks with just the slightest movements. response:	There are all kinds, huh?
context: Pisces!\They are fish!\Don't worry!\Take a good look.\See?\Wow!\She's dodging their attacks with just the slightest movements.\There are all kinds, huh? response:	Pisces...
context: They are fish!\Don't worry!\Take a good look.\See?\Wow!\She's dodging their attacks with just the slightest movements.\There are all kinds, huh?\Pisces... response:	Huh. She's not bad.
context: Don't worry!\Take a good look.\See?\Wow!\She's dodging their attacks with just the slightest movements.\There are all kinds, huh?\Pisces...\Huh. She's not bad. response:	What? She's no great shakes.
context: Take a good look.\See?\Wow!\She's dodging their attacks with just the slightest movements.\There are all kinds, huh?\Pisces...\Huh. She's not bad.\What? She's no great shakes. response:	All she's doing is dodging.
context: See?\Wow!\She's dodging their attacks with just the slightest movements.\There are all kinds, huh?\Pisces...\Huh. She's not bad.\What? She's no great shakes.\All she's doing is dodging. response:	Fro thinks so, too.
context: Wow!\She's dodging their attacks with just the slightest movements.\There are all kinds, huh?\Pisces...\Huh. She's not bad.\What? She's no great shakes.\All she's doing is dodging.\Fro thinks so, too. response:	Just wait and see.
context: She's dodging their attacks with just the slightest movements.\There are all kinds, huh?\Pisces...\Huh. She's not bad.\What? She's no great shakes.\All she's doing is dodging.\Fro thinks so, too.\Just wait and see. response:	It's not wise to underestimate Mermaid Heel's strongest wizard.
context: There are all kinds, huh?\Pisces...\Huh. She's not bad.\What? She's no great shakes.\All she's doing is dodging.\Fro thinks so, too.\Just wait and see.\It's not wise to underestimate Mermaid Heel's strongest wizard. response:	This looks like it's going to quickly become a fine magic battle.
context: Pisces...\Huh. She's not bad.\What? She's no great shakes.\All she's doing is dodging.\Fro thinks so, too.\Just wait and see.\It's not wise to underestimate Mermaid Heel's strongest wizard.\This looks like it's going to quickly become a fine magic battle. response:	Whoa! She's deftly dodging Pisces' fierce attacks!
context: Huh. She's not bad.\What? She's no great shakes.\All she's doing is dodging.\Fro thinks so, too.\Just wait and see.\It's not wise to underestimate Mermaid Heel's strongest wizard.\This looks like it's going to quickly become a fine magic battle.\Whoa! She's deftly dodging Pisces' fierce attacks! response:	Impressive.
context: What? She's no great shakes.\All she's doing is dodging.\Fro thinks so, too.\Just wait and see.\It's not wise to underestimate Mermaid Heel's strongest wizard.\This looks like it's going to quickly become a fine magic battle.\Whoa! She's deftly dodging Pisces' fierce attacks!\Impressive. response:	Cool!
context: All she's doing is dodging.\Fro thinks so, too.\Just wait and see.\It's not wise to underestimate Mermaid Heel's strongest wizard.\This looks like it's going to quickly become a fine magic battle.\Whoa! She's deftly dodging Pisces' fierce attacks!\Impressive.\Cool! response:	Why is she escaping the fish?
context: Fro thinks so, too.\Just wait and see.\It's not wise to underestimate Mermaid Heel's strongest wizard.\This looks like it's going to quickly become a fine magic battle.\Whoa! She's deftly dodging Pisces' fierce attacks!\Impressive.\Cool!\Why is she escaping the fish? response:	All she has to do is eat it...
context: Just wait and see.\It's not wise to underestimate Mermaid Heel's strongest wizard.\This looks like it's going to quickly become a fine magic battle.\Whoa! She's deftly dodging Pisces' fierce attacks!\Impressive.\Cool!\Why is she escaping the fish?\All she has to do is eat it... response:	What a waste.
context: It's not wise to underestimate Mermaid Heel's strongest wizard.\This looks like it's going to quickly become a fine magic battle.\Whoa! She's deftly dodging Pisces' fierce attacks!\Impressive.\Cool!\Why is she escaping the fish?\All she has to do is eat it...\What a waste. response:	If you're so good at dodging, then all I need to do is ground you.
context: This looks like it's going to quickly become a fine magic battle.\Whoa! She's deftly dodging Pisces' fierce attacks!\Impressive.\Cool!\Why is she escaping the fish?\All she has to do is eat it...\What a waste.\If you're so good at dodging, then all I need to do is ground you. response:	Two gates open at the same time?!
context: Whoa! She's deftly dodging Pisces' fierce attacks!\Impressive.\Cool!\Why is she escaping the fish?\All she has to do is eat it...\What a waste.\If you're so good at dodging, then all I need to do is ground you.\Two gates open at the same time?! response:	Glittering gold!
context: Impressive.\Cool!\Why is she escaping the fish?\All she has to do is eat it...\What a waste.\If you're so good at dodging, then all I need to do is ground you.\Two gates open at the same time?!\Glittering gold! response:	That's right! That's one of the 12 Zodiac Gates, too!
context: Cool!\Why is she escaping the fish?\All she has to do is eat it...\What a waste.\If you're so good at dodging, then all I need to do is ground you.\Two gates open at the same time?!\Glittering gold!\That's right! That's one of the 12 Zodiac Gates, too! response:	Gate of the Scales, I open thee.
context: Why is she escaping the fish?\All she has to do is eat it...\What a waste.\If you're so good at dodging, then all I need to do is ground you.\Two gates open at the same time?!\Glittering gold!\That's right! That's one of the 12 Zodiac Gates, too!\Gate of the Scales, I open thee. response:	Libra!
context: All she has to do is eat it...\What a waste.\If you're so good at dodging, then all I need to do is ground you.\Two gates open at the same time?!\Glittering gold!\That's right! That's one of the 12 Zodiac Gates, too!\Gate of the Scales, I open thee.\Libra! response:	A-Another stunningly beautiful Celestial Spirit!
context: What a waste.\If you're so good at dodging, then all I need to do is ground you.\Two gates open at the same time?!\Glittering gold!\That's right! That's one of the 12 Zodiac Gates, too!\Gate of the Scales, I open thee.\Libra!\A-Another stunningly beautiful Celestial Spirit! response:	She's a sight for sore eyes!
context: If you're so good at dodging, then all I need to do is ground you.\Two gates open at the same time?!\Glittering gold!\That's right! That's one of the 12 Zodiac Gates, too!\Gate of the Scales, I open thee.\Libra!\A-Another stunningly beautiful Celestial Spirit!\She's a sight for sore eyes! response:	Gate of the Scales! Cool!
context: Two gates open at the same time?!\Glittering gold!\That's right! That's one of the 12 Zodiac Gates, too!\Gate of the Scales, I open thee.\Libra!\A-Another stunningly beautiful Celestial Spirit!\She's a sight for sore eyes!\Gate of the Scales! Cool! response:	Libra, alter the target's gravity.
context: Glittering gold!\That's right! That's one of the 12 Zodiac Gates, too!\Gate of the Scales, I open thee.\Libra!\A-Another stunningly beautiful Celestial Spirit!\She's a sight for sore eyes!\Gate of the Scales! Cool!\Libra, alter the target's gravity. response:	As you wish!
context: That's right! That's one of the 12 Zodiac Gates, too!\Gate of the Scales, I open thee.\Libra!\A-Another stunningly beautiful Celestial Spirit!\She's a sight for sore eyes!\Gate of the Scales! Cool!\Libra, alter the target's gravity.\As you wish! response:	That's gravity manipulation!
context: Gate of the Scales, I open thee.\Libra!\A-Another stunningly beautiful Celestial Spirit!\She's a sight for sore eyes!\Gate of the Scales! Cool!\Libra, alter the target's gravity.\As you wish!\That's gravity manipulation! response:	That Libra character can use the same magic as me?!
context: Libra!\A-Another stunningly beautiful Celestial Spirit!\She's a sight for sore eyes!\Gate of the Scales! Cool!\Libra, alter the target's gravity.\As you wish!\That's gravity manipulation!\That Libra character can use the same magic as me?! response:	So she made Kagura heavier?
context: A-Another stunningly beautiful Celestial Spirit!\She's a sight for sore eyes!\Gate of the Scales! Cool!\Libra, alter the target's gravity.\As you wish!\That's gravity manipulation!\That Libra character can use the same magic as me?!\So she made Kagura heavier? response:	Pisces...
context: She's a sight for sore eyes!\Gate of the Scales! Cool!\Libra, alter the target's gravity.\As you wish!\That's gravity manipulation!\That Libra character can use the same magic as me?!\So she made Kagura heavier?\Pisces... response:	What's this?!
context: Gate of the Scales! Cool!\Libra, alter the target's gravity.\As you wish!\That's gravity manipulation!\That Libra character can use the same magic as me?!\So she made Kagura heavier?\Pisces...\What's this?! response:	She blew off Libra's gravity power?!
context: Libra, alter the target's gravity.\As you wish!\That's gravity manipulation!\That Libra character can use the same magic as me?!\So she made Kagura heavier?\Pisces...\What's this?!\She blew off Libra's gravity power?! response:	How?
context: As you wish!\That's gravity manipulation!\That Libra character can use the same magic as me?!\So she made Kagura heavier?\Pisces...\What's this?!\She blew off Libra's gravity power?!\How? response:	That girl's awesome!
context: That's gravity manipulation!\That Libra character can use the same magic as me?!\So she made Kagura heavier?\Pisces...\What's this?!\She blew off Libra's gravity power?!\How?\That girl's awesome! response:	Her jumping ability is remarkable.
context: That Libra character can use the same magic as me?!\So she made Kagura heavier?\Pisces...\What's this?!\She blew off Libra's gravity power?!\How?\That girl's awesome!\Her jumping ability is remarkable. response:	No, that's...
context: So she made Kagura heavier?\Pisces...\What's this?!\She blew off Libra's gravity power?!\How?\That girl's awesome!\Her jumping ability is remarkable.\No, that's... response:	Libra...
context: Pisces...\What's this?!\She blew off Libra's gravity power?!\How?\That girl's awesome!\Her jumping ability is remarkable.\No, that's...\Libra... response:	Make the target's gravity go sideways.
context: What's this?!\She blew off Libra's gravity power?!\How?\That girl's awesome!\Her jumping ability is remarkable.\No, that's...\Libra...\Make the target's gravity go sideways. response:	As you wish.
context: She blew off Libra's gravity power?!\How?\That girl's awesome!\Her jumping ability is remarkable.\No, that's...\Libra...\Make the target's gravity go sideways.\As you wish. response:	Ouch! She was only able to escape the Celestial Spirit's gravity altering for a short time!
context: How?\That girl's awesome!\Her jumping ability is remarkable.\No, that's...\Libra...\Make the target's gravity go sideways.\As you wish.\Ouch! She was only able to escape the Celestial Spirit's gravity altering for a short time! response:	Kagura is pinned to the statue!
context: That girl's awesome!\Her jumping ability is remarkable.\No, that's...\Libra...\Make the target's gravity go sideways.\As you wish.\Ouch! She was only able to escape the Celestial Spirit's gravity altering for a short time!\Kagura is pinned to the statue! response:	What a pinch!
context: Her jumping ability is remarkable.\No, that's...\Libra...\Make the target's gravity go sideways.\As you wish.\Ouch! She was only able to escape the Celestial Spirit's gravity altering for a short time!\Kagura is pinned to the statue!\What a pinch! response:	Gravity is cool!
context: No, that's...\Libra...\Make the target's gravity go sideways.\As you wish.\Ouch! She was only able to escape the Celestial Spirit's gravity altering for a short time!\Kagura is pinned to the statue!\What a pinch!\Gravity is cool! response:	Pisces!
context: Libra...\Make the target's gravity go sideways.\As you wish.\Ouch! She was only able to escape the Celestial Spirit's gravity altering for a short time!\Kagura is pinned to the statue!\What a pinch!\Gravity is cool!\Pisces! response:	This is what I'm talkin' about! The highlight of two gates open at once!
context: Make the target's gravity go sideways.\As you wish.\Ouch! She was only able to escape the Celestial Spirit's gravity altering for a short time!\Kagura is pinned to the statue!\What a pinch!\Gravity is cool!\Pisces!\This is what I'm talkin' about! The highlight of two gates open at once! response:	Highlight!
context: As you wish.\Ouch! She was only able to escape the Celestial Spirit's gravity altering for a short time!\Kagura is pinned to the statue!\What a pinch!\Gravity is cool!\Pisces!\This is what I'm talkin' about! The highlight of two gates open at once!\Highlight! response:	I guess it's all over...
context: Ouch! She was only able to escape the Celestial Spirit's gravity altering for a short time!\Kagura is pinned to the statue!\What a pinch!\Gravity is cool!\Pisces!\This is what I'm talkin' about! The highlight of two gates open at once!\Highlight!\I guess it's all over... response:	Or I wish it would be...
context: Kagura is pinned to the statue!\What a pinch!\Gravity is cool!\Pisces!\This is what I'm talkin' about! The highlight of two gates open at once!\Highlight!\I guess it's all over...\Or I wish it would be... response:	The fish stopped!
context: What a pinch!\Gravity is cool!\Pisces!\This is what I'm talkin' about! The highlight of two gates open at once!\Highlight!\I guess it's all over...\Or I wish it would be...\The fish stopped! response:	What the...?
context: Gravity is cool!\Pisces!\This is what I'm talkin' about! The highlight of two gates open at once!\Highlight!\I guess it's all over...\Or I wish it would be...\The fish stopped!\What the...? response:	Is she out of magic?
context: Pisces!\This is what I'm talkin' about! The highlight of two gates open at once!\Highlight!\I guess it's all over...\Or I wish it would be...\The fish stopped!\What the...?\Is she out of magic? response:	That's not it. Look at that.
context: This is what I'm talkin' about! The highlight of two gates open at once!\Highlight!\I guess it's all over...\Or I wish it would be...\The fish stopped!\What the...?\Is she out of magic?\That's not it. Look at that. response:	I can't move!
context: Highlight!\I guess it's all over...\Or I wish it would be...\The fish stopped!\What the...?\Is she out of magic?\That's not it. Look at that.\I can't move! response:	I see...
context: I guess it's all over...\Or I wish it would be...\The fish stopped!\What the...?\Is she out of magic?\That's not it. Look at that.\I can't move!\I see... response:	Don't tell me she can use gravity magic too?!
context: Or I wish it would be...\The fish stopped!\What the...?\Is she out of magic?\That's not it. Look at that.\I can't move!\I see...\Don't tell me she can use gravity magic too?! response:	How?
context: The fish stopped!\What the...?\Is she out of magic?\That's not it. Look at that.\I can't move!\I see...\Don't tell me she can use gravity magic too?!\How? response:	Kagura's the one who taught me gravity-altering magic.
context: What the...?\Is she out of magic?\That's not it. Look at that.\I can't move!\I see...\Don't tell me she can use gravity magic too?!\How?\Kagura's the one who taught me gravity-altering magic. response:	Better not underestimate Kagura-chan!
context: Is she out of magic?\That's not it. Look at that.\I can't move!\I see...\Don't tell me she can use gravity magic too?!\How?\Kagura's the one who taught me gravity-altering magic.\Better not underestimate Kagura-chan! response:	That's right!
context: That's not it. Look at that.\I can't move!\I see...\Don't tell me she can use gravity magic too?!\How?\Kagura's the one who taught me gravity-altering magic.\Better not underestimate Kagura-chan!\That's right! response:	That's our...
context: I can't move!\I see...\Don't tell me she can use gravity magic too?!\How?\Kagura's the one who taught me gravity-altering magic.\Better not underestimate Kagura-chan!\That's right!\That's our... response:	Now, finish'em all at once!
context: I see...\Don't tell me she can use gravity magic too?!\How?\Kagura's the one who taught me gravity-altering magic.\Better not underestimate Kagura-chan!\That's right!\That's our...\Now, finish'em all at once! response:	This is the epitome of the Grand Magic Games!
context: Don't tell me she can use gravity magic too?!\How?\Kagura's the one who taught me gravity-altering magic.\Better not underestimate Kagura-chan!\That's right!\That's our...\Now, finish'em all at once!\This is the epitome of the Grand Magic Games! response:	Oh, my! Kagura is undaunted by two Celestial Spirits!
context: How?\Kagura's the one who taught me gravity-altering magic.\Better not underestimate Kagura-chan!\That's right!\That's our...\Now, finish'em all at once!\This is the epitome of the Grand Magic Games!\Oh, my! Kagura is undaunted by two Celestial Spirits! response:	This is amazing, isn't it, Yajima-san?
context: Kagura's the one who taught me gravity-altering magic.\Better not underestimate Kagura-chan!\That's right!\That's our...\Now, finish'em all at once!\This is the epitome of the Grand Magic Games!\Oh, my! Kagura is undaunted by two Celestial Spirits!\This is amazing, isn't it, Yajima-san? response:	Experience and grit... She certainly does have fortitude.
context: Better not underestimate Kagura-chan!\That's right!\That's our...\Now, finish'em all at once!\This is the epitome of the Grand Magic Games!\Oh, my! Kagura is undaunted by two Celestial Spirits!\This is amazing, isn't it, Yajima-san?\Experience and grit... She certainly does have fortitude. response:	I'm so excited about getting to see a showdown like this right before my eyes! Cool! Cool!
context: That's right!\That's our...\Now, finish'em all at once!\This is the epitome of the Grand Magic Games!\Oh, my! Kagura is undaunted by two Celestial Spirits!\This is amazing, isn't it, Yajima-san?\Experience and grit... She certainly does have fortitude.\I'm so excited about getting to see a showdown like this right before my eyes! Cool! Cool! response:	Heavy...
context: That's our...\Now, finish'em all at once!\This is the epitome of the Grand Magic Games!\Oh, my! Kagura is undaunted by two Celestial Spirits!\This is amazing, isn't it, Yajima-san?\Experience and grit... She certainly does have fortitude.\I'm so excited about getting to see a showdown like this right before my eyes! Cool! Cool!\Heavy... response:	Pisces, Libra, go back.
context: Now, finish'em all at once!\This is the epitome of the Grand Magic Games!\Oh, my! Kagura is undaunted by two Celestial Spirits!\This is amazing, isn't it, Yajima-san?\Experience and grit... She certainly does have fortitude.\I'm so excited about getting to see a showdown like this right before my eyes! Cool! Cool!\Heavy...\Pisces, Libra, go back. response:	Yeesh. This is gettin' monotonous.
context: This is the epitome of the Grand Magic Games!\Oh, my! Kagura is undaunted by two Celestial Spirits!\This is amazing, isn't it, Yajima-san?\Experience and grit... She certainly does have fortitude.\I'm so excited about getting to see a showdown like this right before my eyes! Cool! Cool!\Heavy...\Pisces, Libra, go back.\Yeesh. This is gettin' monotonous. response:	Yukino...
context: Oh, my! Kagura is undaunted by two Celestial Spirits!\This is amazing, isn't it, Yajima-san?\Experience and grit... She certainly does have fortitude.\I'm so excited about getting to see a showdown like this right before my eyes! Cool! Cool!\Heavy...\Pisces, Libra, go back.\Yeesh. This is gettin' monotonous.\Yukino... response:	She's fine! The fight is just startin'!
context: This is amazing, isn't it, Yajima-san?\Experience and grit... She certainly does have fortitude.\I'm so excited about getting to see a showdown like this right before my eyes! Cool! Cool!\Heavy...\Pisces, Libra, go back.\Yeesh. This is gettin' monotonous.\Yukino...\She's fine! The fight is just startin'! response:	Right, Sting-kun?!
