context: That's my swing, loser. response:	What did you do to him?
context: You've got to get real members, on your own.\Want me to tell you how I found out\where you stash your dirty books?\I asked mom.\Episode 3 Swinging and Meeting\Let me have a look at that for you.\Thank you very much.\No problem. response:	Do my eyes deceive me? Could this be... Yes!
context: Want me to tell you how I found out\where you stash your dirty books?\I asked mom.\Episode 3 Swinging and Meeting\Let me have a look at that for you.\Thank you very much.\No problem.\Do my eyes deceive me? Could this be... Yes! response:	Yes, your eyes and hair match!
context: where you stash your dirty books?\I asked mom.\Episode 3 Swinging and Meeting\Let me have a look at that for you.\Thank you very much.\No problem.\Do my eyes deceive me? Could this be... Yes!\Yes, your eyes and hair match! response:	I can't understand...
context: I asked mom.\Episode 3 Swinging and Meeting\Let me have a look at that for you.\Thank you very much.\No problem.\Do my eyes deceive me? Could this be... Yes!\Yes, your eyes and hair match!\I can't understand... response:	You are so cute!
context: Episode 3 Swinging and Meeting\Let me have a look at that for you.\Thank you very much.\No problem.\Do my eyes deceive me? Could this be... Yes!\Yes, your eyes and hair match!\I can't understand...\You are so cute! response:	My lovely princess!
context: Let me have a look at that for you.\Thank you very much.\No problem.\Do my eyes deceive me? Could this be... Yes!\Yes, your eyes and hair match!\I can't understand...\You are so cute!\My lovely princess! response:	I am no money! Thank you!
context: Thank you very much.\No problem.\Do my eyes deceive me? Could this be... Yes!\Yes, your eyes and hair match!\I can't understand...\You are so cute!\My lovely princess!\I am no money! Thank you! response:	Wait!
context: No problem.\Do my eyes deceive me? Could this be... Yes!\Yes, your eyes and hair match!\I can't understand...\You are so cute!\My lovely princess!\I am no money! Thank you!\Wait! response:	Wait!
context: Do my eyes deceive me? Could this be... Yes!\Yes, your eyes and hair match!\I can't understand...\You are so cute!\My lovely princess!\I am no money! Thank you!\Wait!\Wait! response:	Wait!
context: Yes, your eyes and hair match!\I can't understand...\You are so cute!\My lovely princess!\I am no money! Thank you!\Wait!\Wait!\Wait! response:	Miyamoto!
context: I can't understand...\You are so cute!\My lovely princess!\I am no money! Thank you!\Wait!\Wait!\Wait!\Miyamoto! response:	We're quitting the choir club.
context: You are so cute!\My lovely princess!\I am no money! Thank you!\Wait!\Wait!\Wait!\Miyamoto!\We're quitting the choir club. response:	Why?
context: My lovely princess!\I am no money! Thank you!\Wait!\Wait!\Wait!\Miyamoto!\We're quitting the choir club.\Why? response:	We got to see Kumagai Tetsuji.
context: I am no money! Thank you!\Wait!\Wait!\Wait!\Miyamoto!\We're quitting the choir club.\Why?\We got to see Kumagai Tetsuji. response:	Right!
context: Wait!\Wait!\Wait!\Miyamoto!\We're quitting the choir club.\Why?\We got to see Kumagai Tetsuji.\Right! response:	Here's the sheet music we borrowed.
context: Wait!\Wait!\Miyamoto!\We're quitting the choir club.\Why?\We got to see Kumagai Tetsuji.\Right!\Here's the sheet music we borrowed. response:	Thank you!
context: Wait!\Miyamoto!\We're quitting the choir club.\Why?\We got to see Kumagai Tetsuji.\Right!\Here's the sheet music we borrowed.\Thank you! response:	Thank you!
context: Miyamoto!\We're quitting the choir club.\Why?\We got to see Kumagai Tetsuji.\Right!\Here's the sheet music we borrowed.\Thank you!\Thank you! response:	Club Dissolution Notice
context: We're quitting the choir club.\Why?\We got to see Kumagai Tetsuji.\Right!\Here's the sheet music we borrowed.\Thank you!\Thank you!\Club Dissolution Notice response:	Choir Club
context: Why?\We got to see Kumagai Tetsuji.\Right!\Here's the sheet music we borrowed.\Thank you!\Thank you!\Club Dissolution Notice\Choir Club response:	Due to the reasons listed below, club activities are hereby terminated.
context: We got to see Kumagai Tetsuji.\Right!\Here's the sheet music we borrowed.\Thank you!\Thank you!\Club Dissolution Notice\Choir Club\Due to the reasons listed below, club activities are hereby terminated. response:	-Less than 5 members
context: Right!\Here's the sheet music we borrowed.\Thank you!\Thank you!\Club Dissolution Notice\Choir Club\Due to the reasons listed below, club activities are hereby terminated.\-Less than 5 members response:	Principal
context: Here's the sheet music we borrowed.\Thank you!\Thank you!\Club Dissolution Notice\Choir Club\Due to the reasons listed below, club activities are hereby terminated.\-Less than 5 members\Principal response:	I can't allow your clubs to continue
context: Thank you!\Thank you!\Club Dissolution Notice\Choir Club\Due to the reasons listed below, club activities are hereby terminated.\-Less than 5 members\Principal\I can't allow your clubs to continue response:	without the minimum five members.
context: Thank you!\Club Dissolution Notice\Choir Club\Due to the reasons listed below, club activities are hereby terminated.\-Less than 5 members\Principal\I can't allow your clubs to continue\without the minimum five members. response:	Huh?
context: Club Dissolution Notice\Choir Club\Due to the reasons listed below, club activities are hereby terminated.\-Less than 5 members\Principal\I can't allow your clubs to continue\without the minimum five members.\Huh? response:	In short, your clubs have been dissolved.
context: Choir Club\Due to the reasons listed below, club activities are hereby terminated.\-Less than 5 members\Principal\I can't allow your clubs to continue\without the minimum five members.\Huh?\In short, your clubs have been dissolved. response:	But I have the prefectural competition coming up soon.
context: Due to the reasons listed below, club activities are hereby terminated.\-Less than 5 members\Principal\I can't allow your clubs to continue\without the minimum five members.\Huh?\In short, your clubs have been dissolved.\But I have the prefectural competition coming up soon. response:	All other clubs have found adequate members,
context: -Less than 5 members\Principal\I can't allow your clubs to continue\without the minimum five members.\Huh?\In short, your clubs have been dissolved.\But I have the prefectural competition coming up soon.\All other clubs have found adequate members, response:	are staying within their limited budgets,
context: Principal\I can't allow your clubs to continue\without the minimum five members.\Huh?\In short, your clubs have been dissolved.\But I have the prefectural competition coming up soon.\All other clubs have found adequate members,\are staying within their limited budgets, response:	and are complying with school regulations.
context: I can't allow your clubs to continue\without the minimum five members.\Huh?\In short, your clubs have been dissolved.\But I have the prefectural competition coming up soon.\All other clubs have found adequate members,\are staying within their limited budgets,\and are complying with school regulations. response:	But that's...
context: without the minimum five members.\Huh?\In short, your clubs have been dissolved.\But I have the prefectural competition coming up soon.\All other clubs have found adequate members,\are staying within their limited budgets,\and are complying with school regulations.\But that's... response:	Why does your group deserve special treatment?
context: Huh?\In short, your clubs have been dissolved.\But I have the prefectural competition coming up soon.\All other clubs have found adequate members,\are staying within their limited budgets,\and are complying with school regulations.\But that's...\Why does your group deserve special treatment? response:	It doesn't, but the principal didn't...
context: In short, your clubs have been dissolved.\But I have the prefectural competition coming up soon.\All other clubs have found adequate members,\are staying within their limited budgets,\and are complying with school regulations.\But that's...\Why does your group deserve special treatment?\It doesn't, but the principal didn't... response:	The school regulations are written in your student handbook.
context: But I have the prefectural competition coming up soon.\All other clubs have found adequate members,\are staying within their limited budgets,\and are complying with school regulations.\But that's...\Why does your group deserve special treatment?\It doesn't, but the principal didn't...\The school regulations are written in your student handbook. response:	While the principal remains hospitalized,
context: All other clubs have found adequate members,\are staying within their limited budgets,\and are complying with school regulations.\But that's...\Why does your group deserve special treatment?\It doesn't, but the principal didn't...\The school regulations are written in your student handbook.\While the principal remains hospitalized, response:	I am standing in for him as the administrator of this school.
context: are staying within their limited budgets,\and are complying with school regulations.\But that's...\Why does your group deserve special treatment?\It doesn't, but the principal didn't...\The school regulations are written in your student handbook.\While the principal remains hospitalized,\I am standing in for him as the administrator of this school. response:	Go wave your racket around in some park,
context: and are complying with school regulations.\But that's...\Why does your group deserve special treatment?\It doesn't, but the principal didn't...\The school regulations are written in your student handbook.\While the principal remains hospitalized,\I am standing in for him as the administrator of this school.\Go wave your racket around in some park, response:	if you want to play badminton by yourself.
context: But that's...\Why does your group deserve special treatment?\It doesn't, but the principal didn't...\The school regulations are written in your student handbook.\While the principal remains hospitalized,\I am standing in for him as the administrator of this school.\Go wave your racket around in some park,\if you want to play badminton by yourself. response:	She actually said that?
context: Why does your group deserve special treatment?\It doesn't, but the principal didn't...\The school regulations are written in your student handbook.\While the principal remains hospitalized,\I am standing in for him as the administrator of this school.\Go wave your racket around in some park,\if you want to play badminton by yourself.\She actually said that? response:	Not with words, but it's what she meant.
context: It doesn't, but the principal didn't...\The school regulations are written in your student handbook.\While the principal remains hospitalized,\I am standing in for him as the administrator of this school.\Go wave your racket around in some park,\if you want to play badminton by yourself.\She actually said that?\Not with words, but it's what she meant. response:	Sure sounds like her!
context: The school regulations are written in your student handbook.\While the principal remains hospitalized,\I am standing in for him as the administrator of this school.\Go wave your racket around in some park,\if you want to play badminton by yourself.\She actually said that?\Not with words, but it's what she meant.\Sure sounds like her! response:	This is hopeless. Nothing will work.
context: While the principal remains hospitalized,\I am standing in for him as the administrator of this school.\Go wave your racket around in some park,\if you want to play badminton by yourself.\She actually said that?\Not with words, but it's what she meant.\Sure sounds like her!\This is hopeless. Nothing will work. response:	I can't enter the competition...
context: I am standing in for him as the administrator of this school.\Go wave your racket around in some park,\if you want to play badminton by yourself.\She actually said that?\Not with words, but it's what she meant.\Sure sounds like her!\This is hopeless. Nothing will work.\I can't enter the competition... response:	What are you going to do?
context: Go wave your racket around in some park,\if you want to play badminton by yourself.\She actually said that?\Not with words, but it's what she meant.\Sure sounds like her!\This is hopeless. Nothing will work.\I can't enter the competition...\What are you going to do? response:	I figured out that I can't have fake members,
context: if you want to play badminton by yourself.\She actually said that?\Not with words, but it's what she meant.\Sure sounds like her!\This is hopeless. Nothing will work.\I can't enter the competition...\What are you going to do?\I figured out that I can't have fake members, response:	so I'll just have to find real ones.
context: She actually said that?\Not with words, but it's what she meant.\Sure sounds like her!\This is hopeless. Nothing will work.\I can't enter the competition...\What are you going to do?\I figured out that I can't have fake members,\so I'll just have to find real ones. response:	We've still got three people.
context: Not with words, but it's what she meant.\Sure sounds like her!\This is hopeless. Nothing will work.\I can't enter the competition...\What are you going to do?\I figured out that I can't have fake members,\so I'll just have to find real ones.\We've still got three people. response:	One, two...
context: Sure sounds like her!\This is hopeless. Nothing will work.\I can't enter the competition...\What are you going to do?\I figured out that I can't have fake members,\so I'll just have to find real ones.\We've still got three people.\One, two... response:	Three.
context: This is hopeless. Nothing will work.\I can't enter the competition...\What are you going to do?\I figured out that I can't have fake members,\so I'll just have to find real ones.\We've still got three people.\One, two...\Three. response:	We'll still have opportunities to
context: I can't enter the competition...\What are you going to do?\I figured out that I can't have fake members,\so I'll just have to find real ones.\We've still got three people.\One, two...\Three.\We'll still have opportunities to response:	sing at the cultural festival or at graduation.
context: What are you going to do?\I figured out that I can't have fake members,\so I'll just have to find real ones.\We've still got three people.\One, two...\Three.\We'll still have opportunities to\sing at the cultural festival or at graduation. response:	Hey, Tanaka.
context: I figured out that I can't have fake members,\so I'll just have to find real ones.\We've still got three people.\One, two...\Three.\We'll still have opportunities to\sing at the cultural festival or at graduation.\Hey, Tanaka. response:	Why don't you quit badminton and join the choir club?
context: so I'll just have to find real ones.\We've still got three people.\One, two...\Three.\We'll still have opportunities to\sing at the cultural festival or at graduation.\Hey, Tanaka.\Why don't you quit badminton and join the choir club? response:	What?
context: We've still got three people.\One, two...\Three.\We'll still have opportunities to\sing at the cultural festival or at graduation.\Hey, Tanaka.\Why don't you quit badminton and join the choir club?\What? response:	I mean, if you can't compete in the prefecturals,
context: One, two...\Three.\We'll still have opportunities to\sing at the cultural festival or at graduation.\Hey, Tanaka.\Why don't you quit badminton and join the choir club?\What?\I mean, if you can't compete in the prefecturals, response:	your club's toast, right?
context: Three.\We'll still have opportunities to\sing at the cultural festival or at graduation.\Hey, Tanaka.\Why don't you quit badminton and join the choir club?\What?\I mean, if you can't compete in the prefecturals,\your club's toast, right? response:	Don't say that!
context: We'll still have opportunities to\sing at the cultural festival or at graduation.\Hey, Tanaka.\Why don't you quit badminton and join the choir club?\What?\I mean, if you can't compete in the prefecturals,\your club's toast, right?\Don't say that! response:	I haven't given up on the competition!
context: sing at the cultural festival or at graduation.\Hey, Tanaka.\Why don't you quit badminton and join the choir club?\What?\I mean, if you can't compete in the prefecturals,\your club's toast, right?\Don't say that!\I haven't given up on the competition! response:	Besides!
context: Hey, Tanaka.\Why don't you quit badminton and join the choir club?\What?\I mean, if you can't compete in the prefecturals,\your club's toast, right?\Don't say that!\I haven't given up on the competition!\Besides! response:	I'm badminton's...
context: Why don't you quit badminton and join the choir club?\What?\I mean, if you can't compete in the prefecturals,\your club's toast, right?\Don't say that!\I haven't given up on the competition!\Besides!\I'm badminton's... response:	Huh?
context: What?\I mean, if you can't compete in the prefecturals,\your club's toast, right?\Don't say that!\I haven't given up on the competition!\Besides!\I'm badminton's...\Huh? response:	Shut up, short stuff.
context: I mean, if you can't compete in the prefecturals,\your club's toast, right?\Don't say that!\I haven't given up on the competition!\Besides!\I'm badminton's...\Huh?\Shut up, short stuff. response:	What's with the name-calling?
context: your club's toast, right?\Don't say that!\I haven't given up on the competition!\Besides!\I'm badminton's...\Huh?\Shut up, short stuff.\What's with the name-calling? response:	He's got a point.
context: Don't say that!\I haven't given up on the competition!\Besides!\I'm badminton's...\Huh?\Shut up, short stuff.\What's with the name-calling?\He's got a point. response:	Excuse me?
context: I haven't given up on the competition!\Besides!\I'm badminton's...\Huh?\Shut up, short stuff.\What's with the name-calling?\He's got a point.\Excuse me? response:	Go on. Get it.
context: Besides!\I'm badminton's...\Huh?\Shut up, short stuff.\What's with the name-calling?\He's got a point.\Excuse me?\Go on. Get it. response:	All right.
context: I'm badminton's...\Huh?\Shut up, short stuff.\What's with the name-calling?\He's got a point.\Excuse me?\Go on. Get it.\All right. response:	That's it, come here.
context: Huh?\Shut up, short stuff.\What's with the name-calling?\He's got a point.\Excuse me?\Go on. Get it.\All right.\That's it, come here. response:	Wien!
context: Shut up, short stuff.\What's with the name-calling?\He's got a point.\Excuse me?\Go on. Get it.\All right.\That's it, come here.\Wien! response:	Whatcha doing?
context: What's with the name-calling?\He's got a point.\Excuse me?\Go on. Get it.\All right.\That's it, come here.\Wien!\Whatcha doing? response:	I see you've got squirrels in Japan as well.
context: He's got a point.\Excuse me?\Go on. Get it.\All right.\That's it, come here.\Wien!\Whatcha doing?\I see you've got squirrels in Japan as well. response:	Huh?
context: Excuse me?\Go on. Get it.\All right.\That's it, come here.\Wien!\Whatcha doing?\I see you've got squirrels in Japan as well.\Huh? response:	So, anyway.
context: Go on. Get it.\All right.\That's it, come here.\Wien!\Whatcha doing?\I see you've got squirrels in Japan as well.\Huh?\So, anyway. response:	Wanna play badminton?
context: All right.\That's it, come here.\Wien!\Whatcha doing?\I see you've got squirrels in Japan as well.\Huh?\So, anyway.\Wanna play badminton? response:	This is the first time I've been recruited!
context: That's it, come here.\Wien!\Whatcha doing?\I see you've got squirrels in Japan as well.\Huh?\So, anyway.\Wanna play badminton?\This is the first time I've been recruited! response:	Yeah, people don't usually go after seniors.
context: Wien!\Whatcha doing?\I see you've got squirrels in Japan as well.\Huh?\So, anyway.\Wanna play badminton?\This is the first time I've been recruited!\Yeah, people don't usually go after seniors. response:	Will I play in the competition too?
context: Whatcha doing?\I see you've got squirrels in Japan as well.\Huh?\So, anyway.\Wanna play badminton?\This is the first time I've been recruited!\Yeah, people don't usually go after seniors.\Will I play in the competition too? response:	Oh, uh, I'm not sure.
context: I see you've got squirrels in Japan as well.\Huh?\So, anyway.\Wanna play badminton?\This is the first time I've been recruited!\Yeah, people don't usually go after seniors.\Will I play in the competition too?\Oh, uh, I'm not sure. response:	I hope your application gets in on time.
context: Huh?\So, anyway.\Wanna play badminton?\This is the first time I've been recruited!\Yeah, people don't usually go after seniors.\Will I play in the competition too?\Oh, uh, I'm not sure.\I hope your application gets in on time. response:	And besides, I still need three more people...
context: So, anyway.\Wanna play badminton?\This is the first time I've been recruited!\Yeah, people don't usually go after seniors.\Will I play in the competition too?\Oh, uh, I'm not sure.\I hope your application gets in on time.\And besides, I still need three more people... response:	We can do it! Slam!
context: Wanna play badminton?\This is the first time I've been recruited!\Yeah, people don't usually go after seniors.\Will I play in the competition too?\Oh, uh, I'm not sure.\I hope your application gets in on time.\And besides, I still need three more people...\We can do it! Slam! response:	Have you ever played badminton before?
context: This is the first time I've been recruited!\Yeah, people don't usually go after seniors.\Will I play in the competition too?\Oh, uh, I'm not sure.\I hope your application gets in on time.\And besides, I still need three more people...\We can do it! Slam!\Have you ever played badminton before? response:	Nope.
context: Yeah, people don't usually go after seniors.\Will I play in the competition too?\Oh, uh, I'm not sure.\I hope your application gets in on time.\And besides, I still need three more people...\We can do it! Slam!\Have you ever played badminton before?\Nope. response:	My grandpa had a badminton team at his work,
context: Will I play in the competition too?\Oh, uh, I'm not sure.\I hope your application gets in on time.\And besides, I still need three more people...\We can do it! Slam!\Have you ever played badminton before?\Nope.\My grandpa had a badminton team at his work, response:	and he took me to see a few games.
context: Oh, uh, I'm not sure.\I hope your application gets in on time.\And besides, I still need three more people...\We can do it! Slam!\Have you ever played badminton before?\Nope.\My grandpa had a badminton team at his work,\and he took me to see a few games. response:	I was really young, though, so I don't remember much.
context: I hope your application gets in on time.\And besides, I still need three more people...\We can do it! Slam!\Have you ever played badminton before?\Nope.\My grandpa had a badminton team at his work,\and he took me to see a few games.\I was really young, though, so I don't remember much. response:	Shoot, I forgot to lock up my bike.
context: And besides, I still need three more people...\We can do it! Slam!\Have you ever played badminton before?\Nope.\My grandpa had a badminton team at his work,\and he took me to see a few games.\I was really young, though, so I don't remember much.\Shoot, I forgot to lock up my bike. response:	Go on in. My room's in the back.
context: We can do it! Slam!\Have you ever played badminton before?\Nope.\My grandpa had a badminton team at his work,\and he took me to see a few games.\I was really young, though, so I don't remember much.\Shoot, I forgot to lock up my bike.\Go on in. My room's in the back. response:	Sure.
context: Have you ever played badminton before?\Nope.\My grandpa had a badminton team at his work,\and he took me to see a few games.\I was really young, though, so I don't remember much.\Shoot, I forgot to lock up my bike.\Go on in. My room's in the back.\Sure. response:	Hey. I'm borrowing the A/C.
context: Nope.\My grandpa had a badminton team at his work,\and he took me to see a few games.\I was really young, though, so I don't remember much.\Shoot, I forgot to lock up my bike.\Go on in. My room's in the back.\Sure.\Hey. I'm borrowing the A/C. response:	Bouncy, bouncy, bunny hop!
context: My grandpa had a badminton team at his work,\and he took me to see a few games.\I was really young, though, so I don't remember much.\Shoot, I forgot to lock up my bike.\Go on in. My room's in the back.\Sure.\Hey. I'm borrowing the A/C.\Bouncy, bouncy, bunny hop! response:	The hell...
context: and he took me to see a few games.\I was really young, though, so I don't remember much.\Shoot, I forgot to lock up my bike.\Go on in. My room's in the back.\Sure.\Hey. I'm borrowing the A/C.\Bouncy, bouncy, bunny hop!\The hell... response:	Sorry. I didn't think my sister would be around.
context: I was really young, though, so I don't remember much.\Shoot, I forgot to lock up my bike.\Go on in. My room's in the back.\Sure.\Hey. I'm borrowing the A/C.\Bouncy, bouncy, bunny hop!\The hell...\Sorry. I didn't think my sister would be around. response:	No problem.
context: Shoot, I forgot to lock up my bike.\Go on in. My room's in the back.\Sure.\Hey. I'm borrowing the A/C.\Bouncy, bouncy, bunny hop!\The hell...\Sorry. I didn't think my sister would be around.\No problem. response:	Sorry about before.
context: Go on in. My room's in the back.\Sure.\Hey. I'm borrowing the A/C.\Bouncy, bouncy, bunny hop!\The hell...\Sorry. I didn't think my sister would be around.\No problem.\Sorry about before. response:	Tai-kun is so wrapped up in badminton,
context: Sure.\Hey. I'm borrowing the A/C.\Bouncy, bouncy, bunny hop!\The hell...\Sorry. I didn't think my sister would be around.\No problem.\Sorry about before.\Tai-kun is so wrapped up in badminton, response:	he never brings friends over.
context: Hey. I'm borrowing the A/C.\Bouncy, bouncy, bunny hop!\The hell...\Sorry. I didn't think my sister would be around.\No problem.\Sorry about before.\Tai-kun is so wrapped up in badminton,\he never brings friends over. response:	No, I am the one who is truly reprehensible.
context: Bouncy, bouncy, bunny hop!\The hell...\Sorry. I didn't think my sister would be around.\No problem.\Sorry about before.\Tai-kun is so wrapped up in badminton,\he never brings friends over.\No, I am the one who is truly reprehensible. response:	Huh? Tai-kun?
context: The hell...\Sorry. I didn't think my sister would be around.\No problem.\Sorry about before.\Tai-kun is so wrapped up in badminton,\he never brings friends over.\No, I am the one who is truly reprehensible.\Huh? Tai-kun? response:	Get out of here!
context: Sorry. I didn't think my sister would be around.\No problem.\Sorry about before.\Tai-kun is so wrapped up in badminton,\he never brings friends over.\No, I am the one who is truly reprehensible.\Huh? Tai-kun?\Get out of here! response:	I'm going, I'm going.
context: No problem.\Sorry about before.\Tai-kun is so wrapped up in badminton,\he never brings friends over.\No, I am the one who is truly reprehensible.\Huh? Tai-kun?\Get out of here!\I'm going, I'm going. response:	Hello.
context: Sorry about before.\Tai-kun is so wrapped up in badminton,\he never brings friends over.\No, I am the one who is truly reprehensible.\Huh? Tai-kun?\Get out of here!\I'm going, I'm going.\Hello. response:	Ah, Sawa-chan.
context: Tai-kun is so wrapped up in badminton,\he never brings friends over.\No, I am the one who is truly reprehensible.\Huh? Tai-kun?\Get out of here!\I'm going, I'm going.\Hello.\Ah, Sawa-chan. response:	Could I work at your beach house again this summer, Nagaoka-san?
context: he never brings friends over.\No, I am the one who is truly reprehensible.\Huh? Tai-kun?\Get out of here!\I'm going, I'm going.\Hello.\Ah, Sawa-chan.\Could I work at your beach house again this summer, Nagaoka-san? response:	Of course! You know we're more than happy to have you.
context: No, I am the one who is truly reprehensible.\Huh? Tai-kun?\Get out of here!\I'm going, I'm going.\Hello.\Ah, Sawa-chan.\Could I work at your beach house again this summer, Nagaoka-san?\Of course! You know we're more than happy to have you. response:	But will you still have time to study?
context: Huh? Tai-kun?\Get out of here!\I'm going, I'm going.\Hello.\Ah, Sawa-chan.\Could I work at your beach house again this summer, Nagaoka-san?\Of course! You know we're more than happy to have you.\But will you still have time to study? response:	Plenty. I have it all worked out.
context: Get out of here!\I'm going, I'm going.\Hello.\Ah, Sawa-chan.\Could I work at your beach house again this summer, Nagaoka-san?\Of course! You know we're more than happy to have you.\But will you still have time to study?\Plenty. I have it all worked out. response:	That's great.
context: I'm going, I'm going.\Hello.\Ah, Sawa-chan.\Could I work at your beach house again this summer, Nagaoka-san?\Of course! You know we're more than happy to have you.\But will you still have time to study?\Plenty. I have it all worked out.\That's great. response:	Then, I look forward to summer.
context: Hello.\Ah, Sawa-chan.\Could I work at your beach house again this summer, Nagaoka-san?\Of course! You know we're more than happy to have you.\But will you still have time to study?\Plenty. I have it all worked out.\That's great.\Then, I look forward to summer. response:	Me,too.
context: Ah, Sawa-chan.\Could I work at your beach house again this summer, Nagaoka-san?\Of course! You know we're more than happy to have you.\But will you still have time to study?\Plenty. I have it all worked out.\That's great.\Then, I look forward to summer.\Me,too. response:	We're starting the strategy meeting for our summer project: Ignite the Western Shopping District!
context: Could I work at your beach house again this summer, Nagaoka-san?\Of course! You know we're more than happy to have you.\But will you still have time to study?\Plenty. I have it all worked out.\That's great.\Then, I look forward to summer.\Me,too.\We're starting the strategy meeting for our summer project: Ignite the Western Shopping District! response:	See you.
context: Of course! You know we're more than happy to have you.\But will you still have time to study?\Plenty. I have it all worked out.\That's great.\Then, I look forward to summer.\Me,too.\We're starting the strategy meeting for our summer project: Ignite the Western Shopping District!\See you. response:	Let's go, Sabure.
context: But will you still have time to study?\Plenty. I have it all worked out.\That's great.\Then, I look forward to summer.\Me,too.\We're starting the strategy meeting for our summer project: Ignite the Western Shopping District!\See you.\Let's go, Sabure. response:	Planning something like a cabaret...
context: Plenty. I have it all worked out.\That's great.\Then, I look forward to summer.\Me,too.\We're starting the strategy meeting for our summer project: Ignite the Western Shopping District!\See you.\Let's go, Sabure.\Planning something like a cabaret... response:	Kids these days...
context: That's great.\Then, I look forward to summer.\Me,too.\We're starting the strategy meeting for our summer project: Ignite the Western Shopping District!\See you.\Let's go, Sabure.\Planning something like a cabaret...\Kids these days... response:	Yeah, and in summer, customers are drawn to the ocean.
context: Then, I look forward to summer.\Me,too.\We're starting the strategy meeting for our summer project: Ignite the Western Shopping District!\See you.\Let's go, Sabure.\Planning something like a cabaret...\Kids these days...\Yeah, and in summer, customers are drawn to the ocean. response:	Actually, the beach house will have it rough, too.
context: Me,too.\We're starting the strategy meeting for our summer project: Ignite the Western Shopping District!\See you.\Let's go, Sabure.\Planning something like a cabaret...\Kids these days...\Yeah, and in summer, customers are drawn to the ocean.\Actually, the beach house will have it rough, too. response:	We need to attract men and women of all ages.
