context: Zankoku na tenshi no youni Like an angel without a sense of mercy... response:	Shonen yo shinwa ni nare...rise young boy to the heavens as a legend.
context: Mune no door wo tataitemo Tear open the door to your heart...\Watashidake wo tada mitsumete But unknowing you seem, just staring at me...\Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of... response:	Sono senaka niwa...everything that you've got behind you.
context: Watashidake wo tada mitsumete But unknowing you seem, just staring at me...\Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you. response:	Haruka mirai mezasu tameno Your wings are for seeking out...
context: Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out... response:	Hanega arukoto...a new future that only you can search for.
context: Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for. response:	Zankoku na tenshi no thesis The cruel angel's thesis bleeds...
context: Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds... response:	Madobe kara yagate tobitatsu...through a portal like your pulsing blood.
context: Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood. response:	Hotobashiru atsui pathos de If you should betray the chapel of your memories...
context: Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories... response:	Omoide wo uragiru nara...the cruel angel will enter the window of your soul.
context: Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul. response:	Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...
context: Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend... response:	Shonen yo shinwa ni nare. Embrace the universe like a blazing star!
context: Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star! response:	The second and third Ashino Lakes,
context: Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\The second and third Ashino Lakes, response:	I hope there won't be any more of those.
context: Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\The second and third Ashino Lakes,\I hope there won't be any more of those. response:	I received a complaint from Chairman Keel about the delay.
context: Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\The second and third Ashino Lakes,\I hope there won't be any more of those.\I received a complaint from Chairman Keel about the delay. response:	He came directly to me.
context: Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\The second and third Ashino Lakes,\I hope there won't be any more of those.\I received a complaint from Chairman Keel about the delay.\He came directly to me. response:	He was very upset. He even threatened to dismiss you.
context: Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\The second and third Ashino Lakes,\I hope there won't be any more of those.\I received a complaint from Chairman Keel about the delay.\He came directly to me.\He was very upset. He even threatened to dismiss you. response:	Adam is growing well,
context: Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\The second and third Ashino Lakes,\I hope there won't be any more of those.\I received a complaint from Chairman Keel about the delay.\He came directly to me.\He was very upset. He even threatened to dismiss you.\Adam is growing well, response:	and work on the dummy plugs for the Eva Project is proceeding.
context: Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\The second and third Ashino Lakes,\I hope there won't be any more of those.\I received a complaint from Chairman Keel about the delay.\He came directly to me.\He was very upset. He even threatened to dismiss you.\Adam is growing well,\and work on the dummy plugs for the Eva Project is proceeding. response:	What are those old men of Seele complaining about now?
context: The second and third Ashino Lakes,\I hope there won't be any more of those.\I received a complaint from Chairman Keel about the delay.\He came directly to me.\He was very upset. He even threatened to dismiss you.\Adam is growing well,\and work on the dummy plugs for the Eva Project is proceeding.\What are those old men of Seele complaining about now? response:	The all-important Instrumentality Project is behind schedule.
context: I hope there won't be any more of those.\I received a complaint from Chairman Keel about the delay.\He came directly to me.\He was very upset. He even threatened to dismiss you.\Adam is growing well,\and work on the dummy plugs for the Eva Project is proceeding.\What are those old men of Seele complaining about now?\The all-important Instrumentality Project is behind schedule. response:	All the projects are linked. There are no problems.
context: I received a complaint from Chairman Keel about the delay.\He came directly to me.\He was very upset. He even threatened to dismiss you.\Adam is growing well,\and work on the dummy plugs for the Eva Project is proceeding.\What are those old men of Seele complaining about now?\The all-important Instrumentality Project is behind schedule.\All the projects are linked. There are no problems. response:	Including Rei?
context: He came directly to me.\He was very upset. He even threatened to dismiss you.\Adam is growing well,\and work on the dummy plugs for the Eva Project is proceeding.\What are those old men of Seele complaining about now?\The all-important Instrumentality Project is behind schedule.\All the projects are linked. There are no problems.\Including Rei? response:	Well, never mind.
context: He was very upset. He even threatened to dismiss you.\Adam is growing well,\and work on the dummy plugs for the Eva Project is proceeding.\What are those old men of Seele complaining about now?\The all-important Instrumentality Project is behind schedule.\All the projects are linked. There are no problems.\Including Rei?\Well, never mind. response:	By the way, what should we do about that man?
context: Adam is growing well,\and work on the dummy plugs for the Eva Project is proceeding.\What are those old men of Seele complaining about now?\The all-important Instrumentality Project is behind schedule.\All the projects are linked. There are no problems.\Including Rei?\Well, never mind.\By the way, what should we do about that man? response:	Leave him alone for now. The same with the Marduk Institute.
context: and work on the dummy plugs for the Eva Project is proceeding.\What are those old men of Seele complaining about now?\The all-important Instrumentality Project is behind schedule.\All the projects are linked. There are no problems.\Including Rei?\Well, never mind.\By the way, what should we do about that man?\Leave him alone for now. The same with the Marduk Institute. response:	I agree, let him work for us for a while.
context: What are those old men of Seele complaining about now?\The all-important Instrumentality Project is behind schedule.\All the projects are linked. There are no problems.\Including Rei?\Well, never mind.\By the way, what should we do about that man?\Leave him alone for now. The same with the Marduk Institute.\I agree, let him work for us for a while. response:	Kyoto
context: The all-important Instrumentality Project is behind schedule.\All the projects are linked. There are no problems.\Including Rei?\Well, never mind.\By the way, what should we do about that man?\Leave him alone for now. The same with the Marduk Institute.\I agree, let him work for us for a while.\Kyoto response:	What started here, sixteen years ago?
context: All the projects are linked. There are no problems.\Including Rei?\Well, never mind.\By the way, what should we do about that man?\Leave him alone for now. The same with the Marduk Institute.\I agree, let him work for us for a while.\Kyoto\What started here, sixteen years ago? response:	It's me.
context: Including Rei?\Well, never mind.\By the way, what should we do about that man?\Leave him alone for now. The same with the Marduk Institute.\I agree, let him work for us for a while.\Kyoto\What started here, sixteen years ago?\It's me. response:	Yes, so it is.
context: Well, never mind.\By the way, what should we do about that man?\Leave him alone for now. The same with the Marduk Institute.\I agree, let him work for us for a while.\Kyoto\What started here, sixteen years ago?\It's me.\Yes, so it is. response:	Shannon Bio, a foreign chemical firm.
context: By the way, what should we do about that man?\Leave him alone for now. The same with the Marduk Institute.\I agree, let him work for us for a while.\Kyoto\What started here, sixteen years ago?\It's me.\Yes, so it is.\Shannon Bio, a foreign chemical firm. response:	It has been here for nine years, and not a single change.
context: Leave him alone for now. The same with the Marduk Institute.\I agree, let him work for us for a while.\Kyoto\What started here, sixteen years ago?\It's me.\Yes, so it is.\Shannon Bio, a foreign chemical firm.\It has been here for nine years, and not a single change. response:	The Marduk Institute has 108 affiliated companies.
context: I agree, let him work for us for a while.\Kyoto\What started here, sixteen years ago?\It's me.\Yes, so it is.\Shannon Bio, a foreign chemical firm.\It has been here for nine years, and not a single change.\The Marduk Institute has 108 affiliated companies. response:	106 of them are dummy corporations.
context: Kyoto\What started here, sixteen years ago?\It's me.\Yes, so it is.\Shannon Bio, a foreign chemical firm.\It has been here for nine years, and not a single change.\The Marduk Institute has 108 affiliated companies.\106 of them are dummy corporations. response:	And this is the 107th?
context: What started here, sixteen years ago?\It's me.\Yes, so it is.\Shannon Bio, a foreign chemical firm.\It has been here for nine years, and not a single change.\The Marduk Institute has 108 affiliated companies.\106 of them are dummy corporations.\And this is the 107th? response:	This is the corporate registration.
context: It's me.\Yes, so it is.\Shannon Bio, a foreign chemical firm.\It has been here for nine years, and not a single change.\The Marduk Institute has 108 affiliated companies.\106 of them are dummy corporations.\And this is the 107th?\This is the corporate registration. response:	And you want me to take a look at the board of directors, don't you?
context: Yes, so it is.\Shannon Bio, a foreign chemical firm.\It has been here for nine years, and not a single change.\The Marduk Institute has 108 affiliated companies.\106 of them are dummy corporations.\And this is the 107th?\This is the corporate registration.\And you want me to take a look at the board of directors, don't you? response:	You know about it already?
context: Shannon Bio, a foreign chemical firm.\It has been here for nine years, and not a single change.\The Marduk Institute has 108 affiliated companies.\106 of them are dummy corporations.\And this is the 107th?\This is the corporate registration.\And you want me to take a look at the board of directors, don't you?\You know about it already? response:	I know all of the names.
context: It has been here for nine years, and not a single change.\The Marduk Institute has 108 affiliated companies.\106 of them are dummy corporations.\And this is the 107th?\This is the corporate registration.\And you want me to take a look at the board of directors, don't you?\You know about it already?\I know all of the names. response:	The Marduk Institute is supposed to be an advisory body
context: The Marduk Institute has 108 affiliated companies.\106 of them are dummy corporations.\And this is the 107th?\This is the corporate registration.\And you want me to take a look at the board of directors, don't you?\You know about it already?\I know all of the names.\The Marduk Institute is supposed to be an advisory body response:	controlled by the Instrumentality Committee to select Eva pilots.
context: 106 of them are dummy corporations.\And this is the 107th?\This is the corporate registration.\And you want me to take a look at the board of directors, don't you?\You know about it already?\I know all of the names.\The Marduk Institute is supposed to be an advisory body\controlled by the Instrumentality Committee to select Eva pilots. response:	What it really does is not clear.
context: And this is the 107th?\This is the corporate registration.\And you want me to take a look at the board of directors, don't you?\You know about it already?\I know all of the names.\The Marduk Institute is supposed to be an advisory body\controlled by the Instrumentality Committee to select Eva pilots.\What it really does is not clear. response:	Your duty is to investigate NERV.
context: This is the corporate registration.\And you want me to take a look at the board of directors, don't you?\You know about it already?\I know all of the names.\The Marduk Institute is supposed to be an advisory body\controlled by the Instrumentality Committee to select Eva pilots.\What it really does is not clear.\Your duty is to investigate NERV. response:	Getting involved in the Marduk Institute is inappropriate.
context: And you want me to take a look at the board of directors, don't you?\You know about it already?\I know all of the names.\The Marduk Institute is supposed to be an advisory body\controlled by the Instrumentality Committee to select Eva pilots.\What it really does is not clear.\Your duty is to investigate NERV.\Getting involved in the Marduk Institute is inappropriate. response:	Well, be that as it may, I want to see everything for myself.
context: You know about it already?\I know all of the names.\The Marduk Institute is supposed to be an advisory body\controlled by the Instrumentality Committee to select Eva pilots.\What it really does is not clear.\Your duty is to investigate NERV.\Getting involved in the Marduk Institute is inappropriate.\Well, be that as it may, I want to see everything for myself. response:	Hi, this is Kaji. I'm out right now.
context: I know all of the names.\The Marduk Institute is supposed to be an advisory body\controlled by the Instrumentality Committee to select Eva pilots.\What it really does is not clear.\Your duty is to investigate NERV.\Getting involved in the Marduk Institute is inappropriate.\Well, be that as it may, I want to see everything for myself.\Hi, this is Kaji. I'm out right now. response:	Please leave your name and message.
context: The Marduk Institute is supposed to be an advisory body\controlled by the Instrumentality Committee to select Eva pilots.\What it really does is not clear.\Your duty is to investigate NERV.\Getting involved in the Marduk Institute is inappropriate.\Well, be that as it may, I want to see everything for myself.\Hi, this is Kaji. I'm out right now.\Please leave your name and message. response:	Help me, Kaji! Don't touch me, you pervert!
context: controlled by the Instrumentality Committee to select Eva pilots.\What it really does is not clear.\Your duty is to investigate NERV.\Getting involved in the Marduk Institute is inappropriate.\Well, be that as it may, I want to see everything for myself.\Hi, this is Kaji. I'm out right now.\Please leave your name and message.\Help me, Kaji! Don't touch me, you pervert! response:	That'll do it!
context: What it really does is not clear.\Your duty is to investigate NERV.\Getting involved in the Marduk Institute is inappropriate.\Well, be that as it may, I want to see everything for myself.\Hi, this is Kaji. I'm out right now.\Please leave your name and message.\Help me, Kaji! Don't touch me, you pervert!\That'll do it! response:	What's going on?
context: Your duty is to investigate NERV.\Getting involved in the Marduk Institute is inappropriate.\Well, be that as it may, I want to see everything for myself.\Hi, this is Kaji. I'm out right now.\Please leave your name and message.\Help me, Kaji! Don't touch me, you pervert!\That'll do it!\What's going on? response:	Well, I want to go out tomorrow.
context: Getting involved in the Marduk Institute is inappropriate.\Well, be that as it may, I want to see everything for myself.\Hi, this is Kaji. I'm out right now.\Please leave your name and message.\Help me, Kaji! Don't touch me, you pervert!\That'll do it!\What's going on?\Well, I want to go out tomorrow. response:	So I've been calling Kaji to ask him to take me, but he's been out.
context: Well, be that as it may, I want to see everything for myself.\Hi, this is Kaji. I'm out right now.\Please leave your name and message.\Help me, Kaji! Don't touch me, you pervert!\That'll do it!\What's going on?\Well, I want to go out tomorrow.\So I've been calling Kaji to ask him to take me, but he's been out. response:	He's always out lately.
context: Hi, this is Kaji. I'm out right now.\Please leave your name and message.\Help me, Kaji! Don't touch me, you pervert!\That'll do it!\What's going on?\Well, I want to go out tomorrow.\So I've been calling Kaji to ask him to take me, but he's been out.\He's always out lately. response:	So, you'll have time tomorrow?
context: Please leave your name and message.\Help me, Kaji! Don't touch me, you pervert!\That'll do it!\What's going on?\Well, I want to go out tomorrow.\So I've been calling Kaji to ask him to take me, but he's been out.\He's always out lately.\So, you'll have time tomorrow? response:	Regrettably so.
context: Help me, Kaji! Don't touch me, you pervert!\That'll do it!\What's going on?\Well, I want to go out tomorrow.\So I've been calling Kaji to ask him to take me, but he's been out.\He's always out lately.\So, you'll have time tomorrow?\Regrettably so. response:	Then, I have a favor to ask of you.
context: That'll do it!\What's going on?\Well, I want to go out tomorrow.\So I've been calling Kaji to ask him to take me, but he's been out.\He's always out lately.\So, you'll have time tomorrow?\Regrettably so.\Then, I have a favor to ask of you. response:	Well, it's like this...
context: What's going on?\Well, I want to go out tomorrow.\So I've been calling Kaji to ask him to take me, but he's been out.\He's always out lately.\So, you'll have time tomorrow?\Regrettably so.\Then, I have a favor to ask of you.\Well, it's like this... response:	A date?!
context: Well, I want to go out tomorrow.\So I've been calling Kaji to ask him to take me, but he's been out.\He's always out lately.\So, you'll have time tomorrow?\Regrettably so.\Then, I have a favor to ask of you.\Well, it's like this...\A date?! response:	A friend of my big sister, Kodama,
context: So I've been calling Kaji to ask him to take me, but he's been out.\He's always out lately.\So, you'll have time tomorrow?\Regrettably so.\Then, I have a favor to ask of you.\Well, it's like this...\A date?!\A friend of my big sister, Kodama, response:	keeps asking me to introduce you to him.
context: He's always out lately.\So, you'll have time tomorrow?\Regrettably so.\Then, I have a favor to ask of you.\Well, it's like this...\A date?!\A friend of my big sister, Kodama,\keeps asking me to introduce you to him. response:	I beg you!
context: So, you'll have time tomorrow?\Regrettably so.\Then, I have a favor to ask of you.\Well, it's like this...\A date?!\A friend of my big sister, Kodama,\keeps asking me to introduce you to him.\I beg you! response:	Get to work!
context: Regrettably so.\Then, I have a favor to ask of you.\Well, it's like this...\A date?!\A friend of my big sister, Kodama,\keeps asking me to introduce you to him.\I beg you!\Get to work! response:	I'm sorry.
context: Then, I have a favor to ask of you.\Well, it's like this...\A date?!\A friend of my big sister, Kodama,\keeps asking me to introduce you to him.\I beg you!\Get to work!\I'm sorry. response:	YOU! Get to work!
context: Well, it's like this...\A date?!\A friend of my big sister, Kodama,\keeps asking me to introduce you to him.\I beg you!\Get to work!\I'm sorry.\YOU! Get to work! response:	Microsis operation complete.
context: A date?!\A friend of my big sister, Kodama,\keeps asking me to introduce you to him.\I beg you!\Get to work!\I'm sorry.\YOU! Get to work!\Microsis operation complete. response:	Graph measurement complete.
context: A friend of my big sister, Kodama,\keeps asking me to introduce you to him.\I beg you!\Get to work!\I'm sorry.\YOU! Get to work!\Microsis operation complete.\Graph measurement complete. response:	Which dress will you wear tomorrow? Synch ratio is normal.
context: keeps asking me to introduce you to him.\I beg you!\Get to work!\I'm sorry.\YOU! Get to work!\Microsis operation complete.\Graph measurement complete.\Which dress will you wear tomorrow? Synch ratio is normal. response:	For the wedding?
context: I beg you!\Get to work!\I'm sorry.\YOU! Get to work!\Microsis operation complete.\Graph measurement complete.\Which dress will you wear tomorrow? Synch ratio is normal.\For the wedding? response:	I wore the pink suit for Kiyomi's wedding,
context: Get to work!\I'm sorry.\YOU! Get to work!\Microsis operation complete.\Graph measurement complete.\Which dress will you wear tomorrow? Synch ratio is normal.\For the wedding?\I wore the pink suit for Kiyomi's wedding, response:	and the dark blue dress for Kotoko's shower.
context: I'm sorry.\YOU! Get to work!\Microsis operation complete.\Graph measurement complete.\Which dress will you wear tomorrow? Synch ratio is normal.\For the wedding?\I wore the pink suit for Kiyomi's wedding,\and the dark blue dress for Kotoko's shower. response:	What about the orange one?
context: YOU! Get to work!\Microsis operation complete.\Graph measurement complete.\Which dress will you wear tomorrow? Synch ratio is normal.\For the wedding?\I wore the pink suit for Kiyomi's wedding,\and the dark blue dress for Kotoko's shower.\What about the orange one? response:	You haven't worn that one lately, have you?
context: Microsis operation complete.\Graph measurement complete.\Which dress will you wear tomorrow? Synch ratio is normal.\For the wedding?\I wore the pink suit for Kiyomi's wedding,\and the dark blue dress for Kotoko's shower.\What about the orange one?\You haven't worn that one lately, have you? response:	Well, there's a reason for that.
context: Graph measurement complete.\Which dress will you wear tomorrow? Synch ratio is normal.\For the wedding?\I wore the pink suit for Kiyomi's wedding,\and the dark blue dress for Kotoko's shower.\What about the orange one?\You haven't worn that one lately, have you?\Well, there's a reason for that. response:	It's too tight?
context: Which dress will you wear tomorrow? Synch ratio is normal.\For the wedding?\I wore the pink suit for Kiyomi's wedding,\and the dark blue dress for Kotoko's shower.\What about the orange one?\You haven't worn that one lately, have you?\Well, there's a reason for that.\It's too tight? response:	Yeah, so what?!
context: For the wedding?\I wore the pink suit for Kiyomi's wedding,\and the dark blue dress for Kotoko's shower.\What about the orange one?\You haven't worn that one lately, have you?\Well, there's a reason for that.\It's too tight?\Yeah, so what?! response:	Should I get a new one on the way home?
context: I wore the pink suit for Kiyomi's wedding,\and the dark blue dress for Kotoko's shower.\What about the orange one?\You haven't worn that one lately, have you?\Well, there's a reason for that.\It's too tight?\Yeah, so what?!\Should I get a new one on the way home? response:	It's an extra expense.
context: and the dark blue dress for Kotoko's shower.\What about the orange one?\You haven't worn that one lately, have you?\Well, there's a reason for that.\It's too tight?\Yeah, so what?!\Should I get a new one on the way home?\It's an extra expense. response:	We've been invited to so many showers lately,
context: What about the orange one?\You haven't worn that one lately, have you?\Well, there's a reason for that.\It's too tight?\Yeah, so what?!\Should I get a new one on the way home?\It's an extra expense.\We've been invited to so many showers lately, response:	that the cost of all the gifts is starting to add up.
context: You haven't worn that one lately, have you?\Well, there's a reason for that.\It's too tight?\Yeah, so what?!\Should I get a new one on the way home?\It's an extra expense.\We've been invited to so many showers lately,\that the cost of all the gifts is starting to add up. response:	Everyone's just rushing to get married before they're thirty.
context: Well, there's a reason for that.\It's too tight?\Yeah, so what?!\Should I get a new one on the way home?\It's an extra expense.\We've been invited to so many showers lately,\that the cost of all the gifts is starting to add up.\Everyone's just rushing to get married before they're thirty. response:	No one wants to be the last one still single.
context: It's too tight?\Yeah, so what?!\Should I get a new one on the way home?\It's an extra expense.\We've been invited to so many showers lately,\that the cost of all the gifts is starting to add up.\Everyone's just rushing to get married before they're thirty.\No one wants to be the last one still single. response:	Okay, you can take off now.
context: Yeah, so what?!\Should I get a new one on the way home?\It's an extra expense.\We've been invited to so many showers lately,\that the cost of all the gifts is starting to add up.\Everyone's just rushing to get married before they're thirty.\No one wants to be the last one still single.\Okay, you can take off now. response:	Good work.
context: Should I get a new one on the way home?\It's an extra expense.\We've been invited to so many showers lately,\that the cost of all the gifts is starting to add up.\Everyone's just rushing to get married before they're thirty.\No one wants to be the last one still single.\Okay, you can take off now.\Good work. response:	I'm tired of these stupid tests.
context: It's an extra expense.\We've been invited to so many showers lately,\that the cost of all the gifts is starting to add up.\Everyone's just rushing to get married before they're thirty.\No one wants to be the last one still single.\Okay, you can take off now.\Good work.\I'm tired of these stupid tests. response:	By the way, Shinji looks even more downcast than usual today.
context: We've been invited to so many showers lately,\that the cost of all the gifts is starting to add up.\Everyone's just rushing to get married before they're thirty.\No one wants to be the last one still single.\Okay, you can take off now.\Good work.\I'm tired of these stupid tests.\By the way, Shinji looks even more downcast than usual today. response:	That's because of tomorrow.
