context: Late Night Show response:	Late Night Show
context: It'd be a problem if it goes extinct before I dissect it.\This guy's impossible! He's completely crazy...\By the way, Soul and Black Star aren't present...\Did something happen?\They're slacking off, as usual.\Really, that combo of stupidity...\Sorry, Tsubaki, but I'll be Soul's Technician from now on.\If they want to be together so badly, they might as well become a team. response:	Right, Tsubaki-chan?
context: This guy's impossible! He's completely crazy...\By the way, Soul and Black Star aren't present...\Did something happen?\They're slacking off, as usual.\Really, that combo of stupidity...\Sorry, Tsubaki, but I'll be Soul's Technician from now on.\If they want to be together so badly, they might as well become a team.\Right, Tsubaki-chan? response:	That is bad, Maka-chan!
context: By the way, Soul and Black Star aren't present...\Did something happen?\They're slacking off, as usual.\Really, that combo of stupidity...\Sorry, Tsubaki, but I'll be Soul's Technician from now on.\If they want to be together so badly, they might as well become a team.\Right, Tsubaki-chan?\That is bad, Maka-chan! response:	Such a thing... never!!
context: Did something happen?\They're slacking off, as usual.\Really, that combo of stupidity...\Sorry, Tsubaki, but I'll be Soul's Technician from now on.\If they want to be together so badly, they might as well become a team.\Right, Tsubaki-chan?\That is bad, Maka-chan!\Such a thing... never!! response:	What a shame...
context: They're slacking off, as usual.\Really, that combo of stupidity...\Sorry, Tsubaki, but I'll be Soul's Technician from now on.\If they want to be together so badly, they might as well become a team.\Right, Tsubaki-chan?\That is bad, Maka-chan!\Such a thing... never!!\What a shame... response:	I think everybody knows this already, but...
context: Really, that combo of stupidity...\Sorry, Tsubaki, but I'll be Soul's Technician from now on.\If they want to be together so badly, they might as well become a team.\Right, Tsubaki-chan?\That is bad, Maka-chan!\Such a thing... never!!\What a shame...\I think everybody knows this already, but... response:	The Rumored Freshman Makes His Appearance!
context: Sorry, Tsubaki, but I'll be Soul's Technician from now on.\If they want to be together so badly, they might as well become a team.\Right, Tsubaki-chan?\That is bad, Maka-chan!\Such a thing... never!!\What a shame...\I think everybody knows this already, but...\The Rumored Freshman Makes His Appearance! response:	Kid's
context: If they want to be together so badly, they might as well become a team.\Right, Tsubaki-chan?\That is bad, Maka-chan!\Such a thing... never!!\What a shame...\I think everybody knows this already, but...\The Rumored Freshman Makes His Appearance!\Kid's response:	First Appearance At Shibusen,
context: Right, Tsubaki-chan?\That is bad, Maka-chan!\Such a thing... never!!\What a shame...\I think everybody knows this already, but...\The Rumored Freshman Makes His Appearance!\Kid's\First Appearance At Shibusen, response:	An Experience To Remember?
context: That is bad, Maka-chan!\Such a thing... never!!\What a shame...\I think everybody knows this already, but...\The Rumored Freshman Makes His Appearance!\Kid's\First Appearance At Shibusen,\An Experience To Remember? response:	The Rumored Freshman Makes His Appearance!
context: Such a thing... never!!\What a shame...\I think everybody knows this already, but...\The Rumored Freshman Makes His Appearance!\Kid's\First Appearance At Shibusen,\An Experience To Remember?\The Rumored Freshman Makes His Appearance! response:	Kid's First Appearance At Shibusen, An Experience To Remember?
context: What a shame...\I think everybody knows this already, but...\The Rumored Freshman Makes His Appearance!\Kid's\First Appearance At Shibusen,\An Experience To Remember?\The Rumored Freshman Makes His Appearance!\Kid's First Appearance At Shibusen, An Experience To Remember? response:	Today!
context: I think everybody knows this already, but...\The Rumored Freshman Makes His Appearance!\Kid's\First Appearance At Shibusen,\An Experience To Remember?\The Rumored Freshman Makes His Appearance!\Kid's First Appearance At Shibusen, An Experience To Remember?\Today! response:	There is a guy that that my great self has to assassinate!
context: The Rumored Freshman Makes His Appearance!\Kid's\First Appearance At Shibusen,\An Experience To Remember?\The Rumored Freshman Makes His Appearance!\Kid's First Appearance At Shibusen, An Experience To Remember?\Today!\There is a guy that that my great self has to assassinate! response:	Right now, at Shibusen,
context: Kid's\First Appearance At Shibusen,\An Experience To Remember?\The Rumored Freshman Makes His Appearance!\Kid's First Appearance At Shibusen, An Experience To Remember?\Today!\There is a guy that that my great self has to assassinate!\Right now, at Shibusen, response:	Right now, at Shibusen,
context: First Appearance At Shibusen,\An Experience To Remember?\The Rumored Freshman Makes His Appearance!\Kid's First Appearance At Shibusen, An Experience To Remember?\Today!\There is a guy that that my great self has to assassinate!\Right now, at Shibusen,\Right now, at Shibusen, response:	Shinigami's son is going to enter it!
context: An Experience To Remember?\The Rumored Freshman Makes His Appearance!\Kid's First Appearance At Shibusen, An Experience To Remember?\Today!\There is a guy that that my great self has to assassinate!\Right now, at Shibusen,\Right now, at Shibusen,\Shinigami's son is going to enter it! response:	I can't forgive him for being more talked about than me!
context: The Rumored Freshman Makes His Appearance!\Kid's First Appearance At Shibusen, An Experience To Remember?\Today!\There is a guy that that my great self has to assassinate!\Right now, at Shibusen,\Right now, at Shibusen,\Shinigami's son is going to enter it!\I can't forgive him for being more talked about than me! response:	Yeah, you're that kind of guy.
context: Kid's First Appearance At Shibusen, An Experience To Remember?\Today!\There is a guy that that my great self has to assassinate!\Right now, at Shibusen,\Right now, at Shibusen,\Shinigami's son is going to enter it!\I can't forgive him for being more talked about than me!\Yeah, you're that kind of guy. response:	And when is that damn stray son going to get here?
context: Today!\There is a guy that that my great self has to assassinate!\Right now, at Shibusen,\Right now, at Shibusen,\Shinigami's son is going to enter it!\I can't forgive him for being more talked about than me!\Yeah, you're that kind of guy.\And when is that damn stray son going to get here? response:	We've been waiting for three hours!
context: There is a guy that that my great self has to assassinate!\Right now, at Shibusen,\Right now, at Shibusen,\Shinigami's son is going to enter it!\I can't forgive him for being more talked about than me!\Yeah, you're that kind of guy.\And when is that damn stray son going to get here?\We've been waiting for three hours! response:	Us sisters have always been brought up on the streets, but we're actually attending school now.
context: Right now, at Shibusen,\Right now, at Shibusen,\Shinigami's son is going to enter it!\I can't forgive him for being more talked about than me!\Yeah, you're that kind of guy.\And when is that damn stray son going to get here?\We've been waiting for three hours!\Us sisters have always been brought up on the streets, but we're actually attending school now. response:	Isn't it great, Patty?
context: Right now, at Shibusen,\Shinigami's son is going to enter it!\I can't forgive him for being more talked about than me!\Yeah, you're that kind of guy.\And when is that damn stray son going to get here?\We've been waiting for three hours!\Us sisters have always been brought up on the streets, but we're actually attending school now.\Isn't it great, Patty? response:	I'm so happy, you bastard!
context: Shinigami's son is going to enter it!\I can't forgive him for being more talked about than me!\Yeah, you're that kind of guy.\And when is that damn stray son going to get here?\We've been waiting for three hours!\Us sisters have always been brought up on the streets, but we're actually attending school now.\Isn't it great, Patty?\I'm so happy, you bastard! response:	Oh, it's wonderful.
context: I can't forgive him for being more talked about than me!\Yeah, you're that kind of guy.\And when is that damn stray son going to get here?\We've been waiting for three hours!\Us sisters have always been brought up on the streets, but we're actually attending school now.\Isn't it great, Patty?\I'm so happy, you bastard!\Oh, it's wonderful. response:	Just what I expected of father's school.
context: Yeah, you're that kind of guy.\And when is that damn stray son going to get here?\We've been waiting for three hours!\Us sisters have always been brought up on the streets, but we're actually attending school now.\Isn't it great, Patty?\I'm so happy, you bastard!\Oh, it's wonderful.\Just what I expected of father's school. response:	It is perfectly symmetrical.
context: And when is that damn stray son going to get here?\We've been waiting for three hours!\Us sisters have always been brought up on the streets, but we're actually attending school now.\Isn't it great, Patty?\I'm so happy, you bastard!\Oh, it's wonderful.\Just what I expected of father's school.\It is perfectly symmetrical. response:	Are you guys the famous son's group?
context: We've been waiting for three hours!\Us sisters have always been brought up on the streets, but we're actually attending school now.\Isn't it great, Patty?\I'm so happy, you bastard!\Oh, it's wonderful.\Just what I expected of father's school.\It is perfectly symmetrical.\Are you guys the famous son's group? response:	Are you going to be the one to show us around?
context: Us sisters have always been brought up on the streets, but we're actually attending school now.\Isn't it great, Patty?\I'm so happy, you bastard!\Oh, it's wonderful.\Just what I expected of father's school.\It is perfectly symmetrical.\Are you guys the famous son's group?\Are you going to be the one to show us around? response:	You're new and already late and want me to show you around?
context: Isn't it great, Patty?\I'm so happy, you bastard!\Oh, it's wonderful.\Just what I expected of father's school.\It is perfectly symmetrical.\Are you guys the famous son's group?\Are you going to be the one to show us around?\You're new and already late and want me to show you around? response:	I guess it's pretty nice to have a father who shines like he had seven sources of light, huh?
context: I'm so happy, you bastard!\Oh, it's wonderful.\Just what I expected of father's school.\It is perfectly symmetrical.\Are you guys the famous son's group?\Are you going to be the one to show us around?\You're new and already late and want me to show you around?\I guess it's pretty nice to have a father who shines like he had seven sources of light, huh? response:	What?
context: Oh, it's wonderful.\Just what I expected of father's school.\It is perfectly symmetrical.\Are you guys the famous son's group?\Are you going to be the one to show us around?\You're new and already late and want me to show you around?\I guess it's pretty nice to have a father who shines like he had seven sources of light, huh?\What? response:	Seven light sources, you say?
context: Just what I expected of father's school.\It is perfectly symmetrical.\Are you guys the famous son's group?\Are you going to be the one to show us around?\You're new and already late and want me to show you around?\I guess it's pretty nice to have a father who shines like he had seven sources of light, huh?\What?\Seven light sources, you say? response:	It's not seven anymore! It's eight, eight!
context: It is perfectly symmetrical.\Are you guys the famous son's group?\Are you going to be the one to show us around?\You're new and already late and want me to show you around?\I guess it's pretty nice to have a father who shines like he had seven sources of light, huh?\What?\Seven light sources, you say?\It's not seven anymore! It's eight, eight! response:	Make it eight!
context: Are you guys the famous son's group?\Are you going to be the one to show us around?\You're new and already late and want me to show you around?\I guess it's pretty nice to have a father who shines like he had seven sources of light, huh?\What?\Seven light sources, you say?\It's not seven anymore! It's eight, eight!\Make it eight! response:	Huh?
context: Are you going to be the one to show us around?\You're new and already late and want me to show you around?\I guess it's pretty nice to have a father who shines like he had seven sources of light, huh?\What?\Seven light sources, you say?\It's not seven anymore! It's eight, eight!\Make it eight!\Huh? response:	Even if you cut the seven in two halves, it could never be symmetrical in the end!
context: You're new and already late and want me to show you around?\I guess it's pretty nice to have a father who shines like he had seven sources of light, huh?\What?\Seven light sources, you say?\It's not seven anymore! It's eight, eight!\Make it eight!\Huh?\Even if you cut the seven in two halves, it could never be symmetrical in the end! response:	But how about the eight?
context: I guess it's pretty nice to have a father who shines like he had seven sources of light, huh?\What?\Seven light sources, you say?\It's not seven anymore! It's eight, eight!\Make it eight!\Huh?\Even if you cut the seven in two halves, it could never be symmetrical in the end!\But how about the eight? response:	If you cut it in halves or into quarters, it will always be perfectly symmetrical!
context: What?\Seven light sources, you say?\It's not seven anymore! It's eight, eight!\Make it eight!\Huh?\Even if you cut the seven in two halves, it could never be symmetrical in the end!\But how about the eight?\If you cut it in halves or into quarters, it will always be perfectly symmetrical! response:	Just drop the seven.
context: Seven light sources, you say?\It's not seven anymore! It's eight, eight!\Make it eight!\Huh?\Even if you cut the seven in two halves, it could never be symmetrical in the end!\But how about the eight?\If you cut it in halves or into quarters, it will always be perfectly symmetrical!\Just drop the seven. response:	Please, make it an eight.
context: It's not seven anymore! It's eight, eight!\Make it eight!\Huh?\Even if you cut the seven in two halves, it could never be symmetrical in the end!\But how about the eight?\If you cut it in halves or into quarters, it will always be perfectly symmetrical!\Just drop the seven.\Please, make it an eight. response:	I beg you.
context: Make it eight!\Huh?\Even if you cut the seven in two halves, it could never be symmetrical in the end!\But how about the eight?\If you cut it in halves or into quarters, it will always be perfectly symmetrical!\Just drop the seven.\Please, make it an eight.\I beg you. response:	Oi, oi, oi...
context: Huh?\Even if you cut the seven in two halves, it could never be symmetrical in the end!\But how about the eight?\If you cut it in halves or into quarters, it will always be perfectly symmetrical!\Just drop the seven.\Please, make it an eight.\I beg you.\Oi, oi, oi... response:	Oi, are you alright?
context: Even if you cut the seven in two halves, it could never be symmetrical in the end!\But how about the eight?\If you cut it in halves or into quarters, it will always be perfectly symmetrical!\Just drop the seven.\Please, make it an eight.\I beg you.\Oi, oi, oi...\Oi, are you alright? response:	No, he's a lost case.
context: But how about the eight?\If you cut it in halves or into quarters, it will always be perfectly symmetrical!\Just drop the seven.\Please, make it an eight.\I beg you.\Oi, oi, oi...\Oi, are you alright?\No, he's a lost case. response:	It doesn't matter who they are, I won't forgive anyone who tries to stand out more than me.
context: If you cut it in halves or into quarters, it will always be perfectly symmetrical!\Just drop the seven.\Please, make it an eight.\I beg you.\Oi, oi, oi...\Oi, are you alright?\No, he's a lost case.\It doesn't matter who they are, I won't forgive anyone who tries to stand out more than me. response:	What is that? A monkey?
context: Just drop the seven.\Please, make it an eight.\I beg you.\Oi, oi, oi...\Oi, are you alright?\No, he's a lost case.\It doesn't matter who they are, I won't forgive anyone who tries to stand out more than me.\What is that? A monkey? response:	What is that? A monkey?
context: Please, make it an eight.\I beg you.\Oi, oi, oi...\Oi, are you alright?\No, he's a lost case.\It doesn't matter who they are, I won't forgive anyone who tries to stand out more than me.\What is that? A monkey?\What is that? A monkey? response:	Shinigami's great son, I will assassinate you.
context: I beg you.\Oi, oi, oi...\Oi, are you alright?\No, he's a lost case.\It doesn't matter who they are, I won't forgive anyone who tries to stand out more than me.\What is that? A monkey?\What is that? A monkey?\Shinigami's great son, I will assassinate you. response:	Oh... it really is a monkey.
context: Oi, oi, oi...\Oi, are you alright?\No, he's a lost case.\It doesn't matter who they are, I won't forgive anyone who tries to stand out more than me.\What is that? A monkey?\What is that? A monkey?\Shinigami's great son, I will assassinate you.\Oh... it really is a monkey. response:	Oi, Kid, it looks like he's calling you.
context: Oi, are you alright?\No, he's a lost case.\It doesn't matter who they are, I won't forgive anyone who tries to stand out more than me.\What is that? A monkey?\What is that? A monkey?\Shinigami's great son, I will assassinate you.\Oh... it really is a monkey.\Oi, Kid, it looks like he's calling you. response:	As I thought, Black Star... he is the star that surpassed God!
context: No, he's a lost case.\It doesn't matter who they are, I won't forgive anyone who tries to stand out more than me.\What is that? A monkey?\What is that? A monkey?\Shinigami's great son, I will assassinate you.\Oh... it really is a monkey.\Oi, Kid, it looks like he's calling you.\As I thought, Black Star... he is the star that surpassed God! response:	Listen here!
context: It doesn't matter who they are, I won't forgive anyone who tries to stand out more than me.\What is that? A monkey?\What is that? A monkey?\Shinigami's great son, I will assassinate you.\Oh... it really is a monkey.\Oi, Kid, it looks like he's calling you.\As I thought, Black Star... he is the star that surpassed God!\Listen here! response:	Heaven's Wrath! I'm the superior ruler!
context: What is that? A monkey?\What is that? A monkey?\Shinigami's great son, I will assassinate you.\Oh... it really is a monkey.\Oi, Kid, it looks like he's calling you.\As I thought, Black Star... he is the star that surpassed God!\Listen here!\Heaven's Wrath! I'm the superior ruler! response:	Tomorrow, a halo shall appear over me!
context: What is that? A monkey?\Shinigami's great son, I will assassinate you.\Oh... it really is a monkey.\Oi, Kid, it looks like he's calling you.\As I thought, Black Star... he is the star that surpassed God!\Listen here!\Heaven's Wrath! I'm the superior ruler!\Tomorrow, a halo shall appear over me! response:	Seems like it couldn't handle my humungous existence.
context: Shinigami's great son, I will assassinate you.\Oh... it really is a monkey.\Oi, Kid, it looks like he's calling you.\As I thought, Black Star... he is the star that surpassed God!\Listen here!\Heaven's Wrath! I'm the superior ruler!\Tomorrow, a halo shall appear over me!\Seems like it couldn't handle my humungous existence. response:	It's no wonder my era has arrived.
context: Oh... it really is a monkey.\Oi, Kid, it looks like he's calling you.\As I thought, Black Star... he is the star that surpassed God!\Listen here!\Heaven's Wrath! I'm the superior ruler!\Tomorrow, a halo shall appear over me!\Seems like it couldn't handle my humungous existence.\It's no wonder my era has arrived. response:	How dare you wreck the symmetry...
context: Oi, Kid, it looks like he's calling you.\As I thought, Black Star... he is the star that surpassed God!\Listen here!\Heaven's Wrath! I'm the superior ruler!\Tomorrow, a halo shall appear over me!\Seems like it couldn't handle my humungous existence.\It's no wonder my era has arrived.\How dare you wreck the symmetry... response:	Ah, now, now he's done it.
context: As I thought, Black Star... he is the star that surpassed God!\Listen here!\Heaven's Wrath! I'm the superior ruler!\Tomorrow, a halo shall appear over me!\Seems like it couldn't handle my humungous existence.\It's no wonder my era has arrived.\How dare you wreck the symmetry...\Ah, now, now he's done it. response:	Bring it on!
context: Listen here!\Heaven's Wrath! I'm the superior ruler!\Tomorrow, a halo shall appear over me!\Seems like it couldn't handle my humungous existence.\It's no wonder my era has arrived.\How dare you wreck the symmetry...\Ah, now, now he's done it.\Bring it on! response:	Make sure to imprint my assassination techniques onto your eyes.
context: Heaven's Wrath! I'm the superior ruler!\Tomorrow, a halo shall appear over me!\Seems like it couldn't handle my humungous existence.\It's no wonder my era has arrived.\How dare you wreck the symmetry...\Ah, now, now he's done it.\Bring it on!\Make sure to imprint my assassination techniques onto your eyes. response:	Assassination isn't supposed to be seen...
context: Tomorrow, a halo shall appear over me!\Seems like it couldn't handle my humungous existence.\It's no wonder my era has arrived.\How dare you wreck the symmetry...\Ah, now, now he's done it.\Bring it on!\Make sure to imprint my assassination techniques onto your eyes.\Assassination isn't supposed to be seen... response:	You disgust me!
context: Seems like it couldn't handle my humungous existence.\It's no wonder my era has arrived.\How dare you wreck the symmetry...\Ah, now, now he's done it.\Bring it on!\Make sure to imprint my assassination techniques onto your eyes.\Assassination isn't supposed to be seen...\You disgust me! response:	If you fight with a Shinigami, I can't guarantee the safety of your soul.
context: It's no wonder my era has arrived.\How dare you wreck the symmetry...\Ah, now, now he's done it.\Bring it on!\Make sure to imprint my assassination techniques onto your eyes.\Assassination isn't supposed to be seen...\You disgust me!\If you fight with a Shinigami, I can't guarantee the safety of your soul. response:	Liz, Patty, transform.
context: How dare you wreck the symmetry...\Ah, now, now he's done it.\Bring it on!\Make sure to imprint my assassination techniques onto your eyes.\Assassination isn't supposed to be seen...\You disgust me!\If you fight with a Shinigami, I can't guarantee the safety of your soul.\Liz, Patty, transform. response:	Okay.
context: Ah, now, now he's done it.\Bring it on!\Make sure to imprint my assassination techniques onto your eyes.\Assassination isn't supposed to be seen...\You disgust me!\If you fight with a Shinigami, I can't guarantee the safety of your soul.\Liz, Patty, transform.\Okay. response:	I haven't been in a fight since I lived on the streets.
context: Bring it on!\Make sure to imprint my assassination techniques onto your eyes.\Assassination isn't supposed to be seen...\You disgust me!\If you fight with a Shinigami, I can't guarantee the safety of your soul.\Liz, Patty, transform.\Okay.\I haven't been in a fight since I lived on the streets. response:	If it's a fight you want, it's a fight you get. Let's go, Soul.
context: Make sure to imprint my assassination techniques onto your eyes.\Assassination isn't supposed to be seen...\You disgust me!\If you fight with a Shinigami, I can't guarantee the safety of your soul.\Liz, Patty, transform.\Okay.\I haven't been in a fight since I lived on the streets.\If it's a fight you want, it's a fight you get. Let's go, Soul. response:	Man, you were the one who wanted a fight...
