context: Hey, Aiko! response:	Don't open it!
context: Why must you act so spoiled?\I'm really busy!\I need to open up the store,\and you guys are keeping me!\Did you do something to make her angry?\I have no idea...\Hey, what were you doing during school breaks?\Huh? response:	I had to go pick out a sweater with her in your place,
context: I'm really busy!\I need to open up the store,\and you guys are keeping me!\Did you do something to make her angry?\I have no idea...\Hey, what were you doing during school breaks?\Huh?\I had to go pick out a sweater with her in your place, response:	it was a real pain.
context: I need to open up the store,\and you guys are keeping me!\Did you do something to make her angry?\I have no idea...\Hey, what were you doing during school breaks?\Huh?\I had to go pick out a sweater with her in your place,\it was a real pain. response:	Well, make sure you properly pay attention to her.
context: and you guys are keeping me!\Did you do something to make her angry?\I have no idea...\Hey, what were you doing during school breaks?\Huh?\I had to go pick out a sweater with her in your place,\it was a real pain.\Well, make sure you properly pay attention to her. response:	S- Sure.
context: Did you do something to make her angry?\I have no idea...\Hey, what were you doing during school breaks?\Huh?\I had to go pick out a sweater with her in your place,\it was a real pain.\Well, make sure you properly pay attention to her.\S- Sure. response:	Nothing but the sweets I like...
context: I have no idea...\Hey, what were you doing during school breaks?\Huh?\I had to go pick out a sweater with her in your place,\it was a real pain.\Well, make sure you properly pay attention to her.\S- Sure.\Nothing but the sweets I like... response:	Why...
context: Hey, what were you doing during school breaks?\Huh?\I had to go pick out a sweater with her in your place,\it was a real pain.\Well, make sure you properly pay attention to her.\S- Sure.\Nothing but the sweets I like...\Why... response:	For someone like me...
context: Huh?\I had to go pick out a sweater with her in your place,\it was a real pain.\Well, make sure you properly pay attention to her.\S- Sure.\Nothing but the sweets I like...\Why...\For someone like me... response:	My friend here is a really great guy!
context: I had to go pick out a sweater with her in your place,\it was a real pain.\Well, make sure you properly pay attention to her.\S- Sure.\Nothing but the sweets I like...\Why...\For someone like me...\My friend here is a really great guy! response:	Yo!
context: it was a real pain.\Well, make sure you properly pay attention to her.\S- Sure.\Nothing but the sweets I like...\Why...\For someone like me...\My friend here is a really great guy!\Yo! response:	If you're Shinichirou's friend, then you're my friend, too!
context: Well, make sure you properly pay attention to her.\S- Sure.\Nothing but the sweets I like...\Why...\For someone like me...\My friend here is a really great guy!\Yo!\If you're Shinichirou's friend, then you're my friend, too! response:	Please go out with me!
context: S- Sure.\Nothing but the sweets I like...\Why...\For someone like me...\My friend here is a really great guy!\Yo!\If you're Shinichirou's friend, then you're my friend, too!\Please go out with me! response:	Ai-chan, Miyokichi is a nice guy,
context: Nothing but the sweets I like...\Why...\For someone like me...\My friend here is a really great guy!\Yo!\If you're Shinichirou's friend, then you're my friend, too!\Please go out with me!\Ai-chan, Miyokichi is a nice guy, response:	I guarantee it!
context: Why...\For someone like me...\My friend here is a really great guy!\Yo!\If you're Shinichirou's friend, then you're my friend, too!\Please go out with me!\Ai-chan, Miyokichi is a nice guy,\I guarantee it! response:	I know.
context: For someone like me...\My friend here is a really great guy!\Yo!\If you're Shinichirou's friend, then you're my friend, too!\Please go out with me!\Ai-chan, Miyokichi is a nice guy,\I guarantee it!\I know. response:	He's a good guy, right?
context: My friend here is a really great guy!\Yo!\If you're Shinichirou's friend, then you're my friend, too!\Please go out with me!\Ai-chan, Miyokichi is a nice guy,\I guarantee it!\I know.\He's a good guy, right? response:	Sure.
context: Yo!\If you're Shinichirou's friend, then you're my friend, too!\Please go out with me!\Ai-chan, Miyokichi is a nice guy,\I guarantee it!\I know.\He's a good guy, right?\Sure. response:	Eh?
context: If you're Shinichirou's friend, then you're my friend, too!\Please go out with me!\Ai-chan, Miyokichi is a nice guy,\I guarantee it!\I know.\He's a good guy, right?\Sure.\Eh? response:	Awesome!
context: Please go out with me!\Ai-chan, Miyokichi is a nice guy,\I guarantee it!\I know.\He's a good guy, right?\Sure.\Eh?\Awesome! response:	You did it!
context: Ai-chan, Miyokichi is a nice guy,\I guarantee it!\I know.\He's a good guy, right?\Sure.\Eh?\Awesome!\You did it! response:	A- Are you crying?!
context: I guarantee it!\I know.\He's a good guy, right?\Sure.\Eh?\Awesome!\You did it!\A- Are you crying?! response:	I'm... such an idiot...
context: I know.\He's a good guy, right?\Sure.\Eh?\Awesome!\You did it!\A- Are you crying?!\I'm... such an idiot... response:	Huh?
context: He's a good guy, right?\Sure.\Eh?\Awesome!\You did it!\A- Are you crying?!\I'm... such an idiot...\Huh? response:	Mom!
context: Sure.\Eh?\Awesome!\You did it!\A- Are you crying?!\I'm... such an idiot...\Huh?\Mom! response:	Oh, Shin-chan, you're back.
context: Eh?\Awesome!\You did it!\A- Are you crying?!\I'm... such an idiot...\Huh?\Mom!\Oh, Shin-chan, you're back. response:	Have you seen the photo album in my room?
context: Awesome!\You did it!\A- Are you crying?!\I'm... such an idiot...\Huh?\Mom!\Oh, Shin-chan, you're back.\Have you seen the photo album in my room? response:	Oh, you mean that? I've thrown it away.
context: You did it!\A- Are you crying?!\I'm... such an idiot...\Huh?\Mom!\Oh, Shin-chan, you're back.\Have you seen the photo album in my room?\Oh, you mean that? I've thrown it away. response:	Eh? Why?
context: A- Are you crying?!\I'm... such an idiot...\Huh?\Mom!\Oh, Shin-chan, you're back.\Have you seen the photo album in my room?\Oh, you mean that? I've thrown it away.\Eh? Why? response:	There's no point in keeping that.
context: I'm... such an idiot...\Huh?\Mom!\Oh, Shin-chan, you're back.\Have you seen the photo album in my room?\Oh, you mean that? I've thrown it away.\Eh? Why?\There's no point in keeping that. response:	That picture...
context: Huh?\Mom!\Oh, Shin-chan, you're back.\Have you seen the photo album in my room?\Oh, you mean that? I've thrown it away.\Eh? Why?\There's no point in keeping that.\That picture... response:	Did you call Ai-chan?
context: Mom!\Oh, Shin-chan, you're back.\Have you seen the photo album in my room?\Oh, you mean that? I've thrown it away.\Eh? Why?\There's no point in keeping that.\That picture...\Did you call Ai-chan? response:	Nah, I leave her alone on days like that.
context: Oh, Shin-chan, you're back.\Have you seen the photo album in my room?\Oh, you mean that? I've thrown it away.\Eh? Why?\There's no point in keeping that.\That picture...\Did you call Ai-chan?\Nah, I leave her alone on days like that. response:	Ain't girls troublesome?
context: Have you seen the photo album in my room?\Oh, you mean that? I've thrown it away.\Eh? Why?\There's no point in keeping that.\That picture...\Did you call Ai-chan?\Nah, I leave her alone on days like that.\Ain't girls troublesome? response:	I like it even when they're being troublesome,
context: Oh, you mean that? I've thrown it away.\Eh? Why?\There's no point in keeping that.\That picture...\Did you call Ai-chan?\Nah, I leave her alone on days like that.\Ain't girls troublesome?\I like it even when they're being troublesome, response:	I'm sorry, for being this selfish.
context: Eh? Why?\There's no point in keeping that.\That picture...\Did you call Ai-chan?\Nah, I leave her alone on days like that.\Ain't girls troublesome?\I like it even when they're being troublesome,\I'm sorry, for being this selfish. response:	Don't worry about it! Since you're so cute!
context: There's no point in keeping that.\That picture...\Did you call Ai-chan?\Nah, I leave her alone on days like that.\Ain't girls troublesome?\I like it even when they're being troublesome,\I'm sorry, for being this selfish.\Don't worry about it! Since you're so cute! response:	Like that, after the storm, your love will grow!
context: That picture...\Did you call Ai-chan?\Nah, I leave her alone on days like that.\Ain't girls troublesome?\I like it even when they're being troublesome,\I'm sorry, for being this selfish.\Don't worry about it! Since you're so cute!\Like that, after the storm, your love will grow! response:	Well!
context: Did you call Ai-chan?\Nah, I leave her alone on days like that.\Ain't girls troublesome?\I like it even when they're being troublesome,\I'm sorry, for being this selfish.\Don't worry about it! Since you're so cute!\Like that, after the storm, your love will grow!\Well! response:	You'll get it when you get yourself a girlfriend as well.
context: Nah, I leave her alone on days like that.\Ain't girls troublesome?\I like it even when they're being troublesome,\I'm sorry, for being this selfish.\Don't worry about it! Since you're so cute!\Like that, after the storm, your love will grow!\Well!\You'll get it when you get yourself a girlfriend as well. response:	Girlfriend, eh?
context: Ain't girls troublesome?\I like it even when they're being troublesome,\I'm sorry, for being this selfish.\Don't worry about it! Since you're so cute!\Like that, after the storm, your love will grow!\Well!\You'll get it when you get yourself a girlfriend as well.\Girlfriend, eh? response:	So how's it going with Yuasa Hiromi?
context: I like it even when they're being troublesome,\I'm sorry, for being this selfish.\Don't worry about it! Since you're so cute!\Like that, after the storm, your love will grow!\Well!\You'll get it when you get yourself a girlfriend as well.\Girlfriend, eh?\So how's it going with Yuasa Hiromi? response:	Why that old story all of a sudden?
context: I'm sorry, for being this selfish.\Don't worry about it! Since you're so cute!\Like that, after the storm, your love will grow!\Well!\You'll get it when you get yourself a girlfriend as well.\Girlfriend, eh?\So how's it going with Yuasa Hiromi?\Why that old story all of a sudden? response:	Haven't the two of you been getting along well recently?
context: Don't worry about it! Since you're so cute!\Like that, after the storm, your love will grow!\Well!\You'll get it when you get yourself a girlfriend as well.\Girlfriend, eh?\So how's it going with Yuasa Hiromi?\Why that old story all of a sudden?\Haven't the two of you been getting along well recently? response:	Won't happen.
context: Like that, after the storm, your love will grow!\Well!\You'll get it when you get yourself a girlfriend as well.\Girlfriend, eh?\So how's it going with Yuasa Hiromi?\Why that old story all of a sudden?\Haven't the two of you been getting along well recently?\Won't happen. response:	Why?
context: Well!\You'll get it when you get yourself a girlfriend as well.\Girlfriend, eh?\So how's it going with Yuasa Hiromi?\Why that old story all of a sudden?\Haven't the two of you been getting along well recently?\Won't happen.\Why? response:	There's someone else she likes.
context: You'll get it when you get yourself a girlfriend as well.\Girlfriend, eh?\So how's it going with Yuasa Hiromi?\Why that old story all of a sudden?\Haven't the two of you been getting along well recently?\Won't happen.\Why?\There's someone else she likes. response:	Eh?
context: Girlfriend, eh?\So how's it going with Yuasa Hiromi?\Why that old story all of a sudden?\Haven't the two of you been getting along well recently?\Won't happen.\Why?\There's someone else she likes.\Eh? response:	And I've told him to go out with Hiromi.
context: So how's it going with Yuasa Hiromi?\Why that old story all of a sudden?\Haven't the two of you been getting along well recently?\Won't happen.\Why?\There's someone else she likes.\Eh?\And I've told him to go out with Hiromi. response:	Why did you do that?
context: Why that old story all of a sudden?\Haven't the two of you been getting along well recently?\Won't happen.\Why?\There's someone else she likes.\Eh?\And I've told him to go out with Hiromi.\Why did you do that? response:	Just going with the flow.
context: Haven't the two of you been getting along well recently?\Won't happen.\Why?\There's someone else she likes.\Eh?\And I've told him to go out with Hiromi.\Why did you do that?\Just going with the flow. response:	Is he retarded?
context: Won't happen.\Why?\There's someone else she likes.\Eh?\And I've told him to go out with Hiromi.\Why did you do that?\Just going with the flow.\Is he retarded? response:	Hiromi, over there!
context: Why?\There's someone else she likes.\Eh?\And I've told him to go out with Hiromi.\Why did you do that?\Just going with the flow.\Is he retarded?\Hiromi, over there! response:	Hiromi, at the entrance...
context: There's someone else she likes.\Eh?\And I've told him to go out with Hiromi.\Why did you do that?\Just going with the flow.\Is he retarded?\Hiromi, over there!\Hiromi, at the entrance... response:	Hey!
context: Eh?\And I've told him to go out with Hiromi.\Why did you do that?\Just going with the flow.\Is he retarded?\Hiromi, over there!\Hiromi, at the entrance...\Hey! response:	I came to see you.
context: And I've told him to go out with Hiromi.\Why did you do that?\Just going with the flow.\Is he retarded?\Hiromi, over there!\Hiromi, at the entrance...\Hey!\I came to see you. response:	I shall wait for you at the park after school.
context: Why did you do that?\Just going with the flow.\Is he retarded?\Hiromi, over there!\Hiromi, at the entrance...\Hey!\I came to see you.\I shall wait for you at the park after school. response:	Geez...
context: Just going with the flow.\Is he retarded?\Hiromi, over there!\Hiromi, at the entrance...\Hey!\I came to see you.\I shall wait for you at the park after school.\Geez... response:	Incredible, Hiromi!
context: Is he retarded?\Hiromi, over there!\Hiromi, at the entrance...\Hey!\I came to see you.\I shall wait for you at the park after school.\Geez...\Incredible, Hiromi! response:	But that No. 4 seems like a delinquent!
context: Hiromi, over there!\Hiromi, at the entrance...\Hey!\I came to see you.\I shall wait for you at the park after school.\Geez...\Incredible, Hiromi!\But that No. 4 seems like a delinquent! response:	He looks so cool, doesn't he?
context: Hiromi, at the entrance...\Hey!\I came to see you.\I shall wait for you at the park after school.\Geez...\Incredible, Hiromi!\But that No. 4 seems like a delinquent!\He looks so cool, doesn't he? response:	Right?
context: Hey!\I came to see you.\I shall wait for you at the park after school.\Geez...\Incredible, Hiromi!\But that No. 4 seems like a delinquent!\He looks so cool, doesn't he?\Right? response:	Lay off, Hiromi's troubled.
context: I came to see you.\I shall wait for you at the park after school.\Geez...\Incredible, Hiromi!\But that No. 4 seems like a delinquent!\He looks so cool, doesn't he?\Right?\Lay off, Hiromi's troubled. response:	Hey, is that fine with you?
context: I shall wait for you at the park after school.\Geez...\Incredible, Hiromi!\But that No. 4 seems like a delinquent!\He looks so cool, doesn't he?\Right?\Lay off, Hiromi's troubled.\Hey, is that fine with you? response:	If it's okay or not doesn't matter, does it?
context: Geez...\Incredible, Hiromi!\But that No. 4 seems like a delinquent!\He looks so cool, doesn't he?\Right?\Lay off, Hiromi's troubled.\Hey, is that fine with you?\If it's okay or not doesn't matter, does it? response:	Shinichirou?
context: Incredible, Hiromi!\But that No. 4 seems like a delinquent!\He looks so cool, doesn't he?\Right?\Lay off, Hiromi's troubled.\Hey, is that fine with you?\If it's okay or not doesn't matter, does it?\Shinichirou? response:	Toilet.
context: But that No. 4 seems like a delinquent!\He looks so cool, doesn't he?\Right?\Lay off, Hiromi's troubled.\Hey, is that fine with you?\If it's okay or not doesn't matter, does it?\Shinichirou?\Toilet. response:	Is that guy serious?
context: He looks so cool, doesn't he?\Right?\Lay off, Hiromi's troubled.\Hey, is that fine with you?\If it's okay or not doesn't matter, does it?\Shinichirou?\Toilet.\Is that guy serious? response:	It's not like he really likes her.
context: Right?\Lay off, Hiromi's troubled.\Hey, is that fine with you?\If it's okay or not doesn't matter, does it?\Shinichirou?\Toilet.\Is that guy serious?\It's not like he really likes her. response:	My... all of my feelings until now...
context: Lay off, Hiromi's troubled.\Hey, is that fine with you?\If it's okay or not doesn't matter, does it?\Shinichirou?\Toilet.\Is that guy serious?\It's not like he really likes her.\My... all of my feelings until now... response:	But... Hiromi's feelings...
context: Hey, is that fine with you?\If it's okay or not doesn't matter, does it?\Shinichirou?\Toilet.\Is that guy serious?\It's not like he really likes her.\My... all of my feelings until now...\But... Hiromi's feelings... response:	If I really think about it... this way should be best for Hiromi.
context: If it's okay or not doesn't matter, does it?\Shinichirou?\Toilet.\Is that guy serious?\It's not like he really likes her.\My... all of my feelings until now...\But... Hiromi's feelings...\If I really think about it... this way should be best for Hiromi. response:	Shinichirou!
context: Shinichirou?\Toilet.\Is that guy serious?\It's not like he really likes her.\My... all of my feelings until now...\But... Hiromi's feelings...\If I really think about it... this way should be best for Hiromi.\Shinichirou! response:	Shinichi... rou...?
context: Toilet.\Is that guy serious?\It's not like he really likes her.\My... all of my feelings until now...\But... Hiromi's feelings...\If I really think about it... this way should be best for Hiromi.\Shinichirou!\Shinichi... rou...? response:	Oh... did you want anything?
context: Is that guy serious?\It's not like he really likes her.\My... all of my feelings until now...\But... Hiromi's feelings...\If I really think about it... this way should be best for Hiromi.\Shinichirou!\Shinichi... rou...?\Oh... did you want anything? response:	Here!
context: It's not like he really likes her.\My... all of my feelings until now...\But... Hiromi's feelings...\If I really think about it... this way should be best for Hiromi.\Shinichirou!\Shinichi... rou...?\Oh... did you want anything?\Here! response:	You should look happier when you eat something delicious!
context: My... all of my feelings until now...\But... Hiromi's feelings...\If I really think about it... this way should be best for Hiromi.\Shinichirou!\Shinichi... rou...?\Oh... did you want anything?\Here!\You should look happier when you eat something delicious! response:	Right now, I feel like a chicken in a cage.
context: But... Hiromi's feelings...\If I really think about it... this way should be best for Hiromi.\Shinichirou!\Shinichi... rou...?\Oh... did you want anything?\Here!\You should look happier when you eat something delicious!\Right now, I feel like a chicken in a cage. response:	Like, I can do nothing but just accept what's in front of me.
context: If I really think about it... this way should be best for Hiromi.\Shinichirou!\Shinichi... rou...?\Oh... did you want anything?\Here!\You should look happier when you eat something delicious!\Right now, I feel like a chicken in a cage.\Like, I can do nothing but just accept what's in front of me. response:	That's not it!
context: Shinichirou!\Shinichi... rou...?\Oh... did you want anything?\Here!\You should look happier when you eat something delicious!\Right now, I feel like a chicken in a cage.\Like, I can do nothing but just accept what's in front of me.\That's not it! response:	Like Raigou-maru, you are a special chicken aiming for the sky!
context: Shinichi... rou...?\Oh... did you want anything?\Here!\You should look happier when you eat something delicious!\Right now, I feel like a chicken in a cage.\Like, I can do nothing but just accept what's in front of me.\That's not it!\Like Raigou-maru, you are a special chicken aiming for the sky! response:	With a will of your own... a special chicken!
context: Oh... did you want anything?\Here!\You should look happier when you eat something delicious!\Right now, I feel like a chicken in a cage.\Like, I can do nothing but just accept what's in front of me.\That's not it!\Like Raigou-maru, you are a special chicken aiming for the sky!\With a will of your own... a special chicken! response:	A will of my own?
context: Here!\You should look happier when you eat something delicious!\Right now, I feel like a chicken in a cage.\Like, I can do nothing but just accept what's in front of me.\That's not it!\Like Raigou-maru, you are a special chicken aiming for the sky!\With a will of your own... a special chicken!\A will of my own? response:	That's right...
context: You should look happier when you eat something delicious!\Right now, I feel like a chicken in a cage.\Like, I can do nothing but just accept what's in front of me.\That's not it!\Like Raigou-maru, you are a special chicken aiming for the sky!\With a will of your own... a special chicken!\A will of my own?\That's right... response:	Then I'll be honest.
context: Right now, I feel like a chicken in a cage.\Like, I can do nothing but just accept what's in front of me.\That's not it!\Like Raigou-maru, you are a special chicken aiming for the sky!\With a will of your own... a special chicken!\A will of my own?\That's right...\Then I'll be honest. response:	Right now, just looking at your face makes me feel anxious,
context: Like, I can do nothing but just accept what's in front of me.\That's not it!\Like Raigou-maru, you are a special chicken aiming for the sky!\With a will of your own... a special chicken!\A will of my own?\That's right...\Then I'll be honest.\Right now, just looking at your face makes me feel anxious, response:	so could you leave me alone for a while?
context: That's not it!\Like Raigou-maru, you are a special chicken aiming for the sky!\With a will of your own... a special chicken!\A will of my own?\That's right...\Then I'll be honest.\Right now, just looking at your face makes me feel anxious,\so could you leave me alone for a while? response:	For how long?
context: Like Raigou-maru, you are a special chicken aiming for the sky!\With a will of your own... a special chicken!\A will of my own?\That's right...\Then I'll be honest.\Right now, just looking at your face makes me feel anxious,\so could you leave me alone for a while?\For how long? response:	Shinichirou!
context: With a will of your own... a special chicken!\A will of my own?\That's right...\Then I'll be honest.\Right now, just looking at your face makes me feel anxious,\so could you leave me alone for a while?\For how long?\Shinichirou! response:	I met Nakagami Shinichirou the other day.
context: A will of my own?\That's right...\Then I'll be honest.\Right now, just looking at your face makes me feel anxious,\so could you leave me alone for a while?\For how long?\Shinichirou!\I met Nakagami Shinichirou the other day. response:	So, you like me?
context: That's right...\Then I'll be honest.\Right now, just looking at your face makes me feel anxious,\so could you leave me alone for a while?\For how long?\Shinichirou!\I met Nakagami Shinichirou the other day.\So, you like me? response:	Did Nakagami-kun say something?
context: Then I'll be honest.\Right now, just looking at your face makes me feel anxious,\so could you leave me alone for a while?\For how long?\Shinichirou!\I met Nakagami Shinichirou the other day.\So, you like me?\Did Nakagami-kun say something? response:	Well, that's about it.
context: Right now, just looking at your face makes me feel anxious,\so could you leave me alone for a while?\For how long?\Shinichirou!\I met Nakagami Shinichirou the other day.\So, you like me?\Did Nakagami-kun say something?\Well, that's about it. response:	Want to go out with me?
context: so could you leave me alone for a while?\For how long?\Shinichirou!\I met Nakagami Shinichirou the other day.\So, you like me?\Did Nakagami-kun say something?\Well, that's about it.\Want to go out with me? response:	Sunday at one o' clock, in front of the station's square.
context: For how long?\Shinichirou!\I met Nakagami Shinichirou the other day.\So, you like me?\Did Nakagami-kun say something?\Well, that's about it.\Want to go out with me?\Sunday at one o' clock, in front of the station's square. response:	Think about where you want to go.
context: Shinichirou!\I met Nakagami Shinichirou the other day.\So, you like me?\Did Nakagami-kun say something?\Well, that's about it.\Want to go out with me?\Sunday at one o' clock, in front of the station's square.\Think about where you want to go. response:	Umm... please wait a second!
context: I met Nakagami Shinichirou the other day.\So, you like me?\Did Nakagami-kun say something?\Well, that's about it.\Want to go out with me?\Sunday at one o' clock, in front of the station's square.\Think about where you want to go.\Umm... please wait a second! response:	What is it?
context: So, you like me?\Did Nakagami-kun say something?\Well, that's about it.\Want to go out with me?\Sunday at one o' clock, in front of the station's square.\Think about where you want to go.\Umm... please wait a second!\What is it? response:	It's nothing...
context: Did Nakagami-kun say something?\Well, that's about it.\Want to go out with me?\Sunday at one o' clock, in front of the station's square.\Think about where you want to go.\Umm... please wait a second!\What is it?\It's nothing... response:	Seems like it's gonna snow.
context: Well, that's about it.\Want to go out with me?\Sunday at one o' clock, in front of the station's square.\Think about where you want to go.\Umm... please wait a second!\What is it?\It's nothing...\Seems like it's gonna snow. response:	Do you hate snow?
context: Want to go out with me?\Sunday at one o' clock, in front of the station's square.\Think about where you want to go.\Umm... please wait a second!\What is it?\It's nothing...\Seems like it's gonna snow.\Do you hate snow? response:	I won't be able to ride my bike.
context: Sunday at one o' clock, in front of the station's square.\Think about where you want to go.\Umm... please wait a second!\What is it?\It's nothing...\Seems like it's gonna snow.\Do you hate snow?\I won't be able to ride my bike. response:	What about you?
context: Think about where you want to go.\Umm... please wait a second!\What is it?\It's nothing...\Seems like it's gonna snow.\Do you hate snow?\I won't be able to ride my bike.\What about you? response:	I once liked it, but now I hate it.
context: Umm... please wait a second!\What is it?\It's nothing...\Seems like it's gonna snow.\Do you hate snow?\I won't be able to ride my bike.\What about you?\I once liked it, but now I hate it. response:	To start hating something you like... is hard, isn't it?
context: What is it?\It's nothing...\Seems like it's gonna snow.\Do you hate snow?\I won't be able to ride my bike.\What about you?\I once liked it, but now I hate it.\To start hating something you like... is hard, isn't it? response:	Eh?
context: It's nothing...\Seems like it's gonna snow.\Do you hate snow?\I won't be able to ride my bike.\What about you?\I once liked it, but now I hate it.\To start hating something you like... is hard, isn't it?\Eh? response:	Let me give you a lift.
context: Seems like it's gonna snow.\Do you hate snow?\I won't be able to ride my bike.\What about you?\I once liked it, but now I hate it.\To start hating something you like... is hard, isn't it?\Eh?\Let me give you a lift. response:	You really ended up in this house.
context: Do you hate snow?\I won't be able to ride my bike.\What about you?\I once liked it, but now I hate it.\To start hating something you like... is hard, isn't it?\Eh?\Let me give you a lift.\You really ended up in this house. response:	Should I tell you...?
context: I won't be able to ride my bike.\What about you?\I once liked it, but now I hate it.\To start hating something you like... is hard, isn't it?\Eh?\Let me give you a lift.\You really ended up in this house.\Should I tell you...? response:	Ever since that day, I've hated snow.
context: What about you?\I once liked it, but now I hate it.\To start hating something you like... is hard, isn't it?\Eh?\Let me give you a lift.\You really ended up in this house.\Should I tell you...?\Ever since that day, I've hated snow. response:	I'm home.
context: I once liked it, but now I hate it.\To start hating something you like... is hard, isn't it?\Eh?\Let me give you a lift.\You really ended up in this house.\Should I tell you...?\Ever since that day, I've hated snow.\I'm home. response:	Did something happen?
context: To start hating something you like... is hard, isn't it?\Eh?\Let me give you a lift.\You really ended up in this house.\Should I tell you...?\Ever since that day, I've hated snow.\I'm home.\Did something happen? response:	What did you say to No. 4?
context: Eh?\Let me give you a lift.\You really ended up in this house.\Should I tell you...?\Ever since that day, I've hated snow.\I'm home.\Did something happen?\What did you say to No. 4? response:	Are you two going out?
context: Let me give you a lift.\You really ended up in this house.\Should I tell you...?\Ever since that day, I've hated snow.\I'm home.\Did something happen?\What did you say to No. 4?\Are you two going out? response:	For the time being, we have a date on Sunday.
context: You really ended up in this house.\Should I tell you...?\Ever since that day, I've hated snow.\I'm home.\Did something happen?\What did you say to No. 4?\Are you two going out?\For the time being, we have a date on Sunday. response:	I see, so he asked you out.
context: Should I tell you...?\Ever since that day, I've hated snow.\I'm home.\Did something happen?\What did you say to No. 4?\Are you two going out?\For the time being, we have a date on Sunday.\I see, so he asked you out. response:	I see.
