context: nakushita yakusoku wa hoshi ni response:	Send the lost promises to the stars
context: He already has speakers and spotlights set up, and even made his own flyers.\Even though he couldn't finish his graduate thesis on time!\Man, he's doing it again this year?\This is the fifth time I've seen his Gian recital.\Gian: a boy from Doraemon. He can't sing at all but makes everyone listen to his singing.\Oh, Mayama-san...\Here are some provisions.\Shinobu! response:	Mayama, what about your company's cherry blossom viewing? I heard you were appointed the chair.
context: Even though he couldn't finish his graduate thesis on time!\Man, he's doing it again this year?\This is the fifth time I've seen his Gian recital.\Gian: a boy from Doraemon. He can't sing at all but makes everyone listen to his singing.\Oh, Mayama-san...\Here are some provisions.\Shinobu!\Mayama, what about your company's cherry blossom viewing? I heard you were appointed the chair. response:	It was yesterday, but it turned into a mahjong tournament due to the rain.
context: Man, he's doing it again this year?\This is the fifth time I've seen his Gian recital.\Gian: a boy from Doraemon. He can't sing at all but makes everyone listen to his singing.\Oh, Mayama-san...\Here are some provisions.\Shinobu!\Mayama, what about your company's cherry blossom viewing? I heard you were appointed the chair.\It was yesterday, but it turned into a mahjong tournament due to the rain. response:	It really caught me by surprise.
context: This is the fifth time I've seen his Gian recital.\Gian: a boy from Doraemon. He can't sing at all but makes everyone listen to his singing.\Oh, Mayama-san...\Here are some provisions.\Shinobu!\Mayama, what about your company's cherry blossom viewing? I heard you were appointed the chair.\It was yesterday, but it turned into a mahjong tournament due to the rain.\It really caught me by surprise. response:	I was staking out a spot when it started pouring all of a sudden.
context: Gian: a boy from Doraemon. He can't sing at all but makes everyone listen to his singing.\Oh, Mayama-san...\Here are some provisions.\Shinobu!\Mayama, what about your company's cherry blossom viewing? I heard you were appointed the chair.\It was yesterday, but it turned into a mahjong tournament due to the rain.\It really caught me by surprise.\I was staking out a spot when it started pouring all of a sudden. response:	Yes, I understand.
context: Oh, Mayama-san...\Here are some provisions.\Shinobu!\Mayama, what about your company's cherry blossom viewing? I heard you were appointed the chair.\It was yesterday, but it turned into a mahjong tournament due to the rain.\It really caught me by surprise.\I was staking out a spot when it started pouring all of a sudden.\Yes, I understand. response:	Let's switch things over to a mahjong tournament, then.
context: Here are some provisions.\Shinobu!\Mayama, what about your company's cherry blossom viewing? I heard you were appointed the chair.\It was yesterday, but it turned into a mahjong tournament due to the rain.\It really caught me by surprise.\I was staking out a spot when it started pouring all of a sudden.\Yes, I understand.\Let's switch things over to a mahjong tournament, then. response:	I'll make a reservation at Tachikawa.
context: Shinobu!\Mayama, what about your company's cherry blossom viewing? I heard you were appointed the chair.\It was yesterday, but it turned into a mahjong tournament due to the rain.\It really caught me by surprise.\I was staking out a spot when it started pouring all of a sudden.\Yes, I understand.\Let's switch things over to a mahjong tournament, then.\I'll make a reservation at Tachikawa. response:	Yes, that's fine.
context: Mayama, what about your company's cherry blossom viewing? I heard you were appointed the chair.\It was yesterday, but it turned into a mahjong tournament due to the rain.\It really caught me by surprise.\I was staking out a spot when it started pouring all of a sudden.\Yes, I understand.\Let's switch things over to a mahjong tournament, then.\I'll make a reservation at Tachikawa.\Yes, that's fine. response:	I guess I'll get going then.
context: It was yesterday, but it turned into a mahjong tournament due to the rain.\It really caught me by surprise.\I was staking out a spot when it started pouring all of a sudden.\Yes, I understand.\Let's switch things over to a mahjong tournament, then.\I'll make a reservation at Tachikawa.\Yes, that's fine.\I guess I'll get going then. response:	Mayama?
context: It really caught me by surprise.\I was staking out a spot when it started pouring all of a sudden.\Yes, I understand.\Let's switch things over to a mahjong tournament, then.\I'll make a reservation at Tachikawa.\Yes, that's fine.\I guess I'll get going then.\Mayama? response:	Mayama?
context: I was staking out a spot when it started pouring all of a sudden.\Yes, I understand.\Let's switch things over to a mahjong tournament, then.\I'll make a reservation at Tachikawa.\Yes, that's fine.\I guess I'll get going then.\Mayama?\Mayama? response:	What's wrong? You're spacing out.
context: Yes, I understand.\Let's switch things over to a mahjong tournament, then.\I'll make a reservation at Tachikawa.\Yes, that's fine.\I guess I'll get going then.\Mayama?\Mayama?\What's wrong? You're spacing out. response:	Here, have a drink.
context: Let's switch things over to a mahjong tournament, then.\I'll make a reservation at Tachikawa.\Yes, that's fine.\I guess I'll get going then.\Mayama?\Mayama?\What's wrong? You're spacing out.\Here, have a drink. response:	Oh, thank you.
context: I'll make a reservation at Tachikawa.\Yes, that's fine.\I guess I'll get going then.\Mayama?\Mayama?\What's wrong? You're spacing out.\Here, have a drink.\Oh, thank you. response:	There's a flower petal in your cup.
context: Yes, that's fine.\I guess I'll get going then.\Mayama?\Mayama?\What's wrong? You're spacing out.\Here, have a drink.\Oh, thank you.\There's a flower petal in your cup. response:	I see. So you drink it along with the petal.
context: I guess I'll get going then.\Mayama?\Mayama?\What's wrong? You're spacing out.\Here, have a drink.\Oh, thank you.\There's a flower petal in your cup.\I see. So you drink it along with the petal. response:	Well, I need to get going.
context: Mayama?\Mayama?\What's wrong? You're spacing out.\Here, have a drink.\Oh, thank you.\There's a flower petal in your cup.\I see. So you drink it along with the petal.\Well, I need to get going. response:	There's a toast with everyone from the shopping district soon, so I need to be there.
context: Mayama?\What's wrong? You're spacing out.\Here, have a drink.\Oh, thank you.\There's a flower petal in your cup.\I see. So you drink it along with the petal.\Well, I need to get going.\There's a toast with everyone from the shopping district soon, so I need to be there. response:	Hey, Ayu! It's starting!
context: What's wrong? You're spacing out.\Here, have a drink.\Oh, thank you.\There's a flower petal in your cup.\I see. So you drink it along with the petal.\Well, I need to get going.\There's a toast with everyone from the shopping district soon, so I need to be there.\Hey, Ayu! It's starting! response:	Ah, now then...
context: Here, have a drink.\Oh, thank you.\There's a flower petal in your cup.\I see. So you drink it along with the petal.\Well, I need to get going.\There's a toast with everyone from the shopping district soon, so I need to be there.\Hey, Ayu! It's starting!\Ah, now then... response:	Here's the further prosperity of the Hamadayama shopping district! Cheers!
context: Oh, thank you.\There's a flower petal in your cup.\I see. So you drink it along with the petal.\Well, I need to get going.\There's a toast with everyone from the shopping district soon, so I need to be there.\Hey, Ayu! It's starting!\Ah, now then...\Here's the further prosperity of the Hamadayama shopping district! Cheers! response:	Cheers!
context: There's a flower petal in your cup.\I see. So you drink it along with the petal.\Well, I need to get going.\There's a toast with everyone from the shopping district soon, so I need to be there.\Hey, Ayu! It's starting!\Ah, now then...\Here's the further prosperity of the Hamadayama shopping district! Cheers!\Cheers! response:	And 25 minutes later...
context: I see. So you drink it along with the petal.\Well, I need to get going.\There's a toast with everyone from the shopping district soon, so I need to be there.\Hey, Ayu! It's starting!\Ah, now then...\Here's the further prosperity of the Hamadayama shopping district! Cheers!\Cheers!\And 25 minutes later... response:	Oh, so that's Mayama?
context: Well, I need to get going.\There's a toast with everyone from the shopping district soon, so I need to be there.\Hey, Ayu! It's starting!\Ah, now then...\Here's the further prosperity of the Hamadayama shopping district! Cheers!\Cheers!\And 25 minutes later...\Oh, so that's Mayama? response:	What's with his fancy glasses? That poser!
context: There's a toast with everyone from the shopping district soon, so I need to be there.\Hey, Ayu! It's starting!\Ah, now then...\Here's the further prosperity of the Hamadayama shopping district! Cheers!\Cheers!\And 25 minutes later...\Oh, so that's Mayama?\What's with his fancy glasses? That poser! response:	Damn that Ayu! She has absolutely no taste in good men!
context: Hey, Ayu! It's starting!\Ah, now then...\Here's the further prosperity of the Hamadayama shopping district! Cheers!\Cheers!\And 25 minutes later...\Oh, so that's Mayama?\What's with his fancy glasses? That poser!\Damn that Ayu! She has absolutely no taste in good men! response:	What's so good about that four-eyes?
context: Ah, now then...\Here's the further prosperity of the Hamadayama shopping district! Cheers!\Cheers!\And 25 minutes later...\Oh, so that's Mayama?\What's with his fancy glasses? That poser!\Damn that Ayu! She has absolutely no taste in good men!\What's so good about that four-eyes? response:	Fish Market, third generation
context: Here's the further prosperity of the Hamadayama shopping district! Cheers!\Cheers!\And 25 minutes later...\Oh, so that's Mayama?\What's with his fancy glasses? That poser!\Damn that Ayu! She has absolutely no taste in good men!\What's so good about that four-eyes?\Fish Market, third generation response:	Ramen Restaurant third generation
context: Cheers!\And 25 minutes later...\Oh, so that's Mayama?\What's with his fancy glasses? That poser!\Damn that Ayu! She has absolutely no taste in good men!\What's so good about that four-eyes?\Fish Market, third generation\Ramen Restaurant third generation response:	Sushi Restaurant third generation
context: And 25 minutes later...\Oh, so that's Mayama?\What's with his fancy glasses? That poser!\Damn that Ayu! She has absolutely no taste in good men!\What's so good about that four-eyes?\Fish Market, third generation\Ramen Restaurant third generation\Sushi Restaurant third generation response:	Butcher, third generation
context: Oh, so that's Mayama?\What's with his fancy glasses? That poser!\Damn that Ayu! She has absolutely no taste in good men!\What's so good about that four-eyes?\Fish Market, third generation\Ramen Restaurant third generation\Sushi Restaurant third generation\Butcher, third generation response:	Electronics Store third generation
context: What's with his fancy glasses? That poser!\Damn that Ayu! She has absolutely no taste in good men!\What's so good about that four-eyes?\Fish Market, third generation\Ramen Restaurant third generation\Sushi Restaurant third generation\Butcher, third generation\Electronics Store third generation response:	Actually, that man has no taste in good women, either!
context: Damn that Ayu! She has absolutely no taste in good men!\What's so good about that four-eyes?\Fish Market, third generation\Ramen Restaurant third generation\Sushi Restaurant third generation\Butcher, third generation\Electronics Store third generation\Actually, that man has no taste in good women, either! response:	Even though our beloved Ayu-sama thinks about him so much...
context: What's so good about that four-eyes?\Fish Market, third generation\Ramen Restaurant third generation\Sushi Restaurant third generation\Butcher, third generation\Electronics Store third generation\Actually, that man has no taste in good women, either!\Even though our beloved Ayu-sama thinks about him so much... response:	What's he thinking? It's absolutely unforgivable!
context: Fish Market, third generation\Ramen Restaurant third generation\Sushi Restaurant third generation\Butcher, third generation\Electronics Store third generation\Actually, that man has no taste in good women, either!\Even though our beloved Ayu-sama thinks about him so much...\What's he thinking? It's absolutely unforgivable! response:	Why, you spendthrift who doesn't even fear God...!
context: Ramen Restaurant third generation\Sushi Restaurant third generation\Butcher, third generation\Electronics Store third generation\Actually, that man has no taste in good women, either!\Even though our beloved Ayu-sama thinks about him so much...\What's he thinking? It's absolutely unforgivable!\Why, you spendthrift who doesn't even fear God...! response:	Now, everyone, hold on a second.
context: Sushi Restaurant third generation\Butcher, third generation\Electronics Store third generation\Actually, that man has no taste in good women, either!\Even though our beloved Ayu-sama thinks about him so much...\What's he thinking? It's absolutely unforgivable!\Why, you spendthrift who doesn't even fear God...!\Now, everyone, hold on a second. response:	Bread Store, third generation
context: Butcher, third generation\Electronics Store third generation\Actually, that man has no taste in good women, either!\Even though our beloved Ayu-sama thinks about him so much...\What's he thinking? It's absolutely unforgivable!\Why, you spendthrift who doesn't even fear God...!\Now, everyone, hold on a second.\Bread Store, third generation response:	I can respect his spirit.
context: Electronics Store third generation\Actually, that man has no taste in good women, either!\Even though our beloved Ayu-sama thinks about him so much...\What's he thinking? It's absolutely unforgivable!\Why, you spendthrift who doesn't even fear God...!\Now, everyone, hold on a second.\Bread Store, third generation\I can respect his spirit. response:	What did you say, Ippei?
context: Actually, that man has no taste in good women, either!\Even though our beloved Ayu-sama thinks about him so much...\What's he thinking? It's absolutely unforgivable!\Why, you spendthrift who doesn't even fear God...!\Now, everyone, hold on a second.\Bread Store, third generation\I can respect his spirit.\What did you say, Ippei? response:	What are you trying to say?
context: Even though our beloved Ayu-sama thinks about him so much...\What's he thinking? It's absolutely unforgivable!\Why, you spendthrift who doesn't even fear God...!\Now, everyone, hold on a second.\Bread Store, third generation\I can respect his spirit.\What did you say, Ippei?\What are you trying to say? response:	Now look, everyone.
context: What's he thinking? It's absolutely unforgivable!\Why, you spendthrift who doesn't even fear God...!\Now, everyone, hold on a second.\Bread Store, third generation\I can respect his spirit.\What did you say, Ippei?\What are you trying to say?\Now look, everyone. response:	Her cute face as she's sleeping.
context: Why, you spendthrift who doesn't even fear God...!\Now, everyone, hold on a second.\Bread Store, third generation\I can respect his spirit.\What did you say, Ippei?\What are you trying to say?\Now look, everyone.\Her cute face as she's sleeping. response:	And her beautiful legs!
context: Now, everyone, hold on a second.\Bread Store, third generation\I can respect his spirit.\What did you say, Ippei?\What are you trying to say?\Now look, everyone.\Her cute face as she's sleeping.\And her beautiful legs! response:	And her pristine heart.
context: Bread Store, third generation\I can respect his spirit.\What did you say, Ippei?\What are you trying to say?\Now look, everyone.\Her cute face as she's sleeping.\And her beautiful legs!\And her pristine heart. response:	It hasn't changed a bit since she was in elementary school.
