context: Government Bulletin response:	End Card Illustration: okama
context: even if the world does not try to believe you\and places a crown of thorns upon your head,\I can take your side, and yours alone\I know your pain and loneliness\So everything that makes me whole\I'll give that to you now\Keep life going.\For the sake of new lives to come, response:	don't forget to get vaccinated
context: and places a crown of thorns upon your head,\I can take your side, and yours alone\I know your pain and loneliness\So everything that makes me whole\I'll give that to you now\Keep life going.\For the sake of new lives to come,\don't forget to get vaccinated response:	It's been a while
context: I can take your side, and yours alone\I know your pain and loneliness\So everything that makes me whole\I'll give that to you now\Keep life going.\For the sake of new lives to come,\don't forget to get vaccinated\It's been a while response:	since I took this monorail to school.
context: I know your pain and loneliness\So everything that makes me whole\I'll give that to you now\Keep life going.\For the sake of new lives to come,\don't forget to get vaccinated\It's been a while\since I took this monorail to school. response:	This is a government bulletin.
context: So everything that makes me whole\I'll give that to you now\Keep life going.\For the sake of new lives to come,\don't forget to get vaccinated\It's been a while\since I took this monorail to school.\This is a government bulletin. response:	The time I spent with the Undertakers felt much longer than it really was...
context: I'll give that to you now\Keep life going.\For the sake of new lives to come,\don't forget to get vaccinated\It's been a while\since I took this monorail to school.\This is a government bulletin.\The time I spent with the Undertakers felt much longer than it really was... response:	And the truth is, going to school scares me.
context: Keep life going.\For the sake of new lives to come,\don't forget to get vaccinated\It's been a while\since I took this monorail to school.\This is a government bulletin.\The time I spent with the Undertakers felt much longer than it really was...\And the truth is, going to school scares me. response:	Hey, look.
context: For the sake of new lives to come,\don't forget to get vaccinated\It's been a while\since I took this monorail to school.\This is a government bulletin.\The time I spent with the Undertakers felt much longer than it really was...\And the truth is, going to school scares me.\Hey, look. response:	Isn't that the guy who got picked up by GHQ?
context: don't forget to get vaccinated\It's been a while\since I took this monorail to school.\This is a government bulletin.\The time I spent with the Undertakers felt much longer than it really was...\And the truth is, going to school scares me.\Hey, look.\Isn't that the guy who got picked up by GHQ? response:	Oh, I know about him! Hiromi said she saw it all.
context: It's been a while\since I took this monorail to school.\This is a government bulletin.\The time I spent with the Undertakers felt much longer than it really was...\And the truth is, going to school scares me.\Hey, look.\Isn't that the guy who got picked up by GHQ?\Oh, I know about him! Hiromi said she saw it all. response:	So he's a criminal?
context: since I took this monorail to school.\This is a government bulletin.\The time I spent with the Undertakers felt much longer than it really was...\And the truth is, going to school scares me.\Hey, look.\Isn't that the guy who got picked up by GHQ?\Oh, I know about him! Hiromi said she saw it all.\So he's a criminal? response:	Let's go.
context: This is a government bulletin.\The time I spent with the Undertakers felt much longer than it really was...\And the truth is, going to school scares me.\Hey, look.\Isn't that the guy who got picked up by GHQ?\Oh, I know about him! Hiromi said she saw it all.\So he's a criminal?\Let's go. response:	Hey, he ran away.
context: The time I spent with the Undertakers felt much longer than it really was...\And the truth is, going to school scares me.\Hey, look.\Isn't that the guy who got picked up by GHQ?\Oh, I know about him! Hiromi said she saw it all.\So he's a criminal?\Let's go.\Hey, he ran away. response:	Inori, watch out! That guy's a criminal, you know!
context: And the truth is, going to school scares me.\Hey, look.\Isn't that the guy who got picked up by GHQ?\Oh, I know about him! Hiromi said she saw it all.\So he's a criminal?\Let's go.\Hey, he ran away.\Inori, watch out! That guy's a criminal, you know! response:	That's not something you say without evidence.
context: Hey, look.\Isn't that the guy who got picked up by GHQ?\Oh, I know about him! Hiromi said she saw it all.\So he's a criminal?\Let's go.\Hey, he ran away.\Inori, watch out! That guy's a criminal, you know!\That's not something you say without evidence. response:	If you're a true Tennozu First High School student, you should be ashamed of yourself.
context: Isn't that the guy who got picked up by GHQ?\Oh, I know about him! Hiromi said she saw it all.\So he's a criminal?\Let's go.\Hey, he ran away.\Inori, watch out! That guy's a criminal, you know!\That's not something you say without evidence.\If you're a true Tennozu First High School student, you should be ashamed of yourself. response:	round dance
context: Oh, I know about him! Hiromi said she saw it all.\So he's a criminal?\Let's go.\Hey, he ran away.\Inori, watch out! That guy's a criminal, you know!\That's not something you say without evidence.\If you're a true Tennozu First High School student, you should be ashamed of yourself.\round dance response:	Shu!
context: So he's a criminal?\Let's go.\Hey, he ran away.\Inori, watch out! That guy's a criminal, you know!\That's not something you say without evidence.\If you're a true Tennozu First High School student, you should be ashamed of yourself.\round dance\Shu! response:	Did the GHQ employees treat you well?
context: Let's go.\Hey, he ran away.\Inori, watch out! That guy's a criminal, you know!\That's not something you say without evidence.\If you're a true Tennozu First High School student, you should be ashamed of yourself.\round dance\Shu!\Did the GHQ employees treat you well? response:	It must have been a nuisance to be interviewed,
context: Hey, he ran away.\Inori, watch out! That guy's a criminal, you know!\That's not something you say without evidence.\If you're a true Tennozu First High School student, you should be ashamed of yourself.\round dance\Shu!\Did the GHQ employees treat you well?\It must have been a nuisance to be interviewed, response:	but we have to cooperate with the government, don't we?
context: Inori, watch out! That guy's a criminal, you know!\That's not something you say without evidence.\If you're a true Tennozu First High School student, you should be ashamed of yourself.\round dance\Shu!\Did the GHQ employees treat you well?\It must have been a nuisance to be interviewed,\but we have to cooperate with the government, don't we? response:	Y-Yes! Apparently a cell phone I found belonged to GHQ, so...
context: That's not something you say without evidence.\If you're a true Tennozu First High School student, you should be ashamed of yourself.\round dance\Shu!\Did the GHQ employees treat you well?\It must have been a nuisance to be interviewed,\but we have to cooperate with the government, don't we?\Y-Yes! Apparently a cell phone I found belonged to GHQ, so... response:	I see.
context: If you're a true Tennozu First High School student, you should be ashamed of yourself.\round dance\Shu!\Did the GHQ employees treat you well?\It must have been a nuisance to be interviewed,\but we have to cooperate with the government, don't we?\Y-Yes! Apparently a cell phone I found belonged to GHQ, so...\I see. response:	I'm sure plenty of people spread nasty rumors,
context: round dance\Shu!\Did the GHQ employees treat you well?\It must have been a nuisance to be interviewed,\but we have to cooperate with the government, don't we?\Y-Yes! Apparently a cell phone I found belonged to GHQ, so...\I see.\I'm sure plenty of people spread nasty rumors, response:	but if you ever need anything, I'll
context: Shu!\Did the GHQ employees treat you well?\It must have been a nuisance to be interviewed,\but we have to cooperate with the government, don't we?\Y-Yes! Apparently a cell phone I found belonged to GHQ, so...\I see.\I'm sure plenty of people spread nasty rumors,\but if you ever need anything, I'll response:	Shu!
context: Did the GHQ employees treat you well?\It must have been a nuisance to be interviewed,\but we have to cooperate with the government, don't we?\Y-Yes! Apparently a cell phone I found belonged to GHQ, so...\I see.\I'm sure plenty of people spread nasty rumors,\but if you ever need anything, I'll\Shu! response:	Is it really Shu that I see afoot?!
context: It must have been a nuisance to be interviewed,\but we have to cooperate with the government, don't we?\Y-Yes! Apparently a cell phone I found belonged to GHQ, so...\I see.\I'm sure plenty of people spread nasty rumors,\but if you ever need anything, I'll\Shu!\Is it really Shu that I see afoot?! response:	How was GHQ?! You got interrogated, right?!
context: but we have to cooperate with the government, don't we?\Y-Yes! Apparently a cell phone I found belonged to GHQ, so...\I see.\I'm sure plenty of people spread nasty rumors,\but if you ever need anything, I'll\Shu!\Is it really Shu that I see afoot?!\How was GHQ?! You got interrogated, right?! response:	Did they feed you pork on rice?!
context: Y-Yes! Apparently a cell phone I found belonged to GHQ, so...\I see.\I'm sure plenty of people spread nasty rumors,\but if you ever need anything, I'll\Shu!\Is it really Shu that I see afoot?!\How was GHQ?! You got interrogated, right?!\Did they feed you pork on rice?! response:	Wait, it's GHQ, so would they have hamburgers and stuff?
context: I see.\I'm sure plenty of people spread nasty rumors,\but if you ever need anything, I'll\Shu!\Is it really Shu that I see afoot?!\How was GHQ?! You got interrogated, right?!\Did they feed you pork on rice?!\Wait, it's GHQ, so would they have hamburgers and stuff? response:	Er, no...
context: I'm sure plenty of people spread nasty rumors,\but if you ever need anything, I'll\Shu!\Is it really Shu that I see afoot?!\How was GHQ?! You got interrogated, right?!\Did they feed you pork on rice?!\Wait, it's GHQ, so would they have hamburgers and stuff?\Er, no... response:	Ouma.
context: but if you ever need anything, I'll\Shu!\Is it really Shu that I see afoot?!\How was GHQ?! You got interrogated, right?!\Did they feed you pork on rice?!\Wait, it's GHQ, so would they have hamburgers and stuff?\Er, no...\Ouma. response:	Can I ask something too?
context: Shu!\Is it really Shu that I see afoot?!\How was GHQ?! You got interrogated, right?!\Did they feed you pork on rice?!\Wait, it's GHQ, so would they have hamburgers and stuff?\Er, no...\Ouma.\Can I ask something too? response:	Is the military really full of homos?
context: Is it really Shu that I see afoot?!\How was GHQ?! You got interrogated, right?!\Did they feed you pork on rice?!\Wait, it's GHQ, so would they have hamburgers and stuff?\Er, no...\Ouma.\Can I ask something too?\Is the military really full of homos? response:	Huh?!
context: How was GHQ?! You got interrogated, right?!\Did they feed you pork on rice?!\Wait, it's GHQ, so would they have hamburgers and stuff?\Er, no...\Ouma.\Can I ask something too?\Is the military really full of homos?\Huh?! response:	Were there any scary soliders?
context: Did they feed you pork on rice?!\Wait, it's GHQ, so would they have hamburgers and stuff?\Er, no...\Ouma.\Can I ask something too?\Is the military really full of homos?\Huh?!\Were there any scary soliders? response:	Did you see any Endlaves?
context: Wait, it's GHQ, so would they have hamburgers and stuff?\Er, no...\Ouma.\Can I ask something too?\Is the military really full of homos?\Huh?!\Were there any scary soliders?\Did you see any Endlaves? response:	You're climbing the stairway to adulthood, you jerk!
context: Er, no...\Ouma.\Can I ask something too?\Is the military really full of homos?\Huh?!\Were there any scary soliders?\Did you see any Endlaves?\You're climbing the stairway to adulthood, you jerk! response:	Ouma, I didn't know you knew President Kuhouin.
context: Ouma.\Can I ask something too?\Is the military really full of homos?\Huh?!\Were there any scary soliders?\Did you see any Endlaves?\You're climbing the stairway to adulthood, you jerk!\Ouma, I didn't know you knew President Kuhouin. response:	Miss President, please shake my hand!
context: Can I ask something too?\Is the military really full of homos?\Huh?!\Were there any scary soliders?\Did you see any Endlaves?\You're climbing the stairway to adulthood, you jerk!\Ouma, I didn't know you knew President Kuhouin.\Miss President, please shake my hand! response:	Be quiet, everybody! Calm down!
context: Is the military really full of homos?\Huh?!\Were there any scary soliders?\Did you see any Endlaves?\You're climbing the stairway to adulthood, you jerk!\Ouma, I didn't know you knew President Kuhouin.\Miss President, please shake my hand!\Be quiet, everybody! Calm down! response:	It looks like I was worrying too much.
context: Huh?!\Were there any scary soliders?\Did you see any Endlaves?\You're climbing the stairway to adulthood, you jerk!\Ouma, I didn't know you knew President Kuhouin.\Miss President, please shake my hand!\Be quiet, everybody! Calm down!\It looks like I was worrying too much. response:	Yes, it does.
context: Were there any scary soliders?\Did you see any Endlaves?\You're climbing the stairway to adulthood, you jerk!\Ouma, I didn't know you knew President Kuhouin.\Miss President, please shake my hand!\Be quiet, everybody! Calm down!\It looks like I was worrying too much.\Yes, it does. response:	But...
context: Did you see any Endlaves?\You're climbing the stairway to adulthood, you jerk!\Ouma, I didn't know you knew President Kuhouin.\Miss President, please shake my hand!\Be quiet, everybody! Calm down!\It looks like I was worrying too much.\Yes, it does.\But... response:	Um... thank you. For looking out for me.
context: You're climbing the stairway to adulthood, you jerk!\Ouma, I didn't know you knew President Kuhouin.\Miss President, please shake my hand!\Be quiet, everybody! Calm down!\It looks like I was worrying too much.\Yes, it does.\But...\Um... thank you. For looking out for me. response:	No thanks necessary.
context: Ouma, I didn't know you knew President Kuhouin.\Miss President, please shake my hand!\Be quiet, everybody! Calm down!\It looks like I was worrying too much.\Yes, it does.\But...\Um... thank you. For looking out for me.\No thanks necessary. response:	I only did what any student council president would.
context: Miss President, please shake my hand!\Be quiet, everybody! Calm down!\It looks like I was worrying too much.\Yes, it does.\But...\Um... thank you. For looking out for me.\No thanks necessary.\I only did what any student council president would. response:	Kuhouin Arisa, student council president.
context: Be quiet, everybody! Calm down!\It looks like I was worrying too much.\Yes, it does.\But...\Um... thank you. For looking out for me.\No thanks necessary.\I only did what any student council president would.\Kuhouin Arisa, student council president. response:	She's the heir to the Kuhouin Group,
context: It looks like I was worrying too much.\Yes, it does.\But...\Um... thank you. For looking out for me.\No thanks necessary.\I only did what any student council president would.\Kuhouin Arisa, student council president.\She's the heir to the Kuhouin Group, response:	an all-around hottie, a star student,
context: Yes, it does.\But...\Um... thank you. For looking out for me.\No thanks necessary.\I only did what any student council president would.\Kuhouin Arisa, student council president.\She's the heir to the Kuhouin Group,\an all-around hottie, a star student, response:	and she's got a sparkling personality. Amazing, huh?
context: But...\Um... thank you. For looking out for me.\No thanks necessary.\I only did what any student council president would.\Kuhouin Arisa, student council president.\She's the heir to the Kuhouin Group,\an all-around hottie, a star student,\and she's got a sparkling personality. Amazing, huh? response:	Anyway, here's the World History homework,
context: Um... thank you. For looking out for me.\No thanks necessary.\I only did what any student council president would.\Kuhouin Arisa, student council president.\She's the heir to the Kuhouin Group,\an all-around hottie, a star student,\and she's got a sparkling personality. Amazing, huh?\Anyway, here's the World History homework, response:	and this folder has the Infection Control text.
context: No thanks necessary.\I only did what any student council president would.\Kuhouin Arisa, student council president.\She's the heir to the Kuhouin Group,\an all-around hottie, a star student,\and she's got a sparkling personality. Amazing, huh?\Anyway, here's the World History homework,\and this folder has the Infection Control text. response:	It's kind of heavy stuff, but...
context: I only did what any student council president would.\Kuhouin Arisa, student council president.\She's the heir to the Kuhouin Group,\an all-around hottie, a star student,\and she's got a sparkling personality. Amazing, huh?\Anyway, here's the World History homework,\and this folder has the Infection Control text.\It's kind of heavy stuff, but... response:	Thanks. You're a lifesaver, Hare.
context: Kuhouin Arisa, student council president.\She's the heir to the Kuhouin Group,\an all-around hottie, a star student,\and she's got a sparkling personality. Amazing, huh?\Anyway, here's the World History homework,\and this folder has the Infection Control text.\It's kind of heavy stuff, but...\Thanks. You're a lifesaver, Hare. response:	Nah, it's nothing.
context: She's the heir to the Kuhouin Group,\an all-around hottie, a star student,\and she's got a sparkling personality. Amazing, huh?\Anyway, here's the World History homework,\and this folder has the Infection Control text.\It's kind of heavy stuff, but...\Thanks. You're a lifesaver, Hare.\Nah, it's nothing. response:	Huh... I forgot we had an Infection Control exam.
context: an all-around hottie, a star student,\and she's got a sparkling personality. Amazing, huh?\Anyway, here's the World History homework,\and this folder has the Infection Control text.\It's kind of heavy stuff, but...\Thanks. You're a lifesaver, Hare.\Nah, it's nothing.\Huh... I forgot we had an Infection Control exam. response:	Hey, Shu.
context: and she's got a sparkling personality. Amazing, huh?\Anyway, here's the World History homework,\and this folder has the Infection Control text.\It's kind of heavy stuff, but...\Thanks. You're a lifesaver, Hare.\Nah, it's nothing.\Huh... I forgot we had an Infection Control exam.\Hey, Shu. response:	Has something changed?
context: Anyway, here's the World History homework,\and this folder has the Infection Control text.\It's kind of heavy stuff, but...\Thanks. You're a lifesaver, Hare.\Nah, it's nothing.\Huh... I forgot we had an Infection Control exam.\Hey, Shu.\Has something changed? response:	Hmm? What do you mean?
context: and this folder has the Infection Control text.\It's kind of heavy stuff, but...\Thanks. You're a lifesaver, Hare.\Nah, it's nothing.\Huh... I forgot we had an Infection Control exam.\Hey, Shu.\Has something changed?\Hmm? What do you mean? response:	By the way...
context: It's kind of heavy stuff, but...\Thanks. You're a lifesaver, Hare.\Nah, it's nothing.\Huh... I forgot we had an Infection Control exam.\Hey, Shu.\Has something changed?\Hmm? What do you mean?\By the way... response:	What happened to Yahiro?
context: Thanks. You're a lifesaver, Hare.\Nah, it's nothing.\Huh... I forgot we had an Infection Control exam.\Hey, Shu.\Has something changed?\Hmm? What do you mean?\By the way...\What happened to Yahiro? response:	I heard he hadn't come to school since the day I got picked up...
context: Nah, it's nothing.\Huh... I forgot we had an Infection Control exam.\Hey, Shu.\Has something changed?\Hmm? What do you mean?\By the way...\What happened to Yahiro?\I heard he hadn't come to school since the day I got picked up... response:	Do you know anything, Inori?
context: Huh... I forgot we had an Infection Control exam.\Hey, Shu.\Has something changed?\Hmm? What do you mean?\By the way...\What happened to Yahiro?\I heard he hadn't come to school since the day I got picked up...\Do you know anything, Inori? response:	You're worried? He betrayed you.
context: Hey, Shu.\Has something changed?\Hmm? What do you mean?\By the way...\What happened to Yahiro?\I heard he hadn't come to school since the day I got picked up...\Do you know anything, Inori?\You're worried? He betrayed you. response:	I don't really know.
context: Has something changed?\Hmm? What do you mean?\By the way...\What happened to Yahiro?\I heard he hadn't come to school since the day I got picked up...\Do you know anything, Inori?\You're worried? He betrayed you.\I don't really know. response:	Shu! Are you home?
context: Hmm? What do you mean?\By the way...\What happened to Yahiro?\I heard he hadn't come to school since the day I got picked up...\Do you know anything, Inori?\You're worried? He betrayed you.\I don't really know.\Shu! Are you home? response:	Haruka!
context: By the way...\What happened to Yahiro?\I heard he hadn't come to school since the day I got picked up...\Do you know anything, Inori?\You're worried? He betrayed you.\I don't really know.\Shu! Are you home?\Haruka! response:	Haruka?
context: What happened to Yahiro?\I heard he hadn't come to school since the day I got picked up...\Do you know anything, Inori?\You're worried? He betrayed you.\I don't really know.\Shu! Are you home?\Haruka!\Haruka? response:	Youhide!
context: I heard he hadn't come to school since the day I got picked up...\Do you know anything, Inori?\You're worried? He betrayed you.\I don't really know.\Shu! Are you home?\Haruka!\Haruka?\Youhide! response:	I'm ho
context: Do you know anything, Inori?\You're worried? He betrayed you.\I don't really know.\Shu! Are you home?\Haruka!\Haruka?\Youhide!\I'm ho response:	Oh, my!
context: You're worried? He betrayed you.\I don't really know.\Shu! Are you home?\Haruka!\Haruka?\Youhide!\I'm ho\Oh, my! response:	Haruka! You're wearing that again?!
context: I don't really know.\Shu! Are you home?\Haruka!\Haruka?\Youhide!\I'm ho\Oh, my!\Haruka! You're wearing that again?! response:	Shu, you're not happy to have your mother back home?
context: Shu! Are you home?\Haruka!\Haruka?\Youhide!\I'm ho\Oh, my!\Haruka! You're wearing that again?!\Shu, you're not happy to have your mother back home? response:	That's not it...
context: Haruka!\Haruka?\Youhide!\I'm ho\Oh, my!\Haruka! You're wearing that again?!\Shu, you're not happy to have your mother back home?\That's not it... response:	Okay, then.
context: Haruka?\Youhide!\I'm ho\Oh, my!\Haruka! You're wearing that again?!\Shu, you're not happy to have your mother back home?\That's not it...\Okay, then. response:	Hello, there! I'm Ouma Haruka.
context: Youhide!\I'm ho\Oh, my!\Haruka! You're wearing that again?!\Shu, you're not happy to have your mother back home?\That's not it...\Okay, then.\Hello, there! I'm Ouma Haruka. response:	My name is Yuzuriha Inori. Shu's been kind enough to let me live here.
context: I'm ho\Oh, my!\Haruka! You're wearing that again?!\Shu, you're not happy to have your mother back home?\That's not it...\Okay, then.\Hello, there! I'm Ouma Haruka.\My name is Yuzuriha Inori. Shu's been kind enough to let me live here. response:	It's not what you think! Er, she has a violent older brother,
context: Oh, my!\Haruka! You're wearing that again?!\Shu, you're not happy to have your mother back home?\That's not it...\Okay, then.\Hello, there! I'm Ouma Haruka.\My name is Yuzuriha Inori. Shu's been kind enough to let me live here.\It's not what you think! Er, she has a violent older brother, response:	and he's really awful to her, so I'm hiding her here!
context: Haruka! You're wearing that again?!\Shu, you're not happy to have your mother back home?\That's not it...\Okay, then.\Hello, there! I'm Ouma Haruka.\My name is Yuzuriha Inori. Shu's been kind enough to let me live here.\It's not what you think! Er, she has a violent older brother,\and he's really awful to her, so I'm hiding her here! response:	But, see, he acts like a saint in front of other people,
context: Shu, you're not happy to have your mother back home?\That's not it...\Okay, then.\Hello, there! I'm Ouma Haruka.\My name is Yuzuriha Inori. Shu's been kind enough to let me live here.\It's not what you think! Er, she has a violent older brother,\and he's really awful to her, so I'm hiding her here!\But, see, he acts like a saint in front of other people, response:	so nobody doubts him... plus he's really tough...
context: That's not it...\Okay, then.\Hello, there! I'm Ouma Haruka.\My name is Yuzuriha Inori. Shu's been kind enough to let me live here.\It's not what you think! Er, she has a violent older brother,\and he's really awful to her, so I'm hiding her here!\But, see, he acts like a saint in front of other people,\so nobody doubts him... plus he's really tough... response:	What am I saying?
context: Okay, then.\Hello, there! I'm Ouma Haruka.\My name is Yuzuriha Inori. Shu's been kind enough to let me live here.\It's not what you think! Er, she has a violent older brother,\and he's really awful to her, so I'm hiding her here!\But, see, he acts like a saint in front of other people,\so nobody doubts him... plus he's really tough...\What am I saying? response:	No, okay, the thing is
context: Hello, there! I'm Ouma Haruka.\My name is Yuzuriha Inori. Shu's been kind enough to let me live here.\It's not what you think! Er, she has a violent older brother,\and he's really awful to her, so I'm hiding her here!\But, see, he acts like a saint in front of other people,\so nobody doubts him... plus he's really tough...\What am I saying?\No, okay, the thing is response:	Man, am I hungry!
context: My name is Yuzuriha Inori. Shu's been kind enough to let me live here.\It's not what you think! Er, she has a violent older brother,\and he's really awful to her, so I'm hiding her here!\But, see, he acts like a saint in front of other people,\so nobody doubts him... plus he's really tough...\What am I saying?\No, okay, the thing is\Man, am I hungry! response:	Huh?
context: It's not what you think! Er, she has a violent older brother,\and he's really awful to her, so I'm hiding her here!\But, see, he acts like a saint in front of other people,\so nobody doubts him... plus he's really tough...\What am I saying?\No, okay, the thing is\Man, am I hungry!\Huh? response:	Inori, are you hungry?
context: and he's really awful to her, so I'm hiding her here!\But, see, he acts like a saint in front of other people,\so nobody doubts him... plus he's really tough...\What am I saying?\No, okay, the thing is\Man, am I hungry!\Huh?\Inori, are you hungry? response:	What do you want, pepperoni pizza or cheese?
context: But, see, he acts like a saint in front of other people,\so nobody doubts him... plus he's really tough...\What am I saying?\No, okay, the thing is\Man, am I hungry!\Huh?\Inori, are you hungry?\What do you want, pepperoni pizza or cheese? response:	Hmm, I kind of think I want cake.
context: so nobody doubts him... plus he's really tough...\What am I saying?\No, okay, the thing is\Man, am I hungry!\Huh?\Inori, are you hungry?\What do you want, pepperoni pizza or cheese?\Hmm, I kind of think I want cake. response:	Shu, would you go pick some up?
context: What am I saying?\No, okay, the thing is\Man, am I hungry!\Huh?\Inori, are you hungry?\What do you want, pepperoni pizza or cheese?\Hmm, I kind of think I want cake.\Shu, would you go pick some up? response:	What, now?
context: No, okay, the thing is\Man, am I hungry!\Huh?\Inori, are you hungry?\What do you want, pepperoni pizza or cheese?\Hmm, I kind of think I want cake.\Shu, would you go pick some up?\What, now? response:	Yep. We'll have a tasty dinner while you tell me the whole story.
context: Man, am I hungry!\Huh?\Inori, are you hungry?\What do you want, pepperoni pizza or cheese?\Hmm, I kind of think I want cake.\Shu, would you go pick some up?\What, now?\Yep. We'll have a tasty dinner while you tell me the whole story. response:	Gai, are you sure it was okay to let Shu go back to school?
context: Huh?\Inori, are you hungry?\What do you want, pepperoni pizza or cheese?\Hmm, I kind of think I want cake.\Shu, would you go pick some up?\What, now?\Yep. We'll have a tasty dinner while you tell me the whole story.\Gai, are you sure it was okay to let Shu go back to school? response:	He'll make a good decoy.
context: Inori, are you hungry?\What do you want, pepperoni pizza or cheese?\Hmm, I kind of think I want cake.\Shu, would you go pick some up?\What, now?\Yep. We'll have a tasty dinner while you tell me the whole story.\Gai, are you sure it was okay to let Shu go back to school?\He'll make a good decoy. response:	Well, Inori's with him, at least.
context: What do you want, pepperoni pizza or cheese?\Hmm, I kind of think I want cake.\Shu, would you go pick some up?\What, now?\Yep. We'll have a tasty dinner while you tell me the whole story.\Gai, are you sure it was okay to let Shu go back to school?\He'll make a good decoy.\Well, Inori's with him, at least. response:	Gai, the last few fights have left us short on equipment.
context: Hmm, I kind of think I want cake.\Shu, would you go pick some up?\What, now?\Yep. We'll have a tasty dinner while you tell me the whole story.\Gai, are you sure it was okay to let Shu go back to school?\He'll make a good decoy.\Well, Inori's with him, at least.\Gai, the last few fights have left us short on equipment. response:	We got some money out of the OAU, didn't we?
context: Shu, would you go pick some up?\What, now?\Yep. We'll have a tasty dinner while you tell me the whole story.\Gai, are you sure it was okay to let Shu go back to school?\He'll make a good decoy.\Well, Inori's with him, at least.\Gai, the last few fights have left us short on equipment.\We got some money out of the OAU, didn't we? response:	We may have funds, but we don't have a way of buying weapons,
