context: I say yes response:	Stay with me
context: Lets change any future into hope\Don't touch! S\Touch me S\Y-You stupid dog!\Be right here! close to me\Always, always look at me at all times\You looked away, didnt you? At other girls\Ill punish those who are wavering and insolent response:	Dont touch! Because I wont listen to excuses
context: Don't touch! S\Touch me S\Y-You stupid dog!\Be right here! close to me\Always, always look at me at all times\You looked away, didnt you? At other girls\Ill punish those who are wavering and insolent\Dont touch! Because I wont listen to excuses response:	Touch me because I'm tired Hey, lend me your shoulder
context: Touch me S\Y-You stupid dog!\Be right here! close to me\Always, always look at me at all times\You looked away, didnt you? At other girls\Ill punish those who are wavering and insolent\Dont touch! Because I wont listen to excuses\Touch me because I'm tired Hey, lend me your shoulder response:	I love you, its a lie
context: Y-You stupid dog!\Be right here! close to me\Always, always look at me at all times\You looked away, didnt you? At other girls\Ill punish those who are wavering and insolent\Dont touch! Because I wont listen to excuses\Touch me because I'm tired Hey, lend me your shoulder\I love you, its a lie response:	I hate you, thats a lie, too
context: Be right here! close to me\Always, always look at me at all times\You looked away, didnt you? At other girls\Ill punish those who are wavering and insolent\Dont touch! Because I wont listen to excuses\Touch me because I'm tired Hey, lend me your shoulder\I love you, its a lie\I hate you, thats a lie, too response:	Nay nay nay, its useless, its a misunderstanding
context: Always, always look at me at all times\You looked away, didnt you? At other girls\Ill punish those who are wavering and insolent\Dont touch! Because I wont listen to excuses\Touch me because I'm tired Hey, lend me your shoulder\I love you, its a lie\I hate you, thats a lie, too\Nay nay nay, its useless, its a misunderstanding response:	So I wont say, I love you”
context: You looked away, didnt you? At other girls\Ill punish those who are wavering and insolent\Dont touch! Because I wont listen to excuses\Touch me because I'm tired Hey, lend me your shoulder\I love you, its a lie\I hate you, thats a lie, too\Nay nay nay, its useless, its a misunderstanding\So I wont say, I love you” response:	Non non non, because I absolutely wont forgive you
context: Ill punish those who are wavering and insolent\Dont touch! Because I wont listen to excuses\Touch me because I'm tired Hey, lend me your shoulder\I love you, its a lie\I hate you, thats a lie, too\Nay nay nay, its useless, its a misunderstanding\So I wont say, I love you”\Non non non, because I absolutely wont forgive you response:	If you go to somewhere else
context: Dont touch! Because I wont listen to excuses\Touch me because I'm tired Hey, lend me your shoulder\I love you, its a lie\I hate you, thats a lie, too\Nay nay nay, its useless, its a misunderstanding\So I wont say, I love you”\Non non non, because I absolutely wont forgive you\If you go to somewhere else response:	But
context: Touch me because I'm tired Hey, lend me your shoulder\I love you, its a lie\I hate you, thats a lie, too\Nay nay nay, its useless, its a misunderstanding\So I wont say, I love you”\Non non non, because I absolutely wont forgive you\If you go to somewhere else\But response:	The truth is, I want to be by your side more than anyone else
context: I love you, its a lie\I hate you, thats a lie, too\Nay nay nay, its useless, its a misunderstanding\So I wont say, I love you”\Non non non, because I absolutely wont forgive you\If you go to somewhere else\But\The truth is, I want to be by your side more than anyone else response:	Lets go take a walk in chains of love!
context: I hate you, thats a lie, too\Nay nay nay, its useless, its a misunderstanding\So I wont say, I love you”\Non non non, because I absolutely wont forgive you\If you go to somewhere else\But\The truth is, I want to be by your side more than anyone else\Lets go take a walk in chains of love! response:	Sword of the Holy Man
context: Nay nay nay, its useless, its a misunderstanding\So I wont say, I love you”\Non non non, because I absolutely wont forgive you\If you go to somewhere else\But\The truth is, I want to be by your side more than anyone else\Lets go take a walk in chains of love!\Sword of the Holy Man response:	Sword of the Holy Man
context: So I wont say, I love you”\Non non non, because I absolutely wont forgive you\If you go to somewhere else\But\The truth is, I want to be by your side more than anyone else\Lets go take a walk in chains of love!\Sword of the Holy Man\Sword of the Holy Man response:	Next Time
context: Non non non, because I absolutely wont forgive you\If you go to somewhere else\But\The truth is, I want to be by your side more than anyone else\Lets go take a walk in chains of love!\Sword of the Holy Man\Sword of the Holy Man\Next Time response:	The Valliere Sisters
context: If you go to somewhere else\But\The truth is, I want to be by your side more than anyone else\Lets go take a walk in chains of love!\Sword of the Holy Man\Sword of the Holy Man\Next Time\The Valliere Sisters response:	You'll go no matter what?
context: But\The truth is, I want to be by your side more than anyone else\Lets go take a walk in chains of love!\Sword of the Holy Man\Sword of the Holy Man\Next Time\The Valliere Sisters\You'll go no matter what? response:	Yeah.
context: The truth is, I want to be by your side more than anyone else\Lets go take a walk in chains of love!\Sword of the Holy Man\Sword of the Holy Man\Next Time\The Valliere Sisters\You'll go no matter what?\Yeah. response:	Montmorency, I'm headed off to join the army now.
context: Lets go take a walk in chains of love!\Sword of the Holy Man\Sword of the Holy Man\Next Time\The Valliere Sisters\You'll go no matter what?\Yeah.\Montmorency, I'm headed off to join the army now. response:	I want you to see me off with a smile.
context: Sword of the Holy Man\Sword of the Holy Man\Next Time\The Valliere Sisters\You'll go no matter what?\Yeah.\Montmorency, I'm headed off to join the army now.\I want you to see me off with a smile. response:	A smile?
context: Sword of the Holy Man\Next Time\The Valliere Sisters\You'll go no matter what?\Yeah.\Montmorency, I'm headed off to join the army now.\I want you to see me off with a smile.\A smile? response:	Even if you might die when you go off to war?
context: Next Time\The Valliere Sisters\You'll go no matter what?\Yeah.\Montmorency, I'm headed off to join the army now.\I want you to see me off with a smile.\A smile?\Even if you might die when you go off to war? response:	To die protecting one's country...
context: The Valliere Sisters\You'll go no matter what?\Yeah.\Montmorency, I'm headed off to join the army now.\I want you to see me off with a smile.\A smile?\Even if you might die when you go off to war?\To die protecting one's country... response:	Is this not the most honourable death for an aristocrat?
context: You'll go no matter what?\Yeah.\Montmorency, I'm headed off to join the army now.\I want you to see me off with a smile.\A smile?\Even if you might die when you go off to war?\To die protecting one's country...\Is this not the most honourable death for an aristocrat? response:	Who cares about honour?!
context: Yeah.\Montmorency, I'm headed off to join the army now.\I want you to see me off with a smile.\A smile?\Even if you might die when you go off to war?\To die protecting one's country...\Is this not the most honourable death for an aristocrat?\Who cares about honour?! response:	If you die, we'll never see each other again!
context: Montmorency, I'm headed off to join the army now.\I want you to see me off with a smile.\A smile?\Even if you might die when you go off to war?\To die protecting one's country...\Is this not the most honourable death for an aristocrat?\Who cares about honour?!\If you die, we'll never see each other again! response:	Do you... care that much about me?
context: I want you to see me off with a smile.\A smile?\Even if you might die when you go off to war?\To die protecting one's country...\Is this not the most honourable death for an aristocrat?\Who cares about honour?!\If you die, we'll never see each other again!\Do you... care that much about me? response:	Of course.
context: A smile?\Even if you might die when you go off to war?\To die protecting one's country...\Is this not the most honourable death for an aristocrat?\Who cares about honour?!\If you die, we'll never see each other again!\Do you... care that much about me?\Of course. response:	Montmorency.
context: Even if you might die when you go off to war?\To die protecting one's country...\Is this not the most honourable death for an aristocrat?\Who cares about honour?!\If you die, we'll never see each other again!\Do you... care that much about me?\Of course.\Montmorency. response:	Guiche.
context: To die protecting one's country...\Is this not the most honourable death for an aristocrat?\Who cares about honour?!\If you die, we'll never see each other again!\Do you... care that much about me?\Of course.\Montmorency.\Guiche. response:	It looks like the army really is going to march into Albion.
context: Is this not the most honourable death for an aristocrat?\Who cares about honour?!\If you die, we'll never see each other again!\Do you... care that much about me?\Of course.\Montmorency.\Guiche.\It looks like the army really is going to march into Albion. response:	They drafted all the boys in the academy.
context: Who cares about honour?!\If you die, we'll never see each other again!\Do you... care that much about me?\Of course.\Montmorency.\Guiche.\It looks like the army really is going to march into Albion.\They drafted all the boys in the academy. response:	It's rough being an aristocrat, eh?
context: If you die, we'll never see each other again!\Do you... care that much about me?\Of course.\Montmorency.\Guiche.\It looks like the army really is going to march into Albion.\They drafted all the boys in the academy.\It's rough being an aristocrat, eh? response:	Hold on...
context: Do you... care that much about me?\Of course.\Montmorency.\Guiche.\It looks like the army really is going to march into Albion.\They drafted all the boys in the academy.\It's rough being an aristocrat, eh?\Hold on... response:	If all the boys were drafted,
context: Of course.\Montmorency.\Guiche.\It looks like the army really is going to march into Albion.\They drafted all the boys in the academy.\It's rough being an aristocrat, eh?\Hold on...\If all the boys were drafted, response:	that leaves me as the sole remaining young male in the academy.
context: Montmorency.\Guiche.\It looks like the army really is going to march into Albion.\They drafted all the boys in the academy.\It's rough being an aristocrat, eh?\Hold on...\If all the boys were drafted,\that leaves me as the sole remaining young male in the academy. response:	What are you imagining?
context: Guiche.\It looks like the army really is going to march into Albion.\They drafted all the boys in the academy.\It's rough being an aristocrat, eh?\Hold on...\If all the boys were drafted,\that leaves me as the sole remaining young male in the academy.\What are you imagining? response:	Hey, what's that?
context: It looks like the army really is going to march into Albion.\They drafted all the boys in the academy.\It's rough being an aristocrat, eh?\Hold on...\If all the boys were drafted,\that leaves me as the sole remaining young male in the academy.\What are you imagining?\Hey, what's that? response:	A dragon?
context: They drafted all the boys in the academy.\It's rough being an aristocrat, eh?\Hold on...\If all the boys were drafted,\that leaves me as the sole remaining young male in the academy.\What are you imagining?\Hey, what's that?\A dragon? response:	He's so handsome!
context: It's rough being an aristocrat, eh?\Hold on...\If all the boys were drafted,\that leaves me as the sole remaining young male in the academy.\What are you imagining?\Hey, what's that?\A dragon?\He's so handsome! response:	Oh, my.
context: Hold on...\If all the boys were drafted,\that leaves me as the sole remaining young male in the academy.\What are you imagining?\Hey, what's that?\A dragon?\He's so handsome!\Oh, my. response:	Montmorency?
context: If all the boys were drafted,\that leaves me as the sole remaining young male in the academy.\What are you imagining?\Hey, what's that?\A dragon?\He's so handsome!\Oh, my.\Montmorency? response:	Oh, you're still here?
context: that leaves me as the sole remaining young male in the academy.\What are you imagining?\Hey, what's that?\A dragon?\He's so handsome!\Oh, my.\Montmorency?\Oh, you're still here? response:	D-Don't give me that...
context: What are you imagining?\Hey, what's that?\A dragon?\He's so handsome!\Oh, my.\Montmorency?\Oh, you're still here?\D-Don't give me that... response:	My name is Julio Chesare.
context: Hey, what's that?\A dragon?\He's so handsome!\Oh, my.\Montmorency?\Oh, you're still here?\D-Don't give me that...\My name is Julio Chesare. response:	I am a transfer student from Romalia.
context: A dragon?\He's so handsome!\Oh, my.\Montmorency?\Oh, you're still here?\D-Don't give me that...\My name is Julio Chesare.\I am a transfer student from Romalia. response:	Pleased to meet you.
context: He's so handsome!\Oh, my.\Montmorency?\Oh, you're still here?\D-Don't give me that...\My name is Julio Chesare.\I am a transfer student from Romalia.\Pleased to meet you. response:	As you can see,
context: Oh, my.\Montmorency?\Oh, you're still here?\D-Don't give me that...\My name is Julio Chesare.\I am a transfer student from Romalia.\Pleased to meet you.\As you can see, response:	the colour of a flame becomes fainter as its temperature rises.
context: Montmorency?\Oh, you're still here?\D-Don't give me that...\My name is Julio Chesare.\I am a transfer student from Romalia.\Pleased to meet you.\As you can see,\the colour of a flame becomes fainter as its temperature rises. response:	Do you see?
context: Oh, you're still here?\D-Don't give me that...\My name is Julio Chesare.\I am a transfer student from Romalia.\Pleased to meet you.\As you can see,\the colour of a flame becomes fainter as its temperature rises.\Do you see? response:	There are several metals that cannot be processed without a hot flame.
context: D-Don't give me that...\My name is Julio Chesare.\I am a transfer student from Romalia.\Pleased to meet you.\As you can see,\the colour of a flame becomes fainter as its temperature rises.\Do you see?\There are several metals that cannot be processed without a hot flame. response:	They say he's a flamen from Romalia, so he isn't joining the military
context: My name is Julio Chesare.\I am a transfer student from Romalia.\Pleased to meet you.\As you can see,\the colour of a flame becomes fainter as its temperature rises.\Do you see?\There are several metals that cannot be processed without a hot flame.\They say he's a flamen from Romalia, so he isn't joining the military response:	Flamen?
context: I am a transfer student from Romalia.\Pleased to meet you.\As you can see,\the colour of a flame becomes fainter as its temperature rises.\Do you see?\There are several metals that cannot be processed without a hot flame.\They say he's a flamen from Romalia, so he isn't joining the military\Flamen? response:	Why come to a magic academy?
context: Pleased to meet you.\As you can see,\the colour of a flame becomes fainter as its temperature rises.\Do you see?\There are several metals that cannot be processed without a hot flame.\They say he's a flamen from Romalia, so he isn't joining the military\Flamen?\Why come to a magic academy? response:	I don't know.
context: As you can see,\the colour of a flame becomes fainter as its temperature rises.\Do you see?\There are several metals that cannot be processed without a hot flame.\They say he's a flamen from Romalia, so he isn't joining the military\Flamen?\Why come to a magic academy?\I don't know. response:	Who cares as long as he's handsome.
context: the colour of a flame becomes fainter as its temperature rises.\Do you see?\There are several metals that cannot be processed without a hot flame.\They say he's a flamen from Romalia, so he isn't joining the military\Flamen?\Why come to a magic academy?\I don't know.\Who cares as long as he's handsome. response:	Damn it.
context: Do you see?\There are several metals that cannot be processed without a hot flame.\They say he's a flamen from Romalia, so he isn't joining the military\Flamen?\Why come to a magic academy?\I don't know.\Who cares as long as he's handsome.\Damn it. response:	All the girls are looking at him.
context: There are several metals that cannot be processed without a hot flame.\They say he's a flamen from Romalia, so he isn't joining the military\Flamen?\Why come to a magic academy?\I don't know.\Who cares as long as he's handsome.\Damn it.\All the girls are looking at him. response:	Is the blondie that good?
context: They say he's a flamen from Romalia, so he isn't joining the military\Flamen?\Why come to a magic academy?\I don't know.\Who cares as long as he's handsome.\Damn it.\All the girls are looking at him.\Is the blondie that good? response:	Better than a dog I know.
context: Flamen?\Why come to a magic academy?\I don't know.\Who cares as long as he's handsome.\Damn it.\All the girls are looking at him.\Is the blondie that good?\Better than a dog I know. response:	Do you want to be popular that badly?
context: Why come to a magic academy?\I don't know.\Who cares as long as he's handsome.\Damn it.\All the girls are looking at him.\Is the blondie that good?\Better than a dog I know.\Do you want to be popular that badly? response:	N-Not really.
context: I don't know.\Who cares as long as he's handsome.\Damn it.\All the girls are looking at him.\Is the blondie that good?\Better than a dog I know.\Do you want to be popular that badly?\N-Not really. response:	How about you? Aren't you interested in him?
context: Who cares as long as he's handsome.\Damn it.\All the girls are looking at him.\Is the blondie that good?\Better than a dog I know.\Do you want to be popular that badly?\N-Not really.\How about you? Aren't you interested in him? response:	W-Why me?
context: Damn it.\All the girls are looking at him.\Is the blondie that good?\Better than a dog I know.\Do you want to be popular that badly?\N-Not really.\How about you? Aren't you interested in him?\W-Why me? response:	Agnes?
context: All the girls are looking at him.\Is the blondie that good?\Better than a dog I know.\Do you want to be popular that badly?\N-Not really.\How about you? Aren't you interested in him?\W-Why me?\Agnes? response:	Everyone, out to the field, now.
context: Is the blondie that good?\Better than a dog I know.\Do you want to be popular that badly?\N-Not really.\How about you? Aren't you interested in him?\W-Why me?\Agnes?\Everyone, out to the field, now. response:	W-Who are you people?
context: Better than a dog I know.\Do you want to be popular that badly?\N-Not really.\How about you? Aren't you interested in him?\W-Why me?\Agnes?\Everyone, out to the field, now.\W-Who are you people? response:	Her Highness' Musketeer Force.
context: Do you want to be popular that badly?\N-Not really.\How about you? Aren't you interested in him?\W-Why me?\Agnes?\Everyone, out to the field, now.\W-Who are you people?\Her Highness' Musketeer Force. response:	We have been stationed at this school in order to provide you with military drills.
context: N-Not really.\How about you? Aren't you interested in him?\W-Why me?\Agnes?\Everyone, out to the field, now.\W-Who are you people?\Her Highness' Musketeer Force.\We have been stationed at this school in order to provide you with military drills. response:	Class is cancelled.
context: How about you? Aren't you interested in him?\W-Why me?\Agnes?\Everyone, out to the field, now.\W-Who are you people?\Her Highness' Musketeer Force.\We have been stationed at this school in order to provide you with military drills.\Class is cancelled. response:	Cancelled?
context: W-Why me?\Agnes?\Everyone, out to the field, now.\W-Who are you people?\Her Highness' Musketeer Force.\We have been stationed at this school in order to provide you with military drills.\Class is cancelled.\Cancelled? response:	Assemble in the field.
context: Agnes?\Everyone, out to the field, now.\W-Who are you people?\Her Highness' Musketeer Force.\We have been stationed at this school in order to provide you with military drills.\Class is cancelled.\Cancelled?\Assemble in the field. response:	Everyone, please take your seats.
context: Everyone, out to the field, now.\W-Who are you people?\Her Highness' Musketeer Force.\We have been stationed at this school in order to provide you with military drills.\Class is cancelled.\Cancelled?\Assemble in the field.\Everyone, please take your seats. response:	We are continuing the class.
context: W-Who are you people?\Her Highness' Musketeer Force.\We have been stationed at this school in order to provide you with military drills.\Class is cancelled.\Cancelled?\Assemble in the field.\Everyone, please take your seats.\We are continuing the class. response:	Teacher, we are in the midst of war.
context: Her Highness' Musketeer Force.\We have been stationed at this school in order to provide you with military drills.\Class is cancelled.\Cancelled?\Assemble in the field.\Everyone, please take your seats.\We are continuing the class.\Teacher, we are in the midst of war. response:	It is not a time to be holding classes.
context: We have been stationed at this school in order to provide you with military drills.\Class is cancelled.\Cancelled?\Assemble in the field.\Everyone, please take your seats.\We are continuing the class.\Teacher, we are in the midst of war.\It is not a time to be holding classes. response:	It is because we are in a war that we must learn how foolish it is.
context: Class is cancelled.\Cancelled?\Assemble in the field.\Everyone, please take your seats.\We are continuing the class.\Teacher, we are in the midst of war.\It is not a time to be holding classes.\It is because we are in a war that we must learn how foolish it is. response:	All the boys have joined the military,
context: Cancelled?\Assemble in the field.\Everyone, please take your seats.\We are continuing the class.\Teacher, we are in the midst of war.\It is not a time to be holding classes.\It is because we are in a war that we must learn how foolish it is.\All the boys have joined the military, response:	but I would like you to not bring war onto this campus!
context: Assemble in the field.\Everyone, please take your seats.\We are continuing the class.\Teacher, we are in the midst of war.\It is not a time to be holding classes.\It is because we are in a war that we must learn how foolish it is.\All the boys have joined the military,\but I would like you to not bring war onto this campus! response:	Silence!
context: Everyone, please take your seats.\We are continuing the class.\Teacher, we are in the midst of war.\It is not a time to be holding classes.\It is because we are in a war that we must learn how foolish it is.\All the boys have joined the military,\but I would like you to not bring war onto this campus!\Silence! response:	I hate mages...
context: We are continuing the class.\Teacher, we are in the midst of war.\It is not a time to be holding classes.\It is because we are in a war that we must learn how foolish it is.\All the boys have joined the military,\but I would like you to not bring war onto this campus!\Silence!\I hate mages... response:	especially those who use fire.
context: Teacher, we are in the midst of war.\It is not a time to be holding classes.\It is because we are in a war that we must learn how foolish it is.\All the boys have joined the military,\but I would like you to not bring war onto this campus!\Silence!\I hate mages...\especially those who use fire. response:	Hate mages?
context: It is not a time to be holding classes.\It is because we are in a war that we must learn how foolish it is.\All the boys have joined the military,\but I would like you to not bring war onto this campus!\Silence!\I hate mages...\especially those who use fire.\Hate mages? response:	Do not interfere with my duties.
context: It is because we are in a war that we must learn how foolish it is.\All the boys have joined the military,\but I would like you to not bring war onto this campus!\Silence!\I hate mages...\especially those who use fire.\Hate mages?\Do not interfere with my duties. response:	Out to the field!
context: All the boys have joined the military,\but I would like you to not bring war onto this campus!\Silence!\I hate mages...\especially those who use fire.\Hate mages?\Do not interfere with my duties.\Out to the field! response:	Saito.
context: but I would like you to not bring war onto this campus!\Silence!\I hate mages...\especially those who use fire.\Hate mages?\Do not interfere with my duties.\Out to the field!\Saito. response:	To attention!
context: Silence!\I hate mages...\especially those who use fire.\Hate mages?\Do not interfere with my duties.\Out to the field!\Saito.\To attention! response:	We will now begin the training.
context: I hate mages...\especially those who use fire.\Hate mages?\Do not interfere with my duties.\Out to the field!\Saito.\To attention!\We will now begin the training. response:	Hold on!
context: especially those who use fire.\Hate mages?\Do not interfere with my duties.\Out to the field!\Saito.\To attention!\We will now begin the training.\Hold on! response:	We're mages!
context: Hate mages?\Do not interfere with my duties.\Out to the field!\Saito.\To attention!\We will now begin the training.\Hold on!\We're mages! response:	We don't need this kind of thing.
context: Do not interfere with my duties.\Out to the field!\Saito.\To attention!\We will now begin the training.\Hold on!\We're mages!\We don't need this kind of thing. response:	Let's practice practical magic, whether offensive or defensive.
context: Out to the field!\Saito.\To attention!\We will now begin the training.\Hold on!\We're mages!\We don't need this kind of thing.\Let's practice practical magic, whether offensive or defensive. response:	Magic, eh?
context: Saito.\To attention!\We will now begin the training.\Hold on!\We're mages!\We don't need this kind of thing.\Let's practice practical magic, whether offensive or defensive.\Magic, eh? response:	Go ahead.
context: To attention!\We will now begin the training.\Hold on!\We're mages!\We don't need this kind of thing.\Let's practice practical magic, whether offensive or defensive.\Magic, eh?\Go ahead. response:	Defeat me using magic.
context: We will now begin the training.\Hold on!\We're mages!\We don't need this kind of thing.\Let's practice practical magic, whether offensive or defensive.\Magic, eh?\Go ahead.\Defeat me using magic. response:	What is wrong?
context: Hold on!\We're mages!\We don't need this kind of thing.\Let's practice practical magic, whether offensive or defensive.\Magic, eh?\Go ahead.\Defeat me using magic.\What is wrong? response:	Y-You're hurting me!
context: We're mages!\We don't need this kind of thing.\Let's practice practical magic, whether offensive or defensive.\Magic, eh?\Go ahead.\Defeat me using magic.\What is wrong?\Y-You're hurting me! response:	Can't you do anything once you get your wand taken away?
context: We don't need this kind of thing.\Let's practice practical magic, whether offensive or defensive.\Magic, eh?\Go ahead.\Defeat me using magic.\What is wrong?\Y-You're hurting me!\Can't you do anything once you get your wand taken away? response:	If I were an enemy, you would be dead.
context: Let's practice practical magic, whether offensive or defensive.\Magic, eh?\Go ahead.\Defeat me using magic.\What is wrong?\Y-You're hurting me!\Can't you do anything once you get your wand taken away?\If I were an enemy, you would be dead. response:	L-Let go of me!
context: Magic, eh?\Go ahead.\Defeat me using magic.\What is wrong?\Y-You're hurting me!\Can't you do anything once you get your wand taken away?\If I were an enemy, you would be dead.\L-Let go of me! response:	You never know what might happen in a real battle.
context: Go ahead.\Defeat me using magic.\What is wrong?\Y-You're hurting me!\Can't you do anything once you get your wand taken away?\If I were an enemy, you would be dead.\L-Let go of me!\You never know what might happen in a real battle. response:	Even with a wand in your hand, you may not have enough time to cast your spell.
context: Defeat me using magic.\What is wrong?\Y-You're hurting me!\Can't you do anything once you get your wand taken away?\If I were an enemy, you would be dead.\L-Let go of me!\You never know what might happen in a real battle.\Even with a wand in your hand, you may not have enough time to cast your spell. response:	Listen.
context: What is wrong?\Y-You're hurting me!\Can't you do anything once you get your wand taken away?\If I were an enemy, you would be dead.\L-Let go of me!\You never know what might happen in a real battle.\Even with a wand in your hand, you may not have enough time to cast your spell.\Listen. response:	These are the very basics.
context: Y-You're hurting me!\Can't you do anything once you get your wand taken away?\If I were an enemy, you would be dead.\L-Let go of me!\You never know what might happen in a real battle.\Even with a wand in your hand, you may not have enough time to cast your spell.\Listen.\These are the very basics. response:	Skills with which to protect yourself.
context: Can't you do anything once you get your wand taken away?\If I were an enemy, you would be dead.\L-Let go of me!\You never know what might happen in a real battle.\Even with a wand in your hand, you may not have enough time to cast your spell.\Listen.\These are the very basics.\Skills with which to protect yourself. response:	Begin!
context: If I were an enemy, you would be dead.\L-Let go of me!\You never know what might happen in a real battle.\Even with a wand in your hand, you may not have enough time to cast your spell.\Listen.\These are the very basics.\Skills with which to protect yourself.\Begin! response:	Practice with us.
context: L-Let go of me!\You never know what might happen in a real battle.\Even with a wand in your hand, you may not have enough time to cast your spell.\Listen.\These are the very basics.\Skills with which to protect yourself.\Begin!\Practice with us. response:	Hey, how about a private lesson with me?
context: You never know what might happen in a real battle.\Even with a wand in your hand, you may not have enough time to cast your spell.\Listen.\These are the very basics.\Skills with which to protect yourself.\Begin!\Practice with us.\Hey, how about a private lesson with me? response:	I am sorry, but my partner has already been chosen.
context: Even with a wand in your hand, you may not have enough time to cast your spell.\Listen.\These are the very basics.\Skills with which to protect yourself.\Begin!\Practice with us.\Hey, how about a private lesson with me?\I am sorry, but my partner has already been chosen. response:	So, who's your partner?
context: Listen.\These are the very basics.\Skills with which to protect yourself.\Begin!\Practice with us.\Hey, how about a private lesson with me?\I am sorry, but my partner has already been chosen.\So, who's your partner? response:	No way!
context: These are the very basics.\Skills with which to protect yourself.\Begin!\Practice with us.\Hey, how about a private lesson with me?\I am sorry, but my partner has already been chosen.\So, who's your partner?\No way! response:	Miss Valliere.
context: Skills with which to protect yourself.\Begin!\Practice with us.\Hey, how about a private lesson with me?\I am sorry, but my partner has already been chosen.\So, who's your partner?\No way!\Miss Valliere. response:	Actually, may I call you Louise?
context: Begin!\Practice with us.\Hey, how about a private lesson with me?\I am sorry, but my partner has already been chosen.\So, who's your partner?\No way!\Miss Valliere.\Actually, may I call you Louise? response:	Well, come at me.
context: Practice with us.\Hey, how about a private lesson with me?\I am sorry, but my partner has already been chosen.\So, who's your partner?\No way!\Miss Valliere.\Actually, may I call you Louise?\Well, come at me. response:	Come on.
context: Hey, how about a private lesson with me?\I am sorry, but my partner has already been chosen.\So, who's your partner?\No way!\Miss Valliere.\Actually, may I call you Louise?\Well, come at me.\Come on. response:	Okay.
