context: That was close. I almost got killed. response:	You're slacking off.
context: What were you thinking, engaging in single combat? That's not your style.\You fool!\What, did you really think you had become a true Genpei warrior?\Remember what you did during the battle?\What a joke!\You were also brought into this world! Where are you?!\I will not follow your orders anymore!\Do as you please, Yoichi. I'll see you. response:	It'll be more... interesting next time.
context: You fool!\What, did you really think you had become a true Genpei warrior?\Remember what you did during the battle?\What a joke!\You were also brought into this world! Where are you?!\I will not follow your orders anymore!\Do as you please, Yoichi. I'll see you.\It'll be more... interesting next time. response:	Act 8 Mystery CALL ME
context: What, did you really think you had become a true Genpei warrior?\Remember what you did during the battle?\What a joke!\You were also brought into this world! Where are you?!\I will not follow your orders anymore!\Do as you please, Yoichi. I'll see you.\It'll be more... interesting next time.\Act 8 Mystery CALL ME response:	Who are you? I mean... who are all of you?
context: Remember what you did during the battle?\What a joke!\You were also brought into this world! Where are you?!\I will not follow your orders anymore!\Do as you please, Yoichi. I'll see you.\It'll be more... interesting next time.\Act 8 Mystery CALL ME\Who are you? I mean... who are all of you? response:	I am a man who hates the Ends.
context: What a joke!\You were also brought into this world! Where are you?!\I will not follow your orders anymore!\Do as you please, Yoichi. I'll see you.\It'll be more... interesting next time.\Act 8 Mystery CALL ME\Who are you? I mean... who are all of you?\I am a man who hates the Ends. response:	I am Olminu's master and the leader of the magician organization, the Octobrists.
context: You were also brought into this world! Where are you?!\I will not follow your orders anymore!\Do as you please, Yoichi. I'll see you.\It'll be more... interesting next time.\Act 8 Mystery CALL ME\Who are you? I mean... who are all of you?\I am a man who hates the Ends.\I am Olminu's master and the leader of the magician organization, the Octobrists. response:	I am the man tasked with supporting the Drifters
context: I will not follow your orders anymore!\Do as you please, Yoichi. I'll see you.\It'll be more... interesting next time.\Act 8 Mystery CALL ME\Who are you? I mean... who are all of you?\I am a man who hates the Ends.\I am Olminu's master and the leader of the magician organization, the Octobrists.\I am the man tasked with supporting the Drifters response:	and wiping out the Ends who should not exist in this world.
context: Do as you please, Yoichi. I'll see you.\It'll be more... interesting next time.\Act 8 Mystery CALL ME\Who are you? I mean... who are all of you?\I am a man who hates the Ends.\I am Olminu's master and the leader of the magician organization, the Octobrists.\I am the man tasked with supporting the Drifters\and wiping out the Ends who should not exist in this world. response:	So, you are one of those Drifters?
context: It'll be more... interesting next time.\Act 8 Mystery CALL ME\Who are you? I mean... who are all of you?\I am a man who hates the Ends.\I am Olminu's master and the leader of the magician organization, the Octobrists.\I am the man tasked with supporting the Drifters\and wiping out the Ends who should not exist in this world.\So, you are one of those Drifters? response:	Your name?
context: Act 8 Mystery CALL ME\Who are you? I mean... who are all of you?\I am a man who hates the Ends.\I am Olminu's master and the leader of the magician organization, the Octobrists.\I am the man tasked with supporting the Drifters\and wiping out the Ends who should not exist in this world.\So, you are one of those Drifters?\Your name? response:	Abe no Haruakira.
context: Who are you? I mean... who are all of you?\I am a man who hates the Ends.\I am Olminu's master and the leader of the magician organization, the Octobrists.\I am the man tasked with supporting the Drifters\and wiping out the Ends who should not exist in this world.\So, you are one of those Drifters?\Your name?\Abe no Haruakira. response:	Abe no Haruakira?
context: I am a man who hates the Ends.\I am Olminu's master and the leader of the magician organization, the Octobrists.\I am the man tasked with supporting the Drifters\and wiping out the Ends who should not exist in this world.\So, you are one of those Drifters?\Your name?\Abe no Haruakira.\Abe no Haruakira? response:	Do you mean Abe no Seimei?!
context: I am Olminu's master and the leader of the magician organization, the Octobrists.\I am the man tasked with supporting the Drifters\and wiping out the Ends who should not exist in this world.\So, you are one of those Drifters?\Your name?\Abe no Haruakira.\Abe no Haruakira?\Do you mean Abe no Seimei?! response:	I heard that I've been called Seimei according to the customary way of naming notables.
context: I am the man tasked with supporting the Drifters\and wiping out the Ends who should not exist in this world.\So, you are one of those Drifters?\Your name?\Abe no Haruakira.\Abe no Haruakira?\Do you mean Abe no Seimei?!\I heard that I've been called Seimei according to the customary way of naming notables. response:	I am not worthy of the name.
context: and wiping out the Ends who should not exist in this world.\So, you are one of those Drifters?\Your name?\Abe no Haruakira.\Abe no Haruakira?\Do you mean Abe no Seimei?!\I heard that I've been called Seimei according to the customary way of naming notables.\I am not worthy of the name. response:	Good. It looks like you settled things over here, too.
context: So, you are one of those Drifters?\Your name?\Abe no Haruakira.\Abe no Haruakira?\Do you mean Abe no Seimei?!\I heard that I've been called Seimei according to the customary way of naming notables.\I am not worthy of the name.\Good. It looks like you settled things over here, too. response:	Ah, I see more unfamiliar faces.
context: Your name?\Abe no Haruakira.\Abe no Haruakira?\Do you mean Abe no Seimei?!\I heard that I've been called Seimei according to the customary way of naming notables.\I am not worthy of the name.\Good. It looks like you settled things over here, too.\Ah, I see more unfamiliar faces. response:	Who are you?
context: Abe no Haruakira.\Abe no Haruakira?\Do you mean Abe no Seimei?!\I heard that I've been called Seimei according to the customary way of naming notables.\I am not worthy of the name.\Good. It looks like you settled things over here, too.\Ah, I see more unfamiliar faces.\Who are you? response:	Hey, listen. It's Seimei. It's really him-Seimei, Abe no Seimei.
context: Abe no Haruakira?\Do you mean Abe no Seimei?!\I heard that I've been called Seimei according to the customary way of naming notables.\I am not worthy of the name.\Good. It looks like you settled things over here, too.\Ah, I see more unfamiliar faces.\Who are you?\Hey, listen. It's Seimei. It's really him-Seimei, Abe no Seimei. response:	Can you believe it?! Isn't it great?!
context: Do you mean Abe no Seimei?!\I heard that I've been called Seimei according to the customary way of naming notables.\I am not worthy of the name.\Good. It looks like you settled things over here, too.\Ah, I see more unfamiliar faces.\Who are you?\Hey, listen. It's Seimei. It's really him-Seimei, Abe no Seimei.\Can you believe it?! Isn't it great?! response:	Don't know.
context: I heard that I've been called Seimei according to the customary way of naming notables.\I am not worthy of the name.\Good. It looks like you settled things over here, too.\Ah, I see more unfamiliar faces.\Who are you?\Hey, listen. It's Seimei. It's really him-Seimei, Abe no Seimei.\Can you believe it?! Isn't it great?!\Don't know. response:	-Really? -Absolutely not.
context: I am not worthy of the name.\Good. It looks like you settled things over here, too.\Ah, I see more unfamiliar faces.\Who are you?\Hey, listen. It's Seimei. It's really him-Seimei, Abe no Seimei.\Can you believe it?! Isn't it great?!\Don't know.\-Really? -Absolutely not. response:	I used to be an Onmyodo practitioner in Kyoto.
context: Good. It looks like you settled things over here, too.\Ah, I see more unfamiliar faces.\Who are you?\Hey, listen. It's Seimei. It's really him-Seimei, Abe no Seimei.\Can you believe it?! Isn't it great?!\Don't know.\-Really? -Absolutely not.\I used to be an Onmyodo practitioner in Kyoto. response:	So you are an urbanite from the capital, huh?
context: Ah, I see more unfamiliar faces.\Who are you?\Hey, listen. It's Seimei. It's really him-Seimei, Abe no Seimei.\Can you believe it?! Isn't it great?!\Don't know.\-Really? -Absolutely not.\I used to be an Onmyodo practitioner in Kyoto.\So you are an urbanite from the capital, huh? response:	Do the city folks in Kyoto wear weird clothes like that?
context: Who are you?\Hey, listen. It's Seimei. It's really him-Seimei, Abe no Seimei.\Can you believe it?! Isn't it great?!\Don't know.\-Really? -Absolutely not.\I used to be an Onmyodo practitioner in Kyoto.\So you are an urbanite from the capital, huh?\Do the city folks in Kyoto wear weird clothes like that? response:	No, I had these made in this world.
context: Hey, listen. It's Seimei. It's really him-Seimei, Abe no Seimei.\Can you believe it?! Isn't it great?!\Don't know.\-Really? -Absolutely not.\I used to be an Onmyodo practitioner in Kyoto.\So you are an urbanite from the capital, huh?\Do the city folks in Kyoto wear weird clothes like that?\No, I had these made in this world. response:	Well, then...
context: Can you believe it?! Isn't it great?!\Don't know.\-Really? -Absolutely not.\I used to be an Onmyodo practitioner in Kyoto.\So you are an urbanite from the capital, huh?\Do the city folks in Kyoto wear weird clothes like that?\No, I had these made in this world.\Well, then... response:	Why didn't you shave your head, since you are the monk from Onmyoji Temple?
context: Don't know.\-Really? -Absolutely not.\I used to be an Onmyodo practitioner in Kyoto.\So you are an urbanite from the capital, huh?\Do the city folks in Kyoto wear weird clothes like that?\No, I had these made in this world.\Well, then...\Why didn't you shave your head, since you are the monk from Onmyoji Temple? response:	I am sorry, Haruaki! I am so sorry!
context: -Really? -Absolutely not.\I used to be an Onmyodo practitioner in Kyoto.\So you are an urbanite from the capital, huh?\Do the city folks in Kyoto wear weird clothes like that?\No, I had these made in this world.\Well, then...\Why didn't you shave your head, since you are the monk from Onmyoji Temple?\I am sorry, Haruaki! I am so sorry! response:	He's just a dense kid.
context: I used to be an Onmyodo practitioner in Kyoto.\So you are an urbanite from the capital, huh?\Do the city folks in Kyoto wear weird clothes like that?\No, I had these made in this world.\Well, then...\Why didn't you shave your head, since you are the monk from Onmyoji Temple?\I am sorry, Haruaki! I am so sorry!\He's just a dense kid. response:	Grand Master, don't be sad. Don't get depressed.
context: So you are an urbanite from the capital, huh?\Do the city folks in Kyoto wear weird clothes like that?\No, I had these made in this world.\Well, then...\Why didn't you shave your head, since you are the monk from Onmyoji Temple?\I am sorry, Haruaki! I am so sorry!\He's just a dense kid.\Grand Master, don't be sad. Don't get depressed. response:	You won't be able to deal with them if you let such trivial matters get to you.
context: Do the city folks in Kyoto wear weird clothes like that?\No, I had these made in this world.\Well, then...\Why didn't you shave your head, since you are the monk from Onmyoji Temple?\I am sorry, Haruaki! I am so sorry!\He's just a dense kid.\Grand Master, don't be sad. Don't get depressed.\You won't be able to deal with them if you let such trivial matters get to you. response:	So... were you also brought into this world...
context: No, I had these made in this world.\Well, then...\Why didn't you shave your head, since you are the monk from Onmyoji Temple?\I am sorry, Haruaki! I am so sorry!\He's just a dense kid.\Grand Master, don't be sad. Don't get depressed.\You won't be able to deal with them if you let such trivial matters get to you.\So... were you also brought into this world... response:	Yes. It happened one day out of blue.
context: Well, then...\Why didn't you shave your head, since you are the monk from Onmyoji Temple?\I am sorry, Haruaki! I am so sorry!\He's just a dense kid.\Grand Master, don't be sad. Don't get depressed.\You won't be able to deal with them if you let such trivial matters get to you.\So... were you also brought into this world...\Yes. It happened one day out of blue. response:	Huh?!
context: Why didn't you shave your head, since you are the monk from Onmyoji Temple?\I am sorry, Haruaki! I am so sorry!\He's just a dense kid.\Grand Master, don't be sad. Don't get depressed.\You won't be able to deal with them if you let such trivial matters get to you.\So... were you also brought into this world...\Yes. It happened one day out of blue.\Huh?! response:	Then, the man opened the door...
context: I am sorry, Haruaki! I am so sorry!\He's just a dense kid.\Grand Master, don't be sad. Don't get depressed.\You won't be able to deal with them if you let such trivial matters get to you.\So... were you also brought into this world...\Yes. It happened one day out of blue.\Huh?!\Then, the man opened the door... response:	Then, I realized my task...
context: He's just a dense kid.\Grand Master, don't be sad. Don't get depressed.\You won't be able to deal with them if you let such trivial matters get to you.\So... were you also brought into this world...\Yes. It happened one day out of blue.\Huh?!\Then, the man opened the door...\Then, I realized my task... response:	Instead of looking at stars and playing with familiars,
context: Grand Master, don't be sad. Don't get depressed.\You won't be able to deal with them if you let such trivial matters get to you.\So... were you also brought into this world...\Yes. It happened one day out of blue.\Huh?!\Then, the man opened the door...\Then, I realized my task...\Instead of looking at stars and playing with familiars, response:	I was sent here to destroy the Ends.
context: You won't be able to deal with them if you let such trivial matters get to you.\So... were you also brought into this world...\Yes. It happened one day out of blue.\Huh?!\Then, the man opened the door...\Then, I realized my task...\Instead of looking at stars and playing with familiars,\I was sent here to destroy the Ends. response:	Ahh... That giant and the woman who manipulates fire...
context: So... were you also brought into this world...\Yes. It happened one day out of blue.\Huh?!\Then, the man opened the door...\Then, I realized my task...\Instead of looking at stars and playing with familiars,\I was sent here to destroy the Ends.\Ahh... That giant and the woman who manipulates fire... response:	They really gave us hell.
context: Yes. It happened one day out of blue.\Huh?!\Then, the man opened the door...\Then, I realized my task...\Instead of looking at stars and playing with familiars,\I was sent here to destroy the Ends.\Ahh... That giant and the woman who manipulates fire...\They really gave us hell. response:	What did you do with her?
context: Huh?!\Then, the man opened the door...\Then, I realized my task...\Instead of looking at stars and playing with familiars,\I was sent here to destroy the Ends.\Ahh... That giant and the woman who manipulates fire...\They really gave us hell.\What did you do with her? response:	I whacked her into the well, and then I head-butted her.
context: Then, the man opened the door...\Then, I realized my task...\Instead of looking at stars and playing with familiars,\I was sent here to destroy the Ends.\Ahh... That giant and the woman who manipulates fire...\They really gave us hell.\What did you do with her?\I whacked her into the well, and then I head-butted her. response:	-Wh...?! -D-Didn't you kill her?!
context: Then, I realized my task...\Instead of looking at stars and playing with familiars,\I was sent here to destroy the Ends.\Ahh... That giant and the woman who manipulates fire...\They really gave us hell.\What did you do with her?\I whacked her into the well, and then I head-butted her.\-Wh...?! -D-Didn't you kill her?! response:	N-No!
context: Instead of looking at stars and playing with familiars,\I was sent here to destroy the Ends.\Ahh... That giant and the woman who manipulates fire...\They really gave us hell.\What did you do with her?\I whacked her into the well, and then I head-butted her.\-Wh...?! -D-Didn't you kill her?!\N-No! response:	She is not there.
context: I was sent here to destroy the Ends.\Ahh... That giant and the woman who manipulates fire...\They really gave us hell.\What did you do with her?\I whacked her into the well, and then I head-butted her.\-Wh...?! -D-Didn't you kill her?!\N-No!\She is not there. response:	She must have gotten away. She is resilient.
context: Ahh... That giant and the woman who manipulates fire...\They really gave us hell.\What did you do with her?\I whacked her into the well, and then I head-butted her.\-Wh...?! -D-Didn't you kill her?!\N-No!\She is not there.\She must have gotten away. She is resilient. response:	You shouldn't have done that!
context: They really gave us hell.\What did you do with her?\I whacked her into the well, and then I head-butted her.\-Wh...?! -D-Didn't you kill her?!\N-No!\She is not there.\She must have gotten away. She is resilient.\You shouldn't have done that! response:	Why... Why didn't you kill her?!
context: What did you do with her?\I whacked her into the well, and then I head-butted her.\-Wh...?! -D-Didn't you kill her?!\N-No!\She is not there.\She must have gotten away. She is resilient.\You shouldn't have done that!\Why... Why didn't you kill her?! response:	She is of the End. If you don't kill her...!
context: I whacked her into the well, and then I head-butted her.\-Wh...?! -D-Didn't you kill her?!\N-No!\She is not there.\She must have gotten away. She is resilient.\You shouldn't have done that!\Why... Why didn't you kill her?!\She is of the End. If you don't kill her...! response:	Taking the head of a woman would be no great feat. It would only bring shame.
context: -Wh...?! -D-Didn't you kill her?!\N-No!\She is not there.\She must have gotten away. She is resilient.\You shouldn't have done that!\Why... Why didn't you kill her?!\She is of the End. If you don't kill her...!\Taking the head of a woman would be no great feat. It would only bring shame. response:	Her gender is irrelevant!
context: N-No!\She is not there.\She must have gotten away. She is resilient.\You shouldn't have done that!\Why... Why didn't you kill her?!\She is of the End. If you don't kill her...!\Taking the head of a woman would be no great feat. It would only bring shame.\Her gender is irrelevant! response:	Whether or not she is a woman, as long as she's an End, we absolutely must kill her!
context: She is not there.\She must have gotten away. She is resilient.\You shouldn't have done that!\Why... Why didn't you kill her?!\She is of the End. If you don't kill her...!\Taking the head of a woman would be no great feat. It would only bring shame.\Her gender is irrelevant!\Whether or not she is a woman, as long as she's an End, we absolutely must kill her! response:	I don't give a damn about your rules!
context: She must have gotten away. She is resilient.\You shouldn't have done that!\Why... Why didn't you kill her?!\She is of the End. If you don't kill her...!\Taking the head of a woman would be no great feat. It would only bring shame.\Her gender is irrelevant!\Whether or not she is a woman, as long as she's an End, we absolutely must kill her!\I don't give a damn about your rules! response:	I will never take a woman's head.
context: You shouldn't have done that!\Why... Why didn't you kill her?!\She is of the End. If you don't kill her...!\Taking the head of a woman would be no great feat. It would only bring shame.\Her gender is irrelevant!\Whether or not she is a woman, as long as she's an End, we absolutely must kill her!\I don't give a damn about your rules!\I will never take a woman's head. response:	That is my rule!
context: Why... Why didn't you kill her?!\She is of the End. If you don't kill her...!\Taking the head of a woman would be no great feat. It would only bring shame.\Her gender is irrelevant!\Whether or not she is a woman, as long as she's an End, we absolutely must kill her!\I don't give a damn about your rules!\I will never take a woman's head.\That is my rule! response:	We won't be...
context: She is of the End. If you don't kill her...!\Taking the head of a woman would be no great feat. It would only bring shame.\Her gender is irrelevant!\Whether or not she is a woman, as long as she's an End, we absolutely must kill her!\I don't give a damn about your rules!\I will never take a woman's head.\That is my rule!\We won't be... response:	We are humans.
context: Taking the head of a woman would be no great feat. It would only bring shame.\Her gender is irrelevant!\Whether or not she is a woman, as long as she's an End, we absolutely must kill her!\I don't give a damn about your rules!\I will never take a woman's head.\That is my rule!\We won't be...\We are humans. response:	We follow our own principles.
context: Her gender is irrelevant!\Whether or not she is a woman, as long as she's an End, we absolutely must kill her!\I don't give a damn about your rules!\I will never take a woman's head.\That is my rule!\We won't be...\We are humans.\We follow our own principles. response:	Shimazu Toyohisa We are humans. We're not pawns.
context: Whether or not she is a woman, as long as she's an End, we absolutely must kill her!\I don't give a damn about your rules!\I will never take a woman's head.\That is my rule!\We won't be...\We are humans.\We follow our own principles.\Shimazu Toyohisa We are humans. We're not pawns. response:	I see... So, this is a warrior who never existed during peaceful times.
context: I don't give a damn about your rules!\I will never take a woman's head.\That is my rule!\We won't be...\We are humans.\We follow our own principles.\Shimazu Toyohisa We are humans. We're not pawns.\I see... So, this is a warrior who never existed during peaceful times. response:	They follow strange principles under the warrior's code.
context: I will never take a woman's head.\That is my rule!\We won't be...\We are humans.\We follow our own principles.\Shimazu Toyohisa We are humans. We're not pawns.\I see... So, this is a warrior who never existed during peaceful times.\They follow strange principles under the warrior's code. response:	But that may be their weapon...
context: That is my rule!\We won't be...\We are humans.\We follow our own principles.\Shimazu Toyohisa We are humans. We're not pawns.\I see... So, this is a warrior who never existed during peaceful times.\They follow strange principles under the warrior's code.\But that may be their weapon... response:	The reason why they were chosen.
context: We won't be...\We are humans.\We follow our own principles.\Shimazu Toyohisa We are humans. We're not pawns.\I see... So, this is a warrior who never existed during peaceful times.\They follow strange principles under the warrior's code.\But that may be their weapon...\The reason why they were chosen. response:	However, we must definitely kill the Ends...
context: We are humans.\We follow our own principles.\Shimazu Toyohisa We are humans. We're not pawns.\I see... So, this is a warrior who never existed during peaceful times.\They follow strange principles under the warrior's code.\But that may be their weapon...\The reason why they were chosen.\However, we must definitely kill the Ends... response:	regardless of their background!
context: We follow our own principles.\Shimazu Toyohisa We are humans. We're not pawns.\I see... So, this is a warrior who never existed during peaceful times.\They follow strange principles under the warrior's code.\But that may be their weapon...\The reason why they were chosen.\However, we must definitely kill the Ends...\regardless of their background! response:	Grand Master.
context: Shimazu Toyohisa We are humans. We're not pawns.\I see... So, this is a warrior who never existed during peaceful times.\They follow strange principles under the warrior's code.\But that may be their weapon...\The reason why they were chosen.\However, we must definitely kill the Ends...\regardless of their background!\Grand Master. response:	Who is that old man in the wagon?
context: I see... So, this is a warrior who never existed during peaceful times.\They follow strange principles under the warrior's code.\But that may be their weapon...\The reason why they were chosen.\However, we must definitely kill the Ends...\regardless of their background!\Grand Master.\Who is that old man in the wagon? response:	He is the honorable Hannibal Barca.
context: They follow strange principles under the warrior's code.\But that may be their weapon...\The reason why they were chosen.\However, we must definitely kill the Ends...\regardless of their background!\Grand Master.\Who is that old man in the wagon?\He is the honorable Hannibal Barca. response:	He is one of the Drifters.
context: But that may be their weapon...\The reason why they were chosen.\However, we must definitely kill the Ends...\regardless of their background!\Grand Master.\Who is that old man in the wagon?\He is the honorable Hannibal Barca.\He is one of the Drifters. response:	He has been stuck in a near-constant state of dementia.
context: The reason why they were chosen.\However, we must definitely kill the Ends...\regardless of their background!\Grand Master.\Who is that old man in the wagon?\He is the honorable Hannibal Barca.\He is one of the Drifters.\He has been stuck in a near-constant state of dementia. response:	He's been getting worse for the past several days.
context: However, we must definitely kill the Ends...\regardless of their background!\Grand Master.\Who is that old man in the wagon?\He is the honorable Hannibal Barca.\He is one of the Drifters.\He has been stuck in a near-constant state of dementia.\He's been getting worse for the past several days. response:	It could be because of his age.
context: regardless of their background!\Grand Master.\Who is that old man in the wagon?\He is the honorable Hannibal Barca.\He is one of the Drifters.\He has been stuck in a near-constant state of dementia.\He's been getting worse for the past several days.\It could be because of his age. response:	Eh?!
context: Grand Master.\Who is that old man in the wagon?\He is the honorable Hannibal Barca.\He is one of the Drifters.\He has been stuck in a near-constant state of dementia.\He's been getting worse for the past several days.\It could be because of his age.\Eh?! response:	There was another Drifter... The honorable Scipio Africanus.
context: Who is that old man in the wagon?\He is the honorable Hannibal Barca.\He is one of the Drifters.\He has been stuck in a near-constant state of dementia.\He's been getting worse for the past several days.\It could be because of his age.\Eh?!\There was another Drifter... The honorable Scipio Africanus. response:	He has a longstanding rivalry with Scipio in the other world.
context: He is the honorable Hannibal Barca.\He is one of the Drifters.\He has been stuck in a near-constant state of dementia.\He's been getting worse for the past several days.\It could be because of his age.\Eh?!\There was another Drifter... The honorable Scipio Africanus.\He has a longstanding rivalry with Scipio in the other world. response:	He was relatively clearheaded while Scipio was around.
context: He is one of the Drifters.\He has been stuck in a near-constant state of dementia.\He's been getting worse for the past several days.\It could be because of his age.\Eh?!\There was another Drifter... The honorable Scipio Africanus.\He has a longstanding rivalry with Scipio in the other world.\He was relatively clearheaded while Scipio was around. response:	On our way here, we were attacked by the Black King's troops several times.
context: He has been stuck in a near-constant state of dementia.\He's been getting worse for the past several days.\It could be because of his age.\Eh?!\There was another Drifter... The honorable Scipio Africanus.\He has a longstanding rivalry with Scipio in the other world.\He was relatively clearheaded while Scipio was around.\On our way here, we were attacked by the Black King's troops several times. response:	Scipio!
context: He's been getting worse for the past several days.\It could be because of his age.\Eh?!\There was another Drifter... The honorable Scipio Africanus.\He has a longstanding rivalry with Scipio in the other world.\He was relatively clearheaded while Scipio was around.\On our way here, we were attacked by the Black King's troops several times.\Scipio! response:	Under fierce attack and pursued by the enemy,
context: It could be because of his age.\Eh?!\There was another Drifter... The honorable Scipio Africanus.\He has a longstanding rivalry with Scipio in the other world.\He was relatively clearheaded while Scipio was around.\On our way here, we were attacked by the Black King's troops several times.\Scipio!\Under fierce attack and pursued by the enemy, response:	we were unable to go back to look for him.
context: Eh?!\There was another Drifter... The honorable Scipio Africanus.\He has a longstanding rivalry with Scipio in the other world.\He was relatively clearheaded while Scipio was around.\On our way here, we were attacked by the Black King's troops several times.\Scipio!\Under fierce attack and pursued by the enemy,\we were unable to go back to look for him. response:	The headquarters sent out a search party for him, but still no luck.
context: There was another Drifter... The honorable Scipio Africanus.\He has a longstanding rivalry with Scipio in the other world.\He was relatively clearheaded while Scipio was around.\On our way here, we were attacked by the Black King's troops several times.\Scipio!\Under fierce attack and pursued by the enemy,\we were unable to go back to look for him.\The headquarters sent out a search party for him, but still no luck. response:	I hope he didn't fall into the hands of the Black King.
context: He has a longstanding rivalry with Scipio in the other world.\He was relatively clearheaded while Scipio was around.\On our way here, we were attacked by the Black King's troops several times.\Scipio!\Under fierce attack and pursued by the enemy,\we were unable to go back to look for him.\The headquarters sent out a search party for him, but still no luck.\I hope he didn't fall into the hands of the Black King. response:	Since then, Hannibal has been in this condition.
context: He was relatively clearheaded while Scipio was around.\On our way here, we were attacked by the Black King's troops several times.\Scipio!\Under fierce attack and pursued by the enemy,\we were unable to go back to look for him.\The headquarters sent out a search party for him, but still no luck.\I hope he didn't fall into the hands of the Black King.\Since then, Hannibal has been in this condition. response:	Before this, his only problem was wetting himself,
context: On our way here, we were attacked by the Black King's troops several times.\Scipio!\Under fierce attack and pursued by the enemy,\we were unable to go back to look for him.\The headquarters sent out a search party for him, but still no luck.\I hope he didn't fall into the hands of the Black King.\Since then, Hannibal has been in this condition.\Before this, his only problem was wetting himself, response:	yet now he is deteriorating rapidly.
context: Scipio!\Under fierce attack and pursued by the enemy,\we were unable to go back to look for him.\The headquarters sent out a search party for him, but still no luck.\I hope he didn't fall into the hands of the Black King.\Since then, Hannibal has been in this condition.\Before this, his only problem was wetting himself,\yet now he is deteriorating rapidly. response:	It is hard to imagine, but...
context: Under fierce attack and pursued by the enemy,\we were unable to go back to look for him.\The headquarters sent out a search party for him, but still no luck.\I hope he didn't fall into the hands of the Black King.\Since then, Hannibal has been in this condition.\Before this, his only problem was wetting himself,\yet now he is deteriorating rapidly.\It is hard to imagine, but... response:	Scipio must be an important existence to him- someone who keeps him moving forward.
context: we were unable to go back to look for him.\The headquarters sent out a search party for him, but still no luck.\I hope he didn't fall into the hands of the Black King.\Since then, Hannibal has been in this condition.\Before this, his only problem was wetting himself,\yet now he is deteriorating rapidly.\It is hard to imagine, but...\Scipio must be an important existence to him- someone who keeps him moving forward. response:	I want to go home to Rome! I want to take a bath!
context: The headquarters sent out a search party for him, but still no luck.\I hope he didn't fall into the hands of the Black King.\Since then, Hannibal has been in this condition.\Before this, his only problem was wetting himself,\yet now he is deteriorating rapidly.\It is hard to imagine, but...\Scipio must be an important existence to him- someone who keeps him moving forward.\I want to go home to Rome! I want to take a bath! response:	Since I was separated from them, I've been walking
context: I hope he didn't fall into the hands of the Black King.\Since then, Hannibal has been in this condition.\Before this, his only problem was wetting himself,\yet now he is deteriorating rapidly.\It is hard to imagine, but...\Scipio must be an important existence to him- someone who keeps him moving forward.\I want to go home to Rome! I want to take a bath!\Since I was separated from them, I've been walking response:	deeper and deeper into the middle of nowhere.
context: Since then, Hannibal has been in this condition.\Before this, his only problem was wetting himself,\yet now he is deteriorating rapidly.\It is hard to imagine, but...\Scipio must be an important existence to him- someone who keeps him moving forward.\I want to go home to Rome! I want to take a bath!\Since I was separated from them, I've been walking\deeper and deeper into the middle of nowhere. response:	I followed traces of something being dragged, hoping to find a house nearby, but no luck.
context: Before this, his only problem was wetting himself,\yet now he is deteriorating rapidly.\It is hard to imagine, but...\Scipio must be an important existence to him- someone who keeps him moving forward.\I want to go home to Rome! I want to take a bath!\Since I was separated from them, I've been walking\deeper and deeper into the middle of nowhere.\I followed traces of something being dragged, hoping to find a house nearby, but no luck. response:	I know my name is Africanus, but that doesn't mean I like Africa!
