context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: in order to go to the Underwater Temple that lay deep beneath the water there.\Asta and the other Black Bulls received an order\to retrieve the magic stone in the temple\so they can stop the Eye of the Midnight Sun,\who want to separate from the Clover Kingdom and create their own country.\But...\Why are you all playing around?!\And you're not? response:	C-Captain Yami...
context: Asta and the other Black Bulls received an order\to retrieve the magic stone in the temple\so they can stop the Eye of the Midnight Sun,\who want to separate from the Clover Kingdom and create their own country.\But...\Why are you all playing around?!\And you're not?\C-Captain Yami... response:	All right, gather round, you idiots.
context: to retrieve the magic stone in the temple\so they can stop the Eye of the Midnight Sun,\who want to separate from the Clover Kingdom and create their own country.\But...\Why are you all playing around?!\And you're not?\C-Captain Yami...\All right, gather round, you idiots. response:	Apparently the Underwater Temple really is at the bottom of the ocean.
context: so they can stop the Eye of the Midnight Sun,\who want to separate from the Clover Kingdom and create their own country.\But...\Why are you all playing around?!\And you're not?\C-Captain Yami...\All right, gather round, you idiots.\Apparently the Underwater Temple really is at the bottom of the ocean. response:	But the mana kicks up the ocean currents so much that,
context: who want to separate from the Clover Kingdom and create their own country.\But...\Why are you all playing around?!\And you're not?\C-Captain Yami...\All right, gather round, you idiots.\Apparently the Underwater Temple really is at the bottom of the ocean.\But the mana kicks up the ocean currents so much that, response:	ordinarily, even a first-class mage can't get near it.
context: But...\Why are you all playing around?!\And you're not?\C-Captain Yami...\All right, gather round, you idiots.\Apparently the Underwater Temple really is at the bottom of the ocean.\But the mana kicks up the ocean currents so much that,\ordinarily, even a first-class mage can't get near it. response:	But on the night of the full moon,
context: Why are you all playing around?!\And you're not?\C-Captain Yami...\All right, gather round, you idiots.\Apparently the Underwater Temple really is at the bottom of the ocean.\But the mana kicks up the ocean currents so much that,\ordinarily, even a first-class mage can't get near it.\But on the night of the full moon, response:	the mana becomes weaker. We might be able to get in then.
context: And you're not?\C-Captain Yami...\All right, gather round, you idiots.\Apparently the Underwater Temple really is at the bottom of the ocean.\But the mana kicks up the ocean currents so much that,\ordinarily, even a first-class mage can't get near it.\But on the night of the full moon,\the mana becomes weaker. We might be able to get in then. response:	Like the name suggests, the Underwater Temple is on the ocean floor.
context: C-Captain Yami...\All right, gather round, you idiots.\Apparently the Underwater Temple really is at the bottom of the ocean.\But the mana kicks up the ocean currents so much that,\ordinarily, even a first-class mage can't get near it.\But on the night of the full moon,\the mana becomes weaker. We might be able to get in then.\Like the name suggests, the Underwater Temple is on the ocean floor. response:	We can't just walk to it.
context: All right, gather round, you idiots.\Apparently the Underwater Temple really is at the bottom of the ocean.\But the mana kicks up the ocean currents so much that,\ordinarily, even a first-class mage can't get near it.\But on the night of the full moon,\the mana becomes weaker. We might be able to get in then.\Like the name suggests, the Underwater Temple is on the ocean floor.\We can't just walk to it. response:	So Noelle...
context: Apparently the Underwater Temple really is at the bottom of the ocean.\But the mana kicks up the ocean currents so much that,\ordinarily, even a first-class mage can't get near it.\But on the night of the full moon,\the mana becomes weaker. We might be able to get in then.\Like the name suggests, the Underwater Temple is on the ocean floor.\We can't just walk to it.\So Noelle... response:	Take us there with your water magic.
context: But the mana kicks up the ocean currents so much that,\ordinarily, even a first-class mage can't get near it.\But on the night of the full moon,\the mana becomes weaker. We might be able to get in then.\Like the name suggests, the Underwater Temple is on the ocean floor.\We can't just walk to it.\So Noelle...\Take us there with your water magic. response:	Give us a ride there.
context: ordinarily, even a first-class mage can't get near it.\But on the night of the full moon,\the mana becomes weaker. We might be able to get in then.\Like the name suggests, the Underwater Temple is on the ocean floor.\We can't just walk to it.\So Noelle...\Take us there with your water magic.\Give us a ride there. response:	B-But I'd need incredible magic control in order to do that.
context: But on the night of the full moon,\the mana becomes weaker. We might be able to get in then.\Like the name suggests, the Underwater Temple is on the ocean floor.\We can't just walk to it.\So Noelle...\Take us there with your water magic.\Give us a ride there.\B-But I'd need incredible magic control in order to do that. response:	I can't!
context: the mana becomes weaker. We might be able to get in then.\Like the name suggests, the Underwater Temple is on the ocean floor.\We can't just walk to it.\So Noelle...\Take us there with your water magic.\Give us a ride there.\B-But I'd need incredible magic control in order to do that.\I can't! response:	You do it.
context: Like the name suggests, the Underwater Temple is on the ocean floor.\We can't just walk to it.\So Noelle...\Take us there with your water magic.\Give us a ride there.\B-But I'd need incredible magic control in order to do that.\I can't!\You do it. response:	The next full moon is a week away.
context: We can't just walk to it.\So Noelle...\Take us there with your water magic.\Give us a ride there.\B-But I'd need incredible magic control in order to do that.\I can't!\You do it.\The next full moon is a week away. response:	Learn to control it by then.
context: So Noelle...\Take us there with your water magic.\Give us a ride there.\B-But I'd need incredible magic control in order to do that.\I can't!\You do it.\The next full moon is a week away.\Learn to control it by then. response:	Surpass your limits.
context: Take us there with your water magic.\Give us a ride there.\B-But I'd need incredible magic control in order to do that.\I can't!\You do it.\The next full moon is a week away.\Learn to control it by then.\Surpass your limits. response:	The Water Girl Grows Up
context: Give us a ride there.\B-But I'd need incredible magic control in order to do that.\I can't!\You do it.\The next full moon is a week away.\Learn to control it by then.\Surpass your limits.\The Water Girl Grows Up response:	Where are you going?
context: B-But I'd need incredible magic control in order to do that.\I can't!\You do it.\The next full moon is a week away.\Learn to control it by then.\Surpass your limits.\The Water Girl Grows Up\Where are you going? response:	Oh, I just thought I'd let in some fresh air.
context: I can't!\You do it.\The next full moon is a week away.\Learn to control it by then.\Surpass your limits.\The Water Girl Grows Up\Where are you going?\Oh, I just thought I'd let in some fresh air. response:	I see. So...
context: You do it.\The next full moon is a week away.\Learn to control it by then.\Surpass your limits.\The Water Girl Grows Up\Where are you going?\Oh, I just thought I'd let in some fresh air.\I see. So... response:	What's your foot doing there?
context: The next full moon is a week away.\Learn to control it by then.\Surpass your limits.\The Water Girl Grows Up\Where are you going?\Oh, I just thought I'd let in some fresh air.\I see. So...\What's your foot doing there? response:	Hey, now, how did that get there?
context: Learn to control it by then.\Surpass your limits.\The Water Girl Grows Up\Where are you going?\Oh, I just thought I'd let in some fresh air.\I see. So...\What's your foot doing there?\Hey, now, how did that get there? response:	This foot is so rude.
context: Surpass your limits.\The Water Girl Grows Up\Where are you going?\Oh, I just thought I'd let in some fresh air.\I see. So...\What's your foot doing there?\Hey, now, how did that get there?\This foot is so rude. response:	You were planning to forget your work and go out to play, weren't you?
context: The Water Girl Grows Up\Where are you going?\Oh, I just thought I'd let in some fresh air.\I see. So...\What's your foot doing there?\Hey, now, how did that get there?\This foot is so rude.\You were planning to forget your work and go out to play, weren't you? response:	What? Now, why would I go out to play?
context: Where are you going?\Oh, I just thought I'd let in some fresh air.\I see. So...\What's your foot doing there?\Hey, now, how did that get there?\This foot is so rude.\You were planning to forget your work and go out to play, weren't you?\What? Now, why would I go out to play? response:	I just wanted to go observe some magic
context: Oh, I just thought I'd let in some fresh air.\I see. So...\What's your foot doing there?\Hey, now, how did that get there?\This foot is so rude.\You were planning to forget your work and go out to play, weren't you?\What? Now, why would I go out to play?\I just wanted to go observe some magic response:	You don't have time for that!
context: I see. So...\What's your foot doing there?\Hey, now, how did that get there?\This foot is so rude.\You were planning to forget your work and go out to play, weren't you?\What? Now, why would I go out to play?\I just wanted to go observe some magic\You don't have time for that! response:	Please do your work for once!
context: What's your foot doing there?\Hey, now, how did that get there?\This foot is so rude.\You were planning to forget your work and go out to play, weren't you?\What? Now, why would I go out to play?\I just wanted to go observe some magic\You don't have time for that!\Please do your work for once! response:	Hurry up and shut that window!
context: Hey, now, how did that get there?\This foot is so rude.\You were planning to forget your work and go out to play, weren't you?\What? Now, why would I go out to play?\I just wanted to go observe some magic\You don't have time for that!\Please do your work for once!\Hurry up and shut that window! response:	Right...
context: This foot is so rude.\You were planning to forget your work and go out to play, weren't you?\What? Now, why would I go out to play?\I just wanted to go observe some magic\You don't have time for that!\Please do your work for once!\Hurry up and shut that window!\Right... response:	Honestly... We haven't even resolved the incident with the Eye of the Midnight Sun yet.
context: You were planning to forget your work and go out to play, weren't you?\What? Now, why would I go out to play?\I just wanted to go observe some magic\You don't have time for that!\Please do your work for once!\Hurry up and shut that window!\Right...\Honestly... We haven't even resolved the incident with the Eye of the Midnight Sun yet. response:	Don't be so angry, Marx.
context: What? Now, why would I go out to play?\I just wanted to go observe some magic\You don't have time for that!\Please do your work for once!\Hurry up and shut that window!\Right...\Honestly... We haven't even resolved the incident with the Eye of the Midnight Sun yet.\Don't be so angry, Marx. response:	You're gonna die young.
context: I just wanted to go observe some magic\You don't have time for that!\Please do your work for once!\Hurry up and shut that window!\Right...\Honestly... We haven't even resolved the incident with the Eye of the Midnight Sun yet.\Don't be so angry, Marx.\You're gonna die young. response:	And whose fault is that?!
context: You don't have time for that!\Please do your work for once!\Hurry up and shut that window!\Right...\Honestly... We haven't even resolved the incident with the Eye of the Midnight Sun yet.\Don't be so angry, Marx.\You're gonna die young.\And whose fault is that?! response:	The Eye of the Midnight Sun, eh?
context: Please do your work for once!\Hurry up and shut that window!\Right...\Honestly... We haven't even resolved the incident with the Eye of the Midnight Sun yet.\Don't be so angry, Marx.\You're gonna die young.\And whose fault is that?!\The Eye of the Midnight Sun, eh? response:	I hope Yami and the others are doing well.
context: Hurry up and shut that window!\Right...\Honestly... We haven't even resolved the incident with the Eye of the Midnight Sun yet.\Don't be so angry, Marx.\You're gonna die young.\And whose fault is that?!\The Eye of the Midnight Sun, eh?\I hope Yami and the others are doing well. response:	I just hope they aren't fooling around.
context: Right...\Honestly... We haven't even resolved the incident with the Eye of the Midnight Sun yet.\Don't be so angry, Marx.\You're gonna die young.\And whose fault is that?!\The Eye of the Midnight Sun, eh?\I hope Yami and the others are doing well.\I just hope they aren't fooling around. response:	I wish I could've gone to the Underwater Temple.
context: Honestly... We haven't even resolved the incident with the Eye of the Midnight Sun yet.\Don't be so angry, Marx.\You're gonna die young.\And whose fault is that?!\The Eye of the Midnight Sun, eh?\I hope Yami and the others are doing well.\I just hope they aren't fooling around.\I wish I could've gone to the Underwater Temple. response:	I feel sick from drinking too much...
context: Don't be so angry, Marx.\You're gonna die young.\And whose fault is that?!\The Eye of the Midnight Sun, eh?\I hope Yami and the others are doing well.\I just hope they aren't fooling around.\I wish I could've gone to the Underwater Temple.\I feel sick from drinking too much... response:	I'll be the sun that'll make you shine.
context: You're gonna die young.\And whose fault is that?!\The Eye of the Midnight Sun, eh?\I hope Yami and the others are doing well.\I just hope they aren't fooling around.\I wish I could've gone to the Underwater Temple.\I feel sick from drinking too much...\I'll be the sun that'll make you shine. response:	You bastard! How dare you eat my pudding?!
context: And whose fault is that?!\The Eye of the Midnight Sun, eh?\I hope Yami and the others are doing well.\I just hope they aren't fooling around.\I wish I could've gone to the Underwater Temple.\I feel sick from drinking too much...\I'll be the sun that'll make you shine.\You bastard! How dare you eat my pudding?! response:	It was yummy!
context: The Eye of the Midnight Sun, eh?\I hope Yami and the others are doing well.\I just hope they aren't fooling around.\I wish I could've gone to the Underwater Temple.\I feel sick from drinking too much...\I'll be the sun that'll make you shine.\You bastard! How dare you eat my pudding?!\It was yummy! response:	I wrote my name on it!
context: I hope Yami and the others are doing well.\I just hope they aren't fooling around.\I wish I could've gone to the Underwater Temple.\I feel sick from drinking too much...\I'll be the sun that'll make you shine.\You bastard! How dare you eat my pudding?!\It was yummy!\I wrote my name on it! response:	Other people's food always tastes better!
context: I just hope they aren't fooling around.\I wish I could've gone to the Underwater Temple.\I feel sick from drinking too much...\I'll be the sun that'll make you shine.\You bastard! How dare you eat my pudding?!\It was yummy!\I wrote my name on it!\Other people's food always tastes better! response:	You bastard!
context: I wish I could've gone to the Underwater Temple.\I feel sick from drinking too much...\I'll be the sun that'll make you shine.\You bastard! How dare you eat my pudding?!\It was yummy!\I wrote my name on it!\Other people's food always tastes better!\You bastard! response:	Goodnight, my angel.
context: I feel sick from drinking too much...\I'll be the sun that'll make you shine.\You bastard! How dare you eat my pudding?!\It was yummy!\I wrote my name on it!\Other people's food always tastes better!\You bastard!\Goodnight, my angel. response:	Munchy, munchy, munchy, munchy, munchy...
context: I'll be the sun that'll make you shine.\You bastard! How dare you eat my pudding?!\It was yummy!\I wrote my name on it!\Other people's food always tastes better!\You bastard!\Goodnight, my angel.\Munchy, munchy, munchy, munchy, munchy... response:	Seconds, please!
context: You bastard! How dare you eat my pudding?!\It was yummy!\I wrote my name on it!\Other people's food always tastes better!\You bastard!\Goodnight, my angel.\Munchy, munchy, munchy, munchy, munchy...\Seconds, please! response:	Knock it off, you assholes!
context: It was yummy!\I wrote my name on it!\Other people's food always tastes better!\You bastard!\Goodnight, my angel.\Munchy, munchy, munchy, munchy, munchy...\Seconds, please!\Knock it off, you assholes! response:	We're not here to play! I can't concentrate like this!
context: I wrote my name on it!\Other people's food always tastes better!\You bastard!\Goodnight, my angel.\Munchy, munchy, munchy, munchy, munchy...\Seconds, please!\Knock it off, you assholes!\We're not here to play! I can't concentrate like this! response:	I'll kill you all!
context: Other people's food always tastes better!\You bastard!\Goodnight, my angel.\Munchy, munchy, munchy, munchy, munchy...\Seconds, please!\Knock it off, you assholes!\We're not here to play! I can't concentrate like this!\I'll kill you all! response:	Sorry!
context: You bastard!\Goodnight, my angel.\Munchy, munchy, munchy, munchy, munchy...\Seconds, please!\Knock it off, you assholes!\We're not here to play! I can't concentrate like this!\I'll kill you all!\Sorry! response:	What a beautiful voice. I wonder if she's from Raquey.
context: Goodnight, my angel.\Munchy, munchy, munchy, munchy, munchy...\Seconds, please!\Knock it off, you assholes!\We're not here to play! I can't concentrate like this!\I'll kill you all!\Sorry!\What a beautiful voice. I wonder if she's from Raquey. response:	It's so beautiful and ethereal...
context: Munchy, munchy, munchy, munchy, munchy...\Seconds, please!\Knock it off, you assholes!\We're not here to play! I can't concentrate like this!\I'll kill you all!\Sorry!\What a beautiful voice. I wonder if she's from Raquey.\It's so beautiful and ethereal... response:	Are these bubbles magic?
context: Seconds, please!\Knock it off, you assholes!\We're not here to play! I can't concentrate like this!\I'll kill you all!\Sorry!\What a beautiful voice. I wonder if she's from Raquey.\It's so beautiful and ethereal...\Are these bubbles magic? response:	Whoa, is she a water spirit?
context: Knock it off, you assholes!\We're not here to play! I can't concentrate like this!\I'll kill you all!\Sorry!\What a beautiful voice. I wonder if she's from Raquey.\It's so beautiful and ethereal...\Are these bubbles magic?\Whoa, is she a water spirit? response:	Eek! You heard that?
context: We're not here to play! I can't concentrate like this!\I'll kill you all!\Sorry!\What a beautiful voice. I wonder if she's from Raquey.\It's so beautiful and ethereal...\Are these bubbles magic?\Whoa, is she a water spirit?\Eek! You heard that? response:	How embarrassing!
context: I'll kill you all!\Sorry!\What a beautiful voice. I wonder if she's from Raquey.\It's so beautiful and ethereal...\Are these bubbles magic?\Whoa, is she a water spirit?\Eek! You heard that?\How embarrassing! response:	Eek!
context: Sorry!\What a beautiful voice. I wonder if she's from Raquey.\It's so beautiful and ethereal...\Are these bubbles magic?\Whoa, is she a water spirit?\Eek! You heard that?\How embarrassing!\Eek! response:	Oh. She's not like what I'd imagined.
context: What a beautiful voice. I wonder if she's from Raquey.\It's so beautiful and ethereal...\Are these bubbles magic?\Whoa, is she a water spirit?\Eek! You heard that?\How embarrassing!\Eek!\Oh. She's not like what I'd imagined. response:	Well, now that you've heard me, there's no way around it. Let's be friends!
context: It's so beautiful and ethereal...\Are these bubbles magic?\Whoa, is she a water spirit?\Eek! You heard that?\How embarrassing!\Eek!\Oh. She's not like what I'd imagined.\Well, now that you've heard me, there's no way around it. Let's be friends! response:	La-dee-dah!
context: Are these bubbles magic?\Whoa, is she a water spirit?\Eek! You heard that?\How embarrassing!\Eek!\Oh. She's not like what I'd imagined.\Well, now that you've heard me, there's no way around it. Let's be friends!\La-dee-dah! response:	Friends?
context: Whoa, is she a water spirit?\Eek! You heard that?\How embarrassing!\Eek!\Oh. She's not like what I'd imagined.\Well, now that you've heard me, there's no way around it. Let's be friends!\La-dee-dah!\Friends? response:	I'm Kahono. What are your names?
context: Eek! You heard that?\How embarrassing!\Eek!\Oh. She's not like what I'd imagined.\Well, now that you've heard me, there's no way around it. Let's be friends!\La-dee-dah!\Friends?\I'm Kahono. What are your names? response:	I'm Noelle. The meathead is Stupidsta.
context: How embarrassing!\Eek!\Oh. She's not like what I'd imagined.\Well, now that you've heard me, there's no way around it. Let's be friends!\La-dee-dah!\Friends?\I'm Kahono. What are your names?\I'm Noelle. The meathead is Stupidsta. response:	Who are you calling Stupidsta the meathead?!
context: Eek!\Oh. She's not like what I'd imagined.\Well, now that you've heard me, there's no way around it. Let's be friends!\La-dee-dah!\Friends?\I'm Kahono. What are your names?\I'm Noelle. The meathead is Stupidsta.\Who are you calling Stupidsta the meathead?! response:	Ah, so Noelle and Stupidsta the meathead.
context: Oh. She's not like what I'd imagined.\Well, now that you've heard me, there's no way around it. Let's be friends!\La-dee-dah!\Friends?\I'm Kahono. What are your names?\I'm Noelle. The meathead is Stupidsta.\Who are you calling Stupidsta the meathead?!\Ah, so Noelle and Stupidsta the meathead. response:	What a strange name.
context: Well, now that you've heard me, there's no way around it. Let's be friends!\La-dee-dah!\Friends?\I'm Kahono. What are your names?\I'm Noelle. The meathead is Stupidsta.\Who are you calling Stupidsta the meathead?!\Ah, so Noelle and Stupidsta the meathead.\What a strange name. response:	Wait, don't believe her! How naIve are you?!
context: La-dee-dah!\Friends?\I'm Kahono. What are your names?\I'm Noelle. The meathead is Stupidsta.\Who are you calling Stupidsta the meathead?!\Ah, so Noelle and Stupidsta the meathead.\What a strange name.\Wait, don't believe her! How naIve are you?! response:	Huh?
context: Friends?\I'm Kahono. What are your names?\I'm Noelle. The meathead is Stupidsta.\Who are you calling Stupidsta the meathead?!\Ah, so Noelle and Stupidsta the meathead.\What a strange name.\Wait, don't believe her! How naIve are you?!\Huh? response:	That's totally a nickname, and she's making fun of me!
context: I'm Kahono. What are your names?\I'm Noelle. The meathead is Stupidsta.\Who are you calling Stupidsta the meathead?!\Ah, so Noelle and Stupidsta the meathead.\What a strange name.\Wait, don't believe her! How naIve are you?!\Huh?\That's totally a nickname, and she's making fun of me! response:	It's Asta! My name's Asta!
context: I'm Noelle. The meathead is Stupidsta.\Who are you calling Stupidsta the meathead?!\Ah, so Noelle and Stupidsta the meathead.\What a strange name.\Wait, don't believe her! How naIve are you?!\Huh?\That's totally a nickname, and she's making fun of me!\It's Asta! My name's Asta! response:	I see. Nice to meet you, Asta!
context: Who are you calling Stupidsta the meathead?!\Ah, so Noelle and Stupidsta the meathead.\What a strange name.\Wait, don't believe her! How naIve are you?!\Huh?\That's totally a nickname, and she's making fun of me!\It's Asta! My name's Asta!\I see. Nice to meet you, Asta! response:	So what were you doing out here, Kahono?
context: Ah, so Noelle and Stupidsta the meathead.\What a strange name.\Wait, don't believe her! How naIve are you?!\Huh?\That's totally a nickname, and she's making fun of me!\It's Asta! My name's Asta!\I see. Nice to meet you, Asta!\So what were you doing out here, Kahono? response:	I was singing.
context: What a strange name.\Wait, don't believe her! How naIve are you?!\Huh?\That's totally a nickname, and she's making fun of me!\It's Asta! My name's Asta!\I see. Nice to meet you, Asta!\So what were you doing out here, Kahono?\I was singing. response:	Well, yeah, I could see that.
context: Wait, don't believe her! How naIve are you?!\Huh?\That's totally a nickname, and she's making fun of me!\It's Asta! My name's Asta!\I see. Nice to meet you, Asta!\So what were you doing out here, Kahono?\I was singing.\Well, yeah, I could see that. response:	I was doing vocal training.
context: Huh?\That's totally a nickname, and she's making fun of me!\It's Asta! My name's Asta!\I see. Nice to meet you, Asta!\So what were you doing out here, Kahono?\I was singing.\Well, yeah, I could see that.\I was doing vocal training. response:	I love singing at this spot.
context: That's totally a nickname, and she's making fun of me!\It's Asta! My name's Asta!\I see. Nice to meet you, Asta!\So what were you doing out here, Kahono?\I was singing.\Well, yeah, I could see that.\I was doing vocal training.\I love singing at this spot. response:	Training?
context: It's Asta! My name's Asta!\I see. Nice to meet you, Asta!\So what were you doing out here, Kahono?\I was singing.\Well, yeah, I could see that.\I was doing vocal training.\I love singing at this spot.\Training? response:	Yup! I have a dream!
context: I see. Nice to meet you, Asta!\So what were you doing out here, Kahono?\I was singing.\Well, yeah, I could see that.\I was doing vocal training.\I love singing at this spot.\Training?\Yup! I have a dream! response:	I want to be a singing, dancing, magic-using...
context: So what were you doing out here, Kahono?\I was singing.\Well, yeah, I could see that.\I was doing vocal training.\I love singing at this spot.\Training?\Yup! I have a dream!\I want to be a singing, dancing, magic-using... response:	idol!
context: I was singing.\Well, yeah, I could see that.\I was doing vocal training.\I love singing at this spot.\Training?\Yup! I have a dream!\I want to be a singing, dancing, magic-using...\idol! response:	What's an idol?
context: Well, yeah, I could see that.\I was doing vocal training.\I love singing at this spot.\Training?\Yup! I have a dream!\I want to be a singing, dancing, magic-using...\idol!\What's an idol? response:	What?!
context: I was doing vocal training.\I love singing at this spot.\Training?\Yup! I have a dream!\I want to be a singing, dancing, magic-using...\idol!\What's an idol?\What?! response:	You don't know?!
context: I love singing at this spot.\Training?\Yup! I have a dream!\I want to be a singing, dancing, magic-using...\idol!\What's an idol?\What?!\You don't know?! response:	Nope.
context: Training?\Yup! I have a dream!\I want to be a singing, dancing, magic-using...\idol!\What's an idol?\What?!\You don't know?!\Nope. response:	They're all the rage in the Common Realm and Noble Realm right now!
context: Yup! I have a dream!\I want to be a singing, dancing, magic-using...\idol!\What's an idol?\What?!\You don't know?!\Nope.\They're all the rage in the Common Realm and Noble Realm right now! response:	Oh...
context: I want to be a singing, dancing, magic-using...\idol!\What's an idol?\What?!\You don't know?!\Nope.\They're all the rage in the Common Realm and Noble Realm right now!\Oh... response:	Well, you see... So, you see... Well...
context: idol!\What's an idol?\What?!\You don't know?!\Nope.\They're all the rage in the Common Realm and Noble Realm right now!\Oh...\Well, you see... So, you see... Well... response:	Idols are popular people who can sing, dance, and use magic!
context: What's an idol?\What?!\You don't know?!\Nope.\They're all the rage in the Common Realm and Noble Realm right now!\Oh...\Well, you see... So, you see... Well...\Idols are popular people who can sing, dance, and use magic! response:	Huh...
context: What?!\You don't know?!\Nope.\They're all the rage in the Common Realm and Noble Realm right now!\Oh...\Well, you see... So, you see... Well...\Idols are popular people who can sing, dance, and use magic!\Huh... response:	I'm going to become a famous idol and get super rich!
context: You don't know?!\Nope.\They're all the rage in the Common Realm and Noble Realm right now!\Oh...\Well, you see... So, you see... Well...\Idols are popular people who can sing, dance, and use magic!\Huh...\I'm going to become a famous idol and get super rich! response:	So you're after money?
context: Nope.\They're all the rage in the Common Realm and Noble Realm right now!\Oh...\Well, you see... So, you see... Well...\Idols are popular people who can sing, dance, and use magic!\Huh...\I'm going to become a famous idol and get super rich!\So you're after money? response:	What's so great about money, anyway?
context: They're all the rage in the Common Realm and Noble Realm right now!\Oh...\Well, you see... So, you see... Well...\Idols are popular people who can sing, dance, and use magic!\Huh...\I'm going to become a famous idol and get super rich!\So you're after money?\What's so great about money, anyway? response:	If you do have it, it's just in the way.
context: Oh...\Well, you see... So, you see... Well...\Idols are popular people who can sing, dance, and use magic!\Huh...\I'm going to become a famous idol and get super rich!\So you're after money?\What's so great about money, anyway?\If you do have it, it's just in the way. response:	It's not in the way! Money's important!
context: Well, you see... So, you see... Well...\Idols are popular people who can sing, dance, and use magic!\Huh...\I'm going to become a famous idol and get super rich!\So you're after money?\What's so great about money, anyway?\If you do have it, it's just in the way.\It's not in the way! Money's important! response:	You've never had to worry about not having money, so you wouldn't understand.
context: Idols are popular people who can sing, dance, and use magic!\Huh...\I'm going to become a famous idol and get super rich!\So you're after money?\What's so great about money, anyway?\If you do have it, it's just in the way.\It's not in the way! Money's important!\You've never had to worry about not having money, so you wouldn't understand. response:	But money's really important!
context: Huh...\I'm going to become a famous idol and get super rich!\So you're after money?\What's so great about money, anyway?\If you do have it, it's just in the way.\It's not in the way! Money's important!\You've never had to worry about not having money, so you wouldn't understand.\But money's really important! response:	You can't eat tatoes without any money!
context: I'm going to become a famous idol and get super rich!\So you're after money?\What's so great about money, anyway?\If you do have it, it's just in the way.\It's not in the way! Money's important!\You've never had to worry about not having money, so you wouldn't understand.\But money's really important!\You can't eat tatoes without any money! response:	If you don't have any tatoes, why don't you just eat steak?
context: So you're after money?\What's so great about money, anyway?\If you do have it, it's just in the way.\It's not in the way! Money's important!\You've never had to worry about not having money, so you wouldn't understand.\But money's really important!\You can't eat tatoes without any money!\If you don't have any tatoes, why don't you just eat steak? response:	Damned royalty!
context: What's so great about money, anyway?\If you do have it, it's just in the way.\It's not in the way! Money's important!\You've never had to worry about not having money, so you wouldn't understand.\But money's really important!\You can't eat tatoes without any money!\If you don't have any tatoes, why don't you just eat steak?\Damned royalty! response:	Yeah! Money's really important.
context: If you do have it, it's just in the way.\It's not in the way! Money's important!\You've never had to worry about not having money, so you wouldn't understand.\But money's really important!\You can't eat tatoes without any money!\If you don't have any tatoes, why don't you just eat steak?\Damned royalty!\Yeah! Money's really important. response:	I totally understand what Stupidsta's saying!
context: It's not in the way! Money's important!\You've never had to worry about not having money, so you wouldn't understand.\But money's really important!\You can't eat tatoes without any money!\If you don't have any tatoes, why don't you just eat steak?\Damned royalty!\Yeah! Money's really important.\I totally understand what Stupidsta's saying! response:	Seriously, who are you calling Stupidsta?!
