context: Come home soon, Father. response:	Oh, shut up! Stop ringing!
context: Looks like the clocks at home were an hour fast.\Not only my alarm clock, but the wall clocks, too. By exactly one hour.\It happened right after I found the pendant...\Could Father have caused it?\Tohsaka?\Holding morning practice again, Mitsuzuri-san?\Yeah, I lost one of our best people.\I have to try to put on a good show so new students will join our club. response:	When you're team captain, it's always something, huh?
context: Not only my alarm clock, but the wall clocks, too. By exactly one hour.\It happened right after I found the pendant...\Could Father have caused it?\Tohsaka?\Holding morning practice again, Mitsuzuri-san?\Yeah, I lost one of our best people.\I have to try to put on a good show so new students will join our club.\When you're team captain, it's always something, huh? response:	Hey, since you're here, why not watch our practice?
context: It happened right after I found the pendant...\Could Father have caused it?\Tohsaka?\Holding morning practice again, Mitsuzuri-san?\Yeah, I lost one of our best people.\I have to try to put on a good show so new students will join our club.\When you're team captain, it's always something, huh?\Hey, since you're here, why not watch our practice? response:	You really don't want to watch?
context: Could Father have caused it?\Tohsaka?\Holding morning practice again, Mitsuzuri-san?\Yeah, I lost one of our best people.\I have to try to put on a good show so new students will join our club.\When you're team captain, it's always something, huh?\Hey, since you're here, why not watch our practice?\You really don't want to watch? response:	I don't know anything about archery.
context: Tohsaka?\Holding morning practice again, Mitsuzuri-san?\Yeah, I lost one of our best people.\I have to try to put on a good show so new students will join our club.\When you're team captain, it's always something, huh?\Hey, since you're here, why not watch our practice?\You really don't want to watch?\I don't know anything about archery. response:	So watching from a distance will be good enough.
context: Holding morning practice again, Mitsuzuri-san?\Yeah, I lost one of our best people.\I have to try to put on a good show so new students will join our club.\When you're team captain, it's always something, huh?\Hey, since you're here, why not watch our practice?\You really don't want to watch?\I don't know anything about archery.\So watching from a distance will be good enough. response:	Good morning, Captain.
context: Yeah, I lost one of our best people.\I have to try to put on a good show so new students will join our club.\When you're team captain, it's always something, huh?\Hey, since you're here, why not watch our practice?\You really don't want to watch?\I don't know anything about archery.\So watching from a distance will be good enough.\Good morning, Captain. response:	Ah, good morning, Matou.
context: I have to try to put on a good show so new students will join our club.\When you're team captain, it's always something, huh?\Hey, since you're here, why not watch our practice?\You really don't want to watch?\I don't know anything about archery.\So watching from a distance will be good enough.\Good morning, Captain.\Ah, good morning, Matou. response:	Is it just you this morning?
context: When you're team captain, it's always something, huh?\Hey, since you're here, why not watch our practice?\You really don't want to watch?\I don't know anything about archery.\So watching from a distance will be good enough.\Good morning, Captain.\Ah, good morning, Matou.\Is it just you this morning? response:	Yes...
context: Hey, since you're here, why not watch our practice?\You really don't want to watch?\I don't know anything about archery.\So watching from a distance will be good enough.\Good morning, Captain.\Ah, good morning, Matou.\Is it just you this morning?\Yes... response:	I'm sorry that I wasn't able to help.
context: You really don't want to watch?\I don't know anything about archery.\So watching from a distance will be good enough.\Good morning, Captain.\Ah, good morning, Matou.\Is it just you this morning?\Yes...\I'm sorry that I wasn't able to help. response:	It's fine, don't worry.
context: I don't know anything about archery.\So watching from a distance will be good enough.\Good morning, Captain.\Ah, good morning, Matou.\Is it just you this morning?\Yes...\I'm sorry that I wasn't able to help.\It's fine, don't worry. response:	If someone isn't into it, there's no point in forcing them to participate.
context: So watching from a distance will be good enough.\Good morning, Captain.\Ah, good morning, Matou.\Is it just you this morning?\Yes...\I'm sorry that I wasn't able to help.\It's fine, don't worry.\If someone isn't into it, there's no point in forcing them to participate. response:	I'll be going, then.
context: Good morning, Captain.\Ah, good morning, Matou.\Is it just you this morning?\Yes...\I'm sorry that I wasn't able to help.\It's fine, don't worry.\If someone isn't into it, there's no point in forcing them to participate.\I'll be going, then. response:	See you later, Mitsuzuri-san.
context: Ah, good morning, Matou.\Is it just you this morning?\Yes...\I'm sorry that I wasn't able to help.\It's fine, don't worry.\If someone isn't into it, there's no point in forcing them to participate.\I'll be going, then.\See you later, Mitsuzuri-san. response:	Sure. Later, Tohsaka.
context: Is it just you this morning?\Yes...\I'm sorry that I wasn't able to help.\It's fine, don't worry.\If someone isn't into it, there's no point in forcing them to participate.\I'll be going, then.\See you later, Mitsuzuri-san.\Sure. Later, Tohsaka. response:	Thank you for visiting, Tohsaka-senpai.
context: Yes...\I'm sorry that I wasn't able to help.\It's fine, don't worry.\If someone isn't into it, there's no point in forcing them to participate.\I'll be going, then.\See you later, Mitsuzuri-san.\Sure. Later, Tohsaka.\Thank you for visiting, Tohsaka-senpai. response:	Thanks.
context: I'm sorry that I wasn't able to help.\It's fine, don't worry.\If someone isn't into it, there's no point in forcing them to participate.\I'll be going, then.\See you later, Mitsuzuri-san.\Sure. Later, Tohsaka.\Thank you for visiting, Tohsaka-senpai.\Thanks. response:	Work hard, Sakura.
context: It's fine, don't worry.\If someone isn't into it, there's no point in forcing them to participate.\I'll be going, then.\See you later, Mitsuzuri-san.\Sure. Later, Tohsaka.\Thank you for visiting, Tohsaka-senpai.\Thanks.\Work hard, Sakura. response:	Hey, Tohsaka!
context: If someone isn't into it, there's no point in forcing them to participate.\I'll be going, then.\See you later, Mitsuzuri-san.\Sure. Later, Tohsaka.\Thank you for visiting, Tohsaka-senpai.\Thanks.\Work hard, Sakura.\Hey, Tohsaka! response:	Good morning.
context: I'll be going, then.\See you later, Mitsuzuri-san.\Sure. Later, Tohsaka.\Thank you for visiting, Tohsaka-senpai.\Thanks.\Work hard, Sakura.\Hey, Tohsaka!\Good morning. response:	I must be lucky, running into you first thing in the morning.
context: See you later, Mitsuzuri-san.\Sure. Later, Tohsaka.\Thank you for visiting, Tohsaka-senpai.\Thanks.\Work hard, Sakura.\Hey, Tohsaka!\Good morning.\I must be lucky, running into you first thing in the morning. response:	Good morning, Matou Shinji-kun.
context: Sure. Later, Tohsaka.\Thank you for visiting, Tohsaka-senpai.\Thanks.\Work hard, Sakura.\Hey, Tohsaka!\Good morning.\I must be lucky, running into you first thing in the morning.\Good morning, Matou Shinji-kun. response:	You're here early this morning.
context: Thank you for visiting, Tohsaka-senpai.\Thanks.\Work hard, Sakura.\Hey, Tohsaka!\Good morning.\I must be lucky, running into you first thing in the morning.\Good morning, Matou Shinji-kun.\You're here early this morning. response:	Of course!
context: Thanks.\Work hard, Sakura.\Hey, Tohsaka!\Good morning.\I must be lucky, running into you first thing in the morning.\Good morning, Matou Shinji-kun.\You're here early this morning.\Of course! response:	I'm team captain, after all.
context: Work hard, Sakura.\Hey, Tohsaka!\Good morning.\I must be lucky, running into you first thing in the morning.\Good morning, Matou Shinji-kun.\You're here early this morning.\Of course!\I'm team captain, after all. response:	Assistant manager, more like...
context: Hey, Tohsaka!\Good morning.\I must be lucky, running into you first thing in the morning.\Good morning, Matou Shinji-kun.\You're here early this morning.\Of course!\I'm team captain, after all.\Assistant manager, more like... response:	See you.
context: Good morning.\I must be lucky, running into you first thing in the morning.\Good morning, Matou Shinji-kun.\You're here early this morning.\Of course!\I'm team captain, after all.\Assistant manager, more like...\See you. response:	Hey, wait up.
context: I must be lucky, running into you first thing in the morning.\Good morning, Matou Shinji-kun.\You're here early this morning.\Of course!\I'm team captain, after all.\Assistant manager, more like...\See you.\Hey, wait up. response:	You should sit in on our morning practice.
context: Good morning, Matou Shinji-kun.\You're here early this morning.\Of course!\I'm team captain, after all.\Assistant manager, more like...\See you.\Hey, wait up.\You should sit in on our morning practice. response:	I'll pass.
context: You're here early this morning.\Of course!\I'm team captain, after all.\Assistant manager, more like...\See you.\Hey, wait up.\You should sit in on our morning practice.\I'll pass. response:	I don't want to get in the way of practice.
context: Of course!\I'm team captain, after all.\Assistant manager, more like...\See you.\Hey, wait up.\You should sit in on our morning practice.\I'll pass.\I don't want to get in the way of practice. response:	No one will mind.
context: I'm team captain, after all.\Assistant manager, more like...\See you.\Hey, wait up.\You should sit in on our morning practice.\I'll pass.\I don't want to get in the way of practice.\No one will mind. response:	My point is that I don't want to be a bother.
context: Assistant manager, more like...\See you.\Hey, wait up.\You should sit in on our morning practice.\I'll pass.\I don't want to get in the way of practice.\No one will mind.\My point is that I don't want to be a bother. response:	Besides, I'm not all that interested in archery.
context: See you.\Hey, wait up.\You should sit in on our morning practice.\I'll pass.\I don't want to get in the way of practice.\No one will mind.\My point is that I don't want to be a bother.\Besides, I'm not all that interested in archery. response:	Really?
context: Hey, wait up.\You should sit in on our morning practice.\I'll pass.\I don't want to get in the way of practice.\No one will mind.\My point is that I don't want to be a bother.\Besides, I'm not all that interested in archery.\Really? response:	I thought you were.
context: You should sit in on our morning practice.\I'll pass.\I don't want to get in the way of practice.\No one will mind.\My point is that I don't want to be a bother.\Besides, I'm not all that interested in archery.\Really?\I thought you were. response:	Guess I had the wrong idea.
context: I'll pass.\I don't want to get in the way of practice.\No one will mind.\My point is that I don't want to be a bother.\Besides, I'm not all that interested in archery.\Really?\I thought you were.\Guess I had the wrong idea. response:	I thought you kept coming to watch after-school practices because you were interested.
context: I don't want to get in the way of practice.\No one will mind.\My point is that I don't want to be a bother.\Besides, I'm not all that interested in archery.\Really?\I thought you were.\Guess I had the wrong idea.\I thought you kept coming to watch after-school practices because you were interested. response:	Oh? You were there to watch something else, huh?
context: No one will mind.\My point is that I don't want to be a bother.\Besides, I'm not all that interested in archery.\Really?\I thought you were.\Guess I had the wrong idea.\I thought you kept coming to watch after-school practices because you were interested.\Oh? You were there to watch something else, huh? response:	Stay away from me, will you?
context: My point is that I don't want to be a bother.\Besides, I'm not all that interested in archery.\Really?\I thought you were.\Guess I had the wrong idea.\I thought you kept coming to watch after-school practices because you were interested.\Oh? You were there to watch something else, huh?\Stay away from me, will you? response:	Let me be clear, Matou-kun.
context: Besides, I'm not all that interested in archery.\Really?\I thought you were.\Guess I had the wrong idea.\I thought you kept coming to watch after-school practices because you were interested.\Oh? You were there to watch something else, huh?\Stay away from me, will you?\Let me be clear, Matou-kun. response:	Not only am I not interested in archery, I'm not interested in you.
context: Really?\I thought you were.\Guess I had the wrong idea.\I thought you kept coming to watch after-school practices because you were interested.\Oh? You were there to watch something else, huh?\Stay away from me, will you?\Let me be clear, Matou-kun.\Not only am I not interested in archery, I'm not interested in you. response:	The fact is that I only just now noticed you were on the archery range,
context: I thought you were.\Guess I had the wrong idea.\I thought you kept coming to watch after-school practices because you were interested.\Oh? You were there to watch something else, huh?\Stay away from me, will you?\Let me be clear, Matou-kun.\Not only am I not interested in archery, I'm not interested in you.\The fact is that I only just now noticed you were on the archery range, response:	and I'm certain I won't notice you in the future.
context: Guess I had the wrong idea.\I thought you kept coming to watch after-school practices because you were interested.\Oh? You were there to watch something else, huh?\Stay away from me, will you?\Let me be clear, Matou-kun.\Not only am I not interested in archery, I'm not interested in you.\The fact is that I only just now noticed you were on the archery range,\and I'm certain I won't notice you in the future. response:	Say what?
context: I thought you kept coming to watch after-school practices because you were interested.\Oh? You were there to watch something else, huh?\Stay away from me, will you?\Let me be clear, Matou-kun.\Not only am I not interested in archery, I'm not interested in you.\The fact is that I only just now noticed you were on the archery range,\and I'm certain I won't notice you in the future.\Say what? response:	How dare you, Tohsaka?!
context: Oh? You were there to watch something else, huh?\Stay away from me, will you?\Let me be clear, Matou-kun.\Not only am I not interested in archery, I'm not interested in you.\The fact is that I only just now noticed you were on the archery range,\and I'm certain I won't notice you in the future.\Say what?\How dare you, Tohsaka?! response:	Hey, if it isn't Tohsaka-san! Morning!
context: Stay away from me, will you?\Let me be clear, Matou-kun.\Not only am I not interested in archery, I'm not interested in you.\The fact is that I only just now noticed you were on the archery range,\and I'm certain I won't notice you in the future.\Say what?\How dare you, Tohsaka?!\Hey, if it isn't Tohsaka-san! Morning! response:	Good morning, Fujimura-sensei.
context: Let me be clear, Matou-kun.\Not only am I not interested in archery, I'm not interested in you.\The fact is that I only just now noticed you were on the archery range,\and I'm certain I won't notice you in the future.\Say what?\How dare you, Tohsaka?!\Hey, if it isn't Tohsaka-san! Morning!\Good morning, Fujimura-sensei. response:	Tohsaka...
context: Not only am I not interested in archery, I'm not interested in you.\The fact is that I only just now noticed you were on the archery range,\and I'm certain I won't notice you in the future.\Say what?\How dare you, Tohsaka?!\Hey, if it isn't Tohsaka-san! Morning!\Good morning, Fujimura-sensei.\Tohsaka... response:	Well, if it isn't the student council president.
context: The fact is that I only just now noticed you were on the archery range,\and I'm certain I won't notice you in the future.\Say what?\How dare you, Tohsaka?!\Hey, if it isn't Tohsaka-san! Morning!\Good morning, Fujimura-sensei.\Tohsaka...\Well, if it isn't the student council president. response:	Patrolling the campus so early in the morning?
context: and I'm certain I won't notice you in the future.\Say what?\How dare you, Tohsaka?!\Hey, if it isn't Tohsaka-san! Morning!\Good morning, Fujimura-sensei.\Tohsaka...\Well, if it isn't the student council president.\Patrolling the campus so early in the morning? response:	Or are you making maintenance rounds of the club rooms?
context: Say what?\How dare you, Tohsaka?!\Hey, if it isn't Tohsaka-san! Morning!\Good morning, Fujimura-sensei.\Tohsaka...\Well, if it isn't the student council president.\Patrolling the campus so early in the morning?\Or are you making maintenance rounds of the club rooms? response:	Not that I care either way. Still, you're the diligent student as always.
context: How dare you, Tohsaka?!\Hey, if it isn't Tohsaka-san! Morning!\Good morning, Fujimura-sensei.\Tohsaka...\Well, if it isn't the student council president.\Patrolling the campus so early in the morning?\Or are you making maintenance rounds of the club rooms?\Not that I care either way. Still, you're the diligent student as always. response:	And what do you have up your sleeve?
context: Hey, if it isn't Tohsaka-san! Morning!\Good morning, Fujimura-sensei.\Tohsaka...\Well, if it isn't the student council president.\Patrolling the campus so early in the morning?\Or are you making maintenance rounds of the club rooms?\Not that I care either way. Still, you're the diligent student as always.\And what do you have up your sleeve? response:	Why are you here so early, when you aren't in any clubs?
context: Good morning, Fujimura-sensei.\Tohsaka...\Well, if it isn't the student council president.\Patrolling the campus so early in the morning?\Or are you making maintenance rounds of the club rooms?\Not that I care either way. Still, you're the diligent student as always.\And what do you have up your sleeve?\Why are you here so early, when you aren't in any clubs? response:	I just felt like it.
context: Tohsaka...\Well, if it isn't the student council president.\Patrolling the campus so early in the morning?\Or are you making maintenance rounds of the club rooms?\Not that I care either way. Still, you're the diligent student as always.\And what do you have up your sleeve?\Why are you here so early, when you aren't in any clubs?\I just felt like it. response:	I fixed it, Issei.
context: Well, if it isn't the student council president.\Patrolling the campus so early in the morning?\Or are you making maintenance rounds of the club rooms?\Not that I care either way. Still, you're the diligent student as always.\And what do you have up your sleeve?\Why are you here so early, when you aren't in any clubs?\I just felt like it.\I fixed it, Issei. response:	Oh, sorry.
context: Patrolling the campus so early in the morning?\Or are you making maintenance rounds of the club rooms?\Not that I care either way. Still, you're the diligent student as always.\And what do you have up your sleeve?\Why are you here so early, when you aren't in any clubs?\I just felt like it.\I fixed it, Issei.\Oh, sorry. response:	I asked you for help, but you did it all, Emiya. My bad.
context: Or are you making maintenance rounds of the club rooms?\Not that I care either way. Still, you're the diligent student as always.\And what do you have up your sleeve?\Why are you here so early, when you aren't in any clubs?\I just felt like it.\I fixed it, Issei.\Oh, sorry.\I asked you for help, but you did it all, Emiya. My bad. response:	Where's the next one?
context: Not that I care either way. Still, you're the diligent student as always.\And what do you have up your sleeve?\Why are you here so early, when you aren't in any clubs?\I just felt like it.\I fixed it, Issei.\Oh, sorry.\I asked you for help, but you did it all, Emiya. My bad.\Where's the next one? response:	I don't have a lot of time.
context: And what do you have up your sleeve?\Why are you here so early, when you aren't in any clubs?\I just felt like it.\I fixed it, Issei.\Oh, sorry.\I asked you for help, but you did it all, Emiya. My bad.\Where's the next one?\I don't have a lot of time. response:	The next one's in the A/V room.
context: Why are you here so early, when you aren't in any clubs?\I just felt like it.\I fixed it, Issei.\Oh, sorry.\I asked you for help, but you did it all, Emiya. My bad.\Where's the next one?\I don't have a lot of time.\The next one's in the A/V room. response:	They say it's been acting up lately, but it's finally exhausted its lifespan.
context: I just felt like it.\I fixed it, Issei.\Oh, sorry.\I asked you for help, but you did it all, Emiya. My bad.\Where's the next one?\I don't have a lot of time.\The next one's in the A/V room.\They say it's been acting up lately, but it's finally exhausted its lifespan. response:	If it's dead, I can't fix that. Buying a new one would be faster.
context: I fixed it, Issei.\Oh, sorry.\I asked you for help, but you did it all, Emiya. My bad.\Where's the next one?\I don't have a lot of time.\The next one's in the A/V room.\They say it's been acting up lately, but it's finally exhausted its lifespan.\If it's dead, I can't fix that. Buying a new one would be faster. response:	That's true, but I'd appreciate it if you could take a look at it anyway.
context: Oh, sorry.\I asked you for help, but you did it all, Emiya. My bad.\Where's the next one?\I don't have a lot of time.\The next one's in the A/V room.\They say it's been acting up lately, but it's finally exhausted its lifespan.\If it's dead, I can't fix that. Buying a new one would be faster.\That's true, but I'd appreciate it if you could take a look at it anyway. response:	It looked dead to me, but you may be able to see if it's just faking or really dead.
context: I asked you for help, but you did it all, Emiya. My bad.\Where's the next one?\I don't have a lot of time.\The next one's in the A/V room.\They say it's been acting up lately, but it's finally exhausted its lifespan.\If it's dead, I can't fix that. Buying a new one would be faster.\That's true, but I'd appreciate it if you could take a look at it anyway.\It looked dead to me, but you may be able to see if it's just faking or really dead. response:	Okay, I'll try...
context: Where's the next one?\I don't have a lot of time.\The next one's in the A/V room.\They say it's been acting up lately, but it's finally exhausted its lifespan.\If it's dead, I can't fix that. Buying a new one would be faster.\That's true, but I'd appreciate it if you could take a look at it anyway.\It looked dead to me, but you may be able to see if it's just faking or really dead.\Okay, I'll try... response:	You're here early, Tohsaka.
context: I don't have a lot of time.\The next one's in the A/V room.\They say it's been acting up lately, but it's finally exhausted its lifespan.\If it's dead, I can't fix that. Buying a new one would be faster.\That's true, but I'd appreciate it if you could take a look at it anyway.\It looked dead to me, but you may be able to see if it's just faking or really dead.\Okay, I'll try...\You're here early, Tohsaka. response:	Was that his way of saying hello?
context: The next one's in the A/V room.\They say it's been acting up lately, but it's finally exhausted its lifespan.\If it's dead, I can't fix that. Buying a new one would be faster.\That's true, but I'd appreciate it if you could take a look at it anyway.\It looked dead to me, but you may be able to see if it's just faking or really dead.\Okay, I'll try...\You're here early, Tohsaka.\Was that his way of saying hello? response:	E-Excuse me, Tohsaka-san?
context: They say it's been acting up lately, but it's finally exhausted its lifespan.\If it's dead, I can't fix that. Buying a new one would be faster.\That's true, but I'd appreciate it if you could take a look at it anyway.\It looked dead to me, but you may be able to see if it's just faking or really dead.\Okay, I'll try...\You're here early, Tohsaka.\Was that his way of saying hello?\E-Excuse me, Tohsaka-san? response:	If you don't mind, would you like to eat lunch together?
context: If it's dead, I can't fix that. Buying a new one would be faster.\That's true, but I'd appreciate it if you could take a look at it anyway.\It looked dead to me, but you may be able to see if it's just faking or really dead.\Okay, I'll try...\You're here early, Tohsaka.\Was that his way of saying hello?\E-Excuse me, Tohsaka-san?\If you don't mind, would you like to eat lunch together? response:	Thank you, Saegusa-san.
context: That's true, but I'd appreciate it if you could take a look at it anyway.\It looked dead to me, but you may be able to see if it's just faking or really dead.\Okay, I'll try...\You're here early, Tohsaka.\Was that his way of saying hello?\E-Excuse me, Tohsaka-san?\If you don't mind, would you like to eat lunch together?\Thank you, Saegusa-san. response:	I'm sorry, but I'm going to the cafeteria today.
context: It looked dead to me, but you may be able to see if it's just faking or really dead.\Okay, I'll try...\You're here early, Tohsaka.\Was that his way of saying hello?\E-Excuse me, Tohsaka-san?\If you don't mind, would you like to eat lunch together?\Thank you, Saegusa-san.\I'm sorry, but I'm going to the cafeteria today. response:	I overslept this morning.
context: Okay, I'll try...\You're here early, Tohsaka.\Was that his way of saying hello?\E-Excuse me, Tohsaka-san?\If you don't mind, would you like to eat lunch together?\Thank you, Saegusa-san.\I'm sorry, but I'm going to the cafeteria today.\I overslept this morning. response:	Oh, you did?
context: You're here early, Tohsaka.\Was that his way of saying hello?\E-Excuse me, Tohsaka-san?\If you don't mind, would you like to eat lunch together?\Thank you, Saegusa-san.\I'm sorry, but I'm going to the cafeteria today.\I overslept this morning.\Oh, you did? response:	I didn't know. I'm sorry for stopping you.
context: Was that his way of saying hello?\E-Excuse me, Tohsaka-san?\If you don't mind, would you like to eat lunch together?\Thank you, Saegusa-san.\I'm sorry, but I'm going to the cafeteria today.\I overslept this morning.\Oh, you did?\I didn't know. I'm sorry for stopping you. response:	Don't let this discourage you. Feel free to ask me again.
context: E-Excuse me, Tohsaka-san?\If you don't mind, would you like to eat lunch together?\Thank you, Saegusa-san.\I'm sorry, but I'm going to the cafeteria today.\I overslept this morning.\Oh, you did?\I didn't know. I'm sorry for stopping you.\Don't let this discourage you. Feel free to ask me again. response:	I will.
context: If you don't mind, would you like to eat lunch together?\Thank you, Saegusa-san.\I'm sorry, but I'm going to the cafeteria today.\I overslept this morning.\Oh, you did?\I didn't know. I'm sorry for stopping you.\Don't let this discourage you. Feel free to ask me again.\I will. response:	Wow, I had no idea that you were capable of oversleeping.
context: Thank you, Saegusa-san.\I'm sorry, but I'm going to the cafeteria today.\I overslept this morning.\Oh, you did?\I didn't know. I'm sorry for stopping you.\Don't let this discourage you. Feel free to ask me again.\I will.\Wow, I had no idea that you were capable of oversleeping. response:	Actually, I oversleep all the time.
context: I'm sorry, but I'm going to the cafeteria today.\I overslept this morning.\Oh, you did?\I didn't know. I'm sorry for stopping you.\Don't let this discourage you. Feel free to ask me again.\I will.\Wow, I had no idea that you were capable of oversleeping.\Actually, I oversleep all the time. response:	I'm not in any clubs because I can't get out of bed.
context: I overslept this morning.\Oh, you did?\I didn't know. I'm sorry for stopping you.\Don't let this discourage you. Feel free to ask me again.\I will.\Wow, I had no idea that you were capable of oversleeping.\Actually, I oversleep all the time.\I'm not in any clubs because I can't get out of bed. response:	Well, enjoy your lunch, Saegusa-san.
context: Oh, you did?\I didn't know. I'm sorry for stopping you.\Don't let this discourage you. Feel free to ask me again.\I will.\Wow, I had no idea that you were capable of oversleeping.\Actually, I oversleep all the time.\I'm not in any clubs because I can't get out of bed.\Well, enjoy your lunch, Saegusa-san. response:	I will. You, too, Tohsaka-san.
context: I didn't know. I'm sorry for stopping you.\Don't let this discourage you. Feel free to ask me again.\I will.\Wow, I had no idea that you were capable of oversleeping.\Actually, I oversleep all the time.\I'm not in any clubs because I can't get out of bed.\Well, enjoy your lunch, Saegusa-san.\I will. You, too, Tohsaka-san. response:	Looks like you got shot down, Yukicchi.
