context: Not Enough Money response:	Will I get to make an appearance this time around?
context: Thank you for coming, Hanano-san!\Thank you!\So the flower has wilted during the long spring rains, just as my beauty has faded\I know this one!\You were happy about taking your first card, right?\You'll start moving faster and faster to take cards, Sumire-chan.\O-Okay, how about your right hand?\Just trim your right hand. response:	Wait!
context: Thank you!\So the flower has wilted during the long spring rains, just as my beauty has faded\I know this one!\You were happy about taking your first card, right?\You'll start moving faster and faster to take cards, Sumire-chan.\O-Okay, how about your right hand?\Just trim your right hand.\Wait! response:	Stop this!
context: So the flower has wilted during the long spring rains, just as my beauty has faded\I know this one!\You were happy about taking your first card, right?\You'll start moving faster and faster to take cards, Sumire-chan.\O-Okay, how about your right hand?\Just trim your right hand.\Wait!\Stop this! response:	I already said that I joined this club to be with Mashima-senpai,
context: I know this one!\You were happy about taking your first card, right?\You'll start moving faster and faster to take cards, Sumire-chan.\O-Okay, how about your right hand?\Just trim your right hand.\Wait!\Stop this!\I already said that I joined this club to be with Mashima-senpai, response:	not to play karuta!
context: You were happy about taking your first card, right?\You'll start moving faster and faster to take cards, Sumire-chan.\O-Okay, how about your right hand?\Just trim your right hand.\Wait!\Stop this!\I already said that I joined this club to be with Mashima-senpai,\not to play karuta! response:	Oh...
context: You'll start moving faster and faster to take cards, Sumire-chan.\O-Okay, how about your right hand?\Just trim your right hand.\Wait!\Stop this!\I already said that I joined this club to be with Mashima-senpai,\not to play karuta!\Oh... response:	Oh gosh...
context: O-Okay, how about your right hand?\Just trim your right hand.\Wait!\Stop this!\I already said that I joined this club to be with Mashima-senpai,\not to play karuta!\Oh...\Oh gosh... response:	I've had enough!
context: Just trim your right hand.\Wait!\Stop this!\I already said that I joined this club to be with Mashima-senpai,\not to play karuta!\Oh...\Oh gosh...\I've had enough! response:	Wait!
context: Wait!\Stop this!\I already said that I joined this club to be with Mashima-senpai,\not to play karuta!\Oh...\Oh gosh...\I've had enough!\Wait! response:	Sumire-chan!
context: Stop this!\I already said that I joined this club to be with Mashima-senpai,\not to play karuta!\Oh...\Oh gosh...\I've had enough!\Wait!\Sumire-chan! response:	Ayase!
context: I already said that I joined this club to be with Mashima-senpai,\not to play karuta!\Oh...\Oh gosh...\I've had enough!\Wait!\Sumire-chan!\Ayase! response:	Forget it.
context: not to play karuta!\Oh...\Oh gosh...\I've had enough!\Wait!\Sumire-chan!\Ayase!\Forget it. response:	She's made it clear that she doesn't want to play karuta.
context: Oh...\Oh gosh...\I've had enough!\Wait!\Sumire-chan!\Ayase!\Forget it.\She's made it clear that she doesn't want to play karuta. response:	Just ignore her.
context: Oh gosh...\I've had enough!\Wait!\Sumire-chan!\Ayase!\Forget it.\She's made it clear that she doesn't want to play karuta.\Just ignore her. response:	Ever since I collapsed and had to forfeit last year during the national championship,
context: I've had enough!\Wait!\Sumire-chan!\Ayase!\Forget it.\She's made it clear that she doesn't want to play karuta.\Just ignore her.\Ever since I collapsed and had to forfeit last year during the national championship, response:	I've spent every day wondering what would have happened
context: Wait!\Sumire-chan!\Ayase!\Forget it.\She's made it clear that she doesn't want to play karuta.\Just ignore her.\Ever since I collapsed and had to forfeit last year during the national championship,\I've spent every day wondering what would have happened response:	if we had one more member.
context: Sumire-chan!\Ayase!\Forget it.\She's made it clear that she doesn't want to play karuta.\Just ignore her.\Ever since I collapsed and had to forfeit last year during the national championship,\I've spent every day wondering what would have happened\if we had one more member. response:	We finally have new members...
context: Ayase!\Forget it.\She's made it clear that she doesn't want to play karuta.\Just ignore her.\Ever since I collapsed and had to forfeit last year during the national championship,\I've spent every day wondering what would have happened\if we had one more member.\We finally have new members... response:	Two of them stayed.
context: Forget it.\She's made it clear that she doesn't want to play karuta.\Just ignore her.\Ever since I collapsed and had to forfeit last year during the national championship,\I've spent every day wondering what would have happened\if we had one more member.\We finally have new members...\Two of them stayed. response:	I can't ignore them!
context: She's made it clear that she doesn't want to play karuta.\Just ignore her.\Ever since I collapsed and had to forfeit last year during the national championship,\I've spent every day wondering what would have happened\if we had one more member.\We finally have new members...\Two of them stayed.\I can't ignore them! response:	Yesterday, when you said
context: Just ignore her.\Ever since I collapsed and had to forfeit last year during the national championship,\I've spent every day wondering what would have happened\if we had one more member.\We finally have new members...\Two of them stayed.\I can't ignore them!\Yesterday, when you said response:	that Hundred Poets was a bunch of love poems,
context: Ever since I collapsed and had to forfeit last year during the national championship,\I've spent every day wondering what would have happened\if we had one more member.\We finally have new members...\Two of them stayed.\I can't ignore them!\Yesterday, when you said\that Hundred Poets was a bunch of love poems, response:	I had to admit you were right.
context: I've spent every day wondering what would have happened\if we had one more member.\We finally have new members...\Two of them stayed.\I can't ignore them!\Yesterday, when you said\that Hundred Poets was a bunch of love poems,\I had to admit you were right. response:	We share the same feelings that they did in the past.
context: if we had one more member.\We finally have new members...\Two of them stayed.\I can't ignore them!\Yesterday, when you said\that Hundred Poets was a bunch of love poems,\I had to admit you were right.\We share the same feelings that they did in the past. response:	However, Hundred Poets is an anthology of poetry.
context: We finally have new members...\Two of them stayed.\I can't ignore them!\Yesterday, when you said\that Hundred Poets was a bunch of love poems,\I had to admit you were right.\We share the same feelings that they did in the past.\However, Hundred Poets is an anthology of poetry. response:	Their poems are still known a thousand years later,
context: Two of them stayed.\I can't ignore them!\Yesterday, when you said\that Hundred Poets was a bunch of love poems,\I had to admit you were right.\We share the same feelings that they did in the past.\However, Hundred Poets is an anthology of poetry.\Their poems are still known a thousand years later, response:	because they expressed their feelings and techniques
context: I can't ignore them!\Yesterday, when you said\that Hundred Poets was a bunch of love poems,\I had to admit you were right.\We share the same feelings that they did in the past.\However, Hundred Poets is an anthology of poetry.\Their poems are still known a thousand years later,\because they expressed their feelings and techniques response:	in adherence to the 31 syllables rule.
context: Yesterday, when you said\that Hundred Poets was a bunch of love poems,\I had to admit you were right.\We share the same feelings that they did in the past.\However, Hundred Poets is an anthology of poetry.\Their poems are still known a thousand years later,\because they expressed their feelings and techniques\in adherence to the 31 syllables rule. response:	The feelings expressed are dependent on the rules!
context: that Hundred Poets was a bunch of love poems,\I had to admit you were right.\We share the same feelings that they did in the past.\However, Hundred Poets is an anthology of poetry.\Their poems are still known a thousand years later,\because they expressed their feelings and techniques\in adherence to the 31 syllables rule.\The feelings expressed are dependent on the rules! response:	Do you really think that the president knows your
context: I had to admit you were right.\We share the same feelings that they did in the past.\However, Hundred Poets is an anthology of poetry.\Their poems are still known a thousand years later,\because they expressed their feelings and techniques\in adherence to the 31 syllables rule.\The feelings expressed are dependent on the rules!\Do you really think that the president knows your response:	true feelings after hearing that little outburst?
context: We share the same feelings that they did in the past.\However, Hundred Poets is an anthology of poetry.\Their poems are still known a thousand years later,\because they expressed their feelings and techniques\in adherence to the 31 syllables rule.\The feelings expressed are dependent on the rules!\Do you really think that the president knows your\true feelings after hearing that little outburst? response:	Hanano-san.
context: However, Hundred Poets is an anthology of poetry.\Their poems are still known a thousand years later,\because they expressed their feelings and techniques\in adherence to the 31 syllables rule.\The feelings expressed are dependent on the rules!\Do you really think that the president knows your\true feelings after hearing that little outburst?\Hanano-san. response:	Can you teach me how to put on mascara?
context: Their poems are still known a thousand years later,\because they expressed their feelings and techniques\in adherence to the 31 syllables rule.\The feelings expressed are dependent on the rules!\Do you really think that the president knows your\true feelings after hearing that little outburst?\Hanano-san.\Can you teach me how to put on mascara? response:	Since I only have three eyelashes...
context: because they expressed their feelings and techniques\in adherence to the 31 syllables rule.\The feelings expressed are dependent on the rules!\Do you really think that the president knows your\true feelings after hearing that little outburst?\Hanano-san.\Can you teach me how to put on mascara?\Since I only have three eyelashes... response:	There's no such thing as a human with only three eyelashes!
context: in adherence to the 31 syllables rule.\The feelings expressed are dependent on the rules!\Do you really think that the president knows your\true feelings after hearing that little outburst?\Hanano-san.\Can you teach me how to put on mascara?\Since I only have three eyelashes...\There's no such thing as a human with only three eyelashes! response:	Let me see!
context: The feelings expressed are dependent on the rules!\Do you really think that the president knows your\true feelings after hearing that little outburst?\Hanano-san.\Can you teach me how to put on mascara?\Since I only have three eyelashes...\There's no such thing as a human with only three eyelashes!\Let me see! response:	This is my eighth year in college now
context: Do you really think that the president knows your\true feelings after hearing that little outburst?\Hanano-san.\Can you teach me how to put on mascara?\Since I only have three eyelashes...\There's no such thing as a human with only three eyelashes!\Let me see!\This is my eighth year in college now response:	Adding Eyelashes
context: true feelings after hearing that little outburst?\Hanano-san.\Can you teach me how to put on mascara?\Since I only have three eyelashes...\There's no such thing as a human with only three eyelashes!\Let me see!\This is my eighth year in college now\Adding Eyelashes response:	I'll have some wagashi to celebrate
context: Hanano-san.\Can you teach me how to put on mascara?\Since I only have three eyelashes...\There's no such thing as a human with only three eyelashes!\Let me see!\This is my eighth year in college now\Adding Eyelashes\I'll have some wagashi to celebrate response:	Three...
context: Can you teach me how to put on mascara?\Since I only have three eyelashes...\There's no such thing as a human with only three eyelashes!\Let me see!\This is my eighth year in college now\Adding Eyelashes\I'll have some wagashi to celebrate\Three... response:	Sorry, the mascara doesn't change the fact that I only have three eyelashes.
context: Since I only have three eyelashes...\There's no such thing as a human with only three eyelashes!\Let me see!\This is my eighth year in college now\Adding Eyelashes\I'll have some wagashi to celebrate\Three...\Sorry, the mascara doesn't change the fact that I only have three eyelashes. response:	Why do I feel defeated...
context: There's no such thing as a human with only three eyelashes!\Let me see!\This is my eighth year in college now\Adding Eyelashes\I'll have some wagashi to celebrate\Three...\Sorry, the mascara doesn't change the fact that I only have three eyelashes.\Why do I feel defeated... response:	I can no longer call myself the Mascara Shogun!
context: Let me see!\This is my eighth year in college now\Adding Eyelashes\I'll have some wagashi to celebrate\Three...\Sorry, the mascara doesn't change the fact that I only have three eyelashes.\Why do I feel defeated...\I can no longer call myself the Mascara Shogun! response:	Kana-chan, for the next school club committee meeting...
context: This is my eighth year in college now\Adding Eyelashes\I'll have some wagashi to celebrate\Three...\Sorry, the mascara doesn't change the fact that I only have three eyelashes.\Why do I feel defeated...\I can no longer call myself the Mascara Shogun!\Kana-chan, for the next school club committee meeting... response:	Yes?
context: Adding Eyelashes\I'll have some wagashi to celebrate\Three...\Sorry, the mascara doesn't change the fact that I only have three eyelashes.\Why do I feel defeated...\I can no longer call myself the Mascara Shogun!\Kana-chan, for the next school club committee meeting...\Yes? response:	I had to resort to fake ones!
context: I'll have some wagashi to celebrate\Three...\Sorry, the mascara doesn't change the fact that I only have three eyelashes.\Why do I feel defeated...\I can no longer call myself the Mascara Shogun!\Kana-chan, for the next school club committee meeting...\Yes?\I had to resort to fake ones! response:	Everybody will be used to it by the last episode
context: Three...\Sorry, the mascara doesn't change the fact that I only have three eyelashes.\Why do I feel defeated...\I can no longer call myself the Mascara Shogun!\Kana-chan, for the next school club committee meeting...\Yes?\I had to resort to fake ones!\Everybody will be used to it by the last episode response:	Chihaya Furu
context: Sorry, the mascara doesn't change the fact that I only have three eyelashes.\Why do I feel defeated...\I can no longer call myself the Mascara Shogun!\Kana-chan, for the next school club committee meeting...\Yes?\I had to resort to fake ones!\Everybody will be used to it by the last episode\Chihaya Furu response:	Boarding for @@ Line
context: Why do I feel defeated...\I can no longer call myself the Mascara Shogun!\Kana-chan, for the next school club committee meeting...\Yes?\I had to resort to fake ones!\Everybody will be used to it by the last episode\Chihaya Furu\Boarding for @@ Line response:	Love Hunter
context: I can no longer call myself the Mascara Shogun!\Kana-chan, for the next school club committee meeting...\Yes?\I had to resort to fake ones!\Everybody will be used to it by the last episode\Chihaya Furu\Boarding for @@ Line\Love Hunter response:	That hurt!
context: Kana-chan, for the next school club committee meeting...\Yes?\I had to resort to fake ones!\Everybody will be used to it by the last episode\Chihaya Furu\Boarding for @@ Line\Love Hunter\That hurt! response:	Hey! Looking like Johnny Depp
context: Yes?\I had to resort to fake ones!\Everybody will be used to it by the last episode\Chihaya Furu\Boarding for @@ Line\Love Hunter\That hurt!\Hey! Looking like Johnny Depp response:	doesn't mean you shouldn't watch where you're going!
context: I had to resort to fake ones!\Everybody will be used to it by the last episode\Chihaya Furu\Boarding for @@ Line\Love Hunter\That hurt!\Hey! Looking like Johnny Depp\doesn't mean you shouldn't watch where you're going! response:	Sent him flying
context: Everybody will be used to it by the last episode\Chihaya Furu\Boarding for @@ Line\Love Hunter\That hurt!\Hey! Looking like Johnny Depp\doesn't mean you shouldn't watch where you're going!\Sent him flying response:	Don't exaggerate. I just bumped into you.
context: Chihaya Furu\Boarding for @@ Line\Love Hunter\That hurt!\Hey! Looking like Johnny Depp\doesn't mean you shouldn't watch where you're going!\Sent him flying\Don't exaggerate. I just bumped into you. response:	Pull yourself together.
context: Boarding for @@ Line\Love Hunter\That hurt!\Hey! Looking like Johnny Depp\doesn't mean you shouldn't watch where you're going!\Sent him flying\Don't exaggerate. I just bumped into you.\Pull yourself together. response:	It may be broken...
context: Love Hunter\That hurt!\Hey! Looking like Johnny Depp\doesn't mean you shouldn't watch where you're going!\Sent him flying\Don't exaggerate. I just bumped into you.\Pull yourself together.\It may be broken... response:	Well, I guess I'll have to take you home then.
context: That hurt!\Hey! Looking like Johnny Depp\doesn't mean you shouldn't watch where you're going!\Sent him flying\Don't exaggerate. I just bumped into you.\Pull yourself together.\It may be broken...\Well, I guess I'll have to take you home then. response:	Good-bye, Desktomu-kun
context: Hey! Looking like Johnny Depp\doesn't mean you shouldn't watch where you're going!\Sent him flying\Don't exaggerate. I just bumped into you.\Pull yourself together.\It may be broken...\Well, I guess I'll have to take you home then.\Good-bye, Desktomu-kun response:	Where do you live?
context: doesn't mean you shouldn't watch where you're going!\Sent him flying\Don't exaggerate. I just bumped into you.\Pull yourself together.\It may be broken...\Well, I guess I'll have to take you home then.\Good-bye, Desktomu-kun\Where do you live? response:	Wanna stop by the hospital?
context: Sent him flying\Don't exaggerate. I just bumped into you.\Pull yourself together.\It may be broken...\Well, I guess I'll have to take you home then.\Good-bye, Desktomu-kun\Where do you live?\Wanna stop by the hospital? response:	You're awfully skinny, you know.
context: Don't exaggerate. I just bumped into you.\Pull yourself together.\It may be broken...\Well, I guess I'll have to take you home then.\Good-bye, Desktomu-kun\Where do you live?\Wanna stop by the hospital?\You're awfully skinny, you know. response:	Wanna grab something to eat?
context: Pull yourself together.\It may be broken...\Well, I guess I'll have to take you home then.\Good-bye, Desktomu-kun\Where do you live?\Wanna stop by the hospital?\You're awfully skinny, you know.\Wanna grab something to eat? response:	Episode 16
context: It may be broken...\Well, I guess I'll have to take you home then.\Good-bye, Desktomu-kun\Where do you live?\Wanna stop by the hospital?\You're awfully skinny, you know.\Wanna grab something to eat?\Episode 16 response:	Wait for the Emperor's return
context: Well, I guess I'll have to take you home then.\Good-bye, Desktomu-kun\Where do you live?\Wanna stop by the hospital?\You're awfully skinny, you know.\Wanna grab something to eat?\Episode 16\Wait for the Emperor's return response:	Last year's champions will now return the trophy.
context: Good-bye, Desktomu-kun\Where do you live?\Wanna stop by the hospital?\You're awfully skinny, you know.\Wanna grab something to eat?\Episode 16\Wait for the Emperor's return\Last year's champions will now return the trophy. response:	This was the first trophy we worked together to win.
context: Where do you live?\Wanna stop by the hospital?\You're awfully skinny, you know.\Wanna grab something to eat?\Episode 16\Wait for the Emperor's return\Last year's champions will now return the trophy.\This was the first trophy we worked together to win. response:	We have to win again
context: Wanna stop by the hospital?\You're awfully skinny, you know.\Wanna grab something to eat?\Episode 16\Wait for the Emperor's return\Last year's champions will now return the trophy.\This was the first trophy we worked together to win.\We have to win again response:	and make it to Nationals.
context: You're awfully skinny, you know.\Wanna grab something to eat?\Episode 16\Wait for the Emperor's return\Last year's champions will now return the trophy.\This was the first trophy we worked together to win.\We have to win again\and make it to Nationals. response:	Our next dream is to be number one in Japan!
context: Wanna grab something to eat?\Episode 16\Wait for the Emperor's return\Last year's champions will now return the trophy.\This was the first trophy we worked together to win.\We have to win again\and make it to Nationals.\Our next dream is to be number one in Japan! response:	Group A Round 1 Mizusawa High School
context: Episode 16\Wait for the Emperor's return\Last year's champions will now return the trophy.\This was the first trophy we worked together to win.\We have to win again\and make it to Nationals.\Our next dream is to be number one in Japan!\Group A Round 1 Mizusawa High School response:	Nishida Yusei Oe Kana Ayase Chihaya Komachi Tsutomu Mashima Taichi
context: Wait for the Emperor's return\Last year's champions will now return the trophy.\This was the first trophy we worked together to win.\We have to win again\and make it to Nationals.\Our next dream is to be number one in Japan!\Group A Round 1 Mizusawa High School\Nishida Yusei Oe Kana Ayase Chihaya Komachi Tsutomu Mashima Taichi response:	Yeah, we want to get off to a running start.
context: Last year's champions will now return the trophy.\This was the first trophy we worked together to win.\We have to win again\and make it to Nationals.\Our next dream is to be number one in Japan!\Group A Round 1 Mizusawa High School\Nishida Yusei Oe Kana Ayase Chihaya Komachi Tsutomu Mashima Taichi\Yeah, we want to get off to a running start. response:	Let's use the order Komano came up with.
context: This was the first trophy we worked together to win.\We have to win again\and make it to Nationals.\Our next dream is to be number one in Japan!\Group A Round 1 Mizusawa High School\Nishida Yusei Oe Kana Ayase Chihaya Komachi Tsutomu Mashima Taichi\Yeah, we want to get off to a running start.\Let's use the order Komano came up with. response:	Sounds good.
context: We have to win again\and make it to Nationals.\Our next dream is to be number one in Japan!\Group A Round 1 Mizusawa High School\Nishida Yusei Oe Kana Ayase Chihaya Komachi Tsutomu Mashima Taichi\Yeah, we want to get off to a running start.\Let's use the order Komano came up with.\Sounds good. response:	I think it's fine.
context: and make it to Nationals.\Our next dream is to be number one in Japan!\Group A Round 1 Mizusawa High School\Nishida Yusei Oe Kana Ayase Chihaya Komachi Tsutomu Mashima Taichi\Yeah, we want to get off to a running start.\Let's use the order Komano came up with.\Sounds good.\I think it's fine. response:	Oh, then I'll go turn this in.
context: Our next dream is to be number one in Japan!\Group A Round 1 Mizusawa High School\Nishida Yusei Oe Kana Ayase Chihaya Komachi Tsutomu Mashima Taichi\Yeah, we want to get off to a running start.\Let's use the order Komano came up with.\Sounds good.\I think it's fine.\Oh, then I'll go turn this in. response:	Huh? Oh, thanks.
context: Group A Round 1 Mizusawa High School\Nishida Yusei Oe Kana Ayase Chihaya Komachi Tsutomu Mashima Taichi\Yeah, we want to get off to a running start.\Let's use the order Komano came up with.\Sounds good.\I think it's fine.\Oh, then I'll go turn this in.\Huh? Oh, thanks. response:	Tsukuba-kun?
context: Nishida Yusei Oe Kana Ayase Chihaya Komachi Tsutomu Mashima Taichi\Yeah, we want to get off to a running start.\Let's use the order Komano came up with.\Sounds good.\I think it's fine.\Oh, then I'll go turn this in.\Huh? Oh, thanks.\Tsukuba-kun? response:	Komano Tsutomu Tsukuba Akihiro
context: Yeah, we want to get off to a running start.\Let's use the order Komano came up with.\Sounds good.\I think it's fine.\Oh, then I'll go turn this in.\Huh? Oh, thanks.\Tsukuba-kun?\Komano Tsutomu Tsukuba Akihiro response:	What do you think you're doing?!
context: Let's use the order Komano came up with.\Sounds good.\I think it's fine.\Oh, then I'll go turn this in.\Huh? Oh, thanks.\Tsukuba-kun?\Komano Tsutomu Tsukuba Akihiro\What do you think you're doing?! response:	How could you change the order?!
context: Sounds good.\I think it's fine.\Oh, then I'll go turn this in.\Huh? Oh, thanks.\Tsukuba-kun?\Komano Tsutomu Tsukuba Akihiro\What do you think you're doing?!\How could you change the order?! response:	If you've got a problem, say something!
context: I think it's fine.\Oh, then I'll go turn this in.\Huh? Oh, thanks.\Tsukuba-kun?\Komano Tsutomu Tsukuba Akihiro\What do you think you're doing?!\How could you change the order?!\If you've got a problem, say something! response:	B-But!
context: Oh, then I'll go turn this in.\Huh? Oh, thanks.\Tsukuba-kun?\Komano Tsutomu Tsukuba Akihiro\What do you think you're doing?!\How could you change the order?!\If you've got a problem, say something!\B-But! response:	I came within three cards of beating Komano-senpai once!
context: Huh? Oh, thanks.\Tsukuba-kun?\Komano Tsutomu Tsukuba Akihiro\What do you think you're doing?!\How could you change the order?!\If you've got a problem, say something!\B-But!\I came within three cards of beating Komano-senpai once! response:	I've almost caught up in terms of skill!
