context: hajimete no kimochi my first feelings response:	shonbori no mune ni upon my downhearted chest
context: kowareru omoiwa these trembling feelings are\maichiru hanabirane fluttering petals,\sukininatte iino is it okay for me to fall in love?\soretomo or will...\tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe response:	Distant Thunder
context: maichiru hanabirane fluttering petals,\sukininatte iino is it okay for me to fall in love?\soretomo or will...\tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Distant Thunder response:	Hey Daddy, will there be a panda? A panda?
context: sukininatte iino is it okay for me to fall in love?\soretomo or will...\tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Distant Thunder\Hey Daddy, will there be a panda? A panda? response:	What? panda?
context: soretomo or will...\tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Distant Thunder\Hey Daddy, will there be a panda? A panda?\What? panda? response:	Well, I'm leaving now.
context: tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Distant Thunder\Hey Daddy, will there be a panda? A panda?\What? panda?\Well, I'm leaving now. response:	Unbelievable.
context: bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Distant Thunder\Hey Daddy, will there be a panda? A panda?\What? panda?\Well, I'm leaving now.\Unbelievable. response:	You're still here?
context: kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Distant Thunder\Hey Daddy, will there be a panda? A panda?\What? panda?\Well, I'm leaving now.\Unbelievable.\You're still here? response:	Brother, if you have nothing to do, could you at least clean the bathtub?
context: ikiga tomarisou desu I can't breathe\Distant Thunder\Hey Daddy, will there be a panda? A panda?\What? panda?\Well, I'm leaving now.\Unbelievable.\You're still here?\Brother, if you have nothing to do, could you at least clean the bathtub? response:	Did she notice?
context: Distant Thunder\Hey Daddy, will there be a panda? A panda?\What? panda?\Well, I'm leaving now.\Unbelievable.\You're still here?\Brother, if you have nothing to do, could you at least clean the bathtub?\Did she notice? response:	It was only for an instant.
context: Hey Daddy, will there be a panda? A panda?\What? panda?\Well, I'm leaving now.\Unbelievable.\You're still here?\Brother, if you have nothing to do, could you at least clean the bathtub?\Did she notice?\It was only for an instant. response:	There's no way.
context: What? panda?\Well, I'm leaving now.\Unbelievable.\You're still here?\Brother, if you have nothing to do, could you at least clean the bathtub?\Did she notice?\It was only for an instant.\There's no way. response:	There's no way...
context: Well, I'm leaving now.\Unbelievable.\You're still here?\Brother, if you have nothing to do, could you at least clean the bathtub?\Did she notice?\It was only for an instant.\There's no way.\There's no way... response:	Brother.
context: Unbelievable.\You're still here?\Brother, if you have nothing to do, could you at least clean the bathtub?\Did she notice?\It was only for an instant.\There's no way.\There's no way...\Brother. response:	soumen = cold white noodles, eaten at summer What should we have for lunch? Is soumen okay?
context: You're still here?\Brother, if you have nothing to do, could you at least clean the bathtub?\Did she notice?\It was only for an instant.\There's no way.\There's no way...\Brother.\soumen = cold white noodles, eaten at summer What should we have for lunch? Is soumen okay? response:	Dad hasn't come back since he left to get his hair cut.
context: Brother, if you have nothing to do, could you at least clean the bathtub?\Did she notice?\It was only for an instant.\There's no way.\There's no way...\Brother.\soumen = cold white noodles, eaten at summer What should we have for lunch? Is soumen okay?\Dad hasn't come back since he left to get his hair cut. response:	Let's just go ahead and eat-
context: Did she notice?\It was only for an instant.\There's no way.\There's no way...\Brother.\soumen = cold white noodles, eaten at summer What should we have for lunch? Is soumen okay?\Dad hasn't come back since he left to get his hair cut.\Let's just go ahead and eat- response:	You went into my room, didn't you?
context: It was only for an instant.\There's no way.\There's no way...\Brother.\soumen = cold white noodles, eaten at summer What should we have for lunch? Is soumen okay?\Dad hasn't come back since he left to get his hair cut.\Let's just go ahead and eat-\You went into my room, didn't you? response:	Yeah.
context: There's no way.\There's no way...\Brother.\soumen = cold white noodles, eaten at summer What should we have for lunch? Is soumen okay?\Dad hasn't come back since he left to get his hair cut.\Let's just go ahead and eat-\You went into my room, didn't you?\Yeah. response:	Tomorrow's the day to take out the trash, so earlier...
context: There's no way...\Brother.\soumen = cold white noodles, eaten at summer What should we have for lunch? Is soumen okay?\Dad hasn't come back since he left to get his hair cut.\Let's just go ahead and eat-\You went into my room, didn't you?\Yeah.\Tomorrow's the day to take out the trash, so earlier... response:	I've told you before, haven't I? Not to go in without my permission.
context: Brother.\soumen = cold white noodles, eaten at summer What should we have for lunch? Is soumen okay?\Dad hasn't come back since he left to get his hair cut.\Let's just go ahead and eat-\You went into my room, didn't you?\Yeah.\Tomorrow's the day to take out the trash, so earlier...\I've told you before, haven't I? Not to go in without my permission. response:	But... all I did was empty your waste basket. I didn't touch anything else...
context: soumen = cold white noodles, eaten at summer What should we have for lunch? Is soumen okay?\Dad hasn't come back since he left to get his hair cut.\Let's just go ahead and eat-\You went into my room, didn't you?\Yeah.\Tomorrow's the day to take out the trash, so earlier...\I've told you before, haven't I? Not to go in without my permission.\But... all I did was empty your waste basket. I didn't touch anything else... response:	That's not the problem!
context: Dad hasn't come back since he left to get his hair cut.\Let's just go ahead and eat-\You went into my room, didn't you?\Yeah.\Tomorrow's the day to take out the trash, so earlier...\I've told you before, haven't I? Not to go in without my permission.\But... all I did was empty your waste basket. I didn't touch anything else...\That's not the problem! response:	I'm saying that I'll take care of my own trash!
context: Let's just go ahead and eat-\You went into my room, didn't you?\Yeah.\Tomorrow's the day to take out the trash, so earlier...\I've told you before, haven't I? Not to go in without my permission.\But... all I did was empty your waste basket. I didn't touch anything else...\That's not the problem!\I'm saying that I'll take care of my own trash! response:	You wouldn't like it if I went into your room right?
context: You went into my room, didn't you?\Yeah.\Tomorrow's the day to take out the trash, so earlier...\I've told you before, haven't I? Not to go in without my permission.\But... all I did was empty your waste basket. I didn't touch anything else...\That's not the problem!\I'm saying that I'll take care of my own trash!\You wouldn't like it if I went into your room right? response:	I'm sorry.
context: Yeah.\Tomorrow's the day to take out the trash, so earlier...\I've told you before, haven't I? Not to go in without my permission.\But... all I did was empty your waste basket. I didn't touch anything else...\That's not the problem!\I'm saying that I'll take care of my own trash!\You wouldn't like it if I went into your room right?\I'm sorry. response:	You're right.
context: Tomorrow's the day to take out the trash, so earlier...\I've told you before, haven't I? Not to go in without my permission.\But... all I did was empty your waste basket. I didn't touch anything else...\That's not the problem!\I'm saying that I'll take care of my own trash!\You wouldn't like it if I went into your room right?\I'm sorry.\You're right. response:	Idiot. You're just too inconsiderate.
context: I've told you before, haven't I? Not to go in without my permission.\But... all I did was empty your waste basket. I didn't touch anything else...\That's not the problem!\I'm saying that I'll take care of my own trash!\You wouldn't like it if I went into your room right?\I'm sorry.\You're right.\Idiot. You're just too inconsiderate. response:	You don't have to put it like that...
context: But... all I did was empty your waste basket. I didn't touch anything else...\That's not the problem!\I'm saying that I'll take care of my own trash!\You wouldn't like it if I went into your room right?\I'm sorry.\You're right.\Idiot. You're just too inconsiderate.\You don't have to put it like that... response:	I was just trying to be nice.
context: That's not the problem!\I'm saying that I'll take care of my own trash!\You wouldn't like it if I went into your room right?\I'm sorry.\You're right.\Idiot. You're just too inconsiderate.\You don't have to put it like that...\I was just trying to be nice. response:	It's unnecessary.
context: I'm saying that I'll take care of my own trash!\You wouldn't like it if I went into your room right?\I'm sorry.\You're right.\Idiot. You're just too inconsiderate.\You don't have to put it like that...\I was just trying to be nice.\It's unnecessary. response:	Don't ever make me repeat myself again.
context: You wouldn't like it if I went into your room right?\I'm sorry.\You're right.\Idiot. You're just too inconsiderate.\You don't have to put it like that...\I was just trying to be nice.\It's unnecessary.\Don't ever make me repeat myself again. response:	What was that?
context: I'm sorry.\You're right.\Idiot. You're just too inconsiderate.\You don't have to put it like that...\I was just trying to be nice.\It's unnecessary.\Don't ever make me repeat myself again.\What was that? response:	Insinuation?
context: You're right.\Idiot. You're just too inconsiderate.\You don't have to put it like that...\I was just trying to be nice.\It's unnecessary.\Don't ever make me repeat myself again.\What was that?\Insinuation? response:	No. No way...
context: Idiot. You're just too inconsiderate.\You don't have to put it like that...\I was just trying to be nice.\It's unnecessary.\Don't ever make me repeat myself again.\What was that?\Insinuation?\No. No way... response:	It was just for an instant.
context: You don't have to put it like that...\I was just trying to be nice.\It's unnecessary.\Don't ever make me repeat myself again.\What was that?\Insinuation?\No. No way...\It was just for an instant. response:	There's no way she could have noticed.
context: I was just trying to be nice.\It's unnecessary.\Don't ever make me repeat myself again.\What was that?\Insinuation?\No. No way...\It was just for an instant.\There's no way she could have noticed. response:	But...
context: It's unnecessary.\Don't ever make me repeat myself again.\What was that?\Insinuation?\No. No way...\It was just for an instant.\There's no way she could have noticed.\But... response:	That's suspicious.
context: Don't ever make me repeat myself again.\What was that?\Insinuation?\No. No way...\It was just for an instant.\There's no way she could have noticed.\But...\That's suspicious. response:	Really?
context: What was that?\Insinuation?\No. No way...\It was just for an instant.\There's no way she could have noticed.\But...\That's suspicious.\Really? response:	Definitely suspicious. Why would he get so angry for just going into his room?
context: Insinuation?\No. No way...\It was just for an instant.\There's no way she could have noticed.\But...\That's suspicious.\Really?\Definitely suspicious. Why would he get so angry for just going into his room? response:	Maybe there was something he really didn't want you to see.
context: No. No way...\It was just for an instant.\There's no way she could have noticed.\But...\That's suspicious.\Really?\Definitely suspicious. Why would he get so angry for just going into his room?\Maybe there was something he really didn't want you to see. response:	Ah, I know!
context: It was just for an instant.\There's no way she could have noticed.\But...\That's suspicious.\Really?\Definitely suspicious. Why would he get so angry for just going into his room?\Maybe there was something he really didn't want you to see.\Ah, I know! response:	What? What?
context: There's no way she could have noticed.\But...\That's suspicious.\Really?\Definitely suspicious. Why would he get so angry for just going into his room?\Maybe there was something he really didn't want you to see.\Ah, I know!\What? What? response:	A present.
context: But...\That's suspicious.\Really?\Definitely suspicious. Why would he get so angry for just going into his room?\Maybe there was something he really didn't want you to see.\Ah, I know!\What? What?\A present. response:	He makes himself seem like a major jerk,
context: That's suspicious.\Really?\Definitely suspicious. Why would he get so angry for just going into his room?\Maybe there was something he really didn't want you to see.\Ah, I know!\What? What?\A present.\He makes himself seem like a major jerk, response:	and tomorrow he'll suddenly transform into the nice big brother.
context: Really?\Definitely suspicious. Why would he get so angry for just going into his room?\Maybe there was something he really didn't want you to see.\Ah, I know!\What? What?\A present.\He makes himself seem like a major jerk,\and tomorrow he'll suddenly transform into the nice big brother. response:	Ah! That kind of a plan!
context: Definitely suspicious. Why would he get so angry for just going into his room?\Maybe there was something he really didn't want you to see.\Ah, I know!\What? What?\A present.\He makes himself seem like a major jerk,\and tomorrow he'll suddenly transform into the nice big brother.\Ah! That kind of a plan! response:	Nanoka, it's your birthday tomorrow right?
context: Maybe there was something he really didn't want you to see.\Ah, I know!\What? What?\A present.\He makes himself seem like a major jerk,\and tomorrow he'll suddenly transform into the nice big brother.\Ah! That kind of a plan!\Nanoka, it's your birthday tomorrow right? response:	No way! No way! That's definitely not it!
context: Ah, I know!\What? What?\A present.\He makes himself seem like a major jerk,\and tomorrow he'll suddenly transform into the nice big brother.\Ah! That kind of a plan!\Nanoka, it's your birthday tomorrow right?\No way! No way! That's definitely not it! response:	Maybe Nanoka's big brother is pretty simple minded.
context: What? What?\A present.\He makes himself seem like a major jerk,\and tomorrow he'll suddenly transform into the nice big brother.\Ah! That kind of a plan!\Nanoka, it's your birthday tomorrow right?\No way! No way! That's definitely not it!\Maybe Nanoka's big brother is pretty simple minded. response:	That's not a bamboo tree anymore...
context: A present.\He makes himself seem like a major jerk,\and tomorrow he'll suddenly transform into the nice big brother.\Ah! That kind of a plan!\Nanoka, it's your birthday tomorrow right?\No way! No way! That's definitely not it!\Maybe Nanoka's big brother is pretty simple minded.\That's not a bamboo tree anymore... response:	Tanabata = festival of the Weaver, celebrated on July 7th It is the Tanabata Rendezvous Party.
context: He makes himself seem like a major jerk,\and tomorrow he'll suddenly transform into the nice big brother.\Ah! That kind of a plan!\Nanoka, it's your birthday tomorrow right?\No way! No way! That's definitely not it!\Maybe Nanoka's big brother is pretty simple minded.\That's not a bamboo tree anymore...\Tanabata = festival of the Weaver, celebrated on July 7th It is the Tanabata Rendezvous Party. response:	The mood is very important to young women!
context: and tomorrow he'll suddenly transform into the nice big brother.\Ah! That kind of a plan!\Nanoka, it's your birthday tomorrow right?\No way! No way! That's definitely not it!\Maybe Nanoka's big brother is pretty simple minded.\That's not a bamboo tree anymore...\Tanabata = festival of the Weaver, celebrated on July 7th It is the Tanabata Rendezvous Party.\The mood is very important to young women! response:	Young women?
context: Ah! That kind of a plan!\Nanoka, it's your birthday tomorrow right?\No way! No way! That's definitely not it!\Maybe Nanoka's big brother is pretty simple minded.\That's not a bamboo tree anymore...\Tanabata = festival of the Weaver, celebrated on July 7th It is the Tanabata Rendezvous Party.\The mood is very important to young women!\Young women? response:	candidate member : female member age 15 marriable age
context: Nanoka, it's your birthday tomorrow right?\No way! No way! That's definitely not it!\Maybe Nanoka's big brother is pretty simple minded.\That's not a bamboo tree anymore...\Tanabata = festival of the Weaver, celebrated on July 7th It is the Tanabata Rendezvous Party.\The mood is very important to young women!\Young women?\candidate member : female member age 15 marriable age response:	Wha... What are you...!
context: No way! No way! That's definitely not it!\Maybe Nanoka's big brother is pretty simple minded.\That's not a bamboo tree anymore...\Tanabata = festival of the Weaver, celebrated on July 7th It is the Tanabata Rendezvous Party.\The mood is very important to young women!\Young women?\candidate member : female member age 15 marriable age\Wha... What are you...! response:	The guy over there, decorating the bamboos with tanzaku without complaining...
context: Maybe Nanoka's big brother is pretty simple minded.\That's not a bamboo tree anymore...\Tanabata = festival of the Weaver, celebrated on July 7th It is the Tanabata Rendezvous Party.\The mood is very important to young women!\Young women?\candidate member : female member age 15 marriable age\Wha... What are you...!\The guy over there, decorating the bamboos with tanzaku without complaining... response:	it looks really ominous.
context: That's not a bamboo tree anymore...\Tanabata = festival of the Weaver, celebrated on July 7th It is the Tanabata Rendezvous Party.\The mood is very important to young women!\Young women?\candidate member : female member age 15 marriable age\Wha... What are you...!\The guy over there, decorating the bamboos with tanzaku without complaining...\it looks really ominous. response:	I want a sister - Odagiri
context: Tanabata = festival of the Weaver, celebrated on July 7th It is the Tanabata Rendezvous Party.\The mood is very important to young women!\Young women?\candidate member : female member age 15 marriable age\Wha... What are you...!\The guy over there, decorating the bamboos with tanzaku without complaining...\it looks really ominous.\I want a sister - Odagiri response:	Wha... What are you doing?
context: The mood is very important to young women!\Young women?\candidate member : female member age 15 marriable age\Wha... What are you...!\The guy over there, decorating the bamboos with tanzaku without complaining...\it looks really ominous.\I want a sister - Odagiri\Wha... What are you doing? response:	Even if you have a younger sister, it's not a good thing.
context: Young women?\candidate member : female member age 15 marriable age\Wha... What are you...!\The guy over there, decorating the bamboos with tanzaku without complaining...\it looks really ominous.\I want a sister - Odagiri\Wha... What are you doing?\Even if you have a younger sister, it's not a good thing. response:	A guy who fights over the TV channels with his cute younger sister wouldn't understand my feelings!
context: candidate member : female member age 15 marriable age\Wha... What are you...!\The guy over there, decorating the bamboos with tanzaku without complaining...\it looks really ominous.\I want a sister - Odagiri\Wha... What are you doing?\Even if you have a younger sister, it's not a good thing.\A guy who fights over the TV channels with his cute younger sister wouldn't understand my feelings! response:	Man its steaming out here.
context: Wha... What are you...!\The guy over there, decorating the bamboos with tanzaku without complaining...\it looks really ominous.\I want a sister - Odagiri\Wha... What are you doing?\Even if you have a younger sister, it's not a good thing.\A guy who fights over the TV channels with his cute younger sister wouldn't understand my feelings!\Man its steaming out here. response:	Going outside is the worst.
context: The guy over there, decorating the bamboos with tanzaku without complaining...\it looks really ominous.\I want a sister - Odagiri\Wha... What are you doing?\Even if you have a younger sister, it's not a good thing.\A guy who fights over the TV channels with his cute younger sister wouldn't understand my feelings!\Man its steaming out here.\Going outside is the worst. response:	Do you want to go for a drink?
context: it looks really ominous.\I want a sister - Odagiri\Wha... What are you doing?\Even if you have a younger sister, it's not a good thing.\A guy who fights over the TV channels with his cute younger sister wouldn't understand my feelings!\Man its steaming out here.\Going outside is the worst.\Do you want to go for a drink? response:	Sure! I was just about to ask you.
context: I want a sister - Odagiri\Wha... What are you doing?\Even if you have a younger sister, it's not a good thing.\A guy who fights over the TV channels with his cute younger sister wouldn't understand my feelings!\Man its steaming out here.\Going outside is the worst.\Do you want to go for a drink?\Sure! I was just about to ask you. response:	Is it all right not to call home?
context: Wha... What are you doing?\Even if you have a younger sister, it's not a good thing.\A guy who fights over the TV channels with his cute younger sister wouldn't understand my feelings!\Man its steaming out here.\Going outside is the worst.\Do you want to go for a drink?\Sure! I was just about to ask you.\Is it all right not to call home? response:	After Nanoka-chan came, you've been calling home every time you're going to be late, right?
context: Even if you have a younger sister, it's not a good thing.\A guy who fights over the TV channels with his cute younger sister wouldn't understand my feelings!\Man its steaming out here.\Going outside is the worst.\Do you want to go for a drink?\Sure! I was just about to ask you.\Is it all right not to call home?\After Nanoka-chan came, you've been calling home every time you're going to be late, right? response:	No I haven't.
context: A guy who fights over the TV channels with his cute younger sister wouldn't understand my feelings!\Man its steaming out here.\Going outside is the worst.\Do you want to go for a drink?\Sure! I was just about to ask you.\Is it all right not to call home?\After Nanoka-chan came, you've been calling home every time you're going to be late, right?\No I haven't. response:	There's no use hiding it.
context: Man its steaming out here.\Going outside is the worst.\Do you want to go for a drink?\Sure! I was just about to ask you.\Is it all right not to call home?\After Nanoka-chan came, you've been calling home every time you're going to be late, right?\No I haven't.\There's no use hiding it. response:	Why don't you wipe your mouth?!
context: Going outside is the worst.\Do you want to go for a drink?\Sure! I was just about to ask you.\Is it all right not to call home?\After Nanoka-chan came, you've been calling home every time you're going to be late, right?\No I haven't.\There's no use hiding it.\Why don't you wipe your mouth?! response:	I don't care about her.
context: Do you want to go for a drink?\Sure! I was just about to ask you.\Is it all right not to call home?\After Nanoka-chan came, you've been calling home every time you're going to be late, right?\No I haven't.\There's no use hiding it.\Why don't you wipe your mouth?!\I don't care about her. response:	She's the one who just suddenly came into my life.
context: Sure! I was just about to ask you.\Is it all right not to call home?\After Nanoka-chan came, you've been calling home every time you're going to be late, right?\No I haven't.\There's no use hiding it.\Why don't you wipe your mouth?!\I don't care about her.\She's the one who just suddenly came into my life. response:	I don't give a damn about her.
context: Is it all right not to call home?\After Nanoka-chan came, you've been calling home every time you're going to be late, right?\No I haven't.\There's no use hiding it.\Why don't you wipe your mouth?!\I don't care about her.\She's the one who just suddenly came into my life.\I don't give a damn about her. response:	I really don't give a damn about a girl like her...
context: After Nanoka-chan came, you've been calling home every time you're going to be late, right?\No I haven't.\There's no use hiding it.\Why don't you wipe your mouth?!\I don't care about her.\She's the one who just suddenly came into my life.\I don't give a damn about her.\I really don't give a damn about a girl like her... response:	Brother?
context: No I haven't.\There's no use hiding it.\Why don't you wipe your mouth?!\I don't care about her.\She's the one who just suddenly came into my life.\I don't give a damn about her.\I really don't give a damn about a girl like her...\Brother? response:	Don't come near me!
context: There's no use hiding it.\Why don't you wipe your mouth?!\I don't care about her.\She's the one who just suddenly came into my life.\I don't give a damn about her.\I really don't give a damn about a girl like her...\Brother?\Don't come near me! response:	It's dangerous with the broken pieces.
context: Why don't you wipe your mouth?!\I don't care about her.\She's the one who just suddenly came into my life.\I don't give a damn about her.\I really don't give a damn about a girl like her...\Brother?\Don't come near me!\It's dangerous with the broken pieces. response:	That's my bowl.
context: I don't care about her.\She's the one who just suddenly came into my life.\I don't give a damn about her.\I really don't give a damn about a girl like her...\Brother?\Don't come near me!\It's dangerous with the broken pieces.\That's my bowl. response:	It was my favorite bowl! What are you going to do?
context: She's the one who just suddenly came into my life.\I don't give a damn about her.\I really don't give a damn about a girl like her...\Brother?\Don't come near me!\It's dangerous with the broken pieces.\That's my bowl.\It was my favorite bowl! What are you going to do? response:	I won't be able to eat my rice tomorrow.
context: I don't give a damn about her.\I really don't give a damn about a girl like her...\Brother?\Don't come near me!\It's dangerous with the broken pieces.\That's my bowl.\It was my favorite bowl! What are you going to do?\I won't be able to eat my rice tomorrow. response:	Umm... brother...
context: I really don't give a damn about a girl like her...\Brother?\Don't come near me!\It's dangerous with the broken pieces.\That's my bowl.\It was my favorite bowl! What are you going to do?\I won't be able to eat my rice tomorrow.\Umm... brother... response:	Do you know what day it is tomorrow?
context: Brother?\Don't come near me!\It's dangerous with the broken pieces.\That's my bowl.\It was my favorite bowl! What are you going to do?\I won't be able to eat my rice tomorrow.\Umm... brother...\Do you know what day it is tomorrow? response:	I have to go out early tomorrow too, so I won't need a lunch.
context: Don't come near me!\It's dangerous with the broken pieces.\That's my bowl.\It was my favorite bowl! What are you going to do?\I won't be able to eat my rice tomorrow.\Umm... brother...\Do you know what day it is tomorrow?\I have to go out early tomorrow too, so I won't need a lunch. response:	Just say it.
context: It's dangerous with the broken pieces.\That's my bowl.\It was my favorite bowl! What are you going to do?\I won't be able to eat my rice tomorrow.\Umm... brother...\Do you know what day it is tomorrow?\I have to go out early tomorrow too, so I won't need a lunch.\Just say it. response:	That I'm sorry I sniffed it.
context: That's my bowl.\It was my favorite bowl! What are you going to do?\I won't be able to eat my rice tomorrow.\Umm... brother...\Do you know what day it is tomorrow?\I have to go out early tomorrow too, so I won't need a lunch.\Just say it.\That I'm sorry I sniffed it. response:	I'm sorry for feeling a sexual desire.
context: It was my favorite bowl! What are you going to do?\I won't be able to eat my rice tomorrow.\Umm... brother...\Do you know what day it is tomorrow?\I have to go out early tomorrow too, so I won't need a lunch.\Just say it.\That I'm sorry I sniffed it.\I'm sorry for feeling a sexual desire. response:	No.
context: I won't be able to eat my rice tomorrow.\Umm... brother...\Do you know what day it is tomorrow?\I have to go out early tomorrow too, so I won't need a lunch.\Just say it.\That I'm sorry I sniffed it.\I'm sorry for feeling a sexual desire.\No. response:	What good would saying that do?
context: Umm... brother...\Do you know what day it is tomorrow?\I have to go out early tomorrow too, so I won't need a lunch.\Just say it.\That I'm sorry I sniffed it.\I'm sorry for feeling a sexual desire.\No.\What good would saying that do? response:	She might still have the same piece of underwear on from that time, without knowing anything.
context: Do you know what day it is tomorrow?\I have to go out early tomorrow too, so I won't need a lunch.\Just say it.\That I'm sorry I sniffed it.\I'm sorry for feeling a sexual desire.\No.\What good would saying that do?\She might still have the same piece of underwear on from that time, without knowing anything. response:	From that time...
context: I have to go out early tomorrow too, so I won't need a lunch.\Just say it.\That I'm sorry I sniffed it.\I'm sorry for feeling a sexual desire.\No.\What good would saying that do?\She might still have the same piece of underwear on from that time, without knowing anything.\From that time... response:	What? Koshiro left rather early today again.
context: Just say it.\That I'm sorry I sniffed it.\I'm sorry for feeling a sexual desire.\No.\What good would saying that do?\She might still have the same piece of underwear on from that time, without knowing anything.\From that time...\What? Koshiro left rather early today again. response:	Does he know that it's your birthday today?
context: That I'm sorry I sniffed it.\I'm sorry for feeling a sexual desire.\No.\What good would saying that do?\She might still have the same piece of underwear on from that time, without knowing anything.\From that time...\What? Koshiro left rather early today again.\Does he know that it's your birthday today? response:	It's fine...
context: I'm sorry for feeling a sexual desire.\No.\What good would saying that do?\She might still have the same piece of underwear on from that time, without knowing anything.\From that time...\What? Koshiro left rather early today again.\Does he know that it's your birthday today?\It's fine... response:	that brother isn't here.
context: No.\What good would saying that do?\She might still have the same piece of underwear on from that time, without knowing anything.\From that time...\What? Koshiro left rather early today again.\Does he know that it's your birthday today?\It's fine...\that brother isn't here. response:	Brother is suddenly gone
context: What good would saying that do?\She might still have the same piece of underwear on from that time, without knowing anything.\From that time...\What? Koshiro left rather early today again.\Does he know that it's your birthday today?\It's fine...\that brother isn't here.\Brother is suddenly gone response:	father understood it
context: She might still have the same piece of underwear on from that time, without knowing anything.\From that time...\What? Koshiro left rather early today again.\Does he know that it's your birthday today?\It's fine...\that brother isn't here.\Brother is suddenly gone\father understood it response:	As long as father is here I am happy
context: From that time...\What? Koshiro left rather early today again.\Does he know that it's your birthday today?\It's fine...\that brother isn't here.\Brother is suddenly gone\father understood it\As long as father is here I am happy response:	Our shelter is a small and creative one... This place is...
context: What? Koshiro left rather early today again.\Does he know that it's your birthday today?\It's fine...\that brother isn't here.\Brother is suddenly gone\father understood it\As long as father is here I am happy\Our shelter is a small and creative one... This place is... response:	Ah I know!
