context: My head! response:	My head is splitting open!
context: What a good idea!\Hello?\What is it? I'm on after-exam vacation. Why are you calling so early?\Did you get my voice mail?\Do not go and use my voice mail system without permission...\Oh, be quiet! Never mind, and just delete it.\Delete what? Your existence on this Earth?\No, that page on the internet. response:	I'm sure you're the one who went and made it.
context: Hello?\What is it? I'm on after-exam vacation. Why are you calling so early?\Did you get my voice mail?\Do not go and use my voice mail system without permission...\Oh, be quiet! Never mind, and just delete it.\Delete what? Your existence on this Earth?\No, that page on the internet.\I'm sure you're the one who went and made it. response:	What are you blithering about?
context: What is it? I'm on after-exam vacation. Why are you calling so early?\Did you get my voice mail?\Do not go and use my voice mail system without permission...\Oh, be quiet! Never mind, and just delete it.\Delete what? Your existence on this Earth?\No, that page on the internet.\I'm sure you're the one who went and made it.\What are you blithering about? response:	Just because you're getting fat is no reason to take it out on me.
context: Did you get my voice mail?\Do not go and use my voice mail system without permission...\Oh, be quiet! Never mind, and just delete it.\Delete what? Your existence on this Earth?\No, that page on the internet.\I'm sure you're the one who went and made it.\What are you blithering about?\Just because you're getting fat is no reason to take it out on me. response:	Stop talking gibberish!
context: Do not go and use my voice mail system without permission...\Oh, be quiet! Never mind, and just delete it.\Delete what? Your existence on this Earth?\No, that page on the internet.\I'm sure you're the one who went and made it.\What are you blithering about?\Just because you're getting fat is no reason to take it out on me.\Stop talking gibberish! response:	You can't talk your way out of this one!
context: Oh, be quiet! Never mind, and just delete it.\Delete what? Your existence on this Earth?\No, that page on the internet.\I'm sure you're the one who went and made it.\What are you blithering about?\Just because you're getting fat is no reason to take it out on me.\Stop talking gibberish!\You can't talk your way out of this one! response:	Now listen. That page better be gone by the time I get back...
context: Delete what? Your existence on this Earth?\No, that page on the internet.\I'm sure you're the one who went and made it.\What are you blithering about?\Just because you're getting fat is no reason to take it out on me.\Stop talking gibberish!\You can't talk your way out of this one!\Now listen. That page better be gone by the time I get back... response:	That faker finally returns my call, and she's full of nonsense.
context: No, that page on the internet.\I'm sure you're the one who went and made it.\What are you blithering about?\Just because you're getting fat is no reason to take it out on me.\Stop talking gibberish!\You can't talk your way out of this one!\Now listen. That page better be gone by the time I get back...\That faker finally returns my call, and she's full of nonsense. response:	I thought she was lonely for the sound of my voice.
context: I'm sure you're the one who went and made it.\What are you blithering about?\Just because you're getting fat is no reason to take it out on me.\Stop talking gibberish!\You can't talk your way out of this one!\Now listen. That page better be gone by the time I get back...\That faker finally returns my call, and she's full of nonsense.\I thought she was lonely for the sound of my voice. response:	Or maybe she was going to ask me how I was doing.
context: What are you blithering about?\Just because you're getting fat is no reason to take it out on me.\Stop talking gibberish!\You can't talk your way out of this one!\Now listen. That page better be gone by the time I get back...\That faker finally returns my call, and she's full of nonsense.\I thought she was lonely for the sound of my voice.\Or maybe she was going to ask me how I was doing. response:	Internet page?
context: Just because you're getting fat is no reason to take it out on me.\Stop talking gibberish!\You can't talk your way out of this one!\Now listen. That page better be gone by the time I get back...\That faker finally returns my call, and she's full of nonsense.\I thought she was lonely for the sound of my voice.\Or maybe she was going to ask me how I was doing.\Internet page? response:	It really is amazing from here.
context: Stop talking gibberish!\You can't talk your way out of this one!\Now listen. That page better be gone by the time I get back...\That faker finally returns my call, and she's full of nonsense.\I thought she was lonely for the sound of my voice.\Or maybe she was going to ask me how I was doing.\Internet page?\It really is amazing from here. response:	We're so close to it.
context: You can't talk your way out of this one!\Now listen. That page better be gone by the time I get back...\That faker finally returns my call, and she's full of nonsense.\I thought she was lonely for the sound of my voice.\Or maybe she was going to ask me how I was doing.\Internet page?\It really is amazing from here.\We're so close to it. response:	Resonating frequency perceived at a radius of five kilometers.
context: Now listen. That page better be gone by the time I get back...\That faker finally returns my call, and she's full of nonsense.\I thought she was lonely for the sound of my voice.\Or maybe she was going to ask me how I was doing.\Internet page?\It really is amazing from here.\We're so close to it.\Resonating frequency perceived at a radius of five kilometers. response:	Magical beings detected near the vicinity of the crater.
context: That faker finally returns my call, and she's full of nonsense.\I thought she was lonely for the sound of my voice.\Or maybe she was going to ask me how I was doing.\Internet page?\It really is amazing from here.\We're so close to it.\Resonating frequency perceived at a radius of five kilometers.\Magical beings detected near the vicinity of the crater. response:	It may be the red dragon!
context: I thought she was lonely for the sound of my voice.\Or maybe she was going to ask me how I was doing.\Internet page?\It really is amazing from here.\We're so close to it.\Resonating frequency perceived at a radius of five kilometers.\Magical beings detected near the vicinity of the crater.\It may be the red dragon! response:	I'm amazed how easily you come up with those delusions.
context: Or maybe she was going to ask me how I was doing.\Internet page?\It really is amazing from here.\We're so close to it.\Resonating frequency perceived at a radius of five kilometers.\Magical beings detected near the vicinity of the crater.\It may be the red dragon!\I'm amazed how easily you come up with those delusions. response:	Yuta, I fear that the dragon's body has shattered through the crater.
context: Internet page?\It really is amazing from here.\We're so close to it.\Resonating frequency perceived at a radius of five kilometers.\Magical beings detected near the vicinity of the crater.\It may be the red dragon!\I'm amazed how easily you come up with those delusions.\Yuta, I fear that the dragon's body has shattered through the crater. response:	It may have split into seven parts. We need to collect them all.
context: It really is amazing from here.\We're so close to it.\Resonating frequency perceived at a radius of five kilometers.\Magical beings detected near the vicinity of the crater.\It may be the red dragon!\I'm amazed how easily you come up with those delusions.\Yuta, I fear that the dragon's body has shattered through the crater.\It may have split into seven parts. We need to collect them all. response:	Not!
context: We're so close to it.\Resonating frequency perceived at a radius of five kilometers.\Magical beings detected near the vicinity of the crater.\It may be the red dragon!\I'm amazed how easily you come up with those delusions.\Yuta, I fear that the dragon's body has shattered through the crater.\It may have split into seven parts. We need to collect them all.\Not! response:	Wanna cross over to the other side?
context: Resonating frequency perceived at a radius of five kilometers.\Magical beings detected near the vicinity of the crater.\It may be the red dragon!\I'm amazed how easily you come up with those delusions.\Yuta, I fear that the dragon's body has shattered through the crater.\It may have split into seven parts. We need to collect them all.\Not!\Wanna cross over to the other side? response:	Cross? Can we get there?
context: Magical beings detected near the vicinity of the crater.\It may be the red dragon!\I'm amazed how easily you come up with those delusions.\Yuta, I fear that the dragon's body has shattered through the crater.\It may have split into seven parts. We need to collect them all.\Not!\Wanna cross over to the other side?\Cross? Can we get there? response:	Yes, I think we can take a boat across.
context: It may be the red dragon!\I'm amazed how easily you come up with those delusions.\Yuta, I fear that the dragon's body has shattered through the crater.\It may have split into seven parts. We need to collect them all.\Not!\Wanna cross over to the other side?\Cross? Can we get there?\Yes, I think we can take a boat across. response:	To there?
context: I'm amazed how easily you come up with those delusions.\Yuta, I fear that the dragon's body has shattered through the crater.\It may have split into seven parts. We need to collect them all.\Not!\Wanna cross over to the other side?\Cross? Can we get there?\Yes, I think we can take a boat across.\To there? response:	Schwartz Schneesturm!
context: Yuta, I fear that the dragon's body has shattered through the crater.\It may have split into seven parts. We need to collect them all.\Not!\Wanna cross over to the other side?\Cross? Can we get there?\Yes, I think we can take a boat across.\To there?\Schwartz Schneesturm! response:	Schneeglockchen!
context: It may have split into seven parts. We need to collect them all.\Not!\Wanna cross over to the other side?\Cross? Can we get there?\Yes, I think we can take a boat across.\To there?\Schwartz Schneesturm!\Schneeglockchen! response:	I'll go.
context: Not!\Wanna cross over to the other side?\Cross? Can we get there?\Yes, I think we can take a boat across.\To there?\Schwartz Schneesturm!\Schneeglockchen!\I'll go. response:	I doubt it's anything like whatever you're imagining.
context: Wanna cross over to the other side?\Cross? Can we get there?\Yes, I think we can take a boat across.\To there?\Schwartz Schneesturm!\Schneeglockchen!\I'll go.\I doubt it's anything like whatever you're imagining. response:	But we have plenty of time, and it won't take long.
context: Cross? Can we get there?\Yes, I think we can take a boat across.\To there?\Schwartz Schneesturm!\Schneeglockchen!\I'll go.\I doubt it's anything like whatever you're imagining.\But we have plenty of time, and it won't take long. response:	H-hey, you're Shichimiya.
context: Yes, I think we can take a boat across.\To there?\Schwartz Schneesturm!\Schneeglockchen!\I'll go.\I doubt it's anything like whatever you're imagining.\But we have plenty of time, and it won't take long.\H-hey, you're Shichimiya. response:	Hero.
context: To there?\Schwartz Schneesturm!\Schneeglockchen!\I'll go.\I doubt it's anything like whatever you're imagining.\But we have plenty of time, and it won't take long.\H-hey, you're Shichimiya.\Hero. response:	Hero, it's you! Hero!
context: Schwartz Schneesturm!\Schneeglockchen!\I'll go.\I doubt it's anything like whatever you're imagining.\But we have plenty of time, and it won't take long.\H-hey, you're Shichimiya.\Hero.\Hero, it's you! Hero! response:	Oh, I'm sorry! I never expected to find him in a place like this.
context: Schneeglockchen!\I'll go.\I doubt it's anything like whatever you're imagining.\But we have plenty of time, and it won't take long.\H-hey, you're Shichimiya.\Hero.\Hero, it's you! Hero!\Oh, I'm sorry! I never expected to find him in a place like this. response:	You took the words out of my mouth.
context: I'll go.\I doubt it's anything like whatever you're imagining.\But we have plenty of time, and it won't take long.\H-hey, you're Shichimiya.\Hero.\Hero, it's you! Hero!\Oh, I'm sorry! I never expected to find him in a place like this.\You took the words out of my mouth. response:	Are you also on a school field trip?
context: I doubt it's anything like whatever you're imagining.\But we have plenty of time, and it won't take long.\H-hey, you're Shichimiya.\Hero.\Hero, it's you! Hero!\Oh, I'm sorry! I never expected to find him in a place like this.\You took the words out of my mouth.\Are you also on a school field trip? response:	You too, Hero?
context: But we have plenty of time, and it won't take long.\H-hey, you're Shichimiya.\Hero.\Hero, it's you! Hero!\Oh, I'm sorry! I never expected to find him in a place like this.\You took the words out of my mouth.\Are you also on a school field trip?\You too, Hero? response:	You are indeed the Hero with whom I once trusted my fate.
context: H-hey, you're Shichimiya.\Hero.\Hero, it's you! Hero!\Oh, I'm sorry! I never expected to find him in a place like this.\You took the words out of my mouth.\Are you also on a school field trip?\You too, Hero?\You are indeed the Hero with whom I once trusted my fate. response:	Wicked Lord Shingan. I'm sorry. I apologize for grabbing on to him.
context: Hero.\Hero, it's you! Hero!\Oh, I'm sorry! I never expected to find him in a place like this.\You took the words out of my mouth.\Are you also on a school field trip?\You too, Hero?\You are indeed the Hero with whom I once trusted my fate.\Wicked Lord Shingan. I'm sorry. I apologize for grabbing on to him. response:	I was so startled.
context: Hero, it's you! Hero!\Oh, I'm sorry! I never expected to find him in a place like this.\You took the words out of my mouth.\Are you also on a school field trip?\You too, Hero?\You are indeed the Hero with whom I once trusted my fate.\Wicked Lord Shingan. I'm sorry. I apologize for grabbing on to him.\I was so startled. response:	It is far too late for that.
context: Oh, I'm sorry! I never expected to find him in a place like this.\You took the words out of my mouth.\Are you also on a school field trip?\You too, Hero?\You are indeed the Hero with whom I once trusted my fate.\Wicked Lord Shingan. I'm sorry. I apologize for grabbing on to him.\I was so startled.\It is far too late for that. response:	Magical devil girl, Sophia Ring SP Saturn VII!
context: You took the words out of my mouth.\Are you also on a school field trip?\You too, Hero?\You are indeed the Hero with whom I once trusted my fate.\Wicked Lord Shingan. I'm sorry. I apologize for grabbing on to him.\I was so startled.\It is far too late for that.\Magical devil girl, Sophia Ring SP Saturn VII! response:	You are now treading upon the territory...
context: Are you also on a school field trip?\You too, Hero?\You are indeed the Hero with whom I once trusted my fate.\Wicked Lord Shingan. I'm sorry. I apologize for grabbing on to him.\I was so startled.\It is far too late for that.\Magical devil girl, Sophia Ring SP Saturn VII!\You are now treading upon the territory... response:	Wanna make war?
context: You too, Hero?\You are indeed the Hero with whom I once trusted my fate.\Wicked Lord Shingan. I'm sorry. I apologize for grabbing on to him.\I was so startled.\It is far too late for that.\Magical devil girl, Sophia Ring SP Saturn VII!\You are now treading upon the territory...\Wanna make war? response:	Are you two alone?
context: You are indeed the Hero with whom I once trusted my fate.\Wicked Lord Shingan. I'm sorry. I apologize for grabbing on to him.\I was so startled.\It is far too late for that.\Magical devil girl, Sophia Ring SP Saturn VII!\You are now treading upon the territory...\Wanna make war?\Are you two alone? response:	Sorta.
context: Wicked Lord Shingan. I'm sorry. I apologize for grabbing on to him.\I was so startled.\It is far too late for that.\Magical devil girl, Sophia Ring SP Saturn VII!\You are now treading upon the territory...\Wanna make war?\Are you two alone?\Sorta. response:	You're alone together, are you? Then I will let you go this time.
context: I was so startled.\It is far too late for that.\Magical devil girl, Sophia Ring SP Saturn VII!\You are now treading upon the territory...\Wanna make war?\Are you two alone?\Sorta.\You're alone together, are you? Then I will let you go this time. response:	Sophia Ring has been tasked with an angel-finding mission.
context: It is far too late for that.\Magical devil girl, Sophia Ring SP Saturn VII!\You are now treading upon the territory...\Wanna make war?\Are you two alone?\Sorta.\You're alone together, are you? Then I will let you go this time.\Sophia Ring has been tasked with an angel-finding mission. response:	I'll wander off that way. Bye!
context: Magical devil girl, Sophia Ring SP Saturn VII!\You are now treading upon the territory...\Wanna make war?\Are you two alone?\Sorta.\You're alone together, are you? Then I will let you go this time.\Sophia Ring has been tasked with an angel-finding mission.\I'll wander off that way. Bye! response:	Hey!
context: You are now treading upon the territory...\Wanna make war?\Are you two alone?\Sorta.\You're alone together, are you? Then I will let you go this time.\Sophia Ring has been tasked with an angel-finding mission.\I'll wander off that way. Bye!\Hey! response:	Um, actually...
context: Wanna make war?\Are you two alone?\Sorta.\You're alone together, are you? Then I will let you go this time.\Sophia Ring has been tasked with an angel-finding mission.\I'll wander off that way. Bye!\Hey!\Um, actually... response:	I hate to ask, but can I borrow 500 yen?
context: Are you two alone?\Sorta.\You're alone together, are you? Then I will let you go this time.\Sophia Ring has been tasked with an angel-finding mission.\I'll wander off that way. Bye!\Hey!\Um, actually...\I hate to ask, but can I borrow 500 yen? response:	I'm revived!
context: Sorta.\You're alone together, are you? Then I will let you go this time.\Sophia Ring has been tasked with an angel-finding mission.\I'll wander off that way. Bye!\Hey!\Um, actually...\I hate to ask, but can I borrow 500 yen?\I'm revived! response:	How could you come so far only to misplace your bag?
context: You're alone together, are you? Then I will let you go this time.\Sophia Ring has been tasked with an angel-finding mission.\I'll wander off that way. Bye!\Hey!\Um, actually...\I hate to ask, but can I borrow 500 yen?\I'm revived!\How could you come so far only to misplace your bag? response:	The angel may be running interference.
context: Sophia Ring has been tasked with an angel-finding mission.\I'll wander off that way. Bye!\Hey!\Um, actually...\I hate to ask, but can I borrow 500 yen?\I'm revived!\How could you come so far only to misplace your bag?\The angel may be running interference. response:	There are large shockwaves coming from Area Zero to the south.
context: I'll wander off that way. Bye!\Hey!\Um, actually...\I hate to ask, but can I borrow 500 yen?\I'm revived!\How could you come so far only to misplace your bag?\The angel may be running interference.\There are large shockwaves coming from Area Zero to the south. response:	Can you make it back to your hotel?
context: Hey!\Um, actually...\I hate to ask, but can I borrow 500 yen?\I'm revived!\How could you come so far only to misplace your bag?\The angel may be running interference.\There are large shockwaves coming from Area Zero to the south.\Can you make it back to your hotel? response:	Never fear! I have memorized every route!
context: Um, actually...\I hate to ask, but can I borrow 500 yen?\I'm revived!\How could you come so far only to misplace your bag?\The angel may be running interference.\There are large shockwaves coming from Area Zero to the south.\Can you make it back to your hotel?\Never fear! I have memorized every route! response:	Don't lie.
context: I hate to ask, but can I borrow 500 yen?\I'm revived!\How could you come so far only to misplace your bag?\The angel may be running interference.\There are large shockwaves coming from Area Zero to the south.\Can you make it back to your hotel?\Never fear! I have memorized every route!\Don't lie. response:	I can tell.
context: I'm revived!\How could you come so far only to misplace your bag?\The angel may be running interference.\There are large shockwaves coming from Area Zero to the south.\Can you make it back to your hotel?\Never fear! I have memorized every route!\Don't lie.\I can tell. response:	You don't have a clue which way to go, do you?
context: How could you come so far only to misplace your bag?\The angel may be running interference.\There are large shockwaves coming from Area Zero to the south.\Can you make it back to your hotel?\Never fear! I have memorized every route!\Don't lie.\I can tell.\You don't have a clue which way to go, do you? response:	I knew it. Is your cell phone also in the bag?
context: The angel may be running interference.\There are large shockwaves coming from Area Zero to the south.\Can you make it back to your hotel?\Never fear! I have memorized every route!\Don't lie.\I can tell.\You don't have a clue which way to go, do you?\I knew it. Is your cell phone also in the bag? response:	Yeah.
context: There are large shockwaves coming from Area Zero to the south.\Can you make it back to your hotel?\Never fear! I have memorized every route!\Don't lie.\I can tell.\You don't have a clue which way to go, do you?\I knew it. Is your cell phone also in the bag?\Yeah. response:	Come on.
context: Can you make it back to your hotel?\Never fear! I have memorized every route!\Don't lie.\I can tell.\You don't have a clue which way to go, do you?\I knew it. Is your cell phone also in the bag?\Yeah.\Come on. response:	I'll be fine. The whole world is linked together...
context: Never fear! I have memorized every route!\Don't lie.\I can tell.\You don't have a clue which way to go, do you?\I knew it. Is your cell phone also in the bag?\Yeah.\Come on.\I'll be fine. The whole world is linked together... response:	I can make it back!
context: Don't lie.\I can tell.\You don't have a clue which way to go, do you?\I knew it. Is your cell phone also in the bag?\Yeah.\Come on.\I'll be fine. The whole world is linked together...\I can make it back! response:	Still.
context: I can tell.\You don't have a clue which way to go, do you?\I knew it. Is your cell phone also in the bag?\Yeah.\Come on.\I'll be fine. The whole world is linked together...\I can make it back!\Still. response:	I will never go near any girl but you.
context: You don't have a clue which way to go, do you?\I knew it. Is your cell phone also in the bag?\Yeah.\Come on.\I'll be fine. The whole world is linked together...\I can make it back!\Still.\I will never go near any girl but you. response:	Take this and begone to wherever you choose to go.
context: I knew it. Is your cell phone also in the bag?\Yeah.\Come on.\I'll be fine. The whole world is linked together...\I can make it back!\Still.\I will never go near any girl but you.\Take this and begone to wherever you choose to go. response:	Don't solve it with money!
context: Yeah.\Come on.\I'll be fine. The whole world is linked together...\I can make it back!\Still.\I will never go near any girl but you.\Take this and begone to wherever you choose to go.\Don't solve it with money! response:	Damn.
context: Come on.\I'll be fine. The whole world is linked together...\I can make it back!\Still.\I will never go near any girl but you.\Take this and begone to wherever you choose to go.\Don't solve it with money!\Damn. response:	Hey, Rikka?
context: I'll be fine. The whole world is linked together...\I can make it back!\Still.\I will never go near any girl but you.\Take this and begone to wherever you choose to go.\Don't solve it with money!\Damn.\Hey, Rikka? response:	I will soon locate it with the power of Wicked Lord Shingan.
context: I can make it back!\Still.\I will never go near any girl but you.\Take this and begone to wherever you choose to go.\Don't solve it with money!\Damn.\Hey, Rikka?\I will soon locate it with the power of Wicked Lord Shingan. response:	Come with me.
context: Still.\I will never go near any girl but you.\Take this and begone to wherever you choose to go.\Don't solve it with money!\Damn.\Hey, Rikka?\I will soon locate it with the power of Wicked Lord Shingan.\Come with me. response:	Now.
context: I will never go near any girl but you.\Take this and begone to wherever you choose to go.\Don't solve it with money!\Damn.\Hey, Rikka?\I will soon locate it with the power of Wicked Lord Shingan.\Come with me.\Now. response:	Rikka.
context: Take this and begone to wherever you choose to go.\Don't solve it with money!\Damn.\Hey, Rikka?\I will soon locate it with the power of Wicked Lord Shingan.\Come with me.\Now.\Rikka. response:	Come to think of it, I found a piece of paper inside my bag.
context: Don't solve it with money!\Damn.\Hey, Rikka?\I will soon locate it with the power of Wicked Lord Shingan.\Come with me.\Now.\Rikka.\Come to think of it, I found a piece of paper inside my bag. response:	Let's see.
context: Damn.\Hey, Rikka?\I will soon locate it with the power of Wicked Lord Shingan.\Come with me.\Now.\Rikka.\Come to think of it, I found a piece of paper inside my bag.\Let's see. response:	THE WHISPERS OF MORI SUMMER
context: Hey, Rikka?\I will soon locate it with the power of Wicked Lord Shingan.\Come with me.\Now.\Rikka.\Come to think of it, I found a piece of paper inside my bag.\Let's see.\THE WHISPERS OF MORI SUMMER response:	Wh-what is this?
context: I will soon locate it with the power of Wicked Lord Shingan.\Come with me.\Now.\Rikka.\Come to think of it, I found a piece of paper inside my bag.\Let's see.\THE WHISPERS OF MORI SUMMER\Wh-what is this? response:	I'm busy.
context: Come with me.\Now.\Rikka.\Come to think of it, I found a piece of paper inside my bag.\Let's see.\THE WHISPERS OF MORI SUMMER\Wh-what is this?\I'm busy. response:	Fake Mori Summer, how do you dare use the name of Mori Summer?
context: Now.\Rikka.\Come to think of it, I found a piece of paper inside my bag.\Let's see.\THE WHISPERS OF MORI SUMMER\Wh-what is this?\I'm busy.\Fake Mori Summer, how do you dare use the name of Mori Summer? response:	What's that? You're the one who made that page, aren't you?
context: Rikka.\Come to think of it, I found a piece of paper inside my bag.\Let's see.\THE WHISPERS OF MORI SUMMER\Wh-what is this?\I'm busy.\Fake Mori Summer, how do you dare use the name of Mori Summer?\What's that? You're the one who made that page, aren't you? response:	I have never seen this page before!
context: Come to think of it, I found a piece of paper inside my bag.\Let's see.\THE WHISPERS OF MORI SUMMER\Wh-what is this?\I'm busy.\Fake Mori Summer, how do you dare use the name of Mori Summer?\What's that? You're the one who made that page, aren't you?\I have never seen this page before! response:	You made it because you are the fake!
context: Let's see.\THE WHISPERS OF MORI SUMMER\Wh-what is this?\I'm busy.\Fake Mori Summer, how do you dare use the name of Mori Summer?\What's that? You're the one who made that page, aren't you?\I have never seen this page before!\You made it because you are the fake! response:	Me? I would never make such a thing, and you know it.
context: THE WHISPERS OF MORI SUMMER\Wh-what is this?\I'm busy.\Fake Mori Summer, how do you dare use the name of Mori Summer?\What's that? You're the one who made that page, aren't you?\I have never seen this page before!\You made it because you are the fake!\Me? I would never make such a thing, and you know it. response:	Then who made it?
context: Wh-what is this?\I'm busy.\Fake Mori Summer, how do you dare use the name of Mori Summer?\What's that? You're the one who made that page, aren't you?\I have never seen this page before!\You made it because you are the fake!\Me? I would never make such a thing, and you know it.\Then who made it? response:	You're asking me?
