context: To Stop response:	The War Between
context: The Yakuzas and\The Yakuzas and\The Yakuzas and\The Yakuzas and\The Yakuzas and\The Yakuzas and\The Yakuzas and\The Yakuzas and response:	The Yakuzas and
context: The Yakuzas and\The Yakuzas and\The Yakuzas and\The Yakuzas and\The Yakuzas and\The Yakuzas and\The Yakuzas and\The Yakuzas and response:	The Yakuzas and
context: The Yakuzas and\The Yakuzas and\The Yakuzas and\The Yakuzas and\The Yakuzas and\The Yakuzas and\The Yakuzas and\The Yakuzas and response:	The Yakuzas and
context: The Yakuzas and\The Yakuzas and\The Yakuzas and\The Yakuzas and\The Yakuzas and\The Yakuzas and\The Yakuzas and\The Yakuzas and response:	The Gangsters...
context: The Yakuzas and\The Yakuzas and\The Yakuzas and\The Yakuzas and\The Yakuzas and\The Yakuzas and\The Yakuzas and\The Gangsters... response:	I'm now being forced
context: The Yakuzas and\The Yakuzas and\The Yakuzas and\The Yakuzas and\The Yakuzas and\The Yakuzas and\The Gangsters...\I'm now being forced response:	to fake being the boyfriend
context: The Yakuzas and\The Yakuzas and\The Yakuzas and\The Yakuzas and\The Yakuzas and\The Gangsters...\I'm now being forced\to fake being the boyfriend response:	of the boss's daughter.
context: The Yakuzas and\The Yakuzas and\The Yakuzas and\The Yakuzas and\The Gangsters...\I'm now being forced\to fake being the boyfriend\of the boss's daughter. response:	That's the least of our problems.
context: The Yakuzas and\The Yakuzas and\The Yakuzas and\The Gangsters...\I'm now being forced\to fake being the boyfriend\of the boss's daughter.\That's the least of our problems. response:	I never
context: The Yakuzas and\The Yakuzas and\The Gangsters...\I'm now being forced\to fake being the boyfriend\of the boss's daughter.\That's the least of our problems.\I never response:	knew that
context: The Yakuzas and\The Gangsters...\I'm now being forced\to fake being the boyfriend\of the boss's daughter.\That's the least of our problems.\I never\knew that response:	it would be her.
context: The Gangsters...\I'm now being forced\to fake being the boyfriend\of the boss's daughter.\That's the least of our problems.\I never\knew that\it would be her. response:	Y-Your dad's a gang boss?
context: I'm now being forced\to fake being the boyfriend\of the boss's daughter.\That's the least of our problems.\I never\knew that\it would be her.\Y-Your dad's a gang boss? response:	And you're the heir to a yakuza syndicate?
context: to fake being the boyfriend\of the boss's daughter.\That's the least of our problems.\I never\knew that\it would be her.\Y-Your dad's a gang boss?\And you're the heir to a yakuza syndicate? response:	This is the boss of the Beehive gangster outfit.
context: of the boss's daughter.\That's the least of our problems.\I never\knew that\it would be her.\Y-Your dad's a gang boss?\And you're the heir to a yakuza syndicate?\This is the boss of the Beehive gangster outfit. response:	Ardelt Kirisaki-Wagner and his daughter, Miss Kirisaki Chitoge!
context: That's the least of our problems.\I never\knew that\it would be her.\Y-Your dad's a gang boss?\And you're the heir to a yakuza syndicate?\This is the boss of the Beehive gangster outfit.\Ardelt Kirisaki-Wagner and his daughter, Miss Kirisaki Chitoge! response:	I've heard all about you from your father.
context: I never\knew that\it would be her.\Y-Your dad's a gang boss?\And you're the heir to a yakuza syndicate?\This is the boss of the Beehive gangster outfit.\Ardelt Kirisaki-Wagner and his daughter, Miss Kirisaki Chitoge!\I've heard all about you from your father. response:	It's great to finally meet you, Raku-kun.
context: knew that\it would be her.\Y-Your dad's a gang boss?\And you're the heir to a yakuza syndicate?\This is the boss of the Beehive gangster outfit.\Ardelt Kirisaki-Wagner and his daughter, Miss Kirisaki Chitoge!\I've heard all about you from your father.\It's great to finally meet you, Raku-kun. response:	No, no, no, no!
context: it would be her.\Y-Your dad's a gang boss?\And you're the heir to a yakuza syndicate?\This is the boss of the Beehive gangster outfit.\Ardelt Kirisaki-Wagner and his daughter, Miss Kirisaki Chitoge!\I've heard all about you from your father.\It's great to finally meet you, Raku-kun.\No, no, no, no! response:	I'm never getting together with this guy! Absolutely not!
context: Y-Your dad's a gang boss?\And you're the heir to a yakuza syndicate?\This is the boss of the Beehive gangster outfit.\Ardelt Kirisaki-Wagner and his daughter, Miss Kirisaki Chitoge!\I've heard all about you from your father.\It's great to finally meet you, Raku-kun.\No, no, no, no!\I'm never getting together with this guy! Absolutely not! response:	That's right, Dad! It'll never work out with a maniac like her!
context: And you're the heir to a yakuza syndicate?\This is the boss of the Beehive gangster outfit.\Ardelt Kirisaki-Wagner and his daughter, Miss Kirisaki Chitoge!\I've heard all about you from your father.\It's great to finally meet you, Raku-kun.\No, no, no, no!\I'm never getting together with this guy! Absolutely not!\That's right, Dad! It'll never work out with a maniac like her! response:	That's great and all, but it's the only way we can prevent this war.
context: This is the boss of the Beehive gangster outfit.\Ardelt Kirisaki-Wagner and his daughter, Miss Kirisaki Chitoge!\I've heard all about you from your father.\It's great to finally meet you, Raku-kun.\No, no, no, no!\I'm never getting together with this guy! Absolutely not!\That's right, Dad! It'll never work out with a maniac like her!\That's great and all, but it's the only way we can prevent this war. response:	And besides...
context: Ardelt Kirisaki-Wagner and his daughter, Miss Kirisaki Chitoge!\I've heard all about you from your father.\It's great to finally meet you, Raku-kun.\No, no, no, no!\I'm never getting together with this guy! Absolutely not!\That's right, Dad! It'll never work out with a maniac like her!\That's great and all, but it's the only way we can prevent this war.\And besides... response:	Mistress!
context: I've heard all about you from your father.\It's great to finally meet you, Raku-kun.\No, no, no, no!\I'm never getting together with this guy! Absolutely not!\That's right, Dad! It'll never work out with a maniac like her!\That's great and all, but it's the only way we can prevent this war.\And besides...\Mistress! response:	What the hell?
context: It's great to finally meet you, Raku-kun.\No, no, no, no!\I'm never getting together with this guy! Absolutely not!\That's right, Dad! It'll never work out with a maniac like her!\That's great and all, but it's the only way we can prevent this war.\And besides...\Mistress!\What the hell? response:	I've found you, Mistress!
context: No, no, no, no!\I'm never getting together with this guy! Absolutely not!\That's right, Dad! It'll never work out with a maniac like her!\That's great and all, but it's the only way we can prevent this war.\And besides...\Mistress!\What the hell?\I've found you, Mistress! response:	So it's true. These Shuei-gumi rats really did kidnap you!
context: I'm never getting together with this guy! Absolutely not!\That's right, Dad! It'll never work out with a maniac like her!\That's great and all, but it's the only way we can prevent this war.\And besides...\Mistress!\What the hell?\I've found you, Mistress!\So it's true. These Shuei-gumi rats really did kidnap you! response:	C-Claude!
context: That's right, Dad! It'll never work out with a maniac like her!\That's great and all, but it's the only way we can prevent this war.\And besides...\Mistress!\What the hell?\I've found you, Mistress!\So it's true. These Shuei-gumi rats really did kidnap you!\C-Claude! response:	Fear not, Mistress.
context: That's great and all, but it's the only way we can prevent this war.\And besides...\Mistress!\What the hell?\I've found you, Mistress!\So it's true. These Shuei-gumi rats really did kidnap you!\C-Claude!\Fear not, Mistress. response:	As an executive leader of the beehive, your protection is my highest priority!
context: And besides...\Mistress!\What the hell?\I've found you, Mistress!\So it's true. These Shuei-gumi rats really did kidnap you!\C-Claude!\Fear not, Mistress.\As an executive leader of the beehive, your protection is my highest priority! response:	Therefore I've taken it upon myself to come rescue you!
context: Mistress!\What the hell?\I've found you, Mistress!\So it's true. These Shuei-gumi rats really did kidnap you!\C-Claude!\Fear not, Mistress.\As an executive leader of the beehive, your protection is my highest priority!\Therefore I've taken it upon myself to come rescue you! response:	Well, well, if it isn't one of the Beehive's top dogs!
context: What the hell?\I've found you, Mistress!\So it's true. These Shuei-gumi rats really did kidnap you!\C-Claude!\Fear not, Mistress.\As an executive leader of the beehive, your protection is my highest priority!\Therefore I've taken it upon myself to come rescue you!\Well, well, if it isn't one of the Beehive's top dogs! response:	Don'tcha think you're way outta line?
context: I've found you, Mistress!\So it's true. These Shuei-gumi rats really did kidnap you!\C-Claude!\Fear not, Mistress.\As an executive leader of the beehive, your protection is my highest priority!\Therefore I've taken it upon myself to come rescue you!\Well, well, if it isn't one of the Beehive's top dogs!\Don'tcha think you're way outta line? response:	I've been goin' easy on you so far, but...
context: So it's true. These Shuei-gumi rats really did kidnap you!\C-Claude!\Fear not, Mistress.\As an executive leader of the beehive, your protection is my highest priority!\Therefore I've taken it upon myself to come rescue you!\Well, well, if it isn't one of the Beehive's top dogs!\Don'tcha think you're way outta line?\I've been goin' easy on you so far, but... response:	This time around, you'll get no mercy!
context: C-Claude!\Fear not, Mistress.\As an executive leader of the beehive, your protection is my highest priority!\Therefore I've taken it upon myself to come rescue you!\Well, well, if it isn't one of the Beehive's top dogs!\Don'tcha think you're way outta line?\I've been goin' easy on you so far, but...\This time around, you'll get no mercy! response:	You damn apes!
context: Fear not, Mistress.\As an executive leader of the beehive, your protection is my highest priority!\Therefore I've taken it upon myself to come rescue you!\Well, well, if it isn't one of the Beehive's top dogs!\Don'tcha think you're way outta line?\I've been goin' easy on you so far, but...\This time around, you'll get no mercy!\You damn apes! response:	I'll teach you what happens to guys who mess with our precious Mistress!
context: As an executive leader of the beehive, your protection is my highest priority!\Therefore I've taken it upon myself to come rescue you!\Well, well, if it isn't one of the Beehive's top dogs!\Don'tcha think you're way outta line?\I've been goin' easy on you so far, but...\This time around, you'll get no mercy!\You damn apes!\I'll teach you what happens to guys who mess with our precious Mistress! response:	Look, calm down, kiddo.
context: Therefore I've taken it upon myself to come rescue you!\Well, well, if it isn't one of the Beehive's top dogs!\Don'tcha think you're way outta line?\I've been goin' easy on you so far, but...\This time around, you'll get no mercy!\You damn apes!\I'll teach you what happens to guys who mess with our precious Mistress!\Look, calm down, kiddo. response:	I think there's been a misunderstanding!
context: Well, well, if it isn't one of the Beehive's top dogs!\Don'tcha think you're way outta line?\I've been goin' easy on you so far, but...\This time around, you'll get no mercy!\You damn apes!\I'll teach you what happens to guys who mess with our precious Mistress!\Look, calm down, kiddo.\I think there's been a misunderstanding! response:	Hm? B-Boss! What are you doing here?
context: Don'tcha think you're way outta line?\I've been goin' easy on you so far, but...\This time around, you'll get no mercy!\You damn apes!\I'll teach you what happens to guys who mess with our precious Mistress!\Look, calm down, kiddo.\I think there's been a misunderstanding!\Hm? B-Boss! What are you doing here? response:	Nobody kidnapped the girl. You couldn't be further from the truth.
context: I've been goin' easy on you so far, but...\This time around, you'll get no mercy!\You damn apes!\I'll teach you what happens to guys who mess with our precious Mistress!\Look, calm down, kiddo.\I think there's been a misunderstanding!\Hm? B-Boss! What are you doing here?\Nobody kidnapped the girl. You couldn't be further from the truth. response:	In fact...
context: This time around, you'll get no mercy!\You damn apes!\I'll teach you what happens to guys who mess with our precious Mistress!\Look, calm down, kiddo.\I think there's been a misunderstanding!\Hm? B-Boss! What are you doing here?\Nobody kidnapped the girl. You couldn't be further from the truth.\In fact... response:	These two are head-over-heels for each other!
context: You damn apes!\I'll teach you what happens to guys who mess with our precious Mistress!\Look, calm down, kiddo.\I think there's been a misunderstanding!\Hm? B-Boss! What are you doing here?\Nobody kidnapped the girl. You couldn't be further from the truth.\In fact...\These two are head-over-heels for each other! response:	What...
context: I'll teach you what happens to guys who mess with our precious Mistress!\Look, calm down, kiddo.\I think there's been a misunderstanding!\Hm? B-Boss! What are you doing here?\Nobody kidnapped the girl. You couldn't be further from the truth.\In fact...\These two are head-over-heels for each other!\What... response:	What the hell?!
context: Look, calm down, kiddo.\I think there's been a misunderstanding!\Hm? B-Boss! What are you doing here?\Nobody kidnapped the girl. You couldn't be further from the truth.\In fact...\These two are head-over-heels for each other!\What...\What the hell?! response:	Boss.
context: I think there's been a misunderstanding!\Hm? B-Boss! What are you doing here?\Nobody kidnapped the girl. You couldn't be further from the truth.\In fact...\These two are head-over-heels for each other!\What...\What the hell?!\Boss. response:	Is this true?
context: Hm? B-Boss! What are you doing here?\Nobody kidnapped the girl. You couldn't be further from the truth.\In fact...\These two are head-over-heels for each other!\What...\What the hell?!\Boss.\Is this true? response:	Of course! And we've given them our blessing.
context: Nobody kidnapped the girl. You couldn't be further from the truth.\In fact...\These two are head-over-heels for each other!\What...\What the hell?!\Boss.\Is this true?\Of course! And we've given them our blessing. response:	Young Master! You've finally snagged yourself a girlfriend, eh?
context: In fact...\These two are head-over-heels for each other!\What...\What the hell?!\Boss.\Is this true?\Of course! And we've given them our blessing.\Young Master! You've finally snagged yourself a girlfriend, eh? response:	Oh, man, we've been worried about you for the longest time!
context: These two are head-over-heels for each other!\What...\What the hell?!\Boss.\Is this true?\Of course! And we've given them our blessing.\Young Master! You've finally snagged yourself a girlfriend, eh?\Oh, man, we've been worried about you for the longest time! response:	Not having a single girlfriend at your age...
context: What...\What the hell?!\Boss.\Is this true?\Of course! And we've given them our blessing.\Young Master! You've finally snagged yourself a girlfriend, eh?\Oh, man, we've been worried about you for the longest time!\Not having a single girlfriend at your age... response:	This calls for a celebration!
context: What the hell?!\Boss.\Is this true?\Of course! And we've given them our blessing.\Young Master! You've finally snagged yourself a girlfriend, eh?\Oh, man, we've been worried about you for the longest time!\Not having a single girlfriend at your age...\This calls for a celebration! response:	Well, hey... um...
context: Boss.\Is this true?\Of course! And we've given them our blessing.\Young Master! You've finally snagged yourself a girlfriend, eh?\Oh, man, we've been worried about you for the longest time!\Not having a single girlfriend at your age...\This calls for a celebration!\Well, hey... um... response:	Mistress!
context: Is this true?\Of course! And we've given them our blessing.\Young Master! You've finally snagged yourself a girlfriend, eh?\Oh, man, we've been worried about you for the longest time!\Not having a single girlfriend at your age...\This calls for a celebration!\Well, hey... um...\Mistress! response:	Y-Yes?
context: Of course! And we've given them our blessing.\Young Master! You've finally snagged yourself a girlfriend, eh?\Oh, man, we've been worried about you for the longest time!\Not having a single girlfriend at your age...\This calls for a celebration!\Well, hey... um...\Mistress!\Y-Yes? response:	You've grown up, and I've failed to even notice!
context: Young Master! You've finally snagged yourself a girlfriend, eh?\Oh, man, we've been worried about you for the longest time!\Not having a single girlfriend at your age...\This calls for a celebration!\Well, hey... um...\Mistress!\Y-Yes?\You've grown up, and I've failed to even notice! response:	My dear Mistress, over the years I've guarded you, you've become a fine young lady!
context: Oh, man, we've been worried about you for the longest time!\Not having a single girlfriend at your age...\This calls for a celebration!\Well, hey... um...\Mistress!\Y-Yes?\You've grown up, and I've failed to even notice!\My dear Mistress, over the years I've guarded you, you've become a fine young lady! response:	I wouldn't be your Claude if I weren't overcome with joy!
context: Not having a single girlfriend at your age...\This calls for a celebration!\Well, hey... um...\Mistress!\Y-Yes?\You've grown up, and I've failed to even notice!\My dear Mistress, over the years I've guarded you, you've become a fine young lady!\I wouldn't be your Claude if I weren't overcome with joy! response:	Uh... no... You were never mine...
context: This calls for a celebration!\Well, hey... um...\Mistress!\Y-Yes?\You've grown up, and I've failed to even notice!\My dear Mistress, over the years I've guarded you, you've become a fine young lady!\I wouldn't be your Claude if I weren't overcome with joy!\Uh... no... You were never mine... response:	This changes everything!
context: Well, hey... um...\Mistress!\Y-Yes?\You've grown up, and I've failed to even notice!\My dear Mistress, over the years I've guarded you, you've become a fine young lady!\I wouldn't be your Claude if I weren't overcome with joy!\Uh... no... You were never mine...\This changes everything! response:	For you, Young Master, we'll gladly declare a ceasefire!
context: Mistress!\Y-Yes?\You've grown up, and I've failed to even notice!\My dear Mistress, over the years I've guarded you, you've become a fine young lady!\I wouldn't be your Claude if I weren't overcome with joy!\Uh... no... You were never mine...\This changes everything!\For you, Young Master, we'll gladly declare a ceasefire! response:	Same goes for us.
context: Y-Yes?\You've grown up, and I've failed to even notice!\My dear Mistress, over the years I've guarded you, you've become a fine young lady!\I wouldn't be your Claude if I weren't overcome with joy!\Uh... no... You were never mine...\This changes everything!\For you, Young Master, we'll gladly declare a ceasefire!\Same goes for us. response:	Let us throw our full support behind her, so that she may date him peacefully!
context: You've grown up, and I've failed to even notice!\My dear Mistress, over the years I've guarded you, you've become a fine young lady!\I wouldn't be your Claude if I weren't overcome with joy!\Uh... no... You were never mine...\This changes everything!\For you, Young Master, we'll gladly declare a ceasefire!\Same goes for us.\Let us throw our full support behind her, so that she may date him peacefully! response:	H-Hey, hold up, you guys! Since when are we a couple?
context: My dear Mistress, over the years I've guarded you, you've become a fine young lady!\I wouldn't be your Claude if I weren't overcome with joy!\Uh... no... You were never mine...\This changes everything!\For you, Young Master, we'll gladly declare a ceasefire!\Same goes for us.\Let us throw our full support behind her, so that she may date him peacefully!\H-Hey, hold up, you guys! Since when are we a couple? response:	Why should I have to date this gorilla woman?
context: I wouldn't be your Claude if I weren't overcome with joy!\Uh... no... You were never mine...\This changes everything!\For you, Young Master, we'll gladly declare a ceasefire!\Same goes for us.\Let us throw our full support behind her, so that she may date him peacefully!\H-Hey, hold up, you guys! Since when are we a couple?\Why should I have to date this gorilla woman? response:	Th-That's right! Who'd want to date this bean sprout?
context: Uh... no... You were never mine...\This changes everything!\For you, Young Master, we'll gladly declare a ceasefire!\Same goes for us.\Let us throw our full support behind her, so that she may date him peacefully!\H-Hey, hold up, you guys! Since when are we a couple?\Why should I have to date this gorilla woman?\Th-That's right! Who'd want to date this bean sprout? response:	Hey, punk.
context: This changes everything!\For you, Young Master, we'll gladly declare a ceasefire!\Same goes for us.\Let us throw our full support behind her, so that she may date him peacefully!\H-Hey, hold up, you guys! Since when are we a couple?\Why should I have to date this gorilla woman?\Th-That's right! Who'd want to date this bean sprout?\Hey, punk. response:	Did I hear you wrong? You didn't really call our lady a gorilla woman, did you?
context: For you, Young Master, we'll gladly declare a ceasefire!\Same goes for us.\Let us throw our full support behind her, so that she may date him peacefully!\H-Hey, hold up, you guys! Since when are we a couple?\Why should I have to date this gorilla woman?\Th-That's right! Who'd want to date this bean sprout?\Hey, punk.\Did I hear you wrong? You didn't really call our lady a gorilla woman, did you? response:	You bastard!
context: Same goes for us.\Let us throw our full support behind her, so that she may date him peacefully!\H-Hey, hold up, you guys! Since when are we a couple?\Why should I have to date this gorilla woman?\Th-That's right! Who'd want to date this bean sprout?\Hey, punk.\Did I hear you wrong? You didn't really call our lady a gorilla woman, did you?\You bastard! response:	What do you think you're doing to our Young Master?
context: Let us throw our full support behind her, so that she may date him peacefully!\H-Hey, hold up, you guys! Since when are we a couple?\Why should I have to date this gorilla woman?\Th-That's right! Who'd want to date this bean sprout?\Hey, punk.\Did I hear you wrong? You didn't really call our lady a gorilla woman, did you?\You bastard!\What do you think you're doing to our Young Master? response:	If you touch a single hair on his head, you're a dead man.
context: H-Hey, hold up, you guys! Since when are we a couple?\Why should I have to date this gorilla woman?\Th-That's right! Who'd want to date this bean sprout?\Hey, punk.\Did I hear you wrong? You didn't really call our lady a gorilla woman, did you?\You bastard!\What do you think you're doing to our Young Master?\If you touch a single hair on his head, you're a dead man. response:	Hey, Young Master.
context: Why should I have to date this gorilla woman?\Th-That's right! Who'd want to date this bean sprout?\Hey, punk.\Did I hear you wrong? You didn't really call our lady a gorilla woman, did you?\You bastard!\What do you think you're doing to our Young Master?\If you touch a single hair on his head, you're a dead man.\Hey, Young Master. response:	Are you two... really boyfriend and girlfriend?
context: Th-That's right! Who'd want to date this bean sprout?\Hey, punk.\Did I hear you wrong? You didn't really call our lady a gorilla woman, did you?\You bastard!\What do you think you're doing to our Young Master?\If you touch a single hair on his head, you're a dead man.\Hey, Young Master.\Are you two... really boyfriend and girlfriend? response:	Th-This is bad.
context: Hey, punk.\Did I hear you wrong? You didn't really call our lady a gorilla woman, did you?\You bastard!\What do you think you're doing to our Young Master?\If you touch a single hair on his head, you're a dead man.\Hey, Young Master.\Are you two... really boyfriend and girlfriend?\Th-This is bad. response:	Wh-What now? What do we do about this?!
context: Did I hear you wrong? You didn't really call our lady a gorilla woman, did you?\You bastard!\What do you think you're doing to our Young Master?\If you touch a single hair on his head, you're a dead man.\Hey, Young Master.\Are you two... really boyfriend and girlfriend?\Th-This is bad.\Wh-What now? What do we do about this?! response:	Don't ask me!
context: You bastard!\What do you think you're doing to our Young Master?\If you touch a single hair on his head, you're a dead man.\Hey, Young Master.\Are you two... really boyfriend and girlfriend?\Th-This is bad.\Wh-What now? What do we do about this?!\Don't ask me! response:	At this point, playing along is our only option!
context: What do you think you're doing to our Young Master?\If you touch a single hair on his head, you're a dead man.\Hey, Young Master.\Are you two... really boyfriend and girlfriend?\Th-This is bad.\Wh-What now? What do we do about this?!\Don't ask me!\At this point, playing along is our only option! response:	It's all or nothing now! We'll have to fake it!
context: If you touch a single hair on his head, you're a dead man.\Hey, Young Master.\Are you two... really boyfriend and girlfriend?\Th-This is bad.\Wh-What now? What do we do about this?!\Don't ask me!\At this point, playing along is our only option!\It's all or nothing now! We'll have to fake it! response:	It's all or nothing now! We'll have to fake it!
context: Hey, Young Master.\Are you two... really boyfriend and girlfriend?\Th-This is bad.\Wh-What now? What do we do about this?!\Don't ask me!\At this point, playing along is our only option!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it! response:	It's all or nothing now! We'll have to fake it!
context: Are you two... really boyfriend and girlfriend?\Th-This is bad.\Wh-What now? What do we do about this?!\Don't ask me!\At this point, playing along is our only option!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it! response:	It's all or nothing now! We'll have to fake it!
context: Th-This is bad.\Wh-What now? What do we do about this?!\Don't ask me!\At this point, playing along is our only option!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it! response:	It's all or nothing now! We'll have to fake it!
context: Wh-What now? What do we do about this?!\Don't ask me!\At this point, playing along is our only option!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it! response:	It's all or nothing now! We'll have to fake it!
context: Don't ask me!\At this point, playing along is our only option!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it! response:	It's all or nothing now! We'll have to fake it!
context: At this point, playing along is our only option!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it! response:	It's all or nothing now! We'll have to fake it!
context: It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it! response:	Yeah.
context: It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\Yeah. response:	Of course we're totally hot for each other!
context: It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\Yeah.\Of course we're totally hot for each other! response:	I meant that she's as strong and sweet as a gorilla!
context: It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\Yeah.\Of course we're totally hot for each other!\I meant that she's as strong and sweet as a gorilla! response:	I just wanted to show you that our love isn't just any love.
context: It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\Yeah.\Of course we're totally hot for each other!\I meant that she's as strong and sweet as a gorilla!\I just wanted to show you that our love isn't just any love. response:	Right, honey?
