context: Open your mind. Open your mind. response:	Far beyond the deep blue Earth, you and I shall meet...
context: Open your mind. Just as l've always dreamed.\Let the wind carry off your hopes, faraway.\I have wings nobody can see. Look, you have them, too.\They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\O Light of Protection, I summon you now...\Create a protective wall around us.\Immortal Wall! response:	Ah! Always By Your Side...
context: Let the wind carry off your hopes, faraway.\I have wings nobody can see. Look, you have them, too.\They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\O Light of Protection, I summon you now...\Create a protective wall around us.\Immortal Wall!\Ah! Always By Your Side... response:	We're safe now, since he won't be able to come inside...
context: I have wings nobody can see. Look, you have them, too.\They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\O Light of Protection, I summon you now...\Create a protective wall around us.\Immortal Wall!\Ah! Always By Your Side...\We're safe now, since he won't be able to come inside... response:	But why is Midgard attacking us?
context: They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\O Light of Protection, I summon you now...\Create a protective wall around us.\Immortal Wall!\Ah! Always By Your Side...\We're safe now, since he won't be able to come inside...\But why is Midgard attacking us? response:	That was a good nap!
context: The sky is so blue...\O Light of Protection, I summon you now...\Create a protective wall around us.\Immortal Wall!\Ah! Always By Your Side...\We're safe now, since he won't be able to come inside...\But why is Midgard attacking us?\That was a good nap! response:	What's all the commotion, anyway?
context: O Light of Protection, I summon you now...\Create a protective wall around us.\Immortal Wall!\Ah! Always By Your Side...\We're safe now, since he won't be able to come inside...\But why is Midgard attacking us?\That was a good nap!\What's all the commotion, anyway? response:	Urd!
context: Create a protective wall around us.\Immortal Wall!\Ah! Always By Your Side...\We're safe now, since he won't be able to come inside...\But why is Midgard attacking us?\That was a good nap!\What's all the commotion, anyway?\Urd! response:	Thank goodness! You're back to normal!
context: Immortal Wall!\Ah! Always By Your Side...\We're safe now, since he won't be able to come inside...\But why is Midgard attacking us?\That was a good nap!\What's all the commotion, anyway?\Urd!\Thank goodness! You're back to normal! response:	Belldandy...
context: Ah! Always By Your Side...\We're safe now, since he won't be able to come inside...\But why is Midgard attacking us?\That was a good nap!\What's all the commotion, anyway?\Urd!\Thank goodness! You're back to normal!\Belldandy... response:	Why did you break your power limiter?
context: We're safe now, since he won't be able to come inside...\But why is Midgard attacking us?\That was a good nap!\What's all the commotion, anyway?\Urd!\Thank goodness! You're back to normal!\Belldandy...\Why did you break your power limiter? response:	The Almighty said he'd let it go just this once.
context: But why is Midgard attacking us?\That was a good nap!\What's all the commotion, anyway?\Urd!\Thank goodness! You're back to normal!\Belldandy...\Why did you break your power limiter?\The Almighty said he'd let it go just this once. response:	And look at all this... what in the world happened here?
context: That was a good nap!\What's all the commotion, anyway?\Urd!\Thank goodness! You're back to normal!\Belldandy...\Why did you break your power limiter?\The Almighty said he'd let it go just this once.\And look at all this... what in the world happened here? response:	You mean you don't remember?
context: What's all the commotion, anyway?\Urd!\Thank goodness! You're back to normal!\Belldandy...\Why did you break your power limiter?\The Almighty said he'd let it go just this once.\And look at all this... what in the world happened here?\You mean you don't remember? response:	Remember what?
context: Urd!\Thank goodness! You're back to normal!\Belldandy...\Why did you break your power limiter?\The Almighty said he'd let it go just this once.\And look at all this... what in the world happened here?\You mean you don't remember?\Remember what? response:	Here we go again...
context: Thank goodness! You're back to normal!\Belldandy...\Why did you break your power limiter?\The Almighty said he'd let it go just this once.\And look at all this... what in the world happened here?\You mean you don't remember?\Remember what?\Here we go again... response:	What?
context: Belldandy...\Why did you break your power limiter?\The Almighty said he'd let it go just this once.\And look at all this... what in the world happened here?\You mean you don't remember?\Remember what?\Here we go again...\What? response:	The reason the amusement park's a mess and the sky's so dark...
context: Why did you break your power limiter?\The Almighty said he'd let it go just this once.\And look at all this... what in the world happened here?\You mean you don't remember?\Remember what?\Here we go again...\What?\The reason the amusement park's a mess and the sky's so dark... response:	Maybe, but I don't remember a thing.
context: The Almighty said he'd let it go just this once.\And look at all this... what in the world happened here?\You mean you don't remember?\Remember what?\Here we go again...\What?\The reason the amusement park's a mess and the sky's so dark...\Maybe, but I don't remember a thing. response:	I'd say about half of it is my fault. Maybe, but I don't remember a thing.
context: And look at all this... what in the world happened here?\You mean you don't remember?\Remember what?\Here we go again...\What?\The reason the amusement park's a mess and the sky's so dark...\Maybe, but I don't remember a thing.\I'd say about half of it is my fault. Maybe, but I don't remember a thing. response:	Midgard!
context: You mean you don't remember?\Remember what?\Here we go again...\What?\The reason the amusement park's a mess and the sky's so dark...\Maybe, but I don't remember a thing.\I'd say about half of it is my fault. Maybe, but I don't remember a thing.\Midgard! response:	So is your emotional reunion over yet?
context: Remember what?\Here we go again...\What?\The reason the amusement park's a mess and the sky's so dark...\Maybe, but I don't remember a thing.\I'd say about half of it is my fault. Maybe, but I don't remember a thing.\Midgard!\So is your emotional reunion over yet? response:	What is that giant snake?
context: Here we go again...\What?\The reason the amusement park's a mess and the sky's so dark...\Maybe, but I don't remember a thing.\I'd say about half of it is my fault. Maybe, but I don't remember a thing.\Midgard!\So is your emotional reunion over yet?\What is that giant snake? response:	I am not Midgard.
context: What?\The reason the amusement park's a mess and the sky's so dark...\Maybe, but I don't remember a thing.\I'd say about half of it is my fault. Maybe, but I don't remember a thing.\Midgard!\So is your emotional reunion over yet?\What is that giant snake?\I am not Midgard. response:	Huh?
context: The reason the amusement park's a mess and the sky's so dark...\Maybe, but I don't remember a thing.\I'd say about half of it is my fault. Maybe, but I don't remember a thing.\Midgard!\So is your emotional reunion over yet?\What is that giant snake?\I am not Midgard.\Huh? response:	I am the Lord of Terror and I am also the Ultimate Destruction Program.
context: Maybe, but I don't remember a thing.\I'd say about half of it is my fault. Maybe, but I don't remember a thing.\Midgard!\So is your emotional reunion over yet?\What is that giant snake?\I am not Midgard.\Huh?\I am the Lord of Terror and I am also the Ultimate Destruction Program. response:	Could it be...he got infected?
context: I'd say about half of it is my fault. Maybe, but I don't remember a thing.\Midgard!\So is your emotional reunion over yet?\What is that giant snake?\I am not Midgard.\Huh?\I am the Lord of Terror and I am also the Ultimate Destruction Program.\Could it be...he got infected? response:	I see, so the program's self-replicating...
context: Midgard!\So is your emotional reunion over yet?\What is that giant snake?\I am not Midgard.\Huh?\I am the Lord of Terror and I am also the Ultimate Destruction Program.\Could it be...he got infected?\I see, so the program's self-replicating... response:	Excuse me...I don't have any idea what's going on.
context: So is your emotional reunion over yet?\What is that giant snake?\I am not Midgard.\Huh?\I am the Lord of Terror and I am also the Ultimate Destruction Program.\Could it be...he got infected?\I see, so the program's self-replicating...\Excuse me...I don't have any idea what's going on. response:	Even if the vaccine deletes the host program...
context: What is that giant snake?\I am not Midgard.\Huh?\I am the Lord of Terror and I am also the Ultimate Destruction Program.\Could it be...he got infected?\I see, so the program's self-replicating...\Excuse me...I don't have any idea what's going on.\Even if the vaccine deletes the host program... response:	Actually, what I want to know is what happened before all of that?
context: I am not Midgard.\Huh?\I am the Lord of Terror and I am also the Ultimate Destruction Program.\Could it be...he got infected?\I see, so the program's self-replicating...\Excuse me...I don't have any idea what's going on.\Even if the vaccine deletes the host program...\Actually, what I want to know is what happened before all of that? response:	Correct!
context: Huh?\I am the Lord of Terror and I am also the Ultimate Destruction Program.\Could it be...he got infected?\I see, so the program's self-replicating...\Excuse me...I don't have any idea what's going on.\Even if the vaccine deletes the host program...\Actually, what I want to know is what happened before all of that?\Correct! response:	So long as I continue to self-reproduce, no one will ever destroy me!
context: I am the Lord of Terror and I am also the Ultimate Destruction Program.\Could it be...he got infected?\I see, so the program's self-replicating...\Excuse me...I don't have any idea what's going on.\Even if the vaccine deletes the host program...\Actually, what I want to know is what happened before all of that?\Correct!\So long as I continue to self-reproduce, no one will ever destroy me! response:	Behold!
context: Could it be...he got infected?\I see, so the program's self-replicating...\Excuse me...I don't have any idea what's going on.\Even if the vaccine deletes the host program...\Actually, what I want to know is what happened before all of that?\Correct!\So long as I continue to self-reproduce, no one will ever destroy me!\Behold! response:	The Gate of the Netherworld!
context: I see, so the program's self-replicating...\Excuse me...I don't have any idea what's going on.\Even if the vaccine deletes the host program...\Actually, what I want to know is what happened before all of that?\Correct!\So long as I continue to self-reproduce, no one will ever destroy me!\Behold!\The Gate of the Netherworld! response:	I know it's the gate connecting this world to the world of the demons.
context: Excuse me...I don't have any idea what's going on.\Even if the vaccine deletes the host program...\Actually, what I want to know is what happened before all of that?\Correct!\So long as I continue to self-reproduce, no one will ever destroy me!\Behold!\The Gate of the Netherworld!\I know it's the gate connecting this world to the world of the demons. response:	But I'm sure the Almighty sealed it!
context: Even if the vaccine deletes the host program...\Actually, what I want to know is what happened before all of that?\Correct!\So long as I continue to self-reproduce, no one will ever destroy me!\Behold!\The Gate of the Netherworld!\I know it's the gate connecting this world to the world of the demons.\But I'm sure the Almighty sealed it! response:	That's right.
context: Actually, what I want to know is what happened before all of that?\Correct!\So long as I continue to self-reproduce, no one will ever destroy me!\Behold!\The Gate of the Netherworld!\I know it's the gate connecting this world to the world of the demons.\But I'm sure the Almighty sealed it!\That's right. response:	But once I've breached that cursed seal, what do you suppose will happen?
context: Correct!\So long as I continue to self-reproduce, no one will ever destroy me!\Behold!\The Gate of the Netherworld!\I know it's the gate connecting this world to the world of the demons.\But I'm sure the Almighty sealed it!\That's right.\But once I've breached that cursed seal, what do you suppose will happen? response:	The demons will be coming!
context: So long as I continue to self-reproduce, no one will ever destroy me!\Behold!\The Gate of the Netherworld!\I know it's the gate connecting this world to the world of the demons.\But I'm sure the Almighty sealed it!\That's right.\But once I've breached that cursed seal, what do you suppose will happen?\The demons will be coming! response:	Precisely!
context: Behold!\The Gate of the Netherworld!\I know it's the gate connecting this world to the world of the demons.\But I'm sure the Almighty sealed it!\That's right.\But once I've breached that cursed seal, what do you suppose will happen?\The demons will be coming!\Precisely! response:	We demons will be able to infiltrate this world without a catalyst!
context: The Gate of the Netherworld!\I know it's the gate connecting this world to the world of the demons.\But I'm sure the Almighty sealed it!\That's right.\But once I've breached that cursed seal, what do you suppose will happen?\The demons will be coming!\Precisely!\We demons will be able to infiltrate this world without a catalyst! response:	It will truly become a world of darkness!
context: I know it's the gate connecting this world to the world of the demons.\But I'm sure the Almighty sealed it!\That's right.\But once I've breached that cursed seal, what do you suppose will happen?\The demons will be coming!\Precisely!\We demons will be able to infiltrate this world without a catalyst!\It will truly become a world of darkness! response:	Can you imagine how easy it will be to increase our dominance here on Earth?
context: But I'm sure the Almighty sealed it!\That's right.\But once I've breached that cursed seal, what do you suppose will happen?\The demons will be coming!\Precisely!\We demons will be able to infiltrate this world without a catalyst!\It will truly become a world of darkness!\Can you imagine how easy it will be to increase our dominance here on Earth? response:	Urd!
context: That's right.\But once I've breached that cursed seal, what do you suppose will happen?\The demons will be coming!\Precisely!\We demons will be able to infiltrate this world without a catalyst!\It will truly become a world of darkness!\Can you imagine how easy it will be to increase our dominance here on Earth?\Urd! response:	Belldandy...I want you to take down the barrier.
context: But once I've breached that cursed seal, what do you suppose will happen?\The demons will be coming!\Precisely!\We demons will be able to infiltrate this world without a catalyst!\It will truly become a world of darkness!\Can you imagine how easy it will be to increase our dominance here on Earth?\Urd!\Belldandy...I want you to take down the barrier. response:	I don't know who you are, and what happened here...
context: The demons will be coming!\Precisely!\We demons will be able to infiltrate this world without a catalyst!\It will truly become a world of darkness!\Can you imagine how easy it will be to increase our dominance here on Earth?\Urd!\Belldandy...I want you to take down the barrier.\I don't know who you are, and what happened here... response:	The hell with my license suspension!
context: Precisely!\We demons will be able to infiltrate this world without a catalyst!\It will truly become a world of darkness!\Can you imagine how easy it will be to increase our dominance here on Earth?\Urd!\Belldandy...I want you to take down the barrier.\I don't know who you are, and what happened here...\The hell with my license suspension! response:	I'm going to strike him down myself!
context: We demons will be able to infiltrate this world without a catalyst!\It will truly become a world of darkness!\Can you imagine how easy it will be to increase our dominance here on Earth?\Urd!\Belldandy...I want you to take down the barrier.\I don't know who you are, and what happened here...\The hell with my license suspension!\I'm going to strike him down myself! response:	Descend, Exploding Thunder!
context: It will truly become a world of darkness!\Can you imagine how easy it will be to increase our dominance here on Earth?\Urd!\Belldandy...I want you to take down the barrier.\I don't know who you are, and what happened here...\The hell with my license suspension!\I'm going to strike him down myself!\Descend, Exploding Thunder! response:	Huh?
context: Can you imagine how easy it will be to increase our dominance here on Earth?\Urd!\Belldandy...I want you to take down the barrier.\I don't know who you are, and what happened here...\The hell with my license suspension!\I'm going to strike him down myself!\Descend, Exploding Thunder!\Huh? response:	He drained all of your power before you woke up.
context: Urd!\Belldandy...I want you to take down the barrier.\I don't know who you are, and what happened here...\The hell with my license suspension!\I'm going to strike him down myself!\Descend, Exploding Thunder!\Huh?\He drained all of your power before you woke up. response:	Oh...
context: Belldandy...I want you to take down the barrier.\I don't know who you are, and what happened here...\The hell with my license suspension!\I'm going to strike him down myself!\Descend, Exploding Thunder!\Huh?\He drained all of your power before you woke up.\Oh... response:	A creature like that...he's not worthy of being smited by me.
context: I don't know who you are, and what happened here...\The hell with my license suspension!\I'm going to strike him down myself!\Descend, Exploding Thunder!\Huh?\He drained all of your power before you woke up.\Oh...\A creature like that...he's not worthy of being smited by me. response:	Skuld! Take him out right now!
context: The hell with my license suspension!\I'm going to strike him down myself!\Descend, Exploding Thunder!\Huh?\He drained all of your power before you woke up.\Oh...\A creature like that...he's not worthy of being smited by me.\Skuld! Take him out right now! response:	Who, me?
context: I'm going to strike him down myself!\Descend, Exploding Thunder!\Huh?\He drained all of your power before you woke up.\Oh...\A creature like that...he's not worthy of being smited by me.\Skuld! Take him out right now!\Who, me? response:	Oh, man! What choice do I have?
context: Descend, Exploding Thunder!\Huh?\He drained all of your power before you woke up.\Oh...\A creature like that...he's not worthy of being smited by me.\Skuld! Take him out right now!\Who, me?\Oh, man! What choice do I have? response:	Take that!
context: Huh?\He drained all of your power before you woke up.\Oh...\A creature like that...he's not worthy of being smited by me.\Skuld! Take him out right now!\Who, me?\Oh, man! What choice do I have?\Take that! response:	Whoa, look at him burn!
context: He drained all of your power before you woke up.\Oh...\A creature like that...he's not worthy of being smited by me.\Skuld! Take him out right now!\Who, me?\Oh, man! What choice do I have?\Take that!\Whoa, look at him burn! response:	Hey, Skuld...got anything else to toss?
context: Oh...\A creature like that...he's not worthy of being smited by me.\Skuld! Take him out right now!\Who, me?\Oh, man! What choice do I have?\Take that!\Whoa, look at him burn!\Hey, Skuld...got anything else to toss? response:	I'll make you cry... I'll make you scream!
context: A creature like that...he's not worthy of being smited by me.\Skuld! Take him out right now!\Who, me?\Oh, man! What choice do I have?\Take that!\Whoa, look at him burn!\Hey, Skuld...got anything else to toss?\I'll make you cry... I'll make you scream! response:	She's not that different now than when she was the Lord of Terror.
context: Skuld! Take him out right now!\Who, me?\Oh, man! What choice do I have?\Take that!\Whoa, look at him burn!\Hey, Skuld...got anything else to toss?\I'll make you cry... I'll make you scream!\She's not that different now than when she was the Lord of Terror. response:	Listen, Belldandy...
context: Who, me?\Oh, man! What choice do I have?\Take that!\Whoa, look at him burn!\Hey, Skuld...got anything else to toss?\I'll make you cry... I'll make you scream!\She's not that different now than when she was the Lord of Terror.\Listen, Belldandy... response:	What?
context: Oh, man! What choice do I have?\Take that!\Whoa, look at him burn!\Hey, Skuld...got anything else to toss?\I'll make you cry... I'll make you scream!\She's not that different now than when she was the Lord of Terror.\Listen, Belldandy...\What? response:	Something's not right.
context: Take that!\Whoa, look at him burn!\Hey, Skuld...got anything else to toss?\I'll make you cry... I'll make you scream!\She's not that different now than when she was the Lord of Terror.\Listen, Belldandy...\What?\Something's not right. response:	If he just wants to break the seal, he could just do it in secret somewhere.
context: Whoa, look at him burn!\Hey, Skuld...got anything else to toss?\I'll make you cry... I'll make you scream!\She's not that different now than when she was the Lord of Terror.\Listen, Belldandy...\What?\Something's not right.\If he just wants to break the seal, he could just do it in secret somewhere. response:	Come to think of it, you're right about that.
context: Hey, Skuld...got anything else to toss?\I'll make you cry... I'll make you scream!\She's not that different now than when she was the Lord of Terror.\Listen, Belldandy...\What?\Something's not right.\If he just wants to break the seal, he could just do it in secret somewhere.\Come to think of it, you're right about that. response:	There's another thing, too.
context: I'll make you cry... I'll make you scream!\She's not that different now than when she was the Lord of Terror.\Listen, Belldandy...\What?\Something's not right.\If he just wants to break the seal, he could just do it in secret somewhere.\Come to think of it, you're right about that.\There's another thing, too. response:	We're the ones standing in his way... but he's not attacking us!
context: She's not that different now than when she was the Lord of Terror.\Listen, Belldandy...\What?\Something's not right.\If he just wants to break the seal, he could just do it in secret somewhere.\Come to think of it, you're right about that.\There's another thing, too.\We're the ones standing in his way... but he's not attacking us! response:	Could it be that he needs some kind of power in order to break the seal?
context: Listen, Belldandy...\What?\Something's not right.\If he just wants to break the seal, he could just do it in secret somewhere.\Come to think of it, you're right about that.\There's another thing, too.\We're the ones standing in his way... but he's not attacking us!\Could it be that he needs some kind of power in order to break the seal? response:	Uh-oh!
context: What?\Something's not right.\If he just wants to break the seal, he could just do it in secret somewhere.\Come to think of it, you're right about that.\There's another thing, too.\We're the ones standing in his way... but he's not attacking us!\Could it be that he needs some kind of power in order to break the seal?\Uh-oh! response:	Look, Skuld, isn't there any way to delete him?
context: Something's not right.\If he just wants to break the seal, he could just do it in secret somewhere.\Come to think of it, you're right about that.\There's another thing, too.\We're the ones standing in his way... but he's not attacking us!\Could it be that he needs some kind of power in order to break the seal?\Uh-oh!\Look, Skuld, isn't there any way to delete him? response:	Didn't you read the instruction manual for the flute?
context: If he just wants to break the seal, he could just do it in secret somewhere.\Come to think of it, you're right about that.\There's another thing, too.\We're the ones standing in his way... but he's not attacking us!\Could it be that he needs some kind of power in order to break the seal?\Uh-oh!\Look, Skuld, isn't there any way to delete him?\Didn't you read the instruction manual for the flute? response:	Of course, you only have to look at the manual when you get stuck...
context: Come to think of it, you're right about that.\There's another thing, too.\We're the ones standing in his way... but he's not attacking us!\Could it be that he needs some kind of power in order to break the seal?\Uh-oh!\Look, Skuld, isn't there any way to delete him?\Didn't you read the instruction manual for the flute?\Of course, you only have to look at the manual when you get stuck... response:	You're wrong about that. This is the problem with techies!
context: There's another thing, too.\We're the ones standing in his way... but he's not attacking us!\Could it be that he needs some kind of power in order to break the seal?\Uh-oh!\Look, Skuld, isn't there any way to delete him?\Didn't you read the instruction manual for the flute?\Of course, you only have to look at the manual when you get stuck...\You're wrong about that. This is the problem with techies! response:	I think this is it!
context: We're the ones standing in his way... but he's not attacking us!\Could it be that he needs some kind of power in order to break the seal?\Uh-oh!\Look, Skuld, isn't there any way to delete him?\Didn't you read the instruction manual for the flute?\Of course, you only have to look at the manual when you get stuck...\You're wrong about that. This is the problem with techies!\I think this is it! response:	We're counting on you!
context: Could it be that he needs some kind of power in order to break the seal?\Uh-oh!\Look, Skuld, isn't there any way to delete him?\Didn't you read the instruction manual for the flute?\Of course, you only have to look at the manual when you get stuck...\You're wrong about that. This is the problem with techies!\I think this is it!\We're counting on you! response:	Right.
context: Uh-oh!\Look, Skuld, isn't there any way to delete him?\Didn't you read the instruction manual for the flute?\Of course, you only have to look at the manual when you get stuck...\You're wrong about that. This is the problem with techies!\I think this is it!\We're counting on you!\Right. response:	Here...line 3, right?
context: Look, Skuld, isn't there any way to delete him?\Didn't you read the instruction manual for the flute?\Of course, you only have to look at the manual when you get stuck...\You're wrong about that. This is the problem with techies!\I think this is it!\We're counting on you!\Right.\Here...line 3, right? response:	Belldandy! You can do it!
context: Didn't you read the instruction manual for the flute?\Of course, you only have to look at the manual when you get stuck...\You're wrong about that. This is the problem with techies!\I think this is it!\We're counting on you!\Right.\Here...line 3, right?\Belldandy! You can do it! response:	Right!
context: Of course, you only have to look at the manual when you get stuck...\You're wrong about that. This is the problem with techies!\I think this is it!\We're counting on you!\Right.\Here...line 3, right?\Belldandy! You can do it!\Right! response:	Damn you, you're not going to play that flute, are you?
context: You're wrong about that. This is the problem with techies!\I think this is it!\We're counting on you!\Right.\Here...line 3, right?\Belldandy! You can do it!\Right!\Damn you, you're not going to play that flute, are you? response:	Forgive me, Midgard.
context: I think this is it!\We're counting on you!\Right.\Here...line 3, right?\Belldandy! You can do it!\Right!\Damn you, you're not going to play that flute, are you?\Forgive me, Midgard. response:	But your fate was always deletion.
context: We're counting on you!\Right.\Here...line 3, right?\Belldandy! You can do it!\Right!\Damn you, you're not going to play that flute, are you?\Forgive me, Midgard.\But your fate was always deletion. response:	Wait, let me just explain myself!
context: Right.\Here...line 3, right?\Belldandy! You can do it!\Right!\Damn you, you're not going to play that flute, are you?\Forgive me, Midgard.\But your fate was always deletion.\Wait, let me just explain myself! response:	Curses! I won't let you get away with this!
context: Here...line 3, right?\Belldandy! You can do it!\Right!\Damn you, you're not going to play that flute, are you?\Forgive me, Midgard.\But your fate was always deletion.\Wait, let me just explain myself!\Curses! I won't let you get away with this! response:	I pray for the salvation of their souls...
context: Belldandy! You can do it!\Right!\Damn you, you're not going to play that flute, are you?\Forgive me, Midgard.\But your fate was always deletion.\Wait, let me just explain myself!\Curses! I won't let you get away with this!\I pray for the salvation of their souls... response:	I'm...I'm getting sucked in!
context: Right!\Damn you, you're not going to play that flute, are you?\Forgive me, Midgard.\But your fate was always deletion.\Wait, let me just explain myself!\Curses! I won't let you get away with this!\I pray for the salvation of their souls...\I'm...I'm getting sucked in! response:	I've got to...I've got to transfer myself over!
context: Damn you, you're not going to play that flute, are you?\Forgive me, Midgard.\But your fate was always deletion.\Wait, let me just explain myself!\Curses! I won't let you get away with this!\I pray for the salvation of their souls...\I'm...I'm getting sucked in!\I've got to...I've got to transfer myself over! response:	Aha! That's it!
context: Forgive me, Midgard.\But your fate was always deletion.\Wait, let me just explain myself!\Curses! I won't let you get away with this!\I pray for the salvation of their souls...\I'm...I'm getting sucked in!\I've got to...I've got to transfer myself over!\Aha! That's it! response:	Dammit!
context: But your fate was always deletion.\Wait, let me just explain myself!\Curses! I won't let you get away with this!\I pray for the salvation of their souls...\I'm...I'm getting sucked in!\I've got to...I've got to transfer myself over!\Aha! That's it!\Dammit! response:	Look out!
context: Wait, let me just explain myself!\Curses! I won't let you get away with this!\I pray for the salvation of their souls...\I'm...I'm getting sucked in!\I've got to...I've got to transfer myself over!\Aha! That's it!\Dammit!\Look out! response:	Curses!
context: Curses! I won't let you get away with this!\I pray for the salvation of their souls...\I'm...I'm getting sucked in!\I've got to...I've got to transfer myself over!\Aha! That's it!\Dammit!\Look out!\Curses! response:	Keiichi!
context: I pray for the salvation of their souls...\I'm...I'm getting sucked in!\I've got to...I've got to transfer myself over!\Aha! That's it!\Dammit!\Look out!\Curses!\Keiichi! response:	Keiichi! Keiichi, are you all right?
context: I'm...I'm getting sucked in!\I've got to...I've got to transfer myself over!\Aha! That's it!\Dammit!\Look out!\Curses!\Keiichi!\Keiichi! Keiichi, are you all right? response:	More or less.
context: I've got to...I've got to transfer myself over!\Aha! That's it!\Dammit!\Look out!\Curses!\Keiichi!\Keiichi! Keiichi, are you all right?\More or less. response:	Keiichi...
context: Aha! That's it!\Dammit!\Look out!\Curses!\Keiichi!\Keiichi! Keiichi, are you all right?\More or less.\Keiichi... response:	Come on, we'd better get out of here before someone comes.
context: Dammit!\Look out!\Curses!\Keiichi!\Keiichi! Keiichi, are you all right?\More or less.\Keiichi...\Come on, we'd better get out of here before someone comes. response:	Yes.
context: Look out!\Curses!\Keiichi!\Keiichi! Keiichi, are you all right?\More or less.\Keiichi...\Come on, we'd better get out of here before someone comes.\Yes. response:	So beautiful...
context: Curses!\Keiichi!\Keiichi! Keiichi, are you all right?\More or less.\Keiichi...\Come on, we'd better get out of here before someone comes.\Yes.\So beautiful... response:	Take a look at this horrific sight.
context: Keiichi!\Keiichi! Keiichi, are you all right?\More or less.\Keiichi...\Come on, we'd better get out of here before someone comes.\Yes.\So beautiful...\Take a look at this horrific sight. response:	Due to an explosion of unknown origin that occurred just before dawn...
context: Keiichi! Keiichi, are you all right?\More or less.\Keiichi...\Come on, we'd better get out of here before someone comes.\Yes.\So beautiful...\Take a look at this horrific sight.\Due to an explosion of unknown origin that occurred just before dawn... response:	Really, they're making such a big deal out of it.
