context: Presented by SoulEaterFan response:	Presented by SoulEaterFan
context: Well, would you at least tell me where we are headed?\Okay...\fair enough.\It's an area called Sekikan.\Sekikan?\Like its name,\it's like a coffin made from stone.\C-Coffin? response:	Originally, it was a typical village,
context: Okay...\fair enough.\It's an area called Sekikan.\Sekikan?\Like its name,\it's like a coffin made from stone.\C-Coffin?\Originally, it was a typical village, response:	but that was about twenty years ago,
context: fair enough.\It's an area called Sekikan.\Sekikan?\Like its name,\it's like a coffin made from stone.\C-Coffin?\Originally, it was a typical village,\but that was about twenty years ago, response:	before that incident occurred.
context: It's an area called Sekikan.\Sekikan?\Like its name,\it's like a coffin made from stone.\C-Coffin?\Originally, it was a typical village,\but that was about twenty years ago,\before that incident occurred. response:	Incident?
context: Sekikan?\Like its name,\it's like a coffin made from stone.\C-Coffin?\Originally, it was a typical village,\but that was about twenty years ago,\before that incident occurred.\Incident? response:	Yes.
context: Like its name,\it's like a coffin made from stone.\C-Coffin?\Originally, it was a typical village,\but that was about twenty years ago,\before that incident occurred.\Incident?\Yes. response:	One day, they all suddenly disappeared...
context: it's like a coffin made from stone.\C-Coffin?\Originally, it was a typical village,\but that was about twenty years ago,\before that incident occurred.\Incident?\Yes.\One day, they all suddenly disappeared... response:	The humans in the village.
context: C-Coffin?\Originally, it was a typical village,\but that was about twenty years ago,\before that incident occurred.\Incident?\Yes.\One day, they all suddenly disappeared...\The humans in the village. response:	You don't mean... a mysterious disappearance, do you?
context: Originally, it was a typical village,\but that was about twenty years ago,\before that incident occurred.\Incident?\Yes.\One day, they all suddenly disappeared...\The humans in the village.\You don't mean... a mysterious disappearance, do you? response:	The cause of it remains unknown.
context: but that was about twenty years ago,\before that incident occurred.\Incident?\Yes.\One day, they all suddenly disappeared...\The humans in the village.\You don't mean... a mysterious disappearance, do you?\The cause of it remains unknown. response:	But, like the villagers, the people sent to investigate the place vanished.
context: before that incident occurred.\Incident?\Yes.\One day, they all suddenly disappeared...\The humans in the village.\You don't mean... a mysterious disappearance, do you?\The cause of it remains unknown.\But, like the villagers, the people sent to investigate the place vanished. response:	Because of that,
context: Incident?\Yes.\One day, they all suddenly disappeared...\The humans in the village.\You don't mean... a mysterious disappearance, do you?\The cause of it remains unknown.\But, like the villagers, the people sent to investigate the place vanished.\Because of that, response:	everyone gave up on the investigation,
context: Yes.\One day, they all suddenly disappeared...\The humans in the village.\You don't mean... a mysterious disappearance, do you?\The cause of it remains unknown.\But, like the villagers, the people sent to investigate the place vanished.\Because of that,\everyone gave up on the investigation, response:	and instead put the area under lockdown.
context: One day, they all suddenly disappeared...\The humans in the village.\You don't mean... a mysterious disappearance, do you?\The cause of it remains unknown.\But, like the villagers, the people sent to investigate the place vanished.\Because of that,\everyone gave up on the investigation,\and instead put the area under lockdown. response:	I can see it.
context: The humans in the village.\You don't mean... a mysterious disappearance, do you?\The cause of it remains unknown.\But, like the villagers, the people sent to investigate the place vanished.\Because of that,\everyone gave up on the investigation,\and instead put the area under lockdown.\I can see it. response:	It's right there...
context: You don't mean... a mysterious disappearance, do you?\The cause of it remains unknown.\But, like the villagers, the people sent to investigate the place vanished.\Because of that,\everyone gave up on the investigation,\and instead put the area under lockdown.\I can see it.\It's right there... response:	Sekikan.
context: The cause of it remains unknown.\But, like the villagers, the people sent to investigate the place vanished.\Because of that,\everyone gave up on the investigation,\and instead put the area under lockdown.\I can see it.\It's right there...\Sekikan. response:	The Last Demon Tool: The Weaponless Kid's Impossible Mission?
context: But, like the villagers, the people sent to investigate the place vanished.\Because of that,\everyone gave up on the investigation,\and instead put the area under lockdown.\I can see it.\It's right there...\Sekikan.\The Last Demon Tool: The Weaponless Kid's Impossible Mission? response:	Look at this...
context: Because of that,\everyone gave up on the investigation,\and instead put the area under lockdown.\I can see it.\It's right there...\Sekikan.\The Last Demon Tool: The Weaponless Kid's Impossible Mission?\Look at this... response:	This wall looks terrible, almost as if the builders were trying to desperately cover something up before anyone discovered it.
context: everyone gave up on the investigation,\and instead put the area under lockdown.\I can see it.\It's right there...\Sekikan.\The Last Demon Tool: The Weaponless Kid's Impossible Mission?\Look at this...\This wall looks terrible, almost as if the builders were trying to desperately cover something up before anyone discovered it. response:	Like what Shibusen is trying to do right now.
context: and instead put the area under lockdown.\I can see it.\It's right there...\Sekikan.\The Last Demon Tool: The Weaponless Kid's Impossible Mission?\Look at this...\This wall looks terrible, almost as if the builders were trying to desperately cover something up before anyone discovered it.\Like what Shibusen is trying to do right now. response:	Hey, don't you think the mood here is getting kinda scary?
context: I can see it.\It's right there...\Sekikan.\The Last Demon Tool: The Weaponless Kid's Impossible Mission?\Look at this...\This wall looks terrible, almost as if the builders were trying to desperately cover something up before anyone discovered it.\Like what Shibusen is trying to do right now.\Hey, don't you think the mood here is getting kinda scary? response:	Monster! Monster!
context: It's right there...\Sekikan.\The Last Demon Tool: The Weaponless Kid's Impossible Mission?\Look at this...\This wall looks terrible, almost as if the builders were trying to desperately cover something up before anyone discovered it.\Like what Shibusen is trying to do right now.\Hey, don't you think the mood here is getting kinda scary?\Monster! Monster! response:	Can you stop saying those things right now!
context: Sekikan.\The Last Demon Tool: The Weaponless Kid's Impossible Mission?\Look at this...\This wall looks terrible, almost as if the builders were trying to desperately cover something up before anyone discovered it.\Like what Shibusen is trying to do right now.\Hey, don't you think the mood here is getting kinda scary?\Monster! Monster!\Can you stop saying those things right now! response:	No way! No way! No way! No way!
context: The Last Demon Tool: The Weaponless Kid's Impossible Mission?\Look at this...\This wall looks terrible, almost as if the builders were trying to desperately cover something up before anyone discovered it.\Like what Shibusen is trying to do right now.\Hey, don't you think the mood here is getting kinda scary?\Monster! Monster!\Can you stop saying those things right now!\No way! No way! No way! No way! response:	No way! No way! No way! No way!
context: Look at this...\This wall looks terrible, almost as if the builders were trying to desperately cover something up before anyone discovered it.\Like what Shibusen is trying to do right now.\Hey, don't you think the mood here is getting kinda scary?\Monster! Monster!\Can you stop saying those things right now!\No way! No way! No way! No way!\No way! No way! No way! No way! response:	No way! No way! No way! No way!
context: This wall looks terrible, almost as if the builders were trying to desperately cover something up before anyone discovered it.\Like what Shibusen is trying to do right now.\Hey, don't you think the mood here is getting kinda scary?\Monster! Monster!\Can you stop saying those things right now!\No way! No way! No way! No way!\No way! No way! No way! No way!\No way! No way! No way! No way! response:	No way! No way! No way! No way!
context: Like what Shibusen is trying to do right now.\Hey, don't you think the mood here is getting kinda scary?\Monster! Monster!\Can you stop saying those things right now!\No way! No way! No way! No way!\No way! No way! No way! No way!\No way! No way! No way! No way!\No way! No way! No way! No way! response:	There's no way I'm going in there, absolutely no way!
context: Hey, don't you think the mood here is getting kinda scary?\Monster! Monster!\Can you stop saying those things right now!\No way! No way! No way! No way!\No way! No way! No way! No way!\No way! No way! No way! No way!\No way! No way! No way! No way!\There's no way I'm going in there, absolutely no way! response:	Monsters or whatever, you know I can't deal with those things.
context: Monster! Monster!\Can you stop saying those things right now!\No way! No way! No way! No way!\No way! No way! No way! No way!\No way! No way! No way! No way!\No way! No way! No way! No way!\There's no way I'm going in there, absolutely no way!\Monsters or whatever, you know I can't deal with those things. response:	It was even written in my fortune-telling ticket that I should never get involved with those things again!
context: Can you stop saying those things right now!\No way! No way! No way! No way!\No way! No way! No way! No way!\No way! No way! No way! No way!\No way! No way! No way! No way!\There's no way I'm going in there, absolutely no way!\Monsters or whatever, you know I can't deal with those things.\It was even written in my fortune-telling ticket that I should never get involved with those things again! response:	Don't worry, I'll be going in alone.
context: No way! No way! No way! No way!\No way! No way! No way! No way!\No way! No way! No way! No way!\No way! No way! No way! No way!\There's no way I'm going in there, absolutely no way!\Monsters or whatever, you know I can't deal with those things.\It was even written in my fortune-telling ticket that I should never get involved with those things again!\Don't worry, I'll be going in alone. response:	Are you sure?
context: No way! No way! No way! No way!\No way! No way! No way! No way!\No way! No way! No way! No way!\There's no way I'm going in there, absolutely no way!\Monsters or whatever, you know I can't deal with those things.\It was even written in my fortune-telling ticket that I should never get involved with those things again!\Don't worry, I'll be going in alone.\Are you sure? response:	Whether it's a virus,
context: No way! No way! No way! No way!\No way! No way! No way! No way!\There's no way I'm going in there, absolutely no way!\Monsters or whatever, you know I can't deal with those things.\It was even written in my fortune-telling ticket that I should never get involved with those things again!\Don't worry, I'll be going in alone.\Are you sure?\Whether it's a virus, response:	or a chemical substance,
context: No way! No way! No way! No way!\There's no way I'm going in there, absolutely no way!\Monsters or whatever, you know I can't deal with those things.\It was even written in my fortune-telling ticket that I should never get involved with those things again!\Don't worry, I'll be going in alone.\Are you sure?\Whether it's a virus,\or a chemical substance, response:	or a monster's doings,
context: There's no way I'm going in there, absolutely no way!\Monsters or whatever, you know I can't deal with those things.\It was even written in my fortune-telling ticket that I should never get involved with those things again!\Don't worry, I'll be going in alone.\Are you sure?\Whether it's a virus,\or a chemical substance,\or a monster's doings, response:	or even a totally different cause.
context: Monsters or whatever, you know I can't deal with those things.\It was even written in my fortune-telling ticket that I should never get involved with those things again!\Don't worry, I'll be going in alone.\Are you sure?\Whether it's a virus,\or a chemical substance,\or a monster's doings,\or even a totally different cause. response:	All we know is that every human that's gone in has never returned.
context: It was even written in my fortune-telling ticket that I should never get involved with those things again!\Don't worry, I'll be going in alone.\Are you sure?\Whether it's a virus,\or a chemical substance,\or a monster's doings,\or even a totally different cause.\All we know is that every human that's gone in has never returned. response:	Without knowing what the cause is,
context: Don't worry, I'll be going in alone.\Are you sure?\Whether it's a virus,\or a chemical substance,\or a monster's doings,\or even a totally different cause.\All we know is that every human that's gone in has never returned.\Without knowing what the cause is, response:	I simply couldn't bring both of you along.
context: Are you sure?\Whether it's a virus,\or a chemical substance,\or a monster's doings,\or even a totally different cause.\All we know is that every human that's gone in has never returned.\Without knowing what the cause is,\I simply couldn't bring both of you along. response:	That would just be too dangerous.
context: Whether it's a virus,\or a chemical substance,\or a monster's doings,\or even a totally different cause.\All we know is that every human that's gone in has never returned.\Without knowing what the cause is,\I simply couldn't bring both of you along.\That would just be too dangerous. response:	I hate to admit it, but you do have a point there.
context: or a chemical substance,\or a monster's doings,\or even a totally different cause.\All we know is that every human that's gone in has never returned.\Without knowing what the cause is,\I simply couldn't bring both of you along.\That would just be too dangerous.\I hate to admit it, but you do have a point there. response:	I think this is also the reason honorable father sent me, not someone else, on this mission.
context: or a monster's doings,\or even a totally different cause.\All we know is that every human that's gone in has never returned.\Without knowing what the cause is,\I simply couldn't bring both of you along.\That would just be too dangerous.\I hate to admit it, but you do have a point there.\I think this is also the reason honorable father sent me, not someone else, on this mission. response:	But wouldn't it be dangerous to go alone?
context: or even a totally different cause.\All we know is that every human that's gone in has never returned.\Without knowing what the cause is,\I simply couldn't bring both of you along.\That would just be too dangerous.\I hate to admit it, but you do have a point there.\I think this is also the reason honorable father sent me, not someone else, on this mission.\But wouldn't it be dangerous to go alone? response:	Of course it will be.
context: All we know is that every human that's gone in has never returned.\Without knowing what the cause is,\I simply couldn't bring both of you along.\That would just be too dangerous.\I hate to admit it, but you do have a point there.\I think this is also the reason honorable father sent me, not someone else, on this mission.\But wouldn't it be dangerous to go alone?\Of course it will be. response:	That's because the recent series of actions taken by Shibusen
context: Without knowing what the cause is,\I simply couldn't bring both of you along.\That would just be too dangerous.\I hate to admit it, but you do have a point there.\I think this is also the reason honorable father sent me, not someone else, on this mission.\But wouldn't it be dangerous to go alone?\Of course it will be.\That's because the recent series of actions taken by Shibusen response:	are based on the belief that they would lead them to the Demon Tools.
context: I simply couldn't bring both of you along.\That would just be too dangerous.\I hate to admit it, but you do have a point there.\I think this is also the reason honorable father sent me, not someone else, on this mission.\But wouldn't it be dangerous to go alone?\Of course it will be.\That's because the recent series of actions taken by Shibusen\are based on the belief that they would lead them to the Demon Tools. response:	Demon Tools?
context: That would just be too dangerous.\I hate to admit it, but you do have a point there.\I think this is also the reason honorable father sent me, not someone else, on this mission.\But wouldn't it be dangerous to go alone?\Of course it will be.\That's because the recent series of actions taken by Shibusen\are based on the belief that they would lead them to the Demon Tools.\Demon Tools? response:	If I don't come out in forty minutes, I want you to go back to Shibusen.
context: I hate to admit it, but you do have a point there.\I think this is also the reason honorable father sent me, not someone else, on this mission.\But wouldn't it be dangerous to go alone?\Of course it will be.\That's because the recent series of actions taken by Shibusen\are based on the belief that they would lead them to the Demon Tools.\Demon Tools?\If I don't come out in forty minutes, I want you to go back to Shibusen. response:	Don't even think about going in to find me.
context: I think this is also the reason honorable father sent me, not someone else, on this mission.\But wouldn't it be dangerous to go alone?\Of course it will be.\That's because the recent series of actions taken by Shibusen\are based on the belief that they would lead them to the Demon Tools.\Demon Tools?\If I don't come out in forty minutes, I want you to go back to Shibusen.\Don't even think about going in to find me. response:	Postponing the final battle with the Kishin for something like this...
context: But wouldn't it be dangerous to go alone?\Of course it will be.\That's because the recent series of actions taken by Shibusen\are based on the belief that they would lead them to the Demon Tools.\Demon Tools?\If I don't come out in forty minutes, I want you to go back to Shibusen.\Don't even think about going in to find me.\Postponing the final battle with the Kishin for something like this... response:	I shall see with my own eyes, just how great a tool it really is.
context: Of course it will be.\That's because the recent series of actions taken by Shibusen\are based on the belief that they would lead them to the Demon Tools.\Demon Tools?\If I don't come out in forty minutes, I want you to go back to Shibusen.\Don't even think about going in to find me.\Postponing the final battle with the Kishin for something like this...\I shall see with my own eyes, just how great a tool it really is. response:	Connection with thirteenth squadron lost.
context: That's because the recent series of actions taken by Shibusen\are based on the belief that they would lead them to the Demon Tools.\Demon Tools?\If I don't come out in forty minutes, I want you to go back to Shibusen.\Don't even think about going in to find me.\Postponing the final battle with the Kishin for something like this...\I shall see with my own eyes, just how great a tool it really is.\Connection with thirteenth squadron lost. response:	Fifteenth and seventeenth squadron, remain in contact and attack the enemies in area 34!
context: are based on the belief that they would lead them to the Demon Tools.\Demon Tools?\If I don't come out in forty minutes, I want you to go back to Shibusen.\Don't even think about going in to find me.\Postponing the final battle with the Kishin for something like this...\I shall see with my own eyes, just how great a tool it really is.\Connection with thirteenth squadron lost.\Fifteenth and seventeenth squadron, remain in contact and attack the enemies in area 34! response:	The battlefield is in chaos.
context: Demon Tools?\If I don't come out in forty minutes, I want you to go back to Shibusen.\Don't even think about going in to find me.\Postponing the final battle with the Kishin for something like this...\I shall see with my own eyes, just how great a tool it really is.\Connection with thirteenth squadron lost.\Fifteenth and seventeenth squadron, remain in contact and attack the enemies in area 34!\The battlefield is in chaos. response:	It's pretty bad out there, huh?
context: If I don't come out in forty minutes, I want you to go back to Shibusen.\Don't even think about going in to find me.\Postponing the final battle with the Kishin for something like this...\I shall see with my own eyes, just how great a tool it really is.\Connection with thirteenth squadron lost.\Fifteenth and seventeenth squadron, remain in contact and attack the enemies in area 34!\The battlefield is in chaos.\It's pretty bad out there, huh? response:	Don't you think we should give some orders?
context: Don't even think about going in to find me.\Postponing the final battle with the Kishin for something like this...\I shall see with my own eyes, just how great a tool it really is.\Connection with thirteenth squadron lost.\Fifteenth and seventeenth squadron, remain in contact and attack the enemies in area 34!\The battlefield is in chaos.\It's pretty bad out there, huh?\Don't you think we should give some orders? response:	If we knew what those orders would be, then we wouldn't be having a headache here.
context: Postponing the final battle with the Kishin for something like this...\I shall see with my own eyes, just how great a tool it really is.\Connection with thirteenth squadron lost.\Fifteenth and seventeenth squadron, remain in contact and attack the enemies in area 34!\The battlefield is in chaos.\It's pretty bad out there, huh?\Don't you think we should give some orders?\If we knew what those orders would be, then we wouldn't be having a headache here. response:	However, I find any kind of orders better than doing nothing and watching them suffer.
context: I shall see with my own eyes, just how great a tool it really is.\Connection with thirteenth squadron lost.\Fifteenth and seventeenth squadron, remain in contact and attack the enemies in area 34!\The battlefield is in chaos.\It's pretty bad out there, huh?\Don't you think we should give some orders?\If we knew what those orders would be, then we wouldn't be having a headache here.\However, I find any kind of orders better than doing nothing and watching them suffer. response:	It would be fortunate if those impulsive orders didn't make the situation worse.
context: Connection with thirteenth squadron lost.\Fifteenth and seventeenth squadron, remain in contact and attack the enemies in area 34!\The battlefield is in chaos.\It's pretty bad out there, huh?\Don't you think we should give some orders?\If we knew what those orders would be, then we wouldn't be having a headache here.\However, I find any kind of orders better than doing nothing and watching them suffer.\It would be fortunate if those impulsive orders didn't make the situation worse. response:	Can you stop looking at me with those eyes?
context: Fifteenth and seventeenth squadron, remain in contact and attack the enemies in area 34!\The battlefield is in chaos.\It's pretty bad out there, huh?\Don't you think we should give some orders?\If we knew what those orders would be, then we wouldn't be having a headache here.\However, I find any kind of orders better than doing nothing and watching them suffer.\It would be fortunate if those impulsive orders didn't make the situation worse.\Can you stop looking at me with those eyes? response:	Certainly, it'd be great to be free like you two are.
context: The battlefield is in chaos.\It's pretty bad out there, huh?\Don't you think we should give some orders?\If we knew what those orders would be, then we wouldn't be having a headache here.\However, I find any kind of orders better than doing nothing and watching them suffer.\It would be fortunate if those impulsive orders didn't make the situation worse.\Can you stop looking at me with those eyes?\Certainly, it'd be great to be free like you two are. response:	I, too, sometimes would think...
context: It's pretty bad out there, huh?\Don't you think we should give some orders?\If we knew what those orders would be, then we wouldn't be having a headache here.\However, I find any kind of orders better than doing nothing and watching them suffer.\It would be fortunate if those impulsive orders didn't make the situation worse.\Can you stop looking at me with those eyes?\Certainly, it'd be great to be free like you two are.\I, too, sometimes would think... response:	how great it'd be if I could do whatever I wanted, the way I wanted, and wherever I wanted...
context: Don't you think we should give some orders?\If we knew what those orders would be, then we wouldn't be having a headache here.\However, I find any kind of orders better than doing nothing and watching them suffer.\It would be fortunate if those impulsive orders didn't make the situation worse.\Can you stop looking at me with those eyes?\Certainly, it'd be great to be free like you two are.\I, too, sometimes would think...\how great it'd be if I could do whatever I wanted, the way I wanted, and wherever I wanted... response:	Maybe not.
context: If we knew what those orders would be, then we wouldn't be having a headache here.\However, I find any kind of orders better than doing nothing and watching them suffer.\It would be fortunate if those impulsive orders didn't make the situation worse.\Can you stop looking at me with those eyes?\Certainly, it'd be great to be free like you two are.\I, too, sometimes would think...\how great it'd be if I could do whatever I wanted, the way I wanted, and wherever I wanted...\Maybe not. response:	His words sting.
context: However, I find any kind of orders better than doing nothing and watching them suffer.\It would be fortunate if those impulsive orders didn't make the situation worse.\Can you stop looking at me with those eyes?\Certainly, it'd be great to be free like you two are.\I, too, sometimes would think...\how great it'd be if I could do whatever I wanted, the way I wanted, and wherever I wanted...\Maybe not.\His words sting. response:	We're not the only ones feeling irritated.
context: It would be fortunate if those impulsive orders didn't make the situation worse.\Can you stop looking at me with those eyes?\Certainly, it'd be great to be free like you two are.\I, too, sometimes would think...\how great it'd be if I could do whatever I wanted, the way I wanted, and wherever I wanted...\Maybe not.\His words sting.\We're not the only ones feeling irritated. response:	If only his soul wasn't bound to Death City...
context: Can you stop looking at me with those eyes?\Certainly, it'd be great to be free like you two are.\I, too, sometimes would think...\how great it'd be if I could do whatever I wanted, the way I wanted, and wherever I wanted...\Maybe not.\His words sting.\We're not the only ones feeling irritated.\If only his soul wasn't bound to Death City... response:	he would've been the first to make it to the battlefield.
